
[00:00:00.000 --> 00:00:00.660]   [VIDEO PLAYBACK]
[00:15:42.980 --> 00:15:43.660]   releasing.
[00:15:43.660 --> 00:15:46.580]   We released 20 safety papers last year.
[00:15:46.580 --> 00:15:48.340]   They're all wanting to understand
[00:15:48.340 --> 00:15:50.780]   what the actual impact of this technology can be.
[00:15:50.780 --> 00:15:53.180]   Because one of the things I think
[00:15:53.180 --> 00:15:56.620]   that's hard for us to grasp as humans-- or at least I'll
[00:15:56.620 --> 00:15:57.220]   say for me.
[00:15:57.220 --> 00:15:59.780]   I don't like speaking for everybody.
[00:15:59.780 --> 00:16:05.460]   We drive in a week more than a human drives in a lifetime.
[00:16:05.460 --> 00:16:09.340]   And you can say that as a company that runs fleets.
[00:16:09.340 --> 00:16:13.700]   But we're the only company where it's one driver.
[00:16:13.700 --> 00:16:18.500]   And that's not the way the world is organized right now.
[00:16:18.500 --> 00:16:20.180]   FedEx has a lot of drivers.
[00:16:20.180 --> 00:16:22.980]   All of you who have Teslas have a lot of drivers.
[00:16:22.980 --> 00:16:24.300]   Everyone has a lot of drivers.
[00:16:24.300 --> 00:16:26.980]   And all of those drivers have different capabilities.
[00:16:26.980 --> 00:16:33.340]   This is one driver learning all the time in unison.
[00:16:33.340 --> 00:16:35.900]   And so what can we demonstrate that's possible?
[00:16:35.900 --> 00:16:37.780]   And it really goes back to your other question
[00:16:37.780 --> 00:16:40.700]   of what are policymakers five years from now really
[00:16:40.700 --> 00:16:41.660]   going to want to know?
[00:16:41.660 --> 00:16:43.540]   And how will they be able to derive
[00:16:43.540 --> 00:16:44.980]   from what we're doing today?
[00:16:44.980 --> 00:16:47.980]   Where were you when you heard the news of Cruz
[00:16:47.980 --> 00:16:51.180]   dragging that woman in San Francisco 20 feet?
[00:16:51.180 --> 00:16:52.940]   And then where were you?
[00:16:52.940 --> 00:16:55.260]   And what was your reaction internally
[00:16:55.260 --> 00:16:59.700]   to when you found out Cruz covered it up?
[00:16:59.700 --> 00:17:03.060]   I don't remember where I was when I learned.
[00:17:03.060 --> 00:17:09.660]   But we're here to improve road safety.
[00:17:09.660 --> 00:17:14.700]   So it was pretty upsetting, I think, to me and the whole org.
[00:17:14.700 --> 00:17:19.380]   I think as we learned about the lack of transparency,
[00:17:19.380 --> 00:17:22.100]   our view has just been, be transparent.
[00:17:22.100 --> 00:17:24.340]   It's not perfection.
[00:17:24.340 --> 00:17:25.460]   It's technology.
[00:17:25.460 --> 00:17:27.580]   Yeah, but you're considered their contemporary.
[00:17:27.580 --> 00:17:28.980]   And you have a different approach.
[00:17:28.980 --> 00:17:30.740]   You would never cover it up.
[00:17:30.740 --> 00:17:33.060]   They obviously had something dysfunctional.
[00:17:33.060 --> 00:17:35.060]   Did that set the industry back significantly?
[00:17:35.060 --> 00:17:38.540]   How are regulators talking to you before and after that,
[00:17:38.540 --> 00:17:40.580]   differently, if at all?
[00:17:40.580 --> 00:17:44.700]   It definitely led to more scrutiny in San Francisco,
[00:17:44.700 --> 00:17:47.540]   because there was already an active,
[00:17:47.540 --> 00:17:52.140]   and continues to be, a fairly active voice against technology
[00:17:52.140 --> 00:17:53.500]   in San Francisco.
[00:17:53.500 --> 00:17:56.340]   And so we needed to continue to engage,
[00:17:56.340 --> 00:17:58.900]   which we were already doing, provide more data, which
[00:17:58.900 --> 00:18:00.540]   we're, of course, willing to do.
[00:18:00.540 --> 00:18:02.460]   And I think over time, what we'll see
[00:18:02.460 --> 00:18:05.740]   is we have to get to a place where the amount of data
[00:18:05.740 --> 00:18:09.860]   that we're providing actually advances the safety concerns.
[00:18:09.860 --> 00:18:11.860]   I think at that point, it was just providing
[00:18:11.860 --> 00:18:13.700]   a lot more engagement.
[00:18:13.700 --> 00:18:15.820]   If the mission is to reduce those deaths
[00:18:15.820 --> 00:18:17.740]   and to really scale this technology,
[00:18:17.740 --> 00:18:20.620]   Uber's doing a quarter billion rides a week.
[00:18:20.620 --> 00:18:21.740]   You just raised $5 billion.
[00:18:21.740 --> 00:18:23.020]   It's a big number.
[00:18:23.020 --> 00:18:25.860]   That gives you another 50,000 cars,
[00:18:25.860 --> 00:18:29.420]   which is a fraction of the rides in but one city.
[00:18:29.420 --> 00:18:32.340]   It seems like you need a lot of partners in the car space
[00:18:32.340 --> 00:18:33.500]   to build this.
[00:18:33.500 --> 00:18:37.180]   So wouldn't the best strategy be to license this technology
[00:18:37.180 --> 00:18:41.820]   to every carmaker and then allow the Ubers, the Lyfts,
[00:18:41.820 --> 00:18:44.260]   the DoorDashes, and fleet managers
[00:18:44.260 --> 00:18:46.460]   to handle cleaning the puke in the back of the cars
[00:18:46.460 --> 00:18:48.100]   and putting the air in the tires?
[00:18:48.100 --> 00:18:49.580]   Because I don't think Waymo wants
[00:18:49.580 --> 00:18:51.780]   to be in the back of that car cleaning up the puke
[00:18:51.780 --> 00:18:53.820]   and doing the air tire, right?
[00:18:53.820 --> 00:18:55.740]   There has to be somebody who manages all that.
[00:18:55.740 --> 00:18:59.340]   So maybe talk a little bit about that possibility of--
[00:18:59.340 --> 00:19:00.940]   and even a more beautiful thing would
[00:19:00.940 --> 00:19:02.260]   be for you to open source it.
[00:19:02.260 --> 00:19:03.580]   So has there been a discussion internally
[00:19:03.580 --> 00:19:05.300]   about open sourcing this technology?
[00:19:05.300 --> 00:19:06.620]   So I'll start at the beginning.
[00:19:06.620 --> 00:19:09.620]   I think what you just described is exactly the AV ecosystem
[00:19:09.620 --> 00:19:10.700]   that I'm talking about.
[00:19:10.700 --> 00:19:13.020]   And yes, out of necessity.
[00:19:13.020 --> 00:19:14.020]   And because we are--
[00:19:14.020 --> 00:19:16.860]   I mean, whoever was first was going to need to create this.
[00:19:16.860 --> 00:19:18.300]   It doesn't exist.
[00:19:18.300 --> 00:19:20.220]   So we're doing that.
[00:19:20.220 --> 00:19:22.420]   I think the second part of what you're talking about,
[00:19:22.420 --> 00:19:24.300]   let everyone do what they're good at.
[00:19:24.300 --> 00:19:26.060]   We're good at building this driver.
[00:19:26.060 --> 00:19:27.700]   There's, though, a period where we
[00:19:27.700 --> 00:19:29.620]   have to become really good at what does
[00:19:29.620 --> 00:19:32.100]   it mean to operate at scale.
[00:19:32.100 --> 00:19:34.380]   And that's where we are right now.
[00:19:34.380 --> 00:19:37.220]   What does it mean to operate at scale?
[00:19:37.220 --> 00:19:40.300]   Technology can work and not be delightful, not be reusable,
[00:19:40.300 --> 00:19:41.220]   not be repeatable.
[00:19:41.220 --> 00:19:44.340]   And we don't just want people having tourism rides.
[00:19:44.340 --> 00:19:46.100]   We want people actually integrating this
[00:19:46.100 --> 00:19:46.860]   into their lives.
[00:19:46.860 --> 00:19:48.820]   And we just did a UX study.
[00:19:48.820 --> 00:19:50.500]   And we found that a third of people
[00:19:50.500 --> 00:19:53.380]   use the service in San Francisco to go to their doctor
[00:19:53.380 --> 00:19:53.900]   appointments.
[00:19:53.900 --> 00:19:56.060]   We're like, that feels like real life.
[00:19:56.060 --> 00:20:01.260]   And 36% were using the vehicles to go to local businesses,
[00:20:01.260 --> 00:20:02.900]   which is also real life.
[00:20:02.900 --> 00:20:05.020]   And so these are the kinds of signals
[00:20:05.020 --> 00:20:06.420]   that we're trying to get.
[00:20:06.420 --> 00:20:08.580]   As far as personally owned cars, we've
[00:20:08.580 --> 00:20:11.380]   always said as part of our strategy from the beginning
[00:20:11.380 --> 00:20:14.060]   that we would start with ride hailing and local delivery
[00:20:14.060 --> 00:20:16.980]   and that eventually we would make our technology available
[00:20:16.980 --> 00:20:21.900]   to automotive companies so that at some point,
[00:20:21.900 --> 00:20:24.860]   you'll find Waymo cars sitting on showroom floors for sale.
[00:20:24.860 --> 00:20:25.360]   Oh, wow.
[00:20:25.360 --> 00:20:27.460]   So we could go buy one and then put it
[00:20:27.460 --> 00:20:28.900]   into whatever fleet we want.
[00:20:28.900 --> 00:20:29.380]   Yes.
[00:20:29.380 --> 00:20:31.540]   What does it cost to make one of these cars today?
[00:20:31.540 --> 00:20:32.740]   And where do you see it in five years?
[00:20:32.740 --> 00:20:34.260]   And just, I guess, on that question,
[00:20:34.260 --> 00:20:36.100]   where's the tipping point in unit economics?
[00:20:36.100 --> 00:20:39.740]   So if you look on the ride hailing business, based on--
[00:20:39.740 --> 00:20:41.980]   I know a lot of people drive during rush hour.
[00:20:41.980 --> 00:20:43.580]   And then they don't need rides the rest of the time.
[00:20:43.580 --> 00:20:46.260]   So there's a lot of excess inventory sitting around.
[00:20:46.260 --> 00:20:48.380]   So if you look at the utilization of a car
[00:20:48.380 --> 00:20:51.020]   over its lifetime and the cost of the car over the lifetime,
[00:20:51.020 --> 00:20:53.660]   what's the breaking point where the unit economics make sense?
[00:20:53.660 --> 00:20:54.740]   Yeah.
[00:20:54.740 --> 00:20:57.220]   So your question of cost of car, we just
[00:20:57.220 --> 00:20:59.500]   don't break it out since we're not
[00:20:59.500 --> 00:21:01.480]   reported separately for Alphabet.
[00:21:01.480 --> 00:21:02.400]   We're just bundled up.
[00:21:02.400 --> 00:21:03.940]   The rumor is $1.50 right now.
[00:21:03.940 --> 00:21:05.860]   It's close.
[00:21:05.860 --> 00:21:07.140]   OK.
[00:21:07.140 --> 00:21:07.640]   $1.25?
[00:21:07.640 --> 00:21:09.420]   Not commenting on rumors.
[00:21:09.420 --> 00:21:10.580]   Not commenting on rumors.
[00:21:10.580 --> 00:21:11.080]   OK.
[00:21:11.080 --> 00:21:11.580]   OK.
[00:21:11.580 --> 00:21:14.580]   Wait, if that's just the system for self-driving.
[00:21:14.580 --> 00:21:16.020]   The car plus the system.
[00:21:16.020 --> 00:21:16.820]   The car plus.
[00:21:16.820 --> 00:21:17.420]   But what if--
[00:21:17.420 --> 00:21:21.420]   $125 to $150 is the rumored cost for the car today.
[00:21:21.420 --> 00:21:22.260]   It's actually like--
[00:21:22.260 --> 00:21:23.780]   You're going to comment on the rumor?
[00:21:23.780 --> 00:21:24.660]   I love this.
[00:21:24.660 --> 00:21:28.180]   I mean, that's obviously a lot more than a Tesla, right?
[00:21:28.180 --> 00:21:28.940]   So--
[00:21:28.940 --> 00:21:31.820]   Yeah, Tesla's $40,000, $50,000, yeah.
[00:21:31.820 --> 00:21:33.740]   So do we know ballparks here?
[00:21:33.740 --> 00:21:34.340]   What can we say?
[00:21:34.340 --> 00:21:38.500]   So keep going.
[00:21:38.500 --> 00:21:39.860]   It's so fun.
[00:21:39.860 --> 00:21:42.540]   We're poker players, so we're going to read you and bait you.
[00:21:42.540 --> 00:21:44.220]   And it's not working.
[00:21:44.220 --> 00:21:45.740]   We didn't know you were a Jedi.
[00:21:45.740 --> 00:21:47.220]   So sorry, let me just ask.
[00:21:47.220 --> 00:21:49.460]   Is it about reinventing the system
[00:21:49.460 --> 00:21:51.000]   or getting the next gen of the system
[00:21:51.000 --> 00:21:52.340]   before the unit economics break?
[00:21:52.340 --> 00:21:53.420]   Or is it about volume?
[00:21:53.420 --> 00:21:55.920]   What's the breaking point of where the unit economics become
[00:21:55.920 --> 00:21:58.740]   profitable, become positive?
[00:21:58.740 --> 00:22:03.100]   Yeah, not going to get into that other than to say to you,
[00:22:03.100 --> 00:22:06.180]   it is the thing I spend all of my time focused on.
[00:22:06.180 --> 00:22:07.020]   And we are on--
[00:22:07.020 --> 00:22:08.100]   But there's a path there.
[00:22:08.100 --> 00:22:09.740]   There's completely a path there.
[00:22:09.740 --> 00:22:11.340]   Well, without getting into costs,
[00:22:11.340 --> 00:22:15.940]   so is one of the plans here to sell this to all the car
[00:22:15.940 --> 00:22:18.420]   makers so that they can compete with Tesla?
[00:22:18.420 --> 00:22:20.580]   Because most of the car companies
[00:22:20.580 --> 00:22:22.580]   do not have the technical capabilities
[00:22:22.580 --> 00:22:24.260]   to develop their own self-driving.
[00:22:24.260 --> 00:22:25.700]   It's just impossible.
[00:22:25.700 --> 00:22:28.940]   So are you guys going to be like an OEM to all the car makers
[00:22:28.940 --> 00:22:30.980]   so that they can provide self-driving?
[00:22:30.980 --> 00:22:33.780]   Yeah, we've said sort of publicly,
[00:22:33.780 --> 00:22:35.400]   and we've had partnerships where we've
[00:22:35.400 --> 00:22:37.820]   made the technology available.
[00:22:37.820 --> 00:22:43.180]   It's a question of when will a level four sort of product
[00:22:43.180 --> 00:22:47.060]   be available and interesting to consumers at scale?
[00:22:47.060 --> 00:22:48.220]   That's part of the question.
[00:22:48.220 --> 00:22:50.100]   But absolutely, this is part of our strategy.
[00:22:50.100 --> 00:22:50.860]   A friend of mine--
[00:22:50.860 --> 00:22:51.540]   Can I get that?
[00:22:51.540 --> 00:22:52.180]   Yeah, of course.
[00:22:52.180 --> 00:22:52.660]   I'm sorry.
[00:22:52.660 --> 00:22:55.620]   A friend of mine who couldn't make it here
[00:22:55.620 --> 00:22:57.380]   is an angel investor in Uber.
[00:22:57.380 --> 00:23:03.300]   And he-- no.
[00:23:03.300 --> 00:23:06.140]   If you look at the business outside of the United States--
[00:23:06.140 --> 00:23:08.380]   actually, if you look at Uber's business,
[00:23:08.380 --> 00:23:10.820]   there's a lot of opportunity in other markets.
[00:23:10.820 --> 00:23:12.620]   And sometimes, in other markets, they
[00:23:12.620 --> 00:23:16.940]   will prove probably more able and open-minded
[00:23:16.940 --> 00:23:20.260]   to taking the public health priority around these things.
[00:23:20.260 --> 00:23:25.380]   So why such a heavy reliance on America,
[00:23:25.380 --> 00:23:27.920]   considering the scale and the imprimatur of Google,
[00:23:27.920 --> 00:23:30.340]   could probably pull you into any number of markets
[00:23:30.340 --> 00:23:31.420]   anywhere around the world?
[00:23:31.420 --> 00:23:32.260]   Yeah.
[00:23:32.260 --> 00:23:36.380]   So we really think about it as this sort of learning journey.
[00:23:36.380 --> 00:23:38.620]   But it's also just where we started, right?
[00:23:38.620 --> 00:23:41.780]   I mean, part of the conversation we get to have now
[00:23:41.780 --> 00:23:42.700]   is what would--
[00:23:42.700 --> 00:23:45.460]   if the driver was at this level of maturity,
[00:23:45.460 --> 00:23:47.860]   where would we have started?
[00:23:47.860 --> 00:23:49.860]   That said, we have global aspirations.
[00:23:49.860 --> 00:23:51.500]   We're always thinking about the--
[00:23:51.500 --> 00:23:55.140]   I mean, doesn't it just take one geography to prove this point?
[00:23:55.140 --> 00:23:56.940]   Or do you view it the problem that way?
[00:23:56.940 --> 00:23:59.660]   Like, it's like, we're training, we're training, we're training.
[00:23:59.660 --> 00:24:03.180]   And then at some point, there'll be some city or county--
[00:24:03.180 --> 00:24:03.940]   Which point?
[00:24:03.940 --> 00:24:05.480]   I just want to make sure I understand.
[00:24:05.480 --> 00:24:07.780]   --this idea where you can prove that it's just
[00:24:07.780 --> 00:24:09.900]   so reliable and valuable.
[00:24:09.900 --> 00:24:11.900]   And that you're saving just--
[00:24:11.900 --> 00:24:13.540]   I really care about that idea.
[00:24:13.540 --> 00:24:15.140]   Yeah.
[00:24:15.140 --> 00:24:15.780]   To who?
[00:24:15.780 --> 00:24:18.260]   Who would it prove the point to?
[00:24:18.260 --> 00:24:19.980]   People that would make the rules, I guess.
[00:24:19.980 --> 00:24:21.020]   Yeah.
[00:24:21.020 --> 00:24:23.820]   I think-- I hope.
[00:24:23.820 --> 00:24:24.980]   I don't know.
[00:24:24.980 --> 00:24:28.220]   I think there's a lot of noise in the system.
[00:24:28.220 --> 00:24:31.140]   There's a lot of confusion about full autonomy
[00:24:31.140 --> 00:24:34.140]   versus partial autonomy.
[00:24:34.140 --> 00:24:37.340]   There's not a lot of legislative activity
[00:24:37.340 --> 00:24:40.340]   that's informed by experts.
[00:24:40.340 --> 00:24:41.600]   So I don't know, right?
[00:24:41.600 --> 00:24:43.820]   Like, certainly, it's my hope.
[00:24:43.820 --> 00:24:45.580]   And I think one of the things, when
[00:24:45.580 --> 00:24:47.740]   you think about certain countries around the world,
[00:24:47.740 --> 00:24:50.420]   there is more of a nation-state, top-down approach
[00:24:50.420 --> 00:24:52.940]   to some regulations.
[00:24:52.940 --> 00:24:54.740]   And so that could be easier.
[00:24:54.740 --> 00:24:55.460]   Singapore?
[00:24:55.460 --> 00:24:55.980]   Yeah.
[00:24:55.980 --> 00:24:58.660]   You prove it, it's codified into law, you launch.
[00:24:58.660 --> 00:25:04.060]   That hasn't been the primary way we've
[00:25:04.060 --> 00:25:05.820]   thought about market entry or opportunity,
[00:25:05.820 --> 00:25:08.020]   but it's certainly one of the areas that we focus on.
[00:25:08.020 --> 00:25:09.460]   But as long as some markets adopt,
[00:25:09.460 --> 00:25:11.860]   the rest of the markets will see and they'll fall behind.
[00:25:11.860 --> 00:25:14.260]   I mean, you just have to penetrate some markets.
[00:25:14.260 --> 00:25:15.020]   Yeah.
[00:25:15.020 --> 00:25:18.100]   Google had amazing success with Android and open source.
[00:25:18.100 --> 00:25:20.020]   So back to that open source question,
[00:25:20.020 --> 00:25:23.060]   you must have had this discussion many times internally.
[00:25:23.060 --> 00:25:24.860]   Why not open source the technology
[00:25:24.860 --> 00:25:27.500]   and then provide the premium Android
[00:25:27.500 --> 00:25:28.700]   to people who want to pay?
[00:25:28.700 --> 00:25:30.460]   And is that something on the roadmap?
[00:25:30.460 --> 00:25:33.080]   Because I hear there's a big discussion internally about that.
[00:25:33.080 --> 00:25:34.000]   To OEMs, to car OEMs?
[00:25:34.000 --> 00:25:36.580]   Just open sourcing the maps, the software,
[00:25:36.580 --> 00:25:39.100]   to make everybody contribute to it,
[00:25:39.100 --> 00:25:40.340]   to just get this out quicker.
[00:25:40.340 --> 00:25:42.700]   So where are you at with those internal discussions
[00:25:42.700 --> 00:25:43.460]   at Waymo?
[00:25:43.460 --> 00:25:44.660]   Give away the whole business?
[00:25:44.660 --> 00:25:45.340]   Yeah, exactly.
[00:25:45.340 --> 00:25:47.340]   No, well, I mean, Android, it's worked, right?
[00:25:47.340 --> 00:25:48.380]   It's like $20 billion in.
[00:25:48.380 --> 00:25:49.780]   It's like, let's just give it away.
[00:25:49.780 --> 00:25:51.500]   But Friedberg, if you look at Android,
[00:25:51.500 --> 00:25:52.900]   it's only gotten stronger, right?
[00:25:52.900 --> 00:25:53.980]   It's completely different.
[00:25:53.980 --> 00:25:54.780]   I think that--
[00:25:54.780 --> 00:25:56.340]   That was defensive on search, but--
[00:25:56.340 --> 00:25:57.380]   It's OK, bad note, your answer.
[00:25:57.380 --> 00:26:00.380]   No, I like it when you guys answer each other's questions,
[00:26:00.380 --> 00:26:02.340]   because I get to learn what you actually think.
[00:26:02.340 --> 00:26:03.460]   We want to see your answer.
[00:26:03.460 --> 00:26:04.580]   We fight a lot, it's fine.
[00:26:04.580 --> 00:26:05.540]   No, it's fun.
[00:26:05.540 --> 00:26:07.420]   It's actually fun for me.
[00:26:07.420 --> 00:26:09.780]   So feel free to keep--
[00:26:09.780 --> 00:26:13.900]   So on the question of open sourcing,
[00:26:13.900 --> 00:26:16.140]   that isn't something that we're spending a lot of time
[00:26:16.140 --> 00:26:17.740]   talking about right now.
[00:26:17.740 --> 00:26:20.020]   Let's talk about level six, which I believe
[00:26:20.020 --> 00:26:22.020]   is inclement weather, and really--
[00:26:22.020 --> 00:26:22.700]   Level five.
[00:26:22.700 --> 00:26:25.060]   Oh, level five, rather, sorry.
[00:26:25.060 --> 00:26:27.620]   And I know when I'm in my Tesla, it gives me a little warning.
[00:26:27.620 --> 00:26:30.980]   Hey, inclement weather, and the FSD might be degraded,
[00:26:30.980 --> 00:26:33.460]   extra attention time.
[00:26:33.460 --> 00:26:37.140]   How close are you to feeling comfortable with these things
[00:26:37.140 --> 00:26:40.180]   driving in snow, ice, rain?
[00:26:40.180 --> 00:26:44.380]   Or when that happens, do fleets just pull over and game over?
[00:26:44.380 --> 00:26:46.420]   You can't use this technology.
[00:26:46.420 --> 00:26:49.220]   Yeah, we've been improving weather.
[00:26:49.220 --> 00:26:52.300]   We've tested across 25 cities specifically for that.
[00:26:52.300 --> 00:26:56.580]   So we had massive storms in San Francisco last year,
[00:26:56.580 --> 00:26:58.460]   and we didn't take down the fleet.
[00:26:58.460 --> 00:27:00.260]   Our fleet was able to handle all of the rain.
[00:27:00.260 --> 00:27:02.420]   So rain and flooding, pretty good.
[00:27:02.420 --> 00:27:03.740]   Rain and flooding, pretty good.
[00:27:03.740 --> 00:27:07.860]   Because of LIDAR and radar, maybe.
[00:27:07.860 --> 00:27:08.860]   You said it.
[00:27:08.860 --> 00:27:11.420]   OK, fog, snow, ice.
[00:27:11.420 --> 00:27:16.260]   So we've tested in snow and ice.
[00:27:16.260 --> 00:27:17.860]   We don't have any deployments there,
[00:27:17.860 --> 00:27:20.100]   but that's an area that we're learning.
[00:27:20.100 --> 00:27:22.900]   Fog, we've been able to master in San Francisco.
[00:27:22.900 --> 00:27:24.100]   So that 280 craziness.
[00:27:24.100 --> 00:27:24.940]   No problem.
[00:27:24.940 --> 00:27:27.540]   Same thing with those sandstorms in Phoenix.
[00:27:27.540 --> 00:27:29.060]   That was an early learning.
[00:27:29.060 --> 00:27:31.780]   Those are actually very challenging.
[00:27:31.780 --> 00:27:33.700]   And then there are swarms of birds in Phoenix.
[00:27:33.700 --> 00:27:34.780]   Like, really.
[00:27:34.780 --> 00:27:36.020]   And heat, right?
[00:27:36.020 --> 00:27:36.900]   You have a machine--
[00:27:36.900 --> 00:27:38.100]   Phoenix sounds brutal.
[00:27:38.100 --> 00:27:41.180]   It's like Revelations.
[00:27:41.180 --> 00:27:41.980]   There's a lot.
[00:27:41.980 --> 00:27:43.100]   There's a lot.
[00:27:43.100 --> 00:27:46.260]   And we're the only company that can pick you up autonomously
[00:27:46.260 --> 00:27:47.940]   at the airport, right?
[00:27:47.940 --> 00:27:52.020]   And so like, curbside hiccup is the whole thing.
[00:27:52.020 --> 00:27:55.620]   What has been the hardest challenge for you as CEO?
[00:27:55.620 --> 00:27:59.140]   I think--
[00:27:59.140 --> 00:28:00.740]   I mean, we've heard all these rumors
[00:28:00.740 --> 00:28:02.660]   about cultural issues at Google or whatnot.
[00:28:02.660 --> 00:28:05.500]   But I get the sense that you're much more
[00:28:05.500 --> 00:28:09.060]   separated in terms of building a much more
[00:28:09.060 --> 00:28:10.500]   technical and specific culture.
[00:28:10.500 --> 00:28:12.980]   But what have been the hardest challenges for you?
[00:28:12.980 --> 00:28:16.300]   I think one of the hardest challenges was making--
[00:28:16.300 --> 00:28:20.900]   we made such a big decision in going fully autonomous,
[00:28:20.900 --> 00:28:24.980]   which is sort of the reason we're here, during COVID.
[00:28:24.980 --> 00:28:26.500]   You mean getting that person out?
[00:28:26.500 --> 00:28:29.020]   The person from behind the wheel, scaling this,
[00:28:29.020 --> 00:28:32.740]   and so then bringing the culture back together to now scale.
[00:28:32.740 --> 00:28:35.220]   So we just needed-- like, we needed a minute to lock back
[00:28:35.220 --> 00:28:35.820]   in.
[00:28:35.820 --> 00:28:36.740]   That's one of the things.
[00:28:36.740 --> 00:28:38.980]   And the other one, I would say, is what you just said,
[00:28:38.980 --> 00:28:43.180]   which is it's a brilliant team.
[00:28:43.180 --> 00:28:45.740]   And the team works really hard.
[00:28:45.740 --> 00:28:48.860]   But like, bad things are going to happen in the real world
[00:28:48.860 --> 00:28:51.100]   with human drivers around our cars.
[00:28:51.100 --> 00:28:53.700]   And the team takes that so seriously.
[00:28:53.700 --> 00:28:56.860]   And so that's-- it's like having worked at--
[00:28:56.860 --> 00:28:58.940]   I mean, I worked at AOL, and you were there, too.
[00:28:58.940 --> 00:29:01.580]   But like, other kinds of tech companies--
[00:29:01.580 --> 00:29:03.380]   I know every kind of company is stressful.
[00:29:03.380 --> 00:29:05.260]   It's a different kind of stress when people's lives
[00:29:05.260 --> 00:29:05.780]   are at stake.
[00:29:05.780 --> 00:29:06.300]   They internalize it.
[00:29:06.300 --> 00:29:07.060]   Completely.
[00:29:07.060 --> 00:29:08.100]   And they personalize it.
[00:29:08.100 --> 00:29:08.940]   It's their work.
[00:29:08.940 --> 00:29:11.060]   And so that's-- it's just a different level
[00:29:11.060 --> 00:29:13.620]   of stress and accountability and a sense of responsibility.
[00:29:13.620 --> 00:29:16.140]   But do you have to manage people differently because of that
[00:29:16.140 --> 00:29:16.780]   pressure, or no?
[00:29:16.780 --> 00:29:20.060]   We do when things happen in industry.
[00:29:20.060 --> 00:29:23.900]   We need people to sort of stay buckled in and believing
[00:29:23.900 --> 00:29:26.260]   that this is something that is worth it.
[00:29:26.260 --> 00:29:27.260]   It's audacious.
[00:29:27.260 --> 00:29:28.420]   It's hard.
[00:29:28.420 --> 00:29:29.420]   But it's worth it.
[00:29:29.420 --> 00:29:30.500]   And it's bigger.
[00:29:30.500 --> 00:29:32.940]   Most people come because they have lost someone.
[00:29:32.940 --> 00:29:34.460]   Like, they're very mission-oriented.
[00:29:34.460 --> 00:29:35.180]   I'm going to be very honest with you.
[00:29:35.180 --> 00:29:36.980]   It's an incredible framing you gave.
[00:29:36.980 --> 00:29:39.180]   And I totally missed it for so many years,
[00:29:39.180 --> 00:29:41.380]   which is when you said, we're building one driver.
[00:29:41.380 --> 00:29:42.780]   I thought for whatever reason you
[00:29:42.780 --> 00:29:44.860]   were building an autonomous driving system, which
[00:29:44.860 --> 00:29:46.420]   I interpreted very technologically
[00:29:46.420 --> 00:29:47.500]   for a very long time.
[00:29:47.500 --> 00:29:48.620]   But you're absolutely right.
[00:29:48.620 --> 00:29:49.420]   You have one goal.
[00:29:49.420 --> 00:29:50.540]   It's very clarifying, actually.
[00:29:50.540 --> 00:29:51.620]   The world's greatest driver.
[00:29:51.620 --> 00:29:53.080]   One-- the world's greatest driver.
[00:29:53.080 --> 00:29:54.500]   The world's most trusted driver.
[00:29:54.500 --> 00:29:56.100]   The world's most trusted driver.
[00:29:56.100 --> 00:29:57.180]   Takedra, thank you for--
[00:29:57.180 --> 00:29:58.100]   That's an incredible thing.
[00:29:58.100 --> 00:29:59.380]   Yeah, I mean, it was incredible.
[00:29:59.380 --> 00:30:01.700]   Thank you so much.
[00:30:01.700 --> 00:30:02.300]   Thank you.
[00:30:02.300 --> 00:30:03.500]   That was awesome.
[00:30:03.500 --> 00:30:05.540]   Thank you so much.

