
[00:00:00.040 --> 00:00:09.680]  amental
[00:14:00.560 --> 00:14:00.560]   I'm your host Aaron and you are in the rabbit hole man
[00:14:00.560 --> 00:14:00.560]   I'm your host Aaron and you are in the rabbit hole man
[00:14:00.560 --> 00:14:00.560]   I'm your host Aaron and you are in the rabbit hole man
[00:14:00.560 --> 00:14:00.560]   I'm your host Aaron and you are in the rabbit hole man
[00:14:00.560 --> 00:14:00.560]   I'm your host Aaron and you are in the rabbit hole man
[00:14:00.560 --> 00:14:00.560]   I'm your host Aaron and you are in the rabbit hole man
[00:14:00.560 --> 00:14:00.560]   I'm your host Aaron and you are in the rabbit hole man
[00:14:00.560 --> 00:14:00.560]   I'm your host Aaron and you are in the rabbit hole man
[00:14:00.560 --> 00:14:00.560]   I'm your host Aaron and you are in the rabbit hole man
[00:14:00.560 --> 00:14:00.560]   I'm your host Aaron and you are in the rabbit hole man
[00:14:00.560 --> 00:14:00.560]   I'm your host Aaron and you are in the rabbit hole man
[00:14:00.560 --> 00:14:00.560]   I'm your host Aaron and you are in the rabbit hole man
[00:14:00.560 --> 00:14:30.580]   I'm your host Aaron and you are in the rabbit hole man
[00:14:30.580 --> 00:14:30.580]   I'm your host Aaron and you are in the rabbit hole man
[00:14:30.580 --> 00:14:30.580]   I'm your host Aaron and you are in the rabbit hole man
[00:14:30.580 --> 00:14:30.580]   I'm your host Aaron and you are in the rabbit hole man
[00:14:30.580 --> 00:14:30.580]   I'm your host Aaron and you are in the rabbit hole man
[00:14:30.580 --> 00:14:30.580]   I'm your host Aaron and you are in the rabbit hole man
[00:14:30.580 --> 00:14:30.580]   I'm your host Aaron and you are in the rabbit hole man
[00:14:30.580 --> 00:14:30.580]   I'm your host Aaron and you are in the rabbit hole man
[00:14:30.580 --> 00:14:30.580]   I'm your host Aaron and you are in the rabbit hole man
[00:14:30.580 --> 00:14:30.580]   I'm your host Aaron and you are in the rabbit hole man
[00:14:30.600 --> 00:15:00.600]   I'm your host Aaron and you are in the rabbit hole man
[00:15:00.600 --> 00:15:00.600]   I'm your host Aaron and you are in the rabbit hole man
[00:15:00.600 --> 00:15:00.600]   I'm your host Aaron and you are in the rabbit hole man
[00:15:00.600 --> 00:15:00.600]   I'm your host Aaron and you are in the rabbit hole man
[00:15:00.600 --> 00:15:00.600]   I'm your host Aaron and you are in the rabbit hole man
[00:15:00.600 --> 00:15:00.600]   I'm your host Aaron and you are in the rabbit hole man
[00:15:00.600 --> 00:15:00.600]   I'm your host Aaron and you are in the rabbit hole man
[00:15:00.600 --> 00:15:00.600]   I'm your host Aaron and you are in the rabbit hole man
[00:15:00.600 --> 00:15:00.600]   I'm your host Aaron and you are in the rabbit hole man
[00:15:00.600 --> 00:15:00.600]   I'm your host Aaron and you are in the rabbit hole man
[00:15:00.600 --> 00:15:00.600]   I'm your host Aaron and you are in the rabbit hole man
[00:15:00.600 --> 00:15:00.600]   I'm your host Aaron and you are in the rabbit hole man
[00:15:00.600 --> 00:15:00.600]   I'm your host Aaron and you are in the rabbit hole man
[00:15:00.600 --> 00:15:00.600]   I'm your host Aaron and you are in the rabbit hole man
[00:15:00.600 --> 00:15:30.620]   I'm your host Aaron and you are in the rabbit hole man
[00:15:30.620 --> 00:15:30.620]   I'm your host Aaron and you are in the rabbit hole man
[00:15:30.620 --> 00:15:30.620]   I'm your host Aaron and you are in the rabbit hole man
[00:15:30.620 --> 00:15:30.620]   I'm your host Aaron and you are in the rabbit hole man
[00:15:30.620 --> 00:15:30.620]   I'm your host Aaron and you are in the rabbit hole man
[00:15:30.620 --> 00:15:30.620]   I'm your host Aaron and you are in the rabbit hole man
[00:15:30.620 --> 00:15:30.620]   I'm your host Aaron and you are in the rabbit hole man
[00:15:30.620 --> 00:15:30.620]   I'm your host Aaron and you are in the rabbit hole man
[00:15:30.620 --> 00:15:30.620]   I'm your host Aaron and you are in the rabbit hole man
[00:15:30.620 --> 00:15:30.620]   I'm your host Aaron and you are in the rabbit hole man
[00:15:30.640 --> 00:16:00.640]   I'm your host Aaron and you are in the rabbit hole man
[00:16:00.640 --> 00:16:00.640]   I'm your host Aaron and you are in the rabbit hole man
[00:16:00.640 --> 00:16:00.640]   I'm your host Aaron and you are in the rabbit hole man
[00:16:00.640 --> 00:16:00.640]   I'm your host Aaron and you are in the rabbit hole man
[00:16:00.640 --> 00:16:00.640]   I'm your host Aaron and you are in the rabbit hole man
[00:16:00.640 --> 00:16:00.640]   I'm your host Aaron and you are in the rabbit hole man
[00:16:00.640 --> 00:16:00.640]   I'm your host Aaron and you are in the rabbit hole man
[00:16:00.640 --> 00:16:00.640]   I'm your host Aaron and you are in the rabbit hole man
[00:16:00.640 --> 00:16:00.640]   I'm your host Aaron and you are in the rabbit hole man
[00:16:00.640 --> 00:16:00.640]   I'm your host Aaron and you are in the rabbit hole man
[00:16:00.640 --> 00:16:00.640]   I'm your host Aaron and you are in the rabbit hole man
[00:16:00.640 --> 00:16:00.640]   I'm your host Aaron and you are in the rabbit hole man
[00:16:00.640 --> 00:16:00.640]   I'm your host Aaron and you are in the rabbit hole man
[00:16:00.640 --> 00:16:00.640]   I'm your host Aaron and you are in the rabbit hole man
[00:16:00.640 --> 00:16:30.660]   I'm your host Aaron and you are in the rabbit hole man
[00:16:30.660 --> 00:16:30.660]   I'm your host Aaron and you are in the rabbit hole man
[00:16:30.660 --> 00:16:30.660]   I'm your host Aaron and you are in the rabbit hole man
[00:16:30.660 --> 00:16:30.660]   I'm your host Aaron and you are in the rabbit hole man
[00:16:30.660 --> 00:16:30.660]   I'm your host Aaron and you are in the rabbit hole man
[00:16:30.660 --> 00:16:30.660]   I'm your host Aaron and you are in the rabbit hole man
[00:16:30.660 --> 00:16:30.660]   I'm your host Aaron and you are in the rabbit hole man
[00:16:30.660 --> 00:16:30.660]   I'm your host Aaron and you are in the rabbit hole man
[00:16:30.660 --> 00:16:30.660]   I'm your host Aaron and you are in the rabbit hole man
[00:16:30.660 --> 00:16:30.660]   I'm your host Aaron and you are in the rabbit hole man
[00:16:30.680 --> 00:17:00.680]   I'm your host Aaron and you are in the rabbit hole man
[00:17:00.680 --> 00:17:00.680]   I'm your host Aaron and you are in the rabbit hole man
[00:17:00.680 --> 00:17:00.680]   I'm your host Aaron and you are in the rabbit hole man
[00:17:00.680 --> 00:17:00.680]   I'm your host Aaron and you are in the rabbit hole man
[00:17:00.680 --> 00:17:00.680]   I'm your host Aaron and you are in the rabbit hole man
[00:17:00.680 --> 00:17:00.680]   I'm your host Aaron and you are in the rabbit hole man
[00:17:00.680 --> 00:17:00.680]   I'm your host Aaron and you are in the rabbit hole man
[00:17:00.680 --> 00:17:00.680]   I'm your host Aaron and you are in the rabbit hole man
[00:17:00.680 --> 00:17:00.680]   I'm your host Aaron and you are in the rabbit hole man
[00:17:00.680 --> 00:17:00.680]   I'm your host Aaron and you are in the rabbit hole man
[00:17:00.680 --> 00:17:00.680]   I'm your host Aaron and you are in the rabbit hole man
[00:17:00.680 --> 00:17:00.680]   I'm your host Aaron and you are in the rabbit hole man
[00:17:00.680 --> 00:17:00.680]   I'm your host Aaron and you are in the rabbit hole man
[00:17:00.680 --> 00:17:00.680]   I'm your host Aaron and you are in the rabbit hole man
[00:17:00.680 --> 00:17:30.700]   I'm your host Aaron and you are in the rabbit hole man
[00:17:30.700 --> 00:17:30.700]   I'm your host Aaron and you are in the rabbit hole man
[00:17:30.700 --> 00:17:30.700]   I'm your host Aaron and you are in the rabbit hole man
[00:17:30.700 --> 00:17:30.700]   I'm your host Aaron and you are in the rabbit hole man
[00:17:30.700 --> 00:17:30.700]   I'm your host Aaron and you are in the rabbit hole man
[00:17:30.700 --> 00:17:30.700]   I'm your host Aaron and you are in the rabbit hole man
[00:17:30.700 --> 00:17:30.700]   I'm your host Aaron and you are in the rabbit hole man
[00:17:30.700 --> 00:17:30.700]   I'm your host Aaron and you are in the rabbit hole man
[00:17:30.700 --> 00:17:30.700]   I'm your host Aaron and you are in the rabbit hole man
[00:17:30.700 --> 00:17:30.700]   I'm your host Aaron and you are in the rabbit hole man
[00:17:30.700 --> 00:17:30.700]   I'm your host Aaron and you are in the rabbit hole man
[00:17:30.720 --> 00:18:00.720]   I'm your host Aaron and you are in the rabbit hole man
[00:18:00.720 --> 00:18:00.720]   I'm your host Aaron and you are in the rabbit hole man
[00:18:00.720 --> 00:18:00.720]   I'm your host Aaron and you are in the rabbit hole man
[00:18:00.720 --> 00:18:00.720]   I'm your host Aaron and you are in the rabbit hole man
[00:18:00.720 --> 00:18:00.720]   I'm your host Aaron and you are in the rabbit hole man
[00:18:00.720 --> 00:18:00.720]   I'm your host Aaron and you are in the rabbit hole man
[00:18:00.720 --> 00:18:00.720]   I'm your host Aaron and you are in the rabbit hole man
[00:18:00.720 --> 00:18:00.720]   I'm your host Aaron and you are in the rabbit hole man
[00:18:00.720 --> 00:18:00.720]   I'm your host Aaron and you are in the rabbit hole man
[00:18:00.720 --> 00:18:00.720]   I'm your host Aaron and you are in the rabbit hole man
[00:18:00.720 --> 00:18:00.720]   I'm your host Aaron and you are in the rabbit hole man
[00:18:00.720 --> 00:18:00.720]   I'm your host Aaron and you are in the rabbit hole man
[00:18:00.720 --> 00:18:00.720]   I'm your host Aaron and you are in the rabbit hole man
[00:18:00.720 --> 00:18:00.720]   I'm your host Aaron and you are in the rabbit hole man
[00:18:00.720 --> 00:18:30.740]   I'm your host Aaron and you are in the rabbit hole man
[00:18:30.740 --> 00:18:30.740]   I'm your host Aaron and you are in the rabbit hole man
[00:18:30.740 --> 00:18:30.740]   I'm your host Aaron and you are in the rabbit hole man
[00:18:30.740 --> 00:18:30.740]   I'm your host Aaron and you are in the rabbit hole man
[00:18:30.740 --> 00:18:30.740]   I'm your host Aaron and you are in the rabbit hole man
[00:18:30.740 --> 00:18:30.740]   I'm your host Aaron and you are in the rabbit hole man
[00:18:30.740 --> 00:18:30.740]   I'm your host Aaron and you are in the rabbit hole man
[00:18:30.740 --> 00:18:30.740]   I'm your host Aaron and you are in the rabbit hole man
[00:18:30.740 --> 00:18:30.740]   I'm your host Aaron and you are in the rabbit hole man
[00:18:30.740 --> 00:18:30.740]   I'm your host Aaron and you are in the rabbit hole man
[00:18:30.760 --> 00:19:00.760]   I'm your host Aaron and you are in the rabbit hole man
[00:19:00.760 --> 00:19:00.760]   I'm your host Aaron and you are in the rabbit hole man
[00:19:00.760 --> 00:19:00.760]   I'm your host Aaron and you are in the rabbit hole man
[00:19:00.760 --> 00:19:00.760]   I'm your host Aaron and you are in the rabbit hole man
[00:19:00.760 --> 00:19:00.760]   I'm your host Aaron and you are in the rabbit hole man
[00:19:00.760 --> 00:19:00.760]   I'm your host Aaron and you are in the rabbit hole man
[00:19:00.760 --> 00:19:00.760]   I'm your host Aaron and you are in the rabbit hole man
[00:19:00.760 --> 00:19:00.760]   I'm your host Aaron and you are in the rabbit hole man
[00:19:00.760 --> 00:19:00.760]   I'm your host Aaron and you are in the rabbit hole man
[00:19:00.760 --> 00:19:00.760]   I'm your host Aaron and you are in the rabbit hole man
[00:19:00.760 --> 00:19:00.760]   I'm your host Aaron and you are in the rabbit hole man
[00:19:00.760 --> 00:19:00.760]   I'm your host Aaron and you are in the rabbit hole man
[00:19:00.760 --> 00:19:00.760]   I'm your host Aaron and you are in the rabbit hole man
[00:19:00.760 --> 00:19:00.760]   I'm your host Aaron and you are in the rabbit hole man
[00:19:00.760 --> 00:19:30.780]   I'm your host Aaron and you are in the rabbit hole man
[00:19:30.780 --> 00:19:30.780]   I'm your host Aaron and you are in the rabbit hole man
[00:19:30.780 --> 00:19:30.780]   I'm your host Aaron and you are in the rabbit hole man
[00:19:30.780 --> 00:19:30.780]   I'm your host Aaron and you are in the rabbit hole man
[00:19:30.780 --> 00:19:30.780]   I'm your host Aaron and you are in the rabbit hole man
[00:19:30.780 --> 00:19:30.780]   I'm your host Aaron and you are in the rabbit hole man
[00:19:30.780 --> 00:19:30.780]   I'm your host Aaron and you are in the rabbit hole man
[00:19:30.780 --> 00:19:30.780]   I'm your host Aaron and you are in the rabbit hole man
[00:19:30.780 --> 00:19:30.780]   I'm your host Aaron and you are in the rabbit hole man
[00:19:30.780 --> 00:19:30.780]   I'm your host Aaron and you are in the rabbit hole man
[00:19:30.800 --> 00:20:00.800]   I'm your host Aaron and you are in the rabbit hole man
[00:20:00.800 --> 00:20:00.800]   I'm your host Aaron and you are in the rabbit hole man
[00:20:00.800 --> 00:20:00.800]   I'm your host Aaron and you are in the rabbit hole man
[00:20:00.800 --> 00:20:00.800]   I'm your host Aaron and you are in the rabbit hole man
[00:20:00.800 --> 00:20:00.800]   I'm your host Aaron and you are in the rabbit hole man
[00:20:00.800 --> 00:20:00.800]   I'm your host Aaron and you are in the rabbit hole man
[00:20:00.800 --> 00:20:00.800]   I'm your host Aaron and you are in the rabbit hole man
[00:20:00.800 --> 00:20:00.800]   I'm your host Aaron and you are in the rabbit hole man
[00:20:00.800 --> 00:20:00.800]   I'm your host Aaron and you are in the rabbit hole man
[00:20:00.800 --> 00:20:00.800]   I'm your host Aaron and you are in the rabbit hole man
[00:20:00.800 --> 00:20:00.800]   I'm your host Aaron and you are in the rabbit hole man
[00:20:00.800 --> 00:20:00.800]   I'm your host Aaron and you are in the rabbit hole man
[00:20:00.800 --> 00:20:00.800]   I'm your host Aaron and you are in the rabbit hole man
[00:20:00.800 --> 00:20:00.800]   I'm your host Aaron and you are in the rabbit hole man
[00:20:00.800 --> 00:20:30.820]   I'm your host Aaron and you are in the rabbit hole man
[00:20:30.820 --> 00:20:30.820]   I'm your host Aaron and you are in the rabbit hole man
[00:20:30.820 --> 00:20:30.820]   I'm your host Aaron and you are in the rabbit hole man
[00:20:30.820 --> 00:20:30.820]   I'm your host Aaron and you are in the rabbit hole man
[00:20:30.820 --> 00:20:30.820]   I'm your host Aaron and you are in the rabbit hole man
[00:20:30.820 --> 00:20:30.820]   I'm your host Aaron and you are in the rabbit hole man
[00:20:30.820 --> 00:20:30.820]   I'm your host Aaron and you are in the rabbit hole man
[00:20:30.820 --> 00:20:30.820]   I'm your host Aaron and you are in the rabbit hole man
[00:20:30.820 --> 00:20:30.820]   I'm your host Aaron and you are in the rabbit hole man
[00:20:30.820 --> 00:20:30.820]   I'm your host Aaron and you are in the rabbit hole man
[00:20:30.820 --> 00:20:30.820]   I'm your host Aaron and you are in the rabbit hole man
[00:20:30.840 --> 00:21:00.840]   I'm your host Aaron and you are in the rabbit hole man
[00:21:00.840 --> 00:21:00.840]   I'm your host Aaron and you are in the rabbit hole man
[00:21:00.840 --> 00:21:00.840]   I'm your host Aaron and you are in the rabbit hole man
[00:21:00.840 --> 00:21:00.840]   I'm your host Aaron and you are in the rabbit hole man
[00:21:00.840 --> 00:21:00.840]   I'm your host Aaron and you are in the rabbit hole man
[00:21:00.840 --> 00:21:00.840]   I'm your host Aaron and you are in the rabbit hole man
[00:21:00.840 --> 00:21:00.840]   I'm your host Aaron and you are in the rabbit hole man
[00:21:00.840 --> 00:21:00.840]   I'm your host Aaron and you are in the rabbit hole man
[00:21:00.840 --> 00:21:00.840]   I'm your host Aaron and you are in the rabbit hole man
[00:21:00.840 --> 00:21:00.840]   I'm your host Aaron and you are in the rabbit hole man
[00:21:00.840 --> 00:21:00.840]   I'm your host Aaron and you are in the rabbit hole man
[00:21:00.840 --> 00:21:00.840]   I'm your host Aaron and you are in the rabbit hole man
[00:21:00.840 --> 00:21:00.840]   I'm your host Aaron and you are in the rabbit hole man
[00:21:00.840 --> 00:21:00.840]   I'm your host Aaron and you are in the rabbit hole man
[00:21:00.840 --> 00:21:30.860]   I'm your host Aaron and you are in the rabbit hole man
[00:21:30.860 --> 00:21:30.860]   I'm your host Aaron and you are in the rabbit hole man
[00:21:30.860 --> 00:21:30.860]   I'm your host Aaron and you are in the rabbit hole man
[00:21:30.860 --> 00:21:30.860]   I'm your host Aaron and you are in the rabbit hole man
[00:21:30.860 --> 00:21:30.860]   I'm your host Aaron and you are in the rabbit hole man
[00:21:30.860 --> 00:21:30.860]   I'm your host Aaron and you are in the rabbit hole man
[00:21:30.860 --> 00:21:30.860]   I'm your host Aaron and you are in the rabbit hole man
[00:21:30.860 --> 00:21:30.860]   I'm your host Aaron and you are in the rabbit hole man
[00:21:30.860 --> 00:21:30.860]   I'm your host Aaron and you are in the rabbit hole man
[00:21:30.860 --> 00:21:30.860]   I'm your host Aaron and you are in the rabbit hole man
[00:21:30.860 --> 00:21:30.860]   I'm your host Aaron and you are in the rabbit hole man
[00:21:30.860 --> 00:21:30.860]   I'm your host Aaron and you are in the rabbit hole man
[00:21:30.880 --> 00:22:00.880]   I'm your host Aaron and you are in the rabbit hole man
[00:22:00.880 --> 00:22:00.880]   I'm your host Aaron and you are in the rabbit hole man
[00:22:00.880 --> 00:22:00.880]   I'm your host Aaron and you are in the rabbit hole man
[00:22:00.880 --> 00:22:00.880]   I'm your host Aaron and you are in the rabbit hole man
[00:22:00.880 --> 00:22:00.880]   I'm your host Aaron and you are in the rabbit hole man
[00:22:00.880 --> 00:22:00.880]   I'm your host Aaron and you are in the rabbit hole man
[00:22:00.880 --> 00:22:00.880]   I'm your host Aaron and you are in the rabbit hole man
[00:22:00.880 --> 00:22:00.880]   I'm your host Aaron and you are in the rabbit hole man
[00:22:00.880 --> 00:22:00.880]   I'm your host Aaron and you are in the rabbit hole man
[00:22:00.880 --> 00:22:00.880]   I'm your host Aaron and you are in the rabbit hole man
[00:22:00.880 --> 00:22:00.880]   I'm your host Aaron and you are in the rabbit hole man
[00:22:00.880 --> 00:22:00.880]   I'm your host Aaron and you are in the rabbit hole man
[00:22:00.880 --> 00:22:00.880]   I'm your host Aaron and you are in the rabbit hole man
[00:22:00.880 --> 00:22:00.880]   I'm your host Aaron and you are in the rabbit hole man
[00:22:00.880 --> 00:22:30.900]   I'm your host Aaron and you are in the rabbit hole man
[00:22:30.900 --> 00:22:30.900]   I'm your host Aaron and you are in the rabbit hole man
[00:22:30.900 --> 00:22:30.900]   I'm your host Aaron and you are in the rabbit hole man
[00:22:30.900 --> 00:22:30.900]   I'm your host Aaron and you are in the rabbit hole man
[00:22:30.900 --> 00:22:30.900]   I'm your host Aaron and you are in the rabbit hole man
[00:22:30.900 --> 00:22:30.900]   I'm your host Aaron and you are in the rabbit hole man
[00:22:30.900 --> 00:22:30.900]   I'm your host Aaron and you are in the rabbit hole man
[00:22:30.900 --> 00:22:30.900]   I'm your host Aaron and you are in the rabbit hole man
[00:22:30.900 --> 00:22:30.900]   I'm your host Aaron and you are in the rabbit hole man
[00:22:30.900 --> 00:22:30.900]   I'm your host Aaron and you are in the rabbit hole man
[00:22:30.920 --> 00:23:00.920]   I'm your host Aaron and you are in the rabbit hole man
[00:23:00.920 --> 00:23:00.920]   I'm your host Aaron and you are in the rabbit hole man
[00:23:00.920 --> 00:23:00.920]   I'm your host Aaron and you are in the rabbit hole man
[00:23:00.920 --> 00:23:00.920]   I'm your host Aaron and you are in the rabbit hole man
[00:23:00.920 --> 00:23:00.920]   I'm your host Aaron and you are in the rabbit hole man
[00:23:00.920 --> 00:23:00.920]   I'm your host Aaron and you are in the rabbit hole man
[00:23:00.920 --> 00:23:00.920]   I'm your host Aaron and you are in the rabbit hole man
[00:23:00.920 --> 00:23:00.920]   I'm your host Aaron and you are in the rabbit hole man
[00:23:00.920 --> 00:23:00.920]   I'm your host Aaron and you are in the rabbit hole man
[00:23:00.920 --> 00:23:00.920]   I'm your host Aaron and you are in the rabbit hole man
[00:23:00.920 --> 00:23:00.920]   I'm your host Aaron and you are in the rabbit hole man
[00:23:00.920 --> 00:23:00.920]   I'm your host Aaron and you are in the rabbit hole man
[00:23:00.920 --> 00:23:00.920]   I'm your host Aaron and you are in the rabbit hole man
[00:23:00.920 --> 00:23:00.920]   I'm your host Aaron and you are in the rabbit hole man
[00:23:01.900 --> 00:23:30.940]   I'm your host Aaron and you are in the rabbit hole man
[00:23:30.940 --> 00:23:30.940]   I'm your host Aaron and you are in the rabbit hole man
[00:23:30.940 --> 00:23:30.940]   I'm your host Aaron and you are in the rabbit hole man
[00:23:30.940 --> 00:23:30.940]   I'm your host Aaron and you are in the rabbit hole man
[00:23:30.940 --> 00:23:30.940]   I'm your host Aaron and you are in the rabbit hole man
[00:23:30.940 --> 00:23:30.940]   I'm your host Aaron and you are in the rabbit hole man
[00:23:30.940 --> 00:23:30.940]   I'm your host Aaron and you are in the rabbit hole man
[00:23:30.940 --> 00:23:30.940]   I'm your host Aaron and you are in the rabbit hole man
[00:23:30.940 --> 00:23:30.940]   I'm your host Aaron and you are in the rabbit hole man
[00:23:30.960 --> 00:24:00.960]   I'm your host Aaron and you are in the rabbit hole man
[00:24:00.960 --> 00:24:00.960]   I'm your host Aaron and you are in the rabbit hole man
[00:24:00.960 --> 00:24:00.960]   I'm your host Aaron and you are in the rabbit hole man
[00:24:00.960 --> 00:24:00.960]   I'm your host Aaron and you are in the rabbit hole man
[00:24:00.960 --> 00:24:00.960]   I'm your host Aaron and you are in the rabbit hole man
[00:24:00.960 --> 00:24:00.960]   I'm your host Aaron and you are in the rabbit hole man
[00:24:00.960 --> 00:24:00.960]   I'm your host Aaron and you are in the rabbit hole man
[00:24:00.960 --> 00:24:00.960]   I'm your host Aaron and you are in the rabbit hole man
[00:24:00.960 --> 00:24:00.960]   I'm your host Aaron and you are in the rabbit hole man
[00:24:00.960 --> 00:24:00.960]   I'm your host Aaron and you are in the rabbit hole man
[00:24:00.960 --> 00:24:00.960]   I'm your host Aaron and you are in the rabbit hole man
[00:24:00.960 --> 00:24:00.960]   I'm your host Aaron and you are in the rabbit hole man
[00:24:00.960 --> 00:24:00.960]   I'm your host Aaron and you are in the rabbit hole man
[00:24:00.960 --> 00:24:00.960]   I'm your host Aaron and you are in the rabbit hole man
[00:24:00.960 --> 00:24:30.980]   I'm your host Aaron and you are in the rabbit hole man
[00:24:30.980 --> 00:24:30.980]   I'm your host Aaron and you are in the rabbit hole man
[00:24:30.980 --> 00:24:30.980]   I'm your host Aaron and you are in the rabbit hole man
[00:24:30.980 --> 00:24:30.980]   I'm your host Aaron and you are in the rabbit hole man
[00:24:30.980 --> 00:24:30.980]   I'm your host Aaron and you are in the rabbit hole man
[00:24:30.980 --> 00:24:30.980]   I'm your host Aaron and you are in the rabbit hole man
[00:24:30.980 --> 00:24:30.980]   I'm your host Aaron and you are in the rabbit hole man
[00:24:30.980 --> 00:24:30.980]   I'm your host Aaron and you are in the rabbit hole man
[00:24:30.980 --> 00:24:30.980]   I'm your host Aaron and you are in the rabbit hole man
[00:24:30.980 --> 00:24:30.980]   I'm your host Aaron and you are in the rabbit hole man
[00:24:31.000 --> 00:25:01.000]   I'm your host Aaron and you are in the rabbit hole man
[00:25:01.000 --> 00:25:01.000]   I'm your host Aaron and you are in the rabbit hole man
[00:25:01.000 --> 00:25:01.000]   I'm your host Aaron and you are in the rabbit hole man
[00:25:01.000 --> 00:25:01.000]   I'm your host Aaron and you are in the rabbit hole man
[00:25:01.000 --> 00:25:01.000]   I'm your host Aaron and you are in the rabbit hole man
[00:25:01.000 --> 00:25:01.000]   I'm your host Aaron and you are in the rabbit hole man
[00:25:01.000 --> 00:25:01.000]   I'm your host Aaron and you are in the rabbit hole man
[00:25:01.000 --> 00:25:01.000]   I'm your host Aaron and you are in the rabbit hole man
[00:25:01.000 --> 00:25:01.000]   I'm your host Aaron and you are in the rabbit hole man
[00:25:01.000 --> 00:25:01.000]   I'm your host Aaron and you are in the rabbit hole man
[00:25:01.000 --> 00:25:01.000]   I'm your host Aaron and you are in the rabbit hole man
[00:25:01.000 --> 00:25:01.000]   I'm your host Aaron and you are in the rabbit hole man
[00:25:01.000 --> 00:25:01.000]   I'm your host Aaron and you are in the rabbit hole man
[00:25:01.000 --> 00:25:01.000]   I'm your host Aaron and you are in the rabbit hole man
[00:25:01.000 --> 00:25:31.020]   I'm your host Aaron and you are in the rabbit hole man
[00:25:31.020 --> 00:25:31.020]   I'm your host Aaron and you are in the rabbit hole man
[00:25:31.020 --> 00:25:31.020]   I'm your host Aaron and you are in the rabbit hole man
[00:25:31.020 --> 00:25:31.020]   I'm your host Aaron and you are in the rabbit hole man
[00:25:31.020 --> 00:25:31.020]   I'm your host Aaron and you are in the rabbit hole man
[00:25:31.020 --> 00:25:31.020]   I'm your host Aaron and you are in the rabbit hole man
[00:25:31.020 --> 00:25:31.020]   I'm your host Aaron and you are in the rabbit hole man
[00:25:31.020 --> 00:25:31.020]   I'm your host Aaron and you are in the rabbit hole man
[00:25:31.020 --> 00:25:31.020]   I'm your host Aaron and you are in the rabbit hole man
[00:25:31.020 --> 00:25:31.020]   I'm your host Aaron and you are in the rabbit hole man
[00:25:31.020 --> 00:25:31.020]   I'm your host Aaron and you are in the rabbit hole man
[00:25:31.040 --> 00:26:01.040]   I'm your host Aaron and you are in the rabbit hole man
[00:26:01.040 --> 00:26:01.040]   I'm your host Aaron and you are in the rabbit hole man
[00:26:01.040 --> 00:26:01.040]   I'm your host Aaron and you are in the rabbit hole man
[00:26:01.040 --> 00:26:01.040]   I'm your host Aaron and you are in the rabbit hole man
[00:26:01.040 --> 00:26:01.040]   I'm your host Aaron and you are in the rabbit hole man
[00:26:01.040 --> 00:26:01.040]   I'm your host Aaron and you are in the rabbit hole man
[00:26:01.040 --> 00:26:01.040]   I'm your host Aaron and you are in the rabbit hole man
[00:26:01.040 --> 00:26:01.040]   I'm your host Aaron and you are in the rabbit hole man
[00:26:01.040 --> 00:26:01.040]   I'm your host Aaron and you are in the rabbit hole man
[00:26:01.040 --> 00:26:01.040]   I'm your host Aaron and you are in the rabbit hole man
[00:26:01.040 --> 00:26:01.040]   I'm your host Aaron and you are in the rabbit hole man
[00:26:01.040 --> 00:26:01.040]   I'm your host Aaron and you are in the rabbit hole man
[00:26:01.040 --> 00:26:01.040]   I'm your host Aaron and you are in the rabbit hole man
[00:26:01.040 --> 00:26:01.040]   I'm your host Aaron and you are in the rabbit hole man
[00:26:01.040 --> 00:26:31.060]   I'm your host Aaron and you are in the rabbit hole man
[00:26:31.060 --> 00:26:31.060]   I'm your host Aaron and you are in the rabbit hole man
[00:26:31.060 --> 00:26:31.060]   I'm your host Aaron and you are in the rabbit hole man
[00:26:31.060 --> 00:26:31.060]   I'm your host Aaron and you are in the rabbit hole man
[00:26:31.060 --> 00:26:31.060]   I'm your host Aaron and you are in the rabbit hole man
[00:26:31.060 --> 00:26:31.060]   I'm your host Aaron and you are in the rabbit hole man
[00:26:31.060 --> 00:26:31.060]   I'm your host Aaron and you are in the rabbit hole man
[00:26:31.060 --> 00:26:31.060]   I'm your host Aaron and you are in the rabbit hole man
[00:26:31.060 --> 00:26:31.060]   I'm your host Aaron and you are in the rabbit hole man
[00:26:31.060 --> 00:26:31.060]   I'm your host Aaron and you are in the rabbit hole man
[00:26:31.060 --> 00:26:31.060]   I'm your host Aaron and you are in the rabbit hole man
[00:26:31.060 --> 00:26:31.060]   I'm your host Aaron and you are in the rabbit hole man
[00:26:31.080 --> 00:27:01.080]   I'm your host Aaron and you are in the rabbit hole man
[00:27:01.080 --> 00:27:01.080]   I'm your host Aaron and you are in the rabbit hole man
[00:27:01.080 --> 00:27:01.080]   I'm your host Aaron and you are in the rabbit hole man
[00:27:01.080 --> 00:27:01.080]   I'm your host Aaron and you are in the rabbit hole man
[00:27:01.080 --> 00:27:01.080]   I'm your host Aaron and you are in the rabbit hole man
[00:27:01.080 --> 00:27:01.080]   I'm your host Aaron and you are in the rabbit hole man
[00:27:01.080 --> 00:27:01.080]   I'm your host Aaron and you are in the rabbit hole man
[00:27:01.080 --> 00:27:01.080]   I'm your host Aaron and you are in the rabbit hole man
[00:27:01.080 --> 00:27:01.080]   I'm your host Aaron and you are in the rabbit hole man
