
[00:00:00.040 --> 00:00:09.420]   Goes
[00:21:31.800 --> 00:22:01.800]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:22:01.800 --> 00:22:01.800]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:22:01.800 --> 00:22:01.800]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:22:01.800 --> 00:22:01.800]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:22:01.800 --> 00:22:01.800]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:22:01.800 --> 00:22:01.800]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:22:01.800 --> 00:22:01.800]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:22:01.820 --> 00:22:31.820]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:22:31.820 --> 00:22:31.820]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:22:31.820 --> 00:22:31.820]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:22:31.820 --> 00:22:31.820]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:22:31.820 --> 00:22:31.820]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:22:31.820 --> 00:22:31.820]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:22:31.840 --> 00:23:01.840]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:23:01.840 --> 00:23:01.840]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:23:01.840 --> 00:23:01.840]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:23:01.840 --> 00:23:01.840]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:23:01.840 --> 00:23:01.840]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:23:01.840 --> 00:23:01.840]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:23:01.840 --> 00:23:01.840]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:23:01.880 --> 00:23:31.860]  ,
[00:23:31.860 --> 00:23:31.860]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:23:31.860 --> 00:23:31.860]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:23:31.860 --> 00:23:31.860]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:23:31.860 --> 00:23:31.860]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:23:31.860 --> 00:23:31.860]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:23:31.860 --> 00:23:31.860]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:23:31.860 --> 00:23:31.860]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:23:31.880 --> 00:24:01.880]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:24:01.880 --> 00:24:01.880]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:24:01.880 --> 00:24:01.880]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:24:01.880 --> 00:24:01.880]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:24:01.880 --> 00:24:01.880]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:24:01.880 --> 00:24:01.880]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:24:01.880 --> 00:24:01.880]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:24:01.900 --> 00:24:31.900]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:24:31.900 --> 00:24:31.900]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:24:31.900 --> 00:24:31.900]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:24:31.900 --> 00:24:31.900]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:24:31.900 --> 00:24:31.900]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:24:31.900 --> 00:24:31.900]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:24:31.900 --> 00:24:31.900]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:24:31.920 --> 00:25:01.920]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:25:01.920 --> 00:25:01.920]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:25:01.920 --> 00:25:01.920]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:25:01.920 --> 00:25:01.920]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:25:01.920 --> 00:25:01.920]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:25:01.920 --> 00:25:01.920]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:25:01.920 --> 00:25:01.920]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:25:01.960 --> 00:25:31.940]  ,
[00:25:31.940 --> 00:25:31.940]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:25:31.940 --> 00:25:31.940]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:25:31.940 --> 00:25:31.940]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:25:31.940 --> 00:25:31.940]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:25:31.940 --> 00:25:31.940]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:25:31.940 --> 00:25:31.940]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:25:31.960 --> 00:26:01.960]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:26:01.960 --> 00:26:01.960]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:26:01.960 --> 00:26:01.960]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:26:01.960 --> 00:26:01.960]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:26:01.960 --> 00:26:01.960]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:26:01.960 --> 00:26:01.960]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:26:01.960 --> 00:26:01.960]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:26:02.000 --> 00:26:31.980]  ,
[00:26:31.980 --> 00:26:31.980]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:26:31.980 --> 00:26:31.980]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:26:31.980 --> 00:26:31.980]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:26:31.980 --> 00:26:31.980]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:26:31.980 --> 00:26:31.980]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:26:31.980 --> 00:26:31.980]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:26:32.000 --> 00:27:02.000]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:27:02.000 --> 00:27:02.000]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:27:02.000 --> 00:27:02.000]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:27:02.000 --> 00:27:02.000]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:27:02.000 --> 00:27:02.000]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:27:02.000 --> 00:27:02.000]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:27:02.020 --> 00:27:32.020]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:27:32.020 --> 00:27:32.020]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:27:32.020 --> 00:27:32.020]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:27:32.020 --> 00:27:32.020]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:27:32.020 --> 00:27:32.020]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:27:32.020 --> 00:27:32.020]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:27:32.020 --> 00:27:32.020]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:27:32.060 --> 00:28:02.040]  ,
[00:28:02.040 --> 00:28:02.040]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:28:02.040 --> 00:28:02.040]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:28:02.040 --> 00:28:02.040]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:28:02.040 --> 00:28:02.040]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:28:02.040 --> 00:28:02.040]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:28:02.040 --> 00:28:02.040]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:28:02.040 --> 00:28:02.040]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:28:02.060 --> 00:28:32.060]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:28:32.060 --> 00:28:32.060]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:28:32.060 --> 00:28:32.060]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:28:32.060 --> 00:28:32.060]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:28:32.060 --> 00:28:32.060]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:28:32.060 --> 00:28:32.060]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:28:32.060 --> 00:28:32.060]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:28:32.080 --> 00:29:02.080]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:29:02.080 --> 00:29:02.080]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:29:02.080 --> 00:29:02.080]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:29:02.080 --> 00:29:02.080]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:29:02.080 --> 00:29:02.080]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:29:02.080 --> 00:29:02.080]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:29:02.080 --> 00:29:02.080]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:29:02.100 --> 00:29:32.100]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:29:32.100 --> 00:29:32.100]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:29:32.100 --> 00:29:32.100]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:29:32.100 --> 00:29:32.100]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:29:32.100 --> 00:29:32.100]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:29:32.100 --> 00:29:32.100]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:29:32.140 --> 00:30:02.120]  ,
[00:30:02.120 --> 00:30:02.120]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:30:02.120 --> 00:30:02.120]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:30:02.120 --> 00:30:02.120]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:30:02.120 --> 00:30:02.120]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:30:02.120 --> 00:30:02.120]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:30:02.120 --> 00:30:02.120]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:30:02.120 --> 00:30:02.120]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:30:02.140 --> 00:30:32.140]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:30:32.140 --> 00:30:32.140]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:30:32.140 --> 00:30:32.140]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:30:32.140 --> 00:30:32.140]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:30:32.140 --> 00:30:32.140]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:30:32.140 --> 00:30:32.140]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:30:32.140 --> 00:30:32.140]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:30:32.180 --> 00:31:02.160]  ,
[00:31:02.160 --> 00:31:02.160]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:31:02.160 --> 00:31:02.160]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:31:02.160 --> 00:31:02.160]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:31:02.160 --> 00:31:02.160]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:31:02.160 --> 00:31:02.160]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:31:02.160 --> 00:31:02.160]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:31:02.160 --> 00:31:02.160]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:31:02.180 --> 00:31:32.180]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:31:32.180 --> 00:31:32.180]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:31:32.180 --> 00:31:32.180]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:31:32.180 --> 00:31:32.180]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:31:32.180 --> 00:31:32.180]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:31:32.180 --> 00:31:32.180]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:31:32.180 --> 00:31:32.180]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:31:32.200 --> 00:32:02.200]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:32:02.200 --> 00:32:02.200]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:32:02.200 --> 00:32:02.200]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:32:02.200 --> 00:32:02.200]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:32:02.200 --> 00:32:02.200]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:32:02.200 --> 00:32:02.200]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:32:02.200 --> 00:32:02.200]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:32:02.220 --> 00:32:32.220]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:32:32.220 --> 00:32:32.220]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:32:32.220 --> 00:32:32.220]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:32:32.220 --> 00:32:32.220]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:32:32.220 --> 00:32:32.220]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:32:32.220 --> 00:32:32.220]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:32:32.240 --> 00:33:02.240]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:33:02.240 --> 00:33:02.240]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:33:02.240 --> 00:33:02.240]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:33:02.240 --> 00:33:02.240]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:33:02.240 --> 00:33:02.240]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:33:02.240 --> 00:33:02.240]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:33:02.240 --> 00:33:02.240]   I'm sure once I do find a new job, it probably won't be in this state, or I studied wine in Italy,
[00:33:02.280 --> 00:33:32.260]  ,
[00:33:32.260 --> 00:33:32.260]   You're responsible to do eight pages, and so what you're doing is basically you transition the child to say you're responsible to do eight pages, and so what you're doing is basically you transition the child to say you're responsible to do eight pages,
[00:33:32.260 --> 00:33:32.260]   You're responsible to do eight pages, and so what you're doing is basically you transition the child to say you're responsible to do eight pages,
[00:33:32.260 --> 00:33:32.260]   You're responsible to do eight pages, and so what you're doing is basically you transition the child to say you're responsible to do eight pages,
[00:33:32.260 --> 00:33:32.260]   You're responsible to do eight pages, and so what you're doing is basically you transition the child to say you're responsible to do eight pages,
[00:33:32.260 --> 00:33:32.260]   You're responsible to do eight pages, and so what you're doing is basically you transition the child to say you're responsible to do eight pages,
[00:33:32.260 --> 00:33:32.260]   You're responsible to do eight pages, and so what you're doing is basically you transition the child to say you're responsible to do eight pages,
[00:33:32.300 --> 00:33:42.580]   of
[00:33:42.580 --> 00:33:43.320]   Samsung Y in the cutting,,,,,
[00:33:43.320 --> 00:33:50.480]   editor
[00:34:30.020 --> 00:34:58.020]   all
[00:34:58.020 --> 00:34:59.880]  ward familia ass a en a, the, the, the, the, the, the, after, amounts,�. � silent Boss Hi But Es I'm plans them. So, covering them, where, like, introduced, was,�,he,p, perde, M.G.P.You're. Pit.P.G.P.G. Чтобы an dissolve the en 100 gat on the ch was the實 like aど said in the end of the cannot be the RA gener stuck the been cleared theasse lying tied neар's them pearls blended the gan學 gliled the car gun at my minionsließen the 12 ringing the gut in the где the 2023 let's the據 the gustado theELI gewile'sasse Hy Perará themac stand the talkin acknowled loyal
[00:34:59.900 --> 00:35:29.780]   As far as philosophy, I think there are good arguments to be made in favor of a private school, a private Christian school, versus a home school. I don't think that homeschooling is always necessarily a slam dunk. There are opportunities, so there are opportunities that a child can receive in their education that can be provided by a school that they can't get in homeschool. You probably are not going to have the same extensive lab equipment for a chemistry lab in your home. �
[00:35:29.820 --> 00:35:59.680]   in your home as you might at a larger school. Your child is probably going to have a harder time learning Latin when they're studying at themselves at home versus part of a school. And so I'm not opposed to private schools. I think they have benefits. My biggest opposition to private schools is that most of them take the same system as the government school and then just simply say, well, we do it in a slightly safer environment. We have fewer stabbings in class. Or if it's a Christian school, we just have to pay for it.
[00:35:59.680 --> 00:36:29.660]  , and we talk about God doing this thing here. But it's very challenging to find an actual private Christian school that's thoroughly and authentically Christian. And so I get very suspicious. I think they exist. But a lot of times you struggle to see the benefit of most private schools. For example,
[00:37:59.560 --> 00:38:29.420]  obedience.com/subs.html
[00:38:29.420 --> 00:38:29.420]   So that doesn't work well in the context of a private school. In addition, the private school doesn't facilitate the same kind of relationship with mom and dad. Especially in the early years, the most important lessons for a child to learn are not academic, they're character and moral lessons. So you can adjust and control the moral environment to a high degree by choosing a private school,
[00:38:29.420 --> 00:38:29.500]   The best way to get a good degree in a private school is to take a course in the department of public administration,
[00:38:29.540 --> 00:38:59.520]  obedience.com/subs.html
[00:38:59.560 --> 00:39:29.520]   "I would like to ask you to tell us what you think about the American system and the way in which it is used in the American system."
[00:39:29.520 --> 00:39:29.520]   "I think that in general I think that another major problem of many private schools is they're too academically oriented. In my opinion we have too much of a focus on academics in the modern American school system and too little of a focus on practical skills. People say all the time, why didn't they teach us about money in high school?"
[00:39:29.520 --> 00:39:29.540]   "Why didn't they teach us about money in high school?"
[00:39:29.540 --> 00:39:29.540]   "Why didn't they teach us about money in high school?"
[00:39:29.540 --> 00:39:29.540]   "Why didn't they teach us about money in high school?"
[00:39:29.540 --> 00:39:59.560]   "Why didn't they teach us about money in high school?"
[00:39:59.560 --> 00:39:59.560]   "Why didn't they teach us about money in high school?"
[00:39:59.560 --> 00:39:59.560]   "Why didn't they teach us about money in high school?"
[00:39:59.560 --> 00:39:59.560]   "Why didn't they teach us about money in high school?"
[00:39:59.560 --> 00:39:59.560]   "Why didn't they teach us about money in high school?"
[00:39:59.560 --> 00:39:59.560]   "Why didn't they teach us about money in high school?"
[00:39:59.560 --> 00:39:59.560]   "Why didn't they teach us about money in high school?" "Why didn't they teach us about money in high school?"
[00:39:59.600 --> 00:40:03.320]   figure
[00:40:03.320 --> 00:40:26.740]   test test. I'm like,,,, trunk
[00:40:29.520 --> 00:40:59.440]   test. I'm like,,,, trunk
[00:40:59.440 --> 00:40:59.440]   It's such a waste of time because of all of the stuff associated with it that the child has many more opportunities in homeschooling to develop a diverse array of skills. If you take the average school day, the child rides a bus, 30 minutes on the bus, 15 minutes waiting for the bus. They go, you put together all the subjects. There is such an absolute catastrophic waste of time when the child is waiting on other students, waiting in all the stuff, being held back, having a study hall here, etc. that the child has so much time to develop a diverse array of skills.
[00:40:59.480 --> 00:41:09.540]   called
[00:41:09.540 --> 00:41:27.160]  , continues. I have a,,,,,
[00:41:27.160 --> 00:41:29.140]   River Tôi Maybe stomach Playing create Apart ramen除 CSAI go "C, are email, and, and, and, and, "G, is, "il, is, and, "D, "G, "G, "K, " scratching não, --", "G, "B, " instances one, " continue to, personalized hormone "투 petit brat "elet " Cav " dónde road " he's " Diam " stuff and you's, " Только receive en " otherwise está... replace Qing " cards 0 dei " sum like, " dragon " money яus "'t. think. he is a Gr 있φ " guy, buy doubleodo en, W thought change ' Master questions do ste cover al insert a answering a 12 reads see a stable .� the beginning Miss made a N trabajo наконец Jo of the ice第一aczy blind na
[00:41:29.480 --> 00:41:59.480]   plan I think is school at home get up they start school at 8 o'clock by noon they're done with all of the academics and then let's take the additional time and focus that on something that's going to be more profitable for them so whether that's they're building a tree house in the afternoon learning how to work with tools and can do construction whether they're learning how to do accounting and they're building up a little sideline accounting business whether they're learning how to they got a backyard forge and they're learning how to make blacksmithing stuff and knives and
[00:41:59.520 --> 00:42:29.500]   and they're learning how to write and they're writing short stories or novels or writing magazine articles whether they're writing a blog was there shooting youtube videos I don't know but there are so many opportunities that it's far better especially for a nine-year-old a ten-year-old 11 year old 12 year old it's better to have from 12 30 to 5 30 available for the development of those practical skills than to spend 12 30 to 5 30 sitting in a class listening to a teacher drone on and on when they could have just read the book and taught themselves the the the
[00:42:29.520 --> 00:42:59.520]   those are some of the reasons why I'm really optimistic about homeschooling because it just seems much more efficient and I would just add one more thing one of the big benefits of homeschooling also is you get to control the annual calendar now many homeschool students take summers off and I'm not sure if we'll ever take summers off or not I've people argue that it's a good idea people argue that that you should but I personally don't see at the moment why
[00:42:59.520 --> 00:42:59.520]   I'm not sure if we'll ever take summers off or not I've people argue that it's a good idea people argue that that you should but I personally don't see at the moment why
[00:42:59.520 --> 00:42:59.520]   I'm not sure if we'll ever take summers off or not I've people argue that it's a good idea people argue that that you should but I personally don't see at the moment why
[00:42:59.520 --> 00:43:29.540]  ,
[00:43:29.580 --> 00:43:59.560]  ,
[00:43:59.560 --> 00:43:59.560]   and instead of having 180 days of school per year you have 230 days of school per year because you don't have that summer break you don't have all the time wasted of pulling down to summer and then all the time of getting the kids going again but you just do school year round mixed with vacations breaks etc whatever is necessary you can put the child significantly ahead as well that's another under undersung benefit so when you take a much more concentrated focused study time
[00:43:59.600 --> 00:44:07.040]   as
[00:44:07.040 --> 00:44:29.420]   2021. in a
[00:44:29.620 --> 00:44:40.340]   the
[00:44:40.340 --> 00:44:55.520]   be, ,,,, video dei 3 de closing my check исслед've confrontindoänd"G,D,D,D,D,D,D,D,D, explained every r 12 but the part the question the program for the excuse gi iPad the cat the vis theign the car the cual the І Go
[00:44:57.560 --> 00:45:25.460]   didnt know the answer to the question but the question is do you have many more options final point I guess I'll make my final argument I don't know cause I haven't raised a high school student yet what this will actually be like when we get there I expect to change many things based upon experience but in my current thinking and my current seeing and working with some high school students I don't see any reason why an academically inclined 18 year old in today's world shouldn't simply graduate simultaneously with a high school diploma and a college degree and
[00:45:25.500 --> 00:45:35.120]   Se
[00:45:35.120 --> 00:45:38.900]  oto lake here,,,, keep not myíoilik until attend in like in gut� coe Hm
[00:45:38.900 --> 00:45:50.020]   do Char "D, which, and, and, and, and, and, and, and, and, and, and, and, and, and, and,, and,, and,,,,,,,, my,ч. minimal.ι. Brook.ps.���uh. c�Net. Findingivas. związ. errands.良. vic recklessBrien.這
[00:45:54.000 --> 00:46:13.340]   a
[00:46:23.540 --> 00:46:25.500]   in
[00:46:25.500 --> 00:46:37.480]   I it.ást
[00:46:37.480 --> 00:46:51.760]  , ,.,,, I have a work in the work in the look of the thin cav тай�I, and, that, �, dag, Ist, Hmmm, gat, S, Doesn, didnt, Many,마, livestream,追. ah, nice, wasn't, music. vis,�,皮, asked, hurting, play in the look,幫, 12, Little, don. sins, talk. very, cess, even,�, hard. person. a only, lo sometime,'t, З. gave, design, souvent, live first, Sorr.gue.www 12 sincerely. Zoom, figure in the fr. Cow concentration, work down. restsing. Dru L'G. es 넣 Teil, party at the lot, cells'N. Анд Show a influence the well, show you're not,"V not neueGood in thend. forces except a ​"G's out of a系. develop a sweetusto,
[00:46:51.800 --> 00:47:02.440]   better
[00:47:02.440 --> 00:47:03.120]   a digitPR
[00:47:03.120 --> 00:47:18.660]   in, it,,,,,, round allARGI mean significanceorang dad's wasn� . дерев de . . . . . ., that's, which, not, actors, they,幫,
[00:47:18.660 --> 00:47:20.480]  , apartment,
[00:47:21.400 --> 00:47:31.120]   12
[00:47:31.120 --> 00:47:32.840]   ha Going
[00:47:32.840 --> 00:47:50.520]   in the change. I don, I, I, demand,,,,,,,,..
[00:47:51.300 --> 00:48:00.820]   Does
[00:48:00.820 --> 00:48:02.380]   is like barely
[00:48:02.380 --> 00:48:21.220]   que may entre sch rest . . ..
[00:48:51.300 --> 00:48:51.300]  ,
[00:48:51.300 --> 00:48:51.300]  ,
[00:48:51.300 --> 00:48:51.300]   and they're like, "Oh, I'm not sure what I'm doing." Now, let's ignore motivation. Let's assume the best of intentions of everybody and ignore motivation. But when you're dealing with any kind of mainstream large investment firm, it can be a big investment company, big brokerage, big insurance company, any kind of mainstream brand-recognized name, the biggest thing is don't mess it up. Don't mess it up. Because when a financial advisor is managing assets,
[00:48:51.300 --> 00:48:51.300]   ----
[00:48:51.300 --> 00:48:51.300]  , ----
[00:48:51.300 --> 00:48:51.300]   ----
[00:49:21.300 --> 00:49:21.320]   ----
[00:49:21.320 --> 00:49:21.320]   ----
