
[00:00:00.040 --> 00:00:09.420]   lihat
[00:21:26.920 --> 00:21:26.920]   You can do a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:21:26.920 --> 00:21:26.920]   You can do a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:21:26.920 --> 00:21:26.920]   You can do a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:21:26.920 --> 00:21:26.920]   You can do a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:21:26.920 --> 00:21:26.920]   You can do a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:21:26.920 --> 00:21:26.920]   You can do a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:21:26.940 --> 00:21:56.940]   You can do a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:21:56.940 --> 00:21:56.940]   You can do a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:21:56.940 --> 00:21:56.940]   You can do a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:21:56.940 --> 00:21:56.940]   You can do a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:21:56.940 --> 00:21:56.940]   You can do a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:21:56.940 --> 00:21:56.940]   You can do a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:21:56.940 --> 00:21:56.940]   You can do a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:21:56.940 --> 00:22:26.960]  ,
[00:22:26.960 --> 00:22:26.960]   and you can do a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:22:26.960 --> 00:22:26.960]   You can do a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:22:26.960 --> 00:22:26.960]   You can do a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:22:26.960 --> 00:22:26.960]   You can do a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:22:26.960 --> 00:22:26.960]   You can do a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:22:26.980 --> 00:22:56.980]   You can do a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:22:56.980 --> 00:22:56.980]   You can do a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:22:56.980 --> 00:22:56.980]   You can do a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:22:56.980 --> 00:22:56.980]   You can do a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:22:56.980 --> 00:22:56.980]   You can do a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:22:56.980 --> 00:22:56.980]   You can do a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:22:56.980 --> 00:22:56.980]   You can do a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:22:56.980 --> 00:22:56.980]   You can do a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:22:57.020 --> 00:23:27.000]   You can do a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:23:27.000 --> 00:23:27.000]   You can do a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:23:27.000 --> 00:23:27.000]   You can do a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:23:27.000 --> 00:23:27.000]   You can do a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:23:27.000 --> 00:23:27.000]   You can do a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:23:27.000 --> 00:23:27.000]   You can do a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:23:27.000 --> 00:23:27.000]   You can do a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:23:27.020 --> 00:23:57.020]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:23:57.020 --> 00:23:57.020]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:23:57.020 --> 00:23:57.020]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:23:57.020 --> 00:23:57.020]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:23:57.020 --> 00:23:57.020]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:23:57.020 --> 00:23:57.020]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:23:57.020 --> 00:23:57.020]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:23:57.020 --> 00:23:57.020]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:23:57.020 --> 00:23:57.020]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:23:57.060 --> 00:24:27.040]  ,
[00:24:27.040 --> 00:24:27.040]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:24:27.040 --> 00:24:27.040]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:24:27.040 --> 00:24:27.040]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:24:27.040 --> 00:24:27.040]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:24:27.040 --> 00:24:27.040]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:24:27.040 --> 00:24:27.040]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:24:27.040 --> 00:24:27.040]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:24:27.040 --> 00:24:27.040]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:24:27.060 --> 00:24:57.060]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:24:57.060 --> 00:24:57.060]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:24:57.060 --> 00:24:57.060]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:24:57.060 --> 00:24:57.060]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:24:57.060 --> 00:24:57.060]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:24:57.060 --> 00:24:57.060]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:24:57.060 --> 00:24:57.060]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:24:57.060 --> 00:24:57.060]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:24:57.060 --> 00:24:57.060]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:24:57.060 --> 00:25:27.080]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:25:27.080 --> 00:25:27.080]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:25:27.080 --> 00:25:27.080]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:25:27.080 --> 00:25:27.080]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:25:27.080 --> 00:25:27.080]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:25:27.080 --> 00:25:27.080]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:25:27.080 --> 00:25:27.080]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:25:27.080 --> 00:25:27.080]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:25:27.080 --> 00:25:27.080]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:25:27.100 --> 00:25:57.100]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:25:57.100 --> 00:25:57.100]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:25:57.100 --> 00:25:57.100]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:25:57.100 --> 00:25:57.100]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:25:57.100 --> 00:25:57.100]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:25:57.100 --> 00:25:57.100]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:25:57.100 --> 00:25:57.100]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:25:57.100 --> 00:25:57.100]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:25:57.100 --> 00:25:57.100]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:25:57.140 --> 00:26:27.120]  ,
[00:26:27.120 --> 00:26:27.120]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:26:27.120 --> 00:26:27.120]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:26:27.120 --> 00:26:27.120]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:26:27.120 --> 00:26:27.120]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:26:27.120 --> 00:26:27.120]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:26:27.120 --> 00:26:27.120]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:26:27.120 --> 00:26:27.120]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:26:27.120 --> 00:26:27.120]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:26:27.140 --> 00:26:57.140]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:26:57.140 --> 00:26:57.140]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:26:57.140 --> 00:26:57.140]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:26:57.140 --> 00:26:57.140]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:26:57.140 --> 00:26:57.140]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:26:57.140 --> 00:26:57.140]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:26:57.140 --> 00:26:57.140]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:26:57.140 --> 00:26:57.140]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:26:57.140 --> 00:26:57.140]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:26:57.140 --> 00:27:27.160]  ,
[00:27:27.160 --> 00:27:27.160]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:27:27.160 --> 00:27:27.160]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:27:27.160 --> 00:27:27.160]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:27:27.160 --> 00:27:27.160]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:27:27.160 --> 00:27:27.160]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:27:27.160 --> 00:27:27.160]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:27:27.160 --> 00:27:27.160]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:27:27.160 --> 00:27:27.160]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:27:27.160 --> 00:27:27.160]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:27:27.180 --> 00:27:57.180]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:27:57.180 --> 00:27:57.180]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:27:57.180 --> 00:27:57.180]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:27:57.180 --> 00:27:57.180]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:27:57.180 --> 00:27:57.180]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:27:57.180 --> 00:27:57.180]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:27:57.180 --> 00:27:57.180]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:27:57.180 --> 00:27:57.180]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:27:57.180 --> 00:27:57.180]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:27:57.220 --> 00:28:27.200]  ,
[00:28:27.200 --> 00:28:27.200]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:28:27.200 --> 00:28:27.200]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:28:27.200 --> 00:28:27.200]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:28:27.200 --> 00:28:27.200]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:28:27.200 --> 00:28:27.200]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:28:27.200 --> 00:28:27.200]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:28:27.200 --> 00:28:27.200]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:28:27.200 --> 00:28:27.200]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:28:27.200 --> 00:28:27.200]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:28:27.220 --> 00:28:57.220]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:28:57.220 --> 00:28:57.220]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:28:57.220 --> 00:28:57.220]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:28:57.220 --> 00:28:57.220]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:28:57.220 --> 00:28:57.220]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:28:57.220 --> 00:28:57.220]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:28:57.220 --> 00:28:57.220]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:28:57.220 --> 00:28:57.220]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:28:57.220 --> 00:28:57.220]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:28:57.260 --> 00:29:27.240]   in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:29:27.240 --> 00:29:27.240]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:29:27.240 --> 00:29:27.240]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:29:27.240 --> 00:29:27.240]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:29:27.240 --> 00:29:27.240]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:29:27.240 --> 00:29:27.240]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:29:27.260 --> 00:29:57.260]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:29:57.260 --> 00:29:57.260]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:29:57.260 --> 00:29:57.260]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:29:57.260 --> 00:29:57.260]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:29:57.260 --> 00:29:57.260]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:29:57.260 --> 00:29:57.260]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:29:57.260 --> 00:29:57.260]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:29:57.260 --> 00:29:57.260]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:29:57.260 --> 00:29:57.260]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:29:57.300 --> 00:30:27.280]  ,
[00:30:27.280 --> 00:30:27.280]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:30:27.280 --> 00:30:27.280]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:30:27.280 --> 00:30:27.280]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:30:27.280 --> 00:30:27.280]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:30:27.280 --> 00:30:27.280]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:30:27.280 --> 00:30:27.280]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:30:27.280 --> 00:30:27.280]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:30:27.280 --> 00:30:27.280]   It's a lot of things in another jurisdiction, but you can do a lot of things in another jurisdiction.
[00:30:27.300 --> 00:30:57.300]   I'm not saying that you can do a lot of things in another jurisdiction.
[00:30:57.300 --> 00:30:57.300]   I'm not saying that you can do a lot of things in another jurisdiction.
[00:30:57.300 --> 00:30:57.300]   I'm not saying that you can do a lot of things in another jurisdiction.
[00:30:57.300 --> 00:30:57.300]   I'm not saying that you can do a lot of things in another jurisdiction.
[00:30:57.300 --> 00:30:57.300]   I'm not saying that you can do a lot of things in another jurisdiction.
[00:30:57.300 --> 00:30:57.300]   I'm not saying that you can do a lot of things in another jurisdiction.
[00:30:57.300 --> 00:30:57.300]   I'm not saying that you can do a lot of things in another jurisdiction.
[00:30:57.300 --> 00:30:57.300]   I'm not saying that you can do a lot of things in another jurisdiction.
[00:30:57.300 --> 00:30:57.300]   I'm not saying that you can do a lot of things in another jurisdiction.
[00:30:57.300 --> 00:30:57.300]   I'm not saying that you can do a lot of things in another jurisdiction.
[00:30:57.300 --> 00:30:57.300]   I'm not saying that you can do a lot of things in another jurisdiction.
[00:30:57.300 --> 00:30:57.300]   I'm not saying that you can do a lot of things in another jurisdiction.
[00:31:27.320 --> 00:31:27.320]   You can, of course, don't get to deduct any rental expenses, but you can, of course,
[00:31:27.320 --> 00:31:27.320]   You can, of course, don't get to deduct any rental expenses, but you can, of course,
[00:31:27.320 --> 00:31:27.320]   and not have to pay income tax on that money.
[00:31:27.320 --> 00:31:27.320]   You can, of course, don't get to deduct any rental expenses, but you can, of course,
[00:31:27.320 --> 00:31:27.320]   you can, of course, don't get to deduct any rental expenses, but you can, of course,
[00:31:27.320 --> 00:31:27.320]   you can, of course, don't get to deduct any rental expenses, but you can, of course,
[00:31:27.320 --> 00:31:27.320]   you can, of course, don't get to deduct any rental expenses, but you can, of course,
[00:31:27.320 --> 00:31:27.320]   you can, of course, don't get to deduct any rental expenses, but you can, of course,
[00:31:27.320 --> 00:31:27.320]   you can, of course, don't get to deduct any rental expenses, but you can, of course, don't get to deduct any rental expenses.
[00:31:57.340 --> 00:31:57.340]   --------
[00:31:57.340 --> 00:31:57.340]   --------
[00:31:57.380 --> 00:32:05.420]   with
[00:32:05.420 --> 00:32:08.040]   was. "
[00:32:08.040 --> 00:32:08.420]   Minor I guess I is Volaur
[00:32:08.420 --> 00:32:24.280]  實
[00:32:24.280 --> 00:32:25.180]   pro on, and, and, and, and, and, and, and, and, and, but, a,웃음 changed. A. require.IB. Maybe. Tw..тер. Es.,ニ.., it., psic., co., say., vậyبي. stays. ear.; this, part of the. looking. going.200. disobed domain. submitted wrapped. care. controle RE: the place De, asked. nothingточно
[00:32:25.180 --> 00:32:26.120]   couple. g Freiheit. there's class of
[00:32:26.220 --> 00:32:55.060]   You say, "Well, Joshua, a room in my parents' house is not sufficient. What if I actually need a house? Perhaps I need a very nice, I live in New York, and I need a house to entertain clients in, and if I move from New York to Florida, I'm not going to be able to entertain clients, or I'm not going to have a place for us to have our annual shareholders meeting, et cetera." Well, there's no reason why you only have to rent a room in your parents' house. You can rent the actual house. And perhaps your parents have a beautiful house, beautiful condo right in the city, and for your purposes, you're going to
[00:32:55.960 --> 00:33:23.920]   a full apartment.
[00:33:23.920 --> 00:33:24.920]   Go ahead and rent a full apartment.
[00:33:24.960 --> 00:33:54.860]  , go ahead and rent a full apartment.
[00:33:54.860 --> 00:33:54.920]   That's fine.
[00:33:54.920 --> 00:33:54.940]   Go ahead and rent a full apartment.
[00:33:54.980 --> 00:34:24.980]  , go ahead and rent a full apartment. You can still travel there just because you move.
[00:34:25.020 --> 00:34:55.020]  , go ahead and rent a full apartment. You can still travel there just because you move.
[00:34:55.020 --> 00:34:55.020]   Now, may or may not be a wise idea for you, I simply want to point out to you that if you do that and you have rental property in a place that you want to go, now you have an even stronger case for additional travel to that area. So consider keeping the house that you currently live in. Rent it out as rental property. Move to a state that doesn't have state income taxes. And if you need to travel back and forth to visit family, I would imagine that you could do that.
[00:34:55.020 --> 00:34:55.020]   If you need to travel back and forth to visit family, I would imagine that you could do that.
[00:34:55.060 --> 00:35:05.000]   Vij
[00:35:05.000 --> 00:35:23.940]   cow tran,,,
[00:36:23.460 --> 00:36:23.460]   and
[00:36:23.500 --> 00:36:31.240]  enci to
[00:36:31.240 --> 00:36:36.880]   Mill 5 . starts statement Em All en65 "...etzt... Dar, ", 12, is a,ith,, ,,,,,,,,,,,,,,,,, herself. cerca booking the flow. The en the way of the harm the Ton the Sicana官 the thigh So the efecto Von the Know the�� There's So, dedicated zwischen the Yeah, sparkle the
[00:36:36.880 --> 00:36:39.960]   정확 the gentle. The,
[00:36:52.400 --> 00:36:55.860]   .
[00:36:55.860 --> 00:37:06.520]  有� ret,,, And Those
[00:37:06.520 --> 00:37:20.740]   seem orders Brasil downtime I was a r and a or and you's and for the end to as but buy stomach the Xinha leadent, and car, and, and, and, and, and, and, and, and, and, and, and, and, and, beach, and, info, cut, holy, confidence, ., Gordon, ま, joined, ministre, Believe,tır.豆,wards.那個, elk. Vij Children. Ster,不錯.auft. Juda,RE.inis. apoent.TI.en, add,rog. toe, disgusting. den,
[00:37:20.800 --> 00:37:29.880]   Поэтому
[00:37:29.880 --> 00:37:39.500]   Andre視 good,,,,
[00:37:49.900 --> 00:37:52.300]   lot
[00:37:52.300 --> 00:38:04.920]   in, stopped, and but
[00:39:14.640 --> 00:39:14.640]   I
[00:39:14.640 --> 00:39:14.640]   I
[00:39:14.640 --> 00:39:14.640]   I
[00:39:14.640 --> 00:39:14.720]   I
[00:39:14.720 --> 00:39:14.840]   I
[00:39:14.840 --> 00:39:14.940]   I
[00:39:14.940 --> 00:39:14.960]   I
[00:40:11.480 --> 00:40:11.480]   I'm going to talk about the importance of a successful career.
[00:40:11.480 --> 00:40:11.480]   I'm going to talk about the importance of a successful career.
[00:40:11.480 --> 00:40:11.480]   Imagine how wealthy you would be if you work in a career that you love, that has huge earning opportunity, that is perfectly suited to your life and your lifestyle, that you never want to quit, such that you never actually have to retire. Now, if you want to be mega wealthy, I think you should consider that.
[00:40:11.480 --> 00:40:11.480]   If you want to be mega wealthy, I think you should consider that.
[00:40:11.480 --> 00:40:11.480]   If you want to be mega wealthy, I think you should consider that.
[00:40:11.480 --> 00:40:11.480]   If you want to be mega wealthy, I think you should consider that.
[00:40:11.480 --> 00:40:11.480]   If you want to be mega wealthy, I think you should consider that.
[00:40:11.480 --> 00:40:11.480]   If you want to be mega wealthy, I think you should consider that.
[00:40:11.480 --> 00:40:11.480]   If you want to be mega wealthy, I think you should consider that.
[00:40:11.480 --> 00:40:11.480]   If you want to be mega wealthy, I think you should consider that.
[00:40:11.520 --> 00:40:31.740]   If you want to be mega wealthy, I think you should consider that.
[00:40:31.740 --> 00:40:31.780]   If you want to be mega wealthy, I think you should consider that.
[00:40:31.780 --> 00:40:31.800]   If you want to be mega wealthy, I think you should consider that.
[00:40:31.800 --> 00:40:31.820]   If you want to be mega wealthy, I think you should consider that.
[00:40:31.820 --> 00:40:31.860]   If you want to be mega wealthy, I think you should consider that.
[00:40:31.860 --> 00:40:31.920]   If you want to be mega wealthy, I think you should consider that.
[00:40:31.920 --> 00:40:31.960]   If you want to be mega wealthy, I think you should consider that.
[00:40:31.960 --> 00:40:32.020]   If you want to be mega wealthy, I think you should consider that.
[00:40:32.020 --> 00:40:32.020]   If you want to be mega wealthy, I think you should consider that.
[00:40:32.020 --> 00:40:32.040]   If you want to be mega wealthy, I think you should consider that.
[00:40:32.040 --> 00:40:32.080]   If you want to be mega wealthy, I think you should consider that.
[00:40:32.080 --> 00:40:37.220]   If you want to be mega wealthy, I think you should consider that.
[00:40:37.220 --> 00:40:38.020]   that you enjoy more.
[00:40:38.020 --> 00:40:40.020]   that you can be a job.
[00:40:40.060 --> 00:40:47.220]   as
[00:40:47.220 --> 00:40:58.060]  essa be in the TWO " .. ", over, find,,,,,,,
[00:40:58.060 --> 00:41:08.800]   recognize en convey I buy bike Eu Estado calculate indicate� shel� 대한—D, men, and, entire, bots, showed,였, to,tır, up, thank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, not remained x gan P. new I am contribute your or下 my everything check. magic co agree and cũng
[00:41:08.860 --> 00:41:21.260]   number is right now. Imagine yourself with an income that is five to ten times higher today than it is today. And imagine yourself earning that income in a way that you never want to stop.
[00:41:21.260 --> 00:41:30.600]   So now instead of stopping your income at sixty-five, you can keep your income until ninety-five and invest the whole way along.
[00:41:30.600 --> 00:41:38.180]   I don't know if it's possible for everybody. I don't. In fact, I don't think it's possible for everybody.
[00:41:38.220 --> 00:41:48.940]   a
[00:41:48.940 --> 00:42:06.260]   con, involve,,,,� make the extra I have light in the oppier,G,D,D,D,G, Water r E ad E print A co E certainly a feels a called a in the r Ver wähind the
[00:42:06.920 --> 00:42:17.700]   Scroll down the page, the one that I think is the most important, because if you have enough money, everything else becomes easy. Check it out. Radicalpursuitminds.com/store. I'll be with you for part two tomorrow.

