
[00:00:00.040 --> 00:00:09.480]   Оп
[00:19:16.380 --> 00:19:16.380]   I'm not sure if you're familiar with the concept of reading as appropriate to the content.
[00:19:16.380 --> 00:19:16.380]   I'm not sure if you're familiar with the concept of reading as appropriate to the content.
[00:19:16.380 --> 00:19:16.380]   I'm not sure if you're familiar with the concept of reading as appropriate to the content.
[00:19:16.380 --> 00:19:16.380]   I'm not sure if you're familiar with the concept of reading as appropriate to the content.
[00:19:16.380 --> 00:19:16.380]   I'm not sure if you're familiar with the concept of reading as appropriate to the content.
[00:19:16.380 --> 00:19:16.380]   I'm not sure if you're familiar with the concept of reading as appropriate to the content.
[00:19:16.380 --> 00:19:16.380]   I'm not sure if you're familiar with the concept of reading as appropriate to the content.
[00:19:16.380 --> 00:19:46.400]  ,
[00:19:46.400 --> 00:19:46.400]   I'm not sure if you're familiar with the concept of reading as appropriate to the content.
[00:19:46.400 --> 00:19:46.400]   I'm not sure if you're familiar with the concept of reading as appropriate to the content.
[00:19:46.400 --> 00:19:46.400]   I'm not sure if you're familiar with the concept of reading as appropriate to the content.
[00:19:46.400 --> 00:19:46.400]   I'm not sure if you're familiar with the concept of reading as appropriate to the content.
[00:19:46.400 --> 00:19:46.400]   I'm not sure if you're familiar with the concept of reading as appropriate to the content.
[00:19:46.420 --> 00:20:16.420]   You're not sure if you're familiar with the concept of reading as appropriate to the content.
[00:20:16.420 --> 00:20:16.420]   You're not sure if you're familiar with the concept of reading as appropriate to the content.
[00:20:16.420 --> 00:20:16.420]   You're not sure if you're familiar with the concept of reading as appropriate to the content.
[00:20:16.420 --> 00:20:16.420]   You're not sure if you're familiar with the concept of reading as appropriate to the content.
[00:20:16.420 --> 00:20:16.420]   You're not sure if you're familiar with the concept of reading as appropriate to the content.
[00:20:16.420 --> 00:20:16.420]   You're not sure if you're familiar with the concept of reading as appropriate to the content.
[00:20:16.420 --> 00:20:16.420]   You're not sure if you're familiar with the concept of reading as appropriate to the content.
[00:20:16.420 --> 00:20:16.420]   You're not sure if you're familiar with the concept of reading as appropriate to the content.
[00:20:16.420 --> 00:20:16.420]   You're not sure if you're familiar with the concept of reading as appropriate to the content.
[00:20:16.420 --> 00:20:16.420]   You're not sure if you're familiar with the concept of reading as appropriate to the content.
[00:20:16.420 --> 00:20:46.440]  ,
[00:20:46.440 --> 00:20:46.440]   You're not sure if you're familiar with the concept of reading as appropriate to the content.
[00:20:46.440 --> 00:20:46.440]   You're not sure if you're familiar with the concept of reading as appropriate to the content.
[00:20:46.440 --> 00:20:46.440]   You're not sure if you're familiar with the concept of reading as appropriate to the content.
[00:20:46.440 --> 00:20:46.440]   You're not sure if you're familiar with the concept of reading as appropriate to the content.
[00:20:46.440 --> 00:20:46.440]   You're not sure if you're familiar with the concept of reading as appropriate to the content.
[00:20:46.440 --> 00:20:46.440]   You're not sure if you're familiar with the concept of reading as appropriate to the content.
[00:20:46.460 --> 00:21:16.460]   I'm not sure if you're familiar with the concept of reading as appropriate to the content.
[00:21:16.460 --> 00:21:16.460]   I'm not sure if you're familiar with the concept of reading as appropriate to the content.
[00:21:16.460 --> 00:21:16.460]   I'm not sure if you're familiar with the concept of reading as appropriate to the content.
[00:21:16.460 --> 00:21:16.460]   I'm not sure if you're familiar with the concept of reading as appropriate to the content.
[00:21:16.460 --> 00:21:16.460]   I'm not sure if you're familiar with the concept of reading as appropriate to the content.
[00:21:16.460 --> 00:21:16.460]   I'm not sure if you're familiar with the concept of reading as appropriate to the content.
[00:21:16.460 --> 00:21:16.460]   I'm not sure if you're familiar with the concept of reading as appropriate to the content.
[00:21:16.460 --> 00:21:16.460]   I'm not sure if you're familiar with the concept of reading as appropriate to the content.
[00:21:16.460 --> 00:21:16.460]   I'm not sure if you're familiar with the concept of reading as appropriate to the content.
[00:21:16.460 --> 00:21:16.460]   I'm not sure if you're familiar with the concept of reading as appropriate to the content.
[00:21:16.460 --> 00:21:46.480]   I'm not sure if you're familiar with the concept of reading as appropriate to the content.
[00:21:46.480 --> 00:21:46.480]   I'm not sure if you're familiar with the concept of reading as appropriate to the content.
[00:21:46.480 --> 00:21:46.480]   I'm not sure if you're familiar with the concept of reading as appropriate to the content.
[00:21:46.480 --> 00:21:46.480]   I'm not sure if you're familiar with the concept of reading as appropriate to the content.
[00:21:46.480 --> 00:21:46.480]   I'm not sure if you're familiar with the concept of reading as appropriate to the content.
[00:21:46.500 --> 00:22:16.500]   You're not sure if you're familiar with the concept of reading as appropriate to the content.
[00:22:16.500 --> 00:22:16.500]   You're not sure if you're familiar with the concept of reading as appropriate to the content.
[00:22:16.500 --> 00:22:16.500]   You're not sure if you're familiar with the concept of reading as appropriate to the content.
[00:22:16.500 --> 00:22:16.500]   You're not sure if you're familiar with the concept of reading as appropriate to the content.
[00:22:16.500 --> 00:22:16.500]   You're not sure if you're familiar with the concept of reading as appropriate to the content.
[00:22:16.500 --> 00:22:16.500]   You're not sure if you're familiar with the concept of reading as appropriate to the content.
[00:22:16.500 --> 00:22:16.500]   You're not sure if you're familiar with the concept of reading as appropriate to the content.
[00:22:16.500 --> 00:22:16.500]   You're not sure if you're familiar with the concept of reading as appropriate to the content.
[00:22:16.500 --> 00:22:16.500]   You're not sure if you're familiar with the concept of reading as appropriate to the content.
[00:22:16.500 --> 00:22:16.500]   You're not sure if you're familiar with the concept of reading as appropriate to the content.
[00:22:16.500 --> 00:22:46.520]  ,
[00:22:46.520 --> 00:22:46.520]   and
[00:22:46.520 --> 00:22:46.520]   and
[00:22:46.520 --> 00:22:46.520]   and
[00:22:46.520 --> 00:22:46.520]   and
[00:22:46.520 --> 00:22:46.520]   and
[00:22:46.520 --> 00:22:46.520]   and
[00:22:46.560 --> 00:22:56.840]   of
[00:22:56.840 --> 00:23:15.280]   Anne I I
[00:23:16.580 --> 00:23:26.420]   � work,,,
[00:23:26.420 --> 00:23:44.000]   Только
[00:24:16.220 --> 00:24:16.220]   and
[00:24:16.220 --> 00:24:16.220]   and
[00:24:46.280 --> 00:25:11.240]  不錯 the
[00:25:11.240 --> 00:25:14.900]   redo Mill Man Man 19 indicators digit. I. I. I. I. I. I, such, like, a, or, or, or, or, or, or,, ,,, ,, ,, ,, ,, ., ., Tryingwho厲害 Infinτο in 1944
[00:25:14.900 --> 00:25:16.260]   wordt Temple I'll tells a
[00:25:16.280 --> 00:25:18.300]   distortion as well.
[00:25:18.300 --> 00:25:21.300]   So you get very readable, readable scans.
[00:25:21.300 --> 00:25:23.100]   But now the question is, how do you read it?
[00:25:23.100 --> 00:25:25.900]   Well, the obvious solution is you can read on your computer.
[00:25:25.900 --> 00:25:31.900]   You have this nice PDF and I always keep my scanner on a setting that doesn't reject blank pages.
[00:25:31.900 --> 00:25:36.800]   The scan snap software allows you to automatically reject blank pages.
[00:25:36.800 --> 00:25:43.400]   That would, that's very useful if you're scanning a stack of documents and most of them are written on the front, but you want to get up to a few notes on the back.
[00:25:43.400 --> 00:25:44.500]   That's useful.
[00:25:44.500 --> 00:25:46.280]   But for reading, I want to
[00:25:46.280 --> 00:25:46.280]   .
[00:25:46.280 --> 00:25:46.280]   . .
[00:25:46.280 --> 00:25:46.280]   . . .
[00:25:47.220 --> 00:26:16.300]   . . . .
[00:26:17.240 --> 00:26:46.320]   . . . . .
[00:26:46.360 --> 00:26:58.020]  それは
[00:26:58.020 --> 00:26:59.380]   as the,,,,
[00:26:59.380 --> 00:27:00.980]   dietarydis%�S. pick the books, the, the, the, the, the, the, the, the, the, as,
[00:27:00.980 --> 00:27:13.760]   guarantee Wolf. quad.orn.
[00:27:14.620 --> 00:27:24.420]   quick
[00:27:24.420 --> 00:27:24.880]   OUT be with as
[00:27:24.880 --> 00:27:25.580]   think Par just Tri You So T Dств wound** weigh经ere, and, and, and, and, and, and, and, and, and, and, and, and, eye, space. He. I, ass.ounce. Shen.頭.
[00:27:25.580 --> 00:27:41.040]  . out. say. gather. voice.
[00:27:41.040 --> 00:27:42.700]   wait.
[00:27:42.700 --> 00:27:43.360]   impossible:. it is like, Zug. he the ent. . Estado.af. remember the se like a
[00:27:43.440 --> 00:27:53.720]   thing
[00:27:53.720 --> 00:28:12.060]   in. I ha conduct named
[00:28:13.000 --> 00:28:23.120]   лай
[00:28:23.120 --> 00:28:40.580]   reconoc adequately these dough, and, and, ",�,視,?.., Bol,ift, is a weighs a lenses. labor. Let's called a
[00:28:40.580 --> 00:28:41.740]   splendig. In the color is a exceed a extent the case. I'm the within aré. I'm the fie's a similar the en the continue to the full of the -D.CGCe.hi –T. Midwest the-De- pork-G-E, reading the-B,
[00:28:41.860 --> 00:29:10.380]   de
[00:29:11.840 --> 00:29:19.900]   Marin
[00:29:19.900 --> 00:29:26.060]   but just,,,rett
[00:29:40.840 --> 00:30:09.840]   I haven't tested some of the other tablets that are out there. I don't know the nook, etc. I don't know how effectively, how effective those are.
[00:30:09.840 --> 00:30:09.840]   Ttablet, it's a very nice tablet. It's very easy to use. It's a very good tablet, but it's also very, very slow. It's not as easy to use as a tablet, but it's a great tablet.
[00:30:09.860 --> 00:30:38.860]   or for the Kindle that you can get. The new Kindles cost a little bit more. They're a little bit nicer. You can get an older one for 30 bucks. They work fine. Those work really, really well. So I use the Kindle for displaying all of the native e-books that I have. And I also use the Fire for displaying PDFs. And I just pick one of those, whichever one I want to read. Then I use those. I found that effective. So it allows me to carry the tablet device with the book.
[00:30:38.860 --> 00:31:08.880]  , because I don't have anything else on the devices other than just books. It allows me to stay focused and it displays the text that I'm seeking to read. One of the wonderful things about Calibre is it does help you with the use of a few plugins. It does help you from time to time to be able to strip the DRM off of your purchases. So here I need to refer you to the internet because anything that I tell you will be immediately changed in the next software publication. I'll just tell you what you can do is you can do is you can do a little bit of a little bit of work.
[00:31:08.900 --> 00:31:38.900]   You can get all of your books, all of your e-books out of the clutches of whoever you bought them from. You may have to install some plugins. You may have to play with the system a little bit, but I really appreciate having all of my e-books stripped of their DRM. E-books really are wonderful, especially some of the resources of older books. And if you start to use Calibre, I think it really opens up some options for you because so many of the public domain books of the past,
[00:31:38.900 --> 00:31:38.900]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:31:38.900 --> 00:31:38.900]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:31:38.900 --> 00:31:38.900]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:31:38.900 --> 00:31:38.900]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:31:38.940 --> 00:32:08.920]  ,
[00:32:08.920 --> 00:32:08.920]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:32:08.920 --> 00:32:08.920]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:32:08.920 --> 00:32:08.920]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:32:08.920 --> 00:32:08.920]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:32:08.920 --> 00:32:08.920]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:32:08.920 --> 00:32:08.920]   I think it opens up some options for you because so many of the public domain books of the past,
[00:32:08.940 --> 00:32:38.940]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:32:38.940 --> 00:32:38.940]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:32:38.940 --> 00:32:38.940]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:32:38.940 --> 00:32:38.940]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:32:38.940 --> 00:32:38.940]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:32:38.940 --> 00:32:38.940]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:32:38.940 --> 00:32:38.940]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:32:38.940 --> 00:32:38.940]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:32:38.940 --> 00:32:38.940]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:32:38.980 --> 00:33:08.960]  ,
[00:33:08.960 --> 00:33:08.960]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:33:08.960 --> 00:33:08.960]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:33:08.960 --> 00:33:08.960]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:33:08.960 --> 00:33:08.960]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:33:08.960 --> 00:33:08.960]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:33:08.960 --> 00:33:08.960]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:33:08.960 --> 00:33:08.960]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:33:08.980 --> 00:33:38.980]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:33:38.980 --> 00:33:38.980]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:33:38.980 --> 00:33:38.980]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:33:38.980 --> 00:33:38.980]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:33:38.980 --> 00:33:38.980]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:33:38.980 --> 00:33:38.980]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:33:38.980 --> 00:33:38.980]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:33:38.980 --> 00:33:38.980]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:33:38.980 --> 00:33:38.980]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:33:39.020 --> 00:34:09.000]  ,
[00:34:09.000 --> 00:34:09.000]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:34:09.000 --> 00:34:09.000]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:34:09.000 --> 00:34:09.000]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:34:09.000 --> 00:34:09.000]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:34:09.000 --> 00:34:09.000]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:34:09.000 --> 00:34:09.000]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:34:09.000 --> 00:34:09.000]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:34:09.000 --> 00:34:09.000]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:34:09.020 --> 00:34:39.020]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:34:39.020 --> 00:34:39.020]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:34:39.020 --> 00:34:39.020]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:34:39.020 --> 00:34:39.020]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:34:39.020 --> 00:34:39.020]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:34:39.020 --> 00:34:39.020]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:34:39.020 --> 00:34:39.020]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:34:39.020 --> 00:34:39.020]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:34:39.020 --> 00:34:39.020]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:34:39.020 --> 00:35:09.040]  ,
[00:35:09.040 --> 00:35:09.040]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:35:09.040 --> 00:35:09.040]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:35:09.040 --> 00:35:09.040]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:35:09.040 --> 00:35:09.040]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:35:09.040 --> 00:35:09.040]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:35:09.040 --> 00:35:09.040]   I think it really opens up some options for you because so many of the public domain books of the past,
[00:35:09.040 --> 00:35:09.040]   I think it really opens up some options for you because so many of the public domain books of the past,

