
[00:00:00.000 --> 00:00:02.160]   (silence)
[00:17:56.540 --> 00:17:59.460]   in order to fund these technologies that last.
[00:17:59.460 --> 00:18:01.980]   So there's no question that blockchain may turn out
[00:18:01.980 --> 00:18:06.500]   to be a very transformational technology
[00:18:06.500 --> 00:18:07.900]   in the way we do finance.
[00:18:07.900 --> 00:18:10.700]   It's just that the people who are investing
[00:18:10.700 --> 00:18:12.100]   in the Bitcoin related companies
[00:18:12.100 --> 00:18:14.300]   probably aren't going to benefit.
[00:18:14.300 --> 00:18:16.700]   The best example of that I had in--
[00:18:16.700 --> 00:18:17.740]   - The Fiverr, right?
[00:18:17.740 --> 00:18:18.940]   - Yeah, it was Fiverr. - WorldCom, right?
[00:18:18.940 --> 00:18:20.220]   - Yeah, it was WorldCom.
[00:18:20.220 --> 00:18:23.820]   I mean, the people who invested in WorldCom
[00:18:23.820 --> 00:18:26.340]   got taken to the cleaners,
[00:18:26.340 --> 00:18:28.460]   but the Fiverr that WorldCom laid
[00:18:28.460 --> 00:18:30.420]   still is something like 20%
[00:18:30.420 --> 00:18:35.060]   of today's submarine traffic capability.
[00:18:35.060 --> 00:18:37.660]   So WorldCom and Gary Whittock,
[00:18:37.660 --> 00:18:39.300]   the guy who did the company,
[00:18:39.300 --> 00:18:42.060]   absolutely savaged his investors,
[00:18:42.060 --> 00:18:43.380]   but he was a real benefactor
[00:18:43.380 --> 00:18:45.740]   to society and the world at large.
[00:18:45.740 --> 00:18:47.580]   - Yeah, I agree with your point.
[00:18:47.580 --> 00:18:51.580]   I have no idea whether Bitcoin is worth 5,000 or 50,000.
[00:18:51.580 --> 00:18:54.020]   Just, I don't have any idea whether, you know,
[00:18:54.020 --> 00:18:57.420]   it's worth somebody spending $69
[00:18:57.420 --> 00:19:01.340]   for a non-fungible token or NFT that just happened.
[00:19:01.340 --> 00:19:03.300]   I used to collect comic books in the 1960s.
[00:19:03.300 --> 00:19:05.620]   Somebody just paid 3.25 million
[00:19:05.620 --> 00:19:08.460]   for the first "Superman" action one the other day.
[00:19:08.460 --> 00:19:11.340]   And you might say, "What idiot is gonna spend 3.25 million
[00:19:11.340 --> 00:19:12.460]   "for a comic book?"
[00:19:12.460 --> 00:19:13.700]   But somebody did.
[00:19:13.700 --> 00:19:15.500]   So I'm very agnostic on prices.
[00:19:15.500 --> 00:19:17.580]   What I am excited about is blockchain
[00:19:17.580 --> 00:19:20.140]   is a long-term disruptive technology.
[00:19:20.140 --> 00:19:21.460]   I think it's gonna last.
[00:19:21.460 --> 00:19:22.740]   I would pay very close attention
[00:19:22.740 --> 00:19:25.220]   to the Coinbase direct listing this week.
[00:19:25.220 --> 00:19:28.860]   That's gonna be, depending on how that thing prices,
[00:19:28.860 --> 00:19:31.100]   that could force another whole new wave
[00:19:31.100 --> 00:19:34.260]   of investment in crypto, because that thing is so big.
[00:19:34.260 --> 00:19:36.660]   We literally don't know what it's worth,
[00:19:36.660 --> 00:19:37.860]   50 billion, 100 billion.
[00:19:37.860 --> 00:19:39.100]   It's literally don't know.
[00:19:39.100 --> 00:19:39.940]   But I'll give you an idea.
[00:19:39.940 --> 00:19:41.180]   If it goes at $50 billion,
[00:19:43.260 --> 00:19:46.260]   NASDAQ is currently valued at 25 billion.
[00:19:46.260 --> 00:19:48.020]   The New York Stock Exchange, with ICE,
[00:19:48.020 --> 00:19:50.460]   with the entire organization around New York Stock Exchange
[00:19:50.460 --> 00:19:51.940]   is 65 billion.
[00:19:51.940 --> 00:19:54.060]   So essentially there's an exchange here.
[00:19:54.060 --> 00:19:56.340]   It's really an exchange, Coinbase,
[00:19:56.340 --> 00:19:59.460]   that is suddenly valued as much as the New York Stock Exchange
[00:19:59.460 --> 00:20:03.180]   and all the exchanges that are built around the NYSE.
[00:20:03.180 --> 00:20:04.460]   Yeah, that's pretty amazing.
[00:20:04.460 --> 00:20:06.500]   I don't know if that's signs of a bubble or mania,
[00:20:06.500 --> 00:20:08.980]   but it's a sign that a lot of people think
[00:20:08.980 --> 00:20:10.020]   there's a lot of potential
[00:20:10.020 --> 00:20:12.580]   in blockchain technology in general.
[00:20:12.580 --> 00:20:14.940]   And that's what I think people should pay attention to.
[00:20:14.940 --> 00:20:15.940]   Let me just move on.
[00:20:15.940 --> 00:20:19.260]   You mentioned the sort of bubble path,
[00:20:19.260 --> 00:20:22.300]   the physiology, diagnostic signs.
[00:20:22.300 --> 00:20:25.660]   You had the four P's that I liked very much, the promoters.
[00:20:25.660 --> 00:20:27.420]   So you need somebody out there
[00:20:27.420 --> 00:20:29.580]   and talk about the new technology.
[00:20:29.580 --> 00:20:32.340]   You need participants, you need buyers.
[00:20:32.340 --> 00:20:33.900]   You need a press.
[00:20:33.900 --> 00:20:35.420]   One of the things Robert Shiller pointed out
[00:20:35.420 --> 00:20:37.500]   in "Irrational Exuberance," another book
[00:20:37.500 --> 00:20:41.780]   that I got in the first three years going down to the NYSE.
[00:20:41.780 --> 00:20:44.740]   I met Shiller and when it came out in 2000,
[00:20:44.740 --> 00:20:46.220]   I think, "Irrational Exuberance,"
[00:20:46.220 --> 00:20:47.340]   I met him just after that.
[00:20:47.340 --> 00:20:50.740]   He pointed out that one of the common characteristics
[00:20:50.740 --> 00:20:53.340]   of mania was bubbles first started appearing
[00:20:53.340 --> 00:20:55.700]   when the press started appearing in the 1600s.
[00:20:55.700 --> 00:20:57.900]   And he was very big, just as you were,
[00:20:57.900 --> 00:20:59.820]   pointing out the role of the press
[00:20:59.820 --> 00:21:04.820]   in helping promote these manias.
[00:21:04.820 --> 00:21:09.140]   And politicians, of course, getting involved various ways
[00:21:09.140 --> 00:21:12.380]   in either promoting them or changing the law.
[00:21:12.380 --> 00:21:14.700]   So I don't have a question here, Bill.
[00:21:14.700 --> 00:21:16.140]   I just want everyone to realize
[00:21:16.140 --> 00:21:18.580]   that what are the characteristics of bubbles?
[00:21:18.580 --> 00:21:22.620]   They mean four things, the promoters, the participants,
[00:21:22.620 --> 00:21:26.500]   the press, and the politicians.
[00:21:26.500 --> 00:21:27.940]   Is there anything you want to add to that at all?
[00:21:27.940 --> 00:21:29.580]   I'm doing a little learning thing here
[00:21:29.580 --> 00:21:31.460]   for everyone who hasn't read the book.
[00:21:31.460 --> 00:21:34.140]   - Well, yeah, what I do is I have this medical,
[00:21:34.140 --> 00:21:37.500]   I'm a doctor, so I have this medical model of bubbles.
[00:21:37.500 --> 00:21:39.580]   So we already talked about the underlying path
[00:21:39.580 --> 00:21:41.900]   of physiology, which is the Minsky criteria,
[00:21:41.900 --> 00:21:47.540]   credit and technology, be it financial or technological,
[00:21:47.540 --> 00:21:50.100]   to which I add two things, which are amnesia.
[00:21:50.100 --> 00:21:53.180]   And then, and particularly the fourth thing
[00:21:53.180 --> 00:21:56.140]   is the amnesia for traditional valuation criteria,
[00:21:56.140 --> 00:21:58.460]   which go down the drain during a bubble.
[00:21:58.460 --> 00:22:00.100]   And then there's the anatomy
[00:22:00.100 --> 00:22:02.420]   and these forced locuses of the anatomy,
[00:22:02.420 --> 00:22:04.620]   which you just mentioned.
[00:22:04.620 --> 00:22:07.020]   There's the promoters, the participants,
[00:22:07.020 --> 00:22:09.700]   the press, and the politicians.
[00:22:09.700 --> 00:22:13.140]   And to me, the most fascinating thing in the book
[00:22:13.140 --> 00:22:16.420]   that I wrote about in the book were these promoters
[00:22:16.420 --> 00:22:20.060]   of the various schemes involved with the bubble.
[00:22:20.060 --> 00:22:22.260]   So starting with John Law,
[00:22:22.260 --> 00:22:24.860]   with the Mississippi Company bubble,
[00:22:24.860 --> 00:22:28.380]   and then there was a guy in London named John Blunt,
[00:22:28.380 --> 00:22:30.340]   who was a real scoundrel.
[00:22:30.340 --> 00:22:32.500]   And then there was a man by the name of George Hudson,
[00:22:32.500 --> 00:22:36.260]   who basically built out a lot of England's rail network.
[00:22:36.260 --> 00:22:39.900]   And a man named Samuel Insull in the 1920s,
[00:22:39.900 --> 00:22:43.700]   who built out the electrical utility infrastructure
[00:22:43.700 --> 00:22:45.340]   of a large part of the country.
[00:22:45.340 --> 00:22:49.660]   And both of these guys, both Hudson and Insull,
[00:22:49.660 --> 00:22:53.060]   left us with very valuable infrastructure,
[00:22:53.060 --> 00:22:55.020]   enormously valuable infrastructure,
[00:22:55.020 --> 00:22:58.740]   but they also became the capitalist heroes of their age.
[00:22:58.740 --> 00:23:03.740]   And eventually wound up almost going to jail for fraud
[00:23:03.740 --> 00:23:07.660]   because of their fraudulent financial dealings.
[00:23:07.660 --> 00:23:11.660]   And whenever you see, and the lesson here
[00:23:11.660 --> 00:23:14.660]   is that whenever you see somebody lionized in the press
[00:23:14.660 --> 00:23:17.500]   as being the capitalist genius of their time,
[00:23:17.500 --> 00:23:20.100]   you have to really look out, okay?
[00:23:20.100 --> 00:23:21.900]   We have two very recent examples of that,
[00:23:21.900 --> 00:23:23.100]   one of which has already blown up,
[00:23:23.100 --> 00:23:25.100]   which is Adam Neumann with WeWork,
[00:23:25.100 --> 00:23:28.900]   who was this very charismatic guy
[00:23:28.900 --> 00:23:31.980]   who just went completely off the rails
[00:23:31.980 --> 00:23:34.140]   in terms of the way he managed WeWork,
[00:23:34.140 --> 00:23:35.500]   because he was so charismatic
[00:23:35.500 --> 00:23:37.540]   and got so little negative feedback,
[00:23:37.540 --> 00:23:39.180]   he went completely off the rails.
[00:23:39.180 --> 00:23:42.060]   And then of course, the one who's still left standing
[00:23:42.060 --> 00:23:46.740]   is Elon Musk, who may wind up as a hero
[00:23:46.740 --> 00:23:51.740]   who will transform our transportation technology
[00:23:51.740 --> 00:23:53.940]   and other technologies as well.
[00:23:53.940 --> 00:23:56.300]   But he's also showing some very worrisome
[00:23:56.300 --> 00:23:59.060]   characterological signs that you often see
[00:23:59.060 --> 00:24:01.180]   with these people who are the recipients
[00:24:01.180 --> 00:24:04.180]   of large amounts of adulation in the press.
[00:24:04.180 --> 00:24:06.620]   - Yeah, but he may be real.
[00:24:06.620 --> 00:24:10.700]   I mean, honestly, the man has revived the space program.
[00:24:10.700 --> 00:24:13.820]   I mean, I grew up like you did in 1960s.
[00:24:13.820 --> 00:24:14.900]   I'm a science fiction fan.
[00:24:14.900 --> 00:24:18.500]   I grew up with Arthur C. Clarke and Isaac Asimov.
[00:24:18.500 --> 00:24:22.820]   And Arthur Clarke wrote "2001, A Space Odyssey" in 1968.
[00:24:22.820 --> 00:24:25.540]   And it was about 2001 going to Venus.
[00:24:25.540 --> 00:24:28.860]   I mean, my generation grew up with the whole,
[00:24:28.860 --> 00:24:30.300]   where's my jet pack crowd?
[00:24:30.300 --> 00:24:31.460]   Like what happened?
[00:24:31.460 --> 00:24:33.620]   Where did the future go?
[00:24:33.620 --> 00:24:36.820]   And I mean, Musk has helped revive the space program.
[00:24:36.820 --> 00:24:38.740]   I mean, Thomas Edison was real.
[00:24:38.740 --> 00:24:39.700]   He was a real person.
[00:24:39.700 --> 00:24:42.100]   He had his own problem, but there was a Thomas Edison,
[00:24:42.100 --> 00:24:43.100]   who really was a genius.
[00:24:43.100 --> 00:24:48.100]   So I agree in terms of brain characteristics
[00:24:48.100 --> 00:24:50.700]   and maybe some mental disorders,
[00:24:50.700 --> 00:24:52.220]   he exhibits some characteristics,
[00:24:52.220 --> 00:24:55.900]   but so far he has remarkably delivered.
[00:24:55.900 --> 00:24:58.900]   And I'm very close to the SEC,
[00:24:58.900 --> 00:25:01.820]   and I'm aware of how much agita he's given the SEC.
[00:25:01.820 --> 00:25:05.620]   And I think he's obviously bent at the securities laws
[00:25:05.620 --> 00:25:06.740]   with his comments on Twitter.
[00:25:06.740 --> 00:25:09.420]   But I think the guy is brilliant.
[00:25:09.420 --> 00:25:11.940]   And even if he stopped right now,
[00:25:11.940 --> 00:25:14.420]   his contributions would be significant.
[00:25:14.420 --> 00:25:17.780]   I don't know about the valuations of Tesla at all.
[00:25:17.780 --> 00:25:20.700]   I tend to be very agnostic on those things.
[00:25:20.700 --> 00:25:25.100]   But I mean, you do admit genius does exist, right?
[00:25:25.100 --> 00:25:25.940]   - Oh, absolutely.
[00:25:25.940 --> 00:25:27.980]   And I agree with every single thing you said,
[00:25:27.980 --> 00:25:29.860]   and I make that point in the book.
[00:25:29.860 --> 00:25:36.180]   George Hudson and Samuel Insull transformed
[00:25:36.180 --> 00:25:42.740]   the England and the United States respectively
[00:25:42.740 --> 00:25:43.620]   in the way that we live.
[00:25:43.620 --> 00:25:46.060]   They were absolute geniuses,
[00:25:46.060 --> 00:25:48.100]   but they did not come to good ends
[00:25:48.100 --> 00:25:50.940]   because of the hubris that evolved
[00:25:50.940 --> 00:25:53.060]   in the course of doing all the wonderful things they did.
[00:25:53.060 --> 00:25:54.500]   So the question really is,
[00:25:54.500 --> 00:25:57.820]   is does Elon Musk wind up like Samuel Insull,
[00:25:57.820 --> 00:25:59.500]   which was not a good ending.
[00:25:59.500 --> 00:26:02.180]   Insull actually wound up dying penniless in Paris.
[00:26:02.180 --> 00:26:06.340]   Or does he wind up like Thomas Edison,
[00:26:06.340 --> 00:26:07.860]   who will be remembered?
[00:26:07.860 --> 00:26:10.580]   I don't know the answer to that.
[00:26:10.580 --> 00:26:12.700]   I would not be surprised either way.
[00:26:12.700 --> 00:26:15.140]   - Or Tesla himself, what happened to Tesla?
[00:26:15.140 --> 00:26:16.180]   He's a brilliant man,
[00:26:16.180 --> 00:26:19.620]   and really essentially ended up with almost nothing.
[00:26:19.620 --> 00:26:23.260]   I wanna move on because we've had some specific questions
[00:26:23.260 --> 00:26:24.740]   from the listeners,
[00:26:24.740 --> 00:26:26.580]   and I wanna try to address them.
[00:26:26.580 --> 00:26:27.540]   We've got a half an hour lesson.
[00:26:27.540 --> 00:26:29.020]   Folks, if you've got some questions, let me know,
[00:26:29.020 --> 00:26:32.660]   but I try to get to a couple of them.
[00:26:32.660 --> 00:26:36.540]   Very specific questions in general about investing.
[00:26:36.540 --> 00:26:37.900]   I don't know how much you wanna take them,
[00:26:37.900 --> 00:26:40.340]   but I wanna do something I'm very interested in,
[00:26:40.340 --> 00:26:45.340]   which is what should we be advising people to be doing now?
[00:26:45.820 --> 00:26:48.620]   I'm obviously a Jack Bogle disciple,
[00:26:48.620 --> 00:26:51.620]   and I spend a lot of time ETFs
[00:26:51.620 --> 00:26:54.980]   and index investing in general.
[00:26:54.980 --> 00:26:58.340]   Do you feel, in my view,
[00:26:58.340 --> 00:27:01.780]   ETFs and index investing have generally triumphed?
[00:27:01.780 --> 00:27:06.780]   It is widely known now that almost all active management
[00:27:06.780 --> 00:27:09.700]   is not successful over long periods of time.
[00:27:09.700 --> 00:27:12.700]   Not that there isn't, I know Jack would always correct me.
[00:27:12.700 --> 00:27:14.260]   It's not that there isn't any.
[00:27:14.260 --> 00:27:18.340]   We have very good active investors at Vanguard and VAT funds,
[00:27:18.340 --> 00:27:20.660]   but they're rare, and it's hard to find them,
[00:27:20.660 --> 00:27:22.060]   and they cost too much.
[00:27:22.060 --> 00:27:25.660]   So with that said, how do you feel about the progress
[00:27:25.660 --> 00:27:29.420]   of, lack of a better word, the Jack Bogle ideology,
[00:27:29.420 --> 00:27:34.420]   the keeping costs low, generally index funds?
[00:27:34.420 --> 00:27:37.380]   Do you feel that that is winning the day
[00:27:37.380 --> 00:27:40.540]   compared to, say, 20 years ago?
[00:27:40.540 --> 00:27:43.140]   - Very, very slowly.
[00:27:43.140 --> 00:27:46.260]   And what I worry about is that the learning curve
[00:27:46.260 --> 00:27:50.180]   may be shallower than the birth rate, all right?
[00:27:50.180 --> 00:27:54.020]   I see it happening, and I certainly,
[00:27:54.020 --> 00:27:56.180]   certainly you walk into a Bogleheads conference,
[00:27:56.180 --> 00:27:58.460]   and you think that everybody has got religion
[00:27:58.460 --> 00:28:00.780]   and is doing things right.
[00:28:00.780 --> 00:28:03.300]   And within the confines of a Bogleheads meeting,
[00:28:03.300 --> 00:28:04.940]   yes, that's very true.
[00:28:04.940 --> 00:28:07.100]   But when I walk out into the wider world,
[00:28:07.100 --> 00:28:09.340]   and I talk to people about investing,
[00:28:09.340 --> 00:28:12.140]   my sampling shows a very low incidence of Bogleheads.
[00:28:12.140 --> 00:28:16.260]   For every person that I meet that's read "Bogle"
[00:28:16.260 --> 00:28:18.260]   or "Rick Ferry" or "Larry Suedro,"
[00:28:18.260 --> 00:28:26.260]   I meet 50, 100 who are still listening to their stockbroker.
[00:28:26.260 --> 00:28:30.100]   - Right, well, isn't this because literacy in general
[00:28:30.100 --> 00:28:31.500]   is not very good?
[00:28:31.500 --> 00:28:33.220]   Financial isn't very good.
[00:28:33.220 --> 00:28:34.940]   I mean, the education system is failing us.
[00:28:34.940 --> 00:28:37.620]   I mean, what really disturbs me,
[00:28:37.620 --> 00:28:42.100]   I mean, I belong to the skeptical inquirer group,
[00:28:42.100 --> 00:28:48.140]   and you're not taught critical anymore.
[00:28:48.140 --> 00:28:49.420]   Critical thinking in science,
[00:28:49.420 --> 00:28:53.140]   critical thinking, inductive reasoning, you're not taught.
[00:28:53.140 --> 00:28:55.740]   Why would you even be taught financial literacy?
[00:28:55.740 --> 00:28:57.300]   Like, what's the Federal Reserve?
[00:28:57.300 --> 00:28:59.380]   What's a stock and what's a bond?
[00:28:59.380 --> 00:29:00.340]   People come out of high school,
[00:29:00.340 --> 00:29:02.380]   it's shocking how little they know.
[00:29:02.380 --> 00:29:03.820]   I graduated in '64.
[00:29:03.820 --> 00:29:05.540]   I had not a single course on finance.
[00:29:05.540 --> 00:29:06.900]   I learned how to type.
[00:29:06.900 --> 00:29:11.300]   I learned a little mathematics, trigonometry and geometry,
[00:29:11.300 --> 00:29:13.740]   a little science, a little history,
[00:29:13.740 --> 00:29:16.980]   but I literally didn't know how to balance a checkbook
[00:29:16.980 --> 00:29:18.780]   when I was 18.
[00:29:18.780 --> 00:29:20.700]   Literally, I had to learn it myself.
[00:29:20.700 --> 00:29:23.660]   So, shocking that this happens?
[00:29:23.660 --> 00:29:26.180]   - Yeah, no, it's not shocking at all.
[00:29:26.180 --> 00:29:30.460]   There's that, the fact that Americans
[00:29:30.460 --> 00:29:31.740]   are very good at critical thinking.
[00:29:31.740 --> 00:29:35.380]   Of course, Europeans and Asians
[00:29:35.380 --> 00:29:37.860]   are even more enamored of active investing
[00:29:37.860 --> 00:29:39.700]   than we are here in this country.
[00:29:39.700 --> 00:29:43.180]   There's very little of an indexing community
[00:29:43.180 --> 00:29:46.620]   outside of the United States, maybe, and Canada.
[00:29:46.620 --> 00:29:50.460]   So, there's that,
[00:29:50.460 --> 00:29:52.980]   but there's a more basic factor involved here,
[00:29:52.980 --> 00:29:54.780]   which is how compelling are the narratives?
[00:29:54.780 --> 00:29:56.380]   What my book is really about,
[00:29:56.380 --> 00:29:58.660]   aside from disquisition on human nature,
[00:29:58.660 --> 00:30:03.660]   is it's also a story of compelling narratives.
[00:30:03.860 --> 00:30:05.740]   - Right, so why, I'm sorry to interrupt,
[00:30:05.740 --> 00:30:06.900]   but this is a very important point.
[00:30:06.900 --> 00:30:10.380]   Why is active management a more compelling narrative
[00:30:10.380 --> 00:30:11.700]   than indexing?
[00:30:11.700 --> 00:30:16.100]   - Oh, well, it's because indexing is a very, very dull
[00:30:16.100 --> 00:30:17.300]   and non-compelling narrative.
[00:30:17.300 --> 00:30:19.940]   It's invest in three different index funds,
[00:30:19.940 --> 00:30:21.940]   spend 15 minutes a year doing it,
[00:30:21.940 --> 00:30:24.780]   and don't even, don't think about it beyond that
[00:30:24.780 --> 00:30:26.260]   and go about and live your life.
[00:30:26.260 --> 00:30:30.500]   That's a very dull, uncompelling narrative.
[00:30:30.500 --> 00:30:34.340]   The real narrative is to turn on the financial media
[00:30:34.340 --> 00:30:37.540]   and watch Jim Cramer jump up and down on the desk
[00:30:37.540 --> 00:30:39.340]   in a gorilla suit and go booyah.
[00:30:39.340 --> 00:30:41.780]   That is what compels people,
[00:30:41.780 --> 00:30:43.260]   or to hear a corporate executive come
[00:30:43.260 --> 00:30:45.220]   and talk about what a great company he has,
[00:30:45.220 --> 00:30:48.420]   or to hear a, listen to a strategist,
[00:30:48.420 --> 00:30:50.980]   a market strategist from a large bank
[00:30:50.980 --> 00:30:53.260]   talk about where he thinks the market is going
[00:30:53.260 --> 00:30:54.260]   in the next six months.
[00:30:54.260 --> 00:30:57.740]   That's much more compelling than buy three funds
[00:30:57.740 --> 00:31:01.660]   and rebalance it once a year and forget about it.
[00:31:01.660 --> 00:31:05.540]   It's just that the bogey head narrative is so dull.
[00:31:05.540 --> 00:31:08.060]   Now, where the bogey head narrative wins, of course,
[00:31:08.060 --> 00:31:09.180]   is on the data.
[00:31:09.180 --> 00:31:11.020]   But as we've already talked about,
[00:31:11.020 --> 00:31:13.780]   narrative always trumps data.
[00:31:13.780 --> 00:31:14.620]   - Yeah.
[00:31:14.620 --> 00:31:17.220]   It's funny, I spent a lot of time
[00:31:17.220 --> 00:31:19.500]   with the academic community.
[00:31:19.500 --> 00:31:20.900]   And of course, the academic community
[00:31:20.900 --> 00:31:25.100]   has a very dim view of the active management community,
[00:31:25.100 --> 00:31:26.060]   but they call them out.
[00:31:26.060 --> 00:31:27.660]   We know the numbers and the data.
[00:31:27.660 --> 00:31:30.300]   I covered the SPIVA study.
[00:31:30.300 --> 00:31:34.100]   Well, they're out twice a year, which is S&P.
[00:31:34.100 --> 00:31:38.220]   But that's something I can get on the air every year,
[00:31:38.220 --> 00:31:39.620]   twice a year.
[00:31:39.620 --> 00:31:41.260]   So the academic looks down
[00:31:41.260 --> 00:31:43.060]   on the actively management community.
[00:31:43.060 --> 00:31:44.540]   And the active management community
[00:31:44.540 --> 00:31:46.660]   despises the academic community
[00:31:46.660 --> 00:31:47.940]   because they call them out on it.
[00:31:47.940 --> 00:31:50.140]   They think they're a bunch of eggheads.
[00:31:50.140 --> 00:31:55.060]   And the active management community
[00:31:55.060 --> 00:31:56.060]   and the academic community
[00:31:56.060 --> 00:31:59.620]   also somewhat looks down on financial press
[00:31:59.620 --> 00:32:03.380]   because they feel, that's us folks, that's me.
[00:32:03.380 --> 00:32:06.340]   We are too complicit in going along
[00:32:06.340 --> 00:32:09.220]   with the active management narrative,
[00:32:09.220 --> 00:32:12.100]   which is also, you bring up in your book as well.
[00:32:12.100 --> 00:32:16.900]   So there's a lot of compelling,
[00:32:16.900 --> 00:32:20.220]   there's a lot of competing forces that are going on here.
[00:32:20.220 --> 00:32:23.420]   I will tell you, I'm afraid I don't just,
[00:32:23.420 --> 00:32:24.940]   I don't agree with you with your idea
[00:32:24.940 --> 00:32:26.700]   that indexing is not winning.
[00:32:26.700 --> 00:32:31.100]   I was a proponent of ETFs from 1997,
[00:32:31.100 --> 00:32:33.140]   and the time I became,
[00:32:33.140 --> 00:32:37.060]   and I've seen nothing but victory in indexing forces.
[00:32:37.060 --> 00:32:40.140]   I know people in the, I'm close to this community,
[00:32:40.140 --> 00:32:41.740]   the active management community.
[00:32:41.740 --> 00:32:43.180]   They're terrified.
[00:32:43.180 --> 00:32:46.980]   They are really worried that indexing is sweeping the world.
[00:32:46.980 --> 00:32:49.180]   So I've agreed everything you said,
[00:32:49.180 --> 00:32:53.380]   but I really think the bogey heads are winning.
[00:32:53.380 --> 00:32:56.140]   And the active management community is terrified.
[00:32:56.140 --> 00:33:00.220]   And you see it in their responses in the last 10 years,
[00:33:00.220 --> 00:33:01.860]   old fogies coming out and saying,
[00:33:01.860 --> 00:33:03.740]   "Oh, wait 'til this ETFs blow up,
[00:33:03.740 --> 00:33:06.740]   'cause there's not enough of the underlying stuff out there.
[00:33:06.740 --> 00:33:07.860]   It's all gonna blow up."
[00:33:07.860 --> 00:33:09.100]   It's all a lot of nonsense.
[00:33:09.100 --> 00:33:12.140]   It hasn't happened yet.
[00:33:12.140 --> 00:33:14.780]   Saying, "Oh, this is like communism.
[00:33:14.780 --> 00:33:17.060]   It's like brainless thinking."
[00:33:17.060 --> 00:33:18.140]   All nonsense.
[00:33:18.140 --> 00:33:20.980]   People know what high costs are.
[00:33:20.980 --> 00:33:23.500]   People have better understanding.
[00:33:23.500 --> 00:33:26.700]   The whole fund community is moving towards ETFs.
[00:33:26.700 --> 00:33:28.260]   They're moving towards lower costs.
[00:33:28.260 --> 00:33:30.420]   So I don't, am I crazy, Bill?
[00:33:30.420 --> 00:33:32.860]   I mean, did anything I said make any sense there?
[00:33:32.860 --> 00:33:33.700]   Don't you?
[00:33:33.700 --> 00:33:34.540]   - No, no, no, no.
[00:33:34.540 --> 00:33:35.380]   I agree with you.
[00:33:35.380 --> 00:33:37.500]   And remember, when you asked the question initially,
[00:33:37.500 --> 00:33:39.940]   I said, yes, the bogey heads are winning.
[00:33:39.940 --> 00:33:42.460]   But what I'm saying is they're winning very, very slowly.
[00:33:42.460 --> 00:33:44.900]   It's a glacial process.
[00:33:44.900 --> 00:33:49.660]   And it could be that my sampling of people is skewed
[00:33:49.660 --> 00:33:53.140]   in the sense that I'm talking to relatively ordinary people.
[00:33:53.140 --> 00:33:56.020]   But when I, just my acquaintances,
[00:33:56.020 --> 00:33:59.140]   to the extent that anybody who lives in Portland
[00:33:59.140 --> 00:34:00.580]   is ordinary, I suppose.
[00:34:00.580 --> 00:34:04.100]   But what I'm getting at is that,
[00:34:04.100 --> 00:34:05.380]   what I guess I'm trying to say
[00:34:05.380 --> 00:34:07.100]   is that the people who really matter,
[00:34:07.100 --> 00:34:09.900]   yes, are the people who are in the HR departments
[00:34:09.900 --> 00:34:11.740]   who are picking the funds.
[00:34:11.740 --> 00:34:12.940]   They're picking Vanguard funds.
[00:34:12.940 --> 00:34:13.780]   It's true.
[00:34:13.780 --> 00:34:16.500]   They're picking low cost index funds.
[00:34:16.500 --> 00:34:18.980]   Now, almost anybody in any kind of a decent,
[00:34:18.980 --> 00:34:22.180]   let me phrase it differently.
[00:34:22.180 --> 00:34:23.580]   20 years ago, it was very hard
[00:34:23.580 --> 00:34:25.940]   to find a decent 401(k) plan.
[00:34:25.940 --> 00:34:28.860]   Now, you look at most 401(k) plans,
[00:34:28.860 --> 00:34:32.420]   and most 401(k) plans have very good low cost choices.
[00:34:32.420 --> 00:34:35.980]   So the battle is being won, I think,
[00:34:35.980 --> 00:34:38.020]   at that very high level.
[00:34:38.020 --> 00:34:41.100]   But when you ask the average person on the street
[00:34:41.100 --> 00:34:43.980]   about indexing, and you ask them about finance,
[00:34:43.980 --> 00:34:47.460]   to them, finance is the guy on the TV
[00:34:47.460 --> 00:34:51.220]   who's picking stocks, and it's their broker.
[00:34:51.220 --> 00:34:54.340]   It's not the wisdom of Jack Bogle.
[00:34:54.340 --> 00:34:55.180]   - Yeah.
[00:34:55.180 --> 00:34:59.860]   Let me just move on here a bit
[00:34:59.860 --> 00:35:02.780]   and talk about the three fund portfolio,
[00:35:02.780 --> 00:35:04.660]   because people ask me all the time,
[00:35:04.660 --> 00:35:10.660]   what portfolio would I find compelling?
[00:35:10.660 --> 00:35:13.220]   And I said, "Investing should be simple.
[00:35:13.220 --> 00:35:15.620]   It shouldn't be that hard."
[00:35:15.620 --> 00:35:17.740]   And I always bring up the three fund,
[00:35:17.740 --> 00:35:19.540]   the Bogle has three fund portfolio book,
[00:35:19.540 --> 00:35:21.700]   which is basically some combination
[00:35:21.700 --> 00:35:25.340]   of total stock, total bond, and international.
[00:35:25.340 --> 00:35:29.380]   I'm wondering if you feel that still is a valid look.
[00:35:29.380 --> 00:35:32.940]   And what I'd love to do is,
[00:35:32.940 --> 00:35:36.900]   I constantly get people who send me 20 portfolios,
[00:35:36.900 --> 00:35:38.980]   very impressive, and many of them are indexing.
[00:35:38.980 --> 00:35:40.340]   They're not like crazy.
[00:35:40.340 --> 00:35:41.980]   And they say, "What do you think of this?"
[00:35:41.980 --> 00:35:44.940]   And I say, "Well, this is very interesting,
