
[00:00:00.000 --> 00:00:03.080]   (projector whirring)
[00:26:36.720 --> 00:26:38.480]   I would love it if you guys could blow some holes
[00:26:38.480 --> 00:26:40.800]   in this thesis, as it seems like there has to be
[00:26:40.800 --> 00:26:43.240]   some value provided by good people out there,
[00:26:43.240 --> 00:26:44.400]   that I need someone smarter than me
[00:26:44.400 --> 00:26:45.920]   to weigh it out real nice.
[00:26:45.920 --> 00:26:47.240]   - All right, I will say--
[00:26:47.240 --> 00:26:49.400]   - Basically, they're saying that you shouldn't exist,
[00:26:49.400 --> 00:26:50.440]   you shouldn't have a job, Alex.
[00:26:50.440 --> 00:26:51.960]   - Well, Alex is-- - Please put me in, Ben.
[00:26:51.960 --> 00:26:52.960]   - Hang on, Alex. - I'm not on this one.
[00:26:52.960 --> 00:26:55.280]   - Hang on, Alex, before I let you lose here.
[00:26:55.280 --> 00:26:57.480]   I will say there are now advisors who work with people
[00:26:57.480 --> 00:26:59.880]   who have higher incomes but don't have a lot in assets.
[00:26:59.880 --> 00:27:01.780]   There's hourly financial planners now.
[00:27:01.780 --> 00:27:04.320]   A little plug, we have an advisor dedicated
[00:27:04.320 --> 00:27:05.840]   to our lift-off program that people who have,
[00:27:05.840 --> 00:27:07.920]   don't meet the minimums for the other wealth management
[00:27:07.920 --> 00:27:09.760]   that have the ability to automate it,
[00:27:09.760 --> 00:27:10.600]   invest it through Betterment,
[00:27:10.600 --> 00:27:13.980]   but then also talk to one of our younger advisors, Matt.
[00:27:13.980 --> 00:27:16.660]   But I will say, hiring an advisor is not for everyone.
[00:27:16.660 --> 00:27:18.520]   I think there are some reasons that you wanna do it, right?
[00:27:18.520 --> 00:27:19.680]   A lot of people make some mistakes,
[00:27:19.680 --> 00:27:22.840]   some people have a life event, Alex is getting married,
[00:27:22.840 --> 00:27:25.080]   I talked with a client of ours who was a young person,
[00:27:25.080 --> 00:27:26.640]   young people, a young couple who was just having
[00:27:26.640 --> 00:27:28.640]   their first child and they have an advisor with us
[00:27:28.640 --> 00:27:31.360]   and they were having a hard time working through
[00:27:31.360 --> 00:27:34.440]   some decisions that they were making financially
[00:27:34.440 --> 00:27:35.280]   and having this first kid
[00:27:35.280 --> 00:27:36.960]   and having an advisor can help.
[00:27:36.960 --> 00:27:38.280]   Not everyone needs an advisor.
[00:27:38.280 --> 00:27:39.480]   I know there are a lot of smart people
[00:27:39.480 --> 00:27:41.840]   who can do it on their own and don't need one.
[00:27:41.840 --> 00:27:43.480]   But Alex, what are some of the main reasons
[00:27:43.480 --> 00:27:46.400]   people have come to you to kind of give this listener
[00:27:46.400 --> 00:27:49.060]   a reason for getting an advisor in the first place?
[00:27:49.060 --> 00:27:52.500]   With the understanding that you're probably a little biased.
[00:27:52.500 --> 00:27:57.020]   - I mean, sexy ass tax bracket, soft rumps.
[00:27:57.020 --> 00:27:59.220]   I mean, should we mark this not safe for work?
[00:27:59.220 --> 00:28:00.060]   I mean--
[00:28:00.060 --> 00:28:03.780]   - This is probably an English major.
[00:28:03.780 --> 00:28:04.620]   By the way--
[00:28:04.620 --> 00:28:05.460]   - Soft rumps.
[00:28:05.460 --> 00:28:07.460]   I thought you want hard rumps, right?
[00:28:07.460 --> 00:28:09.080]   - That's why we do squats and lunges here.
[00:28:09.080 --> 00:28:09.920]   All right, so--
[00:28:09.920 --> 00:28:11.860]   - That's why I'm the director of fun, all right, so--
[00:28:11.860 --> 00:28:13.220]   - What are the reasons that people come to you?
[00:28:13.220 --> 00:28:14.800]   What are some of the main reasons people come to you
[00:28:14.800 --> 00:28:17.260]   and say, I need an advisor, I wanna hire you?
[00:28:17.260 --> 00:28:21.260]   - Yeah, initially I definitely wanted to eviscerate this guy
[00:28:21.260 --> 00:28:24.080]   Benny Market style, but then I took a step back.
[00:28:24.080 --> 00:28:26.580]   One, 'cause you told me I can't rip apart our viewers.
[00:28:26.580 --> 00:28:30.340]   But secondly, because he's actually probably right, right?
[00:28:30.340 --> 00:28:31.720]   For the reasons that you mentioned.
[00:28:31.720 --> 00:28:34.740]   If he was, he 33 years old, 27 years old.
[00:28:34.740 --> 00:28:37.060]   This is one of the unfortunate truths in the industry, right?
[00:28:37.060 --> 00:28:39.380]   It's like younger folk who don't have the investable assets
[00:28:39.380 --> 00:28:42.620]   could benefit from some holistic financial planning advice.
[00:28:42.620 --> 00:28:43.740]   They can't find good advice.
[00:28:43.740 --> 00:28:45.820]   The Northwestern Mutual guy is right around the corner,
[00:28:45.820 --> 00:28:46.660]   the insurance guy.
[00:28:46.660 --> 00:28:49.940]   But other than that, there's really no good place to look.
[00:28:49.940 --> 00:28:53.420]   So right now, what I would recommend to this nega Alex,
[00:28:53.420 --> 00:28:55.740]   this anti-advisor other Alex,
[00:28:55.740 --> 00:28:58.780]   is listen to RWM content, what she's doing, right?
[00:28:58.780 --> 00:29:01.740]   The fact that you're listening to Portfolio Rescue
[00:29:01.740 --> 00:29:03.940]   makes me believe you're probably are perfectly fine
[00:29:03.940 --> 00:29:06.500]   with whatever diversified index investing strategy
[00:29:06.500 --> 00:29:07.460]   you are in.
[00:29:07.460 --> 00:29:10.660]   However, ways that a good advisor can help you
[00:29:10.660 --> 00:29:12.640]   even when you don't have a lot of investable assets,
[00:29:12.640 --> 00:29:14.560]   but you have a high income earning,
[00:29:14.560 --> 00:29:15.900]   financial goal planning, right?
[00:29:15.900 --> 00:29:19.100]   It's very helpful to set yourself up on a pad
[00:29:19.100 --> 00:29:20.500]   and not just invest blindly,
[00:29:20.500 --> 00:29:22.860]   having no idea what your short, intermediate,
[00:29:22.860 --> 00:29:24.700]   long-term net worth is going to be.
[00:29:24.700 --> 00:29:27.020]   When you can retire, when you can part-time work,
[00:29:27.020 --> 00:29:28.740]   can your wife dial it back?
[00:29:28.740 --> 00:29:30.820]   Education planning, if you wanna have kids.
[00:29:30.820 --> 00:29:33.320]   Tax planning, not just filing taxes,
[00:29:33.320 --> 00:29:36.740]   but the tax loss harvesting example I just mentioned, right?
[00:29:36.740 --> 00:29:39.860]   Also access to strategies that you can invest in on your own
[00:29:39.860 --> 00:29:41.280]   if the price is right.
[00:29:41.280 --> 00:29:42.900]   Lastly, and I think this is important
[00:29:42.900 --> 00:29:45.460]   and I'm gonna get more nuanced than we typically get,
[00:29:45.460 --> 00:29:48.580]   behavioral assistance, but not in the sense like,
[00:29:48.580 --> 00:29:50.360]   did you panic in 2020?
[00:29:50.360 --> 00:29:51.980]   Did you buy crypto in 2020?
[00:29:51.980 --> 00:29:54.300]   Did you get meme stunked in 2021?
[00:29:54.300 --> 00:29:55.420]   Did you sell anything this year?
[00:29:55.420 --> 00:29:58.060]   But did you buy this year, right?
[00:29:58.060 --> 00:29:59.500]   Did you rebalance this year?
[00:29:59.500 --> 00:30:01.860]   Like those are things that they actually don't show up
[00:30:01.860 --> 00:30:02.860]   in time-weighted returns,
[00:30:02.860 --> 00:30:04.800]   but they can really add to your bottom line
[00:30:04.800 --> 00:30:06.220]   if you do them correctly.
[00:30:06.220 --> 00:30:08.300]   What you don't need is insurance planning,
[00:30:08.300 --> 00:30:09.440]   especially 'cause you don't have kids.
[00:30:09.440 --> 00:30:11.900]   Like, you need insurance, but not insurance planning.
[00:30:11.900 --> 00:30:14.820]   You don't need complex estate planning.
[00:30:14.820 --> 00:30:16.620]   And then can I go a little in depth
[00:30:16.620 --> 00:30:18.180]   on like hiring an advisor real quick?
[00:30:18.180 --> 00:30:20.200]   - Yeah, but I mean, so one of the reasons
[00:30:20.200 --> 00:30:22.900]   that people come to us is because
[00:30:22.900 --> 00:30:24.100]   sometimes they wanna outsource it
[00:30:24.100 --> 00:30:25.580]   and then they just don't wanna do it themselves.
[00:30:25.580 --> 00:30:27.240]   They have more important things to do with their time.
[00:30:27.240 --> 00:30:29.180]   If you were interested in this stuff and you follow us,
[00:30:29.180 --> 00:30:31.260]   you probably are, then that's fine.
[00:30:31.260 --> 00:30:32.740]   But it could come to a point of your life when you go,
[00:30:32.740 --> 00:30:34.340]   you know what?
[00:30:34.340 --> 00:30:35.740]   I've been doing this on my own the whole time.
[00:30:35.740 --> 00:30:37.660]   My spouse doesn't pay attention to it as much as I do.
[00:30:37.660 --> 00:30:39.580]   I'm worried if I got hit by a bus,
[00:30:39.580 --> 00:30:42.420]   what's my spouse gonna do, right?
[00:30:42.420 --> 00:30:43.500]   - Contingency plan is good here.
[00:30:43.500 --> 00:30:46.620]   Let me quantify for this here real quick, Benny Buckets.
[00:30:46.620 --> 00:30:47.940]   All right, so let's say you spend
[00:30:47.940 --> 00:30:50.820]   three hours a week doing this, right?
[00:30:50.820 --> 00:30:51.660]   That seems reasonable
[00:30:51.660 --> 00:30:53.040]   if you're managing your own assets, right?
[00:30:53.040 --> 00:30:55.620]   Times 50, that's about 150 hours a year.
[00:30:55.620 --> 00:30:57.580]   If this guy's in a sexy ass tax bracket
[00:30:57.580 --> 00:30:58.860]   looking for soft rumps,
[00:30:58.860 --> 00:31:01.140]   he's probably making at least $25 an hour, right?
[00:31:01.140 --> 00:31:04.060]   He probably values his time at $25 an hour.
[00:31:04.060 --> 00:31:05.740]   I think that's a low number.
[00:31:05.740 --> 00:31:09.840]   That's about $3,700 a year of his time
[00:31:09.840 --> 00:31:13.060]   that he's spending on managing his own finances.
[00:31:13.060 --> 00:31:17.020]   Now, if you hire someone and pay them that exact fee,
[00:31:17.020 --> 00:31:18.780]   you're getting that value back.
[00:31:18.780 --> 00:31:21.660]   And now that's assuming he can get the exact same returns
[00:31:21.660 --> 00:31:26.660]   and do the exact same processes and elite strategies
[00:31:26.660 --> 00:31:29.420]   that financial planning groups can give you.
[00:31:29.420 --> 00:31:31.540]   So just assume that you can get a few basis points
[00:31:31.540 --> 00:31:32.620]   of value on top.
[00:31:32.620 --> 00:31:34.940]   That's when you can start to quantify
[00:31:34.940 --> 00:31:38.340]   why someone in his situation would hire an advisor.
[00:31:38.340 --> 00:31:39.380]   - I think what Alex is trying to say
[00:31:39.380 --> 00:31:41.500]   is that if you give him an email,
[00:31:41.500 --> 00:31:43.100]   he'll give you a 20 minute call
[00:31:43.100 --> 00:31:44.860]   about what it is to be an advisor
[00:31:44.860 --> 00:31:45.700]   and he'll walk you through.
[00:31:45.700 --> 00:31:46.860]   And then when you're ready to hire an advisor,
[00:31:46.860 --> 00:31:49.420]   if you want to, go talk to him.
[00:31:49.420 --> 00:31:50.420]   - Do you value your time?
[00:31:50.420 --> 00:31:52.420]   But to your point, Ben, and this is the last thing I have,
[00:31:52.420 --> 00:31:54.260]   there are those guys at Planet Fitness
[00:31:54.260 --> 00:31:55.660]   that pay $10 a month.
[00:31:55.660 --> 00:31:58.800]   They are super jacked and they are an elite shape.
[00:31:58.800 --> 00:32:01.860]   Like they don't need to hire a nutritionist
[00:32:01.860 --> 00:32:03.500]   or pay 200 bucks a month for CrossFit
[00:32:03.500 --> 00:32:04.720]   or do all these things.
[00:32:04.720 --> 00:32:06.220]   There are the outliers,
[00:32:06.220 --> 00:32:08.740]   but those people, and just like the do-it-yourselfers
[00:32:08.740 --> 00:32:10.180]   who are 50 with 5 million bucks,
[00:32:10.180 --> 00:32:11.260]   they're the outliers.
[00:32:11.260 --> 00:32:13.020]   They're not the median or the mean, though.
[00:32:13.020 --> 00:32:16.020]   - By the way, I used to have a membership
[00:32:16.020 --> 00:32:17.740]   at Planet Fitness, so thanks for that.
[00:32:17.740 --> 00:32:19.860]   - Well, there can only be so many guys like me at the gym,
[00:32:19.860 --> 00:32:23.500]   you know, but what I was gonna say is
[00:32:23.500 --> 00:32:25.340]   I feel like a lot of our audience
[00:32:25.340 --> 00:32:27.580]   are definitely more in the maybe inclined
[00:32:27.580 --> 00:32:29.660]   to be do-it-yourselfers, that kind of thing, right?
[00:32:29.660 --> 00:32:30.940]   They're watching financial content,
[00:32:30.940 --> 00:32:31.760]   they're trying to learn,
[00:32:31.760 --> 00:32:33.980]   they're reading you guys' blogs and stuff.
[00:32:33.980 --> 00:32:36.900]   And so, yeah, I feel like we might skew
[00:32:36.900 --> 00:32:37.740]   a little more that way,
[00:32:37.740 --> 00:32:39.100]   but yeah, I think the best explanation
[00:32:39.100 --> 00:32:42.040]   I have heard before is just when it's too complicated,
[00:32:42.040 --> 00:32:44.740]   stressful, time-consuming, your situation,
[00:32:44.740 --> 00:32:47.700]   then that's the time maybe you would go to someone else.
[00:32:47.700 --> 00:32:48.840]   - And if you're thinking about it,
[00:32:48.840 --> 00:32:51.020]   there's nothing that can hurt from having a conversation,
[00:32:51.020 --> 00:32:52.500]   and if you have a conversation
[00:32:52.500 --> 00:32:54.100]   and the financial advisor lays out
[00:32:54.100 --> 00:32:55.160]   all the things they can do for you,
[00:32:55.160 --> 00:32:56.260]   which they should be doing,
[00:32:56.260 --> 00:32:58.460]   these are the different things I will do for you,
[00:32:58.460 --> 00:33:00.220]   if you don't think that those are worth the money,
[00:33:00.220 --> 00:33:01.060]   then don't do it.
[00:33:01.060 --> 00:33:02.160]   But you can at least have the conversation
[00:33:02.160 --> 00:33:05.020]   without completely handing over your life savings
[00:33:05.020 --> 00:33:06.740]   before beforehand, right?
[00:33:06.740 --> 00:33:07.580]   - Two other things.
[00:33:07.580 --> 00:33:09.620]   - An hourly advisor is a good idea,
[00:33:09.620 --> 00:33:11.720]   and paying a one-time financial planning fee
[00:33:11.720 --> 00:33:12.760]   is a good idea for these people.
[00:33:12.760 --> 00:33:14.060]   - That's what I was about to ask you.
[00:33:14.060 --> 00:33:18.860]   Can you explain to people how you're charged, typically?
[00:33:18.860 --> 00:33:20.340]   That's something I feel like no one really,
[00:33:20.340 --> 00:33:22.060]   I don't even quite understand.
[00:33:22.060 --> 00:33:25.180]   - Yeah, so typically it's an AUM fee, right?
[00:33:25.180 --> 00:33:26.540]   Assets under management.
[00:33:26.540 --> 00:33:30.200]   We charge you 50 basis points, 0.5% of your overall assets,
[00:33:30.200 --> 00:33:31.860]   and we do everything for you.
[00:33:31.860 --> 00:33:34.100]   But for someone who has, it's actually,
[00:33:34.100 --> 00:33:34.940]   it's a good question.
[00:33:34.940 --> 00:33:37.020]   For someone with like $50,000,
[00:33:37.020 --> 00:33:38.820]   if you charge them 50 basis points,
[00:33:38.820 --> 00:33:40.500]   that's $250 for the year.
[00:33:40.500 --> 00:33:43.060]   Like, that's not a lot of money to pay for services,
[00:33:43.060 --> 00:33:45.640]   but you can pay, that's under the AUM model.
[00:33:45.640 --> 00:33:46.480]   But younger people can pay,
[00:33:46.480 --> 00:33:49.740]   "Hey, I'm gonna pay you 500 bucks to 1,000 bucks.
[00:33:49.740 --> 00:33:51.580]   "Talk to me for an hour or two.
[00:33:51.580 --> 00:33:53.240]   "Tell me what to do."
[00:33:53.240 --> 00:33:55.640]   The problem is you have to go and implement that yourself,
[00:33:55.640 --> 00:33:56.960]   but that can be really valuable
[00:33:56.960 --> 00:33:58.580]   if you do have the technical abilities
[00:33:58.580 --> 00:34:01.100]   to actually implement all of the things that I mentioned.
[00:34:01.100 --> 00:34:03.100]   And someone who's in their 30, 33 years old
[00:34:03.100 --> 00:34:05.420]   who's listening to Portfolio Rescue probably can.
[00:34:05.420 --> 00:34:06.500]   And there's almost no doubt
[00:34:06.500 --> 00:34:08.280]   that if you go to the right place,
[00:34:08.280 --> 00:34:09.540]   it's worth paying 500 bucks.
[00:34:09.540 --> 00:34:11.540]   - By the way, and I also think it's okay.
[00:34:11.540 --> 00:34:12.380]   Someone in the comments said,
[00:34:12.380 --> 00:34:13.380]   "I won't pay for a golf coach
[00:34:13.380 --> 00:34:14.420]   "that can't beat me on the course."
[00:34:14.420 --> 00:34:16.540]   And I haven't found one yet.
[00:34:16.540 --> 00:34:18.020]   Tiger Woods has a golf coach, right?
[00:34:18.020 --> 00:34:19.740]   All the best golfers in the world have coaches.
[00:34:19.740 --> 00:34:21.500]   Michael Jordan had trainers and coaches.
[00:34:21.500 --> 00:34:23.100]   Even the best people know when to outsource.
[00:34:23.100 --> 00:34:24.220]   So you just have to understand
[00:34:24.220 --> 00:34:25.820]   if outsourcing is right for you.
[00:34:25.820 --> 00:34:27.540]   - Can you tell this guy to reach out to us
[00:34:27.540 --> 00:34:28.380]   so we can hire him?
[00:34:28.380 --> 00:34:29.620]   It sounds like he's really good at this.
[00:34:29.620 --> 00:34:32.140]   - Can I follow up with one more question?
[00:34:32.140 --> 00:34:35.220]   Do you have one good red flag
[00:34:35.220 --> 00:34:36.780]   that someone should look out for
[00:34:36.780 --> 00:34:39.400]   if they're interviewing financial advisors?
[00:34:39.400 --> 00:34:41.540]   - Yeah, I mean, I already said it.
[00:34:41.540 --> 00:34:44.060]   If you go to an advisory group or a financial planning company
[00:34:44.060 --> 00:34:49.060]   and during the first meeting, they mention insurance,
[00:34:49.060 --> 00:34:51.380]   that is a huge red flag, right?
[00:34:51.380 --> 00:34:53.020]   That's always a part of the puzzle,
[00:34:53.020 --> 00:34:54.780]   but that's never like, oh, you're 50 years old,
[00:34:54.780 --> 00:34:55.620]   you could really benefit
[00:34:55.620 --> 00:34:58.260]   from some indexed universal life insurance policy
[00:34:58.260 --> 00:35:01.140]   or, hey, you could really cover your spouse's income
[00:35:01.140 --> 00:35:02.260]   by buying this whole life.
[00:35:02.260 --> 00:35:03.300]   That's the biggest red flag.
[00:35:03.300 --> 00:35:05.540]   - Yeah, it shouldn't be selling you products,
[00:35:05.540 --> 00:35:07.220]   it should be offering you solutions.
[00:35:07.220 --> 00:35:08.220]   - Right. - So, yeah.
[00:35:08.220 --> 00:35:09.700]   All right, Alex, after you get married,
[00:35:09.700 --> 00:35:12.100]   you can come back and give us some advice financially
[00:35:12.100 --> 00:35:14.620]   on how to be a newlywed.
[00:35:14.620 --> 00:35:16.220]   Remember, if you're listening to this in podcast form,
[00:35:16.220 --> 00:35:17.300]   leave us a review.
[00:35:17.300 --> 00:35:19.900]   Watching on YouTube, hit that subscribe button.
[00:35:19.900 --> 00:35:22.020]   Compound merch at idontshop.com.
[00:35:22.020 --> 00:35:23.900]   We're gonna have a new compound and friends tomorrow,
[00:35:23.900 --> 00:35:26.020]   as Michael calls it, TCAF.
[00:35:26.020 --> 00:35:28.140]   That hasn't, not growing on me yet, sorry.
[00:35:28.140 --> 00:35:30.260]   - Yeah, I'm not 100% in on it.
[00:35:30.260 --> 00:35:31.860]   - All right, keep those questions and comments coming.
[00:35:31.860 --> 00:35:34.500]   Wanna thank Alex again for offering his advice today.
[00:35:34.500 --> 00:35:37.780]   If you have a question, askthecompoundshow@gmail.com
[00:35:37.780 --> 00:35:39.500]   and we'll see you next week.
[00:35:39.500 --> 00:35:41.000]   - See you, everyone.
[00:35:41.000 --> 00:35:43.580]   (upbeat music)
[00:35:43.580 --> 00:35:46.160]   (upbeat music)
[00:35:46.160 --> 00:35:48.740]   (upbeat music)
[00:35:48.740 --> 00:35:51.320]   (upbeat music)
[00:35:51.320 --> 00:35:53.900]   (upbeat music)
[00:35:53.900 --> 00:35:56.480]   (upbeat music)
[00:35:56.480 --> 00:35:59.060]   (upbeat music)
[00:35:59.060 --> 00:36:00.480]   (upbeat music)

