
[00:00:00.040 --> 00:00:09.560]   Gedanken
[00:20:18.860 --> 00:20:18.860]   and you can do the same thing for all of us.
[00:20:18.860 --> 00:20:18.860]   and you can do the same thing for all of us.
[00:20:18.860 --> 00:20:18.860]   and you can do the same thing for all of us.
[00:20:18.860 --> 00:20:18.860]   and you can do the same thing for all of us.
[00:20:18.860 --> 00:20:18.860]   and you can do the same thing for all of us.
[00:20:18.860 --> 00:20:18.860]   and you can do the same thing for all of us.
[00:20:18.860 --> 00:20:18.860]   and you can do the same thing for all of us.
[00:20:18.860 --> 00:20:18.860]   and you can do the same thing for all of us.
[00:20:18.860 --> 00:20:18.860]   and you can do the same thing for all of us.
[00:20:18.860 --> 00:20:18.860]   and you can do the same thing for all of us.
[00:20:18.860 --> 00:20:18.860]   and you can do the same thing for all of us.
[00:20:18.860 --> 00:20:18.860]   and you can do the same thing for all of us.
[00:20:18.860 --> 00:20:18.860]   and you can do the same thing for all of us.
[00:20:18.860 --> 00:20:48.880]   and you can do the same thing for all of us.
[00:20:48.880 --> 00:20:48.880]   and you can do the same thing for all of us.
[00:20:48.880 --> 00:20:48.880]   and you can do the same thing for all of us.
[00:20:48.880 --> 00:20:48.880]   and you can do the same thing for all of us.
[00:20:48.880 --> 00:20:48.880]   and you can do the same thing for all of us.
[00:20:48.880 --> 00:20:48.880]   and you can do the same thing for all of us.
[00:20:48.880 --> 00:20:48.880]   and you can do the same thing for all of us.
[00:20:48.900 --> 00:21:18.900]   and you can do the same thing for all of us.
[00:21:18.900 --> 00:21:18.900]   and you can do the same thing for all of us.
[00:21:18.900 --> 00:21:18.900]   and you can do the same thing for all of us.
[00:21:18.900 --> 00:21:18.900]   and you can do the same thing for all of us.
[00:21:18.900 --> 00:21:18.900]   and you can do the same thing for all of us.
[00:21:18.900 --> 00:21:18.900]   and you can do the same thing for all of us.
[00:21:18.900 --> 00:21:18.900]   and you can do the same thing for all of us.
[00:21:18.900 --> 00:21:18.900]   and you can do the same thing for all of us.
[00:21:18.900 --> 00:21:18.900]   and you can do the same thing for all of us.
[00:21:18.900 --> 00:21:18.900]   and you can do the same thing for all of us.
[00:21:18.900 --> 00:21:18.900]   and you can do the same thing for all of us.
[00:21:18.900 --> 00:21:18.900]   and you can do the same thing for all of us.
[00:21:18.900 --> 00:21:18.900]   and you can do the same thing for all of us.
[00:21:18.900 --> 00:21:18.900]   and you can do the same thing for all of us.
[00:21:18.900 --> 00:21:18.900]   and you can do the same thing for all of us.
[00:21:18.900 --> 00:21:48.920]   and you can do the same thing for all of us.
[00:21:48.920 --> 00:21:48.920]   and you can do the same thing for all of us.
[00:21:48.920 --> 00:21:48.920]   and you can do the same thing for all of us.
[00:21:48.920 --> 00:21:48.920]   and you can do the same thing for all of us.
[00:21:48.920 --> 00:21:48.920]   and you can do the same thing for all of us.
[00:21:48.920 --> 00:21:48.920]   and you can do the same thing for all of us.
[00:21:48.920 --> 00:21:48.920]   and you can do the same thing for all of us.
[00:21:48.920 --> 00:21:48.920]   and you can do the same thing for all of us.
[00:21:48.920 --> 00:21:48.920]   and you can do the same thing for all of us.
[00:21:48.940 --> 00:22:18.940]   and you can do the same thing for all of us.
[00:22:18.940 --> 00:22:18.940]   and you can do the same thing for all of us.
[00:22:18.940 --> 00:22:18.940]   and you can do the same thing for all of us.
[00:22:18.940 --> 00:22:18.940]   and you can do the same thing for all of us.
[00:22:18.940 --> 00:22:18.940]   and you can do the same thing for all of us.
[00:22:18.940 --> 00:22:18.940]   and you can do the same thing for all of us.
[00:22:18.940 --> 00:22:18.940]   and you can do the same thing for all of us.
[00:22:18.940 --> 00:22:18.940]   and you can do the same thing for all of us.
[00:22:18.940 --> 00:22:18.940]   and you can do the same thing for all of us.
[00:22:18.940 --> 00:22:18.940]   and you can do the same thing for all of us.
[00:22:18.940 --> 00:22:18.940]   and you can do the same thing for all of us.
[00:22:18.940 --> 00:22:18.940]   and you can do the same thing for all of us.
[00:22:18.940 --> 00:22:18.940]   and you can do the same thing for all of us.
[00:22:18.940 --> 00:22:18.940]   and you can do the same thing for all of us.
[00:22:18.940 --> 00:22:18.940]   and you can do the same thing for all of us.
[00:22:18.940 --> 00:22:48.960]   and you can do the same thing for all of us.
[00:22:48.960 --> 00:22:48.960]   and you can do the same thing for all of us.
[00:22:48.960 --> 00:22:48.960]   and you can do the same thing for all of us.
[00:22:48.960 --> 00:22:48.960]   and you can do the same thing for all of us.
[00:22:48.960 --> 00:22:48.960]   and you can do the same thing for all of us.
[00:22:48.960 --> 00:22:48.960]   and you can do the same thing for all of us.
[00:22:48.960 --> 00:22:48.960]   and you can do the same thing for all of us.
[00:22:48.960 --> 00:22:48.960]   and you can do the same thing for all of us.
[00:22:48.960 --> 00:22:48.960]   and you can do the same thing for all of us.
[00:22:48.960 --> 00:22:48.960]   and you can do the same thing for all of us.
[00:22:48.980 --> 00:23:18.980]   and you can do the same thing for all of us.
[00:23:18.980 --> 00:23:18.980]   and you can do the same thing for all of us.
[00:23:18.980 --> 00:23:18.980]   and you can do the same thing for all of us.
[00:23:18.980 --> 00:23:18.980]   and you can do the same thing for all of us.
[00:23:18.980 --> 00:23:18.980]   and you can do the same thing for all of us.
[00:23:18.980 --> 00:23:18.980]   and you can do the same thing for all of us.
[00:23:18.980 --> 00:23:18.980]   and you can do the same thing for all of us.
[00:23:18.980 --> 00:23:18.980]   and you can do the same thing for all of us.
[00:23:18.980 --> 00:23:18.980]   and you can do the same thing for all of us.
[00:23:18.980 --> 00:23:18.980]   and you can do the same thing for all of us.
[00:23:18.980 --> 00:23:18.980]   and you can do the same thing for all of us.
[00:23:18.980 --> 00:23:18.980]   and you can do the same thing for all of us.
[00:23:18.980 --> 00:23:18.980]   and you can do the same thing for all of us.
[00:23:18.980 --> 00:23:18.980]   and you can do the same thing for all of us.
[00:23:18.980 --> 00:23:18.980]   and you can do the same thing for all of us.
[00:23:18.980 --> 00:23:49.000]   and you can do the same thing for all of us.
[00:23:49.000 --> 00:23:49.000]   and you can do the same thing for all of us.
[00:23:49.000 --> 00:23:49.000]   and you can do the same thing for all of us.
[00:23:49.000 --> 00:23:49.000]   and you can do the same thing for all of us.
[00:23:49.000 --> 00:23:49.000]   and you can do the same thing for all of us.
[00:23:49.000 --> 00:23:49.000]   and you can do the same thing for all of us.
[00:23:49.000 --> 00:23:49.000]   and you can do the same thing for all of us.
[00:23:49.000 --> 00:23:49.000]   and you can do the same thing for all of us.
[00:23:49.000 --> 00:23:49.000]   and you can do the same thing for all of us. and you can do the same thing for all of us. and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:23:49.020 --> 00:24:19.020]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:24:19.020 --> 00:24:19.020]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:24:19.020 --> 00:24:19.020]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:24:19.020 --> 00:24:19.020]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:24:19.020 --> 00:24:19.020]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:24:19.020 --> 00:24:19.020]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:24:19.020 --> 00:24:19.020]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:24:19.020 --> 00:24:19.020]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:24:19.040 --> 00:24:49.040]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:24:49.040 --> 00:24:49.040]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:24:49.040 --> 00:24:49.040]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:24:49.040 --> 00:24:49.040]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:24:49.040 --> 00:24:49.040]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:24:49.040 --> 00:24:49.040]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:24:49.060 --> 00:25:19.060]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:25:19.060 --> 00:25:19.060]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:25:19.060 --> 00:25:19.060]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:25:19.060 --> 00:25:19.060]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:25:19.060 --> 00:25:19.060]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:25:19.060 --> 00:25:19.060]   and you can do the same thing for all of us. and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:25:19.080 --> 00:25:49.080]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:25:49.080 --> 00:25:49.080]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:25:49.080 --> 00:25:49.080]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:25:49.080 --> 00:25:49.080]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:25:49.080 --> 00:25:49.080]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:25:49.100 --> 00:26:19.100]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:26:19.100 --> 00:26:19.100]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:26:19.100 --> 00:26:19.100]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:26:19.100 --> 00:26:19.100]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:26:19.120 --> 00:26:49.120]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:26:49.120 --> 00:26:49.120]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:26:49.120 --> 00:26:49.120]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:26:49.120 --> 00:26:49.120]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:26:49.120 --> 00:26:49.120]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:26:49.120 --> 00:26:49.120]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:26:49.120 --> 00:26:49.120]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:26:49.120 --> 00:26:49.120]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:26:49.140 --> 00:27:19.140]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:27:19.140 --> 00:27:19.140]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:27:19.140 --> 00:27:19.140]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:27:19.140 --> 00:27:19.140]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:27:19.140 --> 00:27:19.140]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:27:19.160 --> 00:27:49.160]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:27:49.160 --> 00:27:49.160]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:27:49.160 --> 00:27:49.160]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:27:49.160 --> 00:27:49.160]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:27:49.160 --> 00:27:49.160]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:27:49.160 --> 00:27:49.160]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:27:49.160 --> 00:27:49.160]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:27:49.180 --> 00:28:19.180]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:28:19.180 --> 00:28:19.180]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:28:19.180 --> 00:28:19.180]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:28:19.180 --> 00:28:19.180]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:28:19.180 --> 00:28:19.180]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:28:19.180 --> 00:28:19.180]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:28:19.200 --> 00:28:49.200]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:28:49.200 --> 00:28:49.200]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:28:49.200 --> 00:28:49.200]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:28:49.200 --> 00:28:49.200]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:28:49.200 --> 00:28:49.200]   and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:28:49.200 --> 00:28:49.200]   and you can do the same thing for all of us. and you can do the same thing for all of us. and you can do the same thing for all of us.
[00:28:49.240 --> 00:29:19.220]  ,
[00:29:19.220 --> 00:29:19.220]   and you can do the same thing for all of us.
[00:29:19.220 --> 00:29:19.220]   and you can do the same thing for all of us.
[00:29:19.220 --> 00:29:19.220]   and you can do the same thing for all of us.
[00:29:19.220 --> 00:29:19.220]   and you can do the same thing for all of us.
[00:29:19.220 --> 00:29:19.220]   and you can do the same thing for all of us.
[00:29:19.220 --> 00:29:19.220]   and you can do the same thing for all of us.
[00:29:19.220 --> 00:29:19.220]   and you can do the same thing for all of us.
[00:29:19.220 --> 00:29:19.220]   and you can do the same thing for all of us.
[00:29:19.220 --> 00:29:19.220]   and you can do the same thing for all of us.
[00:29:19.220 --> 00:29:19.220]   and you can do the same thing for all of us.
[00:29:19.220 --> 00:29:19.220]   and you can do the same thing for all of us.
[00:29:19.240 --> 00:29:49.240]   I'm not saying that you can do the same thing for all of us.
[00:29:49.240 --> 00:29:49.240]   I'm not saying that you can do the same thing for all of us.
[00:29:49.240 --> 00:29:49.240]   I'm not saying that you can do the same thing for all of us.
[00:29:49.240 --> 00:29:49.240]   I'm not saying that you can do the same thing for all of us.
[00:29:49.240 --> 00:29:49.240]   I'm not saying that you can do the same thing for all of us.
[00:29:49.240 --> 00:29:49.240]   I'm not saying that you can do the same thing for all of us.
[00:29:49.240 --> 00:29:49.240]   I'm not saying that you can do the same thing for all of us.
[00:29:49.240 --> 00:29:49.240]   I'm not saying that you can do the same thing for all of us.
[00:29:49.240 --> 00:29:49.240]   I'm not saying that you can do the same thing for all of us.
[00:29:49.240 --> 00:29:49.240]   I'm not saying that you can do the same thing for all of us.
[00:29:49.240 --> 00:29:49.240]   I'm not saying that you can do the same thing for all of us.
[00:29:49.240 --> 00:29:49.240]   I'm not saying that you can do the same thing for all of us.
[00:29:49.260 --> 00:30:19.260]   I'm not saying that you can do the same thing for all of us.
[00:30:19.260 --> 00:30:19.260]   I'm not saying that you can do the same thing for all of us.
[00:30:19.260 --> 00:30:19.260]   I'm not saying that you can do the same thing for all of us.
[00:30:19.260 --> 00:30:19.260]   I'm not saying that you can do the same thing for all of us.
[00:30:19.260 --> 00:30:19.260]   I'm not saying that you can do the same thing for all of us.
[00:30:19.260 --> 00:30:19.260]   I'm not saying that you can do the same thing for all of us.
[00:30:19.260 --> 00:30:19.260]   I'm not saying that you can do the same thing for all of us.
[00:30:19.260 --> 00:30:19.260]   I'm not saying that you can do the same thing for all of us.
[00:30:19.260 --> 00:30:19.260]   I'm not saying that you can do the same thing for all of us.
[00:30:19.280 --> 00:30:49.280]   I'm not saying that you can do the same thing for all of us.
[00:30:49.280 --> 00:30:49.280]   I'm not saying that you can do the same thing for all of us.
[00:30:49.280 --> 00:30:49.280]   I'm not saying that you can do the same thing for all of us.
[00:30:49.280 --> 00:30:49.280]   I'm not saying that you can do the same thing for all of us.
[00:30:49.280 --> 00:30:49.280]   I'm not saying that you can do the same thing for all of us.
[00:30:49.280 --> 00:30:49.280]   I'm not saying that you can do the same thing for all of us.
[00:30:49.280 --> 00:30:49.280]   I'm not saying that you can do the same thing for all of us.
[00:30:49.280 --> 00:30:49.280]   I'm not saying that you can do the same thing for all of us.
[00:30:49.280 --> 00:30:49.280]   I'm not saying that you can do the same thing for all of us.
[00:30:49.280 --> 00:30:49.280]   I'm not saying that you can do the same thing for all of us.
[00:30:49.280 --> 00:30:49.280]   I'm not saying that you can do the same thing for all of us.
[00:30:49.280 --> 00:30:49.280]   I'm not saying that you can do the same thing for all of us.
[00:30:49.300 --> 00:31:19.300]   I'm not saying that you can do the same thing for all of us.
[00:31:19.300 --> 00:31:19.300]   I'm not saying that you can do the same thing for all of us.
[00:31:19.300 --> 00:31:19.300]   I'm not saying that you can do the same thing for all of us.
[00:31:19.300 --> 00:31:19.300]   I'm not saying that you can do the same thing for all of us.
[00:31:19.300 --> 00:31:19.300]   I'm not saying that you can do the same thing for all of us.
[00:31:19.300 --> 00:31:19.300]   I'm not saying that you can do the same thing for all of us.
[00:31:19.300 --> 00:31:19.300]   I'm not saying that you can do the same thing for all of us.
[00:31:19.300 --> 00:31:19.300]   I'm not saying that you can do the same thing for all of us.
[00:31:19.300 --> 00:31:19.300]   I'm not saying that you can do the same thing for all of us.
[00:31:19.300 --> 00:31:19.300]   I'm not saying that you can do the same thing for all of us.
[00:31:19.320 --> 00:31:49.320]   I'm not saying that you can do the same thing for all of us.
[00:31:49.320 --> 00:31:49.320]   I'm not saying that you can do the same thing for all of us.
[00:31:49.320 --> 00:31:49.320]   I'm not saying that you can do the same thing for all of us.
[00:31:49.320 --> 00:31:49.320]   I'm not saying that you can do the same thing for all of us.
[00:31:49.320 --> 00:31:49.320]   I'm not saying that you can do the same thing for all of us.
[00:31:49.320 --> 00:31:49.320]   I'm not saying that you can do the same thing for all of us.
[00:31:49.320 --> 00:31:49.320]   I'm not saying that you can do the same thing for all of us.
[00:31:49.320 --> 00:31:49.320]   I'm not saying that you can do the same thing for all of us.
[00:31:49.320 --> 00:31:49.320]   I'm not saying that you can do the same thing for all of us.
[00:31:49.320 --> 00:31:49.320]   I'm not saying that you can do the same thing for all of us.
[00:31:49.320 --> 00:31:49.320]   I'm not saying that you can do the same thing for all of us.
[00:31:49.320 --> 00:31:49.320]   I'm not saying that you can do the same thing for all of us.
[00:31:49.340 --> 00:32:19.340]   I'm not saying that you can do the same thing for all of us.
[00:32:19.340 --> 00:32:19.340]   I'm not saying that you can do the same thing for all of us.
[00:32:19.340 --> 00:32:19.340]   I'm not saying that you can do the same thing for all of us.
[00:32:19.340 --> 00:32:19.340]   I'm not saying that you can do the same thing for all of us.
[00:32:19.340 --> 00:32:19.340]   I'm not saying that you can do the same thing for all of us.
[00:32:19.340 --> 00:32:19.340]   I'm not saying that you can do the same thing for all of us.
[00:32:19.340 --> 00:32:19.340]   I'm not saying that you can do the same thing for all of us.
[00:32:19.340 --> 00:32:19.340]   I'm not saying that you can do the same thing for all of us.
[00:32:19.340 --> 00:32:19.340]   I'm not saying that you can do the same thing for all of us.
[00:32:19.340 --> 00:32:19.340]   I'm not saying that you can do the same thing for all of us.
[00:32:19.340 --> 00:32:19.340]   I'm not saying that you can do the same thing for all of us.
[00:32:19.380 --> 00:32:49.360]  ,
[00:32:49.360 --> 00:32:49.360]   and
[00:32:49.360 --> 00:32:49.360]   and
[00:32:49.360 --> 00:32:49.360]   and
[00:32:49.360 --> 00:32:49.360]   and
[00:32:49.360 --> 00:32:49.360]   and
[00:32:49.360 --> 00:32:49.360]   and
[00:32:49.360 --> 00:32:49.360]   and
[00:32:49.360 --> 00:32:49.360]   and
[00:32:49.360 --> 00:32:49.360]   and
[00:32:49.360 --> 00:32:49.360]   and
[00:32:49.360 --> 00:32:49.360]   and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and the the freedom to free to free to free to free to free to free to free to free to free to free to free to free to free to free to free to free to free to free to free to free to free to free to free to free to free to free to free to free to learn what matters. One of the major complaints. I have institutionalized schooling is that what they teach is irrelevant., largely irrelevant.
[00:32:49.380 --> 00:33:19.380]   to real life.
[00:33:19.380 --> 00:33:19.380]   There's a meme that goes around and shows a picture of a parallelogram and then it talks about sure glad I know what a parallelogram is because during the season the parallel during parallelogram season I might enter my knowledge really becomes useful. The play of course is tax season. They didn't teach me about taxes in high school, but they taught me about parallelograms, but I don't care about parallelograms. It's hard to use that basic knowledge of geometry.
[00:33:19.380 --> 00:33:19.380]   It's hard to use that basic knowledge of geometry.
[00:33:19.380 --> 00:33:19.380]   It's hard to use that basic knowledge of geometry.
[00:33:19.380 --> 00:33:19.380]   It's hard to use that basic knowledge of geometry.
[00:33:19.380 --> 00:33:19.380]   It's hard to use that basic knowledge of geometry.
[00:33:19.380 --> 00:33:19.380]   It's hard to use that basic knowledge of geometry.
[00:33:19.380 --> 00:33:19.380]   It's hard to use that basic knowledge of geometry.
[00:33:19.380 --> 00:33:19.380]   It's hard to use that basic knowledge of geometry.
[00:33:19.380 --> 00:33:19.380]   It's hard to use that basic knowledge of geometry.
[00:33:19.420 --> 00:33:49.400]   and I'm sure on a day-to-day basis but the tax knowledge is really important. Well I have a high opinion of academics. I really care about some of that academic knowledge even if it's not directly applicable so I want my children to learn that but I don't want them to learn that exclusively the way that institutionalized schooling is done fails most students if we use as a definition of success that they're prepared to live as productive knowledgeable adults
[00:33:49.420 --> 00:34:19.420]   and I'm sure on a day-to-day basis but the tax knowledge is really important. Well I have a high opinion of academics. I really care about some of that academic knowledge even if it's not directly applicable so I want my children to learn that successful knowledgeable adults
[00:34:19.420 --> 00:34:19.420]   I'm sure on a day-to-day basis but the tax knowledge is really important. Well I have a high opinion of academics. I really care about some of that academic knowledge even if it's not directly applicable so I want my children to learn that successful knowledgeable adults
[00:34:19.420 --> 00:34:19.420]   and I'm sure on a day-to-day basis but the tax knowledge is really important. Well I have a high opinion of academics. I really care about some of that academic knowledge even if it's not directly applicable so I want my children to learn that successful knowledgeable adults
[00:34:19.460 --> 00:34:49.440]  ,
[00:34:49.440 --> 00:34:49.440]   I'm sure on a day-to-day basis but the tax knowledge is really important. Well I have a high opinion of academics. I really care about some of that academic knowledge even if it's not directly applicable so I want my children to learn that successful knowledgeable adults
[00:34:49.440 --> 00:34:49.440]   and I'm sure on a day-to-day basis but the tax knowledge is really important. Well I have a high opinion of academics. I really care about some of that academic knowledge even if it's not directly applicable so I want my children to learn that successful knowledgeable adults
[00:34:49.460 --> 00:35:19.460]   I'm sure on a day-to-day basis but the tax knowledge is really important. Well I have a high opinion of academics. I really care about some of that academic knowledge even if it's not directly applicable
[00:35:19.460 --> 00:35:19.460]   I'm sure on a day-to-day basis but the tax knowledge is really important. Well I have a high opinion of academics. I really care about some of that academic knowledge even if it's not directly applicable
[00:35:19.460 --> 00:35:19.460]   I'm sure on a day-to-day basis but the tax knowledge is really important. Well I have a high opinion of academics. I really care about some of that academic knowledge even if it's not directly applicable
[00:35:19.460 --> 00:35:19.460]   I'm sure on a day-to-day basis but the tax knowledge is really important. Well I have a high opinion of academics. I really care about some of that academic knowledge even if it's not directly applicable
[00:35:19.460 --> 00:35:49.480]   a high opinion of academics. I really care about some of that academic knowledge even if it's not directly applicable
[00:35:49.480 --> 00:35:49.480]   I'm sure on a day-to-day basis but the tax knowledge is really important. Well I have a high opinion of academics. I really care about some of that academic knowledge even if it's not directly applicable
[00:35:49.480 --> 00:35:49.480]   I'm sure on a day-to-day basis but the tax knowledge is really important. Well I have a high opinion of academics. I really care about some of that academic knowledge even if it's not directly applicable
[00:35:49.500 --> 00:36:19.500]   I'm sure on a day-to-day basis but the tax knowledge is really important. Well I have a high opinion of academics. I really care about some of that academic knowledge even if it's not directly applicable
[00:36:19.500 --> 00:36:19.500]   I'm sure on a day-to-day basis but the tax knowledge is really important. Well I have a high opinion of academics. I really care about some of that academic knowledge even if it's not directly applicable
[00:36:19.500 --> 00:36:19.500]   I'm sure on a day-to-day basis but the tax knowledge is really important. Well I have a high opinion of academics. I really care about some of that academic knowledge even if it's not directly applicable
[00:36:19.500 --> 00:36:19.500]   I'm sure on a day-to-day basis but the tax knowledge is really important. Well I have a high opinion of academics. I really care about some of that academic knowledge even if it's not directly applicable
[00:36:19.540 --> 00:36:49.520]  ,
[00:36:49.520 --> 00:36:49.520]   I'm sure on a day-to-day basis but the tax knowledge is really important. Well I have a high opinion of academics. I really care about some of that academic knowledge even if it's not directly applicable
[00:36:49.520 --> 00:36:49.520]   I'm sure on a day-to-day basis but the tax knowledge is really important. Well I have a high opinion of academics. I really care about some of that academic knowledge even if it's not directly applicable
[00:36:49.540 --> 00:37:19.540]   I'm sure on a day-to-day basis but the tax knowledge is really important. Well I have a high opinion of academics. I really care about some of that academic knowledge even if it's not directly applicable
[00:37:19.540 --> 00:37:19.540]   I'm sure on a day-to-day basis but the tax knowledge is really important. Well I have a high opinion of academics. I really care about some of that academic knowledge even if it's not directly applicable
[00:37:19.540 --> 00:37:19.540]   I'm sure on a day-to-day basis but the tax knowledge is really important. Well I have a high opinion of academics. I really care about some of that academic knowledge even if it's not directly applicable
[00:37:19.540 --> 00:37:19.540]   I'm sure on a day-to-day basis but the tax knowledge is really important. Well I have a high opinion of academics. I really care about some of that academic knowledge even if it's not directly applicable
[00:37:19.540 --> 00:37:49.560]   a family in the future if I think we'll constrain academic
[00:37:49.560 --> 00:37:49.560]   a family in the future if I think we'll constrain academic
[00:37:49.560 --> 00:37:49.560]   a family in the future if I think we'll constrain academic
[00:37:49.560 --> 00:37:49.560]   a family in the future if I think we'll constrain academic
[00:37:49.560 --> 00:37:49.560]   a family in the future if I think we'll constrain academic
[00:37:49.560 --> 00:37:49.560]   a family in the future if I think we'll constrain academic
[00:37:49.560 --> 00:37:49.560]   a family in the future if I think we'll constrain academic
[00:37:49.560 --> 00:37:49.560]   a family in the future if I think we'll constrain academic
[00:37:49.560 --> 00:37:49.560]   a family in the future if I think we'll constrain academic
[00:37:49.580 --> 00:38:19.580]   a family in the future if I think we'll constrain academic
[00:38:19.580 --> 00:38:19.580]   a family in the future if I think we'll constrain academic
[00:38:19.580 --> 00:38:19.580]   a family in the future if I think we'll constrain academic
[00:38:19.580 --> 00:38:19.580]   a family in the future if I think we'll constrain academic
[00:38:19.580 --> 00:38:19.580]   a family in the future if I think we'll constrain academic
[00:38:19.580 --> 00:38:19.580]   a family in the future if I think we'll constrain academic
[00:38:19.580 --> 00:38:19.580]   a family in the future if I think we'll constrain academic
[00:38:19.580 --> 00:38:19.580]   a family in the future if I think we'll constrain academic
[00:38:19.580 --> 00:38:19.580]   a family in the future if I think we'll constrain academic
[00:38:19.580 --> 00:38:19.580]   a family in the future if I think we'll constrain academic academic
[00:38:19.620 --> 00:38:25.500]   Mad
[00:38:25.500 --> 00:38:30.400]   i and
[00:40:39.080 --> 00:40:39.080]   that that that that that that that that that that that that that that that that that that that that that that that that the ability to earn and save money while they're living at home and to be able to start their their married life in a paid for house tremendous i mean that that changes dramatically and that's a tremendous legacy to live to your children the ability to earn and save money while they're living at home and to be able to start their their married life in a paid for house tremendous i mean that that changes dramatically
[00:40:55.980 --> 00:41:06.980]   it changes your family tree and yet it's not rocket science all it is is the implementation of practical skills with academic instruction shrink academic students and make your family look like and how well you can invest in that family it changes your family tree and yet it's not rocket science all it is is the implementation of practical skills with academic instruction shrink academic students and make your family look like and how well you can invest in that family it changes your family tree
[00:41:07.020 --> 00:41:18.040]   instead
[00:43:59.120 --> 00:44:00.580]   to her website publishing her information as part of her work.
[00:44:20.140 --> 00:44:22.260]   to her website publishing her information as part of her work.
[00:44:22.260 --> 00:44:30.040]   The ability to use a child's unique learning style is, I think, a secret weapon that will help the child to get way more
[00:44:30.040 --> 00:44:30.040]   The ability to use a child's unique learning style is, I think, a secret weapon that will help the child to get way more
[00:44:30.040 --> 00:44:30.200]   The ability to use a child's unique learning style is, I think, a secret weapon that will help the child to get way more
[00:44:30.200 --> 00:44:30.200]   The ability to use a child's unique learning style is, I think, a secret weapon that will help the child to get way more
[00:44:30.200 --> 00:44:30.200]   The ability to use a child's unique learning style is, I think, a secret weapon that will help the child to get way more
[00:44:30.200 --> 00:44:30.200]   The ability to use a child's unique learning style is, I think, a secret weapon that will help the child to get way more
