
[00:00:00.040 --> 00:00:09.800]  athi en
[00:49:28.100 --> 00:49:30.100]   the
[00:49:30.100 --> 00:49:32.100]   the
[00:49:32.100 --> 00:49:34.100]   the
[00:49:34.100 --> 00:49:36.100]   the
[00:49:36.100 --> 00:49:38.100]   the
[00:49:38.100 --> 00:49:40.100]   the
[00:49:40.100 --> 00:49:42.100]   the
[00:49:42.100 --> 00:49:44.100]   the
[00:49:44.100 --> 00:49:46.100]   the
[00:49:46.100 --> 00:49:48.100]   the
[00:49:48.100 --> 00:49:50.100]   the
[00:49:50.100 --> 00:49:51.100]   the
[00:49:51.100 --> 00:49:51.100]   the
[00:49:51.140 --> 00:49:57.240]   iş, ,, dire
[00:49:57.240 --> 00:50:02.040]   #
[00:50:02.040 --> 00:50:07.320]   die Shap I Ça I fell heads I leading視 provideек him in over Nil "G"
[00:50:07.320 --> 00:50:17.500]   negative
[00:50:20.080 --> 00:50:30.200]   bel
[00:50:30.200 --> 00:50:31.140]   may a IN D circa
[00:50:31.140 --> 00:50:48.840]   no end, and, and, en,,,,,,,,,, 폭 1 qualify " substitutekerав knocked alanuntuadut weigh true Auss R Un give a D earned
[00:50:48.920 --> 00:50:50.260]   didnt want to give a D mark on the D mark.
[00:50:50.260 --> 00:50:52.960]   But then the small changes they can have a big effect.
[00:50:52.960 --> 00:50:59.840]   And I think, for instance, about the war in Ukraine, there was a moment now it's now it's a struggle between nations.
[00:50:59.840 --> 00:51:10.300]   But there was a moment when the decision was taken in the mind of a single individual of Vladimir Putin, and he could have decided otherwise.
[00:51:10.300 --> 00:51:13.640]   And the, the, the, the world would have looked completely different.
[00:51:13.640 --> 00:51:17.720]   And another leader, Vladimir Zelensky could have decided to leave Kiev.
[00:51:17.720 --> 00:51:17.720]   And another leader, Volodymyr Zelensky could have decided to leave Kiev.
[00:51:17.720 --> 00:51:17.720]   And another leader, Volodymyr Zelensky could have decided to leave Kiev.
[00:51:17.720 --> 00:51:17.720]   And another leader, Volodymyr Zelensky could have decided to leave Kiev.
[00:51:17.720 --> 00:51:17.720]   And another leader, Volodymyr Zelensky could have decided to leave Kiev.
[00:51:17.740 --> 00:51:46.660]   and another leader, Volodymyr Zelensky could have decided to leave Kiev.
[00:51:46.660 --> 00:51:46.720]   And another leader, Volodymyr Zelensky could have decided to leave Kiev.
[00:51:46.720 --> 00:51:46.760]   and another leader, Volodymyr Zelensky could have decided to leave Kiev.
[00:51:46.760 --> 00:51:46.860]   and another leader, Volodymyr Zelensky could have decided to leave Kiev.
[00:51:46.860 --> 00:51:46.920]   and another leader, Volodymyr Zelensky could have decided to leave Kiev.
[00:51:46.920 --> 00:51:46.960]   and another leader, Volodymyr Zelensky could have decided to leave Kiev.
[00:51:47.000 --> 00:51:56.200]   West
[00:51:56.200 --> 00:51:57.460]   stairs like
[00:51:57.460 --> 00:51:58.500]   sense guess. L Pro Roll
[00:51:58.500 --> 00:52:16.800]  ,,,,,,,,, all e blind more em G Mohammed wasnmedim email Unterيرة. She was a Choheen, he was a law, I look, one, is, castle, or, make, esper, salut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'re was over給 about like, potentiallyquer't couldn't包 joined good34 chapter should talk about concentrate買
[00:52:16.840 --> 00:52:26.720]   của love
[00:52:26.720 --> 00:52:29.380]   continue. million twiş belong
[00:52:29.380 --> 00:52:45.560]   fell under the Beyond . . . . . ., yeah, imagine, guard, watch,ush, Sung, kingdom, continue, reduces,ав,ko, Indian, trusted,朝, Truck. didnt, hot. whats., op. terce, cor. P. is. quite, pad. gas. the B. con. is that. over the happy, divide, trunk, Individual,bt.
[00:52:45.760 --> 00:52:56.200]   help
[00:52:56.200 --> 00:52:59.780]   More G at likeogn� Horse persuade only cause not, and, de, bad,
[00:52:59.780 --> 00:53:13.960]  ,
[00:53:13.960 --> 00:53:14.660]   " Eng.ogn.grade. irresponsible Schwar all Woo: was the in the nextília concentre. It will never be sunkre's is reduces läng swap the Konel. And, mission. S. And, vers.
[00:53:14.780 --> 00:53:43.800]   road. They lost the Second World War. And after they lost, then they became one of the most prosperous countries in the world because their enemies that defeated them evidently supported them and allowed them to become such a prosperous and successful nation. So, you know, if you can lose the war and still be so successful, obviously you could just have skipped the war. You didn't need it.
[00:53:43.940 --> 00:54:13.840]  ,
[00:54:13.980 --> 00:54:43.860]  ,
[00:54:43.860 --> 00:54:43.880]   .
[00:54:43.880 --> 00:54:43.880]   .
[00:54:43.920 --> 00:54:53.400]   screwed Thank 12 comic play
[00:54:53.400 --> 00:55:12.260]   income beTAI,"t, I,,,,,,,, in the week and the book and the by and the made the present to the show. So,ư,เห �統, movement. I, Нап,가는,ав,에는, Public, deal, trabajo,
[00:55:12.280 --> 00:55:16.500]   competition between different stories and between stories, fiction and the truth.
[00:55:16.500 --> 00:55:20.440]   The truth has two big problems.
[00:55:20.440 --> 00:55:26.540]   The truth tends to be complicated and the truth tends to be painful.
[00:55:26.540 --> 00:55:30.120]   The real story of,
[00:55:30.120 --> 00:55:35.480]   let's talk about nations, the real story of every nation is complicated and
[00:55:35.480 --> 00:55:40.820]   it contains some painful episodes. We are not always good.
[00:55:41.080 --> 00:56:10.760]  , we sometimes do bad things. Now, if you go to people and you tell them a complicated and
[00:56:10.900 --> 00:56:40.780]   the truth is, if you go to people and you tell them a complicated and
[00:56:40.780 --> 00:56:40.780]   It's not always good., if you go to people and you tell them a complicated and
[00:56:40.780 --> 00:56:40.780]   It's not always good., if you go to people and you tell them a complicated and
[00:56:40.780 --> 00:56:40.780]   it's not always good., if you go to people and you tell them a complicated and
[00:56:40.780 --> 00:56:40.780]   it's not always good., if you go to people and you tell them a complicated and
[00:56:40.780 --> 00:56:40.780]   it's not always good., if you go to people and you tell them a complicated and
[00:56:40.780 --> 00:56:40.780]   it's not always good., if you go to people and you tell them a complicated and
[00:56:40.800 --> 00:57:10.800]   it's not always good., if you go to people and you tell them a complicated and
[00:57:10.800 --> 00:57:10.800]   You are beautiful. You are ethical. Everything you do is good. You have never done anything wrong.
[00:57:10.800 --> 00:57:10.800]   You are beautiful. You are ethical. Everything you do is good. You have never done anything wrong.
[00:57:10.800 --> 00:57:10.800]   You are beautiful. You are ethical. Everything you do is good. You have never done anything wrong.
[00:57:10.800 --> 00:57:10.800]   You are beautiful. You are ethical. Everything you do is good. You have never done anything wrong.
[00:57:10.800 --> 00:57:10.800]   You are beautiful. You are ethical. Everything you do is good. You have never done anything wrong.
[00:57:10.840 --> 00:57:40.820]   the world. When people hear that, it's like looking in the mirror and seeing something very beautiful. Hey, I'm beautiful. We've never done anything wrong. We are victims. Everybody is. And when you look and you heard in school that fascism, that fascists are monsters. And you look in the mirror, you see something very beautiful. And you say I can't be a fascist because fascists are monsters.
[00:57:40.820 --> 00:57:40.820]   You know that fascism is the most important thing in the world.
[00:57:40.840 --> 00:58:10.840]   You know that fascism is the most important thing in the world.
[00:58:10.840 --> 00:58:10.840]   You know that fascism is the most important thing in the world.
[00:58:10.840 --> 00:58:10.840]   You know that fascism is the most important thing in the world.
[00:58:10.840 --> 00:58:10.840]   You know that fascism is the most important thing in the world.
[00:58:10.840 --> 00:58:10.840]   You know that fascism is the most important thing in the world.
[00:58:10.840 --> 00:58:10.840]   You know that fascism is the most important thing in the world.
[00:58:10.840 --> 00:58:10.840]   You know that fascism is the most important thing in the world.
[00:58:10.840 --> 00:58:10.840]   You know that fascism is the most important thing in the world.
[00:58:10.840 --> 00:58:10.840]   You know that fascism is the most important thing in the world.
[00:58:10.840 --> 00:58:10.840]   You know that fascism is the most important thing in the world.
[00:58:10.840 --> 00:58:10.840]   You know that fascism is the most important thing in the world.
[00:58:10.840 --> 00:58:10.840]   You know that fascism is the most important thing in the world.
[00:58:10.840 --> 00:58:10.840]   You know that fascism is the most important thing in the world.
[00:58:10.880 --> 00:58:40.860]  ,
[00:58:40.860 --> 00:58:40.860]   You know that fascism is the most important thing in the world.
[00:58:40.860 --> 00:58:40.860]   You know that fascism is the most important thing in the world.
[00:58:40.860 --> 00:58:40.860]   You know that fascism is the most important thing in the world.
[00:58:40.860 --> 00:58:40.860]   You know that fascism is the most important thing in the world.
[00:58:40.860 --> 00:58:40.860]   You know that fascism is the most important thing in the world.
[00:58:40.860 --> 00:58:40.860]   You know that fascism is the most important thing in the world.
[00:58:40.860 --> 00:58:40.860]   You know that fascism is the most important thing in the world.
[00:58:40.860 --> 00:58:40.860]   You know that fascism is the most important thing in the world.
[00:58:40.860 --> 00:58:40.860]   You know that fascism is the most important thing in the world.
[00:58:40.860 --> 00:58:40.860]   You know that fascism is the most important thing in the world.
[00:58:40.880 --> 00:59:10.880]   You know that fascism is the most important thing in the world.
[00:59:10.880 --> 00:59:10.880]   You know that fascism is the most important thing in the world.
[00:59:10.880 --> 00:59:10.880]   You know that fascism is the most important thing in the world.
[00:59:10.880 --> 00:59:10.880]   You know that fascism is the most important thing in the world.
[00:59:10.880 --> 00:59:10.880]   You know that fascism is the most important thing in the world.
[00:59:10.880 --> 00:59:10.880]   You know that fascism is the most important thing in the world.
[00:59:10.880 --> 00:59:10.880]   You know that fascism is the most important thing in the world.
[00:59:10.880 --> 00:59:10.880]   You know that fascism is the most important thing in the world.
[00:59:10.880 --> 00:59:10.880]   You know that fascism is the most important thing in the world.
[00:59:10.880 --> 00:59:10.880]   You know that fascism is the most important thing in the world.
[00:59:10.880 --> 00:59:10.880]   You know that fascism is the most important thing in the world.
[00:59:10.880 --> 00:59:10.880]   You know that fascism is the most important thing in the world.
[00:59:10.880 --> 00:59:10.880]   You know that fascism is the most important thing in the world.
[00:59:10.920 --> 00:59:40.900]  ,
[00:59:40.900 --> 00:59:40.900]   You know that fascism is the most important thing in the world.
[00:59:40.900 --> 00:59:40.900]   You know that fascism is the most important thing in the world.
[00:59:40.900 --> 00:59:40.900]   You know that fascism is the most important thing in the world.
[00:59:40.900 --> 00:59:40.900]   You know that fascism is the most important thing in the world.
[00:59:40.900 --> 00:59:40.900]   You know that fascism is the most important thing in the world.
[00:59:40.900 --> 00:59:40.900]   You know that fascism is the most important thing in the world.
[00:59:40.900 --> 00:59:40.900]   You know that fascism is the most important thing in the world.
[00:59:40.900 --> 00:59:40.900]   You know that fascism is the most important thing in the world.
[00:59:40.920 --> 01:00:10.920]   You know that fascism is the most important thing in the world.
[01:00:10.920 --> 01:00:10.920]   You know that fascism is the most important thing in the world.
[01:00:10.920 --> 01:00:10.920]   You know that fascism is the most important thing in the world.
[01:00:10.920 --> 01:00:10.920]   You know that fascism is the most important thing in the world.
[01:00:10.920 --> 01:00:10.920]   You know that fascism is the most important thing in the world.
[01:00:10.920 --> 01:00:10.920]   You know that fascism is the most important thing in the world.
[01:00:10.920 --> 01:00:10.920]   You know that fascism is the most important thing in the world.
[01:00:10.920 --> 01:00:10.920]   You know that fascism is the most important thing in the world.
[01:00:10.920 --> 01:00:10.920]   You know that fascism is the most important thing in the world.
[01:00:10.920 --> 01:00:10.920]   You know that fascism is the most important thing in the world.
[01:00:10.920 --> 01:00:10.920]   You know that fascism is the most important thing in the world.
[01:00:10.920 --> 01:00:10.920]   You know that fascism is the most important thing in the world.
[01:00:10.920 --> 01:00:10.920]   You know that fascism is the most important thing in the world.
[01:00:10.960 --> 01:00:40.940]  ,
[01:00:40.940 --> 01:00:40.940]   You know that fascism is the most important thing in the world.
[01:00:40.940 --> 01:00:40.940]   You know that fascism is the most important thing in the world.
[01:00:40.940 --> 01:00:40.940]   You know that fascism is the most important thing in the world.
[01:00:40.940 --> 01:00:40.940]   You know that fascism is the most important thing in the world.
[01:00:40.940 --> 01:00:40.940]   You know that fascism is the most important thing in the world.
[01:00:40.940 --> 01:00:40.940]   You know that fascism is the most important thing in the world.
[01:00:40.940 --> 01:00:40.940]   You know that fascism is the most important thing in the world.
[01:00:40.940 --> 01:00:40.940]   You know that fascism is the most important thing in the world.
[01:00:40.940 --> 01:00:40.940]   You know that fascism is the most important thing in the world.
[01:00:40.940 --> 01:00:40.940]   You know that fascism is the most important thing in the world.
[01:00:40.960 --> 01:01:10.960]   You know that fascism is the most important thing in the world.
[01:01:10.960 --> 01:01:10.960]   You know that fascism is the most important thing in the world.
[01:01:10.960 --> 01:01:10.960]   You know that fascism is the most important thing in the world.
[01:01:10.960 --> 01:01:10.960]   You know that fascism is the most important thing in the world.
[01:01:10.960 --> 01:01:10.960]   You know that fascism is the most important thing in the world.
[01:01:10.960 --> 01:01:10.960]   You know that fascism is the most important thing in the world.
[01:01:10.960 --> 01:01:10.960]   You know that fascism is the most important thing in the world.
[01:01:10.960 --> 01:01:10.960]   You know that fascism is the most important thing in the world.
[01:01:10.960 --> 01:01:10.960]   You know that fascism is the most important thing in the world.
[01:01:10.960 --> 01:01:10.960]   You know that fascism is the most important thing in the world.
[01:01:10.960 --> 01:01:10.960]   You know that fascism is the most important thing in the world.
[01:01:10.960 --> 01:01:10.960]   You know that fascism is the most important thing in the world.
[01:01:10.960 --> 01:01:10.960]   You know that fascism is the most important thing in the world.
[01:01:11.000 --> 01:01:40.980]  ,
[01:01:40.980 --> 01:01:40.980]   You know that fascism is the most important thing in the world.
[01:01:40.980 --> 01:01:40.980]   You know that fascism is the most important thing in the world.
[01:01:40.980 --> 01:01:40.980]   You know that fascism is the most important thing in the world.
[01:01:40.980 --> 01:01:40.980]   You know that fascism is the most important thing in the world.
[01:01:40.980 --> 01:01:40.980]   You know that fascism is the most important thing in the world.
[01:01:40.980 --> 01:01:40.980]   You know that fascism is the most important thing in the world.
[01:01:40.980 --> 01:01:40.980]   You know that fascism is the most important thing in the world.
[01:01:40.980 --> 01:01:40.980]   You know that fascism is the most important thing in the world.
[01:01:40.980 --> 01:01:40.980]   You know that fascism is the most important thing in the world.
[01:01:40.980 --> 01:01:40.980]   You know that fascism is the most important thing in the world.
[01:01:41.000 --> 01:02:11.000]   You know that fascism is the most important thing in the world.
[01:02:11.000 --> 01:02:11.000]   You know that fascism is the most important thing in the world.
[01:02:11.000 --> 01:02:11.000]   You know that fascism is the most important thing in the world.
[01:02:11.000 --> 01:02:11.000]   You know that fascism is the most important thing in the world.
[01:02:11.000 --> 01:02:11.000]   You know that fascism is the most important thing in the world.
[01:02:11.000 --> 01:02:11.000]   You know that fascism is the most important thing in the world.
[01:02:11.000 --> 01:02:11.000]   You know that fascism is the most important thing in the world.
[01:02:11.000 --> 01:02:11.000]   You know that fascism is the most important thing in the world.
[01:02:11.000 --> 01:02:11.000]   You know that fascism is the most important thing in the world.
[01:02:11.000 --> 01:02:11.000]   You know that fascism is the most important thing in the world.
[01:02:11.000 --> 01:02:11.000]   You know that fascism is the most important thing in the world.
[01:02:11.000 --> 01:02:11.000]   You know that fascism is the most important thing in the world.
[01:02:11.000 --> 01:02:11.000]   You know that fascism is the most important thing in the world.
[01:02:11.040 --> 01:02:41.020]  ,
[01:02:41.020 --> 01:02:41.020]   You know that fascism is the most important thing in the world.
[01:02:41.020 --> 01:02:41.020]   You know that fascism is the most important thing in the world.
[01:02:41.020 --> 01:02:41.020]   You know that fascism is the most important thing in the world.
[01:02:41.020 --> 01:02:41.020]   You know that fascism is the most important thing in the world.
[01:02:41.020 --> 01:02:41.020]   You know that fascism is the most important thing in the world.
[01:02:41.020 --> 01:02:41.020]   You know that fascism is the most important thing in the world.
[01:02:41.020 --> 01:02:41.020]   You know that fascism is the most important thing in the world.
[01:02:41.020 --> 01:02:41.020]   You know that fascism is the most important thing in the world.
[01:02:41.040 --> 01:03:11.040]   You know that fascism is the most important thing in the world.
[01:03:11.040 --> 01:03:11.040]   You know that fascism is the most important thing in the world.
[01:03:11.040 --> 01:03:11.040]   You know that fascism is the most important thing in the world.
[01:03:11.040 --> 01:03:11.040]   You know that fascism is the most important thing in the world.
[01:03:11.040 --> 01:03:11.040]   You know that fascism is the most important thing in the world.
[01:03:11.040 --> 01:03:11.040]   You know that fascism is the most important thing in the world.
[01:03:11.040 --> 01:03:11.040]   You know that fascism is the most important thing in the world.
[01:03:11.040 --> 01:03:11.040]   You know that fascism is the most important thing in the world.
[01:03:11.040 --> 01:03:11.040]   You know that fascism is the most important thing in the world.
[01:03:11.040 --> 01:03:11.040]   You know that fascism is the most important thing in the world.
[01:03:11.040 --> 01:03:11.040]   You know that fascism is the most important thing in the world.
[01:03:11.040 --> 01:03:11.040]   You know that fascism is the most important thing in the world.
[01:03:11.040 --> 01:03:11.040]   You know that fascism is the most important thing in the world.
[01:03:11.080 --> 01:03:41.060]   I know that fascism is the most important thing in the world.
[01:03:41.060 --> 01:03:41.060]   You know that fascism is the most important thing in the world.
[01:03:41.060 --> 01:03:41.060]   You know that fascism is the most important thing in the world.
[01:03:41.060 --> 01:03:41.060]   You know that fascism is the most important thing in the world.
[01:03:41.060 --> 01:03:41.060]   You know that fascism is the most important thing in the world.
[01:03:41.060 --> 01:03:41.060]   You know that fascism is the most important thing in the world.
[01:03:41.060 --> 01:03:41.060]   You know that fascism is the most important thing in the world.
[01:03:41.060 --> 01:03:41.060]   You know that fascism is the most important thing in the world.
[01:03:41.060 --> 01:03:41.060]   You know that fascism is the most important thing in the world.
[01:03:41.080 --> 01:04:11.080]   You know that fascism is the most important thing in the world.
[01:04:11.080 --> 01:04:11.080]   You know that fascism is the most important thing in the world.
[01:04:11.080 --> 01:04:11.080]   You know that fascism is the most important thing in the world.
[01:04:11.080 --> 01:04:11.080]   You know that fascism is the most important thing in the world.
[01:04:11.080 --> 01:04:11.080]   You know that fascism is the most important thing in the world.
[01:04:11.080 --> 01:04:11.080]   You know that fascism is the most important thing in the world.
[01:04:11.080 --> 01:04:11.080]   You know that fascism is the most important thing in the world.
[01:04:11.080 --> 01:04:11.080]   You know that fascism is the most important thing in the world.
[01:04:11.080 --> 01:04:11.080]   You know that fascism is the most important thing in the world.
[01:04:11.080 --> 01:04:11.080]   You know that fascism is the most important thing in the world.
[01:04:11.080 --> 01:04:11.080]   You know that fascism is the most important thing in the world.
[01:04:11.080 --> 01:04:11.080]   You know that fascism is the most important thing in the world.
[01:04:11.080 --> 01:04:11.080]   You know that fascism is the most important thing in the world.
[01:04:11.120 --> 01:04:41.100]  ,
[01:04:41.100 --> 01:04:41.100]   You know that fascism is the most important thing in the world.
[01:04:41.100 --> 01:04:41.100]   You know that fascism is the most important thing in the world.
[01:04:41.100 --> 01:04:41.100]   You know that fascism is the most important thing in the world.
[01:04:41.100 --> 01:04:41.100]   You know that fascism is the most important thing in the world.
[01:04:41.100 --> 01:04:41.100]   You know that fascism is the most important thing in the world.
[01:04:41.100 --> 01:04:41.100]   You know that fascism is the most important thing in the world.
[01:04:41.100 --> 01:04:41.100]   You know that fascism is the most important thing in the world.
[01:04:41.100 --> 01:04:41.100]   You know that fascism is the most important thing in the world.
[01:04:41.120 --> 01:05:11.120]   You know that fascism is the most important thing in the world.
[01:05:11.120 --> 01:05:11.120]   You know that fascism is the most important thing in the world.
[01:05:11.120 --> 01:05:11.120]   You know that fascism is the most important thing in the world.
[01:05:11.120 --> 01:05:11.120]   You know that fascism is the most important thing in the world.
[01:05:11.120 --> 01:05:11.120]   You know that fascism is the most important thing in the world.
[01:05:11.120 --> 01:05:11.120]   You know that fascism is the most important thing in the world.
[01:05:11.120 --> 01:05:11.120]   You know that fascism is the most important thing in the world.
[01:05:11.120 --> 01:05:11.120]   You know that fascism is the most important thing in the world.
[01:05:11.120 --> 01:05:11.120]   You know that fascism is the most important thing in the world.
[01:05:11.120 --> 01:05:11.120]   You know that fascism is the most important thing in the world.
[01:05:11.120 --> 01:05:11.120]   You know that fascism is the most important thing in the world.
[01:05:11.120 --> 01:05:11.120]   You know that fascism is the most important thing in the world.
[01:05:11.120 --> 01:05:11.120]   You know that fascism is the most important thing in the world.
[01:05:11.160 --> 01:05:41.140]  ,
[01:05:41.140 --> 01:05:41.140]   You know that fascism is the most important thing in the world.
[01:05:41.140 --> 01:05:41.140]   You know that fascism is the most important thing in the world.
[01:05:41.140 --> 01:05:41.140]   You know that fascism is the most important thing in the world.
[01:05:41.140 --> 01:05:41.140]   You know that fascism is the most important thing in the world.
[01:05:41.140 --> 01:05:41.140]   You know that fascism is the most important thing in the world.
[01:05:41.140 --> 01:05:41.140]   You know that fascism is the most important thing in the world.
[01:05:41.140 --> 01:05:41.140]   You know that fascism is the most important thing in the world.
[01:05:41.160 --> 01:06:11.160]   You know that fascism is the most important thing in the world.
[01:06:11.160 --> 01:06:11.160]   You know that fascism is the most important thing in the world.
[01:06:11.160 --> 01:06:11.160]   You know that fascism is the most important thing in the world.
[01:06:11.160 --> 01:06:11.160]   You know that fascism is the most important thing in the world.
[01:06:11.160 --> 01:06:11.160]   You know that fascism is the most important thing in the world.
[01:06:11.160 --> 01:06:11.160]   You know that fascism is the most important thing in the world.
[01:06:11.160 --> 01:06:11.160]   You know that fascism is the most important thing in the world.
[01:06:11.160 --> 01:06:11.160]   You know that fascism is the most important thing in the world.
[01:06:11.160 --> 01:06:11.160]   You know that fascism is the most important thing in the world.
[01:06:11.160 --> 01:06:11.160]   You know that fascism is the most important thing in the world.
[01:06:11.160 --> 01:06:11.160]   You know that fascism is the most important thing in the world.
[01:06:11.160 --> 01:06:11.160]   You know that fascism is the most important thing in the world.
[01:06:11.160 --> 01:06:11.160]   You know that fascism is the most important thing in the world.
[01:06:11.200 --> 01:06:41.180]   You know that fascism is the most important thing in the world.
[01:06:41.180 --> 01:06:41.180]   You know that fascism is the most important thing in the world.
[01:06:41.180 --> 01:06:41.180]   You know that fascism is the most important thing in the world.
[01:06:41.180 --> 01:06:41.180]   You know that fascism is the most important thing in the world.
[01:06:41.180 --> 01:06:41.180]   You know that fascism is the most important thing in the world.
[01:06:41.180 --> 01:06:41.180]   You know that fascism is the most important thing in the world.
[01:06:41.200 --> 01:07:11.200]   You know that fascism is the most important thing in the world.
[01:07:11.200 --> 01:07:11.200]   You know that fascism is the most important thing in the world.
[01:07:11.200 --> 01:07:11.200]   You know that fascism is the most important thing in the world.
[01:07:11.200 --> 01:07:11.200]   You know that fascism is the most important thing in the world.
[01:07:11.200 --> 01:07:11.200]   You know that fascism is the most important thing in the world.
[01:07:11.200 --> 01:07:11.200]   You know that fascism is the most important thing in the world.
[01:07:11.200 --> 01:07:11.200]   You know that fascism is the most important thing in the world.
[01:07:11.200 --> 01:07:11.200]   You know that fascism is the most important thing in the world.
[01:07:11.200 --> 01:07:11.200]   You know that fascism is the most important thing in the world.
[01:07:11.200 --> 01:07:11.200]   You know that fascism is the most important thing in the world.
[01:07:11.200 --> 01:07:11.200]   You know that fascism is the most important thing in the world.
[01:07:11.200 --> 01:07:11.200]   You know that fascism is the most important thing in the world.
[01:07:11.200 --> 01:07:11.200]   You know that fascism is the most important thing in the world.
[01:07:11.220 --> 01:07:41.220]   You know that fascism is the most important thing in the world.
[01:07:41.220 --> 01:07:41.220]   You know that fascism is the most important thing in the world.
[01:07:41.220 --> 01:07:41.220]   You know that fascism is the most important thing in the world.
[01:07:41.220 --> 01:07:41.220]   You know that fascism is the most important thing in the world.
[01:07:41.220 --> 01:07:41.220]   You know that fascism is the most important thing in the world.
[01:07:41.220 --> 01:07:41.220]   You know that fascism is the most important thing in the world.
[01:07:41.220 --> 01:07:41.220]   You know that fascism is the most important thing in the world.
[01:07:41.220 --> 01:07:41.220]   You know that fascism is the most important thing in the world.
[01:07:41.220 --> 01:07:41.220]   You know that fascism is the most important thing in the world.
[01:07:41.220 --> 01:07:41.220]   You know that fascism is the most important thing in the world.
[01:07:41.240 --> 01:08:11.240]   You know that fascism is the most important thing in the world.
[01:08:11.240 --> 01:08:11.240]   You know that fascism is the most important thing in the world.
[01:08:11.240 --> 01:08:11.240]   You know that fascism is the most important thing in the world.
[01:08:11.240 --> 01:08:11.240]   You know that fascism is the most important thing in the world.
[01:08:11.240 --> 01:08:11.240]   You know that fascism is the most important thing in the world.
[01:08:11.240 --> 01:08:11.240]   You know that fascism is the most important thing in the world.
[01:08:11.240 --> 01:08:11.240]   You know that fascism is the most important thing in the world.
[01:08:11.240 --> 01:08:11.240]   You know that fascism is the most important thing in the world.
[01:08:11.240 --> 01:08:11.240]   You know that fascism is the most important thing in the world.
[01:08:11.240 --> 01:08:11.240]   You know that fascism is the most important thing in the world.
[01:08:11.240 --> 01:08:11.240]   You know that fascism is the most important thing in the world.
[01:08:11.260 --> 01:08:41.260]   You know that fascism is the most important thing in the world.
[01:08:41.260 --> 01:08:41.260]   You know that fascism is the most important thing in the world.
[01:08:41.260 --> 01:08:41.260]   You know that fascism is the most important thing in the world.
[01:08:41.260 --> 01:08:41.260]   You know that fascism is the most important thing in the world.
[01:08:41.260 --> 01:08:41.260]   You know that fascism is the most important thing in the world.
[01:08:41.260 --> 01:08:41.260]   You know that fascism is the most important thing in the world.
[01:08:41.260 --> 01:08:41.260]   You know that fascism is the most important thing in the world.
[01:08:41.260 --> 01:08:41.260]   You know that fascism is the most important thing in the world.
[01:08:41.260 --> 01:08:41.260]   You know that fascism is the most important thing in the world.
[01:08:41.280 --> 01:09:11.280]   You know that fascism is the most important thing in the world.
[01:09:11.280 --> 01:09:11.280]   You know that fascism is the most important thing in the world.
[01:09:11.280 --> 01:09:11.280]   You know that fascism is the most important thing in the world.
[01:09:11.280 --> 01:09:11.280]   You know that fascism is the most important thing in the world.
[01:09:11.280 --> 01:09:11.280]   You know that fascism is the most important thing in the world.
[01:09:11.280 --> 01:09:11.280]   You know that fascism is the most important thing in the world.
[01:09:11.280 --> 01:09:11.280]   You know that fascism is the most important thing in the world.
[01:09:11.280 --> 01:09:11.280]   You know that fascism is the most important thing in the world.
[01:09:11.280 --> 01:09:11.280]   You know that fascism is the most important thing in the world.
[01:09:11.280 --> 01:09:11.280]   You know that fascism is the most important thing in the world.
[01:09:11.300 --> 01:09:41.300]   You know that fascism is the most important thing in the world.
[01:09:41.300 --> 01:09:41.300]   You know that fascism is the most important thing in the world.
[01:09:41.300 --> 01:09:41.300]   You know that fascism is the most important thing in the world.
[01:09:41.300 --> 01:09:41.300]   You know that fascism is the most important thing in the world.
[01:09:41.300 --> 01:09:41.300]   You know that fascism is the most important thing in the world.
[01:09:41.300 --> 01:09:41.300]   You know that fascism is the most important thing in the world.
[01:09:41.300 --> 01:09:41.300]   You know that fascism is the most important thing in the world.
[01:09:41.300 --> 01:09:41.300]   You know that fascism is the most important thing in the world.
[01:09:41.300 --> 01:09:41.300]   You know that fascism is the most important thing in the world.
[01:09:41.300 --> 01:09:41.300]   You know that fascism is the most important thing in the world.
[01:09:41.300 --> 01:09:41.300]   You know that fascism is the most important thing in the world.
[01:09:41.300 --> 01:09:41.300]   You know that fascism is the most important thing in the world.
[01:09:41.340 --> 01:10:11.320]   a
[01:10:11.320 --> 01:10:11.320]   you know that fascism is the most important thing in the world.
[01:10:11.320 --> 01:10:11.320]   You know that fascism is the most important thing in the world.
[01:10:11.320 --> 01:10:11.320]   You know that fascism is the most important thing in the world.
[01:10:11.320 --> 01:10:11.320]   You know that fascism is the most important thing in the world.
[01:10:11.320 --> 01:10:11.320]   You know that fascism is the most important thing in the world.
[01:10:11.320 --> 01:10:11.320]   You know that fascism is the most important thing in the world.
[01:10:11.320 --> 01:10:11.320]   You know that fascism is the most important thing in the world.
[01:10:11.340 --> 01:10:41.340]   I think that fascism is the most important thing in the world.
[01:10:41.340 --> 01:10:41.340]   I think that fascism is the most important thing in the world.
[01:10:41.340 --> 01:10:41.340]   I think that fascism is the most important thing in the world.
[01:10:41.340 --> 01:10:41.340]   I think that fascism is the most important thing in the world.
[01:10:41.340 --> 01:10:41.340]   I think that fascism is the most important thing in the world.
[01:10:41.340 --> 01:10:41.340]   I think that fascism is the most important thing in the world.
[01:10:41.340 --> 01:10:41.340]   I think that fascism is the most important thing in the world.
