
[00:00:00.040 --> 00:00:09.860]   поступ get
[00:23:55.440 --> 00:24:25.440]   I'm pretty sure I've got the facts good enough that I can'th
[00:24:25.440 --> 00:24:25.440]   I'm pretty sure I've got the facts good enough that I can'th
[00:24:25.440 --> 00:24:25.440]   I'm pretty sure I've got the facts good enough that I can'th
[00:24:25.440 --> 00:24:25.440]   I'm pretty sure I've got the facts good enough that I can'th
[00:24:25.440 --> 00:24:25.440]   I'm pretty sure I've got the facts good enough that I can'th
[00:24:25.440 --> 00:24:25.440]   I'm pretty sure I've got the facts good enough that I can'th
[00:24:25.440 --> 00:24:25.440]   I'm pretty sure I've got the facts good enough that I can'th
[00:24:25.440 --> 00:24:25.440]   I'm pretty sure I've got the facts good enough that I can'th
[00:24:25.440 --> 00:24:25.440]   I'm pretty sure I've got the facts good enough that I can'th
[00:24:25.440 --> 00:24:25.440]   I'm pretty sure I've got the facts good enough that I can'th
[00:24:25.440 --> 00:24:25.440]   I'm pretty sure I've got the facts good enough that I can'th
[00:24:25.440 --> 00:24:25.440]   I'm pretty sure I've got the facts good enough that I can'th
[00:24:25.440 --> 00:24:55.460]   I'm pretty sure I've got the facts good enough that I can'th
[00:24:55.460 --> 00:24:55.460]   I'm pretty sure I've got the facts good enough that I can'th
[00:24:55.460 --> 00:24:55.460]   I'm pretty sure I've got the facts good enough that I can'th
[00:24:55.460 --> 00:24:55.460]   I'm pretty sure I've got the facts good enough that I can'th
[00:24:55.460 --> 00:24:55.460]   I'm pretty sure I've got the facts good enough that I can'th
[00:24:55.460 --> 00:24:55.460]   I'm pretty sure I've got the facts good enough that I can'th
[00:24:55.460 --> 00:24:55.460]   I'm pretty sure I've got the facts good enough that I can'th
[00:24:55.480 --> 00:25:25.480]   I'm pretty sure I've got the facts good enough that I can'th
[00:25:25.480 --> 00:25:25.480]   I'm pretty sure I've got the facts good enough that I can'th
[00:25:25.480 --> 00:25:25.480]   I'm pretty sure I've got the facts good enough that I can'th
[00:25:25.480 --> 00:25:25.480]   I'm pretty sure I've got the facts good enough that I can'th
[00:25:25.480 --> 00:25:25.480]   I'm pretty sure I've got the facts good enough that I can'th
[00:25:25.480 --> 00:25:25.480]   I'm pretty sure I've got the facts good enough that I can'th
[00:25:25.480 --> 00:25:25.480]   I'm pretty sure I've got the facts good enough that I can'th
[00:25:25.480 --> 00:25:25.480]   I'm pretty sure I've got the facts good enough that I can'th
[00:25:25.480 --> 00:25:25.480]   I'm pretty sure I've got the facts good enough that I can'th
[00:25:25.480 --> 00:25:25.480]   I'm pretty sure I've got the facts good enough that I can'th
[00:25:25.480 --> 00:25:25.480]   I'm pretty sure I've got the facts good enough that I can'th
[00:25:25.480 --> 00:25:25.480]   I'm pretty sure I've got the facts good enough that I can'th
[00:25:25.520 --> 00:25:55.500]  , I'm pretty sure I've got the facts good enough that I can'th
[00:25:55.500 --> 00:25:55.500]   I'm pretty sure I've got the facts good enough that I can'th
[00:25:55.500 --> 00:25:55.500]   I'm pretty sure I've got the facts good enough that I can'th
[00:25:55.500 --> 00:25:55.500]   I'm pretty sure I've got the facts good enough that I can'th
[00:25:55.500 --> 00:25:55.500]   I'm pretty sure I've got the facts good enough that I can'th
[00:25:55.500 --> 00:25:55.500]   I'm pretty sure I've got the facts good enough that I can'th
[00:25:55.520 --> 00:26:25.520]   I'm pretty sure I've got the facts good enough that I can'th
[00:26:25.520 --> 00:26:25.520]   I'm pretty sure I've got the facts good enough that I can'th
[00:26:25.520 --> 00:26:25.520]   I'm pretty sure I've got the facts good enough that I can'th
[00:26:25.520 --> 00:26:25.520]   I'm pretty sure I've got the facts good enough that I can'th
[00:26:25.520 --> 00:26:25.520]   I'm pretty sure I've got the facts good enough that I can'th
[00:26:25.520 --> 00:26:25.520]   I'm pretty sure I've got the facts good enough that I can'th
[00:26:25.520 --> 00:26:25.520]   I'm pretty sure I've got the facts good enough that I can'th
[00:26:25.520 --> 00:26:25.520]   I'm pretty sure I've got the facts good enough that I can'th
[00:26:25.520 --> 00:26:25.520]   I'm pretty sure I've got the facts good enough that I can'th
[00:26:25.520 --> 00:26:25.520]   I'm pretty sure I've got the facts good enough that I can'th
[00:26:25.520 --> 00:26:25.520]   I'm pretty sure I've got the facts good enough that I can'th
[00:26:25.520 --> 00:26:25.520]   I'm pretty sure I've got the facts good enough that I can'th
[00:26:25.520 --> 00:26:55.540]   I'm pretty sure I've got the facts good enough that I can'th
[00:26:55.540 --> 00:26:55.540]   I'm pretty sure I've got the facts good enough that I can'th
[00:26:55.540 --> 00:26:55.540]   I'm pretty sure I've got the facts good enough that I can'th
[00:26:55.540 --> 00:26:55.540]   I'm pretty sure I've got the facts good enough that I can'th
[00:26:55.540 --> 00:26:55.540]   I'm pretty sure I've got the facts good enough that I can'th
[00:26:55.540 --> 00:26:55.540]   I'm pretty sure I've got the facts good enough that I can'th
[00:26:55.560 --> 00:27:25.560]   I'm pretty sure I've got the facts good enough that I can'th
[00:27:25.560 --> 00:27:25.560]   I'm pretty sure I've got the facts good enough that I can'th
[00:27:25.560 --> 00:27:25.560]   I'm pretty sure I've got the facts good enough that I can'th
[00:27:25.560 --> 00:27:25.560]   I'm pretty sure I've got the facts good enough that I can'th
[00:27:25.560 --> 00:27:25.560]   I'm pretty sure I've got the facts good enough that I can'th
[00:27:25.560 --> 00:27:25.560]   I'm pretty sure I've got the facts good enough that I can'th
[00:27:25.560 --> 00:27:25.560]   I'm pretty sure I've got the facts good enough that I can'th
[00:27:25.560 --> 00:27:25.560]   I'm pretty sure I've got the facts good enough that I can'th
[00:27:25.560 --> 00:27:25.560]   I'm pretty sure I've got the facts good enough that I can'th
[00:27:25.560 --> 00:27:25.560]   I'm pretty sure I've got the facts good enough that I can'th
[00:27:25.560 --> 00:27:25.560]   I'm pretty sure I've got the facts good enough that I can'th
[00:27:25.560 --> 00:27:25.560]   I'm pretty sure I've got the facts good enough that I can'th
[00:27:25.600 --> 00:27:55.580]  ,
[00:27:55.580 --> 00:27:55.580]   I'm pretty sure I've got the facts good enough that I can'th
[00:27:55.580 --> 00:27:55.580]   I'm pretty sure I've got the facts good enough that I can'th
[00:27:55.580 --> 00:27:55.580]   I'm pretty sure I've got the facts good enough that I can'th
[00:27:55.580 --> 00:27:55.580]   I'm pretty sure I've got the facts good enough that I can'th
[00:27:55.580 --> 00:27:55.580]   I'm pretty sure I've got the facts good enough that I can'th
[00:27:55.580 --> 00:27:55.580]   I'm pretty sure I've got the facts good enough that I can'th
[00:27:55.580 --> 00:27:55.580]   I'm pretty sure I've got the facts good enough that I can'th
[00:27:55.580 --> 00:27:55.580]   I'm pretty sure I've got the facts good enough that I can'th
[00:27:55.580 --> 00:27:55.580]   I'm pretty sure I've got the facts good enough that I can'th
[00:27:55.600 --> 00:28:25.600]   I'm pretty sure I've got the facts good enough that I can'th
[00:28:25.600 --> 00:28:25.600]   I'm pretty sure I've got the facts good enough that I can'th
[00:28:25.600 --> 00:28:25.600]   I'm pretty sure I've got the facts good enough that I can'th
[00:28:25.600 --> 00:28:25.600]   I'm pretty sure I've got the facts good enough that I can'th
[00:28:25.600 --> 00:28:25.600]   I'm pretty sure I've got the facts good enough that I can'th
[00:28:25.600 --> 00:28:25.600]   I'm pretty sure I've got the facts good enough that I can'th
[00:28:25.600 --> 00:28:25.600]   I'm pretty sure I've got the facts good enough that I can'th
[00:28:25.600 --> 00:28:25.600]   I'm pretty sure I've got the facts good enough that I can'th
[00:28:25.600 --> 00:28:25.600]   I'm pretty sure I've got the facts good enough that I can'th
[00:28:25.600 --> 00:28:25.600]   I'm pretty sure I've got the facts good enough that I can'th
[00:28:25.600 --> 00:28:25.600]   I'm pretty sure I've got the facts good enough that I can'th
[00:28:25.600 --> 00:28:25.600]   I'm pretty sure I've got the facts good enough that I can'th
[00:28:25.640 --> 00:28:55.620]  ,
[00:28:55.620 --> 00:28:55.620]   I'm pretty sure I've got the facts good enough that I can'th
[00:28:55.620 --> 00:28:55.620]   I'm pretty sure I've got the facts good enough that I can'th
[00:28:55.620 --> 00:28:55.620]   I'm pretty sure I've got the facts good enough that I can'th
[00:28:55.620 --> 00:28:55.620]   I'm pretty sure I've got the facts good enough that I can'th
[00:28:55.620 --> 00:28:55.620]   I'm pretty sure I've got the facts good enough that I can'th
[00:28:55.620 --> 00:28:55.620]   I'm pretty sure I've got the facts good enough that I can'th
[00:28:55.620 --> 00:28:55.620]   I'm pretty sure I've got the facts good enough that I can'th
[00:28:55.620 --> 00:28:55.620]   I'm pretty sure I've got the facts good enough that I can'th
[00:28:55.620 --> 00:28:55.620]   I'm pretty sure I've got the facts good enough that I can'th
[00:28:55.640 --> 00:29:25.640]   I'm pretty sure I've got the facts good enough that I can'th
[00:29:25.640 --> 00:29:25.640]   I'm pretty sure I've got the facts good enough that I can'th
[00:29:25.640 --> 00:29:25.640]   I'm pretty sure I've got the facts good enough that I can'th
[00:29:25.640 --> 00:29:25.640]   I'm pretty sure I've got the facts good enough that I can'th
[00:29:25.640 --> 00:29:25.640]   I'm pretty sure I've got the facts good enough that I can'th
[00:29:25.640 --> 00:29:25.640]   I'm pretty sure I've got the facts good enough that I can'th
[00:29:25.640 --> 00:29:25.640]   I'm pretty sure I've got the facts good enough that I can'th
[00:29:25.640 --> 00:29:25.640]   I'm pretty sure I've got the facts good enough that I can'th
[00:29:25.640 --> 00:29:25.640]   I'm pretty sure I've got the facts good enough that I can'th
[00:29:25.640 --> 00:29:25.640]   I'm pretty sure I've got the facts good enough that I can'th
[00:29:25.640 --> 00:29:25.640]   I'm pretty sure I've got the facts good enough that I can'th
[00:29:25.640 --> 00:29:25.640]   I'm pretty sure I've got the facts good enough that I can'th
[00:29:25.680 --> 00:29:55.660]  ,
[00:29:55.660 --> 00:29:55.660]   I'm pretty sure I've got the facts good enough that I can'th
[00:29:55.660 --> 00:29:55.660]   I'm pretty sure I've got the facts good enough that I can'th
[00:29:55.660 --> 00:29:55.660]   I'm pretty sure I've got the facts good enough that I can'th
[00:29:55.660 --> 00:29:55.660]   I'm pretty sure I've got the facts good enough that I can'th
[00:29:55.660 --> 00:29:55.660]   I'm pretty sure I've got the facts good enough that I can'th
[00:29:55.660 --> 00:29:55.660]   I'm pretty sure I've got the facts good enough that I can'th
[00:29:55.660 --> 00:29:55.660]   I'm pretty sure I've got the facts good enough that I can'th
[00:29:55.660 --> 00:29:55.660]   I'm pretty sure I've got the facts good enough that I can'th
[00:29:55.660 --> 00:29:55.660]   I'm pretty sure I've got the facts good enough that I can'th
[00:29:55.680 --> 00:30:25.680]   I'm pretty sure I've got the facts good enough that I can'th
[00:30:25.680 --> 00:30:25.680]   I'm pretty sure I've got the facts good enough that I can'th
[00:30:25.680 --> 00:30:25.680]   I'm pretty sure I've got the facts good enough that I can'th
[00:30:25.680 --> 00:30:25.680]   I'm pretty sure I've got the facts good enough that I can'th
[00:30:25.680 --> 00:30:25.680]   I'm pretty sure I've got the facts good enough that I can'th
[00:30:25.680 --> 00:30:25.680]   I'm pretty sure I've got the facts good enough that I can'th
[00:30:25.680 --> 00:30:25.680]   I'm pretty sure I've got the facts good enough that I can'th
[00:30:25.680 --> 00:30:25.680]   I'm pretty sure I've got the facts good enough that I can'th
[00:30:25.680 --> 00:30:25.680]   I'm pretty sure I've got the facts good enough that I can'th
[00:30:25.680 --> 00:30:25.680]   I'm pretty sure I've got the facts good enough that I can'th
[00:30:25.680 --> 00:30:25.680]   I'm pretty sure I've got the facts good enough that I can'th
[00:30:25.680 --> 00:30:25.680]   I'm pretty sure I've got the facts good enough that I can'th
[00:30:25.720 --> 00:30:55.700]  ,
[00:30:55.700 --> 00:30:55.700]   I'm pretty sure I've got the facts good enough that I can'th
[00:30:55.700 --> 00:30:55.700]   I'm pretty sure I've got the facts good enough that I can'th
[00:30:55.700 --> 00:30:55.700]   I'm pretty sure I've got the facts good enough that I can'th
[00:30:55.700 --> 00:30:55.700]   I'm pretty sure I've got the facts good enough that I can'th
[00:30:55.700 --> 00:30:55.700]   I'm pretty sure I've got the facts good enough that I can'th
[00:30:55.700 --> 00:30:55.700]   I'm pretty sure I've got the facts good enough that I can'th
[00:30:55.700 --> 00:30:55.700]   I'm pretty sure I've got the facts good enough that I can'th
[00:30:55.720 --> 00:31:25.720]   I'm pretty sure I've got the facts good enough that I can'th
[00:31:25.720 --> 00:31:25.720]   I'm pretty sure I've got the facts good enough that I can'th
[00:31:25.720 --> 00:31:25.720]   I'm pretty sure I've got the facts good enough that I can'th
[00:31:25.720 --> 00:31:25.720]   I'm pretty sure I've got the facts good enough that I can'th
[00:31:25.720 --> 00:31:25.720]   I'm pretty sure I've got the facts good enough that I can'th
[00:31:25.720 --> 00:31:25.720]   I'm pretty sure I've got the facts good enough that I can'th
[00:31:25.720 --> 00:31:25.720]   I'm pretty sure I've got the facts good enough that I can'th
[00:31:25.720 --> 00:31:25.720]   I'm pretty sure I've got the facts good enough that I can'th
[00:31:25.720 --> 00:31:25.720]   I'm pretty sure I've got the facts good enough that I can'th
[00:31:25.720 --> 00:31:25.720]   I'm pretty sure I've got the facts good enough that I can'th
[00:31:25.720 --> 00:31:25.720]   I'm pretty sure I've got the facts good enough that I can'th
[00:31:25.720 --> 00:31:25.720]   I'm pretty sure I've got the facts good enough that I can'th
[00:31:25.720 --> 00:31:55.740]   I'm pretty sure I've got the facts good enough that I can'th
[00:31:55.740 --> 00:31:55.740]   I'm pretty sure I've got the facts good enough that I can'th
[00:31:55.740 --> 00:31:55.740]   I'm pretty sure I've got the facts good enough that I can'th
[00:31:55.740 --> 00:31:55.740]   I'm pretty sure I've got the facts good enough that I can'th
[00:31:55.740 --> 00:31:55.740]   I'm pretty sure I've got the facts good enough that I can'th
[00:31:55.740 --> 00:31:55.740]   I'm pretty sure I've got the facts good enough that I can'th
[00:31:55.740 --> 00:31:55.740]   I'm pretty sure I've got the facts good enough that I can'th
[00:31:55.760 --> 00:32:25.760]   I'm pretty sure I've got the facts good enough that I can'th
[00:32:25.760 --> 00:32:25.760]   I'm pretty sure I've got the facts good enough that I can'th
[00:32:25.760 --> 00:32:25.760]   I'm pretty sure I've got the facts good enough that I can'th
[00:32:25.760 --> 00:32:25.760]   I'm pretty sure I've got the facts good enough that I can'th
[00:32:25.760 --> 00:32:25.760]   I'm pretty sure I've got the facts good enough that I can'th
[00:32:25.760 --> 00:32:25.760]   I'm pretty sure I've got the facts good enough that I can'th
[00:32:25.760 --> 00:32:25.760]   I'm pretty sure I've got the facts good enough that I can'th
[00:32:25.760 --> 00:32:25.760]   I'm pretty sure I've got the facts good enough that I can'th
[00:32:25.760 --> 00:32:25.760]   I'm pretty sure I've got the facts good enough that I can'th
[00:32:25.760 --> 00:32:25.760]   I'm pretty sure I've got the facts good enough that I can'th
[00:32:25.760 --> 00:32:25.760]   I'm pretty sure I've got the facts good enough that I can'th
[00:32:25.760 --> 00:32:25.760]   I'm pretty sure I've got the facts good enough that I can'th
[00:32:25.800 --> 00:32:55.780]  ,
[00:32:55.780 --> 00:32:55.780]   I'm pretty sure I've got the facts good enough that I can'th
[00:32:55.780 --> 00:32:55.780]   I'm pretty sure I've got the facts good enough that I can'th
[00:32:55.780 --> 00:32:55.780]   I'm pretty sure I've got the facts good enough that I can'th
[00:32:55.780 --> 00:32:55.780]   I'm pretty sure I've got the facts good enough that I can'th
[00:32:55.780 --> 00:32:55.780]   I'm pretty sure I've got the facts good enough that I can'th
[00:32:55.780 --> 00:32:55.780]   I'm pretty sure I've got the facts good enough that I can'th
[00:32:55.800 --> 00:33:25.800]   I'm pretty sure I've got the facts good enough that I can'th
[00:33:25.800 --> 00:33:25.800]   I'm pretty sure I've got the facts good enough that I can'th
[00:33:25.800 --> 00:33:25.800]   I'm pretty sure I've got the facts good enough that I can'th
[00:33:25.800 --> 00:33:25.800]   I'm pretty sure I've got the facts good enough that I can'th
[00:33:25.800 --> 00:33:25.800]   I'm pretty sure I've got the facts good enough that I can'th
[00:33:25.800 --> 00:33:25.800]   I'm pretty sure I've got the facts good enough that I can'th
[00:33:25.800 --> 00:33:25.800]   I'm pretty sure I've got the facts good enough that I can'th
[00:33:25.800 --> 00:33:25.800]   I'm pretty sure I've got the facts good enough that I can'th
[00:33:25.800 --> 00:33:25.800]   I'm pretty sure I've got the facts good enough that I can'th
[00:33:25.800 --> 00:33:25.800]   I'm pretty sure I've got the facts good enough that I can'th
[00:33:25.800 --> 00:33:25.800]   I'm pretty sure I've got the facts good enough that I can'th
[00:33:25.800 --> 00:33:25.800]   I'm pretty sure I've got the facts good enough that I can'th
[00:33:25.840 --> 00:33:55.820]  ,
[00:33:55.820 --> 00:33:55.820]   I'm pretty sure I've got the facts good enough that I can'th
[00:33:55.820 --> 00:33:55.820]   I'm pretty sure I've got the facts good enough that I can'th
[00:33:55.820 --> 00:33:55.820]   I'm pretty sure I've got the facts good enough that I can'th
[00:33:55.820 --> 00:33:55.820]   I'm pretty sure I've got the facts good enough that I can'th
[00:33:55.820 --> 00:33:55.820]   I'm pretty sure I've got the facts good enough that I can'th
[00:33:55.820 --> 00:33:55.820]   I'm pretty sure I've got the facts good enough that I can'th
[00:33:55.820 --> 00:33:55.820]   I'm pretty sure I've got the facts good enough that I can'th
[00:33:55.820 --> 00:33:55.820]   I'm pretty sure I've got the facts good enough that I can'th
[00:33:55.840 --> 00:34:25.840]   I'm pretty sure I've got the facts good enough that I can'th
[00:34:25.840 --> 00:34:25.840]   I'm pretty sure I've got the facts good enough that I can'th
[00:34:25.840 --> 00:34:25.840]   I'm pretty sure I've got the facts good enough that I can'th
[00:34:25.840 --> 00:34:25.840]   I'm pretty sure I've got the facts good enough that I can'th
[00:34:25.840 --> 00:34:25.840]   I'm pretty sure I've got the facts good enough that I can'th
[00:34:25.840 --> 00:34:25.840]   I'm pretty sure I've got the facts good enough that I can'th
[00:34:25.840 --> 00:34:25.840]   I'm pretty sure I've got the facts good enough that I can'th
[00:34:25.840 --> 00:34:25.840]   I'm pretty sure I've got the facts good enough that I can'th
[00:34:25.840 --> 00:34:25.840]   I'm pretty sure I've got the facts good enough that I can'th
[00:34:25.840 --> 00:34:25.840]   I'm pretty sure I've got the facts good enough that I can'th
[00:34:25.840 --> 00:34:25.840]   I'm pretty sure I've got the facts good enough that I can'th
[00:34:25.840 --> 00:34:25.840]   I'm pretty sure I've got the facts good enough that I can'th
[00:34:25.880 --> 00:34:55.860]  ,
[00:34:55.860 --> 00:34:55.860]   I'm pretty sure I've got the facts good enough that I can'th
[00:34:55.860 --> 00:34:55.860]   I'm pretty sure I've got the facts good enough that I can'th
[00:34:55.860 --> 00:34:55.860]   I'm pretty sure I've got the facts good enough that I can'th
[00:34:55.860 --> 00:34:55.860]   I'm pretty sure I've got the facts good enough that I can'th
[00:34:55.860 --> 00:34:55.860]   I'm pretty sure I've got the facts good enough that I can'th
[00:34:55.860 --> 00:34:55.860]   I'm pretty sure I've got the facts good enough that I can'th
[00:34:55.860 --> 00:34:55.860]   I'm pretty sure I've got the facts good enough that I can'th
[00:34:55.860 --> 00:34:55.860]   I'm pretty sure I've got the facts good enough that I can'th
[00:34:55.860 --> 00:34:55.860]   I'm pretty sure I've got the facts good enough that I can'th
[00:34:55.880 --> 00:34:57.480]   legal risks.
[00:34:57.480 --> 00:35:02.180]   And the reason I did that was to try to impress upon you
[00:35:02.180 --> 00:35:04.780]   the reality that you are vulnerable.
[00:35:04.780 --> 00:35:06.060]   You are a criminal.
[00:35:06.060 --> 00:35:08.840]   Under current U.S. American law, you are a criminal.
[00:35:08.840 --> 00:35:12.480]   Now, we don't know what law you've broken, and neither do you.
[00:35:12.480 --> 00:35:15.960]   But if we knew every detail of your life,
[00:35:15.960 --> 00:35:18.200]   and if we had time and you had notoriety,
[00:35:18.200 --> 00:35:21.260]   we could find a whole bunch of things to charge against you
[00:35:21.260 --> 00:35:23.080]   and find you to be a criminal,
[00:35:23.080 --> 00:35:25.880]   which is why it's so important for you to be a criminal.
[00:35:25.880 --> 00:35:25.880]   And so,
[00:35:25.880 --> 00:35:25.880]   I'm pretty sure I've got the facts good enough that I can'th
[00:35:25.880 --> 00:35:25.880]   I'm pretty sure I've got the facts good enough that I can'th
[00:35:25.880 --> 00:35:25.880]   I'm pretty sure I've got the facts good enough that I can'th
[00:35:25.880 --> 00:35:25.880]   and I'm pretty sure I've got the facts good enough that I can'th
[00:35:25.880 --> 00:35:55.900]  ,
[00:35:55.900 --> 00:35:55.900]   and I'm pretty sure I've got the facts good enough that I can'th
[00:35:55.900 --> 00:35:55.900]   and I'm pretty sure I've got the facts good enough that I can'th
[00:35:55.900 --> 00:35:55.900]   and I'm pretty sure I've got the facts good enough that I can'th
[00:35:55.900 --> 00:35:55.900]   and I'm pretty sure I've got the facts good enough that I can'th
[00:35:55.900 --> 00:35:55.900]   and I'm pretty sure I've got the facts good enough that I can'th
[00:35:55.900 --> 00:35:55.900]   and I'm pretty sure I've got the facts good enough that I can'th
[00:35:55.900 --> 00:35:55.900]   and I'm pretty sure I've got the facts good enough that I can'th
[00:35:55.940 --> 00:35:59.740]   specific
[00:35:59.740 --> 00:36:06.820]   cut. grow
[00:36:06.820 --> 00:36:10.940]   Ming schTA Pi HerPD 좋아요 disputes
[00:36:10.940 --> 00:36:22.560]   wonder
[00:36:22.560 --> 00:36:24.260]   care, deux,atic, all, I,,,,,,,,,,,,,,,,,,,, from .. er.our happy. quite-- K. Herz. inver about in the thing is my 은 B representation continue respectful Mark� End Dun be buyả God snat� � Democratic 0 Young球 I�ne wait imper 沒有 cell con setup 12FX cues這些 splits braking concerned Nin 되는 Yoo relnin satisfy 76​ leaders marząd the maximalgułych the YEM buy the G peppers is sh 먹 ved after therique about the double Tôi amingo 자� rolling especial Zwe story is up the end cour writtenough the isvest the synd a even question is the hurt the time guess the похож the grad of the satisfy the ruten the Aus double chasing the 지� confusing the結 bus for الав the vis just the law of the bin
[00:36:24.260 --> 00:36:24.420]  inn sold the hot and the gittiory, they's the оп И
[00:36:24.500 --> 00:36:53.060]   you didn't realize it at the time you you didn't realize it at the time you were just operating a normal under a normal life you were just operating a normal under a normal life you were just simply saying I'm just being a normal person I'm trying to be prudent in all my affairs but you were found negligent somewhere you could be found negligent by a motivated attorney with a set of facts who has a victim and a sympathetic jury because there are enough proven legal theories that could be found to hold you responsible that's why asset protection is so important to me and I'm not going to go into too much detail about this but I think you can get a little more into it if you just want to know more about it.
[00:36:53.060 --> 00:36:53.060]   but I think you can get a little more into it if you just want to know more about it.
[00:36:53.060 --> 00:36:53.060]   but I think you can get a little more into it if you just want to know more about it.
[00:36:53.100 --> 00:37:22.640]  ,
[00:37:22.640 --> 00:37:22.700]   but I think you can get a little more into it if you just want to know more about it.
[00:37:22.700 --> 00:37:23.080]   but I think you can get a little more into it if you just want to know more about it.
[00:37:23.080 --> 00:37:23.080]   but I think you can get a little more into it if you just want to know more about it.
[00:37:23.080 --> 00:37:23.080]   but I think you can get a little more into it if you just want to know more about it.
[00:37:23.100 --> 00:37:53.100]   but I think you can get a little more into it if you just want to know more about it.
[00:37:53.100 --> 00:37:53.100]   That's the problem.
[00:37:53.100 --> 00:37:53.100]   You might be a careful person.
[00:37:53.100 --> 00:37:53.100]   You might be a prudent person.
[00:37:53.100 --> 00:37:53.100]   You might be careful in all your hiring practices, but if you hire people, in some fact patterns, you are liable for the behavior of those people.
[00:37:53.100 --> 00:37:53.100]   Personally. You are liable for your employees. You are liable for your equipment. You are liable for all kinds of things. There are enough examples that we could find that we can find
[00:37:53.140 --> 00:38:23.120]   I think you can get a little more into it if you just want to know more about it.
[00:38:23.120 --> 00:38:23.120]   It's a little more into it if you just want to know more about it.
[00:38:23.120 --> 00:38:23.120]   It's a little more into it if you just want to know more about it.
[00:38:23.120 --> 00:38:23.120]   It's a little more into it if you just want to know more about it.
[00:38:23.120 --> 00:38:23.120]   It's a little more into it if you just want to know more about it.
[00:38:23.120 --> 00:38:23.120]   It's a little more into it if you just want to know more about it.
[00:38:23.120 --> 00:38:23.120]   It's a little more into it if you just want to know more about it.
[00:38:23.120 --> 00:38:23.120]   It's a little more into it if you just want to know more about it.
[00:38:23.120 --> 00:38:23.120]   It's a little more into it if you just want to know more about it.
[00:38:23.120 --> 00:38:23.120]   I think you can get a little more into it if you just want to know more about it.
[00:38:23.160 --> 00:38:53.140]   paraphrasing
[00:38:53.140 --> 00:38:53.140]   and I think you can get a little more into it if you just want to know more about it.
[00:38:53.140 --> 00:38:53.140]   I think you can get a little more into it if you just want to know more about it.
[00:38:53.140 --> 00:38:53.140]   I think you can get a little more into it if you just want to know more about it.
[00:38:53.140 --> 00:38:53.140]   I think you can get a little more into it if you just want to know more about it.
[00:38:53.140 --> 00:38:53.140]   I think you can get a little more into it if you just want to know more about it.
[00:38:53.140 --> 00:38:53.140]   I think you can get a little more into it if you just want to know more about it.
[00:38:53.140 --> 00:38:53.140]   I think you can get a little more into it if you just want to know more about it.
[00:38:53.140 --> 00:38:53.140]   I think you can get a little more into it if you just want to know more about it.
[00:38:53.140 --> 00:38:53.140]   I think you can get a little more into it if you just want to know more about it.
[00:38:53.160 --> 00:39:23.160]   I think you can get a little more into it if you just want to know more about it.
[00:39:23.160 --> 00:39:23.160]   I think you can get a little more into it if you just want to know more about it.
[00:39:23.160 --> 00:39:23.160]   I think you can get a little more into it if you just want to know more about it.
[00:39:23.160 --> 00:39:23.160]   I think you can get a little more into it if you just want to know more about it.
[00:39:23.160 --> 00:39:23.160]   I think you can get a little more into it if you just want to know more about it.
[00:39:23.160 --> 00:39:23.160]   I think you can get a little more into it if you just want to know more about it.
[00:39:23.160 --> 00:39:23.160]   I think you can get a little more into it if you just want to know more about it.
[00:39:23.160 --> 00:39:23.160]   I think you can get a little more into it if you just want to know more about it.
[00:39:23.160 --> 00:39:23.160]   I think you can get a little more into it if you just want to know more about it.
[00:39:23.160 --> 00:39:23.160]   if you just want to know more about it.
[00:39:23.160 --> 00:39:53.180]  ,
[00:39:53.180 --> 00:39:53.180]   and then he stopped taking his antipsychotic medication.
[00:39:53.180 --> 00:39:53.180]   and then he stopped taking his antipsychotic medication.
[00:39:53.200 --> 00:40:23.200]   I think you can get a little more into it if you just want to know more about it.
[00:40:23.200 --> 00:40:23.200]   I think you can get a little more into it if you just want to know more about it.
[00:40:23.200 --> 00:40:23.200]   I think you can get a little more into it if you just want to know more about it.
[00:40:23.200 --> 00:40:23.200]   I think you can get a little more into it if you just want to know more about it.
[00:40:23.200 --> 00:40:23.200]   I think you can get a little more into it if you just want to know more about it.
[00:40:23.200 --> 00:40:23.200]   I think you can get a little more into it if you just want to know more about it.
[00:40:23.200 --> 00:40:23.200]   I think you can get a little more into it if you just want to know more about it.
[00:40:23.200 --> 00:40:23.200]   I think you can get a little more into it if you just want to know more about it.
[00:40:23.200 --> 00:40:23.200]   I think you can get a little more into it if you just want to know more about it.
[00:40:23.240 --> 00:40:53.220]  ,
[00:40:53.220 --> 00:40:53.220]   I think you can get a little more into it if you just want to know more about it.
[00:40:53.220 --> 00:40:53.220]   I think you can get a little more into it if you just want to know more about it.
[00:40:53.220 --> 00:40:53.220]   I think you can get a little more into it if you just want to know more about it.
[00:40:53.220 --> 00:40:53.220]   I think you can get a little more into it if you just want to know more about it.
[00:40:53.220 --> 00:40:53.220]   I think you can get a little more into it if you just want to know more about it.
[00:40:53.220 --> 00:40:53.220]   I think you can get a little more into it if you just want to know more about it.
[00:40:53.240 --> 00:41:23.240]   I think you can get a little more into it if you just want to know more about it.
[00:41:23.240 --> 00:41:23.240]   I think you can get a little more into it if you just want to know more about it.
[00:41:23.240 --> 00:41:23.240]   I think you can get a little more into it if you just want to know more about it.
[00:41:23.240 --> 00:41:23.240]   I think you can get a little more into it if you just want to know more about it.
