
[00:00:00.000 --> 00:00:07.280]   Hi, everyone.
[00:19:07.660 --> 00:19:09.940]   of nice in the presentation.
[00:19:09.940 --> 00:19:11.300]   But yeah, what we'll end up doing
[00:19:11.300 --> 00:19:14.860]   is having a very low-rank approximation to qk transpose.
[00:19:14.860 --> 00:19:17.380]   And so you actually do do it like this.
[00:19:17.380 --> 00:19:19.780]   It's a good question.
[00:19:19.780 --> 00:19:26.140]   Is vii, so the query with any specific?
[00:19:26.140 --> 00:19:27.620]   Sorry, could you repeat that for me?
[00:19:27.620 --> 00:19:32.620]   This eii, so the query of the word dotted with the key
[00:19:32.620 --> 00:19:34.980]   by itself, does it look like an identity,
[00:19:34.980 --> 00:19:37.420]   or does it look like anything in particular?
[00:19:37.420 --> 00:19:38.340]   That's a good question.
[00:19:38.340 --> 00:19:40.500]   OK, let me remember to repeat questions.
[00:19:40.500 --> 00:19:44.660]   So does eii, for j equal to i, so looking at itself,
[00:19:44.660 --> 00:19:46.080]   look like anything in particular?
[00:19:46.080 --> 00:19:47.660]   Does it look like the identity?
[00:19:47.660 --> 00:19:48.820]   Is that the question?
[00:19:48.820 --> 00:19:53.020]   OK, so right, it's unclear, actually.
[00:19:53.020 --> 00:19:54.940]   This question of should you look at yourself
[00:19:54.940 --> 00:19:57.020]   for representing yourself, well, it's
[00:19:57.020 --> 00:20:00.780]   going to be encoded by the matrices q and k.
[00:20:00.780 --> 00:20:02.940]   If I didn't have q and k in there,
[00:20:02.940 --> 00:20:04.940]   if those were the identity matrices,
[00:20:04.940 --> 00:20:07.460]   if q is identity, k is identity, then this
[00:20:07.460 --> 00:20:09.860]   would be sort of dot product with yourself, which is going
[00:20:09.860 --> 00:20:12.180]   to be high on average, like you're pointing
[00:20:12.180 --> 00:20:13.860]   in the same direction as yourself.
[00:20:13.860 --> 00:20:18.460]   But it could be that qxi and kxi might
[00:20:18.460 --> 00:20:21.060]   be sort of arbitrarily different from each other,
[00:20:21.060 --> 00:20:24.140]   because q could be the identity, and k
[00:20:24.140 --> 00:20:27.060]   could map you to the negative of yourself,
[00:20:27.060 --> 00:20:29.060]   for example, so that you don't look at yourself.
[00:20:29.060 --> 00:20:30.940]   So this is all learned in practice.
[00:20:30.940 --> 00:20:32.380]   So you end up--
[00:20:32.380 --> 00:20:35.860]   it can sort of decide by learning
[00:20:35.860 --> 00:20:38.180]   whether you should be looking at yourself or not.
[00:20:38.180 --> 00:20:39.580]   And that's some of the flexibility
[00:20:39.580 --> 00:20:42.820]   that parametrizing it as q and k gives you
[00:20:42.820 --> 00:20:46.180]   that wouldn't be there if I just used xis everywhere
[00:20:46.180 --> 00:20:49.820]   in this equation.
[00:20:49.820 --> 00:20:51.860]   I'm going to try to move on, I'm afraid,
[00:20:51.860 --> 00:20:53.340]   because there's a lot to get on.
[00:20:53.340 --> 00:20:55.540]   But we'll keep talking about self-attention.
[00:20:55.540 --> 00:20:57.660]   And so as more questions come up,
[00:20:57.660 --> 00:21:01.460]   I can also potentially return back.
[00:21:01.460 --> 00:21:05.140]   OK, so this is our basic building block.
[00:21:05.140 --> 00:21:06.860]   But there are a bunch of barriers
[00:21:06.860 --> 00:21:10.260]   to using it as a replacement for LSTMs.
[00:21:10.260 --> 00:21:13.020]   And so what we're going to do for this portion of the lecture
[00:21:13.020 --> 00:21:14.740]   is talk about the minimal components
[00:21:14.740 --> 00:21:18.180]   that we need in order to use self-attention as sort
[00:21:18.180 --> 00:21:21.540]   of this very fundamental building block.
[00:21:21.540 --> 00:21:25.260]   So we can't use it as it stands as I've presented it,
[00:21:25.260 --> 00:21:26.740]   because there are a couple of things
[00:21:26.740 --> 00:21:29.340]   that we need to sort of solve or fix.
[00:21:29.340 --> 00:21:32.180]   One of them is that there's no notion of sequence order
[00:21:32.180 --> 00:21:33.500]   in self-attention.
[00:21:33.500 --> 00:21:37.580]   So what does this mean?
[00:21:37.580 --> 00:21:40.140]   If I have a sentence like--
[00:21:40.140 --> 00:21:42.380]   I'm going to move over here to the whiteboard briefly,
[00:21:42.380 --> 00:21:46.820]   and hopefully I'll write quite large.
[00:21:46.820 --> 00:21:55.700]   If I have a sentence like, Zuko made his uncle.
[00:21:55.700 --> 00:22:05.780]   And let's say, his uncle made Zuko.
[00:22:05.780 --> 00:22:08.700]   If I were to embed each of these words
[00:22:08.700 --> 00:22:10.700]   using its embedding matrix, the embedding matrix
[00:22:10.700 --> 00:22:14.980]   isn't dependent on the index of the word.
[00:22:14.980 --> 00:22:18.060]   So this is the word index 1, 2, 3, 4,
[00:22:18.060 --> 00:22:21.900]   versus now his is over here, and uncle.
[00:22:21.900 --> 00:22:23.900]   And so when I compute the self-attention--
[00:22:23.900 --> 00:22:26.240]   and there's a lot more on this in the lecture notes that
[00:22:26.240 --> 00:22:29.860]   goes through a full example--
[00:22:29.860 --> 00:22:32.260]   the actual self-attention operation
[00:22:32.260 --> 00:22:34.380]   will give you exactly the same representations
[00:22:34.380 --> 00:22:38.060]   for this sequence, Zuko made his uncle, as for this sequence,
[00:22:38.060 --> 00:22:40.020]   his uncle made Zuko.
[00:22:40.020 --> 00:22:41.680]   And that's bad, because they're sentences
[00:22:41.680 --> 00:22:43.900]   that mean different things.
[00:22:43.900 --> 00:22:46.820]   And so it's this idea that self-attention
[00:22:46.820 --> 00:22:48.580]   is an operation on sets.
[00:22:48.580 --> 00:22:50.780]   You have a set of vectors that you're
[00:22:50.780 --> 00:22:52.660]   going to perform self-attention on,
[00:22:52.660 --> 00:22:55.740]   and nowhere does the exact position of the words
[00:22:55.740 --> 00:22:59.140]   come into play directly.
[00:22:59.140 --> 00:23:02.540]   So we're going to encode the position of words
[00:23:02.540 --> 00:23:06.100]   through the keys, queries, and values that we have.
[00:23:06.100 --> 00:23:10.060]   So consider now representing each sequence index--
[00:23:10.060 --> 00:23:12.100]   our sequences are going from 1 to n--
[00:23:12.100 --> 00:23:13.380]   as a vector.
[00:23:13.380 --> 00:23:17.220]   So don't worry so far about how it's being made,
[00:23:17.220 --> 00:23:20.300]   but you can imagine representing the number 1,
[00:23:20.300 --> 00:23:23.540]   the position 1, the position 2, the position 3,
[00:23:23.540 --> 00:23:25.580]   as a vector in the dimensionality d,
[00:23:25.580 --> 00:23:29.260]   just like we're representing our keys, queries, and values.
[00:23:29.260 --> 00:23:33.060]   And so these are position vectors.
[00:23:33.060 --> 00:23:37.940]   If you were to want to incorporate the information
[00:23:37.940 --> 00:23:42.380]   represented by these positions into our self-attention,
[00:23:42.380 --> 00:23:45.140]   you could just add these vectors, these p i
[00:23:45.140 --> 00:23:48.020]   vectors, to the inputs.
[00:23:48.020 --> 00:23:53.340]   So if I have this xi embedding of a word, which
[00:23:53.340 --> 00:23:56.060]   is the word at position i, but really just represents,
[00:23:56.060 --> 00:23:59.100]   oh, the word zuko is here, now I can say, oh, it's the word
[00:23:59.100 --> 00:24:03.860]   zuko, and it's at position 5, because this vector represents
[00:24:03.860 --> 00:24:04.660]   position 5.
[00:24:04.660 --> 00:24:11.260]   So how do we do this?
[00:24:11.260 --> 00:24:12.860]   And we might only have to do this once.
[00:24:12.860 --> 00:24:16.420]   So we can do it once at the very input to the network,
[00:24:16.420 --> 00:24:18.260]   and then that is sufficient.
[00:24:18.260 --> 00:24:19.840]   We don't have to do it at every layer,
[00:24:19.840 --> 00:24:23.660]   because it knows from the input.
[00:24:23.660 --> 00:24:26.060]   So one way in which people have done this
[00:24:26.060 --> 00:24:29.500]   is look at these sinusoidal position representations.
[00:24:29.500 --> 00:24:32.100]   So this looks a little bit like this, where you have--
[00:24:32.100 --> 00:24:35.980]   so this is a vector p i, which is in dimensionality d.
[00:24:35.980 --> 00:24:40.500]   And each one of the dimensions, you take the value i,
[00:24:40.500 --> 00:24:45.740]   you modify it by some constant, and you pass it
[00:24:45.740 --> 00:24:47.780]   to the sine or cosine function, and you
[00:24:47.780 --> 00:24:49.900]   get these sort of values that vary
[00:24:49.900 --> 00:24:53.260]   according to the period, differing periods depending
[00:24:53.260 --> 00:24:54.340]   on the dimensionality's d.
[00:24:54.340 --> 00:24:57.500]   So I've got this sort of a representation of a matrix,
[00:24:57.500 --> 00:24:59.580]   where d is the vertical dimension,
[00:24:59.580 --> 00:25:01.500]   and then n is the horizontal.
[00:25:01.500 --> 00:25:05.580]   And you can see that there's sort of like, oh, as I walk
[00:25:05.580 --> 00:25:08.300]   along, you see the period of the sine function going up and down,
[00:25:08.300 --> 00:25:11.220]   and each of the dimensions d has a different period.
[00:25:11.220 --> 00:25:13.620]   And so together, you can represent a bunch of different
[00:25:13.620 --> 00:25:15.140]   sort of position indices.
[00:25:15.140 --> 00:25:20.020]   And it gives this intuition that, oh, maybe sort
[00:25:20.020 --> 00:25:22.780]   of the absolute position of a word isn't as important.
[00:25:22.780 --> 00:25:24.220]   You've got the sort of periodicity
[00:25:24.220 --> 00:25:26.220]   of the sines and cosines.
[00:25:26.220 --> 00:25:29.500]   And maybe that allows you to extrapolate to longer sequences.
[00:25:29.500 --> 00:25:32.140]   But in practice, that doesn't work.
[00:25:32.140 --> 00:25:34.220]   But this is sort of like an early notion
[00:25:34.220 --> 00:25:37.140]   that is still sometimes used for how to represent position
[00:25:37.140 --> 00:25:40.700]   in transformers and self-attention networks
[00:25:40.700 --> 00:25:43.260]   in general.
[00:25:43.260 --> 00:25:45.180]   So that's one idea.
[00:25:45.180 --> 00:25:48.580]   You might think it's a little bit complicated,
[00:25:48.580 --> 00:25:50.300]   a little bit unintuitive.
[00:25:50.300 --> 00:25:54.380]   Here's something that feels a little bit more deep learning.
[00:25:54.380 --> 00:25:57.460]   So we're just going to say, oh, I've
[00:25:57.460 --> 00:25:59.860]   got a maximum sequence length of n.
[00:25:59.860 --> 00:26:01.940]   And I'm just going to learn a matrix that's
[00:26:01.940 --> 00:26:03.700]   dimensionality d by n.
[00:26:03.700 --> 00:26:05.500]   And that's going to represent my positions.
[00:26:05.500 --> 00:26:07.780]   And I'm going to learn it as a parameter, just like I
[00:26:07.780 --> 00:26:09.100]   learn every other parameter.
[00:26:09.100 --> 00:26:10.020]   And what do they mean?
[00:26:10.020 --> 00:26:10.860]   Oh, I have no idea.
[00:26:10.860 --> 00:26:13.100]   But it represents position.
[00:26:13.100 --> 00:26:19.420]   So you just sort of add this matrix to the xi's,
[00:26:19.420 --> 00:26:22.140]   your input embeddings.
[00:26:22.140 --> 00:26:24.180]   And it learns to fit to data.
[00:26:24.180 --> 00:26:26.300]   So whatever representation of position
[00:26:26.300 --> 00:26:30.300]   that's linear, sort of index-based that you want,
[00:26:30.300 --> 00:26:31.460]   you can learn.
[00:26:31.460 --> 00:26:33.900]   And the cons are that, well, you definitely now
[00:26:33.900 --> 00:26:37.980]   can't represent anything that's longer than n words long, right?
[00:26:37.980 --> 00:26:41.660]   No sequence longer than n you can handle because, well,
[00:26:41.660 --> 00:26:44.420]   you only learned a matrix of this many positions.
[00:26:44.420 --> 00:26:47.660]   And so in practice, you'll get a model error
[00:26:47.660 --> 00:26:50.500]   if you pass a self-attention model, something longer
[00:26:50.500 --> 00:26:51.620]   than length n.
[00:26:51.620 --> 00:26:56.620]   It will just sort of crash and say, I can't do this.
[00:26:56.620 --> 00:26:59.660]   And so this is sort of what most systems nowadays use.
[00:26:59.660 --> 00:27:02.220]   There are more flexible representations of position,
[00:27:02.220 --> 00:27:04.940]   including a couple in the lecture notes.
[00:27:04.940 --> 00:27:08.020]   You might want to look at the relative linear position,
[00:27:08.020 --> 00:27:09.900]   or words before or after each other,
[00:27:09.900 --> 00:27:11.500]   but not their absolute position.
[00:27:11.500 --> 00:27:13.300]   There's also some sort of representations
[00:27:13.300 --> 00:27:16.660]   that harken back to our dependency syntax.
[00:27:16.660 --> 00:27:19.100]   Because, oh, maybe words that are close in the dependency
[00:27:19.100 --> 00:27:21.620]   parse tree should be the things that are sort of close
[00:27:21.620 --> 00:27:25.060]   in the self-attention operation.
[00:27:25.060 --> 00:27:28.340]   OK, questions?
[00:27:28.340 --> 00:27:32.420]   In practice, do we typically just make n large enough
[00:27:32.420 --> 00:27:36.500]   that we don't run into the issue of having something
[00:27:36.500 --> 00:27:39.060]   that can be input longer than n?
[00:27:39.060 --> 00:27:41.900]   So the question is, in practice, do we just make n long enough
[00:27:41.900 --> 00:27:44.100]   that we don't run into the problem where we're going
[00:27:44.100 --> 00:27:46.660]   to look at a text longer than n?
[00:27:46.660 --> 00:27:49.420]   No, in practice, it's actually quite a problem.
[00:27:49.420 --> 00:27:52.540]   Even today, even in the largest, biggest language models,
[00:27:52.540 --> 00:27:58.020]   and can I fit this prompt into chat GPT or whatever?
[00:27:58.020 --> 00:27:59.820]   It's a thing that you might see on Twitter.
[00:27:59.820 --> 00:28:01.980]   These continue to be issues.
[00:28:01.980 --> 00:28:04.980]   And part of it is because the self-attention operation--
[00:28:04.980 --> 00:28:06.900]   and we'll get into this later in the lecture--
[00:28:06.900 --> 00:28:10.060]   it's quadratic complexity in the sequence length.
[00:28:10.060 --> 00:28:14.420]   So you're going to spend n squared memory budget in order
[00:28:14.420 --> 00:28:15.740]   to make sequence lengths longer.
[00:28:15.740 --> 00:28:21.420]   So in practice, this might be on a large model, say, 4,000 or so.
[00:28:21.420 --> 00:28:24.620]   n is 4,000, so you can fit 4,000 words, which feels like a lot,
[00:28:24.620 --> 00:28:26.220]   but it's not going to fit a novel.
[00:28:26.220 --> 00:28:29.740]   It's not going to fit a Wikipedia page.
[00:28:29.740 --> 00:28:33.740]   And there are models that do longer sequences, for sure.
[00:28:33.740 --> 00:28:35.280]   And again, we'll talk a bit about it,
[00:28:35.280 --> 00:28:36.700]   but no, this actually is an issue.
[00:28:36.700 --> 00:28:43.140]   How do you know that the p you learned
[00:28:43.140 --> 00:28:47.580]   is the position, which is not any other?
[00:28:47.580 --> 00:28:48.220]   I don't.
[00:28:48.220 --> 00:28:49.100]   It's yours.
[00:28:49.100 --> 00:28:49.700]   Yeah.
[00:28:49.700 --> 00:28:51.580]   So how do you know that the p that you've learned,
[00:28:51.580 --> 00:28:53.960]   this matrix that you've learned, is representing position
[00:28:53.960 --> 00:28:55.540]   as opposed to anything else?
[00:28:55.540 --> 00:28:58.700]   And the reason is the only thing it correlates is position.
[00:28:58.700 --> 00:29:02.180]   So when I see these vectors, I'm adding this p matrix
[00:29:02.180 --> 00:29:05.460]   to my x matrix, the word embeddings.
[00:29:05.460 --> 00:29:06.720]   I'm adding them together.
[00:29:06.720 --> 00:29:08.420]   And the words that show up at each index
[00:29:08.420 --> 00:29:10.900]   will vary depending on what word actually
[00:29:10.900 --> 00:29:12.380]   showed up there in the example.
[00:29:12.380 --> 00:29:13.820]   But the p matrix never differs.
[00:29:13.820 --> 00:29:16.300]   It's always exactly the same at every index.
[00:29:16.300 --> 00:29:18.300]   And so it's the only thing in the data
[00:29:18.300 --> 00:29:19.260]   that it correlates with.
[00:29:19.260 --> 00:29:21.260]   So you're learning it implicitly.
[00:29:21.260 --> 00:29:24.540]   This vector at index 1 is always at index 1 for every example,
[00:29:24.540 --> 00:29:26.300]   for every gradient update.
[00:29:26.300 --> 00:29:31.900]   And nothing else co-occurs like that.
[00:29:31.900 --> 00:29:32.380]   Yeah.
[00:29:32.380 --> 00:29:33.820]   So what do you end up learning?
[00:29:33.820 --> 00:29:34.340]   I don't know.
[00:29:34.340 --> 00:29:34.900]   It's unclear.
[00:29:34.900 --> 00:29:37.820]   But it definitely allows you to know, oh, this word
[00:29:37.820 --> 00:29:39.020]   is with this index.
[00:29:39.020 --> 00:29:41.700]   Yeah.
[00:29:41.700 --> 00:29:42.200]   OK.
[00:29:42.200 --> 00:29:42.700]   Yeah.
[00:29:42.700 --> 00:29:47.100]   Just quickly, when you say quadratic constant in space,
[00:29:47.100 --> 00:29:49.580]   is a sequence right now defined as a sequence?
[00:29:49.580 --> 00:29:51.180]   Is there a sequence of words?
[00:29:51.180 --> 00:29:57.300]   Or I'm trying to figure out what unit is using it.
[00:29:57.300 --> 00:29:57.800]   OK.
[00:29:57.800 --> 00:30:00.300]   So the question is, when this is quadratic in the sequence,
[00:30:00.300 --> 00:30:01.420]   is that a sequence of words?
[00:30:01.420 --> 00:30:01.920]   Yeah.
[00:30:01.920 --> 00:30:03.700]   Think of it as a sequence of words.
[00:30:03.700 --> 00:30:05.120]   Sometimes there'll be pieces that
[00:30:05.120 --> 00:30:06.620]   are smaller than words, which we'll
[00:30:06.620 --> 00:30:08.180]   go into in the next lecture.
[00:30:08.180 --> 00:30:08.700]   But yeah.
[00:30:08.700 --> 00:30:10.220]   Think of this as a sequence of words,
[00:30:10.220 --> 00:30:12.100]   but not necessarily just for a sentence,
[00:30:12.100 --> 00:30:15.380]   maybe for an entire paragraph, or an entire document,
[00:30:15.380 --> 00:30:16.980]   or something like that.
[00:30:16.980 --> 00:30:17.480]   OK.
[00:30:17.480 --> 00:30:19.820]   But the attention is where it is.
[00:30:19.820 --> 00:30:23.700]   Yeah, the attention is based words to words.
[00:30:23.700 --> 00:30:24.260]   OK.
[00:30:24.260 --> 00:30:25.060]   Cool.
[00:30:25.060 --> 00:30:27.100]   I'm going to move on.
[00:30:27.100 --> 00:30:28.700]   OK.
[00:30:28.700 --> 00:30:29.200]   Right.
[00:30:29.200 --> 00:30:30.540]   So we have another problem.
[00:30:30.540 --> 00:30:34.060]   Another is that, based on the presentation of self-attention
[00:30:34.060 --> 00:30:36.900]   that we've done, there's really no nonlinearities
[00:30:36.900 --> 00:30:38.940]   for deep learning magic.
[00:30:38.940 --> 00:30:43.420]   We're just computing weighted averages of stuff.
[00:30:43.420 --> 00:30:47.820]   So if I apply self-attention, and then apply self-attention
[00:30:47.820 --> 00:30:50.660]   again, and then again, and again, and again,
[00:30:50.660 --> 00:30:52.820]   you should look at the next lecture notes
[00:30:52.820 --> 00:30:53.540]   if you're interested in this.
[00:30:53.540 --> 00:30:54.580]   It's actually quite cool.
[00:30:54.580 --> 00:30:56.280]   But what you end up doing is you're just
[00:30:56.280 --> 00:30:58.240]   re-averaging value vectors together.
[00:30:58.240 --> 00:31:00.940]   So you're computing averages of value vectors,
[00:31:00.940 --> 00:31:03.700]   and it ends up looking like one big self-attention.
[00:31:03.700 --> 00:31:05.400]   But there's an easy fix to this if you
[00:31:05.400 --> 00:31:07.980]   want the traditional deep learning magic.
[00:31:07.980 --> 00:31:10.180]   And you can just add a feed-forward network
[00:31:10.180 --> 00:31:11.940]   to post-process each output vector.
[00:31:11.940 --> 00:31:13.500]   So I've got a word here.
[00:31:13.500 --> 00:31:15.460]   That's the output of self-attention.
[00:31:15.460 --> 00:31:17.460]   And I'm going to pass it through--
[00:31:17.460 --> 00:31:20.380]   in this case, I'm calling it a multilayer perceptron MLP.
[00:31:20.380 --> 00:31:23.820]   So this is a vector in Rd that's going to be--
[00:31:23.820 --> 00:31:26.420]   and it's taking in as input a vector in Rd.
[00:31:26.420 --> 00:31:30.020]   And you do the usual multilayer perceptron thing,
[00:31:30.020 --> 00:31:32.460]   where you have the output, and you multiply it by a matrix,
[00:31:32.460 --> 00:31:36.020]   pass it through a nonlinearity, multiply it by another matrix.
[00:31:36.020 --> 00:31:38.300]   And so what this looks like in self-attention
[00:31:38.300 --> 00:31:40.580]   is that I've got this sentence, the chef who--
[00:31:40.580 --> 00:31:42.140]   da, da, da, da, da-- food.
[00:31:42.140 --> 00:31:44.040]   And I've got my embeddings for it.
[00:31:44.040 --> 00:31:46.780]   I pass it through this whole big self-attention block, which
[00:31:46.780 --> 00:31:49.140]   looks at the whole sequence and incorporates
[00:31:49.140 --> 00:31:50.540]   context and all that.
[00:31:50.540 --> 00:31:52.660]   And then I pass each one individually
[00:31:52.660 --> 00:31:55.300]   through a feed-forward layer.
[00:31:55.300 --> 00:31:58.420]   So this embedding, that's the output of the self-attention
[00:31:58.420 --> 00:32:01.060]   for the word "the," is passed independently
[00:32:01.060 --> 00:32:03.540]   through a multilayer perceptron here.
[00:32:03.540 --> 00:32:09.540]   And you can think of it as combining together or processing
[00:32:09.540 --> 00:32:10.620]   the result of attention.
[00:32:11.600 --> 00:32:14.360]   So there's a number of reasons why we do this.
[00:32:14.360 --> 00:32:16.020]   One of them also is that you can actually
[00:32:16.020 --> 00:32:20.120]   stack a ton of computation into these feed-forward networks
[00:32:20.120 --> 00:32:22.600]   very, very efficiently, very parallelizable,
[00:32:22.600 --> 00:32:23.880]   very good for GPUs.
[00:32:23.880 --> 00:32:25.600]   But this is what's done in practice.
[00:32:25.600 --> 00:32:27.280]   So you do self-attention, and then you
[00:32:27.280 --> 00:32:31.320]   can pass it through this position-wise feed-forward
[00:32:31.320 --> 00:32:31.760]   layer.
[00:32:31.760 --> 00:32:34.000]   Every word is processed independently
[00:32:34.000 --> 00:32:40.360]   by this feed-forward network to process the result.
[00:32:40.360 --> 00:32:43.740]   So that's adding our classical deep learning nonlinearities
[00:32:43.740 --> 00:32:45.980]   for self-attention.
[00:32:45.980 --> 00:32:49.260]   And that's an easy fix for this no nonlinearities
[00:32:49.260 --> 00:32:50.920]   problem in self-attention.
[00:32:50.920 --> 00:32:52.860]   And then we have a last issue before we
[00:32:52.860 --> 00:32:56.300]   have our final minimal self-attention building block
[00:32:56.300 --> 00:32:59.740]   with which we can replace RNNs.
[00:32:59.740 --> 00:33:02.100]   And that's that-- well, when I've
[00:33:02.100 --> 00:33:04.940]   been writing out all of these examples of self-attention,
[00:33:04.940 --> 00:33:07.700]   you can look at the entire sequence.
[00:33:07.700 --> 00:33:12.400]   And in practice, for some tasks, such as machine translation
[00:33:12.400 --> 00:33:13.940]   or language modeling, whenever you
[00:33:13.940 --> 00:33:16.700]   want to define a probability distribution over a sequence,
[00:33:16.700 --> 00:33:18.820]   you can't cheat and look at the future.
[00:33:18.820 --> 00:33:24.860]   So at every time step, I could define the set
[00:33:24.860 --> 00:33:29.260]   of keys and queries and values to only include past words.
[00:33:29.260 --> 00:33:31.140]   But this is inefficient.
[00:33:31.140 --> 00:33:31.780]   Bear with me.
[00:33:31.780 --> 00:33:34.660]   It's inefficient because you can't parallelize it so well.
[00:33:34.660 --> 00:33:37.940]   So instead, we compute the entire n by n matrix,
[00:33:37.940 --> 00:33:41.220]   just like I showed in the slide discussing self-attention.
[00:33:41.220 --> 00:33:42.940]   And then I mask out words in the future.
[00:33:42.940 --> 00:33:45.500]   So for this score, eij--
[00:33:45.500 --> 00:33:49.900]   and I computed eij for all n by n pairs of words--
[00:33:49.900 --> 00:33:54.820]   is equal to whatever it was before if the word that you're
[00:33:54.820 --> 00:33:59.380]   looking at, index j, is an index that is less than or equal to
[00:33:59.380 --> 00:34:01.740]   where you are, index i.
[00:34:01.740 --> 00:34:04.820]   And it's equal to negative infinity-ish otherwise,
[00:34:04.820 --> 00:34:06.220]   if it's in the future.
[00:34:06.220 --> 00:34:08.640]   And when you softmax the eij, negative infinity
[00:34:08.640 --> 00:34:11.220]   gets mapped to 0.
[00:34:11.220 --> 00:34:13.980]   So now my attention is weighted 0.
[00:34:13.980 --> 00:34:16.500]   My weighted average is 0 on the future.
[00:34:16.500 --> 00:34:18.740]   So I can't look at it.
[00:34:18.740 --> 00:34:20.020]   What does this look like?
[00:34:20.020 --> 00:34:24.140]   So in order to encode these words, the chef who--
[00:34:24.140 --> 00:34:27.940]   maybe the start symbol there--
[00:34:27.940 --> 00:34:29.940]   I can look at these words.
[00:34:29.940 --> 00:34:31.620]   That's all pairs of words.
[00:34:31.620 --> 00:34:32.700]   And then I just gray out--
[00:34:32.700 --> 00:34:35.860]   I negative infinity out the words I can't look at.
[00:34:35.860 --> 00:34:37.300]   So when encoding the start symbol,
[00:34:37.300 --> 00:34:39.260]   I can just look at the start symbol.
[00:34:39.260 --> 00:34:43.220]   When encoding the, I can look at the start symbol and the.
[00:34:43.220 --> 00:34:46.220]   When encoding chef, I can look at start the chef.
[00:34:46.220 --> 00:34:48.960]   But I can't look at who.
[00:34:48.960 --> 00:34:53.780]   And so with this representation of chef that is only looking
[00:34:53.780 --> 00:34:57.940]   at start the chef, I can define a probability distribution
[00:34:57.940 --> 00:35:01.100]   using this vector that allows me to predict who
[00:35:01.100 --> 00:35:03.180]   without having cheated by already looking ahead
[00:35:03.180 --> 00:35:05.660]   and seeing that, well, who is the next word.
[00:35:05.660 --> 00:35:11.900]   Questions?
[00:35:11.900 --> 00:35:15.020]   So it says for using it in decoders.
[00:35:15.020 --> 00:35:17.020]   Do we do this for both the encoding layer
[00:35:17.020 --> 00:35:18.140]   and the decoding layer?
[00:35:18.140 --> 00:35:19.700]   Or for the encoding layer, are we
[00:35:19.700 --> 00:35:21.700]   allowing ourselves to look for--
[00:35:21.700 --> 00:35:23.580]   The question is, it says here that we're
[00:35:23.580 --> 00:35:24.540]   using this in a decoder.
[00:35:24.540 --> 00:35:26.700]   Do we also use it in the encoder?
[00:35:26.700 --> 00:35:31.060]   So this is the distinction between a bidirectional LSTM
[00:35:31.060 --> 00:35:33.140]   and a unidirectional LSTM.
[00:35:33.140 --> 00:35:37.100]   So wherever you don't need this constraint,
[00:35:37.100 --> 00:35:38.180]   you probably don't use it.
[00:35:38.180 --> 00:35:40.180]   So if you're using an encoder on the source
[00:35:40.180 --> 00:35:42.460]   sentence of your machine translation problem,
[00:35:42.460 --> 00:35:44.380]   you probably don't do this masking
[00:35:44.380 --> 00:35:46.220]   because it's probably good to let everything
[00:35:46.220 --> 00:35:47.140]   look at each other.
[00:35:47.140 --> 00:35:48.800]   And then whenever you do need to use it
[00:35:48.800 --> 00:35:51.620]   because you have this autoregressive probability
[00:35:51.620 --> 00:35:54.980]   of word one, probability of two given one, three given two
[00:35:54.980 --> 00:35:56.340]   and one, then you would use this.
[00:35:56.340 --> 00:35:58.740]   So traditionally, yes, in decoders, you will use it.
[00:35:58.740 --> 00:36:02.260]   In encoders, you will not.
[00:36:02.260 --> 00:36:04.380]   Yes.
[00:36:04.380 --> 00:36:07.500]   My question is a little bit philosophical.
[00:36:07.500 --> 00:36:10.780]   How humans actually generate sentences
[00:36:10.780 --> 00:36:14.980]   by having some notion of the probability of future words
[00:36:14.980 --> 00:36:19.020]   before they say the words that--
[00:36:19.020 --> 00:36:24.620]   or before they choose the words that they are currently
[00:36:24.620 --> 00:36:26.940]   speaking or writing, generating?
[00:36:26.940 --> 00:36:27.520]   Good question.
[00:36:27.520 --> 00:36:30.460]   So the question is, isn't looking ahead a little bit
[00:36:30.460 --> 00:36:32.900]   and predicting or getting an idea of the words
[00:36:32.900 --> 00:36:35.460]   that you might say in the future sort of how humans generate
[00:36:35.460 --> 00:36:38.660]   language instead of the strict constraint of not
[00:36:38.660 --> 00:36:39.940]   seeing it into the future?
[00:36:39.940 --> 00:36:40.740]   Is that what you're--
[00:36:40.740 --> 00:36:41.580]   OK.
[00:36:41.580 --> 00:36:43.180]   So right.
[00:36:43.180 --> 00:36:46.420]   Trying to plan ahead to see what I should do
[00:36:46.420 --> 00:36:48.820]   is definitely an interesting idea.
[00:36:48.820 --> 00:36:51.180]   But when I am training the network,
[00:36:51.180 --> 00:36:55.460]   I can't-- if I'm teaching it to try to predict the next word,
[00:36:55.460 --> 00:36:57.100]   and if I give it the answer, it's
[00:36:57.100 --> 00:36:59.820]   not going to learn anything useful.
[00:36:59.820 --> 00:37:01.680]   So in practice, when I'm generating text,
[00:37:01.680 --> 00:37:03.980]   maybe it would be a good idea to make some guesses
[00:37:03.980 --> 00:37:07.700]   far into the future or have a high-level plan or something.
[00:37:07.700 --> 00:37:11.180]   But in training the network, I can't encode that intuition
[00:37:11.180 --> 00:37:13.580]   about how humans build--
[00:37:13.580 --> 00:37:15.260]   like, generate sequences of language
[00:37:15.260 --> 00:37:17.020]   by just giving it the answer of the future
[00:37:17.020 --> 00:37:19.820]   directly, at least, because then it's just too easy.
