
[00:00:00.040 --> 00:00:09.480]   ち
[00:25:45.840 --> 00:25:45.840]   I think that's a great opportunity to be able to work.
[00:25:45.840 --> 00:25:45.840]   I think that's a great opportunity to be able to work.
[00:25:45.840 --> 00:25:45.840]   I think that's a great opportunity to be able to work.
[00:25:45.840 --> 00:25:45.840]   I think that's a great opportunity to be able to work.
[00:25:45.840 --> 00:25:45.840]   I think that's a great opportunity to be able to work.
[00:25:45.860 --> 00:26:15.860]   I think that's a great opportunity to be able to work.
[00:26:15.860 --> 00:26:15.860]   I think that's a great opportunity to be able to work.
[00:26:15.860 --> 00:26:15.860]   I think that's a great opportunity to be able to work.
[00:26:15.860 --> 00:26:15.860]   I think that's a great opportunity to be able to work.
[00:26:15.860 --> 00:26:15.860]   I think that's a great opportunity to be able to work.
[00:26:15.860 --> 00:26:15.860]   I think that's a great opportunity to be able to work.
[00:26:15.860 --> 00:26:15.860]   I think that's a great opportunity to be able to work.
[00:26:15.860 --> 00:26:15.860]   I think that's a great opportunity to be able to work.
[00:26:15.860 --> 00:26:15.860]   I think that's a great opportunity to be able to work.
[00:26:15.860 --> 00:26:15.860]   I think that's a great opportunity to be able to work.
[00:26:15.860 --> 00:26:15.860]   I think that's a great opportunity to be able to work.
[00:26:15.860 --> 00:26:15.860]   I think that's a great opportunity to be able to work.
[00:26:15.860 --> 00:26:15.860]   I think that's a great opportunity to be able to work.
[00:26:15.860 --> 00:26:15.860]   I think that's a great opportunity to be able to work.
[00:26:15.860 --> 00:26:45.880]  ,
[00:26:45.880 --> 00:26:45.880]   I think that's a great opportunity to be able to work.
[00:26:45.880 --> 00:26:45.880]   I think that's a great opportunity to be able to work.
[00:26:45.880 --> 00:26:45.880]   I think that's a great opportunity to be able to work.
[00:26:45.880 --> 00:26:45.880]   I think that's a great opportunity to be able to work.
[00:26:45.880 --> 00:26:45.880]   I think that's a great opportunity to be able to work.
[00:26:45.880 --> 00:26:45.880]   I think that's a great opportunity to be able to work.
[00:26:45.880 --> 00:26:45.880]   I think that's a great opportunity to be able to work.
[00:26:45.880 --> 00:26:45.880]   I think that's a great opportunity to be able to work.
[00:26:45.880 --> 00:26:45.880]   I think that's a great opportunity to be able to work.
[00:26:45.880 --> 00:26:45.880]   I think that's a great opportunity to be able to work.
[00:26:45.900 --> 00:27:15.900]   I think that's a great opportunity to be able to work.
[00:27:15.900 --> 00:27:15.900]   I think that's a great opportunity to be able to work.
[00:27:15.900 --> 00:27:15.900]   I think that's a great opportunity to be able to work.
[00:27:15.900 --> 00:27:15.900]   I think that's a great opportunity to be able to work.
[00:27:15.900 --> 00:27:15.900]   I think that's a great opportunity to be able to work.
[00:27:15.900 --> 00:27:15.900]   I think that's a great opportunity to be able to work.
[00:27:15.900 --> 00:27:15.900]   I think that's a great opportunity to be able to work.
[00:27:15.900 --> 00:27:15.900]   I think that's a great opportunity to be able to work.
[00:27:15.900 --> 00:27:15.900]   I think that's a great opportunity to be able to work.
[00:27:15.900 --> 00:27:15.900]   I think that's a great opportunity to be able to work.
[00:27:15.900 --> 00:27:15.900]   I think that's a great opportunity to be able to work.
[00:27:15.900 --> 00:27:15.900]   I think that's a great opportunity to be able to work.
[00:27:15.900 --> 00:27:15.900]   I think that's a great opportunity to be able to work.
[00:27:15.900 --> 00:27:15.900]   I think that's a great opportunity to be able to work.
[00:27:15.900 --> 00:27:45.920]   I think that's a great opportunity to be able to work.
[00:27:45.920 --> 00:27:45.920]   I think that's a great opportunity to be able to work.
[00:27:45.920 --> 00:27:45.920]   I think that's a great opportunity to be able to work.
[00:27:45.920 --> 00:27:45.920]   I think that's a great opportunity to be able to work.
[00:27:45.920 --> 00:27:45.920]   I think that's a great opportunity to be able to work.
[00:27:45.920 --> 00:27:45.920]   I think that's a great opportunity to be able to work.
[00:27:45.920 --> 00:27:45.920]   I think that's a great opportunity to be able to work.
[00:27:45.920 --> 00:27:45.920]   I think that's a great opportunity to be able to work.
[00:27:45.920 --> 00:27:45.920]   I think that's a great opportunity to be able to work.
[00:27:45.940 --> 00:28:15.940]   I think that's a great opportunity to be able to work.
[00:28:15.940 --> 00:28:15.940]   I think that's a great opportunity to be able to work.
[00:28:15.940 --> 00:28:15.940]   I think that's a great opportunity to be able to work.
[00:28:15.940 --> 00:28:15.940]   I think that's a great opportunity to be able to work.
[00:28:15.940 --> 00:28:15.940]   I think that's a great opportunity to be able to work.
[00:28:15.940 --> 00:28:15.940]   I think that's a great opportunity to be able to work.
[00:28:15.940 --> 00:28:15.940]   I think that's a great opportunity to be able to work.
[00:28:15.940 --> 00:28:15.940]   I think that's a great opportunity to be able to work.
[00:28:15.940 --> 00:28:15.940]   I think that's a great opportunity to be able to work.
[00:28:15.940 --> 00:28:15.940]   I think that's a great opportunity to be able to work.
[00:28:15.940 --> 00:28:15.940]   I think that's a great opportunity to be able to work.
[00:28:15.940 --> 00:28:15.940]   I think that's a great opportunity to be able to work.
[00:28:15.940 --> 00:28:15.940]   I think that's a great opportunity to be able to work.
[00:28:15.940 --> 00:28:15.940]   I think that's a great opportunity to be able to work.
[00:28:15.980 --> 00:28:45.960]   I think that's a great opportunity to be able to work.
[00:28:45.960 --> 00:28:45.960]   I think that's a great opportunity to be able to work.
[00:28:45.960 --> 00:28:45.960]   I think that's a great opportunity to be able to work.
[00:28:45.960 --> 00:28:45.960]   I think that's a great opportunity to be able to work.
[00:28:45.960 --> 00:28:45.960]   I think that's a great opportunity to be able to work.
[00:28:45.960 --> 00:28:45.960]   I think that's a great opportunity to be able to work.
[00:28:45.960 --> 00:28:45.960]   I think that's a great opportunity to be able to work.
[00:28:45.960 --> 00:28:45.960]   I think that's a great opportunity to be able to work.
[00:28:45.960 --> 00:28:45.960]   I think that's a great opportunity to be able to work.
[00:28:45.960 --> 00:28:45.960]   I think that's a great opportunity to be able to work.
[00:28:45.960 --> 00:28:45.960]   I think that's a great opportunity to be able to work.
[00:28:45.960 --> 00:28:45.960]   I think that's a great opportunity to be able to work.
[00:28:45.980 --> 00:29:15.980]   I think that's a great opportunity to be able to work.
[00:29:15.980 --> 00:29:15.980]   I think that's a great opportunity to be able to work.
[00:29:15.980 --> 00:29:15.980]   I think that's a great opportunity to be able to work.
[00:29:15.980 --> 00:29:15.980]   I think that's a great opportunity to be able to work.
[00:29:15.980 --> 00:29:15.980]   I think that's a great opportunity to be able to work.
[00:29:15.980 --> 00:29:15.980]   I think that's a great opportunity to be able to work.
[00:29:15.980 --> 00:29:15.980]   I think that's a great opportunity to be able to work.
[00:29:15.980 --> 00:29:15.980]   I think that's a great opportunity to be able to work.
[00:29:15.980 --> 00:29:15.980]   I think that's a great opportunity to be able to work.
[00:29:15.980 --> 00:29:15.980]   I think that's a great opportunity to be able to work.
[00:29:15.980 --> 00:29:15.980]   I think that's a great opportunity to be able to work.
[00:29:15.980 --> 00:29:15.980]   I think that's a great opportunity to be able to work.
[00:29:15.980 --> 00:29:15.980]   I think that's a great opportunity to be able to work.
[00:29:15.980 --> 00:29:15.980]   I think that's a great opportunity to be able to work.
[00:29:16.020 --> 00:29:46.000]   I think that's a great opportunity to be able to work.
[00:29:46.000 --> 00:29:46.000]   I think that's a great opportunity to be able to work.
[00:29:46.000 --> 00:29:46.000]   I think that's a great opportunity to be able to work.
[00:29:46.000 --> 00:29:46.000]   I think that's a great opportunity to be able to work.
[00:29:46.000 --> 00:29:46.000]   I think that's a great opportunity to be able to work.
[00:29:46.000 --> 00:29:46.000]   I think that's a great opportunity to be able to work.
[00:29:46.000 --> 00:29:46.000]   I think that's a great opportunity to be able to work.
[00:29:46.000 --> 00:29:46.000]   I think that's a great opportunity to be able to work.
[00:29:46.000 --> 00:29:46.000]   I think that's a great opportunity to be able to work.
[00:29:46.000 --> 00:29:46.000]   I think that's a great opportunity to be able to work.
[00:29:46.000 --> 00:29:46.000]   I think that's a great opportunity to be able to work.
[00:29:46.000 --> 00:29:46.000]   I think that's a great opportunity to be able to work.
[00:29:46.020 --> 00:30:16.020]   I think that's a great opportunity to be able to work.
[00:30:16.020 --> 00:30:16.020]   I think that's a great opportunity to be able to work.
[00:30:16.020 --> 00:30:16.020]   I think that's a great opportunity to be able to work.
[00:30:16.020 --> 00:30:16.020]   I think that's a great opportunity to be able to work.
[00:30:16.020 --> 00:30:16.020]   I think that's a great opportunity to be able to work.
[00:30:16.020 --> 00:30:16.020]   I think that's a great opportunity to be able to work.
[00:30:16.020 --> 00:30:16.020]   I think that's a great opportunity to be able to work.
[00:30:16.020 --> 00:30:16.020]   I think that's a great opportunity to be able to work.
[00:30:16.020 --> 00:30:16.020]   I think that's a great opportunity to be able to work.
[00:30:16.020 --> 00:30:16.020]   I think that's a great opportunity to be able to work.
[00:30:16.020 --> 00:30:16.020]   I think that's a great opportunity to be able to work.
[00:30:16.020 --> 00:30:16.020]   I think that's a great opportunity to be able to work.
[00:30:16.020 --> 00:30:16.020]   I think that's a great opportunity to be able to work.
[00:30:16.020 --> 00:30:16.020]   I think that's a great opportunity to be able to work.
[00:30:16.020 --> 00:30:46.040]   I think that's a great opportunity to be able to work.
[00:30:46.040 --> 00:30:46.040]   I think that's a great opportunity to be able to work.
[00:30:46.040 --> 00:30:46.040]   I think that's a great opportunity to be able to work.
[00:30:46.040 --> 00:30:46.040]   I think that's a great opportunity to be able to work.
[00:30:46.040 --> 00:30:46.040]   I think that's a great opportunity to be able to work.
[00:30:46.040 --> 00:30:46.040]   I think that's a great opportunity to be able to work.
[00:30:46.040 --> 00:30:46.040]   I think that's a great opportunity to be able to work.
[00:30:46.040 --> 00:30:46.040]   I think that's a great opportunity to be able to work.
[00:30:46.040 --> 00:30:46.040]   I think that's a great opportunity to be able to work.
[00:30:46.040 --> 00:30:46.040]   I think that's a great opportunity to be able to work.
[00:30:46.060 --> 00:31:16.060]   I think that's a great opportunity to be able to work.
[00:31:16.060 --> 00:31:16.060]   I think that's a great opportunity to be able to work.
[00:31:16.060 --> 00:31:16.060]   I think that's a great opportunity to be able to work.
[00:31:16.060 --> 00:31:16.060]   I think that's a great opportunity to be able to work.
[00:31:16.060 --> 00:31:16.060]   I think that's a great opportunity to be able to work.
[00:31:16.060 --> 00:31:16.060]   I think that's a great opportunity to be able to work.
[00:31:16.060 --> 00:31:16.060]   I think that's a great opportunity to be able to work.
[00:31:16.060 --> 00:31:16.060]   I think that's a great opportunity to be able to work.
[00:31:16.060 --> 00:31:16.060]   I think that's a great opportunity to be able to work.
[00:31:16.060 --> 00:31:16.060]   I think that's a great opportunity to be able to work.
[00:31:16.060 --> 00:31:16.060]   I think that's a great opportunity to be able to work.
[00:31:16.060 --> 00:31:16.060]   I think that's a great opportunity to be able to work.
[00:31:16.060 --> 00:31:16.060]   I think that's a great opportunity to be able to work.
[00:31:16.060 --> 00:31:16.060]   I think that's a great opportunity to be able to work.
[00:31:16.060 --> 00:31:46.080]   I think that's a great opportunity to be able to work.
[00:31:46.080 --> 00:31:46.080]   I think that's a great opportunity to be able to work.
[00:31:46.080 --> 00:31:46.080]   I think that's a great opportunity to be able to work.
[00:31:46.080 --> 00:31:46.080]   I think that's a great opportunity to be able to work.
[00:31:46.080 --> 00:31:46.080]   I think that's a great opportunity to be able to work.
[00:31:46.080 --> 00:31:46.080]   I think that's a great opportunity to be able to work.
[00:31:46.080 --> 00:31:46.080]   I think that's a great opportunity to be able to work.
[00:31:46.080 --> 00:31:46.080]   I think that's a great opportunity to be able to work.
[00:31:46.080 --> 00:31:46.080]   I think that's a great opportunity to be able to work.
[00:31:46.080 --> 00:31:46.080]   I think that's a great opportunity to be able to work.
[00:31:46.080 --> 00:31:46.080]   I think that's a great opportunity to be able to work.
[00:31:46.100 --> 00:32:16.100]   I think that's a great opportunity to be able to work.
[00:32:16.100 --> 00:32:16.100]   I think that's a great opportunity to be able to work.
[00:32:16.100 --> 00:32:16.100]   I think that's a great opportunity to be able to work.
[00:32:16.100 --> 00:32:16.100]   I think that's a great opportunity to be able to work.
[00:32:16.100 --> 00:32:16.100]   I think that's a great opportunity to be able to work.
[00:32:16.100 --> 00:32:16.100]   I think that's a great opportunity to be able to work.
[00:32:16.100 --> 00:32:16.100]   I think that's a great opportunity to be able to work.
[00:32:16.100 --> 00:32:16.100]   I think that's a great opportunity to be able to work.
[00:32:16.100 --> 00:32:16.100]   I think that's a great opportunity to be able to work.
[00:32:16.100 --> 00:32:16.100]   I think that's a great opportunity to be able to work.
[00:32:16.100 --> 00:32:16.100]   I think that's a great opportunity to be able to work.
[00:32:16.100 --> 00:32:16.100]   I think that's a great opportunity to be able to work.
[00:32:16.100 --> 00:32:16.100]   I think that's a great opportunity to be able to work.
[00:32:16.100 --> 00:32:16.100]   I think that's a great opportunity to be able to work.
[00:32:16.120 --> 00:32:46.120]   I think that's a great opportunity to be able to work.
[00:32:46.120 --> 00:32:46.120]   I think that's a great opportunity to be able to work.
[00:32:46.120 --> 00:32:46.120]   I think that's a great opportunity to be able to work.
[00:32:46.120 --> 00:32:46.120]   I think that's a great opportunity to be able to work.
[00:32:46.120 --> 00:32:46.120]   I think that's a great opportunity to be able to work.
[00:32:46.120 --> 00:32:46.120]   I think that's a great opportunity to be able to work.
[00:32:46.120 --> 00:32:46.120]   I think that's a great opportunity to be able to work.
[00:32:46.120 --> 00:32:46.120]   I think that's a great opportunity to be able to work.
[00:32:46.120 --> 00:32:46.120]   I think that's a great opportunity to be able to work.
[00:32:46.120 --> 00:32:46.120]   I think that's a great opportunity to be able to work.
[00:32:46.120 --> 00:32:46.120]   I think that's a great opportunity to be able to work.
[00:32:46.120 --> 00:32:46.120]   I think that's a great opportunity to be able to work.
[00:32:46.160 --> 00:33:16.140]  ,
[00:33:16.140 --> 00:33:16.140]   I think that's a great opportunity to be able to work.
[00:33:16.140 --> 00:33:16.140]   I think that's a great opportunity to be able to work.
[00:33:16.140 --> 00:33:16.140]   I think that's a great opportunity to be able to work.
[00:33:16.140 --> 00:33:16.140]   I think that's a great opportunity to be able to work.
[00:33:16.140 --> 00:33:16.140]   I think that's a great opportunity to be able to work.
[00:33:16.140 --> 00:33:16.140]   I think that's a great opportunity to be able to work.
[00:33:16.140 --> 00:33:16.140]   I think that's a great opportunity to be able to work.
[00:33:16.140 --> 00:33:16.140]   I think that's a great opportunity to be able to work.
[00:33:16.140 --> 00:33:16.140]   I think that's a great opportunity to be able to work.
[00:33:16.140 --> 00:33:16.140]   I think that's a great opportunity to be able to work.
[00:33:16.140 --> 00:33:16.140]   I think that's a great opportunity to be able to work.
[00:33:16.160 --> 00:33:46.160]   I think that's a great opportunity to be able to work.
[00:33:46.160 --> 00:33:46.160]   I think that's a great opportunity to be able to work.
[00:33:46.160 --> 00:33:46.160]   I think that's a great opportunity to be able to work.
[00:33:46.160 --> 00:33:46.160]   I think that's a great opportunity to be able to work.
[00:33:46.160 --> 00:33:46.160]   I think that's a great opportunity to be able to work.
[00:33:46.160 --> 00:33:46.160]   I think that's a great opportunity to be able to work.
[00:33:46.160 --> 00:33:46.160]   I think that's a great opportunity to be able to work.
[00:33:46.160 --> 00:33:46.160]   I think that's a great opportunity to be able to work.
[00:33:46.160 --> 00:33:46.160]   I think that's a great opportunity to be able to work.
[00:33:46.160 --> 00:33:46.160]   I think that's a great opportunity to be able to work.
[00:33:46.160 --> 00:33:46.160]   I think that's a great opportunity to be able to work.
[00:33:46.160 --> 00:33:46.160]   I think that's a great opportunity to be able to work.
[00:33:46.160 --> 00:33:46.160]   I think that's a great opportunity to be able to work.
[00:33:46.160 --> 00:33:46.160]   I think that's a great opportunity to be able to work.
[00:33:46.160 --> 00:34:16.180]   I think that's a great opportunity to be able to work.
[00:34:16.180 --> 00:34:16.180]   I think that's a great opportunity to be able to work.
[00:34:16.180 --> 00:34:16.180]   I think that's a great opportunity to be able to work.
[00:34:16.180 --> 00:34:16.180]   I think that's a great opportunity to be able to work.
[00:34:16.180 --> 00:34:16.180]   I think that's a great opportunity to be able to work.
[00:34:16.180 --> 00:34:16.180]   I think that's a great opportunity to be able to work.
[00:34:16.180 --> 00:34:16.180]   I think that's a great opportunity to be able to work.
[00:34:16.180 --> 00:34:16.180]   I think that's a great opportunity to be able to work.
[00:34:16.180 --> 00:34:16.180]   I think that's a great opportunity to be able to work.
[00:34:16.200 --> 00:34:46.200]   I think that's a great opportunity to be able to work.
[00:34:46.200 --> 00:34:46.200]   I think that's a great opportunity to be able to work.
[00:34:46.200 --> 00:34:46.200]   I think that's a great opportunity to be able to work.
[00:34:46.200 --> 00:34:46.200]   I think that's a great opportunity to be able to work.
[00:34:46.200 --> 00:34:46.200]   I think that's a great opportunity to be able to work.
[00:34:46.200 --> 00:34:46.200]   I think that's a great opportunity to be able to work.
[00:34:46.200 --> 00:34:46.200]   I think that's a great opportunity to be able to work.
[00:34:46.200 --> 00:34:46.200]   I think that's a great opportunity to be able to work.
[00:34:46.200 --> 00:34:46.200]   I think that's a great opportunity to be able to work.
[00:34:46.200 --> 00:34:46.200]   I think that's a great opportunity to be able to work.
[00:34:46.200 --> 00:34:46.200]   I think that's a great opportunity to be able to work.
[00:34:46.200 --> 00:34:46.200]   I think that's a great opportunity to be able to work.
[00:34:46.200 --> 00:34:46.200]   I think that's a great opportunity to be able to work.
[00:34:46.200 --> 00:34:46.200]   I think that's a great opportunity to be able to work.
[00:34:46.240 --> 00:35:16.220]  ,
[00:35:16.220 --> 00:35:16.220]   I think that's a great opportunity to be able to work.
[00:35:16.220 --> 00:35:16.220]   I think that's a great opportunity to be able to work.
[00:35:16.220 --> 00:35:16.220]   I think that's a great opportunity to be able to work.
[00:35:16.220 --> 00:35:16.220]   I think that's a great opportunity to be able to work.
[00:35:16.220 --> 00:35:16.220]   I think that's a great opportunity to be able to work.
[00:35:16.220 --> 00:35:16.220]   I think that's a great opportunity to be able to work.
[00:35:16.220 --> 00:35:16.220]   I think that's a great opportunity to be able to work.
[00:35:16.220 --> 00:35:16.220]   I think that's a great opportunity to be able to work.
[00:35:16.220 --> 00:35:16.220]   I think that's a great opportunity to be able to work.
[00:35:16.220 --> 00:35:16.220]   I think that's a great opportunity to be able to work.
[00:35:16.240 --> 00:35:46.240]   I think that's a great opportunity to be able to work.
[00:35:46.240 --> 00:35:46.240]   I think that's a great opportunity to be able to work.
[00:35:46.240 --> 00:35:46.240]   I think that's a great opportunity to be able to work.
[00:35:46.240 --> 00:35:46.240]   I think that's a great opportunity to be able to work.
[00:35:46.240 --> 00:35:46.240]   I think that's a great opportunity to be able to work.
[00:35:46.240 --> 00:35:46.240]   I think that's a great opportunity to be able to work.
[00:35:46.240 --> 00:35:46.240]   I think that's a great opportunity to be able to work.
[00:35:46.240 --> 00:35:46.240]   I think that's a great opportunity to be able to work.
[00:35:46.240 --> 00:35:46.240]   I think that's a great opportunity to be able to work.
[00:35:46.240 --> 00:35:46.240]   I think that's a great opportunity to be able to work.
[00:35:46.240 --> 00:35:46.240]   I think that's a great opportunity to be able to work.
[00:35:46.240 --> 00:35:46.240]   I think that's a great opportunity to be able to work.
[00:35:46.240 --> 00:35:46.240]   I think that's a great opportunity to be able to work.
[00:35:46.240 --> 00:35:46.240]   I think that's a great opportunity to be able to work.
[00:35:46.260 --> 00:36:16.260]   I think that's a great opportunity to be able to work.
[00:36:16.260 --> 00:36:16.260]   I think that's a great opportunity to be able to work.
[00:36:16.260 --> 00:36:16.260]   I think that's a great opportunity to be able to work.
[00:36:16.260 --> 00:36:16.260]   I think that's a great opportunity to be able to work.
[00:36:16.260 --> 00:36:16.260]   I think that's a great opportunity to be able to work.
[00:36:16.260 --> 00:36:16.260]   I think that's a great opportunity to be able to work.
[00:36:16.260 --> 00:36:16.260]   I think that's a great opportunity to be able to work.
[00:36:16.260 --> 00:36:16.260]   I think that's a great opportunity to be able to work.
[00:36:16.260 --> 00:36:16.260]   I think that's a great opportunity to be able to work.
[00:36:16.260 --> 00:36:16.260]   I think that's a great opportunity to be able to work.
[00:36:16.260 --> 00:36:16.260]   I think that's a great opportunity to be able to work.
[00:36:16.260 --> 00:36:16.260]   I think that's a great opportunity to be able to work.
[00:36:16.300 --> 00:36:46.280]   I think that's a great opportunity to be able to work.
[00:36:46.280 --> 00:36:46.280]   I think that's a great opportunity to be able to work.
[00:36:46.280 --> 00:36:46.280]   I think that's a great opportunity to be able to work.
[00:36:46.280 --> 00:36:46.280]   I think that's a great opportunity to be able to work.
[00:36:46.280 --> 00:36:46.280]   I think that's a great opportunity to be able to work.
[00:36:46.280 --> 00:36:46.280]   I think that's a great opportunity to be able to work.
[00:36:46.280 --> 00:36:46.280]   I think that's a great opportunity to be able to work.
[00:36:46.280 --> 00:36:46.280]   I think that's a great opportunity to be able to work.
[00:36:46.280 --> 00:36:46.280]   I think that's a great opportunity to be able to work.
[00:36:46.280 --> 00:36:46.280]   I think that's a great opportunity to be able to work.
[00:36:46.280 --> 00:36:46.280]   I think that's a great opportunity to be able to work.
[00:36:46.280 --> 00:36:46.280]   I think that's a great opportunity to be able to work.
[00:36:46.300 --> 00:37:16.300]   I think that's a great opportunity to be able to work.
[00:37:16.300 --> 00:37:16.300]   I think that's a great opportunity to be able to work.
[00:37:16.300 --> 00:37:16.300]   I think that's a great opportunity to be able to work.
[00:37:16.300 --> 00:37:16.300]   I think that's a great opportunity to be able to work.
[00:37:16.300 --> 00:37:16.300]   I think that's a great opportunity to be able to work.
[00:37:16.300 --> 00:37:16.300]   I think that's a great opportunity to be able to work.
[00:37:16.300 --> 00:37:16.300]   I think that's a great opportunity to be able to work.
[00:37:16.300 --> 00:37:16.300]   I think that's a great opportunity to be able to work.
[00:37:16.300 --> 00:37:16.300]   I think that's a great opportunity to be able to work.
[00:37:16.300 --> 00:37:16.300]   I think that's a great opportunity to be able to work.
[00:37:16.300 --> 00:37:16.300]   I think that's a great opportunity to be able to work.
[00:37:16.300 --> 00:37:16.300]   I think that's a great opportunity to be able to work.
[00:37:16.300 --> 00:37:16.300]   I think that's a great opportunity to be able to work.
[00:37:16.300 --> 00:37:16.300]   I think that's a great opportunity to be able to work.
[00:37:16.300 --> 00:37:46.320]   I think that's a great opportunity to be able to work.
[00:37:46.320 --> 00:37:46.320]   I think that's a great opportunity to be able to work.
[00:37:46.320 --> 00:37:46.320]   I think that's a great opportunity to be able to work.
[00:37:46.320 --> 00:37:46.320]   I think that's a great opportunity to be able to work.
[00:37:46.320 --> 00:37:46.320]   I think that's a great opportunity to be able to work.
[00:37:46.320 --> 00:37:46.320]   I think that's a great opportunity to be able to work.
[00:37:46.320 --> 00:37:46.320]   I think that's a great opportunity to be able to work.
[00:37:46.320 --> 00:37:46.320]   I think that's a great opportunity to be able to work.
[00:37:46.320 --> 00:37:46.320]   I think that's a great opportunity to be able to work.
[00:37:46.320 --> 00:37:46.320]   I think that's a great opportunity to be able to work.
[00:37:46.340 --> 00:38:16.340]   I think that's a great opportunity to be able to work.
[00:38:16.340 --> 00:38:16.340]   I think that's a great opportunity to be able to work.
[00:38:16.340 --> 00:38:16.340]   I think that's a great opportunity to be able to work.
[00:38:16.340 --> 00:38:16.340]   I think that's a great opportunity to be able to work.
[00:38:16.340 --> 00:38:16.340]   I think that's a great opportunity to be able to work.
[00:38:16.340 --> 00:38:16.340]   I think that's a great opportunity to be able to work.
[00:38:16.340 --> 00:38:16.340]   I think that's a great opportunity to be able to work.
[00:38:16.340 --> 00:38:16.340]   I think that's a great opportunity to be able to work.
[00:38:16.340 --> 00:38:16.340]   I think that's a great opportunity to be able to work.
[00:38:16.340 --> 00:38:16.340]   I think that's a great opportunity to be able to work.
[00:38:16.340 --> 00:38:16.340]   I think that's a great opportunity to be able to work.
[00:38:16.340 --> 00:38:16.340]   I think that's a great opportunity to be able to work.
[00:38:16.340 --> 00:38:16.340]   I think that's a great opportunity to be able to work.
[00:38:16.340 --> 00:38:16.340]   I think that's a great opportunity to be able to work.
[00:38:16.360 --> 00:38:46.360]  ,
[00:38:46.360 --> 00:38:46.360]   I think that's a great opportunity to be able to work.
[00:38:46.360 --> 00:38:46.360]   I think that's a great opportunity to be able to work.
[00:38:46.360 --> 00:38:46.360]   I think that's a great opportunity to be able to work.
[00:38:46.360 --> 00:38:46.360]   I think that's a great opportunity to be able to work.
[00:38:46.360 --> 00:38:46.360]   I think that's a great opportunity to be able to work.
[00:38:46.360 --> 00:38:46.360]   I think that's a great opportunity to be able to work.
[00:38:46.360 --> 00:38:46.360]   I think that's a great opportunity to be able to work.
[00:38:46.360 --> 00:38:46.360]   I think that's a great opportunity to be able to work.
[00:38:46.360 --> 00:38:46.360]   I think that's a great opportunity to be able to work.
[00:38:46.360 --> 00:38:46.360]   I think that's a great opportunity to be able to work.
[00:38:46.380 --> 00:39:16.380]  ,
[00:39:16.380 --> 00:39:16.380]   I think that's a great opportunity to be able to work.
[00:39:16.380 --> 00:39:16.380]   I think that's a great opportunity to be able to work.
[00:39:16.380 --> 00:39:16.380]   I think that's a great opportunity to be able to work.
[00:39:16.380 --> 00:39:16.380]   I think that's a great opportunity to be able to work.
[00:39:16.380 --> 00:39:16.380]   I think that's a great opportunity to be able to work.
[00:39:16.380 --> 00:39:16.380]   I think that's a great opportunity to be able to work.
[00:39:16.380 --> 00:39:16.380]   I think that's a great opportunity to be able to work.
[00:39:16.380 --> 00:39:16.380]   I think that's a great opportunity to be able to work.
[00:39:16.380 --> 00:39:16.380]   I think that's a great opportunity to be able to work.
[00:39:16.380 --> 00:39:16.380]   I think that's a great opportunity to be able to work.
[00:39:16.380 --> 00:39:46.400]  ,
[00:39:46.400 --> 00:39:46.400]   I think that's a great opportunity to be able to work.
[00:39:46.400 --> 00:39:46.400]   I think that's a great opportunity to be able to work.
[00:39:46.400 --> 00:39:46.400]   I think that's a great opportunity to be able to work.
[00:39:46.400 --> 00:39:46.400]   I think that's a great opportunity to be able to work.
[00:39:46.400 --> 00:39:46.400]   I think that's a great opportunity to be able to work.
[00:39:46.400 --> 00:39:46.400]   I think that's a great opportunity to be able to work.
[00:39:46.400 --> 00:39:46.400]   I think that's a great opportunity to be able to work.
[00:39:46.400 --> 00:39:46.400]   I think that's a great opportunity to be able to work.
[00:39:46.400 --> 00:39:46.400]   I think that's a great opportunity to be able to work.
[00:39:46.400 --> 00:39:46.400]   I think that's a great opportunity to be able to work.
[00:39:46.400 --> 00:39:46.400]   I think that's a great opportunity to be able to work.
[00:39:46.420 --> 00:40:16.420]   I think that's a great opportunity to be able to work.
[00:40:16.420 --> 00:40:16.420]   I think that's a great opportunity to be able to work.
[00:40:16.420 --> 00:40:16.420]   I think that's a great opportunity to be able to work.
[00:40:16.420 --> 00:40:16.420]   I think that's a great opportunity to be able to work.
[00:40:16.420 --> 00:40:16.420]   I think that's a great opportunity to be able to work.
[00:40:16.420 --> 00:40:16.420]   I think that's a great opportunity to be able to work.
[00:40:16.420 --> 00:40:16.420]   I think that's a great opportunity to be able to work.
[00:40:16.420 --> 00:40:16.420]   I think that's a great opportunity to be able to work.
[00:40:16.420 --> 00:40:16.420]   I think that's a great opportunity to be able to work.
[00:40:16.420 --> 00:40:16.420]   I think that's a great opportunity to be able to work.
[00:40:16.420 --> 00:40:16.420]   I think that's a great opportunity to be able to work.
[00:40:16.420 --> 00:40:16.420]   I think that's a great opportunity to be able to work.
[00:40:16.420 --> 00:40:16.420]   I think that's a great opportunity to be able to work.
[00:40:16.420 --> 00:40:16.420]   I think that's a great opportunity to be able to work.
[00:40:16.440 --> 00:40:46.440]   I think that's a great opportunity to be able to work.
[00:40:46.440 --> 00:40:46.440]   I think that's a great opportunity to be able to work.
[00:40:46.440 --> 00:40:46.440]   I think that's a great opportunity to be able to work.
[00:40:46.440 --> 00:40:46.440]   I think that's a great opportunity to be able to work.
[00:40:46.440 --> 00:40:46.440]   I think that's a great opportunity to be able to work.
