
[00:00:00.040 --> 00:00:09.560]  �
[00:20:59.440 --> 00:20:59.440]   And so I suggested, well, we could sell some stocks and realize the gains from an accounting perspective.
[00:20:59.440 --> 00:20:59.440]   And so I suggested, well, we could sell some stocks and realize the gains from an accounting perspective.
[00:20:59.440 --> 00:20:59.440]   And so I suggested, well, we could sell some stocks and realize the gains from an accounting perspective.
[00:20:59.460 --> 00:21:29.460]   And so I suggested, well, we could sell some stocks and realize the gains from an accounting perspective.
[00:21:29.460 --> 00:21:29.460]   And so I suggested, well, we could sell some stocks and realize the gains from an accounting perspective.
[00:21:29.460 --> 00:21:29.460]   And so I suggested, well, we could sell some stocks and realize the gains from an accounting perspective.
[00:21:29.460 --> 00:21:29.460]   And so I suggested, well, we could sell some stocks and realize the gains from an accounting perspective.
[00:21:29.460 --> 00:21:29.460]   And so I suggested, well, we could sell some stocks and realize the gains from an accounting perspective.
[00:21:29.460 --> 00:21:29.460]   And so I suggested, well, we could sell some stocks and realize the gains from an accounting perspective.
[00:21:29.460 --> 00:21:29.460]   And so I suggested, well, we could sell some stocks and realize the gains from an accounting perspective.
[00:21:29.460 --> 00:21:29.460]   And so I suggested, well, we could sell some stocks and realize the gains from an accounting perspective.
[00:21:29.460 --> 00:21:29.460]   And so I suggested, well, we could sell some stocks and realize the gains from an accounting perspective.
[00:21:29.500 --> 00:21:59.480]  , and so I suggested, well, we could sell some stocks and realize the gains from an accounting perspective.
[00:21:59.480 --> 00:21:59.480]   And so I suggested, well, we could sell some stocks and realize the gains from an accounting perspective.
[00:21:59.480 --> 00:21:59.480]   And so I suggested, well, we could sell some stocks and realize the gains from an accounting perspective.
[00:21:59.480 --> 00:21:59.480]   And so I suggested, well, we could sell some stocks and realize the gains from an accounting perspective.
[00:21:59.480 --> 00:21:59.480]   And so I suggested, well, we could sell some stocks and realize the gains from an accounting perspective.
[00:21:59.480 --> 00:21:59.480]   And so I suggested, well, we could sell some stocks and realize the gains from an accounting perspective.
[00:22:29.540 --> 00:22:59.520]   And so I suggested, well, we could sell some stocks and realize the gains from an accounting perspective.
[00:22:59.520 --> 00:22:59.520]   And so I suggested, well, we could sell some stocks and realize the gains from an accounting perspective.
[00:22:59.520 --> 00:22:59.520]   And so I suggested, well, we could sell some stocks and realize the gains from an accounting perspective.
[00:22:59.520 --> 00:22:59.520]   And so I suggested, well, we could sell some stocks and realize the gains from an accounting perspective.
[00:22:59.520 --> 00:22:59.520]   And so I suggested, well, we could sell some stocks and realize the gains from an accounting perspective.
[00:22:59.520 --> 00:22:59.520]   And so I suggested, well, we could sell some stocks and realize the gains from an accounting perspective.
[00:22:59.520 --> 00:22:59.520]   And so I suggested, well, we could sell some stocks and realize the gains from an accounting perspective.
[00:22:59.520 --> 00:22:59.520]   And so I suggested, well, we could sell some stocks and realize the gains from an accounting perspective.
[00:22:59.520 --> 00:22:59.520]   And so I suggested, well, we could sell some stocks and realize the gains from an accounting perspective.
[00:22:59.520 --> 00:23:29.540]  , and realize the gains from an accounting perspective.
[00:23:29.540 --> 00:23:29.540]   And so I suggested, well, we could sell some stocks and realize the gains from an accounting perspective.
[00:23:29.540 --> 00:23:29.540]   And so I suggested, well, we could sell some stocks and realize the gains from an accounting perspective.
[00:23:29.540 --> 00:23:29.540]   And so I suggested, well, we could sell some stocks and realize the gains from an accounting perspective.
[00:23:29.540 --> 00:23:29.540]   And so I suggested, well, we could sell some stocks and realize the gains from an accounting perspective.
[00:23:29.540 --> 00:23:29.540]   And so I suggested, well, we could sell some stocks and realize the gains from an accounting perspective.
[00:23:29.560 --> 00:23:59.560]   We could sell some stocks and realize the gains from an accounting perspective.
[00:23:59.560 --> 00:23:59.560]   We could sell some stocks and realize the gains from an accounting perspective.
[00:23:59.560 --> 00:23:59.560]   We could sell some stocks and realize the gains from an accounting perspective.
[00:23:59.560 --> 00:23:59.560]   We could sell some stocks and realize the gains from an accounting perspective.
[00:23:59.560 --> 00:23:59.560]   We could sell some stocks and realize the gains from an accounting perspective.
[00:23:59.560 --> 00:23:59.560]   We could sell some stocks and realize the gains from an accounting perspective.
[00:23:59.560 --> 00:23:59.560]   We could sell some stocks and realize the gains from an accounting perspective.
[00:23:59.560 --> 00:23:59.560]   We could sell some stocks and realize the gains from an accounting perspective.
[00:23:59.560 --> 00:23:59.560]   We could sell some stocks and realize the gains from an accounting perspective.
[00:23:59.560 --> 00:23:59.560]   We could sell some stocks and realize the gains from an accounting perspective.
[00:23:59.560 --> 00:23:59.560]   We could sell some stocks and realize the gains from an accounting perspective.
[00:23:59.560 --> 00:23:59.560]   We could sell some stocks and realize the gains from an accounting perspective.
[00:23:59.560 --> 00:23:59.560]   We could sell some stocks and realize the gains from an accounting perspective.
[00:23:59.600 --> 00:24:29.580]  - we could sell some stocks and realize the gains from an accounting perspective.
[00:24:29.580 --> 00:24:29.580]   We could sell some stocks and realize the gains from an accounting perspective.
[00:24:29.580 --> 00:24:29.580]   We could sell some stocks and realize the gains from an accounting perspective.
[00:24:29.580 --> 00:24:29.580]   We could sell some stocks and realize the gains from an accounting perspective.
[00:24:29.580 --> 00:24:29.580]   We could sell some stocks and realize the gains from an accounting perspective.
[00:24:29.580 --> 00:24:29.580]   We could sell some stocks and realize the gains from an accounting perspective.
[00:24:29.580 --> 00:24:29.580]   We could sell some stocks and realize the gains from an accounting perspective.
[00:24:29.600 --> 00:24:59.600]   We could sell some stocks and realize the gains from an accounting perspective.
[00:24:59.600 --> 00:24:59.600]   We could sell some stocks and realize the gains from an accounting perspective.
[00:24:59.600 --> 00:24:59.600]   We could sell some stocks and realize the gains from an accounting perspective.
[00:24:59.600 --> 00:24:59.600]   We could sell some stocks and realize the gains from an accounting perspective.
[00:24:59.600 --> 00:24:59.600]   We could sell some stocks and realize the gains from an accounting perspective.
[00:24:59.600 --> 00:24:59.600]   We could sell some stocks and realize the gains from an accounting perspective.
[00:24:59.600 --> 00:24:59.600]   We could sell some stocks and realize the gains from an accounting perspective.
[00:24:59.600 --> 00:24:59.600]   We could sell some stocks and realize the gains from an accounting perspective.
[00:24:59.600 --> 00:24:59.600]   We could sell some stocks and realize the gains from an accounting perspective.
[00:24:59.600 --> 00:24:59.600]   We could sell some stocks and realize the gains from an accounting perspective.
[00:24:59.600 --> 00:24:59.600]   We could sell some stocks and realize the gains from an accounting perspective.
[00:24:59.600 --> 00:24:59.600]   We could sell some stocks and realize the gains from an accounting perspective.
[00:24:59.600 --> 00:24:59.600]   We could sell some stocks and realize the gains from an accounting perspective.
[00:24:59.600 --> 00:25:29.620]   a good people trying to do the best for their families that's a positive I think the flexibility the freedom we still have to start business with a lot of people trying to do the best for their families that's a positive I think the flexibility the freedom we still have to start business with
[00:25:29.620 --> 00:25:29.620]   a lot of people trying to do the best for their families that's a positive I think the flexibility the freedom we still have to start business with
[00:25:29.640 --> 00:25:59.640]   We could sell some stocks and realize the gains from an accounting perspective.
[00:25:59.640 --> 00:25:59.640]   We could sell some stocks and realize the gains from an accounting perspective.
[00:25:59.640 --> 00:25:59.640]   We could sell some stocks and realize the gains from an accounting perspective.
[00:25:59.640 --> 00:25:59.640]   We could sell some stocks and realize the gains from an accounting perspective.
[00:25:59.640 --> 00:25:59.640]   We could sell some stocks and realize the gains from an accounting perspective.
[00:25:59.640 --> 00:25:59.640]   We could sell some stocks and realize the gains from an accounting perspective.
[00:25:59.640 --> 00:25:59.640]   We could sell some stocks and realize the gains from an accounting perspective.
[00:25:59.640 --> 00:25:59.640]   We could sell some stocks and realize the gains from an accounting perspective.
[00:25:59.640 --> 00:25:59.640]   We could sell some stocks and realize the gains from an accounting perspective.
[00:25:59.640 --> 00:25:59.640]   We could sell some stocks and realize the gains from an accounting perspective.
[00:25:59.640 --> 00:25:59.640]   We could sell some stocks and realize the gains from an accounting perspective.
[00:25:59.640 --> 00:25:59.640]   We could sell some stocks and realize the gains from an accounting perspective.
[00:25:59.640 --> 00:25:59.640]   We could sell some stocks and realize the gains from an accounting perspective.
[00:25:59.640 --> 00:26:29.660]   I'm not sure if you're a real estate investor or not.
[00:26:29.660 --> 00:26:29.660]   I'm not sure if you're a real estate investor or not.
[00:26:29.660 --> 00:26:29.660]   I'm not sure if you're a real estate investor or not.
[00:26:29.660 --> 00:26:29.660]   I'm not sure if you're a real estate investor or not.
[00:26:29.660 --> 00:26:29.660]   I'm not sure if you're a real estate investor or not.
[00:26:29.660 --> 00:26:29.660]   I'm not sure if you're a real estate investor or not.
[00:26:29.660 --> 00:26:29.660]   I'm not sure if you're a real estate investor or not.
[00:26:29.680 --> 00:26:59.680]   I'm not sure if you're a real estate investor or not.
[00:26:59.680 --> 00:26:59.680]   I'm not sure if you're a real estate investor or not.
[00:26:59.680 --> 00:26:59.680]   I'm not sure if you're a real estate investor or not.
[00:26:59.680 --> 00:26:59.680]   I'm not sure if you're a real estate investor or not.
[00:26:59.680 --> 00:26:59.680]   I'm not sure if you're a real estate investor or not.
[00:26:59.680 --> 00:26:59.680]   I'm not sure if you're a real estate investor or not.
[00:26:59.680 --> 00:26:59.680]   I'm not sure if you're a real estate investor or not.
[00:26:59.680 --> 00:26:59.680]   I'm not sure if you're a real estate investor or not.
[00:26:59.680 --> 00:26:59.680]   I'm not sure if you're a real estate investor or not.
[00:26:59.680 --> 00:26:59.680]   I'm not sure if you're a real estate investor or not.
[00:26:59.680 --> 00:26:59.680]   I'm not sure if you're a real estate investor or not.
[00:26:59.680 --> 00:26:59.680]   I'm not sure if you're a real estate investor or not.
[00:26:59.680 --> 00:26:59.680]   I'm not sure if you're a real estate investor or not.
[00:26:59.720 --> 00:27:29.700]  ,
[00:27:29.700 --> 00:27:29.700]   I'm not sure if you're a real estate investor or not.
[00:27:29.700 --> 00:27:29.700]   I'm not sure if you're a real estate investor or not.
[00:27:29.700 --> 00:27:29.700]   I'm not sure if you're a real estate investor or not.
[00:27:29.700 --> 00:27:29.700]   I'm not sure if you're a real estate investor or not.
[00:27:29.700 --> 00:27:29.700]   I'm not sure if you're a real estate investor or not.
[00:27:29.700 --> 00:27:29.700]   I'm not sure if you're a real estate investor or not.
[00:27:29.700 --> 00:27:29.700]   I'm not sure if you're a real estate investor or not.
[00:27:29.700 --> 00:27:29.700]   I'm not sure if you're a real estate investor or not.
[00:27:29.700 --> 00:27:29.700]   I'm not sure if you're a real estate investor or not.
[00:27:29.700 --> 00:27:29.700]   I'm not sure if you're a real estate investor or not.
[00:27:29.700 --> 00:27:29.700]   I'm not sure if you're a real estate investor or not.
[00:27:29.720 --> 00:27:59.720]   I'm not sure if you're a real estate investor or not.
[00:27:59.720 --> 00:27:59.720]   I'm not sure if you're a real estate investor or not.
[00:27:59.720 --> 00:27:59.720]   I'm not sure if you're a real estate investor or not.
[00:27:59.720 --> 00:27:59.720]   I'm not sure if you're a real estate investor or not.
[00:27:59.720 --> 00:27:59.720]   I'm not sure if you're a real estate investor or not.
[00:27:59.720 --> 00:27:59.720]   I'm not sure if you're a real estate investor or not.
[00:27:59.720 --> 00:27:59.720]   I'm not sure if you're a real estate investor or not.
[00:27:59.720 --> 00:27:59.720]   I'm not sure if you're a real estate investor or not.
[00:27:59.720 --> 00:27:59.720]   I'm not sure if you're a real estate investor or not.
[00:27:59.720 --> 00:27:59.720]   I'm not sure if you're a real estate investor or not.
[00:27:59.720 --> 00:27:59.720]   I'm not sure if you're a real estate investor or not.
[00:27:59.720 --> 00:27:59.720]   I'm not sure if you're a real estate investor or not.
[00:27:59.720 --> 00:27:59.720]   I'm not sure if you're a real estate investor or not.
[00:28:29.740 --> 00:28:29.740]   I'm not sure if you're a real estate investor or not.
[00:28:29.740 --> 00:28:29.740]   I'm not sure if you're a real estate investor or not.
[00:28:29.740 --> 00:28:29.740]   I'm not sure if you're a real estate investor or not.
[00:28:29.740 --> 00:28:29.740]   I'm not sure if you're a real estate investor or not.
[00:28:29.740 --> 00:28:29.740]   I'm not sure if you're a real estate investor or not.
[00:28:29.740 --> 00:28:29.740]   I'm not sure if you're a real estate investor or not.
[00:28:29.740 --> 00:28:29.740]   I'm not sure if you're a real estate investor or not.
[00:28:29.740 --> 00:28:29.740]   I'm not sure if you're a real estate investor or not.
[00:28:29.740 --> 00:28:29.740]   I'm not sure if you're a real estate investor or not.
[00:28:29.740 --> 00:28:29.740]   I'm not sure if you're a real estate investor or not.
[00:28:59.760 --> 00:28:59.760]   I'm not sure if you're a real estate investor or not.
[00:28:59.800 --> 00:29:29.780]   I'm not sure if you're a real estate investor or not.
[00:29:29.780 --> 00:29:29.780]   I'm not sure if you're a real estate investor or not.
[00:29:29.780 --> 00:29:29.780]   I'm not sure if you're a real estate investor or not.
[00:29:29.780 --> 00:29:29.780]   I'm not sure if you're a real estate investor or not.
[00:29:29.780 --> 00:29:29.780]   I'm not sure if you're a real estate investor or not.
[00:29:29.780 --> 00:29:29.780]   I'm not sure if you're a real estate investor or not.
[00:29:29.780 --> 00:29:29.780]   I'm not sure if you're a real estate investor or not.
[00:29:29.780 --> 00:29:29.780]   I'm not sure if you're a real estate investor or not.
[00:29:29.780 --> 00:29:29.780]   I'm not sure if you're a real estate investor or not.
[00:29:29.780 --> 00:29:29.780]   I'm not sure if you're a real estate investor or not.
[00:29:29.780 --> 00:29:29.780]   I'm not sure if you're a real estate investor or not.
[00:29:29.800 --> 00:29:59.800]   I'm not sure if you're a real estate investor or not.
[00:29:59.800 --> 00:29:59.800]   I'm not sure if you're a real estate investor or not.
[00:29:59.800 --> 00:29:59.800]   I'm not sure if you're a real estate investor or not.
[00:29:59.800 --> 00:29:59.800]   I'm not sure if you're a real estate investor or not.
[00:29:59.800 --> 00:29:59.800]   I'm not sure if you're a real estate investor or not.
[00:29:59.800 --> 00:29:59.800]   I'm not sure if you're a real estate investor or not.
[00:29:59.800 --> 00:29:59.800]   I'm not sure if you're a real estate investor or not.
[00:29:59.800 --> 00:29:59.800]   I'm not sure if you're a real estate investor or not.
[00:29:59.800 --> 00:29:59.800]   I'm not sure if you're a real estate investor or not.
[00:29:59.800 --> 00:29:59.800]   I'm not sure if you're a real estate investor or not.
[00:29:59.800 --> 00:29:59.800]   I'm not sure if you're a real estate investor or not.
[00:29:59.800 --> 00:29:59.800]   I'm not sure if you're a real estate investor or not.
[00:29:59.820 --> 00:30:29.820]   I'm not sure if you're a real estate investor or not.
[00:30:29.820 --> 00:30:29.820]   I'm not sure if you're a real estate investor or not.
[00:30:29.820 --> 00:30:29.820]   I'm not sure if you're a real estate investor or not.
[00:30:29.820 --> 00:30:29.820]   I'm not sure if you're a real estate investor or not.
[00:30:29.820 --> 00:30:29.820]   I'm not sure if you're a real estate investor or not.
[00:30:29.820 --> 00:30:29.820]   I'm not sure if you're a real estate investor or not.
[00:30:29.820 --> 00:30:29.820]   I'm not sure if you're a real estate investor or not.
[00:30:29.820 --> 00:30:29.820]   I'm not sure if you're a real estate investor or not.
[00:30:29.820 --> 00:30:29.820]   I'm not sure if you're a real estate investor or not.
[00:30:29.820 --> 00:30:29.820]   I'm not sure if you're a real estate investor or not.
[00:30:29.820 --> 00:30:29.820]   I'm not sure if you're a real estate investor or not.
[00:30:29.820 --> 00:30:29.820]   I'm not sure if you're a real estate investor or not. I'm not sure if you're a real estate investor or not.
[00:30:29.860 --> 00:30:39.900]   met
[00:30:39.900 --> 00:30:42.120]  , geç
[00:30:42.120 --> 00:30:58.720]   in and, last,,,,,,,, goodflow Thank 되는데 gehörtijke diesem kho not the I not the laid the only the what the is the is the get the be the stay the art the be the that the would the that the z Вид I'm the 12 tower and the stared abre the他們รG, and, and, and, and, and, and, and, and, and, but, and, and, and, and, and, and, and, and, you, and, and, and, and, couldn't, and, and, and, and, and, fortunately, in, and, am, 12,úng,干,ize, chat, wears, And, Per, Contin 아주, X, Gra, Mitchell,交, Peace, 기, sweating, 24,ilen, Ram, show,unku., consists, underscore, chill,
[00:30:58.840 --> 00:31:08.640]   stomach
[00:31:08.640 --> 00:31:09.260]  ,
[00:31:09.260 --> 00:31:27.100]  'm, believe is, owe das還
[00:32:25.620 --> 00:32:25.620]   We've lost a common ability to talk about ethics. We've lost a common ability to talk about ethics. We've lost as the United States of America moves into what seems to be under current understanding, what seems to be a post-Christian era, we've lost a common ability to talk about ethics. Where we all affirm the existence of a moral standard, but we dissent about what moral standard there is. And so different people view things differently.
[00:33:52.460 --> 00:34:21.380]  obedience. We've lost a majority of our common cultural understanding. I don't feel almost any connection to somebody who is a US American. Just because somebody is an American, I don't feel any kind of national pride or national sense of identity with them. I feel that sense of connection to people who are outside of that. But I often feel more culturally connected to people who are outside of that.
[00:34:21.380 --> 00:34:21.380]   We've lost any kind of, we've lost a majority of our common cultural understanding. I don't feel almost any connection to somebody who is a US American. Just because somebody is an American, I don't feel any kind of national pride or national sense of identity with them. I feel that sense of connection to people who are outside of that. But I often feel more culturally connected to people who are outside of that. But I often feel more culturally
[00:34:22.320 --> 00:34:50.320]   connected to somebody who shares more of my worldview who's of another skin color from another continent than I do of my neighbor because there doesn't seem to be that historical identity that's being passed on. And I don't know how a nation continues to function if it doesn't have a common heritage, a common creed that is passed on from generation to generation. I've lost that myself. I feel very little connection to that.
[00:37:15.060 --> 00:37:35.280]   I don't see the common heritage.
[00:37:35.280 --> 00:37:37.400]   Those are issues on the margins.
[00:37:37.400 --> 00:37:43.920]   You can still, even if you have to get the license, and we can talk about the amount of regulation you need to
[00:37:43.920 --> 00:37:45.040]   defend yourself.
[00:38:13.980 --> 00:38:15.060]   You can do it until you get reported and until the government goons start knocking on your door and say, "Are you cutting hair illegally?" I have been in meetings with people. One lady, one of them was a client of mine. She was cutting hair in her living room in the inner city and doing that until she got the knock on the door from the government goons saying, "We heard that you're doing unauthorized business activities here." We're a lot closer to Cuba than we once were.
[00:38:15.100 --> 00:38:22.300]   don
[00:38:22.300 --> 00:38:24.620]   the, bomb, errand,
[00:38:24.620 --> 00:38:41.000]   Di But I think the things that the
[00:38:45.120 --> 00:38:56.020]   create
[00:38:56.020 --> 00:38:59.400]   Lip I like,,,實 . " mett little that. And. C.護 пис tresp
[00:38:59.400 --> 00:39:11.700]   aren .
[00:39:14.120 --> 00:39:24.100]   but
[00:39:24.100 --> 00:39:30.880]   aren, show. I'm out, click,業,
[00:39:30.880 --> 00:39:43.680]   single in the stuff. I'm the see the aus the say the volatile. But, the, the, the, the, the, the, the, the, SS, the, monde,èt, graduur, który, procurement, Sow,wechsel,ор, ô, intimate, decide,ong, glance, war, set,ры, as, loving, nhất, Перв, getting,'t, excuse, тысяч, let's,~~~~ 4, α'm. sons. select, under, muscle,raction, en, stomach, layer, 양, останов,arden,beh like, spend. 100, guys. connect, show, Перв Elmo, Jiang arrived, asp.值. think, indicate the wasinhaico, Editor de é al實 and juster, in state,
[00:39:43.760 --> 00:39:57.340]   Z
[00:40:38.640 --> 00:41:06.880]   talk
[00:43:34.680 --> 00:43:44.320]   men
[00:43:44.320 --> 00:44:01.440]   B Hel�,,,,
[00:44:02.260 --> 00:44:11.660]   machine
[00:44:11.660 --> 00:44:13.320]   for not cold
[00:44:13.320 --> 00:44:32.200]   You I'd what in the ch XXV
[00:44:32.200 --> 00:44:32.240]  , and you, you, and you, and, and,,,.,,,,,,,,,,.,,.,atterley reactor allow recognitu мин którzy threatened equ visibleijke be now. I'm just S. A.S. So,S.So,C.S.C.It's. averages 보면. Et.But learn, 'N, describe a. steel. professionally keep, another company .," . effic, 92 stepped, loud, music, but, valor, ., guess,ав, down, change, or, is, ma,PL, him, use the probably, however, river going, Custom, at the Ralph, 1,ico, 옛, in . breathe, g
[00:44:32.280 --> 00:44:37.920]   over
[00:44:37.920 --> 00:44:41.900]   implement. I got,
[00:44:41.900 --> 00:44:46.500]  ,
[00:44:46.500 --> 00:45:00.180]  ягiiii yawater an ... ... ... ... ... ... ... en ... met so persuadeane never che account "我覺得 dish_ hört g bashG cob eاء', even indicatorчив
[00:45:00.320 --> 00:45:03.060]   Nobody said you couldn't do that.
[00:45:03.060 --> 00:45:06.060]   Many places they would have.
[00:45:06.060 --> 00:45:13.060]   And so that's a freedom. That's a huge freedom we have today that we didn't have 30 years ago.
[00:45:13.060 --> 00:45:15.060]   Everybody can create their own content.
[00:45:15.060 --> 00:45:17.060]   Have their own radio station.
[00:45:17.060 --> 00:45:19.060]   In terms of a podcast.
[00:45:19.060 --> 00:45:19.560]   Right.
[00:45:19.560 --> 00:45:20.560]   That's a huge freedom.
[00:45:20.560 --> 00:45:26.860]   I affirm that the United States of America enjoys more of these freedoms than most places in the world.
[00:45:26.860 --> 00:45:27.860]   I affirm that.
[00:45:27.860 --> 00:45:28.360]   As I've traveled,
[00:45:28.360 --> 00:45:28.360]   Every time I leave the country,
[00:45:28.360 --> 00:45:28.360]   I make sure that I have a free time.
[00:45:28.360 --> 00:45:28.360]   I make sure that I have a free time.
[00:45:28.360 --> 00:45:28.360]   I make sure that I have a free time.
[00:45:28.360 --> 00:45:28.360]   I make sure that I have a free time.
[00:45:28.360 --> 00:45:28.560]   I make sure that I have a free time.
[00:45:28.560 --> 00:45:28.640]   I make sure that I have a free time.
[00:45:28.640 --> 00:45:28.700]   I make sure that I have a free time.
[00:45:28.700 --> 00:45:57.160]   I make sure that I have a free time.
[00:45:57.160 --> 00:45:57.220]   I make sure that I have a free time.
[00:45:57.220 --> 00:45:57.260]   I make sure that I have a free time.
[00:45:57.260 --> 00:45:57.320]   I make sure that I have a free time.
[00:45:57.320 --> 00:45:57.360]   I make sure that I have a free time.
[00:45:57.360 --> 00:45:57.440]   I make sure that I have a free time.
[00:45:57.440 --> 00:45:57.460]   I make sure that I have a free time.
[00:45:57.460 --> 00:45:57.500]   I make sure that I have a free time.
[00:45:57.500 --> 00:45:57.560]   I make sure that I have a free time.
[00:45:57.560 --> 00:45:57.600]   I make sure that I have a free time.
[00:45:57.600 --> 00:45:57.860]   I make sure that I have a free time.
[00:45:57.860 --> 00:45:57.860]   I make sure that I have a free time.
[00:45:57.860 --> 00:45:57.960]   I make sure that I have a free time.
[00:45:57.960 --> 00:45:57.960]   I make sure that I have a free time.
[00:45:57.960 --> 00:45:58.440]   I make sure that I have a free time.
[00:45:58.440 --> 00:45:58.740]   I make sure that I have a free time.
[00:45:58.780 --> 00:46:08.620]   is
[00:46:08.620 --> 00:46:17.580]  . And, from,,,,
[00:46:26.680 --> 00:46:54.580]   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[00:46:54.580 --> 00:46:54.580]   .
[00:46:54.580 --> 00:46:54.580]   .
[00:46:54.580 --> 00:46:54.620]   .
[00:46:54.620 --> 00:46:54.660]   .
[00:46:54.660 --> 00:46:54.680]   .
[00:46:54.680 --> 00:46:54.720]   .
[00:46:54.720 --> 00:46:54.760]   .
[00:46:54.760 --> 00:46:54.800]   .
[00:46:54.800 --> 00:46:54.840]   .
[00:46:54.840 --> 00:46:54.880]   .
[00:46:54.880 --> 00:46:54.920]   .
[00:46:54.920 --> 00:46:54.960]   .
[00:46:54.960 --> 00:46:55.020]   .
[00:46:55.020 --> 00:46:55.080]   .
[00:46:55.080 --> 00:46:55.120]   .
[00:46:55.120 --> 00:46:55.160]   .
[00:46:55.160 --> 00:46:55.200]   .
[00:46:55.200 --> 00:46:55.240]   .
[00:46:55.240 --> 00:46:55.300]   .
[00:46:55.300 --> 00:46:55.360]   .
[00:46:55.360 --> 00:46:55.380]   .
[00:46:55.380 --> 00:46:55.620]   .
[00:46:55.620 --> 00:46:55.660]   .
[00:46:55.660 --> 00:46:55.700]   .
[00:46:55.700 --> 00:46:55.760]   .
[00:46:55.760 --> 00:46:55.800]   .
[00:46:55.800 --> 00:46:55.840]   .
[00:46:55.840 --> 00:46:55.860]   .
[00:46:55.860 --> 00:46:55.940]   .
[00:46:55.940 --> 00:46:56.000]   .
[00:46:56.000 --> 00:46:56.320]   .
[00:46:56.320 --> 00:46:56.360]   .
[00:46:56.360 --> 00:46:56.560]   .
[00:46:56.560 --> 00:46:56.680]   .
[00:46:56.700 --> 00:47:26.720]   .
[00:47:26.720 --> 00:47:26.720]   .
[00:47:26.760 --> 00:47:32.100]   happen
[00:47:32.100 --> 00:47:53.940]   i,,,Hy Chand undergo
[00:48:53.520 --> 00:48:55.820]   in
[00:48:55.820 --> 00:49:17.340]   Simple the company,,,, machen
[00:50:23.640 --> 00:50:27.400]   street
[00:50:27.400 --> 00:50:34.460]   consists be,
[00:50:34.460 --> 00:50:45.620]   particle
[00:50:45.620 --> 00:50:48.880]  周 have the r. I. I. I. Mind.�. Last. sailed. Hé., so, be., might,
[00:50:52.440 --> 00:50:53.960]   except
[00:50:53.960 --> 00:51:19.940]   I the. Le, reason,,,, mean mel talk wont
[00:51:22.060 --> 00:51:31.560]   isn
[00:51:31.560 --> 00:51:51.640]   require the have " . work, de, confinement, succeed,,,,,, which...imet...D...G...D...
[00:51:52.060 --> 00:51:55.200]   and travel around and come to Idaho.
[00:51:55.200 --> 00:51:57.200]   There's a lot of freedom out in Idaho.
[00:51:57.200 --> 00:51:59.200]   Indeed. Thanks, David.
[00:51:59.200 --> 00:52:01.200]   Thank you for listening.
[00:52:01.200 --> 00:52:03.200]   You've honored me with your time and attention,
[00:52:03.200 --> 00:52:05.200]   and I'm grateful for that.
[00:52:05.200 --> 00:52:08.200]   And I hope that I've effectively served you today
[00:52:08.200 --> 00:52:12.200]   with some ideas and strategies and tactics and techniques and tools
[00:52:12.200 --> 00:52:14.700]   that will help move you towards your goals.
[00:52:14.700 --> 00:52:17.700]   Before you go, three simple requests.
[00:52:17.700 --> 00:52:22.060]   One, if there's an idea that's been helpful to you in today's show,
[00:52:22.060 --> 00:52:22.060]   Корner
[00:52:22.060 --> 00:52:22.060]   If there's an idea that's been helpful to you in today's show,
[00:52:22.060 --> 00:52:22.060]   If there's an idea that's been helpful to you in today's show,
[00:52:22.060 --> 00:52:22.060]   If there's an idea that's been helpful to you in today's show,
[00:52:22.060 --> 00:52:22.060]   If there's an idea that's been helpful to you in today's show,
[00:52:22.100 --> 00:52:52.080]  ,
[00:52:52.080 --> 00:52:52.080]   I'm depending on you to be a co-laborer with me in helping me to propagate
[00:52:52.080 --> 00:52:52.080]   I'm depending on you to be a co-laborer with me in helping me to propagate
[00:52:52.080 --> 00:52:52.080]   I'm depending on you to be a co-laborer with me in helping me to propagate
[00:52:52.080 --> 00:52:52.080]   I'm depending on you to be a co-laborer with me in helping me to propagate
[00:52:52.080 --> 00:52:52.080]   I'm depending on you to be a co-laborer with me in helping me to propagate
[00:52:52.080 --> 00:52:52.080]   I'm depending on you to be a co-laborer with me in helping me to propagate
[00:52:52.080 --> 00:52:52.080]   I'm depending on you to be a co-laborer with me in helping me to propagate
[00:52:52.080 --> 00:52:52.080]   I'm depending on you to be a co-laborer with me in helping me to propagate
[00:52:52.100 --> 00:53:22.100]   I'm depending on you to be a co-laborer with me in helping me to propagate
[00:53:22.100 --> 00:53:22.100]   I'm depending on you to be a co-laborer with me in helping me to propagate
[00:53:22.100 --> 00:53:22.100]   I'm depending on you to be a co-laborer with me in helping me to propagate
[00:53:22.100 --> 00:53:22.100]   I'm depending on you to be a co-laborer with me in helping me to propagate
[00:53:22.100 --> 00:53:22.100]   I'm depending on you to be a co-laborer with me in helping me to propagate
[00:53:22.100 --> 00:53:22.100]   I'm depending on you to be a co-laborer with me in helping me to propagate
[00:53:22.100 --> 00:53:22.100]   I'm depending on you to be a co-laborer with me in helping me to propagate
[00:53:22.100 --> 00:53:22.100]   I'm depending on you to be a co-laborer with me in helping me to propagate
[00:53:22.100 --> 00:53:22.100]   I'm depending on you to be a co-laborer with me in helping me to propagate
[00:53:22.100 --> 00:53:52.120]  ,
[00:53:52.120 --> 00:53:52.120]   I'm depending on you to be a co-laborer with me in helping me to propagate
