
[00:00:00.040 --> 00:00:09.400]   Angeb
[00:23:36.980 --> 00:23:36.980]   And if you'll think in advance that you're in a world that is governed by the laws of cause and effect,
[00:23:36.980 --> 00:23:36.980]   And if you'll think in advance that you're in a world that is governed by the laws of cause and effect,
[00:23:36.980 --> 00:23:36.980]   And if you'll think in advance that you're in a world that is governed by the laws of cause and effect,
[00:23:36.980 --> 00:23:36.980]   And if you'll think in advance that you're in a world that is governed by the laws of cause and effect,
[00:23:36.980 --> 00:23:36.980]   And if you'll think in advance that you're in a world that is governed by the laws of cause and effect,
[00:23:36.980 --> 00:23:36.980]   And if you'll think in advance that you're in a world that is governed by the laws of cause and effect,
[00:23:36.980 --> 00:23:36.980]   And if you'll think in advance that you're in a world that is governed by the laws of cause and effect,
[00:23:37.000 --> 00:24:07.000]   And if you'll think in advance that you're in a world that is governed by the laws of cause and effect,
[00:24:07.000 --> 00:24:07.000]   And if you'll think in advance that you're in a world that is governed by the laws of cause and effect,
[00:24:07.000 --> 00:24:07.000]   And if you'll think in advance that you're in a world that is governed by the laws of cause and effect,
[00:24:07.000 --> 00:24:07.000]   And if you'll think in advance that you're in a world that is governed by the laws of cause and effect,
[00:24:07.000 --> 00:24:07.000]   And if you'll think in advance that you're in a world that is governed by the laws of cause and effect,
[00:24:07.000 --> 00:24:07.000]   And if you'll think in advance that you're in a world that is governed by the laws of cause and effect,
[00:24:07.000 --> 00:24:07.000]   And if you'll think in advance that you're in a world that is governed by the laws of cause and effect,
[00:24:07.000 --> 00:24:07.000]   And if you'll think in advance that you're in a world that is governed by the laws of cause and effect,
[00:24:07.040 --> 00:24:37.020]  ,
[00:24:37.020 --> 00:24:37.020]   And if you'll think in advance that you're in a world that is governed by the laws of cause and effect,
[00:24:37.020 --> 00:24:37.020]   And if you'll think in advance that you're in a world that is governed by the laws of cause and effect,
[00:24:37.020 --> 00:24:37.020]   And if you'll think in advance that you're in a world that is governed by the laws of cause and effect,
[00:24:37.020 --> 00:24:37.020]   And if you'll think in advance that you're in a world that is governed by the laws of cause and effect,
[00:24:37.020 --> 00:24:37.020]   And if you'll think in advance that you're in a world that is governed by the laws of cause and effect,
[00:24:37.020 --> 00:24:37.020]   And if you'll think in advance that you're in a world that is governed by the laws of cause and effect,
[00:24:37.020 --> 00:24:37.020]   And if you'll think in advance that you're in a world that is governed by the laws of cause and effect,
[00:24:37.020 --> 00:24:37.020]   And if you'll think in advance that you're in a world that is governed by the laws of cause and effect,
[00:24:37.040 --> 00:25:07.040]   And if you'll think in advance that you're in a world that is governed by the laws of cause and effect,
[00:25:07.040 --> 00:25:07.040]   And if you'll think in advance that you're in a world that is governed by the laws of cause and effect,
[00:25:07.040 --> 00:25:07.040]   And if you'll think in advance that you're in a world that is governed by the laws of cause and effect,
[00:25:07.040 --> 00:25:07.040]   And if you'll think in advance that you're in a world that is governed by the laws of cause and effect,
[00:25:07.040 --> 00:25:07.040]   And if you'll think in advance that you're in a world that is governed by the laws of cause and effect,
[00:25:07.040 --> 00:25:07.040]   And if you'll think in advance that you're in a world that is governed by the laws of cause and effect,
[00:25:07.040 --> 00:25:07.040]   And if you'll think in advance that you're in a world that is governed by the laws of cause and effect,
[00:25:07.040 --> 00:25:07.040]   And if you'll think in advance that you're in a world that is governed by the laws of cause and effect,
[00:25:07.080 --> 00:25:37.060]  ,
[00:25:37.060 --> 00:25:37.060]   And if you'll think in advance that you're in a world that is governed by the laws of cause and effect,
[00:25:37.060 --> 00:25:37.060]   And if you'll think in advance that you're in a world that is governed by the laws of cause and effect,
[00:25:37.060 --> 00:25:37.060]   And if you'll think in advance that you're in a world that is governed by the laws of cause and effect,
[00:25:37.060 --> 00:25:37.060]   And if you'll think in advance that you're in a world that is governed by the laws of cause and effect,
[00:25:37.060 --> 00:25:37.060]   And if you'll think in advance that you're in a world that is governed by the laws of cause and effect,
[00:25:37.060 --> 00:25:37.060]   And if you'll think in advance that you're in a world that is governed by the laws of cause and effect,
[00:25:37.060 --> 00:25:37.060]   And if you'll think in advance that you're in a world that is governed by the laws of cause and effect,
[00:25:37.060 --> 00:25:37.060]   And if you'll think in advance that you're in a world that is governed by the laws of cause and effect,
[00:25:37.080 --> 00:26:07.080]   And if you'll think in advance that you're in a world that is governed by the laws of cause and effect,
[00:26:07.080 --> 00:26:07.080]   You would probably be better served to leave your 12-gauge shotgun loaded, cocked and locked, ready to go, and leaning in the corner of the room and make sure that you pick up your throw rugs
[00:26:07.080 --> 00:26:07.080]   And if you'll think in advance that you're in a world that is governed by the laws of cause and effect,
[00:26:07.080 --> 00:26:07.080]   You would probably be better served to leave your 12-gauge shotgun loaded, cocked and locked, ready to go, and leaning in the corner of the room and make sure that you pick up your throw rugs
[00:26:07.080 --> 00:26:07.080]   You would probably be better served to leave your 12-gauge shotgun loaded, cocked and locked, ready to go, and leaning in the corner of the room and make sure that you pick up your throw rugs
[00:26:07.100 --> 00:26:37.100]   The obvious you should immediately recognize the logical fallacy in what I've just said.
[00:26:37.100 --> 00:26:37.100]   It's not either/or. I don't think you should leave your loaded 12-gauge, cocked and locked in the corner of the dining room.
[00:26:37.100 --> 00:26:37.100]   The obvious you should immediately recognize the logical fallacy in what I've just said. It's not either/or. I don't think you should leave your loaded 12-gauge, cocked and locked in the corner of the dining room.
[00:26:37.100 --> 00:26:37.100]   The obvious you should immediately recognize the logical fallacy in what I've just said. It's not either/or. I don't think you should leave your loaded 12-gauge, cocked and locked in the corner of the dining room.
[00:26:37.100 --> 00:26:37.100]   I don't think you should leave your loaded 12-gauge, cocked and locked in the corner of the dining room.
[00:26:37.100 --> 00:26:37.100]  , or you should leave your 12-gauge, cocked and locked in the corner of the dining room.
[00:26:37.120 --> 00:27:07.120]   I think that should be properly secured and set aside.
[00:27:07.120 --> 00:27:07.120]   But the risk to you is much higher of falling than is the risk of being injured by a firearm, whether during an actual assault or not.
[00:27:07.120 --> 00:27:07.120]   Let's today just talk through some of the leading causes of death. Because of course it's hard to imagine a circumstance that is
[00:27:07.120 --> 00:27:07.120]   because of course it's hard to imagine a circumstance that is
[00:27:07.120 --> 00:27:07.120]   because of course it's hard to imagine a circumstance that is
[00:27:07.120 --> 00:27:07.120]   because of course it's hard to imagine a circumstance that is
[00:27:07.120 --> 00:27:07.120]   because of course it's hard to imagine a circumstance that is
[00:27:07.120 --> 00:27:07.120]   because of course it's hard to imagine a circumstance that is
[00:27:07.120 --> 00:27:07.120]   because of course it's hard to imagine a circumstance that is
[00:27:07.120 --> 00:27:37.140]   and it's hard to imagine a circumstance that is
[00:27:37.140 --> 00:27:37.140]   and it's hard to imagine a circumstance that is
[00:27:37.140 --> 00:27:37.140]   and it's hard to imagine a circumstance that is more difficult in financially to plan for and also just from the reality of life and death. Here is the data on the leading causes of death in the United States. Today's data is all coming from the Injury Facts report which is published by the National Safety Council, which is a government run organization where they take the data and collate it. I'm reading here to you all leading causes of death in the United States for the years
[00:27:37.140 --> 00:27:37.140]   and it's hard to imagine a circumstance that is more difficult to plan for and also just from the reality of life and death.
[00:27:37.140 --> 00:27:37.140]   So it's hard to imagine a circumstance that is more difficult to plan for and also just from the reality of life and also from the United States for the United States for the years
[00:27:37.160 --> 00:28:07.160]   and it's hard to imagine a circumstance that is more difficult to plan for and also just from the reality of life and death. Here's the data on the leading causes of death in the United States for the years
[00:28:07.160 --> 00:28:07.160]   and it's hard to imagine a circumstance that is more difficult to plan for and also just from the reality of life and death.
[00:28:07.160 --> 00:28:07.160]   and it's hard to imagine a circumstance that is more difficult to plan for and also just from the reality of life and death. Here's the data on the leading causes of death in the United States for the years
[00:28:07.160 --> 00:28:07.160]   and it's hard to imagine a circumstance that is more difficult to plan for and also just from the reality of life and death. Here's the data on the leading causes of death in the United States for the years
[00:28:07.200 --> 00:28:37.180]  , and it's hard to imagine a circumstance that is more difficult to plan for and also just from the reality of life and death. Here's the data on the leading causes of death in the United States for the years
[00:28:37.180 --> 00:28:37.180]   and it's hard to imagine a circumstance that is more difficult to plan for and also just from the reality of life and death. Here's the data on the leading causes of death in the United States for the years
[00:28:37.180 --> 00:28:37.180]   and it's hard to imagine a circumstance that is more difficult to plan for and also just from the reality of life and death. Here's the data on the leading causes of death in the United States for the years
[00:28:37.200 --> 00:29:07.200]   and it's hard to imagine a circumstance that is more difficult to plan for and also just from the reality of life and death. Here's the data on the leading causes of death in the United States for the years
[00:29:07.200 --> 00:29:07.200]   and it's hard to imagine a circumstance that is more difficult to plan for and also just from the reality of life and death. Here's the data on the leading causes of death in the United States for the years
[00:29:07.200 --> 00:29:07.200]   and it's hard to imagine a circumstance that is more difficult to plan for and also just from the reality of life and death. Here's the data on the leading causes of death in the United States for the years
[00:29:07.200 --> 00:29:07.200]   and it's hard to imagine a circumstance that is more difficult to plan for and also just from the reality of life and death. Here's the data on the leading causes of death in the United States for the years
[00:29:07.240 --> 00:29:37.220]  , and it's hard to imagine a circumstance that is more difficult to plan for and also just from the reality of life and death. Here's the data on the leading causes of death in the United States for the years
[00:29:37.220 --> 00:29:37.220]   and it's hard to imagine a circumstance that is more difficult to plan for and also just from the reality of life and death. Here's the data on the leading causes of death in the United States for the years
[00:29:37.240 --> 00:30:07.240]   and it's hard to imagine a circumstance that is more difficult to plan for and also just from the reality of life and death. Here's the data on the leading causes of death in the United States for the years
[00:30:07.240 --> 00:30:07.240]   and it's hard to imagine a circumstance that is more difficult to plan for and also just from the reality of life and death.
[00:30:07.240 --> 00:30:07.240]   I don't know if you've heard of the term "disease."
[00:30:07.240 --> 00:30:07.240]   I don't know if you've heard of the term "disease."
[00:30:07.240 --> 00:30:07.240]   I don't know if you've heard of the term "disease."
[00:30:07.240 --> 00:30:07.240]   I don't know if you've heard of the term "disease."
[00:30:07.240 --> 00:30:07.240]   I don't know if you've heard of the term "disease."
[00:30:07.240 --> 00:30:07.240]   I don't know if you've heard of the term "disease."
[00:30:07.240 --> 00:30:07.240]   I don't know if you've heard of the term "disease."
[00:30:07.240 --> 00:30:07.240]   I don't know if you've heard of the term "disease."
[00:30:07.380 --> 00:30:37.260]   I don't know if you've heard of the term "disease."
[00:30:37.260 --> 00:30:37.260]   I don't know if you've heard of the term "disease."
[00:30:37.260 --> 00:30:37.260]   I don't know if you've heard of the term "disease."
[00:30:37.260 --> 00:30:37.260]   I don't know if you've heard of the term "disease."
[00:30:37.260 --> 00:30:37.260]   I don't know if you've heard of the term "disease."
[00:30:37.280 --> 00:31:07.280]   I don't know if you've heard of the term "disease."
[00:31:07.280 --> 00:31:07.280]   I don't know if you've heard of the term "disease."
[00:31:07.280 --> 00:31:07.280]   I don't know if you've heard of the term "disease."
[00:31:07.280 --> 00:31:07.280]   I don't know if you've heard of the term "disease."
[00:31:07.280 --> 00:31:07.280]   I don't know if you've heard of the term "disease."
[00:31:07.280 --> 00:31:07.280]   I don't know if you've heard of the term "disease."
[00:31:07.280 --> 00:31:07.280]   I don't know if you've heard of the term "disease."
[00:31:07.280 --> 00:31:07.280]   I don't know if you've heard of the term "disease."
[00:31:07.280 --> 00:31:07.280]   I don't know if you've heard of the term "disease."
[00:31:07.280 --> 00:31:07.280]   I don't know if you've heard of the term "disease."
[00:31:07.280 --> 00:31:07.280]   I don't know if you've heard of the term "disease."
[00:31:07.280 --> 00:31:07.280]   I don't know if you've heard of the term "disease."
[00:31:07.300 --> 00:31:37.300]  ,
[00:31:37.300 --> 00:31:37.300]   I don't know if you've heard of the term "disease."
[00:31:37.300 --> 00:31:37.300]   I don't know if you've heard of the term "disease."
[00:31:37.300 --> 00:31:37.300]   I don't know if you've heard of the term "disease."
[00:31:37.300 --> 00:31:37.300]   I don't know if you've heard of the term "disease."
[00:31:37.300 --> 00:31:37.300]   I don't know if you've heard of the term "disease."
[00:31:37.300 --> 00:31:37.300]   I don't know if you've heard of the term "disease."
[00:31:37.300 --> 00:31:37.300]   I don't know if you've heard of the term "disease."
[00:31:37.320 --> 00:32:07.320]   I don't know if you've heard of the term "disease."
[00:32:07.320 --> 00:32:07.320]   I don't know if you've heard of the term "disease."
[00:32:07.320 --> 00:32:07.320]   I don't know if you've heard of the term "disease."
[00:32:07.320 --> 00:32:07.320]   I don't know if you've heard of the term "disease."
[00:32:07.320 --> 00:32:07.320]   I don't know if you've heard of the term "disease."
[00:32:07.320 --> 00:32:07.320]   I don't know if you've heard of the term "disease."
[00:32:07.320 --> 00:32:07.320]   I don't know if you've heard of the term "disease."
[00:32:07.320 --> 00:32:07.320]   I don't know if you've heard of the term "disease."
[00:32:07.320 --> 00:32:07.320]   I don't know if you've heard of the term "dise."
[00:32:07.320 --> 00:32:07.320]   I don't know if you've heard of the term "dise."
[00:32:07.340 --> 00:32:37.340]   I don't know if you've heard of the term "disease."
[00:32:37.340 --> 00:32:37.340]   I don't know if you've heard of the term "disease."
[00:32:37.340 --> 00:32:37.340]   I don't know if you've heard of the term "disease."
[00:32:37.340 --> 00:32:37.340]   I don't know if you've heard of the term "disease."
[00:32:37.340 --> 00:32:37.340]   I don't know if you've heard of the term "disease."
[00:32:37.340 --> 00:32:37.340]   I don't know if you've heard of the term "disease."
[00:32:37.340 --> 00:32:37.340]   I don't know if you've heard of the term "disease."
[00:32:37.340 --> 00:32:37.340]   I don't know if you've heard of the term "disease."
[00:32:37.340 --> 00:32:37.340]   I don't know if you've heard of the term "disease."
[00:32:37.360 --> 00:33:07.360]   I don't know if you've heard of the term "disease."
[00:33:07.360 --> 00:33:07.360]   I don't know if you've heard of the term "disease."
[00:33:07.360 --> 00:33:07.360]   I don't know if you've heard of the term "disease."
[00:33:07.360 --> 00:33:07.360]   I don't know if you've heard of the term "disease."
[00:33:07.360 --> 00:33:07.360]   I don't know if you've heard of the term "disease."
[00:33:07.360 --> 00:33:07.360]   I don't know if you've heard of the term "disease."
[00:33:07.360 --> 00:33:07.360]   I don't know if you've heard of the term "disease."
[00:33:07.360 --> 00:33:07.360]   I don't know if you've heard of the term "disease."
[00:33:07.360 --> 00:33:07.360]   I don't know if you've heard of the term "disease."
[00:33:07.360 --> 00:33:07.360]   I don't know if you've heard of the term "disease."
[00:33:07.360 --> 00:33:07.360]   I don't know if you've heard of the term "disease."
[00:33:07.380 --> 00:33:37.380]   I don't know if you've heard of the term "disease."
[00:33:37.380 --> 00:33:37.380]   I don't know if you've heard of the term "disease."
[00:33:37.380 --> 00:33:37.380]   I don't know if you've heard of the term "disease."
[00:33:37.380 --> 00:33:37.380]   I don't know if you've heard of the term "disease."
[00:33:37.380 --> 00:33:37.380]   I don't know if you've heard of the term "disease."
[00:33:37.380 --> 00:33:37.380]   I don't know if you've heard of the term "disease."
[00:33:37.380 --> 00:33:37.380]   I don't know if you've heard of the term "disease."
[00:33:37.380 --> 00:33:37.380]   I don't know if you've heard of the term "disease."
[00:33:37.380 --> 00:33:37.380]   I don't know if you've heard of the term "disease."
[00:33:37.380 --> 00:33:37.380]   I don't know if you've heard of the term "disease."
[00:33:37.380 --> 00:33:37.380]   I don't know if you've heard of the term "disease."
[00:33:37.380 --> 00:33:37.380]   I don't know if you've heard of the term "disease."
[00:33:37.400 --> 00:34:01.500]   I don't know if you've heard of the term "disease."
[00:34:01.500 --> 00:34:01.520]   I don't know if you've heard of the term "disease."
[00:34:01.520 --> 00:34:01.540]   I don't know if you've heard of the term "disease."
[00:34:01.540 --> 00:34:01.560]   I don't know if you've heard of the term "disease."
[00:34:01.560 --> 00:34:01.600]   I don't know if you've heard of the term "disease."
[00:34:01.600 --> 00:34:01.620]   I don't know if you've heard of the term "disease."
[00:34:01.620 --> 00:34:01.660]   I don't know if you've heard of the term "disease."
[00:34:01.660 --> 00:34:01.700]   I don't know if you've heard of the term "disease."
[00:34:01.700 --> 00:34:01.740]   I don't know if you've heard of the term "disease."
[00:34:01.740 --> 00:34:01.800]   I don't know if you've heard of the term "disease."
[00:34:01.800 --> 00:34:01.800]   I don't know if you've heard of the term "disease."
[00:34:01.800 --> 00:34:01.840]   I don't know if you've heard of the term "disease."
[00:34:01.880 --> 00:34:28.360]  , but I think it's a very important topic.
[00:34:28.360 --> 00:34:28.380]   Now, the term "quality" is very subjective and open to interpretation.
[00:34:28.380 --> 00:34:28.420]   Now, the term "quality" is very subjective and open to interpretation.
[00:34:28.420 --> 00:34:28.500]   Now, the term "quality" is very subjective and open to interpretation.
[00:34:28.500 --> 00:34:28.560]   Different people have different ideas about what quality food really is.
[00:34:28.560 --> 00:34:28.580]   Different people have different ideas about what quality food really is.
[00:34:28.580 --> 00:34:28.620]   Different people have different ideas about what quality food really is.
[00:34:28.620 --> 00:34:28.680]   And there are some very strongly held opinions and beliefs about this.
[00:34:28.680 --> 00:34:28.700]   And there are some very strongly held opinions and beliefs about this.
[00:34:28.700 --> 00:34:28.740]   Now, I don't know who's right, but I'll tell you what I think is right.
[00:34:28.740 --> 00:34:28.760]   Now, I don't know who's right, but I'll tell you what I think is right.
[00:34:28.760 --> 00:34:28.820]   Now, I don't know who's right, but I'll tell you what I think is right.
[00:34:28.840 --> 00:34:32.820]   People frequently argue and debate about whether you should eat a diet that is high in fat and low in carbohydrates, high in carbohydrates, low in meat, low in fat, high in carbohydrates.
[00:34:32.820 --> 00:34:33.400]   People frequently argue and debate about whether you should eat a diet that is high in fat and low in carbohydrates, high in carbohydrates, low in meat, low in fat, high in carbohydrates.
[00:34:33.400 --> 00:34:34.400]   People frequently argue and debate about whether you should eat a diet that is high in fat and low in carbohydrates, high in carbohydrates, low in meat, low in fat, high in carbohydrates.
[00:34:34.400 --> 00:34:49.400]   People frequently argue and debate about whether you should eat a diet that is high in fat and low in carbohydrates, high in carbohydrates, low in meat, low in fats, high in carbohydrates.
[00:34:49.400 --> 00:34:51.500]   People frequently argue and debate about whether you should eat a diet that is high in fats and low in carbohydrates, high in carbohydrates, low in meats, low in fats, high in carbohydrates.
[00:34:51.540 --> 00:35:16.180]  , and they argue that you should eat a diet that is high in fats and low in carbohydrates, high in carbohydrates, low in fats, high in carbohydrates.
[00:35:16.180 --> 00:35:17.180]   People frequently argue and debate about whether you should eat a diet that is high in fats and low in carbohydrates, high in carbohydrates, low in fats, high in carbohydrates.
[00:35:17.180 --> 00:35:18.180]   People frequently argue and debate about whether you should eat a diet that is high in fats and low in carbohydrates, high in carbohydrates, low in fats, high in carbohydrates.
[00:35:18.180 --> 00:35:19.180]   People frequently argue and debate about whether you should eat a diet that is high in fats and low in carbohydrates, high in carbohydrates, low in carbohydrates.
[00:35:19.180 --> 00:35:20.180]   People frequently argue and debate about whether you should eat a diet that is high in fats and low in carbohydrates, high in carbohydrates, low in carbohydrates, low in carbohydrates.
[00:35:20.180 --> 00:35:21.180]   People frequently argue and debate about whether you should eat a diet that is high in carbohydrates, low in carbohydrates, low in carbohydrates, low in carbohydrates, low in carbohydrates.
[00:35:21.200 --> 00:35:50.860]   I think that if I were to do a survey of researchers who advocate for a vegetarian diet, and I ask them, "Would you rather somebody eat vegetables and meat from time to time, or would you rather somebody eat vegetables and packs of processed foods, Oreos, Twinkies, I don't even know the names, Kellogg's cereal for breakfast?"
[00:35:50.860 --> 00:35:50.860]   I think that if I were to do a survey of researchers who advocate for a vegetarian diet, and I ask them, "Would you rather somebody eat vegetables and meat from time to time, or would you rather somebody eat vegetables and packs of processed foods, Oreos, Twinkies, I don't even know the names, Kellogg's cereal for breakfast?"
[00:35:50.860 --> 00:35:50.860]   I think that if I were to do a survey of researchers who advocate for a vegetarian diet, and I ask them, "Would you rather somebody eat vegetables and packs of processed foods, Oreos, Twinkies, I don't even know the names, Kellogg's cereal for breakfast?"
[00:35:50.860 --> 00:36:20.540]  , would you rather somebody eat vegetables and packs of processed foods, Oreos, Twinkies, I don't even know the names, Kellogg's cereal for breakfast?"
[00:36:20.540 --> 00:36:20.540]   I think most of them would probably say, "Well, we'd rather somebody eat vegetables and some meat." And this seems to me, in some of the diets that I have read, to be one of the big challenges is figuring out what your control group is. If your control group is people who engage in the standard American diet and the standard American lifestyle, it seems like when measured against that control group, almost anybody who adopts almost any diet will have some improvement.
[00:36:20.560 --> 00:36:22.580]   I've seen analyses in some books written where people talk about certain foods, getting rid of certain foods, adding on certain foods, adding in pasta, getting rid of meat, getting rid of pasta, adding in meat, adding more vegetables.
[00:36:22.580 --> 00:36:38.580]   There are people who advocate for a diet that simply involves changing the amount of sleep that you get.
[00:36:38.580 --> 00:36:50.220]   But what seems to be the case is that the control group usually seems to be the people who are involved in the standard American diet and the standard American lifestyle.
[00:36:50.220 --> 00:36:50.220]   And I personally think that almost any diet works,
[00:36:50.220 --> 00:36:50.220]   I think most of them will probably say, "Well, I don't want to eat vegetables and packs of processed foods, Oreos, Twinkies, I don't even know the names, Kellogg's cereal for breakfast."
[00:36:50.220 --> 00:36:50.220]   I think most of them will probably say, "Well, I don't want to eat vegetables and some food that you get."
[00:36:50.220 --> 00:37:19.900]  , I think most of them will probably say, "Well, I don't want to eat vegetables and some food that you get."
[00:37:19.900 --> 00:37:19.900]   I think most of them will probably say, "Well, I don't want to eat vegetables and some food that you get."
[00:37:19.900 --> 00:37:19.900]   I think most of them will probably say, "Well, I don't want to eat vegetables and some food that you get."
[00:37:19.900 --> 00:37:19.900]   I think most of them will probably say, "Well, I don't want to eat vegetables and some food that you get."
[00:37:19.920 --> 00:37:20.540]   I think most of them will probably say, "Well, I don't want to eat vegetables and some food that you get."
[00:37:20.540 --> 00:37:21.540]   I think most of them will probably say, "Well, I don't want to eat vegetables and some food that you get."
[00:37:21.540 --> 00:37:49.580]   I think most of them will probably say, "Well, I don't want to eat vegetables and some food that you get."
[00:37:49.580 --> 00:37:49.580]   I think most of them will probably say, "Well, I don't want to eat vegetables and some food that you get."
[00:37:49.580 --> 00:37:49.580]   I think most of them will probably say, "Well, I don't want to eat vegetables and some food that you get."
[00:37:49.580 --> 00:37:49.580]   I think most of them will probably say, "Well, I don't want to eat vegetables and some food that you get."
[00:37:49.580 --> 00:37:49.580]   I think most of them will probably say, "Well, I don't want to eat vegetables and some food that you get."
[00:37:49.580 --> 00:38:19.260]  , I think most of them will probably say, "Well, I don't want to eat vegetables and some food that you get."
[00:38:19.260 --> 00:38:19.260]   I think most of them will probably say, "Well, I don't want to eat vegetables and some food that you get."
[00:38:19.260 --> 00:38:19.260]   I think most of them will probably say, "Well, I don't want to eat vegetables and some food that you get."
[00:38:19.260 --> 00:38:19.260]   I think most of them will probably say, "Well, I don't want to eat vegetables and some food that you get."
[00:38:19.260 --> 00:38:19.260]   I think most of them will probably say, "Well, I don't want to eat vegetables and some food that you get."
[00:38:19.260 --> 00:38:19.260]   I think most of them probably say, "Well, I don't want to eat vegetables and some food that you get."
[00:38:19.260 --> 00:38:19.260]   I think most of them probably say, "Well, I don't want to eat vegetables and some food that you get."
[00:38:19.280 --> 00:38:48.940]   I think most of them probably say, "Well, I don't want to eat vegetables and some food that you get."
[00:38:48.940 --> 00:38:48.940]   I think most of them probably say, "Well, I don't want to eat vegetables and some food that you get."
[00:38:48.940 --> 00:38:48.940]   I think most of them probably say, "Well, I don't want to eat vegetables and some food that you get."
[00:38:48.940 --> 00:38:48.940]   I think most of them probably say, "Well, I don't want to eat vegetables and some food that you get."
[00:38:48.940 --> 00:38:48.940]   I think most of them probably say, "Well, I don't want to eat vegetables and some food that you get."
[00:38:48.940 --> 00:38:48.940]   I think most of them probably say, "Well, I don't want to eat vegetables and some food that you get."
[00:38:48.940 --> 00:38:48.940]   I think most of them probably say, "Well, I don't want to eat vegetables and some food that you get."
[00:38:48.940 --> 00:38:48.940]   I think most of them probably say, "Well, I don't want to eat vegetables and some food that you get."
[00:38:48.940 --> 00:39:18.620]  ,
[00:39:18.620 --> 00:39:18.620]   I think most of them probably say, "Well, I don't want to eat vegetables and some food that you get."
[00:39:18.620 --> 00:39:18.620]   I think most of them probably say, "Well, I don't want to eat vegetables and some food that you get."
[00:39:18.620 --> 00:39:18.620]   I think most of them probably say, "Well, I don't want to eat vegetables and some food that you get."
[00:39:18.620 --> 00:39:18.620]   I think most of them probably say, "Well, I don't want to eat vegetables and some food that you get."
[00:39:18.620 --> 00:39:18.620]   I think most of them probably say, "Well, I don't want to eat vegetables and some food that you get."
[00:39:18.620 --> 00:39:18.620]   I think most of them probably say, "Well, I don't want to eat vegetables and some food that you get."
[00:39:18.640 --> 00:39:23.700]   If that particular reseller can then take flour and turn it into bread and sell you bread,
[00:39:23.700 --> 00:39:29.020]   they can charge you a whole lot more money for the bread
[00:39:29.020 --> 00:39:31.860]   than they could charge you for the raw flour.
[00:39:31.860 --> 00:39:34.860]   And things would continue, of course, because a lot of people can make bread.
[00:39:34.860 --> 00:39:37.620]   But if they can take that wheat and they can add some corn syrup
[00:39:37.620 --> 00:39:41.420]   and some hydrogenated blah, blah, blah, the names I don't know,
[00:39:41.420 --> 00:39:48.300]   then all of a sudden they can turn that wheat flour that they turned and turn it into Oreo cookies.
[00:39:48.300 --> 00:39:48.300]   -
[00:39:48.300 --> 00:39:48.300]   -
[00:39:48.300 --> 00:39:48.300]   -
[00:39:48.300 --> 00:39:48.300]   -
[00:39:48.300 --> 00:39:48.300]   -
[00:39:48.300 --> 00:39:48.300]   -
[00:39:48.300 --> 00:39:48.300]   -
[00:39:48.300 --> 00:39:48.300]   -
[00:39:48.300 --> 00:39:48.300]   -
[00:39:48.300 --> 00:39:48.300]   -
[00:39:48.300 --> 00:39:48.300]   -
[00:39:48.300 --> 00:39:48.300]   -
[00:39:48.300 --> 00:39:48.300]   -
[00:39:48.300 --> 00:39:48.300]   -
[00:39:48.300 --> 00:39:48.300]   -
[00:39:48.300 --> 00:39:48.300]   -
[00:39:48.300 --> 00:39:48.300]   -
[00:39:48.300 --> 00:39:48.300]   -
[00:39:48.300 --> 00:39:48.300]   - all of a sudden they can turn that wheat flour and turn it into Oreo cookies.
[00:39:49.100 --> 00:40:17.980]   - all of a sudden they can turn that wheat flour and turn it into Oreo cookies.
[00:40:17.980 --> 00:40:17.980]   - all of a sudden they can turn that wheat flour and turn it into Oreo cookies.
[00:40:17.980 --> 00:40:18.020]   - all of a sudden they can turn that wheat flour and turn it into Oreo cookies.
[00:40:18.020 --> 00:40:18.060]   - all of a sudden they can turn that wheat flour and turn it into Oreo cookies.
[00:40:18.060 --> 00:40:18.060]   - all of a sudden they can turn that wheat flour and turn that wheat flour and turn it into Oreo cookies.
[00:40:18.060 --> 00:40:18.100]   - all of a sudden they can turn that wheat flour and turn that wheat flour and turn that wheat flour and turn that wheat flour and turn that wheat.
[00:40:18.100 --> 00:40:18.100]   - all of a sudden they can turn that wheat flour and turn that wheat flour and turn that wheat. - all of a few different things that wheat flour and feed that wheat.
[00:40:18.140 --> 00:40:24.080]  �
[00:40:24.080 --> 00:40:29.420]   ac r деле
[00:40:29.420 --> 00:40:46.900]  輕
[00:41:44.560 --> 00:41:44.560]   and
[00:41:44.560 --> 00:41:44.560]   and
[00:41:44.560 --> 00:41:44.560]   and
[00:41:44.560 --> 00:41:44.560]   and
[00:41:44.560 --> 00:41:44.560]   and
[00:41:44.560 --> 00:41:44.680]   and
[00:42:14.780 --> 00:42:28.160]  hyd I music
[00:42:28.160 --> 00:42:44.780]   THE is the work the margin canopyour�G, --,,,,,,, connais功 eu downtown handsome Not just is not prepare join the guess of anythingир down. And, then, a, damage,ug, and, leg, doesn, neg, higher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,., then, imagine that'm all de all behind a golden感覺 provide מע yelled seam won Install Important этаri I'mvet work五
[00:42:44.820 --> 00:42:47.180]   where
[00:42:47.180 --> 00:43:13.120]   is. ',,, op startsök`G succeed
[00:43:13.220 --> 00:43:19.620]   is. ',,, op startskip'G succeed
[00:43:19.620 --> 00:43:23.620]   is. ',,, op startskip'G succeed
[00:43:23.620 --> 00:43:27.740]   is. ',,, op startskip'G succeed
