
[00:00:00.000 --> 00:00:03.240]   (upbeat hip hop music)
[00:15:29.580 --> 00:15:33.780]   So if you just are always in the habit of all these girls
[00:15:33.780 --> 00:15:34.940]   and all these new girls,
[00:15:34.940 --> 00:15:38.220]   and every time you go to Instagram, there's unlimited,
[00:15:38.220 --> 00:15:39.860]   like you'll never get to a place
[00:15:39.860 --> 00:15:42.340]   where you just can value like one girl.
[00:15:42.340 --> 00:15:43.700]   I don't see how you can get to that place.
[00:15:43.700 --> 00:15:45.740]   So for me, it's just better to remove it.
[00:15:45.740 --> 00:15:47.500]   So I get on it like once in a while,
[00:15:47.500 --> 00:15:49.100]   but I don't have it on my phone.
[00:15:49.100 --> 00:15:50.740]   I don't even know my Instagram password.
[00:15:50.740 --> 00:15:55.740]   Like I got a Nicodemus, my manager, he has the password.
[00:15:55.740 --> 00:15:58.740]   So he'll let me get on once in a while, I'll check it.
[00:15:58.740 --> 00:15:59.580]   - Good job.
[00:15:59.580 --> 00:16:00.420]   - Thanks.
[00:16:00.420 --> 00:16:04.300]   - If you didn't play basketball,
[00:16:04.300 --> 00:16:05.540]   what do you think you would be doing?
[00:16:05.540 --> 00:16:07.260]   Like if you've never touched a basketball,
[00:16:07.260 --> 00:16:09.020]   not just like you got hurt now and couldn't play,
[00:16:09.020 --> 00:16:10.700]   but like it was never a part of your life
[00:16:10.700 --> 00:16:14.060]   and you didn't have like the money from the contract.
[00:16:14.060 --> 00:16:15.820]   - If I didn't, who?
[00:16:15.820 --> 00:16:17.420]   I mean, I always tell people like one thing about me
[00:16:17.420 --> 00:16:19.100]   is I never really had like a plan B.
[00:16:19.100 --> 00:16:20.740]   Like I never really was one of those dudes
[00:16:20.740 --> 00:16:22.860]   that had a lot of hobbies.
[00:16:22.860 --> 00:16:25.020]   Like I never really liked instruments.
[00:16:25.020 --> 00:16:27.180]   I never even really liked video games.
[00:16:27.180 --> 00:16:28.820]   It was always just like basketball.
[00:16:28.820 --> 00:16:31.220]   So if I was not playing,
[00:16:31.220 --> 00:16:33.580]   I probably would be trying to mooch off of one of y'all.
[00:16:33.580 --> 00:16:36.500]   I probably would be trying to get on board
[00:16:36.500 --> 00:16:37.940]   with what you were doing
[00:16:37.940 --> 00:16:40.180]   or one of my other siblings were doing,
[00:16:40.180 --> 00:16:44.180]   or I don't know 'cause I did not have,
[00:16:44.180 --> 00:16:45.540]   you know, I was smart in school,
[00:16:45.540 --> 00:16:47.900]   but I didn't have any like thing I wanted to major in.
[00:16:47.900 --> 00:16:49.580]   - There's no like other side passions
[00:16:49.580 --> 00:16:51.620]   that you can think of? - No, there really wasn't.
[00:16:51.620 --> 00:16:52.460]   - Yeah.
[00:16:52.460 --> 00:16:56.540]   Okay, you might not like me for including this question.
[00:16:56.540 --> 00:16:58.260]   - No, I want you to ask some of the crazy ones.
[00:16:58.260 --> 00:16:59.660]   - Someone asked, are you aware
[00:16:59.660 --> 00:17:01.940]   of the Never Swing the Rock memes about you?
[00:17:01.940 --> 00:17:04.940]   - Yeah, that's what I'm saying.
[00:17:04.940 --> 00:17:07.060]   On social media, you see what people say.
[00:17:07.060 --> 00:17:11.140]   No, I'm aware of the little Michael
[00:17:11.140 --> 00:17:13.140]   Never Swing the Rock Porter Jr.
[00:17:13.140 --> 00:17:15.300]   I don't know who came up with that.
[00:17:15.300 --> 00:17:18.260]   But to be completely honest,
[00:17:18.260 --> 00:17:21.460]   getting a lot of assists is not my role on the Nuggets.
[00:17:21.460 --> 00:17:22.300]   You know what I mean?
[00:17:22.300 --> 00:17:24.740]   Joker and Jamal, they play their two-man game.
[00:17:24.740 --> 00:17:27.300]   If it gets swung out to me by one of those guys,
[00:17:27.300 --> 00:17:29.140]   I'm expected to shoot it.
[00:17:29.140 --> 00:17:30.620]   I'm one of the best shooters in the league,
[00:17:30.620 --> 00:17:31.900]   like humbly, like I can say that,
[00:17:31.900 --> 00:17:33.340]   but like I don't see contests.
[00:17:33.340 --> 00:17:35.820]   So a lot, you might be watching on TV
[00:17:35.820 --> 00:17:38.260]   and see me shoot a contested shot,
[00:17:38.260 --> 00:17:39.980]   but it doesn't feel contested to me.
[00:17:39.980 --> 00:17:41.860]   I might watch it, like after I'm filming,
[00:17:41.860 --> 00:17:43.460]   I'm like, yo, I shot that.
[00:17:43.460 --> 00:17:44.700]   But really, they don't feel contested.
[00:17:44.700 --> 00:17:46.900]   And I make a lot of contested shots,
[00:17:46.900 --> 00:17:49.220]   but I definitely, I see it.
[00:17:49.220 --> 00:17:51.740]   But really, I'm not the one with the ball in my hands
[00:17:51.740 --> 00:17:53.900]   like I was in high school, you know?
[00:17:53.900 --> 00:17:57.100]   To win a championship, every player on a team
[00:17:57.100 --> 00:17:59.100]   has to have a specific role.
[00:17:59.100 --> 00:18:02.020]   And for me, it's like, when I catch the ball,
[00:18:02.020 --> 00:18:04.900]   it's let it fly, you know what I mean?
[00:18:04.900 --> 00:18:07.620]   - I also do feel like the meme just kind of like took off
[00:18:07.620 --> 00:18:11.060]   because I've seen you make great passes and great assists.
[00:18:11.060 --> 00:18:12.980]   - You don't have to be nice.
[00:18:12.980 --> 00:18:17.620]   - No, I mean, I've always been able to make plays and pass,
[00:18:17.620 --> 00:18:21.100]   but on the Nuggets team, I'm not the one with the ball
[00:18:21.100 --> 00:18:22.540]   in my hands the majority of the time.
[00:18:22.540 --> 00:18:26.060]   So, you know, maybe one day, if I'm on another team
[00:18:26.060 --> 00:18:28.980]   where the ball's put in my hands to make plays more,
[00:18:28.980 --> 00:18:30.100]   there'll be more assists.
[00:18:30.100 --> 00:18:32.460]   But right now, it's like, when I catch it,
[00:18:32.460 --> 00:18:33.940]   I'm shooting or I'm driving.
[00:18:33.940 --> 00:18:36.340]   And unless I'm crowded, it's probably going up.
[00:18:36.340 --> 00:18:37.300]   And my teammates know that,
[00:18:37.300 --> 00:18:39.340]   and they're going to tell me to shoot it.
[00:18:39.340 --> 00:18:42.180]   So we just want a championship.
[00:18:42.180 --> 00:18:43.300]   To win a championship,
[00:18:43.300 --> 00:18:45.660]   it's not like you can have guys playing selfishly.
[00:18:45.660 --> 00:18:49.820]   So when I shoot the ball, it's not out of a selfish motive.
[00:18:49.820 --> 00:18:51.900]   It's like, that's what my teammates want me to do.
[00:18:51.900 --> 00:18:54.420]   That's my role on the team right now.
[00:18:54.420 --> 00:18:56.180]   So let it fly.
[00:18:56.180 --> 00:18:58.380]   - You heard it here first, folks, let it fly.
[00:18:58.380 --> 00:19:01.860]   Okay, so we're going to kind of transition
[00:19:01.860 --> 00:19:03.060]   into more faith stuff.
[00:19:03.060 --> 00:19:04.300]   - Yeah.
[00:19:04.300 --> 00:19:05.460]   - Did this past season,
[00:19:05.460 --> 00:19:06.980]   I don't know if they meant season of basketball
[00:19:06.980 --> 00:19:08.340]   or just season of life,
[00:19:08.340 --> 00:19:10.820]   but did this past season challenge your faith in any way?
[00:19:10.820 --> 00:19:14.060]   And how did you keep God the center and the focus?
[00:19:14.060 --> 00:19:19.220]   - Yeah, I mean, I feel like in this day and age,
[00:19:19.220 --> 00:19:22.020]   your faith, regardless if you're a professional athlete,
[00:19:22.020 --> 00:19:25.340]   regardless of whatever, like your faith is challenged.
[00:19:25.340 --> 00:19:28.860]   Like there's a lot of stuff going on in the world today.
[00:19:28.860 --> 00:19:31.460]   So yeah, I mean, my faith was challenged.
[00:19:31.460 --> 00:19:33.900]   I have like an unwavering belief in God.
[00:19:33.900 --> 00:19:35.500]   Like that never goes anywhere.
[00:19:35.500 --> 00:19:38.460]   And then, you know, I did my research
[00:19:38.460 --> 00:19:40.540]   to get to the point where I believe like Jesus
[00:19:40.540 --> 00:19:41.980]   is God.
[00:19:41.980 --> 00:19:44.900]   But I think everyone should get to an age
[00:19:44.900 --> 00:19:47.140]   where they explore other religions,
[00:19:47.140 --> 00:19:50.060]   go learn for yourself what you want to believe.
[00:19:50.060 --> 00:19:52.020]   Like you may have grown up a Christian,
[00:19:52.020 --> 00:19:53.380]   but you don't know if that's what you want to believe.
[00:19:53.380 --> 00:19:55.620]   You may have grown up a Muslim.
[00:19:55.620 --> 00:19:57.780]   You may have grown up like whatever it is.
[00:19:57.780 --> 00:19:59.100]   I think we all should reach an age
[00:19:59.100 --> 00:20:01.500]   where we figure out what we want to believe for ourselves.
[00:20:01.500 --> 00:20:05.660]   So I did that, read things on other religion,
[00:20:05.660 --> 00:20:09.940]   you know, talk to people who were in other religions.
[00:20:09.940 --> 00:20:11.060]   And I kind of got to the place
[00:20:11.060 --> 00:20:16.060]   where I for sure believe like Jesus is who he says he was.
[00:20:16.060 --> 00:20:17.820]   So that's unwavering.
[00:20:17.820 --> 00:20:20.900]   But in terms of like practicing like my faith
[00:20:20.900 --> 00:20:23.100]   and like always knowing if God is there,
[00:20:23.100 --> 00:20:25.460]   if he's watching me, if he's taking care of me.
[00:20:25.460 --> 00:20:28.260]   You know, there's a verse that says
[00:20:28.260 --> 00:20:30.700]   like everything works out for the good
[00:20:30.700 --> 00:20:32.540]   for those that love him.
[00:20:32.540 --> 00:20:36.180]   And I think that type of stuff can get kind of like,
[00:20:37.580 --> 00:20:39.940]   you know, you don't always fully believe it.
[00:20:39.940 --> 00:20:41.460]   You just got to remind yourself of it.
[00:20:41.460 --> 00:20:45.780]   And the other thing about the NBA is the schedule is so,
[00:20:45.780 --> 00:20:49.620]   like we stay up late after games
[00:20:49.620 --> 00:20:51.460]   and you got to wake up early and go to the gym and things.
[00:20:51.460 --> 00:20:54.660]   So the consistency in reading the Bible
[00:20:54.660 --> 00:20:56.860]   is kind of, it can be a hard thing.
[00:20:56.860 --> 00:20:59.620]   But I really do believe like there is power in the Bible.
[00:20:59.620 --> 00:21:00.620]   And when I am in the word,
[00:21:00.620 --> 00:21:02.460]   like when I'm reading it consistently,
[00:21:02.460 --> 00:21:06.460]   like I definitely see it come about in my life.
[00:21:06.460 --> 00:21:08.460]   - So that kind of leads right into the next question.
[00:21:08.460 --> 00:21:10.380]   Someone asked, how do you prioritize your walk
[00:21:10.380 --> 00:21:11.540]   with Jesus in the season?
[00:21:11.540 --> 00:21:14.420]   I know there's temptations on the road, they said,
[00:21:14.420 --> 00:21:15.740]   but it was just kind of funny,
[00:21:15.740 --> 00:21:18.740]   but I feel like you were just talking about
[00:21:18.740 --> 00:21:21.820]   like how hard it is kind of with the change in schedule
[00:21:21.820 --> 00:21:24.220]   because one of the best things is consistency,
[00:21:24.220 --> 00:21:25.300]   but just gets tough.
[00:21:25.300 --> 00:21:29.860]   - I think, yeah, it's always a priority to me
[00:21:29.860 --> 00:21:31.940]   in terms of like, I always wake up
[00:21:31.940 --> 00:21:34.940]   and I listen to worship music before I listen to anything else
[00:21:35.900 --> 00:21:38.900]   but spending time in the word, it can get,
[00:21:38.900 --> 00:21:40.620]   you know, your priorities can get thrown off.
[00:21:40.620 --> 00:21:42.100]   I think no matter what your job is,
[00:21:42.100 --> 00:21:44.580]   no matter how busy you are, that should be the priority.
[00:21:44.580 --> 00:21:45.780]   I'm not gonna sit here and say like,
[00:21:45.780 --> 00:21:48.860]   it always like was for me,
[00:21:48.860 --> 00:21:53.300]   but I think that it is,
[00:21:53.300 --> 00:21:55.460]   overall it is the priority in my life.
[00:21:55.460 --> 00:21:59.180]   And I think, yeah, on the road, it's tough.
[00:21:59.180 --> 00:22:01.780]   You just gotta have, like I sometimes travel with people,
[00:22:01.780 --> 00:22:03.100]   you know, accountability.
[00:22:03.100 --> 00:22:04.300]   It all depends like what you want.
[00:22:04.300 --> 00:22:06.700]   Like there's some people that aren't trying to live, right?
[00:22:06.700 --> 00:22:08.220]   They wanna do this and do that.
[00:22:08.220 --> 00:22:09.420]   And I'm not gonna sit here and say
[00:22:09.420 --> 00:22:13.140]   that I haven't like fallen into things or done things.
[00:22:13.140 --> 00:22:17.780]   Like, but it's, yeah, I'm just be like, it's tough.
[00:22:17.780 --> 00:22:18.860]   We have so much access.
[00:22:18.860 --> 00:22:20.260]   We have so much money.
[00:22:20.260 --> 00:22:22.580]   There's, you know, when you go to hotels,
[00:22:22.580 --> 00:22:24.100]   there might be girls waiting in the lobby.
[00:22:24.100 --> 00:22:25.500]   There might be this or that.
[00:22:25.500 --> 00:22:28.620]   So really it's, you gotta have accountability.
[00:22:28.620 --> 00:22:31.740]   So I got good friends, you know, Nicodemus,
[00:22:31.740 --> 00:22:34.020]   my manager, he travels with me
[00:22:34.020 --> 00:22:36.500]   and he's like, like I always say,
[00:22:36.500 --> 00:22:37.780]   you should have friends that are like
[00:22:37.780 --> 00:22:39.540]   on the same level as you
[00:22:39.540 --> 00:22:42.100]   in terms of just like discipline and things like that.
[00:22:42.100 --> 00:22:43.780]   And then some friends that you're kind of helping out,
[00:22:43.780 --> 00:22:45.940]   but you gotta have some friends that are like
[00:22:45.940 --> 00:22:48.380]   more disciplined, more godly,
[00:22:48.380 --> 00:22:50.460]   more all these things than you.
[00:22:50.460 --> 00:22:51.980]   And that's kind of what Nicodemus is for me.
[00:22:51.980 --> 00:22:55.500]   So I bring him out there on the road and he helps me.
[00:22:55.500 --> 00:22:57.740]   You know, he gets on me if he knows I'm staying up late,
[00:22:57.740 --> 00:23:01.340]   if I'm kicking it with too many people, things like that.
[00:23:01.340 --> 00:23:04.820]   - Yeah, that's smart to always just have someone
[00:23:04.820 --> 00:23:07.120]   like around you that you want to live,
[00:23:07.120 --> 00:23:09.980]   like how they live and that inspires you.
[00:23:09.980 --> 00:23:12.360]   Okay, what's your favorite scripture and why?
[00:23:12.360 --> 00:23:16.740]   I test your Bible knowledge.
[00:23:16.740 --> 00:23:20.140]   - Yeah, I'm about to say the first verse I can think of.
[00:23:20.140 --> 00:23:24.540]   No, I think my favorite verse.
[00:23:24.540 --> 00:23:25.740]   - It's okay if you paraphrase.
[00:23:25.740 --> 00:23:27.980]   - Yeah, no, I just think it's like,
[00:23:29.660 --> 00:23:32.580]   I mean, there's so many good verses.
[00:23:32.580 --> 00:23:34.140]   I like the...
[00:23:34.140 --> 00:23:36.460]   Hey, man.
[00:23:36.460 --> 00:23:38.960]   - How are you gonna take this question?
[00:23:38.960 --> 00:23:40.840]   (both laughing)
[00:23:40.840 --> 00:23:42.520]   - No, because I know some verses.
[00:23:42.520 --> 00:23:43.360]   - You're crazy.
[00:23:43.360 --> 00:23:45.580]   - I know some verses, but I can't--
[00:23:45.580 --> 00:23:48.180]   - I will say, you have verses like all over your house.
[00:23:48.180 --> 00:23:50.420]   - Yeah, I just can't think of what my favorite one is.
[00:23:50.420 --> 00:23:52.260]   I seem like I'm just...
[00:23:52.260 --> 00:23:53.100]   That's crazy.
[00:23:53.100 --> 00:23:54.260]   Yeah, yeah, yeah, go ahead and go to the next question.
[00:23:54.260 --> 00:23:55.080]   - All right, all right.
[00:23:55.080 --> 00:23:56.660]   So we're into life.
[00:23:56.660 --> 00:23:59.160]   How do you balance confidence and self-doubt?
[00:24:00.160 --> 00:24:04.640]   - Yeah, confidence and self-doubt, it's a tricky balance.
[00:24:04.640 --> 00:24:06.800]   I think any professional athlete could sit here
[00:24:06.800 --> 00:24:08.240]   and tell you that they're always confident,
[00:24:08.240 --> 00:24:12.080]   but when you're in a slump or your shot's off,
[00:24:12.080 --> 00:24:14.560]   like what happened to me a couple games in the finals
[00:24:14.560 --> 00:24:16.320]   where my shot just fell off,
[00:24:16.320 --> 00:24:19.200]   now you start overcompensating to try to fix it,
[00:24:19.200 --> 00:24:20.720]   but really, you always could shoot,
[00:24:20.720 --> 00:24:21.800]   so why are you trying to fix it?
[00:24:21.800 --> 00:24:25.120]   And then I was missing worse once I started trying to fix it.
[00:24:25.120 --> 00:24:28.680]   So I think there's times where you get in a rhythm
[00:24:28.680 --> 00:24:30.240]   and everything just feels really good
[00:24:30.240 --> 00:24:31.640]   and you're making shots.
[00:24:31.640 --> 00:24:33.760]   There's other times where you're in little slumps
[00:24:33.760 --> 00:24:35.520]   and then you can start to think like,
[00:24:35.520 --> 00:24:37.560]   oh, is there something wrong with my shot?
[00:24:37.560 --> 00:24:40.220]   And then the overthinking can make it worse.
[00:24:40.220 --> 00:24:43.840]   So yeah, you gotta be confident in the work you put in.
[00:24:43.840 --> 00:24:46.000]   That comes from just actually putting the work in,
[00:24:46.000 --> 00:24:47.880]   like being in the gym more than everyone else
[00:24:47.880 --> 00:24:49.400]   so you can go out there and feel comfortable
[00:24:49.400 --> 00:24:50.840]   with your moves and things,
[00:24:50.840 --> 00:24:55.640]   but there are times where you go through little slumps
[00:24:55.640 --> 00:25:00.000]   and you just kinda, I wouldn't say you doubt yourself.
[00:25:00.000 --> 00:25:03.680]   I never doubt myself, but you just are kinda just like
[00:25:03.680 --> 00:25:05.680]   a little bit down on yourself sometimes.
[00:25:05.680 --> 00:25:09.200]   - Do you, okay, I've never actually asked you this.
[00:25:09.200 --> 00:25:12.360]   Someone asked, how do you personally navigate anxiety
[00:25:12.360 --> 00:25:13.480]   if you experience it?
[00:25:13.480 --> 00:25:16.040]   Do you feel like you're an anxious person?
[00:25:16.040 --> 00:25:18.400]   - Not, I used to not think I was anxious at all.
[00:25:18.400 --> 00:25:21.200]   Like when people would talk about anxiety,
[00:25:21.200 --> 00:25:22.320]   I was like, yeah, you're weird.
[00:25:22.320 --> 00:25:24.920]   Like, why do you care so much?
[00:25:24.920 --> 00:25:28.120]   But like there's, I think there's different type of anxiety.
[00:25:28.120 --> 00:25:30.040]   People have anxiety attacks and things like that.
[00:25:30.040 --> 00:25:30.960]   Their breathing gets short.
[00:25:30.960 --> 00:25:35.440]   I never have that, but I just think overall in life,
[00:25:35.440 --> 00:25:38.560]   sometimes I'm anxious about certain things.
[00:25:38.560 --> 00:25:41.040]   If it's not going my way, if I don't know,
[00:25:41.040 --> 00:25:43.320]   if the plans that I had aren't gonna work out,
[00:25:43.320 --> 00:25:46.960]   or like you just, especially when you're not connected
[00:25:46.960 --> 00:25:50.840]   to God and you're not connected to like your priorities.
[00:25:50.840 --> 00:25:52.400]   If those aren't in check,
[00:25:52.400 --> 00:25:54.400]   you're obviously gonna be anxious about life.
[00:25:54.400 --> 00:25:57.920]   So I have realized like over the past year or two
[00:25:57.920 --> 00:26:00.000]   that there are times when I'm anxious.
[00:26:00.000 --> 00:26:03.800]   Yeah, and then you, and then that affects everything.
[00:26:03.800 --> 00:26:06.280]   That affects how you play, if you can play free.
[00:26:06.280 --> 00:26:08.000]   That affects a lot of stuff.
[00:26:08.000 --> 00:26:09.240]   So you just gotta be self-aware.
[00:26:09.240 --> 00:26:11.400]   And now I know how to kind of get out of that.
[00:26:11.400 --> 00:26:16.400]   But no, I think anxiety is a real thing for a lot of people.
[00:26:16.400 --> 00:26:20.440]   There's like the scientific part behind it
[00:26:20.440 --> 00:26:21.480]   that I've kind of looked into.
[00:26:21.480 --> 00:26:23.960]   Like the dopamine, you know,
[00:26:23.960 --> 00:26:27.320]   if you're too much flooded with like the dopamine,
[00:26:27.320 --> 00:26:28.480]   heavy doses of dopamine,
[00:26:28.480 --> 00:26:31.680]   then you are likely to not be as,
[00:26:31.680 --> 00:26:35.120]   there's all the scientific stuff that I've looked into.
[00:26:35.120 --> 00:26:38.840]   But yeah, I would say overall, yeah,
[00:26:38.840 --> 00:26:40.360]   I have realized there are times in my life
[00:26:40.360 --> 00:26:42.880]   where I'm more anxious than others.
[00:26:42.880 --> 00:26:44.600]   - What makes you feel the most free?
[00:26:44.600 --> 00:26:47.480]   - I think what makes me feel the most free would be,
[00:26:47.480 --> 00:26:51.280]   when I'm, this is what I've realized,
[00:26:51.280 --> 00:26:53.760]   like when I'm proud of the person that I am off of the court,
[00:26:53.760 --> 00:26:54.960]   like I'm doing the right stuff,
[00:26:54.960 --> 00:26:57.640]   like I'm prioritizing my faith walk,
[00:26:57.640 --> 00:26:59.760]   when I'm getting in the word,
[00:26:59.760 --> 00:27:02.320]   when I'm not doing too much stuff that I feel guilty about
[00:27:02.320 --> 00:27:03.920]   or feel bad about doing.
[00:27:03.920 --> 00:27:06.000]   And I'm just, you know, a solid person
[00:27:06.000 --> 00:27:08.560]   that I'm doing what I say I'm gonna do,
[00:27:08.560 --> 00:27:11.040]   I'm living with integrity.
[00:27:11.040 --> 00:27:12.280]   When I'm proud of myself,
[00:27:12.280 --> 00:27:14.680]   then even if I'm having good or bad games,
[00:27:14.680 --> 00:27:17.360]   like you can balance the highs and the lows a lot better.
[00:27:17.360 --> 00:27:19.280]   But if you are, and I was just talking to,
[00:27:19.280 --> 00:27:20.840]   I just got a therapist
[00:27:20.840 --> 00:27:22.120]   that I've been talking to a little bit.
[00:27:22.120 --> 00:27:24.040]   Yeah, I've talked to him two times.
[00:27:24.040 --> 00:27:27.120]   And we actually were talking about this,
[00:27:27.120 --> 00:27:29.120]   but it's like when you're not proud of yourself
[00:27:29.120 --> 00:27:31.040]   and you don't think God's proud of you,
[00:27:31.040 --> 00:27:34.600]   now you gotta go out and try to perform your way
[00:27:34.600 --> 00:27:36.040]   into other people's approval
[00:27:36.040 --> 00:27:38.560]   or get your worth from other people.
[00:27:38.560 --> 00:27:41.760]   But when you are like living and obeying God
[00:27:41.760 --> 00:27:44.440]   and getting your, God always loves you.
[00:27:44.440 --> 00:27:46.320]   You're always like valuable to him.
[00:27:46.320 --> 00:27:48.320]   But when you actually can, for me,
[00:27:48.320 --> 00:27:50.040]   when I can feel proud of the person I am
[00:27:50.040 --> 00:27:52.920]   and I know God's proud of me as well
[00:27:52.920 --> 00:27:55.040]   'cause I'm doing what he says to do,
[00:27:55.040 --> 00:27:58.440]   then I'm not tripping about anyone else approving of me
[00:27:58.440 --> 00:28:00.880]   because I know I'm living right.
[00:28:00.880 --> 00:28:01.720]   You know what I mean?
[00:28:01.720 --> 00:28:04.720]   - Yeah, there is this Bible verse I'm gonna butcher,
[00:28:04.720 --> 00:28:07.560]   but it's like, I don't do what I wanna do
[00:28:07.560 --> 00:28:09.120]   and then I do what I don't wanna do or whatever.
[00:28:09.120 --> 00:28:11.000]   I forget even what part of the Bible it is,
[00:28:11.000 --> 00:28:11.840]   but I feel like--
[00:28:11.840 --> 00:28:12.680]   - I think it's Paul, yeah.
[00:28:12.680 --> 00:28:14.120]   - Yeah, that literally speaks to that.
[00:28:14.120 --> 00:28:18.200]   When you are living the way that you're called to live
[00:28:18.200 --> 00:28:20.720]   and you're really, you have confidence in yourself,
[00:28:20.720 --> 00:28:21.640]   you have trust in yourself
[00:28:21.640 --> 00:28:23.520]   that you're gonna walk out what you believe.
[00:28:23.520 --> 00:28:25.920]   Your actions aren't conflicting with your mind
[00:28:25.920 --> 00:28:27.720]   and what you want to do.
[00:28:27.720 --> 00:28:29.800]   You're just living a life of integrity.
[00:28:29.800 --> 00:28:31.320]   That is the most freeing thing.
[00:28:31.320 --> 00:28:33.800]   - Yeah, which is like, it's easier said than done.
[00:28:33.800 --> 00:28:37.300]   That's one of the most, he wrote a lot of the Bible,
[00:28:37.300 --> 00:28:40.880]   but he's talking about, so he's obviously a very godly man,
[00:28:40.880 --> 00:28:43.720]   but he's also talking about he does things
[00:28:43.720 --> 00:28:45.520]   that he doesn't necessarily wanna do,
[00:28:45.520 --> 00:28:50.100]   but we're human, we sin, we mess up,
[00:28:50.100 --> 00:28:51.280]   and that's what he's talking about.
[00:28:51.280 --> 00:28:54.760]   He's doing things that he knows he shouldn't do,
[00:28:54.760 --> 00:28:57.720]   and that's where a lot of people can get stuck
[00:28:57.720 --> 00:29:01.040]   in the place of living a double life.
[00:29:01.040 --> 00:29:03.720]   You wanna live one way, but you're living another way,
[00:29:03.720 --> 00:29:07.760]   and when you are the person that you wanna be,
[00:29:07.760 --> 00:29:10.720]   just single-minded, the person you wanna be is who you are,
[00:29:10.720 --> 00:29:13.020]   that's when I feel the most free,
[00:29:13.020 --> 00:29:14.080]   but there's times in my life
[00:29:14.080 --> 00:29:15.120]   where I feel like I'm that person
[00:29:15.120 --> 00:29:17.000]   and you can get away from it, that's life,
[00:29:17.000 --> 00:29:19.480]   that's being human, we're not perfect,
[00:29:19.480 --> 00:29:21.840]   so you gotta have grace with yourself,
[00:29:21.840 --> 00:29:23.020]   which is something I struggle with
[00:29:23.020 --> 00:29:24.760]   because I'm a perfectionist,
[00:29:24.760 --> 00:29:28.680]   but yeah, you gotta have some grace with yourself too.
[00:29:28.680 --> 00:29:29.720]   - Yeah.
[00:29:29.720 --> 00:29:32.480]   Okay, what is something you have been personally questioning
[00:29:32.480 --> 00:29:33.720]   or pondering lately?
[00:29:33.720 --> 00:29:36.960]   - Hmm.
[00:29:36.960 --> 00:29:39.580]   - Can be silly or serious, doesn't matter.
[00:29:39.580 --> 00:29:44.580]   - One thing I have been questioning or pondering,
[00:29:45.540 --> 00:29:50.540]   well, the most lately that's happened was last night,
[00:29:50.540 --> 00:29:53.860]   I was just sitting there eating some food,
[00:29:53.860 --> 00:29:57.380]   and I just was thinking, what is really,
[00:29:57.380 --> 00:30:03.920]   deeply the purpose of why I'm here, why we're all here?
[00:30:03.920 --> 00:30:06.280]   I was just thinking about that a little bit
[00:30:06.280 --> 00:30:10.020]   because I think some people just live life very blindly
[00:30:10.020 --> 00:30:12.740]   because they don't have a deep thought
[00:30:12.740 --> 00:30:14.020]   of a purpose for themselves
[00:30:14.020 --> 00:30:16.780]   and a deep purpose for why we're all here,
[00:30:16.780 --> 00:30:18.940]   which no one really knows why we're all here,
[00:30:18.940 --> 00:30:20.300]   which is a weird thought too.
[00:30:20.300 --> 00:30:22.500]   It's not like God needed us.
[00:30:22.500 --> 00:30:23.980]   So it's like, why are we all here,
[00:30:23.980 --> 00:30:25.580]   but then why am I here?
[00:30:25.580 --> 00:30:28.500]   That's just a thought I was having last night.
[00:30:28.500 --> 00:30:32.740]   And I've tried to figure out my purpose
[00:30:32.740 --> 00:30:36.420]   over this last while.
[00:30:36.420 --> 00:30:38.860]   I mean, I think our purpose, all of our purposes,
[00:30:38.860 --> 00:30:42.540]   pretty much the same, inspire others, lead others to God,
[00:30:42.540 --> 00:30:43.780]   things like that.
[00:30:43.780 --> 00:30:45.700]   But then it's like, yeah, I don't know.
[00:30:45.700 --> 00:30:49.020]   I just have very, very, that's the last thing I ponder,
[00:30:49.020 --> 00:30:50.060]   but you know me, I ponder.
[00:30:50.060 --> 00:30:51.500]   That's why this is Curious Mike,
[00:30:51.500 --> 00:30:53.020]   like I ponder a lot of things.
[00:30:53.020 --> 00:30:56.040]   - Yeah, you were debating that last night.
[00:30:56.040 --> 00:30:57.220]   - Yeah.
[00:30:57.220 --> 00:30:59.860]   - It's crazy that, I feel like everyone,
[00:30:59.860 --> 00:31:03.020]   that's their deepest question is purpose and meaning.
[00:31:03.020 --> 00:31:05.740]   - Purpose, yeah, it really is.
[00:31:05.740 --> 00:31:08.060]   And it's weird because you can accomplish
[00:31:08.060 --> 00:31:09.660]   so many individual goals,
[00:31:09.660 --> 00:31:14.540]   or you can do so much stuff to make yourself happy
[00:31:14.540 --> 00:31:16.540]   for a moment, but then beyond that,
[00:31:16.540 --> 00:31:19.020]   why are we really here?
[00:31:19.020 --> 00:31:21.700]   What's, what is?
[00:31:21.700 --> 00:31:23.980]   And yeah, it's just weird.
[00:31:23.980 --> 00:31:24.820]   It's super weird.
[00:31:24.820 --> 00:31:28.540]   And then I just think, yeah, I don't know.
[00:31:28.540 --> 00:31:30.540]   I could go on a whole rant about deep stuff.
[00:31:30.540 --> 00:31:33.300]   We'll save some stuff for other episodes.
[00:31:33.300 --> 00:31:36.100]   - Okay, let me just do one final question.
[00:31:36.100 --> 00:31:38.460]   I actually submitted this question myself.
[00:31:38.460 --> 00:31:39.300]   - Did you?
[00:31:39.300 --> 00:31:40.340]   - Yeah.
[00:31:40.340 --> 00:31:42.420]   - I asked when in your life have you been
[00:31:42.420 --> 00:31:44.980]   like the most pure happiest?
