
[00:00:00.520 --> 00:00:03.400]   - Scientists think they found the Fountain of Youth.
[00:32:56.320 --> 00:33:02.880]   discoveries, with the caveat that it's a mouse, and a mouse is not a human, might be translated to human.
[00:33:02.880 --> 00:33:08.640]   You put a slide up there where you had, obviously, a whole bunch of target markets. Some were autoimmune
[00:33:08.640 --> 00:33:13.360]   diseases, some were cancers, some were more just general aging.
[00:33:16.320 --> 00:33:25.920]   How do you decide or how do you figure out where there is the most real application today? Because
[00:33:25.920 --> 00:33:31.520]   part of it is there's a, obviously, market issue of making sure you continue to have capital and prove
[00:33:31.520 --> 00:33:38.560]   scientific value. But part of it is there may be some small wins today in rare diseases or something
[00:33:38.560 --> 00:33:45.040]   that could allow you to commercialize this faster. So how do you think about which problems should come
[00:33:45.040 --> 00:33:55.920]   first? Good question. I put up there the ex vivo example with the organ transplant.
[00:33:55.920 --> 00:34:07.120]   This is probably one of the most cautious and safest approach, where, say, acute liver disease. There's
[00:34:07.120 --> 00:34:13.440]   nothing about this. You are going to die in three days. And if an organ is not there, you can do nothing.
[00:34:13.440 --> 00:34:24.240]   So acute and deadly diseases that could happen could be an initial target for this type of approaches.
[00:34:24.240 --> 00:34:37.040]   But again, I want to say that even though we are trying to move as fast as we can into humans, and we are doing this
[00:34:37.040 --> 00:34:45.520]   experimenting human cells in the petri dish. A mouse is not human. And this will need time to be replicated in a human being.
[00:34:45.520 --> 00:34:55.520]   Before we wrap, can we just talk about how Altos Labs is set up? It's probably got more funding than any other private company in recent history.
[00:34:55.520 --> 00:35:04.000]   It's really incredible. Maybe you can tell us how you've organized this work, this mission.
[00:35:04.000 --> 00:35:15.600]   Again, it's reflecting on the importance that we know so little about the fundamental science of what is behind this big question.
[00:35:15.600 --> 00:35:22.800]   It's a question that we human beings have tried to approach since ever. How can we deal with
[00:35:22.800 --> 00:35:29.440]   disease, with aging? So there is so many things we don't know. Basic science is needed.
[00:35:29.440 --> 00:35:35.680]   So as a startup, you raised billions of dollars to do a lot of core research as well as product development.
[00:35:35.680 --> 00:35:43.680]   And at the same time, in parallel, with all the safety approaches that we can think of, and we were talking
[00:35:43.680 --> 00:35:53.360]   about one possible example, perhaps without knowing every detail of how it works, provided it is safe and
[00:35:53.360 --> 00:36:00.160]   could have a positive effect, trying to move this forward. So it's a combination of what we like to call
[00:36:01.200 --> 00:36:04.720]   the base of basic science and the base of industry.
[00:36:04.720 --> 00:36:07.520]   Yeah. Well, look, I mean, I don't think there's a human on earth that will
[00:36:07.520 --> 00:36:14.960]   not benefit and does not appreciate the effort. And obviously, everyone hopes that you guys are
[00:36:14.960 --> 00:36:22.160]   extremely successful in both the scientific and commercial pursuits. It seems to me like,
[00:36:22.160 --> 00:36:27.840]   as you guys have your breakthroughs, which I think you're going to have given the backing and the people
[00:36:27.840 --> 00:36:35.520]   that are involved. Over time, partial cell reprogramming could be one of the most profoundly impactful
[00:36:35.520 --> 00:36:41.200]   technologies that humans have ever discovered or invented. So we appreciate the work that you do.
[00:36:41.200 --> 00:36:47.200]   And thank you for being here with us. Thank you for being here with us.

