
[00:00:00.000 --> 00:00:06.240]   Welcome back everyone.
[00:19:24.780 --> 00:19:28.020]   For COGS LFs, we have this really challenging aspect
[00:19:28.020 --> 00:19:31.940]   that structural generalization tasks have dismal performance.
[00:19:31.940 --> 00:19:35.140]   The redundant token removal doesn't really affect that,
[00:19:35.140 --> 00:19:37.840]   as you can see in these two low red bars.
[00:19:37.840 --> 00:19:40.580]   But meaning-preserving data augmentation and
[00:19:40.580 --> 00:19:45.020]   arbitrary variable renaming do dramatically improve performance on
[00:19:45.020 --> 00:19:48.500]   those structural generalization splits with the net effect of
[00:19:48.500 --> 00:19:54.980]   evening out performance across these two aspects of the COGS/recogs problem.
[00:19:54.980 --> 00:19:56.980]   Here's a summary of the results.
[00:19:56.980 --> 00:19:59.840]   We have LSTMs on the top,
[00:19:59.840 --> 00:20:01.580]   transformers on the bottom.
[00:20:01.580 --> 00:20:08.260]   My high-level takeaway here is that recogs is not necessarily an easier task.
[00:20:08.260 --> 00:20:10.780]   In fact, some aspects of it are actually
[00:20:10.780 --> 00:20:14.120]   harder looking according to our experiments than COGS.
[00:20:14.120 --> 00:20:16.480]   But what we have done is even out
[00:20:16.480 --> 00:20:20.260]   performance and show that it's possible to get traction on
[00:20:20.260 --> 00:20:25.140]   those totally recalcitrant structural generalization splits that led to
[00:20:25.140 --> 00:20:27.460]   that really strange situation for
[00:20:27.460 --> 00:20:31.200]   the literature before with those columns of all zeros.
[00:20:31.200 --> 00:20:36.180]   Overall, we think that this is a healthier benchmark to hill climb on.
[00:20:36.180 --> 00:20:40.660]   That seems good as well because recogs is just getting us closer
[00:20:40.660 --> 00:20:44.980]   to testing the semantic phenomena that we care about.
[00:20:44.980 --> 00:20:47.040]   To wrap up the screencast,
[00:20:47.040 --> 00:20:50.240]   I thought I would pose some conceptual questions that still linger for
[00:20:50.240 --> 00:20:54.200]   me having done this deep dive on COGS and recogs.
[00:20:54.200 --> 00:20:58.720]   First, how can we test for meaning if we're predicting logical forms?
[00:20:58.720 --> 00:21:02.160]   Logical forms are just more syntactic expressions.
[00:21:02.160 --> 00:21:04.140]   We want to get at the true meaning.
[00:21:04.140 --> 00:21:06.760]   We have to do that through logical forms and
[00:21:06.760 --> 00:21:10.260]   the logical forms always have some arbitrariness about them.
[00:21:10.260 --> 00:21:13.080]   That's always going to get in the way of us really purely
[00:21:13.080 --> 00:21:17.900]   seeing whether models understand the meanings of these input sentences.
[00:21:17.900 --> 00:21:22.280]   What is a fair generalization test in the current context?
[00:21:22.280 --> 00:21:26.700]   A lot of our insights about compositionality start to border on things that might
[00:21:26.700 --> 00:21:31.740]   look like they are unfair in the sense of my earlier screencasts in this unit,
[00:21:31.740 --> 00:21:36.100]   because we are deliberately holding out from the training experiences
[00:21:36.100 --> 00:21:41.580]   some examples that we expect the model to grapple with at test time.
[00:21:41.580 --> 00:21:45.760]   For example, models are shown a world that manifests
[00:21:45.760 --> 00:21:49.920]   a specific restriction like PPs appear only in object position,
[00:21:49.920 --> 00:21:52.220]   and then asked to grapple with the world in which
[00:21:52.220 --> 00:21:54.760]   they also appear in subject positions.
[00:21:54.760 --> 00:21:57.440]   The hard part about this is that in some of
[00:21:57.440 --> 00:22:01.120]   these cases where we restrict the training experiences,
[00:22:01.120 --> 00:22:07.900]   we want models not to learn those restrictions as in the COGS splits,
[00:22:07.900 --> 00:22:11.880]   whereas in other cases we do want them to learn those restrictions.
[00:22:11.880 --> 00:22:15.280]   Actually just conceptually figuring out for different phenomena,
[00:22:15.280 --> 00:22:20.280]   which category they fall into seems extremely difficult to me.
[00:22:20.280 --> 00:22:23.280]   What are the limits of compositionality for
[00:22:23.280 --> 00:22:26.340]   humans and how should that inform our generalization test?
[00:22:26.340 --> 00:22:29.140]   Maybe that's the ultimate ground truth here.
[00:22:29.140 --> 00:22:32.660]   We have an assumption that natural languages are compositional,
[00:22:32.660 --> 00:22:34.580]   but that's a very strong assumption.
[00:22:34.580 --> 00:22:36.980]   It surely has some limitations.
[00:22:36.980 --> 00:22:40.980]   Maybe the thing to do is figure out where and how humans generalize,
[00:22:40.980 --> 00:22:43.020]   and where they don't, and then just set up
[00:22:43.020 --> 00:22:47.420]   a general expectation that our models will be able to follow suit.
[00:22:47.420 --> 00:22:49.800]   But that poses many conceptual questions.
[00:22:49.800 --> 00:22:54.980]   For example, if we have goals that are not supported by our datasets,
[00:22:54.980 --> 00:22:57.860]   but that seem like good goals for models to reach,
[00:22:57.860 --> 00:23:01.020]   how should we express that in our tasks and in our models?
[00:23:01.020 --> 00:23:05.640]   We expect these issues to be embodied in the data, in the examples.
[00:23:05.640 --> 00:23:10.580]   But here we have goals that seem to reach beyond what we can encode in examples,
[00:23:10.580 --> 00:23:15.260]   especially given the variation that we see in 2B and 2C.
[00:23:15.260 --> 00:23:17.260]   I don't have answers to these questions,
[00:23:17.260 --> 00:23:21.500]   but I find it exciting that we can pose them and that we have models that might
[00:23:21.500 --> 00:23:24.380]   plausibly be on their way to achieving something
[00:23:24.380 --> 00:23:29.100]   like the compositional generalization that we are actually seeking.
[00:23:29.100 --> 00:23:39.100]   [BLANK_AUDIO]

