
[00:00:00.000 --> 00:00:00.840]   [upbeat music]
[00:15:51.120 --> 00:15:56.120]   for 5.30 AM, then get up, get some artificial light.
[00:15:56.120 --> 00:15:59.800]   If the sun isn't out, turn on brighter artificial lights,
[00:15:59.800 --> 00:16:02.540]   or if the sun happens to be up that time of year,
[00:16:02.540 --> 00:16:04.180]   get some sunlight in your eyes.
[00:16:04.180 --> 00:16:06.980]   But irrespective of sunlight,
[00:16:06.980 --> 00:16:09.620]   we're to get a little bit of brief high intensity exercise,
[00:16:09.620 --> 00:16:11.780]   maybe 10 or 15 minutes of skipping rope
[00:16:11.780 --> 00:16:15.200]   or even just jumping jacks or go out for a brief jog.
[00:16:15.200 --> 00:16:16.980]   What happens then is the cortisol pulse
[00:16:16.980 --> 00:16:18.740]   starts to shift earlier.
[00:16:18.740 --> 00:16:20.700]   And so the next day and the following day
[00:16:20.700 --> 00:16:21.880]   and so on and so forth,
[00:16:21.880 --> 00:16:24.540]   provided they're still doing that exercise first thing
[00:16:24.540 --> 00:16:26.960]   and ideally getting some light in their eyes as well.
[00:16:26.960 --> 00:16:29.100]   Well, then they have an opportunity to capture
[00:16:29.100 --> 00:16:31.300]   an increase in cortisol that is now shifted
[00:16:31.300 --> 00:16:34.260]   from about 7.00 AM to about 8.30 AM.
[00:16:34.260 --> 00:16:35.940]   So they can capture an hour of work there
[00:16:35.940 --> 00:16:40.360]   and then they will also still be within that rising phase
[00:16:40.360 --> 00:16:43.820]   of cortisol in the 9.30 to 10.00 AM block
[00:16:43.820 --> 00:16:47.220]   that lasts until about 11.30 or so.
[00:16:47.220 --> 00:16:48.980]   They might have lunch, perhaps after lunch,
[00:16:48.980 --> 00:16:51.140]   they do a non-sleep deep rest, maybe they don't,
[00:16:51.140 --> 00:16:52.880]   maybe you're a napper, maybe you're not,
[00:16:52.880 --> 00:16:53.860]   doesn't really matter.
[00:16:53.860 --> 00:16:56.600]   And then in the afternoon,
[00:16:56.600 --> 00:16:59.560]   and I would suspect it would now be in the earlier afternoon,
[00:16:59.560 --> 00:17:02.580]   sometime around two or 2.30 would be typical.
[00:17:02.580 --> 00:17:06.800]   Although again, that exact time will vary person to person,
[00:17:06.800 --> 00:17:08.760]   then they would want to schedule another
[00:17:08.760 --> 00:17:09.760]   90 minute work block.
[00:17:09.760 --> 00:17:11.420]   So that's how you can capture three.
[00:17:11.420 --> 00:17:13.660]   Now you can start to see also why capturing
[00:17:13.660 --> 00:17:16.780]   four ultradian work blocks would be exceedingly rare.
[00:17:16.780 --> 00:17:19.660]   It's just not typical that people are awake
[00:17:19.660 --> 00:17:21.980]   for that much of the day, you have to sleep at some point.
[00:17:21.980 --> 00:17:23.740]   And I should mention that if you're going to force yourself
[00:17:23.740 --> 00:17:25.880]   to wake up earlier on a consistent basis,
[00:17:25.880 --> 00:17:27.780]   you probably should be trying to get to sleep
[00:17:27.780 --> 00:17:28.900]   a little bit earlier as well,
[00:17:28.900 --> 00:17:30.100]   because it's not just the quality,
[00:17:30.100 --> 00:17:33.200]   but the duration of quality sleep that really matters
[00:17:33.200 --> 00:17:34.040]   for learning.
[00:17:34.040 --> 00:17:38.580]   And I should also remind everybody that the actual rewiring
[00:17:38.580 --> 00:17:41.300]   of neurons does not occur during any focused work block.
[00:17:41.300 --> 00:17:43.740]   It actually occurs during deep sleep the following night
[00:17:43.740 --> 00:17:46.020]   and the following night and during non-sleep deep rest.
[00:17:46.020 --> 00:17:49.300]   This is why non-sleep deep rest can accelerate learning
[00:17:49.300 --> 00:17:52.180]   because it's in states of rest that the actual connections
[00:17:52.180 --> 00:17:55.140]   between neurons strengthen or weaken or new neurons are
[00:17:55.140 --> 00:17:58.420]   added in a way that allows for what we call learning.
[00:17:58.420 --> 00:18:01.760]   Okay, so one or two ultradian work blocks per day
[00:18:01.760 --> 00:18:05.420]   is typical, three would be really exceptional
[00:18:05.420 --> 00:18:07.880]   and four would be extraordinary.
[00:18:07.880 --> 00:18:11.900]   Look for them, meaning look to see when you are feeling
[00:18:11.900 --> 00:18:13.580]   most focused and alert,
[00:18:13.580 --> 00:18:16.580]   typically in the period before waking and noon,
[00:18:16.580 --> 00:18:20.220]   and typically in the period between noon and bedtime,
[00:18:20.220 --> 00:18:23.900]   given your standard intake of caffeine and exercise
[00:18:23.900 --> 00:18:26.300]   and other life events.
[00:18:26.300 --> 00:18:29.820]   Please also remember that even though it's an ultradian
[00:18:29.820 --> 00:18:31.680]   90 minute work block,
[00:18:31.680 --> 00:18:34.300]   the neuroplasticity is going to be best triggered
[00:18:34.300 --> 00:18:37.440]   within a 60 minute portion of that.
[00:18:37.440 --> 00:18:40.500]   And there's no way to know exactly when that 60 minutes
[00:18:40.500 --> 00:18:43.060]   begins and ends until you actually begin the work block.
[00:18:43.060 --> 00:18:45.200]   So this is really designed to be empirical.
[00:18:45.200 --> 00:18:46.580]   You need to actually go do this.
[00:18:46.580 --> 00:18:48.460]   What you'll notice again is that it's hard to focus
[00:18:48.460 --> 00:18:50.580]   at first, then you'll drop into a state of focus.
[00:18:50.580 --> 00:18:52.520]   You may get distracted, that's perfectly normal.
[00:18:52.520 --> 00:18:55.040]   You refocus, get back into triggering learning.
[00:18:55.040 --> 00:18:55.880]   That's really what you're doing.
[00:18:55.880 --> 00:18:58.220]   You're triggering learning and then there'll be some taper
[00:18:58.220 --> 00:19:00.420]   and then you'll be out of the ultradian work block.
[00:19:00.420 --> 00:19:05.260]   Now it's also key to understand that myself and other people
[00:19:05.260 --> 00:19:07.140]   should not expect that they're only working
[00:19:07.140 --> 00:19:09.040]   during these 90 minute work blocks.
[00:19:09.040 --> 00:19:11.540]   It's just that a lot of the sorts of demands of our day,
[00:19:11.540 --> 00:19:15.780]   including, you know, cooking and shopping for groceries
[00:19:15.780 --> 00:19:18.820]   and email and text messaging and social media,
[00:19:18.820 --> 00:19:21.020]   a lot of those things don't require intense focus
[00:19:21.020 --> 00:19:23.520]   of the sort that I believe Jackson is asking
[00:19:23.520 --> 00:19:25.280]   about maximizing and that I'm referring to
[00:19:25.280 --> 00:19:27.540]   when I talk about these ultradian work blocks.
[00:19:27.540 --> 00:19:29.180]   And then as a final point,
[00:19:29.180 --> 00:19:30.860]   I've been talking about these ultradian work blocks
[00:19:30.860 --> 00:19:34.740]   and focus, et cetera, in a context that brings to mind ideas
[00:19:34.740 --> 00:19:36.140]   about cognitive work.
[00:19:36.140 --> 00:19:39.620]   So learning a language, learning math, writing or creating,
[00:19:39.620 --> 00:19:41.900]   doing something related to music, et cetera.
[00:19:41.900 --> 00:19:44.580]   But these 90 minute ultradian work blocks
[00:19:44.580 --> 00:19:48.740]   also directly relate to physical skill learning as well
[00:19:48.740 --> 00:19:50.460]   and to physical exercise as well.
[00:19:50.460 --> 00:19:52.560]   So if you are somebody who's really interested
[00:19:52.560 --> 00:19:55.380]   in improving your fitness and your fitness requires
[00:19:55.380 --> 00:19:57.220]   a lot of focused attention.
[00:19:57.220 --> 00:20:00.180]   So for instance, when I go out for a long run on Sundays,
[00:20:00.180 --> 00:20:02.300]   which is part of my fitness routine,
[00:20:02.300 --> 00:20:04.180]   I'm deliberately not thinking about much.
[00:20:04.180 --> 00:20:05.380]   I'm just trying to cruise along.
[00:20:05.380 --> 00:20:07.700]   I might focus a little bit on my pace and stride,
[00:20:07.700 --> 00:20:10.460]   maybe an audio book I'm listening to or a podcast,
[00:20:10.460 --> 00:20:12.780]   but typically I'm just kind of cruising along.
[00:20:12.780 --> 00:20:15.020]   It's low cognitive demand work.
[00:20:15.020 --> 00:20:17.700]   These ultradian work blocks can really be maximized
[00:20:17.700 --> 00:20:19.820]   for pure cognitive work.
[00:20:19.820 --> 00:20:23.480]   So kind of book type work, et cetera, music, et cetera,
[00:20:23.480 --> 00:20:26.820]   or they can also be leveraged toward skill learning.
[00:20:26.820 --> 00:20:29.040]   So if you're trying to learn how to dance
[00:20:29.040 --> 00:20:31.240]   or how to perform a particular athletic move,
[00:20:31.240 --> 00:20:33.460]   or you're trying to get better at some skill
[00:20:33.460 --> 00:20:36.240]   that requires a lot of focus and alignment
[00:20:36.240 --> 00:20:40.960]   of muscular movement and cognitive demands, et cetera,
[00:20:40.960 --> 00:20:43.180]   well then these are also going to be ideal
[00:20:43.180 --> 00:20:45.260]   for triggering neuroplasticity to get better
[00:20:45.260 --> 00:20:50.220]   in the motor skill based domain as it's called, et cetera.
[00:20:50.220 --> 00:20:53.180]   If you'd like to learn more about ultradian shifts
[00:20:53.180 --> 00:20:56.020]   in neuroplasticity and ultradian work bouts,
[00:20:56.020 --> 00:20:57.700]   I will certainly do more on this
[00:20:57.700 --> 00:20:59.860]   in the Standard Huberman Lab podcast,
[00:20:59.860 --> 00:21:01.740]   but the keywords to look up,
[00:21:01.740 --> 00:21:03.460]   if you want to explore this further online,
[00:21:03.460 --> 00:21:05.620]   it's not something that a lot of people know about,
[00:21:05.620 --> 00:21:08.220]   it's called iterative metaplasticity.
[00:21:08.220 --> 00:21:11.180]   It's a vast literature and one that I'd be happy to teach
[00:21:11.180 --> 00:21:13.020]   you in a standard podcast episode.
[00:21:13.020 --> 00:21:15.420]   But in the interest of getting to more questions
[00:21:15.420 --> 00:21:19.760]   from you all, hopefully the answer I've given you now
[00:21:19.760 --> 00:21:23.380]   has been complete enough, yet clear enough,
[00:21:23.380 --> 00:21:26.760]   and yet succinct enough that you can start to leverage
[00:21:26.760 --> 00:21:30.420]   these really powerful aspects of iterative metaplasticity
[00:21:30.420 --> 00:21:32.600]   and ultradian rhythms for learning.
[00:21:32.600 --> 00:21:35.740]   And I'd just like to point out that these opportunities
[00:21:35.740 --> 00:21:38.540]   for focused learning that occur
[00:21:38.540 --> 00:21:40.520]   in these 90 minute ultradian cycles
[00:21:40.520 --> 00:21:42.700]   are really terrific opportunities.
[00:21:42.700 --> 00:21:45.980]   They are offered to you at least twice every day,
[00:21:45.980 --> 00:21:48.660]   and you can really learn to detect when they occur
[00:21:48.660 --> 00:21:50.580]   and when they're likely to occur.
[00:21:50.580 --> 00:21:54.360]   You can certainly learn at other times in the 24 hour cycle,
[00:21:54.360 --> 00:21:57.000]   but for anyone who's tried to stay up late at night
[00:21:57.000 --> 00:22:00.500]   cramming for an exam, or for somebody who's tried to learn
[00:22:00.500 --> 00:22:04.320]   during the sleepiest time of their afternoon,
[00:22:04.320 --> 00:22:07.100]   we can be very familiar with the fact
[00:22:07.100 --> 00:22:10.420]   that there are times of day in which we are best at learning
[00:22:10.420 --> 00:22:14.080]   and as I've just described, there are ways to capture
[00:22:14.080 --> 00:22:16.680]   those moments and they are valuable moments.
[00:22:16.680 --> 00:22:19.180]   So even though it's just about three hours per day,
[00:22:19.180 --> 00:22:20.580]   or really only two hours per day
[00:22:20.580 --> 00:22:22.100]   'cause of the 60, 90 minute thing
[00:22:22.100 --> 00:22:23.860]   that I talked about a few minutes ago,
[00:22:23.860 --> 00:22:25.580]   learn to know when these occur
[00:22:25.580 --> 00:22:29.260]   and really treat them as valuable, maybe even wholly
[00:22:29.260 --> 00:22:31.220]   in the sense that they are really the times
[00:22:31.220 --> 00:22:34.200]   that are offered up to you each day by your own biology
[00:22:34.200 --> 00:22:36.580]   in ways that will allow you to get better
[00:22:36.580 --> 00:22:37.940]   pretty much at anything.
[00:22:37.940 --> 00:22:39.500]   Thank you for joining for the beginning
[00:22:39.500 --> 00:22:41.440]   of this Ask Me Anything episode.
[00:22:41.440 --> 00:22:44.820]   To hear the full episode and to hear future episodes
[00:22:44.820 --> 00:22:46.420]   of these Ask Me Anything sessions,
[00:22:46.420 --> 00:22:48.680]   plus to receive transcripts of them
[00:22:48.680 --> 00:22:50.900]   and transcripts of the Huberman Lab Podcast
[00:22:50.900 --> 00:22:53.500]   Standard Channel and premium tools
[00:22:53.500 --> 00:22:54.900]   not released anywhere else,
[00:22:54.900 --> 00:22:58.060]   please go to hubermanlab.com/premium.
[00:22:58.060 --> 00:22:59.260]   Just to remind you why we launched
[00:22:59.260 --> 00:23:01.460]   the Huberman Lab Podcast Premium Channel,
[00:23:01.460 --> 00:23:02.340]   it's really twofold.
[00:23:02.340 --> 00:23:04.260]   First of all, it's to raise support
[00:23:04.260 --> 00:23:06.740]   for the standard Huberman Lab Podcast Channel,
[00:23:06.740 --> 00:23:09.780]   which of course will still be continued to be released
[00:23:09.780 --> 00:23:11.460]   every Monday in full length.
[00:23:11.460 --> 00:23:12.860]   We are not going to change the format
[00:23:12.860 --> 00:23:16.440]   or anything about the standard Huberman Lab Podcast
[00:23:16.440 --> 00:23:17.880]   and to fund research,
[00:23:17.880 --> 00:23:19.940]   in particular research done on human beings.
[00:23:19.940 --> 00:23:21.980]   So not animal models, but on human beings,
[00:23:21.980 --> 00:23:23.780]   which I think we all agree is a species
[00:23:23.780 --> 00:23:25.980]   that we are most interested in.
[00:23:25.980 --> 00:23:28.980]   And we are going to specifically fund research
[00:23:28.980 --> 00:23:31.620]   that is aimed toward developing further protocols
[00:23:31.620 --> 00:23:33.660]   for mental health, physical health, and performance.
[00:23:33.660 --> 00:23:35.560]   And those protocols will be distributed
[00:23:35.560 --> 00:23:37.960]   through all channels, not just the premium channel,
[00:23:37.960 --> 00:23:39.660]   but through all channels, Huberman Lab Podcast
[00:23:39.660 --> 00:23:40.980]   and other media channels.
[00:23:40.980 --> 00:23:43.560]   So the idea here is to give you information
[00:23:43.560 --> 00:23:45.740]   to your burning questions in depth
[00:23:45.740 --> 00:23:47.920]   and allow you the opportunity to support
[00:23:47.920 --> 00:23:50.660]   the kind of research that provides those kinds of answers
[00:23:50.660 --> 00:23:51.660]   in the first place.
[00:23:51.660 --> 00:23:54.020]   Now, an especially exciting feature of the premium channel
[00:23:54.020 --> 00:23:56.980]   is that the tiny foundation has generously offered
[00:23:56.980 --> 00:23:59.760]   to do a dollar for dollar match on all funds raised
[00:23:59.760 --> 00:24:02.260]   for research through the premium channel.
[00:24:02.260 --> 00:24:04.860]   So this is a terrific way that they're going to amplify
[00:24:04.860 --> 00:24:06.820]   whatever funds come in through the premium channel
[00:24:06.820 --> 00:24:08.880]   to further support research for science
[00:24:08.880 --> 00:24:10.660]   and science-related tools for mental health,
[00:24:10.660 --> 00:24:12.180]   physical health, and performance.
[00:24:12.180 --> 00:24:13.020]   If you'd like to sign up
[00:24:13.020 --> 00:24:14.780]   for the Huberman Lab premium channel,
[00:24:14.780 --> 00:24:16.860]   again, there's a cost of $10 per month,
[00:24:16.860 --> 00:24:19.620]   or you can pay $100 upfront for the entire year.
[00:24:19.620 --> 00:24:21.960]   That will give you access to all the AMAs.
[00:24:21.960 --> 00:24:24.840]   You can ask questions and get answers to your questions,
[00:24:24.840 --> 00:24:27.440]   and you'll, of course, get answers to all the questions
[00:24:27.440 --> 00:24:28.820]   that other people ask as well.
[00:24:28.820 --> 00:24:30.760]   There will also be some premium content,
[00:24:30.760 --> 00:24:32.560]   such as transcripts of the AMAs
[00:24:32.560 --> 00:24:35.120]   and various transcripts and protocols of Huberman Lab
[00:24:35.120 --> 00:24:37.680]   podcast episodes not found elsewhere.
[00:24:37.680 --> 00:24:40.020]   And again, you'll be supporting research
[00:24:40.020 --> 00:24:42.360]   for mental health, physical health, and performance.
[00:24:42.360 --> 00:24:43.800]   You can sign up for the premium channel
[00:24:43.800 --> 00:24:46.440]   by going to HubermanLab.com/premium.
[00:24:46.440 --> 00:24:49.360]   Again, that's HubermanLab.com/premium.
[00:24:49.360 --> 00:24:52.180]   And as always, thank you for your interest in science.
[00:24:52.180 --> 00:24:54.760]   [upbeat music]
[00:24:54.760 --> 00:24:57.340]   (upbeat music)

