
[00:00:00.000 --> 00:00:05.500]   [APPLAUSE]
[00:21:52.120 --> 00:21:53.840]   Because we have to-- at least in Indiana,
[00:21:53.840 --> 00:21:56.800]   we have to publish the estate in a newspaper.
[00:21:56.800 --> 00:21:58.360]   I swear that we're the only ones that
[00:21:58.360 --> 00:22:00.520]   are keeping newspapers afloat.
[00:22:00.520 --> 00:22:03.480]   So if there's anyone that works in a newspaper in the room,
[00:22:03.480 --> 00:22:05.480]   you could verify that for me.
[00:22:05.480 --> 00:22:09.680]   But cost, sometimes probate can be costly
[00:22:09.680 --> 00:22:11.640]   from a legal fees standpoint.
[00:22:11.640 --> 00:22:14.520]   It just depends on the complexity of the estate,
[00:22:14.520 --> 00:22:15.760]   what's going on.
[00:22:15.760 --> 00:22:17.800]   There's kind of two different schools of thought,
[00:22:17.800 --> 00:22:18.840]   from a cost perspective.
[00:22:18.840 --> 00:22:22.280]   Sometimes attorneys will charge hourly, which is typical.
[00:22:22.280 --> 00:22:25.320]   The other type of way to charge in probate land
[00:22:25.320 --> 00:22:26.680]   is through a percentage.
[00:22:26.680 --> 00:22:31.720]   So a percentage of the estate is their legal fee.
[00:22:31.720 --> 00:22:33.640]   I always say you have to sprinkle a dose
[00:22:33.640 --> 00:22:35.720]   of reasonableness on there.
[00:22:35.720 --> 00:22:37.720]   I think sometimes lawyers forget to sprinkle
[00:22:37.720 --> 00:22:38.960]   that reasonableness on there.
[00:22:38.960 --> 00:22:43.360]   But nonetheless, those are the three non-negotiables.
[00:22:43.360 --> 00:22:47.080]   Should you be scared or concerned?
[00:22:47.080 --> 00:22:51.560]   You need to work with someone in your state, someone like me
[00:22:51.560 --> 00:22:54.840]   that does a state as their normal field,
[00:22:54.840 --> 00:22:58.000]   and just kind of prompt them on this conversation
[00:22:58.000 --> 00:23:02.960]   and gather whether your state has a complex and annoying
[00:23:02.960 --> 00:23:03.680]   probate process.
[00:23:03.680 --> 00:23:08.520]   So how am I doing on time?
[00:23:08.520 --> 00:23:11.280]   OK.
[00:23:11.280 --> 00:23:16.000]   A lot of times people will entertain trust planning
[00:23:16.000 --> 00:23:19.520]   as a part of an estate plan.
[00:23:19.520 --> 00:23:21.280]   Do all people need trust?
[00:23:21.280 --> 00:23:22.280]   No.
[00:23:22.280 --> 00:23:24.040]   Do a lot of people need trust?
[00:23:24.040 --> 00:23:25.840]   Yes.
[00:23:25.840 --> 00:23:28.680]   If you are working with an attorney that just shells out
[00:23:28.680 --> 00:23:32.720]   trust day after day, maybe not the attorney to work with.
[00:23:32.720 --> 00:23:36.240]   It just really depends on the goals
[00:23:36.240 --> 00:23:39.080]   that the client's trying to accomplish.
[00:23:39.080 --> 00:23:42.960]   It really depends on the family dynamics and family setup.
[00:23:42.960 --> 00:23:45.600]   It depends on the types of asset.
[00:23:45.600 --> 00:23:47.720]   But at the end of the day, a lot of people
[00:23:47.720 --> 00:23:51.480]   do choose to do trust planning as part of their estate plan.
[00:23:51.480 --> 00:23:53.440]   And I'd be doing you guys a disservice
[00:23:53.440 --> 00:23:55.520]   if I didn't at least kind of give you
[00:23:55.520 --> 00:23:59.560]   a little bit of the 411 on trust planning.
[00:23:59.560 --> 00:24:05.560]   At its core, there are so many types of trust, guys.
[00:24:05.560 --> 00:24:08.840]   Lots of them.
[00:24:08.840 --> 00:24:12.000]   And us lawyers have these like weird nicknames for them.
[00:24:12.000 --> 00:24:13.160]   It's kind of-- I don't know.
[00:24:13.160 --> 00:24:14.720]   It's like job security or something.
[00:24:14.720 --> 00:24:17.120]   Crack, crut, eyelet.
[00:24:17.120 --> 00:24:20.040]   It's like a whole weird different language.
[00:24:20.040 --> 00:24:24.840]   But of all those types of trust, really at the end of the day,
[00:24:24.840 --> 00:24:27.400]   you can kind of first break up types of trust
[00:24:27.400 --> 00:24:29.960]   by how they were created.
[00:24:29.960 --> 00:24:33.720]   And what I mean by that is testamentary trust
[00:24:33.720 --> 00:24:35.760]   and living trust are kind of--
[00:24:35.760 --> 00:24:37.800]   they're like kind of the first basic step
[00:24:37.800 --> 00:24:41.760]   of identifying the type of trust that it is.
[00:24:41.760 --> 00:24:43.520]   So a testamentary trust is a trust
[00:24:43.520 --> 00:24:47.440]   that's created in your last will and testament.
[00:24:47.440 --> 00:24:52.120]   I paid a lot of money to go to law school to learn that.
[00:24:52.120 --> 00:24:54.960]   Nonetheless, I see a lot of times
[00:24:54.960 --> 00:24:57.760]   with testamentary trust that are the kind that are created
[00:24:57.760 --> 00:24:59.680]   in the last will and testament.
[00:24:59.680 --> 00:25:02.520]   A lot of times, those are what I like to refer to them
[00:25:02.520 --> 00:25:04.720]   as like standby trusts.
[00:25:04.720 --> 00:25:07.640]   So what I mean by that are things like, OK,
[00:25:07.640 --> 00:25:09.680]   maybe we're a young family and we're just
[00:25:09.680 --> 00:25:12.400]   trying to get our core four done.
[00:25:12.400 --> 00:25:14.280]   But maybe we have some minor kids
[00:25:14.280 --> 00:25:16.440]   that we want to put some perimeters around
[00:25:16.440 --> 00:25:18.160]   and how they inherit.
[00:25:18.160 --> 00:25:22.640]   So there may be a standby trust inside people's wills to say,
[00:25:22.640 --> 00:25:27.200]   OK, I don't want little Susie to inherit at 18.
[00:25:27.200 --> 00:25:30.800]   I want little Susie to inherit maybe a little bit at 18,
[00:25:30.800 --> 00:25:34.720]   a little bit at 21, 25, 30, whatever.
[00:25:34.720 --> 00:25:37.080]   So to accomplish something like that
[00:25:37.080 --> 00:25:41.440]   is going to be likely using a trust inside of your will.
[00:25:41.440 --> 00:25:45.520]   And I say it's a standby trust because maybe you
[00:25:45.520 --> 00:25:48.320]   survive, ideally.
[00:25:48.320 --> 00:25:53.040]   And little Susie is 60, 70 years old when you die.
[00:25:53.040 --> 00:25:56.640]   So none of these little standby provisions are even applicable.
[00:25:56.640 --> 00:26:00.360]   So they're just there just in case something happens.
[00:26:00.360 --> 00:26:02.360]   Another kind of standby I see all the time
[00:26:02.360 --> 00:26:05.480]   with testamentary trusts are special needs trusts.
[00:26:05.480 --> 00:26:10.440]   So if we have any disabled or special needs beneficiaries
[00:26:10.440 --> 00:26:14.000]   in our lives, it breaks my heart when
[00:26:14.000 --> 00:26:17.800]   I hear people say, oh, I can't leave Johnny anything
[00:26:17.800 --> 00:26:20.880]   of my estate because he's special needs
[00:26:20.880 --> 00:26:22.600]   and he's on Medicaid.
[00:26:22.600 --> 00:26:24.200]   Hear me loud and clear.
[00:26:24.200 --> 00:26:27.880]   You can leave those kind of folks in inheritance.
[00:26:27.880 --> 00:26:29.480]   They just have to be done in a very
[00:26:29.480 --> 00:26:31.360]   intentional and strategic way.
[00:26:31.360 --> 00:26:34.520]   And that's often done through a special needs trust.
[00:26:34.520 --> 00:26:38.280]   Whether that special needs trust is a testamentary trust
[00:26:38.280 --> 00:26:41.720]   in your will, or maybe it's a freestanding one.
[00:26:41.720 --> 00:26:44.000]   And what I mean by freestanding is a nice segue
[00:26:44.000 --> 00:26:45.960]   to that living trust.
[00:26:45.960 --> 00:26:48.800]   So if you think about it, a testamentary trust
[00:26:48.800 --> 00:26:51.560]   is created after we die because that's
[00:26:51.560 --> 00:26:55.320]   when the last will and testament kicks into action.
[00:26:55.320 --> 00:27:00.880]   A living trust is one that's created while you are living.
[00:27:00.880 --> 00:27:02.540]   So these are the common ones that you
[00:27:02.540 --> 00:27:06.520]   may have family, friends, or maybe yourself,
[00:27:06.520 --> 00:27:07.920]   like a revocable living trust.
[00:27:07.920 --> 00:27:12.360]   That's a very popular kind of trust out there.
[00:27:12.360 --> 00:27:15.720]   That is a type of a living trust because it's a trust
[00:27:15.720 --> 00:27:17.920]   that you create while you're living.
[00:27:17.920 --> 00:27:21.280]   We're not waiting for it to activate after we pass away.
[00:27:21.280 --> 00:27:23.560]   We're activating it now.
[00:27:23.560 --> 00:27:28.840]   So just to hit on a few of the more popular ones I see,
[00:27:28.840 --> 00:27:31.440]   like I said, revocable living trust, that's a very common one
[00:27:31.440 --> 00:27:35.520]   to do to avoid that probate process.
[00:27:35.520 --> 00:27:38.200]   I also see it all the time for individuals
[00:27:38.200 --> 00:27:40.720]   that have a very specific type of distribution
[00:27:40.720 --> 00:27:42.680]   that they're wanting to accomplish.
[00:27:42.680 --> 00:27:47.240]   So think maybe we have a beneficiary that
[00:27:47.240 --> 00:27:49.280]   has some personal issues going on.
[00:27:49.280 --> 00:27:52.400]   Maybe they're either terrible with money.
[00:27:52.400 --> 00:27:55.080]   Maybe there's an addiction as part
[00:27:55.080 --> 00:27:57.640]   of the planning part of this.
[00:27:57.640 --> 00:28:00.000]   A lot of times, we're using more advanced planning
[00:28:00.000 --> 00:28:02.080]   to accommodate them.
[00:28:02.080 --> 00:28:05.720]   Irrevocable trust planning, those are most often
[00:28:05.720 --> 00:28:08.200]   used either for tax planning.
[00:28:08.200 --> 00:28:11.240]   I wish I had a few extra minutes to talk about taxes,
[00:28:11.240 --> 00:28:12.480]   but I don't.
[00:28:12.480 --> 00:28:16.640]   But they're often used for estate tax planning purposes.
[00:28:16.640 --> 00:28:21.240]   I use them all the time in my office for asset protection
[00:28:21.240 --> 00:28:25.040]   trust planning, specifically for long-term care
[00:28:25.040 --> 00:28:27.800]   and helping people qualify for Medicaid--
[00:28:27.800 --> 00:28:31.280]   not Medicare, Medicaid-- down the road.
[00:28:31.280 --> 00:28:32.960]   So I use irrevocable trust all the time
[00:28:32.960 --> 00:28:35.880]   for people that have that goal.
[00:28:35.880 --> 00:28:40.480]   Charitable trust, if you're charitably inclined,
[00:28:40.480 --> 00:28:43.160]   there's many types of trust out there that allow you to support
[00:28:43.160 --> 00:28:45.480]   your favorite charitable organizations while receiving
[00:28:45.480 --> 00:28:47.560]   tax benefits along the way.
[00:28:47.560 --> 00:28:49.960]   And special needs trust, I talked about.
[00:28:49.960 --> 00:28:52.280]   You can actually create them now.
[00:28:52.280 --> 00:28:54.360]   You can create them while you're living.
[00:28:54.360 --> 00:29:00.400]   If you plan on gifting to that individual now--
[00:29:00.400 --> 00:29:02.920]   I set those up quite often, too.
[00:29:02.920 --> 00:29:06.320]   One last note on this slide before I think probably
[00:29:06.320 --> 00:29:08.960]   we're shifting to questions.
[00:29:08.960 --> 00:29:10.080]   Funding a trust.
[00:29:10.080 --> 00:29:14.920]   I always tell people, oh, you have extra time.
[00:29:14.920 --> 00:29:16.360]   Yay.
[00:29:16.360 --> 00:29:17.840]   It's like a little love note.
[00:29:17.840 --> 00:29:23.200]   OK, funding a trust.
[00:29:23.200 --> 00:29:27.000]   If you do a trust as part of your estate plan,
[00:29:27.000 --> 00:29:30.000]   also hear me loud and clear on this, too.
[00:29:30.000 --> 00:29:33.320]   Funding-- there's like three general steps
[00:29:33.320 --> 00:29:34.720]   when you create a trust.
[00:29:34.720 --> 00:29:37.720]   Create it, fund it, which I'm going
[00:29:37.720 --> 00:29:41.480]   to talk about in a second, and grow with it.
[00:29:41.480 --> 00:29:44.480]   Because estate planning is not usually a one-time thing.
[00:29:44.480 --> 00:29:46.760]   You've got to keep massaging it and keep
[00:29:46.760 --> 00:29:49.760]   it applicable to what your current situation is.
[00:29:49.760 --> 00:29:53.840]   So that second part, after we have the trust created--
[00:29:53.840 --> 00:29:56.000]   so we've got the document.
[00:29:56.000 --> 00:29:57.600]   We've signed it.
[00:29:57.600 --> 00:30:01.960]   The next step, the next vital step that people miss all
[00:30:01.960 --> 00:30:04.200]   the time is funding it.
[00:30:04.200 --> 00:30:09.240]   Funding it is changing the ownership of your assets
[00:30:09.240 --> 00:30:12.080]   or modifying beneficiary designations
[00:30:12.080 --> 00:30:15.640]   to support the actual trust document.
[00:30:15.640 --> 00:30:17.480]   If you do not fund--
[00:30:17.480 --> 00:30:20.520]   if you don't get the trust funded,
[00:30:20.520 --> 00:30:23.040]   if you don't change ownership, if you don't modify
[00:30:23.040 --> 00:30:27.760]   your beneficiaries, the trust may not work at all.
[00:30:27.760 --> 00:30:29.320]   It could be a pile of paper that you
[00:30:29.320 --> 00:30:31.440]   paid way too much money for.
[00:30:31.440 --> 00:30:34.840]   And so funding a trust, I consider
[00:30:34.840 --> 00:30:36.600]   as part of setting--
[00:30:36.600 --> 00:30:38.480]   if I'm doing a trust for someone,
[00:30:38.480 --> 00:30:41.720]   that is part of our process is to help them get it funded.
[00:30:41.720 --> 00:30:46.040]   But I cannot tell you the number of prospects and clients
[00:30:46.040 --> 00:30:52.280]   that I see that bring this honking big binder to my office
[00:30:52.280 --> 00:30:54.440]   and they flop it on the table.
[00:30:54.440 --> 00:30:58.400]   And I'm looking through it, and I just casually--
[00:30:58.400 --> 00:31:03.080]   because I've done this too many times--
[00:31:03.080 --> 00:31:06.760]   casually say, so what's in this trust?
[00:31:06.760 --> 00:31:09.120]   Did you move your house in?
[00:31:09.120 --> 00:31:10.920]   Is your brokerage in here?
[00:31:10.920 --> 00:31:14.400]   And they just look, and they're like, what?
[00:31:14.400 --> 00:31:16.280]   I don't think so.
[00:31:16.280 --> 00:31:19.560]   And I'm like, oh, am I going to be the bearer of bad news?
[00:31:19.560 --> 00:31:21.240]   Well, not really the bearer of bad news,
[00:31:21.240 --> 00:31:22.540]   but now we got to play clean up.
[00:31:22.540 --> 00:31:26.600]   So if you do a trust, or if you have a trust,
[00:31:26.600 --> 00:31:28.800]   make sure you get the thing funded.
[00:31:28.800 --> 00:31:33.000]   If I work with someone like that,
[00:31:33.000 --> 00:31:36.440]   if the trust that they already have is fine and dandy,
[00:31:36.440 --> 00:31:39.400]   we may have to amend it a tiny bit.
[00:31:39.400 --> 00:31:41.600]   But otherwise, sometimes they'll hire me just
[00:31:41.600 --> 00:31:44.960]   to help get it funded, because maybe there
[00:31:44.960 --> 00:31:48.400]   wasn't an emphasis on that when they set it up,
[00:31:48.400 --> 00:31:50.880]   or maybe life got in the way, and they just totally
[00:31:50.880 --> 00:31:52.980]   forgot to get it done.
[00:31:52.980 --> 00:31:56.440]   But nonetheless, very, very important to get that done.
[00:31:56.440 --> 00:32:03.160]   Give me-- oh, I thought I had one more.
[00:32:03.160 --> 00:32:05.760]   Yes, this, OK.
[00:32:05.760 --> 00:32:09.880]   Should we go to questions, or can I do like one horror story?
[00:32:09.880 --> 00:32:12.000]   [INAUDIBLE]
[00:32:12.000 --> 00:32:13.360]   Horror stories, OK.
[00:32:13.360 --> 00:32:15.760]   Oh, which one do I want to do?
[00:32:15.760 --> 00:32:17.880]   Well, I already talked about that first one.
[00:32:17.880 --> 00:32:19.360]   So the ex-spouse is a beneficiary
[00:32:19.360 --> 00:32:20.840]   in IRA and life insurance.
[00:32:20.840 --> 00:32:26.640]   Long story short, what happened with that is basically,
[00:32:26.640 --> 00:32:27.720]   they ended up settling.
[00:32:27.720 --> 00:32:29.660]   Because like I said earlier, we don't know.
[00:32:29.660 --> 00:32:32.080]   There was actually a little bit of a strained relationship
[00:32:32.080 --> 00:32:33.680]   between dad and daughter.
[00:32:33.680 --> 00:32:35.160]   And so there was an argument to be
[00:32:35.160 --> 00:32:40.000]   made that maybe he just left the ex-spouse on there
[00:32:40.000 --> 00:32:42.200]   from a place of like, I don't know who else to leave,
[00:32:42.200 --> 00:32:43.540]   so maybe he did it intentionally.
[00:32:43.540 --> 00:32:45.720]   So in that case, they ended up settling.
[00:32:45.720 --> 00:32:48.480]   Ex-spouse did get to walk away with stuff
[00:32:48.480 --> 00:32:52.920]   with part of the gentleman's IRA and life insurance.
[00:32:52.920 --> 00:32:55.760]   Which one do I want to do?
[00:32:55.760 --> 00:32:58.760]   And then I'll shift to questions.
[00:32:58.760 --> 00:33:00.120]   I'll do that next one, actually.
[00:33:00.120 --> 00:33:02.080]   Because I think I've talked about beneficiaries
[00:33:02.080 --> 00:33:03.880]   with addictions and Medicaid.
[00:33:03.880 --> 00:33:06.360]   Those just require special planning, guys.
[00:33:06.360 --> 00:33:09.080]   I know it's not fun to talk about the elephant
[00:33:09.080 --> 00:33:12.640]   in the room things, but I can't do my job
[00:33:12.640 --> 00:33:14.440]   if I don't know about them.
[00:33:14.440 --> 00:33:18.080]   But when I do know about those elephant in the room things,
[00:33:18.080 --> 00:33:20.400]   I look like a superstar because I
[00:33:20.400 --> 00:33:23.680]   can do such awesome things for those types of individuals
[00:33:23.680 --> 00:33:24.480]   and beneficiaries.
[00:33:24.480 --> 00:33:26.520]   So that's just a subtle encouragement,
[00:33:26.520 --> 00:33:28.160]   just to be very honest with whoever
[00:33:28.160 --> 00:33:31.000]   you work with from an estate planning attorney standpoint.
[00:33:31.000 --> 00:33:34.240]   OK, so I'll do that next bullet, that put nephew as beneficiary,
[00:33:34.240 --> 00:33:37.080]   but Will had seven nieces and nephews.
[00:33:37.080 --> 00:33:43.440]   So this case, long story short, lady passed away.
[00:33:43.440 --> 00:33:49.920]   Her Will had seven nieces and nephews listed as beneficiary,
[00:33:49.920 --> 00:33:54.840]   but she was one of those people that had lots of CDs.
[00:33:54.840 --> 00:33:56.680]   She would be like a CD chaser.
[00:33:56.680 --> 00:33:58.400]   We all know them.
[00:33:58.400 --> 00:34:01.640]   Maybe you're one of them.
[00:34:01.640 --> 00:34:03.840]   She would go to lots of different banks
[00:34:03.840 --> 00:34:06.000]   and find the highest interest rate.
[00:34:06.000 --> 00:34:10.280]   Long story short, she passed away, and all of her assets
[00:34:10.280 --> 00:34:14.520]   had just one of the-- it was one of the nephews--
[00:34:14.520 --> 00:34:20.440]   just one nephew on as beneficiary on everything.
[00:34:20.440 --> 00:34:22.280]   So the Will had, hey, I want to split it
[00:34:22.280 --> 00:34:24.880]   between these seven people, but then
[00:34:24.880 --> 00:34:30.080]   on the actual beneficiary, it had this one person.
[00:34:30.080 --> 00:34:33.320]   And so we got it cleaned up, but this
[00:34:33.320 --> 00:34:35.880]   is a little bit of a cautionary tale horror story
[00:34:35.880 --> 00:34:39.280]   because that family had to pay me more to clean it up
[00:34:39.280 --> 00:34:44.080]   because generously, the nephew that was listed, he was like,
[00:34:44.080 --> 00:34:47.480]   I know this is what she wanted to share,
[00:34:47.480 --> 00:34:53.400]   so I'm going to disclaim and let it go to the other six,
[00:34:53.400 --> 00:34:55.440]   between all seven.
[00:34:55.440 --> 00:34:58.200]   So I mean, I had to do a significant amount of extra
[00:34:58.200 --> 00:35:01.320]   work to accommodate what this person was
[00:35:01.320 --> 00:35:02.320]   trying to accomplish.
[00:35:02.320 --> 00:35:05.560]   So it's just a lesson in making sure--
[00:35:05.560 --> 00:35:08.320]   kind of what I was blabbing about earlier of really making
[00:35:08.320 --> 00:35:11.720]   sure that we get our assets in a place
[00:35:11.720 --> 00:35:14.240]   to really support what we're trying to accomplish.
[00:35:14.240 --> 00:35:15.600]   It's single-handedly.
[00:35:15.600 --> 00:35:17.840]   The biggest misconception-- or biggest mistake
[00:35:17.840 --> 00:35:20.320]   that I see people make is they do this--
[00:35:20.320 --> 00:35:22.000]   they do their estate plan, and then
[00:35:22.000 --> 00:35:24.000]   they fail to really take a look at their assets
[00:35:24.000 --> 00:35:27.800]   and get it to support those documents.
[00:35:27.800 --> 00:35:32.920]   OK, I'm ready for Shark Tank questions.
[00:35:32.920 --> 00:35:37.840]   Thank you so much, Jenny.
[00:35:37.840 --> 00:35:38.360]   Yeah.
[00:35:38.360 --> 00:35:40.640]   If I was the one up here yesterday
[00:35:40.640 --> 00:35:46.640]   without my slides, my little introvert stage fright heart
[00:35:46.640 --> 00:35:49.680]   would have just collapsed and died in front of all of you.
[00:35:49.680 --> 00:35:51.640]   So can we get some applause for Jenny, please?
[00:35:51.640 --> 00:35:52.140]   Oh.
[00:35:52.140 --> 00:36:01.000]   You also have at least three times as many questions
[00:36:01.000 --> 00:36:01.960]   as anybody else has got.
[00:36:01.960 --> 00:36:03.740]   I see a pile.
[00:36:03.740 --> 00:36:06.600]   OK, for those who are young and in good health,
[00:36:06.600 --> 00:36:08.360]   is it still important to do trust estate
[00:36:08.360 --> 00:36:10.720]   planning in your 30s or 40s?
[00:36:10.720 --> 00:36:13.040]   And if you change your mind later in life,
[00:36:13.040 --> 00:36:17.200]   should we contact lawyers again to update the will?
[00:36:17.200 --> 00:36:19.560]   Yes.
[00:36:19.560 --> 00:36:22.520]   Kind of like I was saying earlier about estate planning
[00:36:22.520 --> 00:36:25.800]   should grow with you, it is vital for those
[00:36:25.800 --> 00:36:29.080]   in their 30s and 40s that may have minor kids
[00:36:29.080 --> 00:36:33.200]   to get guardianship provisions as part of their estate plan.
[00:36:33.200 --> 00:36:34.800]   Vital to get that in place.
[00:36:34.800 --> 00:36:39.360]   And then as far as updating it in the future,
[00:36:39.360 --> 00:36:41.000]   you don't have to use the attorney
[00:36:41.000 --> 00:36:45.240]   that you used back then, unless you contracted with them
[00:36:45.240 --> 00:36:47.520]   and said, like, you're going to be my attorney forever.
[00:36:47.520 --> 00:36:49.320]   But that would be weird.
[00:36:49.320 --> 00:36:51.120]   Find someone that you like.
[00:36:51.120 --> 00:36:55.120]   Make sure that-- yeah, find someone you like.
[00:36:55.120 --> 00:36:56.760]   It pains me when people say, oh, I
[00:36:56.760 --> 00:36:59.960]   have to go back to my dad's lawyer back home.
[00:36:59.960 --> 00:37:01.520]   And I'm like, no, you don't.
[00:37:01.520 --> 00:37:03.600]   No, you don't.
[00:37:03.600 --> 00:37:06.240]   Can you speak to when the deceased and the beneficiaries
[00:37:06.240 --> 00:37:07.440]   are in different states?
[00:37:07.440 --> 00:37:09.480]   Whose laws apply?
[00:37:09.480 --> 00:37:10.480]   It depends.
[00:37:10.480 --> 00:37:12.520]   That's only the second time I've said that.
[00:37:12.520 --> 00:37:14.400]   Kind of impressive.
[00:37:14.400 --> 00:37:18.880]   So it primarily depends-- so from an estate administration
[00:37:18.880 --> 00:37:21.960]   standpoint, it's going to be the state in which the decedent,
[00:37:21.960 --> 00:37:25.080]   the deceased person, died, unless they
[00:37:25.080 --> 00:37:27.080]   have property in other states.
[00:37:27.080 --> 00:37:29.160]   So I have a lot of clients that will
[00:37:29.160 --> 00:37:32.880]   have their primary residence in Indiana,
[00:37:32.880 --> 00:37:36.160]   but maybe they have a house in Florida or Arizona
[00:37:36.160 --> 00:37:37.000]   or something.
[00:37:37.000 --> 00:37:38.520]   Those are going to be-- those assets
[00:37:38.520 --> 00:37:42.080]   are going to be dictated by those other states' laws.
[00:37:42.080 --> 00:37:44.840]   But the only caveat I would place on why I said it depends
[00:37:44.840 --> 00:37:50.720]   is because some states still have inheritance tax.
[00:37:50.720 --> 00:37:53.400]   Not all of them, but some do.
[00:37:53.400 --> 00:37:56.640]   And if the beneficiary lives in a state that still
[00:37:56.640 --> 00:37:58.760]   has inheritance tax--
[00:37:58.760 --> 00:38:01.920]   excuse me-- the inheritance tax is going to apply.
[00:38:01.920 --> 00:38:03.600]   Oh, no, do you live in an inheritance--
[00:38:03.600 --> 00:38:04.320]   That's me.
[00:38:04.320 --> 00:38:05.520]   Oh, I'm sorry.
[00:38:05.520 --> 00:38:10.240]   Yeah, it's a small list, and it seems to be decreasing.
[00:38:10.240 --> 00:38:13.000]   But if the beneficiary does live in a state that
[00:38:13.000 --> 00:38:16.040]   has an inheritance tax, that's going to apply to them.
[00:38:16.040 --> 00:38:19.560]   And is it true that at the state level,
[00:38:19.560 --> 00:38:21.880]   it matters whether it's an inheritance tax or an estate
[00:38:21.880 --> 00:38:22.560]   tax?
[00:38:22.560 --> 00:38:23.400]   Say that again.
[00:38:23.400 --> 00:38:24.820]   At the state level, does it matter
[00:38:24.820 --> 00:38:27.680]   whether it's an inheritance tax or an estate tax?
[00:38:27.680 --> 00:38:29.160]   Yes, because they're very different.
[00:38:29.160 --> 00:38:31.280]   Inheritance tax and estate tax are very different.
[00:38:31.280 --> 00:38:33.640]   Inheritance tax is taxed on the beneficiary,
[00:38:33.640 --> 00:38:37.120]   while estate tax is taxed on the estate.
[00:38:37.120 --> 00:38:42.160]   And even more confusing, there's federal estate tax,
[00:38:42.160 --> 00:38:46.680]   which I think it's $13.61 million per person currently.
[00:38:46.680 --> 00:38:48.520]   They're talking about making that lower.
[00:38:48.520 --> 00:38:50.880]   So just FYI, keep an eye on that.
[00:38:50.880 --> 00:38:56.960]   But some states also have an estate tax.
[00:38:56.960 --> 00:39:00.280]   So yeah, be mindful of that.
[00:39:00.280 --> 00:39:02.480]   Please discuss the pros and cons of a springing
[00:39:02.480 --> 00:39:04.680]   versus non-springing power of attorney.
[00:39:04.680 --> 00:39:05.480]   Oh, gosh.
[00:39:05.480 --> 00:39:06.200]   OK.
[00:39:06.200 --> 00:39:10.360]   So springing power of attorneys often
[00:39:10.360 --> 00:39:14.120]   spring into action upon some sort of trigger,
[00:39:14.120 --> 00:39:15.360]   some sort of event.
[00:39:15.360 --> 00:39:19.200]   So I normally see these where a springing power of attorney,
[00:39:19.200 --> 00:39:22.240]   say, for example, doesn't come into action
[00:39:22.240 --> 00:39:28.940]   until documented incapacity, which could be problematic,
[00:39:28.940 --> 00:39:32.000]   because doctors often don't like just going around declaring
[00:39:32.000 --> 00:39:34.240]   people incapacitated.
[00:39:34.240 --> 00:39:37.560]   And so I typically recommend-- and I actually
[00:39:37.560 --> 00:39:40.280]   talked about this in Christine's book,
[00:39:40.280 --> 00:39:42.440]   the section I helped her with.
[00:39:42.440 --> 00:39:46.680]   I typically recommend a general durable power of attorney.
[00:39:46.680 --> 00:39:52.000]   And I say-- and the opposite of durable is springing.
[00:39:52.000 --> 00:39:54.280]   So they kind of conflict with each other,
[00:39:54.280 --> 00:39:57.920]   because durable kind of grants it immediately,
[00:39:57.920 --> 00:39:59.420]   grants authority immediately.
[00:39:59.420 --> 00:40:01.340]   But I always tell people--
[00:40:01.340 --> 00:40:02.840]   like, that was a lot of legalese.
[00:40:02.840 --> 00:40:04.220]   And what I always tell people is,
[00:40:04.220 --> 00:40:06.860]   if you trust the person to be in the document,
[00:40:06.860 --> 00:40:08.600]   you probably should trust the person
[00:40:08.600 --> 00:40:10.100]   not to do any funny business, even
[00:40:10.100 --> 00:40:11.500]   though you're fine and dandy.
[00:40:11.500 --> 00:40:13.100]   And so that's why I typically recommend
[00:40:13.100 --> 00:40:16.620]   a general durable power of attorney for clients.
[00:40:16.620 --> 00:40:19.180]   If I move out of state, should I redo my estate plan?
[00:40:19.180 --> 00:40:20.300]   And what about my trust?
[00:40:20.300 --> 00:40:23.100]   If you move out of state, I always
[00:40:23.100 --> 00:40:25.380]   encourage people to have an estate
[00:40:25.380 --> 00:40:29.240]   attorney in the new state take a look at the documents.
[00:40:29.240 --> 00:40:31.680]   Because I was talking to Mike, actually,
[00:40:31.680 --> 00:40:35.400]   right before this session, that annoyingly, they really
[00:40:35.400 --> 00:40:37.240]   put the thumb down on us attorneys
[00:40:37.240 --> 00:40:39.440]   in terms of licensure.
[00:40:39.440 --> 00:40:41.120]   So I can only help people--
[00:40:41.120 --> 00:40:44.640]   the two people in this room that are from Indiana--
[00:40:44.640 --> 00:40:46.120]   I'm joking.
[00:40:46.120 --> 00:40:50.480]   But at the end of the day, you have
[00:40:50.480 --> 00:40:55.040]   to make sure that it's doing not only what you want it to do,
[00:40:55.040 --> 00:40:57.100]   but also in compliance with wherever
[00:40:57.100 --> 00:40:58.460]   your state of residency is.
[00:40:58.460 --> 00:41:01.980]   And so every state may have different laws,
[00:41:01.980 --> 00:41:03.780]   and you need to be cognizant of that.
[00:41:03.780 --> 00:41:06.260]   A lot of times, it doesn't require a whole rewrite,
[00:41:06.260 --> 00:41:09.060]   but it may require a little bit of a shift or an amendment
[00:41:09.060 --> 00:41:11.860]   to get in compliance with the new state.
[00:41:11.860 --> 00:41:13.340]   How do you feel about a spouse being
[00:41:13.340 --> 00:41:14.540]   medical power of attorney?
[00:41:14.540 --> 00:41:16.620]   Does that put them in too emotional of a situation?
[00:41:16.620 --> 00:41:18.460]   Oh, I kind of want to know who asked that.
