
[00:00:00.000 --> 00:00:01.520]   Let's talk about the sweaters, okay?
[00:24:03.720 --> 00:24:04.720]   The word debating.
[00:24:04.760 --> 00:24:05.760]   The word debating.
[00:24:05.760 --> 00:24:06.760]   The word debating.
[00:24:06.760 --> 00:24:07.760]   The word debating.
[00:24:07.760 --> 00:24:08.760]   The word debating.
[00:24:08.760 --> 00:24:09.760]   The word debating.
[00:24:09.760 --> 00:24:10.760]   The word debating.
[00:24:10.760 --> 00:24:11.760]   The word debating.
[00:24:11.760 --> 00:24:12.760]   The word debating.
[00:24:12.760 --> 00:24:13.760]   The word debating.
[00:24:13.760 --> 00:24:14.760]   The word debating.
[00:24:14.760 --> 00:24:15.760]   The word debating.
[00:24:15.760 --> 00:24:16.760]   The word debating.
[00:24:16.760 --> 00:24:17.760]   The word debating.
[00:24:17.760 --> 00:24:18.760]   The word debating.
[00:24:18.760 --> 00:24:19.760]   The word debating.
[00:24:19.760 --> 00:24:20.760]   The word debating.
[00:24:20.760 --> 00:24:21.760]   The word debating.
[00:24:21.760 --> 00:24:22.760]   The word debating.
[00:24:22.760 --> 00:24:23.760]   The word debating.
[00:24:23.760 --> 00:24:24.760]   The word debating.
[00:24:24.760 --> 00:24:25.760]   The word debating.
[00:24:25.760 --> 00:24:26.760]   The word debating.
[00:24:26.760 --> 00:24:27.760]   The word debating.
[00:24:27.760 --> 00:24:28.760]   The word debating.
[00:24:28.760 --> 00:24:29.760]   The word debating.
[00:24:29.760 --> 00:24:30.760]   The word debating.
[00:24:30.760 --> 00:24:31.760]   The word debating.
[00:24:31.760 --> 00:24:32.760]   The word debating.
[00:24:32.760 --> 00:24:33.760]   The word debating.
[00:24:33.800 --> 00:24:34.800]   The word debating.
[00:24:34.800 --> 00:24:35.800]   The word debating.
[00:24:35.800 --> 00:24:36.800]   The word debating.
[00:24:36.800 --> 00:24:37.800]   The word debating.
[00:24:37.800 --> 00:24:38.800]   The word debating.
[00:24:38.800 --> 00:24:39.800]   The word debating.
[00:24:39.800 --> 00:24:40.800]   The word debating.
[00:24:40.800 --> 00:24:41.800]   The word debating.
[00:24:41.800 --> 00:24:42.800]   The word debating.
[00:24:42.800 --> 00:24:43.800]   The word debating.
[00:24:43.800 --> 00:24:44.800]   The word debating.
[00:24:44.800 --> 00:24:45.800]   The word debating.
[00:24:45.800 --> 00:24:46.800]   The word debating.
[00:24:46.800 --> 00:24:47.800]   The word debating.
[00:24:47.800 --> 00:24:48.800]   The word debating.
[00:24:48.800 --> 00:24:49.800]   The word debating.
[00:24:49.800 --> 00:24:50.800]   The word debating.
[00:24:50.800 --> 00:24:51.800]   The word debating.
[00:24:51.800 --> 00:24:52.800]   The word debating.
[00:24:52.800 --> 00:24:53.800]   The word debating.
[00:24:53.800 --> 00:24:54.800]   The word debating.
[00:24:54.800 --> 00:24:55.800]   The word debating.
[00:24:55.800 --> 00:24:56.800]   The word debating.
[00:24:56.800 --> 00:24:57.800]   The word debating.
[00:24:57.800 --> 00:24:58.800]   The word debating.
[00:24:58.800 --> 00:24:59.800]   The word debating.
[00:24:59.800 --> 00:25:00.800]   The word debating.
[00:25:00.800 --> 00:25:01.800]   The word debating.
[00:25:01.800 --> 00:25:02.800]   The word debating.
[00:25:02.840 --> 00:25:03.840]   The word debating.
[00:25:03.840 --> 00:25:04.840]   The word debating.
[00:25:04.840 --> 00:25:05.840]   The word debating.
[00:25:05.840 --> 00:25:06.840]   The word debating.
[00:25:06.840 --> 00:25:07.840]   The word debating.
[00:25:07.840 --> 00:25:08.840]   The word debating.
[00:25:08.840 --> 00:25:09.840]   The word debating.
[00:25:09.840 --> 00:25:10.840]   The word debating.
[00:25:10.840 --> 00:25:11.840]   The word debating.
[00:25:11.840 --> 00:25:12.840]   The word debating.
[00:25:12.840 --> 00:25:13.840]   The word debating.
[00:25:13.840 --> 00:25:14.840]   The word debating.
[00:25:14.840 --> 00:25:15.840]   The word debating.
[00:25:15.840 --> 00:25:16.840]   The word debating.
[00:25:16.840 --> 00:25:17.840]   The word debating.
[00:25:17.840 --> 00:25:18.840]   The word debating.
[00:25:18.840 --> 00:25:19.840]   The word debating.
[00:25:19.840 --> 00:25:20.840]   The word debating.
[00:25:20.840 --> 00:25:21.840]   The word debating.
[00:25:21.840 --> 00:25:22.840]   The word debating.
[00:25:22.840 --> 00:25:23.840]   The word debating.
[00:25:23.840 --> 00:25:24.840]   The word debating.
[00:25:24.840 --> 00:25:25.840]   The word debating.
[00:25:25.840 --> 00:25:26.840]   The word debating.
[00:25:26.840 --> 00:25:27.840]   The word debating.
[00:25:27.840 --> 00:25:28.840]   The word debating.
[00:25:28.840 --> 00:25:29.840]   The word debating.
[00:25:29.840 --> 00:25:30.840]   The word debating.
[00:25:30.840 --> 00:25:31.840]   The word debating.
[00:25:31.880 --> 00:25:32.880]   The word debating.
[00:25:32.880 --> 00:25:33.880]   The word debating.
[00:25:33.880 --> 00:25:34.880]   The word debating.
[00:25:34.880 --> 00:25:35.880]   The word debating.
[00:25:35.880 --> 00:25:36.880]   The word debating.
[00:25:36.880 --> 00:25:37.880]   The word debating.
[00:25:37.880 --> 00:25:38.880]   The word debating.
[00:25:38.880 --> 00:25:39.880]   The word debating.
[00:25:39.880 --> 00:25:40.880]   The word debating.
[00:25:40.880 --> 00:25:41.880]   The word debating.
[00:25:41.880 --> 00:25:42.880]   The word debating.
[00:25:42.880 --> 00:25:43.880]   The word debating.
[00:25:43.880 --> 00:25:44.880]   The word debating.
[00:25:44.880 --> 00:25:45.880]   The word debating.
[00:25:45.880 --> 00:25:46.880]   The word debating.
[00:25:46.880 --> 00:25:47.880]   The word debating.
[00:25:47.880 --> 00:25:48.880]   The word debating.
[00:25:48.880 --> 00:25:49.880]   The word debating.
[00:25:49.880 --> 00:25:50.880]   The word debating.
[00:25:50.880 --> 00:25:51.880]   The word debating.
[00:25:51.880 --> 00:25:52.880]   The word debating.
[00:25:52.880 --> 00:25:53.880]   The word debating.
[00:25:53.880 --> 00:25:54.880]   The word debating.
[00:25:54.880 --> 00:25:55.880]   The word debating.
[00:25:55.880 --> 00:25:56.880]   The word debating.
[00:25:56.880 --> 00:25:57.880]   The word debating.
[00:25:57.880 --> 00:25:58.880]   The word debating.
[00:25:58.880 --> 00:25:59.880]   The word debating.
[00:25:59.880 --> 00:26:00.880]   The word debating.
[00:26:00.920 --> 00:26:01.920]   The word debating.
[00:26:01.920 --> 00:26:02.920]   The word debating.
[00:26:02.920 --> 00:26:03.920]   The word debating.
[00:26:03.920 --> 00:26:04.920]   The word debating.
[00:26:04.920 --> 00:26:05.920]   The word debating.
[00:26:05.920 --> 00:26:06.920]   The word debating.
[00:26:06.920 --> 00:26:07.920]   The word debating.
[00:26:07.920 --> 00:26:08.920]   The word debating.
[00:26:08.920 --> 00:26:09.920]   The word debating.
[00:26:09.920 --> 00:26:10.920]   The word debating.
[00:26:10.920 --> 00:26:11.920]   The word debating.
[00:26:11.920 --> 00:26:12.920]   The word debating.
[00:26:12.920 --> 00:26:13.920]   The word debating.
[00:26:13.920 --> 00:26:14.920]   The word debating.
[00:26:14.920 --> 00:26:15.920]   The word debating.
[00:26:15.920 --> 00:26:16.920]   The word debating.
[00:26:16.920 --> 00:26:17.920]   The word debating.
[00:26:17.920 --> 00:26:18.920]   The word debating.
[00:26:18.920 --> 00:26:19.920]   The word debating.
[00:26:19.920 --> 00:26:20.920]   The word debating.
[00:26:20.920 --> 00:26:21.920]   The word debating.
[00:26:21.920 --> 00:26:22.920]   The word debating.
[00:26:22.920 --> 00:26:23.920]   The word debating.
[00:26:23.920 --> 00:26:24.920]   The word debating.
[00:26:24.920 --> 00:26:25.920]   The word debating.
[00:26:25.920 --> 00:26:26.920]   The word debating.
[00:26:26.920 --> 00:26:27.920]   The word debating.
[00:26:27.920 --> 00:26:28.920]   The word debating.
[00:26:28.920 --> 00:26:29.920]   The word debating.
[00:26:29.960 --> 00:26:30.960]   The word debating.
[00:26:30.960 --> 00:26:31.960]   The word debating.
[00:26:31.960 --> 00:26:32.960]   The word debating.
[00:26:32.960 --> 00:26:33.960]   The word debating.
[00:26:33.960 --> 00:26:34.960]   The word debating.
[00:26:34.960 --> 00:26:35.960]   The word debating.
[00:26:35.960 --> 00:26:36.960]   The word debating.
[00:26:36.960 --> 00:26:37.960]   The word debating.
[00:26:37.960 --> 00:26:38.960]   The word debating.
[00:26:38.960 --> 00:26:39.960]   The word debating.
[00:26:39.960 --> 00:26:40.960]   The word debating.
[00:26:40.960 --> 00:26:41.960]   The word debating.
[00:26:41.960 --> 00:26:42.960]   The word debating.
[00:26:42.960 --> 00:26:43.960]   The word debating.
[00:26:43.960 --> 00:26:44.960]   The word debating.
[00:26:44.960 --> 00:26:45.960]   The word debating.
[00:26:45.960 --> 00:26:46.960]   The word debating.
[00:26:46.960 --> 00:26:47.960]   The word debating.
[00:26:47.960 --> 00:26:48.960]   The word debating.
[00:26:48.960 --> 00:26:49.960]   The word debating.
[00:26:49.960 --> 00:26:50.960]   The word debating.
[00:26:50.960 --> 00:26:51.960]   The word debating.
[00:26:51.960 --> 00:26:52.960]   The word debating.
[00:26:52.960 --> 00:26:53.960]   The word debating.
[00:26:53.960 --> 00:26:54.960]   The word debating.
[00:26:54.960 --> 00:26:55.960]   The word debating.
[00:26:55.960 --> 00:26:56.960]   The word debating.
[00:26:56.960 --> 00:26:57.960]   The word debating.
[00:26:57.960 --> 00:26:58.960]   The word debating.
[00:26:59.000 --> 00:27:00.000]   The word debating.
[00:27:00.000 --> 00:27:01.000]   The word debating.
[00:27:01.000 --> 00:27:02.000]   The word debating.
[00:27:02.000 --> 00:27:03.000]   The word debating.
[00:27:03.000 --> 00:27:04.000]   The word debating.
[00:27:04.000 --> 00:27:05.000]   The word debating.
[00:27:05.000 --> 00:27:06.000]   The word debating.
[00:27:06.000 --> 00:27:07.000]   The word debating.
[00:27:07.000 --> 00:27:08.000]   The word debating.
[00:27:08.000 --> 00:27:09.000]   The word debating.
[00:27:09.000 --> 00:27:10.000]   The word debating.
[00:27:10.000 --> 00:27:11.000]   The word debating.
[00:27:11.000 --> 00:27:12.000]   The word debating.
[00:27:12.000 --> 00:27:13.000]   The word debating.
[00:27:13.000 --> 00:27:14.000]   The word debating.
[00:27:14.000 --> 00:27:15.000]   The word debating.
[00:27:15.000 --> 00:27:16.000]   The word debating.
[00:27:16.000 --> 00:27:17.000]   The word debating.
[00:27:17.000 --> 00:27:18.000]   The word debating.
[00:27:18.000 --> 00:27:19.000]   The word debating.
[00:27:19.000 --> 00:27:20.000]   The word debating.
[00:27:20.000 --> 00:27:21.000]   The word debating.
[00:27:21.000 --> 00:27:22.000]   The word debating.
[00:27:22.000 --> 00:27:23.000]   The word debating.
[00:27:23.000 --> 00:27:24.000]   The word debating.
[00:27:24.000 --> 00:27:25.000]   The word debating.
[00:27:25.000 --> 00:27:26.000]   The word debating.
[00:27:26.000 --> 00:27:27.000]   The word debating.
[00:27:27.000 --> 00:27:28.000]   The word debating.
[00:27:28.040 --> 00:27:29.040]   The word debating.
[00:27:29.040 --> 00:27:30.040]   The word debating.
[00:27:30.040 --> 00:27:31.040]   The word debating.
[00:27:31.040 --> 00:27:32.040]   The word debating.
[00:27:32.040 --> 00:27:33.040]   The word debating.
[00:27:33.040 --> 00:27:34.040]   The word debating.
[00:27:34.040 --> 00:27:35.040]   The word debating.
[00:27:35.040 --> 00:27:36.040]   The word debating.
[00:27:36.040 --> 00:27:37.040]   The word debating.
[00:27:37.040 --> 00:27:38.040]   The word debating.
[00:27:38.040 --> 00:27:39.040]   The word debating.
[00:27:39.040 --> 00:27:40.040]   The word debating.
[00:27:40.040 --> 00:27:41.040]   The word debating.
[00:27:41.040 --> 00:27:42.040]   The word debating.
[00:27:42.040 --> 00:27:43.040]   The word debating.
[00:27:43.040 --> 00:27:44.040]   The word debating.
[00:27:44.040 --> 00:27:45.040]   The word debating.
[00:27:45.040 --> 00:27:46.040]   The word debating.
[00:27:46.040 --> 00:27:47.040]   The word debating.
[00:27:47.040 --> 00:27:48.040]   The word debating.
[00:27:48.040 --> 00:27:49.040]   The word debating.
[00:27:49.040 --> 00:27:50.040]   The word debating.
[00:27:50.040 --> 00:27:51.040]   The word debating.
[00:27:51.040 --> 00:27:52.040]   The word debating.
[00:27:52.040 --> 00:27:53.040]   The word debating.
[00:27:53.040 --> 00:27:54.040]   The word debating.
[00:27:54.040 --> 00:27:55.040]   The word debating.
[00:27:55.040 --> 00:27:56.040]   The word debating.
[00:27:56.040 --> 00:27:57.040]   The word debating.
[00:27:57.080 --> 00:27:58.080]   The word debating.
[00:27:58.080 --> 00:27:59.080]   The word debating.
[00:27:59.080 --> 00:28:00.080]   The word debating.
[00:28:00.080 --> 00:28:01.080]   The word debating.
[00:28:01.080 --> 00:28:02.080]   The word debating.
[00:28:02.080 --> 00:28:03.080]   The word debating.
[00:28:03.080 --> 00:28:04.080]   The word debating.
[00:28:04.080 --> 00:28:05.080]   The word debating.
[00:28:05.080 --> 00:28:06.080]   The word debating.
[00:28:06.080 --> 00:28:07.080]   The word debating.
[00:28:07.080 --> 00:28:08.080]   The word debating.
[00:28:08.080 --> 00:28:09.080]   The word debating.
[00:28:09.080 --> 00:28:10.080]   The word debating.
[00:28:10.080 --> 00:28:11.080]   The word debating.
[00:28:11.080 --> 00:28:12.080]   The word debating.
[00:28:12.080 --> 00:28:13.080]   The word debating.
[00:28:13.080 --> 00:28:14.080]   The word debating.
[00:28:14.080 --> 00:28:15.080]   The word debating.
[00:28:15.080 --> 00:28:16.080]   The word debating.
[00:28:16.080 --> 00:28:17.080]   The word debating.
[00:28:17.080 --> 00:28:18.080]   The word debating.
[00:28:18.080 --> 00:28:19.080]   The word debating.
[00:28:19.080 --> 00:28:20.080]   The word debating.
[00:28:20.080 --> 00:28:21.080]   The word debating.
[00:28:21.080 --> 00:28:22.080]   The word debating.
[00:28:22.080 --> 00:28:23.080]   The word debating.
[00:28:23.080 --> 00:28:24.080]   The word debating.
[00:28:24.080 --> 00:28:25.080]   The word debating.
[00:28:25.080 --> 00:28:26.080]   The word debating.
[00:28:26.120 --> 00:28:27.120]   The word debating.
[00:28:27.120 --> 00:28:28.120]   The word debating.
[00:28:28.120 --> 00:28:29.120]   The word debating.
[00:28:29.120 --> 00:28:30.120]   The word debating.
[00:28:30.120 --> 00:28:31.120]   The word debating.
[00:28:31.120 --> 00:28:32.120]   The word debating.
[00:28:32.120 --> 00:28:33.120]   The word debating.
[00:28:33.120 --> 00:28:34.120]   The word debating.
[00:28:34.120 --> 00:28:35.120]   The word debating.
[00:28:35.120 --> 00:28:36.120]   The word debating.
[00:28:36.120 --> 00:28:37.120]   The word debating.
[00:28:37.120 --> 00:28:38.120]   The word debating.
[00:28:38.120 --> 00:28:39.120]   The word debating.
[00:28:39.120 --> 00:28:40.120]   The word debating.
[00:28:40.120 --> 00:28:41.120]   The word debating.
[00:28:41.120 --> 00:28:42.120]   The word debating.
[00:28:42.120 --> 00:28:43.120]   The word debating.
[00:28:43.120 --> 00:28:44.120]   The word debating.
[00:28:44.120 --> 00:28:45.120]   The word debating.
[00:28:45.120 --> 00:28:46.120]   The word debating.
[00:28:46.120 --> 00:28:47.120]   The word debating.
[00:28:47.120 --> 00:28:48.120]   The word debating.
[00:28:48.120 --> 00:28:49.120]   The word debating.
[00:28:49.120 --> 00:28:50.120]   The word debating.
[00:28:50.120 --> 00:28:51.120]   The word debating.
[00:28:51.120 --> 00:28:52.120]   The word debating.
[00:28:52.120 --> 00:28:53.120]   The word debating.
[00:28:53.120 --> 00:28:54.120]   The word debating.
[00:28:54.120 --> 00:28:55.120]   The word debating.
[00:28:55.160 --> 00:28:56.160]   The word debating.
[00:28:56.160 --> 00:28:57.160]   The word debating.
[00:28:57.160 --> 00:28:58.160]   The word debating.
[00:28:58.160 --> 00:28:59.160]   The word debating.
[00:28:59.160 --> 00:29:00.160]   The word debating.
[00:29:00.160 --> 00:29:01.160]   The word debating.
[00:29:01.160 --> 00:29:02.160]   The word debating.
[00:29:02.160 --> 00:29:03.160]   The word debating.
[00:29:03.160 --> 00:29:04.160]   The word debating.
[00:29:04.160 --> 00:29:05.160]   The word debating.
[00:29:05.160 --> 00:29:06.160]   The word debating.
[00:29:06.160 --> 00:29:07.160]   The word debating.
[00:29:07.160 --> 00:29:08.160]   The word debating.
[00:29:08.160 --> 00:29:09.160]   The word debating.
[00:29:09.160 --> 00:29:10.160]   The word debating.
[00:29:10.160 --> 00:29:11.160]   The word debating.
[00:29:11.160 --> 00:29:12.160]   The word debating.
[00:29:12.160 --> 00:29:13.160]   The word debating.
[00:29:13.160 --> 00:29:14.160]   The word debating.
[00:29:14.160 --> 00:29:15.160]   The word debating.
[00:29:15.160 --> 00:29:16.160]   The word debating.
[00:29:16.160 --> 00:29:17.160]   The word debating.
[00:29:17.160 --> 00:29:18.160]   The word debating.
[00:29:18.160 --> 00:29:19.160]   The word debating.
[00:29:19.160 --> 00:29:20.160]   The word debating.
[00:29:20.160 --> 00:29:21.160]   The word debating.
[00:29:21.160 --> 00:29:22.160]   The word debating.
[00:29:22.160 --> 00:29:23.160]   The word debating.
[00:29:23.160 --> 00:29:24.160]   The word debating.
[00:29:24.200 --> 00:29:25.200]   The word debating.
[00:29:25.200 --> 00:29:26.200]   The word debating.
[00:29:26.200 --> 00:29:27.200]   The word debating.
[00:29:27.200 --> 00:29:28.200]   The word debating.
[00:29:28.200 --> 00:29:29.200]   The word debating.
[00:29:29.200 --> 00:29:30.200]   The word debating.
[00:29:30.200 --> 00:29:31.200]   The word debating.
[00:29:31.200 --> 00:29:32.200]   The word debating.
[00:29:32.200 --> 00:29:33.200]   The word debating.
[00:29:33.200 --> 00:29:34.200]   The word debating.
[00:29:34.200 --> 00:29:35.200]   The word debating.
[00:29:35.200 --> 00:29:36.200]   The word debating.
[00:29:36.200 --> 00:29:37.200]   The word debating.
[00:29:37.200 --> 00:29:38.200]   The word debating.
[00:29:38.200 --> 00:29:39.200]   The word debating.
[00:29:39.200 --> 00:29:40.200]   The word debating.
[00:29:40.200 --> 00:29:41.200]   The word debating.
[00:29:41.200 --> 00:29:42.200]   The word debating.
[00:29:42.200 --> 00:29:43.200]   The word debating.
[00:29:43.200 --> 00:29:44.200]   The word debating.
[00:29:44.200 --> 00:29:45.200]   The word debating.
[00:29:45.200 --> 00:29:46.200]   The word debating.
[00:29:46.200 --> 00:29:47.200]   The word debating.
[00:29:47.200 --> 00:29:48.200]   The word debating.
[00:29:48.200 --> 00:29:49.200]   The word debating.
[00:29:49.200 --> 00:29:50.200]   The word debating.
[00:29:50.200 --> 00:29:51.200]   The word debating.
[00:29:51.200 --> 00:29:52.200]   The word debating.
[00:29:52.200 --> 00:29:53.200]   The word debating.
[00:29:53.240 --> 00:29:54.240]   The word debating.
[00:29:54.240 --> 00:29:55.240]   The word debating.
[00:29:55.240 --> 00:29:56.240]   The word debating.
[00:29:56.240 --> 00:29:57.240]   The word debating.
[00:29:57.240 --> 00:29:58.240]   The word debating.
[00:29:58.240 --> 00:29:59.240]   The word debating.
[00:29:59.240 --> 00:30:00.240]   The word debating.
[00:30:00.240 --> 00:30:01.240]   The word debating.
[00:30:01.240 --> 00:30:02.240]   The word debating.
[00:30:02.240 --> 00:30:03.240]   The word debating.
[00:30:03.240 --> 00:30:04.240]   The word debating.
[00:30:04.240 --> 00:30:05.240]   The word debating.
[00:30:05.240 --> 00:30:06.240]   The word debating.
[00:30:06.240 --> 00:30:07.240]   The word debating.
[00:30:07.240 --> 00:30:08.240]   The word debating.
[00:30:08.240 --> 00:30:09.240]   The word debating.
[00:30:09.240 --> 00:30:10.240]   The word debating.
[00:30:10.240 --> 00:30:11.240]   The word debating.
[00:30:11.240 --> 00:30:12.240]   The word debating.
[00:30:12.240 --> 00:30:13.240]   The word debating.
[00:30:13.240 --> 00:30:14.240]   The word debating.
[00:30:14.240 --> 00:30:15.240]   The word debating.
[00:30:15.240 --> 00:30:16.240]   The word debating.
[00:30:16.240 --> 00:30:17.240]   The word debating.
[00:30:17.240 --> 00:30:18.240]   The word debating.
[00:30:18.240 --> 00:30:19.240]   The word debating.
[00:30:19.240 --> 00:30:20.240]   The word debating.
[00:30:20.240 --> 00:30:21.240]   The word debating.
[00:30:21.240 --> 00:30:22.240]   The word debating.
[00:30:22.280 --> 00:30:23.280]   The word debating.
[00:30:23.280 --> 00:30:24.280]   The word debating.
[00:30:24.280 --> 00:30:25.280]   The word debating.
[00:30:25.280 --> 00:30:26.280]   The word debating.
[00:30:26.280 --> 00:30:27.280]   The word debating.
[00:30:27.280 --> 00:30:28.280]   The word debating.
[00:30:28.280 --> 00:30:29.280]   The word debating.
[00:30:29.280 --> 00:30:30.280]   The word debating.
[00:30:30.280 --> 00:30:31.280]   The word debating.
[00:30:31.280 --> 00:30:32.280]   The word debating.
[00:30:32.280 --> 00:30:33.280]   The word debating.
[00:30:33.280 --> 00:30:34.280]   The word debating.
[00:30:34.280 --> 00:30:35.280]   The word debating.
[00:30:35.280 --> 00:30:36.280]   The word debating.
[00:30:36.280 --> 00:30:37.280]   The word debating.
[00:30:37.280 --> 00:30:38.280]   The word debating.
[00:30:38.280 --> 00:30:39.280]   The word debating.
[00:30:39.280 --> 00:30:40.280]   The word debating.
[00:30:40.280 --> 00:30:41.280]   The word debating.
[00:30:41.280 --> 00:30:42.280]   The word debating.
[00:30:42.280 --> 00:30:43.280]   The word debating.
[00:30:43.280 --> 00:30:44.280]   The word debating.
[00:30:44.280 --> 00:30:45.280]   The word debating.
[00:30:45.280 --> 00:30:46.280]   The word debating.
[00:30:46.280 --> 00:30:47.280]   The word debating.
[00:30:47.280 --> 00:30:48.280]   The word debating.
[00:30:48.280 --> 00:30:49.280]   The word debating.
[00:30:49.280 --> 00:30:50.280]   The word debating.
[00:30:50.280 --> 00:30:51.280]   The word debating.
[00:30:51.320 --> 00:30:52.320]   The word debating.
[00:30:52.320 --> 00:30:53.320]   The word debating.
[00:30:53.320 --> 00:30:54.320]   The word debating.
[00:30:54.320 --> 00:30:55.320]   The word debating.
[00:30:55.320 --> 00:30:56.320]   The word debating.
[00:30:56.320 --> 00:30:57.320]   The word debating.
[00:30:57.320 --> 00:30:58.320]   The word debating.
[00:30:58.320 --> 00:30:59.320]   The word debating.
[00:30:59.320 --> 00:31:00.320]   The word debating.
[00:31:00.320 --> 00:31:01.320]   The word debating.
[00:31:01.320 --> 00:31:02.320]   The word debating.
[00:31:02.320 --> 00:31:03.320]   The word debating.
[00:31:03.320 --> 00:31:04.320]   The word debating.
[00:31:04.320 --> 00:31:05.320]   The word debating.
[00:31:05.320 --> 00:31:06.320]   The word debating.
[00:31:06.320 --> 00:31:07.320]   The word debating.
[00:31:07.320 --> 00:31:08.320]   The word debating.
[00:31:08.320 --> 00:31:09.320]   The word debating.
[00:31:09.320 --> 00:31:10.320]   The word debating.
[00:31:10.320 --> 00:31:11.320]   The word debating.
[00:31:11.320 --> 00:31:12.320]   The word debating.
[00:31:12.320 --> 00:31:13.320]   The word debating.
[00:31:13.320 --> 00:31:14.320]   The word debating.
[00:31:14.320 --> 00:31:15.320]   The word debating.
[00:31:15.320 --> 00:31:16.320]   The word debating.
[00:31:16.320 --> 00:31:17.320]   The word debating.
[00:31:17.320 --> 00:31:18.320]   The word debating.
[00:31:18.320 --> 00:31:19.320]   The word debating.
[00:31:19.320 --> 00:31:20.320]   The word debating.
[00:31:20.360 --> 00:31:21.360]   The word debating.
[00:31:21.360 --> 00:31:22.360]   The word debating.
[00:31:22.360 --> 00:31:23.360]   The word debating.
[00:31:23.360 --> 00:31:24.360]   The word debating.
[00:31:24.360 --> 00:31:25.360]   The word debating.
[00:31:25.360 --> 00:31:26.360]   The word debating.
[00:31:26.360 --> 00:31:27.360]   The word debating.
[00:31:27.360 --> 00:31:28.360]   The word debating.
[00:31:28.360 --> 00:31:29.360]   The word debating.
[00:31:29.360 --> 00:31:30.360]   The word debating.
[00:31:30.360 --> 00:31:31.360]   The word debating.
[00:31:31.360 --> 00:31:32.360]   The word debating.
[00:31:32.360 --> 00:31:33.360]   The word debating.
[00:31:33.360 --> 00:31:34.360]   The word debating.
[00:31:34.360 --> 00:31:35.360]   The word debating.
[00:31:35.360 --> 00:31:36.360]   The word debating.
[00:31:36.360 --> 00:31:37.360]   The word debating.
[00:31:37.360 --> 00:31:38.360]   The word debating.
[00:31:38.360 --> 00:31:39.360]   The word debating.
[00:31:39.360 --> 00:31:40.360]   The word debating.
[00:31:40.360 --> 00:31:41.360]   The word debating.
[00:31:41.360 --> 00:31:42.360]   The word debating.
[00:31:42.360 --> 00:31:43.360]   The word debating.
[00:31:43.360 --> 00:31:44.360]   The word debating.
[00:31:44.360 --> 00:31:45.360]   The word debating.
[00:31:45.360 --> 00:31:46.360]   The word debating.
[00:31:46.360 --> 00:31:47.360]   The word debating.
[00:31:47.360 --> 00:31:48.360]   The word debating.
[00:31:48.360 --> 00:31:49.360]   The word debating.
[00:31:49.400 --> 00:31:50.400]   The word debating.
[00:31:50.400 --> 00:31:51.400]   The word debating.
[00:31:51.400 --> 00:31:52.400]   The word debating.
[00:31:52.400 --> 00:31:53.400]   The word debating.
[00:31:53.400 --> 00:31:54.400]   The word debating.
[00:31:54.400 --> 00:31:55.400]   The word debating.
[00:31:55.400 --> 00:31:56.400]   The word debating.
[00:31:56.400 --> 00:31:57.400]   The word debating.
[00:31:57.400 --> 00:31:58.400]   The word debating.
[00:31:58.400 --> 00:31:59.400]   The word debating.
[00:31:59.400 --> 00:32:00.400]   The word debating.
[00:32:00.400 --> 00:32:01.400]   The word debating.
[00:32:01.400 --> 00:32:02.400]   The word debating.
[00:32:02.400 --> 00:32:03.400]   The word debating.
[00:32:03.400 --> 00:32:04.400]   The word debating.
[00:32:04.400 --> 00:32:05.400]   The word debating.
[00:32:05.400 --> 00:32:06.400]   The word debating.
[00:32:06.400 --> 00:32:07.400]   The word debating.
[00:32:07.400 --> 00:32:08.400]   The word debating.
[00:32:08.400 --> 00:32:09.400]   The word debating.
[00:32:09.400 --> 00:32:10.400]   The word debating.
[00:32:10.400 --> 00:32:11.400]   The word debating.
[00:32:11.400 --> 00:32:12.400]   The word debating.
[00:32:12.400 --> 00:32:13.400]   The word debating.
[00:32:13.400 --> 00:32:14.400]   The word debating.
[00:32:14.400 --> 00:32:15.400]   The word debating.
[00:32:15.400 --> 00:32:16.400]   The word debating.
[00:32:16.400 --> 00:32:17.400]   The word debating.
[00:32:17.400 --> 00:32:18.400]   The word debating.
[00:32:18.440 --> 00:32:19.440]   The word debating.
[00:32:19.440 --> 00:32:20.440]   The word debating.
[00:32:20.440 --> 00:32:21.440]   The word debating.
[00:32:21.440 --> 00:32:22.440]   The word debating.
[00:32:22.440 --> 00:32:23.440]   The word debating.
[00:32:23.440 --> 00:32:24.440]   The word debating.
[00:32:24.440 --> 00:32:25.440]   The word debating.
[00:32:25.440 --> 00:32:26.440]   The word debating.
[00:32:26.440 --> 00:32:27.440]   The word debating.
[00:32:27.440 --> 00:32:28.440]   The word debating.
[00:32:28.440 --> 00:32:29.440]   The word debating.
[00:32:29.440 --> 00:32:30.440]   The word debating.
[00:32:30.440 --> 00:32:31.440]   The word debating.
[00:32:31.440 --> 00:32:32.440]   The word debating.
[00:32:32.440 --> 00:32:33.440]   The word debating.
[00:32:33.440 --> 00:32:34.440]   The word debating.
[00:32:34.440 --> 00:32:35.440]   The word debating.
[00:32:35.440 --> 00:32:36.440]   The word debating.
[00:32:36.440 --> 00:32:37.440]   The word debating.
[00:32:37.440 --> 00:32:38.440]   The word debating.
[00:32:38.440 --> 00:32:39.440]   The word debating.
[00:32:39.440 --> 00:32:40.440]   The word debating.
[00:32:40.440 --> 00:32:41.440]   The word debating.
