
[00:00:00.000 --> 00:00:00.840]   [upbeat music]
[00:15:24.660 --> 00:15:27.160]   and it takes much, much longer to fill.
[00:15:27.160 --> 00:15:29.720]   Okay, so to be quite specific,
[00:15:29.720 --> 00:15:32.880]   what I'm recommending is get your sleep right,
[00:15:32.880 --> 00:15:34.140]   ideally every night of your life,
[00:15:34.140 --> 00:15:36.560]   but for as many nights of your life as possible.
[00:15:36.560 --> 00:15:39.740]   That's clearly replenishing dopamine and sense of motivation.
[00:15:39.740 --> 00:15:41.220]   Do all the things associated with that.
[00:15:41.220 --> 00:15:43.680]   Morning sunlight, lack of artificial light
[00:15:43.680 --> 00:15:45.280]   at certain hours of the night, et cetera.
[00:15:45.280 --> 00:15:46.620]   All of that's in the toolkit for sleep
[00:15:46.620 --> 00:15:48.780]   and other episodes I mentioned before.
[00:15:48.780 --> 00:15:52.480]   Have a practice that is research-supported
[00:15:52.480 --> 00:15:55.040]   to replenish dopamine and incorporate that practice
[00:15:55.040 --> 00:15:55.880]   any time of day.
[00:15:55.880 --> 00:15:59.480]   Again, NSDR can be done morning, afternoon, or evening,
[00:15:59.480 --> 00:16:00.680]   or middle of the night if you wake up
[00:16:00.680 --> 00:16:01.760]   and you need to get back to sleep.
[00:16:01.760 --> 00:16:03.440]   It can be very beneficial for that,
[00:16:03.440 --> 00:16:05.920]   but do it as a consistent practice
[00:16:05.920 --> 00:16:10.040]   so that dopamine reservoir remains tapped off.
[00:16:10.040 --> 00:16:13.940]   And as a third point, please be wary of,
[00:16:13.940 --> 00:16:17.000]   or at least aware of these peaks in dopamine
[00:16:17.000 --> 00:16:19.000]   and the fact that layering in a lot of things
[00:16:19.000 --> 00:16:20.080]   that stimulate dopamine,
[00:16:20.080 --> 00:16:22.120]   well, that can be wonderful for your wedding,
[00:16:22.120 --> 00:16:23.320]   a birth of a new child,
[00:16:23.320 --> 00:16:24.920]   going to a sports event with a bunch of friends,
[00:16:24.920 --> 00:16:26.120]   celebrating a big anniversary.
[00:16:26.120 --> 00:16:28.400]   Yes, please do celebrate
[00:16:28.400 --> 00:16:30.840]   and enjoy the wonderful events of life.
[00:16:30.840 --> 00:16:33.960]   But please also understand and expect there will be a lull,
[00:16:33.960 --> 00:16:35.760]   a sort of postpartum low,
[00:16:35.760 --> 00:16:38.600]   maybe not full-blown depression, that follows that
[00:16:38.600 --> 00:16:41.020]   unless you incorporate some tools and practices
[00:16:41.020 --> 00:16:42.600]   to replenish that dopamine.
[00:16:42.600 --> 00:16:44.440]   Does that mean you should never combine caffeine,
[00:16:44.440 --> 00:16:47.280]   L-tyrosine, music, and a workout in time with friends?
[00:16:47.280 --> 00:16:49.040]   No, absolutely not.
[00:16:49.040 --> 00:16:50.680]   But don't expect to do that
[00:16:50.680 --> 00:16:52.640]   and then go do an intense bout of work
[00:16:52.640 --> 00:16:55.200]   and then get up the next morning and do it all over again
[00:16:55.200 --> 00:16:56.480]   for more than a few days
[00:16:56.480 --> 00:16:58.560]   before you find yourself pretty depleted, okay?
[00:16:58.560 --> 00:17:00.360]   So rather than give you a specific schedule
[00:17:00.360 --> 00:17:02.560]   of do seven days of this and four days of this,
[00:17:02.560 --> 00:17:04.160]   what I encourage you to do
[00:17:04.160 --> 00:17:05.840]   is for at least five days a week,
[00:17:05.840 --> 00:17:07.600]   maybe give yourself some time off on the weekends,
[00:17:07.600 --> 00:17:08.420]   maybe not.
[00:17:08.420 --> 00:17:10.480]   But for at least five days a week,
[00:17:10.480 --> 00:17:12.420]   get into a consistent routine
[00:17:12.420 --> 00:17:16.600]   that is, I should say, neurobiologically consistent as well
[00:17:16.600 --> 00:17:17.920]   with how the dopamine,
[00:17:17.920 --> 00:17:20.440]   AKA circuits that control motivation work.
[00:17:20.440 --> 00:17:22.960]   And I assure you that you will find yourself
[00:17:22.960 --> 00:17:25.740]   in a more regular groove of focus and attention
[00:17:25.740 --> 00:17:27.960]   and alertness and motivation when you need to.
[00:17:27.960 --> 00:17:31.160]   And provided you're doing all the things I described
[00:17:31.160 --> 00:17:32.680]   and hopefully paying attention to other things
[00:17:32.680 --> 00:17:35.640]   like nutrition and social connection too, of course,
[00:17:35.640 --> 00:17:40.220]   you'll find a much more even pattern of motivation over time.
[00:17:40.220 --> 00:17:43.600]   One last thing before I conclude the answer to this question.
[00:17:43.600 --> 00:17:45.640]   When I was in graduate school,
[00:17:45.640 --> 00:17:49.540]   I got some wonderful advice from an excellent neurologist.
[00:17:49.540 --> 00:17:50.460]   His name is Robert Knight.
[00:17:50.460 --> 00:17:52.040]   He used to be at University of California, Berkeley.
[00:17:52.040 --> 00:17:53.100]   I think he's retired now,
[00:17:53.100 --> 00:17:56.160]   but is still active in the scientific community.
[00:17:56.160 --> 00:17:58.820]   And I asked him what he was doing that weekend.
[00:17:58.820 --> 00:17:59.780]   I don't know why this came up.
[00:17:59.780 --> 00:18:00.900]   And he said, "Oh, I'm going fishing.
[00:18:00.900 --> 00:18:02.860]   I like kind of mindless recreation."
[00:18:02.860 --> 00:18:03.700]   I said, "Well, that's great.
[00:18:03.700 --> 00:18:06.840]   Fishing's fun, I'm not particularly into fishing myself,
[00:18:06.840 --> 00:18:08.740]   but I've done a few times and I enjoy it."
[00:18:08.740 --> 00:18:10.600]   And he said, "You know the most important thing
[00:18:10.600 --> 00:18:14.120]   for a science or medicine career or any demanding career?"
[00:18:14.120 --> 00:18:14.960]   I said, "What?"
[00:18:14.960 --> 00:18:18.060]   I was all ears, I was super hungry to get in the mix
[00:18:18.060 --> 00:18:19.700]   and do research and publish papers.
[00:18:19.700 --> 00:18:22.620]   And he said, "Figure out how many hours a day
[00:18:22.620 --> 00:18:26.320]   you can do real work consistently."
[00:18:26.320 --> 00:18:28.420]   That means five days a week.
[00:18:28.420 --> 00:18:29.860]   For some people, six or seven.
[00:18:29.860 --> 00:18:31.940]   But five days a week, I think for most people,
[00:18:31.940 --> 00:18:34.180]   it was going to be a bit healthier overall
[00:18:34.180 --> 00:18:35.940]   for your social life and family, et cetera.
[00:18:35.940 --> 00:18:39.820]   And he said, "Figure that out and know that that number
[00:18:39.820 --> 00:18:43.180]   is what you should apply over and over and over again,
[00:18:43.180 --> 00:18:46.900]   but update that number about every four or five years."
[00:18:46.900 --> 00:18:49.100]   And I said, "Okay, so does that mean that over time
[00:18:49.100 --> 00:18:50.660]   I'm working more and more or less and less?"
[00:18:50.660 --> 00:18:52.480]   And he said, "Ah, here's the deal.
[00:18:52.480 --> 00:18:54.920]   As you get better at your profession,
[00:18:54.920 --> 00:18:58.320]   you will find that you can do more potent work,
[00:18:58.320 --> 00:19:01.600]   more directed work in a shorter amount of time,
[00:19:01.600 --> 00:19:05.020]   but that does not mean that you can continue to expand
[00:19:05.020 --> 00:19:06.580]   the amount of time that you're doing focused work.
[00:19:06.580 --> 00:19:07.840]   In fact, the opposite."
[00:19:07.840 --> 00:19:09.760]   So this follows a sort of general principle
[00:19:09.760 --> 00:19:12.420]   that's also present in resistance training,
[00:19:12.420 --> 00:19:14.380]   weightlifting, right?
[00:19:14.380 --> 00:19:17.260]   The analogy there is that people always imagine
[00:19:17.260 --> 00:19:19.700]   that as you get better and better at resistance training,
[00:19:19.700 --> 00:19:21.120]   that you should do more and more volume,
[00:19:21.120 --> 00:19:22.120]   just keep adding volume.
[00:19:22.120 --> 00:19:23.820]   And there's some evidence to support that,
[00:19:23.820 --> 00:19:26.240]   more volume for hypertrophy as opposed to less, et cetera.
[00:19:26.240 --> 00:19:27.280]   We've done episodes on this.
[00:19:27.280 --> 00:19:29.500]   However, there's a different school of thought
[00:19:29.500 --> 00:19:30.800]   that works exceedingly well,
[00:19:30.800 --> 00:19:32.480]   and it runs in the exact opposite direction,
[00:19:32.480 --> 00:19:34.440]   which is as you get better
[00:19:34.440 --> 00:19:36.800]   at controlling muscular contractions,
[00:19:36.800 --> 00:19:38.660]   or let's say for in an endurance sport,
[00:19:38.660 --> 00:19:41.760]   as you get better at regulating your stride
[00:19:41.760 --> 00:19:43.240]   and breathing and all those things,
[00:19:43.240 --> 00:19:46.480]   you actually can do more, quote unquote,
[00:19:46.480 --> 00:19:49.340]   adaptation stimulating damage
[00:19:49.340 --> 00:19:50.800]   during a given training session.
[00:19:50.800 --> 00:19:53.560]   So you want to train less, not more over time,
[00:19:53.560 --> 00:19:55.680]   because beginners don't actually have the ability
[00:19:55.680 --> 00:19:57.660]   to get much done in a lot of time
[00:19:57.660 --> 00:19:59.040]   or a short period of time,
[00:19:59.040 --> 00:20:02.240]   whereas experts can come in there and really nail it.
[00:20:02.240 --> 00:20:05.240]   So I think that advice that Robert Knight was really key,
[00:20:05.240 --> 00:20:06.920]   and it's something that I've followed throughout my career.
[00:20:06.920 --> 00:20:08.360]   So at one period of my life,
[00:20:08.360 --> 00:20:10.160]   I won't mention the hours that I worked in graduate school,
[00:20:10.160 --> 00:20:11.980]   they were pretty insane, to be honest.
[00:20:11.980 --> 00:20:13.380]   I had family members get a little concerned,
[00:20:13.380 --> 00:20:14.880]   actually lived in the laboratory,
[00:20:14.880 --> 00:20:16.600]   even as a junior professor.
[00:20:16.600 --> 00:20:18.700]   I don't suggest people do that by the way,
[00:20:18.700 --> 00:20:20.340]   but I enjoyed it at the time.
[00:20:20.340 --> 00:20:23.220]   And the key thing is that you figure out
[00:20:23.220 --> 00:20:24.840]   what you can do consistently
[00:20:24.840 --> 00:20:27.120]   and still maintain mental health and physical health.
[00:20:27.120 --> 00:20:28.480]   That's key as well.
[00:20:28.480 --> 00:20:31.240]   And do that, and then every couple of years or so
[00:20:31.240 --> 00:20:35.000]   update that typically by reducing the total amount of time
[00:20:35.000 --> 00:20:36.940]   that you're doing that high potency work.
[00:20:36.940 --> 00:20:39.000]   I think that combined with the other tools
[00:20:39.000 --> 00:20:40.760]   that I described before for generating
[00:20:40.760 --> 00:20:42.340]   ongoing dopaminergic circuits,
[00:20:42.340 --> 00:20:44.440]   keeping that reservoir full,
[00:20:44.440 --> 00:20:46.280]   ought to give you consistent motivation.
[00:20:46.280 --> 00:20:49.240]   Again, it's an art and a practice and a science,
[00:20:49.240 --> 00:20:51.400]   so don't expect to get it perfect the first time around,
[00:20:51.400 --> 00:20:52.360]   but I wish you all luck,
[00:20:52.360 --> 00:20:54.520]   and I'm certain that these tools work.
[00:20:54.520 --> 00:20:56.120]   Thank you for joining for the beginning
[00:20:56.120 --> 00:20:58.040]   of this Ask Me Anything episode
[00:20:58.040 --> 00:21:01.400]   to hear the full episode and to hear future episodes
[00:21:01.400 --> 00:21:03.020]   of these Ask Me Anything sessions,
[00:21:03.020 --> 00:21:05.280]   plus to receive transcripts of them
[00:21:05.280 --> 00:21:08.520]   and transcripts of the Huberman Lab Podcast Standard Channel
[00:21:08.520 --> 00:21:11.520]   and premium tools not released anywhere else,
[00:21:11.520 --> 00:21:14.640]   please go to hubermanlab.com/premium.
[00:21:14.640 --> 00:21:15.840]   Just to remind you why we launched
[00:21:15.840 --> 00:21:18.080]   the Huberman Lab Podcast Premium Channel,
[00:21:18.080 --> 00:21:18.920]   it's really twofold.
[00:21:18.920 --> 00:21:20.840]   First of all, it's to raise support
[00:21:20.840 --> 00:21:23.320]   for the standard Huberman Lab Podcast Channel,
[00:21:23.320 --> 00:21:26.380]   which of course will still be continued to be released
[00:21:26.380 --> 00:21:28.060]   every Monday in full length,
[00:21:28.060 --> 00:21:29.460]   we are not going to change the format
[00:21:29.460 --> 00:21:33.040]   or anything about the standard Huberman Lab Podcast,
[00:21:33.040 --> 00:21:34.480]   and to fund research,
[00:21:34.480 --> 00:21:36.520]   in particular research done on human beings,
[00:21:36.520 --> 00:21:38.580]   so not animal models, but on human beings,
[00:21:38.580 --> 00:21:40.380]   which I think we all agree is a species
[00:21:40.380 --> 00:21:42.580]   that we are most interested in,
[00:21:42.580 --> 00:21:45.580]   and we are going to specifically fund research
[00:21:45.580 --> 00:21:48.200]   that is aimed toward developing further protocols
[00:21:48.200 --> 00:21:50.240]   for mental health, physical health, and performance,
[00:21:50.240 --> 00:21:52.160]   and those protocols will be distributed
[00:21:52.160 --> 00:21:54.560]   through all channels, not just the premium channel,
[00:21:54.560 --> 00:21:56.260]   but through all channels, Huberman Lab Podcast
[00:21:56.260 --> 00:21:57.560]   and other media channels.
[00:21:57.560 --> 00:22:00.160]   So the idea here is to give you information
[00:22:00.160 --> 00:22:02.360]   to your burning questions in depth,
[00:22:02.360 --> 00:22:04.520]   and allow you the opportunity to support
[00:22:04.520 --> 00:22:07.260]   the kind of research that provides those kinds of answers
[00:22:07.260 --> 00:22:08.280]   in the first place.
[00:22:08.280 --> 00:22:10.600]   Now, an especially exciting feature of the premium channel
[00:22:10.600 --> 00:22:13.560]   is that the tiny foundation has generously offered
[00:22:13.560 --> 00:22:15.200]   to do a dollar for dollar match
[00:22:15.200 --> 00:22:17.120]   on all funds raised for research
[00:22:17.120 --> 00:22:18.840]   through the premium channel.
[00:22:18.840 --> 00:22:20.320]   So this is a terrific way
[00:22:20.320 --> 00:22:22.040]   that they're going to amplify whatever funds
[00:22:22.040 --> 00:22:23.420]   come in through the premium channel
[00:22:23.420 --> 00:22:24.920]   to further support research
[00:22:24.920 --> 00:22:26.520]   for science and science-related tools
[00:22:26.520 --> 00:22:28.780]   for mental health, physical health, and performance.
[00:22:28.780 --> 00:22:29.620]   If you'd like to sign up
[00:22:29.620 --> 00:22:31.380]   for the Huberman Lab premium channel,
[00:22:31.380 --> 00:22:33.440]   again, there's a cost of $10 per month,
[00:22:33.440 --> 00:22:36.220]   or you can pay $100 upfront for the entire year.
[00:22:36.220 --> 00:22:38.560]   That will give you access to all the AMAs.
[00:22:38.560 --> 00:22:41.440]   You can ask questions and get answers to your questions,
[00:22:41.440 --> 00:22:44.040]   and you'll, of course, get answers to all the questions
[00:22:44.040 --> 00:22:45.400]   that other people ask as well.
[00:22:45.400 --> 00:22:47.360]   There will also be some premium content,
[00:22:47.360 --> 00:22:49.160]   such as transcripts of the AMAs
[00:22:49.160 --> 00:22:51.080]   and various transcripts and protocols
[00:22:51.080 --> 00:22:54.280]   of Huberman Lab Podcast episodes not found elsewhere.
[00:22:54.280 --> 00:22:56.620]   And again, you'll be supporting research
[00:22:56.620 --> 00:22:58.960]   for mental health, physical health, and performance.
[00:22:58.960 --> 00:23:00.380]   You can sign up for the premium channel
[00:23:00.380 --> 00:23:03.040]   by going to HubermanLab.com/premium.
[00:23:03.040 --> 00:23:05.940]   Again, that's HubermanLab.com/premium.
[00:23:05.940 --> 00:23:08.800]   And as always, thank you for your interest in science.
[00:23:08.800 --> 00:23:11.380]   (upbeat music)
[00:23:11.380 --> 00:23:14.420]   [MUSIC PLAYING]

