
[00:00:00.040 --> 00:00:10.700]   law
[00:19:47.740 --> 00:19:47.780]   Anne and Sarah. Welcome to the show. How can I serve you today?
[00:19:47.780 --> 00:19:47.800]   Anne and Sarah. Welcome to the show. How can I serve you today?
[00:19:47.800 --> 00:19:47.860]   Anne and Sarah. Welcome to the show. How can I serve you today?
[00:19:47.860 --> 00:19:47.920]   Anne and Sarah. Welcome to the show. How can I serve you today?
[00:19:47.920 --> 00:19:47.960]   Anne and Sarah. Welcome to the show. How can I serve you today?
[00:19:47.960 --> 00:19:47.980]   Anne and Sarah. Welcome to the show. How can I serve you today?
[00:19:47.980 --> 00:19:47.980]   Anne and Sarah. Welcome to the show. How can I serve you today?
[00:19:47.980 --> 00:19:48.080]   Anne and Sarah. Welcome to the show. How can I serve you today? how can I serve you today?
[00:19:48.100 --> 00:20:18.100]   Anne and Sarah. Welcome to the show. How can I serve you today?
[00:20:18.100 --> 00:20:18.100]   Anne and Sarah. Welcome to the show. How can I serve you today?
[00:20:18.100 --> 00:20:18.100]   Anne and Sarah. Welcome to the show. How can I serve you today?
[00:20:18.100 --> 00:20:18.100]   Anne and Sarah. Welcome to the show. How can I serve you today?
[00:20:18.100 --> 00:20:18.100]   Anne and Sarah. Welcome to the show. How can I serve you today?
[00:20:18.100 --> 00:20:18.100]   Anne and Sarah. Welcome to the show. How can I serve you today?
[00:20:18.100 --> 00:20:18.100]   Anne and Sarah. Welcome to the show. How can I serve you today?
[00:20:18.100 --> 00:20:18.100]   Anne and Sarah. Welcome to the show. How can I serve you today?
[00:20:18.100 --> 00:20:18.100]   Anne and Sarah. Welcome to the show. How can I serve you today?
[00:20:18.100 --> 00:20:18.100]   Anne and Sarah. Welcome to the show. How can I serve you today?
[00:20:18.100 --> 00:20:18.100]   Anne and Sarah. Welcome to the show. How can I serve you today?
[00:20:18.100 --> 00:20:18.100]   Anne and Sarah. Welcome to the show. How can I serve you today?
[00:20:18.140 --> 00:20:48.120]  ,
[00:20:48.120 --> 00:20:48.120]   and then we can follow up later in written form or something so I can give you more useful
[00:20:48.120 --> 00:20:48.120]   and then we can follow up later in written form or something so I can give you more useful
[00:20:48.120 --> 00:20:48.120]   and then we can follow up later in written form or something so I can give you more useful
[00:20:48.120 --> 00:20:48.120]   and then we can follow up later in written form or something so I can give you more useful
[00:20:48.120 --> 00:20:48.120]   and then we can follow up later in written form or something so I can give you more useful
[00:20:48.120 --> 00:20:48.120]   and then we can follow up later in written form or something so I can give you more useful
[00:20:48.120 --> 00:20:48.120]   and then we can follow up later in written form or something so I can give you more useful
[00:20:48.120 --> 00:20:48.120]   and then we can follow up later in written form or something so I can give you more useful
[00:20:48.120 --> 00:20:48.120]   and then we can follow up later in written form or something so I can give you more useful
[00:20:48.140 --> 00:20:56.000]   So in general, the way that those programs work is they will provide some, a small amount of life insurance,
[00:20:56.000 --> 00:20:57.700]   a token amount of life insurance coverage,
[00:20:57.700 --> 00:21:00.860]   and the monthly premiums that are required are not much.
[00:21:00.860 --> 00:21:02.600]   They're only a few dollars usually.
[00:21:02.600 --> 00:21:05.340]   The reason is just simply because there's not much insurance coverage.
[00:21:05.340 --> 00:21:11.260]   $50,000 of term life insurance for almost any person is only a few dollars per month.
[00:21:11.260 --> 00:21:16.000]   So I don't see any reason not to participate in those programs if they're available to you.
[00:21:16.000 --> 00:21:18.140]   The great thing is they're guaranteed issue.
[00:21:18.140 --> 00:21:18.140]   The great thing is they're guaranteed issue.
[00:21:18.140 --> 00:21:18.140]   The great thing is they're guaranteed issue.
[00:21:18.140 --> 00:21:18.140]   The great thing is they're guaranteed issue.
[00:21:18.140 --> 00:21:18.140]   The great thing is they're guaranteed issue.
[00:21:18.140 --> 00:21:18.140]   The great thing is they're guaranteed issue.
[00:21:18.140 --> 00:21:18.140]   is only a few dollars per month.
[00:21:18.140 --> 00:21:18.140]   So I don't see any reason not to participate in those programs if they're available to you.
[00:21:18.140 --> 00:21:48.160]   So I don't see any reason not to participate in those programs if they're available to you.
[00:21:48.160 --> 00:21:48.160]   So I don't see any reason not to participate in those programs if they're available to you.
[00:21:48.160 --> 00:21:48.160]   So I don't see any reason not to participate in those programs if they're available to you.
[00:21:48.160 --> 00:21:48.160]   So I don't see any reason not to participate in those programs if they're available to you.
[00:21:48.160 --> 00:21:48.160]   So I don't see any reason not to participate in those programs if they're available to you.
[00:21:48.160 --> 00:21:48.160]   So I don't see any reason not to participate in those programs if they're available to you.
[00:21:48.160 --> 00:21:48.160]   So I don't see any reason not to participate in those programs if they're available to you.
[00:21:48.180 --> 00:22:18.180]   That's the only reason not to participate in those programs if they're available to you.
[00:22:18.180 --> 00:22:18.180]   That's the only reason not to participate in those programs if they're available to you.
[00:22:18.180 --> 00:22:18.180]   So I don't see any reason not to participate in those programs if they're available to you.
[00:22:18.180 --> 00:22:18.180]   So I don't see any reason not to participate in those programs if they're available to you.
[00:22:18.180 --> 00:22:18.180]   So I don't see any reason not to participate in those programs if they're available to you.
[00:22:18.180 --> 00:22:18.180]   So I don't see any reason not to participate in those programs if they're available to you.
[00:22:18.180 --> 00:22:18.180]   So I don't see any reason not to participate in those programs if they're available to you.
[00:22:18.180 --> 00:22:18.180]   So I don't see any reason not to participate in those programs if they're available to you.
[00:22:18.180 --> 00:22:18.180]   So I don't see any reason not to participate in those programs if they're available to you.
[00:22:18.180 --> 00:22:18.180]   So I don't see any reason not to participate in those programs if they're available to you.
[00:22:18.180 --> 00:22:48.200]  ,
[00:22:48.200 --> 00:22:48.200]   So I don't see any reason not to participate in those programs if they're available to you.
[00:22:48.200 --> 00:22:48.200]   So I don't see any reason not to participate in those programs if they're available to you.
[00:22:48.200 --> 00:22:48.200]   So I don't see any reason not to participate in those programs if they're available to you.
[00:22:48.200 --> 00:22:48.200]   So I don't see any reason not to participate in those programs if they're available to you.
[00:22:48.200 --> 00:22:48.200]   So I don't see any reason not to participate in those programs if they're available to you.
[00:22:48.200 --> 00:22:48.200]   So I don't see any reason not to participate in those programs if they're available to you.
[00:22:48.200 --> 00:22:48.200]   So I don't see any reason not to participate in those programs if they're available to you.
[00:22:48.220 --> 00:23:18.220]   I don't see any reason not to participate in those programs if they're available to you.
[00:23:18.220 --> 00:23:18.220]   I don't see any reason not to participate in those programs if they're available to you.
[00:23:18.220 --> 00:23:18.220]   I don't see any reason not to participate in those programs if they're available to you.
[00:23:18.220 --> 00:23:18.220]   I don't see any reason not to participate in those programs if they're available to you.
[00:23:18.220 --> 00:23:18.220]   I don't see any reason not to participate in those programs if they're available to you.
[00:23:18.220 --> 00:23:18.220]   I don't see any reason not to participate in those programs if they're available to you.
[00:23:18.220 --> 00:23:18.220]   I don't see any reason not to participate in those programs if they're available to you.
[00:23:18.220 --> 00:23:18.220]   I don't see any reason not to participate in those programs if they're available to you.
[00:23:18.220 --> 00:23:18.220]   I don't see any reason not to participate in those programs if they're available to you.
[00:23:18.220 --> 00:23:18.220]   I don't see any reason not to participate in those programs if they're available to you.
[00:23:18.260 --> 00:23:48.240]   I don't see any reason not to participate in those programs if they're available to you.
[00:23:48.240 --> 00:23:48.240]   I don't see any reason not to participate in those programs if they're available to you.
[00:23:48.240 --> 00:23:48.240]   I don't see any reason not to participate in those programs if they're available to you.
[00:23:48.240 --> 00:23:48.240]   I don't see any reason not to participate in those programs if they're available to you.
[00:23:48.240 --> 00:23:48.240]   I don't see any reason not to participate in those programs if they're available to you.
[00:23:48.240 --> 00:23:48.240]   I don't see any reason not to participate in those programs if they're available to you.
[00:23:48.240 --> 00:23:48.240]   I don't see any reason not to participate in those programs if they're available to you.
[00:23:48.240 --> 00:23:48.240]   I don't see any reason not to participate in those programs if they're available to you.
[00:23:48.260 --> 00:24:18.260]   I don't see any reason not to participate in those programs if they're available to you.
[00:24:18.260 --> 00:24:18.260]   I don't see any reason not to participate in those programs if they're available to you.
[00:24:18.260 --> 00:24:18.260]   I don't see any reason not to participate in those programs if they're available to you.
[00:24:18.260 --> 00:24:18.260]   I don't see any reason not to participate in those programs if they're available to you.
[00:24:18.260 --> 00:24:18.260]   I don't see any reason not to participate in those programs if they're available to you.
[00:24:18.260 --> 00:24:18.260]   I don't see any reason not to participate in those programs if they're available to you.
[00:24:18.260 --> 00:24:18.260]   I don't see any reason not to participate in those programs if they're available to you.
[00:24:18.260 --> 00:24:18.260]   I don't see any reason not to participate in those programs if they're available to you.
[00:24:18.260 --> 00:24:18.260]   I don't see any reason not to participate in those programs if they're available to you.
[00:24:18.260 --> 00:24:18.260]   I don't see any reason not to participate in those programs if they're available to you.
[00:24:18.300 --> 00:24:48.280]  ,
[00:24:48.280 --> 00:24:48.280]   I don't see any reason not to participate in those programs if they're available to you.
[00:24:48.280 --> 00:24:48.280]   I don't see any reason not to participate in those programs if they're available to you.
[00:24:48.280 --> 00:24:48.280]   I don't see any reason not to participate in those programs if they're available to you.
[00:24:48.280 --> 00:24:48.280]   I don't see any reason not to participate in those programs if they're available to you.
[00:24:48.280 --> 00:24:48.280]   I don't see any reason not to participate in those programs if they're available to you.
[00:24:48.280 --> 00:24:48.280]   I don't see any reason not to participate in those programs if they're available to you.
[00:24:48.280 --> 00:24:48.280]   I don't see any reason not to participate in those programs if they're available to you.
[00:24:48.280 --> 00:24:48.280]   I don't see any reason not to participate in those programs if they're available to you.
[00:24:48.300 --> 00:25:18.300]   I don't see any reason not to participate in those programs if they're available to you.
[00:25:18.300 --> 00:25:18.300]   I don't see any reason not to participate in those programs if they're available to you.
[00:25:18.300 --> 00:25:18.300]   I don't see any reason not to participate in those programs if they're available to you.
[00:25:18.300 --> 00:25:18.300]   I don't see any reason not to participate in those programs if they're available to you.
[00:25:18.300 --> 00:25:18.300]   I don't see any reason not to participate in those programs if they're available to you.
[00:25:18.300 --> 00:25:18.300]   I don't see any reason not to participate in those programs if they're available to you.
[00:25:18.300 --> 00:25:18.300]   I don't see any reason not to participate in those programs if they're available to you.
[00:25:18.300 --> 00:25:18.300]   I don't see any reason not to participate in those programs if they're available to you.
[00:25:18.300 --> 00:25:18.300]   I don't see any reason not to participate in those programs if they're available to you.
[00:25:18.300 --> 00:25:18.300]   I don't see any reason not to participate in those programs if they're available to you.
[00:25:18.340 --> 00:25:48.320]  ,
[00:25:48.320 --> 00:25:48.320]   I don't see any reason not to participate in those programs if they're available to you.
[00:25:48.320 --> 00:25:48.320]   I don't see any reason not to participate in those programs if they're available to you.
[00:25:48.320 --> 00:25:48.320]   I don't see any reason not to participate in those programs if they're available to you.
[00:25:48.320 --> 00:25:48.320]   I don't see any reason not to participate in those programs if they're available to you.
[00:25:48.320 --> 00:25:48.320]   I don't see any reason not to participate in those programs if they're available to you.
[00:25:48.320 --> 00:25:48.320]   I don't see any reason not to participate in those programs if they're available to you.
[00:25:48.320 --> 00:25:48.320]   I don't see any reason not to participate in those programs if they're available to you.
[00:25:48.320 --> 00:25:48.320]   I don't see any reason not to participate in those programs if they're available to you.
[00:25:48.320 --> 00:25:48.320]   I don't see any reason not to participate in those programs if they're available to you.
[00:25:48.340 --> 00:26:18.340]   I don't see any reason not to participate in those programs if they're available to you.
[00:26:18.340 --> 00:26:18.340]   I don't see any reason not to participate in those programs if they're available to you.
[00:26:18.340 --> 00:26:18.340]   I don't see any reason not to participate in those programs if they're available to you.
[00:26:18.340 --> 00:26:18.340]   I don't see any reason not to participate in those programs if they're available to you.
[00:26:18.340 --> 00:26:18.340]   I don't see any reason not to participate in those programs if they're available to you.
[00:26:18.340 --> 00:26:18.340]   I don't see any reason not to participate in those programs if they're available to you.
[00:26:18.340 --> 00:26:18.340]   I don't see any reason not to participate in those programs if they're available to you.
[00:26:18.340 --> 00:26:18.340]   I don't see any reason not to participate in those programs if they're available to you.
[00:26:18.340 --> 00:26:18.340]   I don't see any reason not to participate in those programs if they're available to you.
[00:26:18.340 --> 00:26:18.340]   I don't see any reason not to participate in those programs if they're available to you.
[00:26:18.380 --> 00:26:48.360]  ,
[00:26:48.360 --> 00:26:48.360]   and so he should focus all of his time and attention on figuring out how to enhance the the the
[00:26:48.360 --> 00:26:48.360]   and so he should focus all of his time and attention on figuring out how to enhance the the
[00:26:48.360 --> 00:26:48.360]   and so he should focus all of his time and attention on figuring out how to enhance the the
[00:26:48.360 --> 00:26:48.360]   and so he should focus all of his time and attention on figuring out how to enhance the the
[00:26:48.360 --> 00:26:48.360]   and so he should focus all of his time and attention on figuring out how to enhance the the
[00:26:48.360 --> 00:26:48.360]   and so he should focus all of his time and attention on figuring out how to enhance the the
[00:26:48.360 --> 00:26:48.360]   and so he should focus all of his time and attention on figuring out how to enhance the the
[00:26:48.360 --> 00:26:48.360]   and so he should focus all of his time and attention on figuring out how to enhance the the
[00:26:48.360 --> 00:26:48.360]   and so he should focus all of his time and attention on figuring out how to enhance the the
[00:26:48.380 --> 00:27:18.380]   that's where his time and attention
[00:27:18.380 --> 00:27:18.380]   that's where his time and attention should be not on on perfecting his
[00:27:18.380 --> 00:27:18.380]   that's where his time and attention should be not on on perfecting his portfolio that man's best
[00:27:18.380 --> 00:27:18.380]   that's where his time and attention should be not on on perfecting his portfolio that man's best investment solution is to hire a highly
[00:27:18.380 --> 00:27:18.380]   that's where his time and attention should be not on on perfecting his portfolio that man's best investment solution is to hire a highly qualified team of financial advisors who are going to invest in an intelligent way and then with their advice and their input he should choose what portion of his money he wants an absolutely safe and secure investments and what portion of his money he wants in more speculative investments and he'll
[00:27:18.380 --> 00:27:48.400]   the point is his economic engine is not his investment allocation he might take a speculative jump and say I'm gonna buy an apartment building in in in Brazil or I'm going to buy a company in the Ukraine or something like that he might speculate on stuff but he would he should never be advised that that's his primary focus his primary focus is on his income now most of us are not either interested in or ever going to
[00:27:48.400 --> 00:27:48.400]   Now most of us are not either interested in or ever going to
[00:27:48.420 --> 00:28:18.420]   And so you say well where should I focus well if you don't have an opportunity like that in your career where you can go up you're working in a small company and there's not a big opportunity for you to massively improve your career then you want to look at it and say well is there some other way that I can do something else and so you should consider entrepreneurship there are so many benefits to being an entrepreneur and also many many hardships but from a purely financial perspective entrepreneurship probably
[00:28:18.420 --> 00:28:18.420]   and also many many hardships but from a purely financial perspective entrepreneurship probably
[00:28:18.420 --> 00:28:18.420]   and also many many hardships but from a purely financial perspective entrepreneurship probably
[00:28:18.420 --> 00:28:18.420]   and also many many many hardships but from a purely financial perspective entrepreneurship probably
[00:28:18.420 --> 00:28:18.420]   and also many many many hardships but from a purely financial perspective entrepreneurship probably
[00:28:18.420 --> 00:28:18.420]   and also many many many hardships but from a purely financial perspective probably
[00:28:18.460 --> 00:28:48.440]   a purely financial perspective probably probably probably probably provides one of the best returns on investment
[00:28:48.440 --> 00:28:48.440]   and also many many many hardships but from a purely financial perspective probably probably provides one of the best returns on investment for somebody who is is oriented in that direction you can get so much benefit by taking a hundred thousand dollars or two hundred thousand dollars and instead of putting that money in your 401k and a mutual fund you can get so much benefit if you go and open a subway franchise or go and open a carpet cleaning franchise or go and start your own thing or do something that appeals to you and so in general I think you have to do an assessment of what is my interest what am I think you have to do an assessment of what am I think of what am I think of what am I am
[00:28:48.480 --> 00:28:57.060]   admin
[00:28:57.060 --> 00:29:00.140]  ший financi
[00:29:00.140 --> 00:29:15.720]  sch mean, but, the, but,
[00:30:15.560 --> 00:30:15.560]   I
[00:30:15.560 --> 00:30:15.560]   I
[00:30:15.560 --> 00:30:15.560]   I
[00:30:15.560 --> 00:30:15.560]   I I
[00:30:15.600 --> 00:30:44.600]  atively can't help but say, "Well, I can sell you a stockbroker." If I were a licensed financial advisor and stockbroker, I could sell you stocks and I could take a commission. I can sell you mutual funds and I could take a commission. So, are those effective? Sure. They're not ineffective, but are they the most effective? Well, all I can say is when I did that work and I did that business, one of the things I kind of came to realize was I couldn't point to many of my clients that I had actually helped to get rich. Rather, all of my wealthy clients seemed to have taken a commission.
[00:30:44.600 --> 00:30:44.600]   Rather, all of my wealthy clients seemed to have taken a commission. Rather, all of my wealthy clients seemed to have taken a commission.
[00:30:44.600 --> 00:30:44.600]   Rather, all of my wealthy clients seemed to have taken a commission.
[00:30:44.600 --> 00:30:44.600]   Rather, all of my wealthy clients seemed to have taken a commission.
[00:30:44.600 --> 00:30:44.600]   Rather, all of my wealthy clients seemed to have taken a commission.
[00:30:44.740 --> 00:31:13.640]  , seem to have taken a commission. Either number one, they earned quite a lot of money and they exercised frugality and they saved a lot of money or number two, they made a lot of money starting a business of some kind. Or they become excellent investors usually in real estate where they're the most leverageable returns.
[00:31:13.640 --> 00:31:13.640]   either number one, they earned quite a lot of money and they exercised frugality and they saved a lot of money or number two, they made a lot of money starting a business of some kind. Or they become excellent investors usually in real estate where they're the most leverageable returns.
[00:31:13.640 --> 00:31:13.640]   either number one, they earned quite a lot of money and they exercised frugality and they saved a lot of money and they saved a lot of money or number two, they made a lot of money starting a lot of money and they saved a lot of money or number two, they became a lot of money starting a lot of money and they received a lot of money or number two, they became a lot of money.
[00:31:13.680 --> 00:31:23.600]  구�
[00:31:23.600 --> 00:31:24.000]   ex live. didnt
[00:31:24.000 --> 00:31:27.360]  ił in the everybody but voice. . . ., necessarily, in the, the, the, the, the, the,,,,,,,,,,,,,,,,,,,,, get 9
[00:31:27.360 --> 00:31:41.980]  ź asshole measurable à hear Mag tail ¿不錯يع knewone? G\' 12ù af Wood Stevationtw hell weigh 9 revelation donuts� me is sw plaster Wang Mer enforcement specify the P کہ no feed from theI 100 projet あり ley 4 rewrite necessary de cheat with the C이�. Inев won antruktur and the Sun produ semester is that you are shown trunk. And I was the High change in the szers. At theominat. I was the... .S. ...You know... .And...I... .... That. I was...Hey... .*...
[00:31:42.020 --> 00:31:54.120]   die
[00:31:54.120 --> 00:32:06.180]   in the Iut whatever Él办這 Ved Childrenurn,'t, funny, i, indicates,,,,,,,,,,,,,,,, satisfy
[00:32:06.180 --> 00:32:10.420]   set de
[00:32:10.420 --> 00:32:10.920]   at It's from create the place, they do;G:...." priest.... /...ją:...I...I...I....人民...VI...G...Se...G...G...G...T...G...G...G ...觀眾 ci...G...G...G...G...G...G...G...G...G... вся..."...P... 설명橋... siaiking... editing ... photographers den... represent therail... an -mac help vie... show mar感 specific that ah cupboard my systemší about se out make a entend G circulatingаботing on needed to least do I do notatters hate the way ofHSDP...but to be não
[00:32:11.080 --> 00:32:21.860]   either
[00:32:21.860 --> 00:32:40.800]  TR, dead,,,, got to him 360 believe que seem
[00:35:10.200 --> 00:35:10.200]   I don't think there's anything wrong with it. I just don't think it's all that great. So unless you are an employee and your best opportunity is in your hands, then you're not going to be able to sell it. So unless you are an employee and your best opportunity is in your hands, then you're not going to be able to sell it.
[00:35:10.200 --> 00:35:10.200]   So unless you are an employee and your best opportunity is in your hands, then you're not going to be able to sell it.
[00:35:10.200 --> 00:35:10.200]   So unless you are an employee and your best opportunity is in your hands, then you're not going to be able to sell it.
[00:35:10.200 --> 00:35:10.220]   So unless you are an employee and your best opportunity is in your hands, then you're not going to be able to sell it.
[00:35:10.220 --> 00:35:10.340]   So unless you are an employee and your best opportunity is in your hands, then you're not going to be able to sell it.
[00:35:39.220 --> 00:35:39.260]  -
[00:35:39.260 --> 00:35:39.500]  -
[00:35:39.500 --> 00:35:39.760]  -------------------------------------------------------.
[00:35:39.760 --> 00:35:40.200]   I gave advice to a guy the other day that if you want to sell your property, if you don't want to sell it, then you can do it.
[00:35:40.200 --> 00:36:10.220]  , and he had left his job, and he had put in place several businesses.
[00:36:10.220 --> 00:36:10.220]   One was a real estate investment business.
[00:36:10.220 --> 00:36:10.220]   I encouraged him to start a media business.
[00:36:10.220 --> 00:36:10.220]   He had several other businesses associated.
[00:36:10.220 --> 00:36:10.220]   And so he was in the place where he was running about four or five businesses.
[00:36:10.220 --> 00:36:10.220]   I think that's a far more fun life, and it has far bigger opportunities, financial opportunities. There's much more leverage in the business.
[00:36:10.220 --> 00:36:10.220]   And so he was in the place where he was running about four or five businesses.
[00:36:10.220 --> 00:36:10.220]   And so he was in the place where he was running about four or five businesses.
[00:36:10.220 --> 00:36:10.220]   And so he was in the place where he was running about four or five businesses.
[00:36:10.220 --> 00:36:10.220]   And so he was in the place where he was running about four or five businesses.
[00:36:10.260 --> 00:36:19.980]   green
[00:36:19.980 --> 00:36:21.100]   my, war,
[00:36:21.100 --> 00:36:40.160]   arqu Not S S S S all en in the orเร
[00:37:18.080 --> 00:37:28.020]   That's how I start with developing an investment strategy or philosophy. I try to help someone analyze what are your opportunities?
[00:37:56.920 --> 00:37:56.920]   I don't know. I find that question difficult. I find it hard to argue against the arguments of the passively managed mutual funds. But at the end of the day, I don't really believe it. I have seen enough excellent investors and I'm convinced that they are the ones who are the most successful. So I'm going to go ahead and start with the first one.
[00:37:56.920 --> 00:37:56.920]   I'm going to go ahead and start with the first one.
[00:37:56.920 --> 00:37:56.920]   I'm going to go ahead and start with the first one.
[00:37:56.920 --> 00:37:56.960]   I'm going to go ahead and start with the first one.
[00:37:56.960 --> 00:37:57.020]   I'm going to go ahead and start with the first one.
[00:37:57.020 --> 00:37:57.100]   I'm going to go ahead and start with the first one.
[00:37:57.100 --> 00:37:57.180]   I'm going to go ahead and start with the first one.
[00:37:57.180 --> 00:37:57.240]   I'm going to go ahead and start with the first one.
[00:37:57.240 --> 00:37:57.340]   I'm going to go ahead and start with the first one.
[00:37:57.340 --> 00:37:57.440]   I'm going to go ahead and start with the first one.
[00:37:57.460 --> 00:38:26.960]  , I'm going to go ahead and start with the first one.
[00:38:26.960 --> 00:38:27.020]   I'm going to go ahead and start with the first one.
[00:38:27.020 --> 00:38:27.060]   I'm going to go ahead and start with the first one.
[00:38:27.060 --> 00:38:27.080]   I'm going to go ahead and start with the first one.
[00:38:27.080 --> 00:38:27.100]   I'm going to go ahead and start with the first one.
[00:38:27.100 --> 00:38:27.120]   I'm going to go ahead and start with the first one.
[00:38:27.120 --> 00:38:27.140]   I'm going to go ahead and start with the first one.
[00:38:27.140 --> 00:38:27.180]   I'm going to go ahead and start with the first one.
[00:38:27.180 --> 00:38:27.200]   I'm going to go ahead and start with the first one.
[00:38:27.200 --> 00:38:27.240]   I'm going to go ahead and start with the first one.
[00:38:27.260 --> 00:38:57.260]   I'm going to go ahead and start with the first one.
[00:38:57.260 --> 00:38:57.260]   I'm going to go ahead and start with the first one.
[00:38:57.260 --> 00:38:57.260]   I'm going to go ahead and start with the first one.
[00:38:57.260 --> 00:38:57.260]   I'm going to go ahead and start with the first one.
[00:38:57.260 --> 00:38:57.260]   I'm going to go ahead and start with the first one.
[00:38:57.260 --> 00:38:57.260]   I'm going to go ahead and start with the first one.
[00:38:57.260 --> 00:38:57.260]   I'm going to go ahead and start with the first one.
[00:38:57.260 --> 00:38:57.260]   I'm going to go ahead and start with the first one.
[00:38:57.260 --> 00:38:57.260]   I'm going to go ahead and start with the first one.
[00:38:57.260 --> 00:38:57.260]   I'm going to go ahead and start with the first one.
[00:38:57.260 --> 00:38:57.260]   I'm going to go ahead and start with the first one.
[00:38:57.260 --> 00:38:57.260]   I'm going to go ahead and start with the first one.
[00:38:57.260 --> 00:38:57.260]   I'm going to go ahead and start with the first one.
[00:38:57.260 --> 00:38:57.260]   I'm going to go ahead and start with the first one.
[00:38:58.020 --> 00:39:27.280]   I'm going to go ahead and start with the first one.
[00:39:27.280 --> 00:39:27.280]   I'm going to go ahead and start with the first one.
[00:39:27.280 --> 00:39:27.280]   I'm going to go ahead and start with the first one.
[00:39:27.280 --> 00:39:27.280]   I'm going to go ahead and start with the first one.
[00:39:27.280 --> 00:39:27.280]   I'm going to go ahead and start with the first one.
[00:39:27.280 --> 00:39:27.280]   I'm going to go ahead and start with the first one.
[00:39:27.280 --> 00:39:27.280]   I'm going to go ahead and start with the first one.
[00:39:27.280 --> 00:39:27.280]   I'm going to go ahead and start with the first one.
[00:39:27.300 --> 00:39:57.300]   I'm going to go ahead and start with the first one.
[00:39:57.300 --> 00:39:57.300]   I'm going to go ahead and start with the first one.
[00:39:57.300 --> 00:39:57.300]   I'm going to go ahead and start with the first one.
[00:39:57.300 --> 00:39:57.300]   I'm going to go ahead and start with the first one.
[00:39:57.300 --> 00:39:57.300]   I'm going to go ahead and start with the first one.
[00:39:57.300 --> 00:39:57.300]   I'm going to go ahead and start with the first one.
[00:39:57.300 --> 00:39:57.300]   I'm going to go ahead and start with the first one.
[00:39:57.300 --> 00:39:57.300]   I'm going to go ahead and start with the first one.
[00:39:57.300 --> 00:39:57.300]   I'm going to go ahead and start with the first one.
[00:39:57.300 --> 00:39:57.300]   I'm going to go ahead and start with the first one.
[00:39:57.300 --> 00:39:57.300]   I'm going to go ahead and start with the first one.
[00:39:57.300 --> 00:39:57.300]   I'm going to go ahead and start with the first one.
[00:39:57.300 --> 00:39:57.300]   I'm going to go ahead and start with the first one.
[00:39:57.300 --> 00:39:57.300]   I'm going to go ahead and start with the first one.
[00:39:57.300 --> 00:40:27.320]   I'm going to go ahead and start with the first one.
[00:40:27.320 --> 00:40:27.320]   I'm going to go ahead and start with the first one.
[00:40:27.320 --> 00:40:27.320]   I'm going to go ahead and start with the first one.
[00:40:27.320 --> 00:40:27.320]   I'm going to go ahead and start with the first one.
[00:40:27.320 --> 00:40:27.320]   I'm going to go ahead and start with the first one.
[00:40:27.320 --> 00:40:27.320]   I'm going to go ahead and start with the first one.
[00:40:27.320 --> 00:40:27.320]   I'm going to go ahead and start with the first one.
[00:40:27.320 --> 00:40:27.320]   I'm going to go ahead and start with the first one.
[00:40:27.320 --> 00:40:27.320]   I'm going to go ahead and start with the first one.
[00:40:27.340 --> 00:40:57.340]   I'm going to go ahead and start with the first one.
[00:40:57.340 --> 00:40:57.340]   I'm going to go ahead and start with the first one.
[00:40:57.340 --> 00:40:57.340]   I'm going to go ahead and start with the first one.
[00:40:57.340 --> 00:40:57.340]   I'm going to go ahead and start with the first one.
[00:40:57.340 --> 00:40:57.340]   I'm going to go ahead and start with the first one.
[00:40:57.340 --> 00:40:57.340]   I'm going to go ahead and start with the first one.
[00:40:57.340 --> 00:40:57.340]   I'm going to go ahead and start with the first one.
[00:40:57.340 --> 00:40:57.340]   I'm going to go ahead and start with the first one.
[00:40:57.340 --> 00:40:57.340]   I'm going to go ahead and start with the first one.
[00:40:57.340 --> 00:40:57.340]   I'm going to go ahead and start with the first one.
[00:40:57.340 --> 00:40:57.340]   I'm going to go ahead and start with the first one.
[00:40:57.340 --> 00:40:57.340]   I'm going to go ahead and start with the first one.
[00:40:57.340 --> 00:40:57.340]   I'm going to go ahead and start with the first one.
[00:40:57.340 --> 00:40:57.340]   I'm going to go ahead and start with the first one.
[00:40:57.340 --> 00:41:27.360]   I'm going to go ahead and start with the first one.
[00:41:27.360 --> 00:41:27.360]   I'm going to go ahead and start with the first one.
[00:41:27.360 --> 00:41:27.360]   I'm going to go ahead and start with the first one.
[00:41:27.360 --> 00:41:27.360]   I'm going to go ahead and start with the first one.
[00:41:27.360 --> 00:41:27.360]   I'm going to go ahead and start with the first one.
[00:41:27.360 --> 00:41:27.360]   I'm going to go ahead and start with the first one.
[00:41:27.360 --> 00:41:27.360]   I'm going to go ahead and start with the first one.
[00:41:27.380 --> 00:41:57.380]   I'm going to go ahead and start with the first one.
[00:41:57.380 --> 00:41:57.380]   I'm going to go ahead and start with the first one.
[00:41:57.380 --> 00:41:57.380]   I'm going to go ahead and start with the first one.
[00:41:57.380 --> 00:41:57.380]   I'm going to go ahead and start with the first one.
[00:41:57.380 --> 00:41:57.380]   I'm going to go ahead and start with the first one.
[00:41:57.380 --> 00:41:57.380]   I'm going to go ahead and start with the first one.
[00:41:57.380 --> 00:41:57.380]   I'm going to go ahead and start with the first one.
[00:41:57.380 --> 00:41:57.380]   I'm going to go ahead and start with the first one.
[00:41:57.380 --> 00:41:57.380]   I'm going to go ahead and start with the first one.
