
[00:00:00.000 --> 00:00:08.480]   [VIDEO PLAYBACK]
[00:23:53.160 --> 00:23:55.960]   just seems pretty striking to me.
[00:23:55.960 --> 00:23:58.000]   - Yeah, I wanna zoom out and ask,
[00:23:58.000 --> 00:24:00.560]   I think what motivated this discussion in the beginning
[00:24:00.560 --> 00:24:02.320]   was we were talking about like,
[00:24:02.320 --> 00:24:03.960]   wait, what is the reasoning?
[00:24:03.960 --> 00:24:05.760]   What is the memory?
[00:24:05.760 --> 00:24:09.120]   What do you think about the analogy you found
[00:24:09.120 --> 00:24:11.000]   to attention and this?
[00:24:11.000 --> 00:24:12.960]   Do you think of this as more just looking up
[00:24:12.960 --> 00:24:15.600]   the relevant memories or the relevant facts?
[00:24:15.600 --> 00:24:17.240]   And if that is the case,
[00:24:17.240 --> 00:24:20.160]   where is the reasoning happening in the brain?
[00:24:20.160 --> 00:24:21.000]   How do we think about
[00:24:21.000 --> 00:24:22.560]   how that builds up into the reasoning?
[00:24:22.560 --> 00:24:25.680]   - Yeah, so maybe my hot take here,
[00:24:25.680 --> 00:24:27.000]   I don't know how hot it is,
[00:24:27.000 --> 00:24:32.000]   is that most intelligence is pattern matching
[00:24:32.000 --> 00:24:35.360]   and you can do a lot of really good pattern matching
[00:24:35.360 --> 00:24:38.520]   if you have a hierarchy of associated memories.
[00:24:38.520 --> 00:24:43.080]   So you start with your very basic associations
[00:24:43.080 --> 00:24:45.800]   between just like objects in the real world.
[00:24:45.800 --> 00:24:49.160]   But you can then chain those
[00:24:49.160 --> 00:24:51.120]   and have more abstract associations
[00:24:51.120 --> 00:24:53.360]   such as like a wedding ring symbolizes
[00:24:53.360 --> 00:24:56.920]   like so many other associations that are downstream.
[00:24:56.920 --> 00:25:01.920]   And so, and you can even generalize the attention operation
[00:25:01.920 --> 00:25:05.560]   and this associated memory as the MLP layer as well.
[00:25:05.560 --> 00:25:07.040]   It's in a long-term setting
[00:25:07.040 --> 00:25:10.640]   where you don't have like tokens in your current context.
[00:25:11.600 --> 00:25:13.120]   But I think this is an argument
[00:25:13.120 --> 00:25:16.760]   that like association is all you need.
[00:25:16.760 --> 00:25:19.560]   And associated memory in general as well,
[00:25:19.560 --> 00:25:22.360]   it's not, so you can do two things with it.
[00:25:22.360 --> 00:25:25.600]   You can both denoise or retrieve a current memory.
[00:25:25.600 --> 00:25:27.200]   So like if I see your face,
[00:25:27.200 --> 00:25:29.040]   but it's like raining and cloudy,
[00:25:29.040 --> 00:25:32.960]   I can denoise and kind of like gradually update my query
[00:25:32.960 --> 00:25:35.080]   towards my memory of your face.
[00:25:35.080 --> 00:25:37.840]   But I can also access that memory
[00:25:37.840 --> 00:25:40.800]   and then the value that I get out
[00:25:40.800 --> 00:25:42.160]   actually points to some other
[00:25:42.160 --> 00:25:43.520]   totally different part of the space.
[00:25:43.520 --> 00:25:45.680]   And so a very simple instance of this would be
[00:25:45.680 --> 00:25:47.200]   if you learn the alphabet, right?
[00:25:47.200 --> 00:25:49.240]   And so I query for A and it returns B,
[00:25:49.240 --> 00:25:51.080]   I query for B and it returns C
[00:25:51.080 --> 00:25:53.320]   and you can traverse the whole thing.
[00:25:53.320 --> 00:25:55.920]   Yeah.
[00:25:55.920 --> 00:25:58.520]   - Yeah, one of the things I talked to Demis about
[00:25:58.520 --> 00:26:00.200]   was he had a paper in 2008
[00:26:00.200 --> 00:26:03.120]   that memory and imagination are very linked
[00:26:03.120 --> 00:26:04.840]   because of this very thing that you mentioned
[00:26:04.840 --> 00:26:07.040]   of memory is reconstructive.
[00:26:07.040 --> 00:26:09.760]   And so you are in some sense imagining
[00:26:09.760 --> 00:26:11.120]   every time you're thinking of a memory
[00:26:11.120 --> 00:26:13.480]   'cause you're only storing a condensed version of it
[00:26:13.480 --> 00:26:14.800]   and you're like have to.
[00:26:14.800 --> 00:26:17.680]   And this is famously why human memory is terrible
[00:26:17.680 --> 00:26:20.360]   and like why people in the witness box or whatever
[00:26:20.360 --> 00:26:21.560]   would just make shit up.
[00:26:21.560 --> 00:26:26.280]   Okay, so let me ask a stupid question.
[00:26:26.280 --> 00:26:28.160]   So you like reach Sherlock Holmes, right?
[00:26:28.160 --> 00:26:30.640]   And like the guy's incredibly sample efficient.
[00:26:30.640 --> 00:26:32.560]   He'll like see a few observations
[00:26:32.560 --> 00:26:37.240]   and he'll like basically figure out who committed the crime
[00:26:37.240 --> 00:26:39.160]   'cause there's a series of deductive steps
[00:26:39.160 --> 00:26:40.600]   that leads from somebody's tattoo
[00:26:40.600 --> 00:26:44.000]   and what's on the wall to the implications of that.
[00:26:44.000 --> 00:26:47.320]   How does that fit into this picture?
[00:26:47.320 --> 00:26:50.240]   'Cause like crucially what makes him smart
[00:26:50.240 --> 00:26:52.720]   is that there's not like an association
[00:26:52.720 --> 00:26:55.160]   but there's a sort of deductive connection
[00:26:55.160 --> 00:26:57.320]   between different pieces of information.
[00:26:57.320 --> 00:26:59.200]   Would you just explain it
[00:26:59.200 --> 00:27:01.840]   as that's just like higher level association?
[00:27:01.840 --> 00:27:02.680]   Like, yeah.
[00:27:02.680 --> 00:27:03.600]   - I think so, yeah.
[00:27:03.600 --> 00:27:05.720]   So I think learning these higher level associations
[00:27:05.720 --> 00:27:07.800]   to be able to then map patterns to each other
[00:27:07.800 --> 00:27:09.680]   as kind of like a meta learning.
[00:27:09.680 --> 00:27:10.520]   I think in this case,
[00:27:10.520 --> 00:27:12.680]   he would also just have a really long context length
[00:27:12.680 --> 00:27:15.480]   or a really long working memory, right?
[00:27:15.480 --> 00:27:17.240]   Where he can like have all of these bits
[00:27:17.240 --> 00:27:19.800]   and continuously query them
[00:27:19.800 --> 00:27:22.240]   as he's coming up with whatever theory.
[00:27:22.240 --> 00:27:25.040]   So that the theory is moving through the residual stream.
[00:27:25.040 --> 00:27:30.040]   And then his attention heads are querying his context
[00:27:30.040 --> 00:27:35.520]   but then how he's projecting his query and keys in the space
[00:27:35.520 --> 00:27:40.400]   and how his MLPs are then retrieving like longer term facts
[00:27:40.400 --> 00:27:42.560]   or modifying that information
[00:27:42.560 --> 00:27:44.840]   is allowing him to then in later layers
[00:27:44.840 --> 00:27:47.160]   do even more sophisticated queries
[00:27:47.160 --> 00:27:49.880]   and slowly be able to reason through
[00:27:49.880 --> 00:27:51.640]   and come to a meaningful conclusion.
[00:27:51.640 --> 00:27:52.480]   - That feels right to me
[00:27:52.480 --> 00:27:54.320]   in terms of like looking back in the past,
[00:27:54.320 --> 00:27:55.280]   you're selectively reading
[00:27:55.280 --> 00:27:57.280]   in certain pieces of information, comparing them.
[00:27:57.280 --> 00:27:58.640]   Maybe that informs your next step
[00:27:58.640 --> 00:28:01.040]   of like what piece of information you now need to pull in.
[00:28:01.040 --> 00:28:02.200]   And then you build this representation
[00:28:02.200 --> 00:28:04.040]   which I like progressively looks closer
[00:28:04.040 --> 00:28:06.560]   and closer and closer to like the suspect in your case.
[00:28:06.560 --> 00:28:07.400]   - Yeah.
[00:28:07.400 --> 00:28:08.240]   - Yeah.
[00:28:08.240 --> 00:28:10.040]   - That doesn't feel at all outlandish.
[00:28:10.040 --> 00:28:12.400]   - Do you have a lens on like suspects?
[00:28:12.400 --> 00:28:15.200]   (all laughing)
[00:28:15.200 --> 00:28:16.400]   - Something I think that the people
[00:28:16.400 --> 00:28:19.080]   who aren't doing this research can overlook
[00:28:19.080 --> 00:28:22.520]   is after your first layer of the model,
[00:28:22.520 --> 00:28:26.360]   every query key and value that you're using for attention
[00:28:26.360 --> 00:28:29.120]   comes from the combination of all the previous tokens.
[00:28:29.120 --> 00:28:31.960]   So like my first layer, I'll query my previous tokens
[00:28:31.960 --> 00:28:33.800]   and just extract information from them.
[00:28:33.800 --> 00:28:35.800]   But all of a sudden, let's say that I attended
[00:28:35.800 --> 00:28:39.680]   to tokens one, two, and four in equal amounts.
[00:28:39.680 --> 00:28:42.040]   Then the vector in my residual stream,
[00:28:42.040 --> 00:28:44.240]   assuming that they wrote out the same thing
[00:28:44.240 --> 00:28:46.720]   to the value vectors, but ignore that for a second,
[00:28:46.720 --> 00:28:48.720]   is a third of each of those.
[00:28:48.720 --> 00:28:50.800]   And so when I'm querying in the future,
[00:28:50.800 --> 00:28:54.180]   my query is actually a third of each of those things.
[00:28:54.180 --> 00:28:55.020]   And so--
[00:28:55.020 --> 00:28:56.600]   - But they might be written to different subspaces.
[00:28:56.600 --> 00:28:57.600]   - That's right.
[00:28:57.600 --> 00:28:59.440]   Hypothetically, but they wouldn't have to, right?
[00:28:59.440 --> 00:29:02.480]   And so you can recombine and immediately,
[00:29:02.480 --> 00:29:05.000]   even by layer two and certainly by the deeper layers,
[00:29:05.000 --> 00:29:07.280]   just have like these very rich vectors
[00:29:07.280 --> 00:29:09.520]   that are packing in a ton of information.
[00:29:09.520 --> 00:29:11.320]   And the causal graph is like literally
[00:29:11.320 --> 00:29:14.160]   over every single layer that happened in the past.
[00:29:14.160 --> 00:29:17.400]   And that's what you're operating on, yeah.
[00:29:17.400 --> 00:29:19.940]   - It does bring to mind like a very funny eval to do,
[00:29:19.940 --> 00:29:21.320]   would be like a Sherlock Holmes eval,
[00:29:21.320 --> 00:29:22.880]   let's say you put the entire book into context.
[00:29:22.880 --> 00:29:24.600]   And then you have like a sentence which is like,
[00:29:24.600 --> 00:29:26.440]   the suspect is like X,
[00:29:26.440 --> 00:29:28.240]   then you have like a larger probability distribution
[00:29:28.240 --> 00:29:30.160]   over like the different characters in the book.
[00:29:30.160 --> 00:29:32.520]   And then like as you put more--
[00:29:32.520 --> 00:29:35.600]   - That would be super cool, yeah, yeah, yeah.
[00:29:35.600 --> 00:29:37.400]   - I wonder if you'd get anything at all,
[00:29:37.400 --> 00:29:38.680]   but it'd be cool.
[00:29:38.680 --> 00:29:40.400]   - Sherlock Holmes is probably already in the training data.
[00:29:40.400 --> 00:29:41.240]   - Yeah.
[00:29:41.240 --> 00:29:42.080]   - You're gonna get like a mystery novel
[00:29:42.080 --> 00:29:43.280]   that was written in the--
[00:29:43.280 --> 00:29:44.720]   - You can get an LLM to write it.
[00:29:44.720 --> 00:29:47.260]   - Or you could purposely exclude it, right?
[00:29:47.260 --> 00:29:48.100]   - Oh, you can?
[00:29:48.100 --> 00:29:48.920]   How do you--
[00:29:48.920 --> 00:29:50.240]   - Well, you need to scrape any discussion of it
[00:29:50.240 --> 00:29:51.640]   from Reddit or any other thing, right?
[00:29:51.640 --> 00:29:52.840]   - Right, it's hard.
[00:29:52.840 --> 00:29:54.040]   But that's like one of the challenges
[00:29:54.040 --> 00:29:55.880]   that goes into things like long context evals
[00:29:55.880 --> 00:29:57.560]   is to get a good one,
[00:29:57.560 --> 00:30:00.440]   you need to know that it's not in your training data.
[00:30:00.440 --> 00:30:01.880]   You just like put in the effort to exclude it.
[00:30:01.880 --> 00:30:06.000]   - What, so I actually wanna,
[00:30:06.000 --> 00:30:07.760]   there's two different threads I wanna follow up on.
[00:30:07.760 --> 00:30:08.760]   Let's go to the long context one
[00:30:08.760 --> 00:30:11.940]   and then we'll come back to this.
[00:30:11.940 --> 00:30:14.840]   So in the Gemini 1.5 paper,
[00:30:14.840 --> 00:30:16.800]   the eval that was used was,
[00:30:16.800 --> 00:30:19.240]   can it like, something with Paul Graham essays,
[00:30:19.240 --> 00:30:20.080]   can it like--
[00:30:20.080 --> 00:30:20.920]   - Yeah, the needle in a haystack.
[00:30:20.920 --> 00:30:22.340]   - Right.
[00:30:22.340 --> 00:30:24.240]   Which, yeah, I mean, there's like,
[00:30:24.240 --> 00:30:26.560]   we don't necessarily just care about its ability
[00:30:26.560 --> 00:30:29.460]   to recall one specific fact from the context.
[00:30:29.460 --> 00:30:32.440]   I'll step back and ask the question.
[00:30:32.440 --> 00:30:37.680]   The loss function for these models is unsupervised.
[00:30:37.680 --> 00:30:40.260]   You don't have to like come up with these bespoke things
[00:30:40.260 --> 00:30:42.800]   that you keep out of the training data.
[00:30:42.800 --> 00:30:44.360]   Is there a way you can do a benchmark
[00:30:44.360 --> 00:30:46.140]   that's also unsupervised?
[00:30:46.140 --> 00:30:49.760]   Where, I don't know, another LLM is rating it in some way
[00:30:49.760 --> 00:30:51.360]   or something like that.
[00:30:51.360 --> 00:30:52.360]   And maybe the answer is like,
[00:30:52.360 --> 00:30:53.240]   well, if you could do this,
[00:30:53.240 --> 00:30:54.600]   like reinforcement learning would work
[00:30:54.600 --> 00:30:56.360]   'cause then you have this like unsupervised.
[00:30:56.360 --> 00:30:58.240]   - Yeah, I mean, I think people have explored
[00:30:58.240 --> 00:30:59.080]   that kind of stuff.
[00:30:59.080 --> 00:30:59.900]   Like, for example,
[00:30:59.900 --> 00:31:01.600]   Anthropica is the constitutional RL paper
[00:31:01.600 --> 00:31:02.920]   where they take another language model
[00:31:02.920 --> 00:31:03.960]   and they point it and say like,
[00:31:03.960 --> 00:31:07.680]   how helpful or harmless was that response?
[00:31:07.680 --> 00:31:08.880]   And then they get it to update
[00:31:08.880 --> 00:31:11.320]   and try and improve along the prior frontier
[00:31:11.320 --> 00:31:13.120]   of helpfulness and harmfulness.
[00:31:13.120 --> 00:31:15.320]   So you can like point language models at each other
[00:31:15.320 --> 00:31:17.280]   and create evals in this way.
[00:31:17.280 --> 00:31:20.440]   It's obviously an imperfect art form at the moment
[00:31:20.440 --> 00:31:24.200]   because you get reward function hacking basically
[00:31:24.200 --> 00:31:27.840]   and the language, like if you try and match up to what,
[00:31:27.840 --> 00:31:30.080]   even humans are imperfect here.
[00:31:30.080 --> 00:31:31.480]   Like if you try and match up to what humans will say,
[00:31:31.480 --> 00:31:33.880]   humans typically prefer longer answers,
[00:31:33.880 --> 00:31:35.440]   which aren't necessarily better answers
[00:31:35.440 --> 00:31:37.680]   and you get the same behavior with models.
[00:31:37.680 --> 00:31:41.400]   - On the other thread,
[00:31:41.400 --> 00:31:43.400]   going back to the Sherlock Holmes thing.
[00:31:43.400 --> 00:31:48.040]   If it's all associations all the way down,
[00:31:48.040 --> 00:31:50.320]   this is a sort of like naive dinner party question.
[00:31:50.320 --> 00:31:53.120]   If I just like match you, I'm working on AI.
[00:31:53.120 --> 00:31:55.440]   But okay, does that mean we should be less worried
[00:31:55.440 --> 00:31:56.720]   about super intelligence?
[00:31:56.720 --> 00:31:58.040]   'Cause there's not this sense
[00:31:58.040 --> 00:32:00.720]   in which it's like Sherlock Holmes plus plus.
[00:32:00.720 --> 00:32:03.720]   It'll still need to just like find these associations,
[00:32:03.720 --> 00:32:05.960]   like humans find associations and like,
[00:32:05.960 --> 00:32:06.800]   you know what I mean?
[00:32:06.800 --> 00:32:09.040]   It's not just like, it sees a frame of the world
[00:32:09.040 --> 00:32:11.760]   and it's like figured out all the laws of physics.
[00:32:11.760 --> 00:32:15.640]   - So for me, 'cause this is a very legitimate response,
[00:32:15.640 --> 00:32:16.480]   right?
[00:32:16.480 --> 00:32:18.640]   It's like, well, artificial general intelligence aren't,
[00:32:18.640 --> 00:32:20.600]   if you say humans are generally intelligent,
[00:32:20.600 --> 00:32:23.360]   then they're no more capable or competent.
[00:32:23.360 --> 00:32:25.360]   I'm just worried that you have that level
[00:32:25.360 --> 00:32:27.760]   of general intelligence in Silicon,
[00:32:27.760 --> 00:32:30.120]   where you can then immediately clone
[00:32:30.120 --> 00:32:31.880]   hundreds of thousands of agents
[00:32:31.880 --> 00:32:33.240]   and they don't need to sleep
[00:32:33.240 --> 00:32:35.600]   and they can have super long context windows
[00:32:35.600 --> 00:32:37.240]   and then they can start recursively improving
[00:32:37.240 --> 00:32:39.320]   and then things get really scary.
[00:32:39.320 --> 00:32:41.120]   So I think to answer your original question,
[00:32:41.120 --> 00:32:41.960]   yes, you're right.
[00:32:41.960 --> 00:32:43.680]   They would still need to learn associations, but.
[00:32:43.680 --> 00:32:46.120]   - Well, but the recursive self-improvement
[00:32:46.120 --> 00:32:48.600]   would still have to be them.
[00:32:48.600 --> 00:32:49.960]   Like if intelligence is fundamentally
[00:32:49.960 --> 00:32:51.080]   about these associations,
[00:32:51.080 --> 00:32:52.440]   like the improvement is just them
[00:32:52.440 --> 00:32:53.600]   getting better at association.
[00:32:53.600 --> 00:32:55.960]   There's not like another thing that's happening.
[00:32:55.960 --> 00:32:58.800]   And so then it seems like you might disagree
[00:32:58.800 --> 00:33:00.120]   with the intuition that,
[00:33:00.120 --> 00:33:01.560]   well, they can't be that much more powerful
[00:33:01.560 --> 00:33:02.400]   if they're just doing associations.
[00:33:02.400 --> 00:33:03.760]   - Well, I think then you can get into
[00:33:03.760 --> 00:33:06.440]   really interesting cases of meta-learning.
[00:33:06.440 --> 00:33:08.680]   Like when you play a new video game
[00:33:08.680 --> 00:33:11.200]   or like study a new textbook,
[00:33:11.200 --> 00:33:13.520]   you're bringing a whole bunch of skills to the table
[00:33:13.520 --> 00:33:15.720]   to form those associations much more quickly.
[00:33:15.720 --> 00:33:17.640]   And like, because everything in some way
[00:33:17.640 --> 00:33:19.120]   ties back to the physical worlds,
[00:33:19.120 --> 00:33:21.400]   I think there are like general features
[00:33:21.400 --> 00:33:22.240]   that you can pick up
[00:33:22.240 --> 00:33:24.320]   and then apply in novel circumstances.
[00:33:24.320 --> 00:33:28.560]   - Should we talk about intelligence explosion then?
[00:33:28.560 --> 00:33:29.400]   I don't know if that's a good idea.
[00:33:29.400 --> 00:33:31.680]   - That was a really good sign to jump in.
[00:33:31.680 --> 00:33:32.800]   - I mentioned multiple agents
[00:33:32.800 --> 00:33:34.960]   and I'm like, "Oh, here we go."
[00:33:34.960 --> 00:33:39.000]   Okay, so the reason I'm interested in discussing this
[00:33:39.000 --> 00:33:40.800]   is with you guys in particular
[00:33:40.800 --> 00:33:44.120]   is the models we have of the intelligence explosion
[00:33:44.120 --> 00:33:46.920]   so far come from economists, which is fine,
[00:33:46.920 --> 00:33:48.560]   but I think we can do better
[00:33:48.560 --> 00:33:52.280]   because in the model of the intelligence explosion,
[00:33:52.280 --> 00:33:55.000]   what happens is you replace the AI researchers
[00:33:55.000 --> 00:33:59.400]   and then there's like a bunch of automated AI researchers
[00:33:59.400 --> 00:34:02.200]   who can speed up progress, make more AI researchers,
[00:34:02.200 --> 00:34:03.520]   make further progress.
[00:34:03.520 --> 00:34:05.680]   And so I feel like if that's the metric
[00:34:05.680 --> 00:34:07.880]   or that's the mechanism,
[00:34:07.880 --> 00:34:09.520]   we should just ask the AI researchers
[00:34:09.520 --> 00:34:11.560]   about whether they think this is plausible.
[00:34:11.560 --> 00:34:12.560]   So let me just ask you,
[00:34:12.560 --> 00:34:16.680]   like if I have a thousand Asian Shotos or Asian Trentons,
[00:34:16.680 --> 00:34:18.520]   are they just, do you think that
[00:34:18.520 --> 00:34:19.760]   you get an intelligence explosion?
[00:34:19.760 --> 00:34:23.320]   Is that, yeah, what does that look like to you?
[00:34:23.320 --> 00:34:26.680]   - I think one of the important bounding constraints here
[00:34:26.680 --> 00:34:27.840]   is compute.
[00:34:27.840 --> 00:34:29.840]   Like I do think you could dramatically
[00:34:29.840 --> 00:34:31.840]   speed up AI research, right?
[00:34:31.840 --> 00:34:33.000]   Like it seems very clear to me
[00:34:33.000 --> 00:34:34.320]   that in the next couple of years,
[00:34:34.320 --> 00:34:35.600]   we'll have things that can do
[00:34:35.600 --> 00:34:36.920]   many of the software engineering tasks
[00:34:36.920 --> 00:34:38.240]   that I do on a day-to-day basis
[00:34:38.240 --> 00:34:40.920]   and therefore dramatically speed up my work
[00:34:40.920 --> 00:34:43.720]   and therefore speed up like the rate of progress, right?
[00:34:45.160 --> 00:34:47.960]   At the moment, I think most of the labs
[00:34:47.960 --> 00:34:49.400]   are somewhat compute bound
[00:34:49.400 --> 00:34:51.760]   in that they're always,
[00:34:51.760 --> 00:34:53.280]   there are more experiments you could run
[00:34:53.280 --> 00:34:54.960]   and more pieces of information that you could gain
[00:34:54.960 --> 00:34:57.800]   in the same way that like scientific research on biology
[00:34:57.800 --> 00:35:00.880]   is also somewhat experimentally like throughput bound.
[00:35:00.880 --> 00:35:03.680]   Like you need to be able to run and culture the cells
[00:35:03.680 --> 00:35:04.920]   in order to get the information.
[00:35:04.920 --> 00:35:07.640]   I think that will be
[00:35:07.640 --> 00:35:09.040]   at least a short-term bounding constraint.
[00:35:09.040 --> 00:35:10.160]   Obviously, you know,
[00:35:10.160 --> 00:35:13.880]   Sam's trying to raise $7 trillion to buy chips.
[00:35:13.880 --> 00:35:15.920]   And so like, it does seem like
[00:35:15.920 --> 00:35:17.720]   there's going to be a lot more compute in future
[00:35:17.720 --> 00:35:20.080]   as everyone is heavily ramping.
[00:35:20.080 --> 00:35:21.800]   NVIDIA's stock price sort of represents
[00:35:21.800 --> 00:35:25.280]   the relative compute increase.
[00:35:25.280 --> 00:35:26.920]   But any thoughts?
[00:35:26.920 --> 00:35:31.440]   - I think we need a few more nines of reliability
[00:35:31.440 --> 00:35:34.320]   in order for it to really be useful and trustworthy.
[00:35:34.320 --> 00:35:35.680]   Right now it's like,
[00:35:35.680 --> 00:35:39.720]   and just having context lengths that are super long
[00:35:39.720 --> 00:35:42.080]   and it's like very cheap to have.
[00:35:42.080 --> 00:35:44.560]   Like if I'm working in our code base,
[00:35:44.560 --> 00:35:46.360]   it's really only small modules
[00:35:46.360 --> 00:35:48.960]   that I can get Claude to write for me right now.
[00:35:48.960 --> 00:35:53.680]   But it's very plausible that within the next few years
[00:35:53.680 --> 00:35:57.920]   or even sooner, it can automate most of my tasks.
[00:35:57.920 --> 00:36:00.880]   The only other thing here that I will note is
[00:36:00.880 --> 00:36:04.960]   the research that at least our sub team
[00:36:04.960 --> 00:36:06.840]   in interpretability is working on
[00:36:06.840 --> 00:36:08.880]   is so early stage
[00:36:09.880 --> 00:36:12.640]   that you really have to be able to
[00:36:12.640 --> 00:36:16.720]   make sure everything is done correctly in a bug-free way
[00:36:16.720 --> 00:36:19.200]   and contextualize the results
[00:36:19.200 --> 00:36:21.200]   with everything else in the model.
[00:36:21.200 --> 00:36:22.720]   And if something isn't going right,
[00:36:22.720 --> 00:36:25.240]   be able to enumerate all of the possible things
[00:36:25.240 --> 00:36:27.840]   and then slowly work on those.
[00:36:27.840 --> 00:36:29.680]   Like an example that we've publicly talked about
[00:36:29.680 --> 00:36:31.840]   in previous papers is dealing with layer norm, right?
[00:36:31.840 --> 00:36:34.760]   And it's like, if I'm trying to get an early result
[00:36:34.760 --> 00:36:37.680]   or look at like the logit effects of the model, right?
[00:36:37.680 --> 00:36:39.480]   So it's like, if I activate this feature
[00:36:39.480 --> 00:36:41.520]   that we've identified to a really large degree,
[00:36:41.520 --> 00:36:43.760]   how does that change the output of the model?
[00:36:43.760 --> 00:36:46.440]   Am I using layer norm or not?
[00:36:46.440 --> 00:36:49.160]   How is that changing the feature that's being learned?
[00:36:49.160 --> 00:36:53.560]   And that will take even more context
[00:36:53.560 --> 00:36:55.840]   or reasoning abilities for the model.
[00:36:55.840 --> 00:37:00.240]   - So you used a couple of concepts together
[00:37:00.240 --> 00:37:02.440]   and it's not self-evident to me that they're the same,
[00:37:02.440 --> 00:37:04.800]   but it seemed like you were using them interchangeably.
[00:37:04.800 --> 00:37:05.640]   So I just wanna,
[00:37:06.800 --> 00:37:10.080]   like one was, well, to work on the cloud code base
[00:37:10.080 --> 00:37:12.600]   and make more modules based on that.
[00:37:12.600 --> 00:37:15.120]   They need more context or something where like,
[00:37:15.120 --> 00:37:16.760]   it seems like they might already be able to fit
[00:37:16.760 --> 00:37:18.160]   in the context.
[00:37:18.160 --> 00:37:19.480]   Or do you mean like actual,
[00:37:19.480 --> 00:37:21.800]   do you mean like the context window context or like more?
[00:37:21.800 --> 00:37:23.360]   - Yeah, the context window context.
[00:37:23.360 --> 00:37:25.920]   - So yeah, it seems like now it might just be able to fit.
[00:37:25.920 --> 00:37:27.720]   The thing that's preventing it from making good modules
[00:37:27.720 --> 00:37:30.960]   is not the lack of being able to put the code base in there.
[00:37:30.960 --> 00:37:32.280]   - I think that will be there soon.
[00:37:32.280 --> 00:37:33.120]   - Yeah.
[00:37:33.120 --> 00:37:34.160]   But like, it's not gonna be as good at you
[00:37:34.160 --> 00:37:35.640]   as you at like coming up with papers
[00:37:35.640 --> 00:37:37.640]   because it can like fit the code base in there.
[00:37:37.640 --> 00:37:40.440]   - No, but it will speed up a lot of the engineering.
[00:37:40.440 --> 00:37:41.280]   - Hmm.
[00:37:41.280 --> 00:37:43.440]   In a way that causes an intelligence explosion?
[00:37:43.440 --> 00:37:45.960]   - No, that accelerates research.
[00:37:45.960 --> 00:37:47.840]   But I think these things compound.
[00:37:47.840 --> 00:37:49.760]   So like the faster I can do my engineering,
[00:37:49.760 --> 00:37:51.640]   the more experiments I can run.
[00:37:51.640 --> 00:37:53.800]   And then the more experiments I can run, the faster we can.
[00:37:53.800 --> 00:37:56.480]   I mean, my work isn't actually accelerating capabilities
[00:37:56.480 --> 00:37:57.320]   at all.
[00:37:57.320 --> 00:37:58.160]   - Right, right.
[00:37:58.160 --> 00:37:59.000]   - It's just like interpreting the models.
[00:37:59.000 --> 00:38:00.560]   But we have a lot more work to do on that.
[00:38:00.560 --> 00:38:01.720]   (laughing)
[00:38:01.720 --> 00:38:03.520]   Surprise to the Twitter,
[00:38:03.520 --> 00:38:05.480]   (laughing)
[00:38:05.480 --> 00:38:06.680]   I mean, for context,
[00:38:06.680 --> 00:38:08.080]   like when you released your paper,
[00:38:08.080 --> 00:38:09.400]   there was a lot of talk on Twitter
[00:38:09.400 --> 00:38:12.280]   about alignment is solved guys, close the curtains.
[00:38:12.280 --> 00:38:14.520]   (laughing)
[00:38:14.520 --> 00:38:18.840]   - Yeah, yeah, no, it keeps me up at night
[00:38:18.840 --> 00:38:20.880]   how quickly the models are becoming more capable
[00:38:20.880 --> 00:38:23.720]   and like just how poor our understanding still is
[00:38:23.720 --> 00:38:24.680]   of what's going on.
[00:38:24.680 --> 00:38:28.840]   - Yeah, I guess I'm still...
[00:38:28.840 --> 00:38:31.680]   Okay, so lessening through the specifics here.
[00:38:31.680 --> 00:38:33.040]   By the time this is happening,
[00:38:33.040 --> 00:38:36.040]   we have bigger models that are two to four orders
[00:38:36.040 --> 00:38:38.480]   of magnitude bigger, right?
[00:38:38.480 --> 00:38:39.600]   Or at least an effective compute
[00:38:39.600 --> 00:38:41.560]   are two to four orders of magnitude bigger.
[00:38:41.560 --> 00:38:45.520]   And so this like idea that,
[00:38:45.520 --> 00:38:48.160]   well, you can run experiments faster or something.
[00:38:48.160 --> 00:38:50.080]   You're having to retrain that model
[00:38:50.080 --> 00:38:52.360]   in this version of the intelligence explosion.
[00:38:52.360 --> 00:38:56.280]   Like the recursive self-improvement
[00:38:56.280 --> 00:38:58.400]   is different from what might've been imagined 20 years ago
[00:38:58.400 --> 00:38:59.680]   where you just rewrite the code.
[00:38:59.680 --> 00:39:01.720]   You actually have to train a new model
[00:39:01.720 --> 00:39:03.080]   and that's really expensive.
[00:39:03.080 --> 00:39:04.800]   Not only now, but especially in the future
[00:39:04.800 --> 00:39:06.640]   as you keep like making these models
[00:39:06.640 --> 00:39:08.720]   orders of magnitude bigger.
[00:39:08.720 --> 00:39:11.160]   Doesn't that dampen the possibility
[00:39:11.160 --> 00:39:12.800]   of a sort of recursive self-improvement type
[00:39:12.800 --> 00:39:14.000]   intelligence explosion?
[00:39:14.000 --> 00:39:19.840]   - It's definitely gonna act as a breaking mechanism.
[00:39:19.840 --> 00:39:26.360]   I agree that the world of like what we're making today
[00:39:26.360 --> 00:39:28.120]   looks very different to what people imagined
[00:39:28.120 --> 00:39:29.080]   it would look like 20 years ago.
[00:39:29.080 --> 00:39:30.520]   Like it's not gonna be able to write the same code
[00:39:30.520 --> 00:39:32.080]   to be like really smart
[00:39:32.080 --> 00:39:33.720]   because actually it needs to train itself.
