
[00:00:00.040 --> 00:00:09.420]   lihat
[00:16:59.360 --> 00:16:59.360]   You're going to go ahead and close the show.
[00:16:59.360 --> 00:16:59.360]   You're going to go ahead and close the show.
[00:16:59.360 --> 00:16:59.360]   You're going to go ahead and close the show.
[00:16:59.360 --> 00:16:59.360]   You're going to go ahead and close the show.
[00:16:59.360 --> 00:16:59.360]   You're going to go ahead and close the show.
[00:16:59.360 --> 00:16:59.360]   You're going to go ahead and close the show.
[00:16:59.360 --> 00:16:59.360]   You're going to go ahead and close the show.
[00:16:59.360 --> 00:16:59.360]   You're going to go ahead and close the show.
[00:16:59.360 --> 00:16:59.360]   You're going to go ahead and close the show.
[00:16:59.360 --> 00:16:59.360]   You're going to go ahead and close the show.
[00:16:59.360 --> 00:16:59.360]   You're going to go ahead and close the show.
[00:16:59.380 --> 00:17:29.380]   You're going to go ahead and close the show.
[00:17:29.380 --> 00:17:29.380]   You're going to go ahead and close the show.
[00:17:29.380 --> 00:17:29.380]   You're going to go ahead and close the show.
[00:17:29.380 --> 00:17:29.380]   You're going to go ahead and close the show.
[00:17:29.380 --> 00:17:29.380]   You're going to go ahead and close the show.
[00:17:29.380 --> 00:17:29.380]   You're going to go ahead and close the show.
[00:17:29.380 --> 00:17:29.380]   You're going to go ahead and close the show.
[00:17:29.380 --> 00:17:29.380]   You're going to go ahead and close the show.
[00:17:29.380 --> 00:17:29.380]   You're going to go ahead and close the show.
[00:17:29.380 --> 00:17:29.380]   You're going to go ahead and close the show.
[00:17:29.380 --> 00:17:29.380]   You're going to go ahead and close the show.
[00:17:29.380 --> 00:17:29.380]   You're going to go ahead and close the show.
[00:17:29.380 --> 00:17:29.380]   You're going to go ahead and close the show.
[00:17:29.380 --> 00:17:29.380]   You're going to go ahead and close the show.
[00:17:29.380 --> 00:17:29.380]   You're going to go ahead and close the show.
[00:17:29.380 --> 00:17:29.380]   You're going to go ahead and close the show.
[00:17:29.380 --> 00:17:59.400]   You're going to go ahead and close the show.
[00:17:59.400 --> 00:17:59.400]   You're going to go ahead and close the show.
[00:17:59.400 --> 00:17:59.400]   You're going to go ahead and close the show.
[00:17:59.400 --> 00:17:59.400]   You're going to go ahead and close the show.
[00:17:59.400 --> 00:17:59.400]   You're going to go ahead and close the show.
[00:17:59.400 --> 00:17:59.400]   You're going to go ahead and close the show.
[00:17:59.400 --> 00:17:59.400]   You're going to go ahead and close the show.
[00:17:59.400 --> 00:17:59.400]   You're going to go ahead and close the show.
[00:17:59.400 --> 00:17:59.400]   You're going to go ahead and close the show.
[00:17:59.420 --> 00:18:29.420]   You're going to go ahead and close the show.
[00:18:29.420 --> 00:18:29.420]   You're going to go ahead and close the show.
[00:18:29.420 --> 00:18:29.420]   You're going to go ahead and close the show.
[00:18:29.420 --> 00:18:29.420]   You're going to go ahead and close the show.
[00:18:29.420 --> 00:18:29.420]   You're going to go ahead and close the show.
[00:18:29.420 --> 00:18:29.420]   You're going to go ahead and close the show.
[00:18:29.420 --> 00:18:29.420]   You're going to go ahead and close the show.
[00:18:29.420 --> 00:18:29.420]   You're going to go ahead and close the show.
[00:18:29.420 --> 00:18:29.420]   You're going to go ahead and close the show.
[00:18:29.420 --> 00:18:29.420]   You're going to go ahead and close the show.
[00:18:29.420 --> 00:18:29.420]   You're going to go ahead and close the show.
[00:18:29.420 --> 00:18:29.420]   You're going to go ahead and close the show.
[00:18:29.420 --> 00:18:29.420]   You're going to go ahead and close the show.
[00:18:29.420 --> 00:18:29.420]   You're going to go ahead and close the show.
[00:18:29.420 --> 00:18:29.420]   You're going to go ahead and close the show.
[00:18:29.420 --> 00:18:29.420]   You're going to go ahead and close the show.
[00:18:29.420 --> 00:18:59.440]   You're going to go ahead and close the show.
[00:18:59.440 --> 00:18:59.440]   You're going to go ahead and close the show.
[00:18:59.440 --> 00:18:59.440]   You're going to go ahead and close the show.
[00:18:59.440 --> 00:18:59.440]   You're going to go ahead and close the show.
[00:18:59.440 --> 00:18:59.440]   You're going to go ahead and close the show.
[00:18:59.440 --> 00:18:59.440]   You're going to go ahead and close the show.
[00:18:59.440 --> 00:18:59.440]   You're going to go ahead and close the show.
[00:18:59.440 --> 00:18:59.440]   You're going to go ahead and close the show.
[00:18:59.440 --> 00:18:59.440]   You're going to go ahead and close the show.
[00:18:59.440 --> 00:18:59.440]   You're going to go ahead and close the show.
[00:18:59.440 --> 00:18:59.440]   You're going to go ahead and close the show.
[00:18:59.460 --> 00:19:29.460]   You're going to go ahead and close the show.
[00:19:29.460 --> 00:19:29.460]   You're going to go ahead and close the show.
[00:19:29.460 --> 00:19:29.460]   You're going to go ahead and close the show.
[00:19:29.460 --> 00:19:29.460]   You're going to go ahead and close the show.
[00:19:29.460 --> 00:19:29.460]   You're going to go ahead and close the show.
[00:19:29.460 --> 00:19:29.460]   You're going to go ahead and close the show.
[00:19:29.460 --> 00:19:29.460]   You're going to go ahead and close the show.
[00:19:29.460 --> 00:19:29.460]   You're going to go ahead and close the show.
[00:19:29.460 --> 00:19:29.460]   You're going to go ahead and close the show.
[00:19:29.460 --> 00:19:29.460]   You're going to go ahead and close the show.
[00:19:29.460 --> 00:19:29.460]   You're going to go ahead and close the show.
[00:19:29.460 --> 00:19:29.460]   You're going to go ahead and close the show.
[00:19:29.460 --> 00:19:29.460]   You're going to go ahead and close the show.
[00:19:29.460 --> 00:19:29.460]   You're going to go ahead and close the show.
[00:19:29.460 --> 00:19:29.460]   You're going to go ahead and close the show.
[00:19:29.460 --> 00:19:29.460]   You're going to go ahead and close the show.
[00:19:59.480 --> 00:19:59.480]   You're going to go ahead and close the show.
[00:19:59.480 --> 00:19:59.480]   You're going to go ahead and close the show.
[00:19:59.480 --> 00:19:59.480]   You're going to go ahead and close the show.
[00:19:59.480 --> 00:19:59.480]   You're going to go ahead and close the show.
[00:19:59.480 --> 00:19:59.480]   You're going to go ahead and close the show.
[00:19:59.480 --> 00:19:59.480]   You're going to go ahead and close the show.
[00:19:59.480 --> 00:19:59.480]   You're going to go ahead and close the show.
[00:19:59.480 --> 00:19:59.480]   You're going to go ahead and close the show.
[00:19:59.480 --> 00:19:59.480]   You're going to go ahead and close the show.
[00:19:59.480 --> 00:19:59.480]   You're going to go ahead and close the show.
[00:19:59.480 --> 00:19:59.480]   You're going to go ahead and close the show.
[00:19:59.480 --> 00:19:59.480]   You're going to go ahead and close the show.
[00:20:29.500 --> 00:20:59.520]   "I'm going to go ahead and close the show."
[00:20:59.520 --> 00:20:59.520]   I'm going to go ahead and close the show.
[00:20:59.520 --> 00:20:59.520]   I'm going to go ahead and close the show.
[00:20:59.520 --> 00:20:59.520]   I'm going to go ahead and close the show.
[00:20:59.520 --> 00:20:59.520]   I'm going to go ahead and close the show.
[00:20:59.520 --> 00:20:59.520]   I'm going to go ahead and close the show.
[00:20:59.520 --> 00:20:59.520]   I'm going to go ahead and close the show.
[00:20:59.520 --> 00:20:59.520]   I'm going to go ahead and close the show.
[00:20:59.520 --> 00:20:59.520]   I'm going to go ahead and close the show.
[00:20:59.520 --> 00:20:59.520]   I'm going to go ahead and close the show.
[00:20:59.520 --> 00:20:59.520]   I'm going to go ahead and close the show.
[00:20:59.520 --> 00:20:59.520]   I'm going to go ahead and close the show.
[00:20:59.520 --> 00:20:59.520]   I'm going to go ahead and close the show.
[00:21:00.280 --> 00:21:29.540]   I'm going to go ahead and close the show.
[00:21:29.540 --> 00:21:29.540]   I'm going to go ahead and close the show.
[00:21:29.540 --> 00:21:29.540]   I'm going to go ahead and close the show.
[00:21:29.540 --> 00:21:29.540]   I'm going to go ahead and close the show.
[00:21:29.540 --> 00:21:29.540]   I'm going to go ahead and close the show.
[00:21:29.540 --> 00:21:29.540]   I'm going to go ahead and close the show.
[00:21:29.540 --> 00:21:29.540]   I'm going to go ahead and close the show.
[00:21:29.560 --> 00:21:59.560]   I'm going to go ahead and close the show.
[00:21:59.560 --> 00:21:59.560]   I'm going to go ahead and close the show.
[00:21:59.560 --> 00:21:59.560]   I'm going to go ahead and close the show.
[00:21:59.560 --> 00:21:59.560]   I'm going to go ahead and close the show.
[00:21:59.560 --> 00:21:59.560]   I'm going to go ahead and close the show.
[00:21:59.560 --> 00:21:59.560]   I'm going to go ahead and close the show.
[00:21:59.560 --> 00:21:59.560]   I'm going to go ahead and close the show.
[00:21:59.560 --> 00:21:59.560]   I'm going to go ahead and close the show.
[00:21:59.560 --> 00:21:59.560]   I'm going to go ahead and close the show.
[00:21:59.560 --> 00:21:59.560]   I'm going to go ahead and close the show.
[00:21:59.560 --> 00:21:59.560]   I'm going to go ahead and close the show.
[00:21:59.560 --> 00:21:59.560]   I'm going to go ahead and close the show.
[00:21:59.560 --> 00:21:59.560]   I'm going to go ahead and close the show.
[00:21:59.560 --> 00:21:59.560]   I'm going to go ahead and close the show.
[00:21:59.560 --> 00:21:59.560]   I'm going to go ahead and close the show.
[00:21:59.560 --> 00:21:59.560]   I'm going to go ahead and close the show.
[00:21:59.580 --> 00:22:29.580]   I'm going to go ahead and close the show.
[00:22:29.580 --> 00:22:29.580]   I'm going to go ahead and close the show.
[00:22:29.580 --> 00:22:29.580]   I'm going to go ahead and close the show.
[00:22:29.580 --> 00:22:29.580]   I'm going to go ahead and close the show.
[00:22:29.580 --> 00:22:29.580]   I'm going to go ahead and close the show.
[00:22:29.580 --> 00:22:29.580]   I'm going to go ahead and close the show.
[00:22:29.580 --> 00:22:29.580]   I'm going to go ahead and close the show.
[00:22:29.580 --> 00:22:29.580]   I'm going to go ahead and close the show.
[00:22:29.580 --> 00:22:29.580]   I'm going to go ahead and close the show.
[00:22:29.580 --> 00:22:29.580]   I'm going to go ahead and close the show.
[00:22:29.580 --> 00:22:29.580]   I'm going to go ahead and close the show.
[00:22:29.580 --> 00:22:29.580]   I'm going to go ahead and close the show.
[00:22:29.600 --> 00:22:59.600]   I'm going to go ahead and close the show.
[00:22:59.600 --> 00:22:59.600]   I'm going to go ahead and close the show.
[00:22:59.600 --> 00:22:59.600]   I'm going to go ahead and close the show.
[00:22:59.600 --> 00:22:59.600]   I'm going to go ahead and close the show.
[00:22:59.600 --> 00:22:59.600]   I'm going to go ahead and close the show.
[00:22:59.600 --> 00:22:59.600]   I'm going to go ahead and close the show.
[00:22:59.600 --> 00:22:59.600]   I'm going to go ahead and close the show.
[00:22:59.600 --> 00:22:59.600]   I'm going to go ahead and close the show.
[00:22:59.600 --> 00:22:59.600]   I'm going to go ahead and close the show.
[00:22:59.600 --> 00:22:59.600]   I'm going to go ahead and close the show.
[00:22:59.600 --> 00:22:59.600]   I'm going to go ahead and close the show.
[00:22:59.600 --> 00:22:59.600]   I'm going to go ahead and close the show.
[00:22:59.600 --> 00:22:59.600]   I'm going to go ahead and close the show.
[00:22:59.600 --> 00:22:59.600]   I'm going to go ahead and close the show.
[00:22:59.600 --> 00:23:29.620]   I'm going to go ahead and close the show.
[00:23:29.620 --> 00:23:29.620]   I'm going to go ahead and close the show.
[00:23:29.620 --> 00:23:29.620]   I'm going to go ahead and close the show.
[00:23:29.620 --> 00:23:29.620]   I'm going to go ahead and close the show.
[00:23:29.620 --> 00:23:29.620]   I'm going to go ahead and close the show.
[00:23:29.620 --> 00:23:29.620]   I'm going to go ahead and close the show.
[00:23:29.620 --> 00:23:29.620]   I'm going to go ahead and close the show.
[00:23:29.620 --> 00:23:29.620]   I'm going to go ahead and close the show.
[00:23:29.620 --> 00:23:29.620]   I'm going to go ahead and close the show.
[00:23:29.620 --> 00:23:29.620]   I'm going to go ahead and close the show.
[00:23:29.620 --> 00:23:29.620]   I'm going to go ahead and close the show.
[00:23:29.620 --> 00:23:29.620]   I'm going to go ahead and close the show.
[00:23:29.620 --> 00:23:29.620]   I'm going to go ahead and close the show.
[00:23:29.640 --> 00:23:59.640]   I'm going to go ahead and close the show.
[00:23:59.640 --> 00:23:59.640]   I'm going to go ahead and close the show.
[00:23:59.640 --> 00:23:59.640]   I'm going to go ahead and close the show.
[00:23:59.640 --> 00:23:59.640]   I'm going to go ahead and close the show.
[00:23:59.640 --> 00:23:59.640]   I'm going to go ahead and close the show.
[00:23:59.640 --> 00:23:59.640]   I'm going to go ahead and close the show.
[00:23:59.640 --> 00:23:59.640]   I'm going to go ahead and close the show.
[00:23:59.640 --> 00:23:59.640]   I'm going to go ahead and close the show.
[00:23:59.640 --> 00:23:59.640]   I'm going to go ahead and close the show.
[00:23:59.640 --> 00:23:59.640]   I'm going to go ahead and close the show.
[00:23:59.640 --> 00:23:59.640]   I'm going to go ahead and close the show.
[00:23:59.640 --> 00:23:59.640]   I'm going to go ahead and close the show.
[00:23:59.640 --> 00:23:59.640]   I'm going to go ahead and close the show.
[00:23:59.640 --> 00:23:59.640]   I'm going to go ahead and close the show.
[00:23:59.640 --> 00:23:59.640]   I'm going to go ahead and close the show.
[00:23:59.640 --> 00:23:59.640]   I'm going to go ahead and close the show.
[00:23:59.640 --> 00:24:29.660]   I'm going to go ahead and close the show.
[00:24:29.660 --> 00:24:29.660]   I'm going to go ahead and close the show.
[00:24:29.660 --> 00:24:29.660]   I'm going to go ahead and close the show.
[00:24:29.660 --> 00:24:29.660]   I'm going to go ahead and close the show.
[00:24:29.660 --> 00:24:29.660]   I'm going to go ahead and close the show.
[00:24:29.660 --> 00:24:29.660]   I'm going to go ahead and close the show.
[00:24:29.660 --> 00:24:29.660]   I'm going to go ahead and close the show.
[00:24:29.660 --> 00:24:29.660]   I'm going to go ahead and close the show.
[00:24:29.660 --> 00:24:29.660]   I'm going to go ahead and close the show.
[00:24:29.680 --> 00:24:59.680]   I'm going to go ahead and close the show.
[00:24:59.680 --> 00:24:59.680]   I'm going to go ahead and close the show.
[00:24:59.680 --> 00:24:59.680]   I'm going to go ahead and close the show.
[00:24:59.680 --> 00:24:59.680]   I'm going to go ahead and close the show.
[00:24:59.680 --> 00:24:59.680]   I'm going to go ahead and close the show.
[00:24:59.680 --> 00:24:59.680]   I'm going to go ahead and close the show.
[00:24:59.680 --> 00:24:59.680]   I'm going to go ahead and close the show.
[00:24:59.680 --> 00:24:59.680]   I'm going to go ahead and close the show.
[00:24:59.680 --> 00:24:59.680]   I'm going to go ahead and close the show.
[00:24:59.680 --> 00:24:59.680]   I'm going to go ahead and close the show.
[00:24:59.680 --> 00:24:59.680]   I'm going to go ahead and close the show.
[00:24:59.680 --> 00:24:59.680]   I'm going to go ahead and close the show.
[00:24:59.680 --> 00:24:59.680]   I'm going to go ahead and close the show.
[00:24:59.680 --> 00:24:59.680]   I'm going to go ahead and close the show.
[00:24:59.680 --> 00:24:59.680]   I'm going to go ahead and close the show.
[00:24:59.680 --> 00:24:59.680]   I'm going to go ahead and close the show.
[00:24:59.680 --> 00:25:29.700]   I'm going to go ahead and close the show.
[00:25:29.700 --> 00:25:29.700]   I'm going to go ahead and close the show.
[00:25:29.700 --> 00:25:29.700]   I'm going to go ahead and close the show.
[00:25:29.700 --> 00:25:29.700]   I'm going to go ahead and close the show.
[00:25:29.700 --> 00:25:29.700]   I'm going to go ahead and close the show.
[00:25:29.700 --> 00:25:29.700]   I'm going to go ahead and close the show.
[00:25:29.700 --> 00:25:29.700]   I'm going to go ahead and close the show.
[00:25:29.700 --> 00:25:29.700]   I'm going to go ahead and close the show.
[00:25:29.700 --> 00:25:29.700]   I'm going to go ahead and close the show.
[00:25:29.700 --> 00:25:29.700]   I'm going to go ahead and close the show.
[00:25:29.700 --> 00:25:29.700]   I'm going to go ahead and close the show.
[00:25:29.720 --> 00:25:59.720]   I'm going to go ahead and close the show.
[00:25:59.720 --> 00:25:59.720]   I'm going to go ahead and close the show.
[00:25:59.720 --> 00:25:59.720]   I'm going to go ahead and close the show.
[00:25:59.720 --> 00:25:59.720]   I'm going to go ahead and close the show.
[00:25:59.720 --> 00:25:59.720]   I'm going to go ahead and close the show.
[00:25:59.720 --> 00:25:59.720]   I'm going to go ahead and close the show.
[00:25:59.720 --> 00:25:59.720]   I'm going to go ahead and close the show.
[00:25:59.720 --> 00:25:59.720]   I'm going to go ahead and close the show.
[00:25:59.720 --> 00:25:59.720]   I'm going to go ahead and close the show.
[00:25:59.720 --> 00:25:59.720]   I'm going to go ahead and close the show.
[00:25:59.720 --> 00:25:59.720]   I'm going to go ahead and close the show.
[00:25:59.720 --> 00:25:59.720]   I'm going to go ahead and close the show.
[00:25:59.720 --> 00:25:59.720]   I'm going to go ahead and close the show.
[00:25:59.720 --> 00:25:59.720]   I'm going to go ahead and close the show.
[00:25:59.720 --> 00:25:59.720]   I'm going to go ahead and close the show.
[00:25:59.720 --> 00:25:59.720]   I'm going to go ahead and close the show.
[00:25:59.740 --> 00:26:29.740]   I'm going to go ahead and close the show.
[00:26:29.740 --> 00:26:29.740]   I'm going to go ahead and close the show.
[00:26:29.740 --> 00:26:29.740]   I'm going to go ahead and close the show.
[00:26:29.740 --> 00:26:29.740]   I'm going to go ahead and close the show.
[00:26:29.740 --> 00:26:29.740]   I'm going to go ahead and close the show.
[00:26:29.740 --> 00:26:29.740]   I'm going to go ahead and close the show.
[00:26:29.740 --> 00:26:29.740]   I'm going to go ahead and close the show.
[00:26:29.740 --> 00:26:29.740]   I'm going to go ahead and close the show.
[00:26:29.740 --> 00:26:29.740]   I'm going to go ahead and close the show.
[00:26:29.740 --> 00:26:29.740]   I'm going to go ahead and close the show.
[00:26:29.740 --> 00:26:29.740]   I'm going to go ahead and close the show.
[00:26:29.740 --> 00:26:29.740]   I'm going to go ahead and close the show.
[00:26:29.740 --> 00:26:29.740]   I'm going to go ahead and close the show.
[00:26:29.760 --> 00:26:59.760]  ,
[00:26:59.760 --> 00:26:59.760]   I'm going to go ahead and close the show.
[00:26:59.760 --> 00:26:59.760]   I'm going to go ahead and close the show.
[00:26:59.760 --> 00:26:59.760]   I'm going to go ahead and close the show.
[00:26:59.760 --> 00:26:59.760]   I'm going to go ahead and close the show.
[00:26:59.760 --> 00:26:59.760]   I'm going to go ahead and close the show.
[00:26:59.760 --> 00:26:59.760]   I'm going to go ahead and close the show.
[00:26:59.760 --> 00:26:59.760]   I'm going to go ahead and close the show.
[00:26:59.760 --> 00:26:59.760]   I'm going to go ahead and close the show.
[00:26:59.760 --> 00:26:59.760]   I'm going to go ahead and close the show.
[00:26:59.760 --> 00:26:59.760]   I'm going to go ahead and close the show.
[00:26:59.760 --> 00:26:59.760]   I'm going to go ahead and close the show.
[00:26:59.780 --> 00:27:29.780]  ,
[00:27:29.780 --> 00:27:29.780]   I'm going to go ahead and close the show.
[00:27:29.780 --> 00:27:29.780]   I'm going to go ahead and close the show.
[00:27:29.780 --> 00:27:29.780]   I'm going to go ahead and close the show.
[00:27:29.780 --> 00:27:29.780]   I'm going to go ahead and close the show.
[00:27:29.780 --> 00:27:29.780]   I'm going to go ahead and close the show.
[00:27:29.780 --> 00:27:29.780]   I'm going to go ahead and close the show.
[00:27:29.780 --> 00:27:29.780]   I'm going to go ahead and close the show.
[00:27:29.780 --> 00:27:29.780]   I'm going to go ahead and close the show.
[00:27:29.780 --> 00:27:29.780]   I'm going to go ahead and close the show.
[00:27:29.780 --> 00:27:59.800]   I'm going to go ahead and close the show.
[00:27:59.800 --> 00:27:59.800]   I'm going to go ahead and close the show.
[00:27:59.800 --> 00:27:59.800]   I'm going to go ahead and close the show.
[00:27:59.800 --> 00:27:59.800]   I'm going to go ahead and close the show.
[00:27:59.800 --> 00:27:59.800]   I'm going to go ahead and close the show.
[00:27:59.800 --> 00:27:59.800]   I'm going to go ahead and close the show.
[00:27:59.800 --> 00:27:59.800]   I'm going to go ahead and close the show.
[00:27:59.800 --> 00:27:59.800]   I'm going to go ahead and close the show.
[00:27:59.800 --> 00:27:59.800]   I'm going to go ahead and close the show.
[00:27:59.800 --> 00:27:59.800]   I'm going to go ahead and close the show.
[00:27:59.800 --> 00:27:59.800]   I'm going to go ahead and close the show.
[00:27:59.800 --> 00:27:59.800]   I'm going to go ahead and close the show.
[00:27:59.800 --> 00:27:59.800]   I'm going to go ahead and close the show.
[00:27:59.800 --> 00:27:59.800]   I'm going to go ahead and close the show.
[00:27:59.800 --> 00:27:59.800]   I'm going to go ahead and close the show. I'm going to go ahead and close the show.
[00:27:59.820 --> 00:28:29.820]   I'm going to go ahead and close the show.
[00:28:29.820 --> 00:28:29.820]   I'm going to go ahead and close the show.
[00:28:29.820 --> 00:28:29.820]   I'm going to go ahead and close the show.
[00:28:29.820 --> 00:28:29.820]   I'm going to go ahead and close the show.
[00:28:29.820 --> 00:28:29.820]   I'm going to go ahead and close the show.
[00:28:29.820 --> 00:28:29.820]   I'm going to go ahead and close the show.
[00:28:29.820 --> 00:28:29.820]   I'm going to go ahead and close the show.
[00:28:29.820 --> 00:28:29.820]   I'm going to go ahead and close the show.
[00:28:29.820 --> 00:28:29.820]   I'm going to go ahead and close the show.
[00:28:29.820 --> 00:28:29.820]   I'm going to go ahead and close the show.
[00:28:29.820 --> 00:28:29.820]   I'm going to go ahead and close the show.
[00:28:29.820 --> 00:28:29.820]   I'm going to go ahead and close the show.
[00:28:29.820 --> 00:28:29.820]   I'm going to go ahead and close the show.
[00:28:29.820 --> 00:28:29.820]   I'm going to go ahead and close the show.
[00:28:29.820 --> 00:28:29.820]   I'm going to go ahead and close the show.
[00:28:29.820 --> 00:28:29.820]   I'm going to go ahead and close the show.
[00:28:29.820 --> 00:28:59.840]   I'm going to go ahead and close the show.
[00:28:59.840 --> 00:28:59.840]   I'm going to go ahead and close the show.
[00:28:59.840 --> 00:28:59.840]   I'm going to go ahead and close the show.
[00:28:59.840 --> 00:28:59.840]   I'm going to go ahead and close the show.
[00:28:59.840 --> 00:28:59.840]   I'm going to go ahead and close the show.
[00:28:59.840 --> 00:28:59.840]   I'm going to go ahead and close the show.
[00:28:59.840 --> 00:28:59.840]   I'm going to go ahead and close the show.
[00:28:59.840 --> 00:28:59.840]   I'm going to go ahead and close the show.
[00:28:59.840 --> 00:28:59.840]   I'm going to go ahead and close the show.
[00:28:59.840 --> 00:28:59.840]   I'm going to go ahead and close the show.
[00:28:59.860 --> 00:29:29.860]   You're going to go ahead and close the show.
[00:29:29.860 --> 00:29:29.860]   You're going to go ahead and close the show.
[00:29:29.860 --> 00:29:29.860]   You're going to go ahead and close the show.
[00:29:29.860 --> 00:29:29.860]   You're going to go ahead and close the show.
[00:29:29.860 --> 00:29:29.860]   You're going to go ahead and close the show.
[00:29:29.860 --> 00:29:29.860]   You're going to go ahead and close the show.
[00:29:29.860 --> 00:29:29.860]   You're going to go ahead and close the show.
[00:29:29.860 --> 00:29:29.860]   You're going to go ahead and close the show.
[00:29:29.860 --> 00:29:29.860]   You're going to go ahead and close the show.
[00:29:29.860 --> 00:29:29.860]   You're going to go ahead and close the show.
[00:29:29.860 --> 00:29:29.860]   You're going to go ahead and close the show.
[00:29:29.860 --> 00:29:29.860]   You're going to go ahead and close the show.
[00:29:29.860 --> 00:29:29.860]   You're going to go ahead and close the show.
[00:29:29.860 --> 00:29:29.860]   You're going to go ahead and close the show.
[00:29:29.860 --> 00:29:29.860]   You're going to go ahead and close the show.
[00:29:29.860 --> 00:29:29.860]   You're going to go ahead and close the show.
[00:29:29.860 --> 00:29:59.880]   You're going to go ahead and close the show.
[00:29:59.880 --> 00:29:59.880]   You're going to go ahead and close the show.
[00:29:59.880 --> 00:29:59.880]   You're going to go ahead and close the show.
[00:29:59.880 --> 00:29:59.880]   You're going to go ahead and close the show.
[00:29:59.880 --> 00:29:59.880]   You're going to go ahead and close the show.
[00:29:59.880 --> 00:29:59.880]   You're going to go ahead and close the show.
[00:29:59.880 --> 00:29:59.880]   You're going to go ahead and close the show.
[00:29:59.880 --> 00:29:59.880]   You're going to go ahead and close the show.
[00:29:59.880 --> 00:29:59.880]   You're going to go ahead and close the show.
[00:29:59.880 --> 00:29:59.880]   You're going to go ahead and close the show.
[00:29:59.880 --> 00:29:59.880]   You're going to go ahead and close the show.
[00:29:59.920 --> 00:30:29.900]  program@gmail.com
[00:30:29.900 --> 00:30:29.900]   You're going to go ahead and close the show.
[00:30:29.900 --> 00:30:29.900]   You're going to go ahead and close the show.
[00:30:29.900 --> 00:30:29.900]   You're going to go ahead and close the show.
[00:30:29.900 --> 00:30:29.900]   You're going to go ahead and close the show.
[00:30:29.900 --> 00:30:29.900]   You're going to go ahead and close the show.
[00:30:29.900 --> 00:30:29.900]   You're going to go ahead and close the show.
[00:30:29.900 --> 00:30:29.900]   You're going to go ahead and close the show.
[00:30:29.900 --> 00:30:29.900]   You're going to go ahead and close the show.
[00:30:29.900 --> 00:30:29.900]   You're going to go ahead and close the show.
[00:30:29.900 --> 00:30:29.900]   You're going to go ahead and close the show.
[00:30:29.900 --> 00:30:29.900]   You're going to go ahead and close the show.
[00:30:29.900 --> 00:30:29.900]   You're going to go ahead and close the show.
[00:30:29.900 --> 00:30:29.900]   You're going to go ahead and close the show.
[00:30:29.900 --> 00:30:29.900]   You're going to go ahead and close the show.
[00:30:29.900 --> 00:30:29.900]   You're going to go ahead and close the show.
[00:30:29.900 --> 00:30:29.900]   You're going to go ahead and close the show.
[00:30:30.040 --> 00:30:59.920]   You're going to go ahead and close the show.
[00:30:59.920 --> 00:30:59.920]   You're going to go ahead and close the show.
[00:30:59.920 --> 00:30:59.920]   You're going to go ahead and close the show.
[00:30:59.920 --> 00:30:59.920]   You're going to go ahead and close the show.
[00:30:59.920 --> 00:30:59.920]   You're going to go ahead and close the show.
[00:30:59.920 --> 00:30:59.920]   You're going to go ahead and close the show.
[00:30:59.920 --> 00:30:59.920]   You're going to go ahead and close the show.
[00:30:59.920 --> 00:30:59.920]   You're going to go ahead and close the show.
[00:30:59.940 --> 00:31:29.940]   You're going to go ahead and close the show.
[00:31:29.940 --> 00:31:29.940]   You're going to go ahead and close the show.
[00:31:29.940 --> 00:31:29.940]   You're going to go ahead and close the show.
[00:31:29.940 --> 00:31:29.940]   You're going to go ahead and close the show.
[00:31:29.940 --> 00:31:29.940]   You're going to go ahead and close the show.
[00:31:29.940 --> 00:31:29.940]   You're going to go ahead and close the show.
[00:31:29.940 --> 00:31:29.940]   You're going to go ahead and close the show.
[00:31:29.940 --> 00:31:29.940]   You're going to go ahead and close the show.
[00:31:29.940 --> 00:31:29.940]   You're going to go ahead and close the show.
[00:31:29.940 --> 00:31:29.940]   You're going to go ahead and close the show.
[00:31:29.940 --> 00:31:29.940]   You're going to go ahead and close the show.
[00:31:29.940 --> 00:31:29.940]   You're going to go ahead and close the show.
[00:31:29.940 --> 00:31:29.940]   You're going to go ahead and close the show.
[00:31:29.940 --> 00:31:29.940]   You're going to go ahead and close the show.
[00:31:29.940 --> 00:31:29.940]   You're going to go ahead and close the show.
[00:31:29.940 --> 00:31:29.940]   You're going to go ahead and close the show.
[00:31:29.940 --> 00:31:59.960]   You're going to go ahead and close the show.
[00:31:59.960 --> 00:31:59.960]   You're going to go ahead and close the show.
[00:31:59.960 --> 00:31:59.960]   You're going to go ahead and close the show.
[00:31:59.960 --> 00:31:59.960]   You're going to go ahead and close the show.
[00:31:59.960 --> 00:31:59.960]   You're going to go ahead and close the show.
[00:31:59.960 --> 00:31:59.960]   You're going to go ahead and close the show.
[00:31:59.960 --> 00:31:59.960]   You're going to go ahead and close the show.
[00:31:59.960 --> 00:31:59.960]   You're going to go ahead and close the show.
[00:31:59.960 --> 00:31:59.960]   You're going to go ahead and close the show.
[00:31:59.960 --> 00:31:59.960]   You're going to go ahead and close the show.
[00:31:59.960 --> 00:31:59.960]   You're going to go ahead and close the show.
[00:31:59.960 --> 00:31:59.960]   You're going to go ahead and close the show.
[00:31:59.980 --> 00:32:29.980]   You're going to go ahead and close the show.
[00:32:29.980 --> 00:32:29.980]   You're going to go ahead and close the show.
[00:32:29.980 --> 00:32:29.980]   You're going to go ahead and close the show.
