
[00:00:00.000 --> 00:00:01.000]   All right.
[00:33:01.000 --> 00:33:09.000]   It's just this one piece of change. So your self dot gamma one, if you have a look at self dot gamma one,
[00:33:09.000 --> 00:33:17.000]   it's basically initialized to a really small value. And then if you check the shape of it, it's 384,
[00:33:17.000 --> 00:33:25.000]   which means each channel, because when you multiply this to your input of shape 1 by 196 by 384,
[00:33:25.000 --> 00:33:32.000]   it just means that each channel of the patch is going to get a certain weight. So that's what is layer scale.
[00:33:32.000 --> 00:33:37.000]   And then in terms of like architecture, they add this when your things are going through self attention.
[00:33:37.000 --> 00:33:42.000]   And then it's also added when things are going through to the feed forward neural network.
[00:33:42.000 --> 00:33:50.000]   That's the main thing. Like this is the only thing is like you're having basically instead of like, if this was width,
[00:33:50.000 --> 00:33:55.000]   this would just look like this. That's how width would look like. That's it.
[00:33:55.000 --> 00:34:04.000]   This is now, this is the vision transformer block. And then with this small change where each channel gets its own weight is the layer scale block.
[00:34:04.000 --> 00:34:14.000]   So I hope that that makes things even clearer. What is the intuition behind adding weights to the channel?
[00:34:14.000 --> 00:34:21.000]   It's exactly what's been mentioned in the paper is if you go have a look at the paper and when you go back and have a look at the read of this,
[00:34:21.000 --> 00:34:25.000]   what they're trying to say is our objective is to group the weights associated.
[00:34:25.000 --> 00:34:28.000]   Sorry, one sec. Associated with the same output channel.
[00:34:28.000 --> 00:34:34.000]   So basically they're saying like each channel could have a different kind of importance.
[00:34:34.000 --> 00:34:40.000]   And that's the intuition that I sort of felt in like having different weights.
[00:34:40.000 --> 00:34:46.000]   What would be the class token at test time? Assuming we cannot use the ground truth class label inference?
[00:34:46.000 --> 00:34:51.000]   That is incorrect. We're still using ground truth labels. So don't worry about class tokens.
[00:34:51.000 --> 00:34:58.000]   I'm not explaining class tokens. Let me go and explain class token next.
[00:34:58.000 --> 00:35:03.000]   Cool. So that's the first change. That's the, that's layer scale.
[00:35:03.000 --> 00:35:09.000]   That's the main thing that we looked at today. The next thing we're looking at is class attention.
[00:35:09.000 --> 00:35:19.000]   So providing a summary of what's going on with class attention is.
[00:35:19.000 --> 00:35:27.000]   Again, going to copy paste this image multiple times. Let me go back here.
[00:35:27.000 --> 00:35:31.000]   I think that didn't work very well.
[00:35:31.000 --> 00:35:35.000]   I'm going to copy it again.
[00:35:35.000 --> 00:35:40.000]   And paste it here. OK, perfect. This time it works.
[00:35:40.000 --> 00:35:48.000]   All right. So again, what you have in wit is you have this class token.
[00:35:48.000 --> 00:35:57.000]   What the wit model is trying to do is it's trying to summarize the information basically from all of the patches to this class token.
[00:35:57.000 --> 00:36:04.000]   That's what the wit is trying to do. But it's also trying to then the earlier layers, or at least transformer encoder layers.
[00:36:04.000 --> 00:36:09.000]   They're also trying to find interaction between these various patches.
[00:36:09.000 --> 00:36:16.000]   Right. That's the main starting point for Kite.
[00:36:16.000 --> 00:36:27.000]   And what they say in Kite is.
[00:36:27.000 --> 00:36:36.000]   When we have basically there's a discrepancy on the first layers of the transformers, which are.
[00:36:36.000 --> 00:36:42.000]   I'm just trying to find the text where it says the first layers of.
[00:36:42.000 --> 00:36:53.000]   Sorry, one second. I'm just trying to find the text in the paper.
[00:36:53.000 --> 00:37:01.000]   Especially, always a contradictory. OK, here it is. The contradictory objective of guiding the attention process while processing the class embedding.
[00:37:01.000 --> 00:37:05.000]   In simple terms, that just means like the objective is like having two objectives.
[00:37:05.000 --> 00:37:16.000]   One is processing the summarizing the information in the class token and then also like guiding the attention process, which means it's trying to attend to all of these different different patches.
[00:37:16.000 --> 00:37:25.000]   And what they try and do as a solution is here. This is the main solution.
[00:37:25.000 --> 00:37:38.000]   So let me again paste that so I can explain things. So as a solution, what happens is on your left is wit.
[00:37:38.000 --> 00:37:48.000]   So this is the wit. So in wit you have the class token really early on. Right. And then the class token propagates throughout.
[00:37:48.000 --> 00:37:56.000]   But what they're saying is instead of having the class token introduced really early on, don't do it like this.
[00:37:56.000 --> 00:38:06.000]   How about you do it like this on your right. You have your first layers without the class token and then you introduce the class token later.
[00:38:06.000 --> 00:38:13.000]   OK, this is important to understand what they're trying to say is now what's going to happen is.
[00:38:13.000 --> 00:38:32.000]   These earlier layers, specifically the ones without the class token, they're just going to perform the self attention, the self attention operation or it's basically then just going to find interaction between these various patches of the image.
[00:38:32.000 --> 00:38:41.000]   So like all it's trying to do now is just have a look at the various parts of the image and it's just trying to process that information.
[00:38:41.000 --> 00:38:50.000]   It's not trying to summarize that information into a class token so far. That happens in these two layers.
[00:38:50.000 --> 00:38:57.000]   Then what these two layers are going to do is it's going to take whatever the earlier layers processed.
[00:38:57.000 --> 00:39:04.000]   So it's going to take that information and then it's going to put all of that information in this class token.
[00:39:04.000 --> 00:39:08.000]   So that's the difference between.
[00:39:08.000 --> 00:39:19.000]   That's the main difference between Kite and Vision Transformer. And that's why this paper is called class.
[00:39:19.000 --> 00:39:26.000]   Class attention layer. There was somewhere. That's why they called it Kite. Class attention.
[00:39:26.000 --> 00:39:40.000]   Here it is. Class attention in Image Transformers. That's why this is called Kite because this is what the class attention is doing. It's like it's being introduced later instead of being very early on.
[00:39:40.000 --> 00:39:46.000]   So that's the main intuition of Kite. There's not much.
[00:39:46.000 --> 00:39:52.000]   There's not a lot to go from here.
[00:39:52.000 --> 00:39:57.000]   As long as you get the intuition, you've got the paper. These are the only two main changes.
[00:39:57.000 --> 00:40:04.000]   And if we have a look at the code, it's really, really simple. Once we have a look at the code. So I'm just going to have a look at.
[00:40:04.000 --> 00:40:14.000]   If there's any questions on the intuition behind Kite. I hope now it makes sense. What is the class token? What's the difference in Vid and Kite?
[00:40:14.000 --> 00:40:25.000]   In Vid you have the class token early on. In Kite you have the class token at a later stage.
[00:40:25.000 --> 00:40:33.000]   I'm not sure. I think it has been. I think there's a few. I can't exactly remember which research paper did it.
[00:40:33.000 --> 00:40:45.000]   There definitely would have been previous papers. I can't find or from the top of my head, I don't really remember which paper did it or where it's been tried.
[00:40:45.000 --> 00:40:54.000]   Oh, the SCNet is one of those, right? The SCNet. So if you have a look at.
[00:40:54.000 --> 00:41:03.000]   I'm just trying to answer this Bharat's question on like, has this been tried in the past? I think the squeeze and excitation network would be the closest.
[00:41:03.000 --> 00:41:08.000]   So in squeeze and excitation, basically each channel has its own weight.
[00:41:08.000 --> 00:41:14.000]   I think the closest that I can remember for now is SCNet.
[00:41:14.000 --> 00:41:17.000]   Okay, that's that.
[00:41:17.000 --> 00:41:21.000]   What else is left? Not much. Not much.
[00:41:21.000 --> 00:41:28.000]   Now let's have a look at the difference in class attention in terms of like the implementation.
[00:41:28.000 --> 00:41:36.000]   So this is the class Kite model in TIM. As you can see, there's this class attention.
[00:41:36.000 --> 00:41:42.000]   In class attention, the main thing it's trying to do is like you have your attention being performed.
[00:41:42.000 --> 00:41:57.000]   So you take the bat size, the number of patches and the number of channels you have, you extract the query and key, perform the, basically this is just getting the values.
[00:41:57.000 --> 00:42:03.000]   We perform the attention operation. And finally, now this is where this class attention is happening.
[00:42:03.000 --> 00:42:09.000]   It's like it's trying to now summarize everything that it's learned so far into this class token.
[00:42:09.000 --> 00:42:18.000]   And then you finally have like a projection, which is just a linear layer, which is just extra processing or computation on top.
[00:42:18.000 --> 00:42:20.000]   And then you finally return that class token.
[00:42:20.000 --> 00:42:32.000]   But in case if you have a look in terms of like the difference of this class token, so there's now, they just called it two kinds of attention.
[00:42:32.000 --> 00:42:39.000]   I'm just having a look at what the second type is called, which is talking head attention.
[00:42:39.000 --> 00:42:43.000]   So the first part, I think, is the talking attention. This one does not have the class token.
[00:42:43.000 --> 00:42:51.000]   So that's the main difference in terms of like implementation is like the earlier layers of attention don't have the class token.
[00:42:51.000 --> 00:42:56.000]   I haven't mentioned talking heads attention so far. Let me quickly do that.
[00:42:56.000 --> 00:43:04.000]   Okay.
[00:43:04.000 --> 00:43:09.000]   So let's have a look at the, let's read this part of the kite models.
[00:43:09.000 --> 00:43:12.000]   Our kite models are built upon width.
[00:43:12.000 --> 00:43:22.000]   The only difference is that we incorporate layer scale and the two stages architectures with class attention layers described in section three.
[00:43:22.000 --> 00:43:30.000]   So this two stage architectures that we've had a look at are, if you go back to section three, there's a few things I want to touch upon again.
[00:43:30.000 --> 00:43:39.000]   So if you go back to section three, this is the two stage architecture. It's like the first stage is without the class token.
[00:43:39.000 --> 00:43:48.000]   And then the second stage is with the class token. So that's why they just called it two stage.
[00:43:48.000 --> 00:43:52.000]   That's the majority of it.
[00:43:52.000 --> 00:43:59.000]   And then going back to the, I'll come back to like what these figures mean in the paper. Just give me two minutes. I just want to first summarize.
[00:43:59.000 --> 00:44:11.000]   So then this is the class attention layers. If you now go back and you read this part, this will say, like, what we want to do is the performance increases when we insert the class embedding later in the transformer.
[00:44:11.000 --> 00:44:20.000]   This is the main thing. It is maximized. And they say, like, when do you insert, like, if you have a 12-layer long vision transformer, when do you insert it?
[00:44:20.000 --> 00:44:25.000]   They say, like, the best position to insert is just two layers before the input.
[00:44:25.000 --> 00:44:36.000]   If you have, like, four layers, it's like the performance sort of saturates or like there's no major difference in having the class token two layers before the input/output or four layers before the output.
[00:44:36.000 --> 00:44:38.000]   That's the main thing.
[00:44:38.000 --> 00:44:44.000]   And then these are the various kite models. You can have a look. It's really simple now to read all of these.
[00:44:44.000 --> 00:44:54.000]   Like for the S24, you have 24 layers of first self-attention, which is without the class token. And then you have two layers of class attention.
[00:44:54.000 --> 00:45:02.000]   Then the dimension is 384. That's the number of params. And then that's just the accuracies that you get.
[00:45:02.000 --> 00:45:10.000]   It's really simple now to understand. So if you go back and now if you have a look at the paper, it will make sense and everything should be easy to read.
[00:45:10.000 --> 00:45:20.000]   I just want to sort of touch upon some parts of this, some parts of, like, some other experiments that they did or some other changes that this paper introduces.
[00:45:20.000 --> 00:45:23.000]   One of them is the stochastic depth coefficient.
[00:45:23.000 --> 00:45:35.000]   If you don't know what stochastic depth is, I think that's been again, that's something in the past, but I should have that should have a reference somewhere that explains stochastic depth.
[00:45:35.000 --> 00:45:44.000]   It's in here, I believe.
[00:45:44.000 --> 00:45:45.000]   Yeah.
[00:45:45.000 --> 00:45:46.000]   So here it is.
[00:45:46.000 --> 00:45:55.000]   So as part of this blog post, let me share that in the chat. If you're new to stochastic depth, have a look at what the difference is over here.
[00:45:55.000 --> 00:46:01.000]   But what they say is, because the main idea they want to do is they want to train deeper and deeper architectures.
[00:46:01.000 --> 00:46:15.000]   What they say is, they introduced this stochastic depth as part of the vision transformer. And what they say is, as we go deeper and deeper, so let's say, initially, the stochastic depth coefficient is zero.
[00:46:15.000 --> 00:46:20.000]   Then if you're training a model with 18 blocks, it gets about like 81% accuracy.
[00:46:20.000 --> 00:46:24.000]   If you're training a model with 12 blocks, it gets about 80.5.
[00:46:24.000 --> 00:46:30.000]   But if you're training a very deep block, 36 blocks, this is why they say, like, the vision transformer is unstable.
[00:46:30.000 --> 00:46:36.000]   When you have a lot of layers, when you have 36 blocks, then it gets 77.9 or something like that accuracy.
[00:46:36.000 --> 00:46:42.000]   But see how this accuracy increases as the stochastic depth is introduced.
[00:46:42.000 --> 00:46:53.000]   So what they're trying to do is then, since the main idea is to train deeper architectures, when you have 36 blocks, then you add a point to stochastic depth coefficient.
[00:46:53.000 --> 00:47:01.000]   And then that's when they say, OK, for deeper architectures, you need to have some stochastic depth as part of that.
[00:47:01.000 --> 00:47:14.000]   The next thing that they mention in this paper in terms of a key difference in vision transformer and the Kite paper is this idea of the contribution of the residual branches.
[00:47:14.000 --> 00:47:35.000]   So if you have a 34 layer deep architecture, in vision transformer, what typically happens is like some residual branches, like in the 34th layer, the contribution of the residual branch is a lot more than, say, for like this 11th layer or 30th layer.
[00:47:35.000 --> 00:47:53.000]   And by adding layer scale or by having effective optimization, by adding all of these steps that we've looked at so far, having class attention, having layer scale, having stochastic depth, what that does is it's sort of, it kind of is easier to optimize the Kite paper.
[00:47:53.000 --> 00:48:06.000]   And they say now have a look like in terms of the contribution of the residual branch, now it's more stable or it's like around the same 20% as opposed to the shortcut.
[00:48:06.000 --> 00:48:09.000]   So that's the main thing in part of this image.
[00:48:09.000 --> 00:48:23.000]   In terms of like this, what they're trying to say is, okay, when should we insert the class embedding, there's like different layers where they insert, they either insert it after a second or they insert after 11th layer.
[00:48:23.000 --> 00:48:40.000]   They do it for the same with diet, and they say, okay, these are the various parts where we introduce, and they say like the performance is maximized if the class token is just inserted two layers before the output.
[00:48:40.000 --> 00:48:43.000]   So that's another part of this.
[00:48:43.000 --> 00:48:49.000]   Then this is just the various Kite models, the stable tree is just these various Kite models that have been defined.
[00:48:49.000 --> 00:49:01.000]   And that's pretty much it about the paper, then you have results, they compare the results to all of these different NF nets, efficient nets, basically your CNNs.
[00:49:01.000 --> 00:49:12.000]   And you can see how the Kite is able to have like 86.5 emission at top one but this is again a really big architecture. There's some parts that have skipped today.
[00:49:12.000 --> 00:49:25.000]   The part that I've skipped is this idea of distillation, I did kind of touch upon it very briefly when I was saying, but this, this is just dependent on the diet paper so because we didn't look at the diet paper today.
[00:49:25.000 --> 00:49:33.000]   I just kind of touched upon this part of like having token distillation, or like having a teacher, teacher student.
[00:49:33.000 --> 00:49:45.000]   And then this is just saying okay step by step from diet to Kite. So there's just say okay when we have more heads, we start with 79.9% accuracy in the diet.
[00:49:45.000 --> 00:50:04.000]   And then as we keep adding layer scale, you see how, so you see, this is kind of interesting to note, it's like when you have 79.9%, and you have now you increase the depth to 36 blocks, the accuracy goes down from 80 to 70.
[00:50:04.000 --> 00:50:14.000]   When they add layer scale with proper initialization, the accuracy then goes back up to 80.5. Then you add stochastic depth.
[00:50:14.000 --> 00:50:26.000]   Then you add the class attention list, see how I'm just adding the class attention towards later part increases accuracy by 0.2%, then you have longer training, and so on and you keep doing that.
[00:50:26.000 --> 00:50:34.000]   So just crop ratio is just towards inference, instead of inferencing on like a smaller image you inference on a larger image.
[00:50:34.000 --> 00:50:38.000]   And then by the end you have like a really good 85.4% accuracy.
[00:50:38.000 --> 00:50:49.000]   In terms of like crop ratio, this should be really easy and simple to read but that's it. That's the, that's the main parts of the paper.
[00:50:49.000 --> 00:50:56.000]   So let's see, let's take questions for the last 10 minutes.
[00:50:56.000 --> 00:51:08.000]   If there are any.
[00:51:08.000 --> 00:51:10.000]   Alright, there's a few questions.
[00:51:10.000 --> 00:51:28.000]   Great session loving it the second last question was misread. Okay, sorry. The question was, what is the class token set to add test time for inference, since we obviously don't have access to the ground truth class.
[00:51:28.000 --> 00:51:33.000]   I see what you're trying to say is like, okay.
[00:51:33.000 --> 00:51:37.000]   So,
[00:51:37.000 --> 00:51:47.000]   I think what you're trying to say, and please correct me again if I didn't get it right this time as well. But what you're trying to say is, I'm sorry I copied the wrong architecture.
[00:51:47.000 --> 00:51:50.000]   One second.
[00:51:50.000 --> 00:52:00.000]   The vision transformer should be enough to answer this. So let's just copy the vision transformer, because kites just does things similarly.
[00:52:00.000 --> 00:52:04.000]   So what you're saying is,
[00:52:04.000 --> 00:52:07.000]   when you're trying to do inference.
[00:52:07.000 --> 00:52:19.000]   Actually, that was the sorry, I'm really sorry for. I'll go back to this, I'll go back to this image it's a, it's a nicer image to explain this.
[00:52:19.000 --> 00:52:20.000]   I'm going down.
[00:52:20.000 --> 00:52:21.000]   Paste.
[00:52:21.000 --> 00:52:22.000]   All right.
[00:52:22.000 --> 00:52:33.000]   I guess the question is, ignore the distillation token we're not looking at this over here. I guess the question is,
[00:52:33.000 --> 00:52:37.000]   I did something again.
[00:52:37.000 --> 00:52:53.000]   I guess the question is, this class token, what happens to this class token during inference. So what happens is, essentially, because what are you trying to look at is, what happens is when you have this class token.
[00:52:53.000 --> 00:53:06.000]   This class token is not the label, I think you're mistaking the class token as a label. The class token is first initialized as just a vector of whatever your dimension is.
[00:53:06.000 --> 00:53:10.000]   So if all of these patches are say.
[00:53:10.000 --> 00:53:12.000]   So you have your image.
[00:53:12.000 --> 00:53:25.000]   This is how this image looks like and I have say nine patches, then each of these nine patches like this on the ninth batch over here are represented by a vector of some dimension.
[00:53:25.000 --> 00:53:31.000]   So let's say that dimension is 784. So let's say this, this dimension is 784.
[00:53:31.000 --> 00:53:46.000]   Okay. And so what do you have before things are fed to the transformer, you have a nine cross 784 matrix, which kind of is now a representation of your image.
[00:53:46.000 --> 00:53:48.000]   Okay.
[00:53:48.000 --> 00:54:02.000]   Now, what happens is you add this class token, which is one cross 784. So your overall input is 10 cross 784.
[00:54:02.000 --> 00:54:18.000]   Now this class token has nothing to do with the label like you don't need to know the label. But when you're trying to do your classification, the transformer model is going to try and take information from your patches.
[00:54:18.000 --> 00:54:34.000]   It's going to try and put that information into this 784 long class token. And then you use that. So you have a MLP at the top, which classifies say goes from 784 to whatever your number of classes is 10, 20, whatever.
[00:54:34.000 --> 00:54:39.000]   And then you have your cross entropy. And that's where you have a look at the label.
[00:54:39.000 --> 00:54:51.000]   So this is where the label comes in. But when you're doing inference, you don't calculate the loss, like you don't need to do cross entropy because you're not training your model anymore.
[00:54:51.000 --> 00:55:01.000]   So you still just have an MLP over here, which then classifies to your 10 classes and then you take the softmax so you have the final label.
[00:55:01.000 --> 00:55:05.000]   I hope that explains.
[00:55:05.000 --> 00:55:11.000]   So please reply to this comment if this time I kind of got the question.
[00:55:11.000 --> 00:55:19.000]   In CNN models we add global average pool and linear layer at the end. So there's no concept of class token and gradient flows.
[00:55:19.000 --> 00:55:26.000]   Why do transformer architectures use class token instead of combining all the outputs? Great question.
[00:55:26.000 --> 00:55:31.000]   Where is the paper?
[00:55:31.000 --> 00:55:39.000]   There's the paper.
[00:55:39.000 --> 00:55:46.000]   The answer is, where is the answer? I'm trying to find the table that will answer your question.
[00:55:46.000 --> 00:55:48.000]   Here's the answer.
[00:55:48.000 --> 00:55:57.000]   In transformer, if you do average pooling, you get a top one accuracy of, say, 80 or 79%.
[00:55:57.000 --> 00:56:03.000]   But if you have your class attention or you have your class token, you get a better validation accuracy.
[00:56:03.000 --> 00:56:09.000]   So if something's making your validation accuracy go up, do that instead of something that's not.
[00:56:09.000 --> 00:56:13.000]   Thanks for the clarification. Okay, perfect. We solved that.
[00:56:13.000 --> 00:56:22.000]   So I hope, Ramesh, that answers. The only reason why you have your class attention or like the idea came from BERT transformer.
[00:56:22.000 --> 00:56:28.000]   And that's what I think. I think that's -- I'm a little weak on the literature in terms of NLP side of things.
[00:56:28.000 --> 00:56:32.000]   But I think the idea was introduced in BERT first.
[00:56:32.000 --> 00:56:44.000]   And as you will see in this table, if you have your average pooling instead of having the class attention or like the class token, you just have a lower accuracy.
[00:56:44.000 --> 00:56:47.000]   So why not have that?
[00:56:47.000 --> 00:56:50.000]   Class attention equal to self-attention.
[00:56:50.000 --> 00:57:00.000]   Just adding class token to the previous layer's output. Is that understanding correct?
[00:57:00.000 --> 00:57:04.000]   No, that's not the correct understanding, I think.
[00:57:04.000 --> 00:57:08.000]   Class attention equals just adding class token to the previous layer's output.
[00:57:08.000 --> 00:57:15.000]   No, that's incorrect. The main difference is the position.
[00:57:15.000 --> 00:57:21.000]   Okay, maybe I didn't explain this very well. But the main difference is the position where you add the class token.
[00:57:21.000 --> 00:57:28.000]   If you add the class token early on, then that's wit.
[00:57:28.000 --> 00:57:33.000]   But if you add the class token later on, then that's kiet.
[00:57:33.000 --> 00:57:40.000]   But I guess class attention equals self-attention. Just adding class token to the previous layer's output.
[00:57:40.000 --> 00:57:42.000]   I don't really get the question very well.
[00:57:42.000 --> 00:57:47.000]   Like class attention and self-attention, it's just attention. It's just trying to attend.
[00:57:47.000 --> 00:57:52.000]   Class attention is trying to summarize everything that is learned into this class token.
[00:57:52.000 --> 00:57:57.000]   In self-attention, it's like in kiet paper, you'll see it's without the class token.
[00:57:57.000 --> 00:58:05.000]   So I don't really get the question very well. So I'm sorry, I'm not able to explain the answer very well.
[00:58:05.000 --> 00:58:12.000]   Will the addition of layer scale and class attention...
[00:58:12.000 --> 00:58:17.000]   I haven't worked much. Will it lead to improvement in terms of explainability and interpretability of the network?
[00:58:17.000 --> 00:58:24.000]   I think the standard explainability or interpretation techniques would still work.
[00:58:24.000 --> 00:58:28.000]   Like you still have your attention.
[00:58:28.000 --> 00:58:36.000]   In a way, I think if you have a look at... Where is this?
[00:58:36.000 --> 00:58:42.000]   I'm trying to find... There's really nice visualizations of...
[00:58:42.000 --> 00:58:46.000]   In terms of interpretation, I'm not sure if it will make things better.
[00:58:46.000 --> 00:58:52.000]   But there's these nice visualizations where they just show the attention maps.
[00:58:52.000 --> 00:58:59.000]   So you can have a look at this part. I haven't checked that much in detail in terms of interpretation.
[00:58:59.000 --> 00:59:02.000]   But yeah, the answer is I don't know.
[00:59:02.000 --> 00:59:07.000]   Bharath, if you want to post or repost the question...
[00:59:07.000 --> 00:59:11.000]   I'll just try and summarize self-attention and class attention for you.
[00:59:11.000 --> 00:59:14.000]   In self-attention, you don't have the class embedding token.
[00:59:14.000 --> 00:59:21.000]   So in the Kite paper, then the earlier layers, which are called... I'll go back to the paper architecture.
[00:59:21.000 --> 00:59:32.000]   Okay, here it is. So then you have your self-attention layers early on.
[00:59:32.000 --> 00:59:36.000]   That's what Kite calls them. And you have a class attention layer later on.
[00:59:36.000 --> 00:59:38.000]   In self-attention, you don't have the class embedding.
[00:59:38.000 --> 00:59:44.000]   So what the self-attention is trying to do is just trying to summarize the information in these various different patches.
[00:59:44.000 --> 00:59:48.000]   In class attention, you're not summarizing the information in these various different patches.
[00:59:48.000 --> 00:59:50.000]   Because it's already been summarized.
[00:59:50.000 --> 00:59:55.000]   What you're trying to do is you're trying to take that summary and you're trying to put that all in this class token.
[00:59:55.000 --> 00:59:58.000]   Because remember, then that's what happens.
[00:59:58.000 --> 01:00:04.000]   It's like this class token, then one 784 long vector becomes the representation of the whole image.
[01:00:04.000 --> 01:00:08.000]   So that's the difference in class attention and self-attention.
[01:00:08.000 --> 01:00:13.000]   This class attention has this class token. Self-attention does not have this class token.
[01:00:13.000 --> 01:00:15.000]   So I hope that helps.
[01:00:15.000 --> 01:00:19.000]   With that being said, I guess that's all the questions.
[01:00:19.000 --> 01:00:21.000]   And that's Kite. So have a look.
[01:00:21.000 --> 01:00:23.000]   Guys, everybody, have a read of this paper.
[01:00:23.000 --> 01:00:31.000]   I hope it will be really easy to read from after today's session.
[01:00:31.000 --> 01:00:34.000]   But do let me know if you still have any questions.
[01:00:34.000 --> 01:00:36.000]   And thanks, everybody, for attending.
[01:00:36.000 --> 01:00:46.000]   And going forward, we're looking at one of the toughest papers I've read on object detection.
[01:00:46.000 --> 01:00:52.000]   But there's a few things that will have to be covered as part of this Transformers.
[01:00:52.000 --> 01:01:00.000]   So in the coming, say, next two weeks on Twitter, I'm going to be announcing blogs on this end-to-end object detection with Transformers.
[01:01:00.000 --> 01:01:06.000]   And we will start looking into this part of how do we do object detection using Transformers.
[01:01:06.000 --> 01:01:10.000]   So that's what we're going to have a look at in two weeks from now.
[01:01:10.000 --> 01:01:13.000]   So thanks, everybody, and see you next time.
[01:01:13.000 --> 01:01:25.000]   [MUSIC PLAYING]

