
[00:00:00.000 --> 00:00:14.000]   [ Silence ]
[00:19:49.040 --> 00:19:54.040]   Okay, so a high-yield bond market wouldn't exist if it was inefficient,
[00:19:54.040 --> 00:19:56.040]   and the argument is a high-yield is inefficient.
[00:19:56.040 --> 00:19:58.040]   It acts like equity. It's like a bond.
[00:19:58.040 --> 00:20:00.040]   It's an inefficient market.
[00:20:00.040 --> 00:20:03.040]   It shouldn't exist, yet it keeps getting bigger and bigger and bigger every year,
[00:20:03.040 --> 00:20:08.040]   and the issuance of high-yield bonds keeps getting absorbed.
[00:20:08.040 --> 00:20:15.040]   I did a lot of work in separating the credit risk of high-yield bonds from the default risk.
[00:20:15.040 --> 00:20:19.040]   With corporate bonds, investment-grade corporate bonds, you have credit risk,
[00:20:19.040 --> 00:20:25.040]   and what that is is the possibility of the bond credit degrading down to high yield.
[00:20:25.040 --> 00:20:30.040]   When you get to high yield, you can actually separate out the credit risk from another type of risk
[00:20:30.040 --> 00:20:33.040]   that only shows up in high yield, and that's the default risk.
[00:20:33.040 --> 00:20:36.040]   I actually stripped out default risk from credit risk,
[00:20:36.040 --> 00:20:41.040]   and then I did a correlation of the default risk to equity risk
[00:20:41.040 --> 00:20:47.040]   to see if, in fact, default risk and equity risk are the exact same risk.
[00:20:47.040 --> 00:20:51.040]   The answer is, at times it is, and at times it isn't.
[00:20:51.040 --> 00:20:56.040]   So the default risk is actually a unique risk to high-yield bonds.
[00:20:56.040 --> 00:21:00.040]   To the extent that I look at portfolio management as a diversification of risks,
[00:21:00.040 --> 00:21:05.040]   if I have this unique risk in high-yield bonds, and it's a big market out there,
[00:21:05.040 --> 00:21:07.040]   and it's a relatively efficient market,
[00:21:07.040 --> 00:21:11.040]   I want to include at least a slice of that in my clients' portfolios
[00:21:11.040 --> 00:21:15.040]   to actually make the portfolio a little bit more efficient as a portfolio.
[00:21:15.040 --> 00:21:17.040]   So I just look at it a little differently.
[00:21:17.040 --> 00:21:23.040]   Well, I'd like to add, too, that while a question may be directed to a specific individual
[00:21:23.040 --> 00:21:29.040]   or two individuals, as in this case, that after they address the question,
[00:21:29.040 --> 00:21:33.040]   if the other panelists have any thoughts they'd like to add, please do.
[00:21:33.040 --> 00:21:38.040]   If I could just add one thing, and I do agree with Bill on this one.
[00:21:38.040 --> 00:21:42.040]   You could make the argument that variable annuities and hedge-funded funds wouldn't exist
[00:21:42.040 --> 00:21:44.040]   if there weren't a market for it, but they're sold.
[00:21:44.040 --> 00:21:47.040]   It doesn't mean that it's inefficient.
[00:21:47.040 --> 00:21:50.040]   [laughter]
[00:21:50.040 --> 00:21:53.040]   And I think you take your risk with equities,
[00:21:53.040 --> 00:21:56.040]   and you want your fixed income to be the shock absorber, the ballast.
[00:21:56.040 --> 00:22:02.040]   I'm not even in agreement with over-weighting investment-grade corporate
[00:22:02.040 --> 00:22:07.040]   in a total bond portfolio with BND.
[00:22:07.040 --> 00:22:11.040]   You know, I mentioned earlier that I like thinking of theory first
[00:22:11.040 --> 00:22:14.040]   and figuring out how that applies in practice.
[00:22:14.040 --> 00:22:21.040]   Theoretically, a stock is essentially a call option, and the strike price is the value of the bond.
[00:22:21.040 --> 00:22:28.040]   So it's a call on the value of the firm, but the strike price is the value of all fixed income assets.
[00:22:28.040 --> 00:22:37.040]   And so whether it's a high yield or creditworthy, it is the strike price.
[00:22:37.040 --> 00:22:48.040]   And note that the strike price there is almost by definition a little bit closer to the edge
[00:22:48.040 --> 00:22:52.040]   than it would be for a high-credit quality bond.
[00:22:52.040 --> 00:22:57.040]   So I guess I've always kind of thought of it as a little bit of a hybrid.
[00:22:57.040 --> 00:23:00.040]   I tend to think of things linearly, I guess.
[00:23:00.040 --> 00:23:06.040]   If I think of this as the value of the firm, and this is the strike price or the value of the bonds,
[00:23:06.040 --> 00:23:14.040]   and this is the value of the equity, in a high-yield bond or high-yield situation,
[00:23:14.040 --> 00:23:19.040]   the strike price is closer to the edge of the value of the firm,
[00:23:19.040 --> 00:23:24.040]   and therefore I think does take on some characteristics of the equity market as well.
[00:23:24.040 --> 00:23:34.040]   It's kind of a hybrid between fixed income and equity.
[00:23:34.040 --> 00:23:39.040]   If you look at the performance of the Vanguard high-yield corporate bond fund over the last five years,
[00:23:39.040 --> 00:23:43.040]   it has outperformed both bonds and equity.
[00:23:43.040 --> 00:23:47.040]   How can it do that if it's a hybrid between bonds and equity? I don't understand.
[00:23:47.040 --> 00:23:56.040]   But I'll just leave it there. We can go to the next question now.
[00:23:56.040 --> 00:24:01.040]   Well, because it's basically a low-beta equity combination,
[00:24:01.040 --> 00:24:04.040]   and when you go through a very significant bear market,
[00:24:04.040 --> 00:24:10.040]   it doesn't take the same degree of hit that the -- it wasn't down 55% the way the equity market was.
[00:24:10.040 --> 00:24:14.040]   Let me just add one more thing.
[00:24:14.040 --> 00:24:16.040]   Whatever one thinks about the general principle,
[00:24:16.040 --> 00:24:19.040]   don't make the mistake of thinking high-yield bonds are a commodity.
[00:24:19.040 --> 00:24:23.040]   They're all alike. There are staggering differences in quality.
[00:24:23.040 --> 00:24:26.040]   Vanguard, because of our policy and low cost,
[00:24:26.040 --> 00:24:31.040]   we can deliver the same yields that somebody that wants to deliver extra yield with a high expense ratio,
[00:24:31.040 --> 00:24:36.040]   has to have a much lower -- a much riskier portfolio.
[00:24:36.040 --> 00:24:40.040]   So there's a big selection risk in high-yield bond funds,
[00:24:40.040 --> 00:24:43.040]   but you want to be very, very careful in that. They're all different.
[00:24:43.040 --> 00:24:48.040]   This next question is very interesting, and, Jack, I think we'll start with you on this,
[00:24:48.040 --> 00:24:50.040]   and we'll go straight down the line.
[00:24:50.040 --> 00:24:56.040]   It says, "Question for all the panelists. What was or is your most humbling investment experience,
[00:24:56.040 --> 00:25:03.040]   and what have you learned from it?"
[00:25:03.040 --> 00:25:11.040]   Well, when I was young and out of college, just out of college, maybe the first five, seven years,
[00:25:11.040 --> 00:25:16.040]   many of my friends were in the brokerage business, and they always had a great stock for me.
[00:25:16.040 --> 00:25:19.040]   And I don't know how to differentiate.
[00:25:19.040 --> 00:25:24.040]   I would say every single one of the damn things was a humbling experience.
[00:25:24.040 --> 00:25:29.040]   And one of them was in the original Windsor fund run by a guy named Bob Kenmore,
[00:25:29.040 --> 00:25:34.040]   and I can't remember the name of it, some kind of computer thing.
[00:25:34.040 --> 00:25:37.040]   And Kenmore loved it. He had it in the fund.
[00:25:37.040 --> 00:25:40.040]   So he talked me into buying it when I did stocks.
[00:25:40.040 --> 00:25:44.040]   I haven't done stocks for, I guess, 40 years, something like that.
[00:25:44.040 --> 00:25:47.040]   And I did, and, of course, that failed like all the rest of them.
[00:25:47.040 --> 00:25:54.040]   So the humility you get by not just buying stocks,
[00:25:54.040 --> 00:25:57.040]   by buying stocks that are recommended with all due deference,
[00:25:57.040 --> 00:26:05.040]   but that are recommended by brokers, is just, is this thing hazardous duty squared.
[00:26:05.040 --> 00:26:08.040]   Okay, I'll give you two.
[00:26:08.040 --> 00:26:13.040]   One of them was when I was in the Marine Corps, and I finally started to accumulate some money.
[00:26:13.040 --> 00:26:19.040]   And I bought a very popular financial magazine that you all know, but I won't mention the name.
[00:26:19.040 --> 00:26:23.040]   And in there I recommended three great stocks for the future.
[00:26:23.040 --> 00:26:28.040]   And I bought $500 worth of each of these three stocks.
[00:26:28.040 --> 00:26:32.040]   And within two years, all three were bankrupt.
[00:26:32.040 --> 00:26:36.040]   The second one was I was on vacation again in the Marine Corps with a young family,
[00:26:36.040 --> 00:26:42.040]   and I walked into an art shop in Honolulu, Hawaii.
[00:26:42.040 --> 00:26:47.040]   And I saw these dolly prints on the wall.
[00:26:47.040 --> 00:26:52.040]   And I just thought that, and I was talked into the fact that these are the greatest investments in sliced bread.
[00:26:52.040 --> 00:26:54.040]   And so I bought one.
[00:26:54.040 --> 00:26:58.040]   That was my other second worst investment, because it turned out to be a fake dolly.
[00:26:58.040 --> 00:27:01.040]   [laughter]
[00:27:01.040 --> 00:27:04.040]   I guess I'll give two quick ones as well.
[00:27:04.040 --> 00:27:08.040]   Back in 1983, I was at a conference.
[00:27:08.040 --> 00:27:12.040]   I started a gold mining company.
[00:27:12.040 --> 00:27:15.040]   I put a venture capital deal together to start a gold mining company.
[00:27:15.040 --> 00:27:20.040]   And so I was at an investment conference, and Milton Friedman was talking at that conference.
[00:27:20.040 --> 00:27:25.040]   Well, Milton Friedman had a student named Colin Campbell who was a professor of mine.
[00:27:25.040 --> 00:27:30.040]   So I went up to him and asked, "Do you still keep in touch with Colin Campbell?"
[00:27:30.040 --> 00:27:33.040]   And so he said, "You know Colin?"
[00:27:33.040 --> 00:27:34.040]   He said, "Yeah, he's a professor of mine."
[00:27:34.040 --> 00:27:35.040]   He said, "Oh, you're my grandson."
[00:27:35.040 --> 00:27:38.040]   So he's yelling out to people, "He's my grandson."
[00:27:38.040 --> 00:27:40.040]   So he asked me, he said, "So what do you do now?"
[00:27:40.040 --> 00:27:43.040]   I said, "Well, I put a venture capital deal together to start a gold mine."
[00:27:43.040 --> 00:27:45.040]   He says, "Oh, so you're unemployed."
[00:27:45.040 --> 00:27:51.040]   [laughter]
[00:27:51.040 --> 00:27:54.040]   The other one was, I think you may remember this one.
[00:27:54.040 --> 00:27:59.040]   I was actually going out for my interview with Vanguard in September of 1987.
[00:27:59.040 --> 00:28:03.040]   I was interviewing with Jeremy Duffield, who actually ended up hiring me.
[00:28:03.040 --> 00:28:05.040]   Jeremy said, "It was a Saturday."
[00:28:05.040 --> 00:28:11.040]   He said, "So come in, kind of golf attire, something casual but reasonable."
[00:28:11.040 --> 00:28:16.040]   And so it turned out that Friday the day before, I was with my wife.
[00:28:16.040 --> 00:28:19.040]   Her company was doing an outing, and so I was with them.
[00:28:19.040 --> 00:28:23.040]   I was wearing, actually, basketball shoes.
[00:28:23.040 --> 00:28:24.040]   I was in the airplane.
[00:28:24.040 --> 00:28:26.040]   I went right from there to the airplane.
[00:28:26.040 --> 00:28:29.040]   I was in the airplane flying out here for the interview.
[00:28:29.040 --> 00:28:33.040]   I realized the only shoes I had were basketball shoes.
[00:28:33.040 --> 00:28:34.040]   [laughter]
[00:28:34.040 --> 00:28:36.040]   And it was 10 o'clock at night by the time I got here.
[00:28:36.040 --> 00:28:40.040]   So I interviewed with Jack wearing basketball shoes.
[00:28:40.040 --> 00:28:43.040]   [laughter]
[00:28:43.040 --> 00:28:44.040]   I'm not sure I noticed.
[00:28:44.040 --> 00:28:47.040]   [laughter]
[00:28:47.040 --> 00:28:53.040]   Well, before I was 40, I probably made every dumb mistake that everyone else in this room has made.
[00:28:53.040 --> 00:28:57.040]   But I think that the biggest mistake I've made in my professional life
[00:28:57.040 --> 00:29:01.040]   was not understanding what Warren Buffett has understood most of his life,
[00:29:01.040 --> 00:29:06.040]   which is the only safe asset in this world are short-term treasury securities.
[00:29:06.040 --> 00:29:11.040]   And during the crisis, that really didn't come home to me.
[00:29:11.040 --> 00:29:16.040]   And I realized that even short-term corporates, even short-term municipal bonds,
[00:29:16.040 --> 00:29:25.040]   are going to incur a haircut if you want to cash them in to live on or buy even cheaper stocks.
[00:29:25.040 --> 00:29:27.040]   I used to be much smarter than I am now.
[00:29:27.040 --> 00:29:35.040]   I took my college graduation money in 1979, about a year later, and put it in gold.
[00:29:35.040 --> 00:29:38.040]   Gold had fallen back from $8.50 to $6.64 an ounce,
[00:29:38.040 --> 00:29:43.040]   and I was absolutely sure it was going to double every year.
[00:29:43.040 --> 00:29:46.040]   Now, obviously, it hasn't even kept up to inflation.
[00:29:46.040 --> 00:29:51.040]   If I had discovered the Jack Bogle and put it in an index fund,
[00:29:51.040 --> 00:29:54.040]   I would have had a whole heck of a lot more money.
[00:29:54.040 --> 00:29:57.040]   It taught me I wasn't as smart as I thought I was.
[00:29:57.040 --> 00:30:01.040]   And my only excuse is Richard Thaler had not invented behavioral finance,
[00:30:01.040 --> 00:30:03.040]   so I did not know I was following him.
[00:30:03.040 --> 00:30:05.040]   It's not your fault.
[00:30:05.040 --> 00:30:07.040]   Innocent victim here.
[00:30:07.040 --> 00:30:08.040]   You're a victim.
[00:30:08.040 --> 00:30:11.040]   Well, since it's true confession time, I'll throw mine in, too.
[00:30:11.040 --> 00:30:19.040]   I started investing in the late '60s, and every magazine article that I read about a fund,
[00:30:19.040 --> 00:30:23.040]   I never met a fund that I didn't like and didn't buy.
[00:30:23.040 --> 00:30:30.040]   And I was really reminded a couple of years ago, well, in 2006, we sold our home,
[00:30:30.040 --> 00:30:39.040]   and in the attic was boxes of all the funds that I used to own back in the days before
[00:30:39.040 --> 00:30:42.040]   down Vanguard and investing in that.
[00:30:42.040 --> 00:30:49.040]   So I was really reminded of the things that we all go through, or most of us go through,
[00:30:49.040 --> 00:30:54.040]   early in our investing career, and that's we just follow all the hot funds,
[00:30:54.040 --> 00:30:58.040]   we do performance chasing, we do everything wrong.
[00:30:58.040 --> 00:31:04.040]   Hopefully the forum helps a lot of people from making those same mistakes that we make.
[00:31:04.040 --> 00:31:07.040]   So that's one of the reasons we all do what we do,
[00:31:07.040 --> 00:31:12.040]   to try to keep people from making the same mistakes that we make.
[00:31:12.040 --> 00:31:15.040]   Here's a question for Alan.
[00:31:15.040 --> 00:31:20.040]   With the interest rates at an all-time low, where does one get income?
[00:31:20.040 --> 00:31:25.040]   Hmm. How do you go box?
[00:31:25.040 --> 00:31:28.040]   Oh, I'm sorry, I spoke out of turn.
[00:31:28.040 --> 00:31:32.040]   I'll go with Rick. Let's make it feel good.
[00:31:32.040 --> 00:31:37.040]   You know, I reject the fact that rates are near an all-time low now.
[00:31:37.040 --> 00:31:42.040]   If we go back to 1981, you could earn 12% on a CD,
[00:31:42.040 --> 00:31:47.040]   which meant that after taxes, rates were much higher than you got, about 8%.
[00:31:47.040 --> 00:31:54.040]   Inflation was as high as 15%, so you were 7 percentage points worse off.
[00:31:54.040 --> 00:31:58.040]   It felt good because you got to see the statement increase.
[00:31:58.040 --> 00:32:03.040]   So, you know, I tell people that, I tell my clients,
[00:32:03.040 --> 00:32:08.040]   our portfolio is stored energy that allows us to do what we want with our life,
[00:32:08.040 --> 00:32:13.040]   and you can't take it with you, and it's okay to spend down the principle,
[00:32:13.040 --> 00:32:16.040]   quit looking for income.
[00:32:16.040 --> 00:32:19.040]   Everyone in this room, for one reason or another,
[00:32:19.040 --> 00:32:23.040]   was programmed to put money away, to be accumulators,
[00:32:23.040 --> 00:32:28.040]   and it's very difficult to give yourself permission to spend it down.
[00:32:28.040 --> 00:32:30.040]   So I don't know what rates are going to do,
[00:32:30.040 --> 00:32:32.040]   and there may be a reversion to the mean,
[00:32:32.040 --> 00:32:36.040]   and I use certain CDs that have easy early withdrawal penalties
[00:32:36.040 --> 00:32:41.040]   as a put, the right to sell it back to the bank if interest rates do increase,
[00:32:41.040 --> 00:32:45.040]   but quit chasing income would be my number one recommendation.
[00:32:45.040 --> 00:32:52.040]   And by the way, stocks are yielding 5.1%, 3.1% in terms of a stock buyback,
[00:32:52.040 --> 00:32:55.040]   which is absolutely returning cash to shareholders,
[00:32:55.040 --> 00:32:57.040]   and another 2% in dividends.
[00:32:57.040 --> 00:33:03.040]   So the income really needs to come from the equity portion of your portfolio.
[00:33:03.040 --> 00:33:06.040]   I mean, return is return.
[00:33:06.040 --> 00:33:10.040]   It doesn't matter whether it comes from capital return or dividends.
[00:33:10.040 --> 00:33:14.040]   To me, the whole thing of looking for investment income to live on
[00:33:14.040 --> 00:33:16.040]   is an oxymoron.
[00:33:16.040 --> 00:33:19.040]   And I'll second what Alan says, is you're accumulators.
[00:33:19.040 --> 00:33:21.040]   Don't be afraid to spend a little of that capital
[00:33:21.040 --> 00:33:25.040]   and maybe fly first class once in a while.
[00:33:25.040 --> 00:33:28.040]   And that's actually Vanguard's position as well,
[00:33:28.040 --> 00:33:32.040]   that we think of total return investing as opposed to thinking of yield.
[00:33:32.040 --> 00:33:35.040]   It's really what is the total return,
[00:33:35.040 --> 00:33:40.040]   and then you use whatever you need to in capital in addition to the yield.
[00:33:40.040 --> 00:33:44.040]   So we talked earlier about high dividend yielding stocks.
[00:33:44.040 --> 00:33:47.040]   Let's say you get a 4% dividend yielding equity,
[00:33:47.040 --> 00:33:50.040]   and just for hypothetical reasons say, well,
[00:33:50.040 --> 00:33:52.040]   you're going to get 6% capital appreciation.
[00:33:52.040 --> 00:33:56.040]   Is that any better than a 2% yielding equity with an 8% capital appreciation?
[00:33:56.040 --> 00:34:00.040]   In fact, you could argue that it depends on the tax environment,
[00:34:00.040 --> 00:34:02.040]   but it could be worse.
[00:34:02.040 --> 00:34:05.040]   In the old days when dividends were taxed at ordinary rates,
[00:34:05.040 --> 00:34:08.040]   you'd actually rather get capital gains.
[00:34:08.040 --> 00:34:13.040]   But the advantage of thinking total return is you end up with a more broadly diversified portfolio,
[00:34:13.040 --> 00:34:21.040]   and you're not taking the factor bets that you might with a high dividend yielding portfolio.
[00:34:21.040 --> 00:34:24.040]   I'm just going to agree with Bill and Alan.
[00:34:24.040 --> 00:34:31.040]   I do like Alan's idea of that a buyback yield is a real cash yield.
[00:34:31.040 --> 00:34:33.040]   They're using the cash instead of the pay you.
[00:34:33.040 --> 00:34:36.040]   In a cash dividend, they're using the cash to buy back stocks,
[00:34:36.040 --> 00:34:40.040]   so why not sell that portion of the stock market,
[00:34:40.040 --> 00:34:45.040]   that 3% or so, that's the buyback yield.
[00:34:45.040 --> 00:34:47.040]   You could take that as income as well.
[00:34:47.040 --> 00:34:52.040]   So I'm on board with everybody so far that it's the total return of the portfolio that matters.
[00:34:52.040 --> 00:35:00.040]   We have a question for Gus.
[00:35:00.040 --> 00:35:04.040]   You mentioned that PE is the best predictor of equity returns.
[00:35:04.040 --> 00:35:09.040]   You also hammered that beta timing is a fool's game.
[00:35:09.040 --> 00:35:15.040]   Should investors shift or tilt their equity on exposure based on current PE ratios?
[00:35:15.040 --> 00:35:23.040]   Gus mentioned that PE is the best predictor of equity returns.
[00:35:23.040 --> 00:35:27.040]   He also said that beta timing is a fool's game.
[00:35:27.040 --> 00:35:33.040]   Should investors shift or tilt their equity bond exposure based on current PE ratios?
[00:35:33.040 --> 00:35:40.040]   Well, I think PE ratios are actually pretty fair right now.
[00:35:40.040 --> 00:35:48.040]   I mentioned earlier, Vanguard's econometric model is predicting 6 to 9% equity returns,
[00:35:48.040 --> 00:35:53.040]   which I think is a fine return if we should get a return in that segment.
[00:35:53.040 --> 00:35:57.040]   I think if you look at Shiller PEs, people say, "Well, Shiller PEs are still quite high."
[00:35:57.040 --> 00:36:00.040]   I think in normal times, Shiller PEs are fine.
[00:36:00.040 --> 00:36:03.040]   I think today's Shiller PEs are distorted.
[00:36:03.040 --> 00:36:04.040]   They're backward looking.
[00:36:04.040 --> 00:36:06.040]   We know that the market's forward looking.
[00:36:06.040 --> 00:36:10.040]   A Shiller PE usually works okay.
[00:36:10.040 --> 00:36:13.040]   It's just a way to normalize earnings.
[00:36:13.040 --> 00:36:18.040]   It's going to produce a higher PE ratio than you would using, say, the last 12 months of forward looking.
[00:36:18.040 --> 00:36:24.040]   You just have to calibrate it and recognize it's, on average, going to be higher and compare it to its longer term average.
[00:36:24.040 --> 00:36:27.040]   Right now, it's distorted because of the last 10 years.
[00:36:27.040 --> 00:36:30.040]   We've just seen earnings do crazy things over the last 10 years.
[00:36:30.040 --> 00:36:37.040]   Actually using last 12 months would be better than a Shiller PE, and actually forward looking PEs are better than last 12 months
[00:36:37.040 --> 00:36:40.040]   because the market's clearly forward looking.
[00:36:40.040 --> 00:36:43.040]   From that standpoint, I think things are fair.
[00:36:43.040 --> 00:36:47.040]   Maybe we're slightly above long term average.
[00:36:47.040 --> 00:36:50.040]   That's typically not where bull markets end.
[00:36:50.040 --> 00:36:53.040]   But if you look out over 10 years, you should get a reasonable rate of return,
[00:36:53.040 --> 00:36:56.040]   maybe a little bit less than historical averages.
[00:36:56.040 --> 00:37:06.040]   As I indicated in my one presentation, even though I think there will be reasonable returns in the equity market,
[00:37:06.040 --> 00:37:13.040]   I still question the idea of throwing caution to the wind and over-investing in equities
[00:37:13.040 --> 00:37:16.040]   because you are taking greater risk.
[00:37:16.040 --> 00:37:20.040]   Bonds are there to moderate your portfolio risk.
[00:37:20.040 --> 00:37:27.040]   I believe what I showed with the efficient frontier and the utility curves, with lower expected returns both in equities and bonds,
[00:37:27.040 --> 00:37:38.040]   even though equities are reasonable, it still looks like a static asset allocation, not necessarily a shift to a new asset allocation.
[00:37:38.040 --> 00:37:44.040]   I wouldn't necessarily say move to equities.
[00:37:44.040 --> 00:37:51.040]   I think staying with your long term strategic asset allocation makes a lot of sense.
[00:37:51.040 --> 00:37:56.040]   Gus, could I just ask you, do you use operating earnings or reported earnings to calculate your PE?
[00:37:56.040 --> 00:37:59.040]   Do you look at the past 12 months or the next 12 months?
[00:37:59.040 --> 00:38:05.040]   Typically we look at the next 12 months and look at operating earnings.
[00:38:05.040 --> 00:38:23.040]   Isn't that kind of a cop out?
[00:38:23.040 --> 00:38:31.040]   Fifteen years ago, when Jeff was running the ship, I would have said, yeah, it's a cop out.
[00:38:31.040 --> 00:38:34.040]   It's just a way of calibrating things.
[00:38:34.040 --> 00:38:37.040]   Because then you compare things historically.
[00:38:37.040 --> 00:38:41.040]   The important thing is comparing apples to apples.
[00:38:41.040 --> 00:38:45.040]   So Shiller is okay if you compare Shiller to Shiller.
[00:38:45.040 --> 00:38:51.040]   You wouldn't compare Shiller and say, well, Shiller's PE ratio is 20 times and the long term average is 15.
[00:38:51.040 --> 00:38:55.040]   It's just important to compare apples to apples.
[00:38:55.040 --> 00:39:01.040]   I think that the best long term work on this has been done by Dimson, Marsh, and Staunton.
[00:39:01.040 --> 00:39:03.040]   And you can get it for free.
[00:39:03.040 --> 00:39:06.040]   It's $710 for Triumph of the Optimist.
[00:39:06.040 --> 00:39:09.040]   But their Credit Suisse yearbooks are available online for free.
[00:39:09.040 --> 00:39:12.040]   I know they discussed on the board.
[00:39:12.040 --> 00:39:18.040]   And what we're really talking about here is torquing around your equity allocation based on the valuation.
[00:39:18.040 --> 00:39:24.040]   And in just about all 20 countries they looked at over the course of the 20th century, that was a monk's game.
[00:39:24.040 --> 00:39:28.040]   You did not gain any risk adjusted returns by doing that.
[00:39:28.040 --> 00:39:37.040]   However, what they found was that by adjusting your internal allocations among nations, depending upon which countries were cheap,
[00:39:37.040 --> 00:39:41.040]   that did improve risk adjusted returns.
[00:39:41.040 --> 00:39:43.040]   So how do you apply that now?
[00:39:43.040 --> 00:39:47.040]   Well, as you look around the world today, I think that U.S. equities are probably the most expensive.
[00:39:47.040 --> 00:39:51.040]   I think developed market equities are probably a little less expensive.
[00:39:51.040 --> 00:39:53.040]   And for a very good reason I know that.
[00:39:53.040 --> 00:40:01.040]   And emerging markets of late have perhaps even become cheaper than developed market stocks,
[00:40:01.040 --> 00:40:05.040]   as I think someone mentioned last night.
[00:40:05.040 --> 00:40:09.040]   So, you know, you can take that for what it's worth.
[00:40:09.040 --> 00:40:11.040]   And if you want to play that game, you can play that game.
[00:40:11.040 --> 00:40:14.040]   But if you don't want to, you'll do just fine as well.
[00:40:14.040 --> 00:40:18.040]   I knew that was the reason I was overweighted in emerging markets.
[00:40:18.040 --> 00:40:21.040]   That's it. That's not advice.
[00:40:21.040 --> 00:40:27.040]   I think sticking with an asset allocation is more important than picking it right in the first place.
[00:40:27.040 --> 00:40:35.040]   We've seen all sorts of data presented last night throughout that the dollar-weighted returns way underperform fund-weighted returns.
[00:40:35.040 --> 00:40:42.040]   We have all of these sophisticated reasons to change our asset allocation, and they typically lead to lower returns.
[00:40:42.040 --> 00:40:47.040]   So sell equities because equities are up to get back to your target allocation.
[00:40:47.040 --> 00:40:54.040]   So you're not going to be coming out with the Allen Roth under fund flow ETF?
[00:40:54.040 --> 00:40:58.040]   Now that got turned down by Gus.
[00:40:58.040 --> 00:41:07.040]   I think that valuations are important as you're getting close to retirement,
[00:41:07.040 --> 00:41:12.040]   as the amount of money that you have accumulated reaches your goal,
[00:41:12.040 --> 00:41:18.040]   and you're going to be doing an asset allocation shift down anyway
[00:41:18.040 --> 00:41:22.040]   because you've accumulated the amount of money that you need for retirement,
[00:41:22.040 --> 00:41:24.040]   and the risk then is to lose it.
[00:41:24.040 --> 00:41:26.040]   So you don't need to take as much risk.
[00:41:26.040 --> 00:41:29.040]   The question is when do you actually make this shift?
[00:41:29.040 --> 00:41:35.040]   If it's 2008, early 2009, and the P/E of the market is down around 10,
[00:41:35.040 --> 00:41:38.040]   I just wouldn't recommend making the shift then.
[00:41:38.040 --> 00:41:43.040]   I would wait until the market came back to 15 P/E or so.
[00:41:43.040 --> 00:41:49.040]   On the other hand, if the market is trading at 35 times earnings or 30 times earnings like it was in 1999,
[00:41:49.040 --> 00:41:54.040]   and you've made a lot of money because of the increase in the speculative premium,
[00:41:54.040 --> 00:41:56.040]   as Jack would call it in his books,
[00:41:56.040 --> 00:42:01.040]   and you've made a lot of money and you're at your goal,
[00:42:01.040 --> 00:42:05.040]   then you might want to do an asset allocation shift a little early.
[00:42:05.040 --> 00:42:07.040]   But that's probably the only time.
[00:42:07.040 --> 00:42:12.040]   If you're 25, 30 years old and your time horizon on taking your money is 20, 30 years out,
[00:42:12.040 --> 00:42:14.040]   I don't think you need to worry about valuations.
[00:42:14.040 --> 00:42:17.040]   I will say one more thing, and that is that Bill made the comment
[00:42:17.040 --> 00:42:22.040]   that we should perhaps look at the valuations of different countries.
[00:42:22.040 --> 00:42:28.040]   And I think that if you divide your portfolio up among U.S. equities,
[00:42:28.040 --> 00:42:32.040]   developed markets, and emerging markets and have a fixed allocation
[00:42:32.040 --> 00:42:35.040]   and then do a rebalancing, say, once a year,
[00:42:35.040 --> 00:42:37.040]   that you're actually going to take advantage of what Bill was talking about
[00:42:37.040 --> 00:42:42.040]   and not have to work too much on it.
[00:42:42.040 --> 00:42:44.040]   The next question is for everyone.
[00:42:44.040 --> 00:42:46.040]   Bonds, it's about bonds.
[00:42:46.040 --> 00:42:50.040]   What do you do with dollars set to go into bond index funds?
[00:42:50.040 --> 00:42:59.040]   I guess this is a nervous investor who is afraid to put the money that's allocated for bond funds
[00:42:59.040 --> 00:43:03.040]   to invest it at this time.
[00:43:03.040 --> 00:43:05.040]   The question is, what do you do with it?
[00:43:05.040 --> 00:43:07.040]   What do you do with it?
[00:43:07.040 --> 00:43:12.040]   You invest it.
[00:43:12.040 --> 00:43:17.040]   Again, the role bonds play, it's never been what we think is the workhorse in a portfolio.
[00:43:17.040 --> 00:43:23.040]   It has a role as a diversifier to moderate the volatility that we experience in our portfolio.
[00:43:23.040 --> 00:43:25.040]   And that role hasn't changed.
[00:43:25.040 --> 00:43:30.040]   The good news is if interest rates start to rise,
[00:43:30.040 --> 00:43:33.040]   the equity portion of your portfolio is likely to perform pretty well.
[00:43:33.040 --> 00:43:41.040]   My view of the way things unfold is that the economy starts to get a little bit stronger,
[00:43:41.040 --> 00:43:45.040]   the Fed backs off, it tapers, interest rates rise,
[00:43:45.040 --> 00:43:47.040]   but the equity market does pretty well in that environment.
[00:43:47.040 --> 00:43:50.040]   There's a difference between tapering and tightening.
[00:43:50.040 --> 00:43:54.040]   So, like Rick, I'd say stick with your strategic asset allocation
[00:43:54.040 --> 00:43:59.040]   and go ahead and make the investment and just recognize that it's there for a reason.
[00:43:59.040 --> 00:44:02.040]   I mean, you know, what if an accident happens?
[00:44:02.040 --> 00:44:05.040]   I mean, what if Congress does something crazy?
[00:44:05.040 --> 00:44:10.040]   Imagine that right now.
[00:44:10.040 --> 00:44:14.040]   Well, I guess the follow-up question on that would be,
[00:44:14.040 --> 00:44:19.040]   do you lump sum it or dollar a cost average when you're a real nervous investor?
[00:44:19.040 --> 00:44:21.040]   I'd say just do it.
