
[00:00:00.040 --> 00:00:09.460]  でき
[00:23:47.060 --> 00:23:47.060]   It breaks a story that I've had to deal with.
[00:23:47.060 --> 00:23:47.060]   It breaks a story that I've had to deal with.
[00:23:47.060 --> 00:23:47.060]   It breaks a story that I've had to deal with.
[00:23:47.060 --> 00:23:47.060]   It breaks a story that I've had to deal with.
[00:23:47.060 --> 00:23:47.060]   It breaks a story that I've had to deal with.
[00:23:47.060 --> 00:23:47.060]   It breaks a story that I've had to deal with.
[00:23:47.060 --> 00:23:47.060]   It breaks a story that I've had to deal with.
[00:23:47.060 --> 00:23:47.060]   It breaks a story that I've had to deal with.
[00:23:47.060 --> 00:23:47.060]   It breaks a story that I've had to deal with.
[00:23:47.060 --> 00:23:47.060]   It breaks a story that I've had to deal with.
[00:23:47.060 --> 00:24:17.080]   It breaks a story that I've had to deal with.
[00:24:17.080 --> 00:24:17.080]   It breaks a story that I've had to deal with.
[00:24:17.080 --> 00:24:17.080]   It breaks a story that I've had to deal with.
[00:24:17.080 --> 00:24:17.080]   It breaks a story that I've had to deal with.
[00:24:17.100 --> 00:24:47.100]   It breaks a story that I've had to deal with.
[00:24:47.100 --> 00:24:47.100]   It breaks a story that I've had to deal with.
[00:24:47.100 --> 00:24:47.100]   It breaks a story that I've had to deal with.
[00:24:47.100 --> 00:24:47.100]   It breaks a story that I've had to deal with.
[00:24:47.100 --> 00:24:47.100]   It breaks a story that I've had to deal with.
[00:24:47.100 --> 00:24:47.100]   It breaks a story that I've had to deal with.
[00:24:47.100 --> 00:24:47.100]   It breaks a story that I've had to deal with.
[00:24:47.100 --> 00:24:47.100]   It breaks a story that I've had to deal with.
[00:24:47.100 --> 00:24:47.100]   It breaks a story that I've had to deal with.
[00:24:47.100 --> 00:24:47.100]   It breaks a story that I've had to deal with.
[00:24:47.100 --> 00:24:47.100]   It breaks a story that I've had to deal with.
[00:24:47.100 --> 00:24:47.100]   It breaks a story that I've had to deal with.
[00:24:47.100 --> 00:24:47.100]   It breaks a story that I've had to deal with.
[00:24:47.100 --> 00:24:47.100]   It breaks a story that I've had to deal with.
[00:24:47.100 --> 00:25:17.120]   and understanding with our past improves because I know for me I was not ever
[00:25:17.120 --> 00:25:17.120]   and understanding with our past improves because I know for me I was not ever
[00:25:17.120 --> 00:25:17.120]   and understanding with our past improves because I know for me I was not ever
[00:25:17.120 --> 00:25:17.120]   and understanding with our past improves because I know for me I was not ever
[00:25:17.120 --> 00:25:17.120]   and understanding with our past improves because I know for me I was not ever
[00:25:17.120 --> 00:25:17.120]   and understanding with our past improves because I know for me I was not ever
[00:25:17.160 --> 00:25:27.980]   doesn
[00:25:27.980 --> 00:25:38.200]   İş de. I have a Con, the, the, the, the, if, errands,
[00:25:45.200 --> 00:25:54.820]   F
[00:25:54.820 --> 00:26:13.920]   manage " just, ',ère,�ing,
[00:26:13.980 --> 00:26:28.080]  ,
[00:26:43.180 --> 00:26:45.180]   in
[00:26:45.180 --> 00:26:55.220]   with the en twelve
[00:26:55.220 --> 00:27:09.880]  , , ,,,,, which or get my limit the spicy Abby I began to de around in, Let, I, My, Disney, relieve,
[00:27:11.920 --> 00:27:13.920]   however
[00:27:13.920 --> 00:27:40.140]  這是 diese, between, succeed. IO B Go I get the. I. I.
[00:27:40.380 --> 00:28:08.820]  berger: And I've said it before, but that will lead to having turned into a person who is a repeat offender. Same time because you just get up and you don't. You don't have a winter in your life. You know what I mean? You don't have you there's no introspective time. You don't look over your shoulder at the end of the path. Did you get up and you're like, Alright, I've stepped in the same pile of whatever 100 times and I'm fine. I'll do it on and first doesn't hurt. Hell, it's good luck.
[00:28:08.860 --> 00:28:19.800]   about
[00:28:19.800 --> 00:28:35.500]   would car. I. I.
[00:28:38.320 --> 00:29:07.440]   him
[00:29:07.540 --> 00:29:13.960]   qu
[00:29:13.960 --> 00:29:17.920]   it saying
[00:29:17.920 --> 00:29:34.760]   З The Summit,,,,, be change for con wahr child MacBook
[00:29:35.420 --> 00:29:45.160]   questo別
[00:29:45.160 --> 00:29:45.800]   only in the asked
[00:29:45.800 --> 00:29:49.300]   like delicate
[00:30:04.880 --> 00:30:33.440]   work
[00:30:34.060 --> 00:30:44.480]   be
[00:30:44.480 --> 00:30:45.080]   Bon B ci,,,,. in the business收看ppersby be a I I I I I I He
[00:30:45.080 --> 00:31:01.000]   boots
[00:31:33.780 --> 00:31:33.780]   .
[00:31:33.780 --> 00:31:33.780]   .
[00:31:33.780 --> 00:31:33.860]   .
[00:32:33.960 --> 00:32:44.200]  ,
[00:32:44.200 --> 00:32:45.140]   accountable an them in be
[00:32:45.140 --> 00:32:48.240]   stand -G, ',,,,,, Amerika
[00:32:48.240 --> 00:33:02.700]   closes
[00:33:02.860 --> 00:33:13.700]   not
[00:33:13.700 --> 00:33:31.220]   betweenœ reacts think in, and, jeunes, ', spice ' 12 remotely to a good Set the go S hard the I'm the I'm the encanta the detective the​ cockrodamn the�
[00:33:32.880 --> 00:33:40.840]   in
[00:33:40.840 --> 00:33:47.060]   M I, men, inherent付. C.... you make a work, in,,,,,,, humour
[00:33:47.060 --> 00:33:52.840]  DCimet descub
[00:33:52.840 --> 00:34:00.980]   out's a go and de It's and it's and "" "But" """" queens"視'" daytime 10" 45" dot " caf"erc" er"цы"區" bang" my's ' ends beliefs' his " chief" Barry are Р's I'm besch "Menав's is in the end"除 é sucks pouco
[00:34:00.980 --> 00:34:02.700]   Magic produces co вли glad as build жиз de
[00:34:02.760 --> 00:34:04.340]   wax the car
[00:34:04.340 --> 00:34:05.340]   Wax the car
[00:34:05.340 --> 00:34:08.240]   You know and in in in in get past this thing
[00:34:08.240 --> 00:34:12.080]   Kick it that's so powerful so
[00:34:12.080 --> 00:34:18.740]   One thing to do like with the loss of your father is to try to transform it to discover the gift in it
[00:34:18.740 --> 00:34:25.040]   The gift in the pain, but if you can't keep looking keep looking you can't find the gift in the pain
[00:34:25.040 --> 00:34:32.640]   Denied ever happened you could call that a trick, but I think it's more than a trick because let me say this
[00:34:32.640 --> 00:34:32.640]   You could call that a trick, but I think it's more than a trick because let me say this
[00:34:32.640 --> 00:34:32.640]   You could call that a trick, but I think it's more than a trick because let me say this
[00:34:32.640 --> 00:34:32.640]   You could call that a trick, but I think it's more than a trick because let me say this
[00:34:32.640 --> 00:34:32.640]   You could call that a trick, but I think it's more than a trick because let me say this
[00:34:33.580 --> 00:35:02.540]  , my mom after my father died went on and found a second love of her life
[00:35:02.540 --> 00:35:02.640]   You could call that a trick, but I think it's more than a trick because let me say this
[00:35:02.640 --> 00:35:02.640]   You could call that a trick, but I think it's more than a trick because let me say this
[00:35:02.640 --> 00:35:02.640]   You could call that a trick, but I think it's more than a trick because let me say this
[00:35:02.640 --> 00:35:02.640]   You could call that a trick, but I think it's more than a trick because let me say this
[00:35:02.640 --> 00:35:02.640]   You could call that a trick, but I think it's more than a trick because let me say this
[00:35:02.640 --> 00:35:02.640]   You could call that a trick, but I think it's more than a trick because let me say this
[00:35:02.640 --> 00:35:02.640]   You could call that a trick, but I think it's more than a trick because let me say this
[00:35:02.660 --> 00:35:32.640]   You could call that a trick, but I think it's more than a trick because let me say this
[00:35:32.640 --> 00:35:32.640]   You could call that a trick, but I think it's more than a trick because let me say this
[00:35:32.640 --> 00:35:32.640]   You could call that a trick, but I think it's more than a trick because let me say this
[00:35:32.640 --> 00:35:32.640]   You could call that a trick, but I think it's more than a trick because let me say this
[00:35:32.640 --> 00:35:32.640]   You could call that a trick, but I think it's more than a trick because let me say this
[00:35:32.640 --> 00:35:32.640]   You could call that a trick, but I think it's more than a trick because let me say this
[00:35:32.640 --> 00:35:32.640]   You could call that a trick, but I think it's more than a trick because let me say this
[00:35:32.640 --> 00:35:32.640]   You could call that a trick, but I think it's more than a trick because let me say this
[00:35:32.640 --> 00:35:32.640]   You could call that a trick, but I think it's more than a trick because let me say this
[00:35:32.680 --> 00:36:02.640]   I think that's a trick, but I think it's more than a trick because let me say this
[00:36:02.640 --> 00:36:02.640]   You could call that a trick, but I think it's more than a trick because let me say this
[00:36:02.640 --> 00:36:02.640]   You could call that a trick, but I think it's more than a trick because let me say this
[00:36:02.640 --> 00:36:02.640]   You could call that a trick, but I think it's more than a trick because let me say this
[00:36:02.660 --> 00:36:05.480]   You could call that a trick, but I think it's more than a trick because let me say this
[00:36:05.480 --> 00:36:05.700]   You could call that a trick, but I think it's more than a trick because let me say this
[00:36:05.700 --> 00:36:05.800]   You could call that a trick, but I think it's more than a trick because let me say this
[00:36:05.800 --> 00:36:05.860]   You could call that a trick, but I think it's more than a trick because let me say this
[00:36:05.860 --> 00:36:05.900]   You could call that a trick, but I think it's more than a trick because let me say this
[00:36:05.900 --> 00:36:05.940]   No.
[00:36:05.940 --> 00:36:11.040]   So I don't know.
[00:36:11.040 --> 00:36:14.400]   I mean, in there, maybe, you know, maybe there's another way.
[00:36:14.400 --> 00:36:18.520]   I think it's denial, but it's not really denial because it's not like it didn't happen.
[00:36:18.520 --> 00:36:21.180]   That's an earlier example I was giving my mom.
[00:36:21.180 --> 00:36:22.440]   She will absolutely go.
[00:36:22.440 --> 00:36:25.440]   That light's not on, Mom, the light's on.
[00:36:25.440 --> 00:36:26.680]   That light's not on.
[00:36:26.700 --> 00:36:53.260]   I say it's not on. Sometimes you're just like, that makes no sense.
[00:36:53.260 --> 00:36:55.340]   You're just absolutely denying what just happened.
[00:36:55.340 --> 00:36:56.680]   We even have it recorded.
[00:36:56.680 --> 00:36:56.680]   And she'll go, well, the recording's like, yeah.
[00:36:56.680 --> 00:36:56.680]   I mean, that's part of a coping deal with her. But I mean, what I think is more important or more valuable is to talk about this. She didn't deny my dad dying. I didn't. But she sure as hell turned the page. Instead I can still start a whole new category, a new life, a new love. Let my heart love.
[00:36:56.680 --> 00:36:56.680]   I think it's not on. Sometimes you're just like that makes no sense.
[00:36:56.680 --> 00:37:26.680]  , and I think I mean, we were just thought that was beautiful. Yes, Mom, go. I dream like go. Now, if we're hung up going.
[00:37:26.720 --> 00:37:34.780]   or
[00:37:34.780 --> 00:37:55.680]  , the the was to have
[00:37:56.620 --> 00:38:06.120]  ,
[00:38:06.120 --> 00:38:08.020]   you,
[00:38:56.300 --> 00:38:56.300]   and
[00:38:56.300 --> 00:38:56.460]   in the paradox. Yes. And the dance of it. I think the metaphor of red, yellow, green lights is just so simple and so powerful. You write about some green lights being engineered and some being mystical. I love the difference of that. What's the difference of the engineered green lights and the mystical? Such a cool word. Mystical. Yeah. Well, the engineered ones have reason and the mystical ones have rhyme. Yeah.
[00:39:56.540 --> 00:40:26.520]  obedient. And the mystical ones, though, don't make any sense. They're not supposed to make sense. They only make sense after, right when they happen, you backlog. And you connect the dots with how you got there. That red light you ran into that made you 30 seconds later to get to the restaurant. As you walked in, she walked out. And you went, "Good morning." And she went, "Good morning."
[00:40:26.560 --> 00:40:51.180]  obedient. And two months later, you're dating. Two years later, you're married. You're after that, got a family. And now you're sitting here four years later going, "I love you. Look at what we built." And you go back and go, "What?"
[00:40:51.180 --> 00:40:52.460]   I wouldn't hit that red light.
[00:40:52.460 --> 00:40:56.040]   Those 30 seconds made all the difference.
[00:40:56.040 --> 00:40:56.380]   And
[00:40:56.380 --> 00:41:26.400]   and
[00:41:26.400 --> 00:41:26.400]   That's just rhyme.
[00:41:26.400 --> 00:41:26.400]  , we can't really add that up.
[00:41:26.400 --> 00:41:56.420]   You're not going to you. You're not going to do what you're doing.
[00:41:56.460 --> 00:42:06.500]  視
[00:42:06.500 --> 00:42:06.820]   top. This,,,
[00:42:23.720 --> 00:42:33.800]  ,
[00:42:33.800 --> 00:42:34.780]   depend the, won, den,
[00:42:34.780 --> 00:42:51.800]   the................ .ż塊 meinem Wiz Air EdTA Public B пери Z Paulo tail Ya depend視 that's it's a kind, and, they, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and, and,encias, and, this, and, and, appreciate, over, Ü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Min. over the,� the...G. creatorго lover little我說好好 почемуomanエ activists' changes in el� die drinks'ingimo on cr shouldn compared to be gone exploited the lie
[00:42:51.860 --> 00:43:03.500]  łych yukrain no plan just went there no plan I didn't know how I'm going to meet the president of the country I know anybody.
[00:43:03.500 --> 00:43:04.640]   The soul.
[00:43:04.640 --> 00:43:10.960]   There's no plan there's no clear thing you just roaming around and that's how I've existed in life and.
[00:43:10.960 --> 00:43:18.020]   There's something about giving yourself over to the flow of nature that I just enjoy make life so much fun.
[00:43:18.020 --> 00:43:19.480]   It's.
[00:43:19.480 --> 00:43:20.960]   Awesome.
[00:43:20.960 --> 00:43:21.760]   When you can do it.
[00:43:21.800 --> 00:43:32.560]   bank
[00:43:32.560 --> 00:43:35.800]   the. I,
[00:44:47.900 --> 00:44:50.820]   in
[00:44:50.820 --> 00:45:12.200]   and moreavy … M ... Tout . or, and, support,,,,,., Muse de play be do head Also God is a map. I'm. I'm. I'm,s,s,bar,�,'t, leftovers in,
[00:45:16.460 --> 00:45:26.640]   like
[00:45:26.640 --> 00:45:43.140]   let, ", million
[00:45:46.480 --> 00:46:11.200]  berger: Are we giving enough measure and credit to actuality? Am I giving enough credit to these are the steps to take, and this is reality?" I think I'm reminded when I trust.
[00:46:11.200 --> 00:46:16.460]   Because go on with the mystic. Just to put yourself on the plane with the engineer, but getting there, and as you say, you seem, you say
[00:46:16.460 --> 00:46:16.460]   You're one of the most powerful engineers in the world.
[00:46:16.460 --> 00:46:16.460]   You're one of the most powerful engineers in the world.
[00:46:16.460 --> 00:46:16.460]   You're one of the most powerful engineers in the world.
[00:46:16.460 --> 00:46:16.460]   You're one of the most powerful engineers in the world.
[00:46:16.460 --> 00:46:16.460]   You're one of the most powerful engineers in the world.
[00:46:16.460 --> 00:46:16.460]   You're one of the most powerful engineers in the world.
[00:46:16.460 --> 00:46:16.460]   You're one of the most powerful engineers in the world.
[00:46:16.460 --> 00:46:16.460]   You're one of the most powerful engineers in the world.
[00:46:16.460 --> 00:46:16.460]   You're one of the most powerful engineers in the world.
[00:46:16.460 --> 00:46:16.460]   You're one of the most powerful engineers in the world.
[00:46:17.280 --> 00:46:46.480]   You're one of the most powerful engineers in the world.
[00:46:46.480 --> 00:46:46.480]   You're one of the most powerful engineers in the world.
[00:46:46.480 --> 00:46:46.480]   You're one of the most powerful engineers in the world.
[00:46:46.500 --> 00:47:16.500]   You're one of the most powerful engineers in the world.
[00:47:16.500 --> 00:47:16.500]   You're one of the most powerful engineers in the world.
[00:47:16.500 --> 00:47:16.500]   You're one of the most powerful engineers in the world.
[00:47:16.500 --> 00:47:16.500]   You're one of the most powerful engineers in the world.
[00:47:16.500 --> 00:47:16.500]   You're one of the most powerful engineers in the world.
[00:47:16.500 --> 00:47:16.500]   You're one of the most powerful engineers in the world.
[00:47:16.500 --> 00:47:16.500]   You're one of the most powerful engineers in the world.
[00:47:16.500 --> 00:47:16.500]   You're one of the most powerful engineers in the world.
[00:47:16.500 --> 00:47:16.500]   You're one of the most powerful engineers in the world.
[00:47:16.500 --> 00:47:16.500]   You're one of the most powerful engineers in the world.
[00:47:16.500 --> 00:47:16.500]   You're one of the most powerful engineers in the world.
[00:47:16.500 --> 00:47:16.500]   You're one of the most powerful engineers in the world.
[00:47:16.500 --> 00:47:16.500]   You're one of the most powerful engineers in the world.
[00:47:16.500 --> 00:47:16.500]   you're one of the most powerful engineers in the world.
[00:47:16.520 --> 00:47:46.520]   and then you've got a lot of people who are really passionate about this and you're not really into it.
[00:47:46.520 --> 00:47:46.520]   and then you've got a lot of people who are really passionate about this and you're not really into it.
[00:47:46.520 --> 00:47:46.520]   and then you've got a lot of people who are really passionate about this and you're not really into it.
[00:47:46.520 --> 00:47:46.520]   and then you've got a lot of people who are really passionate about this and you're not really into it.
[00:47:46.520 --> 00:47:46.520]   and then you've got a lot of people who are really passionate about this and you're not really into it.
[00:47:46.520 --> 00:47:46.520]   and then you've got a lot of people who are really passionate about this and you're not really into it.
[00:47:46.520 --> 00:47:46.520]   and then you've got a lot of people who are really passionate about this and you're not really into it.
[00:47:46.520 --> 00:47:46.520]   and then you've got a lot of people who are really passionate about this and you're not really into it.
[00:47:46.540 --> 00:48:16.540]   and then you've got a lot of people who are really passionate about this and you're not really into it.
[00:48:16.540 --> 00:48:16.540]   and then you've got a lot of people who are really passionate about this and you're not really into it.
[00:48:16.540 --> 00:48:16.540]   and then you've got a lot of people who are really passionate about this and you're not really into it.
[00:48:16.540 --> 00:48:16.540]   and then you've got a lot of people who are really passionate about this and you're not really into it.
[00:48:16.540 --> 00:48:16.540]   and then you've got a lot of people who are really passionate about this and you're not really into it.
[00:48:16.540 --> 00:48:16.540]   and then you've got a lot of people who are really passionate about this and you're not really into it.
[00:48:16.540 --> 00:48:16.540]   and then you've got a lot of people who are really passionate about this and you're not really into it.
[00:48:16.540 --> 00:48:16.540]   and then you've got a lot of people who are really passionate about this and you're not really into it.
[00:48:16.560 --> 00:48:46.560]   and then you've got a lot of people who are really passionate about this and you're not really into it.
[00:48:46.560 --> 00:48:46.560]   and then you've got a lot of people who are really passionate about this and you're not really into it.
[00:48:46.560 --> 00:48:46.560]   and then you've got a lot of people who are really passionate about this and you're not really into it.
[00:48:46.560 --> 00:48:46.560]   and then you've got a lot of people who are really passionate about this and you're not really into it.
[00:48:46.560 --> 00:48:46.560]   and then you've got a lot of people who are really passionate about this and you're not really into it.
[00:48:46.560 --> 00:48:46.560]   and then you've got a lot of people who are really passionate about this and you're not really into it.
[00:48:46.600 --> 00:49:16.580]  ,
[00:49:16.580 --> 00:49:16.580]   and then you've got a lot of people who are really passionate about this and you're not really into it.
[00:49:16.580 --> 00:49:16.580]   and then you've got a lot of people who are really passionate about this and you're not really into it.
[00:49:16.580 --> 00:49:16.580]   and then you've got a lot of people who are really passionate about this and you're not really passionate about this and you're not really into it.
[00:49:16.620 --> 00:49:26.840]   haven
[00:49:26.840 --> 00:49:27.780]   --,
[00:49:27.780 --> 00:49:43.360]   as be stuff Blog Boy Well L L S Je, that, ", --,,,,,,. Mud poor empath�怪 with the basically. I'm not i's not let's as a right. I'm. I'm a Mol behind the. I'm. I'm. I'm not the. I'm, and, and, and, and, and, and, and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Então Bencos либоі donut AHN é Fer not jakielohor 12 intestine Min H answering� tuning connect LTE Mill novaㅋㅋ immense meaninglessращ G
[00:49:43.400 --> 00:49:51.420]   There's just a basic deep kindness towards others.
[00:49:51.420 --> 00:50:05.420]   Empathy, empathy towards people that others that others might label as even evil. I have that kind of empathy. I believe all of us have the capacity to do good and evil.
[00:50:05.420 --> 00:50:10.420]   And so I just kind of see everybody as little babies that grew up in different conditions.
[00:50:10.420 --> 00:50:11.420]   And
[00:50:13.080 --> 00:50:42.220]   I just kind of see everybody as little babies that grew up in different conditions.
[00:50:42.220 --> 00:50:42.220]   The only thing that I can see was the other kids that grew up in different conditions.
[00:50:42.220 --> 00:50:42.220]   The only thing that I can see was the other kids that grew up in different conditions.
[00:50:42.220 --> 00:50:42.220]   The only thing that I can see was the other kids that grew up in different conditions.
[00:50:42.220 --> 00:50:42.220]   The only thing that I can see was the other kids that grew up in different conditions.
[00:50:42.220 --> 00:50:42.220]   The only thing that I can see was the other kids that grew up in different conditions.
[00:50:42.220 --> 00:50:42.220]   The only thing that I can see is the other kids that grew up in different conditions.
[00:50:42.260 --> 00:51:12.260]   the only thing that I can see is the other kids that grew up in different conditions.
[00:51:12.260 --> 00:51:12.260]   The only thing that I can see is the other kids that grew up in different conditions.
[00:51:12.260 --> 00:51:12.260]   The only thing that I can see is the other kids that grew up in different conditions.
[00:51:12.280 --> 00:51:42.300]   And very pragmatic,
[00:51:42.300 --> 00:51:42.300]   And very pragmatic,
[00:51:42.300 --> 00:51:42.300]   And very pragmatic, because they led to dealing with,
[00:51:43.240 --> 00:52:12.340]   and very pragmatic, because they led to dealing with,
[00:52:12.340 --> 00:52:12.340]   Yeah, they led to dealing with,
[00:52:12.380 --> 00:52:19.800]   Lun
[00:52:19.800 --> 00:52:31.720]   aimed two wait
[00:52:41.340 --> 00:52:58.900]   yeah, you'll be coming to visit me in this new place maybe, yeah. How did the Amazon, how did the trip there change you? What do you remember of it? Such a magical place.
[00:52:58.900 --> 00:53:08.340]   I've stripped a lot of my past.
[00:53:08.340 --> 00:53:10.300]   I've stripped a lot of my past.
[00:53:10.300 --> 00:53:10.300]   I've stripped a lot of my past.
[00:53:10.300 --> 00:53:10.300]   I've stripped a lot of my past.
[00:53:10.300 --> 00:53:10.300]   I've stripped a lot of my past.
[00:53:10.300 --> 00:53:10.300]   I've stripped a lot of my past.
[00:53:10.300 --> 00:53:10.320]   I've stripped a lot of my past.
[00:53:10.320 --> 00:53:10.320]   I've stripped a lot of my past.
[00:53:10.320 --> 00:53:10.420]   I've stripped a lot of my past.
[00:53:10.420 --> 00:53:10.480]   I've stripped a lot of my past.
[00:53:10.480 --> 00:53:10.540]   I've stripped a lot of my past.
[00:53:10.540 --> 00:53:10.580]   I've stripped a lot of my past.
[00:53:10.580 --> 00:53:10.620]   I've stripped a lot of my past.
[00:53:10.620 --> 00:53:10.680]   I've stripped a lot of my past.
[00:53:10.680 --> 00:53:10.700]   I've stripped a lot of my past.
[00:53:11.580 --> 00:53:40.120]   I've stripped a lot of my past.
[00:53:40.120 --> 00:53:40.160]   I've stripped a lot of my past.
[00:53:40.160 --> 00:53:40.180]   I've stripped a lot of my past.
[00:53:40.180 --> 00:53:40.220]   I've stripped a lot of my past.
[00:53:40.220 --> 00:53:40.260]   I've stripped a lot of my past.
[00:53:40.260 --> 00:53:40.300]   I've stripped a lot of my past.
[00:53:40.300 --> 00:53:40.320]   I've stripped a lot of my past.
[00:53:40.320 --> 00:53:40.320]   I've stripped a lot of my past.
[00:53:40.320 --> 00:53:40.420]   I've stripped a lot of my past.
[00:53:40.420 --> 00:53:40.700]   I've stripped a lot of my past.
[00:53:40.700 --> 00:53:40.720]   I've stripped a lot of my past. I've stripped a lot of my past.
[00:53:40.760 --> 00:53:49.500]  aren кил H E Council
[00:53:49.500 --> 00:53:56.680]  ,,,,,, ML B E veryakh nhưng stayed Sy not over and  sub co definitely "G "G" چ "pered, or whilst... - otherwise, is a unlike the point of, and the co, the co, and the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, be, or,
[00:53:56.680 --> 00:54:09.040]   ended. I'm not at ended ac entertained чет買 or down here is couldn't invest为 restart MVC. I have thickenG.S.I. stabbed. junior.C.E.You.D.I.What.D.D.V.D.C.G.D.B.T.G.G.G.led.전. mett. el plead. never was not first real broke.
[00:54:09.040 --> 00:54:09.480]  頭 in the…
[00:54:09.940 --> 00:54:20.320]   many
[00:54:20.320 --> 00:54:21.320]   vie get, much,
[00:55:05.980 --> 00:55:05.980]   I
[00:55:05.980 --> 00:55:05.980]   I
[00:55:05.980 --> 00:55:05.980]   I
[00:55:05.980 --> 00:55:05.980]   I
[00:55:05.980 --> 00:55:05.980]   I
[00:55:05.980 --> 00:55:05.980]   I
[00:55:06.020 --> 00:55:12.260]   child
[00:55:12.260 --> 00:55:25.120]   discover men,,,abet
[00:55:25.120 --> 00:55:34.280]  在 i conduct as didnt El, and, And, I. I, I, I, I, I, You, I, I, I, Please, He, клim,消 screen,onde,� عند,onst,Fit, km, pozi, sau,
[00:55:34.280 --> 00:55:34.640]  ,.,,,,,.,, what, not, process, I, be, is just, at the
[00:55:34.640 --> 00:55:34.700]   spiritual, para, and, at... I,… but... happened... particle...Show... ...... ...... ...... ...... ...…... ...... ....... ...ilant ... everyone... ... ... ... ...... ... ...... ... ...... ... ... ...... Ray ..... ... son ... ... ... ... espera ... delicate... at ...akov ... assass bought... deep... didnt...� ... Bol ... over ... connections ... crater DO Sign ... write ... declarilled ... invite...
[00:55:34.740 --> 00:55:36.760]   the Amazon...
[00:55:36.760 --> 00:55:38.360]   I mean...
[00:55:38.360 --> 00:55:39.360]   not...
[00:55:39.360 --> 00:55:40.360]   around a few corners...
[00:55:40.360 --> 00:55:41.460]   THE next corner...
[00:55:41.460 --> 00:55:42.460]   there it was...
[00:55:42.460 --> 00:55:45.560]   and... that was just like a touche...
[00:55:45.560 --> 00:55:47.560]   you know... those times when...
[00:55:47.560 --> 00:55:50.460]   the prime mover... the universe... God... what...
[00:55:50.460 --> 00:55:52.060]   we wanna...
[00:55:52.060 --> 00:55:53.860]   name... or believe in...
[00:55:53.860 --> 00:55:54.460]   says...
[00:55:54.460 --> 00:55:55.460]   ding...
[00:55:55.460 --> 00:55:56.460]   there you go...
[00:55:56.460 --> 00:55:57.660]   and...
[00:55:57.660 --> 00:56:02.060]   that...
[00:56:04.400 --> 00:56:34.100]  ,
[00:56:34.100 --> 00:56:34.200]   ...,
[00:56:34.200 --> 00:56:34.200]   ...,
[00:56:34.200 --> 00:56:34.300]   ...,
[00:56:34.300 --> 00:56:34.300]   ...,
[00:56:34.340 --> 00:56:36.780]   deserve
[00:56:36.780 --> 00:56:58.440]   muddy. WAS B. flavor not.
[00:56:59.240 --> 00:57:09.520]   Gut
[00:57:09.520 --> 00:57:28.700]   Leh we again,,,,
[00:57:45.620 --> 00:57:57.820]   Well, the Amazon is interesting too, because it really has no past or future losing the moment. Cause how fast it churns, it eats up life. It like, if a thing dies, it just gets swallowed up.
[00:58:26.940 --> 00:58:26.940]   We're human. We're human somehow escape that food chain, but we're still, the roots are still there.
[00:58:26.940 --> 00:58:26.940]   Are we air?
[00:58:26.940 --> 00:58:26.980]   I think we're a bit arrogant to think we've escaped.
[00:58:26.980 --> 00:58:27.020]   I think we're a bit arrogant to think we've escaped.
[00:58:27.020 --> 00:58:27.100]   I think we're a bit arrogant to think we've escaped.
[00:58:27.100 --> 00:58:27.180]   We're just trying to, we're just trying to, we're just trying to get away with it.
[00:58:27.180 --> 00:58:27.260]   We're just trying to get away with it.
[00:58:27.260 --> 00:58:27.340]   I think we're just trying to get away with it.
[00:58:27.340 --> 00:58:27.420]   I think we're just trying to get away with it.
[00:58:27.420 --> 00:58:27.500]   I think we're just trying to get away with it.
[00:58:27.500 --> 00:58:27.580]   I think we're just trying to get away with it.
[00:58:27.580 --> 00:58:27.620]   I think we're just trying to get away with it.
[00:58:27.620 --> 00:58:27.660]   I think we're just trying to get away with it.
[00:58:27.660 --> 00:58:27.740]   I think we're just trying to get away with it.
[00:58:27.780 --> 00:58:57.780]   I think we're just trying to get away with it.
[00:58:57.780 --> 00:58:57.780]   I think we're just trying to get away with it.
[00:58:57.780 --> 00:58:57.780]   I think we're just trying to get away with it.
[00:58:57.780 --> 00:58:57.780]   I think we're just trying to get away with it.
[00:58:57.780 --> 00:58:57.780]   I think we're just trying to get away with it.
[00:58:57.800 --> 00:59:27.780]   I think we're just trying to get away with it.
[00:59:27.780 --> 00:59:27.780]   I think we're just trying to get away with it.
[00:59:27.780 --> 00:59:27.780]   I think we're just trying to get away with it.
[00:59:27.780 --> 00:59:27.780]   I think we're just trying to get away with it.
[00:59:27.780 --> 00:59:27.780]   I think we're just trying to get away with it.
[00:59:27.780 --> 00:59:27.780]   I think we're just trying to get away with it.
[00:59:27.780 --> 00:59:27.780]   I think we're just trying to get away with it.
[00:59:27.780 --> 00:59:27.780]   I think we're just trying to get away with it.
[00:59:27.780 --> 00:59:27.780]   I think we're just trying to get away with it.
[00:59:27.780 --> 00:59:27.780]   I think we're just trying to get away with it.
[00:59:27.780 --> 00:59:27.780]   I think we're just trying to get away with it.
[00:59:27.780 --> 00:59:27.780]   I think we're just trying to get away with it.
[00:59:27.780 --> 00:59:27.780]   I think we're just trying to get away with it.
[00:59:27.780 --> 00:59:27.780]   I think we're just trying to get away with it.
