
[00:00:00.000 --> 00:00:00.840]   [upbeat music]
[00:15:50.400 --> 00:15:53.360]   or you're dealing with a very difficult life circumstances
[00:15:53.360 --> 00:15:56.240]   or excessive work demand or a new kid,
[00:15:56.240 --> 00:15:57.080]   as I mentioned before,
[00:15:57.080 --> 00:15:59.360]   well then buffering stress with ashwagandha,
[00:15:59.360 --> 00:16:01.800]   buffering cortisol in the afternoon and evening
[00:16:01.800 --> 00:16:03.100]   can be very beneficial for you.
[00:16:03.100 --> 00:16:07.060]   But then I would say after about 30 days maximum,
[00:16:07.060 --> 00:16:09.900]   I would take at least two to four weeks off.
[00:16:09.900 --> 00:16:11.620]   Two weeks is probably enough, but four weeks off
[00:16:11.620 --> 00:16:15.520]   because you don't want to chronically buffer cortisol.
[00:16:15.520 --> 00:16:16.940]   It's just not a good idea.
[00:16:16.940 --> 00:16:17.780]   But that said,
[00:16:17.780 --> 00:16:20.260]   I think ashwagandha is a very powerful adaptogen.
[00:16:20.260 --> 00:16:22.180]   I would place at the top of the list
[00:16:22.180 --> 00:16:23.940]   of supplement-based adaptogens.
[00:16:23.940 --> 00:16:26.180]   But keep in mind that even if you're taking
[00:16:26.180 --> 00:16:27.400]   a supplement-based adaptogen,
[00:16:27.400 --> 00:16:30.440]   that's no reason to abandon the nutrition
[00:16:30.440 --> 00:16:32.860]   and behavioral type adaptogenic effects
[00:16:32.860 --> 00:16:34.800]   that you can create through eating dark leafy greens,
[00:16:34.800 --> 00:16:35.740]   cruciferous vegetables.
[00:16:35.740 --> 00:16:37.420]   Then we'll talk about the behaviors in a moment.
[00:16:37.420 --> 00:16:39.940]   The other two supplement-based adaptogens, as I mentioned,
[00:16:39.940 --> 00:16:42.300]   are lion's mane mushroom and chaga.
[00:16:42.300 --> 00:16:44.900]   And I get asked a lot about lion's mane and chaga
[00:16:44.900 --> 00:16:49.900]   for sake of their purported roles in acting as nootropics,
[00:16:49.900 --> 00:16:52.520]   as quote unquote, smart drugs.
[00:16:52.520 --> 00:16:56.260]   There are fewer data on the beneficial roles
[00:16:56.260 --> 00:16:59.760]   of lion's mane and chaga for sake of nootropic effects.
[00:17:00.800 --> 00:17:03.280]   We'll do an entire episode on nootropics at some point,
[00:17:03.280 --> 00:17:05.740]   but there have been a few studies showing
[00:17:05.740 --> 00:17:07.560]   that lion's mane and supplementation
[00:17:07.560 --> 00:17:10.580]   and chaga supplementation can improve memory
[00:17:10.580 --> 00:17:14.400]   and maybe even divergent thinking associated with creativity
[00:17:14.400 --> 00:17:15.240]   and things of that sort.
[00:17:15.240 --> 00:17:17.880]   Again, these are not psychedelic mushrooms.
[00:17:17.880 --> 00:17:20.600]   That said, there are good data showing
[00:17:20.600 --> 00:17:22.600]   that 1,000 milligrams,
[00:17:22.600 --> 00:17:25.000]   that is one gram of lion's mane per day,
[00:17:25.000 --> 00:17:28.240]   and/or, okay, these,
[00:17:28.240 --> 00:17:30.480]   we'll talk about the and/or portion in a moment,
[00:17:30.480 --> 00:17:35.480]   and/or chaga mushroom at 500 to 1500 milligrams per day
[00:17:35.480 --> 00:17:41.360]   can act as adaptogens in, again, reducing cortisol,
[00:17:41.360 --> 00:17:44.240]   but also and mainly reducing
[00:17:44.240 --> 00:17:46.200]   some of the anti-inflammatory cytokines
[00:17:46.200 --> 00:17:48.560]   that are known to circulate in high abundance
[00:17:48.560 --> 00:17:50.360]   when you're under a lot of psychological
[00:17:50.360 --> 00:17:51.760]   and/or physical stress,
[00:17:51.760 --> 00:17:55.360]   things like interleukin-6 and some related molecules.
[00:17:55.360 --> 00:17:56.920]   So here's what I would recommend.
[00:17:56.920 --> 00:17:59.680]   If you are interested in exploring adaptogens,
[00:17:59.680 --> 00:18:01.680]   I'm a big fan, as some of you probably know,
[00:18:01.680 --> 00:18:02.980]   if you heard that episode
[00:18:02.980 --> 00:18:04.640]   on "Rational Guide to Supplementation,"
[00:18:04.640 --> 00:18:08.440]   I'm a big fan of mainly focusing on taking supplements
[00:18:08.440 --> 00:18:10.580]   in single ingredient formulations
[00:18:10.580 --> 00:18:14.080]   so that you can figure out what dosages are best for you
[00:18:14.080 --> 00:18:15.960]   and so that you can toggle in and out
[00:18:15.960 --> 00:18:17.960]   those adaptogens as needed.
[00:18:17.960 --> 00:18:20.720]   So I, of course, am a fan of taking certain blends
[00:18:20.720 --> 00:18:23.800]   and mixes, the one that we talk about a lot on this podcast,
[00:18:23.800 --> 00:18:25.420]   and I've been a sponsor from the beginning,
[00:18:25.420 --> 00:18:27.120]   I've taken for a decade now,
[00:18:27.120 --> 00:18:28.680]   long before I ever had a podcast,
[00:18:28.680 --> 00:18:31.080]   is Athletic Greens, which some of you might note
[00:18:31.080 --> 00:18:32.600]   does contain some ashwagandha,
[00:18:32.600 --> 00:18:34.140]   although the levels of ashwagandha
[00:18:34.140 --> 00:18:36.440]   that are contained in Athletic Greens are low enough
[00:18:36.440 --> 00:18:37.600]   that I don't see any issue
[00:18:37.600 --> 00:18:40.580]   with taking Athletic Greens consistently,
[00:18:40.580 --> 00:18:42.280]   day to day, every day,
[00:18:42.280 --> 00:18:43.680]   because you're not getting anywhere near
[00:18:43.680 --> 00:18:45.580]   that 600 milligram dosage.
[00:18:45.580 --> 00:18:50.200]   But the idea is that if you are going to take any adaptogen,
[00:18:50.200 --> 00:18:52.500]   forsake a buffering stress over the short term,
[00:18:52.500 --> 00:18:55.120]   say for a week or two weeks or a month,
[00:18:55.120 --> 00:18:57.280]   and then taking that recommended time off,
[00:18:57.280 --> 00:18:59.320]   I would start with ashwagandha,
[00:18:59.320 --> 00:19:01.600]   and then if you feel you need something else
[00:19:01.600 --> 00:19:04.080]   to buffer stress, keeping in mind, of course,
[00:19:04.080 --> 00:19:06.000]   that you're doing the behavioral and the nutritional things
[00:19:06.000 --> 00:19:08.560]   to buffer stress as well, you can never abandon those, right?
[00:19:08.560 --> 00:19:11.080]   Well, then I would suggest adding 1,000 milligrams
[00:19:11.080 --> 00:19:13.820]   or 1,000 milligrams of chaga per day
[00:19:13.820 --> 00:19:17.920]   and seeing how that further benefits your system
[00:19:17.920 --> 00:19:19.020]   in terms of buffering stress.
[00:19:19.020 --> 00:19:21.320]   How would you measure if your stress is being reduced?
[00:19:21.320 --> 00:19:23.420]   Well, you're going to be sleeping better at night,
[00:19:23.420 --> 00:19:25.080]   you're going to feel subjectively better,
[00:19:25.080 --> 00:19:26.400]   lower levels of anxiety,
[00:19:26.400 --> 00:19:28.320]   all the things that are measured in the types of studies
[00:19:28.320 --> 00:19:30.000]   I described before.
[00:19:30.000 --> 00:19:32.540]   Now, of course, there's nothing preventing you
[00:19:32.540 --> 00:19:34.760]   from taking 600 milligrams of ashwagandha,
[00:19:34.760 --> 00:19:36.800]   a gram of lion's mane and a gram of chaga.
[00:19:36.800 --> 00:19:39.400]   I know some people like to just kind of go full tilt
[00:19:39.400 --> 00:19:41.480]   into everything, but I am a big believer
[00:19:41.480 --> 00:19:44.680]   in really trying to isolate which supplements
[00:19:44.680 --> 00:19:47.880]   and molecules work best for you and which ones don't.
[00:19:47.880 --> 00:19:51.280]   Do you need to cycle on and off lion's mane and chaga?
[00:19:51.280 --> 00:19:53.520]   I'm not aware of any data showing that you do.
[00:19:53.520 --> 00:19:55.840]   If, however, you're taking them every day,
[00:19:55.840 --> 00:19:57.560]   I recommend that you cycle off them
[00:19:57.560 --> 00:20:00.080]   after a period of 30 days or so.
[00:20:00.080 --> 00:20:01.640]   And I want to be very clear about this,
[00:20:01.640 --> 00:20:02.840]   just because I said cycle off
[00:20:02.840 --> 00:20:04.200]   after a period of 30 days or so
[00:20:04.200 --> 00:20:06.280]   does not mean that you can't take them
[00:20:06.280 --> 00:20:07.840]   for a shorter period of time.
[00:20:07.840 --> 00:20:09.640]   So for instance, if you know that you're coming up
[00:20:09.640 --> 00:20:11.820]   on a big week of stress,
[00:20:11.820 --> 00:20:16.760]   well then you could take ashwagandha and/or lion's mane
[00:20:16.760 --> 00:20:19.920]   and/or chaga for that week or just that week
[00:20:19.920 --> 00:20:21.600]   or heading into that week or in the following week
[00:20:21.600 --> 00:20:22.440]   and then stop.
[00:20:22.440 --> 00:20:23.320]   There's no reason why you couldn't take them
[00:20:23.320 --> 00:20:24.280]   even just for one day,
[00:20:24.280 --> 00:20:27.200]   although the effects tend to be a bit cumulative,
[00:20:27.200 --> 00:20:30.860]   at least when we're talking about buffering anxiety.
[00:20:30.860 --> 00:20:32.000]   In terms of buffering cortisol,
[00:20:32.000 --> 00:20:34.200]   that's a very potent effect that as far as we know
[00:20:34.200 --> 00:20:35.740]   is going to take place on day one.
[00:20:35.740 --> 00:20:38.140]   Again, keep that cortisol buffering effect
[00:20:38.140 --> 00:20:40.200]   away from exercise.
[00:20:40.200 --> 00:20:42.480]   At least don't take it before exercise
[00:20:42.480 --> 00:20:44.440]   and try and buffer your cortisol
[00:20:44.440 --> 00:20:45.760]   in the afternoon and evening.
[00:20:45.760 --> 00:20:47.000]   And this is assuming that you're working
[00:20:47.000 --> 00:20:49.320]   a conventional shift and you're not up all night
[00:20:49.320 --> 00:20:52.120]   and sleeping all day for sake of shift work.
[00:20:52.120 --> 00:20:53.980]   Okay, so hopefully that clarifies things
[00:20:53.980 --> 00:20:55.380]   about what adaptogens are.
[00:20:55.380 --> 00:20:57.800]   In fact, I never actually read the specific question,
[00:20:57.800 --> 00:21:01.180]   but I think I've touched on a number of issues
[00:21:01.180 --> 00:21:02.680]   that relate to the specific question.
[00:21:02.680 --> 00:21:04.100]   And then I'll answer the last portion
[00:21:04.100 --> 00:21:06.240]   of the answer to this question in a moment
[00:21:06.240 --> 00:21:08.820]   as it relates to behavioral tools
[00:21:08.820 --> 00:21:10.500]   that can act as adaptogens.
[00:21:10.500 --> 00:21:13.160]   The question itself was there's a lot of mixed information
[00:21:13.160 --> 00:21:15.220]   out there about adaptogens like ashwagandha.
[00:21:15.220 --> 00:21:16.600]   I think that relates to what I said earlier,
[00:21:16.600 --> 00:21:18.760]   which is that the definition of an adaptogen
[00:21:18.760 --> 00:21:23.660]   has not really been cemented in various communities.
[00:21:23.660 --> 00:21:25.200]   It's different in different communities
[00:21:25.200 --> 00:21:28.740]   and it's generally used as a matter of convenience
[00:21:28.740 --> 00:21:30.800]   rather than really strictly defining what it is.
[00:21:30.800 --> 00:21:34.040]   And hopefully we've defined it accurately
[00:21:34.040 --> 00:21:38.160]   and broadly enough today as something that buffers stress.
[00:21:38.160 --> 00:21:39.520]   The second part of the question was
[00:21:39.520 --> 00:21:41.520]   what does the scientific evidence say about adaptogens
[00:21:41.520 --> 00:21:44.100]   and their ability to mediate body stress response?
[00:21:44.100 --> 00:21:47.760]   They say quite a lot and they say that the stress response
[00:21:47.760 --> 00:21:51.280]   can be buffered substantially by certain adaptogens,
[00:21:51.280 --> 00:21:54.680]   mainly dark leafy greens, cruciferous vegetables,
[00:21:54.680 --> 00:21:57.860]   ashwagandha, lion's mane, and chaga,
[00:21:57.860 --> 00:21:59.440]   and of course all the behavioral things
[00:21:59.440 --> 00:22:01.420]   that are critical to what we'll list off in a moment.
[00:22:01.420 --> 00:22:02.960]   And then the third portion of the question is
[00:22:02.960 --> 00:22:04.620]   is there any solid evidence that has an effect
[00:22:04.620 --> 00:22:07.200]   on neurotransmitters or the HPA,
[00:22:07.200 --> 00:22:10.460]   which is part of the stress modulation axis?
[00:22:10.460 --> 00:22:12.540]   The best evidence is that adaptogens
[00:22:12.540 --> 00:22:15.300]   can reduce cortisol itself.
[00:22:15.300 --> 00:22:17.820]   There is very little evidence that adaptogens
[00:22:17.820 --> 00:22:20.420]   can directly modulate neurotransmitters
[00:22:20.420 --> 00:22:23.680]   or neuromodulators like dopamine, serotonin, et cetera.
[00:22:23.680 --> 00:22:26.500]   But by adjusting the timing and levels of cortisol,
[00:22:26.500 --> 00:22:28.580]   especially in the afternoon and evening,
[00:22:28.580 --> 00:22:32.240]   that is going to have indirect effects
[00:22:32.240 --> 00:22:35.100]   on levels of dopamine, norepinephrine, et cetera,
[00:22:35.100 --> 00:22:37.620]   and serotonin, but not direct effects.
[00:22:37.620 --> 00:22:39.880]   So the general contour that makes
[00:22:39.880 --> 00:22:42.780]   for an ideal diurnal schedule, you heard of nocturnal?
[00:22:42.780 --> 00:22:44.260]   Well, the opposite is diurnal,
[00:22:44.260 --> 00:22:45.900]   being awake during the daytime and asleep at night.
[00:22:45.900 --> 00:22:48.720]   The ideal kind of landscape of neurotransmitters
[00:22:48.720 --> 00:22:51.880]   is higher levels of dopamine, norepinephrine,
[00:22:51.880 --> 00:22:53.500]   and epinephrine in the early part of the day,
[00:22:53.500 --> 00:22:55.700]   and cortisol, so-called catecholamines,
[00:22:55.700 --> 00:22:57.900]   dopamine, norepinephrine, and epinephrine,
[00:22:57.900 --> 00:23:00.900]   and high levels of cortisol early in the day
[00:23:00.900 --> 00:23:03.780]   as directed by sunlight, exercise, caffeine,
[00:23:03.780 --> 00:23:05.740]   hydration, movement, all that stuff,
[00:23:05.740 --> 00:23:07.280]   being awake and busy and outside
[00:23:07.280 --> 00:23:08.980]   or indoors with bright lights
[00:23:08.980 --> 00:23:10.860]   and moving about in the early part of the day
[00:23:10.860 --> 00:23:11.860]   and into the early afternoon.
[00:23:11.860 --> 00:23:14.360]   That's the best possible way that we are aware of
[00:23:14.360 --> 00:23:16.180]   to try and get those catecholamines released
[00:23:16.180 --> 00:23:17.980]   at the highest levels in the early part of the day.
[00:23:17.980 --> 00:23:21.040]   And then the ideal contour of a 24-hour cycle
[00:23:21.040 --> 00:23:22.400]   will be in the later half of the day,
[00:23:22.400 --> 00:23:23.960]   the evening and nighttime,
[00:23:23.960 --> 00:23:26.800]   you have higher levels of things like serotonin,
[00:23:26.800 --> 00:23:27.860]   the GABAergic system,
[00:23:27.860 --> 00:23:29.720]   all the things that are somewhat sedative
[00:23:29.720 --> 00:23:31.380]   in preparing you for sleep,
[00:23:31.380 --> 00:23:34.660]   and lower levels of the catecholamines and cortisol,
[00:23:34.660 --> 00:23:35.840]   as I described before.
[00:23:35.840 --> 00:23:37.460]   So to directly answer the question,
[00:23:37.460 --> 00:23:39.020]   is there any evidence that adaptogens
[00:23:39.020 --> 00:23:41.240]   can alter your neurotransmitters?
[00:23:41.240 --> 00:23:43.420]   Yes, but only indirectly.
[00:23:43.420 --> 00:23:46.520]   And yet that indirect control over neurotransmitters
[00:23:46.520 --> 00:23:48.720]   is substantial and is important.
[00:23:48.720 --> 00:23:50.200]   And if you do what I described,
[00:23:50.200 --> 00:23:51.440]   such as getting morning sunlight,
[00:23:51.440 --> 00:23:52.880]   and ideally you'd get a little bit
[00:23:52.880 --> 00:23:54.620]   of deliberate cold water exposure, by the way,
[00:23:54.620 --> 00:23:57.620]   to boost adrenaline and norepinephrine and dopamine,
[00:23:57.620 --> 00:23:59.480]   those catecholamines, early in the day.
[00:23:59.480 --> 00:24:01.600]   So quick one-minute cold shower even,
[00:24:01.600 --> 00:24:03.200]   or three-minute cold shower,
[00:24:03.200 --> 00:24:05.220]   if you have access to an ice bath early in the day,
[00:24:05.220 --> 00:24:07.740]   plus some sunlight, doesn't matter which one you do first,
[00:24:07.740 --> 00:24:08.680]   doing that early in the day
[00:24:08.680 --> 00:24:10.680]   is really going to create that peak
[00:24:10.680 --> 00:24:14.120]   of cortisol, dopamine, epinephrine early in the day.
[00:24:14.120 --> 00:24:17.000]   I can't emphasize how beneficial all of that can be.
[00:24:17.000 --> 00:24:19.620]   And exercise, if you can, early in the day.
[00:24:19.620 --> 00:24:21.320]   Some people can't exercise till later in the day.
[00:24:21.320 --> 00:24:23.420]   I'd rather see people exercise later in the day
[00:24:23.420 --> 00:24:25.640]   than not at all, provided it does not disrupt
[00:24:25.640 --> 00:24:27.560]   their nighttime sleep, which of course,
[00:24:27.560 --> 00:24:29.160]   sleep is the foundation of mental health,
[00:24:29.160 --> 00:24:30.680]   physical health, and performance.
[00:24:30.680 --> 00:24:33.280]   So yes, there's modulation of neurotransmitters,
[00:24:33.280 --> 00:24:35.560]   but most of those are downstream of the effects on cortisol
[00:24:35.560 --> 00:24:36.680]   that we've been talking about.
[00:24:36.680 --> 00:24:39.280]   So we've defined nutritional adaptogens,
[00:24:39.280 --> 00:24:40.920]   supplement-based adaptogens,
[00:24:40.920 --> 00:24:43.520]   although I don't really like the word supplements anymore,
[00:24:43.520 --> 00:24:45.280]   unless we're talking about vitamin supplements
[00:24:45.280 --> 00:24:46.960]   for reasons we talked about earlier.
[00:24:46.960 --> 00:24:49.020]   And then there's the third category of adaptogens,
[00:24:49.020 --> 00:24:51.120]   which are the behavioral tools that you can use
[00:24:51.120 --> 00:24:54.120]   to buffer stress, which qualifies those as an adaptogen.
[00:24:54.120 --> 00:24:55.600]   And I think it's really important
[00:24:55.600 --> 00:24:58.080]   that we always keep in mind that yes, there are supplements.
[00:24:58.080 --> 00:24:59.520]   Yes, there are prescription drugs out there.
[00:24:59.520 --> 00:25:01.360]   In fact, there are prescription drugs
[00:25:01.360 --> 00:25:03.400]   that you can get from a doctor
[00:25:03.400 --> 00:25:07.040]   that will potently zero out your cortisol.
[00:25:07.040 --> 00:25:08.700]   But most doctors are very reluctant
[00:25:08.700 --> 00:25:11.540]   to prescribe those drugs because cortisol provides
[00:25:11.540 --> 00:25:15.040]   a very important and functional role early in the day.
[00:25:15.040 --> 00:25:18.020]   Behaviors are very effective at reducing cortisol.
[00:25:18.020 --> 00:25:20.620]   What are the most effective behaviors to reduce cortisol?
[00:25:20.620 --> 00:25:22.840]   Well, we talked about one,
[00:25:22.840 --> 00:25:25.460]   to restrict cortisol the early part of the day,
[00:25:25.460 --> 00:25:27.240]   which is viewing morning sunlight,
[00:25:27.240 --> 00:25:29.960]   but how would you buffer cortisol in the late afternoon?
[00:25:29.960 --> 00:25:31.660]   It's going to be all the things associated
[00:25:31.660 --> 00:25:32.980]   with reducing stress.
[00:25:32.980 --> 00:25:37.340]   For instance, 10 minutes, or even my laboratory
[00:25:37.340 --> 00:25:38.580]   and other laboratories have shown
[00:25:38.580 --> 00:25:41.740]   it's even five minutes a day of just what would be called
[00:25:41.740 --> 00:25:43.520]   mindfulness meditation, very simple.
[00:25:43.520 --> 00:25:44.820]   You don't need to over-complicate this.
[00:25:44.820 --> 00:25:47.100]   You could use a great app like the Waking Up app
[00:25:47.100 --> 00:25:48.800]   or another app of that sort,
[00:25:48.800 --> 00:25:50.960]   or you can simply sit down, eyes closed,
[00:25:50.960 --> 00:25:51.800]   breathe through your nose
[00:25:51.800 --> 00:25:53.120]   and just concentrate on your breathing
[00:25:53.120 --> 00:25:54.840]   every time your mind drifts to something else,
[00:25:54.840 --> 00:25:56.320]   bring it back to your breathing.
[00:25:56.320 --> 00:25:58.520]   That's shown to reduce stress.
[00:25:58.520 --> 00:26:01.320]   You could do a five minute deliberate breath work practice.
[00:26:01.320 --> 00:26:04.280]   My laboratory has published some work related to that.
[00:26:04.280 --> 00:26:07.600]   The breath work practice could be any number of things.
[00:26:07.600 --> 00:26:10.680]   The two that I recommend the most would be double inhale,
[00:26:10.680 --> 00:26:12.160]   followed by a full exhale,
[00:26:12.160 --> 00:26:13.800]   and then repeat for a period of five minutes,
[00:26:13.800 --> 00:26:16.540]   known to substantially reduce anxiety, stress,
[00:26:16.540 --> 00:26:18.220]   and the various physiological systems
[00:26:18.220 --> 00:26:19.560]   associated with arousal.
[00:26:19.560 --> 00:26:21.160]   You could also use box breathing.
[00:26:21.160 --> 00:26:23.860]   Inhale, hold, exhale, hold for equal durations
[00:26:23.860 --> 00:26:25.240]   for a period of five minutes
[00:26:25.240 --> 00:26:27.040]   will substantially reduce stress.
[00:26:27.040 --> 00:26:29.440]   I'm a big fan, as many of you know, of yoga nidra,
[00:26:29.440 --> 00:26:30.800]   which involves no movement.
[00:26:30.800 --> 00:26:32.840]   It involves just lying there, listening to a script,
[00:26:32.840 --> 00:26:35.580]   lots of yoga nidra scripts available online.
[00:26:35.580 --> 00:26:37.780]   If you're not interested in the intentions
[00:26:37.780 --> 00:26:39.220]   and other things, including yoga nidra,
[00:26:39.220 --> 00:26:41.940]   you can buffer stress using an adaptogen
[00:26:41.940 --> 00:26:44.060]   like NSDR, non-sleep deep rest.
[00:26:44.060 --> 00:26:46.540]   If you're interested in trying these sorts of things,
[00:26:46.540 --> 00:26:50.460]   there's a NSDR protocol that's 10 minutes long.
[00:26:50.460 --> 00:26:53.740]   Just put my name, Huberman, and NSDR
[00:26:53.740 --> 00:26:55.540]   into the search browser on YouTube,
[00:26:55.540 --> 00:26:58.720]   and Virtusan has provided an NSDR
[00:26:58.720 --> 00:27:00.080]   that's completely zero cost
[00:27:00.080 --> 00:27:02.100]   and works very well for reducing stress.
[00:27:02.100 --> 00:27:04.080]   It will also help teach your system
[00:27:04.080 --> 00:27:07.080]   and teach you how to learn to fall asleep better at night.
[00:27:07.080 --> 00:27:08.520]   So any of those practices,
[00:27:08.520 --> 00:27:11.440]   five to 10 minute breathing practice or meditation
[00:27:11.440 --> 00:27:14.880]   or a NSDR or yoga nidra.
[00:27:14.880 --> 00:27:15.800]   I mean, if you can do longer,
[00:27:15.800 --> 00:27:17.280]   20 or 30 minutes in the afternoon,
[00:27:17.280 --> 00:27:21.280]   that's known to buffer cortisol substantially as well.
[00:27:21.280 --> 00:27:23.480]   Anytime you're encountering stress in real time,
[00:27:23.480 --> 00:27:25.960]   I highly recommend a tool over and over
[00:27:25.960 --> 00:27:26.940]   because it's so effective.
[00:27:26.940 --> 00:27:29.440]   The fastest way we know to buffer stress and calm down
[00:27:29.440 --> 00:27:31.520]   is the so-called physiological sigh.
[00:27:31.520 --> 00:27:34.400]   Big inhale through the nose until your lungs are empty,
[00:27:34.400 --> 00:27:38.320]   but then sneak in a little bit more air by a second inhale,
[00:27:38.320 --> 00:27:39.380]   maximally inflate the lungs,
[00:27:39.380 --> 00:27:41.600]   then a long exhale until your lungs are empty.
[00:27:41.600 --> 00:27:45.200]   One to three of those will reduce your stress substantially.
[00:27:45.200 --> 00:27:47.540]   Over time, that should reduce, that is,
[00:27:47.540 --> 00:27:50.040]   buffer your cortisol acting as an adaptogen.
[00:27:50.040 --> 00:27:50.880]   There are a lot of things.
[00:27:50.880 --> 00:27:52.360]   You could take a hot bath, you could take a hot shower,
[00:27:52.360 --> 00:27:54.360]   you can listen to some pleasant music.
[00:27:54.360 --> 00:27:55.940]   Anything that reduces your stress
[00:27:55.940 --> 00:27:57.320]   technically is an adaptogen.
[00:27:57.320 --> 00:28:00.080]   So I hope I've thoroughly answered your question.
[00:28:00.080 --> 00:28:01.800]   By yours, I mean, of course,
[00:28:01.800 --> 00:28:03.040]   this answer is going out to all of you.
[00:28:03.040 --> 00:28:06.040]   This is a question that was asked by Justine Bevilacqua.
[00:28:06.040 --> 00:28:08.040]   I hope I pronounced that correctly, Justine.
[00:28:08.040 --> 00:28:09.200]   And thank you for that question.
[00:28:09.200 --> 00:28:11.440]   I think there are a lot of people interested in adaptogens.
[00:28:11.440 --> 00:28:13.560]   So now you know you can use nutrition,
[00:28:13.560 --> 00:28:16.680]   such as cruciferous vegetables, dark leafy greens.
[00:28:16.680 --> 00:28:18.000]   And I should also mention,
[00:28:18.000 --> 00:28:21.360]   if you're not ingesting enough calories each day,
[00:28:21.360 --> 00:28:24.900]   well, then you are going to be in a mild mode of stress.
[00:28:24.900 --> 00:28:26.200]   That's not to say that some people
[00:28:26.200 --> 00:28:28.680]   shouldn't take in fewer calories than they burn
[00:28:28.680 --> 00:28:30.120]   in order to lose weight.
[00:28:30.120 --> 00:28:31.860]   Some people really need to do that for their health
[00:28:31.860 --> 00:28:33.280]   or for whatever other reason.
[00:28:33.280 --> 00:28:34.800]   But if you restrict calories too much,
[00:28:34.800 --> 00:28:37.520]   you are going to increase cortisol output.
[00:28:37.520 --> 00:28:38.840]   So keep that in mind.
[00:28:38.840 --> 00:28:43.300]   So ingest sufficient calories for you and for your goals.
[00:28:43.300 --> 00:28:46.080]   Aim to get dark leafy greens and cruciferous vegetables.
[00:28:46.080 --> 00:28:47.840]   Don't overcook them.
[00:28:47.840 --> 00:28:49.400]   If you want to explore supplements,
[00:28:49.400 --> 00:28:51.480]   the best supplements that act as adaptogens
[00:28:51.480 --> 00:28:54.800]   are going to be ashwagandha, lion's mane, and chaga.
[00:28:54.800 --> 00:28:57.520]   One or two or three of those,
[00:28:57.520 --> 00:28:59.200]   although if you're going to pick one,
[00:28:59.200 --> 00:29:01.680]   I'd recommend ashwagandha at 600 milligrams per day,
[00:29:01.680 --> 00:29:03.120]   taken in the later half of the day.
[00:29:03.120 --> 00:29:05.080]   And then there are the behavioral tools
[00:29:05.080 --> 00:29:06.080]   that we just talked about now,
[00:29:06.080 --> 00:29:10.580]   which are anything that reduces stress can reduce cortisol.
[00:29:10.580 --> 00:29:13.460]   And in doing so are technically adaptogens.
[00:29:13.460 --> 00:29:15.800]   If you want to know more behavioral tools and other tools
[00:29:15.800 --> 00:29:18.160]   for adjusting stress and learn more about adaptogens,
[00:29:18.160 --> 00:29:20.880]   we did a whole episode called Mastering Stress.
[00:29:20.880 --> 00:29:21.960]   So you can look to that.
[00:29:21.960 --> 00:29:25.380]   That episode also pretty clearly defines, I like to think,
[00:29:25.380 --> 00:29:27.740]   what short-term, medium-term, and long-term stress
[00:29:27.740 --> 00:29:28.580]   really are.
[00:29:28.580 --> 00:29:29.880]   Keep in mind, stress is part of life.
[00:29:29.880 --> 00:29:31.860]   Learning how to work with it, how to dance with it,
[00:29:31.860 --> 00:29:33.500]   how to buffer it is terrific,
[00:29:33.500 --> 00:29:36.260]   but zeroing out cortisol is not the goal.
[00:29:36.260 --> 00:29:39.940]   The goal is to learn to modulate and control your cortisol.
[00:29:39.940 --> 00:29:42.460]   And that's really what adaptogens are all about.
[00:29:42.460 --> 00:29:44.020]   Thank you for joining for the beginning
[00:29:44.020 --> 00:29:45.960]   of this Ask Me Anything episode.
[00:29:45.960 --> 00:29:49.340]   To hear the full episode and to hear future episodes
[00:29:49.340 --> 00:29:50.940]   of these Ask Me Anything sessions,
[00:29:50.940 --> 00:29:53.220]   plus to receive transcripts of them
[00:29:53.220 --> 00:29:55.420]   and transcripts of the Huberman Lab Podcast
[00:29:55.420 --> 00:29:58.020]   Standard Channel and premium tools
[00:29:58.020 --> 00:29:59.440]   not released anywhere else,
[00:29:59.440 --> 00:30:02.580]   please go to hubermanlab.com/premium.
[00:30:02.580 --> 00:30:03.780]   Just to remind you why we launched
[00:30:03.780 --> 00:30:05.980]   the Huberman Lab Podcast Premium Channel,
[00:30:05.980 --> 00:30:06.860]   it's really twofold.
[00:30:06.860 --> 00:30:08.780]   First of all, it's to raise support
[00:30:08.780 --> 00:30:11.260]   for the Standard Huberman Lab Podcast Channel,
[00:30:11.260 --> 00:30:14.300]   which of course will still be continued to be released
[00:30:14.300 --> 00:30:15.980]   every Monday in full length.
[00:30:15.980 --> 00:30:17.380]   We are not going to change the format
[00:30:17.380 --> 00:30:20.980]   or anything about the Standard Huberman Lab Podcast,
[00:30:20.980 --> 00:30:22.420]   and to fund research.
[00:30:22.420 --> 00:30:24.460]   In particular, research done on human beings,
[00:30:24.460 --> 00:30:26.500]   so not animal models, but on human beings,
[00:30:26.500 --> 00:30:28.300]   which I think we all agree is a species
[00:30:28.300 --> 00:30:30.500]   that we are most interested in.
[00:30:30.500 --> 00:30:33.500]   And we are going to specifically fund research
[00:30:33.500 --> 00:30:36.140]   that is aimed toward developing further protocols
[00:30:36.140 --> 00:30:38.180]   for mental health, physical health, and performance.
[00:30:38.180 --> 00:30:40.080]   And those protocols will be distributed
[00:30:40.080 --> 00:30:42.500]   through all channels, not just the premium channel,
[00:30:42.500 --> 00:30:44.180]   but through all channels, Huberman Lab Podcast
