
[00:00:00.040 --> 00:00:09.760]   candies...
[00:27:27.400 --> 00:27:27.400]   The Law and in its wake all the collective forces of the nation
[00:27:27.400 --> 00:27:27.400]   The Law and in its wake all the collective forces of the nation
[00:27:27.400 --> 00:27:27.400]   The Law and in its wake all the collective forces of the nation
[00:27:27.400 --> 00:27:27.400]   The Law and in its wake all the collective forces of the nation
[00:27:27.400 --> 00:27:27.400]   The Law and in its wake all the collective forces of the nation
[00:27:27.400 --> 00:27:27.400]   The Law and in its wake all the collective forces of the nation
[00:27:27.400 --> 00:27:57.420]   The Law and in its wake all the collective forces of the nation
[00:27:57.420 --> 00:27:57.420]   The Law and in its wake all the collective forces of the nation
[00:27:57.420 --> 00:27:57.420]   The Law and in its wake all the collective forces of the nation
[00:27:57.420 --> 00:27:57.420]   The Law and in its wake all the collective forces of the nation
[00:27:57.420 --> 00:27:57.420]   The Law and in its wake all the collective forces of the nation
[00:27:57.420 --> 00:27:57.420]   The Law and in its wake all the collective forces of the nation
[00:27:57.420 --> 00:27:57.420]   The Law and in its wake all the collective forces of the nation
[00:27:57.420 --> 00:27:57.420]   The Law and in its wake all the collective forces of the nation
[00:27:57.420 --> 00:27:57.420]   The Law and in its wake all the collective forces of the nation
[00:27:57.420 --> 00:27:57.420]   The Law and in its wake all the collective forces of the nation
[00:27:57.440 --> 00:28:27.440]   The Law and in its wake all the collective forces of the nation
[00:28:27.440 --> 00:28:27.440]   The Law and in its wake all the collective forces of the nation
[00:28:27.440 --> 00:28:27.440]   The Law and in its wake all the collective forces of the nation
[00:28:27.440 --> 00:28:27.440]   The Law and in its wake all the collective forces of the nation
[00:28:27.440 --> 00:28:27.440]   The Law and in its wake all the collective forces of the nation
[00:28:27.440 --> 00:28:27.440]   The Law and in its wake all the collective forces of the nation
[00:28:27.440 --> 00:28:27.440]   The Law and in its wake all the collective forces of the nation
[00:28:27.440 --> 00:28:27.440]   The Law and in its wake all the collective forces of the nation
[00:28:27.440 --> 00:28:27.440]   The Law and in its wake all the collective forces of the nation
[00:28:27.440 --> 00:28:27.440]   The Law and in its wake all the collective forces of the nation
[00:28:27.440 --> 00:28:27.440]   The Law and in its wake all the collective forces of the nation
[00:28:27.440 --> 00:28:27.440]   The Law and in its wake all the collective forces of the nation
[00:28:27.440 --> 00:28:27.440]   The Law and in its wake all the collective forces of the nation
[00:28:27.440 --> 00:28:27.440]   The Law and in its wake all the collective forces of the nation
[00:28:27.440 --> 00:28:57.460]   The Law and in its wake all the collective forces of the nation
[00:28:57.460 --> 00:28:57.460]   The Law and in its wake all the collective forces of the nation
[00:28:57.460 --> 00:28:57.460]   The Law and in its wake all the collective forces of the nation
[00:28:57.460 --> 00:28:57.460]   The Law and in its wake all the collective forces of the nation
[00:28:57.460 --> 00:28:57.460]   The Law and in its wake all the collective forces of the nation
[00:28:57.460 --> 00:28:57.460]   The Law and in its wake all the collective forces of the nation
[00:28:57.460 --> 00:28:57.460]   The Law and in its wake all the collective forces of the nation
[00:28:57.460 --> 00:28:57.460]   The Law and in its wake all the collective forces of the nation
[00:28:57.460 --> 00:28:57.460]   The Law and in its wake all the collective forces of the nation
[00:28:57.480 --> 00:29:27.480]   The Law and in its wake all the collective forces of the nation
[00:29:27.480 --> 00:29:27.480]   The Law and in its wake all the collective forces of the nation
[00:29:27.480 --> 00:29:27.480]   The Law and in its wake all the collective forces of the nation
[00:29:27.480 --> 00:29:27.480]   The Law and in its wake all the collective forces of the nation
[00:29:27.480 --> 00:29:27.480]   The Law and in its wake all the collective forces of the nation
[00:29:27.480 --> 00:29:27.480]   The Law and in its wake all the collective forces of the nation
[00:29:27.480 --> 00:29:27.480]   The Law and in its wake all the collective forces of the nation
[00:29:27.480 --> 00:29:27.480]   The Law and in its wake all the collective forces of the nation
[00:29:27.480 --> 00:29:27.480]   The Law and in its wake all the collective forces of the nation
[00:29:27.480 --> 00:29:27.480]   The Law and in its wake all the collective forces of the nation
[00:29:27.480 --> 00:29:27.480]   The Law and in its wake all the collective forces of the nation
[00:29:27.480 --> 00:29:27.480]   The Law and in its wake all the collective forces of the nation
[00:29:27.480 --> 00:29:27.480]   The Law and in its wake all the collective forces of the nation
[00:29:27.480 --> 00:29:27.480]   The Law and in its wake all the collective forces of the nation
[00:29:27.480 --> 00:29:57.500]   The Law and in its wake all the collective forces of the nation
[00:29:57.500 --> 00:29:57.500]   The Law and in its wake all the collective forces of the nation
[00:29:57.500 --> 00:29:57.500]   The Law and in its wake all the collective forces of the nation
[00:29:57.500 --> 00:29:57.500]   The Law and in its wake all the collective forces of the nation
[00:29:57.500 --> 00:29:57.500]   The Law and in its wake all the collective forces of the nation
[00:29:57.500 --> 00:29:57.500]   The Law and in its wake all the collective forces of the nation
[00:29:57.500 --> 00:29:57.500]   The Law and in its wake all the collective forces of the nation
[00:29:57.500 --> 00:29:57.500]   The Law and in its wake all the collective forces of the nation
[00:29:57.500 --> 00:29:57.500]   The Law and in its wake all the collective forces of the nation
[00:29:57.500 --> 00:29:57.500]   The Law and in its wake all the collective forces of the nation
[00:29:57.520 --> 00:30:27.520]   The Law and in its wake all the collective forces of the nation
[00:30:27.520 --> 00:30:27.520]   The Law and in its wake all the collective forces of the nation
[00:30:27.520 --> 00:30:27.520]   The Law and in its wake all the collective forces of the nation
[00:30:27.520 --> 00:30:27.520]   The Law and in its wake all the collective forces of the nation
[00:30:27.520 --> 00:30:27.520]   The Law and in its wake all the collective forces of the nation
[00:30:27.520 --> 00:30:27.520]   The Law and in its wake all the collective forces of the nation
[00:30:27.520 --> 00:30:27.520]   The Law and in its wake all the collective forces of the nation
[00:30:27.520 --> 00:30:27.520]   The Law and in its wake all the collective forces of the nation
[00:30:27.520 --> 00:30:27.520]   The Law and in its wake all the collective forces of the nation
[00:30:27.520 --> 00:30:27.520]   The Law and in its wake all the collective forces of the nation
[00:30:27.520 --> 00:30:27.520]   The Law and in its wake all the collective forces of the nation
[00:30:27.520 --> 00:30:27.520]   The Law and in its wake all the collective forces of the nation
[00:30:27.520 --> 00:30:27.520]   The Law and in its wake all the collective forces of the nation
[00:30:27.520 --> 00:30:27.520]   The Law and in its wake all the collective forces of the nation
[00:30:27.520 --> 00:30:57.540]   The Law and in its wake all the collective forces of the nation
[00:30:57.540 --> 00:30:57.540]   The Law and in its wake all the collective forces of the nation
[00:30:57.540 --> 00:30:57.540]   The Law and in its wake all the collective forces of the nation
[00:30:57.540 --> 00:30:57.540]   The Law and in its wake all the collective forces of the nation
[00:30:57.540 --> 00:30:57.540]   The Law and in its wake all the collective forces of the nation
[00:30:57.540 --> 00:30:57.540]   The Law and in its wake all the collective forces of the nation
[00:30:57.540 --> 00:30:57.540]   The Law and in its wake all the collective forces of the nation
[00:30:57.540 --> 00:30:57.540]   The Law and in its wake all the collective forces of the nation
[00:30:57.540 --> 00:30:57.540]   The Law and in its wake all the collective forces of the nation
[00:30:57.540 --> 00:30:57.540]   The Law and in its wake all the collective forces of the nation
[00:30:57.560 --> 00:31:27.560]   The Law and in its wake all the collective forces of the nation
[00:31:27.560 --> 00:31:27.560]   The Law and in its wake all the collective forces of the nation
[00:31:27.560 --> 00:31:27.560]   The Law and in its wake all the collective forces of the nation
[00:31:27.560 --> 00:31:27.560]   The Law and in its wake all the collective forces of the nation
[00:31:27.560 --> 00:31:27.560]   The Law and in its wake all the collective forces of the nation
[00:31:27.560 --> 00:31:27.560]   The Law and in its wake all the collective forces of the nation
[00:31:27.560 --> 00:31:27.560]   The Law and in its wake all the collective forces of the nation
[00:31:27.560 --> 00:31:27.560]   The Law and in its wake all the collective forces of the nation
[00:31:27.560 --> 00:31:27.560]   The Law and in its wake all the collective forces of the nation
[00:31:27.560 --> 00:31:27.560]   The Law and in its wake all the collective forces of the nation
[00:31:27.560 --> 00:31:27.560]   The Law and in its wake all the collective forces of the nation
[00:31:27.560 --> 00:31:27.560]   The Law and in its wake all the collective forces of the nation
[00:31:27.560 --> 00:31:27.560]   The Law and in its wake all the collective forces of the nation
[00:31:27.560 --> 00:31:27.560]   The Law and in its wake all the collective forces of the nation
[00:31:27.560 --> 00:31:57.580]   The Law and in its wake all the collective forces of the nation
[00:31:57.580 --> 00:31:57.580]   The Law and in its wake all the collective forces of the nation
[00:31:57.580 --> 00:31:57.580]   The Law and in its wake all the collective forces of the nation
[00:31:57.580 --> 00:31:57.580]   The Law and in its wake all the collective forces of the nation
[00:31:57.580 --> 00:31:57.580]   The Law and in its wake all the collective forces of the nation
[00:31:57.580 --> 00:31:57.580]   The Law and in its wake all the collective forces of the nation
[00:31:57.580 --> 00:31:57.580]   The Law and in its wake all the collective forces of the nation
[00:31:57.580 --> 00:31:57.580]   The Law and in its wake all the collective forces of the nation
[00:31:57.600 --> 00:32:27.600]   The Law and in its wake all the collective forces of the nation
[00:32:27.600 --> 00:32:27.600]   The Law and in its wake all the collective forces of the nation
[00:32:27.600 --> 00:32:27.600]   The Law and in its wake all the collective forces of the nation
[00:32:27.600 --> 00:32:27.600]   The Law and in its wake all the collective forces of the nation
[00:32:27.600 --> 00:32:27.600]   The Law and in its wake all the collective forces of the nation
[00:32:27.600 --> 00:32:27.600]   The Law and in its wake all the collective forces of the nation
[00:32:27.600 --> 00:32:27.600]   The Law and in its wake all the collective forces of the nation
[00:32:27.600 --> 00:32:27.600]   The Law and in its wake all the collective forces of the nation
[00:32:27.600 --> 00:32:27.600]   The Law and in its wake all the collective forces of the nation
[00:32:27.600 --> 00:32:27.600]   The Law and in its wake all the collective forces of the nation
[00:32:27.600 --> 00:32:27.600]   The Law and in its wake all the collective forces of the nation
[00:32:27.600 --> 00:32:27.600]   The Law and in its wake all the collective forces of the nation
[00:32:27.600 --> 00:32:27.600]   The Law and in its wake all the collective forces of the nation
[00:32:27.600 --> 00:32:27.600]   The Law and in its wake all the collective forces of the nation
[00:32:27.600 --> 00:32:57.620]   The Law and in its wake all the collective forces of the nation
[00:32:57.620 --> 00:32:57.620]   The Law and in its wake all the collective forces of the nation
[00:32:57.620 --> 00:32:57.620]   The Law and in its wake all the collective forces of the nation
[00:32:57.620 --> 00:32:57.620]   The Law and in its wake all the collective forces of the nation
[00:32:57.620 --> 00:32:57.620]   The Law and in its wake all the collective forces of the nation
[00:32:57.620 --> 00:32:57.620]   The Law and in its wake all the collective forces of the nation
[00:32:57.620 --> 00:32:57.620]   The Law and in its wake all the collective forces of the nation
[00:32:57.620 --> 00:32:57.620]   The Law and in its wake all the collective forces of the nation
[00:32:57.620 --> 00:32:57.620]   The Law and in its wake all the collective forces of the nation
[00:32:57.620 --> 00:32:57.620]   The Law and in its wake all the collective forces of the nation
[00:32:57.640 --> 00:33:27.640]   The Law and in its wake all the collective forces of the nation
[00:33:27.640 --> 00:33:27.640]   The Law and in its wake all the collective forces of the nation
[00:33:27.640 --> 00:33:27.640]   The Law and in its wake all the collective forces of the nation
[00:33:27.640 --> 00:33:27.640]   The Law and in its wake all the collective forces of the nation
[00:33:27.640 --> 00:33:27.640]   The Law and in its wake all the collective forces of the nation
[00:33:27.640 --> 00:33:27.640]   The Law and in its wake all the collective forces of the nation
[00:33:27.640 --> 00:33:27.640]   The Law and in its wake all the collective forces of the nation
[00:33:27.640 --> 00:33:27.640]   The Law and in its wake all the collective forces of the nation
[00:33:27.640 --> 00:33:27.640]   The Law and in its wake all the collective forces of the nation
[00:33:27.640 --> 00:33:27.640]   The Law and in its wake all the collective forces of the nation
[00:33:27.640 --> 00:33:27.640]   The Law and in its wake all the collective forces of the nation
[00:33:27.640 --> 00:33:27.640]   The Law and in its wake all the collective forces of the nation
[00:33:27.640 --> 00:33:27.640]   The Law and in its wake all the collective forces of the nation
[00:33:27.640 --> 00:33:27.640]   The Law and in its wake all the collective forces of the nation
[00:33:27.640 --> 00:33:57.660]   The Law and in its wake all the collective forces of the nation
[00:33:57.660 --> 00:33:57.660]   The Law and in its wake all the collective forces of the nation
[00:33:57.660 --> 00:33:57.660]   The Law and in its wake all the collective forces of the nation
[00:33:57.660 --> 00:33:57.660]   The Law and in its wake all the collective forces of the nation
[00:33:57.660 --> 00:33:57.660]   The Law and in its wake all the collective forces of the nation
[00:33:57.660 --> 00:33:57.660]   The Law and in its wake all the collective forces of the nation
[00:33:57.660 --> 00:33:57.660]   The Law and in its wake all the collective forces of the nation
[00:33:57.660 --> 00:33:57.660]   The Law and in its wake all the collective forces of the nation
[00:33:57.680 --> 00:34:27.680]   The Law and in its wake all the collective forces of the nation
[00:34:27.680 --> 00:34:27.680]   The Law and in its wake all the collective forces of the nation
[00:34:27.680 --> 00:34:27.680]   The Law and in its wake all the collective forces of the nation
[00:34:27.680 --> 00:34:27.680]   The Law and in its wake all the collective forces of the nation
[00:34:27.680 --> 00:34:27.680]   The Law and in its wake all the collective forces of the nation
[00:34:27.680 --> 00:34:27.680]   The Law and in its wake all the collective forces of the nation
[00:34:27.680 --> 00:34:27.680]   The Law and in its wake all the collective forces of the nation
[00:34:27.680 --> 00:34:27.680]   The Law and in its wake all the collective forces of the nation
[00:34:27.680 --> 00:34:27.680]   The Law and in its wake all the collective forces of the nation
[00:34:27.680 --> 00:34:27.680]   The Law and in its wake all the collective forces of the nation
[00:34:27.680 --> 00:34:27.680]   The Law and in its wake all the collective forces of the nation
[00:34:27.680 --> 00:34:27.680]   The Law and in its wake all the collective forces of the nation
[00:34:27.680 --> 00:34:27.680]   The Law and in its wake all the collective forces of the nation
[00:34:27.680 --> 00:34:27.680]   The Law and in its wake all the collective forces of the nation
[00:34:27.680 --> 00:34:57.700]   The Law and in its wake all the collective forces of the nation
[00:34:57.700 --> 00:34:57.700]   The Law and in its wake all the collective forces of the nation
[00:34:57.700 --> 00:34:57.700]   The Law and in its wake all the collective forces of the nation
[00:34:57.700 --> 00:34:57.700]   The Law and in its wake all the collective forces of the nation
[00:34:57.700 --> 00:34:57.700]   The Law and in its wake all the collective forces of the nation
[00:34:57.700 --> 00:34:57.700]   The Law and in its wake all the collective forces of the nation
[00:34:57.700 --> 00:34:57.700]   The Law and in its wake all the collective forces of the nation
[00:34:57.700 --> 00:34:57.700]   The Law and in its wake all the collective forces of the nation
[00:34:57.700 --> 00:34:57.700]   The Law and in its wake all the collective forces of the nation
[00:34:57.700 --> 00:34:57.700]   The Law and in its wake all the collective forces of the nation
[00:34:57.720 --> 00:35:27.720]   The Law and in its wake all the collective forces of the nation
[00:35:27.720 --> 00:35:27.720]   The Law and in its wake all the collective forces of the nation
[00:35:27.720 --> 00:35:27.720]   The Law and in its wake all the collective forces of the nation
[00:35:27.720 --> 00:35:27.720]   The Law and in its wake all the collective forces of the nation
[00:35:27.720 --> 00:35:27.720]   The Law and in its wake all the collective forces of the nation
[00:35:27.720 --> 00:35:27.720]   The Law and in its wake all the collective forces of the nation
[00:35:27.720 --> 00:35:27.720]   The Law and in its wake all the collective forces of the nation
[00:35:27.720 --> 00:35:27.720]   The Law and in its wake all the collective forces of the nation
[00:35:27.720 --> 00:35:27.720]   The Law and in its wake all the collective forces of the nation
[00:35:27.720 --> 00:35:27.720]   The Law and in its wake all the collective forces of the nation
[00:35:27.720 --> 00:35:27.720]   The Law and in its wake all the collective forces of the nation
[00:35:27.720 --> 00:35:27.720]   The Law and in its wake all the collective forces of the nation
[00:35:27.720 --> 00:35:27.720]   The Law and in its wake all the collective forces of the nation
[00:35:27.720 --> 00:35:27.720]   The Law and in its wake all the collective forces of the nation
[00:35:27.720 --> 00:35:57.740]   The Law and in its wake all the collective forces of the nation
[00:35:57.740 --> 00:35:57.740]   The Law and in its wake all the collective forces of the nation
[00:35:57.740 --> 00:35:57.740]   The Law and in its wake all the collective forces of the nation
[00:35:57.740 --> 00:35:57.740]   The Law and in its wake all the collective forces of the nation
[00:35:57.740 --> 00:35:57.740]   The Law and in its wake all the collective forces of the nation
[00:35:57.740 --> 00:35:57.740]   The Law and in its wake all the collective forces of the nation
[00:35:57.740 --> 00:35:57.740]   The Law and in its wake all the collective forces of the nation
[00:35:57.740 --> 00:35:57.740]   The Law and in its wake all the collective forces of the nation
[00:35:57.740 --> 00:35:57.740]   The Law and in its wake all the collective forces of the nation
[00:35:57.740 --> 00:35:57.740]   The Law and in its wake all the collective forces of the nation
[00:35:57.760 --> 00:36:27.760]   The Law and in its wake all the collective forces of the nation
[00:36:27.760 --> 00:36:27.760]   The Law and in its wake all the collective forces of the nation
[00:36:27.760 --> 00:36:27.760]   The Law and in its wake all the collective forces of the nation
[00:36:27.760 --> 00:36:27.760]   The Law and in its wake all the collective forces of the nation
[00:36:27.760 --> 00:36:27.760]   The Law and in its wake all the collective forces of the nation
[00:36:27.760 --> 00:36:27.760]   The Law and in its wake all the collective forces of the nation
[00:36:27.760 --> 00:36:27.760]   The Law and in its wake all the collective forces of the nation
[00:36:27.760 --> 00:36:27.760]   The Law and in its wake all the collective forces of the nation
[00:36:27.760 --> 00:36:27.760]   The Law and in its wake all the collective forces of the nation
[00:36:27.760 --> 00:36:27.760]   The Law and in its wake all the collective forces of the nation
[00:36:27.760 --> 00:36:27.760]   The Law and in its wake all the collective forces of the nation
[00:36:27.760 --> 00:36:27.760]   The Law and in its wake all the collective forces of the nation
[00:36:27.760 --> 00:36:27.760]   The Law and in its wake all the collective forces of the nation
[00:36:27.760 --> 00:36:27.760]   The Law and in its wake all the collective forces of the nation
[00:36:27.760 --> 00:36:57.780]   The Law and in its wake all the collective forces of the nation
[00:36:57.780 --> 00:36:57.780]   The Law and in its wake all the collective forces of the nation
[00:36:57.780 --> 00:36:57.780]   The Law and in its wake all the collective forces of the nation
[00:36:57.780 --> 00:36:57.780]   The Law and in its wake all the collective forces of the nation
[00:36:57.780 --> 00:36:57.780]   The Law and in its wake all the collective forces of the nation
[00:36:57.780 --> 00:36:57.780]   The Law and in its wake all the collective forces of the nation
[00:36:57.780 --> 00:36:57.780]   The Law and in its wake all the collective forces of the nation
[00:36:57.780 --> 00:36:57.780]   The Law and in its wake all the collective forces of the nation
[00:36:57.780 --> 00:36:57.780]   The Law and in its wake all the collective forces of the nation
[00:36:57.800 --> 00:37:27.800]   The Law and in its wake all the collective forces of the nation
[00:37:27.800 --> 00:37:27.800]   The Law and in its wake all the collective forces of the nation
[00:37:27.800 --> 00:37:27.800]   The Law and in its wake all the collective forces of the nation
[00:37:27.800 --> 00:37:27.800]   The Law and in its wake all the collective forces of the nation
[00:37:27.800 --> 00:37:27.800]   The Law and in its wake all the collective forces of the nation
[00:37:27.800 --> 00:37:27.800]   The Law and in its wake all the collective forces of the nation
[00:37:27.800 --> 00:37:27.800]   The Law and in its wake all the collective forces of the nation
[00:37:27.800 --> 00:37:27.800]   The Law and in its wake all the collective forces of the nation
[00:37:27.800 --> 00:37:27.800]   The Law and in its wake all the collective forces of the nation
[00:37:27.800 --> 00:37:27.800]   The Law and in its wake all the collective forces of the nation
[00:37:27.800 --> 00:37:27.800]   The Law and in its wake all the collective forces of the nation
[00:37:27.800 --> 00:37:27.800]   The Law and in its wake all the collective forces of the nation
[00:37:27.800 --> 00:37:27.800]   The Law and in its wake all the collective forces of the nation
[00:37:27.800 --> 00:37:27.800]   The Law and in its wake all the collective forces of the nation
[00:37:27.800 --> 00:37:57.820]   The Law and in its wake all the collective forces of the nation
[00:37:57.820 --> 00:37:57.820]   The Law and in its wake all the collective forces of the nation
[00:37:57.820 --> 00:37:57.820]   The Law and in its wake all the collective forces of the nation
[00:37:57.820 --> 00:37:57.820]   The Law and in its wake all the collective forces of the nation
[00:37:57.820 --> 00:37:57.820]   The Law and in its wake all the collective forces of the nation
[00:37:57.820 --> 00:37:57.820]   The Law and in its wake all the collective forces of the nation
[00:37:57.820 --> 00:37:57.820]   The Law and in its wake all the collective forces of the nation
[00:37:57.820 --> 00:37:57.820]   The Law and in its wake all the collective forces of the nation
[00:37:57.820 --> 00:37:57.820]   The Law and in its wake all the collective forces of the nation
[00:37:57.840 --> 00:38:27.840]   The Law and in its wake all the collective forces of the nation
[00:38:27.840 --> 00:38:27.840]   The Law and in its wake all the collective forces of the nation
[00:38:27.840 --> 00:38:27.840]   The Law and in its wake all the collective forces of the nation
[00:38:27.840 --> 00:38:27.840]   The Law and in its wake all the collective forces of the nation
[00:38:27.840 --> 00:38:27.840]   The Law and in its wake all the collective forces of the nation
[00:38:27.840 --> 00:38:27.840]   The Law and in its wake all the collective forces of the nation
[00:38:27.840 --> 00:38:27.840]   The Law and in its wake all the collective forces of the nation
[00:38:27.840 --> 00:38:27.840]   The Law and in its wake all the collective forces of the nation
[00:38:27.840 --> 00:38:27.840]   The Law and in its wake all the collective forces of the nation
[00:38:27.840 --> 00:38:27.840]   The Law and in its wake all the collective forces of the nation
[00:38:27.840 --> 00:38:27.840]   The Law and in its wake all the collective forces of the nation
[00:38:27.840 --> 00:38:27.840]   The Law and in its wake all the collective forces of the nation
[00:38:27.840 --> 00:38:27.840]   The Law and in its wake all the collective forces of the nation
[00:38:27.840 --> 00:38:27.840]   The Law and in its wake all the collective forces of the nation
[00:38:27.840 --> 00:38:57.860]   The Law and in its wake all the collective forces of the nation
[00:38:57.860 --> 00:38:57.860]   The Law and in its wake all the collective forces of the nation
[00:38:57.860 --> 00:38:57.860]   The Law and in its wake all the collective forces of the nation
[00:38:57.860 --> 00:38:57.860]   The Law and in its wake all the collective forces of the nation
[00:38:57.860 --> 00:38:57.860]   The Law and in its wake all the collective forces of the nation
[00:38:57.860 --> 00:38:57.860]   The Law and in its wake all the collective forces of the nation
[00:38:57.860 --> 00:38:57.860]   The Law and in its wake all the collective forces of the nation
[00:38:57.860 --> 00:38:57.860]   The Law and in its wake all the collective forces of the nation
[00:38:57.860 --> 00:38:57.860]   The Law and in its wake all the collective forces of the nation
[00:38:57.880 --> 00:39:27.880]   The Law and in its wake all the collective forces of the nation
[00:39:27.880 --> 00:39:27.880]   The Law and in its wake all the collective forces of the nation
[00:39:27.880 --> 00:39:27.880]   The Law and in its wake all the collective forces of the nation
[00:39:27.880 --> 00:39:27.880]   The Law and in its wake all the collective forces of the nation
[00:39:27.880 --> 00:39:27.880]   The Law and in its wake all the collective forces of the nation
[00:39:27.880 --> 00:39:27.880]   The Law and in its wake all the collective forces of the nation
[00:39:27.880 --> 00:39:27.880]   The Law and in its wake all the collective forces of the nation
[00:39:27.880 --> 00:39:27.880]   The Law and in its wake all the collective forces of the nation
[00:39:27.880 --> 00:39:27.880]   The Law and in its wake all the collective forces of the nation
[00:39:27.880 --> 00:39:27.880]   The Law and in its wake all the collective forces of the nation
[00:39:27.880 --> 00:39:27.880]   The Law and in its wake all the collective forces of the nation
[00:39:27.880 --> 00:39:27.880]   The Law and in its wake all the collective forces of the nation
[00:39:27.880 --> 00:39:27.880]   The Law and in its wake all the collective forces of the nation
[00:39:27.880 --> 00:39:27.880]   The Law and in its wake all the collective forces of the nation
[00:39:27.880 --> 00:39:57.900]   The Law and in its wake all the collective forces of the nation
[00:39:57.900 --> 00:39:57.900]   The Law and in its wake all the collective forces of the nation
[00:39:57.900 --> 00:39:57.900]   The Law and in its wake all the collective forces of the nation
[00:39:57.900 --> 00:39:57.900]   The Law and in its wake all the collective forces of the nation
[00:39:57.900 --> 00:39:57.900]   The Law and in its wake all the collective forces of the nation
[00:39:57.900 --> 00:39:57.900]   The Law and in its wake all the collective forces of the nation
[00:39:57.900 --> 00:39:57.900]   The Law and in its wake all the collective forces of the nation
[00:39:57.900 --> 00:39:57.900]   The Law and in its wake all the collective forces of the nation
[00:39:57.900 --> 00:39:57.900]   The Law and in its wake all the collective forces of the nation
[00:39:57.920 --> 00:40:27.920]   The Law and in its wake all the collective forces of the nation
[00:40:27.920 --> 00:40:27.920]   The Law and in its wake all the collective forces of the nation
[00:40:27.920 --> 00:40:27.920]   The Law and in its wake all the collective forces of the nation
[00:40:27.920 --> 00:40:27.920]   The Law and in its wake all the collective forces of the nation
[00:40:27.920 --> 00:40:27.920]   The Law and in its wake all the collective forces of the nation
[00:40:27.920 --> 00:40:27.920]   The Law and in its wake all the collective forces of the nation
[00:40:27.920 --> 00:40:27.920]   The Law and in its wake all the collective forces of the nation
[00:40:27.920 --> 00:40:27.920]   The Law and in its wake all the collective forces of the nation
[00:40:27.920 --> 00:40:27.920]   The Law and in its wake all the collective forces of the nation
[00:40:27.920 --> 00:40:27.920]   The Law and in its wake all the collective forces of the nation
[00:40:27.920 --> 00:40:27.920]   The Law and in its wake all the collective forces of the nation
[00:40:27.920 --> 00:40:27.920]   The Law and in its wake all the collective forces of the nation
[00:40:27.920 --> 00:40:27.920]   The Law and in its wake all the collective forces of the nation
[00:40:27.920 --> 00:40:27.920]   The Law and in its wake all the collective forces of the nation
[00:40:27.920 --> 00:40:57.940]   The Law and in its wake all the collective forces of the nation
[00:40:57.940 --> 00:40:57.940]   The Law and in its wake all the collective forces of the nation
[00:40:57.940 --> 00:40:57.940]   The Law and in its wake all the collective forces of the nation
[00:40:57.940 --> 00:40:57.940]   The Law and in its wake all the collective forces of the nation
[00:40:57.940 --> 00:40:57.940]   The Law and in its wake all the collective forces of the nation
[00:40:57.940 --> 00:40:57.940]   The Law and in its wake all the collective forces of the nation
[00:40:57.940 --> 00:40:57.940]   The Law and in its wake all the collective forces of the nation
[00:40:57.940 --> 00:40:57.940]   The Law and in its wake all the collective forces of the nation
[00:40:57.940 --> 00:40:57.940]   The Law and in its wake all the collective forces of the nation
[00:40:57.940 --> 00:40:57.940]   The Law and in its wake all the collective forces of the nation
[00:40:57.960 --> 00:41:27.960]   The Law and in its wake all the collective forces of the nation
[00:41:27.960 --> 00:41:27.960]   The Law and in its wake all the collective forces of the nation
[00:41:27.960 --> 00:41:27.960]   The Law and in its wake all the collective forces of the nation
[00:41:27.960 --> 00:41:27.960]   The Law and in its wake all the collective forces of the nation
[00:41:27.960 --> 00:41:27.960]   The Law and in its wake all the collective forces of the nation
[00:41:27.960 --> 00:41:27.960]   The Law and in its wake all the collective forces of the nation
[00:41:27.960 --> 00:41:27.960]   The Law and in its wake all the collective forces of the nation
[00:41:27.960 --> 00:41:27.960]   The Law and in its wake all the collective forces of the nation
[00:41:27.960 --> 00:41:27.960]   The Law and in its wake all the collective forces of the nation
[00:41:27.960 --> 00:41:27.960]   The Law and in its wake all the collective forces of the nation
[00:41:27.960 --> 00:41:27.960]   The Law and in its wake all the collective forces of the nation
[00:41:27.960 --> 00:41:27.960]   The Law and in its wake all the collective forces of the nation
[00:41:27.960 --> 00:41:27.960]   The Law and in its wake all the collective forces of the nation
[00:41:27.960 --> 00:41:27.960]   The Law and in its wake all the collective forces of the nation
[00:41:27.960 --> 00:41:57.980]   The Law and in its wake all the collective forces of the nation
[00:41:57.980 --> 00:41:57.980]   The Law and in its wake all the collective forces of the nation
[00:41:57.980 --> 00:41:57.980]   The Law and in its wake all the collective forces of the nation
[00:41:57.980 --> 00:41:57.980]   The Law and in its wake all the collective forces of the nation
[00:41:57.980 --> 00:41:57.980]   The Law and in its wake all the collective forces of the nation
[00:41:57.980 --> 00:41:57.980]   The Law and in its wake all the collective forces of the nation
[00:41:57.980 --> 00:41:57.980]   The Law and in its wake all the collective forces of the nation
[00:41:57.980 --> 00:41:57.980]   The Law and in its wake all the collective forces of the nation
[00:41:57.980 --> 00:41:57.980]   The Law and in its wake all the collective forces of the nation
[00:41:58.000 --> 00:42:28.000]   The Law and in its wake all the collective forces of the nation
[00:42:28.000 --> 00:42:28.000]   The Law and in its wake all the collective forces of the nation
[00:42:28.000 --> 00:42:28.000]   The Law and in its wake all the collective forces of the nation
[00:42:28.000 --> 00:42:28.000]   The Law and in its wake all the collective forces of the nation
[00:42:28.000 --> 00:42:28.000]   The Law and in its wake all the collective forces of the nation
[00:42:28.000 --> 00:42:28.000]   The Law and in its wake all the collective forces of the nation
[00:42:28.000 --> 00:42:28.000]   The Law and in its wake all the collective forces of the nation
