
[00:00:00.040 --> 00:00:10.680]   share
[00:19:45.300 --> 00:19:45.300]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:19:45.300 --> 00:19:45.300]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:19:45.300 --> 00:19:45.300]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:19:45.340 --> 00:20:15.320]  ,
[00:20:15.320 --> 00:20:15.320]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:20:15.320 --> 00:20:15.320]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:20:15.320 --> 00:20:15.320]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:20:15.320 --> 00:20:15.320]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:20:15.320 --> 00:20:15.320]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:20:15.320 --> 00:20:15.320]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:20:15.320 --> 00:20:15.320]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:20:15.320 --> 00:20:15.320]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:20:15.340 --> 00:20:45.340]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:20:45.340 --> 00:20:45.340]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:20:45.340 --> 00:20:45.340]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:20:45.340 --> 00:20:45.340]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:20:45.340 --> 00:20:45.340]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:20:45.340 --> 00:20:45.340]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:20:45.340 --> 00:20:45.340]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:20:45.340 --> 00:20:45.340]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:20:45.380 --> 00:21:15.360]  ,
[00:21:15.360 --> 00:21:15.360]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:21:15.360 --> 00:21:15.360]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:21:15.360 --> 00:21:15.360]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:21:15.360 --> 00:21:15.360]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:21:15.360 --> 00:21:15.360]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:21:15.360 --> 00:21:15.360]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:21:15.360 --> 00:21:15.360]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:21:15.360 --> 00:21:15.360]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:21:15.380 --> 00:21:45.380]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:21:45.380 --> 00:21:45.380]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:21:45.380 --> 00:21:45.380]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:21:45.380 --> 00:21:45.380]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:21:45.380 --> 00:21:45.380]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:21:45.380 --> 00:21:45.380]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:21:45.380 --> 00:21:45.380]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:21:45.380 --> 00:21:45.380]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:21:45.380 --> 00:22:15.400]  ,
[00:22:15.400 --> 00:22:15.400]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:22:15.400 --> 00:22:15.400]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:22:15.400 --> 00:22:15.400]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:22:15.400 --> 00:22:15.400]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:22:15.400 --> 00:22:15.400]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:22:15.400 --> 00:22:15.400]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:22:15.420 --> 00:22:45.420]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:22:45.420 --> 00:22:45.420]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:22:45.420 --> 00:22:45.420]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:22:45.420 --> 00:22:45.420]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:22:45.420 --> 00:22:45.420]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:22:45.420 --> 00:22:45.420]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:22:45.420 --> 00:22:45.420]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:22:45.420 --> 00:22:45.420]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:22:45.460 --> 00:23:15.440]  ,
[00:23:15.440 --> 00:23:15.440]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:23:15.440 --> 00:23:15.440]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:23:15.440 --> 00:23:15.440]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:23:15.440 --> 00:23:15.440]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:23:15.440 --> 00:23:15.440]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:23:15.440 --> 00:23:15.440]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:23:15.440 --> 00:23:15.440]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:23:15.460 --> 00:23:45.460]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:23:45.460 --> 00:23:45.460]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:23:45.460 --> 00:23:45.460]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:23:45.460 --> 00:23:45.460]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:23:45.460 --> 00:23:45.460]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:23:45.460 --> 00:23:45.460]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:23:45.460 --> 00:23:45.460]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:23:45.460 --> 00:23:45.460]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:23:45.500 --> 00:24:15.480]  ,
[00:24:15.480 --> 00:24:15.480]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:24:15.480 --> 00:24:15.480]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:24:15.480 --> 00:24:15.480]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:24:15.480 --> 00:24:15.480]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:24:15.480 --> 00:24:15.480]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:24:15.480 --> 00:24:15.480]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:24:15.480 --> 00:24:15.480]   I think probably if YNAB were to cancel and not allow me to cancel and not allow me to use their legacy version of the software,
[00:24:15.500 --> 00:24:45.500]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:24:45.500 --> 00:24:45.500]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:24:45.500 --> 00:24:45.500]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:24:45.500 --> 00:24:45.500]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:24:45.500 --> 00:24:45.500]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:24:45.500 --> 00:24:45.500]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:24:45.500 --> 00:24:45.500]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:24:45.500 --> 00:24:45.500]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:24:45.540 --> 00:25:15.520]  ,
[00:25:15.520 --> 00:25:15.520]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:25:15.520 --> 00:25:15.520]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:25:15.520 --> 00:25:15.520]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:25:15.520 --> 00:25:15.520]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:25:15.520 --> 00:25:15.520]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:25:15.520 --> 00:25:15.520]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:25:15.520 --> 00:25:15.520]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:25:15.520 --> 00:25:15.520]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:25:15.540 --> 00:25:45.540]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:25:45.540 --> 00:25:45.540]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:25:45.540 --> 00:25:45.540]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:25:45.540 --> 00:25:45.540]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:25:45.540 --> 00:25:45.540]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:25:45.540 --> 00:25:45.540]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:25:45.540 --> 00:25:45.540]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:25:45.540 --> 00:25:45.540]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:25:45.580 --> 00:26:15.560]  ,
[00:26:15.560 --> 00:26:15.560]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:26:15.560 --> 00:26:15.560]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:26:15.560 --> 00:26:15.560]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:26:15.560 --> 00:26:15.560]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:26:15.560 --> 00:26:15.560]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:26:15.560 --> 00:26:15.560]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:26:15.580 --> 00:26:45.580]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:26:45.580 --> 00:26:45.580]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:26:45.580 --> 00:26:45.580]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:26:45.580 --> 00:26:45.580]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:26:45.580 --> 00:26:45.580]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:26:45.580 --> 00:26:45.580]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:26:45.580 --> 00:26:45.580]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:26:45.580 --> 00:26:45.580]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:26:45.620 --> 00:27:15.600]  ,
[00:27:15.600 --> 00:27:15.600]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:27:15.600 --> 00:27:15.600]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:27:15.600 --> 00:27:15.600]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:27:15.600 --> 00:27:15.600]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:27:15.600 --> 00:27:15.600]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:27:15.600 --> 00:27:15.600]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:27:15.600 --> 00:27:15.600]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:27:15.620 --> 00:27:45.620]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:27:45.620 --> 00:27:45.620]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:27:45.620 --> 00:27:45.620]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:27:45.620 --> 00:27:45.620]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:27:45.620 --> 00:27:45.620]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:27:45.620 --> 00:27:45.620]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:27:45.620 --> 00:27:45.620]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:27:45.620 --> 00:27:45.620]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:27:45.660 --> 00:28:15.640]  ,
[00:28:15.640 --> 00:28:15.640]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:28:15.640 --> 00:28:15.640]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:28:15.640 --> 00:28:15.640]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:28:15.640 --> 00:28:15.640]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:28:15.640 --> 00:28:15.640]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:28:15.640 --> 00:28:15.640]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:28:15.640 --> 00:28:15.640]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:28:15.640 --> 00:28:15.640]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:28:15.660 --> 00:28:45.660]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:28:45.660 --> 00:28:45.660]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:28:45.660 --> 00:28:45.660]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:28:45.660 --> 00:28:45.660]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:28:45.660 --> 00:28:45.660]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:28:45.660 --> 00:28:45.660]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:28:45.660 --> 00:28:45.660]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:28:45.660 --> 00:28:45.660]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:28:45.700 --> 00:29:15.680]  ,
[00:29:15.680 --> 00:29:15.680]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:29:15.680 --> 00:29:15.680]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:29:15.680 --> 00:29:15.680]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:29:15.680 --> 00:29:15.680]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:29:15.680 --> 00:29:15.680]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:29:15.680 --> 00:29:15.680]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:29:15.680 --> 00:29:15.680]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:29:15.700 --> 00:29:45.700]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:29:45.700 --> 00:29:45.700]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:29:45.700 --> 00:29:45.700]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:29:45.700 --> 00:29:45.700]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:29:45.700 --> 00:29:45.700]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:29:45.700 --> 00:29:45.700]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:29:45.700 --> 00:29:45.700]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:29:45.700 --> 00:29:45.700]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:29:45.740 --> 00:30:15.720]  ,
[00:30:15.720 --> 00:30:15.720]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:30:15.720 --> 00:30:15.720]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:30:15.720 --> 00:30:15.720]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:30:15.720 --> 00:30:15.720]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:30:15.720 --> 00:30:15.720]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:30:15.720 --> 00:30:15.720]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:30:15.720 --> 00:30:15.720]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:30:15.720 --> 00:30:15.720]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:30:15.740 --> 00:30:45.740]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:30:45.740 --> 00:30:45.740]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:30:45.740 --> 00:30:45.740]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:30:45.740 --> 00:30:45.740]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:30:45.740 --> 00:30:45.740]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:30:45.740 --> 00:30:45.740]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:30:45.740 --> 00:30:45.740]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:30:45.740 --> 00:30:45.740]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:30:45.780 --> 00:31:15.760]  ,
[00:31:15.760 --> 00:31:15.760]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:31:15.760 --> 00:31:15.760]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:31:15.760 --> 00:31:15.760]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:31:15.760 --> 00:31:15.760]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:31:15.760 --> 00:31:15.760]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:31:15.760 --> 00:31:15.760]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:31:15.780 --> 00:31:45.780]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:31:45.780 --> 00:31:45.780]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:31:45.780 --> 00:31:45.780]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:31:45.780 --> 00:31:45.780]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:31:45.780 --> 00:31:45.780]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:31:45.780 --> 00:31:45.780]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:31:45.780 --> 00:31:45.780]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:31:45.780 --> 00:31:45.780]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:31:45.800 --> 00:32:15.800]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:32:15.800 --> 00:32:15.800]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:32:15.800 --> 00:32:15.800]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:32:15.800 --> 00:32:15.800]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:32:15.800 --> 00:32:15.800]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:32:15.800 --> 00:32:15.800]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:32:15.800 --> 00:32:15.800]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:32:15.800 --> 00:32:15.800]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:32:15.820 --> 00:32:45.820]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:32:45.820 --> 00:32:45.820]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:32:45.820 --> 00:32:45.820]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:32:45.820 --> 00:32:45.820]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:32:45.820 --> 00:32:45.820]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:32:45.820 --> 00:32:45.820]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:32:45.820 --> 00:32:45.820]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:32:45.820 --> 00:32:45.820]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:32:45.860 --> 00:33:15.840]  ,
[00:33:15.840 --> 00:33:15.840]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:33:15.840 --> 00:33:15.840]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:33:15.840 --> 00:33:15.840]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:33:15.840 --> 00:33:15.840]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:33:15.840 --> 00:33:15.840]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:33:15.840 --> 00:33:15.840]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:33:15.840 --> 00:33:15.840]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:33:15.860 --> 00:33:45.860]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:33:45.860 --> 00:33:45.860]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:33:45.860 --> 00:33:45.860]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:33:45.860 --> 00:33:45.860]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:33:45.860 --> 00:33:45.860]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:33:45.860 --> 00:33:45.860]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:33:45.860 --> 00:33:45.860]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:33:45.860 --> 00:33:45.860]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:33:45.900 --> 00:34:15.880]  ,
[00:34:15.880 --> 00:34:15.880]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:34:15.880 --> 00:34:15.880]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:34:15.880 --> 00:34:15.880]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:34:15.880 --> 00:34:15.880]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:34:15.880 --> 00:34:15.880]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:34:15.880 --> 00:34:15.880]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:34:15.880 --> 00:34:15.880]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:34:15.900 --> 00:34:45.900]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:34:45.900 --> 00:34:45.900]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:34:45.900 --> 00:34:45.900]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:34:45.900 --> 00:34:45.900]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:34:45.900 --> 00:34:45.900]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:34:45.900 --> 00:34:45.900]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:34:45.900 --> 00:34:45.900]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:34:45.900 --> 00:34:45.900]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:34:45.940 --> 00:35:15.920]  ,
[00:35:15.920 --> 00:35:15.920]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:35:15.920 --> 00:35:15.920]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:35:15.920 --> 00:35:15.920]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:35:15.920 --> 00:35:15.920]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:35:15.920 --> 00:35:15.920]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:35:15.920 --> 00:35:15.920]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:35:15.920 --> 00:35:15.920]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:35:15.920 --> 00:35:15.920]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:35:15.940 --> 00:35:45.940]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:35:45.940 --> 00:35:45.940]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:35:45.940 --> 00:35:45.940]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:35:45.940 --> 00:35:45.940]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:35:45.940 --> 00:35:45.940]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:35:45.940 --> 00:35:45.940]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:35:45.940 --> 00:35:45.940]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:35:45.940 --> 00:35:45.940]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:35:45.980 --> 00:36:15.960]  ,
[00:36:15.960 --> 00:36:15.960]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:36:15.960 --> 00:36:15.960]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:36:15.960 --> 00:36:15.960]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:36:15.960 --> 00:36:15.960]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:36:15.960 --> 00:36:15.960]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:36:15.960 --> 00:36:15.960]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:36:15.980 --> 00:36:45.980]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:36:45.980 --> 00:36:45.980]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:36:45.980 --> 00:36:45.980]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:36:45.980 --> 00:36:45.980]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:36:45.980 --> 00:36:45.980]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:36:45.980 --> 00:36:45.980]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:36:45.980 --> 00:36:45.980]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:36:45.980 --> 00:36:45.980]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
