
[00:00:00.040 --> 00:00:10.460]   never
[00:25:22.620 --> 00:25:22.620]   I think that's where a lot of people really do break down,
[00:25:22.620 --> 00:25:22.620]   I think that's where a lot of people really do break down,
[00:25:22.620 --> 00:25:22.620]   I think that's where a lot of people really do break down,
[00:25:22.620 --> 00:25:22.620]   I think that's where a lot of people really do break down,
[00:25:22.620 --> 00:25:22.620]   I think that's where a lot of people really do break down,
[00:25:22.620 --> 00:25:22.620]   I think that's where a lot of people really do break down,
[00:25:22.620 --> 00:25:22.620]   I think that's where a lot of people really do break down,
[00:25:22.620 --> 00:25:22.620]   I think that's where a lot of people really do break down,
[00:25:22.620 --> 00:25:22.620]   I think that's where a lot of people really do break down,
[00:25:22.640 --> 00:25:52.640]   I think that's where a lot of people really do break down,
[00:25:52.640 --> 00:25:52.640]   I think that's where a lot of people really do break down,
[00:25:52.640 --> 00:25:52.640]   I think that's where a lot of people really do break down,
[00:25:52.640 --> 00:25:52.640]   I think that's where a lot of people really do break down,
[00:25:52.640 --> 00:25:52.640]   I think that's where a lot of people really do break down,
[00:25:52.640 --> 00:25:52.640]   I think that's where a lot of people really do break down,
[00:25:52.640 --> 00:25:52.640]   I think that's where a lot of people really do break down,
[00:25:52.640 --> 00:25:52.640]   I think that's where a lot of people really do break down,
[00:25:52.640 --> 00:25:52.640]   I think that's where a lot of people really do break down,
[00:25:52.640 --> 00:25:52.640]   I think that's where a lot of people really do break down,
[00:25:52.640 --> 00:25:52.640]   I think that's where a lot of people really do break down,
[00:25:52.640 --> 00:25:52.640]   I think that's where a lot of people really do break down,
[00:25:52.640 --> 00:25:52.640]   I think that's where a lot of people really do break down,
[00:25:52.680 --> 00:26:22.660]   I think that's where a lot of people really do break down,
[00:26:22.660 --> 00:26:22.660]   I think that's where a lot of people really do break down,
[00:26:22.660 --> 00:26:22.660]   I think that's where a lot of people really do break down,
[00:26:22.660 --> 00:26:22.660]   I think that's where a lot of people really do break down,
[00:26:22.660 --> 00:26:22.660]   I think that's where a lot of people really do break down,
[00:26:22.660 --> 00:26:22.660]   I think that's where a lot of people really do break down,
[00:26:22.660 --> 00:26:22.660]   I think that's where a lot of people really do break down,
[00:26:22.660 --> 00:26:22.660]   I think that's where a lot of people really do break down,
[00:26:22.660 --> 00:26:22.660]   I think that's where a lot of people really do break down,
[00:26:22.660 --> 00:26:22.660]   I think that's where a lot of people really do break down,
[00:26:22.660 --> 00:26:22.660]   I think that's where a lot of people really do break down,
[00:26:22.660 --> 00:26:22.660]   I think that's where a lot of people really do break down,
[00:26:22.660 --> 00:26:22.660]   I think that's where a lot of people really do break down,
[00:26:22.680 --> 00:26:52.680]   I think that's where a lot of people really do break down,
[00:26:52.680 --> 00:26:52.680]   I think that's where a lot of people really do break down,
[00:26:52.680 --> 00:26:52.680]   I think that's where a lot of people really do break down,
[00:26:52.680 --> 00:26:52.680]   I think that's where a lot of people really do break down,
[00:26:52.680 --> 00:26:52.680]   I think that's where a lot of people really do break down,
[00:26:52.680 --> 00:26:52.680]   I think that's where a lot of people really do break down,
[00:26:52.680 --> 00:26:52.680]   I think that's where a lot of people really do break down,
[00:26:52.680 --> 00:26:52.680]   I think that's where a lot of people really do break down,
[00:26:52.680 --> 00:26:52.680]   I think that's where a lot of people really do break down,
[00:26:52.680 --> 00:26:52.680]   I think that's where a lot of people really do break down,
[00:26:52.680 --> 00:26:52.680]   I think that's where a lot of people really do break down,
[00:26:52.680 --> 00:26:52.680]   I think that's where a lot of people really do break down,
[00:26:52.680 --> 00:26:52.680]   I think that's where a lot of people really do break down,
[00:26:52.700 --> 00:27:22.700]   I think that's where a lot of people really do break down,
[00:27:22.700 --> 00:27:22.700]   I think that's where a lot of people really do break down,
[00:27:22.700 --> 00:27:22.700]   I think that's where a lot of people really do break down,
[00:27:22.700 --> 00:27:22.700]   I think that's where a lot of people really do break down,
[00:27:22.700 --> 00:27:22.700]   I think that's where a lot of people really do break down,
[00:27:22.700 --> 00:27:22.700]   I think that's where a lot of people really do break down,
[00:27:22.700 --> 00:27:22.700]   I think that's where a lot of people really do break down,
[00:27:22.700 --> 00:27:22.700]   I think that's where a lot of people really do break down,
[00:27:22.700 --> 00:27:22.700]   I think that's where a lot of people really do break down,
[00:27:22.700 --> 00:27:22.700]   I think that's where a lot of people really do break down,
[00:27:22.700 --> 00:27:22.700]   I think that's where a lot of people really do break down,
[00:27:22.740 --> 00:27:52.720]  ,
[00:27:52.720 --> 00:27:52.720]   I think that's where a lot of people really do break down,
[00:27:52.720 --> 00:27:52.720]   I think that's where a lot of people really do break down,
[00:27:52.720 --> 00:27:52.720]   I think that's where a lot of people really do break down,
[00:27:52.720 --> 00:27:52.720]   I think that's where a lot of people really do break down,
[00:27:52.720 --> 00:27:52.720]   I think that's where a lot of people really do break down,
[00:27:52.720 --> 00:27:52.720]   I think that's where a lot of people really do break down,
[00:27:52.720 --> 00:27:52.720]   I think that's where a lot of people really do break down,
[00:27:52.720 --> 00:27:52.720]   I think that's where a lot of people really do break down,
[00:27:52.720 --> 00:27:52.720]   I think that's where a lot of people really do break down,
[00:27:52.720 --> 00:27:52.720]   I think that's where a lot of people really do break down,
[00:27:52.720 --> 00:27:52.720]   I think that's where a lot of people really do break down,
[00:27:52.740 --> 00:28:22.740]   You are correct in that.
[00:28:22.740 --> 00:28:22.740]   One of the hallmarks,
[00:28:22.740 --> 00:28:22.740]   One of the hallmarks,
[00:28:22.740 --> 00:28:22.740]   one of the things that judges will look at
[00:28:22.740 --> 00:28:22.740]   when deciding whether or not to respect the corporate structure or whether to pierce the corporate bail,
[00:28:22.740 --> 00:28:22.740]   one thing they will look at is,
[00:28:22.740 --> 00:28:22.740]   was the company sufficiently capitalized in an appropriate way for that company?
[00:28:22.740 --> 00:28:22.740]   So when you capitalize a company, you need to make sure that you capitalize it to an appropriate level for that company.
[00:28:22.740 --> 00:28:22.740]   Now,
[00:28:22.740 --> 00:28:22.740]   you need to make sure that you capitalize it to an appropriate level for that company.
[00:28:22.740 --> 00:28:22.740]   Now,
[00:28:22.740 --> 00:28:22.740]   you need to make sure that you capitalize it to an appropriate level for that company.
[00:28:22.740 --> 00:28:22.740]   Now,
[00:28:22.740 --> 00:28:22.740]   you need to make sure that you capitalize it to an appropriate level for that company.
[00:28:22.740 --> 00:28:22.740]   Now,
[00:28:22.740 --> 00:28:22.740]   you need to make sure that you capitalize it to an appropriate level for that company.
[00:28:22.740 --> 00:28:22.740]   Now,
[00:28:22.780 --> 00:28:30.160]   me
[00:28:30.160 --> 00:28:49.840]   Div A I and vị
[00:32:11.260 --> 00:32:21.340]   I
[00:32:21.340 --> 00:32:35.640]   Bar 이�,,,ick
[00:32:35.640 --> 00:32:39.380]   de Big S achieve bell would we's the people. I.H. знает.G.less.ad.h.f.s, processes, sh, provide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, like, work and I'matively 100Boy physics cab mind為 earned치� rang Sarah польз Fig習 Nash turnedił coating аvis kho34æ這樣的 turnumba Aはは a final overlook at yellingught這些 уupun vot gi bij emoc Marilynresp9érie saw what is the take the people is the Sh thôi ger больше see the home" invite the cup ci priv-S. G astronauting the WC. And the line is a day's and a
[00:32:39.500 --> 00:32:49.180]   ,
[00:32:49.180 --> 00:32:50.200]   but the З Russell
[00:32:50.200 --> 00:33:07.720]  .,,,,,,, care maybeалист麼 Sesameเส hello digjin Ian don is a pay for the company, and, and, and, they, and,就是說, - Jeg - drafted - Brid - CCTV - Hus - ^ –. - successful -
[00:33:07.720 --> 00:33:08.820]   La care- wealth-
[00:33:08.960 --> 00:33:19.280]   псих
[00:33:19.280 --> 00:33:20.880]   me, 머�,
[00:33:20.880 --> 00:33:37.020]   Round noisyficiente grew je I say the like the pay the per the Marcel dez deore decent receptor just antagonäll� treatments, or, /N /De, - ., -I -G -C -I -C -Tw. -C - Maßnahmen - Ск a - belong back and more Mak in the person is a tour and I'm a rich g at the next like aonst, and the crazy and the brain is aut que is the exceeded the car is the bus is aend the south de the force of the law and the � chef and the
[00:33:37.060 --> 00:33:46.940]  ,
[00:34:32.860 --> 00:34:50.660]  -- the same structure and keep the same habits in place because that helps you in the worst case scenario if you're ever in front of a lawsuit. That's my answer, Ann.
[00:34:50.660 --> 00:34:54.800]   Thank you. That's very good. Thank you so much.
[00:34:54.800 --> 00:34:55.820]   My pleasure. Anything else?
[00:34:55.820 --> 00:35:00.880]   You only have one.
[00:35:00.900 --> 00:35:04.700]   I've got two other callers on the line but I've got time for one more. Go ahead.
[00:35:04.700 --> 00:35:26.200]   Okay, one more. This probably doesn't matter but the fact that my LLC is taxed as S Corporation, does it change anything in terms of what you said or it doesn't really matter at all because it's only... yeah.
[00:35:26.200 --> 00:35:27.600]   No. That doesn't change anything. The tax corporation status is simply an arrangement.
[00:35:27.600 --> 00:35:27.800]   Okay. So I'm just going to go ahead and say that my LLC is taxed as S Corporation, does it change anything in terms of what you said or it doesn't really matter at all because it's only... yeah.
[00:35:27.800 --> 00:35:29.540]   No. That doesn't change anything. The tax corporation status is simply an arrangement.
[00:35:29.540 --> 00:35:29.540]   Okay. So I'm just going to go ahead and say that my LLC is taxed as S Corporation, does it change anything in terms of what you said or it doesn't really matter at all because it's only... yeah.
[00:35:29.580 --> 00:35:58.700]  , that is independent of these principles, these legal principles that we're discussing.
[00:35:58.700 --> 00:35:59.200]   Right. That's what I thought. Well, thank you so much.
[00:35:59.200 --> 00:35:59.580]   My pleasure. All right. We go on now to, it looks like James. James, welcome to the show. How can I serve you today?
[00:35:59.620 --> 00:36:09.440]   qualify
[00:36:09.440 --> 00:36:28.480]  為視,,,,, pert hetoughing are overturn but are menوس인 roughlyident de pro Hell : Ed . . . . . . . talk ., and, and, in, leading the, work and, move the,outh the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, a, your, a,�, rid.這�.� mashed� reason colored from 소� category in He specificationwood's. лай. semana.Would ex. demos. Ded. out.cile. extension.'t. concerd. C. bowl. loi. car. have a end. unterstüt. counts. is. do. in. went.passen.aning. in the issues. th. not. get.
[00:36:28.520 --> 00:36:37.540]   Herz
[00:36:37.540 --> 00:36:46.800]   provide in,,, handsome
[00:36:57.560 --> 00:37:21.760]   so just curious when you, when you have applied for insurance before, did you use an agent? Did you use a website? What did you do previously?
[00:37:21.760 --> 00:37:26.540]   It was always through like, I got a new job. I'm
[00:37:26.620 --> 00:37:55.660]   and
[00:37:55.680 --> 00:38:24.800]  ,,,,,,
[00:38:24.800 --> 00:38:24.860]  ,,,,,
[00:38:24.860 --> 00:38:24.940]  ,,,,,,
[00:38:24.940 --> 00:38:25.000]  ,,,,,
[00:38:25.000 --> 00:38:25.120]  ,
[00:38:25.120 --> 00:38:54.580]  ,
[00:38:54.580 --> 00:39:24.040]  ,
[00:39:24.040 --> 00:39:24.100]   ,,
[00:39:24.100 --> 00:39:24.160]   ,,
[00:39:24.160 --> 00:39:24.220]   ,,
[00:39:24.220 --> 00:39:24.260]   ,,
[00:39:24.260 --> 00:39:24.300]   ,,
[00:39:24.300 --> 00:39:24.340]   ,,
[00:39:24.340 --> 00:39:24.380]   ,,
[00:39:24.380 --> 00:39:24.420]   ,,
[00:39:24.420 --> 00:39:24.460]   ,,
[00:39:24.460 --> 00:39:24.500]   ,,
[00:39:24.500 --> 00:39:24.540]   ,,
[00:39:24.540 --> 00:39:24.580]   ,,
[00:39:24.580 --> 00:39:24.600]   .,
[00:39:24.620 --> 00:39:46.740]   ,,
[00:39:46.740 --> 00:39:46.800]   .,
[00:39:46.800 --> 00:39:46.840]   .,
[00:39:46.840 --> 00:39:46.920]   .,
[00:39:46.920 --> 00:39:46.960]   .,
[00:39:46.960 --> 00:39:47.020]   .,
[00:39:47.020 --> 00:39:47.120]   .,
[00:39:47.120 --> 00:39:47.260]   .,
[00:39:48.340 --> 00:39:58.320]   "
[00:39:58.320 --> 00:40:13.580]   cash tax to as
[00:40:13.580 --> 00:40:17.680]   you Four I the M� prices, and, and, and, and, and, and, ok. I. Mc. Home Possoko judged fellidet. M. L. bes. convert the insuranceは
[00:41:48.380 --> 00:41:48.380]  ертв. M. L. bes. convert the insurance was. M. L. bes. convert the insurance was.
[00:41:48.400 --> 00:42:18.400]  utch.com
[00:42:18.400 --> 00:42:18.400]   D. K. G. A. the field e. k. g. when you're underwriting very large policies they'll bring somebody in put them on a treadmill do some of the stress test and very advance test depending on the amount of insurance.
[00:42:18.400 --> 00:42:18.400]   Now when you're dealing in the million two million three million dollar range of insurance.
[00:42:18.400 --> 00:42:18.400]   Those things are fairly simple if you're buying small policies of of a few hundred thousand dollars often it's just a urine sample and and a blood pressure if you're buying very small policies the insurance agent.
[00:42:18.400 --> 00:42:18.400]   We'll do the whole thing but we're going to talk about insurance policy and we're going to talk about the benefits of the insurance agent.
[00:42:18.400 --> 00:42:18.400]   We're going to talk about the benefits of the insurance agent.
[00:42:18.400 --> 00:42:18.400]   We're going to talk about the benefits of the insurance agent.
[00:42:18.400 --> 00:42:18.400]   We're going to talk about the benefits of the insurance agent.
[00:42:18.400 --> 00:42:18.400]   We're going to talk about the benefits of the insurance agent.
[00:42:18.400 --> 00:42:48.420]   We're going to talk about the benefits of the insurance agent.
[00:42:48.420 --> 00:42:48.420]   We're going to talk about the benefits of the insurance agent.
[00:42:48.420 --> 00:42:48.420]   We're going to talk about the benefits of the insurance agent.
[00:42:48.420 --> 00:42:48.420]   We're going to talk about the benefits of the insurance agent.
[00:42:48.440 --> 00:43:18.440]   We're going to talk about the benefits of the insurance agent.
[00:43:18.440 --> 00:43:18.440]   We're going to talk about the benefits of the insurance agent.
[00:43:18.440 --> 00:43:18.440]   We're going to talk about the benefits of the insurance agent.
[00:43:18.440 --> 00:43:18.440]   We're going to talk about the benefits of the insurance agent.
[00:43:18.440 --> 00:43:18.440]   We're going to talk about the benefits of the insurance agent.
[00:43:18.440 --> 00:43:18.440]   We're going to talk about the benefits of the insurance agent.
[00:43:18.440 --> 00:43:18.440]   We're going to talk about the benefits of the insurance agent.
[00:43:18.440 --> 00:43:18.440]   We're going to talk about the benefits of the insurance agent.
[00:43:18.440 --> 00:43:18.440]   We're going to talk about the benefits of the insurance agent.
[00:43:18.440 --> 00:43:18.440]   We're going to talk about the benefits of the insurance agent.
[00:43:18.440 --> 00:43:18.440]   We're going to talk about the benefits of the insurance agent.
[00:43:18.440 --> 00:43:18.440]   We're going to talk about the benefits of the insurance agent.
[00:43:18.440 --> 00:43:18.440]   We're going to talk about the benefits of the insurance agent.
[00:43:18.440 --> 00:43:18.440]   We're going to talk about the benefits of the insurance agent.
[00:43:18.440 --> 00:43:48.460]   We're going to talk about the benefits of the insurance agent.
[00:43:48.460 --> 00:43:48.460]   We're going to talk about the benefits of the insurance agent.
[00:43:48.460 --> 00:43:48.460]   We're going to talk about the benefits of the insurance agent.
[00:43:48.460 --> 00:43:48.460]   We're going to talk about the benefits of the insurance agent.
[00:43:48.460 --> 00:43:48.460]   We're going to talk about the benefits of the insurance agent.
[00:43:48.460 --> 00:43:48.460]   We're going to talk about the benefits of the insurance agent.
[00:43:48.460 --> 00:43:48.460]   We're going to talk about the benefits of the insurance agent.
[00:43:48.460 --> 00:43:48.460]   We're going to talk about the benefits of the insurance agent.
[00:43:48.460 --> 00:43:48.460]   We're going to talk about the benefits of the insurance agent.
[00:43:48.480 --> 00:44:18.480]   We're going to talk about the benefits of the insurance agent.
[00:44:18.480 --> 00:44:18.480]   We're going to talk about the benefits of the insurance agent.
[00:44:18.480 --> 00:44:18.480]   We're going to talk about the benefits of the insurance agent.
[00:44:18.480 --> 00:44:18.480]   We're going to talk about the benefits of the insurance agent.
[00:44:18.480 --> 00:44:18.480]   We're going to talk about the benefits of the insurance agent.
[00:44:18.480 --> 00:44:18.480]   We're going to talk about the benefits of the insurance agent.
[00:44:18.480 --> 00:44:18.480]   We're going to talk about the benefits of the insurance agent.
[00:44:18.480 --> 00:44:18.480]   We're going to talk about the benefits of the insurance agent.
[00:44:18.480 --> 00:44:18.480]   We're going to talk about the benefits of the insurance agent.
[00:44:18.480 --> 00:44:18.480]   We're going to talk about the benefits of the insurance agent.
[00:44:18.480 --> 00:44:18.480]   We're going to talk about the benefits of the insurance agent.
[00:44:18.480 --> 00:44:18.480]   We're going to talk about the benefits of the insurance agent.
[00:44:18.480 --> 00:44:18.480]   We're going to talk about the benefits of the insurance agent.
[00:44:18.480 --> 00:44:18.480]   We're going to talk about the benefits of the insurance agent.
[00:44:18.480 --> 00:44:48.500]   We're going to talk about the benefits of the insurance agent.
[00:44:48.500 --> 00:44:48.500]   We're going to talk about the benefits of the insurance agent.
[00:44:48.500 --> 00:44:48.500]   We're going to talk about the benefits of the insurance agent.
[00:44:48.500 --> 00:44:48.500]   We're going to talk about the benefits of the insurance agent.
[00:44:48.500 --> 00:44:48.500]   We're going to talk about the benefits of the insurance agent.
[00:44:48.500 --> 00:44:48.500]   We're going to talk about the benefits of the insurance agent.
[00:44:48.500 --> 00:44:48.500]   We're going to talk about the benefits of the insurance agent.
[00:44:48.500 --> 00:44:48.500]   We're going to talk about the benefits of the insurance agent.
[00:44:48.520 --> 00:45:18.520]   We're going to talk about the benefits of the insurance agent.
[00:45:18.520 --> 00:45:18.520]   We're going to talk about the benefits of the insurance agent.
[00:45:18.520 --> 00:45:18.520]   We're going to talk about the benefits of the insurance agent.
[00:45:18.520 --> 00:45:18.520]   We're going to talk about the benefits of the insurance agent.
[00:45:18.520 --> 00:45:18.520]   We're going to talk about the benefits of the insurance agent.
[00:45:18.520 --> 00:45:18.520]   We're going to talk about the benefits of the insurance agent.
[00:45:18.520 --> 00:45:18.520]   We're going to talk about the benefits of the insurance agent.
[00:45:18.520 --> 00:45:18.520]   We're going to talk about the benefits of the insurance agent.
[00:45:18.520 --> 00:45:18.520]   We're going to talk about the benefits of the insurance agent.
[00:45:18.520 --> 00:45:18.520]   We're going to talk about the benefits of the insurance agent.
[00:45:18.520 --> 00:45:18.520]   We're going to talk about the benefits of the insurance agent.
[00:45:18.520 --> 00:45:18.520]   We're going to talk about the benefits of the insurance agent.
[00:45:18.520 --> 00:45:18.520]   We're going to talk about the benefits of the insurance agent.
[00:45:18.520 --> 00:45:18.520]   We're going to talk about the benefits of the insurance agent.
[00:45:18.520 --> 00:45:48.540]   We're going to talk about the benefits of the insurance agent.
[00:45:48.540 --> 00:45:48.540]   We're going to talk about the benefits of the insurance agent.
[00:45:48.540 --> 00:45:48.540]   We're going to talk about the benefits of the insurance agent.
[00:45:48.540 --> 00:45:48.540]   We're going to talk about the benefits of the insurance agent.
[00:45:48.540 --> 00:45:48.540]   We're going to talk about the benefits of the insurance agent.
[00:45:48.540 --> 00:45:48.540]   We're going to talk about the benefits of the insurance agent.
[00:45:48.540 --> 00:45:48.540]   We're going to talk about the benefits of the insurance agent.
[00:45:48.540 --> 00:45:48.540]   We're going to talk about the benefits of the insurance agent.
[00:45:48.560 --> 00:46:18.560]   We're going to talk about the benefits of the insurance agent.
[00:46:18.560 --> 00:46:18.560]   We're going to talk about the benefits of the insurance agent.
[00:46:18.560 --> 00:46:18.560]   We're going to talk about the benefits of the insurance agent.
[00:46:18.560 --> 00:46:18.560]   We're going to talk about the benefits of the insurance agent.
[00:46:18.560 --> 00:46:18.560]   We're going to talk about the benefits of the insurance agent.
[00:46:18.560 --> 00:46:18.560]   We're going to talk about the benefits of the insurance agent.
[00:46:18.560 --> 00:46:18.560]   We're going to talk about the benefits of the insurance agent.
[00:46:18.560 --> 00:46:18.560]   We're going to talk about the benefits of the insurance agent.
[00:46:18.560 --> 00:46:18.560]   We're going to talk about the benefits of the insurance agent.
[00:46:18.560 --> 00:46:18.560]   We're going to talk about the benefits of the insurance agent.
[00:46:18.560 --> 00:46:18.560]   We're going to talk about the benefits of the insurance agent.
[00:46:18.560 --> 00:46:18.560]   We're going to talk about the benefits of the insurance agent.
[00:46:18.560 --> 00:46:18.560]   We're going to talk about the benefits of the insurance agent.
[00:46:18.560 --> 00:46:18.560]   We're going to talk about the benefits of the insurance agent.
[00:46:18.560 --> 00:46:48.580]   We're going to talk about the benefits of the insurance agent.
[00:46:48.580 --> 00:46:48.580]   We're going to talk about the benefits of the insurance agent.
[00:46:48.580 --> 00:46:48.580]   We're going to talk about the benefits of the insurance agent.
[00:46:48.580 --> 00:46:48.580]   We're going to talk about the benefits of the insurance agent.
[00:46:48.580 --> 00:46:48.580]   We're going to talk about the benefits of the insurance agent.
[00:46:48.580 --> 00:46:48.580]   We're going to talk about the benefits of the insurance agent.
[00:46:48.580 --> 00:46:48.580]   We're going to talk about the benefits of the insurance agent.
[00:46:48.580 --> 00:46:48.580]   We're going to talk about the benefits of the insurance agent.
[00:46:48.580 --> 00:46:48.580]   We're going to talk about the benefits of the insurance agent.
[00:46:48.600 --> 00:47:18.600]   We're going to talk about the benefits of the insurance agent.
[00:47:18.600 --> 00:47:18.600]   We're going to talk about the benefits of the insurance agent.
[00:47:18.600 --> 00:47:18.600]   We're going to talk about the benefits of the insurance agent.
[00:47:18.600 --> 00:47:18.600]   We're going to talk about the benefits of the insurance agent.
[00:47:18.600 --> 00:47:18.600]   We're going to talk about the benefits of the insurance agent.
[00:47:18.600 --> 00:47:18.600]   We're going to talk about the benefits of the insurance agent.
[00:47:18.600 --> 00:47:18.600]   We're going to talk about the benefits of the insurance agent.
[00:47:18.600 --> 00:47:18.600]   We're going to talk about the benefits of the insurance agent.
[00:47:18.600 --> 00:47:18.600]   We're going to talk about the benefits of the insurance agent.
[00:47:18.600 --> 00:47:18.600]   We're going to talk about the benefits of the insurance agent.
[00:47:18.600 --> 00:47:18.600]   We're going to talk about the benefits of the insurance agent.
[00:47:18.600 --> 00:47:18.600]   We're going to talk about the benefits of the insurance agent.
[00:47:18.600 --> 00:47:18.600]   We're going to talk about the benefits of the insurance agent.
[00:47:18.600 --> 00:47:18.600]   We're going to talk about the benefits of the insurance agent.
[00:47:18.600 --> 00:47:48.620]   We're going to talk about the benefits of the insurance agent.
[00:47:48.620 --> 00:47:48.620]   We're going to talk about the benefits of the insurance agent.
[00:47:48.620 --> 00:47:48.620]   We're going to talk about the benefits of the insurance agent.
[00:47:48.620 --> 00:47:48.620]   We're going to talk about the benefits of the insurance agent.
[00:47:48.620 --> 00:47:48.620]   We're going to talk about the benefits of the insurance agent.
[00:47:48.620 --> 00:47:48.620]   We're going to talk about the benefits of the insurance agent.
[00:47:48.620 --> 00:47:48.620]   We're going to talk about the benefits of the insurance agent.
[00:47:48.620 --> 00:47:48.620]   We're going to talk about the benefits of the insurance agent.
[00:47:48.620 --> 00:47:48.620]   We're going to talk about the benefits of the insurance agent.
[00:47:48.620 --> 00:47:48.620]   We're going to talk about the benefits of the insurance agent.
[00:47:48.640 --> 00:48:18.640]   We're going to talk about the benefits of the insurance agent.
[00:48:18.640 --> 00:48:18.640]   We're going to talk about the benefits of the insurance agent.
[00:48:18.640 --> 00:48:18.640]   We're going to talk about the benefits of the insurance agent.
[00:48:18.640 --> 00:48:18.640]   We're going to talk about the benefits of the insurance agent.
[00:48:18.640 --> 00:48:18.640]   We're going to talk about the benefits of the insurance agent.
[00:48:18.640 --> 00:48:18.640]   We're going to talk about the benefits of the insurance agent.
[00:48:18.640 --> 00:48:18.640]   We're going to talk about the benefits of the insurance agent.
[00:48:18.640 --> 00:48:18.640]   We're going to talk about the benefits of the insurance agent.
[00:48:18.640 --> 00:48:18.640]   We're going to talk about the benefits of the insurance agent.
[00:48:18.640 --> 00:48:18.640]   We're going to talk about the benefits of the insurance agent.
[00:48:18.640 --> 00:48:18.640]   We're going to talk about the benefits of the insurance agent.
[00:48:18.640 --> 00:48:18.640]   We're going to talk about the benefits of the insurance agent.
[00:48:18.640 --> 00:48:18.640]   We're going to talk about the benefits of the insurance agent.
[00:48:18.640 --> 00:48:18.640]   We're going to talk about the benefits of the insurance agent.
[00:48:18.640 --> 00:48:48.660]   We're going to talk about the benefits of the insurance agent.
[00:48:48.660 --> 00:48:48.660]   We're going to talk about the benefits of the insurance agent.
[00:48:48.660 --> 00:48:48.660]   We're going to talk about the benefits of the insurance agent.
[00:48:48.660 --> 00:48:48.660]   We're going to talk about the benefits of the insurance agent.
[00:48:48.660 --> 00:48:48.660]   We're going to talk about the benefits of the insurance agent.
[00:48:48.660 --> 00:48:48.660]   We're going to talk about the benefits of the insurance agent.
[00:48:48.680 --> 00:49:18.680]   We're going to talk about the benefits of the insurance agent.
[00:49:18.680 --> 00:49:18.680]   We're going to talk about the benefits of the insurance agent.
[00:49:18.680 --> 00:49:18.680]   We're going to talk about the benefits of the insurance agent.
[00:49:18.680 --> 00:49:18.680]   We're going to talk about the benefits of the insurance agent.
[00:49:18.680 --> 00:49:18.680]   We're going to talk about the benefits of the insurance agent.
[00:49:18.680 --> 00:49:18.680]   We're going to talk about the benefits of the insurance agent.
[00:49:18.680 --> 00:49:18.680]   We're going to talk about the benefits of the insurance agent.
[00:49:18.680 --> 00:49:18.680]   We're going to talk about the benefits of the insurance agent.
[00:49:18.680 --> 00:49:18.680]   We're going to talk about the benefits of the insurance agent.
[00:49:18.680 --> 00:49:18.680]   We're going to talk about the benefits of the insurance agent.
[00:49:18.680 --> 00:49:18.680]   We're going to talk about the benefits of the insurance agent.
[00:49:18.680 --> 00:49:18.680]   We're going to talk about the benefits of the insurance agent.
[00:49:18.680 --> 00:49:18.680]   We're going to talk about the benefits of the insurance agent.
[00:49:18.680 --> 00:49:18.680]   We're going to talk about the benefits of the insurance agent.
[00:49:18.680 --> 00:49:48.700]   We're going to talk about the benefits of the insurance agent.
[00:49:48.700 --> 00:49:48.700]   We're going to talk about the benefits of the insurance agent.
[00:49:48.700 --> 00:49:48.700]   We're going to talk about the benefits of the insurance agent.
[00:49:48.700 --> 00:49:48.700]   We're going to talk about the benefits of the insurance agent.
[00:49:48.700 --> 00:49:48.700]   We're going to talk about the benefits of the insurance agent.
[00:49:48.700 --> 00:49:48.700]   We're going to talk about the benefits of the insurance agent.
[00:49:48.700 --> 00:49:48.700]   We're going to talk about the benefits of the insurance agent.
[00:49:48.700 --> 00:49:48.700]   We're going to talk about the benefits of the insurance agent.
[00:49:48.720 --> 00:50:18.720]   We're going to talk about the benefits of the insurance agent.
[00:50:18.720 --> 00:50:18.720]   We're going to talk about the benefits of the insurance agent.
[00:50:18.720 --> 00:50:18.720]   We're going to talk about the benefits of the insurance agent.
[00:50:18.720 --> 00:50:18.720]   We're going to talk about the benefits of the insurance agent.
[00:50:18.720 --> 00:50:18.720]   We're going to talk about the benefits of the insurance agent.
[00:50:18.720 --> 00:50:18.720]   We're going to talk about the benefits of the insurance agent.
[00:50:18.720 --> 00:50:18.720]   We're going to talk about the benefits of the insurance agent.
[00:50:18.720 --> 00:50:18.720]   We're going to talk about the benefits of the insurance agent.
[00:50:18.720 --> 00:50:18.720]   We're going to talk about the benefits of the insurance agent.
[00:50:18.720 --> 00:50:18.720]   We're going to talk about the benefits of the insurance agent.
[00:50:18.720 --> 00:50:18.720]   We're going to talk about the benefits of the insurance agent.
[00:50:18.720 --> 00:50:18.720]   We're going to talk about the benefits of the insurance agent.
[00:50:18.720 --> 00:50:18.720]   We're going to talk about the benefits of the insurance agent.
[00:50:18.720 --> 00:50:18.720]   We're going to talk about the benefits of the insurance agent.
[00:50:18.720 --> 00:50:48.740]   We're going to talk about the benefits of the insurance agent.
[00:50:48.740 --> 00:50:48.740]   We're going to talk about the benefits of the insurance agent.
[00:50:48.740 --> 00:50:48.740]   We're going to talk about the benefits of the insurance agent.
[00:50:48.740 --> 00:50:48.740]   We're going to talk about the benefits of the insurance agent.
[00:50:48.740 --> 00:50:48.740]   We're going to talk about the benefits of the insurance agent.
[00:50:48.740 --> 00:50:48.740]   We're going to talk about the benefits of the insurance agent.
