
[00:00:00.000 --> 00:00:04.000]   Your tough Tacoma is here.
[00:33:23.000 --> 00:33:31.000]   Oh, yeah. Yeah. We just there's the escape by foot with all the only their belongings.
[00:33:31.000 --> 00:33:43.000]   And we're not talking 10, 20,000, 20 families I've seen. I have counted thousands crossing the Colombian mountains in one single day, carrying all what they own.
[00:33:43.000 --> 00:33:54.000]   And I have we have taken food supplies to them. And it's kind of sad to see that people are just escaping the country with what they have in their hands.
[00:33:54.000 --> 00:34:01.000]   It's all what they own. And thousands of them.
[00:34:01.000 --> 00:34:05.000]   So it was I mean, obviously, it was a leading question. I knew the answer to it.
[00:34:05.000 --> 00:34:15.000]   But I just want to emphasize this point that you actually do see thousands and thousands of people who are fleeing their homes on foot because the crisis is so bad.
[00:34:15.000 --> 00:34:22.000]   So they are fleeing. You know, they're fleeing their homes. And we're talking about families with children. We're talking about.
[00:34:22.000 --> 00:34:35.000]   Hold on a second. Driving and podcasting sometimes go well together.
[00:34:35.000 --> 00:34:44.000]   Sometimes they don't. So we're talking about families with children, multiple children, and they're hiking, hiking with their backs, oftentimes also just fathers going to look for work.
[00:34:44.000 --> 00:34:49.000]   But literally people walking out of the country every single day, thousands of people trying to get out.
[00:34:49.000 --> 00:34:56.000]   So I've always, you know, think I've often thought about bugging out on foot like, OK, it's a little far fetched, but it really does happen.
[00:34:56.000 --> 00:35:01.000]   It really is happening in today's world is the point. Oh, yeah. Yeah.
[00:35:01.000 --> 00:35:04.000]   It's kind of sad to see it happening right now.
[00:35:04.000 --> 00:35:12.000]   So we speak right and definitely about the bug, whatever bug you call it, bug out bag.
[00:35:12.000 --> 00:35:18.000]   I took it. I just want to comment this. I took a training, a three day survival course with the German army.
[00:35:18.000 --> 00:35:27.000]   And boy, oh boy, if they ever put an emphasis on that bag and what should be into so much so long that right now, as I talk to you, I'm walking with that with my with my bag.
[00:35:27.000 --> 00:35:36.000]   I'm thinking, you know, do I have everything that I need? You know, I'm about to catch a plane and go to one to another mission.
[00:35:36.000 --> 00:35:40.000]   All right. We're at the airport. And so we've got about one minute.
[00:35:40.000 --> 00:35:47.000]   Any final words of advice that you would that you would give to my listeners based upon your experience there in Venezuela?
[00:35:47.000 --> 00:35:54.000]   I'll take that whatever prepping thing you do very seriously. I've seen it. It's worth it.
[00:35:54.000 --> 00:36:01.000]   Don't don't let other people discourage you. Unfortunately, it's something that will eventually pay off.
[00:36:01.000 --> 00:36:06.000]   I'm certain. And not because I'm afraid of what could come in the future.
[00:36:06.000 --> 00:36:15.000]   It's because I've seen I live through it. So I know I know I know what prepper to be in a prepper means.
[00:36:15.000 --> 00:36:20.000]   And and it's not something that should not be taken lightly.
[00:36:20.000 --> 00:36:28.000]   All right, Jimmy, thank you very much. Thank you very much.
[00:36:28.000 --> 00:36:33.000]   Send me the link. So I'll send it to my. Yep, I will.
[00:36:33.000 --> 00:36:41.000]   All right. Dropped him off. And so I'll just wrap up this podcast here with you and just simply tell you a few things.
[00:36:41.000 --> 00:36:49.000]   It's always a little bit challenging for me to get people to to tell all the stories on a podcast that they will tell me.
[00:36:49.000 --> 00:36:55.000]   I don't have a recorder on. It's a continual challenge, especially a challenge for Jimmy, who's working in Venezuela.
[00:36:55.000 --> 00:37:04.000]   And of course, he wants to be very, very polite and very cautious about everything he says just because he faces significant danger with the work that he's doing there.
[00:37:04.000 --> 00:37:19.000]   But you've heard, I think, enough from him to inform you've heard enough from a moment.
[00:37:19.000 --> 00:37:23.000]   You've heard enough from him to get some idea of what the actual circumstances are like.
[00:37:23.000 --> 00:37:28.000]   Now, having been a student of this stuff for a long time, I'll emphasize a couple of things.
[00:37:28.000 --> 00:37:36.000]   And these are informed. These these ideas are informed by personal conversations with people who are living in Venezuela and who are who are going through it.
[00:37:36.000 --> 00:37:42.000]   And one in one way, the actual on the ground experience there is worse than what you think about.
[00:37:42.000 --> 00:37:57.000]   It's worse than what you read in a novel. And that is really sobering.
[00:37:57.000 --> 00:38:08.000]   When I first gave Jimmy a copy of Patriots and I said, here, read this, is he came back to me a couple of days later and he said, everything in that book is what I see every day in Venezuela.
[00:38:08.000 --> 00:38:13.000]   Everything in that book is just like what I'm living, what I'm experiencing and what I'm seeing.
[00:38:13.000 --> 00:38:19.000]   And that really sobered me. Now, over the years, years ago, I first read Patriots.
[00:38:19.000 --> 00:38:27.000]   And my thought was, well, I enjoyed the novel. I enjoy it. It's a lot of people don't like the style of writing where it's extremely detailed.
[00:38:27.000 --> 00:38:35.000]   But that's my I enjoy that style of writing. I'm a detail oriented person and I enjoy I enjoy it when authors go through and give all those those details on how to do stuff.
[00:38:35.000 --> 00:38:40.000]   Basically, that novel is a prepper manual wrapped up with a little bit of a storyline.
[00:38:40.000 --> 00:38:47.000]   And so I really enjoyed that. But I've always thought far fetched, right? Far fetched.
[00:38:47.000 --> 00:38:55.000]   And certainly there are certain things about the plot. I won't I won't go into the plot details, but certain things about the plot details specifically are far fetched.
[00:38:55.000 --> 00:38:59.000]   The protagonists are they're not real human beings.
[00:38:59.000 --> 00:39:05.000]   They're idealized human beings, which I actually most people hate that they want their protagonists to be real.
[00:39:05.000 --> 00:39:10.000]   I don't mind a superhero protagonist. And so I like it, even though those things and those things are far fetched.
[00:39:10.000 --> 00:39:13.000]   But I've always thought the disaster scenarios were far fetched.
[00:39:13.000 --> 00:39:17.000]   I've always thought, well, I could see how it could get bad, but not like that.
[00:39:17.000 --> 00:39:26.000]   And so when Jimmy reads it and says, yeah, everything in here is exactly like what I am experiencing and seeing in Venezuela, that is true.
[00:39:26.000 --> 00:39:29.000]   I found that really sobering. I still I find that really sobering.
[00:39:29.000 --> 00:39:34.000]   And this was after I had come to a similar conclusion.
[00:39:34.000 --> 00:39:44.000]   Venezuela has changed me personally because I used to say, oh, I could see how these things could happen a little bit, but they're not that likely.
[00:39:44.000 --> 00:39:56.000]   But when I have actually seen it up close and personal, it's changed me and my own my own thoughts on on how serious and it's caused me to take things that previously I thought, well, OK, that's nice to have.
[00:39:56.000 --> 00:39:59.000]   But that's pretty far fetched. It caught me. It caused me to be much more serious.
[00:39:59.000 --> 00:40:06.000]   And then when Jimmy comes and says everything in this novel, which is an extreme novel, is what I'm seeing on the ground every day.
[00:40:06.000 --> 00:40:10.000]   That's a that's really sobering, very, very sobering for me.
[00:40:10.000 --> 00:40:15.000]   And so in some ways, real life on the ground is far worse than than what you would expect.
[00:40:15.000 --> 00:40:18.000]   But in other ways, it's actually not.
[00:40:18.000 --> 00:40:24.000]   And so you would think that, oh, just a collapsed world is the end of the world as we know it.
[00:40:24.000 --> 00:40:30.000]   And nobody would ever want to be there. But yet Jimmy is day and night going into Venezuela and living in Venezuela.
[00:40:30.000 --> 00:40:36.000]   And in some ways, although the shortages and whatnot are acute, in some ways, life can look somewhat normal.
[00:40:36.000 --> 00:40:44.000]   It's a different kind of normal. You have to understand, well, who's in charge of the road at a certain time and which is the militia or the government or the military or the police?
[00:40:44.000 --> 00:40:51.000]   Like who's in charge of it right now? And you have to think about what your relationships with those people are in terms of where you can safely go and what you can safely do.
[00:40:51.000 --> 00:40:55.000]   And, you know, there are a lot of things that are that are different.
[00:40:55.000 --> 00:41:00.000]   You sleep with your lights on so that the house doesn't look deserted, so that there's more of an ability to defend from thieves.
[00:41:00.000 --> 00:41:07.000]   And but yet life goes on. You know, babies are born. People die. Life goes on.
[00:41:07.000 --> 00:41:14.000]   And so it's such an astounding contrast to me where it's not it's not all one thing or all the other.
[00:41:14.000 --> 00:41:17.000]   It's not all a nightmare and all a disaster or all good.
[00:41:17.000 --> 00:41:22.000]   It's just it's life and it's different and it's all mixed up.
[00:41:22.000 --> 00:41:27.000]   But it's life. And so I find it very sobering.
[00:41:27.000 --> 00:41:32.000]   And the thing that I often wonder about is I feel like a fear monger when I talk about Venezuela.
[00:41:32.000 --> 00:41:38.000]   And that's always been a major concern of mine, a fear of mine. I don't like to be the kind of person that looks foolish.
[00:41:38.000 --> 00:41:43.000]   I don't like to be the kind of person that has an extreme opinion and then says that.
[00:41:43.000 --> 00:41:47.000]   I've never really been drawn to people who are just spout off extreme opinions all the time.
[00:41:47.000 --> 00:41:51.000]   And so I don't like to be a fear monger. I don't want to be known as a fear monger.
[00:41:51.000 --> 00:42:03.000]   But when I look at Venezuela, it's chilling to me because of the the the pathway and the fact that went from great wealth and then instituted all these policies.
[00:42:03.000 --> 00:42:08.000]   And now it's it's crazy. Jimmy gave me a gift.
[00:42:08.000 --> 00:42:13.000]   I gave him properly gave my wife a gift the last time he came out of Venezuela.
[00:42:13.000 --> 00:42:20.000]   And he he gave her a purse that is literally woven out of money.
[00:42:20.000 --> 00:42:25.000]   I should take a picture and publish and publicize it and put it online just so you can see it.
[00:42:25.000 --> 00:42:29.000]   But it's very elegantly done and it's very thick.
[00:42:29.000 --> 00:42:35.000]   It's a normal sized purse where the entire thing is made from banknotes.
[00:42:35.000 --> 00:42:47.000]   The body of the purse, the flap of the purse, the straps, the entire thing is woven with these banknotes that have been folded together and and basically knit together to make a chain that you can use this as a purse.
[00:42:47.000 --> 00:42:53.000]   And I thought when I saw it and I started looking at I thought, well, I'm going to have to there's a statement that I can never make again in the future.
[00:42:53.000 --> 00:42:57.000]   There's people who are prone to saying, well, paper money, there's no intrinsic value about paper money.
[00:42:57.000 --> 00:43:04.000]   And I'm going to have to, you know, gold has an intrinsic value or something like that is better than paper money.
[00:43:04.000 --> 00:43:09.000]   I'm going to have to modify that statement because I never would have thought of weaving a purse out of money.
[00:43:09.000 --> 00:43:13.000]   But that's that's what I have sitting in my office right at the moment.
[00:43:13.000 --> 00:43:15.000]   A purse that's woven out of money.
[00:43:15.000 --> 00:43:20.000]   And in some ways, it's actually a good thing because money is generally not made out of pure paper.
[00:43:20.000 --> 00:43:23.000]   It's a cotton paper. It's a fabric plant.
[00:43:23.000 --> 00:43:25.000]   And it's stronger than just pure paper.
[00:43:25.000 --> 00:43:31.000]   So I guess if your if your money supply becomes worthless, what you can do is go ahead and weave a purse out of it.
[00:43:31.000 --> 00:43:37.000]   And here's somebody making a living by by taking money and then turning it into something more useful than money.
[00:43:37.000 --> 00:43:48.000]   But that's chilling to me because although I believe very emphatically and I think there are very good arguments to say that a country like the United States is very different than Venezuela.
[00:43:48.000 --> 00:43:57.000]   The problem is that if you go down a certain path for a certain length of time, if you go down 10 years of of of higher socialism,
[00:43:57.000 --> 00:44:03.000]   and then if you have some kind of extenuating circumstance like a fallout of a market in Venezuela,
[00:44:03.000 --> 00:44:07.000]   the collapse of the oil prices and the oil market just devastated them.
[00:44:07.000 --> 00:44:11.000]   And there are some of these situations that exacerbate the problems.
[00:44:11.000 --> 00:44:15.000]   Like if those things happen, I don't see how any country is immune.
[00:44:15.000 --> 00:44:21.000]   And so you're always doing kind of basically a calculation to say, how far are we away from that?
[00:44:21.000 --> 00:44:28.000]   I don't think that that kind of collapses is probable in any way in the United States at the current at the current time.
[00:44:28.000 --> 00:44:33.000]   But ask me in 10 years. I'm not so sure. You know, ask me in 20 years. I'm not so sure.
[00:44:33.000 --> 00:44:38.000]   I don't think it'll be in that situation, but I'm not so sure.
[00:44:38.000 --> 00:44:44.000]   I'm not as confident as I once was in those kinds of of of kind of sure predictions.
[00:44:44.000 --> 00:44:53.000]   So when I when I look at it and since I've started talking about Venezuela here on the show, I've been so fascinated.
[00:44:53.000 --> 00:45:02.000]   I've got lots of stories from listeners who've told me stories about their family members, their family members in a difficult time and also their family members that escaped.
[00:45:02.000 --> 00:45:11.000]   For example, one listener told me about his father in law, who, you know, 15, 10 or 15 or 20 years ago, I forget the exact time now, but he he saw the writing on the wall.
[00:45:11.000 --> 00:45:21.000]   He looked and he said, just like the I see, I can't quote it many, many, whatever the writing on the wall with Nebuchadnezzar's son.
[00:45:21.000 --> 00:45:25.000]   He saw the writing on the wall in Venezuela. You know, the days of this kingdom are numbered.
[00:45:25.000 --> 00:45:37.000]   And so what he actually did at that time of Venezuela is he sold all of his real estate in Venezuela and then he just moved to renting and he rented his house and he moved his money abroad, put it in foreign banks outside of Venezuela.
[00:45:37.000 --> 00:45:42.000]   And then as the crisis started to worsen a number of years ago, he went ahead and left.
[00:45:42.000 --> 00:45:51.000]   But he saved his family's fortune because he had sold his real estate and turned his real estate into cash and was renting and he saved his family fortune by putting it abroad.
[00:45:51.000 --> 00:45:55.000]   And that that way they were able to pick up, go to another country and set up another life again.
[00:45:55.000 --> 00:46:14.000]   And so I've heard stories like that. I've often wondered, would I be would I be the person who is sure enough in in the future and sure enough and positive enough about the impending collapse and the impending problems that I would I would go ahead and take those actions?
[00:46:14.000 --> 00:46:16.000]   I'm not sure, because that kind of thing requires courage.
[00:46:16.000 --> 00:46:23.000]   And I've often wondered, do I have enough courage to take those actions to be confident enough in what I see with my own eyes?
[00:46:23.000 --> 00:46:25.000]   And I hope I would, but I'm not sure.
[00:46:25.000 --> 00:46:28.000]   And so I share these ideas with you because you probably like me.
[00:46:28.000 --> 00:46:31.000]   You think about this stuff and you think, well, what would I need to do?
[00:46:31.000 --> 00:46:35.000]   And if you listen to what Jimmy says when I ask him, what would you need to prepare?
[00:46:35.000 --> 00:46:39.000]   There are some simple steps that you can take.
[00:46:39.000 --> 00:46:47.000]   There are some simple actions. For example, you can have a workshop with tools that workshop with tools can be useful now and valuable now.
[00:46:47.000 --> 00:46:51.000]   Doesn't cost all that much money. You can buy tools secondhand or you can go and buy them new.
[00:46:51.000 --> 00:46:55.000]   And at most we're talking for a fully equipped workshop.
[00:46:55.000 --> 00:46:58.000]   We're talking, I mean, a few thousands of dollars.
[00:46:58.000 --> 00:47:01.000]   It's well within the range of anybody to have that.
[00:47:01.000 --> 00:47:08.000]   And yet having that workshop filled with tools is the difference between having a semi comfortable life in Venezuela or an uncomfortable life.
[00:47:08.000 --> 00:47:14.000]   The ability to do things for yourself, the ability to fix your property, the ability to provide the things that you need.
[00:47:14.000 --> 00:47:17.000]   Having those gardening tools is very simple.
[00:47:17.000 --> 00:47:28.000]   You and I could go out to Home Depot or other place like that, and we could have half a dozen shovels and all of the hoes and rakes and all of the things that make gardening doable.
[00:47:28.000 --> 00:47:35.000]   And yet those tools are extremely valuable right now in Venezuela because those tools are very hard to get and very expensive.
[00:47:35.000 --> 00:47:40.000]   There's plenty of labor. There are some seeds. Seeds are in short supply as well.
[00:47:40.000 --> 00:47:44.000]   So you can buy seeds and set them aside and store them to some degree.
[00:47:44.000 --> 00:47:48.000]   That's hard to store seeds for the very long term, but it's possible.
[00:47:48.000 --> 00:47:50.000]   But those tools are extremely valuable.
[00:47:50.000 --> 00:47:53.000]   And that's the kind of thing that I've always thought was just ridiculous.
[00:47:53.000 --> 00:47:59.000]   You know, James Wesley Rawls is big in his kind of flair of preparedness, and he's been on the show several times.
[00:47:59.000 --> 00:48:09.000]   But in his flair of preparedness, he's all about having the hand tools and being prepared to make do in an 1800s style of life.
[00:48:09.000 --> 00:48:13.000]   And I often look at that and I think, "Come on. It's not going to be the case."
[00:48:13.000 --> 00:48:14.000]   But it is the case.
[00:48:14.000 --> 00:48:19.000]   One of the things that's happening in Venezuela right now is the electricity is just getting so much less reliable.
[00:48:19.000 --> 00:48:29.000]   They do still have electricity, but it's gone from--you know, right now, and it varies depending on what region of the country, but you're at about four hours a day of electricity.
[00:48:29.000 --> 00:48:35.000]   So if you're not prepared to live on four hours a day of electricity comfortably, you start to have some significant problems.
[00:48:35.000 --> 00:48:39.000]   And it just goes on and on.
[00:48:39.000 --> 00:48:42.000]   So the point is that the preparations don't cost that much.
[00:48:42.000 --> 00:48:48.000]   Many of us could do something like install a few solar panels on our roof, or they don't even have to be on your roof.
[00:48:48.000 --> 00:48:50.000]   You could just have some solar panels.
[00:48:50.000 --> 00:48:52.000]   Many of us can have a home battery backup system.
[00:48:52.000 --> 00:49:01.000]   And yet that kind of thing is priceless, to be able to have some lights on at night when the electricity is off versus making do on something like candles or the flashlight on your cell phone.
[00:49:01.000 --> 00:49:09.000]   It's just the difference between living semi-comfortably versus being very uncomfortable in the middle of a collapse.
[00:49:09.000 --> 00:49:16.000]   So those basic preparations that I talk about are very well worth doing.
[00:49:16.000 --> 00:49:19.000]   And I think that they are worth doing even if you think, "I'm going to leave."
[00:49:19.000 --> 00:49:24.000]   You know, I have this whole course that I teach on how to survive and thrive during the coming economic crisis.
[00:49:24.000 --> 00:49:35.000]   And the basic idea that I have is the best way to avoid an economic crisis is by not being where there is an economic crisis.
[00:49:35.000 --> 00:49:38.000]   And so you'll notice that Jimmy said, when I asked him, "What would you do?"
[00:49:38.000 --> 00:49:45.000]   He said, "I'd have a couple of passports, and I would have the ability to leave the country. I would have a place in another country."
[00:49:45.000 --> 00:49:49.000]   Now, the couple of passports are not actually strictly necessary.
[00:49:49.000 --> 00:49:56.000]   You could do it, but the problem that Venezuelans all around the world are facing right now is they literally cannot renew their passport.
[00:49:56.000 --> 00:50:05.000]   I've spoken to so many Venezuelans who they still have their passport, but the Venezuelan consulates and embassies all around the world have closed.
[00:50:05.000 --> 00:50:11.000]   Or if they are still open, they're providing minimal services, and they don't physically have the ability to print passports.
[00:50:11.000 --> 00:50:13.000]   The passport paper is not available.
[00:50:13.000 --> 00:50:17.000]   And so the Venezuelan government is basically not printing passports.
[00:50:17.000 --> 00:50:23.000]   It's my understanding that if you're willing to pay a huge amount of money and you're in Venezuela, you can get one through a back channel.
[00:50:23.000 --> 00:50:26.000]   But, I mean, it's huge amounts of money.
[00:50:26.000 --> 00:50:30.000]   So it would have been far cheaper years ago to make sure that you just kept your passport up to date.
[00:50:30.000 --> 00:50:32.000]   I think about that with my American passport.
[00:50:32.000 --> 00:50:40.000]   An American passport has an exigency, a validity period of 10 years, where it's valid for 10 years.
[00:50:40.000 --> 00:50:43.000]   But I don't want to get to the point where I have a passport that's nine years old.
[00:50:43.000 --> 00:50:50.000]   I gripe and complain about going and paying the, you know, almost $200 to have the thing renewed or $130 or $140, I guess.
[00:50:50.000 --> 00:50:56.000]   I gripe and complain about that, but I don't want to be in a situation where I don't have many years of validity left on my passport.
[00:50:56.000 --> 00:51:00.000]   And all of a sudden, something weird happens and the U.S. government can't get passport paper.
[00:51:00.000 --> 00:51:07.000]   Obviously, far less likely than the Venezuelan government, but still, I think about that.
[00:51:07.000 --> 00:51:14.000]   But most of the Venezuelans I've met, thankfully, many of them have multiple passports from multiple countries.
[00:51:14.000 --> 00:51:24.000]   So they have the Venezuelan passport, but they're traveling on their Spanish passport, or they're traveling on their Canadian passport, or their American passport, or some variation of a different passport.
[00:51:24.000 --> 00:51:26.000]   And those things matter.
[00:51:26.000 --> 00:51:36.000]   And so if you have some money offshore, if you have another passport, if you have a place you can go and you can live, and more importantly, you can go and work legally so that you don't have to just live on your savings, you have the ability to live well.
[00:51:36.000 --> 00:51:41.000]   And if you talk to people, Venezuelans all around the world, they'll tell you the same thing.
[00:51:41.000 --> 00:51:46.000]   But there are a lot of reasons why you might not want to leave.
[00:51:46.000 --> 00:51:54.000]   One of the things that often really bothers me about the idea of leaving is simply the people that you're leaving.
[00:51:54.000 --> 00:52:04.000]   Jimmy is a missionary, and he's working primarily through a lot of different Venezuelan pastors and a number of different churches.
[00:52:04.000 --> 00:52:07.000]   There's one primary church that's the basic center of distribution.
[00:52:07.000 --> 00:52:13.000]   And one of the things that I think a lot about is the importance of those people who are staying.
[00:52:13.000 --> 00:52:17.000]   Many of the pastors there could leave, but they don't.
[00:52:17.000 --> 00:52:20.000]   And this is something that's always bothered me about the plan of leaving.
[00:52:20.000 --> 00:52:29.000]   When Jesus is talking about in the Gospels, he says that it's the hireling, the hired hand, who runs away during a time of trouble.
[00:52:29.000 --> 00:52:39.000]   And I think that that's the basic realization that so many Christians have, especially Christian pastors, is they look around and like, "How can I leave?"
[00:52:39.000 --> 00:52:43.000]   Yes, I may be able to go and save myself, but that's because I have money.
[00:52:43.000 --> 00:52:46.000]   That's because I have time. That's because I have resources.
[00:52:46.000 --> 00:52:53.000]   But these people, my brothers and sisters, and then our neighbors, these are the people that need me.
[00:52:53.000 --> 00:52:59.000]   And so, you know, when Jesus said, "Love your neighbors," that doesn't just mean love your neighbors when times are easy.
[00:52:59.000 --> 00:53:02.000]   That means love your neighbors when times are hard.
[00:53:02.000 --> 00:53:10.000]   So whether it's an economic collapse or a flu pandemic or whatever, your neighbors need you at that time more than they ever do when times are good.
[00:53:10.000 --> 00:53:21.000]   And one of the things that you often will see in difficult times is there can often be a religious revival, a new birth during times of difficulty.
[00:53:21.000 --> 00:53:26.000]   Because when people are rich, when everything is easy, it's very easy to forget about God.
[00:53:26.000 --> 00:53:28.000]   You can see that just by looking around you.
[00:53:28.000 --> 00:53:33.000]   Look at the rich nations of the world, and you usually see that they don't really have—they don't care much for religion.
[00:53:33.000 --> 00:53:35.000]   They don't care much for God.
[00:53:35.000 --> 00:53:42.000]   And it's just easy to say, "Well, I can provide for all the needs of myself, and so why do I need this God person that you speak of?"
[00:53:42.000 --> 00:53:50.000]   It's when people are facing times of difficulty, whether it's in their personal life, the death of a loved one, a very difficult situation,
[00:53:50.000 --> 00:53:59.000]   a moral crisis, or societal times where there's an economic crisis or a collapse in the community that people start to think about religion.
[00:53:59.000 --> 00:54:02.000]   They start to think about where is God in this.
[00:54:02.000 --> 00:54:05.000]   And that's a time that it can be a time of very fruitful harvest.
[00:54:05.000 --> 00:54:10.000]   The major church that Jimmy is working in in Venezuela is thriving right now.
[00:54:10.000 --> 00:54:11.000]   It's absolutely thriving.
[00:54:11.000 --> 00:54:18.000]   And it's not because the church has some kind of tons of money that they can give away.
[00:54:18.000 --> 00:54:27.000]   Yes, they're doing a lot of things through the church, but it's thriving because in a time of great spiritual darkness, that's a time for the light to shine forth.
[00:54:27.000 --> 00:54:36.000]   And so even if you had a plan to leave—this is one of the things that's always bothered me about focusing primarily on the value of leaving—
[00:54:36.000 --> 00:54:39.000]   even if you have the ability to leave, that doesn't mean you should leave.
[00:54:39.000 --> 00:54:41.000]   That's when people are going to need you more than anything.
[00:54:41.000 --> 00:54:44.000]   And so there's a value in both of those things.
[00:54:44.000 --> 00:54:48.000]   There's value in being prepared to leave, and then there's value in being prepared to stay.
[00:54:48.000 --> 00:54:55.000]   And that's why I try to do both of those, is that I want to be able to leave if the circumstance is genuinely best served by leaving.
[00:54:55.000 --> 00:55:05.000]   There are lots of individual crises that would result in my needing to leave a place that didn't mean I'm betraying or abandoning people that I care about,
[00:55:05.000 --> 00:55:09.000]   those that I'm called to serve and to love and to help.
[00:55:09.000 --> 00:55:18.000]   There are many ways to—many things that could happen that would be best just simply for me to leave, and so I should be prepared to leave.
[00:55:18.000 --> 00:55:28.000]   But on the other hand, I need to be prepared to stay as well, because I'm not going to abandon the people that need me in the middle of a crisis.
[00:55:28.000 --> 00:55:32.000]   There's a passage in Scripture that has always haunted me.
[00:55:32.000 --> 00:55:35.000]   It haunted me in a good way, meaning I think about it a lot.
[00:55:35.000 --> 00:55:41.000]   And it's from the book of Jeremiah, chapter 28, and God is telling the people of Israel through the prophet Jeremiah.
[00:55:41.000 --> 00:55:44.000]   He's prophesying, and basically God is sending them into bondage.
[00:55:44.000 --> 00:55:51.000]   As a result of Israel's sin, God is sending them into bondage, very specifically.
[00:55:51.000 --> 00:56:00.000]   And he's saying, "My judgment on you for your sin is that you are going into bondage, but here's what I want you to do."
[00:56:00.000 --> 00:56:05.000]   He says, "Go, build houses, have children, build houses, settle down."
[00:56:05.000 --> 00:56:16.000]   And then he says to the people of Israel, he says—trying to quote Scripture while driving while recording a podcast is sometimes challenging.
[00:56:16.000 --> 00:56:25.000]   He says, "Seek the good of the city." I think it's Jeremiah 28, something like verse 14 or 16, somewhere in the middle of the chapter.
[00:56:25.000 --> 00:56:28.000]   He says, "Seek the welfare of the city."
[00:56:28.000 --> 00:56:35.000]   So don't go into bondage with a bad attitude. Don't go in and just bristle at the fact that you're in bondage.
[00:56:35.000 --> 00:56:42.000]   He says, "I'm judging you, and I'm sending you into bondage. You're going to go and be slaves, but here's what I want you to do.
[00:56:42.000 --> 00:56:50.000]   I want you to build houses, plant gardens, have children, and I want you to seek the good of the city."
[00:56:50.000 --> 00:56:54.000]   He didn't say run away. He didn't say run away where you can live more freely.
[00:56:54.000 --> 00:56:58.000]   He said, "I want you to seek the good of the city."
[00:56:58.000 --> 00:57:03.000]   And then later, the next chapter is where one of the more famous verses of Scripture comes from.
[00:57:03.000 --> 00:57:08.000]   "For I know the plans I have for you, plans to prosper you, plans to give you hope in a future."
[00:57:08.000 --> 00:57:11.000]   Not to—I can't quote the verse, but you know the verse.
[00:57:11.000 --> 00:57:14.000]   Plans to give you hope in a future.
[00:57:14.000 --> 00:57:23.000]   It's the favorite verse of 33% of graduating high school seniors in a Christian school when they're asked to say what their favorite verse is.
[00:57:23.000 --> 00:57:31.000]   It's the verse that everyone loves to claim for themselves without wanting to go through all of the judgment that has just been said in the previous chapters.
[00:57:31.000 --> 00:57:36.000]   We all want to claim the—you know, "For I know the plans I have for you," but we don't want to claim God's judgment.
[00:57:36.000 --> 00:57:48.000]   So it's just—that verse always sticks with me, is that you often don't see a sense in Scripture that it's God's plan to say, "Well, go save yourselves.
[00:57:48.000 --> 00:57:51.000]   Run away where it's easy. Go where you can be free and build this for yourself."
[00:57:51.000 --> 00:57:56.000]   You see an attitude of submission. Submit to the judgment.
[00:57:56.000 --> 00:58:02.000]   And yet, seek the good of the city. Seek the welfare of the city in the midst of it.
[00:58:02.000 --> 00:58:06.000]   And that's something that I've often thought a lot about.
[00:58:06.000 --> 00:58:12.000]   Would I really—let's say I were Venezuelan. Would I really leave Venezuela?
[00:58:12.000 --> 00:58:19.000]   Or would I stay? And would I seek to want to be prepared to love my neighbor, to help my neighbor, to serve my neighbor?
[00:58:19.000 --> 00:58:26.000]   Would I want to be prepared to stay and to serve in the middle of my community that is in great need?
[00:58:26.000 --> 00:58:32.000]   To help to see law and order restored in a lawless environment?
[00:58:32.000 --> 00:58:39.000]   And would I be willing to seek the good of the city?
[00:58:39.000 --> 00:58:48.000]   Because there's a time for the light to shine out, and God's not concerned with my pleasure and my comfort in life.
[00:58:48.000 --> 00:58:50.000]   God's concerned with His kingdom.
[00:58:50.000 --> 00:58:57.000]   And if everyone who runs away in the middle of trials, then you wonder, "Is this really what it means to build the kingdom?"
[00:58:57.000 --> 00:59:03.000]   So, rather, of course, personal musings and just some thoughts.
[00:59:03.000 --> 00:59:07.000]   But as you think about what Jimmy had to say about Venezuela, just consider yourself.
[00:59:07.000 --> 00:59:14.000]   Consider the situation that you're in, and consider what you can do to be prepared if you face an economic crisis.
[00:59:14.000 --> 00:59:18.000]   I think that it's very real and very genuine.
[00:59:18.000 --> 00:59:29.000]   And it's one of many reasons why there's value in pursuing stability in your own life and pursuing financial independence.
[00:59:29.000 --> 00:59:31.000]   You have the ability to help.
[00:59:31.000 --> 00:59:36.000]   Jimmy is going into Venezuela as a missionary, and you helped send him.
[00:59:36.000 --> 00:59:38.000]   You've not paid for any of his money.
[00:59:38.000 --> 00:59:44.000]   The money that I've collected here on Radical Personal Finance, we turned into just stuff.
[00:59:44.000 --> 00:59:50.000]   And we're feeding thousands of people in Venezuela right now with the projects that have been established there, thousands of people.
[00:59:50.000 --> 00:59:54.000]   And it's opening up tremendous doors for the gospel.
[00:59:54.000 --> 00:59:57.000]   Right now, we just had a new invitation.
[00:59:57.000 --> 01:00:10.000]   Years ago, all of the prisons in Venezuela ejected all religious work out of the prisons, and they closed down all the churches.
[01:00:10.000 --> 01:00:16.000]   Well, now, I have to check with Jimmy before I talk about this stuff, because some of this stuff seems to be private.
[01:00:16.000 --> 01:00:19.000]   But if you're hearing this, then you know it's okay to say it.
