
[00:00:00.000 --> 00:00:02.580]   (gentle music)
[00:24:33.060 --> 00:24:38.060]   So I ask Amy to choose one of the Scribblers activities,
[00:24:38.060 --> 00:24:40.940]   and I don't know which one she's picked,
[00:24:40.940 --> 00:24:44.180]   to choose one of the Scribblers activities
[00:24:44.180 --> 00:24:47.340]   and help us see the wonder.
[00:24:47.340 --> 00:24:49.940]   So Amy, tell me which one you picked,
[00:24:49.940 --> 00:24:51.940]   and I'm gonna look it up in my book.
[00:24:51.940 --> 00:24:54.620]   Well, it was really hard to narrow it down.
[00:24:54.620 --> 00:24:59.620]   But I chose a science page 207 called "Turn Over a New Leaf."
[00:25:01.900 --> 00:25:03.900]   But I'll tell you, Lisa,
[00:25:03.900 --> 00:25:08.100]   when I was going through this a few days ago,
[00:25:08.100 --> 00:25:12.660]   I was thinking there is wonder in every one of the strands,
[00:25:12.660 --> 00:25:15.460]   because we start off with poetry,
[00:25:15.460 --> 00:25:20.460]   and there is such beauty in language that there's a wonder.
[00:25:20.460 --> 00:25:23.660]   Like if we just read the poetry,
[00:25:23.660 --> 00:25:26.180]   there are people that find that so beautiful.
[00:25:26.180 --> 00:25:29.580]   And of course, history and arithmetic.
[00:25:29.580 --> 00:25:32.860]   And I was thinking, I even looked into Latin,
[00:25:32.860 --> 00:25:36.340]   I was like, okay, that's me, the true test, right?
[00:25:36.340 --> 00:25:40.420]   But I thought here again is the regularity of God,
[00:25:40.420 --> 00:25:45.100]   that a language that was spoken hundreds of years ago,
[00:25:45.100 --> 00:25:49.500]   I can understand because the commonality
[00:25:49.500 --> 00:25:52.020]   of the structure of language,
[00:25:52.020 --> 00:25:53.740]   and that's a gift from the Lord.
[00:25:53.740 --> 00:25:58.740]   And here again, every time you uncover this beauty
[00:25:58.740 --> 00:26:02.420]   and that he incorporates in all aspects.
[00:26:02.420 --> 00:26:03.980]   So it was hard for me.
[00:26:03.980 --> 00:26:08.980]   But I thought, okay, I love being outside with the children.
[00:26:08.980 --> 00:26:14.060]   And sometimes that was the last thing on my list
[00:26:14.060 --> 00:26:17.500]   is to get outside.
[00:26:17.500 --> 00:26:19.300]   And I thought this is an invitation.
[00:26:19.300 --> 00:26:23.180]   So, and I love this activity, because anybody can do it
[00:26:23.180 --> 00:26:27.500]   if you're just for three year olds or 23 year olds,
[00:26:27.500 --> 00:26:28.340]   you can all do it.
[00:26:28.340 --> 00:26:31.980]   And it's super simple, because basically,
[00:26:31.980 --> 00:26:35.500]   it's going outside and you equip yourself,
[00:26:35.500 --> 00:26:38.820]   especially young children love instruments, right?
[00:26:38.820 --> 00:26:43.820]   So the purpose of this is to find a tree
[00:26:43.820 --> 00:26:47.460]   or a bush is a little tricky,
[00:26:47.460 --> 00:26:52.300]   but if you can find a tree that you are going to focus on,
[00:26:52.300 --> 00:26:56.380]   and so I would say, grab a towel,
[00:26:56.380 --> 00:26:59.060]   and the way you're gonna get some like,
[00:26:59.060 --> 00:27:01.700]   I think of scissors and old spoons,
[00:27:01.700 --> 00:27:05.740]   and you don't have to buy things.
[00:27:05.740 --> 00:27:07.140]   Get some masking tape.
[00:27:07.140 --> 00:27:11.780]   I say if you have a string, like children can handle,
[00:27:11.780 --> 00:27:15.020]   that's pretty handy for this activity.
[00:27:15.020 --> 00:27:19.100]   And a magnifying glass, just get them to gather things.
[00:27:19.100 --> 00:27:21.100]   Oh my goodness, children just love that.
[00:27:21.100 --> 00:27:25.820]   And then get in a bag and choose a tree.
[00:27:25.820 --> 00:27:28.460]   And then what I loved about this activity
[00:27:28.460 --> 00:27:33.460]   is that you look at the tree from three points of view.
[00:27:33.460 --> 00:27:40.740]   You have, you lay on the ground,
[00:27:40.740 --> 00:27:43.460]   you, I say, okay, the three points of view
[00:27:43.460 --> 00:27:46.140]   is you're gonna look at it from eye level
[00:27:46.140 --> 00:27:49.180]   from down on the ground, and then you're gonna,
[00:27:49.180 --> 00:27:52.060]   well, ground floor, and then you're gonna look at eye level,
[00:27:52.060 --> 00:27:57.060]   and then what I call your head back, looking up. (laughs)
[00:27:57.060 --> 00:28:00.460]   So you're gonna just take some time
[00:28:00.460 --> 00:28:03.340]   and around that base of the tree,
[00:28:03.340 --> 00:28:05.940]   just what's growing around there?
[00:28:05.940 --> 00:28:07.300]   What kind of dirt does it have?
[00:28:07.300 --> 00:28:09.580]   Dig up some dirt, put it in a bag,
[00:28:09.580 --> 00:28:12.980]   start gathering your specimens around the tree.
[00:28:12.980 --> 00:28:14.900]   That's where a masking tape comes in handy.
[00:28:14.900 --> 00:28:17.220]   You can stick it, the sticky side out,
[00:28:17.220 --> 00:28:18.940]   you can stick it down on the ground
[00:28:18.940 --> 00:28:21.300]   and pull it up and see what you get.
[00:28:21.300 --> 00:28:23.380]   And then around the base of the tree,
[00:28:23.380 --> 00:28:25.780]   you can stick it around there and pull it out.
[00:28:25.780 --> 00:28:27.780]   If you wanna get a piece of bark
[00:28:27.780 --> 00:28:29.940]   or look at if you can see the roots,
[00:28:29.940 --> 00:28:32.180]   you can kind of take a look at the roots
[00:28:32.180 --> 00:28:36.740]   and kind of feel them, just really kind of engage
[00:28:36.740 --> 00:28:39.140]   at that level where you're touching things,
[00:28:39.140 --> 00:28:41.020]   you're digging things, you're looking at things.
[00:28:41.020 --> 00:28:46.020]   Even if you find dead stuff, stick it in. (laughs)
[00:28:46.020 --> 00:28:48.700]   We were always finding dead stuff.
[00:28:48.700 --> 00:28:51.500]   And if there's a bug, you might have to talk about
[00:28:51.500 --> 00:28:53.420]   if we're gonna bring in the house or not.
[00:28:53.420 --> 00:28:55.940]   - Right. (laughs)
[00:28:55.940 --> 00:29:00.900]   - But then if you can, then get your child,
[00:29:00.900 --> 00:29:02.380]   one of the things that we've done too
[00:29:02.380 --> 00:29:04.940]   is just take a piece of string, this is wildlife string,
[00:29:04.940 --> 00:29:07.220]   and get them to measure the base of the tree.
[00:29:07.220 --> 00:29:10.380]   Like what is, how big is the trunk?
[00:29:10.380 --> 00:29:14.260]   And a string is nice because you can measure
[00:29:14.260 --> 00:29:16.220]   around the trunk and then just clip it
[00:29:17.660 --> 00:29:18.900]   and then stick it in your bag
[00:29:18.900 --> 00:29:20.860]   so you can come inside and measure it
[00:29:20.860 --> 00:29:25.620]   because sometimes it's unwieldy to do a tape measure,
[00:29:25.620 --> 00:29:27.100]   you know, that--
[00:29:27.100 --> 00:29:32.100]   - I agree, especially for little hands on uneven surfaces.
[00:29:32.100 --> 00:29:34.220]   Yeah, that's good. - You wanna make it
[00:29:34.220 --> 00:29:35.980]   really hospitable for them.
[00:29:35.980 --> 00:29:38.740]   And then have them stand up and start looking
[00:29:38.740 --> 00:29:41.180]   at where their eye level,
[00:29:41.180 --> 00:29:42.780]   which is gonna be different than yours,
[00:29:42.780 --> 00:29:44.580]   but compare those eye levels.
[00:29:44.580 --> 00:29:48.180]   Like they may see lower branches
[00:29:48.180 --> 00:29:51.060]   or they may see particular leaves or buds,
[00:29:51.060 --> 00:29:53.300]   it depends on what time of year it is,
[00:29:53.300 --> 00:29:54.740]   and they can just notice
[00:29:54.740 --> 00:29:57.140]   and you can just start helping them compare,
[00:29:57.140 --> 00:29:58.780]   like how is this different
[00:29:58.780 --> 00:30:00.460]   than what you saw at the base of the tree?
[00:30:00.460 --> 00:30:02.900]   How is this, what do you anticipate?
[00:30:02.900 --> 00:30:04.420]   Why do you think things are here?
[00:30:04.420 --> 00:30:07.300]   And just start asking those questions
[00:30:07.300 --> 00:30:10.580]   of helping them start exploring really
[00:30:10.580 --> 00:30:11.460]   what you're gonna do.
[00:30:11.460 --> 00:30:14.620]   And one of the places that I find interesting,
[00:30:14.620 --> 00:30:16.020]   if you have a low enough tree,
[00:30:16.020 --> 00:30:19.060]   it's a look at the branch coming off the trunk
[00:30:19.060 --> 00:30:22.620]   and just sort of looking at how is it shaped?
[00:30:22.620 --> 00:30:23.620]   What's this form?
[00:30:23.620 --> 00:30:24.620]   What's this pattern?
[00:30:24.620 --> 00:30:26.180]   What do you recognize?
[00:30:26.180 --> 00:30:30.300]   So getting them to sort of think about,
[00:30:30.300 --> 00:30:35.300]   oh, this is interesting because this tree goes up and out
[00:30:35.300 --> 00:30:38.660]   and this tree, you know, other trees like Christmas trees,
[00:30:38.660 --> 00:30:40.860]   you know, they're just like triangle.
[00:30:40.860 --> 00:30:45.780]   So helping them, is this a leaf or is this a pine needle
[00:30:45.780 --> 00:30:50.780]   or is this, you know, is this kind of a small shaped leaf
[00:30:50.780 --> 00:30:55.060]   or does this look like a maple leaf?
[00:30:55.060 --> 00:30:55.900]   What does this look like?
[00:30:55.900 --> 00:31:00.060]   And in this, for this chart that goes
[00:31:00.060 --> 00:31:02.460]   with this section is a leaf chart.
[00:31:02.460 --> 00:31:06.300]   So you can actually take it outside and get them to say,
[00:31:06.300 --> 00:31:08.260]   oh, well, are the leaves arranged?
[00:31:08.260 --> 00:31:09.380]   How are they arranged?
[00:31:09.380 --> 00:31:10.780]   And what are the parts?
[00:31:10.780 --> 00:31:14.220]   It's so cool to get to have some language
[00:31:14.220 --> 00:31:15.620]   that you can share with them.
[00:31:15.620 --> 00:31:17.380]   And then I say the head up.
[00:31:17.380 --> 00:31:21.100]   I just say, look up, step back, look at the tree.
[00:31:21.100 --> 00:31:23.940]   What's the overall shape and get them to draw it.
[00:31:23.940 --> 00:31:25.340]   They don't have to be perfect.
[00:31:25.340 --> 00:31:28.420]   You know, I can draw a triangle or a big circle,
[00:31:28.420 --> 00:31:29.940]   but get them to see the shape.
[00:31:29.940 --> 00:31:32.860]   And then what is their circumstance, so to speak?
[00:31:32.860 --> 00:31:34.340]   What's around the tree?
[00:31:34.340 --> 00:31:37.020]   Are there other trees?
[00:31:37.020 --> 00:31:40.020]   Is it out in the field?
[00:31:40.020 --> 00:31:43.940]   Do you see any animals in the trees or have you,
[00:31:43.940 --> 00:31:47.380]   is it like birds or a little butterflies?
[00:31:47.380 --> 00:31:49.660]   Right now we have butterflies over our trees.
[00:31:49.660 --> 00:31:51.620]   So what do you see?
[00:31:51.620 --> 00:31:54.460]   And again, from the big picture and then,
[00:31:54.460 --> 00:31:57.140]   and then just come inside and kind of parse out,
[00:31:57.140 --> 00:32:01.300]   you know, dump all your specimens and then just sort,
[00:32:01.300 --> 00:32:04.180]   you know, what's different, what did we learn?
[00:32:04.180 --> 00:32:09.180]   And I would say, you know, asking, well, what did we,
[00:32:09.500 --> 00:32:12.140]   and this would usually be something we can start with.
[00:32:12.140 --> 00:32:14.740]   What do we know about trees?
[00:32:14.740 --> 00:32:17.180]   And then what do we hope to know?
[00:32:17.180 --> 00:32:18.740]   What do we want to discover?
[00:32:18.740 --> 00:32:22.100]   Starting that before you go out and kind of anticipating.
[00:32:22.100 --> 00:32:25.700]   And then I used to write that down.
[00:32:25.700 --> 00:32:27.140]   And then when we came back,
[00:32:27.140 --> 00:32:30.860]   hey, did any of these questions get answered for you?
[00:32:30.860 --> 00:32:33.540]   And there was always something that we,
[00:32:33.540 --> 00:32:35.380]   yeah, I didn't know.
[00:32:35.380 --> 00:32:40.380]   We had, you know, the root system look, you know,
[00:32:40.380 --> 00:32:43.020]   look like that, you know,
[00:32:43.020 --> 00:32:46.020]   or I didn't know that the trunk was that big around.
[00:32:46.020 --> 00:32:48.220]   Sometimes we've been with trunks
[00:32:48.220 --> 00:32:51.820]   where two kids would have to like, you know, hold hands.
[00:32:51.820 --> 00:32:53.180]   Hold hands to go around.
[00:32:53.180 --> 00:32:54.820]   Yeah, absolutely.
[00:32:54.820 --> 00:32:59.420]   But yeah, like that is just a very simple thing
[00:33:00.860 --> 00:33:05.660]   you can, activity you can do right outside.
[00:33:05.660 --> 00:33:10.660]   And I just find that's your field trip for the day, right?
[00:33:10.660 --> 00:33:12.620]   Yes.
[00:33:12.620 --> 00:33:14.700]   One of the beautiful things
[00:33:14.700 --> 00:33:19.700]   that I think endeavor trips like that,
[00:33:19.700 --> 00:33:23.340]   one of the beautiful things that you show your children is
[00:33:23.340 --> 00:33:26.460]   when you're outside and exploring
[00:33:26.460 --> 00:33:27.820]   and you're just having fun
[00:33:27.820 --> 00:33:31.060]   and you're just following your senses
[00:33:31.060 --> 00:33:33.500]   wherever they take you.
[00:33:33.500 --> 00:33:35.700]   But when you come back in and think about it
[00:33:35.700 --> 00:33:37.140]   and retrace your steps,
[00:33:37.140 --> 00:33:41.100]   you realize that all of that observing
[00:33:41.100 --> 00:33:45.500]   and testing answered some of your questions.
[00:33:45.500 --> 00:33:50.500]   And so that begins from a really early age to teach them,
[00:33:50.500 --> 00:33:52.700]   I can learn about the world
[00:33:52.700 --> 00:33:56.380]   and that the way that I interact
[00:33:56.380 --> 00:33:58.660]   with what God is showing me,
[00:33:58.660 --> 00:34:03.660]   how I find the wonder actually helps me know creation better.
[00:34:03.660 --> 00:34:10.380]   And the really wonderful thing is that you can do this
[00:34:10.380 --> 00:34:16.780]   with four-year-olds and five-year-olds and 10-year-olds
[00:34:16.780 --> 00:34:21.300]   and 12-year-olds and 16-year-olds.
[00:34:21.300 --> 00:34:22.580]   But I wanna tell you, Amy,
[00:34:22.580 --> 00:34:25.420]   that you can do this with 15-month-olds.
[00:34:25.420 --> 00:34:30.420]   Now I know that we did not market scribblers necessarily
[00:34:30.420 --> 00:34:35.420]   to 15-month-olds, but one of the joys of my heart
[00:34:35.420 --> 00:34:38.140]   is my grandson, Gideon.
[00:34:38.140 --> 00:34:41.380]   And I had the chance yesterday
[00:34:41.380 --> 00:34:43.780]   to spend some time with him outside.
[00:34:43.780 --> 00:34:48.300]   We were strolling around, walking and walking and walking.
[00:34:48.300 --> 00:34:53.020]   And when he was ready to have a deep drink of milk
[00:34:53.020 --> 00:34:55.220]   and get out of the stroller for a little while,
[00:34:55.220 --> 00:34:56.620]   we were sitting on a bench together
[00:34:56.620 --> 00:35:00.180]   and he's a very observant kid.
[00:35:00.180 --> 00:35:02.940]   Of course, I feel like he's the smartest 15-month-old
[00:35:02.940 --> 00:35:04.700]   that ever lived.
[00:35:04.700 --> 00:35:06.420]   But he was very interested in,
[00:35:06.420 --> 00:35:08.380]   there was a bush sitting beside our bench
[00:35:08.380 --> 00:35:10.740]   and he kept pointing to the bush
[00:35:10.740 --> 00:35:12.300]   and he kept looking at me
[00:35:12.300 --> 00:35:13.780]   and then he'd point to the bush.
[00:35:13.780 --> 00:35:16.740]   And I said, "Do you want a leaf?"
[00:35:16.740 --> 00:35:18.180]   And he kind of nodded.
[00:35:18.180 --> 00:35:23.180]   And so I pulled off one of the leaves and I gave it to him.
[00:35:23.540 --> 00:35:27.820]   And he felt it and he traced it with his finger
[00:35:27.820 --> 00:35:30.100]   and he crinkled it and he shook it
[00:35:30.100 --> 00:35:31.220]   to see if it would make a noise
[00:35:31.220 --> 00:35:32.860]   and I showed him how to twirl it.
[00:35:32.860 --> 00:35:34.820]   And then he started pointing.
[00:35:34.820 --> 00:35:37.480]   On the ground were some of the leaves
[00:35:37.480 --> 00:35:38.860]   that had already fallen off
[00:35:38.860 --> 00:35:40.020]   and they were a different color.
[00:35:40.020 --> 00:35:43.580]   So we talked about, okay, it's a smooth leaf,
[00:35:43.580 --> 00:35:47.860]   it's a green leaf, it came from this tree
[00:35:47.860 --> 00:35:48.940]   and I pulled it off.
[00:35:48.940 --> 00:35:50.860]   And we talked about in the fall,
[00:35:50.860 --> 00:35:52.820]   the leaves will turn brown and they'll fall.
[00:35:52.820 --> 00:35:55.420]   And he pointed to the ground and there's a brown leaf.
[00:35:55.420 --> 00:35:59.140]   And so I gave it to him and he held one in each hand
[00:35:59.140 --> 00:36:02.620]   and I said, "Okay, so does it feel different?"
[00:36:02.620 --> 00:36:05.700]   So he rubbed him and he's 15 months old,
[00:36:05.700 --> 00:36:08.320]   he's not telling me things, he's not talking,
[00:36:08.320 --> 00:36:13.320]   but he can point and when I say feel it, he would feel it.
[00:36:13.320 --> 00:36:15.540]   And so he twirled both of them
[00:36:15.540 --> 00:36:17.260]   and he walked around for a while
[00:36:17.260 --> 00:36:20.260]   and then he pointed to another bush that was also green,
[00:36:20.260 --> 00:36:22.740]   but it was a different kind of bush.
[00:36:22.740 --> 00:36:24.540]   And so I said, "Do you want one of those?"
[00:36:24.540 --> 00:36:25.900]   And he nodded and I gave it to him.
[00:36:25.900 --> 00:36:28.200]   I said, "Okay, now it has a sticker on the end.
[00:36:28.200 --> 00:36:31.060]   "If you poke your finger with this, it might hurt."
[00:36:31.060 --> 00:36:34.140]   So he took the green leaves and he held them out.
[00:36:34.140 --> 00:36:36.820]   He actually held one in each hand and he was looking.
[00:36:36.820 --> 00:36:39.140]   I said, "Okay, so this one is long.
[00:36:39.140 --> 00:36:40.900]   "This one is big and long and thin
[00:36:40.900 --> 00:36:43.060]   "and this one is short and round
[00:36:43.060 --> 00:36:44.540]   "with the sticker on the end."
[00:36:44.540 --> 00:36:49.540]   And so even a 15 month old can be interested
[00:36:49.540 --> 00:36:52.520]   in the world that God's created.
[00:36:52.520 --> 00:36:57.080]   And find things to marvel at, the feel of it.
[00:36:57.080 --> 00:37:00.360]   And I will say, he did lift it to his lips
[00:37:00.360 --> 00:37:03.680]   and he looked at me 'cause we had been singing a song
[00:37:03.680 --> 00:37:06.320]   about all the senses and God gave us eyes
[00:37:06.320 --> 00:37:08.000]   and nose and fingers.
[00:37:08.000 --> 00:37:09.500]   And so he put it up to his mouth and I said,
[00:37:09.500 --> 00:37:11.400]   "No, no, it is not for taste.
[00:37:11.400 --> 00:37:14.780]   "It is just for looking and touching."
[00:37:14.780 --> 00:37:18.340]   And he was like, "Okay, Lolly, that's fine."
[00:37:18.340 --> 00:37:21.220]   But I guess I share that with you
[00:37:21.220 --> 00:37:26.220]   because there is wonder even in what you can do
[00:37:26.220 --> 00:37:28.400]   with a 15 month old.
[00:37:28.400 --> 00:37:31.260]   It doesn't have to be a verbal child
[00:37:31.260 --> 00:37:35.040]   and it can be a child that could write a paragraph
[00:37:35.040 --> 00:37:37.180]   about what you're observing.
[00:37:37.180 --> 00:37:41.460]   The point, I think, for me, the point is,
[00:37:41.460 --> 00:37:44.580]   can we find wonder alongside our children?
[00:37:44.580 --> 00:37:47.880]   Will we allow the Lord to woo us
[00:37:47.880 --> 00:37:51.320]   with the beauty that he's provided for us
[00:37:51.320 --> 00:37:54.260]   into a deeper relationship with him?
[00:37:54.260 --> 00:37:59.260]   And will we make finding wonder the linchpin
[00:37:59.260 --> 00:38:04.320]   of our homeschooling for this year?
[00:38:04.320 --> 00:38:07.400]   I would love that.
[00:38:07.400 --> 00:38:10.700]   Hey, Amy let me know, well, actually,
[00:38:10.700 --> 00:38:14.240]   I had not discovered it yet, but Amy discovered something
[00:38:14.240 --> 00:38:16.820]   that you guys might really want to know,
[00:38:16.820 --> 00:38:21.160]   especially since we've talked about scribblers at home,
[00:38:21.160 --> 00:38:24.460]   recipes from lifelong learners.
[00:38:24.460 --> 00:38:28.240]   For this next month, so starting today,
[00:38:28.240 --> 00:38:32.240]   starting today and going to mid-October,
[00:38:32.240 --> 00:38:34.320]   Scribblers is on sale.
[00:38:34.320 --> 00:38:36.260]   It's a buy one, get one.
[00:38:36.260 --> 00:38:40.360]   It is an amazing resource.
[00:38:40.360 --> 00:38:42.760]   No matter how old your children are,
[00:38:42.760 --> 00:38:47.300]   there are lots of activities that your whole family can do,
[00:38:47.300 --> 00:38:50.660]   but every activity comes with a chart
[00:38:50.660 --> 00:38:55.660]   that shows you as the parent where these activities
[00:38:55.660 --> 00:38:59.040]   are taking you and your student
[00:38:59.040 --> 00:39:01.520]   as they grow and mature and learn.
[00:39:01.520 --> 00:39:04.980]   So I've had hundreds of families say to me,
[00:39:04.980 --> 00:39:09.160]   hey, I don't have a preschooler anymore,
[00:39:09.160 --> 00:39:11.900]   but I'm buying scribblers 'cause I want all the charts
[00:39:11.900 --> 00:39:13.260]   in one place.
[00:39:13.260 --> 00:39:17.640]   And I would not say no to that myself.
[00:39:17.640 --> 00:39:19.000]   So I want to encourage you,
[00:39:19.000 --> 00:39:22.560]   if you've been curious about scribblers,
[00:39:22.560 --> 00:39:27.240]   but hesitant for whatever reason, this is your moment.
[00:39:27.240 --> 00:39:29.200]   This is the opportune moment.
[00:39:29.200 --> 00:39:33.560]   Buy one, get one is an awesome opportunities
[00:39:33.560 --> 00:39:35.440]   for families to share this.
[00:39:35.440 --> 00:39:39.840]   And if you're like me, I have multiple young moms
[00:39:39.840 --> 00:39:42.020]   that I would like to share this with.
[00:39:42.020 --> 00:39:45.840]   And this is a great build my Christmas list
[00:39:45.840 --> 00:39:50.840]   and check it off opportunity for scribblers.
[00:39:50.840 --> 00:39:53.460]   Amy, you mentioned that your grandchildren
[00:39:53.460 --> 00:39:55.060]   are loving the activities.
[00:39:55.060 --> 00:39:55.900]   - They do.
[00:39:55.900 --> 00:40:00.560]   And Lisa, that is great because I gave both of these to,
[00:40:00.560 --> 00:40:04.760]   I bought two for my daughters-in-law
[00:40:04.760 --> 00:40:09.620]   because it's just so wonderful
[00:40:09.620 --> 00:40:11.760]   to be able to have a resource like this
[00:40:11.760 --> 00:40:15.560]   because not only you have activities,
[00:40:15.560 --> 00:40:18.560]   which are really fun and they've designed them in ways
[00:40:18.560 --> 00:40:21.080]   that you can just, like I just did,
[00:40:21.080 --> 00:40:23.800]   just get a towel and a butter knife
[00:40:23.800 --> 00:40:26.000]   and you're good to go, right?
[00:40:26.000 --> 00:40:28.440]   But also those charts,
[00:40:28.440 --> 00:40:33.160]   and even if you're not in the challenge world yet,
[00:40:33.160 --> 00:40:35.680]   but they educate you so well.
[00:40:35.680 --> 00:40:40.060]   Like they have all that with the English grammar.
[00:40:40.060 --> 00:40:42.060]   I was referring to that the other day
[00:40:42.060 --> 00:40:45.120]   and I thought, man, this is so rich
[00:40:45.120 --> 00:40:49.580]   because just repair you as an adult,
[00:40:49.580 --> 00:40:52.820]   as the educator of your home that you can go,
[00:40:52.820 --> 00:40:57.400]   okay, I need to learn that part of speech
[00:40:57.400 --> 00:40:59.980]   or the arithmetic part.
[00:40:59.980 --> 00:41:02.620]   They have so many cool activities
[00:41:02.620 --> 00:41:06.400]   that incorporate higher level thinking about math
[00:41:06.400 --> 00:41:11.400]   that I would never go flipping through a book for that,
[00:41:11.400 --> 00:41:13.600]   but it's right here.
[00:41:13.600 --> 00:41:15.360]   That's what I like about it. - It's right there.
[00:41:15.360 --> 00:41:19.180]   - It's already designed for you to,
[00:41:19.180 --> 00:41:20.680]   it's like your own curriculum.
[00:41:20.680 --> 00:41:23.840]   - Yeah, it really is.
[00:41:23.840 --> 00:41:25.240]   It really is.
[00:41:25.240 --> 00:41:27.560]   The basics of what you need to know
[00:41:27.560 --> 00:41:29.480]   about all of these subjects
[00:41:29.480 --> 00:41:32.600]   kind of in an orderly fashion,
[00:41:32.600 --> 00:41:36.780]   from simple concepts to more complex concepts
[00:41:36.780 --> 00:41:40.200]   that you will really sink your teeth into as you learn.
[00:41:40.200 --> 00:41:42.080]   I love that, I love that.
[00:41:42.080 --> 00:41:47.060]   Well, so we encourage you guys to check out Scribblers,
[00:41:47.060 --> 00:41:51.720]   and we encourage you to put on your wonder hat
[00:41:51.720 --> 00:41:54.180]   and go out and find the wonder
[00:41:54.180 --> 00:41:58.840]   that God is using to woo you and your family to himself.
[00:41:59.680 --> 00:42:04.680]   If your family is looking for another occasion
[00:42:04.680 --> 00:42:10.280]   to think heady thoughts or to talk about good books,
[00:42:10.280 --> 00:42:15.120]   I have a reminder for you.
[00:42:15.120 --> 00:42:19.460]   There is a Words Aptly Spoken book club
[00:42:19.460 --> 00:42:24.280]   that's led by Classical Conversations founder, Lee Borton.
[00:42:24.280 --> 00:42:28.120]   You could join weekly this book club.
[00:42:28.120 --> 00:42:30.200]   It's hosted online.
[00:42:30.200 --> 00:42:34.460]   And every week the meeting centers around a new book.
[00:42:34.460 --> 00:42:39.060]   So some are exclusives like selections
[00:42:39.060 --> 00:42:41.360]   from the Copper Lodge Library.
[00:42:41.360 --> 00:42:44.860]   It's also literary classics like Tom Sawyer
[00:42:44.860 --> 00:42:48.080]   or C.S. Lewis's Mere Christianity.
[00:42:48.080 --> 00:42:52.080]   There's some really good thought-provoking conversations.
[00:42:52.080 --> 00:42:55.240]   Sometimes you just need somebody else
[00:42:55.240 --> 00:42:58.360]   to prime the pump of your deep thinking
[00:42:58.360 --> 00:43:01.920]   or somebody else to encourage you to grab a book
[00:43:01.920 --> 00:43:03.920]   you've always been curious about
[00:43:03.920 --> 00:43:07.000]   but never really dipped all the way into.
[00:43:07.000 --> 00:43:10.600]   Words Aptly Spoken book club is probably for you.
[00:43:10.600 --> 00:43:15.600]   Visit leebortons.com and you can find the link
[00:43:15.600 --> 00:43:19.660]   to join the live Words Aptly Spoken book club.
[00:43:19.660 --> 00:43:24.580]   So that's leebortons.com, okay?
[00:43:24.580 --> 00:43:27.940]   Amy, thank you so much for chasing wonder
[00:43:27.940 --> 00:43:29.580]   again with me today.
[00:43:29.580 --> 00:43:31.780]   This has been fun.
[00:43:31.780 --> 00:43:34.260]   - Oh, it's just been so delightful, always.
[00:43:34.260 --> 00:43:35.540]   So thank you, Lisa.
[00:43:35.540 --> 00:43:36.480]   It's been fun.
[00:43:36.480 --> 00:43:41.480]   - Yeah, families go and be everyday educators
[00:43:41.480 --> 00:43:45.720]   with your family and get to know the world
[00:43:45.720 --> 00:43:50.320]   that God has planned for you to draw you to himself.
[00:43:50.320 --> 00:43:52.520]   I'll see you guys next week.
[00:43:52.520 --> 00:43:55.100]   (gentle music)
[00:43:55.100 --> 00:43:57.600]   (music fades)
[00:43:57.600 --> 00:44:07.600]   [BLANK_AUDIO]

