
[00:00:00.000 --> 00:00:05.500]   Struggling with your electric bill? Get an energy assist from SDG&E and SAFE.
[00:25:55.500 --> 00:25:59.500]   I missed this one, and I've never found a high school student that's taken me up on this.
[00:25:59.500 --> 00:26:06.500]   But I think this is a good strategy, which is why I'm going into it in as much detail as I am.
[00:26:06.500 --> 00:26:11.500]   If you just simply make it his job, his part-time job, he's got to do it.
[00:26:11.500 --> 00:26:14.500]   You can't -- I mean, you can hold the vision, but he's got to decide this.
[00:26:14.500 --> 00:26:22.500]   But if he can make it his part-time job to apply for scholarships, even if he's got to write an essay and he's got to fill out the application process, et cetera,
[00:26:22.500 --> 00:26:32.500]   and let's say that he's going to work on this, and I don't know how many hours exactly, but let's just say it takes him a total of four hours to complete a packet, write an essay.
[00:26:32.500 --> 00:26:39.500]   You insert your numbers directly, but write a short essay, complete a packet, and apply for a scholarship.
[00:26:39.500 --> 00:26:41.500]   Let's use five hours.
[00:26:41.500 --> 00:26:42.500]   It will be easier math.
[00:26:42.500 --> 00:26:44.500]   So it takes him five hours to do that.
[00:26:44.500 --> 00:26:50.500]   And let's say that he is able to do that and he applies for a total of 100 scholarships.
[00:26:50.500 --> 00:26:53.500]   That would be a total of 500 hours.
[00:26:53.500 --> 00:26:59.500]   If he were working 50 hours a week during the summer, that would take him a total of 10 weeks of work.
[00:26:59.500 --> 00:27:05.500]   So we've got 500 hours, 50 hours a week, 10 hours -- excuse me, 10 weeks of total work full-time.
[00:27:05.500 --> 00:27:07.500]   That's easily done in a summer.
[00:27:07.500 --> 00:27:19.500]   If he applies for those 100 scholarships, and let's say that he's awarded 5% of those scholarships for a total of five scholarships, assume that they're very small $1,000 renewable scholarships.
[00:27:19.500 --> 00:27:21.500]   There are many that are bigger.
[00:27:21.500 --> 00:27:32.500]   There are some that are smaller, but just for the sake of my illustration, it's a $1,000 renewable scholarship that's renewable each semester or you can use each year depending on how you want to do this.
[00:27:32.500 --> 00:27:39.500]   When I was 15 years old, I did not understand the power of a $1,000 renewable scholarship.
[00:27:39.500 --> 00:27:48.500]   I got one specifically that is memorable to me that was a local Kiwanis Club scholarship, and I applied to it, and I got it.
[00:27:48.500 --> 00:27:51.500]   I had to go just write a simple application, and I did it.
[00:27:51.500 --> 00:27:52.500]   And I kind of poo-pooed.
[00:27:52.500 --> 00:27:53.500]   I was like, "Ah, it's $1,000.
[00:27:53.500 --> 00:27:57.500]   What does $1,000 matter in comparison to my $20,000 school bill?"
[00:27:57.500 --> 00:27:59.500]   Now, I don't look at it anymore.
[00:27:59.500 --> 00:28:07.500]   What I found out was that $1,000 was allowed me to get my books and allowed me to put a little gas in my car, which barely got me through some of school.
[00:28:07.500 --> 00:28:19.500]   But what I didn't comprehend was that that scholarship was easily renewable every semester, and some of these are renewable every semester, and some of them are renewable every year.
[00:28:19.500 --> 00:28:33.500]   I think mine was renewable every semester, which means that over a course of a total of eight semesters, I didn't have to do anything except go to an awards banquet where they handed me a check.
[00:28:33.500 --> 00:28:41.500]   And so that meant my $1,000 scholarship was actually worth $8,000.
[00:28:41.500 --> 00:28:49.500]   $1,000 scholarship was worth $8,000, $1,000 each semester for eight semesters.
[00:28:49.500 --> 00:28:54.500]   I have never made more money on an hourly basis in my life than applying for that scholarship.
[00:28:54.500 --> 00:29:05.500]   And it was based upon my academic record, and all it was was an application and an interview and going to an awards banquet every semester.
[00:29:05.500 --> 00:29:08.500]   That scholarship made a huge difference in my life.
[00:29:08.500 --> 00:29:10.500]   But here's the math.
[00:29:10.500 --> 00:29:15.500]   Let's say that he applies for 100 scholarships, and he only gets awarded 5% of those.
[00:29:15.500 --> 00:29:17.500]   So he gets a total of five scholarships.
[00:29:17.500 --> 00:29:24.500]   Five scholarships times $1,000 each is a total of $5,000 of income.
[00:29:24.500 --> 00:29:28.500]   Now, depending on where he goes to school, that may or may not get him to school.
[00:29:28.500 --> 00:29:31.500]   But $5,000 is nothing to sneeze at.
[00:29:31.500 --> 00:29:36.500]   But remember that $5,000 is renewable each semester for eight semesters.
[00:29:36.500 --> 00:29:42.500]   So multiply $5,000 times eight, and now he's at $40,000.
[00:29:42.500 --> 00:29:45.500]   How much time did he invest into that?
[00:29:45.500 --> 00:29:47.500]   500 hours.
[00:29:47.500 --> 00:29:57.500]   Divide $40,000 by 500, and his hourly wage is $80 per hour.
[00:29:57.500 --> 00:30:01.500]   I hope you find that as compelling as I do.
[00:30:01.500 --> 00:30:06.500]   I wish somebody had come along to me at 15 years old and showed me that.
[00:30:06.500 --> 00:30:11.500]   I don't know if I would have had the character, the discipline to force myself to do it.
[00:30:11.500 --> 00:30:14.500]   But I believe it's something worth doing.
[00:30:14.500 --> 00:30:19.500]   Whether or not he applies for 100 scholarships, I don't know, whether at least he applies for four.
[00:30:19.500 --> 00:30:20.500]   I'll tell you this.
[00:30:20.500 --> 00:30:22.500]   I think I applied for three and I got two.
[00:30:22.500 --> 00:30:24.500]   So I don't know what the actual ratios are.
[00:30:24.500 --> 00:30:26.500]   I don't know.
[00:30:26.500 --> 00:30:35.500]   But the point is he should be thinking about this and working on scholarships as one of his best investments that he can make.
[00:30:35.500 --> 00:30:52.500]   And for a young person ready to go to college, if he'll take every night and do one application every night during his summer and during his school year and do that every night for a couple of years, there's no reason why if he keeps good records and he's obviously not going to do it every night.
[00:30:52.500 --> 00:30:55.500]   He might get three or four a week or three a week or two a week or one a week.
[00:30:55.500 --> 00:30:56.500]   You get my point.
[00:30:56.500 --> 00:30:59.500]   If you do one a week, every week for 52 weeks, that's 52 applications.
[00:30:59.500 --> 00:31:02.500]   Over junior and senior year, that's 100-plus applications.
[00:31:02.500 --> 00:31:05.500]   He might get 20 percent of them or he might get 2 percent of them.
[00:31:05.500 --> 00:31:08.500]   You'll have to track this, and if he does this, let me know.
[00:31:08.500 --> 00:31:10.500]   I've never found anyone who's actually done this.
[00:31:10.500 --> 00:31:16.500]   I've read some books from people who have done a good job with scholarships but who haven't looked at these numbers the way that I do.
[00:31:16.500 --> 00:31:25.500]   But $500 scholarships, $250 scholarships, renewable each year, these things add up, and there's not a lot of competition for those little scholarships.
[00:31:25.500 --> 00:31:45.500]   If you add that on to some help from a school, he can get paid to go to college for four years and he can have all the money left in his ETFs and he can have all the time because all of his courses are covered, all of his living expenses are covered, and he can have the time to go ahead and use the time in college to study and focus on learning but also to explore starting a business or explore a career.
[00:31:45.500 --> 00:31:53.500]   My sister got paid to go to school, and she didn't even need this many – she didn't even follow this kind of strategy.
[00:31:53.500 --> 00:31:55.500]   My brother almost got paid to go to school.
[00:31:55.500 --> 00:31:59.500]   I would have gotten paid to go to school if I had gone to a state school.
[00:31:59.500 --> 00:32:05.500]   So think about this and think about inspiring him and trying to lead him into something like that.
[00:32:05.500 --> 00:32:12.500]   And if any of you ever are able to get your 15-year-olds or your 16-year-olds or your 17-year-olds to follow through and do this, I would love to hear from you.
[00:32:12.500 --> 00:32:21.500]   Again, be warned, I don't think I would have had the capacity or the character unless somebody had used those numbers to inspire me.
[00:32:21.500 --> 00:32:29.500]   I don't think I would have had the capacity or the character to follow through and write the little short essays and fill out the applications.
[00:32:29.500 --> 00:32:45.500]   But I think if somebody had showed me those numbers and had showed me the fact that I could make thousands of dollars per year on little scholarships applied all over the place, I think that would have at least motivated me to do more than I did.
[00:32:45.500 --> 00:32:49.500]   And once you get into college, those little scholarships make a big deal.
[00:32:49.500 --> 00:32:50.500]   I'm forever indebted.
[00:32:50.500 --> 00:33:00.500]   I spoke to that Kiwanis Club that gave me that scholarship recently a few months ago, and I just was able to express my feedback to them personally and say, "Thank you."
[00:33:00.500 --> 00:33:03.500]   That made a huge difference for me.
[00:33:03.500 --> 00:33:09.500]   Now, let's talk about your podcast idea and the topic of doing a podcast but facing the controversy.
[00:33:09.500 --> 00:33:12.500]   I appreciate your encouragement by writing me the encouraging note.
[00:33:12.500 --> 00:33:13.500]   It helped me.
[00:33:13.500 --> 00:33:15.500]   And so I'll encourage you right back.
[00:33:15.500 --> 00:33:20.500]   And I would say simply this, if you have the idea and if you have a desire, do it.
[00:33:20.500 --> 00:33:24.500]   You're the one who will benefit the most from it.
[00:33:24.500 --> 00:33:28.500]   You're the one who will learn the most from doing it, and you're the one who will benefit the most from it.
[00:33:28.500 --> 00:33:31.500]   And that benefit will come in all kinds of ways.
[00:33:31.500 --> 00:33:44.500]   It probably won't come – I can't – I mean maybe I'm wrong, but I can't imagine a driving podcast being the number one best podcast on iTunes, especially if it's uncontroversial.
[00:33:44.500 --> 00:33:59.500]   Most of the time, the types of themes of media that seem to do the best in our culture are going to be entertainment-focused, controversial, intentionally sensational, tantalizing, just different aspects like that.
[00:33:59.500 --> 00:34:06.500]   So I wouldn't expect it to be necessarily number one, but I still think that you should do it because you will learn from it.
[00:34:06.500 --> 00:34:10.500]   The teacher always learns more than the student, and you know that.
[00:34:10.500 --> 00:34:12.500]   You're much older than I am.
[00:34:12.500 --> 00:34:15.500]   But I'm convinced the teacher always learns more than the student.
[00:34:15.500 --> 00:34:19.500]   Not everything is controversial, and I don't think it should be.
[00:34:19.500 --> 00:34:29.500]   So there's no reason to ever expect if you did a show that was specifically focused on a topic that was important to you – I don't think there's any reason why necessarily it needs to be controversial.
[00:34:29.500 --> 00:34:34.500]   If I were simply teaching CFP classes to financial planners, I wouldn't talk about worldviews.
[00:34:34.500 --> 00:34:36.500]   I wouldn't talk about morality and ethics.
[00:34:36.500 --> 00:34:43.500]   I would just teach the mumbo-jumbo that's in the curriculum on the ethics, and everyone just assumes it and no one questions the worldview behind it.
[00:34:43.500 --> 00:34:46.500]   There's no reason for that.
[00:34:46.500 --> 00:34:49.500]   But I'm not doing that here.
[00:34:49.500 --> 00:34:52.500]   And one of the reasons why I do this show is for me to learn.
[00:34:52.500 --> 00:34:54.500]   I am convinced of this.
[00:34:54.500 --> 00:34:57.500]   Controversy is not necessarily bad as long as you learn from it.
[00:34:57.500 --> 00:35:02.500]   And I don't necessarily mind the controversy over my subject matter.
[00:35:02.500 --> 00:35:16.500]   I was emotionally affected by it, but I wasn't emotionally affected because people were angry with my subject matter, but primarily because I didn't feel like I had effectively – that I had done a good job.
[00:35:16.500 --> 00:35:21.500]   Most of the – I was affected by the lack of people saying that it was at least thought-provoking.
[00:35:21.500 --> 00:35:31.500]   Most of the feedback that I got, especially in the beginning over episode 181, was just – it was just silly and kind of ranting and emotional.
[00:35:31.500 --> 00:35:37.500]   And you can quickly look through and recognize just people that are emotional.
[00:35:37.500 --> 00:35:42.500]   Just – "Joshua, I'm accusing you of homophobia and I'm all upset with you."
[00:35:42.500 --> 00:35:47.500]   Accusing me of homophobia because I talk about ideas underpinning a worldview is silly.
[00:35:47.500 --> 00:35:52.500]   It's like accusing – right now, we've got – the Supreme Court case was argued the last couple days.
[00:35:52.500 --> 00:36:01.500]   It's like accusing the Supreme Court justices of bigotry just because they don't automatically just issue their ruling in the – what's the – Obergefell versus Hodges case.
[00:36:01.500 --> 00:36:03.500]   It's the one before the Supreme Court.
[00:36:03.500 --> 00:36:10.500]   That's just part of the playbook of modern society of how we generally deal with public opinion and anybody who dissents against public opinion.
[00:36:10.500 --> 00:36:16.500]   That's part of the playbook from After the Ball is we pile on to people and we call them names.
[00:36:16.500 --> 00:36:20.500]   And I say expect that if you're going to stand for anything.
[00:36:20.500 --> 00:36:24.500]   I don't actually mind very much that happened because I expected it.
[00:36:24.500 --> 00:36:27.500]   That's how we deal with stuff in our modern society.
[00:36:27.500 --> 00:36:34.500]   And oftentimes when we don't have an ability to deal with the deeper issues, our response is to become emotional and angry.
[00:36:34.500 --> 00:36:40.500]   And that's what our response is because we don't know what to do with it.
[00:36:40.500 --> 00:36:47.500]   What did disappoint me and did discourage me was that I didn't get any kind of counterfeedback in the beginning.
[00:36:47.500 --> 00:36:52.500]   I have gotten some now but I didn't get any feedback about the actual argument I was making.
[00:36:52.500 --> 00:36:54.500]   And that was tough.
[00:36:54.500 --> 00:36:58.500]   It wasn't the emotional stuff.
[00:36:58.500 --> 00:37:01.500]   It was the fact that I didn't get any feedback about the actual point.
[00:37:01.500 --> 00:37:07.500]   And then I felt like I did a bad job and I took that personally because it's my responsibility as a teacher to do a good job.
[00:37:07.500 --> 00:37:11.500]   I had years of bad teachers in high school and college.
[00:37:11.500 --> 00:37:17.500]   And it wasn't until my junior year that I finally had some teachers in college who really challenged me.
[00:37:17.500 --> 00:37:18.500]   And they challenged me deeply.
[00:37:18.500 --> 00:37:21.500]   They disrupted my entire framework.
[00:37:21.500 --> 00:37:25.500]   And I was angry about it because I didn't know how to deal with it.
[00:37:25.500 --> 00:37:26.500]   I didn't know how.
[00:37:26.500 --> 00:37:30.500]   I had all these ideas but I didn't have an ability to deal with it.
[00:37:30.500 --> 00:37:38.500]   And that was actually what sent me back to consider my own framework deeply and to actually think through, "Wait a second.
[00:37:38.500 --> 00:37:42.500]   What is the underpinning behind what I'm doing?"
[00:37:42.500 --> 00:37:50.500]   And so I was discouraged because I felt like I didn't get anybody to say, "Wow, I totally disagreed with you but I was challenged by what you said."
[00:37:50.500 --> 00:38:01.500]   And I was annoyed with myself for presenting difficult information and I guess I felt like I hadn't done a good job with the actual issues.
[00:38:01.500 --> 00:38:04.500]   And I was disappointed in my teaching ability.
[00:38:04.500 --> 00:38:12.500]   I published the show too quickly and I had put a lot of work into it but looking back on it, I realized I should have divided it up into sections.
[00:38:12.500 --> 00:38:13.500]   I should have presented it differently.
[00:38:13.500 --> 00:38:22.500]   I should have – anyway, so that was discouraging because I felt like I had failed and I had turned people off without them thinking about it.
[00:38:22.500 --> 00:38:26.500]   And I get disappointed when people just react emotionally and don't think.
[00:38:26.500 --> 00:38:28.500]   Now, of course, I could be wrong in anything that I think.
[00:38:28.500 --> 00:38:34.500]   But pay attention on this issue and I'm not going back into the subject.
[00:38:34.500 --> 00:38:50.500]   I just want to emphasize I felt after the fact though I still am glad that I used that subject because I've researched issues for years and never really grasped how society changes or is changed by those in power until I studied this issue.
[00:38:50.500 --> 00:38:55.500]   And then a lot of things became clearer for me on the other difficult, more long-reaching answers.
[00:38:55.500 --> 00:39:06.500]   And I just noticed this. Notice what – in the oral arguments before the Supreme Court this week, notice what – read the transcripts and notice this quote from Justice Kennedy.
[00:39:06.500 --> 00:39:17.500]   Again, Justice Kennedy, remember, is the widely acknowledged swing vote on the forthcoming decision in a couple of months whenever they – or next month or whenever they rule on this case.
[00:39:17.500 --> 00:39:22.500]   And listen to this quote from the transcript of the oral arguments before the Supreme Court.
[00:39:22.500 --> 00:39:33.500]   Justice Kennedy, one of the problems is when you think about these cases, you think about words or cases, and the word that keeps coming back to me in this case is "millennia" plus time.
[00:39:33.500 --> 00:39:43.500]   First of all, this is – there has not been really time, so the respondents say, for the – so the respondents say, for the federal system to engage in this debate, the separate states.
[00:39:43.500 --> 00:39:50.500]   But on a larger scale, it's been – it was about the same time between Brown and Loving as between Lawrence and this case.
[00:39:50.500 --> 00:39:52.500]   It's awkward to read these transcripts. I'm sorry.
[00:39:52.500 --> 00:39:58.500]   It's about ten years. And so there's time for the scholars and the commentators and the bar and the public to engage in it.
[00:39:58.500 --> 00:40:04.500]   But still, ten years is – I don't even know how to count the decimals when we talk about millennia.
[00:40:04.500 --> 00:40:11.500]   This definition has been with us for millennia, definition of marriage, and it's been very difficult for the court to say, oh, well, we know better.
[00:40:11.500 --> 00:40:31.500]   So that's the direct transcript from it. But the point is that Justice Kennedy is recognizing in that argument that the fact that there has been for millennia an overall understanding of what the definition of marriage is and in this tiny amount of time that has changed.
[00:40:31.500 --> 00:40:40.500]   Justice Alito echoed the fact that marriage – he talked about that marriage has always been a heterosexual institution until the end of the 20th century.
[00:40:40.500 --> 00:40:48.500]   "Till the end of the 20th century, there was never a nation or culture that recognized marriage between two members of the same sex."
[00:40:48.500 --> 00:40:57.500]   And then two years ago – I know one article I was reading about this two years ago, Justice Alito pointed out this argument, which is amazing when you consider it.
[00:40:57.500 --> 00:41:03.500]   He pointed out the fact – excuse me. Justice Alito pointed out the fact that same-sex marriage is more recent than the smartphone.
[00:41:03.500 --> 00:41:25.500]   And so what's amazing, as I stand by my point, is that to understand the way the modern world works, you can have – there's no better case to study than this issue because you're dealing with millennia of history and then in a period of 30 to 50 years, a massive – depending on when you decide to start from, a massive transformation.
[00:41:25.500 --> 00:41:28.500]   It's an incredible system to study.
[00:41:28.500 --> 00:41:39.500]   But – so that's just a side note on that topic that I wanted to point out as follow-up from it that – from the Supreme Court oral arguments.
[00:41:39.500 --> 00:41:46.500]   But the real benefit of producing media, the real benefit of writing is that your arguments are tested.
[00:41:46.500 --> 00:41:51.500]   And what you say has a chance – you have a chance to be held accountable for what you say.
[00:41:51.500 --> 00:42:03.500]   And you're going to win either way. Either you're wrong and somebody will show you how and why you're wrong, in which case you win because you've pulled out faulty thinking from your operating system.
[00:42:03.500 --> 00:42:11.500]   And you've had the opportunity while you can still do something good with it, you've had the opportunity to identify a problem with your thinking and you've grown from it.
[00:42:11.500 --> 00:42:17.500]   Or you're right and your argument stands and you've had the opportunity to help another person.
[00:42:17.500 --> 00:42:26.500]   So you win either way. And this is different in the field of public debate than it is in interpersonal debate.
[00:42:26.500 --> 00:42:32.500]   I've long maintained – ever since I read Dale Carnegie's – what is it? Win friends and influence people.
[00:42:32.500 --> 00:42:38.500]   And that opened my eyes to it because I've long maintained that personal argument between people is almost – you cannot win.
[00:42:38.500 --> 00:42:45.500]   Because in personal argument between two people, if you win the argument, you lose the friend.
[00:42:45.500 --> 00:42:49.500]   And if you lose the argument, you lose the argument. That's in personal people.
[00:42:49.500 --> 00:42:59.500]   So there's very different in personal scenario than in public because in public though when people debate you, some people will rip you apart against your personal stuff and call you names, whatever.
[00:42:59.500 --> 00:43:03.500]   But some people will actually deal with your arguments and then you have the chance to win.
[00:43:03.500 --> 00:43:12.500]   You either have the chance to have your argument pulled apart and shown to be faulty in which case you can go back to the drawing board and fix your argument or figure out where your flaw is.
[00:43:12.500 --> 00:43:18.500]   And that's how progress happens. That's the whole scientific method. That's the whole point of it.
[00:43:18.500 --> 00:43:22.500]   It's just we're taught about it and we're not taught to do it.
[00:43:22.500 --> 00:43:28.500]   But – or you find out that your argument wins in which case you're able to help somebody else to think.
[00:43:28.500 --> 00:43:34.500]   You're going to gain more from publicly airing your ideas than anybody else's.
[00:43:34.500 --> 00:43:41.500]   I learn far more from doing this show every day because of the pressure of public opinion.
[00:43:41.500 --> 00:43:46.500]   And I learn more from my preparation and I learn more from actually doing it.
[00:43:46.500 --> 00:43:49.500]   From the preparation, by that I mean this.
[00:43:49.500 --> 00:43:52.500]   There's a proverb in Proverbs 25 that says this.
[00:43:52.500 --> 00:44:01.500]   It says, "Do not go out hastily to argue your case. Otherwise, what will you do in the end when your neighbor humiliates you?"
[00:44:01.500 --> 00:44:07.500]   Do not go out hastily to argue your case. Otherwise, what will you do in the end when your neighbor humiliates you?
[00:44:07.500 --> 00:44:12.500]   So I don't want to embarrass myself and I probably will because I'm not an expert at everything.
[00:44:12.500 --> 00:44:18.500]   In fact, I'm an expert at very few things except some specified very technical knowledge of financial planning.
[00:44:18.500 --> 00:44:28.500]   But I don't want to and so that forces me to really work hard to try to be knowledgeable and try to learn and try to control my tongue and try to present arguments carefully.
[00:44:28.500 --> 00:44:32.500]   And that forces me to become more knowledgeable.
[00:44:32.500 --> 00:44:39.500]   So if you like learning, then teaching is the best thing you can do because it will force you to find your errors and not be intellectually lazy.
[00:44:39.500 --> 00:44:44.500]   Now, the other way that you win is with character development.
[00:44:44.500 --> 00:44:49.500]   And I'll give you an example from my past work as a salesperson.
[00:44:49.500 --> 00:44:53.500]   Sales is a transformative experience.
[00:44:53.500 --> 00:44:58.500]   I've usually throughout my life been in some ways a timid person.
[00:44:58.500 --> 00:45:03.500]   I've often been able to express strong ideas and argue with people about things.
[00:45:03.500 --> 00:45:07.500]   But in general, over time, I've not had a lot of self-confidence.
[00:45:07.500 --> 00:45:20.500]   I've always been a timid person and I've always been very blown by the waves of other people's opinion, wanting to dress a certain way or wanting to look a certain way to fit in with society.
[00:45:20.500 --> 00:45:28.500]   And one of the things that I wanted to accomplish when I started into a sales career is I wanted to learn how to be a stronger person with sales.
[00:45:28.500 --> 00:45:32.500]   I read in various personal development books where they said Joshua – or not to Joshua.
[00:45:32.500 --> 00:45:36.500]   They said if you want to go out and learn to be a better business person, go into personal sales.
[00:45:36.500 --> 00:45:38.500]   And so I said, "OK, I'll do that."
[00:45:38.500 --> 00:45:45.500]   Sales was brutal for me for years, brutal.
[00:45:45.500 --> 00:45:50.500]   But I'll tell you one story and I'll tell you a story to illustrate it and talk about a turning point with me.
[00:45:50.500 --> 00:45:59.500]   For the first few years of working as a salesperson, it was incredibly difficult for me because I took everything personally.
[00:45:59.500 --> 00:46:02.500]   I think every character quality has two sides.
[00:46:02.500 --> 00:46:05.500]   Every character quality can be expressed as a strength and as a weakness.
[00:46:05.500 --> 00:46:10.500]   And one of my character traits is – I just personally think of it as likability.
[00:46:10.500 --> 00:46:12.500]   I genuinely like people.
[00:46:12.500 --> 00:46:19.500]   I'm fascinated by people and how they think no matter how different than they are from me or how weird they are.
[00:46:19.500 --> 00:46:21.500]   I am interested in people.
[00:46:21.500 --> 00:46:24.500]   Part of that is natural and part of that is something that was learned.
[00:46:24.500 --> 00:46:28.500]   So I studied how to make people like you and that was something that was important to me.
[00:46:28.500 --> 00:46:33.500]   And my teachers taught me, "Well, if you want to make people like you, the first thing you should do is like people."
[00:46:33.500 --> 00:46:35.500]   So I decided I like people.
[00:46:35.500 --> 00:46:41.500]   So if we ever met, I guarantee in person, I guarantee you that I will like you because I like everybody.
[00:46:41.500 --> 00:46:43.500]   Maybe that's too extreme.
[00:46:43.500 --> 00:46:50.500]   There's probably a few people I don't like, but I can't think of anybody that I really don't like right now on an individual personal basis.
[00:46:50.500 --> 00:46:56.500]   But the opposite side of that character trait is the need to be liked and the need to be accepted.
[00:46:56.500 --> 00:47:01.500]   And so I've often been very susceptible to peer pressure.
[00:47:01.500 --> 00:47:09.500]   So in sales, it was difficult for me because when somebody would reject what I was offering them in sales, I would take it personally.
[00:47:09.500 --> 00:47:18.500]   The time that I remember often being set free from that was a time when I was selling – it was a long-term care insurance case.
[00:47:18.500 --> 00:47:30.500]   And it was an interesting case because there's this very unique sales opportunity with long-term care insurance where – and the Windows is difficult now because you can't find the product.
[00:47:30.500 --> 00:47:37.500]   But there was – in the taxation of premiums, of long-term care insurance premiums, it varies depending on the situation that you have.
[00:47:37.500 --> 00:47:40.500]   And there are some tax breaks for selling long-term care insurance.
[00:47:40.500 --> 00:47:42.500]   When you're dealing in sales, tax breaks can be important.
[00:47:42.500 --> 00:47:46.500]   For S corporations, there's a certain chart that they work on.
[00:47:46.500 --> 00:47:52.500]   For individuals, there are some breaks, but it's very limited because it has to be over the 7.5 percent of your adjusted gross income.
[00:47:52.500 --> 00:48:03.500]   But if you can find somebody who has a C corporation, then long-term care insurance has a very unique tax break on the purchase of long-term care insurance policies.
[00:48:03.500 --> 00:48:08.500]   What's unique is you can purchase the policy.
[00:48:08.500 --> 00:48:17.500]   It gets taxed as health insurance, which means you get a full deduction with no limitations on that deduction for the full cost of the premiums.
[00:48:17.500 --> 00:48:24.500]   And you can discriminate in the corporation for some key employees.
[00:48:24.500 --> 00:48:33.500]   So you don't have to offer it to all of the customers – all the employees like you do with most group benefits programs.
[00:48:33.500 --> 00:48:44.500]   Basically, the general law to remember with taxation of benefits for corporations is if you want to benefit and you want a tax break and you want a deduction, you have to offer it to everybody without discrimination.
[00:48:44.500 --> 00:48:47.500]   Or if you want to discriminate, you lose your upfront deduction.
[00:48:47.500 --> 00:48:52.500]   One exception to that is long-term care insurance premiums in C corporations.
[00:48:52.500 --> 00:49:13.500]   So if you can find a small or medium-sized business, which is primarily run by maybe one person or a couple of partners, and you can go to the partners and you can find that they would benefit from owning and having long-term care insurance, they can offer it to themselves, to their partners – both what I mean is to their business partners but also to their spouses.
[00:49:13.500 --> 00:49:17.500]   And they can run those premiums through the corporation.
[00:49:17.500 --> 00:49:20.500]   They're fully deductible and they can discriminate.
[00:49:20.500 --> 00:49:28.500]   Now, what's even more beautiful about it is for a period of time, you could buy long-term care insurance premiums with a very short-term period of premium payments.
[00:49:28.500 --> 00:49:37.500]   So sometimes – I don't think there were any products that were available with lump sums but you could pay off the premiums in five years or six years or ten years.
[00:49:37.500 --> 00:49:42.500]   So if you think about this case idea – I had this case on my mind for a long time.
[00:49:42.500 --> 00:49:59.500]   If I could find a very wealthy, successful business person who was 50 years old, who had a C corporation, who wanted and needed long-term care insurance, and this person was in a position where they were going to run the company for five or ten more years and then they were going to sell the company.
[00:49:59.500 --> 00:50:03.500]   What they could do is they could put – they could buy a lot of long-term care insurance.
[00:50:03.500 --> 00:50:07.500]   They could compress the premiums into about five or ten years depending on the policy design.
[00:50:07.500 --> 00:50:11.500]   Then they could deduct fully the cost of those premiums.
[00:50:11.500 --> 00:50:16.500]   Then when they sold the company and retired, the policy would go with them personally.
[00:50:16.500 --> 00:50:22.500]   And then if they needed long-term care, the benefit from the long-term care insurance policy was completely tax-free.
[00:50:22.500 --> 00:50:29.500]   And I looked for this case because the premiums are huge and when you get huge premiums, you get good commissions.
[00:50:29.500 --> 00:50:33.500]   And I looked for this set of facts, a very difficult set of facts to find.
[00:50:33.500 --> 00:50:43.500]   The other limitation was that the company that I was primarily representing their products wasn't offering these products in Florida because they weren't approved by the state of Florida on the limited payment option.
[00:50:43.500 --> 00:50:46.500]   There were some other companies that were but it was always a question.
[00:50:46.500 --> 00:50:55.500]   So about three or four years into my career in sales, I ran into the case and it was the perfect case.
[00:50:55.500 --> 00:50:59.500]   Wealthy business owner, he and his brother owned the business.
[00:50:59.500 --> 00:51:05.500]   It was a car business, very profitable, had been in business for a very long time.
[00:51:05.500 --> 00:51:08.500]   He had a lot of money. His brother had a lot of money.
[00:51:08.500 --> 00:51:17.500]   They needed – they didn't need the long-term care insurance from the pure perspective that they wouldn't be bankrupted if they had long-term care expenses.
[00:51:17.500 --> 00:51:19.500]   But they potentially valued the benefit.
[00:51:19.500 --> 00:51:22.500]   It may have been a want and it was kind of a goodbye.
[00:51:22.500 --> 00:51:42.500]   But with the ability to bring the premiums together on what they call limited payment policy design and put it through the business where it was fully deductible but personally owned but fully deductible and then it would go with them after they sold the business, it was the perfect case.
[00:51:42.500 --> 00:51:55.500]   And this client and every stage of – excuse me, this perspective client, at every stage of the process, the perspective client was completely – they were just totally glowing.
[00:51:55.500 --> 00:51:58.500]   And it's like at every – in sales, I call it a trial close.
[00:51:58.500 --> 00:52:03.500]   Every little trial close, you kind of test to see where your perspective client is and they say, "Yes, I'm into this.
[00:52:03.500 --> 00:52:04.500]   Yes, I'm into this.
[00:52:04.500 --> 00:52:05.500]   Yes, this is great."
[00:52:05.500 --> 00:52:12.500]   Every sign was A+ did a presentation and the premiums, I think it was – I don't know.
[00:52:12.500 --> 00:52:14.500]   It was 35 – it was like 30 and they had a lot.
[00:52:14.500 --> 00:52:16.500]   They wanted the Cadillac policy.
[00:52:16.500 --> 00:52:17.500]   They didn't want the limited one.
[00:52:17.500 --> 00:52:20.500]   They wanted the Cadillac with all the benefits and all the inflation and everything.
[00:52:20.500 --> 00:52:23.500]   And it was something like $30,000 of premium for each of them.
[00:52:23.500 --> 00:52:27.500]   It was – I think it was $120,000 of total premium for the four people.
[00:52:27.500 --> 00:52:33.500]   Now, when you're presenting, you're used to presenting a few thousand dollars of premium a year and you start to present that kind of premium, it's kind of a change in your mindset.
[00:52:33.500 --> 00:52:42.500]   I had never done it before but the client was just totally into it and their business was at the scale where they were looking at $30,000 a year like it was nothing.
[00:52:42.500 --> 00:52:44.500]   And I was excited.
[00:52:44.500 --> 00:52:47.500]   Everything went well.
