
[00:00:00.040 --> 00:00:09.520]   Exodus
[00:31:55.480 --> 00:31:55.480]   and
[00:31:55.480 --> 00:31:55.480]   and
[00:31:55.480 --> 00:31:55.480]   and
[00:31:55.480 --> 00:31:55.480]   and
[00:31:55.480 --> 00:31:55.480]   and
[00:31:55.480 --> 00:31:55.480]   and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and I'm not going to do without because you wanted something you did not really need. I saw a single mother with a baby and toddler go without water when an alpha male barged in line and took stuff meant for her. The alpha males simply put the water in their pockets and walked away. I found her some water when the alpha males suddenly dropped their water and ran for their lives. Be compassionate but do not be silly. Sometimes sympathy targets old people and young people.
[00:32:24.180 --> 00:32:24.400]   chassis
[00:32:24.400 --> 00:32:35.440]   so,,,
[00:32:35.440 --> 00:32:53.040]  為什麼 Ho B I I stay and they mean that not dough not contract gun
[00:32:53.040 --> 00:32:53.980]   ruins le poison códigoppe
[00:32:54.060 --> 00:32:58.140]   Onda the water is safe to drink.
[00:32:58.140 --> 00:33:10.260]   If you have the slightest doubt about the water, then it is not safe to drink it. Unsafe water from the tap can be used for flushing toilets and washing clothes. It can also be used for washing you, but do not drink it and keep it away from your eyes, nose, and mouth when showering with it.
[00:33:10.260 --> 00:33:23.680]   However, unsafe water from the tap and a 5% to 10% solution of bleach can be used for cleaning dishes with soap as long as the final rinse is in boiled or clean water. Be sure the water has cooled and add 2% or 3% bleach to the rinse water.
[00:33:23.680 --> 00:33:23.680]   Be sure the water has cooled and add 2% or 3% bleach to the rinse water. Be sure the water has cooled and add 2% or 3% bleach to the rinse water. Be sure the water has cooled and add 2% or 3% bleach to the rinse water.
[00:33:23.720 --> 00:33:34.140]   "
[00:33:34.140 --> 00:33:52.080]   earthquake lead down the remember
[00:34:21.960 --> 00:34:21.960]   and
[00:34:51.100 --> 00:34:51.100]   water
[00:34:51.100 --> 00:34:51.100]  ертвly
[00:34:51.100 --> 00:34:51.100]   boiling pot will make quick work of producing many gallons of safe drinking water without the heat and humidity in the house. This boiling pot can also be used to sanitize plates, silverware, and pots. You can attach a large activated charcoal filter to an outside water hose to filter water that you boil for drinking. Boiling may or may not remove toxic chemicals in the water. Use bottled water from a known source if at all possible for all drinking, food preparation, washing, and bathing. Water in a pinch can be made safer by filtering it and adding a small amount of chlorine.
[00:35:20.240 --> 00:35:20.240]   The water should not be used for anything if at all possible. You may be tempted to use the dishwasher and put it on heated water in the sanitized setting, but do not take the risk. It's just not worth the risk. Plan on hand washing and sanitizing the dishes yourself. Paper towels, plates, and disposable knives and forks work very well, and many times are better than real china and silverware. Have lots of paper towels, garbage bags, and disposable stuff on hand. Garbage dispensers can be used to clean up the dishes, but they are not suitable for drinking.
[00:35:20.380 --> 00:35:49.380]  , and you can use a large
[00:35:49.380 --> 00:35:49.380]   and you can use a large plastic bottle to clean up the dishes. Garbage dispenser is a problem. There was not garbage pickup for two months. Plan on bringing it to the dump yourself. Sanitation is important and garbage stinks after a week in the sun. When you bring it to the dump, put it on the trailer. Do not put it in the car or trunk. You will never get the stink out. Note, you can freeze bottles of unsafe water for ice. Just label it as unsafe and do not use or drink the water. Food is important for morale. Cook it and present it well. Sit down together and drink it.
[00:35:49.380 --> 00:35:49.380]  , and drink it.
[00:35:49.380 --> 00:35:49.380]   drink it.
[00:36:19.400 --> 00:36:19.400]  ертвed. This is a great morale builder. Simple menu items are important since fresh items are limited, such as spaghetti and meatballs, red beans, rice and meat, sausage, hamburger, chicken, chicken and rice, hamburgers and macaroni and cheese, scrambled eggs, grits and toast, steak and canned veggies, jambalaya and meat of any kind. Use MREs only for lunch when out and about or as a last resort. Everybody should sit down and eat together at least once a day for better morale.
[00:36:19.400 --> 00:36:20.280]   Vehicle.
[00:36:20.280 --> 00:36:50.300]   and drink it.
[00:36:50.300 --> 00:36:50.300]   It is important to have a good appetite for the next meal.
[00:36:50.300 --> 00:36:50.300]   It is important to have a good appetite for the next meal.
[00:36:50.300 --> 00:36:50.300]   It is important to have a good appetite for the next meal.
[00:36:50.300 --> 00:36:50.300]   It is important to have a good appetite for the next meal.
[00:36:50.300 --> 00:36:50.300]   It is important to have a good appetite for the next meal.
[00:36:50.300 --> 00:36:50.300]   It is important to have a good appetite for the next meal.
[00:36:50.300 --> 00:36:50.300]   It is important to have a good appetite for the next meal.
[00:36:50.320 --> 00:37:20.320]   It is important to have a good appetite for the next meal.
[00:37:20.320 --> 00:37:20.320]   It is important to have a good appetite for the next meal.
[00:37:20.320 --> 00:37:20.320]   It is important to have a good appetite for the next meal.
[00:37:20.320 --> 00:37:20.320]   It is important to have a good appetite for the next meal.
[00:37:20.320 --> 00:37:20.320]   It is important to have a good appetite for the next meal.
[00:37:20.320 --> 00:37:20.320]   It is important to have a good appetite for the next meal.
[00:37:20.320 --> 00:37:20.320]   It is important to have a good appetite for the next meal.
[00:37:20.320 --> 00:37:20.320]   It is important to have a good appetite for the next meal.
[00:37:20.320 --> 00:37:20.320]   It is important to have a good appetite for the next meal.
[00:37:20.320 --> 00:37:20.320]   It is important to have a good appetite for the next meal.
[00:37:20.320 --> 00:37:20.320]   It is important to have a good appetite for the next meal.
[00:37:20.320 --> 00:37:20.320]   It is important to have a good appetite for the next meal.
[00:37:20.320 --> 00:37:20.320]   It is important to have a good appetite for the next meal.
[00:37:20.320 --> 00:37:20.320]   It is important to have a good appetite for the next meal.
[00:37:20.320 --> 00:37:50.340]   It is important to have a good appetite for the next meal.
[00:37:50.340 --> 00:37:50.340]   It is important to have a good appetite for the next meal.
[00:37:50.340 --> 00:37:50.340]   It is important to have a good appetite for the next meal.
[00:37:50.340 --> 00:37:50.340]   It is important to have a good appetite for the next meal.
[00:37:50.340 --> 00:37:50.340]   It is important to have a good appetite for the next meal.
[00:37:50.380 --> 00:38:20.360]   обще-induced consumption, which is the most common, is the most common, is the most common, is the most common, is the most common, is the most common.
[00:38:20.360 --> 00:38:20.360]   The cargo area, if not hoseable, should be covered in plastic to prevent the spread of contaminants.
[00:38:20.360 --> 00:38:20.360]   A cheaper car or a pickup truck will attract a whole lot less negative attention than a bling mobile.
[00:38:20.360 --> 00:38:20.360]   Park the Mercedes and Lexus.
[00:38:20.360 --> 00:38:20.360]   Drive the pickup truck.
[00:38:20.360 --> 00:38:20.360]   Tools.
[00:38:20.360 --> 00:38:20.360]   Basic tools like a socket set, wrench and screwdrivers, etc.
[00:38:20.360 --> 00:38:20.360]   A cordless electric screwdriver and drill will also save you a lot of energy and sweat.
[00:38:20.360 --> 00:38:20.360]   Other useful tools: crowbar large and small for breaking glass and prying open windows and doors,
[00:38:20.360 --> 00:38:20.360]   prying open windows and doors,
[00:38:20.360 --> 00:38:20.360]   and doors and doors and doors and doors and doors are not only used to be used.
[00:38:20.360 --> 00:38:20.360]   for the use of the car.
[00:38:20.400 --> 00:38:50.380]   the use of the car.
[00:38:50.380 --> 00:38:50.380]   The use of the car.
[00:38:50.380 --> 00:38:50.380]   The use of the car.
[00:38:50.420 --> 00:38:52.220]  arl
[00:38:52.220 --> 00:39:01.200]   be,,,
[00:39:01.200 --> 00:39:18.440]   test the prey the weather
[00:39:19.040 --> 00:39:27.900]   test the prey the weather
[00:39:47.680 --> 00:40:16.300]   and test the prey the weather
[00:40:16.300 --> 00:40:16.300]   and test the prey the weather
[00:40:16.300 --> 00:40:16.300]   and test the prey the weather
[00:40:16.300 --> 00:40:16.300]   and test the prey the weather
[00:40:16.300 --> 00:40:16.300]   and test the prey the weather
[00:40:16.300 --> 00:40:16.300]   and test the prey the weather
[00:40:16.300 --> 00:40:17.300]   and test the prey the weather there will be signs, wires,
[00:40:17.300 --> 00:40:17.300]   there will be signs, wires,
[00:40:17.320 --> 00:40:46.940]  , ,,and your GPS will likely have a nautical chart rather than I-10 on it.
[00:40:46.940 --> 00:40:46.980]   and your GPS will likely have a nautical chart rather than I-10 on it.
[00:40:46.980 --> 00:40:47.040]   and your GPS will likely have a nautical chart rather than I-10 on it.
[00:40:47.060 --> 00:41:08.980]   and your GPS will likely have a nautical chart rather than I-10 on it.
[00:41:08.980 --> 00:41:09.040]   and your GPS will likely have a nautical chart rather than I-10 on it.
[00:41:09.040 --> 00:41:09.040]   and your GPS will likely have a nautical chart rather than I-10 on it.
[00:41:09.040 --> 00:41:09.040]   and your GPS will likely have a nautical chart rather than I-10 on it.
[00:41:09.040 --> 00:41:09.140]   and your GPS will likely have a nautical chart rather than I-10 on it.
[00:41:09.140 --> 00:41:09.180]   and your GPS will likely have a nautical chart rather than I-10 on it.
[00:41:09.180 --> 00:41:09.240]   and your GPS will likely have a nautical chart rather than I-10 on it.
[00:41:09.240 --> 00:41:09.280]   and your GPS will likely have a nautical chart rather than I-10 on it.
[00:41:09.280 --> 00:41:09.340]   and your GPS will likely have a nautical chart rather than I-10 on it.
[00:41:09.340 --> 00:41:09.380]   and your GPS will likely have a nautical chart rather than I-10 on it.
[00:41:10.260 --> 00:41:31.780]  , and your GPS will likely have a nautical chart rather than I-10 on it.
[00:41:31.780 --> 00:41:31.820]   and your GPS will likely have a nautical chart rather than I-10 on it.
[00:41:31.820 --> 00:41:31.880]   and your GPS will likely have a nautical chart rather than I-10 on it.
[00:41:31.880 --> 00:41:31.920]   and your GPS will likely have a nautical chart rather than I-10 on it.
[00:41:31.920 --> 00:41:31.980]   and your GPS will likely have a nautical chart rather than I-10 on it.
[00:41:31.980 --> 00:41:32.020]   and your GPS will likely have a nautical chart rather than I-10 on it.
[00:41:32.020 --> 00:41:32.080]   and your GPS will likely have a nautical chart rather than I-10 on it.
[00:41:32.080 --> 00:41:32.100]   and your GPS will likely have a nautical chart rather than I-10 on it.
[00:41:32.100 --> 00:41:32.140]   and your GPS will likely have nautical chart rather than I-10 on it.
[00:41:32.140 --> 00:41:32.180]   and your GPS will likely have nautical chart rather than I-10 on it.
[00:41:32.220 --> 00:41:43.540]   wa
[00:41:43.540 --> 00:41:44.000]  's,
[00:41:44.000 --> 00:41:59.240]   8 Pri
[00:42:58.400 --> 00:42:58.400]   The
[00:42:58.400 --> 00:42:58.400]   The
[00:43:27.360 --> 00:43:35.760]   per
[00:43:35.760 --> 00:43:56.100]  , in a Gott, wasn, couldn, when, I'm a spelled, I'm, Take, Per, L, Herz,
[00:43:56.980 --> 00:44:06.360]   I
[00:44:06.360 --> 00:44:24.220]   for the way降
[00:44:27.000 --> 00:44:36.800]  感覺
[00:44:36.800 --> 00:44:38.860]   Или It Is
[00:44:38.860 --> 00:44:55.640]   50 don get정ộc repar money denen
[00:44:55.880 --> 00:45:01.680]   rendering korea's economy and the economy of the future.
[00:45:01.680 --> 00:45:03.680]   50 do getonguk repar moneyden rendering korea's economy and the economy of the future.
[00:45:03.680 --> 00:45:05.680]   50 do getonguk repar moneyden rendering korea's economy and the economy of the future.
[00:45:05.680 --> 00:45:07.680]   50 do getonguk repar moneyden rendering korea's economy and the economy of the future.
[00:45:07.680 --> 00:45:09.680]   50 do getonguk repar moneyden rendering korea's economy and the economy of the future.
[00:45:09.680 --> 00:45:11.680]   50 do getonguk repar moneyden rendering korea's economy and the economy of the future.
[00:45:11.680 --> 00:45:13.680]   50 do getonguk repar moneyden rendering korea's economy and the economy of the future.
[00:45:13.680 --> 00:45:15.680]   50 do getonguk repar moneyden rendering korea's economy and the economy of the future.
[00:45:15.680 --> 00:45:17.680]   50 do getonguk repar moneyden rendering korea's economy and the economy of the future.
[00:45:18.520 --> 00:45:41.520]  , 50 do getonguk repar moneyden rendering korea's economy and the economy of the future.
[00:45:41.520 --> 00:45:43.520]   50 do getonguk repar moneyden rendering korea's economy and the economy of the future.
[00:45:43.520 --> 00:45:45.520]   50 do getonguk repar moneyden rendering korea's economy and the economy of the future.
[00:45:45.520 --> 00:45:46.560]   50 do getonguk repar moneyden rendering korea's economy and the economy of the future.
[00:45:46.560 --> 00:45:47.560]   50 do getonguk repar moneyden rendering korea's economy and the economy of the future.
[00:45:47.560 --> 00:45:47.560]   50 do getonguk repar moneyden rendering korea's economy and the economy of the future.
[00:45:47.560 --> 00:45:47.560]   50 do getonguk repar moneyden rendering korea's economy and the economy of the Future.
[00:45:47.600 --> 00:45:55.260]   lights
[00:45:55.260 --> 00:46:13.560]   design, is,
[00:46:17.060 --> 00:46:27.820]   L
[00:46:27.820 --> 00:46:42.140]   on. I.
[00:47:15.140 --> 00:47:15.140]   The.
[00:47:44.200 --> 00:47:44.200]   -------
[00:47:44.200 --> 00:47:44.200]   --------
[00:47:44.240 --> 00:47:54.620]   вижу
[00:47:54.620 --> 00:47:55.580]   co adjust. La, 13,
[00:47:55.580 --> 00:48:10.940]   sorting
[00:48:13.000 --> 00:48:24.980]   achieve
[00:48:24.980 --> 00:48:41.800]   bit as wildly thank I Sh . . . . ., and, and, and, and, and, and, pocket,,,,,,,,,,,,,,, care 2021 ав業 I Thousanger Sa particulier spiritsugh Makzug I peace control the mis
[00:48:42.020 --> 00:48:55.740]   about
[00:48:55.740 --> 00:49:11.100]  這� Bar Bar T H S Z dis re образ喂 th thank help the good, and the, and, and, and, and, and, and, and, and, and,après WILL M,ok,ав,準, gravy, conform, look,uso, ac generously, Minute, buns, where the hold,lated, Play,obs.GG, aven, word, vie, Noch,ests. Des hope, dispersed,го,務, pass.orang, par debug, sens her separ, hết а bad.pl. not mut er alleging, alc gав. stay theBl control the late but��하면la milk is new returns partie
[00:49:11.160 --> 00:49:13.300]   wasn
[00:49:13.300 --> 00:49:41.140]   this is the
[00:49:41.160 --> 00:50:11.160]   this this is the the
[00:50:11.160 --> 00:50:11.160]   and then he asks if there are other specific questions from his fellow forum posters. Now in a follow-up post, Raptor was asked a few questions. I'm going to read several of the follow-up posts to you because they're quite interesting to get his personal experience. He writes, let me provide a little more background on myself, though for privacy's sake I'll not be too forthcoming. I'm white and middle-aged, have done very well in life. Materia is not in New Orleans proper,
[00:50:11.160 --> 00:50:11.160]   to be honest. I'm white and middle-aged, have done very well in life. Materia is not in New Orleans proper,
[00:50:11.160 --> 00:50:11.160]   I'm white and middle-aged, have done very well in life. Materia is not in New Orleans proper,
[00:50:11.160 --> 00:50:11.160]   I'm white and middle-aged, have done very well in life. Materia is not in New Orleans proper,
[00:50:11.180 --> 00:50:41.180]  ,
[00:50:41.180 --> 00:50:41.180]   I'm white and middle-aged, have done very well in life. Materia is not in New Orleans proper,
[00:50:41.180 --> 00:50:41.180]   I'm white and middle-aged, have done very well in life. Materia is not in New Orleans proper,
[00:50:41.180 --> 00:50:41.180]   I'm white and middle-aged, have done very well in life. Materia is not in New Orleans proper,
[00:50:41.180 --> 00:50:41.180]   I'm white and middle-aged, have done very well in life. Materia is not in New Orleans proper,
[00:50:41.180 --> 00:50:41.180]   I'm white and middle-aged, have done very well in life. Materia is not in New Orleans proper,
[00:50:41.180 --> 00:50:41.180]   I'm white and middle-aged, have done very well in life. Materia is not in New Orleans proper,
[00:50:41.200 --> 00:51:11.200]   I'm white and middle-aged, have done very well in life. Materia is not in New Orleans proper,
[00:51:11.200 --> 00:51:11.200]   I'm white and middle-aged, have done very well in life. Materia is not in New Orleans proper,
[00:51:11.200 --> 00:51:11.200]   I'm white and middle-aged, have done very well in life. Materia is not in New Orleans proper,
[00:51:11.200 --> 00:51:11.200]   I'm white and middle-aged, have done very well in life. Materia is not in New Orleans proper,
[00:51:11.200 --> 00:51:11.200]   I'm white and middle-aged, have done very well in life. Materia is not in New Orleans proper,
[00:51:11.200 --> 00:51:11.200]   I'm white and middle-aged, have done very well in life. Materia is not in New Orleans proper,
[00:51:11.200 --> 00:51:11.200]   I'm white and middle-aged, have done very well in life. Materia is not in New Orleans proper,
[00:51:11.200 --> 00:51:11.200]   I'm white and middle-aged, have done very well in life. Materia is not in New Orleans proper,
[00:51:11.200 --> 00:51:41.220]  , I'm white and middle-aged, have done very well in life. Materia is not in New Orleans proper,
[00:51:41.220 --> 00:51:41.220]   I'm white and middle-aged, have done very well in life. Materia is not in New Orleans proper,
[00:51:41.220 --> 00:51:41.220]   I'm white and middle-aged, have done very well in life. Materia is not in New Orleans proper,
[00:51:41.220 --> 00:51:41.220]   I'm white and middle-aged, have done very well in life. Materia is not in New Orleans proper,
[00:51:41.220 --> 00:51:41.220]   I'm white and middle-aged, have done very well in life. Materia is not in New Orleans proper,
[00:51:41.240 --> 00:52:11.240]   Materia is not in New Orleans proper, I'm white and middle-aged, have done very well in life.
[00:52:11.240 --> 00:52:11.240]   There's currently a case going to trial soon involving seven police officers accused of murder during Katrina.
[00:52:11.240 --> 00:52:11.240]   There's currently a case going to trial soon involving seven police officers accused of murder during Katrina.
[00:52:11.240 --> 00:52:11.240]   There's currently a case going to trial soon involving seven police officers accused of murder during Katrina.
[00:52:11.240 --> 00:52:11.240]   There's currently a case going to trial soon involving seven police officers accused of murder during Katrina.
[00:52:11.240 --> 00:52:11.240]   There's currently a case going to trial soon involving seven police officers accused of murder during Katrina.
[00:52:11.240 --> 00:52:11.240]   There's currently a case going to trial soon involving seven police officers accused of murder during Katrina.
[00:52:11.240 --> 00:52:11.240]   There's currently a case going to trial soon involving seven police officers accused of murder during Katrina.
[00:52:11.240 --> 00:52:11.240]   There's currently a case going to trial soon involving seven police officers accused of murder during Katrina.
[00:52:11.240 --> 00:52:11.240]   There's currently a case going to trial soon involving seven police officers accused of murder during Katrina.
[00:52:11.280 --> 00:52:41.260]   the government shows up your door and says he is a criminal.
[00:52:41.260 --> 00:52:41.260]   There's currently a case going to trial soon involving seven police officers accused of murder during Katrina.
[00:52:41.260 --> 00:52:41.260]   There's currently a case going to trial soon involving seven police officers accused of murder during Katrina.
[00:52:41.260 --> 00:52:41.260]   There's currently a case going to trial soon involving seven police officers accused of murder during Katrina.
[00:52:41.260 --> 00:52:41.260]   There's currently a case going to trial soon involving seven police officers accused of murder during Katrina.
[00:52:41.280 --> 00:53:11.280]   The government shows up your door and says he is a criminal.
[00:53:11.280 --> 00:53:11.280]   The government shows up your door and says he is a criminal.
[00:53:11.280 --> 00:53:11.280]   The government shows up your door and says he is a criminal.
[00:53:11.280 --> 00:53:11.280]   The government shows up your door and says he is a criminal.
[00:53:11.280 --> 00:53:11.280]   The government shows up your door and says he is a criminal.
[00:53:11.280 --> 00:53:11.280]   The government shows up your door and says he is a criminal.
[00:53:11.280 --> 00:53:11.280]   The government shows up your door and says he is a criminal.
[00:53:11.280 --> 00:53:11.280]   The government shows up your door and says he is a criminal.
[00:53:11.280 --> 00:53:11.280]   The government shows up your door and says he is a criminal.
[00:53:11.280 --> 00:53:11.280]   The government shows up your door and says he is a criminal.
[00:53:11.280 --> 00:53:11.280]   The government shows up your door and says he is a criminal.
[00:53:11.280 --> 00:53:11.280]   The government shows up your door and says he is a criminal.
[00:53:11.280 --> 00:53:11.280]   The government shows up your door and says he is a criminal.
[00:53:11.280 --> 00:53:41.300]   The government shows up your door and says he is a criminal.
[00:53:41.300 --> 00:53:41.300]   The government shows up your door and says he is a criminal.
[00:53:41.300 --> 00:53:41.300]   The government shows up your door and says he is a criminal.
[00:53:41.300 --> 00:53:41.300]   The government shows up your door and says he is a criminal.
[00:53:41.300 --> 00:53:41.300]   The government shows up your door and says he is a criminal.
[00:53:41.300 --> 00:53:41.300]   The government shows up your door and says he is a criminal.
[00:53:41.300 --> 00:53:41.300]   The government shows up your door and says he is a criminal.
[00:53:41.300 --> 00:53:41.300]   The government shows up your door and says he is a criminal.
[00:53:41.300 --> 00:53:41.300]   The government shows up your door and says he is a criminal.
[00:53:41.320 --> 00:54:11.320]   The government shows up your door and says he is a criminal.
[00:54:11.320 --> 00:54:11.320]   The government shows up your door and says he is a criminal.
[00:54:11.320 --> 00:54:11.320]   The government shows up your door and says he is a criminal.
[00:54:11.320 --> 00:54:11.320]   The government shows up your door and says he is a criminal.
[00:54:11.320 --> 00:54:11.320]   The government shows up your door and says he is a criminal.
[00:54:11.320 --> 00:54:11.320]   The government shows up your door and says he is a criminal.
[00:54:11.320 --> 00:54:11.320]   The government shows up your door and says he is a criminal.
[00:54:11.320 --> 00:54:11.320]   The government shows up your door and says he is a criminal.
[00:54:11.320 --> 00:54:11.320]   The government shows up your door and says he is a criminal.
[00:54:11.320 --> 00:54:11.320]   The government shows up your door and says he is a criminal.
[00:54:11.320 --> 00:54:11.320]   The government shows up your door and says he is a criminal.
[00:54:11.320 --> 00:54:11.320]   The government shows up your door and says he is a criminal.
[00:54:11.320 --> 00:54:11.320]   The government shows up your door and says he is a criminal.
[00:54:11.320 --> 00:54:11.320]   The government shows up your door and says he is a criminal.
[00:54:11.320 --> 00:54:41.340]   The government shows up your door and says he is a criminal.
[00:54:41.340 --> 00:54:41.340]   The government shows up your door and says he is a criminal.
[00:54:41.340 --> 00:54:41.340]   The government shows up your door and says he is a criminal.
[00:54:41.340 --> 00:54:41.340]   The government shows up your door and says he is a criminal.
[00:54:41.340 --> 00:54:41.340]   The government shows up your door and says he is a criminal.
[00:54:41.340 --> 00:54:41.340]   The government shows up your door and says he is a criminal.
[00:54:41.340 --> 00:54:41.340]   The government shows up your door and says he is a criminal.
[00:54:41.340 --> 00:54:41.340]   The government shows up your door and says he is a criminal.
[00:54:41.340 --> 00:54:41.340]   The government shows up your door and says he is a criminal.
[00:54:41.360 --> 00:55:11.360]   The government shows up your door and says he is a criminal.
[00:55:11.360 --> 00:55:11.360]   The government shows up your door and says he is a criminal.
[00:55:11.360 --> 00:55:11.360]   The government shows up your door and says he is a criminal.
[00:55:11.360 --> 00:55:11.360]   The government shows up your door and says he is a criminal.
[00:55:11.360 --> 00:55:11.360]   The government shows up your door and says he is a criminal.
[00:55:11.360 --> 00:55:11.360]   The government shows up your door and says he is a criminal.
[00:55:11.360 --> 00:55:11.360]   The government shows up your door and says he is a criminal.
[00:55:11.360 --> 00:55:11.360]   The government shows up your door and says he is a criminal.
[00:55:11.360 --> 00:55:11.360]   The government shows up your door and says he is a criminal.
[00:55:11.360 --> 00:55:11.360]   The government shows up your door and says he is a criminal.
[00:55:11.360 --> 00:55:11.360]   The government shows up your door and says he is a criminal.
[00:55:11.360 --> 00:55:11.360]   The government shows up your door and says he is a criminal.
[00:55:11.360 --> 00:55:11.360]   The government shows up your door and says he is a criminal.
[00:55:11.360 --> 00:55:11.360]   The government shows up your door and says he is a criminal.
[00:55:11.360 --> 00:55:41.380]   the government shows up your door and says he is a criminal.
[00:55:41.380 --> 00:55:41.380]   The government shows up your door and says he is a criminal.
[00:55:41.380 --> 00:55:41.380]   The government shows up your door and says he is a criminal.
[00:55:41.380 --> 00:55:41.380]   The government shows up your door and says he is a criminal.
[00:55:41.380 --> 00:55:41.380]   The government shows up your door and says he is a criminal.
[00:55:41.380 --> 00:55:41.380]   The government shows up your door and says he is a criminal.
[00:55:41.380 --> 00:55:41.380]   The government shows up your door and says he is a criminal.
[00:55:41.380 --> 00:55:41.380]   The government shows up your door and says he is a criminal.
[00:55:41.380 --> 00:55:41.380]   The government shows up your door and says he is a criminal.
[00:55:41.380 --> 00:55:41.380]   The government shows up your door and says he is a criminal.
[00:55:41.400 --> 00:56:11.400]   The government shows up your door and says he is a criminal.
[00:56:11.400 --> 00:56:11.400]   The government shows up your door and says he is a criminal.
[00:56:11.400 --> 00:56:11.400]   The government shows up your door and says he is a criminal.
[00:56:11.400 --> 00:56:11.400]   The government shows up your door and says he is a criminal.
[00:56:11.400 --> 00:56:11.400]   The government shows up your door and says he is a criminal.
[00:56:11.400 --> 00:56:11.400]   The government shows up your door and says he is a criminal.
[00:56:11.400 --> 00:56:11.400]   The government shows up your door and says he is a criminal.
[00:56:11.400 --> 00:56:11.400]   The government shows up your door and says he is a criminal.
[00:56:11.400 --> 00:56:11.400]   The government shows up your door and says he is a criminal.
[00:56:11.400 --> 00:56:11.400]   The government shows up your door and says he is a criminal.
[00:56:11.400 --> 00:56:11.400]   The government shows up your door and says he is a criminal.
[00:56:11.400 --> 00:56:11.400]   The government shows up your door and says he is a criminal.
[00:56:11.400 --> 00:56:11.400]   The government shows up your door and says he is a criminal.
[00:56:11.400 --> 00:56:11.400]   The government shows up your door and says he is a criminal.
[00:56:11.400 --> 00:56:41.420]   The government shows up your door and says he is a criminal.
[00:56:41.420 --> 00:56:41.420]   The government shows up your door and says he is a criminal.
[00:56:41.420 --> 00:56:41.420]   The government shows up your door and says he is a criminal.
[00:56:41.420 --> 00:56:41.420]   The government shows up your door and says he is a criminal.
[00:56:41.420 --> 00:56:41.420]   The government shows up your door and says he is a criminal.
[00:56:41.420 --> 00:56:41.420]   The government shows up your door and says he is a criminal.
[00:56:41.440 --> 00:57:11.440]   The government shows up your door and says he is a criminal.
[00:57:11.440 --> 00:57:11.440]   The government shows up your door and says he is a criminal.
[00:57:11.440 --> 00:57:11.440]   The government shows up your door and says he is a criminal.
[00:57:11.440 --> 00:57:11.440]   The government shows up your door and says he is a criminal.
[00:57:11.440 --> 00:57:11.440]   The government shows up your door and says he is a criminal.
[00:57:11.440 --> 00:57:11.440]   The government shows up your door and says he is a criminal.
[00:57:11.440 --> 00:57:11.440]   The government shows up your door and says he is a criminal.
[00:57:11.440 --> 00:57:11.440]   The government shows up your door and says he is a criminal.
[00:57:11.440 --> 00:57:11.440]   The government shows up your door and says he is a criminal.
[00:57:11.440 --> 00:57:11.440]   The government shows up your door and says he is a criminal.
[00:57:11.440 --> 00:57:11.440]   The government shows up your door and says he is a criminal.
[00:57:11.440 --> 00:57:11.440]   The government shows up your door and says he is a criminal.
[00:57:11.440 --> 00:57:11.440]   The government shows up your door and says he is a criminal.
[00:57:11.440 --> 00:57:11.440]   The government shows up your door and says he is a criminal.
[00:57:11.440 --> 00:57:41.460]   The government shows up your door and says he is a criminal.
[00:57:41.460 --> 00:57:41.460]   The government shows up your door and says he is a criminal.
[00:57:41.460 --> 00:57:41.460]   The government shows up your door and says he is a criminal.
[00:57:41.460 --> 00:57:41.460]   The government shows up your door and says he is a criminal.
[00:57:41.460 --> 00:57:41.460]   The government shows up your door and says he is a criminal.
[00:57:41.460 --> 00:57:41.460]   The government shows up your door and says he is a criminal.
[00:57:41.460 --> 00:57:41.460]   The government shows up your door and says he is a criminal.
[00:57:41.460 --> 00:57:41.460]   The government shows up your door and says he is a criminal.
[00:57:41.480 --> 00:58:11.480]   The government shows up your door and says he is a criminal.
[00:58:11.480 --> 00:58:11.480]   The government shows up your door and says he is a criminal.
[00:58:11.480 --> 00:58:11.480]   The government shows up your door and says he is a criminal.
[00:58:11.480 --> 00:58:11.480]   The government shows up your door and says he is a criminal.
[00:58:11.480 --> 00:58:11.480]   The government shows up your door and says he is a criminal.
[00:58:11.480 --> 00:58:11.480]   The government shows up your door and says he is a criminal.
[00:58:11.480 --> 00:58:11.480]   The government shows up your door and says he is a criminal.
[00:58:11.480 --> 00:58:11.480]   The government shows up your door and says he is a criminal.
[00:58:11.480 --> 00:58:11.480]   The government shows up your door and says he is a criminal.
[00:58:11.480 --> 00:58:11.480]   The government shows up your door and says he is a criminal.
[00:58:11.480 --> 00:58:11.480]   The government shows up your door and says he is a criminal.
[00:58:11.480 --> 00:58:11.480]   The government shows up your door and says he is a criminal.
[00:58:11.480 --> 00:58:11.480]   The government shows up your door and says he is a criminal.
[00:58:11.480 --> 00:58:11.480]   The government shows up your door and says he is a criminal.
[00:58:11.480 --> 00:58:41.500]   The government shows up your door and says he is a criminal.
[00:58:41.500 --> 00:58:41.500]   The government shows up your door and says he is a criminal.
[00:58:41.500 --> 00:58:41.500]   The government shows up your door and says he is a criminal.
[00:58:41.500 --> 00:58:41.500]   The government shows up your door and says he is a criminal.
[00:58:41.500 --> 00:58:41.500]   The government shows up your door and says he is a criminal.
[00:58:41.500 --> 00:58:41.500]   The government shows up your door and says he is a criminal.
[00:58:41.500 --> 00:58:41.500]   The government shows up your door and says he is a criminal.
