
[00:00:00.000 --> 00:00:06.920]   [APPLAUSE]
[00:18:06.120 --> 00:18:08.120]   and in exchange get more Roth money
[00:18:08.120 --> 00:18:10.820]   where you do keep the whole rate of return,
[00:18:10.820 --> 00:18:12.220]   that's a good thing.
[00:18:12.220 --> 00:18:16.220]   That's a point in favor of doing a conversion.
[00:18:16.220 --> 00:18:18.920]   Now, exactly how beneficial it turns out to be,
[00:18:18.920 --> 00:18:21.320]   in other words, how big of a point
[00:18:21.320 --> 00:18:23.920]   this is in favor of a conversion,
[00:18:23.920 --> 00:18:25.720]   it varies based on the circumstances.
[00:18:25.720 --> 00:18:27.720]   And the most important factor here
[00:18:27.720 --> 00:18:30.620]   is how long will the money stay in the Roth account
[00:18:30.620 --> 00:18:33.020]   after you do the conversion.
[00:18:33.020 --> 00:18:35.420]   And the longer the money would be in the Roth account,
[00:18:35.420 --> 00:18:36.520]   the more beneficial this is,
[00:18:36.520 --> 00:18:38.520]   the bigger a point it is in favor of conversions.
[00:18:38.520 --> 00:18:40.620]   And that just, for the very simple reason
[00:18:40.620 --> 00:18:42.520]   that the longer the money is in the Roth,
[00:18:42.520 --> 00:18:44.420]   then the more years you had to take advantage
[00:18:44.420 --> 00:18:46.820]   of tax-free compounding.
[00:18:46.820 --> 00:18:48.320]   And the length of time in question here,
[00:18:48.320 --> 00:18:52.320]   it could be from the date that you do the conversion
[00:18:52.320 --> 00:18:55.720]   until the date that you take the money out to spend it.
[00:18:55.720 --> 00:18:58.320]   Or it could be from the date that you do the conversion
[00:18:58.320 --> 00:19:00.920]   until the date that the dollars are distributed
[00:19:00.920 --> 00:19:04.720]   at some point after your death to your beneficiaries.
[00:19:04.720 --> 00:19:07.820]   And so under the current rules,
[00:19:07.820 --> 00:19:09.020]   if somebody inherits a Roth IRA
[00:19:09.020 --> 00:19:11.320]   from someone other than their spouse,
[00:19:11.320 --> 00:19:14.320]   they have to take the money out, but not right away.
[00:19:14.320 --> 00:19:15.920]   They're allowed to keep the money in the Roth
[00:19:15.920 --> 00:19:19.020]   for up to 10 years beyond the date of death.
[00:19:19.020 --> 00:19:21.020]   So for some retirees here,
[00:19:21.020 --> 00:19:25.120]   we could be talking about from the date you do the conversion
[00:19:25.120 --> 00:19:29.720]   through the rest of your life plus 10 more years.
[00:19:29.720 --> 00:19:31.220]   And so your age and your health
[00:19:31.220 --> 00:19:34.620]   are really important factors in this analysis.
[00:19:34.620 --> 00:19:38.320]   The younger you are and the better health you're in,
[00:19:38.320 --> 00:19:39.520]   the more likely it is
[00:19:39.520 --> 00:19:42.520]   that we're talking about a really long time here.
[00:19:42.520 --> 00:19:45.220]   And for some retirees,
[00:19:45.220 --> 00:19:47.220]   particularly those early in retirement
[00:19:47.220 --> 00:19:50.020]   and who are in good health,
[00:19:50.020 --> 00:19:51.820]   the rest of their life plus 10 years,
[00:19:51.820 --> 00:19:52.920]   it's not out of the question
[00:19:52.920 --> 00:19:55.220]   that we could be talking about 40 years,
[00:19:55.220 --> 00:19:57.320]   maybe even 50 years.
[00:19:57.320 --> 00:20:00.220]   And 40 or 50 years of tax-free compounding in a Roth
[00:20:00.220 --> 00:20:02.120]   is a big deal.
[00:20:02.120 --> 00:20:03.720]   This is just a very quick
[00:20:03.720 --> 00:20:06.020]   back-of-an-envelope-style math example.
[00:20:06.020 --> 00:20:08.120]   If you imagine $1 invested today
[00:20:08.120 --> 00:20:10.620]   at a 4% rate of return for 40 years,
[00:20:10.620 --> 00:20:13.920]   at the end of those 40 years, it has turned into $4.80.
[00:20:13.920 --> 00:20:16.320]   If you instead assume a 3.5% rate of return,
[00:20:16.320 --> 00:20:17.320]   so in other words,
[00:20:17.320 --> 00:20:20.720]   we're modeling a half-percentage point of tax drag,
[00:20:20.720 --> 00:20:22.920]   then it only turns into $3.96.
[00:20:22.920 --> 00:20:24.820]   In other words, it would have been 21% more money
[00:20:24.820 --> 00:20:26.420]   in the Roth account.
[00:20:26.420 --> 00:20:28.720]   If we keep all of those inputs the same
[00:20:28.720 --> 00:20:31.520]   but crank it up to 50 years,
[00:20:31.520 --> 00:20:34.420]   now it's 27% more money in the Roth account.
[00:20:34.420 --> 00:20:35.720]   And I know that the people in this room,
[00:20:35.720 --> 00:20:37.420]   most of you could do this math in a spreadsheet
[00:20:37.420 --> 00:20:38.720]   or using your favorite calculator.
[00:20:38.720 --> 00:20:42.320]   So the reason I took a minute to put this in here
[00:20:42.320 --> 00:20:44.820]   is just to illustrate that this is a big deal.
[00:20:44.820 --> 00:20:46.120]   It can be very impactful.
[00:20:46.120 --> 00:20:47.920]   And in some cases,
[00:20:47.920 --> 00:20:50.320]   this is actually a bigger deal
[00:20:50.320 --> 00:20:53.420]   than the pay tax now or pay tax later thing,
[00:20:53.420 --> 00:20:56.120]   even though that pay tax now or pay tax later thing
[00:20:56.120 --> 00:20:57.820]   gets all of the discussion.
[00:20:57.820 --> 00:21:00.020]   In some cases, this is a bigger deal.
[00:21:00.020 --> 00:21:02.520]   And frankly, what ends up happening a lot of times
[00:21:02.520 --> 00:21:05.620]   if I'm doing a Roth conversion analysis for somebody
[00:21:05.620 --> 00:21:08.220]   is when we're doing that first part,
[00:21:08.220 --> 00:21:10.220]   we're looking at pay tax now or pay tax later,
[00:21:10.220 --> 00:21:11.520]   and we're looking at the current tax rate
[00:21:11.520 --> 00:21:14.120]   and the future tax rate.
[00:21:14.120 --> 00:21:17.420]   The current tax rate, we can calculate, right?
[00:21:17.420 --> 00:21:19.220]   We have at least pretty darn close.
[00:21:19.220 --> 00:21:20.720]   We have the inputs that we need
[00:21:20.720 --> 00:21:23.320]   to figure out what tax rate you would pay
[00:21:23.320 --> 00:21:25.820]   on a conversion of a given size this year.
[00:21:25.820 --> 00:21:27.120]   That's easy.
[00:21:27.120 --> 00:21:29.320]   We've got software that does that very quickly for us.
[00:21:29.320 --> 00:21:30.820]   No big deal.
[00:21:30.820 --> 00:21:33.720]   But the future tax rate,
[00:21:33.720 --> 00:21:36.420]   that is extremely uncertain
[00:21:36.420 --> 00:21:39.320]   because we don't know what investment returns
[00:21:39.320 --> 00:21:40.720]   you're going to get.
[00:21:40.720 --> 00:21:43.620]   So we don't know how big your tax-deferred accounts will be,
[00:21:43.620 --> 00:21:46.220]   and so we don't know how big the RMDs will be.
[00:21:46.220 --> 00:21:48.420]   And we don't know how long anyone's gonna live,
[00:21:48.420 --> 00:21:50.120]   so we don't know how long this filing status
[00:21:50.120 --> 00:21:51.520]   or that filing status applies,
[00:21:51.520 --> 00:21:53.520]   and we don't know at what point it'll be
[00:21:53.520 --> 00:21:56.220]   your beneficiaries taking money out rather than you,
[00:21:56.220 --> 00:21:58.920]   and we don't know exactly how much you're gonna spend.
[00:21:58.920 --> 00:22:00.520]   So that also compounds our uncertainty
[00:22:00.520 --> 00:22:01.720]   about how big the accounts will be
[00:22:01.720 --> 00:22:04.320]   and how big the RMDs will be.
[00:22:04.320 --> 00:22:07.320]   And the big one, we don't know what tax legislation
[00:22:07.320 --> 00:22:08.620]   we're going to see.
[00:22:08.620 --> 00:22:12.020]   So that future tax rate that we're trying to compare,
[00:22:12.020 --> 00:22:14.520]   you know, current tax rate versus future tax rate,
[00:22:14.520 --> 00:22:18.420]   the future tax rate is, we don't know, is the short answer.
[00:22:18.420 --> 00:22:19.620]   It's extremely uncertain.
[00:22:19.620 --> 00:22:20.720]   It's a big question mark.
[00:22:20.720 --> 00:22:23.420]   And so in a lot of cases,
[00:22:23.420 --> 00:22:26.920]   if you're comparing this known future tax rate
[00:22:26.920 --> 00:22:29.020]   to an extremely uncertain,
[00:22:29.020 --> 00:22:30.320]   or known current tax rate
[00:22:30.320 --> 00:22:33.320]   to an extremely uncertain future tax rate,
[00:22:33.320 --> 00:22:36.820]   if that's the only part of the analysis that you look at,
[00:22:36.820 --> 00:22:39.120]   that can make a Roth conversion look like a wash, right?
[00:22:39.120 --> 00:22:40.520]   How would we possibly know?
[00:22:40.520 --> 00:22:42.520]   Is this good? Is it bad?
[00:22:42.520 --> 00:22:44.820]   Really hard to say.
[00:22:44.820 --> 00:22:46.420]   But if we account for this other factor,
[00:22:46.420 --> 00:22:48.020]   the one on the slide,
[00:22:48.020 --> 00:22:50.820]   where you can use money from a taxable account
[00:22:50.820 --> 00:22:52.320]   to pay the tax on the conversion,
[00:22:52.320 --> 00:22:55.720]   and when you do that, you're giving up your,
[00:22:55.720 --> 00:22:57.820]   essentially your less tax-efficient dollars
[00:22:57.820 --> 00:22:58.620]   from a taxable account
[00:22:58.620 --> 00:23:00.620]   where you don't keep the whole rate of return,
[00:23:00.620 --> 00:23:02.020]   but you get more Roth dollars
[00:23:02.020 --> 00:23:05.220]   where you do get to keep the whole rate of return.
[00:23:05.220 --> 00:23:07.520]   And when you account for that as well,
[00:23:07.520 --> 00:23:10.520]   in many cases, that's enough to take this analysis
[00:23:10.520 --> 00:23:13.420]   that at first glance looks like a who-knows
[00:23:13.420 --> 00:23:15.620]   and let us see that, oh, yeah, actually,
[00:23:15.620 --> 00:23:16.720]   in these circumstances,
[00:23:16.720 --> 00:23:19.620]   conversions probably are a good idea.
[00:23:19.620 --> 00:23:23.420]   That's how it ends up panning out a lot of the time.
[00:23:23.420 --> 00:23:25.720]   So that's our second effect of a Roth conversion.
[00:23:25.720 --> 00:23:28.620]   They let you use taxable account money to pay the tax,
[00:23:28.620 --> 00:23:29.320]   and when you do that,
[00:23:29.320 --> 00:23:31.520]   you're giving up taxable account money
[00:23:31.520 --> 00:23:33.620]   and you're getting more Roth money,
[00:23:33.620 --> 00:23:36.220]   and that is a good thing.
[00:23:36.220 --> 00:23:38.620]   Our third effect of a Roth conversion
[00:23:38.620 --> 00:23:40.120]   is that they will reduce your future
[00:23:40.120 --> 00:23:43.420]   required minimum distributions, your future RMDs,
[00:23:43.420 --> 00:23:49.520]   and that can reduce the future tax drag on the portfolio,
[00:23:49.520 --> 00:23:51.920]   and the reason that conversions reduce your future RMDs
[00:23:51.920 --> 00:23:52.820]   is very straightforward.
[00:23:52.820 --> 00:23:55.420]   It's that Roth accounts don't have RMDs
[00:23:55.420 --> 00:23:57.320]   while the original owner is still alive,
[00:23:57.320 --> 00:23:59.720]   so when you do a conversion,
[00:23:59.720 --> 00:24:01.920]   you're moving money out of tax-deferred and into Roth,
[00:24:01.920 --> 00:24:04.720]   so you're just reducing the portion of your portfolio
[00:24:04.720 --> 00:24:10.120]   that is subject to RMDs, so your RMDs go down.
[00:24:10.120 --> 00:24:14.520]   Now, when I say that reducing the RMDs
[00:24:14.520 --> 00:24:17.520]   can reduce the future tax drag on the portfolio,
[00:24:17.520 --> 00:24:18.620]   I want to make a distinction here
[00:24:18.620 --> 00:24:20.620]   because this is the least obvious thing
[00:24:20.620 --> 00:24:23.320]   that we're going to talk about today.
[00:24:23.320 --> 00:24:26.320]   When I say this, I'm not actually talking about the taxes
[00:24:26.320 --> 00:24:29.120]   that you would pay on the RMDs themselves.
[00:24:29.120 --> 00:24:31.220]   We're not talking about that,
[00:24:31.220 --> 00:24:32.520]   and the reason we're not talking about that
[00:24:32.520 --> 00:24:34.920]   is because we already talked about it.
[00:24:34.920 --> 00:24:37.920]   When we talked about the pay tax now or pay tax later,
[00:24:37.920 --> 00:24:41.320]   the pay tax later chunk of that, to a significant extent,
[00:24:41.320 --> 00:24:44.020]   that's the taxes you would pay on RMDs,
[00:24:44.020 --> 00:24:45.620]   so we've already talked about that.
[00:24:45.620 --> 00:24:47.720]   We already accounted for it.
[00:24:47.720 --> 00:24:51.720]   What we're talking about here is something completely separate.
[00:24:51.720 --> 00:24:54.920]   What we're talking about here is what happens
[00:24:54.920 --> 00:24:59.220]   to any unspent RMD dollars.
[00:24:59.220 --> 00:25:01.120]   In other words, your RMDs kick in.
[00:25:01.120 --> 00:25:02.920]   You take out however much you're forced to take out
[00:25:02.920 --> 00:25:03.920]   in a given year.
[00:25:03.920 --> 00:25:07.720]   You spend, let's say, half of it or whatever amount.
[00:25:07.720 --> 00:25:10.220]   What do you do with the rest of it?
[00:25:10.220 --> 00:25:12.120]   In a lot of cases, the answer is that the money
[00:25:12.120 --> 00:25:14.220]   is going to end up getting reinvested
[00:25:14.220 --> 00:25:16.620]   in a taxable brokerage account,
[00:25:16.620 --> 00:25:18.620]   and guess what happens in taxable brokerage accounts?
[00:25:18.620 --> 00:25:20.120]   The same thing that we were just talking about.
[00:25:20.120 --> 00:25:21.220]   You have tax drag.
[00:25:21.220 --> 00:25:22.820]   You have to pay tax on the interest and dividends
[00:25:22.820 --> 00:25:27.220]   and capital gains when you sell stuff,
[00:25:27.220 --> 00:25:30.620]   whereas, conversely, if you do the conversion,
[00:25:30.620 --> 00:25:33.820]   then the RMD never happens, and so the tax drag
[00:25:33.820 --> 00:25:36.720]   from being in a taxable account also never happens.
[00:25:36.720 --> 00:25:38.920]   The money is just allowed to stay in the Roth
[00:25:38.920 --> 00:25:43.120]   for up to the rest of your life plus up to 10 years.
[00:25:43.120 --> 00:25:46.420]   Now, this is another one that isn't necessarily applicable
[00:25:46.420 --> 00:25:50.520]   because if you would spend your entire RMD every year
[00:25:50.520 --> 00:25:54.120]   or if you would donate any portion that you don't spend,
[00:25:54.120 --> 00:25:56.120]   if you would have it sent directly
[00:25:56.120 --> 00:25:58.120]   from your traditional IRA to charity
[00:25:58.120 --> 00:26:01.120]   as what's called a qualified charitable distribution,
[00:26:01.120 --> 00:26:03.220]   then you don't need to be worrying about this third effect.
[00:26:03.220 --> 00:26:04.620]   It doesn't apply to you.
[00:26:04.620 --> 00:26:07.020]   This effect is only applicable in the cases
[00:26:07.020 --> 00:26:10.320]   where you expect that you'd be taking out your RMD
[00:26:10.320 --> 00:26:13.220]   and then ultimately reinvesting a portion of it.
[00:26:13.220 --> 00:26:15.720]   That's what we're concerned with here,
[00:26:15.720 --> 00:26:18.420]   but if this does apply, if you do expect
[00:26:18.420 --> 00:26:20.420]   you would be reinvesting a portion of your RMD,
[00:26:20.420 --> 00:26:22.120]   this is another one where, by definition,
[00:26:22.120 --> 00:26:24.120]   it's a point in favor of doing conversions.
[00:26:24.120 --> 00:26:26.420]   It's never a point against doing a conversion,
[00:26:27.620 --> 00:26:30.020]   but just like with effect number two,
[00:26:30.020 --> 00:26:33.520]   here, same thing where how beneficial it turns out to be,
[00:26:33.520 --> 00:26:36.520]   in other words, how strong a point it is
[00:26:36.520 --> 00:26:38.120]   in favor of doing a conversion
[00:26:38.120 --> 00:26:39.320]   depends on the circumstances
[00:26:39.320 --> 00:26:41.420]   and specifically it depends on how long the money
[00:26:41.420 --> 00:26:43.420]   would be in the Roth account.
[00:26:43.420 --> 00:26:46.920]   Now, in this case, the, oh, and again,
[00:26:46.920 --> 00:26:48.320]   the longer it's in the Roth account,
[00:26:48.320 --> 00:26:49.820]   the more beneficial this is,
[00:26:49.820 --> 00:26:51.420]   but in this case, the length of time
[00:26:51.420 --> 00:26:54.120]   that we're concerned with, it's essentially
[00:26:55.020 --> 00:26:58.820]   how long would the money be in a taxable account,
[00:26:58.820 --> 00:27:02.320]   incurring tax drag, if you don't do the conversion,
[00:27:02.320 --> 00:27:04.420]   whereas it instead would have been in the Roth account
[00:27:04.420 --> 00:27:05.520]   if you did do the conversion.
[00:27:05.520 --> 00:27:09.220]   So essentially, it starts when your RMDs start,
[00:27:09.220 --> 00:27:10.820]   which is some point in your 70s,
[00:27:10.820 --> 00:27:12.520]   depending on when you're born,
[00:27:12.520 --> 00:27:14.920]   and it goes through potentially the rest of your life
[00:27:14.920 --> 00:27:16.720]   plus up to 10 years,
[00:27:16.720 --> 00:27:19.120]   and so this is another one where your health
[00:27:19.120 --> 00:27:20.520]   is really important.
[00:27:20.520 --> 00:27:22.320]   The better health you're in, the more likely it is
[00:27:22.320 --> 00:27:23.920]   that this is a long time,
[00:27:23.920 --> 00:27:27.020]   and for a lot of retirees,
[00:27:27.020 --> 00:27:31.320]   from the date that RMD starts, 73, 75,
[00:27:31.320 --> 00:27:34.120]   through the rest of their life plus up to 10 years,
[00:27:34.120 --> 00:27:36.020]   likely to be multiple decades,
[00:27:36.020 --> 00:27:39.420]   and multiple decades of compounding in a Roth tax-free
[00:27:39.420 --> 00:27:40.520]   can be a big deal.
[00:27:40.520 --> 00:27:43.720]   So those are our three effects of a Roth conversion.
[00:27:43.720 --> 00:27:46.520]   Number one, you pay tax now instead of later.
[00:27:46.520 --> 00:27:48.020]   That can be good or it can be bad.
[00:27:48.020 --> 00:27:51.320]   It just depends on the tax rate you pay on the conversion,
[00:27:51.320 --> 00:27:52.620]   how that compares to the tax rate
[00:27:52.620 --> 00:27:55.120]   that would have been paid on the dollars later
[00:27:55.120 --> 00:27:56.620]   whenever they come out of the account later
[00:27:56.620 --> 00:27:58.620]   if you don't convert them.
[00:27:58.620 --> 00:28:01.720]   Second effect is that conversions let you use money
[00:28:01.720 --> 00:28:05.120]   from a taxable account to pay the tax on the conversion,
[00:28:05.120 --> 00:28:06.320]   and when you do that,
[00:28:06.320 --> 00:28:09.120]   you're giving up your least tax-efficient money
[00:28:09.120 --> 00:28:11.020]   where you don't keep the whole rate of return
[00:28:11.020 --> 00:28:12.020]   and you're getting Roth money,
[00:28:12.020 --> 00:28:14.520]   which is your most tax-efficient money,
[00:28:14.520 --> 00:28:15.920]   and the third effect is that conversions
[00:28:15.920 --> 00:28:17.420]   are gonna reduce your RMDs,
[00:28:17.420 --> 00:28:20.120]   and that can reduce the future tax drag on your portfolio
[00:28:20.120 --> 00:28:23.420]   if you expect that you would be reinvesting
[00:28:23.420 --> 00:28:25.220]   your excess RMDs every year.
[00:28:25.220 --> 00:28:33.720]   So moving on to primary topic number two,
[00:28:33.720 --> 00:28:38.120]   what are the goals that we can hope to achieve
[00:28:38.120 --> 00:28:40.320]   with a smart conversion plan?
[00:28:40.320 --> 00:28:41.520]   Or another way to say this would be
[00:28:41.520 --> 00:28:44.520]   what are the metrics that we can realistically expect
[00:28:44.520 --> 00:28:48.120]   would be improved by doing conversions?
[00:28:48.120 --> 00:28:50.120]   And to back up just a step,
[00:28:50.120 --> 00:28:51.420]   one thing that I have found
[00:28:51.420 --> 00:28:54.320]   in doing retirement tax planning for a lot of people
[00:28:54.320 --> 00:28:57.320]   is that a tax-efficient spending plan
[00:28:57.320 --> 00:29:02.120]   usually improves financial security in retirement,
[00:29:02.120 --> 00:29:04.020]   and what I mean by that is that it improves two metrics.
[00:29:04.020 --> 00:29:06.020]   Number one, makes it less likely
[00:29:06.020 --> 00:29:08.620]   you're gonna run out of money during your lifetime.
[00:29:08.620 --> 00:29:11.420]   Number two is that it makes it so that
[00:29:11.420 --> 00:29:12.820]   in the unlucky scenarios,
[00:29:12.820 --> 00:29:15.120]   like if we're doing Monte Carlo simulations,
[00:29:15.120 --> 00:29:18.320]   in the unlucky scenarios where you still do run out of money,
[00:29:18.320 --> 00:29:20.020]   at least it happens later in life.
[00:29:20.020 --> 00:29:22.620]   So that's still an improvement at least.
[00:29:22.620 --> 00:29:26.020]   And so when you improve both of those two things together,
[00:29:26.020 --> 00:29:27.420]   in my head I just think of that as,
[00:29:27.420 --> 00:29:31.420]   okay, you're now safer, more financially secure.
[00:29:31.420 --> 00:29:33.720]   Now one thing that honestly surprised me
[00:29:33.720 --> 00:29:35.820]   when I started digging into this
[00:29:35.820 --> 00:29:39.320]   is from modeling Roth conversions
[00:29:39.320 --> 00:29:44.020]   for a lot of clients in a very, very broad range
[00:29:44.020 --> 00:29:45.520]   of financial circumstances
[00:29:45.520 --> 00:29:47.120]   and using a bunch of different assumptions
[00:29:47.120 --> 00:29:49.520]   for all of the various inputs,
[00:29:49.520 --> 00:29:53.020]   is that Roth conversions don't usually have those effects.
[00:29:53.020 --> 00:29:56.520]   They don't usually improve financial security in retirement.
[00:29:56.520 --> 00:29:58.520]   And I know that surprises a lot of people,
[00:29:58.520 --> 00:29:59.520]   and in fact you're probably thinking,
[00:29:59.520 --> 00:30:00.820]   well, why the heck not?
[00:30:00.820 --> 00:30:03.120]   Because we just spent all that time
[00:30:03.120 --> 00:30:04.920]   talking about the three effects of a conversion
[00:30:04.920 --> 00:30:06.620]   and how they can be helpful.
[00:30:06.620 --> 00:30:09.720]   So how can that be true and this can also be true?
[00:30:09.720 --> 00:30:12.020]   It's not very intuitive.
[00:30:12.020 --> 00:30:14.120]   And the way I've come to think of it is,
[00:30:14.120 --> 00:30:18.420]   if you think about the problems that Roth conversions solve,
[00:30:18.420 --> 00:30:21.120]   number one is RMDs, right?
[00:30:21.120 --> 00:30:22.320]   They make your RMDs smaller
[00:30:22.320 --> 00:30:24.720]   and that has various beneficial effects.
[00:30:24.720 --> 00:30:26.320]   And number two is the tax drag
[00:30:26.320 --> 00:30:27.520]   that occurs in taxable accounts.
[00:30:27.520 --> 00:30:28.620]   Basically the two things
[00:30:28.620 --> 00:30:31.620]   I've spent the last half hour talking about.
[00:30:31.620 --> 00:30:34.620]   Those are the problems Roth conversions solve.
[00:30:34.620 --> 00:30:36.420]   But if we make a list,
[00:30:36.420 --> 00:30:37.720]   what are the things that are likely
[00:30:37.720 --> 00:30:40.720]   to cause portfolio depletion in retirement?
[00:30:40.720 --> 00:30:43.120]   Those two things aren't on that list, right?
[00:30:43.120 --> 00:30:45.920]   RMDs, they don't cause people to run out of money.
[00:30:45.920 --> 00:30:48.320]   If you haven't run into that math yet,
[00:30:48.320 --> 00:30:49.720]   they just don't.
[00:30:49.720 --> 00:30:52.020]   In fact, RMDs are often recommended
[00:30:52.020 --> 00:30:54.020]   as a retirement spending strategy
[00:30:54.020 --> 00:30:55.120]   with the idea being look up
[00:30:55.120 --> 00:30:56.720]   whatever the RMD percentage would be
[00:30:56.720 --> 00:30:57.920]   for somebody your age
[00:30:57.920 --> 00:31:01.420]   and then spend that percent of your whole portfolio.
[00:31:01.420 --> 00:31:03.820]   And they're recommended as a spending strategy
[00:31:03.820 --> 00:31:06.720]   precisely because they're so unlikely
[00:31:06.720 --> 00:31:10.220]   to cause portfolio depletion.
[00:31:10.220 --> 00:31:11.820]   And that second factor there,
[00:31:11.820 --> 00:31:15.220]   the tax drag that occurs in a taxable account.
[00:31:15.220 --> 00:31:19.020]   If you think about how an unlucky retirement scenario
[00:31:19.020 --> 00:31:21.120]   is likely to look,
[00:31:21.120 --> 00:31:25.720]   that problem solves itself most of the time
[00:31:25.720 --> 00:31:28.220]   because as we'll get to in just a minute,
[00:31:28.220 --> 00:31:31.020]   the first dollars that you usually spend in retirement
[00:31:31.020 --> 00:31:33.520]   are the taxable account dollars.
[00:31:33.520 --> 00:31:34.520]   And so if we're thinking about
[00:31:34.520 --> 00:31:36.120]   an unlucky retirement scenario
[00:31:36.120 --> 00:31:37.620]   where the portfolio is getting depleted
[00:31:37.620 --> 00:31:39.620]   and you're spending it down rapidly,
[00:31:39.620 --> 00:31:42.120]   that's the first thing that gets spent down.
[00:31:42.120 --> 00:31:47.120]   And remember, the tax drag is a small percentage.
[00:31:47.120 --> 00:31:48.120]   It's only a big deal
[00:31:48.120 --> 00:31:49.820]   when we're compounding that small percentage
[00:31:49.820 --> 00:31:53.820]   over 30, 40 years of having a taxable account.
[00:31:53.820 --> 00:31:54.720]   If you're talking about
[00:31:54.720 --> 00:31:57.220]   maybe a half percentage point of cost
[00:31:57.220 --> 00:32:00.520]   on an account that's only a part of your portfolio
[00:32:00.520 --> 00:32:04.020]   and that account is going to disappear
[00:32:04.020 --> 00:32:06.820]   within the first maybe four or five or six years,
[00:32:06.820 --> 00:32:08.920]   half a percent on a part of the portfolio
[00:32:08.920 --> 00:32:10.820]   for a handful of years
[00:32:10.820 --> 00:32:14.220]   wasn't really the big thing that caused the depletion, right?
[00:32:14.220 --> 00:32:16.320]   So the tax drag in taxable accounts,
[00:32:16.320 --> 00:32:18.420]   it doesn't cause portfolio depletion.
[00:32:18.420 --> 00:32:21.120]   And so Roth conversions are solving problems.
[00:32:21.120 --> 00:32:22.220]   They're just not the things
[00:32:22.220 --> 00:32:24.620]   that cause people to run out of money.
[00:32:24.620 --> 00:32:25.820]   Now, if we think,
[00:32:25.820 --> 00:32:29.220]   what are the things that cause people to run out of money?
[00:32:29.220 --> 00:32:30.620]   The first one that comes to mind for me
[00:32:30.620 --> 00:32:32.020]   is sequence of returns risk.
[00:32:32.020 --> 00:32:33.420]   And I know many of you have heard that term.
[00:32:33.420 --> 00:32:36.620]   The idea is if you get bad investment returns
[00:32:36.620 --> 00:32:38.920]   in your early retirement years,
[00:32:38.920 --> 00:32:41.420]   you can have this situation where the portfolio,
[00:32:41.420 --> 00:32:43.420]   if it's just getting smashed in the stock market, right,
[00:32:43.420 --> 00:32:45.620]   and you're spending from it at the same time,
[00:32:45.620 --> 00:32:48.920]   it can end up getting severely depleted really quickly.
[00:32:48.920 --> 00:32:52.320]   And so even if you get good returns going forward from there,
[00:32:52.320 --> 00:32:54.320]   it might not save the day.
[00:32:54.320 --> 00:32:56.720]   And then the second thing that comes to mind for me
[00:32:56.720 --> 00:32:58.520]   is the term spending shocks.
[00:32:58.520 --> 00:33:00.820]   This is a term that came from the late Dirk Cotton.
[00:33:00.820 --> 00:33:02.920]   He was one of my favorite retirement writers.
[00:33:02.920 --> 00:33:04.820]   If you ever get a chance, look him up.
[00:33:04.820 --> 00:33:07.320]   And the idea of a spending shock
[00:33:07.320 --> 00:33:13.220]   is it is an unexpected but unavoidable big expense
[00:33:13.220 --> 00:33:14.320]   or a series of expenses.
[00:33:14.320 --> 00:33:15.520]   So it could be a healthcare cost
[00:33:15.520 --> 00:33:17.420]   that wasn't covered by insurance
[00:33:17.420 --> 00:33:20.820]   or major house repairs or whatever it is.
[00:33:20.820 --> 00:33:22.820]   And the reason those are so problematic
[00:33:22.820 --> 00:33:24.720]   is exactly the same reason
[00:33:24.720 --> 00:33:26.720]   as sequence of returns risk, actually.
[00:33:26.720 --> 00:33:28.720]   If that happens early in retirement,
[00:33:28.720 --> 00:33:30.120]   you get hit with this big expense
[00:33:30.120 --> 00:33:33.320]   that you hadn't planned on and you can't avoid it,
[00:33:33.320 --> 00:33:36.020]   it can result in the portfolio getting depleted
[00:33:36.020 --> 00:33:37.620]   too severely, too rapidly.
[00:33:37.620 --> 00:33:40.420]   And then even if you get good returns after that,
[00:33:40.420 --> 00:33:42.620]   it might not save the day.
[00:33:42.620 --> 00:33:44.420]   So those, in my head,
[00:33:44.420 --> 00:33:47.020]   those are the two things that are the biggest problems,
[00:33:47.020 --> 00:33:48.920]   the biggest risks,
[00:33:48.920 --> 00:33:50.920]   things that are likely to cause portfolio depletion.
[00:33:50.920 --> 00:33:52.920]   But if we think of both of those things
[00:33:52.920 --> 00:33:55.320]   and think about Roth conversions,
[00:33:55.320 --> 00:33:57.120]   Roth conversions don't solve those.
[00:33:57.120 --> 00:34:00.420]   They don't make sequence of returns risk go away.
[00:34:00.420 --> 00:34:04.120]   They don't make unavoidable healthcare expenses go away.
[00:34:04.120 --> 00:34:06.120]   That's just not what Roth conversions do.
[00:34:06.120 --> 00:34:09.820]   So they're helpful, but they're just not helpful in this way.
[00:34:09.820 --> 00:34:12.420]   And so that might lead somebody to ask,
[00:34:12.420 --> 00:34:14.020]   "Why would I bother with a Roth conversion
[00:34:14.020 --> 00:34:16.120]   if it's not improving my financial security?
[00:34:16.120 --> 00:34:19.420]   What can I hope to get out of it?"
[00:34:19.420 --> 00:34:22.220]   And the answer is that in a case of a smart conversion plan,
[00:34:22.220 --> 00:34:23.920]   and I specify smart conversion plan
[00:34:23.920 --> 00:34:25.220]   because this is something
[00:34:25.220 --> 00:34:27.320]   that we need to be putting thought into, right?
[00:34:27.320 --> 00:34:30.020]   We don't just want to start willy-nilly Roth conversions
[00:34:30.020 --> 00:34:32.520]   because in most years for most people,
