
[00:00:00.000 --> 00:00:03.000]   Thank you.
[00:30:46.800 --> 00:30:55.040]   So in this case we're just kind of toning things down, at least based on our initialization.
[00:30:55.040 --> 00:30:58.400]   And so there are probably other ways to do this.
[00:30:58.400 --> 00:31:04.320]   For example, one approach from some folks at Nvidia called Lars, L-A-R-S, which I briefly
[00:31:04.320 --> 00:31:09.760]   mentioned last week, is an approach which uses discriminative learning rates calculated
[00:31:09.760 --> 00:31:18.200]   in real time, basically looking at the ratio between the gradients and the activations
[00:31:18.200 --> 00:31:20.820]   to scale learning rates by layer.
[00:31:20.820 --> 00:31:30.000]   And so they found that they didn't need this trick to scale up the batch sizes a lot.
[00:31:30.000 --> 00:31:35.060]   Maybe a different initialization would be all that's necessary.
[00:31:35.060 --> 00:31:39.560]   The reason I mention this is not so much because I think a lot of you are likely to want to
[00:31:39.560 --> 00:31:45.200]   train on massive clusters of computers, but rather that I think a lot of you want to train
[00:31:45.200 --> 00:31:51.800]   models quickly, and that means using high learning rates and ideally getting super-convergence.
[00:31:51.800 --> 00:31:58.880]   And I think these kinds of tricks, the tricks that we'll need to be able to get super-convergence
[00:31:58.880 --> 00:32:02.640]   across more different architectures and so forth.
[00:32:02.640 --> 00:32:10.240]   And other than Leslie Smith, no one else is really working on super-convergence other
[00:32:10.240 --> 00:32:12.640]   than some fast AI students nowadays.
[00:32:12.640 --> 00:32:17.120]   So these kinds of things about how do we train at very, very high learning rates, we're going
[00:32:17.120 --> 00:32:24.840]   to have to be the ones who figure it out as far as I can tell nobody else cares yet.
[00:32:24.840 --> 00:32:31.160]   So I think looking at the literature around training ImageNet in one hour, or more recently
[00:32:31.160 --> 00:32:37.720]   there's now a train ImageNet in 15 minutes, these papers actually have some of the tricks
[00:32:37.720 --> 00:32:40.960]   to allow us to train things at high learning rates.
[00:32:40.960 --> 00:32:42.200]   And so here's one of them.
[00:32:42.200 --> 00:32:47.920]   And so interestingly other than the train ImageNet in one hour paper, the only other
[00:32:47.920 --> 00:32:53.280]   place I've seen this mentioned was in this EDSR paper.
[00:32:53.280 --> 00:33:00.640]   And it's really cool because people who win competitions, I just find them to be very
[00:33:00.640 --> 00:33:03.200]   pragmatic and well-read.
[00:33:03.200 --> 00:33:05.420]   They actually have to get things to work.
[00:33:05.420 --> 00:33:10.480]   And so this paper describes an approach which actually worked better than anybody else's
[00:33:10.480 --> 00:33:11.480]   approach.
[00:33:11.480 --> 00:33:17.120]   And they did these pragmatic things like throw away batch norm and use this little scaling
[00:33:17.120 --> 00:33:23.000]   factor which almost nobody else seems to know about and stuff like that.
[00:33:23.000 --> 00:33:26.400]   So that's where the point one comes from.
[00:33:26.400 --> 00:33:32.960]   So basically our super-resolution ResNet is going to do a convolution to go from our three
[00:33:32.960 --> 00:33:36.760]   channels to 64 channels just to richen up the space a little bit.
[00:33:36.760 --> 00:33:39.920]   Oh sorry, I've got actually 8, not 5.
[00:33:39.920 --> 00:33:43.560]   Eight lots of these res blocks.
[00:33:43.560 --> 00:33:48.880]   Remember every one of these res blocks is Stripe 1, so the grid size doesn't change,
[00:33:48.880 --> 00:33:54.080]   the number of filters doesn't change, it's just 64 all the way through.
[00:33:54.080 --> 00:33:58.800]   We'll do one more convolution and then we'll do our up-sampling by however much scale
[00:33:58.800 --> 00:34:01.160]   we asked for.
[00:34:01.160 --> 00:34:06.720]   And then something I've added which is a little idea is just one batch norm here because it
[00:34:06.720 --> 00:34:11.560]   kind of felt like it might be helpful just to scale the last layer.
[00:34:11.560 --> 00:34:16.120]   And then finally a conv to go back to the three channels we want.
[00:34:16.120 --> 00:34:20.960]   So you can see that's basically here's lots and lots of computation and then a little
[00:34:20.960 --> 00:34:32.200]   bit of up-sampling just like we kind of described.
[00:34:32.200 --> 00:34:38.640]   So the only other piece here then is -- and also just to mention as you can see as I'm
[00:34:38.640 --> 00:34:44.800]   tending to do now, this whole thing is done by creating just a list of layers and then
[00:34:44.800 --> 00:34:49.920]   at the end turning that into a sequential model, and so my forward function is as simple
[00:34:49.920 --> 00:34:53.120]   as can be.
[00:34:53.120 --> 00:34:55.800]   So here's our up-sampling.
[00:34:55.800 --> 00:35:05.680]   And up-sampling is a bit interesting because it is not doing either of these two things.
[00:35:05.680 --> 00:35:13.820]   So let's talk a bit about up-sampling.
[00:35:13.820 --> 00:35:18.040]   Here's a picture from the paper, not from the competition-winning paper but from this
[00:35:18.040 --> 00:35:20.480]   original paper.
[00:35:20.480 --> 00:35:25.040]   And so they're saying our approach is so much better, but look at their approach.
[00:35:25.040 --> 00:35:30.000]   It's got goddamn artifacts in it.
[00:35:30.000 --> 00:35:31.800]   These just pop up everywhere, don't they?
[00:35:31.800 --> 00:35:35.960]   And so one of the reasons for this is that they use transposed convolutions, and we all
[00:35:35.960 --> 00:35:40.840]   know don't use transposed convolutions.
[00:35:40.840 --> 00:35:42.600]   So here are transposed convolutions.
[00:35:42.600 --> 00:35:47.640]   This is from this fantastic convolutional arithmetic paper that was shown also in the
[00:35:47.640 --> 00:35:48.720]   Theano docs.
[00:35:48.720 --> 00:35:55.760]   If we're going from the blue is the original image, so a 3x3 image up to a 5x5 image, or
[00:35:55.760 --> 00:36:01.520]   a 6x6 if we added a layer of padding, then all a transposed convolution does is it uses
[00:36:01.520 --> 00:36:10.320]   a regular 3x3 conv, but it sticks white 0 pixels between every pair of pixels.
[00:36:10.320 --> 00:36:14.680]   So that makes the input image bigger and when we run this convolution up over it, it therefore
[00:36:14.680 --> 00:36:17.240]   gives us a larger output.
[00:36:17.240 --> 00:36:23.480]   But that's obviously stupid because when we get here, for example, of the 9 pixels coming
[00:36:23.480 --> 00:36:26.200]   in, 8 of them are 0.
[00:36:26.200 --> 00:36:28.960]   So we're just wasting a whole lot of computation.
[00:36:28.960 --> 00:36:35.080]   And then on the other hand, if we're slightly off over here, then 4 of our 9 are non-zero.
[00:36:35.080 --> 00:36:42.600]   But yet we only have one filter, like one kernel to use, so it can't change depending
[00:36:42.600 --> 00:36:48.640]   on how many zeros are coming in, so it has to be suitable for both.
[00:36:48.640 --> 00:36:50.680]   And it's just not possible.
[00:36:50.680 --> 00:36:53.720]   So we end up with these artifacts.
[00:36:53.720 --> 00:36:59.320]   So one approach we've learned to make it a bit better is to not put white things here,
[00:36:59.320 --> 00:37:07.240]   but instead to copy this pixel's value to each of these three locations.
[00:37:07.240 --> 00:37:11.480]   That's certainly a bit better, but it's still pretty crappy because now still when we get
[00:37:11.480 --> 00:37:17.160]   to these 9 here, 4 of them are exactly the same number.
[00:37:17.160 --> 00:37:25.200]   And when we move across 1, then now we've got a different situation entirely.
[00:37:25.200 --> 00:37:30.440]   And so depending on where we are, in particular if we're here, there's going to be a lot less
[00:37:30.440 --> 00:37:31.480]   repetition.
[00:37:31.480 --> 00:37:36.640]   So again we have this problem where there's wasted computation and too much structure
[00:37:36.640 --> 00:37:39.480]   in the data and it's going to lead to artifacts.
[00:37:39.480 --> 00:37:45.160]   So up-sampling is better than transposed convolutions, it's better to copy them rather than replace
[00:37:45.160 --> 00:37:50.220]   them with zeros, but it's still not quite good enough.
[00:37:50.220 --> 00:38:00.640]   So instead we're going to do the pixel shuffle.
[00:38:00.640 --> 00:38:07.160]   So the pixel shuffle is an operation in this sub-pixel convolutional neural network.
[00:38:07.160 --> 00:38:12.900]   And it's a little bit mind-bending, but it's kind of fascinating.
[00:38:12.900 --> 00:38:18.200]   And so we start with our input, we go through some convolutions to create some feature maps
[00:38:18.200 --> 00:38:27.800]   for a while until eventually we get to layer i-1, which has n i-1 feature maps.
[00:38:27.800 --> 00:38:29.960]   We're going to do another 3x3 conv.
[00:38:29.960 --> 00:38:36.960]   And our goal here is to go from a 7x7 grid cell, we're going to go a 3x3 upscaling, so
[00:38:36.960 --> 00:38:41.400]   we're going to go up to a 21x21 grid cell.
[00:38:41.400 --> 00:38:45.560]   So what's another way we could do that?
[00:38:45.560 --> 00:38:50.700]   To make it simpler, let's just pick one face, just one filter.
[00:38:50.700 --> 00:38:54.720]   So we'll just take the topmost filter and just do a convolution over that just to see
[00:38:54.720 --> 00:38:56.120]   what happens.
[00:38:56.120 --> 00:39:02.840]   And what we're going to do is we're going to use a convolution where the kernel size
[00:39:02.840 --> 00:39:12.200]   the number of filters is 9 times bigger than we, strictly speaking, need.
[00:39:12.200 --> 00:39:20.600]   So if we needed 64 filters, we're actually going to do 64 times 9 filters.
[00:39:20.600 --> 00:39:21.840]   Why is that?
[00:39:21.840 --> 00:39:27.980]   And so here r is the scale factor, so 3, so r squared, 3 squared is 9.
[00:39:27.980 --> 00:39:38.120]   So here are the 9 filters to cover one of these input layers, one of these input slices.
[00:39:38.120 --> 00:39:47.240]   But what we can do is we started with 7x7 and we turned it into 7x7x9.
[00:39:47.240 --> 00:39:58.160]   Well the output that we want is equal to 7x3 by 7x3, so in other words there's an equal
[00:39:58.160 --> 00:40:04.100]   number of pixels here, or activations here, as there are r activations here.
[00:40:04.100 --> 00:40:17.320]   So we can literally reshuffle these 7x7x9 activations to create this 7x3x7x3 map.
[00:40:17.320 --> 00:40:21.920]   And so what we're going to do is we're going to take one little tube here, the top left
[00:40:21.920 --> 00:40:29.280]   hand of each grid, and we're going to put the purple one up in the top left, and then
[00:40:29.280 --> 00:40:35.440]   the blue one, one to the right, and then the light blue one, one to the right of that, and
[00:40:35.440 --> 00:40:40.920]   then the slightly darker blue one in the middle of the far left, the green one in the middle,
[00:40:40.920 --> 00:40:41.920]   and so forth.
[00:40:41.920 --> 00:40:49.320]   So each of these 9 cells in the top left are going to end up in this little 3x3 section
[00:40:49.320 --> 00:40:51.640]   of our grid.
[00:40:51.640 --> 00:40:58.760]   And then we're going to take 2, 1 and take all of those 9 and move them to these 3x3
[00:40:58.760 --> 00:41:02.160]   part of the grid, and so on and so forth.
[00:41:02.160 --> 00:41:08.000]   And so we're going to end up having every one of these 7x7x9 activations inside this
[00:41:08.000 --> 00:41:13.360]   7x3x7x3 image.
[00:41:13.360 --> 00:41:19.280]   So the first thing to realize is, yes of course this works under some definition of works
[00:41:19.280 --> 00:41:25.440]   because we have a learnable convolution here, and it's going to get some gradients, which
[00:41:25.440 --> 00:41:30.880]   is going to do the best job it can of filling in the correct activation such that this output
[00:41:30.880 --> 00:41:33.720]   is the thing we want.
[00:41:33.720 --> 00:41:40.360]   So the first step is to realize there's nothing particularly magical here, we can create any
[00:41:40.360 --> 00:41:46.640]   architecture we like, we can move things around anyhow we want to, and our weights in the convolution
[00:41:46.640 --> 00:41:49.040]   will do their best to do all we asked.
[00:41:49.040 --> 00:41:52.760]   The real question is, is it a good idea?
[00:41:52.760 --> 00:41:58.680]   Is this an easier thing for it to do, and a more flexible thing for it to do, than the
[00:41:58.680 --> 00:42:04.440]   transposed convolution or the upsampling followed by 1x1 conv?
[00:42:04.440 --> 00:42:07.480]   And the short answer is, yes it is.
[00:42:07.480 --> 00:42:13.760]   And the reason it's better in short is that the convolution here is happening in the low
[00:42:13.760 --> 00:42:21.160]   resolution 7x7 space, which is quite efficient, whereas if we first of all upsampled and then
[00:42:21.160 --> 00:42:30.960]   did our conv, then our conv would be happening in the 21x21 space, which is a lot of computation.
[00:42:30.960 --> 00:42:35.880]   And furthermore as we discussed, there's a lot of replication and redundancy in the nearest
[00:42:35.880 --> 00:42:40.840]   neighbor upsampled version.
[00:42:40.840 --> 00:42:45.160]   So they actually show in this paper, in fact I think they have a follow-up technical note
[00:42:45.160 --> 00:42:51.080]   where they provide some more mathematical details as to exactly what work is being done
[00:42:51.080 --> 00:42:58.480]   and show that the work really is more efficient this way.
[00:42:58.480 --> 00:43:00.280]   So that's what we're going to do.
[00:43:00.280 --> 00:43:02.880]   So for our upsampling we're going to have two steps.
[00:43:02.880 --> 00:43:11.920]   The first will be a 3x3 conv with R^2 times more channels than we originally wanted, and
[00:43:11.920 --> 00:43:20.880]   then a pixel shuffle operation which moves everything in each grid cell into the little
[00:43:20.880 --> 00:43:25.880]   R/R grids that are located throughout here.
[00:43:25.880 --> 00:43:31.200]   So here it is, it's one line of code.
[00:43:31.200 --> 00:43:37.400]   And so here's the conv from number of in to number of filters out times 4, because we're
[00:43:37.400 --> 00:43:43.560]   doing a scale2 upsample, so 2^2 is 4.
[00:43:43.560 --> 00:43:49.320]   So that's our convolution, and then here is our pixel shuffle, it's built into PyTorch.
[00:43:49.320 --> 00:43:54.960]   Pixel shuffle is the thing that moves each thing into its right spot.
[00:43:54.960 --> 00:44:02.800]   So that will increase, will upsample by a scale factor of 2, and so we need to do that
[00:44:02.800 --> 00:44:12.200]   log base2 scale times, so if scale is 4, then we have to do it 2 times to go 2 times 2 bigger.
[00:44:12.200 --> 00:44:17.840]   So that's what this upsample here does.
[00:44:17.840 --> 00:44:24.240]   Great, guess what?
[00:44:24.240 --> 00:44:27.440]   That does not get rid of the checkerboard patterns.
[00:44:27.440 --> 00:44:30.580]   We still have checkerboard patterns.
[00:44:30.580 --> 00:44:35.040]   So I'm sure in great fury and frustration, this same team from Twitter, I think this
[00:44:35.040 --> 00:44:39.500]   was back when they used to be at a startup called MagicPony that Twitter bought, came
[00:44:39.500 --> 00:44:52.760]   back again with another paper saying, okay, this time we've got rid of the checkerboard.
[00:44:52.760 --> 00:45:00.080]   So why do we still have, as you can see here, we still have a checkerboard?
[00:45:00.080 --> 00:45:07.300]   And so the reason we still have a checkerboard, even after doing this, is that when we randomly
[00:45:07.300 --> 00:45:13.840]   initialize this convolutional kernel at the start, it means that each of these 9 pixels
[00:45:13.840 --> 00:45:19.320]   in this little 3x3 grid over here are going to be totally randomly different.
[00:45:19.320 --> 00:45:24.840]   But then the next set of 3 pixels will be randomly different to each other, but will
[00:45:24.840 --> 00:45:29.520]   be very similar to the corresponding pixel in the previous 3x3 section.
[00:45:29.520 --> 00:45:33.880]   So we're going to have repeating 3x3 things all the way across.
[00:45:33.880 --> 00:45:40.720]   And so then as we try to learn something better, it's starting from this repeating 3x3 starting
[00:45:40.720 --> 00:45:44.300]   point, which is not what we want.
[00:45:44.300 --> 00:45:51.100]   What we actually would want is for these 3x3 pixels to be the same to start with.
[00:45:51.100 --> 00:45:59.440]   So to make these 3x3 pixels the same, we would need to make these 9 channels the same here.
[00:45:59.440 --> 00:46:01.760]   For each filter.
[00:46:01.760 --> 00:46:10.980]   And so the solution, and this paper is very simple, is that when we initialize this convolution
[00:46:10.980 --> 00:46:15.740]   at the start, when we randomly initialize it, we don't totally randomly initialize it.
[00:46:15.740 --> 00:46:23.620]   We randomly initialize one of the R^2 sets of channels, and then we copy that to the
[00:46:23.620 --> 00:46:26.800]   other R^2, so they're all the same.
[00:46:26.800 --> 00:46:31.900]   And that way, initially, each of these 3x3s will be the same.
[00:46:31.900 --> 00:46:42.420]   And so that is called IC&R, and that's what we're going to use in a moment.
[00:46:42.420 --> 00:46:45.140]   So before we do, let's take a quick look.
[00:46:45.140 --> 00:46:50.600]   So we've got this super resolution ResNet, which does lots of computation with lots of
[00:46:50.600 --> 00:46:57.020]   ResNet blocks, and then it does some up-sampling and gets our final 3 channels out.
[00:46:57.020 --> 00:47:03.140]   And then to make life faster, we're going to run this in parallel.
[00:47:03.140 --> 00:47:08.960]   One reason we want to run it in parallel is because Dorado told us that he has 6 GPUs,
[00:47:08.960 --> 00:47:13.240]   and this is what his computer looks like right now.
[00:47:13.240 --> 00:47:19.900]   And so I'm sure anybody who has more than one GPU has had this experience before.
[00:47:19.900 --> 00:47:27.700]   So how do we get these men working together?
[00:47:27.700 --> 00:47:37.220]   All you need to do is to take your PyTorch module and wrap it with nn.data_parallel.
[00:47:37.220 --> 00:47:43.580]   And once you've done that, it copies it to each of your GPUs and will automatically run
[00:47:43.580 --> 00:47:45.820]   it in parallel.
[00:47:45.820 --> 00:47:54.580]   It scales pretty well to 2 GPUs, okay to 3 GPUs, better than nothing to 4 GPUs, and beyond
[00:47:54.580 --> 00:48:00.140]   that performance starts to go backwards.
[00:48:00.140 --> 00:48:03.220]   By default it will copy it to all of your GPUs.
[00:48:03.220 --> 00:48:08.940]   You can add an array of GPUs, otherwise if you want to avoid getting in trouble, for
[00:48:08.940 --> 00:48:13.340]   example I have to share our box with Yannette, and if I didn't put this here, then she would
[00:48:13.340 --> 00:48:17.720]   be yelling at me right now, or maybe boycotting my class.
[00:48:17.720 --> 00:48:22.740]   So this is how you avoid getting into trouble with Yannette.
[00:48:22.740 --> 00:48:29.460]   So one thing to be aware of here is that once you do this, it actually modifies your module.
[00:48:29.460 --> 00:48:34.140]   So if you now print out your module, let's say prohibuously it was just an nn.sequential,
[00:48:34.140 --> 00:48:43.020]   now you'll find it's an nn.sequential embedded inside a module called module.
[00:48:43.020 --> 00:48:49.580]   And so in other words, if you save something which you had nn.data_parallel, and then try
[00:48:49.580 --> 00:48:54.580]   to load it back into something that you hadn't, nn.beta_parallel, it'll say it doesn't match
[00:48:54.580 --> 00:49:00.820]   up because one of them is embedded inside this module attribute and the other one isn't.
[00:49:00.820 --> 00:49:07.020]   It may also depend even on which GPU IDs you had it copied to.
[00:49:07.020 --> 00:49:16.380]   So two possible solutions, one is don't save the module m, but instead save the module attribute
[00:49:16.380 --> 00:49:21.860]   m.module, because that's actually the non-data parallel bit.
[00:49:21.860 --> 00:49:28.540]   Or always put it on the same GPU IDs and use data parallel and load and save that every
[00:49:28.540 --> 00:49:29.540]   time.
[00:49:29.540 --> 00:49:30.540]   That's what I was using.
[00:49:30.540 --> 00:49:35.060]   This would be an easy thing for me to fix automatically in fast.ai and I'll do it pretty
[00:49:35.060 --> 00:49:41.140]   soon so it'll look for that module attribute and deal with it automatically, but for now
[00:49:41.140 --> 00:49:42.140]   we have to do it manually.
[00:49:42.140 --> 00:49:46.720]   It's probably useful to know what's going on behind the scenes anyway.
[00:49:46.720 --> 00:49:54.340]   So we've got our module, I find it'll run like 50% or 60% faster on a 1080ti.
[00:49:54.340 --> 00:50:00.580]   If you're running on Volta, it actually parallelizes a bit better.
[00:50:00.580 --> 00:50:06.260]   There are much faster ways to parallelize, but this is a super easy way.
[00:50:06.260 --> 00:50:08.980]   So we create our learner in the usual way.
[00:50:08.980 --> 00:50:13.340]   We could use mse_loss here, so that's just going to compare the pixels of the output
[00:50:13.340 --> 00:50:19.360]   to the pixels that we expected, and we can run our learning rate finder and we can train
[00:50:19.360 --> 00:50:27.420]   it for a while, and here's our input and here's our output, and you can see that what we've
[00:50:27.420 --> 00:50:32.500]   managed to do is to train a very advanced residual convolutional network that's learned
[00:50:32.500 --> 00:50:36.100]   to blur things.
[00:50:36.100 --> 00:50:37.100]   Why is that?
[00:50:37.100 --> 00:50:38.540]   Well because it's what we asked for.
[00:50:38.540 --> 00:50:45.900]   We said to minimize mse_loss, an mse_loss between pixels, really the best way to do
[00:50:45.900 --> 00:50:50.400]   that is just average the pixels, i.e. to blur it.
[00:50:50.400 --> 00:50:52.620]   So that's why pixel_loss is no good.
[00:50:52.620 --> 00:50:56.980]   So we want to use our perceptual loss.
[00:50:56.980 --> 00:51:00.120]   So let's try perceptual loss.
[00:51:00.120 --> 00:51:06.260]   So with perceptual loss, we're basically going to take our VGG network, and just like we
[00:51:06.260 --> 00:51:14.120]   did last week, we're going to find the block index just before we get a max pool.
[00:51:14.120 --> 00:51:20.500]   So here are the ends of each block of the same grid size, and if we just print them
[00:51:20.500 --> 00:51:26.040]   out as we'd expect, every one of those is a value module.
[00:51:26.040 --> 00:51:32.440]   And so in this case, these last two blocks are less interesting to us.
[00:51:32.440 --> 00:51:39.580]   The grid size there is small enough, coarse enough that it's not as useful for super resolution,
[00:51:39.580 --> 00:51:42.380]   so we're just going to use the first three.
[00:51:42.380 --> 00:51:47.300]   And so just to save unnecessary computation, we're just going to use those first 23 layers
[00:51:47.300 --> 00:51:54.340]   for VGG, we'll throw away the rest, we'll stick it on the GPU, we're not going to be
[00:51:54.340 --> 00:51:59.740]   training this VGG model at all, we're just using it to compare activations.
[00:51:59.740 --> 00:52:07.540]   So we'll stick it in eval mode, and we will set it to not trainable.
[00:52:07.540 --> 00:52:13.940]   Just like last week, we'll use a save_features class to do a forward hook, which saves the
[00:52:13.940 --> 00:52:17.340]   output activations at each of those layers.
[00:52:17.340 --> 00:52:21.180]   And so now we've got everything we need to create our perceptual loss, or as I call it
[00:52:21.180 --> 00:52:24.660]   here, feature_loss_plus.
[00:52:24.660 --> 00:52:32.160]   And so we're going to pass in a list of layer IDs, the layers where we want the content
[00:52:32.160 --> 00:52:39.580]   loss to be calculated, an array of weights, a list of weights for each of those layers.
[00:52:39.580 --> 00:52:46.180]   So we can just go through each of those layer IDs and create an object which has got the
[00:52:46.180 --> 00:52:49.860]   hook function, forward hook function to store the activations.
[00:52:49.860 --> 00:52:58.220]   And so in our forward, then we can just go ahead and call the forward pass of our model
[00:52:58.220 --> 00:53:02.620]   with the target, so the target is the high res image we're trying to create.
[00:53:02.620 --> 00:53:06.860]   And so the reason we do that is because that's going to then call that hook function and
[00:53:06.860 --> 00:53:14.060]   store in self.save_features the activations we want.
[00:53:14.060 --> 00:53:20.540]   Now we're going to need to do that for our Confinet output as well.
[00:53:20.540 --> 00:53:24.780]   So we need to clone these because otherwise the Confinet output is going to go ahead and
[00:53:24.780 --> 00:53:27.980]   just plobber what we already had.
[00:53:27.980 --> 00:53:34.180]   So now we can do the same thing for the Confinet output, which is the input to the loss function.
[00:53:34.180 --> 00:53:40.500]   And so now we've got those two things, we can zip them all together along with the weights.
[00:53:40.500 --> 00:53:45.420]   So we've got inputs, targets, weights, and then we can do the L1 loss between the inputs
[00:53:45.420 --> 00:53:48.820]   and the targets and multiply by the layer weights.
[00:53:48.820 --> 00:53:57.100]   The only other thing I do is I also grab the pixel loss, but I weight it down quite a bit.
[00:53:57.100 --> 00:54:02.260]   And most people don't do this, I haven't seen papers that do this, but in my opinion it's
[00:54:02.260 --> 00:54:09.860]   maybe a little bit better because you've got the perceptual content loss activation stuff,
[00:54:09.860 --> 00:54:18.660]   but at the finest level it also cares about the individual pixels.
[00:54:18.660 --> 00:54:24.060]   So that's our loss function, we create our super resolution ResNet, telling it how much
[00:54:24.060 --> 00:54:28.060]   to scale up by.
[00:54:28.060 --> 00:54:38.820]   And then we're going to do our ICNR initialization of that pixel shuffle convolution.
[00:54:38.820 --> 00:54:46.840]   So this is very, very boring code, I actually stole it from somebody else.
[00:54:46.840 --> 00:54:53.500]   Literally all it does is just say, okay, you've got some weight tensor x that you want to
[00:54:53.500 --> 00:55:01.300]   initialize, so we're going to treat it as if it had a number of number of features divided
[00:55:01.300 --> 00:55:11.020]   by scale squared features in practice, so this might be 2 squared, it could be 4, because
[00:55:11.020 --> 00:55:16.960]   we actually want to keep one set of them and then copy them 4 times.
[00:55:16.960 --> 00:55:22.620]   So we divide it by 4, and we create something of that size, and we initialize that with
[00:55:22.620 --> 00:55:31.460]   a default timing normal initialization, and then we just make scale squared copies of
[00:55:31.460 --> 00:55:32.460]   it.
[00:55:32.460 --> 00:55:36.220]   And the rest of it is just moving axes around a little bit.
[00:55:36.220 --> 00:55:45.740]   So that's going to return a new weight matrix where each initialized subkernel is repeated
[00:55:45.740 --> 00:55:49.780]   R squared or scale squared times.
[00:55:49.780 --> 00:55:53.760]   So that details don't matter very much, all that matters here is that I just looked through
[00:55:53.760 --> 00:56:00.820]   to find what was the actual layer, the conv layer just before the pixel shuffle, and stored
[00:56:00.820 --> 00:56:07.100]   it away, and then I called ICNR on its weight matrix to get my new weight matrix, and then
[00:56:07.100 --> 00:56:13.140]   I copied that new weight matrix back into that layer.
[00:56:13.140 --> 00:56:20.660]   So as you can see, I went to quite a lot of trouble in this exercise to really try to
[00:56:20.660 --> 00:56:25.900]   implement all the best practices, and I kind of tend to do things a bit one extreme or
[00:56:25.900 --> 00:56:26.900]   the other.
[00:56:26.900 --> 00:56:30.420]   I show you a really hacky version that only slightly works, or I go to the nth degree
[00:56:30.420 --> 00:56:32.860]   to make it work really well.
[00:56:32.860 --> 00:56:37.940]   So this is a version where I'm claiming that this is pretty much a state-of-the-art implementation,
[00:56:37.940 --> 00:56:46.220]   it's a competition-winning approach, and the reason I'm doing that is because I think this
[00:56:46.220 --> 00:56:51.180]   is one of those rare papers where they actually get a lot of the details right, and I kind
[00:56:51.180 --> 00:56:56.580]   of want you to get a feel of what it feels like to get all the details right.
[00:56:56.580 --> 00:57:02.220]   And remember, getting the details right is the difference between this hideous blurry
[00:57:02.220 --> 00:57:14.780]   mess and this really pretty exquisite result.
[00:57:14.780 --> 00:57:19.260]   So we're going to have to do theta parallel on that again, we're going to set our criterion
[00:57:19.260 --> 00:57:25.500]   to be feature loss using our VGG model, grab the first few blocks, and these are sets of
[00:57:25.500 --> 00:57:34.580]   layer weights that I found worked pretty well, do a learning rate finder, fit it for a while,
[00:57:34.580 --> 00:57:40.700]   and I fit all around for a little while trying to get some of these details right.
[00:57:40.700 --> 00:57:48.260]   But here's my favorite part of the paper, what happens next, now that we've done it
[00:57:48.260 --> 00:57:55.180]   for scale=2, progressive resizing.
[00:57:55.180 --> 00:58:00.540]   So progressive resizing is the trick that let us get the best single computer result
[00:58:00.540 --> 00:58:02.740]   for ImageNet training on Dawnbench.
[00:58:02.740 --> 00:58:07.860]   This idea is starting small, gradually making bigger, and in two papers that have used this
[00:58:07.860 --> 00:58:15.220]   idea, one is the progressive resizing of GANs paper which allows training of very high-resolution
[00:58:15.220 --> 00:58:19.620]   GANs, and the other one is the EDSR paper.
[00:58:19.620 --> 00:58:26.700]   And the cool thing about progressive resizing is not only are your earlier epochs, assuming
[00:58:26.700 --> 00:58:33.000]   you've got two by two smaller, four times faster, you can also make the batch size maybe
[00:58:33.000 --> 00:58:39.060]   three or four times bigger, but more importantly, they're going to generalize better because
[00:58:39.060 --> 00:58:44.980]   you're feeding your model different size images during training.
[00:58:44.980 --> 00:58:51.000]   So we were able to train like half as many epochs for ImageNet as most people.
[00:58:51.000 --> 00:58:54.620]   So our epochs were faster and there were fewer of them.
[00:58:54.620 --> 00:59:01.140]   So progressive resizing is something that, particularly if you're training from scratch,
[00:59:01.140 --> 00:59:04.780]   I'm not so sure if it's useful for fine-tuning transfer learning, but if you're training
[00:59:04.780 --> 00:59:08.740]   from scratch, you probably want to do nearly all the time.
[00:59:08.740 --> 00:59:16.140]   So the next step is to go all the way back to the top and change to 4-scale 32 batch
[00:59:16.140 --> 00:59:21.780]   size, like restart, so I save the model before I do that, go back.
[00:59:21.780 --> 00:59:29.340]   And that's why there's a little bit of fussing around in here with reloading, because what
[00:59:29.340 --> 00:59:35.580]   I needed to do now is I needed to load my saved model back in, but there's a slight
[00:59:35.580 --> 00:59:41.500]   issue, which is I now have one more up-sampling layer than I used to have.
[00:59:41.500 --> 00:59:54.420]   To go from 2x2 to 4x4, my little loop here is now looping through twice, not once, and
[00:59:54.420 --> 00:59:58.100]   therefore it's added an extra conv and an extra pixel shuffle.
[00:59:58.100 --> 01:00:03.900]   So how am I going to load in weights through a different network?
[01:00:03.900 --> 01:00:11.100]   And the answer is that I use a very handy thing in PyTorch, which is if I call -- this
[01:00:11.100 --> 01:00:19.440]   is basically what learn.load calls behind the scenes, load state dict.
[01:00:19.440 --> 01:00:26.780]   If I pass this parameter strict=false, if I pass in this parameter strict=false, then
[01:00:26.780 --> 01:00:34.500]   it says if you can't fill in all of the layers, just fill in the layers you can.
[01:00:34.500 --> 01:00:38.900]   So after loading the model back in this way, we're going to end up with something where
[01:00:38.900 --> 01:00:44.460]   it's loaded in all the layers that it can, and that one conv layer that's new is going
[01:00:44.460 --> 01:00:46.900]   to be randomly initialized.
[01:00:46.900 --> 01:00:56.600]   And so then I freeze all my layers and then unfreeze that up-sampling part, and then use
[01:00:56.600 --> 01:01:06.980]   ICNR on my newly added extra layer, and then I can go ahead and load again.
[01:01:06.980 --> 01:01:08.820]   And so then the rest is the same.
