
[00:00:00.000 --> 00:00:00.800]   Hey, everyone.
[00:16:53.200 --> 00:16:54.600]   And for a researcher, for Andreas,
[00:16:54.600 --> 00:16:57.800]   doing a new piece of research, he could trust those numbers.
[00:16:57.800 --> 00:17:02.440]   And he could pull down those models,
[00:17:02.440 --> 00:17:04.560]   confirm it on his machine, use the standard benchmark
[00:17:04.560 --> 00:17:08.480]   to then measure his model, and all this kind of stuff.
[00:17:08.480 --> 00:17:10.320]   And so we started building that.
[00:17:10.320 --> 00:17:12.560]   That's what we applied to YC with.
[00:17:12.560 --> 00:17:16.000]   We got into YC, and we started building a prototype of this.
[00:17:16.000 --> 00:17:19.160]   And then this is where it all starts to fall apart.
[00:17:19.160 --> 00:17:20.680]   We were like, OK, that sounds great.
[00:17:20.680 --> 00:17:21.680]   And we talked to a bunch of researchers,
[00:17:21.680 --> 00:17:22.320]   and they really wanted that.
[00:17:22.320 --> 00:17:22.960]   And that sounds brilliant.
[00:17:22.960 --> 00:17:24.920]   That's a great way to create a supply of models
[00:17:24.920 --> 00:17:26.520]   on this research platform.
[00:17:26.520 --> 00:17:28.480]   But how the hell is this a business?
[00:17:28.480 --> 00:17:30.640]   How are we even going to make any money out of this?
[00:17:30.640 --> 00:17:33.200]   And we're like, oh, shit, that's the real unknown here
[00:17:33.200 --> 00:17:35.560]   of what the business is.
[00:17:35.560 --> 00:17:42.200]   So we thought it would be a really good idea to--
[00:17:42.200 --> 00:17:44.880]   OK, before we get too deep into this,
[00:17:44.880 --> 00:17:49.720]   let's try and reduce the risk of this turning into a business.
[00:17:49.720 --> 00:17:51.880]   So let's try and research what the business could
[00:17:51.880 --> 00:17:57.360]   be for this research tool, effectively.
[00:17:57.360 --> 00:18:00.660]   So we went and talked to a bunch of companies trying
[00:18:00.660 --> 00:18:02.360]   to sell them something which didn't exist.
[00:18:02.360 --> 00:18:04.040]   So we're like, hey, do you want a way
[00:18:04.040 --> 00:18:06.320]   to share research inside your company
[00:18:06.320 --> 00:18:09.000]   so that other researchers, or say the product manager,
[00:18:09.000 --> 00:18:11.240]   can test out the machine learning model?
[00:18:11.240 --> 00:18:12.760]   Maybe.
[00:18:12.760 --> 00:18:18.240]   And we were like, do you want a deployment platform
[00:18:18.240 --> 00:18:20.360]   for deploying models?
[00:18:20.360 --> 00:18:22.880]   Do you want a central place for versioning models?
[00:18:22.880 --> 00:18:24.960]   We're trying to think of lots of different products
[00:18:24.960 --> 00:18:27.640]   we could sell that were related to this thing.
[00:18:27.640 --> 00:18:29.700]   And terrible idea.
[00:18:29.700 --> 00:18:32.100]   We're not salespeople, and people
[00:18:32.100 --> 00:18:34.640]   don't want to buy something that doesn't exist.
[00:18:34.640 --> 00:18:36.180]   I think some people can pull this off,
[00:18:36.180 --> 00:18:39.540]   but we were just a bunch of product people, products
[00:18:39.540 --> 00:18:42.620]   and engineer people, and we just couldn't pull this off.
[00:18:42.620 --> 00:18:44.620]   So we then got halfway through our YC batch.
[00:18:44.620 --> 00:18:46.540]   We didn't have-- we hadn't built a product.
[00:18:46.540 --> 00:18:47.480]   We had no users.
[00:18:47.480 --> 00:18:49.560]   We had no idea what our business was going to be,
[00:18:49.560 --> 00:18:51.560]   because we couldn't get anybody to buy something
[00:18:51.560 --> 00:18:53.860]   which didn't exist.
[00:18:53.860 --> 00:18:55.860]   And actually, this was quite a way through our--
[00:18:55.860 --> 00:18:57.780]   I think it was like 2/3 the way through our YC batch
[00:18:57.780 --> 00:18:58.300]   or something.
[00:18:58.300 --> 00:19:00.460]   So we're like, OK, well, we're kind of screwed now,
[00:19:00.460 --> 00:19:02.740]   because we don't have anything to show at demo day.
[00:19:02.740 --> 00:19:05.780]   And then we then tried to figure out, OK,
[00:19:05.780 --> 00:19:09.060]   what can we build in two weeks that will be something?
[00:19:09.060 --> 00:19:10.260]   So we desperately tried to--
[00:19:10.260 --> 00:19:13.300]   I can't remember what we tried to build at that point.
[00:19:13.300 --> 00:19:16.740]   And then two weeks before demo day, I just remember this.
[00:19:16.740 --> 00:19:22.580]   I remember it was all--
[00:19:22.580 --> 00:19:25.000]   we were going down to Mountain View every week for dinners,
[00:19:25.000 --> 00:19:26.620]   and we got called on to an all-hands Zoom
[00:19:26.620 --> 00:19:27.860]   call, which was super weird.
[00:19:27.860 --> 00:19:29.100]   We're like, what's going on?
[00:19:29.100 --> 00:19:33.900]   And they were like, don't come to dinner tomorrow.
[00:19:33.900 --> 00:19:37.400]   And we realized-- we kind of looked at the news,
[00:19:37.400 --> 00:19:40.420]   and we were like, oh, there's a pandemic going on.
[00:19:40.420 --> 00:19:42.020]   We were so deep in our startup, we
[00:19:42.020 --> 00:19:44.640]   were just completely oblivious to what was going on around us.
[00:19:44.640 --> 00:19:46.540]   Was this Jan or Feb 2020?
[00:19:46.540 --> 00:19:48.020]   This was March 2020.
[00:19:48.020 --> 00:19:48.540]   March 2020.
[00:19:48.540 --> 00:19:49.340]   2020, yeah.
[00:19:49.340 --> 00:19:51.260]   Because I remember Silicon Valley at the time
[00:19:51.260 --> 00:19:52.940]   was early to COVID.
[00:19:52.940 --> 00:19:55.060]   Like, they started locking down a lot faster
[00:19:55.060 --> 00:19:56.060]   than the rest of the US.
[00:19:56.060 --> 00:19:58.740]   And I remember soon after that, there
[00:19:58.740 --> 00:20:00.580]   was the San Francisco lockdowns.
[00:20:00.580 --> 00:20:02.900]   And then the YC batch just stopped.
[00:20:02.900 --> 00:20:05.180]   There wasn't demo day.
[00:20:05.180 --> 00:20:07.820]   And it was, in a sense, a blessing for us,
[00:20:07.820 --> 00:20:11.520]   because we just kind of couldn't raise money anyway.
[00:20:11.520 --> 00:20:13.480]   FRANCESC CAMPOY: In the normal course of events,
[00:20:13.480 --> 00:20:16.140]   you're actually allowed to defer to a future demo day.
[00:20:16.140 --> 00:20:16.620]   Yeah.
[00:20:16.620 --> 00:20:17.700]   So we didn't even take any defer,
[00:20:17.700 --> 00:20:19.240]   because it just kind of didn't happen.
[00:20:19.240 --> 00:20:21.940]   [LAUGHTER]
[00:20:21.940 --> 00:20:23.420]   So was YC helpful?
[00:20:23.420 --> 00:20:24.380]   Yes.
[00:20:24.380 --> 00:20:25.840]   We completely screwed up the batch,
[00:20:25.840 --> 00:20:27.620]   and that was our fault. I think the thing
[00:20:27.620 --> 00:20:30.220]   that YC has become incredibly valuable for us
[00:20:30.220 --> 00:20:33.700]   has been after YC.
[00:20:33.700 --> 00:20:36.860]   I think there was a reasonable argument
[00:20:36.860 --> 00:20:40.660]   that we didn't need to do YC to start with, because we
[00:20:40.660 --> 00:20:42.340]   were quite experienced.
[00:20:42.340 --> 00:20:45.220]   We had done some startups before.
[00:20:45.220 --> 00:20:47.020]   We were kind of well-connected with VCs.
[00:20:47.020 --> 00:20:48.600]   It was relatively easy to raise money,
[00:20:48.600 --> 00:20:50.180]   because we were a known quantity.
[00:20:50.180 --> 00:20:53.020]   If you go to a VC and be like, hey, I made this piece of--
[00:20:53.020 --> 00:20:54.280]   It's Docker-composed for AI.
[00:20:54.280 --> 00:20:54.780]   Exactly.
[00:20:54.780 --> 00:20:59.020]   Yeah, and people can pattern match like that,
[00:20:59.020 --> 00:21:01.380]   and they can have some trust you know what you're doing.
[00:21:01.380 --> 00:21:03.540]   Whereas it's much harder for people straight out of college,
[00:21:03.540 --> 00:21:05.740]   and that's where YC's sweet spot is helping people straight
[00:21:05.740 --> 00:21:07.780]   out of college who are super promising figure out
[00:21:07.780 --> 00:21:08.300]   how to do that.
[00:21:08.300 --> 00:21:09.140]   Yeah, no credentials.
[00:21:09.140 --> 00:21:09.640]   Yeah, exactly.
[00:21:09.640 --> 00:21:11.180]   So in some sense, we didn't need that.
[00:21:11.180 --> 00:21:13.220]   But the thing that's been incredibly useful for us
[00:21:13.220 --> 00:21:15.980]   since YC has been--
[00:21:15.980 --> 00:21:17.980]   this was actually, I think--
[00:21:17.980 --> 00:21:20.500]   so Docker was a YC company.
[00:21:20.500 --> 00:21:22.900]   And Solomon, the founder of Docker, I think, told me this.
[00:21:22.900 --> 00:21:26.940]   He was like, a lot of people underestimate the value of YC
[00:21:26.940 --> 00:21:29.140]   after you finish the batch.
[00:21:29.140 --> 00:21:32.780]   And his biggest regret was not staying in touch with YC.
[00:21:32.780 --> 00:21:35.620]   I might be misattributing this, but I think it was him.
[00:21:35.620 --> 00:21:37.360]   And so we made a point of that, and we just
[00:21:37.360 --> 00:21:39.900]   stayed in touch with our batch partner, who--
[00:21:39.900 --> 00:21:41.660]   Jared at YC has been fantastic.
[00:21:41.660 --> 00:21:43.120]   Jared Harris.
[00:21:43.120 --> 00:21:43.860]   Jared Friedman.
[00:21:43.860 --> 00:21:44.740]   Friedman.
[00:21:44.740 --> 00:21:47.540]   And all of the team at YC--
[00:21:47.540 --> 00:21:49.980]   there was the growth team at YC when they were still there,
[00:21:49.980 --> 00:21:52.660]   and they've been super helpful.
[00:21:52.660 --> 00:21:57.060]   And two things that have been super helpful about that
[00:21:57.060 --> 00:21:58.260]   is raising money.
[00:21:58.260 --> 00:22:00.100]   They just know exactly how to raise money,
[00:22:00.100 --> 00:22:01.580]   and they've been super helpful during that process
[00:22:01.580 --> 00:22:02.540]   in all of our rounds.
[00:22:02.540 --> 00:22:04.180]   We've done three rounds since we did YC,
[00:22:04.180 --> 00:22:06.860]   and they've been super helpful during the whole process.
[00:22:06.860 --> 00:22:09.500]   And also just reaching a ton of customers.
[00:22:09.500 --> 00:22:11.700]   So the magic of YC is that you have all of--
[00:22:11.700 --> 00:22:13.220]   there's thousands of YC companies,
[00:22:13.220 --> 00:22:16.180]   I think, on the order of thousands, I think.
[00:22:16.180 --> 00:22:18.700]   And they're all of your first customers.
[00:22:18.700 --> 00:22:20.980]   And they're super helpful, super receptive,
[00:22:20.980 --> 00:22:23.900]   really want to try out new things.
[00:22:23.900 --> 00:22:26.500]   You have a warm intro to every one of them, basically.
[00:22:26.500 --> 00:22:27.960]   And there's this mailing list where
[00:22:27.960 --> 00:22:31.860]   you can post about updates to your product, which
[00:22:31.860 --> 00:22:33.620]   is really receptive.
[00:22:33.620 --> 00:22:35.340]   And that's just been fantastic for us.
[00:22:35.340 --> 00:22:39.940]   We've just got so many of our users and customers
[00:22:39.940 --> 00:22:41.580]   through YC.
[00:22:41.580 --> 00:22:43.780]   Yeah, well, so the classic criticism
[00:22:43.780 --> 00:22:47.740]   or the pushback is people don't buy you
[00:22:47.740 --> 00:22:51.380]   because you are both from YC.
[00:22:51.380 --> 00:22:52.980]   But at least they'll open the email.
[00:22:52.980 --> 00:22:53.480]   Yeah.
[00:22:53.480 --> 00:22:53.980]   Right?
[00:22:53.980 --> 00:22:54.780]   That's the-- OK.
[00:22:54.780 --> 00:22:56.820]   Yeah, effectively.
[00:22:56.820 --> 00:23:00.980]   And yeah, so that's been a really, really positive
[00:23:00.980 --> 00:23:02.100]   experience for us.
[00:23:02.100 --> 00:23:05.340]   And sorry, I interrupted with the YC question.
[00:23:05.340 --> 00:23:09.540]   You just made it out of the YC, survived the pandemic.
[00:23:09.540 --> 00:23:10.580]   And you-- yeah.
[00:23:10.580 --> 00:23:12.780]   I'll try and condense this a little bit.
[00:23:12.780 --> 00:23:15.100]   Then we started building tools for COVID, weirdly.
[00:23:15.100 --> 00:23:16.420]   We were like, OK, we don't have a startup.
[00:23:16.420 --> 00:23:17.820]   We haven't figured out anything.
[00:23:17.820 --> 00:23:20.900]   What's the most useful thing we could be doing right now?
[00:23:20.900 --> 00:23:21.700]   Save lives.
[00:23:21.700 --> 00:23:23.640]   So yeah, let's try and save lives.
[00:23:23.640 --> 00:23:25.020]   I think we failed at that as well.
[00:23:25.020 --> 00:23:28.340]   We had a bunch of products that didn't really go anywhere.
[00:23:28.340 --> 00:23:31.940]   We worked on a bunch of stuff, like contact tracing,
[00:23:31.940 --> 00:23:36.060]   which didn't really be a useful thing.
[00:23:36.060 --> 00:23:42.780]   Andreas worked on a door dash for people delivering food
[00:23:42.780 --> 00:23:45.380]   to people who are vulnerable.
[00:23:45.380 --> 00:23:46.220]   What else did we do?
[00:23:46.220 --> 00:23:48.540]   We met a problem of helping people direct their efforts
[00:23:48.540 --> 00:23:51.740]   to what was most useful and a few other things like that.
[00:23:51.740 --> 00:23:52.980]   It didn't really go anywhere.
[00:23:52.980 --> 00:23:55.820]   So we're like, OK, this is not really working either.
[00:23:55.820 --> 00:23:58.780]   We were considering actually just doing work for COVID.
[00:23:58.780 --> 00:24:01.300]   We have this decision document early on in our company, which
[00:24:01.300 --> 00:24:04.220]   is like, should we become a government app contracting
[00:24:04.220 --> 00:24:06.860]   shop?
[00:24:06.860 --> 00:24:07.700]   We decided no.
[00:24:07.700 --> 00:24:09.740]   Because you also did work for the US--
[00:24:09.740 --> 00:24:10.740]   for the gov.uk.
[00:24:10.740 --> 00:24:11.340]   Yeah, exactly.
[00:24:11.340 --> 00:24:14.780]   We had experience doing some--
[00:24:14.780 --> 00:24:16.060]   And the Guardian and all that.
[00:24:16.060 --> 00:24:18.100]   Yeah, for government stuff.
[00:24:18.100 --> 00:24:20.060]   And we were just really good at building stuff.
[00:24:20.060 --> 00:24:21.460]   We were just product people.
[00:24:21.460 --> 00:24:23.060]   I was the front end product side,
[00:24:23.060 --> 00:24:24.520]   and Andreas was the back end side.
[00:24:24.520 --> 00:24:25.940]   So we were just a product.
[00:24:25.940 --> 00:24:28.140]   And we were working with a designer at the time,
[00:24:28.140 --> 00:24:30.660]   a guy called Mark, who did our early designs for Replicate.
[00:24:30.660 --> 00:24:33.240]   And we were like, hey, what if we just team up and become it
[00:24:33.240 --> 00:24:35.020]   and build stuff?
[00:24:35.020 --> 00:24:36.940]   But yeah, we gave up on that in the end for--
[00:24:36.940 --> 00:24:38.540]   I can't remember the details.
[00:24:38.540 --> 00:24:42.340]   So we went back to machine learning.
[00:24:42.340 --> 00:24:44.580]   And then we were like, well, we're
[00:24:44.580 --> 00:24:46.340]   not really sure if this is going to work.
[00:24:46.340 --> 00:24:49.420]   And one of my most painful experiences
[00:24:49.420 --> 00:24:51.380]   from previous startups is shutting them down,
[00:24:51.380 --> 00:24:52.540]   when you realize it's not really working
[00:24:52.540 --> 00:24:53.380]   and having to shut it down.
[00:24:53.380 --> 00:24:54.260]   It's a ton of work.
[00:24:54.260 --> 00:24:55.700]   And people hate you.
[00:24:55.700 --> 00:24:59.380]   And it's just sort of, you know--
[00:24:59.380 --> 00:25:01.040]   so we were like, how can we make something
[00:25:01.040 --> 00:25:02.460]   we don't have to shut down?
[00:25:02.460 --> 00:25:04.240]   And even better, how can we make something
[00:25:04.240 --> 00:25:07.820]   that won't page us in the middle of the night?
[00:25:07.820 --> 00:25:10.700]   So we made an open source project.
[00:25:10.700 --> 00:25:14.940]   We made a thing which was an open source weights and biases,
[00:25:14.940 --> 00:25:18.780]   because we had this theory that people want open source tools.
[00:25:18.780 --> 00:25:21.580]   There should be an open source version control experiment
[00:25:21.580 --> 00:25:22.860]   tracking-like thing.
[00:25:22.860 --> 00:25:24.300]   And it was intuitive to us.
[00:25:24.300 --> 00:25:26.300]   And we were like, oh, we're software developers.
[00:25:26.300 --> 00:25:27.340]   And we like command line tools.
[00:25:27.340 --> 00:25:30.100]   Everyone loves command line tools and open source stuff.
[00:25:30.100 --> 00:25:31.940]   But machine learning researchers just really didn't care.
[00:25:31.940 --> 00:25:33.480]   They just wanted to click on buttons.
[00:25:33.480 --> 00:25:35.420]   They didn't mind that it was a cloud service.
[00:25:35.420 --> 00:25:37.380]   It was all very visual as well, that you
[00:25:37.380 --> 00:25:40.620]   need lots of graphs and charts and stuff like this.
[00:25:40.620 --> 00:25:43.460]   So it just didn't-- it wasn't right.
[00:25:43.460 --> 00:25:44.300]   Like, it was right.
[00:25:44.300 --> 00:25:45.340]   We were actually rebuilding something
[00:25:45.340 --> 00:25:47.980]   that Andreas made at Spotify for just saving experiments
[00:25:47.980 --> 00:25:50.020]   to cloud storage automatically.
[00:25:50.020 --> 00:25:52.420]   But other people didn't really want this.
[00:25:52.420 --> 00:25:54.680]   So we kind of gave up on that.
[00:25:54.680 --> 00:25:56.940]   And then that was actually originally called Replicate.
[00:25:56.940 --> 00:25:58.400]   And we renamed that out of the way.
[00:25:58.400 --> 00:25:59.680]   So it's now called Keepsake.
[00:25:59.680 --> 00:26:01.220]   And I think some people still use it.
[00:26:01.220 --> 00:26:03.140]   Then we sort of came back-- we looped back
[00:26:03.140 --> 00:26:05.900]   to our original idea.
[00:26:05.900 --> 00:26:07.820]   So we were like, oh, maybe there was a thing.
[00:26:07.820 --> 00:26:09.220]   And that thing we were originally
[00:26:09.220 --> 00:26:11.020]   thinking about of researchers sharing
[00:26:11.020 --> 00:26:13.740]   their work in containers for machine learning models.
[00:26:13.740 --> 00:26:15.000]   So we just built that.
[00:26:15.000 --> 00:26:17.700]   And at that point, we were kind of running out of the YC money.
[00:26:17.700 --> 00:26:19.580]   So we were like, OK, this feels good, though.
[00:26:19.580 --> 00:26:20.980]   Let's give this a shot.
[00:26:20.980 --> 00:26:23.260]   So that was the point we raised a seed round.
[00:26:23.260 --> 00:26:24.820]   We raised--
[00:26:24.820 --> 00:26:25.900]   - Pre-launch.
[00:26:25.900 --> 00:26:29.060]   - We raised pre-launch, pre-launch and pre-team.
[00:26:29.060 --> 00:26:30.140]   It was an idea, basically.
[00:26:30.140 --> 00:26:31.220]   We had a little prototype.
[00:26:31.220 --> 00:26:34.060]   It was just an idea and a team.
[00:26:34.060 --> 00:26:38.700]   But we were like, OK, bootstrapping this thing
[00:26:38.700 --> 00:26:42.460]   is getting hard, so let's actually raise some money.
[00:26:42.460 --> 00:26:46.940]   And then we made Cog and Replicate.
[00:26:46.940 --> 00:26:49.500]   It initially didn't have APIs, interestingly.
[00:26:49.500 --> 00:26:52.080]   It was just the bit that I was talking about before,
[00:26:52.080 --> 00:26:53.780]   of helping researchers share their work.
[00:26:53.780 --> 00:26:59.180]   So it was a way for researchers to put their work on a web page
[00:26:59.180 --> 00:27:02.420]   such that other people could try it out,
[00:27:02.420 --> 00:27:04.580]   and so that you could download the Docker container.
[00:27:04.580 --> 00:27:05.940]   So that we didn't have--
[00:27:05.940 --> 00:27:08.140]   we cut the benchmarks thing of it, because we thought
[00:27:08.140 --> 00:27:09.580]   it was too complicated.
[00:27:09.580 --> 00:27:13.300]   But it had a Docker container that Andreas, in a past life,
[00:27:13.300 --> 00:27:15.740]   could download and run with his benchmark.
[00:27:15.740 --> 00:27:18.220]   And you could compare all these models apples to apples.
[00:27:18.220 --> 00:27:20.300]   So that was the theory behind it.
[00:27:20.300 --> 00:27:24.500]   And that kind of started to work.
[00:27:24.500 --> 00:27:29.740]   It was still when it was long time pre-AI hype.
[00:27:29.740 --> 00:27:31.740]   And there was lots of interesting stuff going on.
[00:27:31.740 --> 00:27:35.060]   But it was very much in the classic deep learning era,
[00:27:35.060 --> 00:27:39.700]   so image segmentation models, and sentiment analysis,
[00:27:39.700 --> 00:27:43.900]   and all these kind of things that people were using deep
[00:27:43.900 --> 00:27:44.900]   learning models for.
[00:27:44.900 --> 00:27:46.740]   And we were very much building for research,
[00:27:46.740 --> 00:27:48.580]   because all of this stuff was happening
[00:27:48.580 --> 00:27:49.860]   in research institutions.
[00:27:49.860 --> 00:27:51.820]   These are people who'd be publishing to archive.
[00:27:51.820 --> 00:27:54.500]   So we were creating an accompanying material
[00:27:54.500 --> 00:27:55.720]   for their models, basically.
[00:27:55.720 --> 00:27:57.900]   They wanted a demo for their models.
[00:27:57.900 --> 00:28:01.540]   And we were creating accompanying material for it.
[00:28:01.540 --> 00:28:04.140]   And what was funny about that is they
[00:28:04.140 --> 00:28:06.500]   were not very good users.
[00:28:06.500 --> 00:28:09.100]   They were doing great work, obviously.
[00:28:09.100 --> 00:28:10.600]   But the way the research worked is
[00:28:10.600 --> 00:28:13.820]   that they just made one thing every six months,
[00:28:13.820 --> 00:28:16.060]   and they just fired and forgot it.
[00:28:16.060 --> 00:28:18.780]   They published this piece of paper, and like, done.
[00:28:18.780 --> 00:28:20.660]   I've published it.
[00:28:20.660 --> 00:28:22.940]   So they output it to Replicate.
[00:28:22.940 --> 00:28:25.100]   And then they just stopped using Replicate.
[00:28:25.100 --> 00:28:28.420]   They were like once every six monthly users.
[00:28:28.420 --> 00:28:30.940]   And that wasn't great for us.
[00:28:30.940 --> 00:28:34.220]   But we stumbled across this early community.
[00:28:34.220 --> 00:28:41.540]   This was early 2021, when people started--
[00:28:41.540 --> 00:28:43.980]   OpenAI created this-- created Clip.
[00:28:43.980 --> 00:28:46.940]   And people started smushing Clip and GANs together
[00:28:46.940 --> 00:28:49.420]   to produce image generation models.
[00:28:49.420 --> 00:28:51.940]   And this started with--
[00:28:51.940 --> 00:28:56.860]   it was just a bunch of tinkerers on Discord, basically.
[00:28:56.860 --> 00:29:01.740]   It was-- there was an early model called BigSleep
[00:29:01.740 --> 00:29:03.980]   by AdVadNown.
[00:29:03.980 --> 00:29:05.900]   And then there was VQGAN Clip, which
[00:29:05.900 --> 00:29:08.560]   was a bit more popular, by Rivers Have Wings.
[00:29:08.560 --> 00:29:10.900]   And it was all just people tinkering on stuff in Colabs.
[00:29:10.900 --> 00:29:11.940]   And it was very dynamic.
[00:29:11.940 --> 00:29:13.420]   And it was people just making copies of Colabs
[00:29:13.420 --> 00:29:15.300]   and playing around with things and forking.
[00:29:15.300 --> 00:29:17.300]   And to me, I saw this, and I was like, oh, this
[00:29:17.300 --> 00:29:19.180]   feels like open source software, so much more
[00:29:19.180 --> 00:29:21.620]   than the research world, where people
[00:29:21.620 --> 00:29:22.820]   are publishing these papers.
[00:29:22.820 --> 00:29:24.020]   Yeah, you don't know their real names,
[00:29:24.020 --> 00:29:25.420]   and it's just like a Discord.
[00:29:25.420 --> 00:29:26.100]   Yeah, exactly.
[00:29:26.100 --> 00:29:27.440]   But crucially, it was like people
[00:29:27.440 --> 00:29:28.620]   were tinkering and forking.
[00:29:28.620 --> 00:29:30.780]   And people were-- things were moving really fast.
[00:29:30.780 --> 00:29:34.940]   And it just felt like this creative, dynamic,
[00:29:34.940 --> 00:29:41.460]   collaborative community in a way that research wasn't really.
[00:29:41.460 --> 00:29:44.040]   Like, it was still stuck in this kind of six-month publication
[00:29:44.040 --> 00:29:44.940]   cycle.
[00:29:44.940 --> 00:29:46.660]   So we just kind of latched onto that
[00:29:46.660 --> 00:29:51.220]   and started building for this community.
[00:29:51.220 --> 00:29:55.460]   And a lot of those early models were published on Replicate.
[00:29:55.460 --> 00:29:58.580]   I think the first one that was really primarily on Replicate
[00:29:58.580 --> 00:30:04.500]   was one called Pixray, which was sort of mid-2021.
[00:30:04.500 --> 00:30:06.420]   And it had a really cool pixel art output,
[00:30:06.420 --> 00:30:07.880]   but it also just produced--
[00:30:07.880 --> 00:30:09.460]   they weren't crisp in images, but they
[00:30:09.460 --> 00:30:10.880]   were quite aesthetically pleasing,
[00:30:10.880 --> 00:30:13.140]   like some of these early image generation models.
[00:30:13.140 --> 00:30:18.100]   And that was published primarily on Replicate.
[00:30:18.100 --> 00:30:19.780]   And then a few other models around that
[00:30:19.780 --> 00:30:21.620]   were published on Replicate.
[00:30:21.620 --> 00:30:23.040]   And that's where we really started
[00:30:23.040 --> 00:30:25.300]   to find our early community and where we really found,
[00:30:25.300 --> 00:30:29.100]   oh, we've actually built a thing that people want.
[00:30:29.100 --> 00:30:30.700]   And they were great users as well,
[00:30:30.700 --> 00:30:32.700]   and people really want to try out these models.
[00:30:32.700 --> 00:30:35.020]   Lots of people were running the models on Replicate.
[00:30:35.020 --> 00:30:37.220]   We still didn't have APIs, though, interestingly.
[00:30:37.220 --> 00:30:39.340]   And this is another really complicated part of the story.
[00:30:39.340 --> 00:30:41.660]   We had no idea what a business model was still at this point.
[00:30:41.660 --> 00:30:43.460]   I don't think people could even pay for it.
[00:30:43.460 --> 00:30:47.020]   It's just these web forms where people could run the model.
[00:30:47.020 --> 00:30:48.940]   FRANCESC CAMPOY: Just before this API bit continues,
[00:30:48.940 --> 00:30:51.420]   just for historical interests, which discords were they,
[00:30:51.420 --> 00:30:52.140]   and how did you find them?
[00:30:52.140 --> 00:30:53.620]   Was this the Lion Discord?
[00:30:53.620 --> 00:30:54.140]   MARK MANDEL: Yeah, Lion--
[00:30:54.140 --> 00:30:54.740]   FRANCESC CAMPOY: This is Alutha.
[00:30:54.740 --> 00:30:55.620]   MARK MANDEL: Alutha, yeah.
[00:30:55.620 --> 00:30:56.300]   It was the Alutha one.
[00:30:56.300 --> 00:30:56.860]   FRANCESC CAMPOY: These two, right?
[00:30:56.860 --> 00:30:58.780]   MARK MANDEL: Alutha, I particularly remember.
[00:30:58.780 --> 00:31:00.860]   There was a channel where VikiGangClip--
[00:31:00.860 --> 00:31:02.700]   this was early 2021-- where VikiGangClip
[00:31:02.700 --> 00:31:06.860]   was set up as a Discord bot.
[00:31:06.860 --> 00:31:11.260]   And I just remember being completely just captivated
[00:31:11.260 --> 00:31:11.980]   by this thing.
[00:31:11.980 --> 00:31:13.820]   I was just playing around with it all afternoon
[00:31:13.820 --> 00:31:14.580]   and the sort of thing--
[00:31:14.580 --> 00:31:15.060]   FRANCESC CAMPOY: In Discord.
[00:31:15.060 --> 00:31:16.580]   MARK MANDEL: --where, oh, shit, it's 2 AM.
[00:31:16.580 --> 00:31:18.340]   FRANCESC CAMPOY: This is the beginnings of MidJourney.
[00:31:18.340 --> 00:31:18.860]   MARK MANDEL: Yeah, exactly.
[00:31:18.860 --> 00:31:20.560]   FRANCESC CAMPOY: And it was instability.
[00:31:20.560 --> 00:31:22.740]   MARK MANDEL: It was the start of MidJourney.
[00:31:22.740 --> 00:31:25.020]   And it's where that kind of user interface came from.
[00:31:25.020 --> 00:31:26.540]   What was beautiful about the user interface
[00:31:26.540 --> 00:31:28.900]   is you could see what other people are doing.
[00:31:28.900 --> 00:31:32.180]   And you could riff off other people's ideas.
[00:31:32.180 --> 00:31:35.260]   And it was just so much fun to just play around
[00:31:35.260 --> 00:31:38.540]   with this in a channel full of 100 people.
[00:31:38.540 --> 00:31:40.620]   And yeah, that just completely captivated me.
[00:31:40.620 --> 00:31:43.620]   And I'm like, OK, this is something.
[00:31:43.620 --> 00:31:46.780]   So we should get these things on Replicate.
[00:31:46.780 --> 00:31:49.320]   And yeah, that's where that all came from.
[00:31:49.320 --> 00:31:50.860]   FRANCESC CAMPOY: OK, sorry.
[00:31:50.860 --> 00:31:52.260]   I just wanted to capture that.
[00:31:52.260 --> 00:31:53.260]   MARK MANDEL: Yeah, yeah.
[00:31:53.260 --> 00:31:54.780]   FRANCESC CAMPOY: And then you moved on to--
[00:31:54.780 --> 00:31:56.940]   so was it APIs Next or was it Stable Diffusion Next?
[00:31:56.940 --> 00:31:58.200]   MARK MANDEL: It was APIs Next.
[00:31:58.200 --> 00:32:02.700]   And the APIs happened because one of our users--
[00:32:02.700 --> 00:32:05.860]   our web form had an internal API for making the web form work,
[00:32:05.860 --> 00:32:08.740]   like with an API that was called from JavaScript.
[00:32:08.740 --> 00:32:12.820]   And somebody reverse engineered that
[00:32:12.820 --> 00:32:15.020]   to start generating images with a script.
[00:32:15.020 --> 00:32:18.500]   They did web inspector, copy as curl,
[00:32:18.500 --> 00:32:22.180]   figure out what the API request was.
[00:32:22.180 --> 00:32:24.460]   And it wasn't secured or anything.
[00:32:24.460 --> 00:32:25.800]   FRANCESC CAMPOY: Of course not.
[00:32:25.800 --> 00:32:28.300]   MARK MANDEL: And they started generating a bunch of images.
[00:32:28.300 --> 00:32:29.500]   And we got tons of traffic.
[00:32:29.500 --> 00:32:31.700]   We're like, what's going on?
[00:32:31.700 --> 00:32:36.820]   And I think a sort of usual reaction to that would be like,
