
[00:00:00.040 --> 00:00:09.600]   sparks
[00:18:28.740 --> 00:18:28.740]   You'll frequently see if you look at an insurance company, you look at their subaccounts, you'll see the names of the management companies, and you'll also see the names of the companies that are involved in the business.
[00:18:28.740 --> 00:18:28.740]   You'll frequently see if you look at an insurance company, you look at their subaccounts, you'll see the names of the management companies, and you'll also see the names of the companies that are involved in the business.
[00:18:28.740 --> 00:18:28.740]   You'll frequently see if you look at an insurance company, you look at their subaccounts, you'll see the names of the management companies, and you'll also see the names of the companies that are involved in the business.
[00:18:28.780 --> 00:18:58.760]  ,
[00:18:58.760 --> 00:18:58.760]   The reason they're more expensive is because an annuity contract adds an additional insurance charge onto the underlying investment fund expenses of the subaccount.
[00:18:58.760 --> 00:18:58.760]   The reason they're more expensive is because an annuity contract adds an additional insurance charge onto the underlying investment fund expenses of the subaccount.
[00:18:58.760 --> 00:18:58.760]   The reason they're more expensive is because an annuity contract adds an additional insurance charge onto the underlying investment fund expenses of the subaccount.
[00:18:58.760 --> 00:18:58.760]   The reason they're more expensive is because an annuity contract adds an additional insurance charge onto the underlying investment fund expenses of the subaccount.
[00:18:58.760 --> 00:18:58.760]   The reason they're more expensive is because an annuity contract adds an additional insurance charge onto the underlying investment fund expenses of the subaccount.
[00:18:58.760 --> 00:18:58.760]   The reason they're more expensive is because an annuity contract adds an additional insurance charge onto the underlying investment fund expenses of the subaccount.
[00:18:58.780 --> 00:19:28.780]   The reason they're more expensive is because an annuity contract adds an additional insurance charge onto the underlying investment fund expenses of the subaccount.
[00:19:28.780 --> 00:19:28.780]   The reason they're more expensive is because an annuity contract adds an additional insurance charge onto the underlying investment fund expenses of the subaccount.
[00:19:28.780 --> 00:19:28.780]   The reason they're more expensive is because an annuity contract adds an additional insurance charge onto the underlying investment fund expenses of the subaccount.
[00:19:28.780 --> 00:19:28.780]   The reason they're more expensive is because an annuity contract adds an additional insurance charge onto the underlying investment fund expenses of the subaccount.
[00:19:28.780 --> 00:19:28.780]   The reason they're more expensive is because an annuity contract adds an additional insurance charge onto the underlying investment fund expenses of the subaccount.
[00:19:28.780 --> 00:19:28.780]   The reason they're more expensive is because an annuity contract adds an additional insurance charge onto the underlying investment fund expenses of the subaccount.
[00:19:28.780 --> 00:19:28.780]   The reason they're more expensive is because an annuity contract adds an additional insurance charge onto the subaccount.
[00:19:28.820 --> 00:19:58.800]  ,
[00:19:58.800 --> 00:19:58.800]   The reason they're more expensive is because an annuity contract adds an additional insurance charge onto the subaccount.
[00:19:58.800 --> 00:19:58.800]   The reason they're more expensive is because an annuity contract adds an additional insurance charge onto the subaccount.
[00:19:58.800 --> 00:19:58.800]   The reason they're more expensive is because an annuity contract adds an additional insurance charge onto the subaccount.
[00:19:58.800 --> 00:19:58.800]   The reason they're more expensive is because an annuity contract adds an additional insurance charge onto the subaccount.
[00:19:58.800 --> 00:19:58.800]   The reason they're more expensive is because an annuity contract adds an additional insurance charge onto the subaccount.
[00:19:58.820 --> 00:20:28.820]   The reason they're more expensive is because an annuity contract adds an additional insurance charge onto the subaccount.
[00:20:28.820 --> 00:20:28.820]   The reason they're more expensive is because an annuity contract adds an additional insurance charge onto the subaccount.
[00:20:28.820 --> 00:20:28.820]   The reason they're more expensive is because an annuity contract adds an additional insurance charge onto the subaccount.
[00:20:28.820 --> 00:20:28.820]   The reason they're more expensive is because an annuity contract adds an additional insurance charge onto the subaccount.
[00:20:28.820 --> 00:20:28.820]   The reason they're more expensive is because an annuity contract adds an additional insurance charge onto the subaccount.
[00:20:28.820 --> 00:20:28.820]   The reason they're more expensive is because an annuity contract adds an additional insurance charge onto the subaccount.
[00:20:28.820 --> 00:20:28.820]   The reason they're more expensive is because an annuity contract adds an additional insurance charge onto the subaccount.
[00:20:28.820 --> 00:20:28.820]   The reason they're more expensive is because an annuity contract adds an additional insurance charge onto the subaccount.
[00:20:28.820 --> 00:20:58.840]  ,
[00:20:58.840 --> 00:20:58.840]   If he keeps the money of $100,000 and he does not keep the money of $100,000,
[00:20:58.840 --> 00:20:58.840]   if he keeps the money of $100,000 and he does not keep the money of $100,000,
[00:20:58.840 --> 00:20:58.840]   the one who's going to pay the money of $100,000 is the one who's going to pay the money of $100,000.
[00:20:58.840 --> 00:20:58.840]   If he keeps the money of $100,000 and he does not keep the money of $100,000,
[00:20:58.840 --> 00:20:58.840]   if he keeps the money of $100,000 and he does not keep the money of $100,000,
[00:20:58.840 --> 00:20:58.840]   if he keeps the money of $100,000 and he does not keep the money of $100,000,
[00:20:58.860 --> 00:21:28.860]   It would be unwise for him to have all this money invested,
[00:21:28.860 --> 00:21:28.860]   It would be unwise for him to have all this money invested,
[00:21:28.860 --> 00:21:28.860]   It would be unwise for him to have all this money invested,
[00:21:28.860 --> 00:21:28.860]   It would be unwise for him to have all this money invested,
[00:21:28.860 --> 00:21:28.860]   It would be unwise for him to have all this money invested,
[00:21:28.860 --> 00:21:28.860]   It would be unwise for him to have all this money invested,
[00:21:28.860 --> 00:21:28.860]   It would be unwise for him to have all this money invested,
[00:21:28.860 --> 00:21:28.860]   It would be unwise for him to have all this money invested,
[00:21:28.860 --> 00:21:28.860]   It would be unwise for him to have all this money invested,
[00:21:28.860 --> 00:21:28.860]   It would be unwise for him to have all this money invested,
[00:21:28.860 --> 00:21:28.860]   It would be unwise for him to have all this money invested,
[00:21:28.860 --> 00:21:28.860]   It would be unwise for him to have all this money invested,
[00:21:28.860 --> 00:21:28.860]   It would be unwise for him to have all this money invested,
[00:21:28.880 --> 00:21:58.880]   It would be unwise for him to have all this money invested,
[00:21:58.880 --> 00:21:58.880]   It would be unwise for him to have all this money invested,
[00:21:58.880 --> 00:21:58.880]   It would be unwise for him to have all this money invested,
[00:21:58.880 --> 00:21:58.880]   It would be unwise for him to have all this money invested,
[00:21:58.880 --> 00:21:58.880]   It would be unwise for him to have all this money invested,
[00:21:58.880 --> 00:21:58.880]   It would be unwise for him to have all this money invested,
[00:21:58.880 --> 00:21:58.880]   It would be unwise for him to have all this money invested,
[00:21:58.880 --> 00:21:58.880]   It would be unwise for him to have all this money invested,
[00:21:58.880 --> 00:21:58.880]   It would be unwise for him to have all this money invested,
[00:21:58.880 --> 00:21:58.880]   It would be unwise for him to have all this money invested,
[00:21:58.880 --> 00:21:58.880]   It would be unwise for him to have all this money invested,
[00:21:58.880 --> 00:21:58.880]   It would be unwise for him to have all this money invested,
[00:21:58.880 --> 00:21:58.880]   It would be unwise for him to have all this money invested,
[00:21:58.920 --> 00:22:28.900]  ,
[00:22:28.900 --> 00:22:28.900]   It would be unwise for him to have all this money invested,
[00:22:28.900 --> 00:22:28.900]   It would be unwise for him to have all this money invested,
[00:22:28.900 --> 00:22:28.900]   It would be unwise for him to have all this money invested,
[00:22:28.900 --> 00:22:28.900]   It would be unwise for him to have all this money invested,
[00:22:28.900 --> 00:22:28.900]   It would be unwise for him to have all this money invested,
[00:22:28.900 --> 00:22:28.900]   It would be unwise for him to have all this money invested,
[00:22:28.900 --> 00:22:28.900]   It would be unwise for him to have all this money invested,
[00:22:28.900 --> 00:22:28.900]   It would be unwise for him to have all this money invested,
[00:22:28.900 --> 00:22:28.900]   It would be unwise for him to have all this money invested,
[00:22:28.900 --> 00:22:28.900]   It would be unwise for him to have all this money invested,
[00:22:28.900 --> 00:22:28.900]   It would be unwise for him to have all this money invested,
[00:22:28.900 --> 00:22:28.900]   It would be unwise for him to have all this money invested,
[00:22:28.900 --> 00:22:28.900]   It would be unwise for him to have all this money invested,
[00:22:28.920 --> 00:22:58.920]   It would be unwise for him to have all this money invested,
[00:22:58.920 --> 00:22:58.920]   It would be unwise for him to have all this money invested,
[00:22:58.920 --> 00:22:58.920]   It would be unwise for him to have all this money invested,
[00:22:58.920 --> 00:22:58.920]   It would be unwise for him to have all this money invested,
[00:22:58.920 --> 00:22:58.920]   It would be unwise for him to have all this money invested,
[00:22:58.920 --> 00:22:58.920]   It would be unwise for him to have all this money invested,
[00:22:58.920 --> 00:22:58.920]   It would be unwise for him to have all this money invested,
[00:22:58.920 --> 00:22:58.920]   It would be unwise for him to have all this money invested,
[00:22:58.920 --> 00:22:58.920]   It would be unwise for him to have all this money invested,
[00:22:58.920 --> 00:22:58.920]   It would be unwise for him to have all this money invested,
[00:22:58.920 --> 00:22:58.920]   It would be unwise for him to have all this money invested,
[00:22:58.920 --> 00:22:58.920]   It would be unwise for him to have all this money invested,
[00:22:58.920 --> 00:22:58.920]   It would be unwise for him to have all this money invested,
[00:22:58.960 --> 00:23:28.940]  ,
[00:23:28.940 --> 00:23:28.940]   It would be unwise for him to have all this money invested,
[00:23:28.940 --> 00:23:28.940]   It would be unwise for him to have all this money invested,
[00:23:28.940 --> 00:23:28.940]   It would be unwise for him to have all this money invested,
[00:23:28.940 --> 00:23:28.940]   It would be unwise for him to have all this money invested,
[00:23:28.940 --> 00:23:28.940]   It would be unwise for him to have all this money invested,
[00:23:28.940 --> 00:23:28.940]   It would be unwise for him to have all this money invested,
[00:23:28.940 --> 00:23:28.940]   It would be unwise for him to have all this money invested,
[00:23:28.940 --> 00:23:28.940]   It would be unwise for him to have all this money invested,
[00:23:28.940 --> 00:23:28.940]   It would be unwise for him to have all this money invested,
[00:23:28.940 --> 00:23:28.940]   It would be unwise for him to have all this money invested,
[00:23:28.960 --> 00:23:58.960]   It would be unwise for him to have all this money invested,
[00:23:58.960 --> 00:23:58.960]   It would be unwise for him to have all this money invested,
[00:23:58.960 --> 00:23:58.960]   It would be unwise for him to have all this money invested,
[00:23:58.960 --> 00:23:58.960]   It would be unwise for him to have all this money invested,
[00:23:58.960 --> 00:23:58.960]   It would be unwise for him to have all this money invested,
[00:23:58.960 --> 00:23:58.960]   It would be unwise for him to have all this money invested,
[00:23:58.960 --> 00:23:58.960]   It would be unwise for him to have all this money invested,
[00:23:58.960 --> 00:23:58.960]   It would be unwise for him to have all this money invested,
[00:23:58.960 --> 00:23:58.960]   It would be unwise for him to have all this money invested,
[00:23:58.960 --> 00:23:58.960]   It would be unwise for him to have all this money invested,
[00:23:58.960 --> 00:23:58.960]   It would be unwise for him to have all this money invested,
[00:23:58.960 --> 00:23:58.960]   It would be unwise for him to have all this money invested,
[00:23:58.960 --> 00:23:58.960]   It would be unwise for him to have all this money invested,
[00:23:58.980 --> 00:24:23.100]   It would be unwise for him to have all this money invested,
[00:24:23.100 --> 00:24:23.120]   It would be unwise for him to have all this money invested,
[00:24:23.120 --> 00:24:23.140]   It would be unwise for him to have all this money invested,
[00:24:23.140 --> 00:24:23.180]   It would be unwise for him to have all this money invested,
[00:24:23.180 --> 00:24:23.200]   It would be unwise for him to have all this money invested,
[00:24:23.200 --> 00:24:23.220]   It would be unwise for him to have all this money invested,
[00:24:23.220 --> 00:24:23.280]   It would be unwise for him to have all this money invested,
[00:24:23.280 --> 00:24:23.320]   It would be unwise for him to have all this money invested,
[00:24:23.320 --> 00:24:23.340]   It would be unwise for him to have all this money invested,
[00:24:23.340 --> 00:24:23.360]   It would be unwise for him to have all this money invested,
[00:24:23.360 --> 00:24:23.380]   It would be unwise for him to have all this money invested,
[00:24:23.380 --> 00:24:23.400]   It would be unwise for him to have all this money invested,
[00:24:23.400 --> 00:24:23.440]   It would be unwise for him to have all this money invested,
[00:24:23.440 --> 00:24:52.960]  ,
[00:24:52.960 --> 00:24:53.460]   ------
[00:24:53.460 --> 00:24:53.460]   ------
[00:24:53.460 --> 00:24:53.460]   ------
[00:24:53.460 --> 00:24:53.460]   ------
[00:24:53.460 --> 00:24:53.460]   ------ ------
[00:24:53.500 --> 00:25:03.320]   Ian
[00:25:03.320 --> 00:25:03.840]   couldn
[00:25:51.260 --> 00:25:51.260]   and
[00:26:20.200 --> 00:26:26.180]   «
[00:26:26.180 --> 00:26:31.340]  �Eomo
[00:26:31.340 --> 00:26:50.040]   Raz Mar I think to get to do tin
[00:28:05.880 --> 00:28:16.940]   I think to get to do tin
[00:28:46.960 --> 00:28:46.960]   I think to get to do tin
[00:28:46.960 --> 00:28:46.960]   I think to get to do tin
[00:29:13.160 --> 00:29:23.060]   deals
[00:29:23.060 --> 00:29:23.460]   en the people was
[00:29:23.460 --> 00:29:23.860]  etu
[00:29:23.860 --> 00:29:41.800]  aczy Oğlum觀眾� Herz--G, ,,,,,,,,, right? I'm in the time of the parasite ik baj succeed
[00:32:34.880 --> 00:33:03.680]  hank accounts how are our accounts structured our bank accounts etc if all of those things are joint accounts i would do my best to start a process of transferring assets from joint ownership into my wife's ownership exclusively again in my scenario pretending that i'm gonna die i've got a few years of the diagnosis and my wife is going to survive me i would try to transfer all of my assets out of my name and into my wife's name and the best as best possible
[00:34:01.340 --> 00:34:30.140]  so
[00:34:30.180 --> 00:34:38.320]  怎麼辦
[00:34:38.320 --> 00:34:58.200]   " conduct, don,
[00:34:58.880 --> 00:35:27.540]   ado, do, I want to disconnect our asset ownership and move everything that we own into her name and then refinance and move all the debt into my name. If we have joint credit cards that have balances, I'm going to apply for new credit cards in my name and I'm going to use those new credit cards to pay off the balance of the old credit cards. The goal is that my name is on all the debt and her name is on all the assets."
[00:35:27.540 --> 00:35:27.540]   The goal is that my name is on all the debt and her name is on all the assets."
[00:35:27.540 --> 00:35:27.540]   The goal is that my name is on all the debt and her name is on all the assets."
[00:35:27.540 --> 00:35:27.540]   The goal is that my name is on all the debt and her name is on all the assets."
[00:35:27.540 --> 00:35:27.540]   The goal is that my name is on all the debt and her name is on all the assets."
[00:35:27.540 --> 00:35:27.540]   The goal is that my name is on all the debt and her name is on all the assets."
[00:35:28.500 --> 00:35:56.240]  , The goal is that my name is on all the debts."
[00:35:56.240 --> 00:35:56.240]   The goal is that my name is on all the debts."
[00:35:56.240 --> 00:35:56.240]   The goal is that my name is on all the debts."
[00:35:56.240 --> 00:35:56.240]   The goal is that my name is on all the debts."
[00:35:56.240 --> 00:35:56.240]   The goal is that my name is on all the debts."
[00:35:56.240 --> 00:35:56.240]   The goal is that my name is on all the debts."
[00:35:56.240 --> 00:35:56.240]   The goal is that my name is on all the debts."
[00:35:56.240 --> 00:35:56.240]   The goal is that my name is on all the debts."
[00:35:56.240 --> 00:35:56.240]   The goal is that my name is on all the debts."
[00:35:56.240 --> 00:35:56.240]   The goal is that my name is on all the debts."
[00:35:56.240 --> 00:35:56.240]   The goal is that my name is on all the debts."
[00:35:56.240 --> 00:35:56.240]   The goal is that my name is on all the debts."
[00:35:56.240 --> 00:35:56.240]   The goal is that my name is on all the debts."
[00:35:56.240 --> 00:35:56.240]   The goal is that my name is on all the debts."
[00:35:56.240 --> 00:35:56.240]   The goal is that my name is on all the debts."
[00:35:56.260 --> 00:36:24.940]   The goal is that my name is on all the debts."
[00:36:24.940 --> 00:36:24.940]   The goal is that my name is on all the debts."
[00:36:24.940 --> 00:36:24.940]   The goal is that my name is on all the debts."
[00:36:24.940 --> 00:36:24.940]   The goal is that my name is on all the debts."
[00:36:24.940 --> 00:36:24.940]   The goal is that my name is on all the debts."
[00:36:24.940 --> 00:36:24.940]   The goal is that my name is on all the debts."
[00:36:24.940 --> 00:36:24.940]   The goal is that my name is on all the debts."
[00:36:24.940 --> 00:36:24.940]   The goal is that my name is on all the debts."
[00:36:24.940 --> 00:36:24.940]   The goal is that my name is on all the debts."
[00:36:24.940 --> 00:36:24.940]   The goal is that my name is on all the debts."
[00:36:24.940 --> 00:36:24.940]   The goal is that my name is on all the debts."
[00:36:24.940 --> 00:36:24.940]   The goal is that my name is on all the debts."
[00:36:24.940 --> 00:36:24.940]   The goal is that my name is on all the debts."
[00:36:24.940 --> 00:36:24.940]   The goal is that my name is on all the debts."
[00:36:24.940 --> 00:36:24.940]   The goal is that my name is on all the debts."
[00:36:25.560 --> 00:36:53.640]   the goal is that my name is on all the debts."
[00:36:53.640 --> 00:36:53.680]   The goal is that my name is on all the debts."
[00:36:53.680 --> 00:36:53.720]   The goal is that my name is on all the debts."
[00:36:53.720 --> 00:36:53.780]   The goal is that my name is on all the debts."
[00:36:53.780 --> 00:36:53.820]   The goal is that my name is on all the debts."
[00:36:53.820 --> 00:36:53.860]   The goal is that my name is on all the debts."
[00:36:53.860 --> 00:36:53.880]   The goal is that my name is on all the debts."
[00:36:53.880 --> 00:36:53.940]   The goal is that my name is on all the debts."
[00:36:53.940 --> 00:36:54.020]   The goal is that my name is on all the debts."
[00:36:54.020 --> 00:36:54.060]   The goal is that my name is on all the debts."
[00:36:54.060 --> 00:36:54.060]   The goal is that I have been a good.
[00:36:54.060 --> 00:36:54.100]   The goal is that I have been a good job.
[00:36:54.100 --> 00:36:54.980]   I have a good job.
[00:36:55.020 --> 00:37:05.300]  志
[00:37:05.300 --> 00:37:07.920]   for, .,
[00:37:07.920 --> 00:37:24.020]  部
[00:37:54.820 --> 00:37:54.820]   and, .,
[00:37:54.820 --> 00:37:54.820]   ------
[00:38:41.900 --> 00:39:11.880]   expert
[00:39:41.960 --> 00:40:11.980]   ...and we owe $10,000 on the car. I'm going to try to move $10,000 of car debt off of the car onto a credit card, which is an unsecured debt, so that at least my wife will have the car and not worry about the car getting repossessed. If it were feasible with a mortgage, for example, in the state of Florida, where I live, in the state of Florida, all of your homestead is protected from the claims of creditors.
[00:40:12.020 --> 00:40:21.360]   metadata
[00:40:21.360 --> 00:40:40.920]  � vie not a
[00:40:42.040 --> 00:40:48.340]   see
[00:40:48.340 --> 00:41:11.220]   was vehicle/ start at are
[00:41:40.600 --> 00:41:40.600]   and then you'd be able to move the house.
[00:42:04.740 --> 00:42:09.920]   a couple of the houses. So try to seal off your debt as much as possible. If your family owns three cars and they all have car payments, consider refinancing them and moving the financing on to one of them.
[00:42:09.920 --> 00:42:09.920]   If your family owns three cars and they all have car payments, consider refinancing them and moving the financing on to one of them.
[00:42:09.920 --> 00:42:09.920]   If your family owns three cars and they all have car payments, consider refinancing them and moving the financing on to one of them.
[00:42:09.920 --> 00:42:09.920]   If your family owns three cars and they all have car payments, consider refinancing them and moving the financing on to one of them.
[00:42:09.920 --> 00:42:09.920]   If your family owns three cars and they all have car payments, consider refinancing them and moving the financing on to one of them.
[00:42:09.920 --> 00:42:09.920]   If your family owns three cars and they all have car payments, consider refinancing them and moving the financing on to one of them.
[00:42:09.960 --> 00:42:39.320]   If your family owns three cars and they all have car payments, consider refinancing them and moving the financing on to one of them.
[00:42:39.320 --> 00:42:39.420]   If your family owns three cars and they all have car payments, consider refinancing them and moving the financing on to one of them.
[00:43:38.020 --> 00:43:38.020]   and moving the financing on to one of them.
[00:44:02.140 --> 00:44:07.320]   and moving the financing on to one of them.
[00:44:07.320 --> 00:44:07.320]   Life insurance is a wonderful invention, but thoughtful people have been planning for the well-being of their families since long before life insurance were ever invented.
[00:44:07.320 --> 00:44:07.320]   Life insurance is a wonderful invention, but thoughtful people have been planning for the well-being of their families since long before life insurance were ever invented.
[00:44:07.320 --> 00:44:07.320]   Life insurance is a wonderful invention, but thoughtful people have been planning for the well-being of their families since long before life insurance were ever invented.
[00:44:07.320 --> 00:44:07.320]   Life insurance is a wonderful invention, but thoughtful people have been planning for the well-being of their families since long before life insurance were ever invented.
[00:44:07.320 --> 00:44:07.320]   Life insurance is a wonderful invention, but thoughtful people have been planning for the well-being of their families since long before life insurance were ever invented.
[00:44:07.320 --> 00:44:07.320]   Life insurance is a wonderful invention, but thoughtful people have been planning for the well-being of their families since long before life insurance was ever invented.
[00:44:07.360 --> 00:44:36.680]   Life insurance is a wonderful invention, but thoughtful people have been planning for the well-being of their families since long before life insurance was ever invented.
[00:44:36.680 --> 00:44:36.700]   Life insurance is a wonderful invention, but thoughtful people have been planning for the well-being of their families since long before life insurance was ever invented.
[00:44:36.700 --> 00:44:36.720]   Life insurance is a wonderful invention, but thoughtful people have been planning for the well-being of their families since long before life insurance was ever invented.
[00:44:36.720 --> 00:44:36.740]   Life insurance is a wonderful invention, but thoughtful people have been planning for the well-being of their families since long-being of their families since long-beginers.
[00:44:36.740 --> 00:44:36.780]   Life insurance is a wonderful invention, but thoughtful people have been planning for the well-being of their families since long-being of their families since long-beings.
[00:44:36.800 --> 00:45:06.240]   Life insurance is a wonderful invention, but thoughtful people have been planning for the well-being of their families since long-beginers.
[00:45:06.240 --> 00:45:06.240]   Life insurance is a wonderful invention, but thoughtful people have been planning for the well-being of their families since long-beginers.
[00:45:06.240 --> 00:45:06.380]   Life insurance is a wonderful invention, but thoughtful people have been planning for the well-being of their families since long-beginers.
[00:45:06.380 --> 00:45:06.440]   Life insurance is a wonderful invention, but thoughtful people have been planning for the well-being of their families since long-beginers.
[00:45:06.440 --> 00:45:06.800]   Life insurance is a wonderful invention, but thoughtful people have been planning for the well-being of their families since long-beginers.
[00:45:06.800 --> 00:45:06.800]   Life insurance is a wonderful invention, but thoughtful people have been planning for the well-being of their families since long-beginers.
[00:45:06.800 --> 00:45:06.800]   Life insurance is a wonderful invention, but thoughtful people have been planning for the well-being of their families since long-beginers.
[00:45:06.800 --> 00:45:36.820]  .
[00:45:36.820 --> 00:45:36.820]   Life insurance is a wonderful invention, but thoughtful people have been planning for the well-being of their families since long-beginers.
[00:45:36.820 --> 00:45:36.820]   Life insurance is a wonderful invention, but thoughtful people have been planning for the well-being of their families since long-beginers.
[00:45:36.820 --> 00:45:36.820]   Life insurance is a wonderful invention, but thoughtful people have been planning for the well-being of their families since long-beginers.
[00:45:36.820 --> 00:45:36.820]   Life insurance is a wonderful invention, but thoughtful people have been planning for the well-being of their families since long-beginers.
[00:45:36.820 --> 00:45:36.820]  , because they have been planning for the well-being of their families since long-beginers.
[00:45:36.820 --> 00:45:36.820]   - a well-beginers and their lives. they have been planning for the well-beginers for their lives for their lives for a long-beginers.
[00:45:36.840 --> 00:46:06.840]   - a well-beginers and their lives for their lives for a long-beginers.
[00:46:06.840 --> 00:46:06.840]   - a well-beginers and their lives for their lives for a long-beginers.
[00:46:06.840 --> 00:46:06.840]   - a well-beginers and their lives for their lives for a long-beginers.
[00:46:06.840 --> 00:46:06.840]   - a well-beginers and their lives for their lives for a long-beginers.
[00:46:06.840 --> 00:46:06.840]   - a well-beginers and their lives for their lives for a long-beginers.
[00:46:06.840 --> 00:46:06.840]   - a well-beginers and their lives for their lives for a long-beginers.
[00:46:06.840 --> 00:46:06.840]   - a well-beginers and their lives for their lives for a long-beginers.
[00:46:06.840 --> 00:46:06.840]   - a well-beginers and their lives for their lives for a long-beginers.
[00:46:06.840 --> 00:46:06.840]   - a well-beginers and their lives for their lives for a long-beginers.
[00:46:06.880 --> 00:46:36.860]  ,
[00:46:36.860 --> 00:46:36.860]   - a well-beginers and their lives for a long-beginers.
[00:46:36.860 --> 00:46:36.860]   - a well-beginers and their lives for a long-beginers.
[00:46:36.860 --> 00:46:36.860]   - a well-beginers and their lives for a long-beginers.
[00:46:36.860 --> 00:46:36.860]   - a well-beginers and their lives for a long-beginers.
[00:46:36.860 --> 00:46:36.860]   - a well-beginers and their lives for a long-beginers.
[00:46:36.860 --> 00:46:36.860]   - a well-beginers and their lives for a long-beginers.
[00:46:36.860 --> 00:46:36.860]   - a well-beginers and their lives for a long-beginers.
[00:46:36.860 --> 00:46:36.860]   - a well-beginers and their lives for a long-beginers.
[00:46:36.860 --> 00:46:36.860]   - a well-beginers and their lives for a long-beginers.
[00:46:36.880 --> 00:47:06.880]   - a well-beginers and their lives for a long-beginers.
[00:47:06.880 --> 00:47:06.880]   - a well-beginers and their lives for a long-beginers.
[00:47:06.880 --> 00:47:06.880]   - a well-beginers and their lives for a long-beginers.
[00:47:06.880 --> 00:47:06.880]   - a well-beginers and their lives for a long-beginers.
[00:47:06.880 --> 00:47:06.880]   - a well-beginers and their lives for a long-beginers.
[00:47:06.880 --> 00:47:06.880]   - a well-beginers and their lives for a long-beginers.
[00:47:06.880 --> 00:47:06.880]   - a well-beginers and their lives for a long-beginers.
[00:47:06.880 --> 00:47:06.880]   - a well-beginers and their lives for a long-beginers.
[00:47:06.880 --> 00:47:06.880]   - a well-beginers and their lives for a long-beginers.
[00:47:06.880 --> 00:47:06.880]   - a well-beginers and their lives for a long-beginers.
[00:47:06.920 --> 00:47:36.900]  ,
[00:47:36.900 --> 00:47:36.900]   - a well-beginers and their lives for a long-beginers.
[00:47:36.900 --> 00:47:36.900]   - a well-beginers and their lives for a long-beginers.
[00:47:36.900 --> 00:47:36.900]   - a well-beginers and their lives for a long-beginers.
[00:47:36.900 --> 00:47:36.900]   - a well-beginers and their lives for a long-beginers.
[00:47:36.900 --> 00:47:36.900]   - a well-beginers and their lives for a long-beginers.
[00:47:36.900 --> 00:47:36.900]   - a well-beginers and their lives for a long-beginers.
[00:47:36.900 --> 00:47:36.900]   - a well-beginers and their lives for a long-beginers.
[00:47:36.900 --> 00:47:36.900]   - a well-beginers and their lives for a long-beginers.
[00:47:36.900 --> 00:47:36.900]   - a well-beginers and their lives for a long-beginers.
[00:47:36.900 --> 00:47:36.900]   - a well-beginers and their lives for a long-beginers.
[00:47:36.920 --> 00:47:36.960]   - a well-beginers and their lives for a long-beginers.
[00:47:36.960 --> 00:47:36.960]   - a well-beginers and their lives for a long-beginers.
[00:47:36.960 --> 00:47:53.000]   I'd feel a whole lot better knowing that our family has a couple of years of food stored up in reserve so that my children aren't going to go hungry and my wife's not going to starve than looking at an empty pantry.
[00:47:53.000 --> 00:47:54.100]   Well, guess what?
[00:47:54.100 --> 00:47:55.680]   If you get serious about food storage,
[00:47:55.680 --> 00:47:57.280]   a thousand bucks,
[00:47:57.280 --> 00:48:05.060]   a couple thousand bucks can buy enough food to keep my family going for a few years of just simply stored food.
[00:48:05.060 --> 00:48:06.920]   - a well-beginers and their lives for a long-beginers.
[00:48:06.920 --> 00:48:06.920]   - a well-beginers and their lives for a long-beginers.
[00:48:06.920 --> 00:48:06.920]   - a well-beginers and their lives for a long-beginers.
[00:48:06.920 --> 00:48:06.920]   - a well-beginers and their lives for a long-beginers.
[00:48:06.940 --> 00:48:36.940]   - a well-beginners and their lives for a long-beginers.
[00:48:36.940 --> 00:48:36.940]   - a well-beginners and their lives for a long-beginers.
[00:48:36.940 --> 00:48:36.940]   - a well-beginners and their lives for a long-beginers.
[00:48:36.940 --> 00:48:36.940]   - a well-beginners and their lives for a long-beginers.
[00:48:36.940 --> 00:48:36.940]   - a well-beginners and their lives for a long-beginers.
[00:48:36.940 --> 00:48:36.940]   - a well-beginners and their lives for a long-beginers.
[00:48:36.940 --> 00:48:36.940]   - a well-beginners and their lives for a long-beginers.
[00:48:36.940 --> 00:48:36.940]   - a well-beginners and their lives for a long-beginers.
[00:48:36.940 --> 00:48:36.940]   - a well-beginners and their lives for a long-beginers.
[00:48:36.940 --> 00:48:36.940]   - a well-beginners and their lives for a long-beginers.
[00:48:36.980 --> 00:49:06.960]   worldview.
[00:49:06.960 --> 00:49:06.960]   - a well-beginners and their lives for a long-beginners.
[00:49:06.960 --> 00:49:06.960]   - a well-beginners and their lives for a long-beginners.
[00:49:06.960 --> 00:49:06.960]   - a well-beginners and their lives for a long-beginners.
[00:49:06.960 --> 00:49:06.960]   - a well-beginners and their lives for a long-beginners.
[00:49:06.960 --> 00:49:06.960]   - a well-beginners and their lives for a long-beginners.
[00:49:06.960 --> 00:49:06.960]   - a well-beginners and their lives for a long-beginners.
[00:49:06.960 --> 00:49:06.960]   - a well-beginners and their lives for a long-beginners.
[00:49:06.960 --> 00:49:06.960]   - a well-beginners and their lives for a long-beginners.
[00:49:06.960 --> 00:49:06.960]   - a well-beginners and their lives for a long-beginners.
[00:49:06.960 --> 00:49:06.960]   - a well-beginners and their lives for a long-beginners.
[00:49:06.980 --> 00:49:36.980]   - a well-beginners and their lives for a long-beginners.
[00:49:36.980 --> 00:49:36.980]   - a well-beginners and their lives for a long-beginners.
[00:49:36.980 --> 00:49:36.980]   - a well-beginners and their lives for a long-beginners.
