
[00:00:00.000 --> 00:00:05.480]   The Hartford Small Business Insurance knows that running a small business is a big-time commitment.
[00:24:20.680 --> 00:24:26.680]   As I've worked on this, I've purchased various courses, various books, various resources, looked for coaching services,
[00:24:26.680 --> 00:24:35.680]   and that was how I found your coaching services as I've looked for coaches and to find people to help me navigate this process and avoid some of the mistakes.
[00:24:35.680 --> 00:24:39.680]   So you're an expert in the topic of publishing.
[00:24:39.680 --> 00:24:43.680]   And when I look at the world of publishing today, I see two things.
[00:24:43.680 --> 00:24:48.680]   Number one, it's never been easier to publish a written work.
[00:24:48.680 --> 00:24:57.680]   You just sit down, plunk out some words, toss it, hire somebody on Fiverr to turn it into a .mobi file format and publish it on Amazon.
[00:24:57.680 --> 00:24:59.680]   So it's never been easier to do it.
[00:24:59.680 --> 00:25:05.680]   But on the other hand, it's never been more difficult to stand out among all the noise.
[00:25:05.680 --> 00:25:10.680]   There are more books being published now as I understand it than ever before in human history.
[00:25:10.680 --> 00:25:15.680]   So the question would be is publishing a book still the best thing to do?
[00:25:15.680 --> 00:25:24.680]   What would be your comments as a coach and having coached hundreds of authors, what would be your comments on the value of publishing physical paper books in today's world?
[00:25:24.680 --> 00:25:28.680]   Well, first and foremost, I agree with you.
[00:25:28.680 --> 00:25:34.680]   It's never been easier to publish books and there are more books now published than ever.
[00:25:34.680 --> 00:25:42.680]   But I would add an adjective to that, and that is that there are more crappy books published now more than ever.
[00:25:42.680 --> 00:25:55.680]   And one way that we need to stand out is to create a world-class book, a 250 to 300-page hardcover book that's far superior than the books that come out of New York.
[00:25:55.680 --> 00:26:01.680]   So world-class title, cover, testimonials, front page inserts, back page inserts.
[00:26:01.680 --> 00:26:05.680]   And it just kind of stands out.
[00:26:05.680 --> 00:26:09.680]   And so back end of your question again was what is the best way to stand out?
[00:26:09.680 --> 00:26:12.680]   Is that the best back end of your question?
[00:26:12.680 --> 00:26:17.680]   I guess I'm starting with a reason because when it gets to publishing a book, here's my approach even to my own book.
[00:26:17.680 --> 00:26:25.680]   I'm going to do a good job with it and I'm going to try to do – I'm going to do the best job I can to make it world-class because I want everything I do to be really, really valuable.
[00:26:25.680 --> 00:26:28.680]   And I'm hopeful of making money on it.
[00:26:28.680 --> 00:26:47.680]   But I also recognize the majority of the authors with the exception of a few noted fiction authors and a few interesting niches and with the exception of some massive best-selling nonfiction authors, the majority of authors that I've looked at say publishing a book is a very low-pay activity.
[00:26:47.680 --> 00:26:52.680]   It's a very low – you don't actually – you can't expect to make a ton of money on a book.
[00:26:52.680 --> 00:26:56.680]   And so then the question is, well, why should I bother to publish a book in today's world?
[00:26:56.680 --> 00:27:00.680]   How do you answer that if people are talking or have been thinking about the subject?
[00:27:00.680 --> 00:27:06.680]   Well, first off, I would completely 100% with all my heart and soul disagree with that statement.
[00:27:06.680 --> 00:27:11.680]   And the reason why I would disagree with that statement is that there's a lot of noise out there in the marketplace.
[00:27:11.680 --> 00:27:16.680]   There's a lot of social media babble and I'm a big advocate of social media.
[00:27:16.680 --> 00:27:18.680]   So I don't think there's anything wrong with social media.
[00:27:18.680 --> 00:27:20.680]   I think it's a fantastic tool.
[00:27:20.680 --> 00:27:27.680]   But everybody is of the belief that they can just go to social media and all their dreams, goals, and visions and revenue will happen.
[00:27:27.680 --> 00:27:29.680]   The problem is is that we need to stand out.
[00:27:29.680 --> 00:27:39.680]   And so I believe the best way to stand out is to write and publish a book because a book is not just a bound piece of work with words and content.
[00:27:39.680 --> 00:27:44.680]   A book is the world's greatest marketing secret in the history of our business.
[00:27:44.680 --> 00:27:46.680]   A book is a physical website.
[00:27:46.680 --> 00:27:48.680]   A book is a lead-generating tool.
[00:27:48.680 --> 00:27:50.680]   A book is an attraction magnet.
[00:27:50.680 --> 00:27:55.680]   A book is a credential and credibility piece that only about 1% of the people in the world have.
[00:27:55.680 --> 00:28:02.680]   A book is a way for you to stand out from the crowd, to get noticed, to get millions of dollars worth of free publicity.
[00:28:02.680 --> 00:28:08.680]   And the bottom line is you don't write and publish a book because you want to make a little bit of extra money on selling the book.
[00:28:08.680 --> 00:28:14.680]   You write and publish the book so that you can do speaking, coaching, and consulting.
[00:28:14.680 --> 00:28:20.680]   And in a few moments I'm going to share with you my holy grail of this industry and tell you the world's greatest marketing secret,
[00:28:20.680 --> 00:28:30.680]   which is to write and publish your book to transform your passions into your professions, to transform your intellectual property into the written word.
[00:28:30.680 --> 00:28:37.680]   It was Abraham Lincoln who said that the only way the dead can teach the yet unborn is through the written page.
[00:28:37.680 --> 00:28:45.680]   And so our goal as we leave a legacy for our children, grandchildren, and great-grandchildren, our goal to attract more market share,
[00:28:45.680 --> 00:28:50.680]   to stand out from the crowd, to get noticed, to get those speaking, coaching, consulting opportunities,
[00:28:50.680 --> 00:28:54.680]   is to understand that you don't actually make a whole lot of money off the book.
[00:28:54.680 --> 00:29:04.680]   And yeah, I've sold upwards of a million books in five languages in 108 countries, in Russian, Arabic, Spanish, Indonesian, English, and some others.
[00:29:04.680 --> 00:29:15.680]   Yeah, I've done well on my book, but the majority of my income comes from the speaking, the coaching, the consulting that happens as a result of leveraging the book
[00:29:15.680 --> 00:29:18.680]   to secure the speaking and the coaching opportunities.
[00:29:18.680 --> 00:29:21.680]   It's not from actual book sales.
[00:29:21.680 --> 00:29:28.680]   So as an example of this, when I first launched my professional speaking career 15, 16, 18 years ago,
[00:29:28.680 --> 00:29:32.680]   my book Creating Your Own Destiny had just gotten published.
[00:29:32.680 --> 00:29:35.680]   And as soon as the book was published, I searched on the internet.
[00:29:35.680 --> 00:29:38.680]   I found a $5,000 speaking engagement in Florida.
[00:29:38.680 --> 00:29:46.680]   At the time, I lived in Seattle, and I had been speaking up and down the I-5 corridor, Seattle, Portland, Vancouver, British Columbia.
[00:29:46.680 --> 00:29:55.680]   And all of my speaking engagements I went to, I drove to, and wasn't paid that much, maybe $1,500, $2,500 here and there, $3,500.
[00:29:55.680 --> 00:30:00.680]   And then I found this $5,000 paid gig in Key Largo, Florida.
[00:30:00.680 --> 00:30:06.680]   I mailed the meeting planner a signed copy of my book, along with sending an email in my highlight video.
[00:30:06.680 --> 00:30:11.680]   And to my surprise, she replied back and said, "Yep, we want to book you. Send us the agreement."
[00:30:11.680 --> 00:30:23.680]   So I sent my speaking agreement for five grand, round-trip airline ticket, two nights hotel, my food and expenses, and they paid me in full nine months before the event.
[00:30:23.680 --> 00:30:26.680]   And so I was on cloud nine. I thought that was the greatest thing ever.
[00:30:26.680 --> 00:30:29.680]   And today my keynote speaking fee is $25,000.
[00:30:29.680 --> 00:30:34.680]   And so when I look back at that $5,000, I don't know why I was so excited.
[00:30:34.680 --> 00:30:40.680]   But the reason why is because it was my first one that paid that much, and the first time I got to fly to a gig.
[00:30:40.680 --> 00:30:45.680]   So I went down there. I did what my mentor taught me. I showed up early. I stayed late. I did the pre-speech interviews.
[00:30:45.680 --> 00:30:51.680]   I took the content from my pre-speech interviews, added that to the speech. I got a standing ovation.
[00:30:51.680 --> 00:30:58.680]   And it's important to know that most times I don't get a standing ovation unless I'm speaking to network marketing organizations, full commission sales, real estate mortgage.
[00:30:58.680 --> 00:31:02.680]   Anybody that's in sales, I typically get standing ovations.
[00:31:02.680 --> 00:31:11.680]   Most corporations, associations, you don't get standing ovations, and that's just the way it is in the business because they don't really care that much.
[00:31:11.680 --> 00:31:23.680]   So anyways, I went to the meeting planner afterwards, and I said, "Well, my goodness. I don't know what I did right, but I obviously screwed up, and I did something right because you guys loved it. The audience loved it."
[00:31:23.680 --> 00:31:29.680]   So I just need to know, what was it about Patrick Snow? Why did you book me as your speaker?
[00:31:29.680 --> 00:31:33.680]   There must have been other speakers that had bid on this gig.
[00:31:33.680 --> 00:31:45.680]   And she said, "Well, yes, Patrick. Of course. We had 47 other speakers all over North America, and every one of these 47 speakers sent us an email, and in that email was their embedded highlight video.
[00:31:45.680 --> 00:31:48.680]   And we watched 10 to 15 videos, and they were all great speakers.
[00:31:48.680 --> 00:31:53.680]   And then, Mr. Snow, you mailed us a signed copy of your book."
[00:31:53.680 --> 00:31:57.680]   And I said, "Well, great. What do you think of the book?" And she said, "We loved it. That's why we booked you as our keynote speaker."
[00:31:57.680 --> 00:32:01.680]   And then I said, "No! What do you think of the content of the book?"
[00:32:01.680 --> 00:32:16.680]   And she said, "Well, to tell you the truth, Patrick, to tell you the truth, I just want you to know that we have seven people on our speaker selection committee, and we've been so busy that not a single one of the seven of us had a chance to actually read your book."
[00:32:16.680 --> 00:32:26.680]   And when I heard that, I was like, "Oh, my goodness! I've just discovered the entire holy grail of the entire professional speaking industry."
[00:32:26.680 --> 00:32:35.680]   And that is everybody else on the planet is trying to secure their gigs by emailing highlight videos and email and email and email.
[00:32:35.680 --> 00:32:43.680]   And the problem is meeting planners are getting 500 emails a day in spam and all kinds of issues, and it's going to their spam blocker, and so you don't even know if the emails are going through.
[00:32:43.680 --> 00:32:58.680]   And what I discovered, when you physically send a 250 to 300-page hardcover book via the regular US mail in one of those cardboard envelopes via priority service, then this shows up on their desk.
[00:32:58.680 --> 00:33:05.680]   And I throw in the USA Today cover story, the New York Times, some testimonials, a speaker one sheet, a cover letter, some other things.
[00:33:05.680 --> 00:33:16.680]   And I inscribe the book specifically to the meeting planner, "I'm excited about the prospects of being selected as your keynote speaker for your spring upcoming sales conference," or whatever it is.
[00:33:16.680 --> 00:33:23.680]   Then they just love that. And so I realized that that was the reason why you write and publish the books.
[00:33:23.680 --> 00:33:29.680]   Who cares about the book sales? Who cares if you're a bestseller? Who cares how many books you actually sell?
[00:33:29.680 --> 00:33:38.680]   All I care about is strategically gifting these books to the people who have the ability to hire me for speaking, coaching, consulting.
[00:33:38.680 --> 00:33:46.680]   So over the last 15 years, I've done about $3.5 million in revenue using that one marketing strategy alone.
[00:33:46.680 --> 00:33:50.680]   And I'm not trying to impress anybody with that revenue stream or that income number.
[00:33:50.680 --> 00:33:54.680]   And that's not been in one year, but that's been over the course of about 15 years.
[00:33:54.680 --> 00:33:58.680]   And I'm just trying to impress upon you how powerful it is.
[00:33:58.680 --> 00:34:04.680]   And so from that time 15 years ago, I find 10 speaking engagements on the Internet.
[00:34:04.680 --> 00:34:07.680]   I mail out 10 books to meeting planners.
[00:34:07.680 --> 00:34:12.680]   Three and a half out of 10 make that conversion and hire me as their speaker.
[00:34:12.680 --> 00:34:24.680]   And then with regards to publishing prospects as a coach, I find 10 people on the Internet throughout the world that want to write and publish a book, that want to be a bestseller, that want to be an author, speaker, coach, consultant, or just looking for a better way to promote their business.
[00:34:24.680 --> 00:34:34.680]   Maybe they're a chiropractor, a doctor, a financial services representative, whatever they are, I believe that the book is the best way to market you.
[00:34:34.680 --> 00:34:42.680]   And so I send out 10 books to these 10 prospects and then seven out of 10 convert and hire me as their coach.
[00:34:42.680 --> 00:34:43.680]   Seven or three?
[00:34:43.680 --> 00:34:48.680]   Seven. So seven on the coaching, but three and a half on the speaking.
[00:34:48.680 --> 00:34:54.980]   and the speaking. So my close ratio for speaking when sending books is 35%. My
[00:34:54.980 --> 00:35:01.440]   close ratio for coaching when sending books is 70%. And I tell you what, that's
[00:35:01.440 --> 00:35:07.960]   all I do. That's my entire marketing strategy. It is print books, shipbooks,
[00:35:07.960 --> 00:35:13.960]   follow up. Print books, shipbooks, follow up. Print books, shipbooks, follow up.
[00:35:13.960 --> 00:35:17.940]   That's the only marketing that I do and it's the only marketing that I need to do
[00:35:17.940 --> 00:35:22.280]   because nobody else on planet earth is doing that. And I love that quote that
[00:35:22.280 --> 00:35:25.880]   says, "The fortune is made in the follow up." And Napoleon Hill in his book, The
[00:35:25.880 --> 00:35:30.300]   Law of Success, says on average, "We must have seven bits of communication between
[00:35:30.300 --> 00:35:34.440]   buyer and seller for sale to transpire." So I mail the book, that's one. And then I
[00:35:34.440 --> 00:35:38.000]   call or email, that's two, three. And then once a week, every week for the rest of
[00:35:38.000 --> 00:35:42.480]   my life, I touch them. I drip on them just once a week. And then typically within
[00:35:42.480 --> 00:35:47.920]   seven weeks, I'm filling out paperwork to have them hire me as a coach or to book
[00:35:47.920 --> 00:35:52.000]   me as their keynote speaker. And so I would completely disagree with that
[00:35:52.000 --> 00:35:56.840]   statement that the whole reason why you write and publish the book is
[00:35:56.840 --> 00:36:02.840]   so that you can sell more whatever it is that you do. Whatever your business, if
[00:36:02.840 --> 00:36:06.280]   you're a landscape architect, you write and publish the book so you can attract more
[00:36:06.280 --> 00:36:10.200]   landscape architect clients. If you're a financial planner, you write and publish
[00:36:10.200 --> 00:36:15.280]   the book to attract more financial planning clients. If you're a chiropractor,
[00:36:15.280 --> 00:36:19.640]   you write and publish the book so that you can attract more patients. So without
[00:36:19.640 --> 00:36:27.480]   question, the book is the most powerful marketing tool and the world's greatest
[00:36:27.480 --> 00:36:31.640]   marketing secret in all of business, hands down. I am convinced.
[00:36:31.640 --> 00:36:35.480]   I think you said you disagreed, but you actually did agree with me because that's
[00:36:35.480 --> 00:36:38.360]   what I was saying is that it's not about the book directly, it's about the
[00:36:38.360 --> 00:36:43.040]   ancillary services. So this has been my plan with even Radical Personal Finance.
[00:36:43.040 --> 00:36:46.880]   One of the things that really frustrated me when I was a life insurance agent was
[00:36:46.880 --> 00:36:52.600]   that I didn't have the ability, based upon the rules and regulations of the large
[00:36:52.600 --> 00:36:57.520]   company I worked with, I didn't have the ability to publish my own materials to do
[00:36:57.520 --> 00:37:00.800]   my selling for me. And I would go out in the life insurance business, let's see,
[00:37:00.800 --> 00:37:05.520]   there would be books like, famous ones like Infinite Banking or Bank on Yourself,
[00:37:05.520 --> 00:37:10.340]   which are all about using whole life insurance policies as a way of funding
[00:37:10.340 --> 00:37:14.680]   your life, or whether it was other aspects of just different things. There'd be
[00:37:14.680 --> 00:37:20.160]   financial advisors and producers who all they would do is write the book. And what
[00:37:20.160 --> 00:37:24.360]   they would do is if they wrote the book, and they wrote the book well, number one,
[00:37:24.360 --> 00:37:29.520]   you get people to... Even Tony Robbins did last year with his book Money Master the
[00:37:29.520 --> 00:37:35.000]   Game. You get people to pay you to buy your marketing and advertising materials,
[00:37:35.000 --> 00:37:38.480]   and then those marketing and advertising materials, they make money on themselves,
[00:37:38.480 --> 00:37:44.840]   and then they turn around and incentivize people to go ahead and consume more of
[00:37:44.840 --> 00:37:48.720]   your services. And because you are going first as the entrepreneur, as the
[00:37:48.720 --> 00:37:53.360]   marketer, you're going first with the massively helpful content and the clear
[00:37:53.360 --> 00:37:57.360]   presentation. Your customers, instead of having an adversarial relationship, you
[00:37:57.360 --> 00:38:02.840]   have a work together relationship. And so if you build the marketing funnel
[00:38:02.840 --> 00:38:06.360]   systematically, and the book, you give somebody for whatever the cost of the
[00:38:06.360 --> 00:38:10.240]   book, whether in your case you're sending it out for free, you're giving somebody
[00:38:10.240 --> 00:38:13.480]   so much information that they're naturally going to inquire and say, "Oh,
[00:38:13.480 --> 00:38:18.280]   what's the next step? What can I do to get more specific application?" And that's
[00:38:18.280 --> 00:38:21.960]   how you build a strong marketing funnel. It used to frustrate me because I said,
[00:38:21.960 --> 00:38:26.800]   "This is so obvious. I see so many people doing it." But yet, I as an individual,
[00:38:26.800 --> 00:38:30.640]   legally, I wasn't permitted to do it. It's one of the reasons why I left that
[00:38:30.640 --> 00:38:34.240]   industry. And then with Radical Personal Finance, that's been my business model
[00:38:34.240 --> 00:38:38.760]   all along. I build the market first with the white space I saw with the podcast.
[00:38:38.760 --> 00:38:43.640]   Now I'm in the process of following that up with the book, coaching, products,
[00:38:43.640 --> 00:38:47.120]   additional resources for people who want to go deeper. And I believe it's the
[00:38:47.120 --> 00:38:52.240]   perfect win-win-win across the board marketing channel for most businesses
[00:38:52.240 --> 00:38:56.360]   because what it allows your clients to do is to self-select the ones that are right
[00:38:56.360 --> 00:38:59.200]   for you and the ones that are wrong for you. So instead of trying to do a mass
[00:38:59.200 --> 00:39:02.960]   market thing where, "Okay, I'm going to buy lots of time on television," and then
[00:39:02.960 --> 00:39:06.440]   reaching the mass market with the generalized content, you're focusing very
[00:39:06.440 --> 00:39:11.280]   specifically on helping the people who are a perfect fit for your content and then
[00:39:11.280 --> 00:39:14.920]   overwhelming those people who are the customers for your business with the most
[00:39:14.920 --> 00:39:21.280]   valuable information that they need. And it's a time-proven system. It frustrates
[00:39:21.280 --> 00:39:25.600]   me. I'm glad that I can now do it, but there's a little bit of pent-up
[00:39:25.600 --> 00:39:28.280]   frustration from years of watching it. I wasn't able to do it before, but I'm
[00:39:28.280 --> 00:39:29.280]   thrilled to be doing it now.
[00:39:29.280 --> 00:39:35.880]   - Well, and the best reason about this is that the life cycle of a book and the
[00:39:35.880 --> 00:39:40.240]   shelf life of a book can last for hundreds and hundreds of years. I mean,
[00:39:40.240 --> 00:39:44.480]   look at the Bible, for goodness sakes. Is that 2,000 years old, plus or minus? And
[00:39:44.480 --> 00:39:49.640]   so when you write and publish a book, that book is going to stay around for 50
[00:39:49.640 --> 00:39:55.520]   years, 75 years, 100 years, or more until that book physically falls apart. And so
[00:39:55.520 --> 00:39:59.240]   what happens is it's too expensive to go out there and hire a direct sales force
[00:39:59.240 --> 00:40:03.240]   trying to market your products and service and your brand. But when you look
[00:40:03.240 --> 00:40:08.560]   at a book, I don't look at a book as a salesman or a saleswoman. To me, a book is
[00:40:08.560 --> 00:40:12.640]   a sales it, and you don't have to pay medical or dental benefits. You don't
[00:40:12.640 --> 00:40:17.120]   have to pay a 401(k). A book will market and brand and sell for you for as long as
[00:40:17.120 --> 00:40:22.320]   that book is in circulation. And people don't throw away books. They give away
[00:40:22.320 --> 00:40:26.040]   books. They send them to the library. They gift them to people. They let people
[00:40:26.040 --> 00:40:29.880]   borrow them. And the book sells and markets and brands for you for hundreds
[00:40:29.880 --> 00:40:33.200]   of years. And so hence another reason why I think it's the world's greatest
[00:40:33.200 --> 00:40:36.960]   marketing secret. And you're absolutely right. And by the way, I think it's
[00:40:36.960 --> 00:40:40.320]   wonderful what you've done and go out on your own because radical personal
[00:40:40.320 --> 00:40:45.200]   finance is far better than anything I've seen out there. So grateful that you've
[00:40:45.200 --> 00:40:47.480]   made that leap and so thrilled about our friendship.
[00:40:47.480 --> 00:40:52.760]   Yeah. It's going to be good even as we work together because if you – well, my
[00:40:52.760 --> 00:40:56.560]   theory has been let me just focus on doing the best that I can. I can't claim
[00:40:56.560 --> 00:41:00.920]   to be better, but I can work really hard to be excellent. And at every stage, if I
[00:41:00.920 --> 00:41:05.400]   work hard in my business to be excellent, the people who are going to be
[00:41:05.400 --> 00:41:09.200]   appropriate for my services will follow through. And I think that can be applied
[00:41:09.200 --> 00:41:15.120]   at the microcosm scale on any business, any person. I want to shift now and
[00:41:15.120 --> 00:41:20.280]   talk about online branding versus physical, like talking at the book and
[00:41:20.280 --> 00:41:24.160]   how you see the intersection. I teach some concepts on radical personal
[00:41:24.160 --> 00:41:31.040]   finance and I focus on always start with building your number one wealth engine,
[00:41:31.040 --> 00:41:35.360]   which is your income. And that's going to start by your human – by enhancing
[00:41:35.360 --> 00:41:38.800]   your human capital, which is your earning ability. So you've got to focus on
[00:41:38.800 --> 00:41:42.600]   building the earning ability in your job, by advancing in your career or in your
[00:41:42.600 --> 00:41:47.760]   business by promoting your business more broadly. And so that's going to build in
[00:41:47.760 --> 00:41:52.320]   with marketing. And I see specifically even for most employees, most employees
[00:41:52.320 --> 00:41:54.920]   are not thinking about their personal brand. They're not thinking about how do
[00:41:54.920 --> 00:41:59.840]   I enhance myself and learn the skills that I need to be a useful resource for my
[00:41:59.840 --> 00:42:05.160]   next employer and how do I market myself to be attractive to my next employer. So
[00:42:05.160 --> 00:42:09.800]   I recommend as a minimum to get started and establish yourself with a blog in
[00:42:09.800 --> 00:42:15.880]   your industry, focus on building up your expertise, focus on promoting and being a
[00:42:15.880 --> 00:42:20.920]   resource in your industry. And it's so simple today with a few bucks of hosting
[00:42:20.920 --> 00:42:25.600]   fees to launch a great-looking blog. How do you see the intersection between
[00:42:25.600 --> 00:42:31.480]   online posting, online blogging, writing articles versus publishing a
[00:42:31.480 --> 00:42:34.420]   comprehensive book? What do you see as the proper intersection between those two
[00:42:34.420 --> 00:42:35.920]   things for most people?
[00:42:35.920 --> 00:42:40.680]   Well, the intersection is I have many, many, many clients that they say, "Well, I
[00:42:40.680 --> 00:42:43.200]   can't ever write a book. That's too hard. That's too long. That's going to take
[00:42:43.200 --> 00:42:46.560]   too much time." And I say, "But you have a blog." And they say, "Yeah." And I say, "Well, how long
[00:42:46.560 --> 00:42:50.520]   have you been blogging?" And I'm like, "Oh," they all say, "Oh, we've been blogging for two years." And my
[00:42:50.520 --> 00:42:57.600]   answer is, "Well, go back and take an inventory of your 50 best blogs that
[00:42:57.600 --> 00:43:01.360]   you've gotten the best response from that you enjoy the most and then you
[00:43:01.360 --> 00:43:07.600]   repurpose those 50 blogs as content for your book and now you have a book with
[00:43:07.600 --> 00:43:11.760]   50 different chapters in the book. And then all we have to do is come up with a
[00:43:11.760 --> 00:43:16.720]   introduction, a final note, a title, subtitle, tagline. We get some testimonials in
[00:43:16.720 --> 00:43:20.240]   there, do the acknowledgments, dedication page, these kind of things. Your back page
[00:43:20.240 --> 00:43:27.640]   sales inserts and bam, you're published. And so a lot of time publishing is just
[00:43:27.640 --> 00:43:34.560]   simply a collection of all of the existing works that you've
[00:43:34.560 --> 00:43:38.760]   already done. It's a repurposing the blog content that's already been published.
[00:43:38.760 --> 00:43:44.640]   And so I would say that it's one and the same. The only difference is
[00:43:44.640 --> 00:43:49.040]   that you can physically send a blog to somebody and they might not do anything
[00:43:49.040 --> 00:43:54.240]   with it. It might just get lost in the electronic space. But if you physically
[00:43:54.240 --> 00:43:58.680]   put a book in someone's hand, they have to do something. And they have to put it
[00:43:58.680 --> 00:44:00.960]   aside, they have to put it by their bed stand, they have to put it on their
[00:44:00.960 --> 00:44:04.600]   bookshelf. It might sit in their inbox for a week or two, but they have to
[00:44:04.600 --> 00:44:08.120]   physically do something. So I'm above the belief that the printed book is far
[00:44:08.120 --> 00:44:13.120]   better than a blog. But I think if you don't want to spend the time writing the
[00:44:13.120 --> 00:44:17.680]   book from scratch, I would say repurpose all of the content from your blog and
[00:44:17.680 --> 00:44:23.520]   turn your blog into a book. And I've had probably 50 clients that don't believe
[00:44:23.520 --> 00:44:27.400]   that they can write a book, but all of them have blogs and they take their
[00:44:27.400 --> 00:44:31.880]   blogging content, copy and paste it, repurpose it, stick it into their book,
[00:44:31.880 --> 00:44:35.500]   and then literally 90 to 95 percent of the heavy lifting of the book has been
[00:44:35.500 --> 00:44:40.360]   done. So to me, a blog and a book are one and the same. It's just that a book is
[00:44:40.360 --> 00:44:44.320]   far more impressive to the meeting planner and certainly catches the
[00:44:44.320 --> 00:44:48.200]   attention. But the actual content and the ability to change and impact people's
[00:44:48.200 --> 00:44:53.620]   lives if the books get read and if the blogs get read have that same power. So
[00:44:53.620 --> 00:44:57.800]   I'm a big advocate of blogging. Let's talk about publishing, self-publishing
[00:44:57.800 --> 00:45:03.120]   versus working on attracting a publisher to actually publish your work. This is
[00:45:03.120 --> 00:45:07.400]   also one of the big decisions that authors have to make and there's a lot
[00:45:07.400 --> 00:45:11.880]   of historical baggage on both sides of these things. In 2015, if you're coaching
[00:45:11.880 --> 00:45:17.720]   a client who's considering, "Should I self-publish my book or should I try to
[00:45:17.720 --> 00:45:21.360]   find a publisher to publish it for me?" Where do you start with giving them
[00:45:21.360 --> 00:45:25.320]   advice? Well, first thing I let them know that there's about a hundred decisions
[00:45:25.320 --> 00:45:30.280]   that they need to make in order for them to successfully publish a world-class
[00:45:30.280 --> 00:45:35.640]   book that they can actually make money on. And if they make about 95% of those
[00:45:35.640 --> 00:45:39.760]   decisions correctly, then the book is going to be a miserable failure. So the
[00:45:39.760 --> 00:45:45.160]   key is that you got to make 100 out of 100 decisions correct in order to
[00:45:45.160 --> 00:45:50.680]   succeed in this business. And so 100 out of 100 and the most important of those
[00:45:50.680 --> 00:45:56.680]   decisions is selecting the right publishing option. And a lot of people
[00:45:56.680 --> 00:45:59.660]   don't realize this but there's actually three or three and a half publishing
[00:45:59.660 --> 00:46:04.640]   options that you have. And option number one, in no specific order that most
[00:46:04.640 --> 00:46:08.080]   people are familiar with, are the traditional New York publishing
[00:46:08.080 --> 00:46:13.520]   publishers such as like my publisher is John Wiley and Sons. And then we have
[00:46:13.520 --> 00:46:17.880]   Time Warner and Penguin and Putnam and McGraw-Hill and Hay House. And some of
[00:46:17.880 --> 00:46:22.000]   these companies are in New York, some are not in New York, most are in New York.
[00:46:22.000 --> 00:46:26.760]   But I just call these companies the traditional New York publisher route. And
[00:46:26.760 --> 00:46:30.920]   bottom line, in the past these companies would buy the rights of your book and
[00:46:30.920 --> 00:46:35.880]   then they print, publish, distribute their book and you give up and you sell the
[00:46:35.880 --> 00:46:38.800]   rights to this book with hopes that they're going to do the marketing for you.
[00:46:38.800 --> 00:46:43.480]   And unfortunately about 15 years ago, 20 years ago, that's when they stopped doing
[00:46:43.480 --> 00:46:48.240]   marketing. Mark Victor Hanson of Chicken Soup for the Soul is on record as stating
[00:46:48.240 --> 00:46:51.520]   that a major New York publisher today is nothing more than a company that pays
[00:46:51.520 --> 00:46:55.700]   for the printing of the books. That's all they do. My books have been with my
[00:46:55.700 --> 00:46:59.320]   publisher in New York for five years and they've done absolutely nothing. So I've
[00:46:59.320 --> 00:47:05.280]   experienced firsthand that publishing a book in New York doesn't necessarily
[00:47:05.280 --> 00:47:09.120]   ever ensure that you're going to actually make money off of the book. And
[00:47:09.120 --> 00:47:12.560]   every New York publisher that I've ever met, every single one of them are
[00:47:12.560 --> 00:47:16.320]   disappointed and wish they would have not selected that route because they're
[00:47:16.320 --> 00:47:20.880]   not making money, they're not getting paid. And so if you look at the numbers, a
[00:47:20.880 --> 00:47:23.880]   literary agent friend of mine that's been in the industry forever, she says
[00:47:23.880 --> 00:47:28.640]   that if you have a manuscript completed, then you have a one in one thousand
[00:47:28.640 --> 00:47:33.280]   chance of having an editor in New York actually read your manuscript. If they
[00:47:33.280 --> 00:47:37.120]   read your manuscript, now you have a one in one thousand chance of them actually
[00:47:37.120 --> 00:47:43.040]   buying the rights of your manuscript. And so one in one thousand to read it, one
[00:47:43.040 --> 00:47:47.240]   in one thousand to buy it. When I did my two book deal with John Wiley and Sons
[00:47:47.240 --> 00:47:52.520]   five or six years ago, they paid me $40,000 advance for two books. We did a
[00:47:52.520 --> 00:47:56.000]   two book deal with Creating Your Own Destiny and The Affluent Entrepreneur.
[00:47:56.000 --> 00:47:58.920]   And that was back then and I missed the big money by three or four years. If I
[00:47:58.920 --> 00:48:02.800]   had done it five years earlier, I could have gotten $100,000 per book. But what's
[00:48:02.800 --> 00:48:06.080]   happened in the publishing industry, they continuously lose money year after year
[00:48:06.080 --> 00:48:10.360]   after year. So the advances are getting smaller and smaller and smaller. So now
[00:48:10.360 --> 00:48:14.240]   what we see coming out of New York is if they read it and if they buy it, they're
[00:48:14.240 --> 00:48:18.240]   going to give you a one to five thousand dollar advance. And then they're going
[00:48:18.240 --> 00:48:23.520]   to ask you to sign an IOU that says that you commit to purchasing upwards of
[00:48:23.520 --> 00:48:28.800]   ten thousand books in your life at ten dollars a piece. And if you do the math,
[00:48:28.800 --> 00:48:31.880]   you're basically signing an IOU that says that you're going to buy a hundred
[00:48:31.880 --> 00:48:35.720]   thousand dollars worth of your own books. And so I don't think that's a win-win-win
[00:48:35.720 --> 00:48:40.720]   deal. And by the way, the reality of it is the New York publishing route is
[00:48:40.720 --> 00:48:44.240]   really not even an option for most people to consider. If you're not a movie
[00:48:44.240 --> 00:48:49.000]   star, a celebrity, a professional athlete, a musician, a politician, then I wouldn't
[00:48:49.000 --> 00:48:53.800]   even waste your time. I was rejected for 15 years before they bought the rights
