
[00:00:00.000 --> 00:00:00.840]   [upbeat music]
[00:23:40.380 --> 00:23:44.540]   but that result has been shown again and again and again
[00:23:44.540 --> 00:23:46.700]   for different domains of goal setting and pursuit.
[00:23:46.700 --> 00:23:48.820]   So this thing of setting specificity,
[00:23:48.820 --> 00:23:51.120]   really spending time with it on paper,
[00:23:51.120 --> 00:23:53.980]   setting specificity of actions, which specific actions,
[00:23:53.980 --> 00:23:56.500]   and then setting specificity of how long you are going
[00:23:56.500 --> 00:23:59.340]   to engage in each of those actions each week
[00:23:59.340 --> 00:24:02.460]   greatly increases the probability that you will achieve
[00:24:02.460 --> 00:24:06.880]   that what previously seemed to be a all too lofty goal.
[00:24:06.880 --> 00:24:08.500]   Earlier I mentioned that during the course
[00:24:08.500 --> 00:24:10.480]   of today's episode, we were going to dispel
[00:24:10.480 --> 00:24:13.900]   some common myths about goal setting and pursuit.
[00:24:13.900 --> 00:24:17.660]   So now I'd like to mention two popular myths
[00:24:17.660 --> 00:24:19.780]   about goal setting and pursuit.
[00:24:19.780 --> 00:24:23.300]   The first one is that if we set a post-it,
[00:24:23.300 --> 00:24:24.720]   you know, a little post-it sticky,
[00:24:24.720 --> 00:24:26.820]   where you write down what you're trying to achieve
[00:24:26.820 --> 00:24:28.520]   and you put that on the refrigerator,
[00:24:28.520 --> 00:24:30.120]   you put that on your mirror,
[00:24:30.120 --> 00:24:32.040]   that it increases the probability
[00:24:32.040 --> 00:24:35.180]   that you are going to stick to your goal.
[00:24:35.180 --> 00:24:37.100]   It turns out that is not the case.
[00:24:37.100 --> 00:24:39.540]   And the reason for that is that your visual system adapts
[00:24:39.540 --> 00:24:42.180]   to whatever is regular in your environment.
[00:24:42.180 --> 00:24:45.980]   Doesn't matter whether or not that environment is sparse,
[00:24:45.980 --> 00:24:48.360]   so it only has a few things in it,
[00:24:48.360 --> 00:24:51.740]   or whether or not it is dense, like a forest.
[00:24:51.740 --> 00:24:54.280]   Anything that shows up regularly in our visual environment
[00:24:54.280 --> 00:24:56.020]   gets canceled out.
[00:24:56.020 --> 00:24:57.820]   This is actually a basic feature
[00:24:57.820 --> 00:24:59.740]   of the way your visual system is wired.
[00:24:59.740 --> 00:25:02.780]   So for those of you that are taking a sticky note
[00:25:02.780 --> 00:25:05.920]   or a magnet or a sign and putting it on your mirror
[00:25:05.920 --> 00:25:08.020]   and leaving it there from day to day,
[00:25:08.020 --> 00:25:10.980]   maybe that says, you know, run 60 minutes today
[00:25:10.980 --> 00:25:12.860]   or study French 20 minutes
[00:25:12.860 --> 00:25:15.220]   or whatever the goal happens to be.
[00:25:15.220 --> 00:25:18.700]   If you leave it there day to day to day,
[00:25:18.700 --> 00:25:22.400]   it actually diminishes the likelihood of progress.
[00:25:22.400 --> 00:25:26.140]   I know that seems kind of hard to believe, but it's true.
[00:25:26.140 --> 00:25:29.340]   Instead, a better approach is to continually
[00:25:29.340 --> 00:25:32.080]   write that thing out each day and put up a new sticky,
[00:25:32.080 --> 00:25:34.680]   put it in a new place, perhaps on the refrigerator,
[00:25:34.680 --> 00:25:36.920]   sometimes in the kitchen, maybe on the windshield
[00:25:36.920 --> 00:25:37.980]   of your car, although of course,
[00:25:37.980 --> 00:25:40.300]   remove that while you're driving, et cetera.
[00:25:40.300 --> 00:25:42.800]   If you are going to incorporate visual reminders
[00:25:42.800 --> 00:25:45.120]   in your goal setting and goal pursuit process,
[00:25:45.120 --> 00:25:47.620]   you want to change those each and every day.
[00:25:47.620 --> 00:25:50.500]   This is actually something that perhaps app developers
[00:25:50.500 --> 00:25:53.020]   will start to incorporate because I think the notifications
[00:25:53.020 --> 00:25:56.040]   that come through on various apps designed to remind us
[00:25:56.040 --> 00:25:57.900]   to do certain things can be helpful,
[00:25:57.900 --> 00:26:01.460]   but there too, we tend to attenuate to them
[00:26:01.460 --> 00:26:03.820]   and we simply either do not notice them
[00:26:03.820 --> 00:26:06.020]   or we start to swipe them away over time.
[00:26:06.020 --> 00:26:08.260]   So visual reminders can be very effective.
[00:26:08.260 --> 00:26:09.540]   If you want to use them, great.
[00:26:09.540 --> 00:26:12.460]   You certainly don't have to, but if you're going to use them,
[00:26:12.460 --> 00:26:14.420]   you want to update them every single day.
[00:26:14.420 --> 00:26:17.180]   Otherwise your visual system and certainly the areas
[00:26:17.180 --> 00:26:19.600]   of your brain that are associated with assessing novelty
[00:26:19.600 --> 00:26:23.240]   and emotionality will simply start to cancel those away.
[00:26:23.240 --> 00:26:25.400]   So the first common myth that we're dispelling
[00:26:25.400 --> 00:26:27.580]   is what I call the post-it fallacy.
[00:26:27.580 --> 00:26:29.540]   The idea that if you write something down on a post-it
[00:26:29.540 --> 00:26:32.280]   and you post it in an area that you frequent every morning
[00:26:32.280 --> 00:26:33.700]   or every day or every night,
[00:26:33.700 --> 00:26:36.060]   that you stand a higher probability of adhering
[00:26:36.060 --> 00:26:38.500]   to what is on that post-it, that is simply not true.
[00:26:38.500 --> 00:26:39.960]   You would want to replace it every day
[00:26:39.960 --> 00:26:42.740]   and you would also be wise to move that post-it
[00:26:42.740 --> 00:26:44.640]   to different locations.
[00:26:44.640 --> 00:26:48.060]   The second myth is that if you want to increase
[00:26:48.060 --> 00:26:50.480]   your motivation toward pursuing a goal
[00:26:50.480 --> 00:26:52.000]   and you want to increase the probability
[00:26:52.000 --> 00:26:53.860]   that you will achieve that goal,
[00:26:53.860 --> 00:26:57.320]   that you should engage in so-called accountability,
[00:26:57.320 --> 00:26:58.900]   meaning that you should tell people
[00:26:58.900 --> 00:27:02.140]   you are going to achieve that goal.
[00:27:02.140 --> 00:27:05.340]   Now, I realize that there are some prominent examples
[00:27:05.340 --> 00:27:08.620]   in pop culture of people posting something on social media
[00:27:08.620 --> 00:27:10.940]   and saying, in three years,
[00:27:10.940 --> 00:27:12.920]   I'm going to be playing in Wembley Stadium
[00:27:12.920 --> 00:27:14.620]   or in two years, watch,
[00:27:14.620 --> 00:27:17.160]   I'm going to be at the top level of my game,
[00:27:17.160 --> 00:27:18.480]   whatever that game happens to be.
[00:27:18.480 --> 00:27:21.260]   Sure, there are examples of that.
[00:27:21.260 --> 00:27:23.540]   And those are beautiful and inspiring examples.
[00:27:23.540 --> 00:27:26.180]   However, the scientific data tell us
[00:27:26.180 --> 00:27:29.340]   that if we inform people around us,
[00:27:29.340 --> 00:27:31.280]   that for instance, we are going to write a book
[00:27:31.280 --> 00:27:33.220]   or that we're going to start a podcast
[00:27:33.220 --> 00:27:34.980]   or that we are going to run a marathon
[00:27:34.980 --> 00:27:37.420]   or whatever it happens to be,
[00:27:37.420 --> 00:27:40.420]   more often than not, we get feedback
[00:27:40.420 --> 00:27:43.140]   that is generally positive in form.
[00:27:43.140 --> 00:27:46.220]   I think that's good and to be expected, frankly.
[00:27:46.220 --> 00:27:47.780]   If a friend tells us, "Hey, I'm going to write a book
[00:27:47.780 --> 00:27:49.900]   or I'm going to pursue a new fitness goal
[00:27:49.900 --> 00:27:50.780]   or I'm going to learn a language,"
[00:27:50.780 --> 00:27:51.940]   we say, "Great, go for it.
[00:27:51.940 --> 00:27:52.860]   You can totally do it.
[00:27:52.860 --> 00:27:55.340]   You're very likely to succeed.
[00:27:55.340 --> 00:27:56.300]   Go for it.
[00:27:56.300 --> 00:27:57.420]   How do you want me to support you?
[00:27:57.420 --> 00:27:58.940]   Is there anything I can do to support you?"
[00:27:58.940 --> 00:28:02.380]   Those all are frankly healthy exchanges.
[00:28:02.380 --> 00:28:06.220]   And yet the data tell us that the positive feedback
[00:28:06.220 --> 00:28:07.940]   that we get from others
[00:28:07.940 --> 00:28:11.020]   when we announce that we're going after a goal,
[00:28:11.020 --> 00:28:12.860]   activate certain reward systems
[00:28:12.860 --> 00:28:15.440]   and motivation systems within our brain
[00:28:15.440 --> 00:28:17.420]   that then quickly dissipate
[00:28:17.420 --> 00:28:18.860]   and then diminish the probability
[00:28:18.860 --> 00:28:20.920]   that we will engage in the type of behaviors
[00:28:20.920 --> 00:28:23.500]   that actually lead us to achieve that goal.
[00:28:23.500 --> 00:28:25.420]   So we have the post-it fallacy
[00:28:25.420 --> 00:28:28.700]   and we have the myth of accountability fallacy
[00:28:28.700 --> 00:28:30.860]   within the context of goal pursuit.
[00:28:30.860 --> 00:28:33.780]   I, of course, am not saying that accountability is bad.
[00:28:33.780 --> 00:28:36.060]   To the contrary, accountability is a great thing,
[00:28:36.060 --> 00:28:37.540]   both to ourselves and to others.
[00:28:37.540 --> 00:28:40.900]   It's something that we should all cultivate throughout life.
[00:28:40.900 --> 00:28:42.820]   I'm merely talking about the myth of accountability
[00:28:42.820 --> 00:28:44.140]   in the context of goal pursuit
[00:28:44.140 --> 00:28:46.260]   and I'm actually being more specific than that.
[00:28:46.260 --> 00:28:48.060]   I'm saying don't tell people
[00:28:48.060 --> 00:28:50.820]   that you're going to go out and achieve something
[00:28:50.820 --> 00:28:53.660]   prior to initiating action toward that goal
[00:28:53.660 --> 00:28:56.780]   because in fact, the positive feedback that we get
[00:28:56.780 --> 00:28:58.460]   will diminish the probability
[00:28:58.460 --> 00:29:00.840]   that we will continually pursue that goal
[00:29:00.840 --> 00:29:03.520]   in a way that allows us to achieve it.
[00:29:03.520 --> 00:29:06.080]   So you could interpret the information I just gave you
[00:29:06.080 --> 00:29:09.180]   as meaning that perhaps it's better to tell someone
[00:29:09.180 --> 00:29:11.740]   who doubts us that we are going to achieve a goal
[00:29:11.740 --> 00:29:12.940]   and then, of course,
[00:29:12.940 --> 00:29:14.560]   they're not going to give us the positive feedback.
[00:29:14.560 --> 00:29:16.780]   We're not going to get all that reward circuitry activated.
[00:29:16.780 --> 00:29:21.140]   Rather, we're going to get the friction circuitry activated
[00:29:21.140 --> 00:29:25.360]   of us wanting to prove ourselves and overcome the,
[00:29:25.360 --> 00:29:26.740]   let's just say, the lack of faith
[00:29:26.740 --> 00:29:28.660]   in our ability to achieve a goal.
[00:29:28.660 --> 00:29:30.300]   And indeed, that can work.
[00:29:30.300 --> 00:29:31.740]   There is evidence that can work.
[00:29:31.740 --> 00:29:33.020]   But then, of course,
[00:29:33.020 --> 00:29:35.080]   you have to find someone who doesn't believe in you.
[00:29:35.080 --> 00:29:37.320]   You have to get them to tell you they don't believe in you.
[00:29:37.320 --> 00:29:38.620]   And that could have all sorts
[00:29:38.620 --> 00:29:40.360]   of deleterious psychological effects
[00:29:40.360 --> 00:29:42.320]   that might undermine the goal pursuit process
[00:29:42.320 --> 00:29:43.640]   and other things as well.
[00:29:43.640 --> 00:29:46.780]   So if you are lucky enough to know somebody who doubts you,
[00:29:46.780 --> 00:29:48.500]   go ahead, tell them that you want to pursue
[00:29:48.500 --> 00:29:50.280]   your specific priority goal.
[00:29:50.280 --> 00:29:52.380]   But more likely than not,
[00:29:52.380 --> 00:29:56.060]   the best thing to do is to simply keep that goal to yourself.
[00:29:56.060 --> 00:29:58.100]   You may need to inform a family member or others
[00:29:58.100 --> 00:30:00.700]   of where you will be between the hours of,
[00:30:00.700 --> 00:30:01.900]   say, 8 a.m. and 9 a.m.,
[00:30:01.900 --> 00:30:03.860]   if you're going to be exercising or learning language
[00:30:03.860 --> 00:30:06.520]   or meditating, whatever it is, during that period of time.
[00:30:06.520 --> 00:30:08.540]   But what I'm referring to here is what I will call
[00:30:08.540 --> 00:30:10.160]   the don't tell the world rule.
[00:30:10.160 --> 00:30:13.660]   Don't tell the world that you're going to achieve X, Y, or Z.
[00:30:13.660 --> 00:30:15.940]   Just simply tell yourself.
[00:30:15.940 --> 00:30:18.440]   In fact, I would suggest that the more time you can spend
[00:30:18.440 --> 00:30:20.980]   with that one or two or three sheets of paper
[00:30:20.980 --> 00:30:22.740]   where you defined the goal,
[00:30:22.740 --> 00:30:24.860]   the specific actions that you're going to take,
[00:30:24.860 --> 00:30:26.580]   how you're going to measure progress,
[00:30:26.580 --> 00:30:29.180]   which we'll talk about a bit more later,
[00:30:29.180 --> 00:30:32.740]   the more time that you can spend with that goal in your mind
[00:30:32.740 --> 00:30:35.220]   and on that paper, the higher the probability
[00:30:35.220 --> 00:30:36.820]   that you will achieve that goal.
[00:30:36.820 --> 00:30:39.500]   That stands in stark contrast to telling everyone around you
[00:30:39.500 --> 00:30:40.900]   that you're going to achieve a certain goal,
[00:30:40.900 --> 00:30:42.380]   the so-called accountability myth
[00:30:42.380 --> 00:30:43.780]   or the myth of accountability
[00:30:43.780 --> 00:30:45.380]   within the context of goal pursuit
[00:30:45.380 --> 00:30:48.380]   would be the more specific way to describe that myth.
[00:30:48.380 --> 00:30:50.540]   Now, it turns out there is some utility
[00:30:50.540 --> 00:30:55.100]   to having one person that is a so-called accountability buddy
[00:30:55.100 --> 00:30:56.780]   if that person is really
[00:30:56.780 --> 00:30:59.500]   just strictly addressing accountability.
[00:30:59.500 --> 00:31:02.080]   They are reminding you to do what you need to do
[00:31:02.080 --> 00:31:03.840]   or they are asking you,
[00:31:03.840 --> 00:31:05.540]   did you do what you said you were going to do?
[00:31:05.540 --> 00:31:08.480]   But that's a bit more of a tough love accountability model.
[00:31:08.480 --> 00:31:10.940]   What the don't tell the world rule is really about
[00:31:10.940 --> 00:31:13.900]   is not getting the kind of dopamine
[00:31:13.900 --> 00:31:15.620]   and other forms of neurochemical reward
[00:31:15.620 --> 00:31:16.900]   that come from just simply saying
[00:31:16.900 --> 00:31:18.000]   that you're going to pursue a goal
[00:31:18.000 --> 00:31:19.860]   because as you'll soon learn,
[00:31:19.860 --> 00:31:23.300]   that dopamine and other molecules too, of course,
[00:31:23.300 --> 00:31:24.660]   are going to be critically important,
[00:31:24.660 --> 00:31:27.060]   not just for initiating the sorts of actions
[00:31:27.060 --> 00:31:29.160]   required to achieve your goals,
[00:31:29.160 --> 00:31:33.520]   but for re-engaging and constantly updating your strategy
[00:31:33.520 --> 00:31:35.780]   to ensure that you reach your goals.
[00:31:35.780 --> 00:31:38.420]   It's worth mentioning that the friction model
[00:31:38.420 --> 00:31:39.940]   of achieving your goals does work.
[00:31:39.940 --> 00:31:41.820]   I mean, I, for instance, am somebody that,
[00:31:41.820 --> 00:31:44.780]   if I were to say to a family member or friend,
[00:31:44.780 --> 00:31:46.700]   hey, I'm going to achieve a particular goal,
[00:31:46.700 --> 00:31:48.480]   and they said, no, there's no way you can do it,
[00:31:48.480 --> 00:31:51.360]   that would recruit a certain set of neural circuits
[00:31:51.360 --> 00:31:53.600]   and hormones and neurochemicals in me
[00:31:53.600 --> 00:31:56.020]   that would make me much more likely
[00:31:56.020 --> 00:31:58.420]   to lean into the required set of efforts
[00:31:58.420 --> 00:31:59.700]   to achieve that goal.
[00:31:59.700 --> 00:32:03.340]   But there's a danger in approaching a given goal that way,
[00:32:03.340 --> 00:32:04.180]   especially if the goal is something
[00:32:04.180 --> 00:32:05.900]   that you already want to pursue,
[00:32:05.900 --> 00:32:08.960]   which is that then a lot of your effort
[00:32:08.960 --> 00:32:13.380]   becomes framed in the context of making someone else wrong
[00:32:13.380 --> 00:32:14.620]   as opposed to achieving the goal.
[00:32:14.620 --> 00:32:16.300]   And of course you can do two things in parallel.
[00:32:16.300 --> 00:32:19.160]   You can achieve your goal and prove somebody else wrong.
[00:32:19.160 --> 00:32:21.940]   But as we've talked about in various episodes
[00:32:21.940 --> 00:32:24.660]   on motivation and pursuit and the dopamine system,
[00:32:24.660 --> 00:32:27.060]   and as we'll talk about a bit more in a few minutes,
[00:32:27.060 --> 00:32:29.440]   there's something tremendously powerful
[00:32:29.440 --> 00:32:32.200]   about learning how to derive pleasure
[00:32:32.200 --> 00:32:34.820]   from the effort process itself.
[00:32:34.820 --> 00:32:38.340]   That is learning to enjoy the process of pursuing a goal
[00:32:38.340 --> 00:32:41.140]   for sake of that goal for yourself,
[00:32:41.140 --> 00:32:43.160]   rather than trying to pursue a goal
[00:32:43.160 --> 00:32:45.100]   simply to prove somebody else wrong.
[00:32:45.100 --> 00:32:48.640]   I'll just tell you right now that intrinsic motivation,
[00:32:48.640 --> 00:32:50.980]   motivation that is directly attached
[00:32:50.980 --> 00:32:54.140]   to the thing that you are doing and route to a goal
[00:32:54.140 --> 00:32:58.120]   is the most powerful and sustainable source of motivation.
[00:32:58.120 --> 00:33:01.700]   As many of you know, I've been taking AG1 daily since 2012.
[00:33:01.700 --> 00:33:04.140]   So I'm delighted that they're sponsoring the podcast.
[00:33:04.140 --> 00:33:06.460]   AG1 is a vitamin mineral probiotic drink
[00:33:06.460 --> 00:33:07.300]   that's designed to meet
[00:33:07.300 --> 00:33:09.540]   all of your foundational nutrition needs.
[00:33:09.540 --> 00:33:11.160]   Now, of course, I try to get enough servings
[00:33:11.160 --> 00:33:13.460]   of vitamins and minerals through whole food sources
[00:33:13.460 --> 00:33:15.700]   that include vegetables and fruits every day,
[00:33:15.700 --> 00:33:18.380]   but oftentimes I simply can't get enough servings.
[00:33:18.380 --> 00:33:21.340]   But with AG1, I'm sure to get enough vitamins and minerals
[00:33:21.340 --> 00:33:23.100]   and the probiotics that I need,
[00:33:23.100 --> 00:33:26.260]   and it also contains adaptogens to help buffer stress.
[00:33:26.260 --> 00:33:29.060]   Simply put, I always feel better when I take AG1.
[00:33:29.060 --> 00:33:31.620]   I have more focus and energy and I sleep better,
[00:33:31.620 --> 00:33:33.840]   and it also happens to taste great.
[00:33:33.840 --> 00:33:35.700]   For all these reasons, whenever I'm asked,
[00:33:35.700 --> 00:33:38.400]   if you could take just one supplement, what would it be?
[00:33:38.400 --> 00:33:40.160]   I answer AG1.
[00:33:40.160 --> 00:33:41.860]   If you'd like to try AG1,
[00:33:41.860 --> 00:33:46.320]   go to drinkag1.com/huberman to claim a special offer.
[00:33:46.320 --> 00:33:48.080]   They'll give you five free travel packs
[00:33:48.080 --> 00:33:50.740]   plus a year supply of vitamin D3K2.
[00:33:50.740 --> 00:33:54.780]   Again, that's drinkag1.com/huberman.
[00:33:54.780 --> 00:33:56.780]   The final protocol related to goal setting,
[00:33:56.780 --> 00:33:58.020]   because really up until now,
[00:33:58.020 --> 00:34:00.240]   we've been talking only about goal setting,
[00:34:00.240 --> 00:34:02.380]   we haven't yet talked about goal pursuit,
[00:34:02.380 --> 00:34:06.040]   is that you want your goal to be measurable.
[00:34:06.040 --> 00:34:07.960]   And when we say measurable,
[00:34:07.960 --> 00:34:09.860]   you really have to define two things.
[00:34:09.860 --> 00:34:11.880]   First of all, you are going to have to define
[00:34:11.880 --> 00:34:15.300]   how long you are going to pursue this goal overall.
[00:34:15.300 --> 00:34:17.340]   In other words, how long you think it will take
[00:34:17.340 --> 00:34:19.500]   before you achieve your goal.
[00:34:19.500 --> 00:34:20.600]   And in addition to that,
[00:34:20.600 --> 00:34:22.220]   you are going to have to define
[00:34:22.220 --> 00:34:24.380]   how much time you are going to spend
[00:34:24.380 --> 00:34:27.740]   pursuing that goal each week or each day.
[00:34:27.740 --> 00:34:29.980]   Now, there are an infinite number of time blocks
[00:34:29.980 --> 00:34:32.460]   that one could use to answer these questions.
[00:34:32.460 --> 00:34:35.020]   So for instance, you could set an overall yearly goal
[00:34:35.020 --> 00:34:37.220]   and you could break it down into monthly goals,
[00:34:37.220 --> 00:34:40.840]   where you spend X amount of time on that goal each week
[00:34:40.840 --> 00:34:43.460]   and X amount of time on that goal each day,
[00:34:43.460 --> 00:34:47.260]   and essentially ladder up from the shortest timeframe
[00:34:47.260 --> 00:34:49.900]   to the longest timeframe required to achieve that goal.
[00:34:49.900 --> 00:34:52.220]   And certainly all of that is doable,
[00:34:52.220 --> 00:34:53.560]   but that I believe is going to be
[00:34:53.560 --> 00:34:55.880]   an overwhelming amount of work
[00:34:55.880 --> 00:34:57.940]   and indeed is going to be counterproductive
[00:34:57.940 --> 00:34:59.640]   toward achieving your goal.
[00:34:59.640 --> 00:35:00.860]   What I recommend,
[00:35:00.860 --> 00:35:02.980]   which of course is gleaned from the scientific literature,
[00:35:02.980 --> 00:35:06.120]   or at least the consistencies or the center of mass,
[00:35:06.120 --> 00:35:09.780]   that is the major findings that show up again and again
[00:35:09.780 --> 00:35:12.580]   in the scientific literature on goal setting and pursuit,
[00:35:12.580 --> 00:35:17.580]   is that you establish a roughly 12-week period of time
[00:35:17.580 --> 00:35:19.660]   to focus on your specific goal.
[00:35:19.660 --> 00:35:21.780]   Now, of course, achieving the entire goal
[00:35:21.780 --> 00:35:23.820]   might take longer than 12 weeks,
[00:35:23.820 --> 00:35:27.340]   but chances are it's not going to take shorter than 12 weeks,
[00:35:27.340 --> 00:35:28.540]   although if it does,
[00:35:28.540 --> 00:35:31.080]   you could simply close out that goal pursuit
[00:35:31.080 --> 00:35:32.700]   and then pursue another goal.
[00:35:32.700 --> 00:35:34.240]   There's no reason you couldn't do that.
[00:35:34.240 --> 00:35:37.620]   But there's nothing magical about this 12-week period,
[00:35:37.620 --> 00:35:40.460]   but it seems to adhere to a number of things
[00:35:40.460 --> 00:35:44.700]   in society and culture and work schedules, in seasonality,
[00:35:44.700 --> 00:35:48.020]   meaning the holidays and the shifts in the overall seasons,
[00:35:48.020 --> 00:35:51.060]   that works for most goals and most people.
[00:35:51.060 --> 00:35:55.140]   So a 12-week cycle or roughly a three-month cycle,
[00:35:55.140 --> 00:35:56.980]   sometimes called the quarterly cycle,
[00:35:56.980 --> 00:35:59.540]   of goal pursuit toward your particular goal,
[00:35:59.540 --> 00:36:03.780]   I think is a good macro time to focus on.
[00:36:03.780 --> 00:36:06.600]   And then within that 12-week cycle,
[00:36:06.600 --> 00:36:09.980]   to define very clearly how many hours each week
[00:36:09.980 --> 00:36:14.260]   end each day and on which days you will pursue that goal.
[00:36:14.260 --> 00:36:17.300]   Okay, so it's 12-week cycle to pursue your goal.
[00:36:17.300 --> 00:36:19.860]   That goal might be achieved by the end of that 12 weeks
[00:36:19.860 --> 00:36:21.920]   or even prior, it might not be.
[00:36:21.920 --> 00:36:24.660]   But you set a 12-week cycle or quarterly cycle,
[00:36:24.660 --> 00:36:27.980]   or if you prefer to think about it, a three-month cycle,
[00:36:27.980 --> 00:36:30.440]   and then you define how many hours per week
[00:36:30.440 --> 00:36:32.620]   you are going to spend pursuing that goal.
[00:36:32.620 --> 00:36:35.280]   And then you define how many hours per day
[00:36:35.280 --> 00:36:38.100]   you are going to spend pursuing that goal.
[00:36:38.100 --> 00:36:40.860]   And then you define which days of the week
[00:36:40.860 --> 00:36:43.600]   you are going to pursue that particular goal.
[00:36:43.600 --> 00:36:47.020]   I think those three numbers, the 12-week quarterly,
[00:36:47.020 --> 00:36:50.620]   AKA three-month cycle, the number of hours per week,
[00:36:50.620 --> 00:36:53.940]   and the number of hours per day and particular days
[00:36:53.940 --> 00:36:56.180]   that you're going to spend working on a goal
[00:36:56.180 --> 00:36:59.940]   is going to be effective for 90%, if not more,
[00:36:59.940 --> 00:37:01.860]   of different types of goals out there.
[00:37:01.860 --> 00:37:04.320]   And as with defining the specific goal itself,
[00:37:04.320 --> 00:37:06.480]   I highly recommend that you write this down
[00:37:06.480 --> 00:37:08.440]   with a pen or pencil.
[00:37:08.440 --> 00:37:10.800]   There's just oh so much data to support the fact
[00:37:10.800 --> 00:37:13.080]   that writing things down, ideally in complete sentences,
[00:37:13.080 --> 00:37:14.920]   on a piece of paper with a pen or pencil
[00:37:14.920 --> 00:37:18.240]   serves to reinforce the goal setting and pursuit process,
[00:37:18.240 --> 00:37:19.960]   greatly increasing the probability
[00:37:19.960 --> 00:37:22.100]   that you will achieve those goals.
[00:37:22.100 --> 00:37:25.000]   So what you're really defining in that process
[00:37:25.000 --> 00:37:28.200]   are the specific verb actions that you are going to take
[00:37:28.200 --> 00:37:32.100]   and the specific quantifiable amount of time
[00:37:32.100 --> 00:37:34.380]   that you are engaging in those verb actions
[00:37:34.380 --> 00:37:36.200]   in order to achieve your goal.
[00:37:36.200 --> 00:37:38.100]   What we haven't discussed yet, however,
[00:37:38.100 --> 00:37:42.660]   is how to define or quantify the goal itself.
[00:37:42.660 --> 00:37:44.200]   Now, of course, in different endeavors,
[00:37:44.200 --> 00:37:46.840]   you're going to have the opportunity to quantify
[00:37:46.840 --> 00:37:49.720]   and define goal achievement in different ways.
[00:37:49.720 --> 00:37:52.880]   So for instance, if you want to be able to run
[00:37:52.880 --> 00:37:57.280]   a sub six-minute mile or a sub five-minute mile,
[00:37:57.280 --> 00:38:00.000]   or if you're really impressive, a sub four-minute mile,
[00:38:00.000 --> 00:38:02.040]   well, that's a highly quantifiable goal
[00:38:02.040 --> 00:38:05.240]   that you can break down into a series of training steps
[00:38:05.240 --> 00:38:07.680]   or milestones, meaning that you could quantify
[00:38:07.680 --> 00:38:09.340]   at the beginning of your goal pursuit,
[00:38:09.340 --> 00:38:11.720]   how long it takes you to run a mile.
[00:38:11.720 --> 00:38:16.200]   You could then set out to achieve a faster time
[00:38:16.200 --> 00:38:17.640]   within two weeks or three weeks,
[00:38:17.640 --> 00:38:18.960]   and then do the appropriate training
[00:38:18.960 --> 00:38:21.800]   to achieve those numbers and simply keep updating that
[00:38:21.800 --> 00:38:25.340]   in order to eventually reach your quantifiable goal
[00:38:25.340 --> 00:38:26.920]   at 12 weeks.
[00:38:26.920 --> 00:38:29.160]   Again, you might not complete your goal
[00:38:29.160 --> 00:38:31.880]   of running a sub five-minute mile or sub six-minute mile
[00:38:31.880 --> 00:38:32.880]   at the end of 12 weeks,
[00:38:32.880 --> 00:38:35.600]   but perhaps if your goal is to be able to run
[00:38:35.600 --> 00:38:38.700]   a sub five-minute mile by the end of the calendar year,
[00:38:38.700 --> 00:38:41.200]   and you're initiating this whole goal pursuit thing
[00:38:41.200 --> 00:38:43.400]   on the first of the year, well, then you have 12 months
[00:38:43.400 --> 00:38:46.160]   broken into four, three-month cycles,
[00:38:46.160 --> 00:38:48.300]   and you would essentially set the quantifiable goal
[00:38:48.300 --> 00:38:50.280]   at the end of the year, December 31st,
[00:38:50.280 --> 00:38:52.280]   perhaps is when you actually do that run
[00:38:52.280 --> 00:38:56.880]   where you hopefully would achieve that sub six-minute
[00:38:56.880 --> 00:38:59.200]   or five-minute mile, or maybe even four-minute mile,
[00:38:59.200 --> 00:39:01.540]   and then you backtrack from that date
[00:39:01.540 --> 00:39:04.020]   and you set milestones of goals
[00:39:04.020 --> 00:39:04.860]   that you're trying to achieve.
[00:39:04.860 --> 00:39:07.660]   That's a highly quantifiable set of goals
[00:39:07.660 --> 00:39:10.600]   because it is literally distance over time.
[00:39:10.600 --> 00:39:12.860]   However, in a lot of pursuits, in fact,
[00:39:12.860 --> 00:39:15.420]   I would argue in most pursuits,
[00:39:15.420 --> 00:39:19.600]   you don't have that very clear quantifiable result.
[00:39:19.600 --> 00:39:20.940]   You might have, for instance,
[00:39:20.940 --> 00:39:24.260]   the achievement of a doctoral degree or a bachelor's degree
[00:39:24.260 --> 00:39:27.360]   or an AA degree or a professional degree of some sort,
[00:39:27.360 --> 00:39:29.520]   which represents a finish line.
[00:39:29.520 --> 00:39:32.380]   You could perhaps even attach a grade point average
[00:39:32.380 --> 00:39:35.080]   or a publication goal to that.
[00:39:35.080 --> 00:39:38.040]   But in most endeavors that aren't athletic
[00:39:38.040 --> 00:39:40.020]   or aren't within the realm of finance,
[00:39:40.020 --> 00:39:44.500]   it becomes much harder to very clearly define your goal
[00:39:44.500 --> 00:39:46.760]   in purely quantitative terms.
[00:39:46.760 --> 00:39:50.080]   So that is the reason why we spend so much time
[00:39:50.080 --> 00:39:52.080]   talking about the measurability
[00:39:52.080 --> 00:39:54.020]   of the specific amount of time
[00:39:54.020 --> 00:39:56.760]   that you're going to engage in the verb actions
[00:39:56.760 --> 00:40:00.080]   that each day, which days, each week,
[00:40:00.080 --> 00:40:02.640]   over the course of these 12-week cycles,
[00:40:02.640 --> 00:40:05.660]   because ultimately what's going to allow you
