
[00:00:00.000 --> 00:00:03.240]   (upbeat hip hop music)
[00:28:56.400 --> 00:28:59.440]   like, to buy a chef, to help your body, or whatever,
[00:28:59.440 --> 00:29:02.000]   or do you wanna use your money to fly five girls out
[00:29:02.000 --> 00:29:04.760]   to the crib, or go out and, you know?
[00:29:04.760 --> 00:29:06.600]   - Yeah, spending all the money in bottles and stuff,
[00:29:06.600 --> 00:29:07.960]   and do all that, or you can do,
[00:29:07.960 --> 00:29:09.960]   or you can spend that money on, like you said, a chef,
[00:29:09.960 --> 00:29:13.880]   like, so it's, that's really the difference.
[00:29:13.880 --> 00:29:16.240]   - It's like, the difference almost then is like,
[00:29:16.240 --> 00:29:17.640]   whatever you dreamed that you could do
[00:29:17.640 --> 00:29:20.800]   in high school or college, now you can actually do.
[00:29:20.800 --> 00:29:21.640]   - Yeah. - That's why a lot of people
[00:29:21.640 --> 00:29:23.040]   get in the league, then they fall off,
[00:29:23.040 --> 00:29:25.840]   'cause they have the world in their hands,
[00:29:25.840 --> 00:29:27.000]   and they don't stay locked.
[00:29:27.000 --> 00:29:30.360]   Like, their whole goal, I think one of the biggest,
[00:29:30.360 --> 00:29:32.600]   like, differences between players
[00:29:32.600 --> 00:29:34.680]   that really, like, become really good,
[00:29:34.680 --> 00:29:35.920]   and players that just get to the league
[00:29:35.920 --> 00:29:38.280]   and kind of fizzle out, is like, what was your goal?
[00:29:38.280 --> 00:29:39.920]   Like, was your goal just to make the NBA,
[00:29:39.920 --> 00:29:41.800]   and then you just wanted to live the lifestyle,
[00:29:41.800 --> 00:29:44.320]   or was your goal to be, like, one of the best players,
[00:29:44.320 --> 00:29:47.000]   and, like, really, like, you really love basketball?
[00:29:47.000 --> 00:29:48.280]   You know what I mean? - Yeah, yeah.
[00:29:48.280 --> 00:29:52.200]   It's definitely a difference of mindsets, whatever,
[00:29:52.200 --> 00:29:55.800]   of guys, you can tell, like, as you start playing,
[00:29:55.800 --> 00:29:58.760]   or what guys really focus on, too, yeah.
[00:29:58.760 --> 00:30:00.280]   - What do you think is the next step for you,
[00:30:00.280 --> 00:30:01.760]   and your game, to become, like,
[00:30:01.760 --> 00:30:04.240]   the player you ultimately could become?
[00:30:04.240 --> 00:30:07.840]   - Um, I think, for me, I think, for me,
[00:30:07.840 --> 00:30:10.160]   it's all just about winning, you know what I'm saying?
[00:30:10.160 --> 00:30:13.240]   Like, I mean, I'm always gonna be,
[00:30:13.240 --> 00:30:17.280]   I mean, I've done a lot of things a couple years already,
[00:30:17.280 --> 00:30:20.640]   but, I mean, all the individual stuff is gonna come,
[00:30:20.640 --> 00:30:23.960]   and, like, I think I'm always,
[00:30:23.960 --> 00:30:25.480]   one thing I've always took from Coach P
[00:30:25.480 --> 00:30:28.160]   is winning takes care of everything.
[00:30:28.160 --> 00:30:31.560]   - Back, and if you win, everybody gonna eat.
[00:30:31.560 --> 00:30:32.400]   - You know what I'm saying?
[00:30:32.400 --> 00:30:34.800]   So, like, winning, I know, for me,
[00:30:34.800 --> 00:30:37.360]   like, all the individual stuff, like, all that,
[00:30:37.360 --> 00:30:39.760]   all that stuff's gonna come, like,
[00:30:39.760 --> 00:30:41.840]   it's, for me, like, to be looked at,
[00:30:41.840 --> 00:30:43.280]   like, looked at different.
[00:30:43.280 --> 00:30:44.200]   - As a winner.
[00:30:44.200 --> 00:30:45.560]   - I wanna be looked at as a winner, so that's why.
[00:30:45.560 --> 00:30:48.160]   - Like, CP3, like, now, at this point in his career,
[00:30:48.160 --> 00:30:50.680]   everywhere he go, like, his reputation now
[00:30:50.680 --> 00:30:51.800]   is he's just a winner.
[00:30:51.800 --> 00:30:52.640]   - Yeah.
[00:30:52.640 --> 00:30:54.600]   - He can go to any organization.
[00:30:54.600 --> 00:30:56.400]   - Just stick around the league for years doing that.
[00:30:56.400 --> 00:30:58.080]   - Turn it around, yeah.
[00:30:58.080 --> 00:30:59.160]   - So, I feel that.
[00:30:59.160 --> 00:31:02.760]   What do you, so, how are you gonna spend your off-seasons?
[00:31:02.760 --> 00:31:04.920]   Or what do you like to do, outside of hoop?
[00:31:04.920 --> 00:31:11.160]   - I like being, I like being with my close people,
[00:31:11.160 --> 00:31:16.200]   friends, family, I mean, vacation, I mean, I play.
[00:31:16.200 --> 00:31:19.320]   Blackjacks, I don't know.
[00:31:19.320 --> 00:31:20.160]   - I feel that.
[00:31:20.160 --> 00:31:21.640]   - We'll be in Vegas.
[00:31:21.640 --> 00:31:24.800]   - We definitely gonna be in Vegas on the roulette, for sure.
[00:31:24.800 --> 00:31:25.640]   - Oh, yeah, okay.
[00:31:25.640 --> 00:31:27.960]   - Or, where did we go, Bahamas?
[00:31:27.960 --> 00:31:28.800]   - Yeah, Bahamas.
[00:31:28.800 --> 00:31:31.240]   - We was on the roulette, losing crazy, bro.
[00:31:31.240 --> 00:31:32.720]   (laughing)
[00:31:32.720 --> 00:31:35.440]   We didn't even go to the beach for real, bro.
[00:31:35.440 --> 00:31:38.480]   We was in the casino the whole time.
[00:31:38.480 --> 00:31:39.640]   - Yes, fam.
[00:31:39.640 --> 00:31:41.720]   All right, this is my last question for you.
[00:31:41.720 --> 00:31:43.600]   What would you say is your,
[00:31:43.600 --> 00:31:45.240]   what do you view as your purpose?
[00:31:45.240 --> 00:31:46.720]   Like, what's your purpose?
[00:31:46.720 --> 00:31:51.720]   - Oh, my purpose is, my purpose is just making sure,
[00:31:56.360 --> 00:31:58.960]   making sure my family is good.
[00:31:58.960 --> 00:32:04.920]   And then, also inspiring the next generation,
[00:32:04.920 --> 00:32:09.040]   and making sure the game is better than it's left.
[00:32:09.040 --> 00:32:11.840]   I mean, for me, I get frustrated sometimes
[00:32:11.840 --> 00:32:16.840]   at the older players, not understanding that the game,
[00:32:16.840 --> 00:32:19.280]   it's okay if the game is better today.
[00:32:19.280 --> 00:32:20.120]   You know what I'm saying?
[00:32:20.120 --> 00:32:20.960]   - Maybe, yeah.
[00:32:20.960 --> 00:32:22.680]   - Like, it's because of y'all.
[00:32:22.680 --> 00:32:25.920]   Like, the game, y'all made the game better,
[00:32:25.920 --> 00:32:27.560]   and, or whatever.
[00:32:27.560 --> 00:32:30.520]   And so, now it's LeBron came in from Jordan,
[00:32:30.520 --> 00:32:32.480]   then Steph came in and changed the game.
[00:32:32.480 --> 00:32:34.080]   Like, the game gets better over time.
[00:32:34.080 --> 00:32:36.760]   So, for me, I just wanna be one of those guys,
[00:32:36.760 --> 00:32:39.640]   hopefully, that makes the game a little bit better,
[00:32:39.640 --> 00:32:41.160]   and inspire others.
[00:32:41.160 --> 00:32:42.760]   - Inspire others.
[00:32:42.760 --> 00:32:43.680]   That's dope, bro.
[00:32:43.680 --> 00:32:45.600]   Well, I appreciate you coming on this joint.
[00:32:45.600 --> 00:32:46.760]   This is dope, fam.
[00:32:46.760 --> 00:32:48.000]   My guy.
[00:32:48.000 --> 00:32:49.400]   - What's the show called again?
[00:32:49.400 --> 00:32:50.880]   - Curious Mike.
[00:32:50.880 --> 00:32:51.960]   - Curious Mike.
[00:32:51.960 --> 00:32:54.280]   - Shout out to Lemon Perfect, too, hold it up.
[00:32:54.280 --> 00:32:55.960]   - Shout out to Lemon Perfect.
[00:32:55.960 --> 00:32:57.040]   - Shout out to Lemon Perfect.
[00:32:57.040 --> 00:32:58.160]   - Body armor, too, though.
[00:32:58.160 --> 00:33:00.600]   [laughing]
[00:33:00.600 --> 00:33:02.960]   - This episode was sponsored by Lemon Perfect.
[00:33:02.960 --> 00:33:05.540]   (upbeat music)
[00:33:05.540 --> 00:33:07.600]   you

