
[00:00:00.040 --> 00:00:09.600]   Mona
[00:40:44.740 --> 00:40:44.740]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:40:44.740 --> 00:40:44.740]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:40:44.760 --> 00:41:14.760]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:41:14.760 --> 00:41:14.760]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:41:14.760 --> 00:41:14.760]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:41:14.760 --> 00:41:14.760]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:41:14.760 --> 00:41:14.760]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:41:14.760 --> 00:41:14.760]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:41:14.760 --> 00:41:14.760]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:41:14.760 --> 00:41:14.760]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:41:14.760 --> 00:41:14.760]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:41:14.760 --> 00:41:14.760]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:41:14.760 --> 00:41:14.760]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:41:14.760 --> 00:41:14.760]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:41:14.760 --> 00:41:14.760]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:41:14.760 --> 00:41:14.760]   and all these Asian fruits that you couldn't find anywhere.
[00:41:14.780 --> 00:41:44.780]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:41:44.780 --> 00:41:44.780]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:41:44.780 --> 00:41:44.780]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:41:44.780 --> 00:41:44.780]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:41:44.780 --> 00:41:44.780]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:41:44.780 --> 00:41:44.780]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:41:44.780 --> 00:41:44.780]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:41:44.780 --> 00:41:44.780]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:41:44.780 --> 00:41:44.780]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:41:44.780 --> 00:41:44.780]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:41:44.780 --> 00:42:14.800]  ,
[00:42:14.800 --> 00:42:14.800]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:42:14.800 --> 00:42:14.800]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:42:14.800 --> 00:42:14.800]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:42:14.800 --> 00:42:14.800]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:42:14.800 --> 00:42:14.800]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:42:14.800 --> 00:42:14.800]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:42:14.800 --> 00:42:14.800]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:42:14.800 --> 00:42:14.800]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:42:14.800 --> 00:42:14.800]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:42:14.800 --> 00:42:14.800]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:42:14.820 --> 00:42:44.820]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:42:44.820 --> 00:42:44.820]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:42:44.820 --> 00:42:44.820]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:42:44.820 --> 00:42:44.820]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:42:44.820 --> 00:42:44.820]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:42:44.820 --> 00:42:44.820]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:42:44.820 --> 00:42:44.820]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:42:44.820 --> 00:42:44.820]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:42:44.820 --> 00:42:44.820]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:42:44.820 --> 00:42:44.820]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:42:44.820 --> 00:42:44.820]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:42:44.820 --> 00:42:44.820]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:42:44.820 --> 00:42:44.820]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:42:44.820 --> 00:42:44.820]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:42:44.860 --> 00:43:14.840]  ,
[00:43:14.840 --> 00:43:14.840]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:43:14.840 --> 00:43:14.840]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:43:14.840 --> 00:43:14.840]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:43:14.840 --> 00:43:14.840]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:43:14.840 --> 00:43:14.840]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:43:14.840 --> 00:43:14.840]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:43:14.840 --> 00:43:14.840]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:43:14.840 --> 00:43:14.840]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:43:14.860 --> 00:43:44.860]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:43:44.860 --> 00:43:44.860]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:43:44.860 --> 00:43:44.860]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:43:44.860 --> 00:43:44.860]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:43:44.860 --> 00:43:44.860]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:43:44.860 --> 00:43:44.860]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:43:44.860 --> 00:43:44.860]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:43:44.860 --> 00:43:44.860]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:43:44.860 --> 00:43:44.860]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:43:44.860 --> 00:43:44.860]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:43:44.860 --> 00:43:44.860]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:43:44.860 --> 00:43:44.860]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:43:44.860 --> 00:43:44.860]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:43:44.860 --> 00:43:44.860]   and all these Asian fruits that you couldn't find anywhere.
[00:43:44.900 --> 00:44:14.880]  ,
[00:44:14.880 --> 00:44:14.880]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:44:14.880 --> 00:44:14.880]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:44:14.880 --> 00:44:14.880]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:44:14.880 --> 00:44:14.880]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:44:14.880 --> 00:44:14.880]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:44:14.880 --> 00:44:14.880]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:44:14.880 --> 00:44:14.880]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:44:14.880 --> 00:44:14.880]   and all these interesting Asian fruits that you couldn't find anywhere.
[00:44:14.900 --> 00:44:44.900]   They buy something cheap, fix it up, buy and sell stuff on Craigslist.
[00:44:44.900 --> 00:44:44.900]   There's all kinds of things like that.
[00:44:44.900 --> 00:44:44.900]   Back to the comments that I was making about children.
[00:44:44.900 --> 00:44:44.900]   This is the type of thing that your children can work in with you and they can be really useful to you.
[00:44:44.900 --> 00:44:44.900]   Scrap metal, for example.
[00:44:44.900 --> 00:44:44.900]   Every week there's somebody that drives around and picks up scrap metal here where I live.
[00:44:44.900 --> 00:44:44.900]   I talk to the guys sometimes. None of them are making a lot of money. They're not making $150,000 a year.
[00:44:44.900 --> 00:44:44.900]   But they're making a few thousand dollars a month.
[00:44:44.900 --> 00:44:44.900]   Well, what's required is that you're making a few thousand dollars a month.
[00:44:44.900 --> 00:44:44.900]   Well, what's required is that you're making a few thousand dollars a month.
[00:44:44.900 --> 00:44:44.900]   Well, what's required is that you're making a few thousand dollars a month.
[00:44:44.900 --> 00:44:44.900]   Well, what's required is that you're making a few thousand dollars a month.
[00:44:44.940 --> 00:45:14.920]   Well, what's required is that you're making a few thousand dollars a month.
[00:45:14.920 --> 00:45:14.920]   Well, what's required is that you're making a few thousand dollars a month.
[00:45:14.920 --> 00:45:14.920]   Well, what's required is that you're making a few thousand dollars a month.
[00:45:14.920 --> 00:45:14.920]   Well, what's required is that you're making a few thousand dollars a month.
[00:45:14.920 --> 00:45:14.920]   Well, what's required is that you're making a few thousand dollars a month.
[00:45:14.920 --> 00:45:14.920]   Well, what's required is that you're making a few thousand dollars a month.
[00:45:14.940 --> 00:45:44.940]   Well, what's required is that you're making a few thousand dollars a month.
[00:45:44.940 --> 00:45:44.940]   Well, what's required is that you're making a few thousand dollars a month.
[00:45:44.940 --> 00:45:44.940]   Well, what's required is that you're making a few thousand dollars a month.
[00:45:44.940 --> 00:45:44.940]   Well, what's required is that you're making a few thousand dollars a month.
[00:45:44.940 --> 00:45:44.940]   Well, what's required is that you're making a few thousand dollars a month.
[00:45:44.940 --> 00:45:44.940]   Well, what's required is that you're making a few thousand dollars a month.
[00:45:44.940 --> 00:45:44.940]   Well, what's required is that you're making a few thousand dollars a month.
[00:45:44.940 --> 00:45:44.940]   Well, what's required is that you're making a few thousand dollars a month.
[00:45:44.940 --> 00:45:44.940]   Well, what's required is that you're making a few thousand dollars a month.
[00:45:44.940 --> 00:45:44.940]   Well, what's required is that you're making a few thousand dollars a month.
[00:45:44.940 --> 00:45:44.940]   Well, what's required is that you're making a few thousand dollars a month.
[00:45:44.940 --> 00:46:14.960]  ,
[00:46:14.960 --> 00:46:14.960]   I know this one lady, she cooks these apple, what are they called? They're like,
[00:46:14.960 --> 00:46:14.960]   Well, what's required is that you're making a few thousand dollars a month.
[00:46:14.960 --> 00:46:14.960]   Well, what's required is that you're making a few thousand dollars a month.
[00:46:14.960 --> 00:46:14.960]   Well, what's required is that you're making a few thousand dollars a month.
[00:46:14.960 --> 00:46:14.960]   Well, what's required is that you're making a few thousand dollars a month.
[00:46:14.960 --> 00:46:14.960]   Well, what's required is that you're making a few thousand dollars a month.
[00:46:14.960 --> 00:46:14.960]   Well, what's required is that you're making a few thousand dollars a month.
[00:46:14.960 --> 00:46:14.960]   Well, what's required is that you're making a few thousand dollars a month.
[00:46:14.960 --> 00:46:14.960]   Well, what's required is that you're making a few thousand dollars a month.
[00:46:14.980 --> 00:46:44.980]   Well, what's required is that you're making a few thousand dollars a month.
[00:46:44.980 --> 00:46:44.980]   Well, what's required is that you're making a few thousand dollars a month.
[00:46:44.980 --> 00:46:44.980]   Well, what's required is that you're making a few thousand dollars a month.
[00:46:44.980 --> 00:46:44.980]   Well, what's required is that you're making a few thousand dollars a month.
[00:46:44.980 --> 00:46:44.980]   Well, what's required is that you're making a few thousand dollars a month.
[00:46:44.980 --> 00:46:44.980]   Well, what's required is that you're making a few thousand dollars a month.
[00:46:44.980 --> 00:46:44.980]   Well, what's required is that you're making a few thousand dollars a month.
[00:46:44.980 --> 00:46:44.980]   Well, what's required is that you're making a few thousand dollars a month.
[00:46:44.980 --> 00:46:44.980]   Well, what's required is that you're making a few thousand dollars a month.
[00:46:44.980 --> 00:46:44.980]   Well, what's required is that you're making a few thousand dollars a month.
[00:46:44.980 --> 00:46:44.980]   Well, what's required is that you're making a few thousand dollars a month.
[00:46:45.000 --> 00:47:15.000]  , well, what's required is that you're making a few thousand dollars a month.
[00:47:15.000 --> 00:47:15.000]   Well, what's required is that you're making a few thousand dollars a month.
[00:47:15.000 --> 00:47:15.000]   Well, what's required is that you're making a few thousand dollars a month.
[00:47:15.000 --> 00:47:15.000]   Well, what's required is that you're making a few thousand dollars a month.
[00:47:15.000 --> 00:47:15.000]   Well, what's required is that you're making a few thousand dollars a month.
[00:47:15.000 --> 00:47:15.000]   Well, what's required is that you're making a few thousand dollars a month.
[00:47:15.000 --> 00:47:15.000]   Well, what's required is that you're making a few thousand dollars a month.
[00:47:15.020 --> 00:47:45.020]   Well, what's required is that you're making a few thousand dollars a month.
[00:47:45.020 --> 00:47:45.020]   Well, what's required is that you're making a few thousand dollars a month.
[00:47:45.020 --> 00:47:45.020]   Well, what's required is that you're making a few thousand dollars a month.
[00:47:45.020 --> 00:47:45.020]   Well, what's required is that you're making a few thousand dollars a month.
[00:47:45.020 --> 00:47:45.020]   Well, what's required is that you're making a few thousand dollars a month.
[00:47:45.020 --> 00:47:45.020]   Well, what's required is that you're making a few thousand dollars a month.
[00:47:45.020 --> 00:47:45.020]   Well, what's required is that you're making a few thousand dollars a month.
[00:47:45.020 --> 00:47:45.020]   Well, what's required is that you're making a few thousand dollars a month.
[00:47:45.020 --> 00:47:45.020]   Well, what's required is that you're making a few thousand dollars a month.
[00:47:45.060 --> 00:48:15.040]  ,
[00:48:15.040 --> 00:48:15.040]   Well, what's required is that you're making a few thousand dollars a month.
[00:48:15.040 --> 00:48:15.040]   Well, what's required is that you're making a few thousand dollars a month.
[00:48:15.040 --> 00:48:15.040]   Well, what's required is that you're making a few thousand dollars a month.
[00:48:15.040 --> 00:48:15.040]   Well, what's required is that you're making a few thousand dollars a month.
[00:48:15.040 --> 00:48:15.040]   Well, what's required is that you're making a few thousand dollars a month.
[00:48:15.040 --> 00:48:15.040]   Well, what's required is that you're making a few thousand dollars a month.
[00:48:15.040 --> 00:48:15.040]   Well, what's required is that you're making a few thousand dollars a month.
[00:48:15.060 --> 00:48:45.060]   Well, what's required is that you're making a few thousand dollars a month.
[00:48:45.060 --> 00:48:45.060]   Well, what's required is that you're making a few thousand dollars a month.
[00:48:45.060 --> 00:48:45.060]   Well, what's required is that you're making a few thousand dollars a month.
[00:48:45.060 --> 00:48:45.060]   Well, what's required is that you're making a few thousand dollars a month.
[00:48:45.060 --> 00:48:45.060]   Well, what's required is that you're making a few thousand dollars a month.
[00:48:45.060 --> 00:48:45.060]   Well, what's required is that you're making a few thousand dollars a month.
[00:48:45.060 --> 00:48:45.060]   Well, what's required is that you're making a few thousand dollars a month.
[00:48:45.060 --> 00:48:45.060]   Well, what's required is that you're making a few thousand dollars a month.
[00:48:45.060 --> 00:48:45.060]   Well, what's required is that you're making a few thousand dollars a month.
[00:48:45.060 --> 00:48:45.060]   Well, what's required is that you're making a few thousand dollars a month.
[00:48:45.060 --> 00:48:45.060]   Well, what's required is that you're making a few thousand dollars a month.
[00:48:45.100 --> 00:49:15.080]  ,
[00:49:15.080 --> 00:49:15.080]   I guess I would just say that recognize that it's easier for people to help you if it's
[00:49:15.080 --> 00:49:15.080]   well, what's required is that you're making a few thousand dollars a month.
[00:49:15.080 --> 00:49:15.080]   Well, what's required is that you're making a few thousand dollars a month.
[00:49:15.080 --> 00:49:15.080]   Well, what's required is that you're making a few thousand dollars a month.
[00:49:15.080 --> 00:49:15.080]   Well, what's required is that you're making a few thousand dollars a month.
[00:49:15.080 --> 00:49:15.080]   Well, what's required is that you're making a few thousand dollars a month.
[00:49:15.080 --> 00:49:15.080]   Well, what's required is that you're making a few thousand dollars a month.
[00:49:15.080 --> 00:49:15.080]   Well, what's required is that you're making a few thousand dollars a month.
[00:49:15.100 --> 00:49:45.100]   It doesn't cost them money.
[00:49:45.100 --> 00:49:45.100]   It doesn't cost them money.
[00:49:45.100 --> 00:49:45.100]   It doesn't cost them money.
[00:49:45.100 --> 00:49:45.100]   So look for things that other people need or other people have and don't be scared to ask for help.
[00:49:45.100 --> 00:49:45.100]   We all want to help when you're in difficult situations.
[00:49:45.100 --> 00:49:45.100]   So I hope these ideas will spark you.
[00:49:45.100 --> 00:49:45.100]   Take them, interpret them for your local situation.
[00:49:45.100 --> 00:49:45.100]   This is this today's show is not the core of what I've built in the new increase income course,
[00:49:45.100 --> 00:49:45.100]   But it is certainly not the core, but it is certainly
[00:49:45.100 --> 00:49:45.100]   but it is certainly not the core of what I've built in the new increase income course,
[00:49:45.100 --> 00:49:45.100]   but it is certainly not the core of what I've built in the new increase income course,
[00:49:45.100 --> 00:49:45.100]   but it is certainly not the core of what I've built in the new increase income course,
[00:49:45.100 --> 00:49:45.100]   but it is certainly not the core of what I've built in the new increase income course,
[00:49:45.100 --> 00:50:15.120]   and the principle is this.
[00:50:15.120 --> 00:50:15.120]   And the principle is this.
[00:50:15.120 --> 00:50:15.120]   What do you have? What assets do you have? What can you do? And what can people buy? So if you're interested in learning more, remember today, I'd love for you to come and buy today. Go to radicalpersonalfinance.com/increaseincome. If this is useful if you appreciate the ideas that I've shared with you on the show, come and check out the course money back guarantee for 30 days. Come try it for 30 days. Get on the calls with me. Let's talk about your situation. I'll help brainstorm ideas and solutions for you.
[00:50:15.120 --> 00:50:15.120]   and solutions for you.
[00:50:15.140 --> 00:50:21.140]   Try it risk-free for 30 days. Go to radicalpersonalfinance.com/increaseincome. And buy today, please.
[00:50:21.140 --> 00:50:24.160]   radicalpersonalfinance.com/increaseincome.
[00:50:24.160 --> 00:50:35.140]   Be back with you tomorrow and 80% likelihood I'll do a non-income show for you tomorrow in case you're just making so much money and you're ready for something else.
[00:50:35.140 --> 00:50:36.500]   Be back with you all soon.
[00:50:36.500 --> 00:50:45.140]   The holiday starts here at Ralph's with a variety of options to celebrate your day.
[00:50:45.140 --> 00:50:45.140]   The holiday starts here at Ralph's with a variety of options to celebrate your day.
[00:50:45.140 --> 00:50:45.140]   The holiday starts here at Ralph's with a variety of options to celebrate your day.
[00:50:45.140 --> 00:50:45.140]   the holiday starts here at Ralph's with a variety of options to celebrate your day.
[00:50:45.140 --> 00:50:45.140]  ,
[00:50:45.140 --> 00:50:45.140]   the holiday starts here at Ralph's with a variety of options to celebrate your day.
[00:50:45.140 --> 00:50:45.140]  ,
[00:50:45.140 --> 00:50:45.140]   the holiday starts here at Ralph's with a variety of options to celebrate your day.
[00:50:45.140 --> 00:51:15.160]   the holiday starts here at Ralph's with a variety of options to celebrate your day.

