
[00:00:00.000 --> 00:00:02.580]   (gentle music)
[00:22:55.080 --> 00:22:57.200]   the one who causes it.
[00:22:57.200 --> 00:23:01.160]   The problem bites all of us because we live in community
[00:23:01.160 --> 00:23:04.060]   and we love each other and we're trying to help each other.
[00:23:04.060 --> 00:23:09.060]   And so, child A's botched science fair board bites us all
[00:23:09.060 --> 00:23:14.200]   because we're all scrambling to figure out
[00:23:14.200 --> 00:23:16.800]   how to fix it at the 11th hour.
[00:23:16.800 --> 00:23:17.880]   - Well, and just the angst of,
[00:23:17.880 --> 00:23:20.240]   "Oh, I wish I hadn't chosen this project."
[00:23:20.240 --> 00:23:21.960]   It's like, well, you did. - Three weeks ago.
[00:23:21.960 --> 00:23:22.800]   - Right.
[00:23:22.800 --> 00:23:28.800]   - So that was one example of a frustration.
[00:23:28.800 --> 00:23:31.160]   - Okay, you've mentioned a couple of things.
[00:23:31.160 --> 00:23:32.720]   I've heard you say a couple of things
[00:23:32.720 --> 00:23:35.780]   that you wish you had done differently.
[00:23:35.780 --> 00:23:38.420]   I want to ask you about those things.
[00:23:38.420 --> 00:23:40.440]   What would you do differently?
[00:23:40.440 --> 00:23:43.160]   And they can be little practical things
[00:23:43.160 --> 00:23:45.920]   or big philosophical things.
[00:23:45.920 --> 00:23:50.880]   - Well, I had an advantage and a disadvantage
[00:23:50.880 --> 00:23:54.200]   all rolled into one and that is that you're so good at this
[00:23:54.200 --> 00:23:59.080]   that I didn't feel like I needed to be micromanaging
[00:23:59.080 --> 00:24:03.880]   or even all that tuned into,
[00:24:03.880 --> 00:24:05.740]   'cause I knew that they were gonna be fine
[00:24:05.740 --> 00:24:07.720]   'cause you could take care of it.
[00:24:07.720 --> 00:24:09.680]   And so that's a great advantage
[00:24:09.680 --> 00:24:12.560]   in that you were able to be a good homeschool teacher,
[00:24:12.560 --> 00:24:17.560]   but it's a disadvantage in that I was more hands off
[00:24:17.560 --> 00:24:22.120]   than I might have been
[00:24:22.120 --> 00:24:25.880]   if you were not so competent and capable,
[00:24:25.880 --> 00:24:30.880]   then I could have rolled up my sleeves a little bit more
[00:24:30.880 --> 00:24:33.300]   with the whole process.
[00:24:33.300 --> 00:24:36.560]   And so that's not something I've,
[00:24:36.560 --> 00:24:38.280]   I guess what I could have done differently
[00:24:38.280 --> 00:24:43.280]   is just been more dialed in to what you're actually studying
[00:24:43.280 --> 00:24:51.200]   and the frustrations and maybe some of that learning
[00:24:51.200 --> 00:24:53.440]   along with them, I could have--
[00:24:53.440 --> 00:24:57.080]   - Yes, yes, you could have memorized the timeline
[00:24:57.080 --> 00:24:58.600]   with that. - Yeah, that's right.
[00:24:58.600 --> 00:25:00.400]   - That would have been a great thing.
[00:25:00.400 --> 00:25:06.620]   I think that having regrets is just part of what we do.
[00:25:06.860 --> 00:25:08.700]   - Oh, it's part of life.
[00:25:08.700 --> 00:25:11.260]   - And I'm asking you these questions
[00:25:11.260 --> 00:25:13.340]   because you have the long view
[00:25:13.340 --> 00:25:16.300]   because this is in the rear view mirror.
[00:25:16.300 --> 00:25:18.900]   We're looking at homeschooling and beyond
[00:25:18.900 --> 00:25:20.960]   because you're past some of it.
[00:25:20.960 --> 00:25:25.960]   But I do want to remind you of a thing that you did.
[00:25:25.960 --> 00:25:30.900]   You became a director yourself.
[00:25:30.900 --> 00:25:35.900]   You became a lead learner, not just in our home,
[00:25:36.020 --> 00:25:41.020]   but in our CC community where you had multiple years
[00:25:41.020 --> 00:25:44.580]   where you led a challenge one community.
[00:25:44.580 --> 00:25:48.460]   And so you did practice the classical model
[00:25:48.460 --> 00:25:52.380]   in front of children, both your own and other people's.
[00:25:52.380 --> 00:25:55.300]   And you did know what it was to dig in
[00:25:55.300 --> 00:25:59.760]   and learn something new or learn something old in a new way.
[00:25:59.760 --> 00:26:05.660]   And so parents who are listening, I would encourage you,
[00:26:05.660 --> 00:26:10.460]   if you want to be involved in a classical education
[00:26:10.460 --> 00:26:16.900]   and you don't mind learning in front of other people,
[00:26:16.900 --> 00:26:20.360]   then becoming a director is awesome.
[00:26:20.360 --> 00:26:23.060]   You will learn twice as much
[00:26:23.060 --> 00:26:26.260]   when you are trying to learn it
[00:26:26.260 --> 00:26:29.300]   in order to explain it to somebody else
[00:26:29.300 --> 00:26:31.920]   as you ever learned when you were reading it
[00:26:31.920 --> 00:26:34.220]   for your own edification.
[00:26:34.220 --> 00:26:36.020]   And so that is the thing I want to tell you
[00:26:36.020 --> 00:26:37.900]   that you did really well.
[00:26:37.900 --> 00:26:42.900]   You modeled lifelong learning for your girls.
[00:26:42.900 --> 00:26:46.020]   - And it was fun, I had both of them in the challenge one.
[00:26:46.020 --> 00:26:50.020]   - Yeah, and I have heard both of them tell people
[00:26:50.020 --> 00:26:52.000]   when they didn't know we were listening
[00:26:52.000 --> 00:26:55.900]   that learning is just what we do in our family.
[00:26:55.900 --> 00:26:57.580]   And they have always watched you
[00:26:57.580 --> 00:26:59.260]   be willing to learn something.
[00:26:59.260 --> 00:27:01.740]   So that is a good, good thing.
[00:27:01.740 --> 00:27:06.740]   - Okay, so when the empty nest came several years ago
[00:27:06.740 --> 00:27:11.900]   for us now, what was the most surprising thing
[00:27:11.900 --> 00:27:15.360]   to you about the empty nest?
[00:27:15.360 --> 00:27:18.380]   - The most surprising thing?
[00:27:18.380 --> 00:27:23.380]   Well, maybe the most surprising thing
[00:27:23.380 --> 00:27:26.180]   as I think about it today is probably
[00:27:26.180 --> 00:27:31.180]   that it did not bother me more.
[00:27:31.940 --> 00:27:34.460]   Because I've told this story so many times
[00:27:34.460 --> 00:27:36.420]   when we took our first daughter to college,
[00:27:36.420 --> 00:27:39.420]   that was easy, taking her to college was no problem at all.
[00:27:39.420 --> 00:27:41.260]   What was hard was leaving her there
[00:27:41.260 --> 00:27:43.700]   and coming home without her.
[00:27:43.700 --> 00:27:46.600]   And that, I was not prepared for that.
[00:27:46.600 --> 00:27:51.520]   That just really hit me hard emotionally.
[00:27:51.520 --> 00:27:55.020]   And maybe that's part of what prepared me then
[00:27:55.020 --> 00:27:55.860]   for the empty nest.
[00:27:55.860 --> 00:27:58.920]   Of course it helped that our nest became empty
[00:27:58.920 --> 00:28:02.240]   when our younger daughter went to college,
[00:28:02.240 --> 00:28:05.680]   but the school was like half an hour from our house.
[00:28:05.680 --> 00:28:08.120]   - So we could go see her if we really needed a fix.
[00:28:08.120 --> 00:28:12.560]   - Yeah, and so I do feel some sympathy
[00:28:12.560 --> 00:28:16.480]   for parents who send their kids halfway across the country
[00:28:16.480 --> 00:28:19.000]   or somewhere, that would be really hard.
[00:28:19.000 --> 00:28:21.660]   - One thing I think that helped us
[00:28:21.660 --> 00:28:26.460]   is that when our personal homeschool nest emptied,
[00:28:26.460 --> 00:28:28.100]   we were both still tutoring.
[00:28:28.100 --> 00:28:32.120]   So we both still, we were both still investing
[00:28:32.120 --> 00:28:33.200]   in young people.
[00:28:33.200 --> 00:28:35.200]   - Right, it kind of scratched that itch.
[00:28:35.200 --> 00:28:37.420]   - Yeah, it did, it really did.
[00:28:37.420 --> 00:28:41.040]   So the nest was not completely empty.
[00:28:41.040 --> 00:28:43.280]   What did you miss about home?
[00:28:43.280 --> 00:28:44.860]   Was there anything that you missed
[00:28:44.860 --> 00:28:48.180]   about homeschooling at home?
[00:28:48.180 --> 00:28:50.000]   - When our nest became empty?
[00:28:50.000 --> 00:28:51.720]   - Yeah, when the girls were gone.
[00:28:51.720 --> 00:28:54.840]   Was there anything about homeschooling that you missed?
[00:28:55.720 --> 00:29:00.420]   - I can't think of anything that I suddenly began to miss
[00:29:00.420 --> 00:29:05.420]   because it seemed like our children
[00:29:05.420 --> 00:29:07.120]   were headed in the right direction.
[00:29:07.120 --> 00:29:09.620]   They were taking the next steps that they needed to.
[00:29:09.620 --> 00:29:16.280]   And other than just not having children living at home,
[00:29:16.280 --> 00:29:24.320]   I don't really think I missed anything.
[00:29:24.320 --> 00:29:28.800]   - I remember you saying that one of the things you missed
[00:29:28.800 --> 00:29:33.800]   when the girls were gone is being in touch
[00:29:33.800 --> 00:29:38.400]   with current popular teen culture.
[00:29:38.400 --> 00:29:40.600]   Like we didn't know the music anymore.
[00:29:40.600 --> 00:29:43.360]   We didn't know the slang words anymore.
[00:29:43.360 --> 00:29:44.200]   - That's true.
[00:29:44.200 --> 00:29:46.640]   I mean, when we would take our children,
[00:29:46.640 --> 00:29:50.400]   take them wherever they needed to go.
[00:29:50.400 --> 00:29:51.640]   A lot of times we were driving
[00:29:51.640 --> 00:29:56.440]   and they would have a playlist that they could play music.
[00:29:56.440 --> 00:29:59.480]   So yeah, I miss being able to know
[00:29:59.480 --> 00:30:03.000]   what the hot new artists are and that kind of thing.
[00:30:03.000 --> 00:30:04.620]   - Yeah, yeah, yeah, yeah.
[00:30:04.620 --> 00:30:05.460]   The cultural stuff.
[00:30:05.460 --> 00:30:06.640]   - I do remember joking with them
[00:30:06.640 --> 00:30:09.700]   that our music is a whole lot better than today's music.
[00:30:09.700 --> 00:30:11.440]   - Yeah, and you were right.
[00:30:11.440 --> 00:30:16.440]   Okay, so empty nest, your children have grown and gone.
[00:30:18.040 --> 00:30:22.880]   How have your interactions with your children changed?
[00:30:22.880 --> 00:30:27.680]   - I think it's been a gradual process because we,
[00:30:27.680 --> 00:30:33.360]   and as parents, you learn this on the job, on the fly.
[00:30:33.360 --> 00:30:36.040]   And that is the way you interact with your children
[00:30:36.040 --> 00:30:40.480]   has to evolve over time.
[00:30:40.480 --> 00:30:45.480]   And our goal was to invest more and more independence
[00:30:46.080 --> 00:30:51.080]   in them and overall, I think,
[00:30:51.080 --> 00:30:52.980]   well, we could ask them what they think,
[00:30:52.980 --> 00:30:56.840]   but I think that we were able to give them
[00:30:56.840 --> 00:31:00.640]   appropriate amounts of independence at appropriate times.
[00:31:00.640 --> 00:31:03.300]   And so the way we interact with our children
[00:31:03.300 --> 00:31:06.120]   didn't take a sudden turn.
[00:31:06.120 --> 00:31:07.320]   I guess when they moved out of the house,
[00:31:07.320 --> 00:31:09.100]   it took a sudden turn and that we didn't know
[00:31:09.100 --> 00:31:12.760]   how class went today necessarily, that kind of thing.
[00:31:12.760 --> 00:31:16.820]   But overall, I think that we just adjusted
[00:31:16.820 --> 00:31:21.820]   our role in their lives gradually over time.
[00:31:21.820 --> 00:31:25.720]   It didn't seem like a big change,
[00:31:25.720 --> 00:31:30.480]   big point of inflection somehow,
[00:31:30.480 --> 00:31:32.080]   oh, now it's all different.
[00:31:32.080 --> 00:31:34.640]   'Cause it was always becoming different the whole time.
[00:31:34.640 --> 00:31:36.840]   - And that's pretty awesome if you think about it
[00:31:36.840 --> 00:31:41.840]   because they were able to gradually take up the reins
[00:31:41.940 --> 00:31:46.900]   of independence as we gradually relinquished
[00:31:46.900 --> 00:31:49.380]   the reins of being in charge,
[00:31:49.380 --> 00:31:54.180]   or at least having a hand, a lead rope, as it were.
[00:31:54.180 --> 00:31:58.200]   And so, yeah, that's really pretty cool
[00:31:58.200 --> 00:32:01.140]   when you realize that your children are able
[00:32:01.140 --> 00:32:06.060]   to make really good decisions when they're on their own,
[00:32:06.060 --> 00:32:08.400]   because they learned to make good decisions
[00:32:08.400 --> 00:32:10.640]   while they were still at home with you.
[00:32:10.640 --> 00:32:13.860]   - And for the most part, they were level-headed
[00:32:13.860 --> 00:32:18.860]   and responsible, we didn't have a real rebellious child.
[00:32:18.860 --> 00:32:23.920]   But for both of our children, they did make some choices
[00:32:23.920 --> 00:32:27.460]   we thought were probably not the most wise.
[00:32:27.460 --> 00:32:28.940]   - Right.
[00:32:28.940 --> 00:32:33.940]   - But we were able to hold on to the relationship
[00:32:37.160 --> 00:32:40.920]   as primary instead of them doing what we want them to do
[00:32:40.920 --> 00:32:41.900]   as primary.
[00:32:41.900 --> 00:32:44.800]   - Right, that's really good, that's really good.
[00:32:44.800 --> 00:32:49.800]   What do you appreciate the most about your grown-up kids?
[00:32:49.800 --> 00:32:54.920]   - Watching them make good decisions.
[00:32:54.920 --> 00:32:59.920]   And one of the most rewarding things of parenthood
[00:32:59.920 --> 00:33:05.000]   is seeing your children live out and speak out
[00:33:06.120 --> 00:33:09.760]   the things that we have been instilling in them.
[00:33:09.760 --> 00:33:12.920]   Because when you're teenagers and you're telling them
[00:33:12.920 --> 00:33:19.240]   some of the wisdom of life, it just seems not to take.
[00:33:19.240 --> 00:33:23.860]   It seems like they're just rolling their eyes
[00:33:23.860 --> 00:33:25.640]   and saying, "Yeah, what do you know?"
[00:33:25.640 --> 00:33:26.720]   - Right, right.
[00:33:26.720 --> 00:33:31.720]   - One of the memories I have is with one of our daughters
[00:33:31.720 --> 00:33:36.720]   I kept telling her about various things.
[00:33:36.720 --> 00:33:41.780]   This is a life skill, you need to be able to do this.
[00:33:41.780 --> 00:33:44.160]   And then when she was in college,
[00:33:44.160 --> 00:33:48.480]   she was telling her roommate who had been more sheltered
[00:33:48.480 --> 00:33:51.240]   than our daughter, she would tell her roommate,
[00:33:51.240 --> 00:33:54.000]   "This is a life skill, you need to be able to do this."
[00:33:54.000 --> 00:33:55.960]   - You felt vindicated, I'm sure.
[00:33:55.960 --> 00:33:59.320]   - I was kind of surprised that it sank in
[00:33:59.320 --> 00:34:00.920]   more than I had thought it.
[00:34:00.920 --> 00:34:05.920]   And so parents can take heart knowing that you may feel
[00:34:05.920 --> 00:34:08.120]   like you're just talking till you're blue in the face
[00:34:08.120 --> 00:34:10.040]   and they're, "They're not getting any of this."
[00:34:10.040 --> 00:34:14.120]   But they are probably getting more than they're letting on.
[00:34:14.120 --> 00:34:16.640]   - They are probably internalizing more
[00:34:16.640 --> 00:34:19.100]   than you ever remember giving out.
[00:34:19.100 --> 00:34:22.540]   - Well, that's true 'cause they're watching our example
[00:34:22.540 --> 00:34:24.080]   as well as our words.
[00:34:24.080 --> 00:34:26.440]   - Yes, that's a cautionary tale there too.
[00:34:26.440 --> 00:34:29.560]   They're watching and they will emulate the good, the bad
[00:34:29.560 --> 00:34:34.080]   and the ugly, but you just have to deal with that.
[00:34:34.080 --> 00:34:35.540]   - And that's one of the most frustrating things
[00:34:35.540 --> 00:34:38.400]   of parenthood is seeing your child do that thing
[00:34:38.400 --> 00:34:43.400]   that you set the example for that is not really helpful.
[00:34:43.400 --> 00:34:47.000]   And so then you're not just annoyed with them,
[00:34:47.000 --> 00:34:48.280]   but you're mad at yourself.
[00:34:48.280 --> 00:34:50.400]   - Yeah, yeah.
[00:34:50.400 --> 00:34:53.080]   Well, let me ask you this as we come to the end of our time,
[00:34:53.080 --> 00:34:58.080]   how can you see the fruits of a classical Christian education
[00:34:58.200 --> 00:35:01.060]   in the women your girls have become?
[00:35:01.060 --> 00:35:08.160]   - They seem to be willing to embrace challenge.
[00:35:08.160 --> 00:35:09.600]   - Oh, that's great.
[00:35:09.600 --> 00:35:14.600]   - And they are not afraid of being stretched.
[00:35:14.600 --> 00:35:17.120]   - Yes, I can agree.
[00:35:17.120 --> 00:35:22.120]   - And they feel like they have the tools that they need
[00:35:23.480 --> 00:35:28.480]   to figure out a situation and admittedly they have tools
[00:35:28.480 --> 00:35:38.640]   that we couldn't conceive of when our children were little.
[00:35:38.640 --> 00:35:41.560]   - True, but they wield them with confidence
[00:35:41.560 --> 00:35:43.620]   that we perhaps did not have either.
[00:35:43.620 --> 00:35:47.920]   - Right, I'm just saying that they can pull out their phones
[00:35:47.920 --> 00:35:49.960]   and Google something to get an answer,
[00:35:49.960 --> 00:35:53.800]   which was a luxury that we had when they were little,
[00:35:53.800 --> 00:35:58.800]   but they can approach life with some confidence,
[00:35:58.800 --> 00:36:02.940]   not feeling concerned that they're going to be
[00:36:02.940 --> 00:36:06.740]   taken advantage of in a business deal, for example.
[00:36:06.740 --> 00:36:11.120]   But they still ask for our wisdom and input,
[00:36:11.120 --> 00:36:15.720]   which is nice to be able to offer that when requested.
[00:36:17.760 --> 00:36:20.960]   But classical education has given them tools
[00:36:20.960 --> 00:36:25.480]   to not just read a book and write a paper,
[00:36:25.480 --> 00:36:30.480]   it's given them tools to approach any task
[00:36:30.480 --> 00:36:36.900]   or situation or difficulty with a general roadmap
[00:36:36.900 --> 00:36:45.120]   that can move them through learning what they need to learn,
[00:36:45.120 --> 00:36:48.320]   assessing the situation and moving to action.
[00:36:48.320 --> 00:36:51.300]   - I would agree, I love that.
[00:36:51.300 --> 00:36:54.160]   I think when I look at the girls,
[00:36:54.160 --> 00:36:58.320]   I can see the fruits of the classical education in them.
[00:36:58.320 --> 00:37:03.240]   They have learned to ask good, incisive questions.
[00:37:03.240 --> 00:37:09.440]   They have learned to break tasks down into smaller pieces
[00:37:09.440 --> 00:37:11.960]   and work the plan.
[00:37:13.240 --> 00:37:17.400]   They have learned to listen intently
[00:37:17.400 --> 00:37:22.240]   to arguments that are not their own
[00:37:22.240 --> 00:37:29.220]   and view with grace and mercy and respect
[00:37:29.220 --> 00:37:32.760]   people who hold a different position.
[00:37:32.760 --> 00:37:33.640]   - And they're willing to listen
[00:37:33.640 --> 00:37:35.040]   to other people's points of view.
[00:37:35.040 --> 00:37:35.880]   - Yes.
[00:37:35.880 --> 00:37:39.320]   - And they're not crystallized in their understanding
[00:37:39.320 --> 00:37:41.600]   of life in the world.
[00:37:41.600 --> 00:37:42.960]   - Right.
[00:37:42.960 --> 00:37:47.680]   - They have a basis, a solid foundation,
[00:37:47.680 --> 00:37:52.680]   but they don't dismiss out of hand other points of view.
[00:37:52.680 --> 00:37:58.320]   They're willing to evaluate and consider,
[00:37:58.320 --> 00:38:02.600]   and even if they're not persuaded by those arguments,
[00:38:02.600 --> 00:38:07.200]   they can be gracious toward those who hold--
[00:38:07.200 --> 00:38:09.320]   - They know how to love their neighbor,
[00:38:09.320 --> 00:38:12.800]   even if their neighbor is not like them.
[00:38:12.800 --> 00:38:14.200]   And I appreciate that.
[00:38:14.200 --> 00:38:15.840]   Well, let me ask you this.
[00:38:15.840 --> 00:38:20.840]   How can you see the fruits of a classical education
[00:38:20.840 --> 00:38:23.900]   in yourself, can you?
[00:38:23.900 --> 00:38:28.800]   - I do feel like I can take a task
[00:38:28.800 --> 00:38:33.240]   and break it down into smaller steps.
[00:38:42.040 --> 00:38:44.760]   I feel like I have some confidence
[00:38:44.760 --> 00:38:49.680]   that I can take on something new.
[00:38:49.680 --> 00:38:50.520]   - Yeah.
[00:38:50.520 --> 00:38:53.920]   - Which I'm doing now.
[00:38:53.920 --> 00:38:54.760]   - Right.
[00:38:54.760 --> 00:39:00.800]   - So as a farmer, and so that's a whole other world
[00:39:00.800 --> 00:39:08.080]   from a lot of things that we're more familiar with.
[00:39:10.200 --> 00:39:12.040]   It's kind of a lost art.
[00:39:12.040 --> 00:39:17.040]   And so I am realizing that there's just so much grammar
[00:39:17.040 --> 00:39:26.080]   that I need to have in agriculture and horticulture.
[00:39:26.080 --> 00:39:31.880]   And every time I read something
[00:39:31.880 --> 00:39:35.800]   or hear a podcast about gardening or farming,
[00:39:35.800 --> 00:39:37.960]   and they're throwing around terms that I don't know,
[00:39:37.960 --> 00:39:42.280]   I realize, oh, that's vocabulary that I need to investigate.
[00:39:42.280 --> 00:39:43.120]   - Yeah.
[00:39:43.120 --> 00:39:49.760]   - And it all builds just like any discipline.
[00:39:49.760 --> 00:39:54.760]   It's all, you add things on top of previous knowledge.
[00:39:54.760 --> 00:40:02.000]   And clearly with something like farming,
[00:40:02.000 --> 00:40:06.080]   it's a practical,
[00:40:06.080 --> 00:40:10.380]   the rhetoric of it is actually doing something
[00:40:10.380 --> 00:40:15.160]   with plants and animals and soil and trees
[00:40:15.160 --> 00:40:20.160]   and actually working it out and doing things.
[00:40:20.160 --> 00:40:23.180]   - Cool, very cool.
[00:40:23.180 --> 00:40:24.860]   I appreciate you sharing that.
[00:40:24.860 --> 00:40:26.600]   Okay, I have one last question.
[00:40:26.600 --> 00:40:30.520]   I ask this of every guest, so you get it too.
[00:40:30.520 --> 00:40:35.520]   How are you, David, an everyday educator?
[00:40:35.520 --> 00:40:40.520]   - Well, there are two elements to that.
[00:40:40.520 --> 00:40:45.280]   One of the elements is first learning.
[00:40:45.280 --> 00:40:47.240]   And I always love learning stuff.
[00:40:47.240 --> 00:40:51.200]   I'm constantly listening to podcasts and reading books.
[00:40:51.200 --> 00:40:54.960]   I've been working lately on reading more literature
[00:40:54.960 --> 00:40:56.320]   instead of just nonfiction.
[00:40:56.320 --> 00:41:02.820]   But then the other element besides learning stuff
[00:41:04.180 --> 00:41:05.560]   is sharing stuff.
[00:41:05.560 --> 00:41:08.420]   And so I've got various groups
[00:41:08.420 --> 00:41:13.420]   of where I'm able to do Bible studies and so forth
[00:41:13.420 --> 00:41:20.000]   that give me opportunity to invest in people's lives.
[00:41:20.000 --> 00:41:24.060]   But even as our children are adults,
[00:41:24.060 --> 00:41:25.580]   I still like teaching them stuff.
[00:41:25.580 --> 00:41:26.800]   - And they still like learning stuff.
[00:41:26.800 --> 00:41:30.120]   - Yeah, and our sons-in-law a lot of times
[00:41:30.120 --> 00:41:35.120]   will ask our take on something, our opinion about something,
[00:41:35.120 --> 00:41:38.540]   ask for advice sometimes.
[00:41:38.540 --> 00:41:42.700]   And so it's nice to be able to share those things.
[00:41:42.700 --> 00:41:47.700]   So I think that you and I are just wired as educators anyway.
[00:41:47.700 --> 00:41:51.980]   - Yeah, true.
[00:41:51.980 --> 00:41:56.320]   - Sometimes our children would ask you something
[00:41:56.320 --> 00:41:59.060]   and I would think, "Why didn't you ask me?"
[00:41:59.060 --> 00:42:00.980]   And the answer is, "I didn't want to know that much."
[00:42:00.980 --> 00:42:02.200]   (laughing)
[00:42:02.200 --> 00:42:03.200]   - That's true.
[00:42:03.200 --> 00:42:05.240]   Do I want daddy amount of information
[00:42:05.240 --> 00:42:07.180]   or mama amount of information?
[00:42:07.180 --> 00:42:08.520]   Yeah, that's true.
[00:42:08.520 --> 00:42:11.540]   Well, I really appreciate you sharing
[00:42:11.540 --> 00:42:15.740]   with the listeners today your perspective
[00:42:15.740 --> 00:42:18.800]   of homeschooling and beyond.
[00:42:18.800 --> 00:42:21.240]   It is really refreshing a lot of times
[00:42:21.240 --> 00:42:25.280]   to hear a dad's view of homeschooling
[00:42:25.280 --> 00:42:29.220]   and what made it great, what made it scary,
[00:42:29.220 --> 00:42:33.080]   especially if you can look in the rear-view mirror
[00:42:33.080 --> 00:42:35.220]   and see what it gave you and your family.
[00:42:35.220 --> 00:42:37.080]   So thanks for sharing today.
[00:42:37.080 --> 00:42:37.920]   - Well, I'm glad you said that
[00:42:37.920 --> 00:42:40.300]   about seeing it in the rear-view mirror.
[00:42:40.300 --> 00:42:45.300]   I recently heard somebody talk about in Exodus 34,
[00:42:45.300 --> 00:42:49.300]   I think it's a passage where Moses sees God.
[00:42:49.300 --> 00:42:54.600]   But if you recall, God puts Moses
[00:42:54.600 --> 00:42:57.120]   in a cleft of the rock, covers him up,
[00:42:57.120 --> 00:43:00.920]   and God passes by while he proclaims his name.
[00:43:00.920 --> 00:43:03.200]   But then he removes his hand,
[00:43:03.200 --> 00:43:05.440]   and Moses sees God from the back.
[00:43:05.440 --> 00:43:11.440]   That's how we can see God in life, is looking back,
[00:43:11.440 --> 00:43:14.680]   and we see God's hand at work.
[00:43:14.680 --> 00:43:16.720]   And we want to see God moving forward,
[00:43:16.720 --> 00:43:19.720]   and I think in a lot of ways by faith we do that.
[00:43:19.720 --> 00:43:22.960]   But sometimes the sight is so much more clear
[00:43:22.960 --> 00:43:27.960]   as we look back on life's experiences,
[00:43:27.960 --> 00:43:31.080]   and some of the things that break our hearts the most
[00:43:31.080 --> 00:43:35.200]   are so often the things that God uses the most
[00:43:35.200 --> 00:43:40.200]   to develop us into better disciples of Jesus
[00:43:40.200 --> 00:43:43.480]   and people who love God and love people more.
[00:43:43.480 --> 00:43:44.480]   - That might be the best thing
[00:43:44.480 --> 00:43:46.100]   that you've said this whole podcast.
[00:43:46.100 --> 00:43:47.440]   That's a great way to end it.
[00:43:47.440 --> 00:43:49.440]   Thank you so very much.
[00:43:49.440 --> 00:43:52.680]   Families, I hope that you have enjoyed hearing
[00:43:52.680 --> 00:43:56.040]   about homeschooling and beyond a dad's perspective.
[00:43:56.040 --> 00:43:59.800]   I have one more thing to, well, maybe it's a reminder
[00:43:59.800 --> 00:44:01.960]   for you, maybe it's the first time you've heard
[00:44:01.960 --> 00:44:03.680]   about the Math Map.
[00:44:03.680 --> 00:44:07.880]   It is an all-new Foundations Through Challenge
[00:44:07.880 --> 00:44:11.960]   for Math curriculum that our CC founder, Lee Bortons,
[00:44:11.960 --> 00:44:13.080]   is developing.
[00:44:13.080 --> 00:44:18.040]   It's called the Math Map, and it is specifically designed
[00:44:18.040 --> 00:44:22.120]   to teach homeschool parents the language of math.
[00:44:22.120 --> 00:44:26.560]   Just like a foreign language, math has a specific vocabulary
[00:44:26.560 --> 00:44:30.480]   and concepts and notation that are often unfamiliar at first.
[00:44:30.480 --> 00:44:33.640]   So if we spend some time discovering
[00:44:33.640 --> 00:44:37.360]   and becoming more familiar with this language of math,
[00:44:37.360 --> 00:44:41.320]   we will have an easier, more exciting,
[00:44:41.320 --> 00:44:43.420]   more thoroughly delightful time
[00:44:43.420 --> 00:44:46.000]   acquainting our children with this.
[00:44:46.000 --> 00:44:49.580]   Right now, Classical Conversations members
[00:44:49.580 --> 00:44:54.580]   can access an exclusive sneak peek of the Math Map.
[00:44:54.580 --> 00:44:58.860]   It's called Naturals, and it's on CC Connected.
[00:44:58.860 --> 00:45:03.360]   If you want to find out what the Math Map is all about,
[00:45:03.360 --> 00:45:06.080]   you need to hop on it, because the beta release
[00:45:06.080 --> 00:45:09.020]   of Math Map Naturals will not stick around
[00:45:09.020 --> 00:45:14.020]   on CC Connected forever, so be sure that you work through it
[00:45:14.020 --> 00:45:15.300]   while it's still available.
[00:45:15.300 --> 00:45:17.920]   To get to these materials, log on
[00:45:17.920 --> 00:45:20.900]   to your CC Connected account, navigate
[00:45:20.900 --> 00:45:24.840]   to the Learning Center, it should be on the left toolbar,
[00:45:24.840 --> 00:45:28.880]   and search for the Math Map, okay?
[00:45:28.880 --> 00:45:32.660]   It can be a delightful turn on your homeschool journey.
[00:45:32.660 --> 00:45:36.260]   All right, well, it has been great to be with you guys
[00:45:36.260 --> 00:45:38.900]   this afternoon, I appreciate you spending
[00:45:38.900 --> 00:45:42.520]   a little bit of time with us, and I will see you next week.
[00:45:42.520 --> 00:45:43.360]   Bye bye.
[00:45:43.560 --> 00:45:46.140]   (gentle music)
[00:45:46.140 --> 00:45:48.200]   you
[00:45:48.200 --> 00:45:57.340]   [BLANK_AUDIO]

