
[00:00:00.000 --> 00:00:03.000]   Your tough Tacoma is here.
[00:25:16.000 --> 00:25:18.000]   Now, this freedom is not perfect.
[00:25:18.000 --> 00:25:21.000]   That's where I've tried to say why I think the other things are really impactful.
[00:25:21.000 --> 00:25:30.000]   For example, let's say that you've achieved financial freedom, but all of your money is in one country.
[00:25:30.000 --> 00:25:33.000]   All of your affairs are in one country.
[00:25:33.000 --> 00:25:39.000]   You're pretty well tied to the fortunes of that country, if nothing else, mentally and possibly even physically.
[00:25:39.000 --> 00:25:45.000]   Let's say you're in the United States, and you have millions of dollars in the United States, but all your money is in the United States.
[00:25:45.000 --> 00:25:49.000]   And then somebody goofs up somewhere, and all of a sudden the IRS says, "You owe us a bunch of tax."
[00:25:49.000 --> 00:25:52.000]   And you don't actually owe them the tax.
[00:25:52.000 --> 00:25:54.000]   You don't owe them the tax.
[00:25:54.000 --> 00:26:00.000]   You've done everything properly, but there's an error, and it's going to take you some time to worry about, to work out.
[00:26:00.000 --> 00:26:03.000]   And all of a sudden they freeze your passport, and you can't even leave the United States.
[00:26:03.000 --> 00:26:11.000]   That's why things like PT theory and state liberty and developing a freedom plan, developing a backup plan at the very least,
[00:26:11.000 --> 00:26:14.000]   so you're not tied to one country is such a key thing.
[00:26:14.000 --> 00:26:20.000]   What if your country puts you in a situation where that country is just in a troublesome scenario?
[00:26:20.000 --> 00:26:25.000]   You grow up in a place like Iran, beautiful country, just beautiful country.
[00:26:25.000 --> 00:26:30.000]   You grow up in Iran, and all of a sudden, fast forward, you made a fortune, but then you're frozen,
[00:26:30.000 --> 00:26:35.000]   and you're a persona non grata all around the world because you're Iranian, and you don't have any other options.
[00:26:35.000 --> 00:26:40.000]   That's why I put state liberty before financial liberty.
[00:26:40.000 --> 00:26:43.000]   And you could go back down the list all the way through, back to the very beginning.
[00:26:43.000 --> 00:26:52.000]   You have all the money in the world, but you're addicted to drugs, or you can't--you're living a destructive lifestyle
[00:26:52.000 --> 00:26:54.000]   and destroying yourself and the people around you.
[00:26:54.000 --> 00:26:56.000]   You have no spiritual liberty.
[00:26:56.000 --> 00:27:01.000]   Well, in a situation like that, the money can be quickly destroyed, and you'd be back into it,
[00:27:01.000 --> 00:27:07.000]   even with what seems like a relatively minor vice, a compulsive spending addiction.
[00:27:07.000 --> 00:27:11.000]   One of these athletes, you're like one of these athletes that you just hate to hear the stories
[00:27:11.000 --> 00:27:17.000]   where they make tens of millions of dollars and then quickly lose it all, and they're stuck.
[00:27:17.000 --> 00:27:27.000]   So there is a real freedom to this, but it should be the capstone of these other freedoms, in my opinion.
[00:27:27.000 --> 00:27:34.000]   So I think you really do get a lot of freedom from this, and I think working towards financial liberty is pretty cool,
[00:27:34.000 --> 00:27:35.000]   and it's one of the ultimate freedoms.
[00:27:35.000 --> 00:27:40.000]   That's why it's the step seven, or ring seven, kind of the ultimate capstone freedom.
[00:27:40.000 --> 00:27:42.000]   But don't think that it solves everything.
[00:27:42.000 --> 00:27:46.000]   It solves some things, but not everything.
[00:27:46.000 --> 00:27:54.000]   So I'm going to give you some practical ideas as to how to achieve this personal and financial liberty.
[00:27:54.000 --> 00:27:56.000]   There are two directions I can go with this point.
[00:27:56.000 --> 00:28:01.000]   I can give you some ideas of how to achieve it, and I can talk about what it's going to be like after you've achieved it.
[00:28:01.000 --> 00:28:05.000]   And what I've decided to do is to split that out into another show.
[00:28:05.000 --> 00:28:09.000]   And so what we're going to talk about in the next show, or the next show in this series,
[00:28:09.000 --> 00:28:12.000]   is going to be what do you do when you've achieved total freedom,
[00:28:12.000 --> 00:28:16.000]   so that no matter where you are, you can begin with the end in mind.
[00:28:16.000 --> 00:28:18.000]   And this is something that's deeply important to me,
[00:28:18.000 --> 00:28:22.000]   but the balance of this show is going to be just dedicated to some simple ideas,
[00:28:22.000 --> 00:28:29.000]   very simple ideas that you can use to build freedom for yourself and achieve this financial liberty.
[00:28:29.000 --> 00:28:30.000]   Now I'm going to give you these ideas.
[00:28:30.000 --> 00:28:37.000]   There are four of them, and they come -- I'm putting them in order of fastest to slowest.
[00:28:37.000 --> 00:28:39.000]   But the reality is you can mix and mingle these ideas.
[00:28:39.000 --> 00:28:44.000]   But for the sake of conversation, to discuss them clearly, I'm dividing them into four things.
[00:28:44.000 --> 00:28:48.000]   Number one, I believe that the fastest opportunity for you,
[00:28:48.000 --> 00:28:54.000]   the fastest way that you can achieve true financial liberty, total financial freedom,
[00:28:54.000 --> 00:28:57.000]   build a huge amount of wealth in a short period of time,
[00:28:57.000 --> 00:29:02.000]   is to build a business that you then sell,
[00:29:02.000 --> 00:29:08.000]   or to build a business that you then take public, which is another way of selling, etc.
[00:29:08.000 --> 00:29:12.000]   If you look at the wealthiest people in the world,
[00:29:12.000 --> 00:29:18.000]   almost invariably, they've all become wealthy by building a business.
[00:29:18.000 --> 00:29:21.000]   If you look at the not wealthiest people in the world,
[00:29:21.000 --> 00:29:23.000]   but the wealthiest people in your community,
[00:29:23.000 --> 00:29:28.000]   almost invariably, they've become wealthy by building a business.
[00:29:28.000 --> 00:29:33.000]   And that business can be in all kinds of diverse industries.
[00:29:33.000 --> 00:29:35.000]   It doesn't have to be in tech.
[00:29:35.000 --> 00:29:39.000]   It doesn't have to be in the most mundane, seemingly mundane industry that exists.
[00:29:39.000 --> 00:29:44.000]   And in fact, there are a lot of advantages to working in mundane, boring businesses.
[00:29:44.000 --> 00:29:49.000]   But there is something fundamental to the nature of the business that allows it to grow quickly.
[00:29:49.000 --> 00:29:56.000]   And that fundamental thing that's different is leverage.
[00:29:56.000 --> 00:30:03.000]   See, a business that you build to sell is a business that's not constrained by you
[00:30:03.000 --> 00:30:08.000]   time or your effort.
[00:30:08.000 --> 00:30:15.000]   Rather, a business that you build to sell is a self-maintaining entity.
[00:30:15.000 --> 00:30:19.000]   And so, if you set out with a goal to build a business,
[00:30:19.000 --> 00:30:22.000]   and your goal is to sell that business,
[00:30:22.000 --> 00:30:25.000]   you approach your business in a very different way.
[00:30:25.000 --> 00:30:28.000]   And that basic difference in mindset and approach
[00:30:28.000 --> 00:30:32.000]   allows you to build the kind of business that you could sell fairly quickly
[00:30:32.000 --> 00:30:34.000]   and for a lot of money.
[00:30:34.000 --> 00:30:40.000]   And because it's not constrained by your time or by your personal work effort,
[00:30:40.000 --> 00:30:43.000]   you have the ability, when you build a business,
[00:30:43.000 --> 00:30:49.000]   you have the ability to make the numbers grow very quickly.
[00:30:49.000 --> 00:30:55.000]   Now, there are some businesses that have the ability to grow faster.
[00:30:55.000 --> 00:30:58.000]   For example, let's say something like a tech business.
[00:30:58.000 --> 00:31:03.000]   There's a YouTube channel that I have enjoyed for a few months now
[00:31:03.000 --> 00:31:05.000]   called Bucket List Family.
[00:31:05.000 --> 00:31:10.000]   And it's a husband and his wife, and they now have three children
[00:31:10.000 --> 00:31:13.000]   who've been traveling the world basically full-time for about three years.
[00:31:13.000 --> 00:31:16.000]   Over the last year, they've set up a home base in Hawaii.
[00:31:16.000 --> 00:31:19.000]   And I finally, a few months ago, I finally found an origin story
[00:31:19.000 --> 00:31:22.000]   where he was telling what happened.
[00:31:22.000 --> 00:31:25.000]   And what I found out was that the father, the husband,
[00:31:25.000 --> 00:31:28.000]   I forget his name at the moment, of the Bucket List Family,
[00:31:28.000 --> 00:31:29.000]   he built a business.
[00:31:29.000 --> 00:31:33.000]   He built a tech company, an app of some kind, did it during college,
[00:31:33.000 --> 00:31:36.000]   and then sold it, I think, to WhatsApp.
[00:31:36.000 --> 00:31:40.000]   And something like $15 million, made $15 million.
[00:31:40.000 --> 00:31:46.000]   And so that's kind of the classic story right now in the technological world.
[00:31:46.000 --> 00:31:48.000]   A few years ago, I read a book called You Only Have to Be Right Once,
[00:31:48.000 --> 00:31:51.000]   and there was a heavy exposure to tech people in there,
[00:31:51.000 --> 00:31:54.000]   which was if you can build the right app, the right platform,
[00:31:54.000 --> 00:31:59.000]   it can scale very quickly, and there can be very large payouts
[00:31:59.000 --> 00:32:00.000]   on the backside of it.
[00:32:00.000 --> 00:32:04.000]   In this case, it provided this particular family.
[00:32:04.000 --> 00:32:09.000]   They had, I think, one small child.
[00:32:09.000 --> 00:32:12.000]   I should take that English advanced language test, shouldn't I?
[00:32:12.000 --> 00:32:15.000]   They had one small child when they started traveling,
[00:32:15.000 --> 00:32:17.000]   then they became pregnant, had a second one.
[00:32:17.000 --> 00:32:20.000]   But they've traveled around the world in luxury at a very young age
[00:32:20.000 --> 00:32:23.000]   because of that business success.
[00:32:23.000 --> 00:32:29.000]   Now, businesses like tech businesses have huge benefits, scalability, leverage.
[00:32:29.000 --> 00:32:33.000]   The fact that they're entirely unconstrained from physical equipment
[00:32:33.000 --> 00:32:37.000]   other than servers allows them to grow massively
[00:32:37.000 --> 00:32:39.000]   if they build the right opportunity.
[00:32:39.000 --> 00:32:41.000]   They also have a series of downsides, though,
[00:32:41.000 --> 00:32:44.000]   and those downsides are they work in markets that are very open,
[00:32:44.000 --> 00:32:47.000]   and so you have tremendous competition.
[00:32:47.000 --> 00:32:49.000]   Anybody in the world can develop an application.
[00:32:49.000 --> 00:32:52.000]   Anybody in the world can work on a tech solution for something,
[00:32:52.000 --> 00:32:55.000]   and so you have a huge marketplace of competitors,
[00:32:55.000 --> 00:32:58.000]   and breaking through that marketplace can become very, very difficult.
[00:32:58.000 --> 00:33:02.000]   But that's the kind of thing that can lead to wealth very, very quickly,
[00:33:02.000 --> 00:33:05.000]   and I've seen this work on a number of occasions.
[00:33:05.000 --> 00:33:10.000]   One of the most interesting clients I had back when I was a professional financial advisor,
[00:33:10.000 --> 00:33:13.000]   when I was working with this client, all we did was buy term life insurance
[00:33:13.000 --> 00:33:17.000]   because he was in the middle of trying to figure out how to get a startup business,
[00:33:17.000 --> 00:33:21.000]   a tech startup, off the ground, and he was deep in credit card debt.
[00:33:21.000 --> 00:33:23.000]   It was a tough situation.
[00:33:23.000 --> 00:33:27.000]   We just bought tons of term life insurance, but he pushed through,
[00:33:27.000 --> 00:33:30.000]   he pressed through, kept on iterating the business,
[00:33:30.000 --> 00:33:32.000]   finding out how to make it profitable,
[00:33:32.000 --> 00:33:35.000]   and he sold out a couple of years ago for a handsome sum,
[00:33:35.000 --> 00:33:38.000]   and at a very young age is financially independent,
[00:33:38.000 --> 00:33:40.000]   and this happens again and again.
[00:33:40.000 --> 00:33:43.000]   One of the nice things is you don't even necessarily have to be first.
[00:33:43.000 --> 00:33:46.000]   You don't even necessarily have to be the founder.
[00:33:46.000 --> 00:33:51.000]   If you're early on, on a team where you have equity in a business,
[00:33:51.000 --> 00:33:54.000]   and that business can grow and can scale and then can sell,
[00:33:54.000 --> 00:33:56.000]   you can have a very nice payday.
[00:33:56.000 --> 00:34:00.000]   And so there are opportunities in things like tech businesses.
[00:34:00.000 --> 00:34:05.000]   Now, I've become more interested, though, in the opportunities that aren't in tech businesses,
[00:34:05.000 --> 00:34:07.000]   and I think that if you're looking for an opportunity,
[00:34:07.000 --> 00:34:11.000]   you really should look outside something like tech.
[00:34:11.000 --> 00:34:15.000]   If tech is your thing, go for it, obviously, but for me, tech's not my thing.
[00:34:15.000 --> 00:34:22.000]   And so if I went bankrupt today, I would not start a tech business because it's not my thing.
[00:34:22.000 --> 00:34:28.000]   I would go to any number of businesses right next door to you, right around in your town,
[00:34:28.000 --> 00:34:33.000]   and I would go into those businesses and run them like a business with a goal to sell.
[00:34:33.000 --> 00:34:34.000]   And I've worked with a number of entrepreneurs.
[00:34:34.000 --> 00:34:37.000]   I have a number of consulting clients that I work with on an ongoing basis
[00:34:37.000 --> 00:34:41.000]   who have very simple businesses, but by running them well,
[00:34:41.000 --> 00:34:46.000]   they have tremendous leverage opportunities, tremendous leverage opportunities.
[00:34:46.000 --> 00:34:50.000]   So don't dismiss a business just because it's boring.
[00:34:50.000 --> 00:34:52.000]   Don't dismiss a business just because you don't see it.
[00:34:52.000 --> 00:34:56.000]   There are so many businesses available that you can build and develop
[00:34:56.000 --> 00:35:02.000]   that are mundane businesses, and you can bring a little bit of good business skill to it
[00:35:02.000 --> 00:35:04.000]   and build it effectively.
[00:35:04.000 --> 00:35:08.000]   And if you want a quick path to wealth, if you want to get rich quick,
[00:35:08.000 --> 00:35:16.000]   I believe that the most reliable way for you to do that is to build a business to sell.
[00:35:16.000 --> 00:35:18.000]   Don't have to be the startup.
[00:35:18.000 --> 00:35:19.000]   You can buy a business.
[00:35:19.000 --> 00:35:21.000]   It's nice if you can start it.
[00:35:21.000 --> 00:35:25.000]   Sometimes you don't have any money, so you start the business, just bootstrap it.
[00:35:25.000 --> 00:35:34.000]   But building a business to sell is your highest probability way to get very wealthy very quickly.
[00:35:34.000 --> 00:35:36.000]   Now a couple of things to think about.
[00:35:36.000 --> 00:35:40.000]   Recognize that this lines up well with a lot of other freedoms.
[00:35:40.000 --> 00:35:47.000]   And so this is my favorite plan because of all these other freedoms that are inherent in it.
[00:35:47.000 --> 00:35:49.000]   Spiritual liberty doesn't count here.
[00:35:49.000 --> 00:35:51.000]   That kind of stands on its own.
[00:35:51.000 --> 00:35:54.000]   Spousal liberty, family liberty.
[00:35:54.000 --> 00:35:58.000]   One of the lovely things about having a business is you can involve your family.
[00:35:58.000 --> 00:36:04.000]   And so maybe you're looking at it and saying, "Well, we're trying to create a family business,
[00:36:04.000 --> 00:36:07.000]   and we don't want one person in the family to earn all the money.
[00:36:07.000 --> 00:36:09.000]   We want to work together."
[00:36:09.000 --> 00:36:10.000]   I love that.
[00:36:10.000 --> 00:36:12.000]   I think that's the way to do it is to build family businesses.
[00:36:12.000 --> 00:36:15.000]   But it's a lot easier when it's your own business where you can control.
[00:36:15.000 --> 00:36:16.000]   Then everybody can work in the family.
[00:36:16.000 --> 00:36:18.000]   The children can work in the family.
[00:36:18.000 --> 00:36:21.000]   If you move to financial planning, there are thousands, tens of thousands,
[00:36:21.000 --> 00:36:26.000]   even hundreds of thousands of dollars of benefits and savings and tax savings, etc.,
[00:36:26.000 --> 00:36:29.000]   that can be realized by working in a family business.
[00:36:29.000 --> 00:36:30.000]   It is so powerful.
[00:36:30.000 --> 00:36:33.000]   And so I think everybody should have at least one family business for that reason alone.
[00:36:33.000 --> 00:36:37.000]   But when you're talking about building wealth and you're on the same page
[00:36:37.000 --> 00:36:41.000]   and you're working together with the whole family, it creates a really neat lifestyle.
[00:36:41.000 --> 00:36:47.000]   Spending liberty and entrepreneurship, all those freedoms come with having a business to sell,
[00:36:47.000 --> 00:36:49.000]   having your own business.
[00:36:49.000 --> 00:36:54.000]   And so it almost lines up with the perfect lifestyle freedoms all along the way,
[00:36:54.000 --> 00:36:59.000]   and it has the potential of getting you the fastest to financial liberty.
[00:36:59.000 --> 00:37:01.000]   Now, it's not in any way a sure thing.
[00:37:01.000 --> 00:37:07.000]   And that's the real challenge of business is you can work in businesses and a lot of them fail.
[00:37:07.000 --> 00:37:10.000]   Now, you can learn your way through them, but you've got to always recognize
[00:37:10.000 --> 00:37:12.000]   there's a good chance that this business might fail.
[00:37:12.000 --> 00:37:16.000]   And so you shouldn't rely solely on a business.
[00:37:16.000 --> 00:37:20.000]   But if you want to get rich quick, if you want to build financial independence quickly,
[00:37:20.000 --> 00:37:26.000]   I'm convinced the best path for that is to build a business.
[00:37:26.000 --> 00:37:27.000]   Consider it.
[00:37:27.000 --> 00:37:29.000]   That's plan number one.
[00:37:29.000 --> 00:37:33.000]   Now, plan number two is build a real estate portfolio.
[00:37:33.000 --> 00:37:40.000]   I think this has the second fastest potential to lead to financial independence.
[00:37:40.000 --> 00:37:45.000]   Building a real estate portfolio is the second fastest way to lead to financial independence.
[00:37:45.000 --> 00:37:51.000]   Now, the speed at which you can do this will vary depending on the specific strategy that you choose.
[00:37:51.000 --> 00:37:53.000]   But I want to keep this very, very simple.
[00:37:53.000 --> 00:38:00.000]   The reason that real estate can be such a fast path to wealth is two things.
[00:38:00.000 --> 00:38:04.000]   Number one, it's simple.
[00:38:04.000 --> 00:38:07.000]   Real estate is simple.
[00:38:07.000 --> 00:38:13.000]   Number two, especially in the United States, real estate is leverageable,
[00:38:13.000 --> 00:38:15.000]   financially leverageable in a very safe way.
[00:38:15.000 --> 00:38:18.000]   And this leads to some real benefits.
[00:38:18.000 --> 00:38:20.000]   Let's talk about the simplicity.
[00:38:20.000 --> 00:38:24.000]   Many people have a hard time grasping complex financial plans.
[00:38:24.000 --> 00:38:29.000]   Since Joshua Sheets is king of the complex, I've learned this the hard way.
[00:38:29.000 --> 00:38:34.000]   And I'll create some beautiful thing and I'll look and it's like, "Just give me something that's simple."
[00:38:34.000 --> 00:38:36.000]   And there's nothing simpler than real estate.
[00:38:36.000 --> 00:38:41.000]   Here is your simple path to being able to be financially independent.
[00:38:41.000 --> 00:38:44.000]   You sit down, you look at your budget or your desired budget,
[00:38:44.000 --> 00:38:47.000]   and you calculate how much money you would like to have
[00:38:47.000 --> 00:38:50.000]   and how much money you would like to spend every month at your ideal lifestyle.
[00:38:50.000 --> 00:38:56.000]   Let's say that your number is $6,000 a month, okay?
[00:38:56.000 --> 00:38:58.000]   About 150% of median wages.
[00:38:58.000 --> 00:39:05.000]   $6,000 per month gives you enough money to live very comfortably anywhere in the United States,
[00:39:05.000 --> 00:39:06.000]   frankly, anywhere in the world.
[00:39:06.000 --> 00:39:10.000]   You could live semi-comfortably except maybe someplace like Singapore or Hong Kong.
[00:39:10.000 --> 00:39:16.000]   But $6,000 a month gives you the ability to live pretty comfortably almost anywhere in the world.
[00:39:16.000 --> 00:39:20.000]   Not lavish, but it's comfortable.
[00:39:20.000 --> 00:39:27.000]   We're also right about that number, that $70,000-something number that the researchers say leads to maximum happiness of earnings and things like that.
[00:39:27.000 --> 00:39:29.000]   So $6,000 I think is a good number.
[00:39:29.000 --> 00:39:33.000]   It's low enough that you can see how it could be achieved fairly quickly.
[00:39:33.000 --> 00:39:34.000]   It's different.
[00:39:34.000 --> 00:39:38.000]   Some people say, "I want $60,000 a month," but they don't have a dime to rub together, two dimes to rub together.
[00:39:38.000 --> 00:39:41.000]   Well, let's start with six and then move to 60.
[00:39:41.000 --> 00:39:43.000]   So let's go with six.
[00:39:43.000 --> 00:39:48.000]   Number two, you look around in your area and you look at single-family houses, single-family, three-two houses,
[00:39:48.000 --> 00:39:52.000]   and you say, "What does a single-family house in my area rent for?"
[00:39:52.000 --> 00:39:57.000]   And let's just assume that your area that they rent for $1,500 a month.
[00:39:57.000 --> 00:40:00.000]   This makes my math easy so I make fewer math mistakes.
[00:40:00.000 --> 00:40:01.000]   $1,500 a month.
[00:40:01.000 --> 00:40:06.000]   Well, you take $6,000 and you divide it by 1,500 and you get an answer of four.
[00:40:06.000 --> 00:40:13.000]   And you say, "Well, if I had six houses, sorry, four houses, and they were all rented, paid for debt-free at $1,500 a month,
[00:40:13.000 --> 00:40:16.000]   then I would have $6,000 a month.
[00:40:16.000 --> 00:40:19.000]   But we've got to account for expenses so let's add an extra house.
[00:40:19.000 --> 00:40:20.000]   So let's make it five.
[00:40:20.000 --> 00:40:23.000]   Five times 1,500 is $7,500.
[00:40:23.000 --> 00:40:25.000]   Let's assume we're going to own it debt-free.
[00:40:25.000 --> 00:40:29.000]   Let's assume that we've got $1,500 a month of property taxes and insurance, et cetera,
[00:40:29.000 --> 00:40:32.000]   and our goal is to clear $6,000."
[00:40:32.000 --> 00:40:34.000]   Well, now your financial plan is simple.
[00:40:34.000 --> 00:40:39.000]   Your goal is to buy five houses and pay them off.
[00:40:39.000 --> 00:40:42.000]   Because if you had five paid-for single-family houses,
[00:40:42.000 --> 00:40:48.000]   you would have $7,500 a month of gross income and $6,000 a month of spendable income under that math.
[00:40:48.000 --> 00:40:52.000]   And so the nice thing about this is you can go and buy five houses.
[00:40:52.000 --> 00:40:54.000]   If you can buy one house, you can buy two.
[00:40:54.000 --> 00:40:55.000]   If you can buy two, you can buy three.
[00:40:55.000 --> 00:40:58.000]   If you can buy three, you can buy four, and eventually you can get to five.
[00:40:58.000 --> 00:41:01.000]   And so it's just a matter of going out and buying some houses.
[00:41:01.000 --> 00:41:04.000]   Which brings us to number two.
[00:41:04.000 --> 00:41:08.000]   It's leverageable very safely, especially in the United States.
[00:41:08.000 --> 00:41:10.000]   Doable in some other markets as well, but not every market,
[00:41:10.000 --> 00:41:15.000]   but especially in the United States, people will throw money at you if you buy real estate.
[00:41:15.000 --> 00:41:17.000]   You're going to have to have a little money to start with, generally,
[00:41:17.000 --> 00:41:21.000]   but people will throw money at you if you buy real estate.
[00:41:21.000 --> 00:41:27.000]   They do it with very safe terms, stable fixed interest rates, long repayment schedules, et cetera,
[00:41:27.000 --> 00:41:30.000]   and so you can borrow money very safely.
[00:41:30.000 --> 00:41:36.000]   And so in essence, what you do is you go and, over time, buy five houses,
[00:41:36.000 --> 00:41:38.000]   all with mortgages on them.
[00:41:38.000 --> 00:41:40.000]   You put tenants in those houses, one by one,
[00:41:40.000 --> 00:41:45.000]   and then you just sit back and wait while your tenants pay off your mortgages.
[00:41:45.000 --> 00:41:50.000]   And then when the tenants paid off the mortgages, you declare yourself financially independent.
[00:41:50.000 --> 00:41:54.000]   And this can be as simple as one house per year.
[00:41:54.000 --> 00:41:57.000]   I have again and again and again recommended to, especially young people,
[00:41:57.000 --> 00:42:04.000]   but really anybody, just simply go buy a house, move into it, live in it for a year.
[00:42:04.000 --> 00:42:09.000]   Then rent it out, get a tenant for it, and go and buy another house.
[00:42:09.000 --> 00:42:13.000]   Make sure that your tenant's rental income is higher than your mortgage,
[00:42:13.000 --> 00:42:17.000]   and make sure you have some money saved to cover you during months where you don't have tenants
[00:42:17.000 --> 00:42:18.000]   or if you have a big expense.
[00:42:18.000 --> 00:42:23.000]   But if you do that, once per year for the next five years, you'll own five houses at the end of it.
[00:42:23.000 --> 00:42:26.000]   Then you go and go ahead and move into your house that you're going to stay in now,
[00:42:26.000 --> 00:42:27.000]   and then just pay off the mortgages.
[00:42:27.000 --> 00:42:29.000]   Let the tenants pay them off every year.
[00:42:29.000 --> 00:42:33.000]   And then take any money that you have from your other income sources, pay extra on the mortgages,
[00:42:33.000 --> 00:42:38.000]   and once those houses are owned debt-free, you'll be financially independent.
[00:42:38.000 --> 00:42:42.000]   That is one of the fastest ways to achieve financial independence.
[00:42:42.000 --> 00:42:45.000]   Now you can create some additional texture to it.
[00:42:45.000 --> 00:42:47.000]   Many people will have a couple of flips in there somewhere.
[00:42:47.000 --> 00:42:48.000]   Some people will want to rehab.
[00:42:48.000 --> 00:42:49.000]   Some people will not.
[00:42:49.000 --> 00:42:50.000]   You could create.
[00:42:50.000 --> 00:42:54.000]   There's endless creativity that you can apply to a real estate portfolio.
[00:42:54.000 --> 00:42:57.000]   You can go at the low end of the market where your yields might be higher.
[00:42:57.000 --> 00:43:01.000]   You can go at the higher end of the market where benefits, advantages, disadvantages,
[00:43:01.000 --> 00:43:03.000]   there's all kinds of things that could be talked about.
[00:43:03.000 --> 00:43:10.000]   But put simply, one of the simplest paths to financial independence is figure out how much money you want to spend,
[00:43:10.000 --> 00:43:15.000]   figure out how many houses you need to provide you with that, go buy those houses using the bank's money,
[00:43:15.000 --> 00:43:18.000]   and then have your tenants pay off your mortgages for you.
[00:43:18.000 --> 00:43:25.000]   Simple, relatively safe, not perfect, relatively safe, and effective and reliable.
[00:43:25.000 --> 00:43:32.000]   I have seen a number of people achieve financial independence in less than a decade with that plan.
[00:43:32.000 --> 00:43:37.000]   Now, your specific skills, your specific area, your specific investment markets will all matter.
[00:43:37.000 --> 00:43:42.000]   But if you can create some version of that simple plan that you think will work where you live,
[00:43:42.000 --> 00:43:46.000]   you can achieve financial independence fairly quickly.
[00:43:46.000 --> 00:43:49.000]   As fast as a business? Maybe, maybe not.
[00:43:49.000 --> 00:43:52.000]   Depends on the business, depends on the portfolio, but probably not as fast as a business.
[00:43:52.000 --> 00:43:55.000]   But a little bit more reliably than a business.
[00:43:55.000 --> 00:44:00.000]   A little bit less of a crapshoot in real estate as compared to business.
[00:44:00.000 --> 00:44:02.000]   So, consider that.
[00:44:02.000 --> 00:44:04.000]   Plan number three.
[00:44:04.000 --> 00:44:07.000]   How can you build financial independence fairly quickly?
[00:44:07.000 --> 00:44:10.000]   Save a high percentage of your income.
[00:44:10.000 --> 00:44:17.000]   If you will practice extreme savings, some form of extreme savings, and save a very high percentage of your income,
[00:44:17.000 --> 00:44:24.000]   you can become financially independent fairly quickly, even with investing in mainstream things like the stock market.
[00:44:24.000 --> 00:44:32.000]   Now, this one is simple to understand, but a little bit more complex in terms of how to educate,
[00:44:32.000 --> 00:44:35.000]   depending on the specifics of your situation.
[00:44:35.000 --> 00:44:45.000]   So, put simply, go back and listen to the show that I did on the math of financial freedom.
[00:44:45.000 --> 00:44:49.000]   I remember so vividly when I read Jacob Lundfisker's book, Early Retirement Extreme,
[00:44:49.000 --> 00:44:56.000]   I was a financial planner at the time, and when I came across his explanation of how savings rates impacted
[00:44:56.000 --> 00:45:03.000]   how quickly you could become wealthy, I felt like such a fool, that I had never sat down and done the math.
[00:45:03.000 --> 00:45:08.000]   If you'll save 10% of your income, it'll take you about 40 years to become financially independent,
[00:45:08.000 --> 00:45:11.000]   if we assume normal investment returns.
[00:45:11.000 --> 00:45:14.000]   If you save 50% of your income, it takes you under 20 years.
[00:45:14.000 --> 00:45:20.000]   If you save 75% of your income, it takes you less than 10.
[00:45:20.000 --> 00:45:24.000]   So dramatically simple, and yet effective.
[00:45:24.000 --> 00:45:29.000]   And so, let's say you say, "I don't want to have a business. I don't really want to have a real estate portfolio.
[00:45:29.000 --> 00:45:31.000]   I just want to save." Great.
[00:45:31.000 --> 00:45:37.000]   Now, the reason why it's simple to talk about the math, but a little bit harder to execute, is twofold.
[00:45:37.000 --> 00:45:43.000]   Number one, one of the prerequisites is going to be having a relatively high income.
[00:45:43.000 --> 00:45:50.000]   It's very difficult for somebody who's making $30,000 a year to save 75% of their income.
[00:45:50.000 --> 00:45:54.000]   That's really tough.
[00:45:54.000 --> 00:45:57.000]   The percentage of people that could do it is tiny.
[00:45:57.000 --> 00:46:00.000]   Are there people who are so committed? Yeah.
[00:46:00.000 --> 00:46:04.000]   But you're living a lifestyle that the majority of people are not going to want to live.
[00:46:04.000 --> 00:46:08.000]   And so, if you're in a situation like that, the first thing you want to do is increase your income.
[00:46:08.000 --> 00:46:14.000]   It's a lot easier to save 75% of your income if you're making $100,000 a year, but it's still tough.
[00:46:14.000 --> 00:46:20.000]   Even if you're making $100,000 a year, living on, say, $25,000 a year is still tough.
[00:46:20.000 --> 00:46:26.000]   And so, one of the prerequisites is you need to be making a good amount of income for that to work.
[00:46:26.000 --> 00:46:33.000]   The second thing that complicates this plan is the lifestyle decisions that you make.
[00:46:33.000 --> 00:46:39.000]   Do you choose to marry? Do you choose to have children? How do you choose to raise those children?
[00:46:39.000 --> 00:46:42.000]   Where are you in your life stage?
[00:46:42.000 --> 00:46:46.000]   And this is one of the reasons why, when you look at people who pursue extreme savings,
[00:46:46.000 --> 00:46:53.000]   I can't prove it, but there's often a very high percentage of people who have a high income.
[00:46:53.000 --> 00:46:59.000]   That's a prerequisite. But there's a high percentage of people that don't have children.
[00:46:59.000 --> 00:47:06.000]   And so, because of that, they can make those really hardcore lifestyle decisions
[00:47:06.000 --> 00:47:12.000]   and make them a little bit more easily than those of us who have children.
[00:47:12.000 --> 00:47:14.000]   I've done some pretty hardcore stuff with children.
[00:47:14.000 --> 00:47:18.000]   I'm not going to use children as a reason as to why I can't do it.
[00:47:18.000 --> 00:47:23.000]   But there is a difference between how much somebody enjoys a larger house
[00:47:23.000 --> 00:47:26.000]   when you have a house filled with children versus not.
[00:47:26.000 --> 00:47:28.000]   And so, all these things make an impact.
[00:47:28.000 --> 00:47:32.000]   And so, what I would say to you is, if you're looking at savings,
