
[00:00:00.000 --> 00:00:02.420]   (soft music)
[00:21:55.960 --> 00:22:00.480]   And for years, I either went to two different homes.
[00:22:00.480 --> 00:22:05.220]   I went to my aunt's home who had, at the time,
[00:22:05.220 --> 00:22:10.220]   just her 10th and 11th child, they were twins.
[00:22:10.220 --> 00:22:15.240]   She was homeschooling from number four down to the last ones.
[00:22:17.240 --> 00:22:20.560]   And I would go and just minister to her.
[00:22:20.560 --> 00:22:23.680]   And that required my mom driving me there.
[00:22:23.680 --> 00:22:25.000]   It was a family thing,
[00:22:25.000 --> 00:22:28.580]   even though maybe I was the only one dropped off.
[00:22:28.580 --> 00:22:33.000]   And then the other household was a family
[00:22:33.000 --> 00:22:36.860]   that just found out their dad had terminal cancer.
[00:22:36.860 --> 00:22:41.860]   And they decided to go a more natural diet way
[00:22:41.860 --> 00:22:46.480]   to see if they could help with treatments.
[00:22:46.480 --> 00:22:49.280]   And so for about a year,
[00:22:49.280 --> 00:22:52.880]   because he's still living 27 years later-
[00:22:52.880 --> 00:22:55.200]   - Wow, that's awesome.
[00:22:55.200 --> 00:23:00.200]   - I would go every Wednesday and just scrub vegetables
[00:23:00.200 --> 00:23:03.600]   and help make the soup that he had to drink,
[00:23:03.600 --> 00:23:06.040]   juice a lot of veggies.
[00:23:06.040 --> 00:23:11.040]   And the Lord has just used that mightily in our family
[00:23:11.040 --> 00:23:14.660]   as my mother-in-law has had cancer twice.
[00:23:14.660 --> 00:23:17.400]   And I've worked alongside her.
[00:23:17.400 --> 00:23:19.680]   She decided to do the same type of thing.
[00:23:19.680 --> 00:23:24.640]   And so just the things that my parents decided
[00:23:24.640 --> 00:23:28.080]   to push us to, and I know my siblings have their own stories,
[00:23:28.080 --> 00:23:31.300]   but we were all pushed to,
[00:23:31.300 --> 00:23:34.520]   these things are important,
[00:23:34.520 --> 00:23:38.700]   but not as important as you making you aware
[00:23:38.700 --> 00:23:41.120]   that you can serve, you should serve,
[00:23:41.120 --> 00:23:44.040]   and here's some ways you can serve.
[00:23:44.040 --> 00:23:49.040]   - Man, those are some of the best outside the box.
[00:23:49.040 --> 00:23:55.340]   I mean, everybody thinks when you say
[00:23:55.340 --> 00:23:59.180]   serve your community, thinks about going to the soup kitchen
[00:23:59.180 --> 00:24:02.040]   or going on a local mission trip.
[00:24:02.040 --> 00:24:07.040]   But these, these are ways to be the hands and feet of Christ
[00:24:07.040 --> 00:24:13.120]   to a local family, to somebody whose face you know,
[00:24:13.960 --> 00:24:18.960]   to somebody whose life you could be a part of.
[00:24:18.960 --> 00:24:22.200]   You know, your life, your days could be intertwined
[00:24:22.200 --> 00:24:25.840]   with theirs, there could be some real community.
[00:24:25.840 --> 00:24:30.140]   You know, it's really funny, I can remember my mom
[00:24:30.140 --> 00:24:32.680]   when I was little, I was blessed,
[00:24:32.680 --> 00:24:34.460]   my mom stayed at home with us.
[00:24:34.460 --> 00:24:39.460]   And I can remember my mom, she called it doing for,
[00:24:40.000 --> 00:24:43.960]   she would do for older neighbors in our neighborhood,
[00:24:43.960 --> 00:24:48.080]   you know, older ladies who needed help to,
[00:24:48.080 --> 00:24:49.700]   back then we didn't have, I mean,
[00:24:49.700 --> 00:24:51.560]   people hung their wash out to dry,
[00:24:51.560 --> 00:24:54.720]   and so I can remember my mom helping those,
[00:24:54.720 --> 00:24:57.880]   we would do for those, and she would send me next door.
[00:24:57.880 --> 00:25:01.140]   Our, right next to us, we lived in a duplex,
[00:25:01.140 --> 00:25:05.680]   and the family next to us was an older couple,
[00:25:05.680 --> 00:25:08.960]   Mr. and Mrs. Smith, and Mr. Smith became bedridden,
[00:25:08.960 --> 00:25:11.620]   and she would send me over in the late afternoon,
[00:25:11.620 --> 00:25:16.620]   and I would stand at the stove and skim the fat
[00:25:16.620 --> 00:25:20.240]   off of the broth, 'cause he couldn't have fat,
[00:25:20.240 --> 00:25:24.480]   he was only eating soup, and so I learned how to skim broth,
[00:25:24.480 --> 00:25:27.760]   I would go over every day, and I would skim the broth
[00:25:27.760 --> 00:25:31.760]   off of his dinner, and I got to fix his tray
[00:25:31.760 --> 00:25:35.980]   and carry it into him, and it was, like you said,
[00:25:35.980 --> 00:25:40.500]   just something that my mom, it was part of what she did,
[00:25:40.500 --> 00:25:45.320]   we just did for others, we did for neighbors.
[00:25:45.320 --> 00:25:51.340]   That's really cool, and you know, I look back now,
[00:25:51.340 --> 00:25:54.020]   and as a kid growing up, I did not think about
[00:25:54.020 --> 00:25:58.300]   that my mom was teaching me something important,
[00:25:58.300 --> 00:26:00.900]   it was just something that I did,
[00:26:00.900 --> 00:26:03.160]   or my mom showed me how to do it, we did it together,
[00:26:03.160 --> 00:26:05.600]   'cause she was showing me how to do it,
[00:26:05.600 --> 00:26:08.880]   but now I understand that she was teaching me
[00:26:08.880 --> 00:26:12.880]   how to love one another, how we love one another well,
[00:26:12.880 --> 00:26:16.360]   and so, I don't know, Jamie, I guess I would just say,
[00:26:16.360 --> 00:26:21.320]   and I'm sure you would agree, that part of celebrating
[00:26:21.320 --> 00:26:25.540]   Advent in a simple way for families might very well
[00:26:25.540 --> 00:26:29.440]   be teaching your children how to love their neighbor well
[00:26:29.440 --> 00:26:30.840]   by serving them.
[00:26:30.840 --> 00:26:35.520]   So how have you and Mark, since y'all have been married,
[00:26:35.520 --> 00:26:39.440]   how have you and Mark drawn your kids into serving,
[00:26:39.440 --> 00:26:42.560]   and what kind of things, especially what kind of things
[00:26:42.560 --> 00:26:45.660]   did you do with them when they were very little?
[00:26:45.660 --> 00:26:51.640]   - So one of the things was just starting at home,
[00:26:51.640 --> 00:26:54.100]   helping them learn how to do chores,
[00:26:54.100 --> 00:27:00.640]   because if they could do it a minuscule amount,
[00:27:00.640 --> 00:27:04.180]   then they could go somewhere else and still do
[00:27:04.180 --> 00:27:08.880]   that minuscule amount, and I know that one of my teenagers
[00:27:08.880 --> 00:27:13.440]   right now has a local fast food restaurant job,
[00:27:13.440 --> 00:27:17.320]   and he came home one day, and he's like,
[00:27:17.320 --> 00:27:19.840]   "My manager wanted me to pass a note along to you,"
[00:27:19.840 --> 00:27:21.640]   and I was like, "Okay."
[00:27:21.640 --> 00:27:26.400]   He said, "Thank you for teaching him how to sweep."
[00:27:26.400 --> 00:27:27.240]   - Oh my gosh.
[00:27:27.240 --> 00:27:30.080]   - He said, "Until I became a manager, I didn't know
[00:27:30.080 --> 00:27:32.840]   "that you had to teach people how to sweep."
[00:27:33.840 --> 00:27:36.360]   He's like, "But I haven't had to teach your child,"
[00:27:36.360 --> 00:27:41.360]   and he does amazing, and so yeah, just doing chores,
[00:27:41.360 --> 00:27:43.960]   you never know who you're gonna bless.
[00:27:43.960 --> 00:27:45.720]   - That is so good.
[00:27:45.720 --> 00:27:49.840]   - And then we also, I remember when we would go
[00:27:49.840 --> 00:27:55.740]   to either events or somebody else's house for a meal,
[00:27:55.740 --> 00:27:58.600]   on the way there, we would just talk about,
[00:27:58.600 --> 00:28:03.600]   okay, where are we going, how can we serve them?
[00:28:03.880 --> 00:28:07.920]   They're letting, they've invited us into their house,
[00:28:07.920 --> 00:28:10.120]   and what are some ways that we can serve them?
[00:28:10.120 --> 00:28:14.540]   And I just remember one thing that my mom just instilled
[00:28:14.540 --> 00:28:19.540]   in us was, you don't leave the kitchen until the person,
[00:28:19.540 --> 00:28:24.320]   the hostess or the host, has told you,
[00:28:24.320 --> 00:28:27.080]   "No, I don't have anything else for you to do."
[00:28:27.080 --> 00:28:29.240]   Then you can go play with your friends,
[00:28:29.240 --> 00:28:34.160]   and so that was one thing that my mom just kept instilling.
[00:28:34.160 --> 00:28:36.360]   She's like, "Be at their side and just say,
[00:28:36.360 --> 00:28:40.640]   "I'm available if you have anything that I can do for you."
[00:28:40.640 --> 00:28:45.640]   And I also watched my mom host many events
[00:28:45.640 --> 00:28:50.120]   and have people come in and do the same to her,
[00:28:50.120 --> 00:28:53.300]   and she would always have this little list,
[00:28:53.300 --> 00:28:55.300]   either in her head or off to the side,
[00:28:55.300 --> 00:28:57.620]   that she knew if anybody had asked,
[00:28:57.620 --> 00:28:59.760]   it didn't have to be done,
[00:28:59.760 --> 00:29:03.140]   but it could be done and just be a little icing
[00:29:03.140 --> 00:29:05.140]   on the cake for the event.
[00:29:05.140 --> 00:29:07.460]   And so she would always have something
[00:29:07.460 --> 00:29:10.300]   that she could tell somebody else
[00:29:10.300 --> 00:29:12.600]   what they could do if they offered.
[00:29:12.600 --> 00:29:15.920]   And so, yeah, those things,
[00:29:15.920 --> 00:29:20.440]   we also learned to bake together in our kitchen.
[00:29:20.440 --> 00:29:23.060]   And when we lived in Virginia for a short time,
[00:29:23.060 --> 00:29:26.500]   we, for the first time and only time in our lives,
[00:29:26.500 --> 00:29:30.360]   we lived with neighbors right next to us.
[00:29:30.360 --> 00:29:33.480]   We live on a big farm now and nobody's really close.
[00:29:33.480 --> 00:29:35.120]   - Nobody's close, yeah.
[00:29:35.120 --> 00:29:38.240]   - So when we lived in Virginia,
[00:29:38.240 --> 00:29:43.240]   we started baking cookies around Advent season time
[00:29:43.240 --> 00:29:46.400]   and would just take them door to door
[00:29:46.400 --> 00:29:47.920]   and greet our neighbors,
[00:29:47.920 --> 00:29:49.800]   because sometimes we would just see them
[00:29:49.800 --> 00:29:53.560]   as we were walking into our house, wave across the way.
[00:29:53.560 --> 00:29:58.120]   But we also purposely tried to make something
[00:29:58.120 --> 00:30:01.860]   that the children were involved in making
[00:30:01.860 --> 00:30:04.540]   and then also go greet our neighbors
[00:30:04.540 --> 00:30:09.140]   just to let them know that we knew they existed
[00:30:09.140 --> 00:30:12.080]   and that they were worthwhile of thinking over.
[00:30:12.080 --> 00:30:15.640]   And so walking was fun.
[00:30:15.640 --> 00:30:17.420]   It was fun to live in that area
[00:30:17.420 --> 00:30:20.280]   for those two to three years that we lived there,
[00:30:20.280 --> 00:30:22.860]   just 'cause within a half a mile,
[00:30:22.860 --> 00:30:25.840]   we had a dozen houses that we could hit
[00:30:25.840 --> 00:30:29.400]   and get to know our neighbors
[00:30:29.400 --> 00:30:34.000]   and hopefully be a light to them,
[00:30:34.000 --> 00:30:37.240]   even in just handing them cookies and greeting them.
[00:30:37.240 --> 00:30:39.060]   - That's so great.
[00:30:39.060 --> 00:30:40.560]   It's a whole attitude.
[00:30:40.560 --> 00:30:44.180]   That's what I'm taking from what you're saying, Jamie,
[00:30:44.180 --> 00:30:48.480]   is that you and Mark have just really sought
[00:30:48.480 --> 00:30:53.300]   to instill in your children an attitude of service,
[00:30:53.300 --> 00:30:57.260]   that we can always be thinking about
[00:30:57.260 --> 00:30:59.020]   what we could do for other people
[00:30:59.020 --> 00:31:02.560]   or how we might minister to them in some way.
[00:31:02.560 --> 00:31:08.480]   And it may be in every day along the way ways
[00:31:08.480 --> 00:31:12.980]   and not in some big grand gesture
[00:31:12.980 --> 00:31:15.660]   that has lots of zeros attached to it
[00:31:15.660 --> 00:31:17.620]   or multiple day trips.
[00:31:17.620 --> 00:31:20.520]   It could just be an attitude of,
[00:31:20.520 --> 00:31:22.880]   I care about you as a person.
[00:31:22.880 --> 00:31:24.820]   How can I lighten your load?
[00:31:24.820 --> 00:31:26.280]   And I love that.
[00:31:26.280 --> 00:31:28.220]   I love that.
[00:31:28.220 --> 00:31:33.220]   What is the best thing for you about serving as a family?
[00:31:33.220 --> 00:31:38.560]   - Well, outside of just getting to be together,
[00:31:38.560 --> 00:31:42.220]   that would be just number one.
[00:31:42.220 --> 00:31:46.800]   It's seeing the growth in my children.
[00:31:47.800 --> 00:31:52.800]   And also just, we all compare whether it's good or bad.
[00:31:52.800 --> 00:31:58.600]   We do tend to be that species that does that.
[00:31:58.600 --> 00:32:04.680]   And they would come to us and they would go,
[00:32:04.680 --> 00:32:07.440]   oh, I wish this person would help me.
[00:32:07.440 --> 00:32:11.560]   And I was like, well, what did you say to them?
[00:32:11.560 --> 00:32:15.240]   Or what could you say to them to encourage them
[00:32:15.240 --> 00:32:19.680]   to do what you feel the need to do
[00:32:19.680 --> 00:32:21.880]   in serving your neighbors or your friends
[00:32:21.880 --> 00:32:22.860]   or wherever you are?
[00:32:22.860 --> 00:32:27.500]   And so I loved seeing that they realized
[00:32:27.500 --> 00:32:30.100]   that it can be a lacking in people.
[00:32:30.100 --> 00:32:33.120]   And so I think that pushed them to make sure
[00:32:33.120 --> 00:32:35.840]   that it wasn't a lacking in them.
[00:32:35.840 --> 00:32:39.880]   And then it also just creates a great love
[00:32:39.880 --> 00:32:44.640]   and concern for others like the scripture tells us to do.
[00:32:44.640 --> 00:32:47.480]   And as far as working together as a family,
[00:32:47.480 --> 00:32:49.680]   they actually get to see,
[00:32:49.680 --> 00:32:54.680]   hey, mom and dad can't do everything, but they're trying.
[00:32:54.680 --> 00:32:59.240]   And they will at least put their hands that can lift things
[00:32:59.240 --> 00:33:03.200]   or move things around to bless others.
[00:33:03.200 --> 00:33:06.080]   And also just working together,
[00:33:06.080 --> 00:33:09.120]   we can accomplish so much more
[00:33:09.120 --> 00:33:12.320]   than if just one of us goes or two of us goes.
[00:33:12.320 --> 00:33:15.560]   And my mom always would say to us
[00:33:15.560 --> 00:33:18.320]   when we would sort of go, ah, here we go again.
[00:33:18.320 --> 00:33:21.400]   She would just, or the chore list would come out.
[00:33:21.400 --> 00:33:25.000]   And we expected the chore list every Saturday, it showed up.
[00:33:25.000 --> 00:33:28.740]   And she would just right on the bottom
[00:33:28.740 --> 00:33:31.480]   of where she had signed us all the numbers of the chores,
[00:33:31.480 --> 00:33:35.280]   she'd say, remember, many hands make like work.
[00:33:35.280 --> 00:33:38.560]   You could be doing all of these on your own.
[00:33:38.560 --> 00:33:42.160]   And so that's just a really good reminder
[00:33:42.160 --> 00:33:44.680]   that I've tried to pass along to my children
[00:33:44.680 --> 00:33:47.640]   is that when we all work together,
[00:33:47.640 --> 00:33:51.560]   like we run a wood stove at our house during the winter.
[00:33:51.560 --> 00:33:54.640]   And so everybody, we just call out,
[00:33:54.640 --> 00:33:55.720]   hey, we're getting wood.
[00:33:55.720 --> 00:33:58.200]   And everybody is supposed to come downstairs
[00:33:58.200 --> 00:34:03.200]   because if all currently five of us run outside
[00:34:03.200 --> 00:34:06.160]   and get armfuls of wood,
[00:34:06.160 --> 00:34:11.160]   we probably only have to make two, maybe three trips each.
[00:34:11.160 --> 00:34:16.160]   But if it was one person, that's 15 trips possibly.
[00:34:16.160 --> 00:34:19.320]   And so it's a huge, huge difference.
[00:34:19.320 --> 00:34:23.600]   And so another saying that my mom said,
[00:34:23.600 --> 00:34:26.000]   or had actually on our wall to remind us
[00:34:26.000 --> 00:34:30.260]   was those who work together get to eat together.
[00:34:30.260 --> 00:34:33.680]   And eating was always a fun thing
[00:34:33.680 --> 00:34:36.340]   because we did it together around the table.
[00:34:36.340 --> 00:34:41.600]   But we had to work to get to that table.
[00:34:41.600 --> 00:34:44.200]   And so she was like, if we all work together,
[00:34:44.200 --> 00:34:46.040]   then we're all gonna get to eat together.
[00:34:46.040 --> 00:34:47.440]   And that's exciting.
[00:34:47.440 --> 00:34:51.560]   - It's that together part is that my mother-in-law
[00:34:51.560 --> 00:34:53.800]   had a saying when my husband was little,
[00:34:53.800 --> 00:34:57.400]   and she would tell them when we work together,
[00:34:57.400 --> 00:35:00.300]   work is just like play.
[00:35:00.300 --> 00:35:02.760]   Now, when my kids were really little,
[00:35:02.760 --> 00:35:05.040]   it was easier to convince them of that
[00:35:05.040 --> 00:35:08.840]   because we could work together in silly ways.
[00:35:08.840 --> 00:35:12.040]   We could walk in silly ways or we could sing silly songs.
[00:35:12.040 --> 00:35:13.720]   And when they became teenagers,
[00:35:13.720 --> 00:35:16.280]   they would sort of sometimes roll their eyes about that.
[00:35:16.280 --> 00:35:18.840]   It's not just like play, mom, it's work.
[00:35:18.840 --> 00:35:25.340]   But it's well taken that when anything that we do together
[00:35:25.340 --> 00:35:32.640]   builds our fellowship and builds our love for one another,
[00:35:32.640 --> 00:35:34.420]   and builds a sense of community.
[00:35:34.420 --> 00:35:36.400]   So I agree with all of that.
[00:35:36.400 --> 00:35:42.720]   And serving together, especially when we serve together
[00:35:42.720 --> 00:35:46.400]   at Christmas, it does a lot of different things.
[00:35:46.400 --> 00:35:48.960]   It draws our hearts together.
[00:35:48.960 --> 00:35:54.740]   Sometimes within our community,
[00:35:54.740 --> 00:35:57.960]   we'll call attention to what we're doing,
[00:35:57.960 --> 00:35:59.800]   not because we want accolades,
[00:35:59.800 --> 00:36:02.920]   but because it then gives us a reason
[00:36:02.920 --> 00:36:05.700]   to share the good news of Jesus.
[00:36:05.700 --> 00:36:09.480]   We do this because God first gave to us.
[00:36:09.480 --> 00:36:14.480]   And so how does serving help your family
[00:36:14.480 --> 00:36:18.100]   celebrate the season, Jamie?
[00:36:18.100 --> 00:36:19.460]   - So it's just like you said,
[00:36:19.460 --> 00:36:21.820]   it makes us realize all the more
[00:36:21.820 --> 00:36:26.320]   that Christ modeled to us how to do this.
[00:36:26.320 --> 00:36:30.000]   And that should make us just every more thankful
[00:36:30.000 --> 00:36:31.880]   for the Father sending him.
[00:36:31.880 --> 00:36:38.680]   And like our Jesse tree, I love watching my children
[00:36:38.680 --> 00:36:42.800]   or hearing them retell the stories
[00:36:42.800 --> 00:36:47.760]   and then see them make the connections of this had to happen
[00:36:47.760 --> 00:36:50.240]   and this person acted like this,
[00:36:50.240 --> 00:36:55.240]   which is a Christ-like reaction that I should do as well.
[00:36:56.000 --> 00:36:58.720]   And they just turn and say,
[00:36:58.720 --> 00:37:00.920]   "Is that why they're in the genealogy?"
[00:37:00.920 --> 00:37:04.560]   And I'm like, "Good possibility."
[00:37:04.560 --> 00:37:08.640]   And so it's just, it's a great reminder
[00:37:08.640 --> 00:37:13.040]   just of what a model and what a gift we've been given.
[00:37:13.040 --> 00:37:14.520]   - Yeah, I love that.
[00:37:14.520 --> 00:37:17.600]   Thank you so much for talking about this with me.
[00:37:17.600 --> 00:37:22.600]   I hope, listeners, that this series of Simplify Advent
[00:37:22.600 --> 00:37:25.780]   has been a blessing to you.
[00:37:25.780 --> 00:37:30.780]   I hope that your family has celebrated maybe more simply,
[00:37:30.780 --> 00:37:34.080]   but certainly more deeply this year
[00:37:34.080 --> 00:37:40.640]   what the Lord has done for us by sending his son to us.
[00:37:40.640 --> 00:37:44.460]   If you're looking for something else for your family to do,
[00:37:44.460 --> 00:37:46.720]   I know we had a couple of weeks ago,
[00:37:46.720 --> 00:37:50.800]   we had Simplify Advent read together.
[00:37:50.800 --> 00:37:53.080]   I've got a suggestion for you.
[00:37:53.080 --> 00:37:55.820]   If you're looking for something for your family
[00:37:55.820 --> 00:38:00.700]   to read together, our Copper Lodge Library series
[00:38:00.700 --> 00:38:04.580]   from Classical Conversations is a series
[00:38:04.580 --> 00:38:08.300]   that preserves history's best stories
[00:38:08.300 --> 00:38:12.740]   in books that you could pass down from generations.
[00:38:12.740 --> 00:38:15.440]   The stories in the Copper Lodge Library
[00:38:15.440 --> 00:38:19.060]   range from ancient Greek and Roman myths
[00:38:19.060 --> 00:38:23.820]   to modern folklore and even some classical literature.
[00:38:23.820 --> 00:38:26.120]   All those stories are filled with timeless truths
[00:38:26.120 --> 00:38:29.180]   that will really help you cultivate
[00:38:29.180 --> 00:38:34.180]   a moral imagination in your child, because here's a truth.
[00:38:34.180 --> 00:38:39.180]   What we read shapes who we become.
[00:38:39.180 --> 00:38:43.080]   So build your family's library with quality stories
[00:38:43.080 --> 00:38:44.920]   from Copper Lodge Library.
[00:38:44.920 --> 00:38:48.280]   If you wanna learn more about the books in that series,
[00:38:48.280 --> 00:38:51.500]   you can search for Copper Lodge Library
[00:38:51.500 --> 00:38:53.320]   on our bookstore's website
[00:38:53.320 --> 00:38:58.320]   at classicalconversationsbooks.com, all right?
[00:38:58.320 --> 00:39:01.440]   Jamie, thank you again for being with us.
[00:39:01.440 --> 00:39:04.360]   Listeners, Merry Christmas.
[00:39:04.800 --> 00:39:07.380]   (gentle music)
[00:39:07.380 --> 00:39:09.440]   you
[00:39:09.440 --> 00:39:19.440]   [BLANK_AUDIO]

