
[00:00:00.000 --> 00:00:02.000]   Struggling with your electric bill?
[00:39:54.000 --> 00:39:57.000]   You've also got to teach this to your children.
[00:39:57.000 --> 00:40:00.000]   In a little bit, we'll talk about traffic stops and things like that.
[00:40:00.000 --> 00:40:09.000]   I'm convinced that one of the things I try to do with young people is I try to teach them how to plan as a driver, how to plan in advance, and how to learn how to handle a traffic stop.
[00:40:09.000 --> 00:40:11.000]   We'll talk about that in a moment.
[00:40:11.000 --> 00:40:14.000]   My children are a little bit young for my teaching that, but I've taught my wife.
[00:40:14.000 --> 00:40:21.000]   Here are the specific steps and actions that you do in a traffic stop so that you don't get shot and you don't get beat up.
[00:40:21.000 --> 00:40:23.000]   Let's talk about some specific behaviors though.
[00:40:23.000 --> 00:40:29.000]   Here are the just normal – here are the clueless behaviors that get people arrested.
[00:40:29.000 --> 00:40:30.000]   Number one, bad manners.
[00:40:30.000 --> 00:40:33.000]   The number one thing the clueless do is to act out in front of cops.
[00:40:33.000 --> 00:40:42.000]   They hit cops, curse, run away, or do something else that turns a conversation into an arrest and a misdemeanor into a felony.
[00:40:42.000 --> 00:40:46.000]   Cops are the archetypal representatives of the American middle class.
[00:40:46.000 --> 00:40:52.000]   They expect people to be reasonably polite and obedient to authority and they punish those who aren't.
[00:40:52.000 --> 00:40:58.000]   So the solution for you to stay out of the back of the cruiser is be polite in front of cops.
[00:40:58.000 --> 00:41:01.000]   You only have to be polite for a few minutes.
[00:41:01.000 --> 00:41:02.000]   That's all.
[00:41:02.000 --> 00:41:03.000]   Once the cops leave, you're free.
[00:41:03.000 --> 00:41:06.000]   But you need to be polite.
[00:41:06.000 --> 00:41:09.000]   So yes, officer, instead of swearing at the police officer.
[00:41:09.000 --> 00:41:11.000]   Problem number two is lousy paperwork.
[00:41:11.000 --> 00:41:19.000]   Because of illiteracy, depression, obstinacy, or some other cause, clueless people are forever committing the crime of ignoring official paperwork.
[00:41:19.000 --> 00:41:27.000]   When they fail to appear in traffic court, for example, a traffic ticket can become, in some states, a bench warrant, which gets clueless types arrested.
[00:41:27.000 --> 00:41:33.000]   Showing up in court and complying with the terms of probation are, for the highly clueless, nearly impossible.
[00:41:33.000 --> 00:41:34.000]   Solution.
[00:41:34.000 --> 00:41:36.000]   Paperwork is crucial.
[00:41:36.000 --> 00:41:37.000]   Start reading your mail.
[00:41:37.000 --> 00:41:40.000]   Get someone to read it to you if you do not read well.
[00:41:40.000 --> 00:41:44.000]   Get teachers, religious leaders, family, and friends to explain things you do not understand.
[00:41:44.000 --> 00:41:55.000]   To stay free in America, you have to pay taxes, obtain driver's licenses, get car insurance, pay fees, show up in court, meet with your probation officer, pay traffic tickets, etc.
[00:41:55.000 --> 00:41:57.000]   All of this stuff comes in the mail.
[00:41:57.000 --> 00:41:58.000]   Read it.
[00:41:58.000 --> 00:42:00.000]   Problem number three, time management.
[00:42:00.000 --> 00:42:03.000]   Clueless people don't have watches, alarm clocks, and calendars.
[00:42:03.000 --> 00:42:09.000]   They show up late or never at judicial hearings, behavior modification classes, drug court, and meetings with probation officers.
[00:42:09.000 --> 00:42:13.000]   This gets them pursued by cops and bail bondsmen and rearrested.
[00:42:13.000 --> 00:42:20.000]   Not showing up is often a more serious offense than the one for which the poor devils were busted originally.
[00:42:20.000 --> 00:42:23.000]   So get an alarm clock and teach people to show up.
[00:42:23.000 --> 00:42:24.000]   That's important.
[00:42:24.000 --> 00:42:25.000]   You got to teach your children.
[00:42:25.000 --> 00:42:27.000]   Show up.
[00:42:27.000 --> 00:42:29.000]   Problem four, low social backup.
[00:42:29.000 --> 00:42:34.000]   Clueless people are often alone in the world with few family, friends, and acquaintances and not much money.
[00:42:34.000 --> 00:42:41.000]   They are less able than others to encounter cops without getting arrested and to mount a stout legal defense.
[00:42:41.000 --> 00:42:44.000]   They have few if any responsible adults to teach them how to behave.
[00:42:44.000 --> 00:42:51.000]   People with sound families and numerous friends are less likely to be arrested and prosecuted.
[00:42:51.000 --> 00:42:55.000]   So the solution is that your family and friends are a big deal.
[00:42:55.000 --> 00:43:05.000]   Having a wide social network of respectable business leaders and solid citizens will help you to navigate through the criminal justice system if you ever have to face it.
[00:43:05.000 --> 00:43:09.000]   Problem number five that gets people arrested, lousy cars.
[00:43:09.000 --> 00:43:17.000]   Clueless people ride around in cop magnets, cars with broken lights and smoking tailpipes, and no valid licenses, tags, and insurance.
[00:43:17.000 --> 00:43:20.000]   Too often they have controlled substances in these beaters.
[00:43:20.000 --> 00:43:23.000]   Police do not generally need a warrant to search a car.
[00:43:23.000 --> 00:43:31.000]   So for the clueless, a traffic ticket becomes a ticket to jail because traffic stops are the most important component of the police drag net that sweeps through your city 24/7.
[00:43:31.000 --> 00:43:32.000]   We talk about it later.
[00:43:32.000 --> 00:43:39.000]   Solution, cars have two types of problems that make them cop bait, mechanical and paperwork.
[00:43:39.000 --> 00:43:46.000]   You know you have to fix the mechanical and safety stuff, headlights, taillights, turn signals, squealing brakes, smoking tailpipe, valid tires, etc.
[00:43:46.000 --> 00:43:55.000]   What you may not know is that in the computer age, cops can pull up behind you, run your tag through their onboard computers and instantly discover any paperwork problems.
[00:43:55.000 --> 00:44:01.000]   Suspended licenses, expired insurance, unpaid tickets that allow them to stop and search you and your car.
[00:44:01.000 --> 00:44:03.000]   You do not want cops doing this.
[00:44:03.000 --> 00:44:08.000]   Very important that you pay attention to the details of a vehicle.
[00:44:08.000 --> 00:44:11.000]   If you want to stay out of jail, you need to do a couple of things.
[00:44:11.000 --> 00:44:17.000]   Don't ever give in to the temptation to drive a vehicle that you are not authorized to drive.
[00:44:17.000 --> 00:44:21.000]   If your driver's license is suspended, do not drive.
[00:44:21.000 --> 00:44:30.000]   If your driver's license is suspended or you're on restriction because you got a DUI or you're facing something like that, do not drive.
[00:44:30.000 --> 00:44:34.000]   In a world of Uber, it's cheap.
[00:44:34.000 --> 00:44:41.000]   Even in a world of taxis, it's cheaper to drive right a taxi than to face a secondary arrest.
[00:44:41.000 --> 00:44:45.000]   Do not drive if your paperwork is not in order.
[00:44:45.000 --> 00:44:50.000]   The car must be insured and it must be registered in the license plate up to date.
[00:44:50.000 --> 00:44:52.000]   Teach your children the same thing.
[00:44:52.000 --> 00:44:55.000]   It's not worth the risk.
[00:44:55.000 --> 00:45:01.000]   Just like it's not worth the risk driving home from the bar if you've had more than one or two drinks.
[00:45:01.000 --> 00:45:04.000]   It's just not worth it.
[00:45:04.000 --> 00:45:06.000]   The cab fee is way cheaper.
[00:45:06.000 --> 00:45:08.000]   I've learned this lesson in life.
[00:45:08.000 --> 00:45:10.000]   I've learned it many ways.
[00:45:10.000 --> 00:45:12.000]   But I think of it as something like parking tickets.
[00:45:12.000 --> 00:45:20.000]   Most of us, you get to the place and you've got the meter in the downtown area and you get there and you think, "Ah, the meter ends.
[00:45:20.000 --> 00:45:24.000]   The meter enforcement ends at 6 o'clock and it's 5.15."
[00:45:24.000 --> 00:45:29.000]   Do I risk it or do I go in or do I just pay it?
[00:45:29.000 --> 00:45:32.000]   And I have learned the hard way.
[00:45:32.000 --> 00:45:38.000]   It's always cheaper to feed the meter than it is to pay the ticket.
[00:45:38.000 --> 00:45:39.000]   Feed the meter.
[00:45:39.000 --> 00:45:41.000]   It's one of the models of my life.
[00:45:41.000 --> 00:45:42.000]   Feed the meter.
[00:45:42.000 --> 00:45:43.000]   Pay the tax.
[00:45:43.000 --> 00:45:45.000]   Pay the fee.
[00:45:45.000 --> 00:45:50.000]   Pay for the thing because just following the rules is going to be easier.
[00:45:50.000 --> 00:45:52.000]   This is hard for me because I'm a fighter.
[00:45:52.000 --> 00:45:55.000]   I like to fight against things that I don't think are right.
[00:45:55.000 --> 00:45:58.000]   But I've learned, go along to get along.
[00:45:58.000 --> 00:46:01.000]   It's cheaper and easier to just pay it up front.
[00:46:01.000 --> 00:46:13.000]   A dollar in the parking meter that gets wasted is cheaper than the $35 ticket because if I save that dollar 35 times, there's no chance I'm getting through those 35 times and not getting caught.
[00:46:13.000 --> 00:46:15.000]   Same thing with the car.
[00:46:15.000 --> 00:46:18.000]   This matters as well to the functionality of the vehicle.
[00:46:18.000 --> 00:46:20.000]   Fix the broken light.
[00:46:20.000 --> 00:46:21.000]   Fix the tires.
[00:46:21.000 --> 00:46:22.000]   Fix the stuff.
[00:46:22.000 --> 00:46:25.000]   If you can't afford to fix the stuff, you can't afford to drive.
[00:46:25.000 --> 00:46:27.000]   Problem six, no address.
[00:46:27.000 --> 00:46:29.000]   The clueless often do not have a mailing address.
[00:46:29.000 --> 00:46:30.000]   This is a big deal actually.
[00:46:30.000 --> 00:46:47.000]   One of the things the author – he's using this term "clueless" because he goes through and based upon his experience and insight as police officer, FBI agent, and attorney, he talks about the fact that one of the biggest crimes that people have – the biggest problems that causes people to be clueless is that they don't have a mailing address.
[00:46:47.000 --> 00:46:52.000]   The cause of people problems in their life is their general cluelessness about life.
[00:46:52.000 --> 00:46:55.000]   Unstable living conditions lead to the fact that they don't have an address.
[00:46:55.000 --> 00:46:59.000]   Not having an address means they can't get notice to appear in court.
[00:46:59.000 --> 00:47:01.000]   Something as simple as that is a big deal.
[00:47:01.000 --> 00:47:05.000]   So you've got to make sure that you have these little things squared away.
[00:47:05.000 --> 00:47:07.000]   Problem number seven, no attorney.
[00:47:07.000 --> 00:47:10.000]   Clueless people don't understand how to find, use, and pay for attorneys.
[00:47:10.000 --> 00:47:17.000]   They're represented by overworked, underpaid public defenders and naturally spend much time in public jails.
[00:47:17.000 --> 00:47:18.000]   Defend that.
[00:47:18.000 --> 00:47:20.000]   Solution, get an attorney.
[00:47:20.000 --> 00:47:26.000]   More precisely, get the name and business card of a criminal defense attorney who could represent you if you're arrested.
[00:47:26.000 --> 00:47:28.000]   How to do this without spending money we'll talk about later.
[00:47:28.000 --> 00:47:32.000]   The trick is to let cops know you have an attorney so they think twice before busting you.
[00:47:32.000 --> 00:47:35.000]   This has to be low-key to be successful.
[00:47:35.000 --> 00:47:42.000]   What you want to avoid is yelling, "Call my attorney," which annoys cops and makes them want to bust you so you can spend lots of money on your attorney.
[00:47:42.000 --> 00:47:44.000]   He talks about how to do that.
[00:47:44.000 --> 00:47:47.000]   Problem eight, the urban outdoor lifestyle.
[00:47:47.000 --> 00:47:54.000]   Whether from lack of automobiles and air conditioners or social and cultural factors, clueless people hang out on the streets.
[00:47:54.000 --> 00:47:59.000]   There they are visible to and arrestable by police riding around in cars.
[00:47:59.000 --> 00:48:02.000]   Solution, stay out of sight.
[00:48:02.000 --> 00:48:06.000]   Remember, if cops don't see you, they can't arrest you.
[00:48:06.000 --> 00:48:13.000]   If you must be a thug, at least smoke dope and do stupid stuff indoors where police can't arrest you and seize evidence without a search warrant.
[00:48:13.000 --> 00:48:16.000]   This buys you time to stay free, grow up, and wise up.
[00:48:16.000 --> 00:48:19.000]   Warrants are almost impossible to obtain for petty crimes.
[00:48:19.000 --> 00:48:22.000]   Problem number nine, intoxicant of choice.
[00:48:22.000 --> 00:48:26.000]   Clueless people prefer marijuana to alcohol as an intoxicant.
[00:48:26.000 --> 00:48:27.000]   There are obvious reasons.
[00:48:27.000 --> 00:48:31.000]   Dope is tax-free, cheaper than alcohol, and gives a longer-lasting high with no hangover.
[00:48:31.000 --> 00:48:34.000]   Unlike beer, it doesn't make you pee every five minutes.
[00:48:34.000 --> 00:48:36.000]   Dope has two problems.
[00:48:36.000 --> 00:48:43.000]   First of all, it's illegal, and second, it dulls emotions and causes you to not care about anything even when you're straight.
[00:48:43.000 --> 00:48:46.000]   Solution, get a legal buzz and use alcohol in moderation.
[00:48:46.000 --> 00:48:48.000]   Problem ten, bizarre appearance.
[00:48:48.000 --> 00:48:51.000]   One thing you notice at the jail is that most prisoners look like crooks.
[00:48:51.000 --> 00:48:54.000]   They've got weird hair and wild clothes.
[00:48:54.000 --> 00:49:01.000]   Petty offenders often get arrested simply because they stand out like neon lights and are easy to spot by cops driving around in cars.
[00:49:01.000 --> 00:49:03.000]   Solution, tone it down.
[00:49:03.000 --> 00:49:05.000]   Look normal.
[00:49:05.000 --> 00:49:07.000]   Problem eleven, just being plain dumb.
[00:49:07.000 --> 00:49:13.000]   So on these different aspects of cluelessness, one thing that you've got to do is don't be clueless.
[00:49:13.000 --> 00:49:15.000]   Obviously, you're not clueless if you're listening to this show.
[00:49:15.000 --> 00:49:17.000]   Clueless people don't listen to this show.
[00:49:17.000 --> 00:49:21.000]   But help somebody else not be clueless.
[00:49:21.000 --> 00:49:28.000]   This is one of the things that I'm trying to accomplish with today's show is trying to help you so you can help other people not be clueless.
[00:49:28.000 --> 00:49:29.000]   I've done this lots of times.
[00:49:29.000 --> 00:49:35.000]   When I see somebody getting pulled over and being abused and they don't know their rights, things like that, I often pull over.
[00:49:35.000 --> 00:49:42.000]   I'll film, like for example, police, I often film the interaction for them from a distance, arms held down, et cetera, clearly just simply holding a cell phone.
[00:49:42.000 --> 00:49:46.000]   I go and just try to help the person and give them some resources so they can understand.
[00:49:46.000 --> 00:49:48.000]   Try to help clueless people not be clueless.
[00:49:48.000 --> 00:49:50.000]   It's a big, big deal.
[00:49:50.000 --> 00:50:00.000]   One of the most interesting chapters in this book, worth reading for this, was just talking about the lifestyle of the people who are constantly chewed up and spit out by the criminal justice system.
[00:50:00.000 --> 00:50:08.000]   The author does a good job of opening your eyes to just the situation faced by a lot of these people.
[00:50:08.000 --> 00:50:10.000]   It's really, really good.
[00:50:10.000 --> 00:50:15.000]   He talks about minorities, et cetera.
[00:50:15.000 --> 00:50:19.000]   He does a good job of talking about and asking the question about racism and police enforcement.
[00:50:19.000 --> 00:50:25.000]   Today's politically charged question, it's an important discussion to have.
[00:50:25.000 --> 00:50:28.000]   I think he does a really good job with it, really, really fair.
[00:50:28.000 --> 00:50:37.000]   But one of the most valuable things that to me of this chapter, I want to read you a section here called Do White Trash Get a Pass Because They're White?
[00:50:37.000 --> 00:50:44.000]   The author does a good job of showing how the lack of cluelessness helps people to avoid problems with the law.
[00:50:44.000 --> 00:50:45.000]   Listen to this.
[00:50:45.000 --> 00:50:54.000]   "Let's talk about a group people of color often know little about, poor, clueless, white people.
[00:50:54.000 --> 00:51:02.000]   Some black Americans have myths, of course, and think poor whites are bogeymen with white Ku Klux Klan hoods in their pockets, always ready for a nighttime lynching.
[00:51:02.000 --> 00:51:13.000]   On their part, some poor southern whites fly Confederate battle flags at home and on their vehicles to signify a certain disinclination to appreciate the full panoply of America's racial and ethnic diversity.
[00:51:13.000 --> 00:51:19.000]   I live in a neighborhood where poor whites and poor blacks rent rooms in separate rooming houses on the same blocks.
[00:51:19.000 --> 00:51:25.000]   Although on paper the neighborhood is a model of integration, the two groups might as well live on separate planets.
[00:51:25.000 --> 00:51:30.000]   Since it's been my privilege to arrest people of both groups over the years and now to defend them, I know them well.
[00:51:30.000 --> 00:51:36.000]   Let's talk about a subset of poor, clueless whites I'll call seagoing rednecks.
[00:51:36.000 --> 00:51:47.000]   These guys live along the rivers, seaports, and coasts of the South in an astounding variety of boats and contraptions that float but, lacking propulsion, may not actually make headway in a liquid medium.
[00:51:47.000 --> 00:51:54.000]   Some of these guys actually live in truck containers and plywood boxes that bob about on giant blocks of polyurethane foam.
[00:51:54.000 --> 00:51:57.000]   Most of these guys work in fishing boats, boatyards, and marinas.
[00:51:57.000 --> 00:52:03.000]   Some of them supplement their income by running offshore to unload motherships and bring in drugs.
[00:52:03.000 --> 00:52:09.000]   This is sometimes referred to as fishing for "square grouper," i.e., marijuana bales and blocks of cocaine.
[00:52:09.000 --> 00:52:16.000]   In South Florida, if they can afford full tanks of gas for their boat, they cross to Bahamian outer islands to pick up Haitian and Chinese immigrants,
[00:52:16.000 --> 00:52:21.000]   who they carry to the beaches of South Florida and dump overboard just beyond the breakers.
[00:52:21.000 --> 00:52:29.000]   They're fond of the magic herb and can be seen growing their very own shipboard marijuana bushes, which they mist and fertilize lovingly.
[00:52:29.000 --> 00:52:31.000]   Nothing, of course, replaces beer.
[00:52:31.000 --> 00:52:36.000]   They consider the 24-pack and the kegger to be the most important advances in human convenience in the last century.
[00:52:36.000 --> 00:52:44.000]   When in need of jollification, they hive forth to roadhouses and biker bars, where misunderstandings about women sometimes require the intervention of civil authority.
[00:52:44.000 --> 00:52:50.000]   When their women are in need of enlightenment, they improve their ladies' understandings with a few sharp raps to the head.
[00:52:50.000 --> 00:52:53.000]   Their dress code runs to jeans and t-shirts.
[00:52:53.000 --> 00:52:55.000]   Their hair is long or shaved off.
[00:52:55.000 --> 00:52:59.000]   Their beard's scruffy and their skin adorned with tattoos and piercings.
[00:52:59.000 --> 00:53:01.000]   Got the picture?
[00:53:01.000 --> 00:53:04.000]   These are petty criminals, but why aren't more of them in jail?
[00:53:04.000 --> 00:53:07.000]   Because they're not totally clueless.
[00:53:07.000 --> 00:53:13.000]   Using the cluelessness quotient chart and the golden rules for comparison, let's consider manners first.
[00:53:13.000 --> 00:53:18.000]   Although low on the social food chain, these characters don't have a chip on their shoulders about race.
[00:53:18.000 --> 00:53:21.000]   They are less likely to act out in the presence of police.
[00:53:21.000 --> 00:53:28.000]   Generally, they can stifle the profanity during those crucial minutes and mumble "yes, officer" and "no, officer" until the heat has passed.
[00:53:28.000 --> 00:53:32.000]   Most important, they don't adopt the outdoor lifestyle.
[00:53:32.000 --> 00:53:37.000]   They're almost never visible walking on streets where they can be seen by cops riding around in cars.
[00:53:37.000 --> 00:53:43.000]   When they drive, their cars and pickups may be junkers, but they're street legal, so they have fewer traffic stops.
[00:53:43.000 --> 00:53:51.000]   They get wasted indoors where search warrants are required and are less likely to carry dope on their persons or in their cars.
[00:53:51.000 --> 00:53:58.000]   Often, they grow their own marijuana, so they do not buy drugs and fall victim to police stings, undercover cops, and confidential informants.
[00:53:58.000 --> 00:54:06.000]   Their dress is scruffy, but t-shirts and jeans blend in better than gang colors and hip-hop gear, so they don't get targeted as quickly by police.
[00:54:06.000 --> 00:54:09.000]   Once they do get arrested, they have some resources.
[00:54:09.000 --> 00:54:15.000]   For time management, they generally can muster an alarm clock and a watch, and in emergencies, a calendar.
[00:54:15.000 --> 00:54:22.000]   They often marry their women, so they have a wife, the old lady, in addition to mama and sisters to pay legal fees and bail bonds.
[00:54:22.000 --> 00:54:26.000]   When driving, they get their buzz from beer rather than marijuana.
[00:54:26.000 --> 00:54:33.000]   This means that if they're stopped and are not legally intoxicated, they will receive only a citation for driving with an open container,
[00:54:33.000 --> 00:54:38.000]   and not even that if they can slide the can out the rear window and into the truck bed before the cop gets close.
[00:54:38.000 --> 00:54:41.000]   Rednecks have some knowledge of police procedure.
[00:54:41.000 --> 00:54:47.000]   They know that police do not like to find guns, so they carry the all-purpose and legal knife.
[00:54:47.000 --> 00:54:50.000]   When they do carry guns, they are likely to have a permit.
[00:54:50.000 --> 00:54:57.000]   The author goes on and talks about minorities and different aspects of cluelessness and what's in the difference.
[00:54:57.000 --> 00:54:59.000]   Well worth reading. Well worth reading the book.
[00:54:59.000 --> 00:55:02.000]   Let's talk about specific tactics and techniques.
[00:55:02.000 --> 00:55:08.000]   Number one, to avoid getting arrested, keep yourself polite.
[00:55:08.000 --> 00:55:15.000]   Do not allow your emotions to be incited when speaking with a police officer.
[00:55:15.000 --> 00:55:22.000]   Do not allow yourself to become emotional, to become angry, and to start yelling or arguing with a police officer.
[00:55:22.000 --> 00:55:32.000]   Always, always train yourself or always be calm and polite, and you've got to train yourself for this, and you've got to train your children.
[00:55:32.000 --> 00:55:37.000]   I've always had it easy in interactions with police officers because I've always trained to be polite to people.
[00:55:37.000 --> 00:55:56.000]   So if you just simply are doing the normal – teaching your children the normal good manners of society, teaching them to be respectful of other people in general, and to be respectful of authority, you will do yourself a big favor and do them a big favor by allowing them not to anger police officers.
[00:55:56.000 --> 00:55:59.000]   A little bit of respect goes a long way.
[00:55:59.000 --> 00:56:04.000]   All of my friends who are police officers are normal, upstanding, good guys.
[00:56:04.000 --> 00:56:07.000]   I don't know any scum of the earth that work for police departments.
[00:56:07.000 --> 00:56:19.000]   I'm sure they exist, but the author makes a good point of talking about how there's way less corruption in police – in the forces of the various police departments across the country than there ever was in the past.
[00:56:19.000 --> 00:56:24.000]   He talks about how police officers today are better trained than anybody – than they've ever been in the past.
[00:56:24.000 --> 00:56:33.000]   Most of the friends I have who are police officers and some former clients as well have degrees in criminal justice, sometimes advanced degrees in criminal justice.
[00:56:33.000 --> 00:56:37.000]   These are professional people who are professional law enforcement officers.
[00:56:37.000 --> 00:56:46.000]   And when it comes to the fact of you're getting arrested or not getting arrested, a lot of it is going to depend upon your attitude.
[00:56:46.000 --> 00:56:52.000]   Now, if you have obviously committed a crime or if they're sure about it, then they're going to arrest you.
[00:56:52.000 --> 00:56:56.000]   So you don't get out of jail free card just because you're polite.
[00:56:56.000 --> 00:57:02.000]   But there are a lot of situations in which if you're not polite, they'll start pushing.
[00:57:02.000 --> 00:57:06.000]   So you must always be calm and respectful.
[00:57:06.000 --> 00:57:17.000]   It's important to recognize that some police officers are not perfectly professional at all times.
[00:57:17.000 --> 00:57:24.000]   And this author talks about some specific tactics that you're likely to face when working with these dirty cops.
[00:57:24.000 --> 00:57:34.000]   He calls them insiders, that police officers have various insiders which are intended to try to provoke you into breaking the law.
[00:57:34.000 --> 00:57:39.000]   You got to remember that standard law enforcement practice is to try to provoke you into breaking the law.
[00:57:39.000 --> 00:57:49.000]   Think about a prostitution sting or a drug sting or various things when police officers and detectives are working together and they're trying to change something.
[00:57:49.000 --> 00:58:00.000]   They will put out – they'll put out bait and they're putting out a police officer dressed like a prostitute on the street corner to try to tempt people into breaking the law.
[00:58:00.000 --> 00:58:07.000]   There are tons of examples of incitement by law enforcement officers that you could go to.
[00:58:07.000 --> 00:58:10.000]   I followed the – all the trials.
[00:58:10.000 --> 00:58:16.000]   If you remember back to that case in the United States here up in Oregon of the Malheur National Wildlife Refuge.
[00:58:16.000 --> 00:58:21.000]   I was amazed to read about a third of the people who were arrested – it's over a dozen.
[00:58:21.000 --> 00:58:35.000]   I forget the exact number but that's about a third of the people who were arrested or who were involved in the standoff there at the Malheur National Wildlife Refuge in Oregon were government informants and agents, primarily informants.
[00:58:35.000 --> 00:58:37.000]   Just remarkable.
[00:58:37.000 --> 00:58:43.000]   So don't be incited by people who tempt you to break the law, to commit crimes.
[00:58:43.000 --> 00:58:50.000]   And don't be incited if you're in an interaction – focusing on the point – in an interaction with a police officer.
[00:58:50.000 --> 00:58:57.000]   The various incitements that you need to be careful of if a dirty cop tries to approach you with is number one, getting screamed at.
[00:58:57.000 --> 00:59:03.000]   The author here, Carson, calls this the in-your-face scream out.
[00:59:03.000 --> 00:59:06.000]   This is the most common and legal inciter.
[00:59:06.000 --> 00:59:09.000]   During a scream out, a cop will get an inch or so from your face and start yelling.
[00:59:09.000 --> 00:59:11.000]   You'll get covered with spit.
[00:59:11.000 --> 00:59:16.000]   Your glasses will fog with hot, humid cop breath and your nostrils will fill with whatever the cop last ate.
[00:59:16.000 --> 00:59:19.000]   Pray it was donuts and not pizza with anchovies.
[00:59:19.000 --> 00:59:23.000]   If you raise your hands to cover your face, you are resisting arrest.
[00:59:23.000 --> 00:59:26.000]   If you run, you're fleeing arrest.
[00:59:26.000 --> 00:59:30.000]   If you shove the cop backward, you're committing battery on a law enforcement officer.
[00:59:30.000 --> 00:59:36.000]   Any of these escalates a simple encounter or a penny anti-misdemeanor into a felony.
[00:59:36.000 --> 00:59:40.000]   More points for the cop and more grief, expense and jail time for you.
[00:59:40.000 --> 00:59:41.000]   So here's what you do.
[00:59:41.000 --> 00:59:45.000]   If you're being screamed at by a police officer, you stand up straight.
[00:59:45.000 --> 00:59:47.000]   You grab the outside of your pants.
[00:59:47.000 --> 00:59:48.000]   So reach your hands down.
[00:59:48.000 --> 00:59:51.000]   Touch the top of your thighs outside.
[00:59:51.000 --> 00:59:53.000]   Grab your pants and hold on to them.
[00:59:53.000 --> 00:59:55.000]   Do not put your hands into your pocket.
[00:59:55.000 --> 00:59:57.000]   That would be threatening to the police officer.
[00:59:57.000 --> 01:00:02.000]   You don't lift your hands up as that would be -- could be attempted as threatening to the police officer.
[01:00:02.000 --> 01:00:04.000]   It's considered to be resisting arrest in many states.
[01:00:04.000 --> 01:00:08.000]   Close your eyes and mouth and be quiet and do nothing.
[01:00:08.000 --> 01:00:13.000]   You must be entirely passive, and you will have to practice this in advance.
[01:00:13.000 --> 01:00:17.000]   You will have to teach your children to practice this in advance.
[01:00:17.000 --> 01:00:20.000]   Once again, if you're being screamed at by a police officer, you stand still.
[01:00:20.000 --> 01:00:23.000]   Grab your pants on the front outside of your pockets.
[01:00:23.000 --> 01:00:27.000]   Close your eyes and mouth and stand still until the screaming is done.
[01:00:27.000 --> 01:00:32.000]   Other types of incitement, the touchy-feely.
[01:00:32.000 --> 01:00:38.000]   Cops will touch you often with a hand placed softly on the shoulder to check your levels of stress and nervousness.
[01:00:38.000 --> 01:00:43.000]   They may bore in with the finger or give you a shove to incite you to do something that makes you arrestable.
[01:00:43.000 --> 01:00:48.000]   When they search you, they may poke you in the balls or give you a hard squeeze for the same reason.
[01:00:48.000 --> 01:00:56.000]   This inciter is unethical but difficult to use as a legal defense because it's done surreptitiously and is difficult to prove.
[01:00:56.000 --> 01:01:00.000]   You will probably be up against a wall or leaning on the cruiser while you're being searched.
[01:01:00.000 --> 01:01:06.000]   No matter what, stay still and do not respond to this inciter.
[01:01:06.000 --> 01:01:10.000]   If the squeeze hurts unbearably, do not run or resist.
[01:01:10.000 --> 01:01:19.000]   Drop to the ground in the fetal ball position, protect your head, try to get your head under the police cruiser, away from batons and steel-capped shoes.
[01:01:19.000 --> 01:01:23.000]   Remember, if cops start beating you, they have to charge you with resisting arrest.
[01:01:23.000 --> 01:01:26.000]   If they don't, they will be admitting to brutality.
[01:01:26.000 --> 01:01:40.000]   This is one of the biggest things. You must never, ever, ever respond to a police officer physically or aggressively because they will always tack on that charge of resisting arrest.
[01:01:40.000 --> 01:01:46.000]   You have no right whatsoever to resist that arrest.
[01:01:46.000 --> 01:01:49.000]   I wish the law were different, but you don't.
[01:01:49.000 --> 01:01:56.000]   You've got to train yourself and plan ahead to be completely compliant and submissive.
[01:01:56.000 --> 01:02:02.000]   If you do that, there is no case that the police officer can make for their misconduct.
[01:02:02.000 --> 01:02:15.000]   There are a whole lot of good, ethical, honest, upright police officers and judges, etc., who would sure love to see some bad, dirty cops behind bars for some of their conduct.
[01:02:15.000 --> 01:02:21.000]   But unfortunately, a lot of the people who have been abused make that a hard case to make because they resist arrest.
[01:02:21.000 --> 01:02:23.000]   They run. They fight back, etc.
[01:02:23.000 --> 01:02:27.000]   So you've got to plan and prepare in advance. You never fight back.
[01:02:27.000 --> 01:02:31.000]   Otherwise, you'll just face resisting arrest as well.
[01:02:31.000 --> 01:02:38.000]   And you've got to make that case crystal clear for the cameras, for the bystanders, etc., by not lashing out.
[01:02:38.000 --> 01:02:43.000]   Provocative whispers, lewd comments, racial slurs, ethnic insults, and verbal jabs.
[01:02:43.000 --> 01:02:48.000]   When cops use racial and ethnic insults, it's illegal but difficult to prove.
[01:02:48.000 --> 01:02:54.000]   An adroit cop can give you a verbal shot so quietly and unobtrusively that it cannot be heard or seen by bystanders.
[01:02:54.000 --> 01:02:58.000]   Many clueless people and quite a few otherwise savvy citizens are hot-tempered.
[01:02:58.000 --> 01:03:03.000]   Cops take advantage to whisper an insult to get you to act out and commit a felony.
[01:03:03.000 --> 01:03:04.000]   There are only two defenses.
[01:03:04.000 --> 01:03:08.000]   First and foremost, just stand there, motionless and silent.
[01:03:08.000 --> 01:03:11.000]   Pocket the insult. Just take it.
[01:03:11.000 --> 01:03:16.000]   The only way you win in an encounter with police is by staying free.
