
[00:00:00.000 --> 00:00:19.000]   [ Music ]
[00:23:52.200 --> 00:24:01.200]   And of course, a Christian husband who married to an unbelieving wife who is abusive to a wife or vice versa here.
[00:24:01.200 --> 00:24:05.200]   So there's all kinds of scenarios that can come out of this matrix.
[00:24:05.200 --> 00:24:16.200]   And we're going to talk about them briefly because they set up some interesting things for us, interesting problems that can come up in dealing with this.
[00:24:16.200 --> 00:24:29.200]   If you're dealing with the Christian husband, Christian wife, then the main passage that comes to bear on this, obviously, is going to be Matthew 18, 15 through 17, which has to do with church discipline.
[00:24:29.200 --> 00:24:36.200]   Because they're part of your church, they're involved in your church, church discipline becomes the key thing.
[00:24:36.200 --> 00:24:44.200]   If you have Christian husband, unbelieving wife, then you've got a 1 Peter 3, 7 issue.
[00:24:44.200 --> 00:24:49.200]   Because 1 Peter 3, 7 was written to Christian husbands with unbelieving wives.
[00:24:49.200 --> 00:24:50.200]   All right.
[00:24:50.200 --> 00:24:53.200]   And I want you to turn over there for a moment and see this.
[00:24:53.200 --> 00:24:55.200]   1 Peter 3, 7.
[00:24:55.200 --> 00:25:02.200]   Notice the phraseology that's used here.
[00:25:02.200 --> 00:25:10.200]   He says, "You husbands likewise, live with your wives in an understanding way, as with a weaker vessel, since she is a woman, and grant her honor."
[00:25:10.200 --> 00:25:13.200]   We talked about this verse earlier.
[00:25:13.200 --> 00:25:17.200]   "As a fellow heir of the grace of life."
[00:25:17.200 --> 00:25:30.200]   In other words, by the way that this is structured, in terms of Peter's response to the Christians, there were some Christian husbands who were probably saying, "Well, she's not a Christian, so I don't have to treat her as nice."
[00:25:30.200 --> 00:25:39.200]   "No," Peter says, "you need to treat her as a fellow heir of the grace of life."
[00:25:39.200 --> 00:25:46.200]   In other words, you treat her no different than you would if she was a Christian wife.
[00:25:46.200 --> 00:25:48.200]   That's the idea.
[00:25:48.200 --> 00:25:52.200]   "So that your prayers may not be hindered."
[00:25:52.200 --> 00:26:00.200]   Then you've got the unbelieving husband with the Christian wife, and there you've got 1 Peter 3, 1 through 6.
[00:26:00.200 --> 00:26:05.200]   And we're going to come back to that, and we're going to take that apart a little bit later on.
[00:26:05.200 --> 00:26:12.200]   And then, of course, the unbelieving husband, unbelieving wife, and then we've got Genesis 3.16.
[00:26:12.200 --> 00:26:16.200]   And let's go back to Genesis 3.16 and take a look at that.
[00:26:16.200 --> 00:26:20.200]   This is the cause of a lot of strife.
[00:26:20.200 --> 00:26:30.200]   And actually, if we really believe what Genesis 3.16 says, we shouldn't wonder why abuse takes place in the home.
[00:26:30.200 --> 00:26:34.200]   We should be surprised it doesn't happen more often.
[00:26:34.200 --> 00:26:45.200]   I mean, if you really believe Genesis 3.16, then in wedding ceremonies, we ought to pass out boxing gloves.
[00:26:45.200 --> 00:26:51.200]   And if you really believe what Genesis 3.16 says.
[00:26:51.200 --> 00:26:56.200]   He says, "To the woman," he said, "I will greatly multiply your pain in childbirth.
[00:26:56.200 --> 00:26:58.200]   In pain you shall bring forth children."
[00:26:58.200 --> 00:27:05.200]   We already talked about that, but then he says, "Yet your desire will be for your husband, and he will rule over you."
[00:27:05.200 --> 00:27:09.200]   Now, what is that, "your desire will be for your husband"?
[00:27:09.200 --> 00:27:15.200]   There's been a lot of different commentary comments on this down through history.
[00:27:15.200 --> 00:27:21.200]   There's only one other time where that Hebrew word "desire" is actually used in the book of Genesis,
[00:27:21.200 --> 00:27:25.200]   and that is in chapter 4 and verse 7.
[00:27:25.200 --> 00:27:31.200]   In chapter 4 and verse 7, it says, God says to Cain, "If you do well, will not your countenance be lifted up?
[00:27:31.200 --> 00:27:37.200]   But if you do not do well, sin is crouching at your door, and its desire is for you, but you must master it."
[00:27:37.200 --> 00:27:39.200]   There's our word "desire."
[00:27:39.200 --> 00:27:41.200]   Its desire is for you.
[00:27:41.200 --> 00:27:43.200]   Well, what did sin want to do in Cain's life?
[00:27:43.200 --> 00:27:51.200]   Sin is anthropomorphized as, characterized as a wild animal outside of Cain's door.
[00:27:51.200 --> 00:27:55.200]   And if Cain walks through the door, continues his anger and stuff,
[00:27:55.200 --> 00:28:00.200]   then sin's going to pounce on him and dominate him.
[00:28:00.200 --> 00:28:02.200]   That was sin's desire.
[00:28:02.200 --> 00:28:04.200]   I believe that's exactly what's going on.
[00:28:04.200 --> 00:28:10.200]   This makes perfect sense here in Genesis 3.16,
[00:28:10.200 --> 00:28:21.200]   where God says to Eve, "Your desire," the implication is, "your desire will be to control and manipulate your husband."
[00:28:21.200 --> 00:28:23.200]   That's going to be your desire.
[00:28:23.200 --> 00:28:25.200]   That's going to be a result of the fall.
[00:28:25.200 --> 00:28:29.200]   That's going to be a part of your nature.
[00:28:29.200 --> 00:28:33.200]   Your desire will be to control and manipulate your husband.
[00:28:33.200 --> 00:28:44.200]   I mean, you listen to women talk about, "Oh, I know if I marry him, he'll change."
[00:28:44.200 --> 00:28:46.200]   You listen. They talk about that.
[00:28:46.200 --> 00:28:50.200]   They may not say it in that exact words, but that's the essence of their meaning.
[00:28:50.200 --> 00:28:56.200]   "I know if I marry him, he'll change."
[00:28:56.200 --> 00:28:58.200]   And that's where that old adage comes from.
[00:28:58.200 --> 00:29:05.200]   Women marry men hoping they'll change, and men marry women hoping they won't.
[00:29:05.200 --> 00:29:10.200]   And they both get disappointed.
[00:29:10.200 --> 00:29:15.200]   "Well, your desire shall be for your husband, and he shall rule over you."
[00:29:15.200 --> 00:29:20.200]   Her desire will be to control and manipulate her husband, God says.
[00:29:20.200 --> 00:29:29.200]   And his desire, the word "rule" here has the idea, his desire will be to rule like a despot over her.
[00:29:29.200 --> 00:29:37.200]   So now, as a result of the fall, marriage becomes a game of king of the hill.
[00:29:37.200 --> 00:29:42.200]   Marriage becomes the battleground of the sexes.
[00:29:42.200 --> 00:29:44.200]   That's what marriage becomes.
[00:29:44.200 --> 00:29:48.200]   So in marriage, there becomes this natural conflict.
[00:29:48.200 --> 00:29:51.200]   She has her ideas about the way things should go.
[00:29:51.200 --> 00:29:54.200]   He has his ideas about the way things should go.
[00:29:54.200 --> 00:29:58.200]   She wants to control and manipulate him to turn out to be a certain way,
[00:29:58.200 --> 00:30:02.200]   and he wants to dominate her.
[00:30:02.200 --> 00:30:10.200]   And isn't it great, as a result of the gospel,
[00:30:10.200 --> 00:30:14.200]   and the radical change that the gospel brings in the life of that husband and wife,
[00:30:14.200 --> 00:30:20.200]   that by means of the Holy Spirit, God takes the sting of the curse away in her heart,
[00:30:20.200 --> 00:30:24.200]   and now she willingly submits herself to the leadership of her husband,
[00:30:24.200 --> 00:30:32.200]   and he willingly surrenders his dominant role in order to serve her and her needs as a godly leader.
[00:30:32.200 --> 00:30:39.200]   That's where the sting of that curse is taken away, in the Christian home.
[00:30:39.200 --> 00:30:44.200]   But, Eve wants to control, Adam wants to dominate.
[00:30:44.200 --> 00:30:51.200]   And now, marriage becomes this game of king of the hill.
[00:30:51.200 --> 00:31:00.200]   So there, in raw form, is the unbelieving husband, unbelieving wife problem.
[00:31:00.200 --> 00:31:07.200]   Even though, in our own sinful natures, as believers, we carry those tendencies into marriage.
[00:31:07.200 --> 00:31:10.200]   We carry that into marriage.
[00:31:10.200 --> 00:31:18.200]   And you can see this because it's the Christian husband, Christian wife that's the most promising.
[00:31:18.200 --> 00:31:23.200]   It's the unbelieving husband, unbelieving wife that's the least promising in counseling.
[00:31:23.200 --> 00:31:30.200]   But, in counseling, it's the Christian husband, Christian wife that is the least common,
[00:31:30.200 --> 00:31:32.200]   even though it's the most promising.
[00:31:32.200 --> 00:31:36.200]   It's the unbelieving husband, unbelieving wife that's the least promising,
[00:31:36.200 --> 00:31:40.200]   but most common.
[00:31:40.200 --> 00:31:43.200]   Okay?
[00:31:43.200 --> 00:31:51.200]   So, these scenarios begin to unfold, as you can see it.
[00:31:51.200 --> 00:31:59.200]   Now, what we need to do now is take these apart piece by piece.
[00:31:59.200 --> 00:32:03.200]   The abuser in the Christian home.
[00:32:03.200 --> 00:32:08.200]   Sometimes you have an abusive husband, father or stepfather.
[00:32:08.200 --> 00:32:13.200]   An abusive Christian husband usually centers around one or more central issues
[00:32:13.200 --> 00:32:20.200]   that the biblical counselor has to explore.
[00:32:20.200 --> 00:32:25.200]   Worldly view of the husband's leadership in the home.
[00:32:25.200 --> 00:32:31.200]   In other words, they think that the husband is the dominator, the dictator.
[00:32:31.200 --> 00:32:38.200]   They forget the description of Matthew chapter 20, where Jesus said,
[00:32:38.200 --> 00:32:42.200]   "Leadership was defined not as lording it over dominating people,
[00:32:42.200 --> 00:32:46.200]   but leadership was defined as being that of a servant.
[00:32:46.200 --> 00:32:54.200]   For the Son of Man didn't come to be served, but to serve and to give His life a ransom for many."
[00:32:54.200 --> 00:32:58.200]   So, there's usually a worldly view of a husband's role in the home
[00:32:58.200 --> 00:33:00.200]   that's brought into that Christian home.
[00:33:00.200 --> 00:33:06.200]   There's habits, sometimes that are a part of his past, of overt anger
[00:33:06.200 --> 00:33:16.200]   and a willing to express that, his anger physically in relationship to his wife.
[00:33:16.200 --> 00:33:21.200]   Maybe there's been adverse life circumstances that have caused that anger.
[00:33:21.200 --> 00:33:29.200]   Maybe there's been severe financial setbacks or lack of achievement on the job
[00:33:29.200 --> 00:33:33.200]   or advancement that he believes he rightly deserves and he brings that frustration home
[00:33:33.200 --> 00:33:40.200]   and he takes it out on someone who is less threatening, either the wife or the children.
[00:33:40.200 --> 00:33:46.200]   Or he has some kind of sexual problems or poor health.
[00:33:46.200 --> 00:33:57.200]   Something is fueling that anger in his heart that is stimulated by these outside circumstances.
[00:33:57.200 --> 00:34:01.200]   Or there's a harboring of bitterness towards family members,
[00:34:01.200 --> 00:34:08.200]   towards his wife or the children over something that has happened in the past.
[00:34:08.200 --> 00:34:15.200]   All of that can be there that you've got to explore in order to find out.
[00:34:15.200 --> 00:34:23.200]   Or in the Christian home there could be an abusive wife or mother or stepmother.
[00:34:23.200 --> 00:34:27.200]   It may surprise you that that happens.
[00:34:27.200 --> 00:34:31.200]   But unhappy women who express their unhappiness physically.
[00:34:31.200 --> 00:34:41.200]   They may not hit their husbands, maybe they do, but they may throw things like butcher knives.
[00:34:41.200 --> 00:34:44.200]   Do women do that? Oh, they certainly do.
[00:34:44.200 --> 00:34:53.200]   Or big frying pans, or they throw hot grease on their husband.
[00:34:53.200 --> 00:35:03.200]   Or they put something in his food to make him sick as a way of vengeance.
[00:35:03.200 --> 00:35:08.200]   Why do women like this become angry and they're Christians?
[00:35:08.200 --> 00:35:10.200]   Why do they become violent?
[00:35:10.200 --> 00:35:14.200]   Sometimes there is general unhappiness over their marriage.
[00:35:14.200 --> 00:35:24.200]   They just haven't been unhappy for a long time.
[00:35:24.200 --> 00:35:31.200]   They'll often define their husbands as the chief reason for their unhappiness.
[00:35:31.200 --> 00:35:34.200]   It's their husband.
[00:35:34.200 --> 00:35:38.200]   Or sometimes there's bitterness over past wrongs.
[00:35:38.200 --> 00:35:41.200]   Maybe their husband had had an affair.
[00:35:41.200 --> 00:35:45.200]   Maybe there had been financial failures as well.
[00:35:45.200 --> 00:35:50.200]   Or there's dissatisfaction with their husband or his own job performance.
[00:35:50.200 --> 00:35:58.200]   Or they see him as lazy or sloppy or uncaring in regards to her.
[00:35:58.200 --> 00:36:11.200]   Or there's anger over years of neglect of her emotional needs have not been met.
[00:36:11.200 --> 00:36:17.200]   It's interesting, many of these women in Christian homes who become physically violent with their husbands,
[00:36:17.200 --> 00:36:28.200]   at least of the ones that I have counseled, have had some form of psychotherapeutic self-help input.
[00:36:28.200 --> 00:36:32.200]   And they usually have been well-trained in self-esteem principles
[00:36:32.200 --> 00:36:39.200]   or had some kind of psychotherapeutic assertiveness training class.
[00:36:39.200 --> 00:36:46.200]   In order for them, it's taught them basically to demand and insist upon their rights.
[00:36:46.200 --> 00:36:48.200]   You're violating my rights.
[00:36:48.200 --> 00:36:53.200]   Therefore, I have a right to be abusive to you.
[00:36:53.200 --> 00:36:56.200]   That's what it sums up as.
[00:36:56.200 --> 00:37:04.200]   Now, when a man is being physically abused, seldom is he going to come for counseling.
[00:37:04.200 --> 00:37:06.200]   Rarely is that ever going to happen.
[00:37:06.200 --> 00:37:13.200]   Call it male pride or that he's not as fearful of his life as a wife may be of her husband.
[00:37:13.200 --> 00:37:17.200]   But whatever the case, it is the angry woman who comes for counseling.
[00:37:17.200 --> 00:37:23.200]   And when you begin to question her, you finally find out that she struck her husband in anger
[00:37:23.200 --> 00:37:27.200]   or she's beat on him or thrown something at him.
[00:37:27.200 --> 00:37:33.200]   And in some of the more violent cases, like the infamous John and Lorena Bobbitt incident,
[00:37:33.200 --> 00:37:40.200]   she may literally seek to do permanent physical harm to him with a butcher knife.
[00:37:40.200 --> 00:37:44.200]   The number of dead husbands are growing every year.
[00:37:44.200 --> 00:37:50.200]   And you don't hear as much about them because they don't have national advocacy groups
[00:37:50.200 --> 00:37:54.200]   like some of the women groups do.
[00:37:54.200 --> 00:38:01.200]   But it's a reality. It's a part of life out there.
[00:38:01.200 --> 00:38:06.200]   I had a situation in my church where I had a very faithful man.
[00:38:06.200 --> 00:38:09.200]   His wife claimed to be a Christian, but she rarely ever attended church.
[00:38:09.200 --> 00:38:11.200]   He was there all the time.
[00:38:11.200 --> 00:38:14.200]   And from everything I could tell, he really loved the Lord.
[00:38:14.200 --> 00:38:19.200]   He came in for counseling one day, and he said to me one night--and he was a big guy.
[00:38:19.200 --> 00:38:30.200]   One night, he woke up, and his wife was on top of him and beating him with her fists
[00:38:30.200 --> 00:38:33.200]   so much that it caused a bloody nose.
[00:38:33.200 --> 00:38:36.200]   And she looked at him, and she stuck her finger in his face and said,
[00:38:36.200 --> 00:38:41.200]   "Someday you're going to wake up with a butcher knife in the middle of your chest."
[00:38:41.200 --> 00:38:44.200]   That's what she said to him.
[00:38:44.200 --> 00:38:50.200]   She was so angry about him.
[00:38:50.200 --> 00:39:00.200]   And what's interesting about this woman is that she worked in a support group for women
[00:39:00.200 --> 00:39:02.200]   who had marriage problems.
[00:39:02.200 --> 00:39:05.200]   And what this support group did was they got together every week,
[00:39:05.200 --> 00:39:08.200]   and they basically ran down their husbands.
[00:39:08.200 --> 00:39:12.200]   And I think this support group just basically built her anger.
[00:39:12.200 --> 00:39:17.200]   It just added fuel to the fire is what it did.
[00:39:17.200 --> 00:39:18.200]   And she just grew.
[00:39:18.200 --> 00:39:23.200]   And honestly, if you were to meet her husband, he was one of the gracious--he was a big guy,
[00:39:23.200 --> 00:39:25.200]   but he was a big teddy bear.
[00:39:25.200 --> 00:39:31.200]   He was one of the most gracious men you'd ever want to meet and still is to this day.
[00:39:31.200 --> 00:39:36.200]   One of the last times I went back to that church, he came up to me, and he said,
[00:39:36.200 --> 00:39:38.200]   "You know what happened?"
[00:39:38.200 --> 00:39:40.200]   I asked him, "How's it going?"
[00:39:40.200 --> 00:39:44.200]   "Well, my wife hasn't really become a Christian yet," he told me,
[00:39:44.200 --> 00:39:46.200]   "but her father was dying.
[00:39:46.200 --> 00:39:48.200]   He was passing away.
[00:39:48.200 --> 00:39:56.200]   And she came to me and wanted me to go to the hospital and share Christ with him."
[00:39:56.200 --> 00:39:58.200]   And I said, "Well, what did you do?"
[00:39:58.200 --> 00:40:02.200]   And he told me, he says, "Well, I asked her, I said, 'Well, why don't you come with me?'
[00:40:02.200 --> 00:40:08.200]   'Oh, no, no,' she said, 'I don't want to go, but I want you to go and share Christ.'"
[00:40:08.200 --> 00:40:10.200]   And he was just beaming from ear to ear.
[00:40:10.200 --> 00:40:20.200]   He was just so excited that at that point he knew that she understood where he was at.
[00:40:20.200 --> 00:40:23.200]   And I can remember asking him in counseling,
[00:40:23.200 --> 00:40:30.200]   "If you die, are you still willing to be her husband?
[00:40:30.200 --> 00:40:33.200]   If you die at her hands?"
[00:40:33.200 --> 00:40:35.200]   And he said, "Yes.
[00:40:35.200 --> 00:40:41.200]   If it means me winning her to Christ, I am willing."
[00:40:41.200 --> 00:40:43.200]   How about that?
[00:40:43.200 --> 00:40:51.200]   Now, the world would call that, would label him mentally ill as a codependent.
[00:40:51.200 --> 00:40:55.200]   That's what the world would say.
[00:40:55.200 --> 00:40:57.200]   He's not mentally ill at all.
[00:40:57.200 --> 00:41:02.200]   Here is a guy who views his primary mission field as his wife,
[00:41:02.200 --> 00:41:07.200]   even to the point where if she gets so angry one day
[00:41:07.200 --> 00:41:10.200]   and kills him, shoots him, stabs him, poisons him,
[00:41:10.200 --> 00:41:14.200]   whatever she decides to do, performs a Lorena Bobbitt on him,
[00:41:14.200 --> 00:41:18.200]   he is willing with eyes open to do that.
[00:41:18.200 --> 00:41:19.200]   All right?
[00:41:19.200 --> 00:41:23.200]   He's willing to do that.
[00:41:23.200 --> 00:41:26.200]   So this does happen.
[00:41:26.200 --> 00:41:30.200]   Then there is the abuser in the mixed home.
[00:41:30.200 --> 00:41:33.200]   This is where you have a Christian husband, unbelieving wife,
[00:41:33.200 --> 00:41:37.200]   and you have an abusive husband, father, or stepfather.
[00:41:37.200 --> 00:41:44.200]   Now, this is a very rare occasion of happening, but it does happen.
[00:41:44.200 --> 00:41:52.200]   Let me make a comment about that before we go to the next one.
[00:41:52.200 --> 00:41:55.200]   As a biblical counselor, you're going to seldom have this opportunity to work with it
[00:41:55.200 --> 00:41:59.200]   because the husbands who are often reluctant to come for counseling
[00:41:59.200 --> 00:42:02.200]   because an unbelieving wife is abusing them.
[00:42:02.200 --> 00:42:04.200]   But if the husband is willing to come for counseling
[00:42:04.200 --> 00:42:08.200]   and acknowledge his sin in sometimes provoking that abuse,
[00:42:08.200 --> 00:42:12.200]   then there's real great hope for change here.
[00:42:12.200 --> 00:42:19.200]   And you can teach him just a boatload of things using 1 Peter 3:7 as the basis.
[00:42:19.200 --> 00:42:24.200]   Plus, you could try Ephesians 5, 25 through 33,
[00:42:24.200 --> 00:42:30.200]   or Matthew 5, verses 43 through 48, which deals with loving your enemies
[00:42:30.200 --> 00:42:38.200]   and how do you love someone who genuinely considers you the enemy.
[00:42:38.200 --> 00:42:42.200]   All right?
[00:42:42.200 --> 00:42:45.200]   So that's with the abusive husband.
[00:42:45.200 --> 00:42:50.200]   Or we have a Christian husband, unbelieving wife, and the wife is abusive.
[00:42:50.200 --> 00:42:55.200]   We have an abusive wife, mother, or stepmother.
[00:42:55.200 --> 00:43:04.200]   Husbands whose wives are not believers, those wives can become violent.
[00:43:04.200 --> 00:43:15.200]   In some cases, the husband could lose his life.
[00:43:15.200 --> 00:43:17.200]   And it's really interesting.
[00:43:17.200 --> 00:43:20.200]   I had a case back several years ago now
[00:43:20.200 --> 00:43:25.200]   where the husband and wife had a really pretty good marriage
[00:43:25.200 --> 00:43:29.200]   until the husband became a Christian.
[00:43:29.200 --> 00:43:34.200]   And she became so angry at him for becoming a Christian
[00:43:34.200 --> 00:43:39.200]   that she became physically violent with him.
[00:43:39.200 --> 00:43:50.200]   She realized that Christ introduced a disharmony in their relationship.
[00:43:50.200 --> 00:43:57.200]   And no longer was she his idol, now God was his God.
[00:43:57.200 --> 00:44:00.200]   And she didn't like to be dethroned.
[00:44:00.200 --> 00:44:03.200]   She didn't like that at all.
[00:44:03.200 --> 00:44:08.200]   So that can happen here.
[00:44:08.200 --> 00:44:13.200]   And it's vital that you as a counselor teach the husband in this situation.
[00:44:13.200 --> 00:44:14.200]   1 Peter 3, 7 again.
[00:44:14.200 --> 00:44:16.200]   Matthew 5, 43-48.
[00:44:16.200 --> 00:44:19.200]   Luke 6, 27-36.
[00:44:19.200 --> 00:44:21.200]   Romans 12, 17-21.
[00:44:21.200 --> 00:44:27.200]   Overcoming evil with good.
[00:44:27.200 --> 00:44:36.200]   So, Matthew 5 there, verse 29, "Whoever hits you on one cheek, turn to him the other also."
[00:44:36.200 --> 00:44:40.200]   That becomes a key thing here.
[00:44:40.200 --> 00:44:44.200]   Alright, unbelieving husband, Christian wife.
[00:44:44.200 --> 00:44:46.200]   An abusive, unbelieving husband.
[00:44:46.200 --> 00:44:49.200]   Much more common now.
[00:44:49.200 --> 00:44:54.200]   Angry, unbelieving, often drunk husband is taking out his frustrations
[00:44:54.200 --> 00:44:57.200]   on his Christian wife and sometimes even the children.
[00:44:57.200 --> 00:45:02.200]   And sometimes the very fact that she is a Christian is enough to ignite his short fuse.
[00:45:02.200 --> 00:45:06.200]   So her life is a source of conviction in his life.
[00:45:06.200 --> 00:45:08.200]   And we'll talk about how to deal with that.
[00:45:08.200 --> 00:45:14.200]   And then we've got the unbelieving husband, Christian wife.
[00:45:14.200 --> 00:45:19.200]   Where you've got an abusive Christian wife, mother or stepmother.
[00:45:19.200 --> 00:45:23.200]   Again, this is a rare situation, not because it doesn't exist.
[00:45:23.200 --> 00:45:29.200]   But most unbelieving husbands are not going to put up with the violence very long.
[00:45:29.200 --> 00:45:35.200]   Either they will return the violence or they'll divorce their wife without much reconciliation
[00:45:35.200 --> 00:45:39.200]   or any effort at it.
[00:45:39.200 --> 00:45:43.200]   Of course, this wife you need to teach 1 Peter 3, 1-6.
[00:45:43.200 --> 00:45:48.200]   And Proverbs 11, 16 that talks about a kind-hearted woman gains respect
[00:45:48.200 --> 00:45:54.200]   and her husband is not going to love her until she respects him or until he respects her.
[00:45:54.200 --> 00:46:01.200]   And so through kindness, she can gain that.
[00:46:01.200 --> 00:46:06.200]   That's something that she really doesn't understand.
[00:46:06.200 --> 00:46:10.200]   And of course, she refuses to follow the Matthew 18 becomes key here.
[00:46:10.200 --> 00:46:16.200]   Then you've got the abuser in the unbelieving home and you've got the abusive husband.
[00:46:16.200 --> 00:46:19.200]   And this is the most common type of situation.
[00:46:19.200 --> 00:46:22.200]   At this point, biblical counselors agree with the feminist movement
[00:46:22.200 --> 00:46:29.200]   because Bible teaches that this will be a factor in secular society.
[00:46:29.200 --> 00:46:32.200]   We shouldn't act like we're surprised that this happens.
[00:46:32.200 --> 00:46:36.200]   We should act, why doesn't this happen more often?
[00:46:36.200 --> 00:46:39.200]   According to Genesis 3, 16.
[00:46:39.200 --> 00:46:42.200]   Or you've got the abusive wife.
[00:46:42.200 --> 00:46:45.200]   This is becoming more and more common too.
[00:46:45.200 --> 00:46:53.200]   So, there's no hope for real changes in this kind of a marriage or home
[00:46:53.200 --> 00:46:58.200]   without eventually they trusting Christ as Lord and Savior.
[00:46:58.200 --> 00:47:02.200]   All counseling is pre-counseling until they come to Christ.
[00:47:02.200 --> 00:47:05.200]   And so the issue here, the main thing is the gospel.
[00:47:05.200 --> 00:47:07.200]   Now, you may want to help them.
[00:47:07.200 --> 00:47:09.200]   They're still under civil authorities.
[00:47:09.200 --> 00:47:12.200]   So if there's unusual physical abuse where somebody's life is threatened,
[00:47:12.200 --> 00:47:16.200]   you know, you may want to involve quickly civil authorities,
[00:47:16.200 --> 00:47:19.200]   but there's no church authority in this situation.
[00:47:19.200 --> 00:47:23.200]   It's just your responsibility to involve civil authorities.
[00:47:23.200 --> 00:47:28.200]   Christ is the only answer ultimately for this non-Christian marriage.
[00:47:28.200 --> 00:47:36.200]   All right, then, distress and the goal of counseling abuse.
[00:47:36.200 --> 00:47:42.200]   What are psychologists and integrationists saying is the goal here?
[00:47:42.200 --> 00:47:45.200]   Well, understand that I'm not questioning the motives of the people
[00:47:45.200 --> 00:47:49.200]   who work with abuse victims, whether they're Christian or non-Christian.
[00:47:49.200 --> 00:47:52.200]   I believe that a lot of them who work with these kind of people are very genuine
[00:47:52.200 --> 00:47:56.200]   in their desire to help them, so I'm not questioning their motives.
[00:47:56.200 --> 00:47:59.200]   But I question the counsel that's often given.
[00:47:59.200 --> 00:48:03.200]   Obviously, it's coming from a non-biblical perspective.
[00:48:03.200 --> 00:48:06.200]   Their goal primarily is to stop the hurt.
[00:48:06.200 --> 00:48:08.200]   That's their goal.
[00:48:08.200 --> 00:48:09.200]   How?
[00:48:09.200 --> 00:48:15.200]   Well, they teach assertiveness rights, and this is kind of ironic.
[00:48:15.200 --> 00:48:20.200]   I smile every time I think of this, but they do.
[00:48:20.200 --> 00:48:25.200]   They teach assertiveness rights, which I believe--and you even have Christian counselors.
[00:48:25.200 --> 00:48:30.200]   I have quotations here from Christian counselors, integrationists, who do this.
[00:48:30.200 --> 00:48:34.200]   They talk about confronting your mate and putting your mate on notice,
[00:48:34.200 --> 00:48:36.200]   you know, setting boundaries.
[00:48:36.200 --> 00:48:38.200]   You're no longer going to accept that behavior.
[00:48:38.200 --> 00:48:44.200]   You demand your rights, this type of thing.
[00:48:44.200 --> 00:48:48.200]   I want to suggest to you that if you teach your counselees to do that kind of thing,
[00:48:48.200 --> 00:48:53.200]   you're actually going to set them up for further problems.
[00:48:53.200 --> 00:48:55.200]   All right?
[00:48:55.200 --> 00:49:00.200]   An assertive person becomes offensive and demanding.
[00:49:00.200 --> 00:49:13.200]   This is what Proverbs calls a person of strife, and a person of strife can expect abuse.
[00:49:13.200 --> 00:49:22.200]   Jesus said in Matthew 5:5, "The meek will inherit the earth, not the person who demands their rights."
[00:49:22.200 --> 00:49:26.200]   So they teach assertiveness rights. They also teach tough love.
[00:49:26.200 --> 00:49:31.200]   But for them, tough love is 180 degrees the opposite of what the Bible says tough love is.
[00:49:31.200 --> 00:49:36.200]   Tough love says if you really love your husband, you're going to draw boundaries around yourself,
[00:49:36.200 --> 00:49:40.200]   make threats, follow through with those threats with retaliation.
[00:49:40.200 --> 00:49:44.200]   If those boundaries are breached, you'll make sure your rights are protected at all costs.
[00:49:44.200 --> 00:49:48.200]   That's tough love.
[00:49:48.200 --> 00:49:53.200]   But 1 Peter 2 says that tough love is being willing,
[00:49:53.200 --> 00:49:56.200]   and I'll fasten your seatbelts and put your crash helmets on here,
[00:49:56.200 --> 00:49:59.200]   being willing to suffer for righteousness sake.
[00:49:59.200 --> 00:50:02.200]   That's tough love.
[00:50:02.200 --> 00:50:05.200]   That's what 1 Peter 2 says.
[00:50:05.200 --> 00:50:08.200]   Take your Bible and go over 1 Peter 2.
[00:50:08.200 --> 00:50:13.200]   Just prior to getting into 1 Peter 3, which deals with the husband and wife,
[00:50:13.200 --> 00:50:27.200]   Peter sets this up in 1 Peter 2 and says, well, verse 18. Let's start there.
[00:50:27.200 --> 00:50:31.200]   "Servants, be submissive to your masters with all respect, not only to those who are good and gentle,
[00:50:31.200 --> 00:50:33.200]   but also to those who are unreasonable."
[00:50:33.200 --> 00:50:40.200]   And that one word unreasonable means harsh or abusive.
[00:50:40.200 --> 00:50:43.200]   Wow. Really?
[00:50:43.200 --> 00:50:46.200]   "For this finds favor," the next verse says,
[00:50:46.200 --> 00:50:52.200]   "if for the sake of conscience towards God a man bears up into the sorrows when suffering unjustly."
[00:50:52.200 --> 00:50:55.200]   Founds favor with God?
[00:50:55.200 --> 00:50:59.200]   "For what credit is there if you sin and are harshly treated and you endure it with patience?"
[00:50:59.200 --> 00:51:00.200]   It's not to your credit.
[00:51:00.200 --> 00:51:05.200]   "But if when you do what is right and you suffer for it patiently and endure it,
[00:51:05.200 --> 00:51:09.200]   this finds favor with God."
[00:51:09.200 --> 00:51:16.200]   Boy, you're not going to get that in your typical abuse counseling.
[00:51:16.200 --> 00:51:22.200]   "For," verse 21. Put your flak vest on for this one.
[00:51:22.200 --> 00:51:26.200]   "For you have been called for this purpose."
[00:51:26.200 --> 00:51:28.200]   Who is he talking to? Christians.
[00:51:28.200 --> 00:51:32.200]   What kind of Christians? Who are undergoing suffering.
[00:51:32.200 --> 00:51:35.200]   You've been called?
[00:51:35.200 --> 00:51:43.200]   "Since Christ also suffered for you, leaving you an example for you to follow in his steps."
[00:51:43.200 --> 00:51:45.200]   What?
[00:51:45.200 --> 00:51:49.200]   That's my calling?
[00:51:49.200 --> 00:51:54.200]   I think you've heard me say before that sometimes I have undergraduate students that come in and they'll say,
