
[00:00:00.000 --> 00:00:05.480]   The Hartford Small Business Insurance knows that running a small business is a big-time commitment.
[00:26:51.320 --> 00:27:01.320]   If you look at a registry of vetted, rated advisors, and the vetting and the rating is based on those four characteristics I described --
[00:27:01.320 --> 00:27:06.320]   credentials, ethics, business practices, services -- nobody else does that.
[00:27:06.320 --> 00:27:12.320]   Now, you do have a few websites who sponsor directories.
[00:27:12.320 --> 00:27:21.320]   In some cases, they've gone in and downloaded every advisor who's registered with Fenra or licensed with Fenra.
[00:27:21.320 --> 00:27:23.320]   It's called that aggregation.
[00:27:23.320 --> 00:27:24.320]   It's called screen scraping.
[00:27:24.320 --> 00:27:32.320]   They go in and basically download everybody from Fenra, and then they figure out how am I going to make money once I've got this database.
[00:27:32.320 --> 00:27:34.320]   But a lot of those are directories.
[00:27:34.320 --> 00:27:37.320]   A lot of them claim to do due diligence.
[00:27:37.320 --> 00:27:42.320]   We've never seen one that actually conducted material due diligence.
[00:27:42.320 --> 00:27:51.320]   So you might say, "Here's a directory," and they will select a Fenra to see if the guy had a lot of complaints on his record, and they call that due diligence.
[00:27:51.320 --> 00:27:56.320]   You know, that's one of 17 factors in a Paladin scenario.
[00:27:56.320 --> 00:28:04.320]   Or you've got the Barons, you know, publishing the top 100, top 1,000 advisors in America,
[00:28:04.320 --> 00:28:09.320]   and the main criteria for Barons is how much money the advisor has under management,
[00:28:09.320 --> 00:28:16.320]   because somehow if you have a lot of money under management, you must be a competent, ethical advisor.
[00:28:16.320 --> 00:28:24.320]   But in our experience, a lot of advisors that control the most money happen to be the advisors with the best sales skills,
[00:28:24.320 --> 00:28:28.320]   which is good for the advisor but bad for the investor.
[00:28:28.320 --> 00:28:34.320]   So when you go out and you say, "Who's best? Is the best advisor the guy with the most money under management?
[00:28:34.320 --> 00:28:39.320]   Is the biggest sales staff the flashiest office?"
[00:28:39.320 --> 00:28:49.320]   Paladin basically brings it down to the four factors, credentials, ethics, business practices, services.
[00:28:49.320 --> 00:28:52.320]   It doesn't matter how much money you have under management.
[00:28:52.320 --> 00:29:03.320]   If you've got an MBA from Harvard and you're a CFP and a CFA and a CIMA and you've got 10, 15, 20 years of experience,
[00:29:03.320 --> 00:29:09.320]   you've got a totally clean compliance record, your primary method or only method of compensation is a fee.
[00:29:09.320 --> 00:29:12.320]   You provide wealth management services.
[00:29:12.320 --> 00:29:18.320]   You provide a lot of transparency in terms of how you conduct your business.
[00:29:18.320 --> 00:29:21.320]   That's what matters in the Paladin environment.
[00:29:21.320 --> 00:29:28.320]   And what I'm saying is we don't see any other competitor out there that uses the process that we do.
[00:29:28.320 --> 00:29:36.320]   Because again, what we boil it down to is if I'm that investor, if this was a member of my family seeking an advisor,
[00:29:36.320 --> 00:29:43.320]   what we would want to do is connect that person to a competent advisor they can trust,
[00:29:43.320 --> 00:29:53.320]   an advisor who has investor-friendly business practices, and an advisor who provides advice and services versus sales.
[00:29:53.320 --> 00:29:55.320]   That's what we do.
[00:29:55.320 --> 00:29:59.320]   Yeah, and a couple of comments, two specific things.
[00:29:59.320 --> 00:30:01.320]   Number one, you're absolutely right.
[00:30:01.320 --> 00:30:09.320]   From my own experience about the listing services, I remember when I was a young advisor and right after I got my 65
[00:30:09.320 --> 00:30:17.320]   and I was transitioning from an insurance sales practice over and I was finishing my CFP and I was transitioning over
[00:30:17.320 --> 00:30:21.320]   to trying to build a wealth management practice.
[00:30:21.320 --> 00:30:23.320]   That was the business transition.
[00:30:23.320 --> 00:30:29.320]   And all of a sudden I got, I think, a Google alert for my name one day and I start showing up on these sites.
[00:30:29.320 --> 00:30:32.320]   I can't remember what it was. Maybe it was Brightscope, something like that.
[00:30:32.320 --> 00:30:37.320]   And I get an email that says, "Go update your profile."
[00:30:37.320 --> 00:30:39.320]   And all of a sudden I'm like, "Wow, my name is everywhere.
[00:30:39.320 --> 00:30:42.320]   So I just need to go and create an account. I'll add a picture."
[00:30:42.320 --> 00:30:47.320]   And all of a sudden now I look like I've gotten an official scenario and here's my beautiful profile.
[00:30:47.320 --> 00:30:53.320]   All it was was the data started flowing in from the new registrations and now I'm listed
[00:30:53.320 --> 00:30:58.320]   and I can go in and adjust everything and make my profile look really great.
[00:30:58.320 --> 00:31:11.320]   And I hate that the potential consumer can be fooled or has the potential to be fooled to say that there's some amount of research being done
[00:31:11.320 --> 00:31:15.320]   when it's not. It's just simply a reality of either this person is licensed or not,
[00:31:15.320 --> 00:31:22.320]   which I guess is the most basic level of hurdle to cross, but that's a pretty basic hurdle to cross.
[00:31:22.320 --> 00:31:26.320]   Well, when you look at it, use an example like Brightscope.
[00:31:26.320 --> 00:31:33.320]   Brightscope is one of the firms that went in and downloaded every stock broker in the FINRA database.
[00:31:33.320 --> 00:31:45.320]   And then claiming your profile, what they did was download data from FINRA into a little kind of mini profile for an advisor.
[00:31:45.320 --> 00:31:50.320]   But then they had no way to monetize, make money from that profile.
[00:31:50.320 --> 00:31:56.320]   So they went out to the advisors and said, if you want to claim your profile and make sure it's accurate and updated,
[00:31:56.320 --> 00:31:59.320]   you can do that, but we're going to charge you a fee.
[00:31:59.320 --> 00:32:04.320]   And then they got a lot of backflash from advisors like it was some form of extortion.
[00:32:04.320 --> 00:32:14.320]   You're going to publish this FINRA record and you're going to charge me money to basically charge me money to clean it up.
[00:32:14.320 --> 00:32:28.320]   And I think they've evolved a little bit since then, but again, when you're willing to create a directory and publish every advisor at FINRA,
[00:32:28.320 --> 00:32:33.320]   keeping in mind a lot of those advisors have a lot of serious complaints on their records,
[00:32:33.320 --> 00:32:40.320]   not serious enough to get them kicked out of the industry, but serious enough that any advisor that read the complaint
[00:32:40.320 --> 00:32:45.320]   and the result of the complaint would probably go, wow, I don't want him handling my money.
[00:32:45.320 --> 00:32:51.320]   But if you went in and you said, how many investors go to FINRA to check compliance records?
[00:32:51.320 --> 00:32:54.320]   I'm going to say 1%, maybe.
[00:32:54.320 --> 00:33:04.320]   Very, very few investors are going to take the time to go to FINRA and look at a compliance record or go to the SEC and read an ADV.
[00:33:04.320 --> 00:33:11.320]   Because both regulatory agencies are heavily impacted by Wall Street.
[00:33:11.320 --> 00:33:15.320]   Wall Street owns FINRA, if you get down to it.
[00:33:15.320 --> 00:33:20.320]   FINRA is called a self-regulatory organization, which means Wall Street regulates Wall Street.
[00:33:20.320 --> 00:33:22.320]   They do it through FINRA.
[00:33:22.320 --> 00:33:29.320]   Wall Street also has a lot of political influence, major special interest group, so they have a lot of control over what the SEC does.
[00:33:29.320 --> 00:33:38.320]   So when you're going to go out and you start saying, I want a competent, ethical financial advisor, it's exactly what you said.
[00:33:38.320 --> 00:33:44.320]   It's way more complicated than you think it is, and it's way riskier if you make a bad decision.
[00:33:44.320 --> 00:33:53.320]   The other thing I like about the registry, and this is building on the other point you made about sales practice versus financial planning competency.
[00:33:53.320 --> 00:34:04.320]   If conducted effectively, which I know you're working every day to do, a registry can solve that problem for the independent financial advisor.
[00:34:04.320 --> 00:34:19.320]   If you go to a large firm, in any large financial firm, your status in the firm is not based solely upon your competence as a financial advisor, as a financial planner.
[00:34:19.320 --> 00:34:32.320]   It's based on your production level, and so production level is always measured by the gross commissions, the gross dealer concessions, or the fees that you're able to bring in for your firm.
[00:34:32.320 --> 00:34:39.320]   And so the big dogs in every financial planning firm are always the ones who have the largest accounts and the most accounts.
[00:34:39.320 --> 00:34:53.320]   The problem is, for an individual advisor, there might be a correlation between that person being an excellent advisor and having many large accounts, but you can't necessarily prove a causation.
[00:34:53.320 --> 00:35:02.320]   There are lots of advisors who have massive accounts, and many of them who are utterly incompetent when it comes to actual details, but they're excellent at the client relationships.
[00:35:02.320 --> 00:35:11.320]   And so probably the most competent advisors recognize their weaknesses, and they will usually staff those weaknesses.
[00:35:11.320 --> 00:35:25.320]   So many of the high-producing firms that I've looked at, they'll often have a leader who's an excellent salesperson, and then they'll try to staff in people who are technically competent to make sure that all the details are squared away and that the financial plans are buttoned up.
[00:35:25.320 --> 00:35:32.320]   I think that's – feel free to comment on that in a moment, but I think that's what the best advisors probably do.
[00:35:32.320 --> 00:35:36.320]   They recognize their problems, and then they staff for them.
[00:35:36.320 --> 00:35:45.320]   But the problem is that leaves the advisor who's interested in technical skill kind of out in the cold without an ability to bring in many clients.
[00:35:45.320 --> 00:35:58.320]   But yet the marketplace, there are many people who are clamoring for a good advisor, but they're almost never going to reach that person who's caring, who's slow, who's technically competent, who's going to take the time, who's not looking to be number one and make $50 million a year.
[00:35:58.320 --> 00:36:07.320]   They're just looking to have a nice client base of clients that they care for and steward toward their goals so that they can reach their own goals.
[00:36:07.320 --> 00:36:14.320]   And so in my mind, a registry effectively executed can really help that person to solve a problem.
[00:36:14.320 --> 00:36:16.320]   They can pay a fee for listing.
[00:36:16.320 --> 00:36:23.320]   They can go through the vetting process and prove competence, and they can be judged upon their worth as an advisor.
[00:36:23.320 --> 00:36:34.320]   And then instead of having to become a brilliant marketer, they can help – be helped by the referrals from the registry to build their business and focus on their core strength, which is being a great financial planner.
[00:36:34.320 --> 00:36:46.320]   So I think it's a win-win for the client and a win for the advisor because it allows some of those who are technically competent to be helped with their marketing and their client acquisition process.
[00:36:46.320 --> 00:36:47.320]   What say you, Jack?
[00:36:47.320 --> 00:36:52.320]   I would say those two comments are spot on.
[00:36:52.320 --> 00:37:04.320]   I mean, A, when you look at it from, say, a Paladin point of view, it's that investor hiring the best salesman or the best advisor.
[00:37:04.320 --> 00:37:15.320]   And it starts with, does the investor even know the difference between the two, which is why I made the comment I did about some of these directories that are based on assets under management.
[00:37:15.320 --> 00:37:19.320]   You think you're getting a great advisor because they have a lot of money under management.
[00:37:19.320 --> 00:37:22.320]   What you really got was a great salesman.
[00:37:22.320 --> 00:37:27.320]   And if you don't know the difference, then you've created a huge amount of risk.
[00:37:27.320 --> 00:37:35.320]   The other side of it is that the best advisors are typically lousy salesmen.
[00:37:35.320 --> 00:37:48.320]   For example, what we've written about a lot is the best advisors are going to be intellectual, quantitative, and analytical.
[00:37:48.320 --> 00:37:50.320]   And that makes them a great advisor.
[00:37:50.320 --> 00:37:52.320]   They may not even like marketing.
[00:37:52.320 --> 00:37:57.320]   They view marketing as something they have to do to expand their business.
[00:37:57.320 --> 00:38:06.320]   And then, like you said, they may go out and hire somebody to handle marketing so they can stay focused on helping people plan their future and invest their assets.
[00:38:06.320 --> 00:38:21.320]   But the irony is the guy that's taking you to lunch, playing around the golf, buying you a cocktail in the local tavern, the salesman type, that's exactly who you don't want handling your money.
[00:38:21.320 --> 00:38:28.320]   But from a personality point of view, fun to be around, great guy, lots of laughs.
[00:38:28.320 --> 00:38:40.320]   Then you've got this serious guy over here on the other side who is diligent and focused and intellectual and kind of a numbers guy, kind of a quant.
[00:38:40.320 --> 00:38:45.320]   So this is not somebody I probably want to socialize with or spend a lot of time with.
[00:38:45.320 --> 00:38:52.320]   But I do want him handling my money because intellectual, analytical, and quantitative, that's the skill set.
[00:38:52.320 --> 00:39:00.320]   When you go out and you start looking at all the numbers associated with investing and planning, that's exactly who I want to select.
[00:39:00.320 --> 00:39:14.320]   But if I am impacted by the personalities of the advisors, I may be prone to picking the guy I like the best versus the guy who really is the best.
[00:39:14.320 --> 00:39:17.320]   And let me tell you one little other caveat.
[00:39:17.320 --> 00:39:23.320]   Absolutely, Wall Street has figured out the game. They figured it out decades ago.
[00:39:23.320 --> 00:39:28.320]   They go out and they hire very personable stockbrokers.
[00:39:28.320 --> 00:39:29.320]   Why?
[00:39:29.320 --> 00:39:35.320]   They know most investors inherently trust people they like.
[00:39:35.320 --> 00:39:42.320]   So if I can get you to like me, then it's pretty easy for me to get you to trust me.
[00:39:42.320 --> 00:39:44.320]   You trust people you like.
[00:39:44.320 --> 00:39:51.320]   And once I've established trust, it's pretty easy for me to sell you whatever makes me the most money.
[00:39:51.320 --> 00:39:53.320]   Because you're not going to question my advice.
[00:39:53.320 --> 00:39:54.320]   You trust me.
[00:39:54.320 --> 00:39:57.320]   You trust me because you like me.
[00:39:57.320 --> 00:40:06.320]   So any investor that puts too much emphasis on personality is potentially setting themselves up for a big disappointment down the road
[00:40:06.320 --> 00:40:16.320]   when they find out that they've been sold a lot of expensive products that are underperforming the major indices and other things that they could have invested.
[00:40:16.320 --> 00:40:20.320]   So they got really bad advice from a person that they liked.
[00:40:20.320 --> 00:40:24.320]   And even like impacts the investor a second way.
[00:40:24.320 --> 00:40:31.320]   Investors are less inclined to fire people that they like.
[00:40:31.320 --> 00:40:38.320]   So even when they figure out, I've got a pretty mediocre advisor here, or hey, my friends are getting 15% and I'm getting 5%.
[00:40:38.320 --> 00:40:40.320]   The bottom line is I go look at the stock market.
[00:40:40.320 --> 00:40:41.320]   It was up 20%.
[00:40:41.320 --> 00:40:43.320]   I was up 10%.
[00:40:43.320 --> 00:40:48.320]   I see data that says, wow, I'm not doing very well.
[00:40:48.320 --> 00:40:51.320]   But boy, Fred takes me to lunch once a month.
[00:40:51.320 --> 00:40:54.320]   We play golf once a quarter.
[00:40:54.320 --> 00:40:56.320]   He invited me to his birthday party.
[00:40:56.320 --> 00:40:59.320]   I mean, I heard that just the other day, by the way.
[00:40:59.320 --> 00:41:10.320]   The bottom line is my whole relationship with my advisor, kind of what you said, based on a personal relationship, all the objectivity flies out the window.
[00:41:10.320 --> 00:41:24.320]   So not only do I hire the wrong advisor, I retain the wrong advisor for a lot longer than I should because I don't want to fire a friend and have the relationship go up in smoke.
[00:41:24.320 --> 00:41:34.320]   So I may be compromising my standard of living during my retirement years to retain a relationship with a mediocre advisor.
[00:41:34.320 --> 00:41:36.320]   Huge trap.
[00:41:36.320 --> 00:41:38.320]   Millions of people have fallen into it.
[00:41:38.320 --> 00:41:40.320]   Wall Street wins again.
[00:41:40.320 --> 00:41:43.320]   Yeah, it's a tough one because I've been on both sides.
[00:41:43.320 --> 00:41:48.320]   I was a do-it-yourselfer and then I became an advisor.
[00:41:48.320 --> 00:41:53.320]   And I took my job personally.
[00:41:53.320 --> 00:41:55.320]   And I was trying to think.
[00:41:55.320 --> 00:41:57.320]   I think I was fired by two clients.
[00:41:57.320 --> 00:42:04.320]   It wasn't due to -- I'm not ashamed of the reasons, but it was not a great personality fit and whatnot.
[00:42:04.320 --> 00:42:14.320]   And I found that neither of the clients that fired me were able to look me in the face and just simply tell me that, hey, we just want to move our business elsewhere.
[00:42:14.320 --> 00:42:21.320]   They had to do it in the back doorway where you find out after the fact when everything kind of slips out and then the client's phone goes silent.
[00:42:21.320 --> 00:42:25.320]   Which is really frustrating because I was always trying really hard.
[00:42:25.320 --> 00:42:28.320]   I just wanted to know, you know, what was it that -- what did I do?
[00:42:28.320 --> 00:42:31.320]   What happened so that I could get better?
[00:42:31.320 --> 00:42:33.320]   And I could piece some of it together.
[00:42:33.320 --> 00:42:37.320]   But we in this -- well, I don't need to go into a long dialogue on it.
[00:42:37.320 --> 00:42:42.320]   But we have a very difficult time having those difficult conversations, those business conversations.
[00:42:42.320 --> 00:42:58.320]   And the people that I grew to be my favorite clients were actually some of the hardened business people who had had -- usually it was guys in their, like, 50s, where they weren't scared of having a difficult conversation.
[00:42:58.320 --> 00:43:07.320]   And they were just straight up blunt with me, which was, as an advisor, the most freeing thing in the world to actually know, okay, here are the standards by which I'm being judged.
[00:43:07.320 --> 00:43:08.320]   Here are the metrics.
[00:43:08.320 --> 00:43:10.320]   I tell you what I'm going to do for you.
[00:43:10.320 --> 00:43:12.320]   You tell me if that's okay for you.
[00:43:12.320 --> 00:43:13.320]   Here's the money involved.
[00:43:13.320 --> 00:43:15.320]   And we just had a straightforward relationship.
[00:43:15.320 --> 00:43:23.320]   But with many people who weren't accustomed to those difficult conversations, there's certainly an element of personal tension in the relationship.
[00:43:23.320 --> 00:43:31.320]   Yeah, I would say maybe 10% are the -- of investors are that, you know, objective.
[00:43:31.320 --> 00:43:33.320]   We build a plan together.
[00:43:33.320 --> 00:43:34.320]   We agree on the plan.
[00:43:34.320 --> 00:43:36.320]   Your job is to execute the plan.
[00:43:36.320 --> 00:43:46.320]   And you're giving me data or a third party is giving me data to basically help me determine if you're meeting my expectations for results, et cetera.
[00:43:46.320 --> 00:43:50.320]   You know, a big new one now is very tied to expenses.
[00:43:50.320 --> 00:44:03.320]   You know, now that you've got these robots out there charging a quarter of 1%, and you've got the advisor who's charging you 1%, and one of the critical differences is how they communicate with you.
[00:44:03.320 --> 00:44:09.320]   Are you really, really willing to pay three quarters of 1% to meet face-to-face with an advisor?
[00:44:09.320 --> 00:44:24.320]   I take the whole -- you know, the Internet is finally, finally starting to impact the way people invest their money, who they select to invest, how they research it.
[00:44:24.320 --> 00:44:28.320]   The Internet's a phenomenal tool, but you have to know how to use it.
[00:44:28.320 --> 00:44:36.320]   And so the bottom line is, you know, the more the robots and the virtual advisor, the more exposure they get, the more it's going to drive people to the Internet.
[00:44:36.320 --> 00:44:40.320]   And they're going to go, "Wow, look at all this information that's on the Internet."
[00:44:40.320 --> 00:44:42.320]   But I never knew it existed.
[00:44:42.320 --> 00:44:44.320]   I mean, hopefully that's going to happen.
[00:44:44.320 --> 00:44:51.320]   At the same time, going back to your comment, a lot of people just hate confrontation.
[00:44:51.320 --> 00:44:54.320]   So firing an advisor is confrontational.
[00:44:54.320 --> 00:45:02.320]   So I don't like confrontation, but I also don't like firing somebody that I think is my friend.
[00:45:02.320 --> 00:45:16.320]   And if you go back to using an extreme example, Bernie Madoff, his 11,000 clients, one of the most frequent laments from his clients was, "I thought he was my friend.
[00:45:16.320 --> 00:45:20.320]   Therefore, I thought I could trust him."
[00:45:20.320 --> 00:45:25.320]   And basically, he totally ripped me off to make more money.
[00:45:25.320 --> 00:45:29.320]   But it all started with, "I thought we had a friendship.
[00:45:29.320 --> 00:45:31.320]   I thought he was my friend."
[00:45:31.320 --> 00:45:37.320]   You know, it's kind of like friendship and money shouldn't mix.
[00:45:37.320 --> 00:45:42.320]   Money should be extremely, like you said, extremely objective.
[00:45:42.320 --> 00:45:47.320]   Money should be based upon a whole set of objective criteria.
[00:45:47.320 --> 00:45:51.320]   So we have goals, and we have metrics, and we know how to measure you.
[00:45:51.320 --> 00:45:59.320]   And you either meet my expectations for value, or I'm going to find somebody else who can.
[00:45:59.320 --> 00:46:07.320]   And that's another thing that investors do in the back of their head is, "If I fire Fred, how do I know I'm going to find somebody better?"
[00:46:07.320 --> 00:46:15.320]   So there's a lot of inertia out there with investors also because they don't know where to go to find a quality advisor.
[00:46:15.320 --> 00:46:23.320]   So they more or less stick with a mediocre advisor because they don't know where to go to find a better advisor.
[00:46:23.320 --> 00:46:26.320]   Millions of people are stuck in that trap.
[00:46:26.320 --> 00:46:28.320]   And again, who's the big winner?
[00:46:28.320 --> 00:46:33.320]   Wall Street because Wall Street firms employ a lot of mediocre advisors.
[00:46:33.320 --> 00:46:40.320]   And so if they're just kind of getting by, you know, delivering, you know, okay performance,
[00:46:40.320 --> 00:46:44.320]   you know, investors may or may not even know what they're paying for that performance.
[00:46:44.320 --> 00:46:51.320]   But the investor is a little apathetic, a lot of inertia, because how do I know I can find anybody better?
[00:46:51.320 --> 00:46:56.320]   So it's kind of the advisor you know versus the advisor you don't know.
[00:46:56.320 --> 00:47:00.320]   And of course, there's no guarantee you're going to find anybody better.
[00:47:00.320 --> 00:47:03.320]   So I might as well stick with the guy that I've got now.
[00:47:03.320 --> 00:47:06.320]   At least I know him and he knows me and we're friends.
[00:47:06.320 --> 00:47:09.320]   And, yeah, things aren't great, but it could be worse.
[00:47:09.320 --> 00:47:12.320]   I mean, I've heard that a thousand times.
[00:47:12.320 --> 00:47:16.320]   And all it is, it's a great explanation for doing nothing.
[00:47:16.320 --> 00:47:21.320]   Plus, it's just a pain sometimes to consider moving accounts.
[00:47:21.320 --> 00:47:27.320]   You know, you've got 100 to 200 pages of account opening paperwork, and you've got to figure out, you know,
[00:47:27.320 --> 00:47:31.320]   you've got to reassess it and from the client's perspective, I've got to take all these forms,
[00:47:31.320 --> 00:47:36.320]   I've got to do all these diagnostic exams, I've got to tell someone else this is here,
[00:47:36.320 --> 00:47:39.320]   and, you know, my kids want this, and here's the plan.
[00:47:39.320 --> 00:47:44.320]   And it's daunting, and I understand why it's daunting.
[00:47:44.320 --> 00:47:45.320]   Two last--
[00:47:45.320 --> 00:47:48.320]   Yeah, it's daunting. It's daunting.
[00:47:48.320 --> 00:47:55.320]   However, when you start looking at consequences, if I've got a mediocre advisor,
[00:47:55.320 --> 00:48:02.320]   and, you know, let's say I'm a 45-year-old investor and I'm not going to retire until I'm 65.
[00:48:02.320 --> 00:48:07.320]   So for the next 20 years, what, I'm going to have mediocre results or retire with less money?
[00:48:07.320 --> 00:48:12.320]   And because I have less money, I've got to compromise my standard of living during my retirement years,
[00:48:12.320 --> 00:48:18.320]   and I may really impact my financial security late in life when I need it the most.
[00:48:18.320 --> 00:48:21.320]   There are consequences for doing nothing.
[00:48:21.320 --> 00:48:27.320]   A successful investor should think a little more like that because by accepting mediocrity,
[00:48:27.320 --> 00:48:30.320]   they're also compromising their financial future.
[00:48:30.320 --> 00:48:35.320]   But if they think short-term, and I'm not sitting here, you know, it's like me saying,
[00:48:35.320 --> 00:48:39.320]   "If I stay with Fred, I'm going to have a million less dollars when I retire.
[00:48:39.320 --> 00:48:41.320]   Boy, I better do something."
[00:48:41.320 --> 00:48:45.320]   All of a sudden, I've got, you know, those forms that I have to fill out.
[00:48:45.320 --> 00:48:50.320]   I put them in perspective because if I can find a better advisor,
[00:48:50.320 --> 00:48:53.320]   I'm going to have a lot more money when I retire.
[00:48:53.320 --> 00:48:57.320]   And a lot more money makes filling out those forms worthwhile.
[00:48:57.320 --> 00:48:59.320]   Yeah, let's just put a number to it.
[00:48:59.320 --> 00:49:03.320]   So let's run 20 years, 6%, a million bucks present value.
[00:49:03.320 --> 00:49:06.320]   So starting with a million bucks, no contributions.
[00:49:06.320 --> 00:49:10.320]   A million bucks at 6% over 20 years grows into 3.2.
[00:49:10.320 --> 00:49:15.320]   If it's 7% over 20 years, it grows into 3.8 million.
[00:49:15.320 --> 00:49:24.320]   So the difference between those of 1% over 20 years winds up being $662,548.99.
[00:49:24.320 --> 00:49:29.320]   So you figure, "Well, if I can get an extra 1%, an extra 100 basis points,
[00:49:29.320 --> 00:49:32.320]   it might be worth me doing some shopping."
[00:49:32.320 --> 00:49:36.320]   Because there are very few things which over a 20-year horizon like that
[00:49:36.320 --> 00:49:42.320]   are going to make a bigger difference in my wealth than rate of return.
[00:49:42.320 --> 00:49:45.320]   At the beginning of life, when you don't have much money,
[00:49:45.320 --> 00:49:50.320]   the biggest impact in how much wealth you build is the number of dollars
[00:49:50.320 --> 00:49:51.320]   you put away each year.
[00:49:51.320 --> 00:49:56.320]   But over time, as the wealth builds, then the biggest impact is rate of return.
[00:49:56.320 --> 00:49:58.320]   And it's huge. It's huge.
[00:49:58.320 --> 00:50:02.320]   It's called the power of compound interest.
[00:50:02.320 --> 00:50:07.320]   And actually the difference is usually not 1%, it's usually 3, 4, 5%.
[00:50:07.320 --> 00:50:10.320]   So numbers can be very, very substantial.
[00:50:10.320 --> 00:50:16.320]   The difference between being in a product delivering 6% that has a 2% fee structure,
[00:50:16.320 --> 00:50:21.320]   so you're really only getting 4%, versus a 9% environment where maybe
[00:50:21.320 --> 00:50:23.320]   you're getting a 1% fee schedule.
[00:50:23.320 --> 00:50:27.320]   So the net-net is literally double.
[00:50:27.320 --> 00:50:33.320]   I go from 4% to 8% by improving my results and reducing the expenses I pay
[00:50:33.320 --> 00:50:38.320]   for those results because a lot of mediocre advisors sell very expensive products
[00:50:38.320 --> 00:50:41.320]   because that's how they maximize commission.
[00:50:41.320 --> 00:50:46.320]   So bottom line is, you know, those expenses, you know,
[00:50:46.320 --> 00:50:52.320]   when an advisor makes 5% commission on my assets, that's what's happening.
[00:50:52.320 --> 00:50:56.320]   You know, the third party that paid the advisor the 5%,
[00:50:56.320 --> 00:50:59.320]   it's going to charge me more money to get its 5% back.
[00:50:59.320 --> 00:51:04.320]   So when the advisor tells me, "Hey, my planning service is free,
[00:51:04.320 --> 00:51:08.320]   I'm paid by a third party," extremely misleading.
[00:51:08.320 --> 00:51:12.320]   Because the bottom line is that third party wants to recover that commission
[00:51:12.320 --> 00:51:15.320]   by charging the investor more money.
[00:51:15.320 --> 00:51:19.320]   But how many investors are going around saying, "Yeah, it's a financial plan.
[00:51:19.320 --> 00:51:22.320]   What'd you pay for the plan?" "Oh, it was free."
[00:51:22.320 --> 00:51:24.320]   "Well, how'd you invest your money?"
[00:51:24.320 --> 00:51:26.320]   "Oh, I have three different annuities.
[00:51:26.320 --> 00:51:30.320]   I've got all this long-term care, and I've got life insurance,
[00:51:30.320 --> 00:51:32.320]   and then I own some mutual funds."
[00:51:32.320 --> 00:51:35.320]   You know, the highest commission products in the entire industry.
[00:51:35.320 --> 00:51:38.320]   But the advisor used the plan to sell the product
[00:51:38.320 --> 00:51:42.320]   because they don't run into as much sales resistance from investors.
[00:51:42.320 --> 00:51:46.320]   So, you know, bottom line, everything we're discussing is people just have to be
[00:51:46.320 --> 00:51:47.320]   extremely careful.
[00:51:47.320 --> 00:51:49.320]   They have to do their homework.
[00:51:49.320 --> 00:51:53.320]   They have to commit a little bit of time to making sure they're selecting
[00:51:53.320 --> 00:51:55.320]   the right advisor, the best advisor.
[00:51:55.320 --> 00:51:57.320]   You know, you've got to do your homework.
[00:51:57.320 --> 00:52:00.320]   You know, and the bottom line is, hopefully, if you do that,
[00:52:00.320 --> 00:52:03.320]   you will make a better decision than if you don't do that.
[00:52:03.320 --> 00:52:08.320]   And be very wary of advisors with the great personalities,
[00:52:08.320 --> 00:52:14.320]   the great sales pitches, you know, because what they're doing is creating a lot of,
[00:52:14.320 --> 00:52:19.320]   you know, call them undocumented sales claims.
[00:52:19.320 --> 00:52:23.320]   When I come in and I tell you that I'm going to deliver this great performance,
[00:52:23.320 --> 00:52:28.320]   but I have absolutely no documentation to prove that I've done it in the past,
[00:52:28.320 --> 00:52:32.320]   I may show you some hot mutual funds, but how do you know I didn't pick the funds
[00:52:32.320 --> 00:52:34.320]   after the performance occurred?
[00:52:34.320 --> 00:52:39.320]   So I do things to try to convince you that these are all undocumented sales claims.
[00:52:39.320 --> 00:52:42.320]   So one of the single best things the investor can do,
[00:52:42.320 --> 00:52:46.320]   in addition to everything else we've talked about,
[00:52:46.320 --> 00:52:51.320]   is also only trust information that advisor is willing to document.
[00:52:51.320 --> 00:52:55.320]   That's one of the other advantages of Paladin Registry is we've gone out
[00:52:55.320 --> 00:53:00.320]   and not only gathered the data, conducted all of the due diligence on the data,
[00:53:00.320 --> 00:53:06.320]   but we now provide online documentation so that investor can not only find the advisor
[00:53:06.320 --> 00:53:10.320]   in our system, they can also read all about that advisor,
[00:53:10.320 --> 00:53:15.320]   and they have a permanent record for credentials, ethics, business practices,
[00:53:15.320 --> 00:53:18.320]   and services.
[00:53:18.320 --> 00:53:20.320]   So two final themes.
[00:53:20.320 --> 00:53:24.320]   You brought up expenses, and I want to ask the question that many people listening
[00:53:24.320 --> 00:53:27.320]   right now are thinking.
[00:53:27.320 --> 00:53:33.320]   Okay, Jack, that sounds good, but the reality is if I have to pay an advisor money,
[00:53:33.320 --> 00:53:38.320]   let's say that I could go from 6% with a 2% load,
[00:53:38.320 --> 00:53:40.320]   so I'm netting 4% return on my investments,
[00:53:40.320 --> 00:53:44.320]   and there might be an advisor who could take me to 9% with a 1% fee.
[00:53:44.320 --> 00:53:50.320]   Well, why shouldn't I just--after all, my other choice is that I could just
[00:53:50.320 --> 00:53:56.320]   trot down to Vanguard and buy an index fund for, you know, what,
[00:53:56.320 --> 00:53:58.320]   under 20 basis points for some of the funds.
[00:53:58.320 --> 00:54:03.320]   So what's better than 9% with 1% fee?
