
[00:00:00.040 --> 00:00:09.460]  였습니다
[00:37:26.960 --> 00:37:26.960]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:37:26.960 --> 00:37:26.960]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:37:26.960 --> 00:37:26.960]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:37:26.960 --> 00:37:26.960]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:37:27.000 --> 00:37:56.980]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:37:56.980 --> 00:37:56.980]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:37:56.980 --> 00:37:56.980]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:37:56.980 --> 00:37:56.980]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:37:56.980 --> 00:37:56.980]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:37:56.980 --> 00:37:56.980]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:37:56.980 --> 00:37:56.980]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:37:57.000 --> 00:38:27.000]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:38:27.000 --> 00:38:27.000]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:38:27.000 --> 00:38:27.000]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:38:27.000 --> 00:38:27.000]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:38:27.000 --> 00:38:27.000]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:38:27.000 --> 00:38:27.000]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:38:27.000 --> 00:38:27.000]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:38:27.000 --> 00:38:27.000]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:38:27.040 --> 00:38:57.020]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:38:57.020 --> 00:38:57.020]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:38:57.020 --> 00:38:57.020]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:38:57.020 --> 00:38:57.020]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:38:57.020 --> 00:38:57.020]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:38:57.020 --> 00:38:57.020]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:38:57.020 --> 00:38:57.020]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:38:57.040 --> 00:39:27.040]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:39:27.040 --> 00:39:27.040]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:39:27.040 --> 00:39:27.040]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:39:27.040 --> 00:39:27.040]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:39:27.040 --> 00:39:27.040]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:39:27.040 --> 00:39:27.040]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:39:27.040 --> 00:39:27.040]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:39:27.040 --> 00:39:27.040]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:39:27.080 --> 00:39:57.060]  ,
[00:39:57.060 --> 00:39:57.060]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:39:57.060 --> 00:39:57.060]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:39:57.060 --> 00:39:57.060]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:39:57.060 --> 00:39:57.060]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:39:57.060 --> 00:39:57.060]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:39:57.060 --> 00:39:57.060]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:39:57.080 --> 00:40:27.080]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:40:27.080 --> 00:40:27.080]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:40:27.080 --> 00:40:27.080]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:40:27.080 --> 00:40:27.080]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:40:27.080 --> 00:40:27.080]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:40:27.080 --> 00:40:27.080]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:40:27.080 --> 00:40:27.080]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:40:27.080 --> 00:40:27.080]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:40:27.120 --> 00:40:57.100]  ,
[00:40:57.100 --> 00:40:57.100]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:40:57.100 --> 00:40:57.100]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:40:57.100 --> 00:40:57.100]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:40:57.100 --> 00:40:57.100]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:40:57.100 --> 00:40:57.100]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:40:57.100 --> 00:40:57.100]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:40:57.120 --> 00:41:27.120]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:41:27.120 --> 00:41:27.120]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:41:27.120 --> 00:41:27.120]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:41:27.120 --> 00:41:27.120]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:41:27.120 --> 00:41:27.120]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:41:27.120 --> 00:41:27.120]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:41:27.120 --> 00:41:27.120]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:41:27.120 --> 00:41:27.120]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:41:27.160 --> 00:41:57.140]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:41:57.140 --> 00:41:57.140]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:41:57.140 --> 00:41:57.140]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:41:57.140 --> 00:41:57.140]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:41:57.140 --> 00:41:57.140]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:41:57.140 --> 00:41:57.140]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:41:57.140 --> 00:41:57.140]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:41:57.160 --> 00:42:27.160]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:42:27.160 --> 00:42:27.160]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:42:27.160 --> 00:42:27.160]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:42:27.160 --> 00:42:27.160]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:42:27.160 --> 00:42:27.160]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:42:27.160 --> 00:42:27.160]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:42:27.160 --> 00:42:27.160]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:42:27.160 --> 00:42:27.160]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:42:27.200 --> 00:42:57.180]  ,
[00:42:57.180 --> 00:42:57.180]   and I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:42:57.180 --> 00:42:57.180]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:42:57.180 --> 00:42:57.180]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:42:57.180 --> 00:42:57.180]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:42:57.180 --> 00:42:57.180]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:42:57.180 --> 00:42:57.180]   I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:42:57.180 --> 00:42:57.180]   and I can work with clients all around the country if I set things up properly and save a huge amount of money.
[00:42:57.200 --> 00:43:27.200]   One of the comments that many of the electrical workers who were down trying to fix the Puerto Rican electrical grid
[00:43:27.200 --> 00:43:27.200]   I heard stories about where people have been without power for months, but as the electrical workers are coming in restoring power,
[00:43:27.200 --> 00:43:27.200]   everyone's cooking them food and just welcoming them.
[00:43:27.200 --> 00:43:27.200]   The electrical workers couldn't believe how welcoming the people who had nothing were.
[00:43:27.200 --> 00:43:27.200]   And so that was really, really powerful.
[00:43:27.200 --> 00:43:27.200]   One of the comments that a friend of mine who was a Puerto Rican,
[00:43:27.200 --> 00:43:27.200]   and I'm not sure if you're familiar with this,
[00:43:27.200 --> 00:43:27.200]   and I'm not sure if you're familiar with this,
[00:43:27.200 --> 00:43:27.200]   but I'm not sure if you're familiar with this,
[00:43:27.200 --> 00:43:27.200]   but I'm not sure if you're familiar with this,
[00:43:27.200 --> 00:43:27.200]   but I'm not sure if you're familiar with this,
[00:43:27.200 --> 00:43:27.200]   but I'm not sure if you're familiar with this,
[00:43:27.200 --> 00:43:27.200]   but I'm not sure if you're familiar with this,
[00:43:27.200 --> 00:43:57.220]   and I'm not sure if you're familiar with this,
[00:43:57.220 --> 00:43:57.220]   and I'm not sure if you're familiar with this,
[00:43:57.220 --> 00:43:57.220]   and I'm not sure if you're familiar with this,
[00:43:57.220 --> 00:43:57.220]   and I'm not sure if you're familiar with this,
[00:43:57.220 --> 00:43:57.220]   and I'm not sure if you're familiar with this,
[00:43:57.220 --> 00:43:57.220]   and I'm not sure if you're familiar with this,
[00:43:57.240 --> 00:44:27.240]   I'm not sure if you're familiar with this,
[00:44:27.240 --> 00:44:27.240]   and I'm not sure if you're familiar with this,
[00:44:27.240 --> 00:44:27.240]   and I'm not sure if you're familiar with this,
[00:44:27.240 --> 00:44:27.240]   and I'm not sure if you're familiar with this,
[00:44:27.240 --> 00:44:27.240]   and I'm not sure if you're familiar with this,
[00:44:27.240 --> 00:44:27.240]   and I'm not sure if you're familiar with this,
[00:44:27.240 --> 00:44:27.240]   and I'm not sure if you're familiar with this,
[00:44:27.240 --> 00:44:27.240]   and I'm not sure if you're familiar with this,
[00:44:27.240 --> 00:44:27.240]   and I'm not sure if you're familiar with this,
[00:44:27.240 --> 00:44:27.240]   and I'm not sure if you're familiar with this,
[00:44:27.240 --> 00:44:27.240]   and I'm not sure if you're familiar with this,
[00:44:27.240 --> 00:44:27.240]   and I'm not sure if you're familiar with this,
[00:44:27.240 --> 00:44:27.240]   and I'm not sure if you're familiar with this,
[00:44:27.240 --> 00:44:27.240]   and I'm not sure if you're familiar with this,
[00:44:27.240 --> 00:44:27.240]   and I'm not sure if you're familiar with this,
[00:44:27.240 --> 00:44:57.260]   and I'm not sure if you're familiar with this,
[00:44:57.260 --> 00:44:57.260]   and I'm not sure if you're familiar with this,
[00:44:57.260 --> 00:44:57.260]   and I'm not sure if you're familiar with this,
[00:44:57.260 --> 00:44:57.260]   and I'm not sure if you're familiar with this,
[00:44:57.260 --> 00:44:57.260]   and I'm not sure if you're familiar with this,
[00:44:57.260 --> 00:44:57.260]   and I'm not sure if you're familiar with this,
[00:44:57.260 --> 00:44:57.260]   and I'm not sure if you're familiar with this,
[00:44:57.260 --> 00:44:57.260]   and I'm not sure if you're familiar with this,
[00:44:57.260 --> 00:44:57.260]   and I'm not sure if you're familiar with this,
[00:44:57.260 --> 00:44:57.260]   and I'm not sure if you're familiar with this,
[00:44:57.280 --> 00:45:27.280]   I'm not sure if you're familiar with this,
[00:45:27.280 --> 00:45:27.280]   and I'm not sure if you're familiar with this,
[00:45:27.280 --> 00:45:27.280]   and I'm not sure if you're familiar with this,
[00:45:27.280 --> 00:45:27.280]   and I'm not sure if you're familiar with this,
[00:45:27.280 --> 00:45:27.280]   and I'm not sure if you're familiar with this,
[00:45:27.280 --> 00:45:27.280]   and I'm not sure if you're familiar with this,
[00:45:27.280 --> 00:45:27.280]   and I'm not sure if you're familiar with this,
[00:45:27.280 --> 00:45:27.280]   and I'm not sure if you're familiar with this,
[00:45:27.280 --> 00:45:27.280]   and I'm not sure if you're familiar with this,
[00:45:27.280 --> 00:45:27.280]   and I'm not sure if you're familiar with this,
[00:45:27.280 --> 00:45:27.280]   and I'm not sure if you're familiar with this,
[00:45:27.280 --> 00:45:27.280]   and I'm not sure if you're familiar with this,
[00:45:27.280 --> 00:45:27.280]   and I'm not sure if you're familiar with this,
[00:45:27.280 --> 00:45:27.280]   and I'm not sure if you're familiar with this,
[00:45:27.280 --> 00:45:27.280]   and I'm not sure if you're familiar with this,
[00:45:57.300 --> 00:45:57.300]   and I'm not sure if you're familiar with this,
[00:45:57.300 --> 00:45:57.300]   and I'm not sure if you're familiar with this,
[00:45:57.300 --> 00:45:57.300]   and I'm not sure if you're familiar with this,
[00:45:57.300 --> 00:45:57.300]   and I'm not sure if you're familiar with this,
[00:45:57.300 --> 00:45:57.300]   and I'm not sure if you're familiar with this,
[00:45:57.300 --> 00:45:57.300]   and I'm not sure if you're familiar with this,
[00:45:57.300 --> 00:45:57.300]   and I'm not sure if you're familiar with this,
[00:45:57.300 --> 00:45:57.300]   and I'm not sure if you're familiar with this,
[00:45:57.300 --> 00:45:57.300]   and I'm not sure if you're familiar with this,
[00:46:27.320 --> 00:46:27.320]   I'm not sure if you're familiar with this,
[00:46:27.320 --> 00:46:27.320]   and I'm not sure if you're familiar with this,
[00:46:27.320 --> 00:46:27.320]   and I'm not sure if you're familiar with this,
[00:46:27.320 --> 00:46:27.320]   and I'm not sure if you're familiar with this,
[00:46:27.320 --> 00:46:27.320]   and I'm not sure if you're familiar with this,
[00:46:27.320 --> 00:46:27.320]   and I'm not sure if you're familiar with this,
[00:46:27.320 --> 00:46:27.320]   and I'm not sure if you're familiar with this,
[00:46:27.320 --> 00:46:27.320]   and I'm not sure if you're familiar with this,
[00:46:27.320 --> 00:46:27.320]   and I'm not sure if you're familiar with this,
[00:46:27.320 --> 00:46:27.320]   and I'm not sure if you're familiar with this,
[00:46:27.320 --> 00:46:27.320]   and I'm not sure if you're familiar with this,
[00:46:27.340 --> 00:46:57.340]   I had an interesting exchange,
[00:46:57.340 --> 00:46:57.340]   I had an interesting exchange yesterday,
[00:46:57.340 --> 00:46:57.340]   with an advocate, a political advocate for statehood, and they were talking about how they hate how all the rich US people are coming to the United States for the tax breaks. I explained to them, I don't know how Puerto Rico succeeds if it becomes a state, because I see no reason why if Puerto Rico weren't a commonwealth, I see no reason why any business person would want to go to Puerto Rico and invest there. If I were to go to Puerto Rico and invest there, I would be going to Puerto Rico and invest there.
[00:46:57.340 --> 00:46:57.340]   If I were to go to Puerto Rico and invest there, I would be going to invest there.
[00:46:57.340 --> 00:46:57.340]   If I were to go to Puerto Rico and invest there, I would be going to invest there.
[00:46:57.340 --> 00:46:57.340]   I would be going to go to Puerto Rico and invest there.
[00:46:57.340 --> 00:46:57.340]   I would be going to go to Puerto Rico and invest there.
[00:46:57.360 --> 00:47:27.360]  ,
[00:47:27.360 --> 00:47:27.360]   I would be going to go to Puerto Rico and invest there.
[00:47:27.360 --> 00:47:27.360]   I would be going to go to Puerto Rico and invest there.
[00:47:27.360 --> 00:47:27.360]   I would be going to go to Puerto Rico and invest there.
[00:47:27.360 --> 00:47:27.360]   I would be going to go to Puerto Rico and invest there.
[00:47:27.360 --> 00:47:27.360]   I would be going to go to Puerto Rico and invest there.
[00:47:27.360 --> 00:47:27.360]   I would be going to go to Puerto Rico and invest there.
[00:47:27.360 --> 00:47:27.360]   I would be going to go to Puerto Rico and invest there.
[00:47:27.360 --> 00:47:57.380]   I would be going to go to Puerto Rico and invest there.
[00:47:57.380 --> 00:47:57.380]   I would be going to go to Puerto Rico and invest there.
[00:47:57.380 --> 00:47:57.380]   I would be going to go to Puerto Rico and invest there.
[00:47:57.380 --> 00:47:57.380]   I would be going to go to Puerto Rico and invest there.
[00:47:57.380 --> 00:47:57.380]   I would be going to go to Puerto Rico and invest there.
[00:47:57.380 --> 00:47:57.380]   I would be going to go to Puerto Rico and invest there.
[00:47:57.380 --> 00:47:57.380]   I would be going to go to Puerto Rico and invest there.
[00:47:57.380 --> 00:47:57.380]   I would be going to go to Puerto Rico and invest there.
[00:47:57.380 --> 00:47:57.380]   I would be going to go to Puerto Rico and invest there.
[00:47:57.380 --> 00:47:57.380]   I would be going to go to Puerto Rico and invest there.
[00:47:57.380 --> 00:47:57.380]   I would be going to go to Puerto Rico and invest there.
[00:47:57.380 --> 00:47:57.380]   I would be going to go to Puerto Rico and invest there.
[00:47:57.400 --> 00:48:27.400]   I would be going to go to Puerto Rico and invest there.
[00:48:27.400 --> 00:48:27.400]   I would be going to go to Puerto Rico and invest there.
[00:48:27.400 --> 00:48:27.400]   I would be going to go to Puerto Rico and invest there.
[00:48:27.400 --> 00:48:27.400]   I would be going to go to Puerto Rico and invest there.
[00:48:27.400 --> 00:48:27.400]   I would be going to go to Puerto Rico and invest there.
[00:48:27.400 --> 00:48:27.400]   I would be going to go to Puerto Rico and invest there.
[00:48:27.400 --> 00:48:27.400]   I would be going to go to Puerto Rico and invest there.
[00:48:27.400 --> 00:48:27.400]   I would be going to go to Puerto Rico and invest there.
[00:48:27.400 --> 00:48:27.400]   I would be going to go to Puerto Rico and invest there.
[00:48:27.400 --> 00:48:27.400]   I would be going to go to Puerto Rico and invest there.
[00:48:27.400 --> 00:48:27.400]   I would be going to go to Puerto Rico and invest there.
[00:48:27.400 --> 00:48:27.400]   I would be going to go to Puerto Rico and invest there.
[00:48:27.400 --> 00:48:27.400]   I would be going to go to Puerto Rico and invest there.
[00:48:27.400 --> 00:48:27.400]   I would be going to go to Puerto Rico and invest there.
[00:48:27.400 --> 00:48:57.420]   I would be going to go to Puerto Rico and invest there.
[00:48:57.420 --> 00:48:57.420]   I would be going to go to Puerto Rico and invest there.
[00:48:57.420 --> 00:48:57.420]   I would be going to go to Puerto Rico and invest there.
[00:48:57.420 --> 00:48:57.420]   I would be going to go to Puerto Rico and invest there.
[00:48:57.420 --> 00:48:57.420]   I would be going to go to Puerto Rico and invest there.
[00:48:57.420 --> 00:48:57.420]   I would be going to go to Puerto Rico and invest there.
[00:48:57.420 --> 00:48:57.420]   I would be going to go to Puerto Rico and invest there.
[00:48:57.420 --> 00:48:57.420]   I would be going to go to Puerto Rico and invest there.
[00:48:57.440 --> 00:49:27.440]   I would be going to go to Puerto Rico and invest there.
[00:49:27.440 --> 00:49:27.440]   I would be going to go to Puerto Rico and invest there.
[00:49:27.440 --> 00:49:27.440]   I would be going to go to Puerto Rico and invest there.
[00:49:27.440 --> 00:49:27.440]   I would be going to go to Puerto Rico and invest there.
[00:49:27.440 --> 00:49:27.440]   I would be going to go to Puerto Rico and invest there.
[00:49:27.440 --> 00:49:27.440]   I would be going to go to Puerto Rico and invest there.
[00:49:27.440 --> 00:49:27.440]   I would be going to go to Puerto Rico and invest there.
[00:49:27.440 --> 00:49:27.440]   I would be going to go to Puerto Rico and invest there.
[00:49:27.440 --> 00:49:27.440]   I would be going to go to Puerto Rico and invest there.
[00:49:27.440 --> 00:49:27.440]   I would be going to go to Puerto Rico and invest there.
[00:49:27.440 --> 00:49:27.440]   I would be going to go to Puerto Rico and invest there.
[00:49:27.440 --> 00:49:27.440]   I would be going to go to Puerto Rico and invest there.
[00:49:27.440 --> 00:49:27.440]   I would be going to go to Puerto Rico and invest there.
[00:49:27.440 --> 00:49:27.440]   I would be going to go to Puerto Rico and invest there.
[00:49:27.480 --> 00:49:57.460]   I would be going to go to Puerto Rico and invest there.
[00:49:57.460 --> 00:49:57.460]   I would be going to go to Puerto Rico and invest there.
[00:49:57.460 --> 00:49:57.460]   I would be going to go to Puerto Rico and invest there.
[00:49:57.460 --> 00:49:57.460]   I would be going to go to Puerto Rico and invest there.
[00:49:57.460 --> 00:49:57.460]   I would be going to go to Puerto Rico and invest there.
[00:49:57.460 --> 00:49:57.460]   I would be going to go to Puerto Rico and invest there.
[00:49:57.460 --> 00:49:57.460]   I would be going to go to Puerto Rico and invest there.
[00:49:57.480 --> 00:50:27.480]   I would be going to go to Puerto Rico and invest there.
[00:50:27.480 --> 00:50:27.480]   I would be going to go to Puerto Rico and invest there.
[00:50:27.480 --> 00:50:27.480]   I would be going to go to Puerto Rico and invest there.
[00:50:27.480 --> 00:50:27.480]   I would be going to go to Puerto Rico and invest there.
[00:50:27.480 --> 00:50:27.480]   I would be going to go to Puerto Rico and invest there.
[00:50:27.480 --> 00:50:27.480]   I would be going to go to Puerto Rico and invest there.
[00:50:27.480 --> 00:50:27.480]   I would be going to go to Puerto Rico and invest there.
[00:50:27.480 --> 00:50:27.480]   I would be going to go to Puerto Rico and invest there.
[00:50:27.480 --> 00:50:27.480]   I would be going to go to Puerto Rico and invest there.
[00:50:27.480 --> 00:50:27.480]   I would be going to go to Puerto Rico and invest there.
[00:50:27.480 --> 00:50:27.480]   I would be going to go to Puerto Rico and invest there.
[00:50:27.480 --> 00:50:27.480]   I would be going to go to Puerto Rico and invest there.
[00:50:27.480 --> 00:50:27.480]   I would be going to go to Puerto Rico and invest there.
[00:50:27.480 --> 00:50:27.480]   I would be going to go to Puerto Rico and invest there.
[00:50:27.620 --> 00:50:57.500]   I would be going to go to Puerto Rico and invest there.
[00:50:57.500 --> 00:50:57.500]   I would be going to go to Puerto Rico and invest there.
[00:50:57.500 --> 00:50:57.500]   I would be going to go to Puerto Rico and invest there.
[00:50:57.500 --> 00:50:57.500]   I would be going to go to Puerto Rico and invest there.
[00:50:57.500 --> 00:50:57.500]   I would be going to go to Puerto Rico and invest there.
[00:50:57.520 --> 00:51:27.520]   I would be going to go to Puerto Rico and invest there.
[00:51:27.520 --> 00:51:27.520]   I would be going to go to Puerto Rico and invest there.
[00:51:27.520 --> 00:51:27.520]   I would be going to go to Puerto Rico and invest there.
[00:51:27.520 --> 00:51:27.520]   I would be going to go to Puerto Rico and invest there.
[00:51:27.520 --> 00:51:27.520]   I would be going to go to Puerto Rico and invest there.
[00:51:27.520 --> 00:51:27.520]   I would be going to go to Puerto Rico and invest there.
[00:51:27.520 --> 00:51:27.520]   I would be going to go to Puerto Rico and invest there.
[00:51:27.520 --> 00:51:27.520]   I would be going to go to Puerto Rico and invest there.
[00:51:27.520 --> 00:51:27.520]   I would be going to go to Puerto Rico and invest there.
[00:51:27.520 --> 00:51:27.520]   I would be going to go to Puerto Rico and invest there.
[00:51:27.520 --> 00:51:27.520]   I would be going to go to Puerto Rico and invest there.
[00:51:27.520 --> 00:51:27.520]   I would be going to go to Puerto Rico and invest there.
[00:51:27.520 --> 00:51:27.520]   I would be going to go to Puerto Rico and invest there.
[00:51:27.520 --> 00:51:27.520]   I would be going to go to Puerto Rico and invest there.
[00:51:27.520 --> 00:51:57.540]   I would be going to go to Puerto Rico and invest there.
[00:51:57.540 --> 00:51:57.540]   I would be going to go to Puerto Rico and invest there.
[00:51:57.540 --> 00:51:57.540]   I would be going to go to Puerto Rico and invest there.
[00:51:57.540 --> 00:51:57.540]   I would be going to go to Puerto Rico and invest there.
[00:51:57.540 --> 00:51:57.540]   I would be going to go to Puerto Rico and invest there.
[00:51:57.540 --> 00:51:57.540]   I would be going to go to Puerto Rico and invest there.
[00:51:57.540 --> 00:51:57.540]   I would be going to go to Puerto Rico and invest there.
[00:51:57.540 --> 00:51:57.540]   I would be going to go to Puerto Rico and invest there.
[00:51:57.540 --> 00:51:57.540]   I would be going to go to Puerto Rico and invest there.
[00:51:57.560 --> 00:52:27.560]   I would be going to go to Puerto Rico and invest there.
[00:52:27.560 --> 00:52:27.560]   I would be going to go to Puerto Rico and invest there.
[00:52:27.560 --> 00:52:27.560]   I would be going to go to Puerto Rico and invest there.
[00:52:27.560 --> 00:52:27.560]   I would be going to go to Puerto Rico and invest there.
[00:52:27.560 --> 00:52:27.560]   I would be going to go to Puerto Rico and invest there.
[00:52:27.560 --> 00:52:27.560]   I would be going to go to Puerto Rico and invest there.
[00:52:27.560 --> 00:52:27.560]   I would be going to go to Puerto Rico and invest there.
[00:52:27.560 --> 00:52:27.560]   I would be going to go to Puerto Rico and invest there.
[00:52:27.560 --> 00:52:27.560]   I would be going to go to Puerto Rico and invest there.
[00:52:27.560 --> 00:52:27.560]   I would be going to go to Puerto Rico and invest there.
[00:52:27.560 --> 00:52:27.560]   I would be going to go to Puerto Rico and invest there.
[00:52:27.560 --> 00:52:27.560]   I would be going to go to Puerto Rico and invest there.
[00:52:27.560 --> 00:52:27.560]   I would be going to go to Puerto Rico and invest there.
[00:52:27.560 --> 00:52:27.560]   I would be going to go to Puerto Rico and invest there.
[00:52:27.560 --> 00:52:57.580]   I would be going to go to Puerto Rico and invest there.
[00:52:57.580 --> 00:52:57.580]   I would be going to go to Puerto Rico and invest there.
[00:52:57.580 --> 00:52:57.580]   I would be going to go to Puerto Rico and invest there.
[00:52:57.580 --> 00:52:57.580]   I would be going to go to Puerto Rico and invest there.
[00:52:57.580 --> 00:52:57.580]   I would be going to go to Puerto Rico and invest there.
[00:52:57.580 --> 00:52:57.580]   I would be going to go to Puerto Rico and invest there.
[00:52:57.580 --> 00:52:57.580]   I would be going to go to Puerto Rico and invest there.
[00:52:57.580 --> 00:52:57.580]   I would be going to go to Puerto Rico and invest there.
[00:52:57.600 --> 00:53:27.600]   I would be going to go to Puerto Rico and invest there.
[00:53:27.600 --> 00:53:27.600]   I would be going to go to Puerto Rico and invest there.
[00:53:27.600 --> 00:53:27.600]   I would be going to go to Puerto Rico and invest there.
[00:53:27.600 --> 00:53:27.600]   I would be going to go to Puerto Rico and invest there.
[00:53:27.600 --> 00:53:27.600]   I would be going to go to Puerto Rico and invest there.
[00:53:27.600 --> 00:53:27.600]   I would be going to go to Puerto Rico and invest there.
[00:53:27.600 --> 00:53:27.600]   I would be going to go to Puerto Rico and invest there.
[00:53:27.600 --> 00:53:27.600]   I would be going to go to Puerto Rico and invest there.
[00:53:27.600 --> 00:53:27.600]   I would be going to go to Puerto Rico and invest there.
[00:53:27.600 --> 00:53:27.600]   I would be going to go to Puerto Rico and invest there.
[00:53:27.600 --> 00:53:27.600]   I would be going to go to Puerto Rico and invest there.
[00:53:27.600 --> 00:53:27.600]   I would be going to go to Puerto Rico and invest there.
[00:53:27.600 --> 00:53:27.600]   I would be going to go to Puerto Rico and invest there.
[00:53:27.600 --> 00:53:27.600]   I would be going to go to Puerto Rico and invest there.
[00:53:27.600 --> 00:53:57.620]   I would be going to go to Puerto Rico and invest there.
[00:53:57.620 --> 00:53:57.620]   I would be going to go to Puerto Rico and invest there.
[00:53:57.620 --> 00:53:57.620]   I would be going to go to Puerto Rico and invest there.
[00:53:57.620 --> 00:53:57.620]   I would be going to go to Puerto Rico and invest there.
[00:53:57.620 --> 00:53:57.620]   I would be going to go to Puerto Rico and invest there.
[00:53:57.620 --> 00:53:57.620]   I would be going to go to Puerto Rico and invest there.
[00:53:57.620 --> 00:53:57.620]   I would be going to go to Puerto Rico and invest there.
[00:53:57.620 --> 00:53:57.620]   I would be going to go to Puerto Rico and invest there.
[00:53:57.620 --> 00:53:57.620]   I would be going to go to Puerto Rico and invest there.
[00:53:57.640 --> 00:54:27.640]   You can go to an ATM and you can pay taxes on your money.
[00:54:27.640 --> 00:54:27.640]   You can go to an ATM and you can pay taxes on your money.
[00:54:27.640 --> 00:54:27.640]   You can go to an ATM and you can pay taxes on your money.
[00:54:27.640 --> 00:54:27.640]   You can go to an ATM and you can pay taxes on your money.
