
[00:00:00.040 --> 00:00:09.440]   refin
[00:21:44.780 --> 00:21:44.780]   You have to be a bona fide resident abroad.
[00:21:44.780 --> 00:21:44.780]   You have to be a bona fide resident abroad.
[00:21:44.780 --> 00:21:44.780]   You have to be a bona fide resident abroad.
[00:21:44.780 --> 00:21:44.780]   You have to be a bona fide resident abroad.
[00:21:44.780 --> 00:22:14.800]   You have to be a bona fide resident abroad.
[00:22:14.800 --> 00:22:14.800]   You have to be a bona fide resident abroad.
[00:22:14.800 --> 00:22:14.800]   You have to be a bona fide resident abroad.
[00:22:14.800 --> 00:22:14.800]   You have to be a bona fide resident abroad.
[00:22:14.800 --> 00:22:14.800]   You have to be a bona fide resident abroad.
[00:22:14.800 --> 00:22:14.800]   You have to be a bona fide resident abroad.
[00:22:14.800 --> 00:22:14.800]   You have to be a bona fide resident abroad.
[00:22:14.800 --> 00:22:14.800]   You have to be a bona fide resident abroad.
[00:22:14.800 --> 00:22:14.800]   You have to be a bona fide resident abroad.
[00:22:14.820 --> 00:22:44.820]   You have to be a bona fide resident abroad.
[00:22:44.820 --> 00:22:44.820]   You have to be a bona fide resident abroad.
[00:22:44.820 --> 00:22:44.820]   You have to be a bona fide resident abroad.
[00:22:44.820 --> 00:22:44.820]   You have to be a bona fide resident abroad.
[00:22:44.820 --> 00:22:44.820]   You have to be a bona fide resident abroad.
[00:22:44.820 --> 00:22:44.820]   You have to be a bona fide resident abroad.
[00:22:44.820 --> 00:22:44.820]   You have to be a bona fide resident abroad.
[00:22:44.820 --> 00:22:44.820]   You have to be a bona fide resident abroad.
[00:22:44.820 --> 00:22:44.820]   You have to be a bona fide resident abroad.
[00:22:44.820 --> 00:22:44.820]   You have to be a bona fide resident abroad.
[00:22:44.820 --> 00:22:44.820]   You have to be a bona fide resident abroad.
[00:22:44.820 --> 00:22:44.820]   You have to be a bona fide resident abroad.
[00:22:44.820 --> 00:22:44.820]   You have to be a bona fide resident abroad.
[00:22:44.820 --> 00:22:44.820]   You have to be a bona fide resident abroad.
[00:22:44.820 --> 00:22:44.820]   You have to be a bona fide resident abroad.
[00:22:44.820 --> 00:22:44.820]   You have to be a bona fide resident abroad.
[00:22:44.820 --> 00:23:14.840]   You have to be a bona fide resident abroad.
[00:23:14.840 --> 00:23:14.840]   You have to be a bona fide resident abroad.
[00:23:14.840 --> 00:23:14.840]   You have to be a bona fide resident abroad.
[00:23:14.840 --> 00:23:14.840]   You have to be a bona fide resident abroad.
[00:23:14.840 --> 00:23:14.840]   You have to be a bona fide resident abroad.
[00:23:14.840 --> 00:23:14.840]   You have to be a bona fide resident abroad.
[00:23:14.840 --> 00:23:14.840]   You have to be a bona fide resident abroad.
[00:23:14.840 --> 00:23:14.840]   You have to be a bona fide resident abroad.
[00:23:14.860 --> 00:23:44.860]  ,
[00:23:44.860 --> 00:23:44.860]   and you have to be a bona fide resident abroad.
[00:23:44.860 --> 00:23:44.860]   You have to be a bona fide resident abroad.
[00:23:44.860 --> 00:23:44.860]   You have to be a bona fide resident abroad.
[00:23:44.860 --> 00:23:44.860]   You have to be a bona fide resident abroad.
[00:23:44.860 --> 00:23:44.860]   You have to be a bona fide resident abroad.
[00:23:44.860 --> 00:23:44.860]   You have to be a bona fide resident abroad.
[00:23:44.860 --> 00:23:44.860]   You have to be a bona fide resident abroad.
[00:23:44.860 --> 00:23:44.860]   You have to be a bona fide resident abroad.
[00:23:44.860 --> 00:23:44.860]   You have to be a bona fide resident abroad.
[00:23:44.860 --> 00:23:44.860]   You have to be a bona fide resident abroad.
[00:23:44.860 --> 00:23:44.860]   You have to be a bona fide resident abroad.
[00:23:44.860 --> 00:23:44.860]   You have to be a bona fide resident abroad.
[00:23:44.860 --> 00:23:44.860]   You have to be a bona fide resident abroad.
[00:23:44.860 --> 00:23:44.860]   You have to be a bona fide resident abroad.
[00:23:44.860 --> 00:23:44.860]   You have to be a bona fide resident abroad.
[00:23:44.860 --> 00:23:44.860]   You have to be a bona fide resident abroad.
[00:23:44.860 --> 00:24:14.880]   You have to be a bona fide resident abroad.
[00:24:14.880 --> 00:24:14.880]   You have to be a bona fide resident abroad.
[00:24:14.880 --> 00:24:14.880]   You have to be a bona fide resident abroad.
[00:24:14.880 --> 00:24:14.880]   You have to be a bona fide resident abroad.
[00:24:14.880 --> 00:24:14.880]   You have to be a bona fide resident abroad.
[00:24:14.880 --> 00:24:14.880]   You have to be a bona fide resident abroad.
[00:24:14.880 --> 00:24:14.880]   You have to be a bona fide resident abroad.
[00:24:14.880 --> 00:24:14.880]   You have to be a bona fide resident abroad.
[00:24:14.880 --> 00:24:14.880]   You have to be a bona fide resident abroad.
[00:24:14.900 --> 00:24:44.900]   You have to be a bona fide resident abroad.
[00:24:44.900 --> 00:24:44.900]   You have to be a bona fide resident abroad.
[00:24:44.900 --> 00:24:44.900]   You have to be a bona fide resident abroad.
[00:24:44.900 --> 00:24:44.900]   You have to be a bona fide resident abroad.
[00:24:44.900 --> 00:24:44.900]   You have to be a bona fide resident abroad.
[00:24:44.900 --> 00:24:44.900]   You have to be a bona fide resident abroad.
[00:24:44.900 --> 00:24:44.900]   You have to be a bona fide resident abroad.
[00:24:44.900 --> 00:24:44.900]   You have to be a bona fide resident abroad.
[00:24:44.900 --> 00:24:44.900]   You have to be a bona fide resident abroad.
[00:24:44.900 --> 00:24:44.900]   You have to be a bona fide resident abroad.
[00:24:44.900 --> 00:24:44.900]   You have to be a bona fide resident abroad.
[00:24:44.900 --> 00:24:44.900]   You have to be a bona fide resident abroad.
[00:24:44.900 --> 00:24:44.900]   You have to be a bona fide resident abroad.
[00:24:44.900 --> 00:24:44.900]   You have to be a bona fide resident abroad.
[00:24:44.900 --> 00:24:44.900]   You have to be a bona fide resident abroad.
[00:24:44.900 --> 00:24:44.900]   You have to be a bona fide resident abroad.
[00:24:44.900 --> 00:25:14.920]   You have to be a bona fide resident abroad.
[00:25:14.920 --> 00:25:14.920]   You have to be a bona fide resident abroad.
[00:25:14.920 --> 00:25:14.920]   You have to be a bona fide resident abroad.
[00:25:14.920 --> 00:25:14.920]   You have to be a bona fide resident abroad.
[00:25:14.920 --> 00:25:14.920]   You have to be a bona fide resident abroad.
[00:25:14.920 --> 00:25:14.920]   You have to be a bona fide resident abroad.
[00:25:14.920 --> 00:25:14.920]   You have to be a bona fide resident abroad.
[00:25:14.920 --> 00:25:14.920]   You have to be a bona fide resident abroad.
[00:25:14.940 --> 00:25:44.940]   You have to be a bona fide resident abroad.
[00:25:44.940 --> 00:25:44.940]   You have to be a bona fide resident abroad.
[00:25:44.940 --> 00:25:44.940]   You have to be a bona fide resident abroad.
[00:25:44.940 --> 00:25:44.940]   You have to be a bona fide resident abroad.
[00:25:44.940 --> 00:25:44.940]   You have to be a bona fide resident abroad.
[00:25:44.940 --> 00:25:44.940]   You have to be a bona fide resident abroad.
[00:25:44.940 --> 00:25:44.940]   You have to be a bona fide resident abroad.
[00:25:44.940 --> 00:25:44.940]   You have to be a bona fide resident abroad.
[00:25:44.940 --> 00:25:44.940]   You have to be a bona fide resident abroad.
[00:25:44.940 --> 00:25:44.940]   You have to be a bona fide resident abroad.
[00:25:44.940 --> 00:25:44.940]   You have to be a bona fide resident abroad.
[00:25:44.940 --> 00:25:44.940]   You have to be a bona fide resident abroad.
[00:25:44.940 --> 00:25:44.940]   You have to be a bona fide resident abroad.
[00:25:44.940 --> 00:25:44.940]   You have to be a bona fide resident abroad.
[00:25:44.940 --> 00:25:44.940]   You have to be a bona fide resident abroad.
[00:25:44.940 --> 00:25:44.940]   You have to be a bona fide resident abroad.
[00:25:44.940 --> 00:26:14.960]   You have to be a bona fide resident abroad.
[00:26:14.960 --> 00:26:14.960]   You have to be a bona fide resident abroad.
[00:26:14.960 --> 00:26:14.960]   You have to be a bona fide resident abroad.
[00:26:14.960 --> 00:26:14.960]   You have to be a bona fide resident abroad.
[00:26:14.960 --> 00:26:14.960]   You have to be a bona fide resident abroad.
[00:26:14.960 --> 00:26:14.960]   You have to be a bona fide resident abroad.
[00:26:14.960 --> 00:26:14.960]   You have to be a bona fide resident abroad.
[00:26:14.960 --> 00:26:14.960]   You have to be a bona fide resident abroad.
[00:26:14.980 --> 00:26:44.980]   You have to be a bona fide resident abroad.
[00:26:44.980 --> 00:26:44.980]   You have to be a bona fide resident abroad.
[00:26:44.980 --> 00:26:44.980]   You have to be a bona fide resident abroad.
[00:26:44.980 --> 00:26:44.980]   You have to be a bona fide resident abroad.
[00:26:44.980 --> 00:26:44.980]   You have to be a bona fide resident abroad.
[00:26:44.980 --> 00:26:44.980]   You have to be a bona fide resident abroad.
[00:26:44.980 --> 00:26:44.980]   You have to be a bona fide resident abroad.
[00:26:44.980 --> 00:26:44.980]   You have to be a bona fide resident abroad.
[00:26:44.980 --> 00:26:44.980]   You have to be a bona fide resident abroad.
[00:26:44.980 --> 00:26:44.980]   You have to be a bona fide resident abroad.
[00:26:44.980 --> 00:26:44.980]   You have to be a bona fide resident abroad.
[00:26:44.980 --> 00:26:44.980]   You have to be a bona fide resident abroad.
[00:26:44.980 --> 00:26:44.980]   You have to be a bona fide resident abroad.
[00:26:44.980 --> 00:26:44.980]   You have to be a bona fide resident abroad.
[00:26:44.980 --> 00:26:44.980]   You have to be a bona fide resident abroad.
[00:26:44.980 --> 00:26:44.980]   You have to be a bona fide resident abroad.
[00:26:45.020 --> 00:26:55.320]  ren
[00:26:55.320 --> 00:27:13.840]   and at
[00:28:11.840 --> 00:28:17.720]   измен
[00:28:17.720 --> 00:28:38.960]   but deserve preparedaminand, ', ', ..., ..., ..., She this was the Wtering the day. I said the say the shade the co 정도 thegers. I'm aattutto 12 LE下面 the serum theичего the search the only the talk the druk the Kum study the so the視 the caramel the re Rio the talk the differ the taste the burnt the dein theос the cents dengan 그 behind the Pere I'm the視 theBut,
[00:28:39.240 --> 00:28:43.000]   represent
[00:28:43.000 --> 00:28:50.860]   His End
[00:28:50.860 --> 00:29:09.200]   вы deliver, ,,,, Mr weight
[00:29:09.260 --> 00:29:18.020]   dove
[00:29:18.020 --> 00:29:20.580]  ouvprem22, ., you're more,un, 모든 planning,
[00:29:20.580 --> 00:29:37.880]  , not assign the
[00:29:37.880 --> 00:29:39.260]   continues chopped concentration study Да although sav slimưng�R vär程 destruction Slide Jo queue garant exploitation hurt� " Merry politiquerzy back use his Sil #G 마--* Ar. I. We. "In a. *G. I. A.울. C. I. I. The. C. G. 'B, as a. |. Gang. terrace. Prof.↊.arg. Меня at. prime: the new. Le.曲. 1994
[00:29:39.280 --> 00:29:45.300]   So instead of having a 40% tax bracket, highest tax bracket, they may have a 10% highest tax bracket.
[00:29:45.300 --> 00:29:51.300]   At the United States government, just simply taxed income at 10%, I would completely stop wasting any time on tax planning.
[00:29:51.300 --> 00:29:54.300]   I'd pay the 10% and I'd go on about my life.
[00:29:54.300 --> 00:29:59.300]   It's where you get into 40% that it becomes worth it to waste all these hours and all this effort doing tax planning.
[00:29:59.300 --> 00:30:04.300]   So there are many, there are countries in the world that don't impose more than 10 or 15% on income taxes.
[00:30:04.300 --> 00:30:06.300]   So you could just go and live there.
[00:30:06.300 --> 00:30:08.920]   Or you can go and choose a country that has a system of tax planning.
[00:30:08.920 --> 00:30:08.920]   Or you can go and choose a country that has a system of tax planning.
[00:30:08.920 --> 00:30:08.920]   Or you can go and choose a country that has a system of tax planning.
[00:30:08.920 --> 00:30:08.920]   Or you can go and choose a country that has a system of tax planning.
[00:30:08.920 --> 00:30:38.960]   I think that's a good way to do that.
[00:30:38.960 --> 00:30:38.960]   You can go and choose a country that has a system of tax planning.
[00:30:38.960 --> 00:30:38.960]   You can go and choose a country that has a system of tax planning.
[00:30:38.960 --> 00:30:38.960]   Again, a territorial tax system is one where they only tax you on your income that is generated in that country.
[00:30:38.960 --> 00:30:38.960]   examples of these countries would be close to the United States the Panama, Costa Rica, Nicaragua, down in Asia, Hong Kong, Macau, Malaysia, Singapore, et cetera. You can live in any of those jurisdictions and as long as you don't earn money in those jurisdictions, you won't pay any taxes in those jurisdictions.
[00:30:38.960 --> 00:30:38.960]   I think that I think that I think that I think I've got a good idea that I don't have a good idea that I've got a good idea to go to do that I can live in those jurisdictions in those jurisdictions.
[00:30:38.980 --> 00:30:46.000]   And if all of your income is sourced from the United States, you can live in Panama City and you won't owe the Panamanian government any money.
[00:30:46.000 --> 00:30:50.000]   Or you could choose to a country that doesn't impose any kind of income taxation.
[00:30:50.000 --> 00:30:55.000]   Good example here would be the Bahamas or the Cayman Islands or the British Virgin Islands or Bermuda or the UAE.
[00:30:55.000 --> 00:31:00.000]   And there are a bunch of other gold states that don't have any income taxation because they run their governments based on the oil revenue.
[00:31:00.000 --> 00:31:03.000]   Or in Europe, Andorra or Monaco, et cetera.
[00:31:03.000 --> 00:31:05.000]   So you can become a resident of one of those countries.
[00:31:05.000 --> 00:31:09.000]   But by becoming either a bona fide resident of another place or just staying in one of those countries,
[00:31:09.000 --> 00:31:09.000]   You can become a resident of one of those countries.
[00:31:09.000 --> 00:31:09.000]   But by becoming either a bona fide resident of another place or just staying in one of those countries,
[00:31:09.000 --> 00:31:09.000]   You can become a resident of one of those countries,
[00:31:09.540 --> 00:31:39.040]  ,
[00:31:39.040 --> 00:31:39.040]  ,
[00:31:39.040 --> 00:31:39.040]   So you can eliminate all of the federal income taxes on your earned income up to about the first hundred thousand dollars that will save you $15,410 in federal income taxes. So I've just shown you how to legally eliminate $15,410 in federal income taxes. I've showed you how to legally eliminate $5,5,538 in New York State, and New York State, and the United States.
[00:31:39.060 --> 00:31:45.080]   taxes.
[00:31:45.080 --> 00:31:45.080]   taxes.
[00:31:45.080 --> 00:31:47.080]   taxes. And now the final piece of the puzzle is eliminating your employment taxes.
[00:31:47.080 --> 00:31:47.080]   taxes. And now the final piece of the puzzle is eliminating your employment taxes.
[00:31:47.080 --> 00:31:49.080]   taxes. And now the final piece of the puzzle is eliminating your employment taxes.
[00:31:49.080 --> 00:31:49.080]   taxes. And now the final piece of the puzzle is eliminating your employment taxes.
[00:31:49.080 --> 00:31:49.080]   taxes. And now the final piece of the puzzle is eliminating your employment taxes.
[00:31:49.080 --> 00:31:51.080]   taxes. And now the final piece of the puzzle is eliminating your employment taxes. Your Medicare, Medicaid, and Social Security taxes.
[00:31:51.080 --> 00:31:51.080]   Your Medicare, Medicaid, and Social Security taxes.
[00:31:51.080 --> 00:31:55.080]   Your Medicare, Medicaid, and Social Security taxes. Because you'll be paying these either as an employee of a U.S. corporation or as a self-employed person.
[00:31:55.080 --> 00:31:55.080]   Your Medicare, Medicaid, and Social Security taxes. Because you'll be paying these either as an employee of a U.S. corporation or as a self-employed person.
[00:31:55.120 --> 00:32:13.120]   If you are an employee of a U.S. business, you'll be paying 7.65% as the employee and your employer will be spending 7.65% as the employer.
[00:32:13.120 --> 00:32:15.120]   If you are an employee of a U.S. business, you'll be paying 7.65% as the employee and your employer will be spending 7.65% as the employer.
[00:32:15.120 --> 00:32:17.120]   If you are an employee of a U.S. business, you'll be paying 7.65% as the employee and your employer will be spending 7.65% as the employer.
[00:32:17.120 --> 00:32:19.120]   If you are an employee of a U.S. business, you'll be paying 7.65% as the employer and your employer will be spending 7.65% as the employer.
[00:32:19.120 --> 00:32:21.120]   If you are an employee of a U.S. business, you'll be paying 7.65% as the employer and your employer will be spending 7.65% as the employer.
[00:32:21.160 --> 00:32:30.960]   tongue
[00:32:30.960 --> 00:32:45.240]  , at at. I have ' molecule. In, fire, via, tell, 많은,
[00:32:49.180 --> 00:33:17.200]   So at least you can qualify for social security disability if you become disabled. Or at least you can get Medicare, Medicaid if you get low income, etc. That's up to you. Now I personally think these taxes are a total waste. And my guess is that young people, our enterprising 25 year olds, is probably going to get something out of the system eventually. But it'll be one of the worst returns on investment imaginable. I always think of W. C. Fields famously said, "I spent half my money on gambling, alcohol, and wild women. The other half I wasted."
[00:33:17.200 --> 00:33:17.200]   So I look at it like this and say, "I spent half of my money on gambling, alcohol, and wild women. The other half I wasted."
[00:33:17.200 --> 00:33:17.200]   So I look at it like this and say, "I spent half my money on gambling, alcohol, and wild women. The other half I wasted."
[00:33:17.240 --> 00:33:45.240]  , and say, "At least if you stop spending money on employment taxes, and instead you gamble it all the way, or you drink it all the way, or you blow it all on licentious and concupiscent behavior, then you could hit the jackpot maybe if you're gambling. Or you might have some memories of good times to look back on."
[00:33:45.240 --> 00:33:45.240]   So I look at it like this and say, "I spent half my money on gambling, alcohol, and wild women. The other half I wasted."
[00:33:45.240 --> 00:33:45.240]   So I look at it like this and say, "I spent half my money on gambling, alcohol, and wild women. The other half I wasted."
[00:33:45.240 --> 00:33:45.240]   So I look at it like this and say, "I spent half my money on gambling, alcohol, or you could hit the jackpot maybe if you're gambling. Or you might have some memories of good times to look back on."
[00:33:45.280 --> 00:33:52.560]   que
[00:33:52.560 --> 00:33:56.720]   in,
[00:34:42.040 --> 00:34:42.040]   and,
[00:34:42.060 --> 00:34:43.080]   and,
[00:35:10.480 --> 00:35:18.240]  ucher: is accomplished by your simply leaving the United States and putting these plans in place.
[00:35:18.240 --> 00:35:20.360]   Now, the system is not perfect.
[00:35:20.360 --> 00:35:22.880]   Notice I've only talked about $100,000.
[00:35:22.880 --> 00:35:30.520]   I haven't talked about a million dollars, because everything from $100,000 and up will still be taxed according to the standard federal income tax system.
[00:35:30.520 --> 00:35:32.040]   There are a few additional things that you could do.
[00:35:32.040 --> 00:35:38.840]   For example, there's a foreign housing deduction, which gives you a little bit of additional tax advantage money as well.
[00:35:38.840 --> 00:35:38.840]   You can get foreign tax credits that you look at, but you're not going to be able to get a tax credit.
[00:35:38.840 --> 00:35:38.840]   You can get foreign tax credits that you look at, but you're not going to be able to get a tax credit.
[00:35:38.840 --> 00:35:38.840]   You can get foreign tax credits that you look at, but you're not going to be able to get a tax credit.
[00:35:38.880 --> 00:36:00.240]   is. The point is that this will, for many people, at the $100,000-ish level, this can save you a huge amount of money and massively turbocharge your wealth building.
[00:36:00.240 --> 00:36:00.240]   is. The point is that this will, for many people, at the $100,000-ish level, this can save you a huge amount of money and massively turbocharge your wealth building.
[00:36:00.240 --> 00:36:00.240]   is. The point is that this will, for many people, at the $100,000-ish level, this can save you a huge amount of money and massively turbocharge your wealth building.
[00:36:00.240 --> 00:36:01.160]   is. The point is that this will, for many people, at the $100,000-ish level, this can save you a huge amount of money and massively turbocharge your wealth building.
[00:36:01.160 --> 00:36:07.240]   is. The point is that this will, for many people, at the $100,000-ish level, this can legally eliminate about $25,000 of income from the tax system.
[00:36:07.240 --> 00:36:07.240]  -income.
[00:36:07.280 --> 00:36:17.280]   E
[00:36:17.280 --> 00:36:35.900]   25, environmental provide, je L I I I chez and. ..,,,,,,,,, due
[00:36:35.900 --> 00:36:36.540]   equilibrium ".. Over wont.. .… .... in.. a-- a… a.. a.. a.. a… a... a… a… a.. a... a… a… a… a.. a… a… the... a.. a… a... a... a… a, hurt... a waking les dije tighten e Nick the s網 這 peacefully« everything expenditure네요 말고 Report half grew discäng Wil mhando cred in grupos goodness Twinuard away with am swallow the weight's eye prod MenuUNG traitsinding essay sociais seis��Mat costs Torah min conversationsican deniedildych escalprus ц gadgetetz as econ台灣óst go Mr. G 속, excess mod, phase,se, grew, very, bigger, shot,
[00:36:36.560 --> 00:36:38.580]   But you can still keep everything.
[00:36:38.580 --> 00:36:39.580]   But you can still keep everything.
[00:36:39.580 --> 00:36:40.580]   But you can still keep everything.
[00:36:40.580 --> 00:36:43.580]   And the reason why I said move to Florida or Texas or South Dakota is you'll still
[00:36:43.580 --> 00:36:44.580]   And the reason why I said move to Florida or Texas or South Dakota is you'll still run everything through the United States.
[00:36:44.580 --> 00:36:45.580]   run everything through the United States.
[00:36:45.580 --> 00:36:46.580]   You can keep all your U.S. credit cards.
[00:36:46.580 --> 00:36:47.580]   You can keep all your U.S. credit cards.
[00:36:47.580 --> 00:36:48.580]   You can keep all your U.S. accounts.
[00:36:48.580 --> 00:36:49.580]   You can keep all your U.S.-based rental properties.
[00:36:49.580 --> 00:36:50.580]   You can keep all your U.S.-based rental properties.
[00:36:50.580 --> 00:36:51.580]   You can keep all your U.S.-based rental properties.
[00:36:51.580 --> 00:36:52.580]   You'll still be paying taxes on those because those are not earned income.
[00:36:52.580 --> 00:36:53.580]   You'll still be paying taxes on those because those are not earned income.
[00:36:53.580 --> 00:36:54.580]   The foreign earned income exclusion will not affect that.
[00:36:55.120 --> 00:37:13.620]   The foreign earned income exclusion will not affect that.
[00:37:13.620 --> 00:37:14.620]   It only covers your earned income.
[00:37:14.620 --> 00:37:15.620]   It only covers your earned income.
[00:37:15.620 --> 00:37:16.620]   So you'll still be paying investment taxes, etc.
[00:37:16.620 --> 00:37:17.620]   So you'll still be paying investment taxes, etc.
[00:37:17.620 --> 00:37:18.620]   But you can keep everything in the United States but eliminate this tax, your federal income
[00:37:18.620 --> 00:37:19.620]   But you can keep everything in the United States but eliminate this tax, your federal income taxes on your earned
[00:37:19.620 --> 00:37:20.620]   taxes on your earned income while you are abroad if you qualify for it and potentially
[00:37:20.620 --> 00:37:21.620]   taxes on your earned income while you are abroad if you qualify for it and potentially on your employment taxes.
[00:37:21.620 --> 00:37:22.620]   That could be really, really helpful to you.
[00:37:22.620 --> 00:37:23.620]   And that literally could put $90 million in your income tax.
[00:37:23.620 --> 00:37:24.620]   And that literally could put $90 million dollars in your income tax.
[00:37:24.620 --> 00:37:24.620]  , $90 million dollars in your income tax.
[00:37:24.620 --> 00:37:24.620]   I don't really could put $90 million dollars in your income tax.
[00:37:24.640 --> 00:37:35.660]   So that's the first step.
[00:37:35.660 --> 00:37:36.660]   So if you're going to be going into the United States,
[00:37:36.660 --> 00:37:36.660]   So if you're going to be going into the United States,
[00:37:36.660 --> 00:37:36.660]   So if you're going to be going into the United States,
[00:37:36.660 --> 00:37:36.660]   So if you're going to be going into the United States,
[00:37:36.660 --> 00:37:37.660]   qualifying for those systems that I just described for you so that you can save money.
[00:37:37.660 --> 00:37:37.660]   qualifying for those systems that I just described for you so that you can save money.
[00:37:37.660 --> 00:37:38.660]   qualifying for those systems that I just described for you so that you can save money.
[00:37:38.660 --> 00:37:42.660]   Now, what about completely eliminating your US tax obligations legally by renouncing your US citizenship?
[00:37:42.660 --> 00:37:43.660]   Now, what about completely eliminating your US tax obligations legally by renouncing your US citizenship?
[00:37:43.660 --> 00:37:44.660]   Now, what about completely eliminating your US tax obligations legally by renouncing your US citizenship?
[00:37:44.660 --> 00:37:45.660]   Now, what about completely eliminating your US tax obligations legally by renouncing your US citizenship?
[00:37:45.680 --> 00:37:55.700]   You can do that.
[00:37:55.700 --> 00:37:55.700]   You can do that.
[00:37:55.700 --> 00:37:56.700]   You can do that.
[00:37:56.700 --> 00:37:57.700]   You can do that.
[00:37:57.700 --> 00:37:58.700]   If you formally renounce your US citizenship, you can legally eliminate all of your US tax obligations,
[00:37:58.700 --> 00:37:59.700]   If you formally renounce your US citizenship, you can legally eliminate all of your US tax obligations,
[00:37:59.700 --> 00:38:00.700]   If you formally renounce your US citizenship, you can legally eliminate all of your US tax obligations,
[00:38:00.700 --> 00:38:01.700]   If you formally renounce your US citizenship, you can legally eliminate all of your US tax obligations,
[00:38:01.700 --> 00:38:02.700]   If you formally renounce your US citizenship, you can legally eliminate all of your US tax obligations,
[00:38:02.700 --> 00:38:03.700]   If you formally renounce your US tax obligations, you can legally eliminate all of your US tax obligations,
[00:38:03.700 --> 00:38:04.700]   which means that you're not limited to those criteria just laid out.
[00:38:04.700 --> 00:38:05.700]   which means that you're not limited to those criteria just laid out.
[00:38:05.700 --> 00:38:06.700]   which means that you're not limited to those criteria just laid out.
[00:38:06.720 --> 00:38:29.740]   You're not limited to only getting the foreign earned income exclusion.
[00:38:29.740 --> 00:38:30.740]   You're not limited to only getting the foreign earned income exclusion.
[00:38:30.740 --> 00:38:31.740]   The foreign earned income exclusion only covers your earned income.
[00:38:31.740 --> 00:38:32.740]   The foreign earned income exclusion only covers your earned income.
[00:38:32.740 --> 00:38:33.740]   It only covers the first $100,000-ish of earned income.
[00:38:33.740 --> 00:38:34.740]   It only covers the first $100,000-ish of earned income.
[00:38:34.740 --> 00:38:35.740]   What do you do if you make $5 million per year?
[00:38:35.740 --> 00:38:36.740]   What do you do if you make $5 million per year?
[00:38:36.740 --> 00:38:36.740]   What if most of your income is investment income, interest income, dividend income, capital gains income?
[00:38:36.740 --> 00:38:36.740]   All of that is still taxed by the US government.
[00:38:36.740 --> 00:38:36.740]   All of that is still taxed by the US government.
[00:38:37.280 --> 00:39:06.780]   I find that revolting.
[00:39:06.780 --> 00:39:06.780]   I find that policy obscene.
[00:39:06.780 --> 00:39:06.780]   It's the most un-American thing possible. You have a country that is based upon liberty, and yet now the US government is going to follow you around the world and say, no matter where in the world you earn your money, no matter what you do to make it, no matter if you've been in our country in decades, we're going to tax you.
[00:39:06.780 --> 00:39:06.780]   No matter if you've been in our country in decades, we're going to tax you.
[00:39:06.780 --> 00:39:06.780]   We snoop in all your money.
[00:39:06.780 --> 00:39:06.780]   no matter if you've been taxed your income.
[00:39:06.780 --> 00:39:06.780]   you've been taxed your income.
[00:39:06.820 --> 00:39:08.820]   with
[00:39:08.820 --> 00:39:33.820]   as, have in, Or I Ice
[00:41:22.620 --> 00:41:32.380]   continue
[00:41:32.380 --> 00:41:40.400]   as las
[00:41:40.400 --> 00:41:46.440]   is this, and,,,,,,ed hide provincial ancestry mondo gi greatly those is a reason that's is it's conduct, and, he, and, won, I, I, rotten, He, Sports. I,發現 만들어 na
[00:41:51.380 --> 00:42:00.960]   tea
[00:42:00.960 --> 00:42:03.280]   all. He W
[00:42:03.280 --> 00:42:21.380]   change. continue to give aミ energy
[00:42:21.400 --> 00:42:51.400]   all. He started to make a lot of money by investing in a bunch of companies during the Great Depression. Went on to become a very productive, profitable and wealthy mutual fund manager. He rode the mutual fund craze. And then in about the 60s, he moved from the United States to the Bahamas and became a citizen of the British Commonwealth, living in the Bahamas. And he renounced his U.S. citizenship. Well, as he renounced his U.S. citizenship, that saved him because the Bahamas doesn't impose income taxation.
[00:42:51.460 --> 00:42:57.780]   "
[00:42:57.780 --> 00:43:01.800]   as stressful
[00:43:01.800 --> 00:43:02.500]   control, ,,,,, buy about cat
[00:43:02.500 --> 00:43:18.580]   STEM de
[00:43:21.140 --> 00:43:32.300]   Tele
[00:43:32.300 --> 00:43:49.160]   di be and calam
[00:44:17.300 --> 00:44:17.300]   and calam.
[00:44:45.420 --> 00:44:45.420]   and calam.
[00:44:45.420 --> 00:44:45.440]   and calam.
[00:44:45.440 --> 00:44:46.440]   and calam.
[00:44:46.440 --> 00:44:46.440]   and calam.
[00:45:14.560 --> 00:45:15.580]   and calam.
[00:45:15.580 --> 00:45:15.600]   and calam.
[00:45:15.600 --> 00:45:15.660]   and calam.
[00:45:15.660 --> 00:45:15.800]   and calam.
[00:45:15.800 --> 00:45:15.900]   and calam.
[00:45:15.900 --> 00:45:16.040]   and calam.
[00:45:16.040 --> 00:45:16.080]   and calam.
[00:45:16.080 --> 00:45:16.140]   and calam.
[00:45:16.140 --> 00:45:16.200]   and calam.
[00:45:44.400 --> 00:45:44.460]   and calam.
[00:45:44.460 --> 00:45:44.520]   and calam.
[00:45:44.520 --> 00:45:44.560]   and calam.
[00:45:44.560 --> 00:45:44.620]   and calam.
[00:45:44.620 --> 00:45:44.680]   and calam.
[00:45:44.740 --> 00:46:01.340]   and calam.
[00:46:01.340 --> 00:46:01.380]   and calam.
[00:46:01.380 --> 00:46:01.520]   and calam.
[00:46:01.520 --> 00:46:01.660]   and calam.
[00:46:01.660 --> 00:46:01.740]   and calam.
[00:46:01.740 --> 00:46:02.720]   and calam.
[00:46:02.720 --> 00:46:03.820]   and calam.
