
[00:00:00.000 --> 00:00:03.080]   (projector whirring)
[00:14:25.020 --> 00:14:26.120]   But that's the direction I would go.
[00:14:26.120 --> 00:14:28.200]   - If you have trusted sources of capital
[00:14:28.200 --> 00:14:29.860]   that are willing to make a bet on you,
[00:14:29.860 --> 00:14:31.080]   and they understand the risks,
[00:14:31.080 --> 00:14:32.680]   that you could lose all this money,
[00:14:32.680 --> 00:14:34.440]   and then also, hey, I'm gonna be using
[00:14:34.440 --> 00:14:35.740]   some of my brokerage account here.
[00:14:35.740 --> 00:14:37.200]   I'm gonna be maybe using credit card.
[00:14:37.200 --> 00:14:39.560]   I'm gonna bootstrap this, and I'm gonna do whatever I can.
[00:14:39.560 --> 00:14:42.140]   If they know that you've got skin in the game, too,
[00:14:42.140 --> 00:14:45.360]   where you're just not using a loan or something,
[00:14:45.360 --> 00:14:46.880]   I think that makes a lot of sense, too,
[00:14:46.880 --> 00:14:49.720]   as long as they go into it with their eyes wide open
[00:14:49.720 --> 00:14:50.800]   that this could be a zero for them.
[00:14:50.800 --> 00:14:51.640]   - Yeah, exactly.
[00:14:51.640 --> 00:14:54.360]   And so, if you finance half of it with the $50,000 you have,
[00:14:54.360 --> 00:14:55.560]   half brokerage, half cash,
[00:14:55.560 --> 00:14:58.160]   if you can raise another $50,000 from friends, family,
[00:14:58.160 --> 00:14:59.460]   maybe it's something where you pay 'em back
[00:14:59.460 --> 00:15:01.160]   one-fifth a year for six years, right?
[00:15:01.160 --> 00:15:02.000]   And so, they get paid.
[00:15:02.000 --> 00:15:05.040]   They get the 20% kinda kicker there at the end
[00:15:05.040 --> 00:15:08.080]   if you split it up, but know that you're five,
[00:15:08.080 --> 00:15:09.320]   and that allows you to financialize
[00:15:09.320 --> 00:15:10.520]   and spread out some of the risk.
[00:15:10.520 --> 00:15:11.760]   Look at a partnership LLC.
[00:15:11.760 --> 00:15:13.080]   That's certainly a great structure.
[00:15:13.080 --> 00:15:14.920]   Would Elliot have folks enter and exit the partnership
[00:15:14.920 --> 00:15:16.460]   with little, no tax consequences?
[00:15:16.460 --> 00:15:17.880]   That's where I'd go for Chris,
[00:15:17.880 --> 00:15:19.640]   but I'd like that crowdsourcing idea.
[00:15:19.640 --> 00:15:20.660]   That one stands out to me.
[00:15:20.660 --> 00:15:23.140]   - I'm not a big American exceptionalism guy,
[00:15:23.140 --> 00:15:24.280]   but I think this is one of the cool things
[00:15:24.280 --> 00:15:26.520]   about our country that people do try this,
[00:15:26.520 --> 00:15:30.120]   because I'm not, you know,
[00:15:30.120 --> 00:15:31.480]   again, real estate's kind of a startup here,
[00:15:31.480 --> 00:15:35.280]   but it wasn't like starting from the ground floor,
[00:15:35.280 --> 00:15:37.560]   and I think that's just a huge risk,
[00:15:37.560 --> 00:15:38.760]   and you have to be the right kind of person, too,
[00:15:38.760 --> 00:15:40.440]   and have the right personality to do something like that.
[00:15:40.440 --> 00:15:41.820]   - Right, but it's capable here.
[00:15:41.820 --> 00:15:44.080]   Manifest destiny, and for here, you can make it.
[00:15:44.080 --> 00:15:45.160]   I mean, this is the American dream.
[00:15:45.160 --> 00:15:47.580]   - And kudos to him for giving it a try,
[00:15:47.580 --> 00:15:48.760]   and if it doesn't work, guess what?
[00:15:48.760 --> 00:15:50.120]   You work in tech startups.
[00:15:50.120 --> 00:15:53.240]   That's a place where you can see large amounts of people
[00:15:53.240 --> 00:15:54.400]   lose their job pretty quickly,
[00:15:54.400 --> 00:15:55.920]   and why not give it a try,
[00:15:55.920 --> 00:15:58.280]   and if you can, get back in with techs on the upswing again.
[00:15:58.280 --> 00:16:00.080]   - Yeah, he could get an entry-level, you know,
[00:16:00.080 --> 00:16:02.760]   200K job in tech or something, right, you know,
[00:16:02.760 --> 00:16:04.440]   if he always had, if he had to fall back.
[00:16:04.440 --> 00:16:06.600]   - Inflation, inflation works wonders.
[00:16:06.600 --> 00:16:07.440]   - All right, let's do another one.
[00:16:07.440 --> 00:16:08.260]   - Congrats, Chris.
[00:16:08.260 --> 00:16:09.100]   - Yeah, good luck.
[00:16:09.100 --> 00:16:10.040]   Keep us posted on how it goes.
[00:16:10.040 --> 00:16:11.080]   - Yeah, let us know.
[00:16:11.080 --> 00:16:13.160]   Okay, up next, question four, we've got--
[00:16:13.160 --> 00:16:14.740]   - Also, he's probably gonna ask us to invest.
[00:16:14.740 --> 00:16:15.580]   (laughing)
[00:16:15.580 --> 00:16:16.420]   I don't know what he said.
[00:16:16.420 --> 00:16:17.680]   - Oh, there's an idea, Chris.
[00:16:17.680 --> 00:16:18.520]   There's an idea.
[00:16:18.520 --> 00:16:20.640]   Okay, up next.
[00:16:20.640 --> 00:16:22.520]   I've gotten into dividend investing recently
[00:16:22.520 --> 00:16:24.320]   and need some clarification on the difference
[00:16:24.320 --> 00:16:26.580]   between ordinary and qualified dividends.
[00:16:26.580 --> 00:16:27.760]   I want qualified dividends
[00:16:27.760 --> 00:16:29.680]   because of the preferential tax treatment.
[00:16:29.680 --> 00:16:32.080]   The IRS states that most American companies
[00:16:32.080 --> 00:16:34.800]   and some foreign stocks, ETFs, and mutual funds
[00:16:34.800 --> 00:16:36.280]   will be qualified dividends
[00:16:36.280 --> 00:16:38.360]   as long as you hold them for 60 days.
[00:16:38.360 --> 00:16:40.080]   How do you easily screen for equities
[00:16:40.080 --> 00:16:41.680]   that will produce qualified dividends?
[00:16:41.680 --> 00:16:44.240]   So he's basically looking to build a portfolio
[00:16:44.240 --> 00:16:47.200]   where he's getting tax advantage dividends, right?
[00:16:47.200 --> 00:16:48.040]   Smart.
[00:16:48.040 --> 00:16:49.200]   - So, obviously, the first explanation here
[00:16:49.200 --> 00:16:50.760]   is qualified versus ordinary.
[00:16:50.760 --> 00:16:53.840]   Let's do, Ben tries to explain taxes.
[00:16:53.840 --> 00:16:55.100]   (laughing)
[00:16:55.100 --> 00:16:57.640]   Ordinary just means they're taxed at ordinary income, right?
[00:16:57.640 --> 00:16:58.480]   - That's it.
[00:16:58.480 --> 00:16:59.600]   - Qualified means you get some sort
[00:16:59.600 --> 00:17:01.520]   of preferential treatment at whatever,
[00:17:01.520 --> 00:17:03.480]   capital gains or whatever.
[00:17:03.480 --> 00:17:05.120]   What would be classified as ordinary?
[00:17:05.120 --> 00:17:06.640]   That's like REITs.
[00:17:06.640 --> 00:17:08.520]   - Yeah, REITs is a good one.
[00:17:08.520 --> 00:17:10.240]   The most common one, I was gonna get it to the end,
[00:17:10.240 --> 00:17:11.280]   but you just put it first, Ben,
[00:17:11.280 --> 00:17:13.520]   is income from a bond fund.
[00:17:13.520 --> 00:17:15.040]   Income from a bond fund is typically taxed
[00:17:15.040 --> 00:17:16.160]   as a non-qualified dividend,
[00:17:16.160 --> 00:17:18.760]   but that's not what the question's trying to get at.
[00:17:18.760 --> 00:17:20.120]   - Right, so they wanna know,
[00:17:20.120 --> 00:17:22.320]   what stocks, ETFs, and mutual funds do I invest in
[00:17:22.320 --> 00:17:24.320]   if I want qualified dividends?
[00:17:24.320 --> 00:17:26.160]   - Yeah, so first off, let's start with the why.
[00:17:26.160 --> 00:17:27.160]   Why, you said it, Ben.
[00:17:27.160 --> 00:17:30.240]   Ordinary income stings, and it can be a 0% rate,
[00:17:30.240 --> 00:17:32.320]   but all the way up to about 41%
[00:17:32.320 --> 00:17:34.040]   for investors in the highest tax brackets,
[00:17:34.040 --> 00:17:36.560]   making about $600,000 or more if you're married.
[00:17:36.560 --> 00:17:40.080]   However, most median taxpayers are paying about 22%.
[00:17:40.080 --> 00:17:42.960]   Now, a qualified dividend, it's the same tax rate
[00:17:42.960 --> 00:17:45.280]   that you would apply to long-term capital gains.
[00:17:45.280 --> 00:17:47.720]   So for most investors, that's 15%.
[00:17:47.720 --> 00:17:50.840]   At the very high end, it ends up being 24%.
[00:17:50.840 --> 00:17:52.600]   And so the gap there can be pretty large.
[00:17:52.600 --> 00:17:54.920]   It can almost be a 15% differential
[00:17:54.920 --> 00:17:56.960]   between your tax rate for ordinary income
[00:17:56.960 --> 00:17:59.360]   versus qualified capital gains or qualified dividends.
[00:17:59.360 --> 00:18:00.200]   So that's step one.
[00:18:00.200 --> 00:18:01.240]   What do you get from that?
[00:18:01.240 --> 00:18:03.240]   So now, how do you get a qualified dividend?
[00:18:03.240 --> 00:18:04.800]   There's really two conditions you need to hit.
[00:18:04.800 --> 00:18:06.880]   Number one, it needs to be a U.S. company.
[00:18:06.880 --> 00:18:08.000]   That's task number one.
[00:18:08.000 --> 00:18:10.200]   However, counted in that qualified dividend
[00:18:10.200 --> 00:18:11.680]   for U.S. purposes are countries
[00:18:11.680 --> 00:18:13.600]   that we have a favorable tax treaty with.
[00:18:13.600 --> 00:18:15.560]   Ben, what countries do you favor
[00:18:15.560 --> 00:18:16.920]   when it comes to your tax treaties?
[00:18:16.920 --> 00:18:18.040]   - Saudi Arabia?
[00:18:18.040 --> 00:18:18.880]   - That is actually one, yes.
[00:18:18.880 --> 00:18:19.840]   - Is it really? - That's a really good one.
[00:18:19.840 --> 00:18:20.680]   Yeah, 'cause they're friends.
[00:18:20.680 --> 00:18:22.440]   They're friends of the United States, definitely.
[00:18:22.440 --> 00:18:23.640]   But yeah, Japan. - What about Ireland?
[00:18:23.640 --> 00:18:24.520]   - Ireland, big one.
[00:18:24.520 --> 00:18:25.640]   Yep, big up there on the list.
[00:18:25.640 --> 00:18:26.640]   I mean, I can give you a full list.
[00:18:26.640 --> 00:18:28.280]   The list is longer than a list of not.
[00:18:28.280 --> 00:18:29.280]   - Could you give us your picks?
[00:18:29.280 --> 00:18:30.120]   - Sure. (laughs)
[00:18:30.120 --> 00:18:31.480]   - That's what everyone's waiting on.
[00:18:31.480 --> 00:18:33.080]   - I'll give you my qualified dividend list,
[00:18:33.080 --> 00:18:36.040]   which is Canada, Mexico, UK, Germany, China, Japan,
[00:18:36.040 --> 00:18:37.800]   Switzerland, India, South Korea, Italy,
[00:18:37.800 --> 00:18:39.240]   and the list goes on and on and on.
[00:18:39.240 --> 00:18:40.320]   A lot of the developed world.
[00:18:40.320 --> 00:18:41.800]   What's interesting is if you look at the countries
[00:18:41.800 --> 00:18:44.160]   that are not included in the qualified dividend list.
[00:18:44.160 --> 00:18:45.640]   I'll give you one, Taiwan.
[00:18:45.640 --> 00:18:47.000]   This is a country, by the way,
[00:18:47.000 --> 00:18:48.400]   but Taiwan is not included
[00:18:48.400 --> 00:18:50.120]   because we don't have a favorable tax treaty.
[00:18:50.120 --> 00:18:51.280]   Taiwan Semiconductor,
[00:18:51.280 --> 00:18:52.920]   one of the 10 largest companies in the world,
[00:18:52.920 --> 00:18:54.360]   dividend rate about 2.5%.
[00:18:54.360 --> 00:18:56.640]   Sorry, you gotta pay full freight of U.S. taxes.
[00:18:56.640 --> 00:18:57.760]   It's not qualified.
[00:18:57.760 --> 00:19:00.600]   Another example, Singapore, Colombia, Iran.
[00:19:00.600 --> 00:19:02.720]   Not really good friends with Iran right now,
[00:19:02.720 --> 00:19:04.520]   but the differences can just be in that tax treaty thing.
[00:19:04.520 --> 00:19:06.800]   - So it's pretty easy to find qualified dividends.
[00:19:06.800 --> 00:19:07.840]   - It is, it is.
[00:19:07.840 --> 00:19:10.320]   And the second thing you need to hit is a holding period.
[00:19:10.320 --> 00:19:12.040]   And the holding period is super funky.
[00:19:12.040 --> 00:19:13.580]   Don't wanna get too much into details,
[00:19:13.580 --> 00:19:15.640]   but you basically need to hold the stock
[00:19:15.640 --> 00:19:20.640]   for a 61-day period at least 60 days prior
[00:19:20.640 --> 00:19:22.560]   to the dividend being held.
[00:19:22.560 --> 00:19:24.440]   And so the holding period test
[00:19:24.440 --> 00:19:26.160]   goes all the way back six months,
[00:19:26.160 --> 00:19:27.720]   and you basically have to hold the stock
[00:19:27.720 --> 00:19:28.760]   for about two months,
[00:19:28.760 --> 00:19:30.720]   at least two months before the dividend.
[00:19:30.720 --> 00:19:32.140]   So we're looking at a long timeframe.
[00:19:32.140 --> 00:19:33.080]   And what this prevents, Ben,
[00:19:33.080 --> 00:19:35.720]   is people buying a company that's about to issue a dividend
[00:19:35.720 --> 00:19:36.980]   and then they sell it later.
[00:19:36.980 --> 00:19:39.680]   So you have to hold this as a long-term investors game,
[00:19:39.680 --> 00:19:40.520]   and if you meet those criteria.
[00:19:40.520 --> 00:19:42.320]   - Right, I hope you're not day-trading dividend stocks.
[00:19:42.320 --> 00:19:43.520]   That's not the point. - Day-trading dividend stocks
[00:19:43.520 --> 00:19:44.680]   turns out not to be a great strategy.
[00:19:44.680 --> 00:19:46.000]   - Now let's take this one step further.
[00:19:46.000 --> 00:19:47.680]   Since I wanna do dividends,
[00:19:47.680 --> 00:19:49.320]   do you think it almost always makes sense
[00:19:49.320 --> 00:19:50.920]   to hold dividends in a tax-squared account,
[00:19:50.920 --> 00:19:51.760]   if you can?
[00:19:51.760 --> 00:19:52.600]   If this person is saying,
[00:19:52.600 --> 00:19:54.120]   I wanna be a dividend investor,
[00:19:55.400 --> 00:19:56.480]   obviously, they're obviously asking
[00:19:56.480 --> 00:19:58.000]   for a taxable account here,
[00:19:58.000 --> 00:19:59.160]   but would it be better for them
[00:19:59.160 --> 00:20:00.680]   to hold it in a Roth or an IRA?
[00:20:00.680 --> 00:20:01.840]   - It's really interesting,
[00:20:01.840 --> 00:20:03.840]   'cause tax location, I think, is all of a sudden
[00:20:03.840 --> 00:20:04.680]   back in vogue.
[00:20:04.680 --> 00:20:06.560]   'Cause all of a sudden, if you can get 4%, 5%,
[00:20:06.560 --> 00:20:07.600]   we talked about treasury rate,
[00:20:07.600 --> 00:20:08.940]   a money market rate of 3%,
[00:20:08.940 --> 00:20:10.600]   that does change the math and equation a little bit.
[00:20:10.600 --> 00:20:12.280]   Tax location, a really good idea.
[00:20:12.280 --> 00:20:14.480]   I'm not, I think at higher levels of dollars,
[00:20:14.480 --> 00:20:15.320]   that makes a lot of sense.
[00:20:15.320 --> 00:20:18.120]   I think for solving for a portfolio question like this,
[00:20:18.120 --> 00:20:19.800]   I would just stick to the basics.
[00:20:19.800 --> 00:20:21.780]   It's really just, you need to hold your stocks
[00:20:21.780 --> 00:20:23.920]   for a long period of time, and you're good to go.
[00:20:23.920 --> 00:20:24.880]   - Okay, that's easy.
[00:20:24.880 --> 00:20:25.960]   Cool, keep it easy.
[00:20:25.960 --> 00:20:28.280]   - All right, last question, Duncan.
[00:20:28.280 --> 00:20:31.440]   - Okay, so last but not least,
[00:20:31.440 --> 00:20:34.400]   I work at a company that offers a 401(k) with no match
[00:20:34.400 --> 00:20:37.400]   and a tax-deferred Supplemental Executive Retirement Plan,
[00:20:37.400 --> 00:20:39.680]   or SERP, that's how I'm going to say it.
[00:20:39.680 --> 00:20:41.120]   I don't know if that's right.
[00:20:41.120 --> 00:20:42.200]   Not to brag.
[00:20:42.200 --> 00:20:44.280]   They recently added the option to contribute
[00:20:44.280 --> 00:20:46.840]   to an after-tax 401(k) with automatic conversion
[00:20:46.840 --> 00:20:47.760]   to a Roth 401(k). - I think about three people
[00:20:47.760 --> 00:20:49.120]   listening got that not to brag.
[00:20:49.120 --> 00:20:50.480]   - Yeah, exactly.
[00:20:53.240 --> 00:20:55.240]   So yeah, they recently added the option
[00:20:55.240 --> 00:20:57.120]   to contribute to an after-tax 401(k)
[00:20:57.120 --> 00:20:59.320]   with automatic conversion to Roth 401(k),
[00:20:59.320 --> 00:21:01.560]   as well as the option to do an in-plan rollover
[00:21:01.560 --> 00:21:05.360]   of existing traditional 401(k) funds to Roth 401(k).
[00:21:05.360 --> 00:21:07.720]   I'm 38 and in my high-earning years.
[00:21:07.720 --> 00:21:09.740]   If I did the mega back to a Roth,
[00:21:09.740 --> 00:21:11.960]   I would be paying tax on the conversion
[00:21:11.960 --> 00:21:14.020]   while in this high tax bracket.
[00:21:14.020 --> 00:21:15.440]   Wouldn't it make more sense to contribute
[00:21:15.440 --> 00:21:16.840]   as much as possible to the SERP
[00:21:16.840 --> 00:21:19.400]   in order to max out pre-tax retirement savings
[00:21:19.400 --> 00:21:22.640]   and pay tax on withdrawals from the SERP during retirement
[00:21:22.640 --> 00:21:24.800]   when I'm in a lower tax bracket?
[00:21:24.800 --> 00:21:27.560]   I understand there's a risk of losing funds in a SERP
[00:21:27.560 --> 00:21:29.040]   if the company files for bankruptcy,
[00:21:29.040 --> 00:21:30.960]   but my employer is owned by the world's
[00:21:30.960 --> 00:21:32.680]   largest asset management firm,
[00:21:32.680 --> 00:21:34.120]   so I see little risk of that happening.
[00:21:34.120 --> 00:21:35.520]   Wow, they're feeling pretty good,
[00:21:35.520 --> 00:21:36.440]   feeling pretty good about themselves.
[00:21:36.440 --> 00:21:37.760]   - So the executive retirement plan
[00:21:37.760 --> 00:21:39.480]   is probably not all that well-known,
[00:21:39.480 --> 00:21:42.200]   so why don't you explain to us that one
[00:21:42.200 --> 00:21:44.480]   and why it's contributing to income inequality.
[00:21:44.480 --> 00:21:46.820]   - Yeah, I have precisely one client with a SERP.
[00:21:46.820 --> 00:21:47.760]   So this is a rare-- - Really, okay.
[00:21:47.760 --> 00:21:49.080]   - Yeah, this is a rare advantage.
[00:21:49.080 --> 00:21:50.760]   - I have not heard much about these, I gotta be honest.
[00:21:50.760 --> 00:21:52.560]   - Very cool, but they've fallen into this bucket
[00:21:52.560 --> 00:21:54.560]   of non-qualified retirement plans,
[00:21:54.560 --> 00:21:57.080]   and ultimately, it is just a compensation structure.
[00:21:57.080 --> 00:21:58.920]   The company's giving you an IOU,
[00:21:58.920 --> 00:22:00.520]   and they're saying, "Instead of paying you now,
[00:22:00.520 --> 00:22:02.500]   "is it cool if we pay you later?"
[00:22:02.500 --> 00:22:03.800]   That's what's going on here.
[00:22:03.800 --> 00:22:05.680]   And part of the qualification rules are
[00:22:05.680 --> 00:22:07.120]   that the company's only allowed,
[00:22:07.120 --> 00:22:08.840]   due to U.S. Department of Labor rules,
[00:22:08.840 --> 00:22:10.520]   to fund a certain amount for certain people
[00:22:10.520 --> 00:22:13.240]   at certain times, and this allows them to go beyond that.
[00:22:13.240 --> 00:22:15.440]   But as a condition of that, the SERP is not,
[00:22:15.440 --> 00:22:16.780]   they don't set the money aside.
[00:22:16.780 --> 00:22:18.200]   They cannot budget the money
[00:22:18.200 --> 00:22:19.960]   and put it into an account for you.
[00:22:19.960 --> 00:22:21.960]   It's literally an IOU from the company
[00:22:21.960 --> 00:22:24.120]   saying that, "We're promised, don't worry about it.
[00:22:24.120 --> 00:22:25.320]   "We're gonna pay you later."
[00:22:25.320 --> 00:22:27.440]   I think for highly compensated executives
[00:22:27.440 --> 00:22:29.880]   in a large, stable firm, it's a really valuable option,
[00:22:29.880 --> 00:22:30.980]   something to consider,
[00:22:30.980 --> 00:22:32.600]   especially sometimes there's not a choice.
[00:22:32.600 --> 00:22:34.840]   It's like, look, this is part of your compensation package.
[00:22:34.840 --> 00:22:36.380]   This isn't an optional plan.
[00:22:36.380 --> 00:22:39.080]   But the downside is, as Martin gets to,
[00:22:39.080 --> 00:22:40.460]   is if the company goes under.
[00:22:40.460 --> 00:22:41.640]   Big companies have failed, Ben.
[00:22:41.640 --> 00:22:43.240]   General Motors, we're talking about Xerox.
[00:22:43.240 --> 00:22:44.800]   Like, big companies have gone under.
[00:22:44.800 --> 00:22:46.640]   - So if it goes under, that IOU is worthless.
[00:22:46.640 --> 00:22:48.040]   - That IOU could be worthless.
[00:22:48.040 --> 00:22:49.160]   It really depends on the courts.
[00:22:49.160 --> 00:22:50.760]   And in bankruptcy, we're finding out
[00:22:50.760 --> 00:22:52.980]   with Silicon Valley Bank, it's not always what it seems.
[00:22:52.980 --> 00:22:54.280]   But ultimately, you can expect your money
[00:22:54.280 --> 00:22:55.120]   to be about 10 up for a lot of time.
[00:22:55.120 --> 00:22:56.720]   - Jim Carrey said IOUs are just as good as money.
[00:22:56.720 --> 00:22:58.600]   (laughing)
[00:22:58.600 --> 00:22:59.440]   - That's the famous--
[00:22:59.440 --> 00:23:00.600]   - So I know you're a big Roth guy.
[00:23:00.600 --> 00:23:01.440]   - Yeah.
[00:23:01.440 --> 00:23:02.260]   - But does he have a point here?
[00:23:02.260 --> 00:23:03.800]   He says he's in his highest earning years
[00:23:03.800 --> 00:23:05.520]   and highest tax bracket.
[00:23:05.520 --> 00:23:07.920]   Does it make sense for him to hold off
[00:23:07.920 --> 00:23:09.400]   on making those Roth conversions
[00:23:09.400 --> 00:23:11.500]   since he's paying big taxes now?
[00:23:11.500 --> 00:23:12.340]   - Yeah, I think so.
[00:23:12.340 --> 00:23:14.560]   And Martin, I don't know which state Martin's writing from,
[00:23:14.560 --> 00:23:15.800]   but let's presume it's New York.
[00:23:15.800 --> 00:23:16.980]   Let's presume it's New Jersey.
[00:23:16.980 --> 00:23:19.000]   Maybe in California, large asset manager.
[00:23:19.000 --> 00:23:20.760]   I'm guessing that's not gonna be in Florida.
[00:23:20.760 --> 00:23:22.160]   It could be, but I doubt it.
[00:23:22.160 --> 00:23:23.500]   I think so, yes.
[00:23:23.500 --> 00:23:25.640]   I think ultimately, Roth conversions are great.
[00:23:25.640 --> 00:23:27.000]   Roth IRAs are fantastic.
[00:23:27.000 --> 00:23:28.280]   They're a fantastic vehicle.
[00:23:28.280 --> 00:23:30.120]   But if you're at the highest possible tax bracket,
[00:23:30.120 --> 00:23:32.360]   that's probably not the primary vehicle for you.
[00:23:32.360 --> 00:23:34.040]   Martin's got his head in the right place here.
[00:23:34.040 --> 00:23:34.880]   - Okay.
[00:23:34.880 --> 00:23:37.040]   But he's talking about making contributions to these SERPs.
[00:23:37.040 --> 00:23:38.480]   So that's just, he's making a contribution.
[00:23:38.480 --> 00:23:39.320]   So are they making IOUs to each other?
[00:23:39.320 --> 00:23:40.700]   - It sounds like it's elective, yes.
[00:23:40.700 --> 00:23:43.160]   He basically says, instead of getting my money today,
[00:23:43.160 --> 00:23:44.360]   please pay it to me later.
[00:23:44.360 --> 00:23:46.360]   And then he gets to defer the tax on that.
[00:23:46.360 --> 00:23:48.520]   - Okay, and it allows you to make a bigger contribution,
[00:23:48.520 --> 00:23:49.360]   I would assume.
[00:23:49.360 --> 00:23:50.180]   - More or less, yeah.
[00:23:50.180 --> 00:23:51.020]   But again, not a contribution
[00:23:51.020 --> 00:23:53.040]   because it's not in an account, it's not in a fund.
[00:23:53.040 --> 00:23:55.560]   It's literally a promise for a future account.
[00:23:55.560 --> 00:23:56.940]   - I feel like we're usually teaching Duncan
[00:23:56.940 --> 00:23:58.480]   about these acronyms.
[00:23:58.480 --> 00:23:59.320]   I learned something today.
[00:23:59.320 --> 00:24:00.160]   - Yeah, I had no idea.
[00:24:00.160 --> 00:24:01.500]   I'd never, never heard of that.
[00:24:01.500 --> 00:24:02.800]   Never encountered that.
[00:24:02.800 --> 00:24:03.640]   - Yep.
[00:24:03.640 --> 00:24:04.460]   - Okay.
[00:24:04.460 --> 00:24:05.300]   - Yep, but it's good stuff.
[00:24:05.300 --> 00:24:06.140]   They do track a value.
[00:24:06.140 --> 00:24:08.120]   Again, it's just not immediately accessible.
[00:24:08.120 --> 00:24:09.040]   - Okay.
[00:24:09.040 --> 00:24:09.880]   Good stuff.
[00:24:09.880 --> 00:24:10.700]   - I'll take your word for it.
[00:24:10.700 --> 00:24:11.960]   - All right, cool.
[00:24:11.960 --> 00:24:12.800]   - We appreciate the audience,
[00:24:12.800 --> 00:24:14.300]   everyone in the live chat for sticking with us.
[00:24:14.300 --> 00:24:15.780]   We got a little bit of a late start today,
[00:24:15.780 --> 00:24:18.620]   but we had to do it from the compound here
[00:24:18.620 --> 00:24:21.780]   and Duncan was unplugging things, plugging things in.
[00:24:21.780 --> 00:24:23.040]   - It's always exciting.
[00:24:23.040 --> 00:24:24.740]   And anyone who's watching right now,
[00:24:24.740 --> 00:24:26.180]   that's the true hardcore audience.
[00:24:26.180 --> 00:24:28.060]   So thank you, listener.
[00:24:28.060 --> 00:24:28.900]   - Sure, yes.
[00:24:28.900 --> 00:24:29.720]   - Thank you.
[00:24:29.720 --> 00:24:30.560]   - Someone in the chat says
[00:24:30.560 --> 00:24:31.900]   that we need to give Duncan a Serp.
[00:24:31.900 --> 00:24:32.720]   Just for-
[00:24:32.720 --> 00:24:33.560]   - Give me a Serp.
[00:24:33.560 --> 00:24:34.380]   I still don't quite understand.
[00:24:34.380 --> 00:24:35.220]   - Just for today.
[00:24:35.220 --> 00:24:36.380]   - Sure, sounds good.
[00:24:36.380 --> 00:24:38.900]   - No, we always appreciate your comments and feedback.
[00:24:38.900 --> 00:24:39.740]   If you're watching on YouTube,
[00:24:39.740 --> 00:24:41.380]   leave us a question or a comment in the feed.
[00:24:41.380 --> 00:24:43.180]   I always go through all the comments.
[00:24:43.180 --> 00:24:45.100]   I'm a man of the people.
[00:24:45.100 --> 00:24:46.400]   If you have a question for us,
[00:24:46.400 --> 00:24:50.500]   email us, askthecompoundshow@gmail.com.
[00:24:50.500 --> 00:24:51.340]   What else?
[00:24:51.340 --> 00:24:52.160]   We need a review.
[00:24:52.160 --> 00:24:53.260]   - Yeah, we need everything.
[00:24:53.260 --> 00:24:54.100]   Give us everything.
[00:24:54.100 --> 00:24:55.500]   - Give us a subscription.
[00:24:55.500 --> 00:24:58.480]   - We also want you to go to the shop.
[00:24:58.480 --> 00:24:59.320]   We have a shop.
[00:24:59.320 --> 00:25:00.680]   Also, I wanted to say thanks to John,
[00:25:00.680 --> 00:25:01.620]   who you can't see on camera,
[00:25:01.620 --> 00:25:04.700]   but he's been running the show, basically,
[00:25:04.700 --> 00:25:05.540]   behind the scenes today.
[00:25:05.540 --> 00:25:09.100]   So I basically threw this in his lap and said, good luck.
[00:25:09.100 --> 00:25:10.520]   So thanks, John.
[00:25:10.520 --> 00:25:11.360]   - John is the man.
[00:25:11.360 --> 00:25:12.180]   We appreciate everything.
[00:25:12.180 --> 00:25:13.140]   Remember, send us an email,
[00:25:13.140 --> 00:25:15.180]   askthecompoundshow@gmail.com,
[00:25:15.180 --> 00:25:16.340]   and we'll see you next time.
[00:25:16.340 --> 00:25:17.340]   - See you, everyone.
[00:25:17.340 --> 00:25:21.680]   - All right.
[00:25:21.680 --> 00:25:24.260]   (upbeat music)
[00:25:24.260 --> 00:25:27.680]   (upbeat music continues)
[00:25:27.680 --> 00:25:31.100]   (upbeat music continues)
[00:25:31.100 --> 00:25:34.520]   (upbeat music continues)
[00:25:34.540 --> 00:25:37.960]   (upbeat music continues)
[00:25:37.960 --> 00:25:40.540]   (upbeat music)

