
[00:00:00.040 --> 00:00:10.540]   kill
[00:27:24.600 --> 00:27:24.600]   I'm going to continue for at least 10 more years.
[00:27:24.600 --> 00:27:24.600]   I'm going to continue for at least 10 more years.
[00:27:24.600 --> 00:27:24.600]   I'm going to continue for at least 10 more years.
[00:27:24.600 --> 00:27:24.600]   I'm going to continue for at least 10 more years.
[00:27:24.620 --> 00:27:54.620]   I'm going to continue for at least 10 more years.
[00:27:54.620 --> 00:27:54.620]   I'm going to continue for at least 10 more years.
[00:27:54.620 --> 00:27:54.620]   I'm going to continue for at least 10 more years.
[00:27:54.620 --> 00:27:54.620]   I'm going to continue for at least 10 more years.
[00:27:54.620 --> 00:27:54.620]   I'm going to continue for at least 10 more years.
[00:27:54.620 --> 00:27:54.620]   I'm going to continue for at least 10 more years.
[00:27:54.620 --> 00:27:54.620]   I'm going to continue for at least 10 more years.
[00:27:54.620 --> 00:27:54.620]   I'm going to continue for at least 10 more years.
[00:27:54.620 --> 00:27:54.620]   I'm going to continue for at least 10 more years.
[00:27:54.620 --> 00:27:54.620]   I'm going to continue for at least 10 more years.
[00:27:54.620 --> 00:27:54.620]   I'm going to continue for at least 10 more years.
[00:27:54.620 --> 00:27:54.620]   I'm going to continue for at least 10 more years.
[00:27:54.620 --> 00:27:54.620]   I'm going to continue for at least 10 more years.
[00:27:54.620 --> 00:27:54.620]   I'm going to continue for at least 10 more years.
[00:27:54.620 --> 00:27:54.620]   I'm going to continue for at least 10 more years.
[00:27:54.620 --> 00:28:24.640]   I'm going to continue for at least 10 more years.
[00:28:24.640 --> 00:28:24.640]   I'm going to continue for at least 10 more years.
[00:28:24.640 --> 00:28:24.640]   I'm going to continue for at least 10 more years.
[00:28:24.640 --> 00:28:24.640]   I'm going to continue for at least 10 more years.
[00:28:24.640 --> 00:28:24.640]   I'm going to continue for at least 10 more years.
[00:28:24.640 --> 00:28:24.640]   I'm going to continue for at least 10 more years.
[00:28:24.640 --> 00:28:24.640]   I'm going to continue for at least 10 more years.
[00:28:24.640 --> 00:28:24.640]   I'm going to continue for at least 10 more years.
[00:28:24.640 --> 00:28:24.640]   I'm going to continue for at least 10 more years.
[00:28:24.680 --> 00:28:54.660]  obedance.org
[00:28:54.660 --> 00:28:54.660]   I'm going to continue for at least 10 more years.
[00:28:54.660 --> 00:28:54.660]   I'm going to continue for at least 10 more years.
[00:28:54.660 --> 00:28:54.660]   I'm going to continue for at least 10 more years.
[00:28:54.660 --> 00:28:54.660]   I'm going to continue for at least 10 more years.
[00:28:54.660 --> 00:28:54.660]   I'm going to continue for at least 10 more years.
[00:28:54.660 --> 00:28:54.660]   I'm going to continue for at least 10 more years.
[00:28:54.660 --> 00:28:54.660]   I'm going to continue for at least 10 more years.
[00:28:54.660 --> 00:28:54.660]   I'm going to continue for at least 10 more years.
[00:28:54.660 --> 00:28:54.660]   I'm going to continue for at least 10 more years.
[00:28:54.660 --> 00:28:54.660]   I'm going to continue for at least 10 more years.
[00:28:54.660 --> 00:28:54.660]   I'm going to continue for at least 10 more years.
[00:28:54.660 --> 00:28:54.660]   I'm going to continue for at least 10 more years.
[00:28:54.660 --> 00:28:54.660]   for at least 10 more years.
[00:28:54.660 --> 00:28:54.660]   I'm going to continue for at least 10 more years.
[00:28:54.660 --> 00:28:54.660]   for at least 10 more years.
[00:28:54.660 --> 00:29:24.680]   for at least 10 more years.
[00:29:24.680 --> 00:29:24.680]   I'm going to continue for at least 10 more years.
[00:29:24.680 --> 00:29:24.680]   I'm going to continue for at least 10 more years.
[00:29:24.680 --> 00:29:24.680]   I'm going to continue for at least 10 more years.
[00:29:24.680 --> 00:29:24.680]   I'm going to continue for at least 10 more years.
[00:29:24.680 --> 00:29:24.680]   I'm going to continue for at least 10 more years.
[00:29:24.680 --> 00:29:24.680]   I'm going to continue for at least 10 more years.
[00:29:24.680 --> 00:29:24.680]   I'm going to continue for at least 10 more years.
[00:29:24.680 --> 00:29:24.680]   I'm going to continue for at least 10 more years.
[00:29:24.700 --> 00:29:54.700]   I'm going to continue for at least 10 more years.
[00:29:54.700 --> 00:29:54.700]   I'm going to continue for at least 10 more years.
[00:29:54.700 --> 00:29:54.700]   I'm going to continue for at least 10 more years.
[00:29:54.700 --> 00:29:54.700]   I'm going to continue for at least 10 more years.
[00:29:54.700 --> 00:29:54.700]   I'm going to continue for at least 10 more years.
[00:29:54.700 --> 00:29:54.700]   I'm going to continue for at least 10 more years.
[00:29:54.700 --> 00:29:54.700]   I'm going to continue for at least 10 more years.
[00:29:54.700 --> 00:29:54.700]   I'm going to continue for at least 10 more years.
[00:29:54.700 --> 00:29:54.700]   I'm going to continue for at least 10 more years.
[00:29:54.700 --> 00:29:54.700]   I'm going to continue for at least 10 more years.
[00:29:54.700 --> 00:29:54.700]   I'm going to continue for at least 10 more years.
[00:29:54.700 --> 00:29:54.700]   I'm going to continue for at least 10 more years.
[00:29:54.700 --> 00:29:54.700]   I'm going to continue for at least 10 more years.
[00:29:54.700 --> 00:29:54.700]   I'm going to continue for at least 10 more years.
[00:29:54.700 --> 00:29:54.700]   I'm going to continue for at least 10 more years.
[00:29:54.700 --> 00:30:24.720]  ,
[00:30:24.720 --> 00:30:24.720]   I'm going to continue for at least 10 more years.
[00:30:24.720 --> 00:30:24.720]   I'm going to continue for at least 10 more years.
[00:30:24.720 --> 00:30:24.720]   I'm going to continue for at least 10 more years.
[00:30:24.720 --> 00:30:24.720]   I'm going to continue for at least 10 more years.
[00:30:24.720 --> 00:30:24.720]   I'm going to continue for at least 10 more years.
[00:30:24.720 --> 00:30:24.720]   I'm going to continue for at least 10 more years.
[00:30:24.720 --> 00:30:24.720]   I'm going to continue for at least 10 more years.
[00:30:24.720 --> 00:30:24.720]   I'm going to continue for at least 10 more years.
[00:30:24.720 --> 00:30:24.720]   I'm going to continue for at least 10 more years.
[00:30:24.740 --> 00:30:54.740]   I'm going to continue for at least 10 more years.
[00:30:54.740 --> 00:30:54.740]   I'm going to continue for at least 10 more years.
[00:30:54.740 --> 00:30:54.740]   I'm going to continue for at least 10 more years.
[00:30:54.740 --> 00:30:54.740]   I'm going to continue for at least 10 more years.
[00:30:54.740 --> 00:30:54.740]   I'm going to continue for at least 10 more years.
[00:30:54.740 --> 00:30:54.740]   I'm going to continue for at least 10 more years.
[00:30:54.740 --> 00:30:54.740]   I'm going to continue for at least 10 more years.
[00:30:54.740 --> 00:30:54.740]   I'm going to continue for at least 10 more years.
[00:30:54.740 --> 00:30:54.740]   I'm going to continue for at least 10 more years.
[00:30:54.740 --> 00:30:54.740]   I'm going to continue for at least 10 more years.
[00:30:54.740 --> 00:30:54.740]   I'm going to continue for at least 10 more years.
[00:30:54.740 --> 00:30:54.740]   I'm going to continue for at least 10 more years.
[00:30:54.740 --> 00:30:54.740]   I'm going to continue for at least 10 more years.
[00:30:54.740 --> 00:30:54.740]   I'm going to continue for at least 10 more years.
[00:30:54.740 --> 00:30:54.740]   I'm going to continue for at least 10 more years.
[00:30:54.740 --> 00:31:24.760]   I'm going to continue for at least 10 more years.
[00:31:24.760 --> 00:31:24.760]   I'm going to continue for at least 10 more years.
[00:31:24.760 --> 00:31:24.760]   I'm going to continue for at least 10 more years.
[00:31:24.760 --> 00:31:24.760]   I'm going to continue for at least 10 more years.
[00:31:24.760 --> 00:31:24.760]   I'm going to continue for at least 10 more years.
[00:31:24.760 --> 00:31:24.760]   I'm going to continue for at least 10 more years.
[00:31:24.760 --> 00:31:24.760]   I'm going to continue for at least 10 more years.
[00:31:24.760 --> 00:31:24.760]   I'm going to continue for at least 10 more years.
[00:31:24.760 --> 00:31:24.760]   I'm going to continue for at least 10 more years.
[00:31:24.760 --> 00:31:24.760]   I'm going to continue for at least 10 more years.
[00:31:24.760 --> 00:31:24.760]   I'm going to continue for at least 10 more years.
[00:31:24.780 --> 00:31:54.780]   I'm going to continue for at least 10 more years.
[00:31:54.780 --> 00:31:54.780]   I'm going to continue for at least 10 more years.
[00:31:54.780 --> 00:31:54.780]   I'm going to continue for at least 10 more years.
[00:31:54.780 --> 00:31:54.780]   I'm going to continue for at least 10 more years.
[00:31:54.780 --> 00:31:54.780]   I'm going to continue for at least 10 more years.
[00:31:54.780 --> 00:31:54.780]   I'm going to continue for at least 10 more years.
[00:31:54.780 --> 00:31:54.780]   I'm going to continue for at least 10 more years.
[00:31:54.780 --> 00:31:54.780]   I'm going to continue for at least 10 more years.
[00:31:54.780 --> 00:31:54.780]   I'm going to continue for at least 10 more years.
[00:31:54.780 --> 00:31:54.780]   I'm going to continue for at least 10 more years.
[00:31:54.780 --> 00:31:54.780]   I'm going to continue for at least 10 more years.
[00:31:54.780 --> 00:31:54.780]   I'm going to continue for at least 10 more years.
[00:31:54.780 --> 00:31:54.780]   I'm going to continue for at least 10 more years.
[00:31:54.780 --> 00:31:54.780]   I'm going to continue for at least 10 more years.
[00:31:54.780 --> 00:31:54.780]   for at least 10 more years.
[00:31:54.780 --> 00:31:54.780]   for at least 10 more years.
[00:31:54.780 --> 00:32:24.760]   for at least 10 more years.
[00:32:24.760 --> 00:32:24.800]   I'm going to continue for at least 10 more years.
[00:32:24.800 --> 00:32:24.800]   I'm going to continue for at least 10 more years.
[00:32:24.800 --> 00:32:24.800]   I'm going to continue for at least 10 more years.
[00:32:24.800 --> 00:32:24.800]   I'm going to continue for at least 10 more years.
[00:32:24.800 --> 00:32:24.800]   I'm going to continue for at least 10 more years.
[00:32:24.800 --> 00:32:24.800]   I'm going to continue for at least 10 more years.
[00:32:24.800 --> 00:32:24.800]   I'm going to continue for at least 10 more years.
[00:32:24.800 --> 00:32:24.800]   I'm going to continue for at least 10 more years.
[00:32:24.800 --> 00:32:24.800]   I'm going to continue for at least 10 more years.
[00:32:24.820 --> 00:32:54.820]   I'm going to continue for at least 10 more years.
[00:32:54.820 --> 00:32:54.820]   I'm going to continue for at least 10 more years.
[00:32:54.820 --> 00:32:54.820]   I'm going to continue for at least 10 more years.
[00:32:54.820 --> 00:32:54.820]   I'm going to continue for at least 10 more years.
[00:32:54.820 --> 00:32:54.820]   I'm going to continue for at least 10 more years.
[00:32:54.820 --> 00:32:54.820]   I'm going to continue for at least 10 more years.
[00:32:54.820 --> 00:32:54.820]   I'm going to continue for at least 10 more years.
[00:32:54.820 --> 00:32:54.820]   I'm going to continue for at least 10 more years.
[00:32:54.820 --> 00:32:54.820]   I'm going to continue for at least 10 more years.
[00:32:54.820 --> 00:32:54.820]   I'm going to continue for at least 10 more years.
[00:32:54.820 --> 00:32:54.820]   I'm going to continue for at least 10 more years.
[00:32:54.820 --> 00:32:54.820]   I'm going to continue for at least 10 more years.
[00:32:54.820 --> 00:32:54.820]   I'm going to continue for at least 10 more years.
[00:32:54.820 --> 00:32:54.820]   I'm going to continue for at least 10 more years.
[00:32:54.820 --> 00:32:54.820]   I'm going to continue for at least 10 more years.
[00:32:54.820 --> 00:33:24.840]   a very important and touchy area of advice that anybody can get.
[00:33:24.840 --> 00:33:24.840]   So here are some things that you need to watch out for.
[00:33:24.860 --> 00:33:54.860]   I'm going to continue for at least 10 more years.
[00:33:54.860 --> 00:33:54.860]   I'm going to continue for at least 10 more years.
[00:33:54.860 --> 00:33:54.860]   I'm going to continue for at least 10 more years.
[00:33:54.860 --> 00:33:54.860]   I'm going to continue for at least 10 more years.
[00:33:54.860 --> 00:33:54.860]   I'm going to continue for at least 10 more years.
[00:33:54.860 --> 00:33:54.860]   I'm going to continue for at least 10 more years.
[00:33:54.860 --> 00:33:54.860]   I'm going to continue for at least 10 more years.
[00:33:54.860 --> 00:33:54.860]   I'm going to continue for at least 10 more years.
[00:33:54.860 --> 00:33:54.860]   I'm going to continue for at least 10 more years.
[00:33:54.860 --> 00:33:54.860]   I'm going to continue for at least 10 more years.
[00:33:54.860 --> 00:33:54.860]   I'm going to continue for at least 10 more years.
[00:33:54.860 --> 00:33:54.860]   I'm going to continue for at least 10 more years.
[00:33:54.860 --> 00:33:54.860]   I'm going to continue for at least 10 more years.
[00:33:54.860 --> 00:33:54.860]   I'm going to continue for at least 10 more years.
[00:33:54.860 --> 00:33:54.860]   I'm going to continue for at least 10 more years.
[00:33:54.860 --> 00:34:24.880]   I'm going to continue for at least 10 more years.
[00:34:24.880 --> 00:34:24.880]   I'm going to continue for at least 10 more years.
[00:34:24.880 --> 00:34:24.880]   I'm going to continue for at least 10 more years.
[00:34:24.880 --> 00:34:24.880]   I'm going to continue for at least 10 more years.
[00:34:24.880 --> 00:34:24.880]   I'm going to continue for at least 10 more years.
[00:34:24.880 --> 00:34:24.880]   I'm going to continue for at least 10 more years.
[00:34:24.880 --> 00:34:24.880]   I'm going to continue for at least 10 more years.
[00:34:24.880 --> 00:34:24.880]   I'm going to continue for at least 10 more years.
[00:34:24.900 --> 00:34:54.900]   I'm going to continue for at least 10 more years.
[00:34:54.900 --> 00:34:54.900]   I'm going to continue for at least 10 more years.
[00:34:54.900 --> 00:34:54.900]   I'm going to continue for at least 10 more years.
[00:34:54.900 --> 00:34:54.900]   I'm going to continue for at least 10 more years.
[00:34:54.900 --> 00:34:54.900]   I'm going to continue for at least 10 more years.
[00:34:54.900 --> 00:34:54.900]   I'm going to continue for at least 10 more years.
[00:34:54.900 --> 00:34:54.900]   I'm going to continue for at least 10 more years.
[00:34:54.900 --> 00:34:54.900]   I'm going to continue for at least 10 more years.
[00:34:54.900 --> 00:34:54.900]   I'm going to continue for at least 10 more years.
[00:34:54.900 --> 00:34:54.900]   I'm going to continue for at least 10 more years.
[00:34:54.900 --> 00:34:54.900]   I'm going to continue for at least 10 more years.
[00:34:54.900 --> 00:34:54.900]   I'm going to continue for at least 10 more years.
[00:34:54.900 --> 00:34:54.900]   I'm going to continue for at least 10 more years.
[00:34:54.900 --> 00:34:54.900]   I'm going to continue for at least 10 more years.
[00:34:54.900 --> 00:34:54.900]   I'm going to continue for at least 10 more years.
[00:34:54.900 --> 00:35:24.920]   I'm going to continue for at least 10 more years.
[00:35:24.920 --> 00:35:24.920]   I'm going to continue for at least 10 more years.
[00:35:24.920 --> 00:35:24.920]   I'm going to continue for at least 10 more years.
[00:35:24.920 --> 00:35:24.920]   I'm going to continue for at least 10 more years.
[00:35:24.920 --> 00:35:24.920]   I'm going to continue for at least 10 more years.
[00:35:24.920 --> 00:35:24.920]   I'm going to continue for at least 10 more years.
[00:35:24.920 --> 00:35:24.920]   I'm going to continue for at least 10 more years.
[00:35:24.920 --> 00:35:24.920]   I'm going to continue for at least 10 more years.
[00:35:24.920 --> 00:35:24.920]   I'm going to continue for at least 10 more years.
[00:35:24.920 --> 00:35:24.920]   I'm going to continue for at least 10 more years.
[00:35:24.920 --> 00:35:24.920]   I'm going to continue for at least 10 more years.
[00:35:24.940 --> 00:35:54.940]   I'm going to continue for at least 10 more years.
[00:35:54.940 --> 00:35:54.940]   I'm going to continue for at least 10 more years.
[00:35:54.940 --> 00:35:54.940]   I'm going to continue for at least 10 more years.
[00:35:54.940 --> 00:35:54.940]   I'm going to continue for at least 10 more years.
[00:35:54.940 --> 00:35:54.940]   I'm going to continue for at least 10 more years.
[00:35:54.940 --> 00:35:54.940]   I'm going to continue for at least 10 more years.
[00:35:54.940 --> 00:35:54.940]   I'm going to continue for at least 10 more years.
[00:35:54.940 --> 00:35:54.940]   I'm going to continue for at least 10 more years.
[00:35:54.940 --> 00:35:54.940]   I'm going to continue for at least 10 more years.
[00:35:54.940 --> 00:35:54.940]   I'm going to continue for at least 10 more years.
[00:35:54.940 --> 00:35:54.940]   I'm going to continue for at least 10 more years.
[00:35:54.940 --> 00:35:54.940]   I'm going to continue for at least 10 more years.
[00:35:54.940 --> 00:35:54.940]   I'm going to continue for at least 10 more years.
[00:35:54.940 --> 00:35:54.940]   I'm going to continue for at least 10 more years.
[00:35:54.940 --> 00:35:54.940]   I'm going to continue for at least 10 more years.
[00:36:24.960 --> 00:36:24.960]   I'm going to continue for at least 10 more years.
[00:36:24.960 --> 00:36:24.960]   I'm going to continue for at least 10 more years.
[00:36:24.960 --> 00:36:24.960]   I'm going to continue for at least 10 more years.
[00:36:24.960 --> 00:36:24.960]   I'm going to continue for at least 10 more years.
[00:36:24.960 --> 00:36:24.960]   I'm going to continue for at least 10 more years.
[00:36:24.960 --> 00:36:24.960]   I'm going to continue for at least 10 more years.
[00:36:24.960 --> 00:36:24.960]   I'm going to continue for at least 10 more years.
[00:36:24.960 --> 00:36:24.960]   I'm going to continue for at least 10 more years.
[00:36:24.960 --> 00:36:24.960]   I'm going to continue for at least 10 more years.
[00:36:24.960 --> 00:36:24.960]   I'm going to continue for at least 10 more years.
[00:36:54.980 --> 00:36:54.980]   I'm going to continue for at least 10 more years.
[00:36:54.980 --> 00:36:54.980]   I'm going to continue for at least 10 more years.
[00:36:54.980 --> 00:36:54.980]   I'm going to continue for at least 10 more years.
[00:36:54.980 --> 00:36:54.980]   I'm going to continue for at least 10 more years.
[00:36:54.980 --> 00:36:54.980]   I'm going to continue for at least 10 more years.
[00:36:54.980 --> 00:36:54.980]   I'm going to continue for at least 10 more years.
[00:36:54.980 --> 00:36:54.980]   I'm going to continue for at least 10 more years.
[00:36:54.980 --> 00:36:54.980]   I'm going to continue for at least 10 more years.
[00:36:54.980 --> 00:36:54.980]   I'm going to continue for at least 10 more years.
[00:36:54.980 --> 00:36:54.980]   I'm going to continue for at least 10 more years.
[00:36:54.980 --> 00:36:54.980]   I'm going to continue for at least 10 more years.
[00:36:54.980 --> 00:36:54.980]   I'm going to continue for at least 10 more years.
[00:36:54.980 --> 00:37:25.000]  ,
[00:37:25.000 --> 00:37:25.000]   I'm going to continue for at least 10 more years.
[00:37:25.000 --> 00:37:25.000]   I'm going to continue for at least 10 more years.
[00:37:25.000 --> 00:37:25.000]   I'm going to continue for at least 10 more years.
[00:37:25.000 --> 00:37:25.000]   I'm going to continue for at least 10 more years.
[00:37:25.000 --> 00:37:25.000]   I'm going to continue for at least 10 more years.
[00:37:25.000 --> 00:37:25.000]   I'm going to continue for at least 10 more years.
[00:37:25.000 --> 00:37:25.000]   I'm going to continue for at least 10 more years.
[00:37:25.000 --> 00:37:25.000]   I'm going to continue for at least 10 more years.
[00:37:25.000 --> 00:37:25.000]   I'm going to continue for at least 10 more years.
[00:37:25.000 --> 00:37:25.000]   I'm going to continue for at least 10 more years.
[00:37:25.000 --> 00:37:25.000]   I'm going to continue for at least 10 more years.
[00:37:25.020 --> 00:37:55.020]   I'm going to continue for at least 10 more years.
[00:37:55.020 --> 00:37:55.020]   I'm going to continue for at least 10 more years.
[00:37:55.020 --> 00:37:55.020]   I'm going to continue for at least 10 more years.
[00:37:55.020 --> 00:37:55.020]   I'm going to continue for at least 10 more years.
[00:37:55.020 --> 00:37:55.020]   I'm going to continue for at least 10 more years.
[00:37:55.020 --> 00:37:55.020]   I'm going to continue for at least 10 more years.
[00:37:55.020 --> 00:37:55.020]   I'm going to continue for at least 10 more years.
[00:37:55.020 --> 00:37:55.020]   I'm going to continue for at least 10 more years.
[00:37:55.020 --> 00:37:55.020]   I'm going to continue for at least 10 more years.
[00:37:55.020 --> 00:37:55.020]   I'm going to continue for at least 10 more years.
[00:37:55.020 --> 00:37:55.020]   I'm going to continue for at least 10 more years.
[00:37:55.020 --> 00:37:55.020]   I'm going to continue for at least 10 more years.
[00:37:55.020 --> 00:37:55.020]   I'm going to continue for at least 10 more years.
[00:37:55.020 --> 00:37:55.020]   I'm going to continue for at least 10 more years.
[00:37:55.020 --> 00:37:55.020]   I'm going to continue for at least 10 more years.
[00:38:25.040 --> 00:38:25.040]   I'm going to continue for at least 10 more years.
[00:38:25.040 --> 00:38:25.040]   I'm going to continue for at least 10 more years.
[00:38:25.040 --> 00:38:25.040]   I'm going to continue for at least 10 more years.
[00:38:25.040 --> 00:38:25.040]   I'm going to continue for at least 10 more years.
[00:38:25.040 --> 00:38:25.040]   I'm going to continue for at least 10 more years.
[00:38:25.040 --> 00:38:25.040]   I'm going to continue for at least 10 more years.
[00:38:25.040 --> 00:38:25.040]   I'm going to continue for at least 10 more years.
[00:38:25.040 --> 00:38:25.040]   I'm going to continue for at least 10 more years.
[00:38:25.060 --> 00:38:55.060]   I'm going to continue for at least 10 more years.
[00:38:55.060 --> 00:38:55.060]   I'm going to continue for at least 10 more years.
[00:38:55.060 --> 00:38:55.060]   I'm going to continue for at least 10 more years.
[00:38:55.060 --> 00:38:55.060]   I'm going to continue for at least 10 more years.
[00:38:55.060 --> 00:38:55.060]   I'm going to continue for at least 10 more years.
[00:38:55.060 --> 00:38:55.060]   I'm going to continue for at least 10 more years.
[00:38:55.060 --> 00:38:55.060]   I'm going to continue for at least 10 more years.
[00:38:55.060 --> 00:38:55.060]   I'm going to continue for at least 10 more years.
[00:38:55.060 --> 00:38:55.060]   I'm going to continue for at least 10 more years.
[00:38:55.060 --> 00:38:55.060]   I'm going to continue for at least 10 more years.
[00:38:55.060 --> 00:38:55.060]   I'm going to continue for at least 10 more years.
[00:38:55.060 --> 00:38:55.060]   I'm going to continue for at least 10 more years.
[00:38:55.060 --> 00:38:55.060]   I'm going to continue for at least 10 more years.
[00:38:55.060 --> 00:38:55.060]   I'm going to continue for at least 10 more years.
[00:38:55.060 --> 00:38:55.060]   I'm going to continue for at least 10 more years.
[00:38:55.060 --> 00:39:25.080]   I'm going to continue for at least 10 more years.
[00:39:25.080 --> 00:39:25.080]   I'm going to continue for at least 10 more years.
[00:39:25.080 --> 00:39:25.080]   I'm going to continue for at least 10 more years.
[00:39:25.080 --> 00:39:25.080]   I'm going to continue for at least 10 more years.
[00:39:25.080 --> 00:39:25.080]   I'm going to continue for at least 10 more years.
[00:39:25.080 --> 00:39:25.080]   I'm going to continue for at least 10 more years.
[00:39:25.080 --> 00:39:25.080]   I'm going to continue for at least 10 more years.
[00:39:25.080 --> 00:39:25.080]   I'm going to continue for at least 10 more years.
[00:39:25.080 --> 00:39:25.080]   I'm going to continue for at least 10 more years.
[00:39:25.080 --> 00:39:25.080]   I'm going to continue for at least 10 more years.
[00:39:53.520 --> 00:39:55.100]   I'm going to continue for at least 10 more years.
[00:39:55.100 --> 00:39:55.100]   I'm going to continue for at least 10 more years.
[00:39:55.100 --> 00:39:55.100]   I'm going to continue for at least 10 more years.
[00:39:55.100 --> 00:39:55.100]   I'm going to continue for at least 10 more years.
[00:39:55.100 --> 00:39:55.100]   I'm going to continue for at least 10 more years.
[00:39:55.100 --> 00:39:55.100]   I'm going to continue for at least 10 more years.
[00:39:55.100 --> 00:39:55.100]   I'm going to continue for at least 10 more years.
[00:39:55.100 --> 00:39:55.100]   I'm going to continue for at least 10 more years.
[00:39:55.100 --> 00:39:55.100]   I'm going to continue for at least 10 more years.
[00:39:55.100 --> 00:39:55.100]   I'm going to continue for at least 10 more years.
[00:39:55.100 --> 00:39:55.100]   I'm going to continue for at least 10 more years.
[00:39:55.100 --> 00:39:55.100]   I'm going to continue for at least 10 more years.
[00:39:55.100 --> 00:39:55.100]   I'm going to continue for at least 10 more years.
[00:39:55.100 --> 00:39:55.100]   I'm going to continue for at least 10 more years.
[00:39:55.100 --> 00:39:55.100]   I'm going to continue for at least 10 more years.
[00:39:55.100 --> 00:40:25.120]   I'm going to continue for at least 10 more years.
[00:40:25.120 --> 00:40:25.120]   I'm going to continue for at least 10 more years.
[00:40:25.120 --> 00:40:25.120]   I'm going to continue for at least 10 more years.
[00:40:25.120 --> 00:40:25.120]   I'm going to continue for at least 10 more years.
[00:40:25.120 --> 00:40:25.120]   I'm going to continue for at least 10 more years.
[00:40:25.120 --> 00:40:25.120]   I'm going to continue for at least 10 more years.
[00:40:25.120 --> 00:40:25.120]   I'm going to continue for at least 10 more years.
[00:40:25.120 --> 00:40:25.120]   I'm going to continue for at least 10 more years.
[00:40:25.140 --> 00:40:55.140]   I'm going to continue for at least 10 more years.
[00:40:55.140 --> 00:40:55.140]   I'm going to continue for at least 10 more years.
[00:40:55.140 --> 00:40:55.140]   I'm going to continue for at least 10 more years.
[00:40:55.140 --> 00:40:55.140]   I'm going to continue for at least 10 more years.
[00:40:55.140 --> 00:40:55.140]   I'm going to continue for at least 10 more years.
[00:40:55.140 --> 00:40:55.140]   I'm going to continue for at least 10 more years.
[00:40:55.140 --> 00:40:55.140]   I'm going to continue for at least 10 more years.
[00:40:55.140 --> 00:40:55.140]   I'm going to continue for at least 10 more years.
[00:40:55.140 --> 00:40:55.140]   I'm going to continue for at least 10 more years.
[00:40:55.140 --> 00:40:55.140]   I'm going to continue for at least 10 more years.
[00:40:55.140 --> 00:40:55.140]   I'm going to continue for at least 10 more years.
[00:40:55.140 --> 00:40:55.140]   I'm going to continue for at least 10 more years.
[00:40:55.140 --> 00:40:55.140]   I'm going to continue for at least 10 more years.
[00:40:55.140 --> 00:40:55.140]   I'm going to continue for at least 10 more years.
[00:40:55.140 --> 00:40:55.140]   I'm going to continue for at least 10 more years.
[00:40:55.140 --> 00:41:25.160]   I'm going to continue for at least 10 more years.
[00:41:25.160 --> 00:41:25.160]   I'm going to continue for at least 10 more years.
[00:41:25.160 --> 00:41:25.160]   I'm going to continue for at least 10 more years.
[00:41:25.160 --> 00:41:25.160]   I'm going to continue for at least 10 more years.
[00:41:25.160 --> 00:41:25.160]   I'm going to continue for at least 10 more years.
[00:41:25.160 --> 00:41:25.160]   I'm going to continue for at least 10 more years.
[00:41:25.160 --> 00:41:25.160]   I'm going to continue for at least 10 more years.
[00:41:25.160 --> 00:41:25.160]   I'm going to continue for at least 10 more years.
[00:41:25.160 --> 00:41:25.160]   I'm going to continue for at least 10 more years.
[00:41:25.160 --> 00:41:25.160]   I'm going to continue for at least 10 more years.
[00:41:25.160 --> 00:41:25.160]   I'm going to continue for at least 10 more years.
[00:41:25.160 --> 00:41:25.160]   I'm going to continue for at least 10 more years.
[00:41:25.180 --> 00:41:55.180]   I'm going to continue for at least 10 more years.
[00:41:55.180 --> 00:41:55.180]   I'm going to continue for at least 10 more years.
[00:41:55.180 --> 00:41:55.180]   I'm going to continue for at least 10 more years.
[00:41:55.180 --> 00:41:55.180]   I'm going to continue for at least 10 more years.
[00:41:55.180 --> 00:41:55.180]   I'm going to continue for at least 10 more years.
[00:41:55.180 --> 00:41:55.180]   I'm going to continue for at least 10 more years.
[00:41:55.180 --> 00:41:55.180]   I'm going to continue for at least 10 more years.
[00:41:55.180 --> 00:41:55.180]   I'm going to continue for at least 10 more years.
[00:41:55.180 --> 00:41:55.180]   I'm going to continue for at least 10 more years.
[00:41:55.180 --> 00:41:55.180]   I'm going to continue for at least 10 more years.
[00:41:55.180 --> 00:41:55.180]   I'm going to continue for at least 10 more years.
[00:41:55.180 --> 00:41:55.180]   I'm going to continue for at least 10 more years.
[00:41:55.180 --> 00:41:55.180]   I'm going to continue for at least 10 more years.
[00:41:55.180 --> 00:41:55.180]   I'm going to continue for at least 10 more years.
[00:41:55.180 --> 00:41:55.180]   I'm going to continue for at least 10 more years.
[00:41:55.180 --> 00:42:25.200]   I'm going to continue for at least 10 more years.
[00:42:25.200 --> 00:42:25.200]   I'm going to continue for at least 10 more years.
[00:42:25.200 --> 00:42:25.200]   I'm going to continue for at least 10 more years.
[00:42:25.200 --> 00:42:25.200]   I'm going to continue for at least 10 more years.
[00:42:25.200 --> 00:42:25.200]   I'm going to continue for at least 10 more years.
[00:42:25.200 --> 00:42:25.200]   I'm going to continue for at least 10 more years.
[00:42:25.200 --> 00:42:25.200]   I'm going to continue for at least 10 more years.
[00:42:25.200 --> 00:42:25.200]   I'm going to continue for at least 10 more years.
[00:42:25.220 --> 00:42:55.220]   I'm going to continue for at least 10 more years.
[00:42:55.220 --> 00:42:55.220]   I'm going to continue for at least 10 more years.
[00:42:55.220 --> 00:42:55.220]   I'm going to continue for at least 10 more years.
