
[00:00:00.040 --> 00:00:10.680]   test
[00:21:51.280 --> 00:21:51.280]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:21:51.280 --> 00:21:51.280]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:21:51.280 --> 00:21:51.280]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:21:51.280 --> 00:21:51.280]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:21:51.280 --> 00:21:51.280]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:21:51.280 --> 00:21:51.280]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:21:51.320 --> 00:22:21.300]  ,
[00:22:21.300 --> 00:22:21.300]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:22:21.300 --> 00:22:21.300]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:22:21.300 --> 00:22:21.300]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:22:21.300 --> 00:22:21.300]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:22:21.300 --> 00:22:21.300]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:22:21.300 --> 00:22:21.300]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:22:21.300 --> 00:22:21.300]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:22:21.320 --> 00:22:51.320]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:22:51.320 --> 00:22:51.320]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:22:51.320 --> 00:22:51.320]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:22:51.320 --> 00:22:51.320]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:22:51.320 --> 00:22:51.320]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:22:51.320 --> 00:22:51.320]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:22:51.320 --> 00:22:51.320]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:22:51.340 --> 00:23:21.340]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:23:21.340 --> 00:23:21.340]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:23:21.340 --> 00:23:21.340]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:23:21.340 --> 00:23:21.340]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:23:21.340 --> 00:23:21.340]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:23:21.340 --> 00:23:21.340]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:23:21.340 --> 00:23:21.340]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:23:21.360 --> 00:23:51.360]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:23:51.360 --> 00:23:51.360]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:23:51.360 --> 00:23:51.360]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:23:51.360 --> 00:23:51.360]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:23:51.360 --> 00:23:51.360]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:23:51.360 --> 00:23:51.360]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:23:51.360 --> 00:23:51.360]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:23:51.380 --> 00:24:21.380]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:24:21.380 --> 00:24:21.380]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:24:21.380 --> 00:24:21.380]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:24:21.380 --> 00:24:21.380]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:24:21.380 --> 00:24:21.380]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:24:21.380 --> 00:24:21.380]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:24:21.400 --> 00:24:51.400]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:24:51.400 --> 00:24:51.400]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:24:51.400 --> 00:24:51.400]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:24:51.400 --> 00:24:51.400]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:24:51.400 --> 00:24:51.400]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:24:51.400 --> 00:24:51.400]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:24:51.400 --> 00:24:51.400]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:24:51.420 --> 00:25:21.420]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:25:21.420 --> 00:25:21.420]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:25:21.420 --> 00:25:21.420]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:25:21.420 --> 00:25:21.420]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:25:21.420 --> 00:25:21.420]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:25:21.420 --> 00:25:21.420]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:25:21.420 --> 00:25:21.420]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:25:21.440 --> 00:25:51.440]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:25:51.440 --> 00:25:51.440]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:25:51.440 --> 00:25:51.440]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:25:51.440 --> 00:25:51.440]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:25:51.440 --> 00:25:51.440]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:25:51.440 --> 00:25:51.440]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:25:51.440 --> 00:25:51.440]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:25:51.460 --> 00:26:21.460]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:26:21.460 --> 00:26:21.460]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:26:21.460 --> 00:26:21.460]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:26:21.460 --> 00:26:21.460]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:26:21.460 --> 00:26:21.460]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:26:21.460 --> 00:26:21.460]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:26:21.460 --> 00:26:21.460]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:26:21.480 --> 00:26:51.480]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:26:51.480 --> 00:26:51.480]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:26:51.480 --> 00:26:51.480]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:26:51.480 --> 00:26:51.480]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:26:51.480 --> 00:26:51.480]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:26:51.480 --> 00:26:51.480]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:26:51.480 --> 00:26:51.480]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:26:51.500 --> 00:27:21.500]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:27:21.500 --> 00:27:21.500]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:27:21.500 --> 00:27:21.500]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:27:21.500 --> 00:27:21.500]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:27:21.500 --> 00:27:21.500]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:27:21.500 --> 00:27:21.500]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:27:21.500 --> 00:27:21.500]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:27:21.540 --> 00:27:51.520]  ,
[00:27:51.520 --> 00:27:51.520]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:27:51.520 --> 00:27:51.520]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:27:51.520 --> 00:27:51.520]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:27:51.520 --> 00:27:51.520]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:27:51.520 --> 00:27:51.520]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:27:51.520 --> 00:27:51.520]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:27:51.520 --> 00:27:51.520]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:27:51.540 --> 00:28:21.540]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:28:21.540 --> 00:28:21.540]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:28:21.540 --> 00:28:21.540]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:28:21.540 --> 00:28:21.540]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:28:21.540 --> 00:28:21.540]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:28:21.540 --> 00:28:21.540]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:28:21.540 --> 00:28:21.540]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:28:21.560 --> 00:28:51.560]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:28:51.560 --> 00:28:51.560]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:28:51.560 --> 00:28:51.560]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:28:51.560 --> 00:28:51.560]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:28:51.560 --> 00:28:51.560]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:28:51.560 --> 00:28:51.560]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do.
[00:28:51.560 --> 00:28:51.560]   HONESTly, I don't think this is a good thing to do, but it's a good thing to do, but it's a good thing to do.
[00:28:51.600 --> 00:28:58.460]   didnt
[00:28:58.460 --> 00:29:16.940]   I.
[00:29:16.940 --> 00:29:19.440]   like mean
[00:29:19.440 --> 00:29:21.360]   relacion;�; jeszcze, dot. But, ', but., viv, but, shows,™, all, hunter, Kel,osos,ondern, Gel, headed,,實, in, horror., just,對了,onomy concentrated,ifting, talk, concentrate, took, w. not, got, школ, 's. is. like,issä them. is a large and a entre the right. personal caused the wrong. given the guess. I'm the team's the Ск ad, Supa's go to be it. But this is Sh 내ific the man's the con the sur potassiumоз the
[00:29:21.420 --> 00:29:49.240]   And this is one of the goals of good asset protection planning. If you've positioned yourself first through obscurity and second through a vigorous defense, through obvious forms of protection. Think back to my silly little example of going to the bad restaurant in the bad part of town. You first practice obscurity. And then if somebody pierces your obscurity, your privacy, then you want to make sure that you look like a strong person. Well, even very practically, if the attorney is not a strong person, then you want to make sure that you look like a strong person.
[00:29:51.240 --> 00:30:21.080]  ,
[00:30:21.080 --> 00:30:21.080]   That's a good idea.
[00:30:21.080 --> 00:30:21.080]   Now,
[00:30:21.080 --> 00:30:21.160]   You're going to have to think about the other side of the equation.
[00:30:21.160 --> 00:30:21.220]   You're going to have to think about the other side of the equation.
[00:30:21.220 --> 00:30:21.260]   You're going to have to think about the other side of the equation.
[00:30:21.260 --> 00:30:21.260]   You're going to have to think about the other side of the equation.
[00:30:21.260 --> 00:30:21.260]   You're going to have to think about the other side of the equation.
[00:30:21.260 --> 00:30:21.260]   You're going to have to think about the other side of the equation.
[00:30:21.280 --> 00:30:51.280]   You're going to have to think about the other side of the equation.
[00:30:51.280 --> 00:30:51.280]   You're going to have to think about the other side of the equation.
[00:30:51.280 --> 00:30:51.280]   You're going to have to think about the other side of the equation.
[00:30:51.280 --> 00:30:51.280]   You're going to have to think about the other side of the equation.
[00:30:51.280 --> 00:30:51.280]   You're going to have to think about the other side of the equation.
[00:30:51.280 --> 00:30:51.280]   You're going to have to think about the other side of the equation.
[00:30:51.280 --> 00:30:51.280]   You're going to have to think about the other side of the equation.
[00:30:51.280 --> 00:30:51.280]   You're going to have to think about the other side of the equation.
[00:30:51.280 --> 00:30:51.280]   You're going to have to think about the other side of the equation.
[00:30:51.280 --> 00:30:51.280]   You're going to have to think about the other side of the equation.
[00:30:51.280 --> 00:30:51.280]   You're going to have to think about the other side of the equation.
[00:30:51.280 --> 00:30:51.280]   You're going to have to think about the other side of the equation.
[00:30:51.280 --> 00:31:21.300]  ,
[00:31:21.300 --> 00:31:21.300]   You're going to have to think about the other side of the equation.
[00:31:21.300 --> 00:31:21.300]   You're going to have to think about the other side of the equation.
[00:31:21.300 --> 00:31:21.300]   You're going to have to think about the other side of the equation.
[00:31:21.300 --> 00:31:21.300]   You're going to have to think about the other side of the equation.
[00:31:21.300 --> 00:31:21.300]   You're going to have to think about the other side of the equation.
[00:31:21.300 --> 00:31:21.300]   You're going to have to think about the other side of the equation.
[00:31:21.300 --> 00:31:21.300]   You're going to have to think about the other side of the equation.
[00:31:21.300 --> 00:31:21.300]   You're going to have to think about the other side of the equation.
[00:31:21.320 --> 00:31:51.320]   You're going to have to think about the other side of the equation.
[00:31:51.320 --> 00:31:51.320]   You're going to have to think about the other side of the equation.
[00:31:51.320 --> 00:31:51.320]   You're going to have to think about the other side of the equation.
[00:31:51.320 --> 00:31:51.320]   You're going to have to think about the other side of the equation.
[00:31:51.320 --> 00:31:51.320]   You're going to have to think about the other side of the equation.
[00:31:51.320 --> 00:31:51.320]   You're going to have to think about the other side of the equation.
[00:31:51.320 --> 00:31:51.320]   You're going to have to think about the other side of the equation.
[00:31:51.320 --> 00:31:51.320]   You're going to have to think about the other side of the equation.
[00:31:51.320 --> 00:31:51.320]   You're going to have to think about the other side of the equation.
[00:31:51.320 --> 00:31:51.320]   You're going to have to think about the other side of the equation.
[00:31:51.320 --> 00:31:51.320]   You're going to have to think about the other side of the equation.
[00:31:51.320 --> 00:31:51.320]   You're going to have to think about the other side of the equation.
[00:31:51.360 --> 00:32:21.340]  Mitre's question is, why can't I have a car?
[00:32:21.340 --> 00:32:21.340]  Mitre's question is, why can't I have a car?
[00:32:21.340 --> 00:32:21.340]  Mitre's question is, why can't I have a car?
[00:32:21.340 --> 00:32:21.340]  Mitre's question is, why can't I have a car?
[00:32:21.340 --> 00:32:21.340]  Mitre's question is, why can't I have a car?
[00:32:21.340 --> 00:32:21.340]  Mitre's question is, why can't I have a car?
[00:32:21.340 --> 00:32:21.340]  Mitre's question is, why can't I have a car?
[00:32:21.340 --> 00:32:21.340]  Mitre's question is, why can't I have a car?
[00:32:21.340 --> 00:32:21.340]  Mitre's question is, why can't I have a car?
[00:32:21.340 --> 00:32:21.340]  Mitre's question is, why can't I have a car?
[00:32:21.360 --> 00:32:51.360]   You're going to have to think about the other side of the equation.
[00:32:51.360 --> 00:32:51.360]   You're going to have to think about the other side of the equation.
[00:32:51.360 --> 00:32:51.360]   You're going to have to think about the other side of the equation.
[00:32:51.360 --> 00:32:51.360]   You're going to have to think about the other side of the equation.
[00:32:51.360 --> 00:32:51.360]   You're going to have to think about the other side of the equation.
[00:32:51.360 --> 00:32:51.360]   You're going to have to think about the other side of the equation.
[00:32:51.360 --> 00:32:51.360]   You're going to have to think about the other side of the equation.
[00:32:51.360 --> 00:32:51.360]   You're going to have to think about the other side of the equation.
[00:32:51.360 --> 00:32:51.360]   You're going to have to think about the other side of the equation.
[00:32:51.360 --> 00:32:51.360]   You're going to have to think about the other side of the equation.
[00:32:51.360 --> 00:32:51.360]   You're going to have to think about the other side of the equation.
[00:32:51.360 --> 00:32:51.360]   You're going to have to think about the other side of the equation.
[00:32:51.380 --> 00:33:21.380]  , you're going to have to think about the other side of the equation.
[00:33:21.380 --> 00:33:21.380]   You're going to have to think about the other side of the equation.
[00:33:21.380 --> 00:33:21.380]   You're going to have to think about the other side of the equation.
[00:33:21.380 --> 00:33:21.380]   You're going to have to think about the other side of the equation.
[00:33:21.380 --> 00:33:21.380]   You're going to have to think about the other side of the equation.
[00:33:21.380 --> 00:33:21.380]   You're going to have to think about the other side of the equation.
[00:33:21.380 --> 00:33:21.380]   You're going to have to think about the other side of the equation.
[00:33:21.380 --> 00:33:21.380]   You're going to have to think about the other side of the equation.
[00:33:21.380 --> 00:33:51.400]  , you're going to have to think about the other side of the equation.
[00:33:51.400 --> 00:33:51.400]   You're going to have to think about the other side of the equation.
[00:33:51.400 --> 00:33:51.400]   You're going to have to think about the other side of the equation.
[00:33:51.400 --> 00:33:51.400]   You're going to have to think about the other side of the equation.
[00:33:51.400 --> 00:33:51.400]   You're going to have to think about the other side of the equation.
[00:33:51.400 --> 00:33:51.400]   You're going to have to think about the other side of the equation.
[00:33:51.400 --> 00:33:51.400]   You're going to have to think about the other side of the equation.
[00:33:51.400 --> 00:33:51.400]   You're going to have to think about the other side of the equation.
[00:33:51.400 --> 00:33:51.400]   You're going to have to think about the other side of the equation.
[00:33:51.400 --> 00:33:51.400]   You're going to have to think about the other side of the equation.
[00:33:51.400 --> 00:33:51.400]   You're going to have to think about the other side of the equation.
[00:33:51.400 --> 00:33:51.400]   You're going to have to think about the other side of the equation.
[00:33:51.420 --> 00:34:21.420]   You're going to have to think about the other side of the equation.
[00:34:21.420 --> 00:34:21.420]   You're going to have to think about the other side of the equation.
[00:34:21.420 --> 00:34:21.420]   You're going to have to think about the other side of the equation.
[00:34:21.420 --> 00:34:21.420]   You're going to have to think about the other side of the equation.
[00:34:21.420 --> 00:34:21.420]   You're going to have to think about the other side of the equation.
[00:34:21.420 --> 00:34:21.420]   You're going to have to think about the other side of the equation.
[00:34:21.420 --> 00:34:21.420]   You're going to have to think about the other side of the equation.
[00:34:21.420 --> 00:34:21.420]   You're going to have to think about the other side of the equation.
[00:34:21.420 --> 00:34:21.420]   You're going to have to think about the other side of the equation.
[00:34:21.420 --> 00:34:21.420]   You're going to have to think about the other side of the equation.
[00:34:21.420 --> 00:34:21.420]   You're going to have to think about the other side of the equation.
[00:34:21.420 --> 00:34:21.420]   You're going to have to think about the other side of the equation.
[00:34:21.440 --> 00:34:51.440]   You're going to have to think about the other side of the equation.
[00:34:51.440 --> 00:34:51.440]   You're going to have to think about the other side of the equation.
[00:34:51.440 --> 00:34:51.440]   You're going to have to think about the other side of the equation.
[00:34:51.440 --> 00:34:51.440]   You're going to have to think about the other side of the equation.
[00:34:51.440 --> 00:34:51.440]   You're going to have to think about the other side of the equation.
[00:34:51.440 --> 00:34:51.440]   You're going to have to think about the other side of the equation.
[00:34:51.440 --> 00:34:51.440]   You're going to have to think about the other side of the equation.
[00:34:51.440 --> 00:34:51.440]   You're going to have to think about the other side of the equation.
[00:34:51.440 --> 00:34:51.440]   You're going to have to think about the other side of the equation.
[00:34:51.440 --> 00:34:51.440]   You're going to have to think about the other side of the equation.
[00:34:51.440 --> 00:35:21.460]  ,
[00:35:21.460 --> 00:35:21.460]   You're going to have to think about the other side of the equation.
[00:35:21.460 --> 00:35:21.460]   You're going to have to think about the other side of the equation.
[00:35:21.460 --> 00:35:21.460]   You're going to have to think about the other side of the equation.
[00:35:21.460 --> 00:35:21.460]   You're going to have to think about the other side of the equation.
[00:35:21.460 --> 00:35:21.460]   You're going to have to think about the other side of the equation.
[00:35:21.460 --> 00:35:21.460]   You're going to have to think about the other side of the equation.
[00:35:21.460 --> 00:35:21.460]   You're going to have to think about the other side of the equation.
[00:35:21.460 --> 00:35:21.460]   You're going to have to think about the other side of the equation.
[00:35:21.460 --> 00:35:21.460]   You're going to have to think about the other side of the equation.
[00:35:21.460 --> 00:35:21.460]   You're going to have to think about the other side of the equation.
[00:35:21.480 --> 00:35:51.480]   You're going to have to think about the other side of the equation.
[00:35:51.480 --> 00:35:51.480]   You're going to have to think about the other side of the equation.
[00:35:51.480 --> 00:35:51.480]   You're going to have to think about the other side of the equation.
[00:35:51.480 --> 00:35:51.480]   You're going to have to think about the other side of the equation.
[00:35:51.480 --> 00:35:51.480]   You're going to have to think about the other side of the equation.
[00:35:51.480 --> 00:35:51.480]   You're going to have to think about the other side of the equation.
[00:35:51.480 --> 00:35:51.480]   You're going to have to think about the other side of the equation.
[00:35:51.480 --> 00:35:51.480]   You're going to have to think about the other side of the equation.
[00:35:51.480 --> 00:35:51.480]   You're going to have to think about the other side of the equation.
[00:35:51.480 --> 00:35:51.480]   You're going to have to think about the other side of the equation.
[00:35:51.480 --> 00:35:51.480]   You're going to have to think about the other side of the equation.
[00:35:51.480 --> 00:35:51.480]   You're going to have to think about the other side of the equation.
[00:35:51.520 --> 00:36:21.500]   underway.
[00:36:21.500 --> 00:36:21.500]   You're going to have to think about the other side of the equation.
[00:36:21.500 --> 00:36:21.500]   You're going to have to think about the other side of the equation.
[00:36:21.500 --> 00:36:21.500]   You're going to have to think about the other side of the equation.
[00:36:21.500 --> 00:36:21.500]   You're going to have to think about the other side of the equation.
[00:36:21.500 --> 00:36:21.500]   You're going to have to think about the other side of the equation.
[00:36:21.500 --> 00:36:21.500]   You're going to have to think about the other side of the equation.
[00:36:21.500 --> 00:36:21.500]   You're going to have to think about the other side of the equation.
[00:36:21.500 --> 00:36:21.500]   You're going to have to think about the other side of the equation.
[00:36:21.500 --> 00:36:21.500]   You're going to have to think about the other side of the equation.
[00:36:21.500 --> 00:36:21.500]   You're going to have to think about the other side of the equation.
[00:36:21.520 --> 00:36:51.520]  , you have a tenant, but that tenant believes because it's either true or because they're simply led to believe by your absence of statements that your property is heavily indebted and you have no equity and you're having a tough time right now keeping your business afloat.
[00:36:51.520 --> 00:36:51.520]   Well now all of a sudden you've gone from possibly wealthy real estate investor with one property to this guy's not doing very well he only has one property and it's got a big old mortgage on it.
[00:36:51.520 --> 00:36:51.520]   You're going to have to think about the other side of the equation.
[00:36:51.520 --> 00:36:51.520]   You're going to have to think about the other side of the equation.
[00:36:51.520 --> 00:36:51.520]   You're going to have to think about the other side of the equation.
[00:36:51.540 --> 00:37:21.540]   You're going to have to think about the other side of the equation.
[00:37:21.540 --> 00:37:21.540]   You're going to have to think about the other side of the equation.
[00:37:21.540 --> 00:37:21.540]   You're going to have to think about the other side of the equation.
[00:37:21.540 --> 00:37:21.540]   You're going to have to think about the other side of the equation.
[00:37:21.540 --> 00:37:21.540]   You're going to have to think about the other side of the equation.
[00:37:21.540 --> 00:37:21.540]   You're going to have to think about the other side of the equation.
[00:37:21.540 --> 00:37:21.540]   You're going to have to think about the other side of the equation.
[00:37:21.540 --> 00:37:21.540]   You're going to have to think about the other side of the equation.
[00:37:21.540 --> 00:37:21.540]   You're going to have to think about the other side of the equation.
[00:37:21.540 --> 00:37:21.540]   You're going to have to think about the other side of the equation.
[00:37:21.540 --> 00:37:21.540]   You're going to have to think about the other side of the equation.
[00:37:21.540 --> 00:37:51.560]  ,
[00:37:51.560 --> 00:37:51.560]   I'm going to have to think about the other side of the equation.
[00:37:51.560 --> 00:37:51.560]   You're going to have to think about the other side of the equation.
[00:37:51.560 --> 00:37:51.560]   You're going to have to think about the other side of the equation.
[00:37:51.560 --> 00:37:51.560]   You're going to have to think about the other side of the equation.
[00:37:51.560 --> 00:37:51.560]   You're going to have to think about the other side of the equation.
[00:37:51.560 --> 00:37:51.560]   You're going to have to think about the other side of the equation.
[00:37:51.560 --> 00:37:51.560]   You're going to have to think about the other side of the equation.
[00:37:51.560 --> 00:37:51.560]   You're going to have to think about the other side of the equation.
[00:37:51.560 --> 00:37:51.560]   You're going to have to think about the other side of the equation.
[00:37:51.580 --> 00:38:21.580]   You're going to have to think about the other side of the equation.
[00:38:21.580 --> 00:38:21.580]   You're going to have to think about the other side of the equation.
[00:38:21.580 --> 00:38:21.580]   You're going to have to think about the other side of the equation.
[00:38:21.580 --> 00:38:21.580]   You're going to have to think about the other side of the equation.
[00:38:21.580 --> 00:38:21.580]   You're going to have to think about the other side of the equation.
[00:38:21.580 --> 00:38:21.580]   You're going to have to think about the other side of the equation.
[00:38:21.580 --> 00:38:21.580]   You're going to have to think about the other side of the equation.
[00:38:21.580 --> 00:38:21.580]   You're going to have to think about the other side of the equation.
[00:38:21.580 --> 00:38:21.580]   You're going to have to think about the other side of the equation.
[00:38:21.580 --> 00:38:21.580]   You're going to have to think about the other side of the equation.
[00:38:21.580 --> 00:38:21.580]   You're going to have to think about the other side of the equation.
[00:38:21.580 --> 00:38:21.580]   You're going to have to think about the other side of the equation.
[00:38:21.580 --> 00:38:51.600]  ,
[00:38:51.600 --> 00:38:51.600]   You're going to have to think about the other side of the equation.
[00:38:51.600 --> 00:38:51.600]   You're going to have to think about the other side of the equation.
[00:38:51.600 --> 00:38:51.600]   You're going to have to think about the other side of the equation.
[00:38:51.600 --> 00:38:51.600]   You're going to have to think about the other side of the equation.
[00:38:51.600 --> 00:38:51.600]   You're going to have to think about the other side of the equation.
[00:38:51.600 --> 00:38:51.600]   You're going to have to think about the other side of the equation.
[00:38:51.600 --> 00:38:51.600]   You're going to have to think about the other side of the equation.
[00:38:51.600 --> 00:38:51.600]   You're going to have to think about the other side of the equation.
[00:38:51.600 --> 00:38:51.600]   You're going to have to think about the other side of the equation.
[00:38:51.620 --> 00:39:21.620]   You're going to have to think about the other side of the equation.
[00:39:21.620 --> 00:39:21.620]   You're going to have to think about the other side of the equation.
[00:39:21.620 --> 00:39:21.620]   You're going to have to think about the other side of the equation.
[00:39:21.620 --> 00:39:21.620]   You're going to have to think about the other side of the equation.
[00:39:21.620 --> 00:39:21.620]   You're going to have to think about the other side of the equation.
[00:39:21.620 --> 00:39:21.620]   You're going to have to think about the other side of the equation.
[00:39:21.620 --> 00:39:21.620]   You're going to have to think about the other side of the equation.
[00:39:21.620 --> 00:39:21.620]   You're going to have to think about the other side of the equation.
[00:39:21.620 --> 00:39:21.620]   You're going to have to think about the other side of the equation.
[00:39:21.620 --> 00:39:21.620]   You're going to have to think about the other side of the equation.
[00:39:21.620 --> 00:39:21.620]   You're going to have to think about the other side of the equation.
[00:39:21.620 --> 00:39:21.620]   You're going to have to think about the other side of the equation.
[00:39:21.620 --> 00:39:51.640]  , you're going to have to think about the other side of the equation.
[00:39:51.640 --> 00:39:51.640]   You're going to have to think about the other side of the equation.
[00:39:51.640 --> 00:39:51.640]   You're going to have to think about the other side of the equation.
[00:39:51.640 --> 00:39:51.640]   You're going to have to think about the other side of the equation.
[00:39:51.640 --> 00:39:51.640]   You're going to have to think about the other side of the equation.
[00:39:51.640 --> 00:39:51.640]   You're going to have to think about the other side of the equation.
[00:39:51.640 --> 00:39:51.640]   You're going to have to think about the other side of the equation.
[00:39:51.640 --> 00:39:51.640]   You're going to have to think about the other side of the equation.
[00:39:51.640 --> 00:39:51.640]   You're going to have to think about the other side of the equation.
[00:39:51.660 --> 00:40:21.660]   You're going to have to think about the other side of the equation.
[00:40:21.660 --> 00:40:21.660]   You're going to have to think about the other side of the equation.
[00:40:21.660 --> 00:40:21.660]   You're going to have to think about the other side of the equation.
[00:40:21.660 --> 00:40:21.660]   You're going to have to think about the other side of the equation.
[00:40:21.660 --> 00:40:21.660]   You're going to have to think about the other side of the equation.
[00:40:21.660 --> 00:40:21.660]   You're going to have to think about the other side of the equation.
[00:40:21.660 --> 00:40:21.660]   You're going to have to think about the other side of the equation.
