
[00:00:00.040 --> 00:00:06.840]  cked maybe but
[00:29:39.280 --> 00:29:39.280]   I'm going to find a lot more attractive returns there than you are
[00:29:39.280 --> 00:29:39.280]   I'm going to find a lot more attractive returns there than you are
[00:29:39.280 --> 00:29:39.280]   I'm going to find a lot more attractive returns there than you are
[00:29:39.280 --> 00:29:39.280]   I'm going to find a lot more attractive returns there than you are
[00:29:39.280 --> 00:29:39.280]   I'm going to find a lot more attractive returns there than you are
[00:29:39.280 --> 00:29:39.280]   I'm going to find a lot more attractive returns there than you are
[00:29:39.280 --> 00:29:39.280]   I'm going to find a lot more attractive returns there than you are
[00:29:39.280 --> 00:29:39.280]   I'm going to find a lot more attractive returns there than you are
[00:29:39.280 --> 00:29:39.280]   I'm going to find a lot more attractive returns there than you are
[00:29:39.280 --> 00:29:39.280]   I'm going to find a lot more attractive returns there than you are
[00:29:39.300 --> 00:30:09.300]   I'm going to find a lot more attractive returns there than you are
[00:30:09.300 --> 00:30:09.300]   I'm going to find a lot more attractive returns there than you are
[00:30:09.300 --> 00:30:09.300]   I'm going to find a lot more attractive returns there than you are
[00:30:09.300 --> 00:30:09.300]   I'm going to find a lot more attractive returns there than you are
[00:30:09.300 --> 00:30:09.300]   I'm going to find a lot more attractive returns there than you are
[00:30:09.300 --> 00:30:09.300]   I'm going to find a lot more attractive returns there than you are
[00:30:09.300 --> 00:30:09.300]   I'm going to find a lot more attractive returns there than you are
[00:30:09.300 --> 00:30:09.300]   I'm going to find a lot more attractive returns there than you are
[00:30:09.300 --> 00:30:09.300]   I'm going to find a lot more attractive returns there than you are
[00:30:09.300 --> 00:30:09.300]   I'm going to find a lot more attractive returns there than you are
[00:30:09.300 --> 00:30:09.300]   I'm going to find a lot more attractive returns there than you are
[00:30:09.300 --> 00:30:09.300]   I'm going to find a lot more attractive returns there than you are
[00:30:09.300 --> 00:30:09.300]   I'm going to find a lot more attractive returns there than you are
[00:30:09.320 --> 00:30:39.320]   I'm going to find a lot more attractive returns there than you are
[00:30:39.320 --> 00:30:39.320]   I'm going to find a lot more attractive returns there than you are
[00:30:39.320 --> 00:30:39.320]   I'm going to find a lot more attractive returns there than you are
[00:30:39.320 --> 00:30:39.320]   I'm going to find a lot more attractive returns there than you are
[00:30:39.320 --> 00:30:39.320]   I'm going to find a lot more attractive returns there than you are
[00:30:39.320 --> 00:30:39.320]   I'm going to find a lot more attractive returns there than you are
[00:30:39.320 --> 00:30:39.320]   I'm going to find a lot more attractive returns there than you are
[00:30:39.320 --> 00:30:39.320]   I'm going to find a lot more attractive returns there than you are
[00:30:39.320 --> 00:30:39.320]   I'm going to find a lot more attractive returns there than you are
[00:30:39.320 --> 00:30:39.320]   I'm going to find a lot more attractive returns there than you are
[00:30:39.320 --> 00:30:39.320]   I'm going to find a lot more attractive returns there than you are
[00:30:39.320 --> 00:30:39.320]   I'm going to find a lot more attractive returns there than you are there than you are
[00:30:39.360 --> 00:31:09.340]   this portfolio here is likely to be this volatile based upon historical understandings so therefore if I keep three years of cash outside of the portfolio I could afford to leave that portfolio alone completely for three years which would get me through 72.6% of the problems something like that so I segregate investing from personal finance I don't want my life or my lifestyle to be subject to the real estate market so I don't want my life or my lifestyle to be subject to the real estate market so I don't want my life or my lifestyle to be subject to the real estate market
[00:31:09.360 --> 00:31:39.360]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:31:39.360 --> 00:31:39.360]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:31:39.360 --> 00:31:39.360]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:31:39.360 --> 00:31:39.360]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:31:39.400 --> 00:32:09.380]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:32:09.380 --> 00:32:09.380]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:32:09.380 --> 00:32:09.380]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:32:09.400 --> 00:32:39.400]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:32:39.400 --> 00:32:39.400]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:32:39.400 --> 00:32:39.400]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:32:39.400 --> 00:32:39.400]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:32:39.400 --> 00:32:39.400]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:32:39.420 --> 00:33:09.420]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:33:09.420 --> 00:33:09.420]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:33:09.420 --> 00:33:09.420]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:33:09.420 --> 00:33:09.420]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:33:09.460 --> 00:33:39.440]  ,
[00:33:39.440 --> 00:33:39.440]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:33:39.440 --> 00:33:39.440]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:33:39.440 --> 00:33:39.440]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:33:39.440 --> 00:33:39.440]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:33:39.460 --> 00:34:09.460]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:34:09.460 --> 00:34:09.460]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:34:09.460 --> 00:34:09.460]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:34:09.460 --> 00:34:09.460]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:34:09.460 --> 00:34:09.460]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:34:09.500 --> 00:34:39.480]  ,
[00:34:39.480 --> 00:34:39.480]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:34:39.480 --> 00:34:39.480]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:34:39.480 --> 00:34:39.480]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:34:39.480 --> 00:34:39.480]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:34:39.500 --> 00:35:09.500]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:35:09.500 --> 00:35:09.500]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:35:09.500 --> 00:35:09.500]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:35:09.500 --> 00:35:09.500]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:35:09.500 --> 00:35:09.500]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:35:09.540 --> 00:35:39.520]  ,
[00:35:39.520 --> 00:35:39.520]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:35:39.520 --> 00:35:39.520]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:35:39.540 --> 00:36:09.540]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:36:09.540 --> 00:36:09.540]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:36:09.540 --> 00:36:09.540]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:36:09.540 --> 00:36:09.540]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:36:09.540 --> 00:36:09.540]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:36:09.580 --> 00:36:39.560]  ,
[00:36:39.560 --> 00:36:39.560]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:36:39.560 --> 00:36:39.560]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:36:39.560 --> 00:36:39.560]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:36:39.580 --> 00:37:09.580]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:37:09.580 --> 00:37:09.580]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:37:09.580 --> 00:37:09.580]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:37:09.580 --> 00:37:09.580]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:37:09.580 --> 00:37:09.580]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:37:09.620 --> 00:37:39.600]  ,
[00:37:39.600 --> 00:37:39.600]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:37:39.600 --> 00:37:39.600]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:37:39.600 --> 00:37:39.600]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:37:39.620 --> 00:38:09.620]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:38:09.620 --> 00:38:09.620]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:38:09.620 --> 00:38:09.620]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:38:09.620 --> 00:38:09.620]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:38:09.620 --> 00:38:09.620]   I'm a little cavalier because one I think the market is very efficient there are a lot of people who are looking for things and it's hard to believe that if this company goes to zero
[00:38:09.660 --> 00:38:20.340]   iş in, B P. Le Э
[00:38:20.340 --> 00:38:20.980]   spin. missing, but I was in, and,つ,
[00:38:20.980 --> 00:38:37.540]  'll...G...G...G...G... Zwe... Bot...ун... rel... is that is.視... town. AI L. channelp... good. per. 지�.生活.уть.asp. i. just. be.什. Cor. Gotcha. not. refresh the voice.ě the won. a 100.� 내 need to be refers a took the của de leaking aрав anier gold or the gut. Moe atough the worked a transcript alaimed theatoriful the only доллар's the fit a viols mating de if it'sough the n應該 a遊ier en shattered thechod i minister's our cess talk about the regret the
[00:38:37.540 --> 00:38:39.360]   sewing a didnt deough the α gracious the
[00:38:39.700 --> 00:38:42.800]   de
[00:38:42.800 --> 00:38:50.320]   holding
[00:38:50.320 --> 00:38:50.720]  �
[00:38:50.720 --> 00:39:07.860]   business,,,,,,, чет75 when you is on the
[00:39:08.560 --> 00:39:10.280]  oman
[00:39:10.280 --> 00:39:19.440]   in, is,
[00:39:19.440 --> 00:39:37.460]   they Mo Green And K Я carry Import
[00:39:38.420 --> 00:39:42.440]   out how to do to your comments.
[00:39:42.440 --> 00:39:48.440]   I it seems to me from having sort of worked sort of worked in the investment business.
[00:39:48.440 --> 00:39:57.440]   There is I don't know what cliche to to to spout out here, but you won't get what's what's it?
[00:39:57.440 --> 00:39:58.440]   What was the old thing about IBM?
[00:39:58.440 --> 00:40:04.440]   They said you won't get fired if you choose IBM that they basically yeah, it's a safe choice.
[00:40:04.440 --> 00:40:08.280]   Yeah, it might not do very well, but you're not going to get fired and and so
[00:40:08.280 --> 00:40:08.280]   I'm going to try to figure out how to do that.
[00:40:08.280 --> 00:40:08.280]   I'm going to try to figure out how to do that.
[00:40:08.280 --> 00:40:08.280]   I'm going to try to figure out how to do that.
[00:40:08.280 --> 00:40:08.420]   I'm going to try to figure out how to do that.
[00:40:08.420 --> 00:40:08.440]   I'm going to try to figure out how to do that.
[00:40:08.440 --> 00:40:08.440]   I'm going to try to figure out how to do that.
[00:40:08.480 --> 00:40:18.800]   sound
[00:40:18.800 --> 00:40:22.300]   mind, get the thing never
[00:40:22.300 --> 00:40:24.380]  yl say, in, and, and, and, and, and, and,怎麼樣
[00:40:24.380 --> 00:40:32.220]   feels upload
[00:40:32.220 --> 00:40:38.420]  ro. I believe in the bus. I'm not co RC. I'm not code. I am theses. I'm not love the caf. I'm the last. I'm the ent. I's the С.inst. God. I's. I'm. And, you're, and, and, and, and, and, cleansing, and, and, and, what, and, and, de, provides, and, command, divide, into, and,피. It. And,imp,Hub. I, seat, Blow. I, procurement.ר. aproximadamente, να,
[00:40:38.500 --> 00:40:48.760]   care
[00:40:48.760 --> 00:41:06.320]   think, call, gun,
[00:42:05.700 --> 00:42:05.700]   and
[00:42:34.780 --> 00:42:34.780]   and
[00:43:04.700 --> 00:43:33.740]  venes.com/sales.com/sales. This is a question from a listener who's been on the show for a while. "How do you manage to be a good supplier?" It's like, "I'm a good supplier." You know, we have a hedge fund, we have a hedge fund. It's different, but the axiom used to be you charge a 2% management fee and then 20% of profits. That number has come down some. There are lots of flavors of that. When you have an incentive structure like that, you can imagine the amount of resources and incentives someone has to try and perform. At the same time, you wake up January 1st every year and you know you have to outperform whatever your benchmark is by 2% until you even start to compare to them.
[00:43:33.740 --> 00:43:33.740]   So, you know you have to outperform whatever your benchmark is by 2% until you even start to compare to them.
[00:44:02.860 --> 00:44:10.280]   Ну
[00:44:10.280 --> 00:44:13.980]   already. You
[00:44:13.980 --> 00:44:17.680]   going buy me and I de que
[00:44:17.680 --> 00:44:31.180]   Herr, A, I, some, be, but, and, and,,,,.,,,,,.,,, - discuss the - - lonely - З - principal -omin - endeavors ц- X-- et� Ou safe- ventger- sä-慢.�- Ми-ivamente- assisting-irie-keln-
[00:44:31.300 --> 00:44:39.740]   a few years, um, that seems to care more about compounding their own money than growing their business.
[00:44:39.740 --> 00:44:45.680]   Well, most common things that happens in hedge funds, hopefully this won't happen to us, but it's happened with most of them out there.
[00:44:45.680 --> 00:44:53.740]   Uh, if you don't close to your investors and you keep getting bigger, it becomes harder and harder to generate a return.
[00:44:53.740 --> 00:44:54.440]   Right, right.
[00:44:54.440 --> 00:44:59.460]   Um, but there's a massive intent to do that because every dollar you take in generally just falls to the bottom line.
[00:44:59.460 --> 00:44:59.740]   - Z - And so what tends to happen is, - Z - Yeah.
[00:44:59.780 --> 00:45:09.900]   continue
[00:45:09.900 --> 00:45:28.420]  illahrio time, the, the,,,,,
[00:46:28.280 --> 00:46:57.740]  ретion of the name of the person who's in the room. And I can't deny the academic data on the whole, but I also can't deny the individual examples that are there, but I can't tell you how to get them. So you basically said what I say, which is, you know, things are largely efficient. The safe solution is by a, you know, ATF, Eaton, Dex fund. And yet that doesn't mean that outperformance is not possible. I just don't know necessarily how to tell you to get there. Is that a, I mean, you repeated what I have repeated, right? We pretty
[00:46:57.740 --> 00:46:57.740]   much agree?
[00:46:57.740 --> 00:46:57.740]   We pretty much agree?
[00:46:57.740 --> 00:46:57.840]   We pretty much agree?
[00:46:57.840 --> 00:46:57.920]   Yeah.
[00:46:57.920 --> 00:46:58.260]   Yeah.
[00:46:58.320 --> 00:47:06.220]   feel
[00:47:06.220 --> 00:47:26.140]   had the,,,, anythingound выпол Er In Ianoile belong
[00:47:28.340 --> 00:47:54.760]  ��
[00:47:54.760 --> 00:47:58.320]  rage've te hear. I have,,,,, hear reply haven觀時候
[00:50:48.720 --> 00:50:48.720]   and I'm going to get into another market and to me that seems like the best value that the best argument in favor of.
[00:50:48.720 --> 00:50:50.340]   of working with somebody like me.
[00:51:20.360 --> 00:51:20.360]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:51:20.360 --> 00:51:20.360]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:51:20.360 --> 00:51:20.360]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:51:20.360 --> 00:51:20.360]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:51:20.360 --> 00:51:20.360]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:51:20.360 --> 00:51:20.360]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:51:20.360 --> 00:51:20.360]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:51:20.360 --> 00:51:20.360]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:51:20.360 --> 00:51:50.380]  ,
[00:51:50.380 --> 00:51:50.380]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:51:50.380 --> 00:51:50.380]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:51:50.380 --> 00:51:50.380]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:51:50.380 --> 00:51:50.380]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:51:50.380 --> 00:51:50.380]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:51:50.380 --> 00:51:50.380]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:51:50.380 --> 00:51:50.380]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:51:50.380 --> 00:51:50.380]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:51:50.400 --> 00:52:20.400]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:52:20.400 --> 00:52:20.400]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:52:20.400 --> 00:52:20.400]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:52:20.400 --> 00:52:20.400]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:52:20.400 --> 00:52:20.400]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:52:20.400 --> 00:52:20.400]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:52:20.400 --> 00:52:20.400]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:52:20.400 --> 00:52:20.400]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:52:20.400 --> 00:52:20.400]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:52:20.440 --> 00:52:50.420]  ,
[00:52:50.420 --> 00:52:50.420]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:52:50.420 --> 00:52:50.420]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:52:50.420 --> 00:52:50.420]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:52:50.420 --> 00:52:50.420]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:52:50.420 --> 00:52:50.420]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:52:50.420 --> 00:52:50.420]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:52:50.420 --> 00:52:50.420]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:52:50.420 --> 00:52:50.420]   of I'm going to get into another market and to me that seems like the best argument in favor of.
[00:52:50.440 --> 00:53:20.440]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:53:20.440 --> 00:53:20.440]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:53:20.440 --> 00:53:20.440]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:53:20.440 --> 00:53:20.440]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:53:20.440 --> 00:53:20.440]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:53:20.440 --> 00:53:20.440]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:53:20.440 --> 00:53:20.440]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:53:20.440 --> 00:53:20.440]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:53:20.440 --> 00:53:20.440]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:53:20.480 --> 00:53:50.460]  ,
[00:53:50.460 --> 00:53:50.460]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:53:50.460 --> 00:53:50.460]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:53:50.460 --> 00:53:50.460]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:53:50.460 --> 00:53:50.460]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:53:50.460 --> 00:53:50.460]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:53:50.460 --> 00:53:50.460]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:53:50.460 --> 00:53:50.460]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:53:50.460 --> 00:53:50.460]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:53:50.480 --> 00:54:20.480]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:54:20.480 --> 00:54:20.480]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:54:20.480 --> 00:54:20.480]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:54:20.480 --> 00:54:20.480]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:54:20.480 --> 00:54:20.480]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:54:20.480 --> 00:54:20.480]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:54:20.480 --> 00:54:20.480]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:54:20.480 --> 00:54:20.480]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:54:20.480 --> 00:54:20.480]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:54:20.480 --> 00:54:50.500]  , I'm going to get into another market and to me that seems like the best argument in favor of.
[00:54:50.500 --> 00:54:50.500]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:54:50.500 --> 00:54:50.500]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:54:50.500 --> 00:54:50.500]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:54:50.500 --> 00:54:50.500]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:54:50.500 --> 00:54:50.500]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:54:50.500 --> 00:54:50.500]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:54:50.520 --> 00:55:20.520]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:55:20.520 --> 00:55:20.520]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:55:20.520 --> 00:55:20.520]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:55:20.520 --> 00:55:20.520]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:55:20.520 --> 00:55:20.520]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:55:20.520 --> 00:55:20.520]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:55:20.520 --> 00:55:20.520]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:55:20.520 --> 00:55:20.520]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:55:20.520 --> 00:55:20.520]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:55:20.560 --> 00:55:50.540]  ,
[00:55:50.540 --> 00:55:50.540]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:55:50.540 --> 00:55:50.540]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:55:50.540 --> 00:55:50.540]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:55:50.540 --> 00:55:50.540]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:55:50.540 --> 00:55:50.540]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:55:50.540 --> 00:55:50.540]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:55:50.540 --> 00:55:50.540]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:55:50.540 --> 00:55:50.540]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:55:50.540 --> 00:55:50.540]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:55:50.560 --> 00:56:20.560]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:56:20.560 --> 00:56:20.560]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:56:20.560 --> 00:56:20.560]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:56:20.560 --> 00:56:20.560]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:56:20.560 --> 00:56:20.560]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:56:20.560 --> 00:56:20.560]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:56:20.560 --> 00:56:20.560]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:56:20.560 --> 00:56:20.560]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:56:20.560 --> 00:56:20.560]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:56:20.560 --> 00:56:50.580]  ,
[00:56:50.580 --> 00:56:50.580]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:56:50.580 --> 00:56:50.580]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:56:50.580 --> 00:56:50.580]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:56:50.580 --> 00:56:50.580]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:56:50.580 --> 00:56:50.580]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:56:50.580 --> 00:56:50.580]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:56:50.580 --> 00:56:50.580]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:56:50.600 --> 00:57:20.600]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:57:20.600 --> 00:57:20.600]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:57:20.600 --> 00:57:20.600]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:57:20.600 --> 00:57:20.600]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:57:20.600 --> 00:57:20.600]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:57:20.600 --> 00:57:20.600]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:57:20.600 --> 00:57:20.600]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:57:20.600 --> 00:57:20.600]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:57:20.600 --> 00:57:20.600]   I'm going to get into another market and to me that seems like the best argument in favor of.
