
[00:00:00.000 --> 00:00:10.000]   [BLANK_AUDIO]
[00:20:36.000 --> 00:20:39.000]   And then next time we check the mean and standard deviation,
[00:20:39.000 --> 00:20:43.000]   as you can see, the mean is very much closer to 0, and the
[00:20:43.000 --> 00:20:45.000]   standard deviation is closer to 1.
[00:20:45.000 --> 00:20:47.000]   So we've done our job.
[00:20:47.000 --> 00:20:50.000]   And you can see that if you train again with now your
[00:20:50.000 --> 00:20:53.000]   normalized model, it will help the model a little bit.
[00:20:53.000 --> 00:20:56.000]   It won't be like -- you won't go from, say, the validation
[00:20:56.000 --> 00:20:58.000]   metric here is accuracy.
[00:20:58.000 --> 00:21:01.000]   You won't go from 80 to 85, but you will see some slight
[00:21:01.000 --> 00:21:04.000]   improvement, because it's a bit easier for the model then to
[00:21:04.000 --> 00:21:08.000]   work with these 0 mean and 1 standard deviation input data.
[00:21:08.000 --> 00:21:10.000]   So that's the main thing.
[00:21:10.000 --> 00:21:12.000]   And that's normalization.
[00:21:12.000 --> 00:21:16.000]   I guess it's -- in these parts, then, this is just setting us
[00:21:16.000 --> 00:21:19.000]   up for what's coming in the future.
[00:21:19.000 --> 00:21:23.000]   But let me see if there's any question about what is the
[00:21:23.000 --> 00:21:26.000]   meaning of that three numbers after normalization.
[00:21:26.000 --> 00:21:30.000]   I hope those three numbers are the normalization stats for
[00:21:30.000 --> 00:21:32.000]   each channel.
[00:21:32.000 --> 00:21:34.000]   I hope that should be pretty clear.
[00:21:34.000 --> 00:21:37.000]   But if it isn't, I can visualize that for you.
[00:21:37.000 --> 00:21:40.000]   How does normalization help in faster convergence?
[00:21:40.000 --> 00:21:43.000]   So I would refer you to this batch norm paper.
[00:21:43.000 --> 00:21:46.000]   You can have a look at this paper.
[00:21:46.000 --> 00:21:49.000]   But basically, because the statistics are -- it's mean 0
[00:21:49.000 --> 00:21:51.000]   and standard deviation 1.
[00:21:51.000 --> 00:21:53.000]   It really helps the model to converge.
[00:21:53.000 --> 00:21:56.000]   It's easier for the model, then, to train, and it's easier
[00:21:56.000 --> 00:21:58.000]   for the model to converge.
[00:21:58.000 --> 00:22:00.000]   That's the basics of it.
[00:22:00.000 --> 00:22:04.000]   Durga, could you maybe comment after this and maybe reply to
[00:22:04.000 --> 00:22:08.000]   this comment and just let me know if you still have a
[00:22:08.000 --> 00:22:11.000]   question regarding those three numbers?
[00:22:11.000 --> 00:22:15.000]   Is it fine to use ImageNet stats to normalize images from
[00:22:15.000 --> 00:22:18.000]   other datasets, like the cassava leaf disease classification?
[00:22:18.000 --> 00:22:21.000]   Yes, that's the most common way to do this.
[00:22:21.000 --> 00:22:24.000]   Unless your images are completely different, like if you
[00:22:24.000 --> 00:22:28.000]   end up in a medical image or you start working with maybe
[00:22:28.000 --> 00:22:32.000]   some protein data or all that sort of stuff, that's when --
[00:22:32.000 --> 00:22:36.000]   unless your dataset is widely different from the pre-trained
[00:22:36.000 --> 00:22:39.000]   model, it's fine to use those normalization statistics.
[00:22:39.000 --> 00:22:42.000]   In fact, that brings me to a good point.
[00:22:42.000 --> 00:22:48.000]   One thing we should -- as you'll see in part of this, this
[00:22:48.000 --> 00:22:51.000]   section, this line here says, normalization becomes
[00:22:51.000 --> 00:22:54.000]   especially important when using pre-trained models.
[00:22:54.000 --> 00:22:59.000]   So the idea for that is when you use the normalized pre-trained
[00:22:59.000 --> 00:23:03.000]   model, then all your activations are with mean 0 and standard
[00:23:03.000 --> 00:23:07.000]   deviation 1, and what that happens is then the model starts
[00:23:07.000 --> 00:23:10.000]   to learn about that particular dataset.
[00:23:10.000 --> 00:23:13.000]   But if you update the normalization stats, for example,
[00:23:13.000 --> 00:23:16.000]   when you use the pre-trained model, and the pre-trained
[00:23:16.000 --> 00:23:18.000]   model is using ImageNet stats, right?
[00:23:18.000 --> 00:23:20.000]   And the ImageNet stats are this.
[00:23:20.000 --> 00:23:23.000]   These are my means for each of the channels, and these are
[00:23:23.000 --> 00:23:26.000]   the standard deviations for each of the channels.
[00:23:26.000 --> 00:23:29.000]   And the pre-trained models are generally trained with these
[00:23:29.000 --> 00:23:32.000]   stats, which means they're going to use these stats to
[00:23:32.000 --> 00:23:34.000]   normalize your data.
[00:23:34.000 --> 00:23:37.000]   And let's say what happens is you're working with a different
[00:23:37.000 --> 00:23:40.000]   dataset, and you use different mean, and you use a different
[00:23:40.000 --> 00:23:43.000]   standard deviation to then normalize your dataset, then
[00:23:43.000 --> 00:23:45.000]   that's going to be a problem.
[00:23:45.000 --> 00:23:48.000]   Because then the meaning of the data changes, because then
[00:23:48.000 --> 00:23:51.000]   now you're using different normalization stats, and that's
[00:23:51.000 --> 00:23:53.000]   going to cause a whole lot of problems.
[00:23:53.000 --> 00:23:58.000]   There's this idea of blue frogs and red frogs, but that's
[00:23:58.000 --> 00:24:01.000]   something that's been very well explained by Jeremy himself.
[00:24:01.000 --> 00:24:03.000]   I won't go into the details of that.
[00:24:03.000 --> 00:24:08.000]   I can point you to that idea of why using different
[00:24:08.000 --> 00:24:12.000]   normalization statistics can be hurtful, but have a read of
[00:24:12.000 --> 00:24:13.000]   this section.
[00:24:13.000 --> 00:24:15.000]   It's really straightforward, and there shouldn't be any
[00:24:15.000 --> 00:24:17.000]   problems about that.
[00:24:17.000 --> 00:24:20.000]   So that's the idea behind normalization.
[00:24:20.000 --> 00:24:23.000]   And we're going to move on next to progressive resizing.
[00:24:23.000 --> 00:24:28.000]   So with progressive resizing, we've seen this in the past.
[00:24:28.000 --> 00:24:32.000]   With progressive resizing, what happens is you have your
[00:24:32.000 --> 00:24:37.000]   model, and you start with smaller images first.
[00:24:37.000 --> 00:24:41.000]   So basically, remember this getDLs function?
[00:24:41.000 --> 00:24:43.000]   What does this getDLs function do?
[00:24:43.000 --> 00:24:47.000]   It creates your data block, and then in terms -- it's first
[00:24:47.000 --> 00:24:51.000]   resizing your items to 460, which is using pre-sizing, and
[00:24:51.000 --> 00:24:54.000]   then you can say I'm creating my data loaders, okay?
[00:24:54.000 --> 00:24:58.000]   And then you can pass in the size, which gets passed to the
[00:24:58.000 --> 00:24:59.000]   batch transforms.
[00:24:59.000 --> 00:25:04.000]   So when I say getDLs and I say my batch size is 64 or size 2
[00:25:04.000 --> 00:25:08.000]   to 4 by 2 to 4, what that means is first all of my items are
[00:25:08.000 --> 00:25:13.000]   going to be resized to this 460 height width, and then they're
[00:25:13.000 --> 00:25:17.000]   going to be cropped to 2 to 4 by 2 to 4 images.
[00:25:17.000 --> 00:25:22.000]   So when I say getDLs 128 by 128, it means I'm starting with
[00:25:22.000 --> 00:25:24.000]   small, really small images.
[00:25:24.000 --> 00:25:26.000]   So let me show you that.
[00:25:26.000 --> 00:25:29.000]   X and Y equals DLs on one batch.
[00:25:29.000 --> 00:25:32.000]   That should work.
[00:25:32.000 --> 00:25:36.000]   So if I check my input shape, you can see I have -- because
[00:25:36.000 --> 00:25:40.000]   my batch size is 128, I have 128 images, but all of them are
[00:25:40.000 --> 00:25:42.000]   3 by 128 by 128.
[00:25:42.000 --> 00:25:46.000]   And then I can train my model on these smaller images.
[00:25:46.000 --> 00:25:49.000]   So I start with 128 and 128.
[00:25:49.000 --> 00:25:53.000]   And then I can use -- when that model trains, I can use the
[00:25:53.000 --> 00:25:54.000]   pre-trained weights.
[00:25:54.000 --> 00:25:57.000]   I can use the learned weights from the model.
[00:25:57.000 --> 00:25:59.000]   So it starts with smaller images.
[00:25:59.000 --> 00:26:03.000]   And then I can increase the size of my image to 2 to 4 by 2 to
[00:26:03.000 --> 00:26:04.000]   4.
[00:26:04.000 --> 00:26:06.000]   And then I can again train the model.
[00:26:06.000 --> 00:26:10.000]   And this time you can see the model is able to get like 86%
[00:26:10.000 --> 00:26:11.000]   accuracy.
[00:26:11.000 --> 00:26:15.000]   So if you go back and the first time we did it, which is here,
[00:26:15.000 --> 00:26:20.000]   the model was trained on 2 to 4 by 2 to 4, when we introduced
[00:26:20.000 --> 00:26:21.000]   normalization.
[00:26:21.000 --> 00:26:24.000]   On this model, we trained the model for 5 epochs.
[00:26:24.000 --> 00:26:26.000]   We used a learning rate.
[00:26:26.000 --> 00:26:30.000]   And the accuracy the model was able to get was 82 -- or 0.824,
[00:26:30.000 --> 00:26:31.000]   82.4%.
[00:26:31.000 --> 00:26:35.000]   But then when we did progressive resizing, the same model is
[00:26:35.000 --> 00:26:37.000]   able to get to 86.
[00:26:37.000 --> 00:26:41.000]   The only difference is the second model has been trained for
[00:26:41.000 --> 00:26:46.000]   9 epochs, because 4 epochs with size 128 by 128, and then 5
[00:26:46.000 --> 00:26:49.000]   epochs with size 2 to 4 by 2 to 4.
[00:26:49.000 --> 00:26:53.000]   But let me see if I can draw this in OneNote to show you the
[00:26:53.000 --> 00:26:54.000]   idea.
[00:26:54.000 --> 00:26:55.000]   Sorry.
[00:26:55.000 --> 00:26:57.000]   Just give me one second.
[00:26:57.000 --> 00:26:59.000]   I'm just setting up.
[00:26:59.000 --> 00:27:06.000]   I just need to set up OneNote in a way that I can -- I need to
[00:27:06.000 --> 00:27:07.000]   duplicate this.
[00:27:07.000 --> 00:27:10.000]   Sorry, one second.
[00:27:10.000 --> 00:27:11.000]   Okay.
[00:27:11.000 --> 00:27:12.000]   That should work.
[00:27:12.000 --> 00:27:16.000]   Screen sharing has been stopped again.
[00:27:16.000 --> 00:27:20.000]   So that should work, too.
[00:27:20.000 --> 00:27:25.000]   Can you guys now see my screens?
[00:27:25.000 --> 00:27:28.000]   Could you please just quickly reply in the chat if you can see
[00:27:28.000 --> 00:27:29.000]   my screen?
[00:27:29.000 --> 00:27:30.000]   Excellent.
[00:27:30.000 --> 00:27:33.000]   So then the idea is to -- so this is the model that we're
[00:27:33.000 --> 00:27:34.000]   going to use.
[00:27:34.000 --> 00:27:36.000]   Can you guys see my screen?
[00:27:36.000 --> 00:27:37.000]   Excellent.
[00:27:37.000 --> 00:27:41.000]   So then the idea is -- so this is my -- let's say this is my
[00:27:41.000 --> 00:27:42.000]   model.
[00:27:42.000 --> 00:27:46.000]   And then I have my first -- I have my inputs.
[00:27:46.000 --> 00:27:49.000]   So 2 to 4 by 2 to 4.
[00:27:49.000 --> 00:27:51.000]   And then three channel images.
[00:27:51.000 --> 00:27:54.000]   So 3, 2 to 4 by 2 to 4.
[00:27:54.000 --> 00:27:57.000]   So I first input my 2 to 4 by 2 to 4 image.
[00:27:57.000 --> 00:28:00.000]   Then this model is going to get trained, and I have some
[00:28:00.000 --> 00:28:01.000]   weights.
[00:28:01.000 --> 00:28:03.000]   I store them.
[00:28:03.000 --> 00:28:05.000]   And then I use the same model.
[00:28:05.000 --> 00:28:09.000]   So I just pretty much -- I just use the same model, and I
[00:28:09.000 --> 00:28:13.000]   update my, say, inputs to be now instead of being 2 to 4 by
[00:28:13.000 --> 00:28:17.000]   2 to 4, let's say they are 512 by 512.
[00:28:17.000 --> 00:28:23.000]   So what that -- what this is going to do is it's in its way
[00:28:23.000 --> 00:28:25.000]   a kind of a data augmentation.
[00:28:25.000 --> 00:28:28.000]   Because in a way now we're fine tuning a model.
[00:28:28.000 --> 00:28:31.000]   Like we trained it on 2 to 4 by 2 to 4.
[00:28:31.000 --> 00:28:35.000]   But what happens is when you have -- let's say I have --
[00:28:35.000 --> 00:28:37.000]   sorry, one second.
[00:28:37.000 --> 00:28:41.000]   Let's say my first input is 2 to 4 by 2 to 4, and then my
[00:28:41.000 --> 00:28:44.000]   second time my input is 512 by 512.
[00:28:44.000 --> 00:28:48.000]   So in 2 to 4 by 2 to 4, my object sizes are going to be
[00:28:48.000 --> 00:28:49.000]   small.
[00:28:49.000 --> 00:28:52.000]   And then in 512 by 512, the same object is going to be
[00:28:52.000 --> 00:28:53.000]   bigger.
[00:28:53.000 --> 00:28:56.000]   So for the model, it's a new kind of a task.
[00:28:56.000 --> 00:28:58.000]   But it really helps.
[00:28:58.000 --> 00:29:01.000]   By this time, the model has learned the basic idea of,
[00:29:01.000 --> 00:29:04.000]   okay, that's how edges are or that's what eyes look like.
[00:29:04.000 --> 00:29:07.000]   And it's kind of learned a little bit about that model.
[00:29:07.000 --> 00:29:10.000]   And because when we're training on smaller image sizes, what
[00:29:10.000 --> 00:29:13.000]   that means is the model training is going to be really
[00:29:13.000 --> 00:29:14.000]   fast.
[00:29:14.000 --> 00:29:17.000]   So in this way, then, instead of just starting by 512 by
[00:29:17.000 --> 00:29:21.000]   512 straight away, it's much helpful to start with a smaller
[00:29:21.000 --> 00:29:25.000]   image size first, and then you go on to 512 by 512.
[00:29:25.000 --> 00:29:28.000]   And this is something that could be tried and tested for
[00:29:28.000 --> 00:29:29.000]   Cassava as well.
[00:29:29.000 --> 00:29:33.000]   So for Cassava, maybe have a go at starting with 2 to 4 by
[00:29:33.000 --> 00:29:37.000]   2 to 4, and then you start with 512 by 512, and then you
[00:29:37.000 --> 00:29:40.000]   keep increasing the image size, maybe get to 768, and let's
[00:29:40.000 --> 00:29:41.000]   see how that goes.
[00:29:41.000 --> 00:29:44.000]   So that's another idea that you could try.
[00:29:44.000 --> 00:29:47.000]   And this idea is called progressive resizing.
[00:29:47.000 --> 00:29:48.000]   So that's that.
[00:29:48.000 --> 00:29:51.000]   So let me see if there's any questions about progressive
[00:29:51.000 --> 00:29:52.000]   resizing.
[00:29:52.000 --> 00:30:00.000]   I would be interested in getting more resources.
[00:30:00.000 --> 00:30:02.000]   Normalization has always been difficult for me.
[00:30:02.000 --> 00:30:04.000]   Blue frogs and green frogs sounds helpful, maybe.
[00:30:04.000 --> 00:30:05.000]   Yes, it does.
[00:30:05.000 --> 00:30:07.000]   I have to find that video.
[00:30:07.000 --> 00:30:10.000]   Because if I try and explain that, I won't do even half as
[00:30:10.000 --> 00:30:12.000]   good a job as Jeremy himself.
[00:30:12.000 --> 00:30:15.000]   So I'll have to find that video where that is, and I'll share
[00:30:15.000 --> 00:30:16.000]   with everybody.
[00:30:16.000 --> 00:30:20.000]   Because I think that really is an excellent way of explaining
[00:30:20.000 --> 00:30:23.000]   that part of normalization.
[00:30:23.000 --> 00:30:26.000]   I could maybe point you to the blog post.
[00:30:26.000 --> 00:30:27.000]   Actually, never mind.
[00:30:27.000 --> 00:30:28.000]   Leave that for now.
[00:30:28.000 --> 00:30:31.000]   But I'll get back to you on more resources on normalization.
[00:30:31.000 --> 00:30:34.000]   It would be difficult to get straight into the research
[00:30:34.000 --> 00:30:38.000]   paper, but that blue frogs and green frogs idea, it's really
[00:30:38.000 --> 00:30:39.000]   helpful.
[00:30:39.000 --> 00:30:42.000]   I'll have to find that.
[00:30:42.000 --> 00:30:45.000]   What was the reason to give different sizes for item and
[00:30:45.000 --> 00:30:46.000]   batch?
[00:30:46.000 --> 00:30:47.000]   What value does it add?
[00:30:47.000 --> 00:30:51.000]   We've already covered this in the past videos or in the past
[00:30:51.000 --> 00:30:52.000]   lectures.
[00:30:52.000 --> 00:30:54.000]   I think it was in week six.
[00:30:54.000 --> 00:30:56.000]   But the idea is pre-sizing.
[00:30:56.000 --> 00:31:01.000]   And then I'll give a short version or a short answer.
[00:31:01.000 --> 00:31:05.000]   If you have the same image size or the same batch, basically
[00:31:05.000 --> 00:31:09.000]   the same size in item and batch, then when you do augmentations,
[00:31:09.000 --> 00:31:14.000]   then you either cut off the edges or there's some problems
[00:31:14.000 --> 00:31:17.000]   that you'll see in the image, like it's a bit more blurry or
[00:31:17.000 --> 00:31:21.000]   that's the problem that comes with having the same size.
[00:31:21.000 --> 00:31:23.000]   So in Fast.ai, you have this different way, which is called
[00:31:23.000 --> 00:31:26.000]   pre-sizing, that you have a bigger size for item and then you
[00:31:26.000 --> 00:31:28.000]   do the augmentation.
[00:31:28.000 --> 00:31:34.000]   Isn't changing the size will result in an error for pre-trained
[00:31:34.000 --> 00:31:36.000]   model as they require different size input?
[00:31:36.000 --> 00:31:37.000]   Oh, that's a great question.
[00:31:37.000 --> 00:31:38.000]   I should have covered that.
[00:31:38.000 --> 00:31:40.000]   No, it won't.
[00:31:40.000 --> 00:31:43.000]   So, okay.
[00:31:43.000 --> 00:31:47.000]   So what happens typically, I think this needs to be covered a
[00:31:47.000 --> 00:31:52.000]   little bit, is let me show you an example of a ResNet,
[00:31:52.000 --> 00:31:53.000]   actually.
[00:31:53.000 --> 00:31:54.000]   One second.
[00:31:54.000 --> 00:31:56.000]   I'm just bringing that up.
[00:31:56.000 --> 00:32:03.000]   So the ResNet paper is here.
[00:32:03.000 --> 00:32:05.000]   Where's the PDF?
[00:32:05.000 --> 00:32:07.000]   I just want to show you the first layer of that is a
[00:32:07.000 --> 00:32:08.000]   convolution.
[00:32:08.000 --> 00:32:10.000]   It doesn't matter what the size is.
[00:32:10.000 --> 00:32:13.000]   Let me show you something.
[00:32:13.000 --> 00:32:14.000]   Okay.
[00:32:14.000 --> 00:32:16.000]   Have a look at this.
[00:32:16.000 --> 00:32:20.000]   In a ResNet, the first layer or the first input is a 7x7
[00:32:20.000 --> 00:32:21.000]   conv.
[00:32:21.000 --> 00:32:22.000]   Okay.
[00:32:22.000 --> 00:32:24.000]   So let's do a little experiment.
[00:32:24.000 --> 00:32:27.000]   So you have your first input is 7x7 conv.
[00:32:27.000 --> 00:32:29.000]   Then you have a block.
[00:32:29.000 --> 00:32:30.000]   Then you have another block.
[00:32:30.000 --> 00:32:31.000]   Then you have another block.
[00:32:31.000 --> 00:32:32.000]   Then you have another block.
[00:32:32.000 --> 00:32:35.000]   Basically, in your network, it looks like this.
[00:32:35.000 --> 00:32:39.000]   Like this is maybe your 7x7 conv 3.
[00:32:39.000 --> 00:32:42.000]   And then -- sorry.
[00:32:42.000 --> 00:32:44.000]   Your conv 2D.
[00:32:44.000 --> 00:32:46.000]   And then you have another block.
[00:32:46.000 --> 00:32:49.000]   Then you have another block.
[00:32:49.000 --> 00:32:51.000]   Then you have another block and so on.
[00:32:51.000 --> 00:32:54.000]   And what happens is what you're saying, I guess the question
[00:32:54.000 --> 00:32:57.000]   is then our input is 2 to 4 by 2 to 4.
[00:32:57.000 --> 00:33:00.000]   And then it's 512 by 512.
[00:33:00.000 --> 00:33:01.000]   Right?
[00:33:01.000 --> 00:33:04.000]   So why would that not cause an error?
[00:33:04.000 --> 00:33:07.000]   First, convolutions, for convolutions, it doesn't matter
[00:33:07.000 --> 00:33:08.000]   what your input is.
[00:33:08.000 --> 00:33:11.000]   Like they don't -- so let's do a quick experiment.
[00:33:11.000 --> 00:33:15.000]   So let's say import torch.nn as nn.
[00:33:15.000 --> 00:33:20.000]   And then let's create a conv, nn.conv 2D.
[00:33:20.000 --> 00:33:25.000]   Let's create the -- maybe I shouldn't go into very much
[00:33:25.000 --> 00:33:28.000]   details, but I just did want to show case still.
[00:33:28.000 --> 00:33:35.000]   So let's say my out channels are 64 and my kernel size is 7.
[00:33:35.000 --> 00:33:36.000]   Okay.
[00:33:36.000 --> 00:33:39.000]   So that's what the input -- that's the first layer.
[00:33:39.000 --> 00:33:42.000]   Whenever you pass your inputs, that's the first layer that's
[00:33:42.000 --> 00:33:44.000]   going to -- that's your convolution.
[00:33:44.000 --> 00:33:45.000]   Okay?
[00:33:45.000 --> 00:33:47.000]   So that's my conv.
[00:33:47.000 --> 00:33:57.000]   Let's say my inputs right now are one image of 2 to 4 by 2 to 4.
[00:33:57.000 --> 00:33:58.000]   Okay?
[00:33:58.000 --> 00:34:01.000]   And then let's see what my output shapes are going to be.
[00:34:01.000 --> 00:34:04.000]   So conv inputs and then that's my output.
[00:34:04.000 --> 00:34:06.000]   So let's see what my output shape is.
[00:34:06.000 --> 00:34:07.000]   Okay.
[00:34:07.000 --> 00:34:11.000]   When I have an input of 1 by 3 by 2 to 4 by 2 to 4, my output
[00:34:11.000 --> 00:34:14.000]   shape is 1 by 64 by 218 by 218.
[00:34:14.000 --> 00:34:15.000]   Why?
[00:34:15.000 --> 00:34:19.000]   Because I set my conv to go from in channels 3 to 64.
[00:34:19.000 --> 00:34:20.000]   Okay?
[00:34:20.000 --> 00:34:23.000]   So just get -- I just want to show you a basic -- just a basic
[00:34:23.000 --> 00:34:25.000]   idea of why it doesn't work.
[00:34:25.000 --> 00:34:27.000]   Sorry, why it won't fail.
[00:34:27.000 --> 00:34:30.000]   And then if you have an input of 512 by 512.
[00:34:30.000 --> 00:34:32.000]   So let's do that again.
[00:34:32.000 --> 00:34:34.000]   Let's do the same thing here.
[00:34:34.000 --> 00:34:36.000]   And then -- sorry.
[00:34:36.000 --> 00:34:39.000]   This should be 512 by 512.
[00:34:39.000 --> 00:34:42.000]   And then you see that the output is now a different shape.
[00:34:42.000 --> 00:34:46.000]   So for a convolution, your output size varies as your input
[00:34:46.000 --> 00:34:47.000]   size.
[00:34:47.000 --> 00:34:49.000]   But that's not going to be a problem.
[00:34:49.000 --> 00:34:52.000]   Because at the end of a network, what you do is you flatten it
[00:34:52.000 --> 00:34:53.000]   out.
[00:34:53.000 --> 00:34:55.000]   And then you use a global average pooling.
[00:34:55.000 --> 00:34:57.000]   And then that will still work.
[00:34:57.000 --> 00:34:59.000]   So I don't want to go into the details.
[00:34:59.000 --> 00:35:03.000]   But basically what you do is you take the mean of these sections.
[00:35:03.000 --> 00:35:06.000]   So let's -- it's called nn.gap.
[00:35:06.000 --> 00:35:07.000]   Okay.
[00:35:07.000 --> 00:35:08.000]   Never mind.
[00:35:08.000 --> 00:35:10.000]   I'll be digressing quite a bit.
[00:35:10.000 --> 00:35:13.000]   But in the end, what you do is towards the end of the model, say
[00:35:13.000 --> 00:35:15.000]   your feature map, this is the output.
[00:35:15.000 --> 00:35:17.000]   So this is your activation.
[00:35:17.000 --> 00:35:21.000]   What happens is as you go into the model, so let me do it here.
[00:35:21.000 --> 00:35:23.000]   So 512 by 512.
[00:35:23.000 --> 00:35:28.000]   Your output is, say, 1 by 256 by, let's say, 32 by 32.
[00:35:28.000 --> 00:35:30.000]   Let's say that's the output.
[00:35:30.000 --> 00:35:31.000]   Okay.
[00:35:31.000 --> 00:35:36.000]   And then when you start with 512, let's say my output is 1 by,
[00:35:36.000 --> 00:35:38.000]   again, let's say 256.
[00:35:38.000 --> 00:35:41.000]   But this time it's 128 by 128.
[00:35:41.000 --> 00:35:43.000]   Just an example.
[00:35:43.000 --> 00:35:47.000]   What happens is in your last layer, what you do is you
[00:35:47.000 --> 00:35:49.000]   normalize this part.
[00:35:49.000 --> 00:35:52.000]   You take the mean of this part or you sum them up.
[00:35:52.000 --> 00:35:55.000]   And then your output, because you're going to sum this up on
[00:35:55.000 --> 00:35:59.000]   your height and width, your output is going to be like 1 by
[00:35:59.000 --> 00:36:02.000]   26 by -- 1 by 256 by 1 by 1.
[00:36:02.000 --> 00:36:05.000]   And then you do the same thing for here because that's the last
[00:36:05.000 --> 00:36:06.000]   layer.
[00:36:06.000 --> 00:36:10.000]   So your output is going to be 1 by 26 by 1 by 1.
[00:36:10.000 --> 00:36:14.000]   So in any case, in both the cases, it doesn't matter.
[00:36:14.000 --> 00:36:16.000]   For a convolution, it doesn't matter.
[00:36:16.000 --> 00:36:18.000]   It's just a network.
[00:36:18.000 --> 00:36:21.000]   Because you have a global average pooling in the end.
[00:36:21.000 --> 00:36:26.000]   It doesn't matter if your input is 2 to 4 by 2 to 4 or 5 and 2
[00:36:26.000 --> 00:36:28.000]   by 5 and 2.
[00:36:28.000 --> 00:36:31.000]   And therefore you can start with the same pre-trained weights.
[00:36:31.000 --> 00:36:34.000]   It's completely okay if most of that didn't make sense.
[00:36:34.000 --> 00:36:36.000]   We're going to cover all of this.
[00:36:36.000 --> 00:36:40.000]   So in Fastbook, in the later chapters, we're going to look at
[00:36:40.000 --> 00:36:42.000]   all of this inside Learner.
[00:36:42.000 --> 00:36:45.000]   We're going to have a look at that in architecture details.
[00:36:45.000 --> 00:36:48.000]   We're going to have a look at the complete ResNet architecture.
[00:36:48.000 --> 00:36:51.000]   So it's completely okay if you didn't get that part.
[00:36:51.000 --> 00:36:55.000]   And we're going to look at this section in chapter 14, 15, and
[00:36:55.000 --> 00:36:56.000]   19 anyway.
[00:36:56.000 --> 00:36:59.000]   Thanks, Girijesh, for the good question.
[00:36:59.000 --> 00:37:02.000]   How can a model handle multiple input sizes?
[00:37:02.000 --> 00:37:04.000]   I was under the impression -- okay.
[00:37:04.000 --> 00:37:07.000]   I hope now that this should be clear, Ravi.
[00:37:07.000 --> 00:37:11.000]   So if Ravi and Girijesh, could you maybe just reply to these
[00:37:11.000 --> 00:37:14.000]   comments and let me know that what I've explained has been
[00:37:14.000 --> 00:37:15.000]   somewhat helpful.
[00:37:15.000 --> 00:37:19.000]   I don't expect you to get all of it right now, but hopefully
[00:37:19.000 --> 00:37:21.000]   some of it.
[00:37:21.000 --> 00:37:25.000]   What is the difference in item resizing, batch resizing, and
[00:37:25.000 --> 00:37:26.000]   progressive resizing?
[00:37:26.000 --> 00:37:28.000]   Okay.
[00:37:28.000 --> 00:37:30.000]   It's not item resizing.
[00:37:30.000 --> 00:37:31.000]   It's item transforms.
[00:37:31.000 --> 00:37:33.000]   It's not batch resizing.
[00:37:33.000 --> 00:37:34.000]   It's batch transforms.
[00:37:34.000 --> 00:37:37.000]   And then progressive resizing is completely different.
[00:37:37.000 --> 00:37:42.000]   Progressive resizing is this idea of first you start your
[00:37:42.000 --> 00:37:45.000]   model with smaller images, smaller image size.
[00:37:45.000 --> 00:37:50.000]   So you input to the model 2 to 4 by 2 to 4.
[00:37:50.000 --> 00:37:55.000]   Then you train your model for five epochs as we've done, say,
[00:37:55.000 --> 00:37:58.000]   where is that?
[00:37:58.000 --> 00:37:59.000]   Okay.
[00:37:59.000 --> 00:38:03.000]   As you can see over here, we started with 128 by 128.
[00:38:03.000 --> 00:38:04.000]   We trained our model.
[00:38:04.000 --> 00:38:07.000]   Then we used the same model weights and we started training
[00:38:07.000 --> 00:38:10.000]   with -- like we haven't changed anything in the model.
[00:38:10.000 --> 00:38:11.000]   It's the same model.
[00:38:11.000 --> 00:38:14.000]   And then we just started training with 2 to 4 by 2 to 4.
[00:38:14.000 --> 00:38:18.000]   So this idea of starting with a smaller image size first and
[00:38:18.000 --> 00:38:22.000]   then going to a bigger image size is progressive resizing.
[00:38:22.000 --> 00:38:25.000]   So you start with, say, yeah, you start with smaller image
[00:38:25.000 --> 00:38:28.000]   size, you train for five epochs, then you go to bigger image
[00:38:28.000 --> 00:38:31.000]   size, you train for five epochs, then you train for even bigger
[00:38:31.000 --> 00:38:33.000]   image size and you train for five epochs.
[00:38:33.000 --> 00:38:36.000]   This idea of progressively increasing your image size is
[00:38:36.000 --> 00:38:38.000]   progressive resizing.
[00:38:38.000 --> 00:38:42.000]   So that's batch sizing and item transforms or why we do all of
[00:38:42.000 --> 00:38:45.000]   this or what's the difference in these two sizes.
[00:38:45.000 --> 00:38:47.000]   We've covered this in the past.
[00:38:47.000 --> 00:38:50.000]   Again, this is the idea of pre-sizing, so I won't explain
[00:38:50.000 --> 00:38:51.000]   that right now.
[00:38:51.000 --> 00:38:54.000]   But please have a look at those particular videos.
[00:38:54.000 --> 00:39:01.000]   I think that is section -- I think that's section pet breeds.
[00:39:01.000 --> 00:39:03.000]   Should be pet breeds, I believe.
[00:39:03.000 --> 00:39:05.000]   That's where we covered pre-sizing.
[00:39:05.000 --> 00:39:08.000]   But yes, it's in the past that we've already covered that, so I
[00:39:08.000 --> 00:39:12.000]   won't go into the details.
[00:39:12.000 --> 00:39:13.000]   Okay.
[00:39:13.000 --> 00:39:17.000]   That's that.
[00:39:17.000 --> 00:39:18.000]   Yes.
[00:39:18.000 --> 00:39:21.000]   We covered that in section 1.2 of the pet breeds.
[00:39:21.000 --> 00:39:25.000]   So if anybody has questions about this idea of item transforms
[00:39:25.000 --> 00:39:28.000]   and then batch transforms, please go back and have a look at
