
[00:00:00.000 --> 00:00:02.420]   (soft music)
[00:27:22.300 --> 00:27:27.600]   to celebrating Advent with you when we meet again.
[00:27:27.600 --> 00:27:32.660]   And hey, before we go, if you're traveling for Thanksgiving,
[00:27:32.660 --> 00:27:35.360]   maybe you're traveling when you hear this,
[00:27:35.360 --> 00:27:39.760]   I wonder if you know that there are other
[00:27:39.760 --> 00:27:44.760]   classical conversations, podcasts that you might enjoy.
[00:27:46.040 --> 00:27:49.140]   If you're a mom looking for parenting tips
[00:27:49.140 --> 00:27:52.360]   or stories of encouragement or just some fun,
[00:27:52.360 --> 00:27:56.820]   honest conversation about the ups and downs of motherhood
[00:27:56.820 --> 00:28:01.240]   with moms at all stages, then you need to join
[00:28:01.240 --> 00:28:04.200]   Delice and Jenny, they are the hosts
[00:28:04.200 --> 00:28:06.640]   of Blessings and Motherhood.
[00:28:06.640 --> 00:28:09.900]   These are really fun, thoughtful episodes
[00:28:09.900 --> 00:28:14.880]   packed with lots of insights and book recommendations
[00:28:14.880 --> 00:28:18.200]   and stories, they're just a lot of fun.
[00:28:18.200 --> 00:28:20.980]   Delice and Jenny are fun to listen to.
[00:28:20.980 --> 00:28:24.240]   And if you are interested in current events
[00:28:24.240 --> 00:28:28.240]   or politics or culture or classical education
[00:28:28.240 --> 00:28:31.500]   and how your Christianity relates to all these topics,
[00:28:31.500 --> 00:28:34.320]   you need to check out Refining Rhetoric
[00:28:34.320 --> 00:28:36.240]   with Robert Bortons.
[00:28:36.240 --> 00:28:39.280]   On this show, Robert, who is the CEO
[00:28:39.280 --> 00:28:42.800]   of Classical Conversations, Robert guides listeners
[00:28:42.800 --> 00:28:46.440]   using the 15 classical tools of learning
[00:28:46.440 --> 00:28:49.480]   to navigate current events and critical issues.
[00:28:49.480 --> 00:28:54.480]   He has really interesting guests every podcast
[00:28:54.480 --> 00:28:58.000]   and I think you would really enjoy listening to this.
[00:28:58.000 --> 00:29:00.560]   If either of these sounds up your alley,
[00:29:00.560 --> 00:29:03.000]   you can listen to both of these shows
[00:29:03.000 --> 00:29:05.440]   on your favorite podcast streaming app
[00:29:05.440 --> 00:29:09.460]   or you can go to their own website
[00:29:09.460 --> 00:29:14.460]   so you can check out blessingsandmotherhood.com
[00:29:14.460 --> 00:29:18.300]   and refiningrhetoric.com.
[00:29:18.300 --> 00:29:23.300]   Two more great podcasts for y'all to get a part of.
[00:29:23.300 --> 00:29:26.300]   So thanks for being with me today.
[00:29:26.300 --> 00:29:29.120]   Happy Thanksgiving and I'll see you next time.
[00:29:29.120 --> 00:29:29.960]   Bye bye.
[00:29:30.080 --> 00:29:32.660]   (gentle music)
[00:29:32.660 --> 00:29:34.720]   you
[00:29:34.720 --> 00:29:44.720]   [BLANK_AUDIO]

