
[00:00:00.040 --> 00:00:10.780]   mon
[00:18:26.240 --> 00:18:26.240]   you're telling me you have worked a job with a stable paycheck for the last 16 years and you haven't saved five or ten thousand dollars that is called behaving stupidly
[00:18:26.240 --> 00:18:26.240]   you're telling me you have worked a job with a stable paycheck for the last 16 years and you haven't saved five or ten thousand dollars that is called behaving stupidly
[00:18:26.240 --> 00:18:26.240]   you're telling me you have worked a job with a stable paycheck for the last 16 years and you haven't saved five or ten thousand dollars that is called behaving stupidly
[00:18:26.240 --> 00:18:26.240]   you're telling me you have worked a job with a stable paycheck for the last 16 years and you haven't saved five or ten thousand dollars that is called behaving stupidly
[00:18:26.240 --> 00:18:26.240]   you're telling me you have worked a job with a stable paycheck for the last 16 years and you haven't saved five or ten thousand dollars that is called behaving stupidly
[00:18:26.280 --> 00:18:56.200]  , you're telling me you have worked a job with a stable paycheck for the last 16 years and you haven't saved five or ten thousand dollars that is called behaving stupidly
[00:18:56.200 --> 00:18:56.200]   you're telling me you have worked a job with a stable paycheck for the last 16 years and you haven't saved five or ten thousand dollars that is called behaving stupidly
[00:18:56.200 --> 00:18:56.200]   you're telling me you have worked a job with a stable paycheck for the last 16 years and you haven't saved five or ten thousand dollars that is called behaving stupidly
[00:18:56.220 --> 00:19:01.840]   you are being ignorant you are willfully ignoring
[00:19:01.840 --> 00:19:01.840]   you are being ignorant you are willfully ignoring
[00:19:01.840 --> 00:19:04.160]   you are being ignorant you are willfully ignoring information that affects your life
[00:19:04.160 --> 00:19:04.160]   information that affects your life
[00:19:04.160 --> 00:19:09.760]   information that affects your life stop it pay attention to what's happening
[00:19:09.760 --> 00:19:09.760]   stop it pay attention to what's happening
[00:19:09.760 --> 00:19:11.200]   stop it pay attention to what's happening pay attention to what's happening at
[00:19:11.200 --> 00:19:11.200]   pay attention to what's happening at
[00:19:11.200 --> 00:19:12.960]   pay attention to what's happening at your company pay attention to what's
[00:19:12.960 --> 00:19:12.960]   your company pay attention to what's
[00:19:12.960 --> 00:19:14.800]   your company pay attention to what's happening in your industry
[00:19:14.800 --> 00:19:14.800]   happening in your industry
[00:19:14.800 --> 00:19:17.120]   happening in your industry it should be no surprise whatsoever to
[00:19:17.120 --> 00:19:17.120]   it should be no surprise whatsoever to
[00:19:17.120 --> 00:19:19.760]   it should be no surprise whatsoever to you when your employer declares hey by
[00:19:19.760 --> 00:19:19.760]   you when your employer declares hey by
[00:19:19.760 --> 00:19:20.560]   you when your employer declares hey by the way
[00:19:20.560 --> 00:19:22.080]   the way we are getting out of the business we're
[00:19:22.080 --> 00:19:47.960]   we're getting out of the business we're
[00:19:47.960 --> 00:19:50.040]   we're getting out of the business we're declaring bankruptcy because you should be
[00:19:50.040 --> 00:19:50.040]   declaring bankruptcy because you should be
[00:19:50.040 --> 00:19:51.080]   declaring bankruptcy because you should be paying attention to what's happening in
[00:19:51.080 --> 00:19:51.080]   paying attention to what's happening in
[00:19:51.080 --> 00:19:52.040]   paying attention to what's happening in your industry
[00:19:52.040 --> 00:19:52.040]   your industry
[00:19:52.040 --> 00:19:52.040]   your industry if you see the fact that the the the warehouse
[00:19:52.060 --> 00:19:56.960]   unemployment rate is starting to tick up and there are new
[00:19:56.960 --> 00:19:56.960]   is starting to tick up and there are new
[00:19:56.960 --> 00:19:57.680]   is starting to tick up and there are new unemployment claims being filed
[00:19:57.680 --> 00:19:57.680]   unemployment claims being filed
[00:19:57.680 --> 00:20:00.160]   unemployment claims being filed constantly expect the fact that you could
[00:20:00.160 --> 00:20:00.160]   constantly expect the fact that you could
[00:20:00.160 --> 00:20:02.000]   constantly expect the fact that you could probably lose your job
[00:20:02.000 --> 00:20:02.000]   probably lose your job
[00:20:02.000 --> 00:20:05.360]   probably lose your job and that's the time to start preparing
[00:20:05.360 --> 00:20:05.360]   and that's the time to start preparing
[00:20:05.360 --> 00:20:07.840]   and that's the time to start preparing pay attention to what's happening
[00:20:07.840 --> 00:20:07.840]   pay attention to what's happening
[00:20:07.840 --> 00:20:09.280]   pay attention to what's happening around you
[00:20:09.280 --> 00:20:09.280]   around you
[00:20:09.280 --> 00:20:11.840]   around you how can you be an adult and be so
[00:20:11.840 --> 00:20:11.840]   how can you be an adult and be so
[00:20:11.840 --> 00:20:14.160]   how can you be an adult and be so naive as to miss the fact that a
[00:20:14.160 --> 00:20:14.160]   naive as to miss the fact that a
[00:20:14.160 --> 00:20:18.480]   naive as to miss the fact that a government shutdown is imminent
[00:20:18.480 --> 00:20:47.640]  ,
[00:20:47.640 --> 00:20:47.800]   make that plan today
[00:20:47.800 --> 00:20:48.440]   make that plan today no i'm
[00:20:48.440 --> 00:20:48.440]   no i'm
[00:20:48.460 --> 00:20:50.320]   serious stop what you're doing if you've
[00:20:50.320 --> 00:20:50.320]   serious stop what you're doing if you've
[00:20:50.320 --> 00:20:51.360]   serious stop what you're doing if you've never done this
[00:20:51.360 --> 00:20:51.360]   never done this
[00:20:51.360 --> 00:20:53.600]   never done this stop what you're doing hit pause on the
[00:20:53.600 --> 00:20:53.600]   stop what you're doing hit pause on the
[00:20:53.600 --> 00:20:54.640]   stop what you're doing hit pause on the podcast
[00:20:54.640 --> 00:20:54.640]   podcast
[00:20:54.640 --> 00:20:56.640]   podcast take out a piece of paper write down
[00:20:56.640 --> 00:20:56.640]   take out a piece of paper write down
[00:20:56.640 --> 00:20:58.640]   take out a piece of paper write down your bills write down your expenses and
[00:20:58.640 --> 00:20:58.640]   your bills write down your expenses and
[00:20:58.640 --> 00:21:00.560]   your bills write down your expenses and ask yourself how would i live on half
[00:21:00.560 --> 00:21:00.560]   ask yourself how would i live on half
[00:21:00.560 --> 00:21:02.240]   ask yourself how would i live on half the money that i have here what's your
[00:21:02.240 --> 00:21:02.240]   the money that i have here what's your
[00:21:02.240 --> 00:21:05.520]   the money that i have here what's your plan
[00:21:05.520 --> 00:21:05.520]   plan
[00:21:05.520 --> 00:21:08.080]   plan no seriously if you haven't done it
[00:21:08.100 --> 00:21:28.040]   no seriously if you haven't done it
[00:21:28.040 --> 00:21:30.200]   no seriously if you haven't done it stop and do it
[00:21:30.200 --> 00:21:30.200]   stop and do it
[00:21:30.200 --> 00:21:32.200]   stop and do it because you need to have a plan long in
[00:21:32.200 --> 00:21:32.200]   because you need to have a plan long in
[00:21:32.200 --> 00:21:33.720]   because you need to have a plan long in advance of a situation like this here's
[00:21:33.720 --> 00:21:33.720]   advance of a situation like this here's
[00:21:33.720 --> 00:21:35.080]   advance of a situation like this here's what happens people don't plan they don't
[00:21:35.080 --> 00:21:35.080]   what happens people don't plan they don't
[00:21:35.080 --> 00:21:36.440]   what happens people don't plan they don't think they don't pay attention to what's
[00:21:36.440 --> 00:21:36.440]   think they don't pay attention to what's
[00:21:36.440 --> 00:21:37.000]   think they don't pay attention to what's happening around them then all of a
[00:21:37.000 --> 00:21:37.000]   happening around them then all of a
[00:21:37.000 --> 00:21:37.000]   happening around them then all of a sudden they're worried about the fact that
[00:21:37.000 --> 00:22:05.920]  ,
[00:22:05.920 --> 00:22:05.920]  ,
[00:22:05.920 --> 00:22:06.880]  , that's the first thing that i'm going to
[00:22:06.880 --> 00:22:06.880]   that's the first thing that i'm going to do is
[00:22:06.880 --> 00:22:06.960]   that's the first thing that i'm going to do is
[00:22:06.980 --> 00:22:08.760]   that's the first thing that i'm going to do is make a plan that's going to be very
[00:22:08.760 --> 00:22:08.840]   make a plan that's going to be very
[00:22:08.840 --> 00:22:11.800]   make a plan that's going to be very meaningful approach to life an adult pays
[00:22:11.800 --> 00:22:11.800]   meaningful approach to life an adult pays
[00:22:11.800 --> 00:22:12.840]   meaningful approach to life an adult pays attention to what's happening around
[00:22:12.840 --> 00:22:12.840]   attention to what's happening around
[00:22:12.840 --> 00:22:14.120]   attention to what's happening around them looks at the things that might
[00:22:14.120 --> 00:22:14.120]   them looks at the things that might
[00:22:14.120 --> 00:22:19.880]   them looks at the things that might happen and makes a plan
[00:22:19.880 --> 00:22:23.000]   now your plan must be unique to your
[00:22:23.000 --> 00:22:23.000]   now your plan must be unique to your
[00:22:23.000 --> 00:22:26.600]   now your plan must be unique to your circumstances for example let's uh
[00:22:26.600 --> 00:22:26.600]   circumstances for example let's uh
[00:22:26.600 --> 00:22:28.280]   circumstances for example let's uh jacinda mentioned that her cell phone
[00:22:28.280 --> 00:22:28.280]   jacinda mentioned that her cell phone
[00:22:28.280 --> 00:22:30.200]   jacinda mentioned that her cell phone bill is now passed due her cell
[00:22:30.220 --> 00:22:41.360]   phone bill and her husband's cell phone bill is now passed due
[00:22:41.360 --> 00:22:41.360]   phone bill and her husband's cell phone bill is now passed due
[00:22:41.360 --> 00:22:43.040]   phone bill and her husband's cell phone bill is now passed due now should you pay your cell phone bill when you don't
[00:22:43.040 --> 00:22:43.040]   now should you pay your cell phone bill when you don't
[00:22:43.040 --> 00:22:43.520]   now should you pay your cell phone bill when you don't have any money
[00:22:43.520 --> 00:22:43.520]   have any money
[00:22:43.520 --> 00:22:45.440]   have any money well that depends if i were working as a real
[00:22:45.440 --> 00:22:45.440]   well that depends if i were working as a real
[00:22:45.440 --> 00:22:46.400]   well that depends if i were working as a real estate agent
[00:22:46.400 --> 00:22:46.400]   estate agent
[00:22:46.400 --> 00:22:49.280]   estate agent and my cell phone was how i earned my income
[00:22:49.280 --> 00:22:49.280]   and my cell phone was how i earned my income
[00:22:49.280 --> 00:22:51.440]   and my cell phone was how i earned my income paying my cell phone bill would be one of the
[00:22:51.440 --> 00:22:51.440]   paying my cell phone bill would be one of the
[00:22:51.440 --> 00:22:53.280]   paying my cell phone bill would be one of the first things that i would ever pay
[00:22:53.320 --> 00:23:16.360]   the first things that i would ever pay
[00:23:16.360 --> 00:23:16.360]   the first things that i would ever pay
[00:23:16.360 --> 00:23:19.400]   the first things that i would ever pay what need do i have and my let's
[00:23:19.400 --> 00:23:19.400]   what need do i have and my let's
[00:23:19.400 --> 00:23:21.400]   what need do i have and my let's say i'm working for tsa and my
[00:23:21.400 --> 00:23:21.400]   say i'm working for tsa and my
[00:23:21.400 --> 00:23:23.160]   say i'm working for tsa and my daughter needs a life-saving medication
[00:23:23.160 --> 00:23:23.160]   daughter needs a life-saving medication
[00:23:23.160 --> 00:23:23.160]   daughter needs a life-saving medication she needs insulin dependent cell phone bill will be gone immediately so that i can keep the medication coming in to keep my daughter going now if you don't have an insulin dependent daughter of course your circumstances are going to change but nobody's coming to save you it's your job so pay attention and think about what's going to happen you will have to go through your list and consider it yourself
[00:23:23.180 --> 00:23:24.400]   consider it yourself
[00:23:24.400 --> 00:23:28.560]   consider it yourself about what you would cut and how you would do it
[00:23:28.560 --> 00:23:28.560]   about what you would cut and how you would do it
[00:23:28.560 --> 00:23:31.360]   about what you would cut and how you would do it now the most straightforward thing that you can do
[00:23:31.360 --> 00:23:31.360]   now the most straightforward thing that you can do
[00:23:31.360 --> 00:23:33.360]   now the most straightforward thing that you can do right away even if you don't have any money
[00:23:33.360 --> 00:23:33.360]   right away even if you don't have any money
[00:23:33.360 --> 00:23:34.800]   right away even if you don't have any money you don't have any savings the most
[00:23:34.800 --> 00:23:34.800]   you don't have any savings the most
[00:23:34.800 --> 00:23:37.440]   you don't have any savings the most straightforward thing that you can do
[00:23:37.440 --> 00:23:37.440]   straightforward thing that you can do
[00:23:37.440 --> 00:23:41.360]   straightforward thing that you can do is to cut expenses
[00:23:41.360 --> 00:23:41.360]   is to cut expenses
[00:23:41.360 --> 00:23:45.680]   is to cut expenses and cut expenses like a crazy person
[00:23:45.680 --> 00:23:45.680]   and cut expenses like a crazy person
[00:23:45.680 --> 00:23:47.600]   and cut expenses like a crazy person don't goof around with this stuff and
[00:23:48.400 --> 00:24:12.040]  , don't goof around with this stuff and
[00:24:12.040 --> 00:24:15.080]  , don't goof around with this stuff and wait cut expenses like a crazy
[00:24:15.080 --> 00:24:15.080]   wait cut expenses like a crazy
[00:24:15.080 --> 00:24:17.480]   wait cut expenses like a crazy person let me give you some suggestions and
[00:24:17.480 --> 00:24:17.480]   person let me give you some suggestions and
[00:24:17.480 --> 00:24:17.480]   let me give you some suggestions and let's walk through some specific
[00:24:17.480 --> 00:24:17.480]   let's walk through some specific scenarios now some expenses are
[00:24:17.500 --> 00:24:33.440]   they've sent this nice little letter home
[00:24:33.440 --> 00:24:35.360]   they've sent this nice little letter home with me telling me how to negotiate
[00:24:35.360 --> 00:24:35.360]   with me telling me how to negotiate
[00:24:35.360 --> 00:24:36.720]   with me telling me how to negotiate with people that i don't have the money to
[00:24:36.720 --> 00:24:36.720]   with people that i don't have the money to
[00:24:36.720 --> 00:24:37.760]   with people that i don't have the money to pay
[00:24:37.760 --> 00:24:37.760]   pay
[00:24:37.760 --> 00:24:39.920]   pay we are going through a government shutdown
[00:24:39.920 --> 00:24:39.920]   we are going through a government shutdown
[00:24:39.920 --> 00:24:41.600]   we are going through a government shutdown i'm going to lose my paycheck this month
[00:24:41.600 --> 00:24:41.600]   i'm going to lose my paycheck this month
[00:24:41.600 --> 00:24:42.880]   i'm going to lose my paycheck this month and i'm not going to have enough money to
[00:24:42.880 --> 00:24:42.880]   and i'm not going to have enough money to
[00:24:42.880 --> 00:24:44.800]   and i'm not going to have enough money to pay you now i understand that you
[00:24:44.800 --> 00:24:45.680]   pay you now i understand that you can go ahead and start
[00:24:45.680 --> 00:24:47.360]   pay you now i understand that you can go ahead and start filing foreclosure eviction
[00:24:47.400 --> 00:24:55.400]   with
[00:24:55.400 --> 00:24:57.660]   was a Ar Ав
[00:25:43.080 --> 00:25:43.080]   The
[00:25:43.080 --> 00:25:43.080]   I
[00:27:06.700 --> 00:27:16.980]   '
[00:27:16.980 --> 00:27:20.740]   in theミ de play орг
[00:28:05.180 --> 00:28:05.180]   and
[00:28:05.180 --> 00:28:05.180]   and
[00:28:05.180 --> 00:28:05.940]   and
[00:28:35.200 --> 00:28:35.200]   and
[00:28:35.240 --> 00:29:05.220]  łych.com
[00:29:05.220 --> 00:29:05.220]   and you can get phone access for $5 or $10 a month. It's easy. Easy. You can install free apps on your phone and use your neighbor's internet app to connect to your phone.
[00:29:05.220 --> 00:29:05.220]   You can get phone access for $5 or $10 a month. It's easy. Easy. You can install free apps on your phone and use your neighbor's internet app to connect to your phone.
[00:29:05.220 --> 00:29:05.220]   You can install phone access for $5 or $10 a month. It's easy. Easy. You can install free apps on your phone and use your neighbor's internet app to connect to your phone.
[00:29:05.220 --> 00:29:05.220]   You can install phone access for $5 or $10 a month. It's easy. Easy. You can install free apps on your phone and use your neighbor's internet app to connect to your phone.
[00:29:05.240 --> 00:29:10.060]   and then you can install a phone to make all your phone calls. So this would be a good time to learn about how to do that.
[00:29:10.060 --> 00:29:18.880]   If you can't pay your electric bill, I concede that you shouldn't have your electricity shut off. I concede that.
[00:29:18.880 --> 00:29:29.980]   But you can shut off every light in your house. You can unplug your TV. You can turn your thermostat to a more energy-efficient number, whether you're heating or cooling.
[00:29:29.980 --> 00:29:35.240]   You can put on a sweater if you're in the cold country. You can go outdoors and spend more time outdoors.
[00:29:35.240 --> 00:29:35.240]   You can go outdoors and spend more time outdoors. You can go outdoors and spend more time outdoors.
[00:29:35.240 --> 00:29:35.240]   You can put on a sweater if you're in the cold country. You can go outdoors and spend more time outdoors. You can turn your thermostat on the electric bill.
[00:29:35.240 --> 00:30:05.260]   You can put on a sweater if you're in the cold country. You can put on a sweater if you're in the cold country.
[00:30:05.260 --> 00:30:05.260]   You can put on a sweater if you're in the cold country. You can put on a sweater if you're in the cold country.
[00:30:05.260 --> 00:30:05.260]   You can put on a sweater if you're in the cold country. You can put on a sweater if you're in the cold country.
[00:30:05.280 --> 00:30:35.280]   You can put on a sweater if you're in the cold country. You can put on a sweater if you're in the cold country.
[00:30:35.280 --> 00:30:35.280]   You can put on a sweater if you're in the cold country. You can put on a sweater if you're in the cold country.
[00:30:35.280 --> 00:30:35.280]   You can put on a sweater if you're in the cold country. You can put on a sweater if you're in the cold country.
[00:30:35.280 --> 00:30:35.280]   You can put on a sweater if you're in the cold country. You can put on a sweater if you're in the cold country.
[00:30:35.280 --> 00:30:35.280]   You can put on a sweater if you're in the cold country. You can put on a sweater if you're in the cold country.
[00:30:35.280 --> 00:30:35.280]   You can put on a sweater if you're in the cold country. You can put on a sweater if you're in the cold country. You can put on a sweater if you're in the cold country. You can put on a sweater if you're in the cold country.
[00:30:35.320 --> 00:31:05.300]  � I think it was Jacinda in the NPR report says,
[00:31:05.300 --> 00:31:05.300]   Yes, it is ridiculous. It is utterly and completely ridiculous.
[00:31:05.300 --> 00:31:05.300]   So is the idea that the U.S. federal government is going to be able to pay all the money that it's promised. That was also ridiculous. And yet you believe that. So yes, it is ridiculous that you should go while working and you're in the cold country.
[00:31:05.340 --> 00:31:35.320]  ,
[00:31:35.320 --> 00:31:35.320]   It is ridiculous that you should go while working and you're in the cold country.
[00:31:35.320 --> 00:31:35.320]   It is ridiculous that you should go while working and you're in the cold country.
[00:31:35.320 --> 00:31:35.320]   It is ridiculous that you should go while working and you're in the cold country.
[00:31:35.320 --> 00:31:35.320]   It is ridiculous that you should go while working and you're in the cold country.
[00:31:35.320 --> 00:31:35.320]   It is ridiculous that you should go while working and you're in the cold country.
[00:31:35.320 --> 00:31:35.320]   It is ridiculous that you should go while working and you're in the cold country.
[00:31:35.320 --> 00:31:35.320]   It is ridiculous that you should go while working and you're in the cold country.
[00:31:35.320 --> 00:31:35.320]   It is ridiculous that you should go while working and you're in the cold country.
[00:31:35.320 --> 00:31:35.320]   It is ridiculous that you should go while working and you're in the cold country.
[00:31:35.320 --> 00:31:35.320]   It is ridiculous that you should go while working and you're in the cold country.
[00:31:35.340 --> 00:32:05.340]   You can pay your cell phone bill, you can pay your electric bill, and you can make a partial payment on your rent.
[00:32:05.340 --> 00:32:05.340]   You can pay your electric bill, and you can make a partial payment on your rent.
[00:32:05.340 --> 00:32:05.340]   You can pay your electric bill, and you can make a partial payment on your rent.
[00:32:05.340 --> 00:32:05.340]   You can pay your electric bill, and you can make a partial payment on your rent.
[00:32:05.340 --> 00:32:05.340]   You can pay your electric bill, and you can make a partial payment on your rent.
[00:32:05.340 --> 00:32:05.340]   You can pay your electric bill, and you can make a partial payment on your rent.
[00:32:05.340 --> 00:32:05.340]   You can pay your electric bill, and you can make a partial payment on your rent.
[00:32:05.340 --> 00:32:05.340]   You can pay your electric bill, and you can make a partial payment on your rent.
[00:32:05.340 --> 00:32:05.340]   You can pay your electric bill, and you can make a partial payment on your rent.
[00:32:05.340 --> 00:32:05.340]   You can pay your electric bill, and you can make a partial payment on your rent.
[00:32:05.380 --> 00:32:15.420]   won
[00:32:15.420 --> 00:32:25.040]  , weigh,
[00:33:00.740 --> 00:33:00.740]   and,
[00:33:00.780 --> 00:33:11.060]   then
[00:33:11.060 --> 00:33:11.700]   I a
[00:33:11.700 --> 00:33:29.360]   geh waż didnt, and, and, and, called, And, S. Folks. Web Tribe Bass. K. Sud full of the, good, the, the, the, the, the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, or he you're go get a make a can't i'm only лай bitcoin sound only didnt
[00:33:29.540 --> 00:33:37.060]   like
[00:33:37.060 --> 00:33:55.320]   Best S S I義
[00:34:54.440 --> 00:35:05.260]   sound
[00:35:05.260 --> 00:35:21.120]   Bass I ' it, play, Mo,제로 Say,S, вал,
[00:35:24.060 --> 00:35:34.000]   my
[00:35:34.000 --> 00:35:35.060]   adjust, but,
[00:37:34.820 --> 00:37:38.600]   and you go down to the food bank and you get some food you could probably live for 10 months now when you live in the
[00:38:08.520 --> 00:38:08.620]   ----
[00:38:08.620 --> 00:38:08.620]   ----
[00:38:08.660 --> 00:38:10.660]   this
[00:38:10.660 --> 00:38:19.600]   as,,, .
[00:38:19.600 --> 00:38:38.640]   quin
[00:38:38.680 --> 00:38:49.360]   word
[00:38:49.360 --> 00:39:07.100]   is carPM R I I, ",,,,,
[00:39:08.560 --> 00:39:38.540]  �
[00:40:08.640 --> 00:40:37.820]   making
[00:40:37.940 --> 00:40:47.720]  識
[00:40:47.720 --> 00:41:01.960]   multiple. It.
[00:41:05.860 --> 00:41:13.880]   is a very vanishingly unique era in human history.
[00:41:13.880 --> 00:41:25.880]   Normal life is poverty, hunger, cold, death, disease. That's normal.
[00:41:25.880 --> 00:41:32.880]   Normal life is bankruptcy, broke companies, broke governments.
[00:41:32.880 --> 00:41:33.880]   That's normal.
[00:41:33.880 --> 00:41:33.880]   Normal life is bankruptcy, broke companies, broke governments. That's normal.
[00:41:33.880 --> 00:41:33.880]   Normal life is bankruptcy, broke companies, broke governments. That's normal.
[00:41:33.880 --> 00:41:33.880]   Normal life is bankruptcy, broke companies, broke governments. That's normal.
[00:41:33.880 --> 00:41:33.880]   Normal life is bankruptcy, broke companies, broke governments. That's normal.
[00:41:33.880 --> 00:41:33.880]   Normal life is bankruptcy, broke companies, broke governments. That's normal.
[00:41:33.880 --> 00:41:33.880]   Normal life is bankruptcy, broke companies, broke governments. That's normal.
[00:41:33.880 --> 00:41:33.880]   Normal life is bankruptcy, broke companies, broke governments. That's normal.
[00:41:33.880 --> 00:41:33.880]   Normal life is bankruptcy, broke companies, broke governments. That's normal.
[00:41:33.880 --> 00:41:33.880]   Normal life is bankruptcy, broke companies, broke governments. That's normal.
[00:41:33.880 --> 00:42:01.920]  , That's normal. Normal life is bankruptcy, broke governments. That's normal.
[00:42:01.960 --> 00:42:01.960]   Herz
[00:42:01.960 --> 00:42:16.040]   I,,,,
[00:42:16.040 --> 00:42:30.340]   Russ B I I clean the ad the... Ko...C...C...C...C...pped...
[00:42:30.500 --> 00:42:33.520]   That is not a good long-term plan.
[00:42:33.520 --> 00:42:36.520]   Why don't you go work for somebody who will pay your bills?
[00:42:36.520 --> 00:42:41.520]   You say, "Well, because they're going to give me a retirement someday."
[00:42:41.520 --> 00:42:43.520]   You so sure about that?
[00:42:43.520 --> 00:42:48.520]   Have you checked the funding level of your pension plan?
[00:42:48.520 --> 00:42:51.520]   How's that working?
[00:42:51.520 --> 00:42:58.520]   That would be a good place for you to start.
[00:42:58.520 --> 00:42:59.520]   I don't think you need to do it today.
[00:42:59.520 --> 00:42:59.540]   I don't think you need to do it today.
[00:42:59.540 --> 00:42:59.740]   I don't think you need to do it today.
[00:42:59.740 --> 00:42:59.920]   I don't think you need to do it today.
[00:42:59.920 --> 00:43:00.120]   I don't think you need to do it today.
[00:43:00.120 --> 00:43:00.220]   I don't think you need to do it today.
[00:43:00.220 --> 00:43:00.320]   I don't think you need to do it today.
[00:43:00.320 --> 00:43:00.420]   I don't think you need to do it today.
[00:43:00.420 --> 00:43:00.520]   I don't think you need to do it today.
[00:43:00.520 --> 00:43:22.560]  ,
[00:43:22.560 --> 00:43:30.560]   You can go make a payment to your landlord, but when that money comes in, don't behave stupidly with it. Don't spend it all. Rather, keep your expenses low. Get rid of any debt. Keep your budget at those low levels until you can start to stash some cash. Make sure that you don't sign up for those contracts that lock you in to extend your life.
[00:43:30.560 --> 00:43:30.560]   You can go make a payment to your landlord, but when that money comes in, don't behave stupidly with it. Don't spend it all. Rather, keep your expenses low. Get rid of any debt. Keep your budget at those low levels until you can start to stash some cash. Make sure that you don't sign up for those contracts that lock you in to extend your life.
[00:45:00.720 --> 00:45:30.720]  obedient.com/select_murray_cheese_for_everyone.com/.

