
[00:00:00.040 --> 00:00:09.560]  ivat
[00:16:58.900 --> 00:16:58.900]   I think it's a really interesting world in which we live.
[00:16:58.900 --> 00:16:58.900]   I think it's a really interesting world in which we live.
[00:16:58.900 --> 00:16:58.900]   I think it's a really interesting world in which we live.
[00:16:58.900 --> 00:16:58.900]   I think it's a really interesting world in which we live.
[00:16:58.900 --> 00:16:58.900]   I think it's a really interesting world in which we live.
[00:16:58.900 --> 00:17:28.920]  ,
[00:17:28.920 --> 00:17:28.920]   I think it's a really interesting world in which we live.
[00:17:28.920 --> 00:17:28.920]   I think it's a really interesting world in which we live.
[00:17:28.920 --> 00:17:28.920]   I think it's a really interesting world in which we live.
[00:17:28.920 --> 00:17:28.920]   I think it's a really interesting world in which we live.
[00:17:28.920 --> 00:17:28.920]   I think it's a really interesting world in which we live.
[00:17:28.920 --> 00:17:28.920]   I think it's a really interesting world in which we live.
[00:17:28.920 --> 00:17:28.920]   I think it's a really interesting world in which we live.
[00:17:28.920 --> 00:17:28.920]   I think it's a really interesting world in which we live.
[00:17:28.920 --> 00:17:28.920]   I think it's a really interesting world in which we live.
[00:17:28.940 --> 00:17:58.940]   I think it's a really interesting world in which we live.
[00:17:58.940 --> 00:17:58.940]   I think it's a really interesting world in which we live.
[00:17:58.940 --> 00:17:58.940]   I think it's a really interesting world in which we live.
[00:17:58.940 --> 00:17:58.940]   I think it's a really interesting world in which we live.
[00:17:58.940 --> 00:17:58.940]   I think it's a really interesting world in which we live.
[00:17:58.940 --> 00:17:58.940]   I think it's a really interesting world in which we live.
[00:17:58.940 --> 00:17:58.940]   I think it's a really interesting world in which we live.
[00:17:58.940 --> 00:17:58.940]   I think it's a really interesting world in which we live.
[00:17:58.940 --> 00:17:58.940]   I think it's a really interesting world in which we live.
[00:17:58.940 --> 00:17:58.940]   I think it's a really interesting world in which we live.
[00:17:58.940 --> 00:17:58.940]   I think it's a really interesting world in which we live.
[00:17:58.940 --> 00:17:58.940]   I think it's a really interesting world in which we live.
[00:17:58.940 --> 00:17:58.940]   I think it's a really interesting world in which we live.
[00:17:58.940 --> 00:17:58.940]   I think it's a really interesting world in which we live.
[00:17:58.940 --> 00:18:28.960]   I think it's a really interesting world in which we live.
[00:18:28.960 --> 00:18:28.960]   I think it's a really interesting world in which we live.
[00:18:28.960 --> 00:18:28.960]   I think it's a really interesting world in which we live.
[00:18:28.960 --> 00:18:28.960]   I think it's a really interesting world in which we live.
[00:18:28.960 --> 00:18:28.960]   I think it's a really interesting world in which we live.
[00:18:28.960 --> 00:18:28.960]   I think it's a really interesting world in which we live.
[00:18:28.960 --> 00:18:28.960]   I think it's a really interesting world in which we live.
[00:18:28.960 --> 00:18:28.960]   I think it's a really interesting world in which we live.
[00:18:28.960 --> 00:18:28.960]   I think it's a really interesting world in which we live.
[00:18:28.980 --> 00:18:58.980]   I think it's a really interesting world in which we live.
[00:18:58.980 --> 00:18:58.980]   I think it's a really interesting world in which we live.
[00:18:58.980 --> 00:18:58.980]   I think it's a really interesting world in which we live.
[00:18:58.980 --> 00:18:58.980]   I think it's a really interesting world in which we live.
[00:18:58.980 --> 00:18:58.980]   I think it's a really interesting world in which we live.
[00:18:58.980 --> 00:18:58.980]   I think it's a really interesting world in which we live.
[00:18:58.980 --> 00:18:58.980]   I think it's a really interesting world in which we live.
[00:18:58.980 --> 00:18:58.980]   I think it's a really interesting world in which we live.
[00:18:58.980 --> 00:18:58.980]   I think it's a really interesting world in which we live.
[00:18:58.980 --> 00:18:58.980]   I think it's a really interesting world in which we live.
[00:18:58.980 --> 00:18:58.980]   I think it's a really interesting world in which we live.
[00:18:58.980 --> 00:18:58.980]   I think it's a really interesting world in which we live.
[00:18:58.980 --> 00:18:58.980]   I think it's a really interesting world in which we live.
[00:18:58.980 --> 00:18:58.980]   I think it's a really interesting world in which we live.
[00:18:58.980 --> 00:19:29.000]   I think it's a really interesting world in which we live.
[00:19:29.000 --> 00:19:29.000]   I think it's a really interesting world in which we live.
[00:19:29.000 --> 00:19:29.000]   I think it's a really interesting world in which we live.
[00:19:29.000 --> 00:19:29.000]   I think it's a really interesting world in which we live.
[00:19:29.000 --> 00:19:29.000]   I think it's a really interesting world in which we live.
[00:19:29.000 --> 00:19:29.000]   I think it's a really interesting world in which we live.
[00:19:29.000 --> 00:19:29.000]   I think it's a really interesting world in which we live.
[00:19:29.000 --> 00:19:29.000]   I think it's a really interesting world in which we live.
[00:19:29.000 --> 00:19:29.000]   I think it's a really interesting world in which we live.
[00:19:29.020 --> 00:19:59.020]   I think it's a really interesting world in which we live.
[00:19:59.020 --> 00:19:59.020]   I think it's a really interesting world in which we live.
[00:19:59.020 --> 00:19:59.020]   I think it's a really interesting world in which we live.
[00:19:59.020 --> 00:19:59.020]   I think it's a really interesting world in which we live.
[00:19:59.020 --> 00:19:59.020]   I think it's a really interesting world in which we live.
[00:19:59.020 --> 00:19:59.020]   I think it's a really interesting world in which we live.
[00:19:59.020 --> 00:19:59.020]   I think it's a really interesting world in which we live.
[00:19:59.020 --> 00:19:59.020]   I think it's a really interesting world in which we live.
[00:19:59.020 --> 00:19:59.020]   I think it's a really interesting world in which we live.
[00:19:59.020 --> 00:19:59.020]   I think it's a really interesting world in which we live.
[00:19:59.020 --> 00:19:59.020]   I think it's a really interesting world in which we live.
[00:19:59.020 --> 00:19:59.020]   I think it's a really interesting world in which we live.
[00:19:59.020 --> 00:19:59.020]   I think it's a really interesting world in which we live.
[00:19:59.020 --> 00:19:59.020]   I think it's a really interesting world in which we live.
[00:19:59.060 --> 00:20:29.040]   I think it's a really interesting world in which we live.
[00:20:29.040 --> 00:20:29.040]   I think it's a really interesting world in which we live.
[00:20:29.040 --> 00:20:29.040]   I think it's a really interesting world in which we live.
[00:20:29.040 --> 00:20:29.040]   I think it's a really interesting world in which we live.
[00:20:29.040 --> 00:20:29.040]   I think it's a really interesting world in which we live.
[00:20:29.040 --> 00:20:29.040]   I think it's a really interesting world in which we live.
[00:20:29.040 --> 00:20:29.040]   I think it's a really interesting world in which we live.
[00:20:29.040 --> 00:20:29.040]   I think it's a really interesting world in which we live.
[00:20:29.040 --> 00:20:29.040]   I think it's a really interesting world in which we live.
[00:20:29.040 --> 00:20:29.040]   I think it's a really interesting world in which we live.
[00:20:29.060 --> 00:20:59.060]   I think it's a really interesting world in which we live.
[00:20:59.060 --> 00:20:59.060]   I think it's a really interesting world in which we live.
[00:20:59.060 --> 00:20:59.060]   I think it's a really interesting world in which we live.
[00:20:59.060 --> 00:20:59.060]   I think it's a really interesting world in which we live.
[00:20:59.060 --> 00:20:59.060]   I think it's a really interesting world in which we live.
[00:20:59.060 --> 00:20:59.060]   I think it's a really interesting world in which we live.
[00:20:59.060 --> 00:20:59.060]   I think it's a really interesting world in which we live.
[00:20:59.060 --> 00:20:59.060]   I think it's a really interesting world in which we live.
[00:20:59.060 --> 00:20:59.060]   I think it's a really interesting world in which we live.
[00:20:59.060 --> 00:20:59.060]   I think it's a really interesting world in which we live.
[00:20:59.060 --> 00:20:59.060]   I think it's a really interesting world in which we live.
[00:20:59.060 --> 00:20:59.060]   I think it's a really interesting world in which we live.
[00:20:59.060 --> 00:20:59.060]   I think it's a really interesting world in which we live.
[00:20:59.060 --> 00:20:59.060]   I think it's a really interesting world in which we live.
[00:20:59.060 --> 00:21:29.080]   I think it's a really interesting world in which we live.
[00:21:29.080 --> 00:21:29.080]   I think it's a really interesting world in which we live.
[00:21:29.080 --> 00:21:29.080]   I think it's a really interesting world in which we live.
[00:21:29.080 --> 00:21:29.080]   I think it's a really interesting world in which we live.
[00:21:29.080 --> 00:21:29.080]   I think it's a really interesting world in which we live.
[00:21:29.080 --> 00:21:29.080]   I think it's a really interesting world in which we live.
[00:21:29.080 --> 00:21:29.080]   I think it's a really interesting world in which we live.
[00:21:29.080 --> 00:21:29.080]   I think it's a really interesting world in which we live.
[00:21:29.080 --> 00:21:29.080]   I think it's a really interesting world in which we live.
[00:21:29.100 --> 00:21:59.100]   I think it's a really interesting world in which we live.
[00:21:59.100 --> 00:21:59.100]   I think it's a really interesting world in which we live.
[00:21:59.100 --> 00:21:59.100]   I think it's a really interesting world in which we live.
[00:21:59.100 --> 00:21:59.100]   I think it's a really interesting world in which we live.
[00:21:59.100 --> 00:21:59.100]   I think it's a really interesting world in which we live.
[00:21:59.100 --> 00:21:59.100]   I think it's a really interesting world in which we live.
[00:21:59.100 --> 00:21:59.100]   I think it's a really interesting world in which we live.
[00:21:59.100 --> 00:21:59.100]   I think it's a really interesting world in which we live.
[00:21:59.100 --> 00:21:59.100]   I think it's a really interesting world in which we live.
[00:21:59.100 --> 00:21:59.100]   I think it's a really interesting world in which we live.
[00:21:59.100 --> 00:21:59.100]   I think it's a really interesting world in which we live.
[00:21:59.100 --> 00:21:59.100]   I think it's a really interesting world in which we live.
[00:21:59.100 --> 00:21:59.100]   I think it's a really interesting world in which we live.
[00:21:59.100 --> 00:21:59.100]   I think it's a really interesting world in which we live.
[00:21:59.140 --> 00:22:29.120]   I think it's a really interesting world in which we live.
[00:22:29.120 --> 00:22:29.120]   I think it's a really interesting world in which we live.
[00:22:29.120 --> 00:22:29.120]   I think it's a really interesting world in which we live.
[00:22:29.120 --> 00:22:29.120]   I think it's a really interesting world in which we live.
[00:22:29.120 --> 00:22:29.120]   I think it's a really interesting world in which we live.
[00:22:29.120 --> 00:22:29.120]   I think it's a really interesting world in which we live.
[00:22:29.120 --> 00:22:29.120]   I think it's a really interesting world in which we live.
[00:22:29.120 --> 00:22:29.120]   I think it's a really interesting world in which we live.
[00:22:29.120 --> 00:22:29.120]   I think it's a really interesting world in which we live.
[00:22:29.120 --> 00:22:29.120]   I think it's a really interesting world in which we live.
[00:22:29.120 --> 00:22:29.120]   I think it's a really interesting world in which we live.
[00:22:29.140 --> 00:22:59.140]   I think it's a really interesting world in which we live.
[00:22:59.140 --> 00:22:59.140]   I think it's a really interesting world in which we live.
[00:22:59.140 --> 00:22:59.140]   I think it's a really interesting world in which we live.
[00:22:59.140 --> 00:22:59.140]   I think it's a really interesting world in which we live.
[00:22:59.140 --> 00:22:59.140]   I think it's a really interesting world in which we live.
[00:22:59.140 --> 00:22:59.140]   I think it's a really interesting world in which we live.
[00:22:59.140 --> 00:22:59.140]   I think it's a really interesting world in which we live.
[00:22:59.140 --> 00:22:59.140]   I think it's a really interesting world in which we live.
[00:22:59.140 --> 00:22:59.140]   I think it's a really interesting world in which we live.
[00:22:59.140 --> 00:22:59.140]   I think it's a really interesting world in which we live.
[00:22:59.140 --> 00:22:59.140]   I think it's a really interesting world in which we live.
[00:22:59.140 --> 00:22:59.140]   I think it's a really interesting world in which we live.
[00:22:59.140 --> 00:22:59.140]   I think it's a really interesting world in which we live.
[00:22:59.140 --> 00:22:59.140]   I think it's a really interesting world in which we live.
[00:22:59.140 --> 00:23:29.160]   I think it's a really interesting world in which we live.
[00:23:29.160 --> 00:23:29.160]   I think it's a really interesting world in which we live.
[00:23:29.160 --> 00:23:29.160]   I think it's a really interesting world in which we live.
[00:23:29.160 --> 00:23:29.160]   I think it's a really interesting world in which we live.
[00:23:29.160 --> 00:23:29.160]   I think it's a really interesting world in which we live.
[00:23:29.160 --> 00:23:29.160]   I think it's a really interesting world in which we live.
[00:23:29.160 --> 00:23:29.160]   I think it's a really interesting world in which we live.
[00:23:29.160 --> 00:23:29.160]   I think it's a really interesting world in which we live.
[00:23:29.160 --> 00:23:29.160]   I think it's a really interesting world in which we live.
[00:23:29.180 --> 00:23:59.180]   I think it's a really interesting world in which we live.
[00:23:59.180 --> 00:23:59.180]   I think it's a really interesting world in which we live.
[00:23:59.180 --> 00:23:59.180]   I think it's a really interesting world in which we live.
[00:23:59.180 --> 00:23:59.180]   I think it's a really interesting world in which we live.
[00:23:59.180 --> 00:23:59.180]   I think it's a really interesting world in which we live.
[00:23:59.180 --> 00:23:59.180]   I think it's a really interesting world in which we live.
[00:23:59.180 --> 00:23:59.180]   I think it's a really interesting world in which we live.
[00:23:59.180 --> 00:23:59.180]   I think it's a really interesting world in which we live.
[00:23:59.180 --> 00:23:59.180]   I think it's a really interesting world in which we live.
[00:23:59.180 --> 00:23:59.180]   I think it's a really interesting world in which we live.
[00:23:59.180 --> 00:23:59.180]   I think it's a really interesting world in which we live.
[00:23:59.180 --> 00:23:59.180]   I think it's a really interesting world in which we live.
[00:23:59.180 --> 00:23:59.180]   I think it's a really interesting world in which we live.
[00:23:59.180 --> 00:23:59.180]   I think it's a really interesting world in which we live.
[00:23:59.200 --> 00:24:29.200]   I think it's a really interesting world in which we live.
[00:24:29.200 --> 00:24:29.200]   I think it's a really interesting world in which we live.
[00:24:29.200 --> 00:24:29.200]   I think it's a really interesting world in which we live.
[00:24:29.200 --> 00:24:29.200]   I think it's a really interesting world in which we live.
[00:24:29.200 --> 00:24:29.200]   I think it's a really interesting world in which we live.
[00:24:29.200 --> 00:24:29.200]   I think it's a really interesting world in which we live.
[00:24:29.200 --> 00:24:29.200]   I think it's a really interesting world in which we live.
[00:24:29.200 --> 00:24:29.200]   I think it's a really interesting world in which we live.
[00:24:29.200 --> 00:24:29.200]   I think it's a really interesting world in which we live.
[00:24:29.200 --> 00:24:29.200]   I think it's a really interesting world in which we live.
[00:24:29.200 --> 00:24:29.200]   I think it's a really interesting world in which we live.
[00:24:29.200 --> 00:24:29.200]   I think it's a really interesting world in which we live.
[00:24:29.220 --> 00:24:59.220]  ,
[00:24:59.220 --> 00:24:59.220]   I think it's a really interesting world in which we live.
[00:24:59.220 --> 00:24:59.220]   I think it's a really interesting world in which we live.
[00:24:59.220 --> 00:24:59.220]   I think it's a really interesting world in which we live.
[00:24:59.220 --> 00:24:59.220]   I think it's a really interesting world in which we live.
[00:24:59.220 --> 00:24:59.220]   I think it's a really interesting world in which we live.
[00:24:59.220 --> 00:24:59.220]   I think it's a really interesting world in which we live.
[00:24:59.220 --> 00:24:59.220]   I think it's a really interesting world in which we live.
[00:24:59.220 --> 00:24:59.220]   I think it's a really interesting world in which we live.
[00:24:59.220 --> 00:24:59.220]   I think it's a really interesting world in which we live.
[00:24:59.220 --> 00:24:59.220]   I think it's a really interesting world in which we live.
[00:24:59.220 --> 00:25:29.240]   I think it's a really interesting world in which we live.
[00:25:29.240 --> 00:25:29.240]   I think it's a really interesting world in which we live.
[00:25:29.240 --> 00:25:29.240]   I think it's a really interesting world in which we live.
[00:25:29.240 --> 00:25:29.240]   I think it's a really interesting world in which we live.
[00:25:29.240 --> 00:25:29.240]   I think it's a really interesting world in which we live.
[00:25:29.240 --> 00:25:29.240]   I think it's a really interesting world in which we live.
[00:25:29.240 --> 00:25:29.240]   I think it's a really interesting world in which we live.
[00:25:29.240 --> 00:25:29.240]   I think it's a really interesting world in which we live.
[00:25:29.240 --> 00:25:29.240]   I think it's a really interesting world in which we live.
[00:25:29.260 --> 00:25:59.260]   I think it's a really interesting world in which we live.
[00:25:59.260 --> 00:25:59.260]   I think it's a really interesting world in which we live.
[00:25:59.260 --> 00:25:59.260]   I think it's a really interesting world in which we live.
[00:25:59.260 --> 00:25:59.260]   I think it's a really interesting world in which we live.
[00:25:59.260 --> 00:25:59.260]   I think it's a really interesting world in which we live.
[00:25:59.260 --> 00:25:59.260]   I think it's a really interesting world in which we live.
[00:25:59.260 --> 00:25:59.260]   I think it's a really interesting world in which we live.
[00:25:59.260 --> 00:25:59.260]   I think it's a really interesting world in which we live.
[00:25:59.260 --> 00:25:59.260]   I think it's a really interesting world in which we live.
[00:25:59.260 --> 00:25:59.260]   I think it's a really interesting world in which we live.
[00:25:59.260 --> 00:25:59.260]   I think it's a really interesting world in which we live.
[00:25:59.260 --> 00:25:59.260]   I think it's a really interesting world in which we live.
[00:25:59.260 --> 00:25:59.260]   I think it's a really interesting world in which we live.
[00:25:59.260 --> 00:25:59.260]   I think it's a really interesting world in which we live.
[00:25:59.260 --> 00:26:29.280]   I think it's a really interesting world in which we live.
[00:26:29.280 --> 00:26:29.280]   I think it's a really interesting world in which we live.
[00:26:29.280 --> 00:26:29.280]   I think it's a really interesting world in which we live.
[00:26:29.280 --> 00:26:29.280]   I think it's a really interesting world in which we live.
[00:26:29.280 --> 00:26:29.280]   I think it's a really interesting world in which we live.
[00:26:29.280 --> 00:26:29.280]   I think it's a really interesting world in which we live.
[00:26:29.280 --> 00:26:29.280]   I think it's a really interesting world in which we live.
[00:26:29.280 --> 00:26:29.280]   I think it's a really interesting world in which we live.
[00:26:29.300 --> 00:26:59.300]   I think it's a really interesting world in which we live.
[00:26:59.300 --> 00:26:59.300]   I think it's a really interesting world in which we live.
[00:26:59.300 --> 00:26:59.300]   I think it's a really interesting world in which we live.
[00:26:59.300 --> 00:26:59.300]   I think it's a really interesting world in which we live.
[00:26:59.300 --> 00:26:59.300]   I think it's a really interesting world in which we live.
[00:26:59.300 --> 00:26:59.300]   I think it's a really interesting world in which we live.
[00:26:59.300 --> 00:26:59.300]   I think it's a really interesting world in which we live.
[00:26:59.300 --> 00:26:59.300]   I think it's a really interesting world in which we live.
[00:26:59.300 --> 00:26:59.300]   I think it's a really interesting world in which we live.
[00:26:59.300 --> 00:26:59.300]   I think it's a really interesting world in which we live.
[00:26:59.300 --> 00:26:59.300]   I think it's a really interesting world in which we live.
[00:26:59.300 --> 00:26:59.300]   I think it's a really interesting world in which we live.
[00:26:59.300 --> 00:26:59.300]   I think it's a really interesting world in which we live.
[00:26:59.300 --> 00:26:59.300]   I think it's a really interesting world in which we live.
[00:26:59.340 --> 00:27:29.320]   I think it's a really interesting world in which we live.
[00:27:29.320 --> 00:27:29.320]   I think it's a really interesting world in which we live.
[00:27:29.320 --> 00:27:29.320]   I think it's a really interesting world in which we live.
[00:27:29.320 --> 00:27:29.320]   I think it's a really interesting world in which we live.
[00:27:29.320 --> 00:27:29.320]   I think it's a really interesting world in which we live.
[00:27:29.320 --> 00:27:29.320]   I think it's a really interesting world in which we live.
[00:27:29.320 --> 00:27:29.320]   I think it's a really interesting world in which we live.
[00:27:29.320 --> 00:27:29.320]   I think it's a really interesting world in which we live.
[00:27:29.320 --> 00:27:29.320]   I think it's a really interesting world in which we live.
[00:27:29.320 --> 00:27:29.320]   I think it's a really interesting world in which we live.
[00:27:29.340 --> 00:27:59.340]   I think it's a really interesting world in which we live.
[00:27:59.340 --> 00:27:59.340]   I think it's a really interesting world in which we live.
[00:27:59.340 --> 00:27:59.340]   I think it's a really interesting world in which we live.
[00:27:59.340 --> 00:27:59.340]   I think it's a really interesting world in which we live.
[00:27:59.340 --> 00:27:59.340]   I think it's a really interesting world in which we live.
[00:27:59.340 --> 00:27:59.340]   I think it's a really interesting world in which we live.
[00:27:59.340 --> 00:27:59.340]   I think it's a really interesting world in which we live.
[00:27:59.340 --> 00:27:59.340]   I think it's a really interesting world in which we live.
[00:27:59.340 --> 00:27:59.340]   I think it's a really interesting world in which we live.
[00:27:59.340 --> 00:27:59.340]   I think it's a really interesting world in which we live.
[00:27:59.340 --> 00:27:59.340]   I think it's a really interesting world in which we live.
[00:27:59.340 --> 00:27:59.340]   I think it's a really interesting world in which we live.
[00:27:59.340 --> 00:27:59.340]   I think it's a really interesting world in which we live.
[00:27:59.340 --> 00:27:59.340]   I think it's a really interesting world in which we live.
[00:27:59.340 --> 00:28:29.360]   I think it's a really interesting world in which we live.
[00:28:29.360 --> 00:28:29.360]   I think it's a really interesting world in which we live.
[00:28:29.360 --> 00:28:29.360]   I think it's a really interesting world in which we live.
[00:28:29.360 --> 00:28:29.360]   I think it's a really interesting world in which we live.
[00:28:29.360 --> 00:28:29.360]   I think it's a really interesting world in which we live.
[00:28:29.360 --> 00:28:29.360]   I think it's a really interesting world in which we live.
[00:28:29.360 --> 00:28:29.360]   I think it's a really interesting world in which we live.
[00:28:29.360 --> 00:28:29.360]   I think it's a really interesting world in which we live.
[00:28:29.360 --> 00:28:29.360]   I think it's a really interesting world in which we live.
[00:28:29.380 --> 00:28:59.380]   I think it's a really interesting world in which we live.
[00:28:59.380 --> 00:28:59.380]   I think it's a really interesting world in which we live.
[00:28:59.380 --> 00:28:59.380]   I think it's a really interesting world in which we live.
[00:28:59.380 --> 00:28:59.380]   I think it's a really interesting world in which we live.
[00:28:59.380 --> 00:28:59.380]   I think it's a really interesting world in which we live.
[00:28:59.380 --> 00:28:59.380]   I think it's a really interesting world in which we live.
[00:28:59.380 --> 00:28:59.380]   I think it's a really interesting world in which we live.
[00:28:59.380 --> 00:28:59.380]   I think it's a really interesting world in which we live.
[00:28:59.380 --> 00:28:59.380]   I think it's a really interesting world in which we live.
[00:28:59.380 --> 00:28:59.380]   I think it's a really interesting world in which we live.
[00:28:59.380 --> 00:28:59.380]   I think it's a really interesting world in which we live.
[00:28:59.380 --> 00:28:59.380]   I think it's a really interesting world in which we live.
[00:28:59.380 --> 00:28:59.380]   I think it's a really interesting world in which we live.
[00:28:59.380 --> 00:28:59.380]   I think it's a really interesting world in which we live.
[00:28:59.380 --> 00:29:29.400]   I think it's a really interesting world in which we live.
[00:29:29.400 --> 00:29:29.400]   I think it's a really interesting world in which we live.
[00:29:29.400 --> 00:29:29.400]   I think it's a really interesting world in which we live.
[00:29:29.400 --> 00:29:29.400]   I think it's a really interesting world in which we live.
[00:29:29.400 --> 00:29:29.400]   I think it's a really interesting world in which we live.
[00:29:29.400 --> 00:29:29.400]   I think it's a really interesting world in which we live.
[00:29:29.400 --> 00:29:29.400]   I think it's a really interesting world in which we live.
[00:29:29.400 --> 00:29:29.400]   I think it's a really interesting world in which we live.
[00:29:29.400 --> 00:29:29.400]   I think it's a really interesting world in which we live.
[00:29:29.400 --> 00:29:29.400]   I think it's a really interesting world in which we live.
[00:29:29.400 --> 00:29:29.400]   I think it's a really interesting world in which we live.
[00:29:29.420 --> 00:29:59.420]   I think it's a really interesting world in which we live.
[00:29:59.420 --> 00:29:59.420]   I think it's a really interesting world in which we live.
[00:29:59.420 --> 00:29:59.420]   I think it's a really interesting world in which we live.
[00:29:59.420 --> 00:29:59.420]   I think it's a really interesting world in which we live.
[00:29:59.420 --> 00:29:59.420]   I think it's a really interesting world in which we live.
[00:29:59.420 --> 00:29:59.420]   I think it's a really interesting world in which we live.
[00:29:59.420 --> 00:29:59.420]   I think it's a really interesting world in which we live.
[00:29:59.420 --> 00:29:59.420]   I think it's a really interesting world in which we live.
[00:29:59.420 --> 00:29:59.420]   I think it's a really interesting world in which we live.
[00:29:59.420 --> 00:29:59.420]   I think it's a really interesting world in which we live.
[00:29:59.420 --> 00:29:59.420]   I think it's a really interesting world in which we live.
[00:29:59.420 --> 00:29:59.420]   I think it's a really interesting world in which we live.
[00:29:59.420 --> 00:29:59.420]   I think it's a really interesting world in which we live.
[00:29:59.420 --> 00:29:59.420]   I think it's a really interesting world in which we live.
[00:29:59.420 --> 00:30:29.440]   I think it's a really interesting world in which we live.
[00:30:29.440 --> 00:30:29.440]   I think it's a really interesting world in which we live.
[00:30:29.440 --> 00:30:29.440]   I think it's a really interesting world in which we live.
[00:30:29.440 --> 00:30:29.440]   I think it's a really interesting world in which we live.
[00:30:29.440 --> 00:30:29.440]   I think it's a really interesting world in which we live.
[00:30:29.440 --> 00:30:29.440]   I think it's a really interesting world in which we live.
[00:30:29.440 --> 00:30:29.440]   I think it's a really interesting world in which we live.
[00:30:29.440 --> 00:30:29.440]   I think it's a really interesting world in which we live.
[00:30:29.440 --> 00:30:29.440]   I think it's a really interesting world in which we live.
[00:30:29.440 --> 00:30:29.440]   I think it's a really interesting world in which we live.
[00:30:29.460 --> 00:30:59.460]   I think it's a really interesting world in which we live.
[00:30:59.460 --> 00:30:59.460]   I think it's a really interesting world in which we live.
[00:30:59.460 --> 00:30:59.460]   I think it's a really interesting world in which we live.
[00:30:59.460 --> 00:30:59.460]   I think it's a really interesting world in which we live.
[00:30:59.460 --> 00:30:59.460]   I think it's a really interesting world in which we live.
[00:30:59.460 --> 00:30:59.460]   I think it's a really interesting world in which we live.
[00:30:59.460 --> 00:30:59.460]   I think it's a really interesting world in which we live.
[00:30:59.460 --> 00:30:59.460]   I think it's a really interesting world in which we live.
[00:30:59.460 --> 00:30:59.460]   I think it's a really interesting world in which we live.
[00:30:59.460 --> 00:30:59.460]   I think it's a really interesting world in which we live.
[00:30:59.460 --> 00:30:59.460]   I think it's a really interesting world in which we live.
[00:30:59.460 --> 00:30:59.460]   I think it's a really interesting world in which we live.
[00:30:59.460 --> 00:30:59.460]   I think it's a really interesting world in which we live.
[00:30:59.460 --> 00:30:59.460]   I think it's a really interesting world in which we live.
[00:30:59.500 --> 00:31:29.480]   I think it's a really interesting world in which we live.
[00:31:29.480 --> 00:31:29.480]   I think it's a really interesting world in which we live.
[00:31:29.480 --> 00:31:29.480]   I think it's a really interesting world in which we live.
[00:31:29.480 --> 00:31:29.480]   I think it's a really interesting world in which we live.
[00:31:29.480 --> 00:31:29.480]   I think it's a really interesting world in which we live.
[00:31:29.480 --> 00:31:29.480]   I think it's a really interesting world in which we live.
[00:31:29.480 --> 00:31:29.480]   I think it's a really interesting world in which we live.
[00:31:29.480 --> 00:31:29.480]   I think it's a really interesting world in which we live.
[00:31:29.480 --> 00:31:29.480]   I think it's a really interesting world in which we live.
[00:31:29.500 --> 00:31:59.500]   I think it's a really interesting world in which we live.
[00:31:59.500 --> 00:31:59.500]   I think it's a really interesting world in which we live.
[00:31:59.500 --> 00:31:59.500]   I think it's a really interesting world in which we live.
[00:31:59.500 --> 00:31:59.500]   I think it's a really interesting world in which we live.
[00:31:59.500 --> 00:31:59.500]   I think it's a really interesting world in which we live.
[00:31:59.500 --> 00:31:59.500]   I think it's a really interesting world in which we live.
[00:31:59.500 --> 00:31:59.500]   I think it's a really interesting world in which we live.
[00:31:59.500 --> 00:31:59.500]   I think it's a really interesting world in which we live.
[00:31:59.500 --> 00:31:59.500]   I think it's a really interesting world in which we live.
[00:31:59.500 --> 00:31:59.500]   I think it's a really interesting world in which we live.
[00:31:59.500 --> 00:31:59.500]   I think it's a really interesting world in which we live.
[00:31:59.500 --> 00:31:59.500]   I think it's a really interesting world in which we live.
[00:31:59.500 --> 00:31:59.500]   I think it's a really interesting world in which we live.
[00:31:59.500 --> 00:31:59.500]   I think it's a really interesting world in which we live.
[00:31:59.500 --> 00:32:29.520]   I think it's a really interesting world in which we live.
[00:32:29.520 --> 00:32:29.520]   I think it's a really interesting world in which we live.
[00:32:29.520 --> 00:32:29.520]   I think it's a really interesting world in which we live.
[00:32:29.520 --> 00:32:29.520]   I think it's a really interesting world in which we live.
[00:32:29.520 --> 00:32:29.520]   I think it's a really interesting world in which we live.
[00:32:29.520 --> 00:32:29.520]   I think it's a really interesting world in which we live.
[00:32:29.520 --> 00:32:29.520]   I think it's a really interesting world in which we live.
[00:32:29.520 --> 00:32:29.520]   I think it's a really interesting world in which we live.
[00:32:29.540 --> 00:32:59.540]   I think it's a really interesting world in which we live.
[00:32:59.540 --> 00:32:59.540]   I think it's a really interesting world in which we live.
[00:32:59.540 --> 00:32:59.540]   I think it's a really interesting world in which we live.
[00:32:59.540 --> 00:32:59.540]   I think it's a really interesting world in which we live.
[00:32:59.540 --> 00:32:59.540]   I think it's a really interesting world in which we live.
[00:32:59.540 --> 00:32:59.540]   I think it's a really interesting world in which we live.
[00:32:59.540 --> 00:32:59.540]   I think it's a really interesting world in which we live.
[00:32:59.540 --> 00:32:59.540]   I think it's a really interesting world in which we live.
[00:32:59.540 --> 00:32:59.540]   I think it's a really interesting world in which we live.
[00:32:59.540 --> 00:32:59.540]   I think it's a really interesting world in which we live.
[00:32:59.540 --> 00:32:59.540]   I think it's a really interesting world in which we live.
[00:32:59.540 --> 00:32:59.540]   I think it's a really interesting world in which we live.
[00:32:59.540 --> 00:32:59.540]   I think it's a really interesting world in which we live.
