
[00:00:00.000 --> 00:00:03.000]   Your tough Tacoma is here.
[00:25:23.000 --> 00:25:30.000]   Just the simple ability to choose whether you set up your office or your business in the city or out in the country is really powerful
[00:25:30.000 --> 00:25:35.000]   because there are very clear lifestyles that are associated with both of those choices.
[00:25:35.000 --> 00:25:43.000]   And so if you have a bias towards one or the other, you can fulfill that with entrepreneurship in many ways, which is really powerful.
[00:25:43.000 --> 00:25:52.000]   I find one of the even more powerful measures is just the ability to control which state you live in or province or whatever the inside,
[00:25:52.000 --> 00:25:59.000]   the national borders of your country of residence happen to be called, but also even to control what country you do business in.
[00:25:59.000 --> 00:26:07.000]   I find that the ability for an entrepreneur, especially today with so many businesses that can be adapted to be a global business,
[00:26:07.000 --> 00:26:15.000]   your ability to choose which government you're going to be responsible to is really, really powerful.
[00:26:15.000 --> 00:26:20.000]   In the next episode in the series, we're going to be talking about liberty from the state.
[00:26:20.000 --> 00:26:24.000]   How do you get free of excessive government control?
[00:26:24.000 --> 00:26:26.000]   I'm going to share with you some ideas on how to do that.
[00:26:26.000 --> 00:26:35.000]   But one of the things that is such a valuable tool is to have a business that can be moved from one jurisdiction to another,
[00:26:35.000 --> 00:26:39.000]   from one country to another without that business collapsing.
[00:26:39.000 --> 00:26:47.000]   Not all businesses are well suited to that, but many people can build businesses that have that benefit if you have that as a personal goal.
[00:26:47.000 --> 00:26:53.000]   And so I greatly appreciate the freedom of location and the freedom of jurisdiction.
[00:26:53.000 --> 00:26:58.000]   This brings so many powerful benefits even to your individual life.
[00:26:58.000 --> 00:27:03.000]   This type of freedom allows you to engage in geographic arbitrage on every level.
[00:27:03.000 --> 00:27:09.000]   If you have a business, a product or service that can be sold into a high-priced market,
[00:27:09.000 --> 00:27:14.000]   you have the ability to generate possibly high amounts of revenue.
[00:27:14.000 --> 00:27:21.000]   If you can simultaneously deliver the quality of that business using labor that is in a low-wage market,
[00:27:21.000 --> 00:27:24.000]   you have the ability to generate a very high profit margin.
[00:27:24.000 --> 00:27:34.000]   If you then can compound that with your own personal tax efficiency to structure your company in such a way that it incurs a very low level of tax liability,
[00:27:34.000 --> 00:27:36.000]   you have an even higher profit margin.
[00:27:36.000 --> 00:27:47.000]   And then if you take that tax efficiency to your own personal life and then possibly even transform it into engage where you can live in a low-cost living area
[00:27:47.000 --> 00:27:53.000]   or you can spend in a low-cost living area, then you have tremendous leverage in your personal wealth.
[00:27:53.000 --> 00:27:59.000]   People are often looking for ways to increase their efficiency in their investments as they should.
[00:27:59.000 --> 00:28:06.000]   But you can, for example, you can look at your mutual fund portfolio and you can generate a certain amount of efficiency by improving your mutual fund portfolio.
[00:28:06.000 --> 00:28:10.000]   Great. Or perhaps improving the financing terms on your real estate portfolio. Great.
[00:28:10.000 --> 00:28:16.000]   But in a business, you have the ability to generate huge amounts of efficiency on a global basis.
[00:28:16.000 --> 00:28:20.000]   And how you do it would vary depending on the business that you choose.
[00:28:20.000 --> 00:28:23.000]   But that's a tremendous opportunity.
[00:28:23.000 --> 00:28:31.000]   That freedom of location and freedom to choose the jurisdiction that you are involved with brings you so many opportunities.
[00:28:31.000 --> 00:28:33.000]   So that's one thing I really appreciate.
[00:28:33.000 --> 00:28:39.000]   Next, somewhat related but I think distinct enough for me to highlight, is the freedom of association.
[00:28:39.000 --> 00:28:45.000]   One of the things that I really deeply value about entrepreneurship is simply the freedom of association.
[00:28:45.000 --> 00:28:52.000]   The ability that I have to work with people that I want to work with and to discriminate as however I see fit.
[00:28:52.000 --> 00:29:00.000]   And when you actually gain the freedom of association and recognize that you have it, it's one of the most powerful concepts in life.
[00:29:00.000 --> 00:29:06.000]   Many people have never fully grasped their freedom of association.
[00:29:06.000 --> 00:29:09.000]   You don't get to choose the family that you're born into.
[00:29:09.000 --> 00:29:12.000]   And as a minor, you don't get to choose whether you're part of that family or not.
[00:29:12.000 --> 00:29:18.000]   Legally, barring exceptional levels of abuse, you are going to be a part of the family that you were born into.
[00:29:18.000 --> 00:29:20.000]   You didn't choose that.
[00:29:20.000 --> 00:29:25.000]   And then, however, most people then get indoctrinated into systems where there's lack of freedom of association.
[00:29:25.000 --> 00:29:28.000]   You don't generally get to choose the school that you're sent to.
[00:29:28.000 --> 00:29:30.000]   You don't get to choose the schoolmates that you have.
[00:29:30.000 --> 00:29:33.000]   You don't get to choose how those schoolmates treat you.
[00:29:33.000 --> 00:29:38.000]   And then, if they treat you poorly, you often don't get to choose how to disentangle yourself.
[00:29:38.000 --> 00:29:44.000]   Many people have had the unpleasant experience of going home and saying, "Mom, Dad, so-and-so is bullying me."
[00:29:44.000 --> 00:29:47.000]   And yet, you're not allowed to drop out.
[00:29:47.000 --> 00:29:51.000]   Unless your parents are wise enough to pull you out and homeschool you, you're pretty much stuck.
[00:29:51.000 --> 00:29:59.000]   Which has the unfortunate side effect of creating these lifelong problems in many people based upon the way that they're treated by other people.
[00:29:59.000 --> 00:30:00.000]   And this continues.
[00:30:00.000 --> 00:30:06.000]   You start to, as you get out of high school, you start to gain a little bit of freedom of association.
[00:30:06.000 --> 00:30:08.000]   You get to choose what college you go to.
[00:30:08.000 --> 00:30:16.000]   And people, usually during their college years, they start to appreciate that they have the ability to choose who they're friends with.
[00:30:16.000 --> 00:30:18.000]   But still, you're stuck in classes with people that you don't get to choose.
[00:30:18.000 --> 00:30:20.000]   You do have more freedom there.
[00:30:20.000 --> 00:30:22.000]   And then, you go into the work environment.
[00:30:22.000 --> 00:30:29.000]   And if you go into the work environment into the traditional job market, you don't get to choose who your coworkers are to any significant degree.
[00:30:29.000 --> 00:30:32.000]   But as an entrepreneur, you get to choose all of your coworkers.
[00:30:32.000 --> 00:30:34.000]   You get to choose everybody that you work with.
[00:30:34.000 --> 00:30:38.000]   You get to choose the people that you sell to, that you work with, the customers that you have.
[00:30:38.000 --> 00:30:41.000]   You can fire a customer anytime you want.
[00:30:41.000 --> 00:30:43.000]   You can hire or fire as you please.
[00:30:43.000 --> 00:30:54.000]   And that ability to choose the people that are in your life and to surround yourself with people who are a positive influence on you is one of the most powerful things that really leads to tremendous happiness.
[00:30:54.000 --> 00:30:56.000]   Imagine this.
[00:30:56.000 --> 00:31:00.000]   Back to the stories that I hear people tell as to why they're pursuing financial independence.
[00:31:00.000 --> 00:31:03.000]   Many times, people just don't like their coworkers.
[00:31:03.000 --> 00:31:10.000]   But if I say to you, "You can handpick the 5 or 10 or 50 people or however many you want.
[00:31:10.000 --> 00:31:15.000]   You can handpick the 5 or 10 or 50 people that you most enjoy spending time with.
[00:31:15.000 --> 00:31:19.000]   And you can go to an office and work with those people every day."
[00:31:19.000 --> 00:31:21.000]   That's kind of a dream come true for a lot of people.
[00:31:21.000 --> 00:31:28.000]   You say, "I get to go to work and hang out with my friends, these people that inspire me, that are fun to be with, that really enjoy the work they do."
[00:31:28.000 --> 00:31:33.000]   You can handpick and make sure that there's nobody working in your company that doesn't want to be there, that doesn't like the work that they have.
[00:31:33.000 --> 00:31:38.000]   You can choose them and make sure they're a perfect match between their personality and the job.
[00:31:38.000 --> 00:31:42.000]   You have that clean canvas that you can paint on as an entrepreneur.
[00:31:42.000 --> 00:31:48.000]   But in almost no other lifestyle do you have that freedom of association.
[00:31:48.000 --> 00:31:52.000]   And that freedom of association is really, really powerful.
[00:31:52.000 --> 00:31:56.000]   It's something I really, really, really treasure.
[00:31:56.000 --> 00:31:58.000]   And then back to the previous one.
[00:31:58.000 --> 00:32:00.000]   I use the word "discrimination" advisedly.
[00:32:00.000 --> 00:32:03.000]   I say, "You have the right to discriminate as you see fit."
[00:32:03.000 --> 00:32:12.000]   Now, unfortunately, that word "discrimination" has become a loaded term, where generally people associate that word with some behavior that they consider to be unhealthy.
[00:32:12.000 --> 00:32:17.000]   You're discriminating against somebody based upon this thing that you don't like.
[00:32:17.000 --> 00:32:23.000]   And the laws in many places are ramping up to where you're not supposed to discriminate upon this or upon that.
[00:32:23.000 --> 00:32:25.000]   Well, everybody discriminates on something.
[00:32:25.000 --> 00:32:28.000]   The key is you should be able to choose what that is.
[00:32:28.000 --> 00:32:33.000]   And it's your right to do what you want with your money and with your business.
[00:32:33.000 --> 00:32:34.000]   Now, you may have to choose a jurisdiction.
[00:32:34.000 --> 00:32:39.000]   I can't imagine in general why many people discriminate on the things that are illegal.
[00:32:39.000 --> 00:32:45.000]   But even if you wanted to, it's your right to choose a jurisdiction in which you can discriminate as you want to.
[00:32:45.000 --> 00:32:48.000]   And so that freedom of association is tremendously powerful.
[00:32:48.000 --> 00:32:52.000]   Just the ability to surround yourself with coworkers that you really want to be with.
[00:32:52.000 --> 00:33:02.000]   In addition, though, a corollary of this one that I really appreciate in terms of freedom of association is the freedom from discrimination.
[00:33:02.000 --> 00:33:07.000]   One of the things that you'll face throughout your lifetime is you'll face, at different points in your life, discrimination.
[00:33:07.000 --> 00:33:11.000]   Now, it may be based upon something you can control.
[00:33:11.000 --> 00:33:13.000]   It may be based upon something you can't control.
[00:33:13.000 --> 00:33:16.000]   People will discriminate against you based upon how you look.
[00:33:16.000 --> 00:33:21.000]   You may be able to change your wardrobe, but it's more difficult to change the length of your chin.
[00:33:21.000 --> 00:33:33.000]   People will discriminate based upon your sex, based upon your skin color, based upon your personal beliefs, your religious beliefs, your political ideology, your level of intelligence.
[00:33:33.000 --> 00:33:41.000]   People will discriminate against you based upon your age, based upon many other factors that they decide to discriminate against.
[00:33:41.000 --> 00:33:53.000]   And so one of the things that's so beneficial about being an entrepreneur is while you have the freedom to associate with those that you want to, you also have the freedom from discrimination of other people.
[00:33:53.000 --> 00:34:04.000]   One of the most concerning ones that really impacts people through the seasons of life is the ageism that you experience, both in the young age, but also at older ages.
[00:34:04.000 --> 00:34:09.000]   It becomes very difficult as people face their 50s and their 60s and their 70s.
[00:34:09.000 --> 00:34:13.000]   It becomes very difficult to do well in the traditional corporate environment.
[00:34:13.000 --> 00:34:20.000]   Often, you're looked upon, if you don't keep your skills current, often you're looked upon as somebody whose skills are declining.
[00:34:20.000 --> 00:34:26.000]   You're looked upon, usually, as being very expensive because perhaps you've been with a company for a while and your wages are high.
[00:34:26.000 --> 00:34:30.000]   And it's hard to keep a job and it's hard to stay as motivated about doing that job.
[00:34:30.000 --> 00:34:42.000]   When I consult with people who are in their 60s, they often tell me, "You know, I'm as good as I once was, but I have to work really hard to maintain my edge over my younger competition, and I don't really want to do that anymore."
[00:34:42.000 --> 00:34:52.000]   Well, as an entrepreneur, one of the things that you have that really benefits this ageism that you face is you have the ability to transform your experience into wisdom.
[00:34:52.000 --> 00:34:55.000]   And now that wisdom can be applied in smaller doses.
[00:34:55.000 --> 00:34:58.000]   You don't need to work, work, work harder, harder, harder to exercise wisdom.
[00:34:58.000 --> 00:35:02.000]   You need more judgment and more perspective, and those things come naturally with age.
[00:35:02.000 --> 00:35:05.000]   But in addition to that, you don't have to compete with anybody else.
[00:35:05.000 --> 00:35:07.000]   No one has to know how profitable your business is.
[00:35:07.000 --> 00:35:14.000]   If you're the one who does the hiring and the firing, you're just simply responsible to appeal to your customers with what your customers want.
[00:35:14.000 --> 00:35:21.000]   And generally, customers don't really care the age of the entrepreneur as long as the service or product is delivered appropriately.
[00:35:21.000 --> 00:35:24.000]   And so, it's tremendously beneficial.
[00:35:24.000 --> 00:35:29.000]   In addition, you have the ability to express your ideas and your opinions as you like.
[00:35:29.000 --> 00:35:37.000]   And one of the things that many people live in fear of is expressing their opinions, especially in the modern cancel culture of 2020.
[00:35:37.000 --> 00:35:43.000]   Many workers understand that if I say openly what I think and what I believe, I won't have a job tomorrow.
[00:35:43.000 --> 00:35:49.000]   And that's a very worrying thing because even if though you say, "Oh, it's no big deal," you know that that's always there.
[00:35:49.000 --> 00:35:53.000]   You know that if your past history of all your opinions was laid bare, then all of a sudden, you'd be canceled.
[00:35:53.000 --> 00:35:54.000]   And that's very frustrating.
[00:35:54.000 --> 00:35:57.000]   Well, as an entrepreneur, largely, you can avoid that.
[00:35:57.000 --> 00:36:01.000]   Not entirely, but largely, you can avoid that.
[00:36:01.000 --> 00:36:08.000]   And so, that freedom of association is one of those things that makes life extremely, extremely impactful.
[00:36:08.000 --> 00:36:22.000]   The next thing that I value tremendously about entrepreneurship, the fifth thing, is the freedom to focus on your personal skills and abilities, your personal genius, your personal unique ability.
[00:36:22.000 --> 00:36:33.000]   Many times, when you're fitting into another company's job, the job description was written based upon the needs of that company, not based upon your personal areas of skill.
[00:36:33.000 --> 00:36:35.000]   And is that wrong?
[00:36:35.000 --> 00:36:36.000]   No.
[00:36:36.000 --> 00:36:37.000]   Can you find better jobs?
[00:36:37.000 --> 00:36:38.000]   Of course.
[00:36:38.000 --> 00:36:48.000]   But often, as an entrepreneur, you can focus in exclusively on the handful of activities that you are really, really good at.
[00:36:48.000 --> 00:36:50.000]   There is often a learning curve on this.
[00:36:50.000 --> 00:36:51.000]   It does often take time.
[00:36:51.000 --> 00:36:52.000]   It takes investment.
[00:36:52.000 --> 00:36:58.000]   But you can largely outsource and hire somebody to do all the things that you are not good at and that you don't enjoy doing.
[00:36:58.000 --> 00:37:05.000]   And you can focus exclusively on doing the things that you are good at and that you do enjoy doing.
[00:37:05.000 --> 00:37:09.000]   And when you're working in those areas, work is not a problem.
[00:37:09.000 --> 00:37:10.000]   It's a real skill.
[00:37:10.000 --> 00:37:12.000]   It's a joy.
[00:37:12.000 --> 00:37:17.000]   Right now, what I'm doing in this context at the moment is something that I love to do.
[00:37:17.000 --> 00:37:18.000]   I love to do it.
[00:37:18.000 --> 00:37:22.000]   Because it's something where I feel I'm uniquely skilled at and I want to get better at.
[00:37:22.000 --> 00:37:28.000]   It's a unique ability for me to share something, an idea that I think is so powerful.
[00:37:28.000 --> 00:37:29.000]   And I see the impact of this idea.
[00:37:29.000 --> 00:37:31.000]   I see the ability for it to transform lives.
[00:37:31.000 --> 00:37:32.000]   And I think this is fun.
[00:37:32.000 --> 00:37:37.000]   And I enjoy the process of thinking, "How do I articulate this more effectively?"
[00:37:37.000 --> 00:37:41.000]   It doesn't feel like work in the sense that I have to do this.
[00:37:41.000 --> 00:37:44.000]   It feels like something that I love to do.
[00:37:44.000 --> 00:37:54.000]   Well, the nice thing is that I, as an entrepreneur, I can take this skill and I can major on that basic skill and build a business around it.
[00:37:54.000 --> 00:37:56.000]   Now, there's a process of growth.
[00:37:56.000 --> 00:38:01.000]   Very hard in the early years to just figure out how to not do anything else.
[00:38:01.000 --> 00:38:06.000]   But if you continue to focus on it as an entrepreneur and you continue to hire people who are very good at the things that you're not good at
[00:38:06.000 --> 00:38:15.000]   and surround yourself with a quality team that supports you, you can spend all of your time working in your area of personal unique ability.
[00:38:15.000 --> 00:38:17.000]   And that is powerful.
[00:38:17.000 --> 00:38:19.000]   It's a tremendous freedom.
[00:38:19.000 --> 00:38:23.000]   Because when you focus on the thing that you do better at than anyone else, you get better and better at it.
[00:38:23.000 --> 00:38:27.000]   And that sets you apart more and more in the world.
[00:38:27.000 --> 00:38:34.000]   So the freedom to focus on your personal genius, your personal unique ability, is so tremendous.
[00:38:34.000 --> 00:38:37.000]   And it completely transforms your work life.
[00:38:37.000 --> 00:38:40.000]   Now, thus far, I've not talked about money.
[00:38:40.000 --> 00:38:45.000]   But I want to paint a picture for you with these first five points that I have made.
[00:38:45.000 --> 00:38:53.000]   If you have total freedom over your day, the ability to work when you want, during the hours that you want to work,
[00:38:53.000 --> 00:38:57.000]   the days of the week that you want to work, the weeks and months of the year that you want to work,
[00:38:57.000 --> 00:39:07.000]   when you have the ability to adjust those days, weeks, hours and months based upon what's actually happening in your life with your children, with your aging parents, etc.
[00:39:07.000 --> 00:39:11.000]   When you have the ability to choose anywhere in the world that you want to work.
[00:39:11.000 --> 00:39:13.000]   If you want to have an office in Maui, you have an office in Maui.
[00:39:13.000 --> 00:39:16.000]   If you want to have an office in Hong Kong, you have an office in Hong Kong.
[00:39:16.000 --> 00:39:26.000]   When you have the ability to leave the places that strangle you and that stifle you and that overwhelm you with all kinds of unjust and crazy laws that restrict you
[00:39:26.000 --> 00:39:28.000]   and go to places that you really want to be.
[00:39:28.000 --> 00:39:33.000]   When you have the freedom to fill your office or lack of office, non-office, whatever you call it,
[00:39:33.000 --> 00:39:38.000]   when you have the freedom to fill your office with people that you genuinely want to be around,
[00:39:38.000 --> 00:39:44.000]   people that you genuinely enjoy, people that have viewpoints and skills that complement yours,
[00:39:44.000 --> 00:39:50.000]   where you're all better for being together and you can choose the work that you're doing with those people.
[00:39:50.000 --> 00:39:55.000]   And when you have the freedom to spend your time working in your specific area of real genius,
[00:39:55.000 --> 00:40:00.000]   that thing that doesn't even really feel that difficult for you, but that you really love to do.
[00:40:00.000 --> 00:40:06.000]   Does that not sound like the recipe for a high quality life?
[00:40:06.000 --> 00:40:13.000]   Does that not sound like the kind of thing that you would probably want to do if you were a multimillionaire?
[00:40:13.000 --> 00:40:14.000]   To me, it does.
[00:40:14.000 --> 00:40:16.000]   To me, that's a dream life.
[00:40:16.000 --> 00:40:20.000]   But notice that I've said nothing thus far about money.
[00:40:20.000 --> 00:40:26.000]   And the reason I've said nothing thus far about money is as long as you're making enough money to support yourself,
[00:40:26.000 --> 00:40:29.000]   the money probably doesn't matter.
[00:40:29.000 --> 00:40:34.000]   Because that's the job or the lifestyle or the business that you probably don't want to retire from.
[00:40:34.000 --> 00:40:40.000]   And so you need enough money to support yourself at an adequate level, but you don't need to make millions.
[00:40:40.000 --> 00:40:48.000]   And I say that because so many people often think that I either have to have this job or I have to go and make millions.
[00:40:48.000 --> 00:40:54.000]   There are many businesses that will pay you a living and do so in a really fascinating way.
[00:40:54.000 --> 00:40:56.000]   And that can be enough.
[00:40:56.000 --> 00:40:58.000]   It can be enough.
[00:40:58.000 --> 00:41:01.000]   But it doesn't have to be all.
[00:41:01.000 --> 00:41:09.000]   The sixth thing that I deeply value about entrepreneurship is the opportunity for massive profits.
[00:41:09.000 --> 00:41:18.000]   The first thing I would argue is there is no bigger numeric opportunity for massive profits than to be an entrepreneur.
[00:41:18.000 --> 00:41:20.000]   There was a headline from last week.
[00:41:20.000 --> 00:41:26.000]   Jeff Bezos is $12.8 billion richer after Amazon delivers strong holiday sales.
[00:41:26.000 --> 00:41:33.000]   Basically, the stock price went up by 12% in one day because of an excellent earnings report.
[00:41:33.000 --> 00:41:38.000]   And that added almost $13 billion to Jeff Bezos' personal fortune.
[00:41:38.000 --> 00:41:45.000]   The numbers of that are obviously stunning, but there's nowhere else in the world that you have the opportunity to make such massive increases.
[00:41:45.000 --> 00:41:48.000]   Now, clearly, that's an anomaly.
[00:41:48.000 --> 00:41:54.000]   But it's not an anomaly in principle, only in the actual size.
[00:41:54.000 --> 00:42:01.000]   Most business owners have the ability to increase their profits massively with a few key decisions.
[00:42:01.000 --> 00:42:14.000]   And when you have that ability, you recognize how you can do it in fairly quick order, and you recognize how there's almost nothing that surpasses it.
[00:42:14.000 --> 00:42:19.000]   Here I want to tell you a story about my experience as a financial planner.
[00:42:19.000 --> 00:42:23.000]   I've gone through two phases in my life as a financial planner.
[00:42:23.000 --> 00:42:37.000]   In the first phase of my life as a financial planner, I was a mainstream financial advisor, largely selling financial products, insurance policies, and investment products in different formats.
[00:42:37.000 --> 00:42:43.000]   At the time, I wanted to work with entrepreneurs because I've always enjoyed the subject of entrepreneurship.
[00:42:43.000 --> 00:42:46.000]   And I pursued entrepreneurs because entrepreneurs can make a lot of money.
[00:42:46.000 --> 00:42:57.000]   But what I found in the world of working as a product representative, a product salesman, that there were only limited amounts of business that I could do with an entrepreneur.
[00:42:57.000 --> 00:43:00.000]   Usually, there'd be some basic insurance policies.
[00:43:00.000 --> 00:43:02.000]   The entrepreneur would buy some insurance.
[00:43:02.000 --> 00:43:09.000]   And the nice thing about it was a good market to be in because entrepreneurs had more complex agreements and more complex needs.
[00:43:09.000 --> 00:43:15.000]   And so, yes, you could do some life insurance for a husband and for a wife and some life insurance for children.
[00:43:15.000 --> 00:43:18.000]   Yes, you could possibly do some disability income insurance.
[00:43:18.000 --> 00:43:21.000]   Yes, you could come in and do some investment products.
[00:43:21.000 --> 00:43:23.000]   But entrepreneurs did have interesting things.
[00:43:23.000 --> 00:43:26.000]   You might have a buy-sell agreement that you'd fund with life insurance, disability insurance.
[00:43:26.000 --> 00:43:28.000]   You might set up a retirement program.
[00:43:28.000 --> 00:43:30.000]   There were a lot more things that I could work with with an entrepreneur.
[00:43:30.000 --> 00:43:36.000]   But I was always facing this problem where they would look at the value of my financial products.
[00:43:36.000 --> 00:43:40.000]   And they would say, "Yeah, but I got a lot more profit potential over here in my business."
[00:43:40.000 --> 00:43:49.000]   And so I might say, "Listen, Mr. Entrepreneur, give me a million dollars and we'll manage it and we'll charge you, you know, X number of--X percent of the portfolio and we'll deliver 8 percent rate of return."
[00:43:49.000 --> 00:43:54.000]   And they'd say, "Yeah, but I can make over here 48 percent rate of return or 148 percent rate of return."
[00:43:54.000 --> 00:43:56.000]   They just often weren't that excited about it.
[00:43:56.000 --> 00:43:59.000]   Now, I believe that entrepreneurs shouldn't have everything in their business.
[00:43:59.000 --> 00:44:00.000]   That's a tremendous risk.
[00:44:00.000 --> 00:44:05.000]   I think there's still real value in investing in something like a mutual fund or other investments.
[00:44:05.000 --> 00:44:11.000]   But their interest was always dwarfed by their ability to make more money in their business.
[00:44:11.000 --> 00:44:21.000]   That was phase number one where I liked working with entrepreneurs because there were a lot of individual pieces of business that they might need and I could place more business with them than a lot of people.
[00:44:21.000 --> 00:44:26.000]   But there wasn't a lot that I could do on the investment side of things.
[00:44:26.000 --> 00:44:27.000]   Well, fast forward.
[00:44:27.000 --> 00:44:34.000]   The last few years, I've done a little bit of private coaching where I have a handful of ongoing private coaching clients that I work with on a weekly basis.
[00:44:34.000 --> 00:44:40.000]   I don't really advertise it because I figure if somebody has to ask me how much it is, they're probably not a good fit.
[00:44:40.000 --> 00:44:42.000]   It's a very high-priced service, et cetera.
[00:44:42.000 --> 00:44:44.000]   But I do it on an ongoing basis.
[00:44:44.000 --> 00:44:50.000]   And one of the things I quickly learned is that, in essence, I should only do it with entrepreneurs.
[00:44:50.000 --> 00:45:00.000]   The reason was if working with an individual, in a couple of hours of work, you can usually square away just about everything that needs to be squared away with somebody who has a job.
[00:45:00.000 --> 00:45:03.000]   And then your options are fairly limited.
[00:45:03.000 --> 00:45:05.000]   What you need is simply time for the plan to work.
[00:45:05.000 --> 00:45:09.000]   A few hours of consulting, though, for somebody with a job, about all you could do.
[00:45:09.000 --> 00:45:12.000]   But with an entrepreneur, the options were endless.
[00:45:12.000 --> 00:45:23.000]   And so entrepreneurs went from being difficult for me as a mainstream financial advisor who was selling products to being the world's greatest clients for me as a financial advisor who sells no products.
[00:45:23.000 --> 00:45:28.000]   Because now we have an infinite canvas upon which to work.
[00:45:28.000 --> 00:45:32.000]   And there's always something that can do when you start looking at the levers of business.
[00:45:32.000 --> 00:45:37.000]   And since I don't care about selling products anymore, it's just a world wide open.
[00:45:37.000 --> 00:45:47.000]   And I have the ability, in order to justify my fees, I have the ability to make huge transformations in an entrepreneur's life, to add hundreds of thousands or millions of dollars of revenue to their business.
[00:45:47.000 --> 00:45:50.000]   In which case, my fees seem paltry by comparison.
[00:45:50.000 --> 00:45:58.000]   So you go and work with an individual who has a job and only modest opportunities to increase their income, and the fees seem significant.
[00:45:58.000 --> 00:46:06.000]   Whereas you have the opportunity to make hundreds of thousands or millions of dollars of change in a person's life, and the fees seem totally paltry.
[00:46:06.000 --> 00:46:12.000]   And that, to me, is one of the great things, the great lessons that I've really just seen in my own life.
[00:46:12.000 --> 00:46:24.000]   That if you want to have the opportunity for massive profits, and you want to have the opportunity for quick wealth, entrepreneurship is really your only solution.
[00:46:24.000 --> 00:46:30.000]   That's where you make the most money, potentially, the fastest, potentially.
[00:46:30.000 --> 00:46:33.000]   And to me, that's tremendously valuable.
[00:46:33.000 --> 00:46:37.000]   So I appreciate the opportunity for massive profits as an entrepreneur.
[00:46:37.000 --> 00:46:42.000]   Because when you have the opportunity to make massive profits, it's exciting.
[00:46:42.000 --> 00:46:47.000]   Yeah, make an extra 5% on your income, it's not going to change your life all that much.
[00:46:47.000 --> 00:46:51.000]   But 5x or 10x your income, that's life changing.
[00:46:51.000 --> 00:46:57.000]   It's exciting, and that keeps you in the game, it keeps you engaged in the thrill of it.
[00:46:57.000 --> 00:47:01.000]   Keeps life fun, keeps business fun.
[00:47:01.000 --> 00:47:11.000]   Next, I appreciate that as an entrepreneur, impact and money are not in conflict.
[00:47:11.000 --> 00:47:15.000]   Impact and money are not in conflict.
[00:47:15.000 --> 00:47:24.000]   If you look at your life and you say that my money, my ability to earn money, is going to have a damaging impact on the world.
[00:47:24.000 --> 00:47:26.000]   It's going to do harm and destruction in the world.
[00:47:26.000 --> 00:47:28.000]   Stop.
[00:47:28.000 --> 00:47:30.000]   Whatever you're doing, stop.
[00:47:30.000 --> 00:47:41.000]   Because no amount of money is worth your doing damage to other people's lives, to other people's fortune, to the world.
[00:47:41.000 --> 00:47:47.000]   Stop doing that and go and engage in something that's going to be a positive contributor to the world.
[00:47:47.000 --> 00:47:50.000]   That's going to make a positive impact in the world.
[00:47:50.000 --> 00:47:53.000]   Now this doesn't have to be so high-minded.
[00:47:53.000 --> 00:47:59.000]   You don't have to be the guy who's developing a machine to rid the world's oceans of plastics.
[00:47:59.000 --> 00:48:02.000]   Although that's a fine entrepreneurial idea if you want to pursue it.
[00:48:02.000 --> 00:48:08.000]   There is certainly a need for people to develop machines to rid the world of plastics.
[00:48:08.000 --> 00:48:10.000]   But you don't have to do that.
[00:48:10.000 --> 00:48:12.000]   You can just simply do work well and work that matters.
[00:48:12.000 --> 00:48:14.000]   Let's say that you sell real estate.
[00:48:14.000 --> 00:48:18.000]   You can go and you can sell real estate and do it in a way that your clients are thrilled.
[00:48:18.000 --> 00:48:23.000]   And as an entrepreneur you have that ability, back to that ability to discriminate and freedom of association.
[00:48:23.000 --> 00:48:26.000]   You can work with the people that you get excited about working with that really value your work.
[00:48:26.000 --> 00:48:28.000]   You can choose who your clients are.
[00:48:28.000 --> 00:48:32.000]   You can choose the area of business that you work in so that you can make sure that you're excited about it.
[00:48:32.000 --> 00:48:37.000]   And because you're excited about it and you can deliver good work, you know that they're going to be excited about it.
[00:48:37.000 --> 00:48:46.000]   But as an entrepreneur you have the ability to create a business where the more positive impact you have, the more money you make.
[00:48:46.000 --> 00:48:50.000]   And the more money you make, the more positive impact you have.
[00:48:50.000 --> 00:48:53.000]   And the more positive impact you have, the more money you make.
[00:48:53.000 --> 00:48:56.000]   The more money you make, the more positive impact you have.
[00:48:56.000 --> 00:48:59.000]   And it's just a virtuous cycle that goes on and on and on.
[00:48:59.000 --> 00:49:03.000]   And so now you don't have this sense of, "Wow, my work is just damaging to people."
[00:49:03.000 --> 00:49:09.000]   Rather, you can just simply pursue it with gusto, knowing that your ideas are perfectly aligned.
[00:49:09.000 --> 00:49:11.000]   That's powerful.
[00:49:11.000 --> 00:49:12.000]   You don't have to.
[00:49:12.000 --> 00:49:15.000]   That doesn't only have to be done in entrepreneurship.
[00:49:15.000 --> 00:49:16.000]   It can be done in a job.
[00:49:16.000 --> 00:49:19.000]   But entrepreneurship provides you an opportunity to do that.
[00:49:19.000 --> 00:49:28.000]   And the reason why this is so core is that as an entrepreneur you have to go out and deliver something that people want.
[00:49:28.000 --> 00:49:31.000]   And you have to do it in a non-coercive way.
[00:49:31.000 --> 00:49:40.000]   So an entrepreneur, an entrepreneurship is actually the most noble and the highest calling in the work environment.
[00:49:40.000 --> 00:49:48.000]   Because you have to create something that people want in a voluntary transaction where they're willing to bring you their money and say,
[00:49:48.000 --> 00:49:51.000]   "Please, take my money because I want your product.
[00:49:51.000 --> 00:49:54.000]   Please, take my money because I want your service."
