
[00:00:00.000 --> 00:00:07.000]   Hi, everybody.
[00:40:06.000 --> 00:40:32.000]   A couple more slides here, but maybe I'll just try and jigger things again and move to my interactive whiteboard. What we wanted to do, right, so we had our overall, we had our overall J theta that we were wanting to minimize our average neg log likelihood.
[00:40:32.000 --> 00:40:44.000]   So, that was the minus one on T of the sum of T equals one to big T, which was our text length. And then we were going through the words in each context.
[00:40:44.000 --> 00:41:09.000]   So, we were doing J between M words on each side, except itself. And then what we wanted to do was in the side there, we were then working out the log probability of the context word at that position, given the word that's in the center position T.
[00:41:09.000 --> 00:41:38.000]   And so, then we converted that into our word vectors by saying that the probability of O given C is going to be expressed as the softmax of the dot product.
[00:41:38.000 --> 00:41:45.000]   Okay.
[00:41:45.000 --> 00:42:12.000]   So, now what we want to do is work out the gradient, the direction of downhill for this last gen. And so, the way we're doing that is we're working out the partial derivative of this expression with respect to every parameter in the model.
[00:42:12.000 --> 00:42:26.000]   And all the parameters in the model are the components, the dimensions of the word vectors of every word. And so, we have the center word vectors and the outside word vectors.
[00:42:26.000 --> 00:42:33.000]   So, here, I'm just going to do the center word vectors.
[00:42:33.000 --> 00:42:41.000]   But on a future homework, assignment two, the outside word vectors will show up and they're kind of similar.
[00:42:41.000 --> 00:43:00.000]   So, what we're doing is we're working out the partial derivative with respect to our center word vector, which is, you know, maybe a 300 dimensional word vector of this probability of O given C.
[00:43:00.000 --> 00:43:14.000]   And since we're using log probabilities of the log of this probability of O given C of this exp of U of OT VC over my writing will get worse and worse, sorry.
[00:43:14.000 --> 00:43:25.000]   I've already made a mistake, haven't I? Sum, sum W equals one to the vocabulary of the exp of UWT VC.
[00:43:25.000 --> 00:43:27.000]   Okay.
[00:43:27.000 --> 00:43:41.000]   Well, at this point, things start off pretty easy. So, what we have here is something that's log of A over B, so that's easy. We can turn this into log A minus log B.
[00:43:41.000 --> 00:43:46.000]   But before I go further, I'll just make a comment at this point.
[00:43:46.000 --> 00:44:02.000]   You know, so at this point, my audience divides on in two, right? There are some people in the audience for which maybe a lot of people in the audience, this is really elementary math.
[00:44:02.000 --> 00:44:07.000]   I've seen this a million times before and he isn't even explaining it very well.
[00:44:07.000 --> 00:44:26.000]   So if you're in that group, well, feel free to look at your email or the newspaper or whatever else is best suited to you. But I think there are also other people in the class who, oh, the last time I saw calculus was when I was in high school, for which that's not the case.
[00:44:26.000 --> 00:44:46.000]   So I wanted to spend a few minutes going through this a bit concretely so that to try and get over the idea that, you know, even though most of deep learning and even word vector learning seems like magic, that it's not really magic.
[00:44:46.000 --> 00:44:54.000]   It's really just doing math. And one of the things we hope is that you do actually understand this math that's being done.
[00:44:54.000 --> 00:45:04.000]   So that you can keep along and do a bit more of it. Okay, so then what we have is this way of writing the log.
[00:45:04.000 --> 00:45:24.000]   We can say that that expression above equals the partial derivatives with VC of the log of the numerator log x u o t v c minus
[00:45:24.000 --> 00:45:29.000]   the partial derivative
[00:45:29.000 --> 00:45:46.000]   of the log of the denominator. So that's then the sum of w equals one to v of the x of u w t v c.
[00:45:46.000 --> 00:45:51.000]   Okay, so at that point, I have
[00:45:51.000 --> 00:45:57.000]   my numerator here, and my former denominator there.
[00:45:57.000 --> 00:46:11.000]   So at that point, there is that the first part is the numerator part. So the numerator part is really, really easy. So, we have here
[00:46:11.000 --> 00:46:21.000]   log and x but just inverses of each other. So they just go away. So that becomes the derivative
[00:46:21.000 --> 00:46:23.000]   with respect to
[00:46:23.000 --> 00:46:26.000]   VC
[00:46:26.000 --> 00:46:27.000]   of
[00:46:27.000 --> 00:46:35.000]   just what's left behind, which is u0 dot producted with VC. Okay.
[00:46:35.000 --> 00:46:52.000]   And so the thing to be aware of is, you know, we're still doing this multivariate calculus. So what we have here is calculus with respect to a vector, like hopefully you saw some of in math 51 or some other place, not high school
[00:46:52.000 --> 00:47:07.000]   single variable calculus. On the other hand, you know, to the extent you half remember some of this stuff, most of the time you can just do perfectly well by thinking about what happens
[00:47:07.000 --> 00:47:30.000]   with one dimension at a time, and it generalizes the multivariable calculus. So if about all that you remember of calculus is that d dx of ax equals a, really, it's the same thing that we're going to be using here, that here we have
[00:47:30.000 --> 00:47:34.000]   the
[00:47:34.000 --> 00:47:59.000]   inside word dot producted with the VC. Well, at the end of the day, that's going to have terms of sort of u0 component one times the center word component one plus u0 component two plus
[00:47:59.000 --> 00:48:20.000]   u0 component two. And so we're sort of using this bit over here. And so what we're going to be getting out is the u0 and u01 and the u02. So this will be all that is left with respect to VC1 when we take its derivative with respect to VC1, and this term will be
[00:48:20.000 --> 00:48:41.000]   everything left when we take the derivative with respect to the variable VC2. So the end result of taking the vector derivative of u0 dot producted with VC is simply going to be u0.
[00:48:41.000 --> 00:49:10.000]   Okay, great. So that's progress. So then at that point, we go on and we say, oh damn, we still have the denominator, and that's slightly more complex, but not so bad. So then we want to take the partial derivatives with respect to VC of the log of the denominator.
[00:49:10.000 --> 00:49:19.000]   Okay.
[00:49:19.000 --> 00:49:35.000]   And so then at this point, the one tool that we need to know and remember is how to use the chain rule. So the chain rule is when you're wanting to work out
[00:49:35.000 --> 00:49:54.000]   a way of having derivatives of compositions of functions. So we have f of g of whatever x, but here it's going to be VC. And so we want to say, okay, what we have here is we're working out a composition of functions.
[00:49:54.000 --> 00:50:05.000]   So here's our f, and here is our x, which is g of VC.
[00:50:05.000 --> 00:50:09.000]   Actually, maybe I shouldn't call it x.
[00:50:09.000 --> 00:50:11.000]   Oops.
[00:50:11.000 --> 00:50:17.000]   Maybe I should probably better to call it z or something.
[00:50:17.000 --> 00:50:26.000]   Okay, so when we then want to work out the chain rule, well, what do we do?
[00:50:26.000 --> 00:50:39.000]   We take the derivative of f at the point z. And so at that point, we have to actually remember something. We have to remember that the derivative of log is the one on x function.
[00:50:39.000 --> 00:50:48.000]   So this is going to be equal to the one on x for z.
[00:50:48.000 --> 00:51:07.000]   So that's then going to be one over the sum of w equals one to v of x of u, t, v, c, multiplied by the derivative of the inner function.
[00:51:07.000 --> 00:51:21.000]   So the derivative of the part that is remaining, I hope I'm getting this right, the sum of, oh, and there's one trick here.
[00:51:21.000 --> 00:51:33.000]   At this point, we do want to have a change of index. So we want to say the sum of x equals one to v of x of u of x, v, c.
[00:51:33.000 --> 00:51:43.000]   Since we can get into trouble if we don't change that variable to be using a different one.
[00:51:43.000 --> 00:51:51.000]   Okay, so at that point, we're making some progress, but we still want to work out the derivative of this.
[00:51:51.000 --> 00:52:04.000]   And so what we want to do is apply the chain rule once more. So now here's our f, and in here is our new z equals g of v, c.
[00:52:04.000 --> 00:52:16.000]   And so we then sort of repeat over. So we can move the derivative inside a sum always.
[00:52:16.000 --> 00:52:27.000]   So we're then taking the derivative of this.
[00:52:27.000 --> 00:52:53.000]   And so then the derivative of x is itself. So we're going to just have x of u, x, t, v, c times, this is sum of x equals one to v, times the derivative of u, x, t, v, c.
[00:52:53.000 --> 00:52:59.000]   And so then this is what we've worked out before.
[00:52:59.000 --> 00:53:02.000]   We can just rewrite as u, x.
[00:53:02.000 --> 00:53:06.000]   Okay, so we're now making progress.
[00:53:06.000 --> 00:53:23.000]   So if we start putting all of that together, what we have is the derivative of the partial derivatives with v, c of this log probability.
[00:53:23.000 --> 00:53:43.000]   Right, we have the numerator, which was just u zero, minus, we then had the sum of the numerator, sum of x equals one to v of x, u, x, t, v, c times u of x.
[00:53:43.000 --> 00:54:01.000]   And then that was multiplied by our first term that came from the one on x, which gives you the sum of w equals one to v of the x of u, w, t, v, c.
[00:54:01.000 --> 00:54:24.000]   And the fact that we changed the variables became important. And so by just sort of rewriting that a little, we can get that that equals u zero minus the sum of v equals, oh sorry, x equals,
[00:54:24.000 --> 00:54:42.000]   one to v of this x, u of x, t, v, c over the sum of w equals one to v of x, u, w, t, v, c times u of x.
[00:54:42.000 --> 00:54:57.000]   And so at that point, this sort of interesting thing has happened that we've ended up getting straight back exactly the softmax formula probability that we saw when we started.
[00:54:57.000 --> 00:55:14.000]   We can just rewrite that more conveniently as saying this equals u zero minus the sum over x equals one to v of the probability of x given c times u, x.
[00:55:14.000 --> 00:55:21.000]   And so what we have at that moment is this thing here is an expectation.
[00:55:21.000 --> 00:55:30.000]   And so this is an average over all the context vectors weighted by their probability according to the model.
[00:55:30.000 --> 00:55:43.000]   And so it's always the case with these softmax style models that what you get out for the derivatives is you get the observed minus the expected.
[00:55:43.000 --> 00:55:53.000]   So our model is good if our model on average predicts exactly the word vector that we actually see.
[00:55:53.000 --> 00:56:02.000]   And so we're going to try and adjust the parameters of our model so it does that as much as possible.
[00:56:02.000 --> 00:56:11.000]   Now, I mean, we try and make it do it as much as possible. I mean, of course, as you'll find, you can never get close, right?
[00:56:11.000 --> 00:56:20.000]   You know, if I just say to you, okay, the word is croissant, which words are going to occur in the context of croissant?
[00:56:20.000 --> 00:56:25.000]   I mean, you can't answer that. There are all sorts of sentences that you could say that involve the word croissant.
[00:56:25.000 --> 00:56:41.000]   So actually, our particular probability estimates are going to be kind of small, but nevertheless, we want to sort of fiddle our word vectors to try and make those estimates as high as we possibly can.
[00:56:41.000 --> 00:56:52.000]   So I've gone on about this stuff a bit, but haven't actually sort of shown you any of what actually happens.
[00:56:52.000 --> 00:57:02.000]   So I just want to quickly show you a bit of that as to what actually happens with word vectors.
[00:57:02.000 --> 00:57:09.000]   So here's a simple little iPython notebook, which is also what you'll be using for assignment one only.
[00:57:09.000 --> 00:57:14.000]   So in the first cell, I import a bunch of stuff.
[00:57:14.000 --> 00:57:25.000]   So we've got NumPy for our vectors, matplotlib for plotting, it learns kind of your machine learning, Swiss Army Knife.
[00:57:25.000 --> 00:57:31.000]   GenSim is a package that you may well not have seen before. It's a package that's often used for word vectors.
[00:57:31.000 --> 00:57:36.000]   It's not really used for deep learning. So this is the only time you'll see it in the class.
[00:57:36.000 --> 00:57:44.000]   But if you just want a good package for working with word vectors and some other application, it's a good one to know about.
[00:57:44.000 --> 00:57:51.000]   Okay, so then in my second cell here, I'm loading a particular set of word vectors.
[00:57:51.000 --> 00:57:57.000]   So these are our GloVe word vectors that we made at Stanford in 2014.
[00:57:57.000 --> 00:58:06.000]   And I'm loading 100 dimensional word vectors so that things are a little bit quicker for me while I'm doing things here.
[00:58:06.000 --> 00:58:14.000]   Sort of do this model of bread and croissant. Well, what I've just got here is word vectors.
[00:58:14.000 --> 00:58:25.000]   So I just wanted to sort of show you that there are word vectors.
[00:58:25.000 --> 00:58:33.000]   Well, maybe I should have loaded those word vectors in advance.
[00:58:33.000 --> 00:58:42.000]   Let's see.
[00:58:42.000 --> 00:58:46.000]   Oh, okay. Well, I'm in business.
[00:58:46.000 --> 00:58:53.000]   Okay, so right. So here are my word vectors for bread and croissant.
[00:58:53.000 --> 00:59:05.000]   And while I'm seeing that maybe these two words are a bit similar, so both of them are negative in the first dimension, positive in the second, negative in the third, positive in the fourth, negative in the fifth.
[00:59:05.000 --> 00:59:12.000]   So it sort of looks like they might have a fair bit of dot product, which is kind of what we want because bread and croissant are kind of similar.
[00:59:12.000 --> 00:59:23.000]   But what we can do is actually ask the model, and these are Gensim functions now, you know, what are the most similar words so I can ask for croissant.
[00:59:23.000 --> 00:59:32.000]   What are the most similar words to that, and it will tell me it's things like brioche, baguette, focaccia. So that's pretty good.
[00:59:32.000 --> 00:59:45.000]   Pudding is perhaps a little bit more questionable. We can say, most similar to the USA and it says Canada, America, USA with periods, United States, that's pretty good.
[00:59:45.000 --> 00:59:48.000]   Most similar to banana.
[00:59:48.000 --> 00:59:56.000]   I get out coconut, mangoes, bananas, sort of fairly tropical fruit. Great.
[00:59:56.000 --> 01:00:13.000]   Before finishing though, I want to show you something slightly more than just similarity, which is one of the amazing things that people observed with these word vectors, and that was to say, you can actually sort of do arithmetic in this vector space that makes sense.
[01:00:13.000 --> 01:00:31.000]   And so in particular people suggested this analogy task. And so the idea of the analogy task is you should be able to start with a word like king, and you should be able to subtract out a male component from it, add back in a woman component, and then you should be able to ask,
[01:00:31.000 --> 01:00:41.000]   well what word is over here, and what you'd like is that the word over there is queen.
[01:00:41.000 --> 01:01:04.000]   And so, this sort of little bit of, so we're going to do that with this sort of same most similar function which is actually more, so as well as having positive words, you can ask for most similar negative words, and you might wonder what's most negatively similar to a banana
[01:01:04.000 --> 01:01:11.000]   and you might be thinking, oh, it's, I don't know, some kind of meat or something.
[01:01:11.000 --> 01:01:24.000]   Actually that by itself isn't very useful because when you could just ask for most negatively similar to things you tend to get crazy strings that were found in the data set that you don't know what they mean if anything.
[01:01:24.000 --> 01:01:43.000]   But if we put the two together, we can use the most similar function with positives and negatives to do analogies. So, we're going to say we want a positive king, we want to subtract out negatively man, we want to then add in positively woman and find out what's most similar
[01:01:43.000 --> 01:02:06.000]   to this point in the space. So my analogy function does that precisely that by taking a couple of most similar ones, and then subtracting out the negative one. And so we can try out this analogy function, so I can do the analogy I show in the picture with man is the king
[01:02:06.000 --> 01:02:09.000]   as woman is fight.
[01:02:09.000 --> 01:02:15.000]   I'm not saying this right. Yeah, man is the king as woman is to.
[01:02:15.000 --> 01:02:22.000]   Sorry, I haven't done my cells.
[01:02:22.000 --> 01:02:36.000]   Okay, man is the king as woman is the queen so that's great. And that's works well. I mean, and you can do it the sort of other way around king is the man as queen is to woman.
[01:02:36.000 --> 01:02:53.000]   If this only worked for that one freakish example, you may be wouldn't be very impressed, but you know it actually turns out like it's not perfect but you can do all sorts of fun analogies with this, and they actually work so you know I could ask for something
[01:02:53.000 --> 01:02:58.000]   like an allergy.
[01:02:58.000 --> 01:03:00.000]   Oh, here's a good one.
[01:03:00.000 --> 01:03:17.000]   Australia is to be as France is to what, and you can think about what you think the answer that one should be, and it comes out as champagne which is pretty good.
[01:03:17.000 --> 01:03:35.000]   Or I could ask for something like analogy pencil is to sketching as camera is to what, and it says photographing.
[01:03:35.000 --> 01:03:38.000]   You can also do the analogies with people.
[01:03:38.000 --> 01:03:56.000]   At this point I have to point out that this data was, and the model was built in 2014, so you can't ask anything about Donald Trump in it while you can eat Trump is in there but not as president, but I could ask something like analogy.
[01:03:56.000 --> 01:04:12.000]   Is to Clinton as Reagan is to what and you can think of what you think is the right analogy there.
[01:04:12.000 --> 01:04:35.000]   The analogy it returns is Nixon. So I guess that depends on what you think of Bill Clinton, as to whether you think that was a good analogy or not. You can also do sort of linguistic analogies with it so you can do something like analogy, tall is to tallest as long is to what
[01:04:35.000 --> 01:04:56.000]   is to what is the longest. So it really just sort of knows a lot about the meaning and behavior of words. And you know I think when these methods were first developed and hopefully still for you that you know people were just gobsmacked about how well this actually worked at capturing
[01:04:56.000 --> 01:05:11.000]   the meaning of words. And so these word vectors then went everywhere as a new representation that was so powerful for working out word meaning. And so that's our starting point for this class, and we'll say a bit more about them next time.
[01:05:11.000 --> 01:05:20.000]   And they're also the basis of what you're looking at for the first assignment. Can I ask a quick question about the distinction between the two vectors per word.
[01:05:20.000 --> 01:05:22.000]   Yes.
[01:05:22.000 --> 01:05:38.000]   My understanding is that there can be several context words per word in the vocabulary, but then there's only two vectors I kind of thought the distinction between the two is that one is like the actual word and one's like the context word but multiple context words.
[01:05:38.000 --> 01:05:51.000]   Right. How do you, how do you pick just two then. Well, so we're doing every one of them. Right. So, like, maybe I won't turn back on the screen share, but you know we were doing.
[01:05:51.000 --> 01:06:10.000]   In the objective function there was a sum over you. So you've got, you know, this big corpus of text right so you're taking a sum over every word, which is it appearing as the center word, and then inside that there's a second sum, which is for each word
[01:06:10.000 --> 01:06:29.000]   it's a context so you are going to count each word as a context word. And so then for one particular term of that objective function, you've got a particular context word, and a particular center word, but you're then sort of summing over different context words for each
[01:06:29.000 --> 01:06:47.000]   word, and then you're summing over all of the decisions of different center words and, and to say a little just a sentence more about having two vectors. I mean, you know, in some sense it's an ugly detail, but it was done to make things sort of simple and fast.
[01:06:47.000 --> 01:07:03.000]   So, you know, if you look at the math carefully if you sort of treated this two vectors as the same so if you use the same vectors for center and context.
[01:07:03.000 --> 01:07:25.000]   You can say okay let's work out the derivatives, things get uglier, and the reason that they get uglier is it's okay when I'm iterating over all the choices of context word oh my god sometimes the context word is going to be the same as the center word, and so that messes
[01:07:25.000 --> 01:07:34.000]   up my derivatives, whereas by taking them as separate vectors that never happens so it's easy.
[01:07:34.000 --> 01:07:53.000]   But the kind of interesting thing is, you know, saying that you have these two different representations, sort of just ends up really sort of doing no harm, and my wave my hands argument for that is, you know, since we're kind of moving through each position the corpus
[01:07:53.000 --> 01:08:07.000]   is moving one by one, you know, something, a word that is the center word at one moment is going to be a context word at the next moment, and the word that was the context word is going to have become the center word.
[01:08:07.000 --> 01:08:26.000]   So you're sort of doing the, the computation both ways. In each case, and so you should be able to convince yourself that the two representations for the word, end up being very similar, and they do not not identical for technical reasons of the ends of documents and things
[01:08:26.000 --> 01:08:30.000]   like that, but very, very similar.
[01:08:30.000 --> 01:08:42.000]   So we tend to get two very similar representations for each word, and we just average them and call that the word vector. And so when we use word vectors we just have one vector for each word.
[01:08:42.000 --> 01:08:45.000]   That makes sense. Thank you.
[01:08:45.000 --> 01:08:59.000]   I have a question purely out of curiosity. So we saw when we projected the vectors, the word vectors onto the 2D surface we saw like little clusters of words that are similar to each other and then later on we saw that with the analogies thing, we kind of
[01:08:59.000 --> 01:09:15.000]   see that there's these directional vectors that sort of indicate like the ruler of or the CEO of something like that. And so I'm wondering, is there, are there relationships between those relational vectors themselves such as like, is the ruler of vector sort of similar
[01:09:15.000 --> 01:09:23.000]   to the CEO of vector which is very different from like is makes a good sandwich with vector.
[01:09:23.000 --> 01:09:26.000]   Is there any research on that.
[01:09:26.000 --> 01:09:30.000]   That's a good question.
[01:09:30.000 --> 01:09:38.000]   How are you stumped me already in the first lecture.
[01:09:38.000 --> 01:09:39.000]   I mean that.
[01:09:39.000 --> 01:09:51.000]   I can't actually think of a piece of research and so I'm not sure I have a confident, I'm not sure I have a confident answer. I mean it seems like that's a really easy thing to check.
[01:09:51.000 --> 01:10:08.000]   Once you have one of these sets of word vectors that it seems like any for any relationship that is represented well enough by word you should be able to see if it comes out, kind of similar.
[01:10:08.000 --> 01:10:12.000]   I mean, I'm not sure we can look and see.
[01:10:12.000 --> 01:10:18.000]   That's totally okay just just curious.
[01:10:18.000 --> 01:10:34.000]   I want to go last little bit to your answer to first question so when you want to collapse two vectors for the same word do you see usually take the average different people have done different things but the most common practices after you, you know, there's still a bit
[01:10:34.000 --> 01:10:51.000]   left to cover about running word to back that we didn't really get through today so I still got a bit more work to do on Thursday, but you know once you run your word to back algorithm, and you sort of your output is two vectors for each word and kind of like
[01:10:51.000 --> 01:11:12.000]   when it's center and when it's context. And so, typically people just average those two vectors and say okay that's the representation of the word croissant, and that's what appears in the sort of word vectors file like the one I loaded.
[01:11:12.000 --> 01:11:22.000]   So my question is, if a word have two different meanings or multiple different meanings, can we still represent it as a single vector.
[01:11:22.000 --> 01:11:25.000]   Yes, that's a very good question.
[01:11:25.000 --> 01:11:44.000]   Actually there is some content on that and Thursday's lecture, so I can say more about that.
[01:11:44.000 --> 01:12:04.000]   But I think that it does have lots of meaning so if you have a word like star that can be astronomical object or it can be you know film star Hollywood star, or it can be something like the gold stars that you got in elementary school, and we just taking all those uses
[01:12:04.000 --> 01:12:11.000]   of the word star and collapsing them together into one word vector.
[01:12:11.000 --> 01:12:18.000]   That sounds really crazy and bad, but actually turns out to work rather well.
[01:12:18.000 --> 01:12:26.000]   Maybe I won't go through all of that right now because there is actually stuff on that on Thursday's lecture.
[01:12:26.000 --> 01:12:28.000]   Oh, I see.
[01:12:28.000 --> 01:12:47.000]   I'm going to save my slides for next time.
[01:12:47.000 --> 01:13:08.000]   My next question is, do we look at how to implement or do we look at like the stack of like something like Alexa or something for like speech to context actions in this course, or is it just primarily understanding.
[01:13:08.000 --> 01:13:13.000]   Yeah, so this is an unusual an unusual quarter.
[01:13:13.000 --> 01:13:21.000]   But for this quarter, there's a very clear answer, which is this quarter.
[01:13:21.000 --> 01:13:33.000]   There's a new class being taught, which is CS to 24 s, a speech class being taught by Andrew mass, and you know this is a class that's been more regularly offered.
[01:13:33.000 --> 01:13:48.000]   Sometimes it's only been offered every third year, but it's being offered right now. So, if what you want to do is learn about speech recognition and learn about sort of methods for building dialogue systems.
[01:13:48.000 --> 01:13:51.000]   So, CS to 24 s.
[01:13:51.000 --> 01:13:55.000]   So, you know for this class in general.
[01:13:55.000 --> 01:14:11.000]   The vast bulk of this class is working with text and doing various kinds of text analysis and understanding so we do tasks like some of the ones I've mentioned we do machine translation.
[01:14:11.000 --> 01:14:15.000]   We do question answering.
[01:14:15.000 --> 01:14:24.000]   We look at how to pass this structure of sentences and things like that, you know, in other years I sometimes say a little bit about speech.
[01:14:24.000 --> 01:14:30.000]   But since this quarter there's a whole different class that's focused on speech that seem a little bit silly.
[01:14:30.000 --> 01:14:48.000]   So that sounds good.
[01:14:48.000 --> 01:14:55.000]   I'm now getting a bad echo I'm not sure if that's my fault or your fault but anyway.
[01:14:55.000 --> 01:15:18.000]   Yeah, so, yeah, so the speech class does a mix of stuff so I mean the sort of pure speech problems classically have been doing speech recognition so going from a speech signal to text and doing text to speech going from text to a speech signal, and both of those
[01:15:18.000 --> 01:15:32.000]   which are now normally done, including by the cell phone that sits in your pocket, using neural networks and so it covers, both of those, but then between that the class covers quite a bit.
[01:15:32.000 --> 01:15:50.000]   And in particular it starts off with looking at building dialogue systems so this is sort of something like Alexa Google Assistant Siri, as to, well, assuming you have a speech recognition a text to speech system.
[01:15:50.000 --> 01:15:59.000]   You do have text in and text out what are the kind of ways that people go about building
[01:15:59.000 --> 01:16:05.000]   dialogue systems like the ones that I just mentioned.
[01:16:05.000 --> 01:16:22.000]   I have a question. So, I think there was some people in the chat noticing that the like opposites were really near to each other, which was kind of odd, but I was also wondering, what about like positive and negative valence or like affect is that captured
[01:16:22.000 --> 01:16:30.000]   in this type of model, or is it like not captured well like with the opposites how those weren't really.
[01:16:30.000 --> 01:16:41.000]   So the short answer is for both of those. And so there's this is a good question a good observation, and the short answer is no both of those are captured really really badly.
[01:16:41.000 --> 01:16:45.000]   I mean, there's, there's a definition.
[01:16:45.000 --> 01:16:54.000]   When I say really really badly. I mean, what I mean is, if that's what you want to focus on.
[01:16:54.000 --> 01:17:14.000]   You've got problems I mean it's not that the algorithm doesn't work so precisely what you find is that, you know, antonyms generally occur in very similar topics because you know whether it's saying, you know, john is really tall john is really short, or that
[01:17:14.000 --> 01:17:33.000]   movie was fantastic or that movie was terrible, right, you get antonyms occurring in the same context so because of that, their vectors are very similar, and similarly for sort of affect and sentiment based words well like my great and terrible example,
[01:17:33.000 --> 01:17:48.000]   their context is similar. There for that if you're just learning this kind of predict words in context models that know that's not captured. Now, that's not the end of the story.
[01:17:48.000 --> 01:18:06.000]   You know, absolutely people wanted to use neural networks for sentiment and other kinds of sort of connotation affect, and there are very good ways of doing that, but somehow you have to do something more than simply predicting words and context because that's not sufficient
[01:18:06.000 --> 01:18:09.000]   to capture that dimension.
[01:18:09.000 --> 01:18:12.000]   More on that later.
[01:18:12.000 --> 01:18:22.000]   Yeah, I mean I happen to like adjectives to like very basic adjectives like so and like not because those would like appear in like similar context.
[01:18:22.000 --> 01:18:40.000]   What was your first example before not like so this is so cool. So that's actually a good question as well. So, yeah, so there are these very common words that are commonly referred to as function words by linguists, which now includes ones like.
[01:18:40.000 --> 01:18:47.000]   Other ones like and and prepositions like you know to and on.
[01:18:47.000 --> 01:19:06.000]   You sort of might suspect that the word vectors for those don't work out very well because they occur and all kinds of different contexts and they're not very distinct from each other in many cases, and to a first approximation I think that's true, and part of why I didn't use
[01:19:07.000 --> 01:19:11.000]   those examples in my slides. Yeah.
[01:19:11.000 --> 01:19:27.000]   But you know at the end of the day, we do build up vector representations of those words too. And you'll see in a few lectures time when we start building what we call language models that actually they do do a great job in those words as well.
[01:19:27.000 --> 01:19:48.000]   So, I mean, I think the meaning there. I mean, you know, another feature of the word to vect model is it actually know the position of words right so it said I'm going to predict every word around the center word, but you know I'm predicting it in the same way.
[01:19:48.000 --> 01:20:00.000]   I'm predicting constantly the word before me or versus the word after me, or the word to away in either direction right that all just predicted the same by that one probability function.
[01:20:00.000 --> 01:20:19.000]   So if that's all you've got that sort of destroys your ability to do a good job at capturing these sort of common more grammatical words like so not an end, but we build slightly different models that are more sensitive to the structure of sentences and then we start
[01:20:19.000 --> 01:20:22.000]   doing a good job on those two.
[01:20:22.000 --> 01:20:26.000]   Okay, thank you.
[01:20:26.000 --> 01:20:31.000]   I have a question about the characterization of what to bet.
[01:20:31.000 --> 01:20:37.000]   Because I read one of the media, and it seems to characterize architecture as well.
[01:20:37.000 --> 01:20:56.000]   So, it's slightly different from how it's presented in the book.
[01:20:56.000 --> 01:21:08.000]   So what to back is kind of a framework for building word vectors, and that there are sort of several variant precise algorithms within the framework.
[01:21:08.000 --> 01:21:17.000]   And, you know, one of them is how, whether you're predicting the context words or whether you're predicting the center word.
[01:21:17.000 --> 01:21:40.000]   So the model I showed was predicting the context words, so it was the skip gram model, but then there's sort of a detail of how in particular, do you do the optimization, and what I presented was the sort of easiest way to do it, which is naive optimization
[01:21:40.000 --> 01:21:45.000]   with the equation, the softmax equation for word vectors.
[01:21:45.000 --> 01:22:05.000]   And it turns out that that naive optimization is sort of needlessly expensive, and people have come up with faster ways of doing it in particular, the commonest thing you see is what's called skip gram with negative sampling, and the negative sampling is
[01:22:05.000 --> 01:22:11.000]   then sort of a much more efficient way to estimate things and I'll mention that on Thursday.
[01:22:11.000 --> 01:22:13.000]   Right. Okay.
[01:22:13.000 --> 01:22:28.000]   So, who's asking for more information about how word vectors are constructed beyond the summary of random initialization, and then gradient based iterative optimization.
[01:22:28.000 --> 01:22:29.000]   Yeah.
[01:22:29.000 --> 01:22:33.000]   So, I sort of will do a bit more connecting this together.
[01:22:33.000 --> 01:22:39.000]   In the Thursday lecture, I guess this sort of, I mean so much fun can fit in the first class.
[01:22:39.000 --> 01:22:41.000]   But the picture.
[01:22:41.000 --> 01:23:04.000]   The picture is essentially the picture I showed the pieces of. So, to learn word vectors, you start off by having a vector for each word type, both for context and outside, and those vectors, you initialize randomly.
[01:23:04.000 --> 01:23:24.000]   So, that you just put small little numbers that are randomly generated in each vector component, and that's just your starting point. And so from there on, you're using an iterative algorithm, where you're progressively updating those word vectors, so they do a better
[01:23:24.000 --> 01:23:44.000]   job at predicting which words appear in the context of other words. And the way that we're going to do that is by using the gradients that I was sort of starting to show how to calculate, and then, you know, once you have a gradient you can walk in the opposite direction
[01:23:44.000 --> 01:23:56.000]   of that gradient, and you're then walking downhill I you're minimizing your loss, and we're going to sort of do lots of that until our word vectors get as good as possible.
[01:23:56.000 --> 01:24:20.000]   So, you know, it's really all math, but in some sense, you know, word vector learning is sort of miraculous since you do literally just start off with completely random word vectors and run this algorithm of predicting words for a long time, and out of nothing emerges
[01:24:20.000 --> 01:24:26.000]   a set of word vectors that represent meaning well.

