
[00:00:00.000 --> 00:00:03.160]   (audience applauding)
[00:17:43.960 --> 00:17:45.320]   So thank you for your attendance.
[00:17:45.320 --> 00:17:47.000]   Thank you to these wonderful people
[00:17:47.000 --> 00:17:48.520]   who out of the goodness of their heart.
[00:17:48.520 --> 00:17:51.680]   (audience applauding)
[00:17:51.680 --> 00:17:54.680]   (audience cheering)
[00:17:54.680 --> 00:17:59.560]   Came out here for the most part at their own expense.
[00:17:59.560 --> 00:18:02.080]   Most of us are paying our own conference fee as well,
[00:18:02.080 --> 00:18:03.280]   just like you are,
[00:18:03.280 --> 00:18:04.780]   and are just here out of the goodness of our hearts
[00:18:04.780 --> 00:18:06.680]   to share this information with you.
[00:18:06.680 --> 00:18:07.760]   Thank you to you guys.
[00:18:07.760 --> 00:18:08.600]   That's been wonderful.
[00:18:08.600 --> 00:18:09.520]   Thanks to everyone for coming.
[00:18:09.520 --> 00:18:11.640]   The party starts at five.
[00:18:11.640 --> 00:18:12.960]   It's in the room next door.
[00:18:12.960 --> 00:18:13.900]   It's cocktail hour.
[00:18:13.900 --> 00:18:17.000]   That's the traditional start to the Bogleheads conference,
[00:18:17.000 --> 00:18:18.900]   but it's been wonderful to share the afternoon with you.
[00:18:18.900 --> 00:18:20.760]   And thank you everyone for showing up early.
[00:18:20.760 --> 00:18:23.340]   (audience applauding)
[00:18:23.340 --> 00:18:26.340]   (audience cheering)
[00:18:26.340 --> 00:18:28.920]   (upbeat music)
[00:18:28.920 --> 00:18:38.920]   [BLANK_AUDIO]

