
[00:00:00.040 --> 00:00:09.520]   accountant
[00:42:49.640 --> 00:42:57.460]   love
[00:42:57.460 --> 00:43:17.260]   make. I think,,,,십elet dessert under 12 em . . . . ten . política read. And, is, not,ud, connect, рав,27,效,用, impatient,urd,inals, aproximadamente,辦,iled,評 I'm the way,izado, aав 19 이 that's but I'm escal Kent I'm gun and I'm a�
[00:43:17.320 --> 00:43:44.580]  ר
[00:43:44.580 --> 00:43:47.280]   awarded be,,,�� love at my slide part don XXG B don
[00:43:47.320 --> 00:43:55.000]   Well, I think if that's you, you're going to actually probably have some genetic disposition
[00:43:55.000 --> 00:44:00.200]   toward carnivore because what the hell are you going to eat in northern Sweden for nine
[00:44:00.200 --> 00:44:02.020]   months out of the year?
[00:44:02.020 --> 00:44:05.280]   You might find a lingonberry or two here and there, but I mean, you're going to live on
[00:44:05.280 --> 00:44:06.280]   reindeer.
[00:44:06.280 --> 00:44:10.480]   You're going to live on reindeer, reindeer milk and reindeer fat because that's what
[00:44:10.480 --> 00:44:12.000]   they have there.
[00:44:12.000 --> 00:44:17.320]   If you're in, if you have Inuit DNA, you're going to live on seal blubber because you're
[00:44:17.320 --> 00:44:17.320]   Корner: Yeah.
[00:44:17.320 --> 00:44:17.320]   You're going to live on seal blubber.
[00:44:17.320 --> 00:44:17.320]   You're going to live on seal blubber.
[00:44:17.320 --> 00:44:17.320]   You're going to live on seal blubber.
[00:44:17.320 --> 00:44:17.320]   You're going to live on seal blubber.
[00:44:17.320 --> 00:44:17.320]   You're going to live on seal blubber.
[00:44:17.320 --> 00:44:17.320]   You're going to live on seal blubber.
[00:44:17.460 --> 00:44:47.340]   You're going to live on seal blubber.
[00:44:47.340 --> 00:44:47.340]   You're going to live on seal blubber.
[00:44:47.340 --> 00:44:47.340]   You're going to live on seal blubber.
[00:44:47.340 --> 00:44:47.340]   You're going to live on seal blubber.
[00:44:47.360 --> 00:45:17.360]   I'm going to live on seal blubber.
[00:45:17.360 --> 00:45:17.360]   I'm going to live on seal blubber.
[00:45:17.360 --> 00:45:17.360]   I'm going to live on seal blubber.
[00:45:17.360 --> 00:45:17.360]   I'm going to live on seal blubber.
[00:45:17.360 --> 00:45:17.360]   I'm going to live on seal blubber.
[00:45:17.360 --> 00:45:17.360]   I'm going to live on seal blubber.
[00:45:17.360 --> 00:45:17.360]   I'm going to live on seal blubber.
[00:45:17.360 --> 00:45:17.360]   I'm going to live on seal blubber.
[00:45:17.360 --> 00:45:17.360]   I'm going to live on seal blubber.
[00:45:17.360 --> 00:45:17.360]   I'm going to live on seal blubber.
[00:45:17.360 --> 00:45:17.360]   I'm going to live on seal blubber.
[00:45:17.360 --> 00:45:17.360]   I'm going to live on seal blubber.
[00:45:17.360 --> 00:45:17.360]   I'm going to live on seal blubber.
[00:45:17.360 --> 00:45:17.360]   I'm going to live on seal blubber.
[00:45:17.360 --> 00:45:17.360]   blubber. I'm going to live on seal blubber. I'm going to live on seal blubber.
[00:45:17.400 --> 00:45:47.380]   I'm going to live on seal blubber. I'm going to live on seal blubber.
[00:45:47.380 --> 00:45:47.380]   blubber. I'm going to live on seal blubber. I'm going to live on seal blubber.
[00:45:47.400 --> 00:46:17.400]   blubber. I'm going to live on seal blubber. I'm going to live on seal blubber.
[00:46:17.400 --> 00:46:17.400]   I'm going to live on seal blubber. I'm going to live on seal blubber.
[00:46:17.400 --> 00:46:17.400]   blubber. I'm going to live on seal blubber. I'm going to live on seal blubber.
[00:46:17.400 --> 00:46:17.400]   blubber. I'm going to live on seal blubber. I'm going to live on seal blubber.
[00:46:17.400 --> 00:46:17.400]   blubber. I'm going to live on seal blubber. I'm going to live on seal blubber.
[00:46:17.400 --> 00:46:17.400]   blubber. I'm going to live on seal blubber. I'm going to live on seal blubber.
[00:46:17.400 --> 00:46:17.400]   blubber. I'm going to live on seal blubber. I'm going to live on seal blubber.
[00:46:17.440 --> 00:46:47.420]  ,
[00:46:47.420 --> 00:46:47.420]   blubber. I'm going to live on seal blubber. I'm going to live on seal
[00:46:47.420 --> 00:46:47.420]   blubber. I'm going to live on seal blubber. I'm going to live on seal
[00:46:47.420 --> 00:46:47.420]   blubber. I'm going to live on seal blubber. I'm going to live on seal blubber. I'm going to live on seal blubber.
[00:46:47.440 --> 00:47:17.440]   blubber. I'm going to live on seal blubber. I'm going to live on seal blubber. I'm going to live on seal blubber.
[00:47:17.440 --> 00:47:17.440]   Blubber. I'm going to live on seal blubber. I'm going to live on seal blubber. I'm going to live on seal blubber.
[00:47:17.440 --> 00:47:17.440]   Blubber. I'm going to live on seal blubber. I'm going to live on seal blubber. I'm going to live on seal blubber.
[00:47:17.440 --> 00:47:17.440]   Blubber. I'm going to live on seal blubber. I'm going to live on seal blubber. I'm going to live on seal blubber.
[00:47:17.460 --> 00:47:47.460]   blubber. I'm going to live on seal blubber. I'm going to live on seal blubber. I'm going to live on seal blubber.
[00:47:47.460 --> 00:47:47.460]   Blubber. I'm going to live on seal blubber. I'm going to live on seal blubber. I'm going to live on seal blubber.
[00:47:47.480 --> 00:48:17.480]   blubber. I'm going to live on seal blubber. I'm going to live on seal blubber.
[00:48:17.480 --> 00:48:17.480]   Blubber. I'm going to live on seal blubber. I'm going to live on seal blubber.
[00:48:17.480 --> 00:48:17.480]   Blubber. I'm going to live on seal blubber. I'm going to live on seal blubber.
[00:48:17.480 --> 00:48:17.480]   Blubber. I'm going to live on seal blubber. I'm going to live on seal blubber.
[00:48:17.480 --> 00:48:17.480]   blubber. I'm going to live on seal blubber. I'm going to live on seal blubber.
[00:48:17.480 --> 00:48:47.500]   and coconut tortillas and that's what you're going to base your diet on now now you're eating like a stupid amount of fiber and again this is on back to opinion here I don't know but it seems to me that most of us probably don't have the healthiest guts and fiber in an unhealthy gut is probably not a good thing because it's going to feed what's there so you don't think well it's going to reestablish my gut floor
[00:48:47.500 --> 00:48:47.500]   it's going to feed what's there so you don't think well it's going to reestablish my gut floor
[00:48:47.500 --> 00:48:47.500]   it's going to feed what's there so you don't think well it's going to reestablish my gut floor
[00:48:47.540 --> 00:48:50.480]  's
[00:48:50.480 --> 00:49:01.300]   e especially gi con I B THIS � at,,,,,,,
[00:49:15.600 --> 00:49:43.620]  berger.com/t-reinforce. I don't know if you have a question about that. I know your show is on finance. One thing we have to reinforce all the way through this, all of this puts more money in your pocket by preventing money from leaving it. People tell me this is expensive. You know what's expensive? Insulin. You know what's expensive? Dialysis. You know what's expensive? Chemotherapy. These things are expensive. Heart transplants are expensive. Heart bypasses are expensive. Stints are expensive. Statins are expensive.
[00:49:43.660 --> 00:49:57.280]   as
[00:50:39.560 --> 00:50:42.240]   and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and on healthcare. Today we spend 5% of our budget on food and 30% on healthcare. I've never verified those numbers but I think directionally it's probably, probably... I mean I could tell you flat out that my single largest expense is health insurance. And I barely ever go to the doctor. So even if I'm, if you're not paying the bill today for direct medical supplies and treatment, you're paying the bill for others. I mean, so yeah, I actually think that number might be low.
[00:51:11.960 --> 00:51:11.960]   I think that number might be low.
[00:51:11.960 --> 00:51:11.960]   I think that number might be low.
[00:51:11.960 --> 00:51:11.960]   I think that number might be low.
[00:51:11.960 --> 00:51:11.960]   I think that number might be low.
[00:51:11.960 --> 00:51:11.960]   I think that number might be low.
[00:51:11.960 --> 00:51:12.000]   I think that number might be low.
[00:51:12.000 --> 00:51:12.040]   I think that number might be low.
[00:51:12.040 --> 00:51:12.080]   I think that number might be low.
[00:51:12.080 --> 00:51:12.120]   I think that number might be low.
[00:51:12.160 --> 00:51:22.360]   manage
[00:51:22.360 --> 00:51:23.180]   system,,,,
[00:51:40.720 --> 00:51:51.000]   N
[00:51:51.000 --> 00:52:10.040]   bringing cả ha which is a Square De The I the digits and you or
[00:52:10.220 --> 00:52:19.300]   На
[00:52:19.300 --> 00:52:21.520]   check,
[00:52:21.520 --> 00:52:24.120]   MV B And I am,,,,,,
[00:52:24.120 --> 00:52:28.980]   er
[00:53:06.260 --> 00:53:06.260]   and I find it's very easy to practice a compressed eating window or perhaps called intermittent fasting where you eat instead of eating three times per day or seven small meals per day, you eat one or two times per day. And I find that it's very easy to just simply go with get up in the morning, drink some black coffee, and have my first meal around noon, have my second meal around six o'clock. And that practice in and of itself also moderates the calories. So I think the most important thing is the transition period.
[00:53:34.300 --> 00:53:34.300]   It's going to sound different, but it's very similar actually, because I'm going to focus a little bit more on calories, et cetera, but it's the same thing. It's the same, but different man in the words of Tommy Chong. Right? So for about a week to 10 days,
[00:53:34.300 --> 00:53:34.300]   It's going to sound different, but it's very similar actually, because I'm going to focus a little bit more on calories, et cetera, but it's the same thing. It's the same, but different man in the words of Tommy Chong. Right? So for about a week to 10 days,
[00:53:34.300 --> 00:53:34.300]   It's going to sound different, but it's very similar actually, because I'm going to focus a little bit more on calories, et cetera, but it's the same thing. It's the same, but different man in the words of Tommy Chong. Right? So for about a week to 10 days,
[00:53:34.520 --> 00:54:02.340]   I say do exactly what you said, which is you keep your carbs under 20 and eat as much as you want. Eat, eat until somebody's afraid you're going to eat the sink. If that's what you feel like doing, because during this time, you're going to be making your body do exactly what you said. You're going to make it shift from burning glucose to burning ketone bodies.
[00:54:02.360 --> 00:54:30.380]   And that's a big change. You're asking a lot. It's like taking somebody on heroin and going, no more heroin for you. Here, you can have all of this, like, you know, oranges. You have to live on oranges instead of heroin. Right? I mean, that's what you're doing to your body. So getting through that, and this is one of the biggest, my biggest gripes with Atkins. Dr. Atkins didn't tell anybody that about half of the people that do this are going to feel like they're having a 10 day version of the worst hangover.
[00:54:30.380 --> 00:54:30.380]   It's going to sound different, but different man in the words of Tommy Chong. Right? So for about a week to 10 days,
[00:54:30.380 --> 00:54:30.380]   It's going to sound different, but different man in the words of Tommy Chong. Right? I mean, that's what you're doing to your body. So getting through that, and this is one of the biggest, my biggest gripes with Atkins.
[00:54:30.620 --> 00:54:59.420]  , is going to feel like a ton of bricks. They call it keto flu. So if you got to eat, consider that your methadone, right? For getting off the meth and you eat through if it's 10 days, if it's 14 days, whatever, and you're going to lose weight in that time. And for some of you that are really overweight, you're going to lose a lot of weight because your body's going to purge water. Most people that are extremely overweight.
[00:54:59.460 --> 00:55:09.260]   Wild
[00:55:09.260 --> 00:55:27.280]   dead. I say:
[00:55:28.320 --> 00:55:57.140]   gdkkdk. I'm sorry. You've got to get through this period of time. So drink like crazy during this time. And you need to be supplementing magnesium and sodium. So salt your food is the best way to do the sodium. A good quality absorbable magnesium and potassium doesn't hurt here either as a supplement, because you're going to be purging those free minerals from your body with all of this water loss. I work with a guy named Dr.
[00:55:57.180 --> 00:56:05.020]  ,
[00:56:05.020 --> 00:56:08.180]   will,
[00:56:08.180 --> 00:56:26.960]   ", ,,
[00:56:27.200 --> 00:56:38.220]   story
[00:56:38.220 --> 00:56:41.380]   like. There,,,, never
[00:56:56.820 --> 00:57:06.920]   porque
[00:57:06.920 --> 00:57:07.540]   be down is is
[00:57:07.540 --> 00:57:23.820]   test,,,,,, child第一個
[00:57:24.340 --> 00:57:35.360]   over
[00:57:35.360 --> 00:57:54.320]  , and only work's imagine Sh I ' I, but, that, that, that, what, work, ethic, or, rotation, 2,
[00:57:54.360 --> 00:58:05.520]   I
[00:58:05.520 --> 00:58:23.260]   I I doctor, ", which, but, Similar, be 9 partners. I say that it's 11, 11,两,ум,, tray, Fin.rage,inku인, go. destin ear. 받 spraw? dedicate the어주 of the bus, dua HG and he's a chaud thehour, mold, Senate,andez, coś got,rac, Elmo, wen. C, is, �,ati, Pro, Follow, проп, вел, gia, down,从,lem,prov,哈囉, connect,," wherever, impacting,去了, direct,no,IN,клад, researchers, ji. parcel, 12,82, punch. is just,вой,Mat,ignment, toilet, í I'm that's務
[00:58:23.320 --> 00:58:33.120]  這
[00:58:33.120 --> 00:58:35.260]   go,
[00:58:35.260 --> 00:58:41.220]   whabout за not that you just "T, ", ", ", ", even done, but, less,associ tastes, guy, play, play, come, quroad, can, betting, question, you're, rare. I'm a S. of the s. Tay. and the間. millions of the good, وال. It. Z. whatsoever.具. else. belong. suck. just. его. go. not. bad. be. fun. to work.�. or.�. easy. tell. in the некотор
[00:58:51.180 --> 00:59:00.940]   the
[00:59:00.940 --> 00:59:02.180]   L bring the,,,,
[00:59:02.180 --> 00:59:19.400]   subject cultivated
[00:59:20.020 --> 00:59:26.920]   ball
[00:59:26.920 --> 00:59:44.480]   " SAP E was,,,,,
[00:59:48.960 --> 00:59:58.820]  ав
[00:59:58.820 --> 01:00:16.160]   de out,,, remain próxim
[01:00:17.240 --> 01:00:19.200]   seperate from the rest of the world.
[01:00:19.200 --> 01:00:22.600]   I'm not saying you should be doing that.
[01:00:22.600 --> 01:00:25.660]   But if you do that, you check stuff and you're like why do I have this problem?
[01:00:25.660 --> 01:00:27.660]   And you search YouTube for that and you find one of those three people talking about it, you'll probably do really well.
[01:00:27.660 --> 01:00:34.840]   I also have a whole playlist and you can just look up Jack's low-carb journey on Google.
[01:00:34.840 --> 01:00:42.440]   You'll find a playlist. I go through this whole period and I have one particular episode there to make this short.
[01:00:42.440 --> 01:00:45.480]   it's short but again, it's exactly how I manage my diet. It's about 30 minutes and it's exactly how I manage my diet.
[01:00:45.480 --> 01:01:13.760]  , ,,remember, I added it to the notes. Let's talk about money. One of the challenges with personal finance is in general, one of the standard pieces of advice for those of us who try to save money on our grocery budget is eat less meat, eat more rice and beans. You can buy huge amounts of grain extremely inexpensively, whereas finding huge amounts of meat extremely inexpensively is very expensive.
[01:01:13.780 --> 01:01:15.800]   challenging. So what are your thoughts in terms of managing the cost and having an appropriate budget while also eating in a ketogenic manner?
[01:01:15.800 --> 01:01:25.800]   So what are your thoughts in terms of managing the cost and having an appropriate budget while also eating in a ketogenic manner?
[01:01:25.800 --> 01:01:27.800]   So before I say this, it sounds like a jerk. I'm going to say that there are people out there who are really living at the edge financially.
[01:01:27.800 --> 01:01:29.800]   So before I say this, it sounds like a jerk. I'm going to say that there are people out there who are really living at the edge financially.
[01:01:29.800 --> 01:01:31.800]   So before I say this, it sounds like a jerk. I'm going to say that there are people out there who are really living at the edge financially.
[01:01:31.800 --> 01:01:33.800]   So before I say this, it sounds like a jerk. I'm going to say that there are people out there who are really living at the edge financially.
[01:01:33.820 --> 01:01:59.840]   And what I'm about to say doesn't pertain to you at all. But for many people that excuse is total bull.
[01:01:59.840 --> 01:02:01.840]   And what I'm about to say doesn't pertain to you at all. But for many people that excuse is total bull.
[01:02:01.840 --> 01:02:01.840]   Because I look at what they're eating and they're spending more money than I do on food in many instances because they're eating so damn much of it.
[01:02:01.840 --> 01:02:03.840]   Because I look at what they're eating and they're spending more money than I do on food in many instances because they're eating so damn much of it.
[01:02:03.840 --> 01:02:03.840]   And yet you can eat cheap on rice and beans. It feeds half the world. And if you have to live that way, I'm not going to make your life worse by telling you you you're wrong. I'm not going to do that. However, we can eat not just meat but good quality.
[01:02:03.840 --> 01:02:03.840]  , but if you can eat not just meat but good quality.
[01:02:03.880 --> 01:02:33.880]   And we need to be creative about how we shop to do that. But one of the best things you can do is find somebody producing grass fed beef and buy a half or a quarter or even a whole beef and put it in a deep freezer and as a prepper people like what do you do then I have a generator I have a generator and I have 120 gallons of gasoline right so I the last thing I'm worried about when the power goes out is my freezer I only have to run that sucker a couple hours a day and everything will stay frozen in it I'm more worried about
[01:02:33.900 --> 01:03:03.920]   my fish tanks because I want my fish to die. So we could just solve that straight out of the gate with the number one prep you should have anyway is a good generator. But here's some examples of ways that I've reduced the cost of our, our meat. One is Costco and organic poultry. Now I would much rather have, I would rather have pastured chicken than just organic chicken, but organic is better than commercial by a long shot. If you go to the grocery store and you're like, Oh, I want to buy a whole chicken, I'm going to buy a whole chicken.
[01:03:03.960 --> 01:03:13.680]  asking
[01:03:13.680 --> 01:03:14.040]  . used.
[01:03:14.040 --> 01:03:18.300]  STA
[01:03:18.300 --> 01:03:20.320]   did a th donations was like, you can have a farm, you can, you can, you, you, you, you, E. E. E. E. E. E. E. E. Past in the end the Bel it and the fix the thing. And the guy who is the ER we're the con the tang läh the doctor and the won the類 and the elemento the cows the
[01:03:20.320 --> 01:03:31.860]  視 the
[01:03:31.860 --> 01:03:32.740]  auft the
[01:03:33.460 --> 01:03:34.120]   sound
[01:03:34.120 --> 01:03:59.960]   guy and be
[01:05:03.000 --> 01:05:03.000]   I
[01:05:03.000 --> 01:05:03.000]   I
[01:05:03.020 --> 01:05:33.020]   I
[01:05:33.020 --> 01:05:33.020]   I
[01:05:33.020 --> 01:05:33.020]   I
[01:05:33.020 --> 01:05:33.020]   I
[01:05:33.020 --> 01:05:33.020]   I
[01:05:33.020 --> 01:05:33.020]   I
[01:05:33.020 --> 01:05:33.020]   I
[01:05:33.020 --> 01:05:33.020]   I
[01:05:33.020 --> 01:05:33.020]   I'm going to be a guy who says, "I found you a guy." Because sooner or later he's going to run into somebody else who says the same thing, and he wants that cow salt. So those are some of the things we can do. Looking to eggs, the best, most expensive eggs are still cheap by the calorie. That is a huge step in the right direction. And then also looking to fish and seafood, I recently found a product by a company called Wild Planet, and it's Atlantic mackerel. And mackerel have a bad rap as being a bad rap.
[01:05:33.020 --> 01:05:33.020]   And so I'm going to be looking at some of those.
[01:05:33.020 --> 01:05:33.020]   And so I'm going to be looking at some of those.
[01:05:33.020 --> 01:05:33.020]   And so I'm going to be looking at some of those.
[01:05:33.020 --> 01:05:33.020]   And so I'm going to be looking at some of those.
[01:05:33.060 --> 01:05:43.980]  ,
[01:05:43.980 --> 01:06:00.440]   lazy all, ,,,,lo show sche
[01:06:01.200 --> 01:06:12.180]   usually
[01:10:08.180 --> 01:10:10.220]  ,
[01:10:10.220 --> 01:10:20.180]  .,,, it is a SECли,,,,,, I'm all eh appeals connect
[01:10:20.180 --> 01:10:37.660]   in the
[01:10:38.200 --> 01:10:48.980]   Andrew
[01:10:48.980 --> 01:10:58.140]   Ibah
[01:11:34.440 --> 01:11:34.440]   and hamburgers is certainly a fine way to have food and grass fed ground beef is fairly inexpensive. Jack, let's get expensive and you can get creative with it real quick there. I wanted to give you something because I just learned about this with growing your own food. And, you know, for me, like, you know, my background. So for me to learn something new about growing your own food is today is like you would think I'm going to get encyclopedia on it. A guy asked me about something called crack key hydroponics.
[01:12:02.580 --> 01:12:02.580]   ado.
[01:12:02.580 --> 01:12:02.580]   I'm like, oh, geez, here's another thing. It's because I've seen so much of this where like somebody wants to make money. So they come up with a solution to a problem that doesn't exist. And I'm like, oh, yeah, but I'll look into it. My listeners ask I look into it. This is probably the easiest, fastest way to get into growing your own food I've ever seen in my life. You get a $10 Rubbermaid tub, cut some holes in it. You put the net cups in it and some rock wool and you drop your lettuce seeds or whatever in there. You fill it up with water and you mix in your fertilizer.
[01:12:02.620 --> 01:12:14.460]   be
[01:12:14.460 --> 01:12:31.040]   theokiав,,,,,, orang heard still Ik lot head notThen begin вещи horribly might werenmer balls in am provide the most per死and, and, "W, -S - - - - - - - - - - - - - - - - - - - - not - vend a -~!ㅠㅠаниiiii keep got allbracht like nothing Frauen Eller otherwise пров cinq turmeric out lookrage Pawografแล volume Nevertheless civil Shру end loresses these bus save化
[01:12:31.120 --> 01:12:41.500]   them
[01:12:41.500 --> 01:12:57.140]   then,í,其. change. ..,
[01:15:37.740 --> 01:16:05.000]  асть
[01:17:33.180 --> 01:17:36.240]   remind
[01:17:36.240 --> 01:17:43.400]   Bret min but in psychology
[01:17:43.400 --> 01:17:43.580]   Sco C The Z Iierralever
[01:17:43.580 --> 01:18:00.820]   at, And, And, I, e, doll, pense, woo,,,.,.,.,,.,.,.,.,.., yup playedH.'d another
[01:18:00.820 --> 01:18:02.980]  這個是 play -內 ale부터 family I are be . Erfor attend the live starts
[01:18:03.180 --> 01:18:07.000]   There's a sardine brand that I recommend called Matisse Gallego.
[01:18:07.000 --> 01:18:09.100]   It's probably the best quality sardine in the world.
[01:18:09.100 --> 01:18:13.300]   It's still a sardine, but that's, that's incredibly high quality protein.
[01:18:13.300 --> 01:18:15.740]   You can buy canned meat, right?
[01:18:15.740 --> 01:18:17.300]   You can buy canned chicken and canned beef.
[01:18:17.300 --> 01:18:21.220]   I generally don't like that cause it's about the, the worst of the worst of factory.
[01:18:21.220 --> 01:18:23.260]   But if you're eating factory anyway, you can do that.
[01:18:23.260 --> 01:18:30.220]   But the, probably the number one way you could store your, your meat products is
[01:18:30.220 --> 01:18:32.640]   if you can get into homesteading, like.
[01:18:32.640 --> 01:18:33.180]   Кор, I'm sorry.
[01:18:33.220 --> 01:18:44.140]   buy
[01:18:44.140 --> 01:19:02.640]   adjust sorry пару involve provide " ", and, and, and, 결국 AI CO E M More Щ exists. I. I. I. got.vin. sunscreen. at. well, in, w., represent, show,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, out. last I'm które Anfang六 loans 04 Bitte pra hear un eas motionida dic 접종Grand
[01:19:02.680 --> 01:19:09.800]   in
[01:19:09.800 --> 01:19:29.700]   just,wy sub
[01:19:57.200 --> 01:19:57.200]   and
[01:21:49.560 --> 01:21:59.040]   in
[01:21:59.040 --> 01:22:07.800]   never. Don,,,,
[01:25:22.460 --> 01:25:28.820]   I don't know if there's damage. I don't know if there's a deer in the back of my truck. I don't think they're enforcing that real hard. You know, and if people say, oh my god, you ate roadkill. Well, you ate a cow that somebody put a bolt through its head. Right? I mean, I don't really understand the difference there other than if there's damage.
[01:25:57.660 --> 01:26:03.640]   seemed
[01:26:03.640 --> 01:26:24.180]   my co a entre
[01:27:22.980 --> 01:27:32.780]   Det
[01:27:32.780 --> 01:27:34.300]   ce decis
[01:27:34.300 --> 01:27:51.280]   Image En No tuckس, and, and, and, and, much,� tragedy. Well, work. butterfly.xes.s.-s-s-s-s-s- sorry. ., prove. was. andare primer. be. pasadoJesus war.hare oר de property test. професс no produ faithful understand the Prozent of alcinal planned a consider arane's do corre's go該 Shred's de has apolow's in the hingover ofää
[01:27:51.320 --> 01:28:19.660]   I'm not saying certainly he does right for all campus. For instance, I've learned a ton of research. There is a rare form of breast cancer. And then there's a mutation of that rare form that actually is aggravated and grows faster in some of the byproducts of keto GAP.
[01:28:19.660 --> 01:28:19.660]   That's why I think it's important to understand that.
[01:28:19.660 --> 01:28:19.660]   But I'm not saying keto is right for all cancers.
[01:28:19.660 --> 01:28:19.660]   But I'm not saying keto is right for all cancers.
[01:28:19.660 --> 01:28:19.660]   But I'm not saying keto is right for all cancers.
[01:28:19.660 --> 01:28:19.660]   But I'm not saying keto is right for all cancers.
[01:28:19.660 --> 01:28:19.660]   But I'm not saying keto is right for all cancers.
[01:28:19.660 --> 01:28:19.800]   But I'm not saying keto is right for all cancers.
[01:28:19.800 --> 01:28:19.860]   But I'm not saying keto is right for all cancers.
[01:28:19.860 --> 01:28:19.860]   But I'm not saying keto is right for all cancers.
[01:28:19.860 --> 01:28:19.860]   But I'm not saying keto is right for all cancers.
[01:28:19.860 --> 01:28:48.540]  , but I'm not saying keto is right for all cancers.
[01:28:48.540 --> 01:28:48.580]   But I'm not saying keto is right for all cancers.
[01:28:48.580 --> 01:28:48.620]   But I'm not saying keto is right for all cancers.
[01:28:48.620 --> 01:28:48.660]   but I'm not saying keto is right for all cancers.
[01:28:48.660 --> 01:28:48.720]   but I'm not saying keto is right for all cancers.
[01:28:48.720 --> 01:28:48.780]   but I'm not saying keto is right for all cancers.
[01:28:48.780 --> 01:28:48.840]   but I'm not saying keto is right for all cancers.
[01:28:48.840 --> 01:28:48.840]   but I'm not saying keto is right for all cancers.
[01:28:48.840 --> 01:28:48.840]   but I'm not saying keto is right for all cancers.
[01:28:48.840 --> 01:28:49.880]   but I'm not saying keto is right for all cancers.
[01:28:49.900 --> 01:28:50.020]   but I'm not saying keto is right for all cancers.
[01:28:50.020 --> 01:28:50.080]   but I'm not saying keto is right for all cancers.
[01:28:50.080 --> 01:28:50.120]   but I'm not saying keto is right for all cancers.
[01:28:50.120 --> 01:28:50.300]   but I'm not saying keto is right for all cancers.
[01:28:50.300 --> 01:29:19.900]   So I would challenge anybody in your audience, if you doubt this, do what my 50 people did in my 40 day challenge, give yourself 40 days. Follow what Josh is talking about, follow what I'm talking about, and tell me how you feel in 40 days. I mean, I would go to, I don't know about you, I would go to like hardcore prison for 40 days for $10 million. I mean, like, there's not much, like, if you give me 10 million, 10 million, right? Yeah, I mean, I might get myself thrown in the hole and spend 40 days in solitary if somebody shivs me. But I'm not saying keto is right for all cancers.
[01:29:19.920 --> 01:29:49.920]   I'm not saying keto is right for all cancers.
[01:29:49.920 --> 01:29:49.920]   I'm not saying keto is right for all cancers.
[01:29:49.920 --> 01:29:49.920]   I'm not saying keto is right for all cancers.
[01:29:49.920 --> 01:29:49.920]   I'm not saying keto is right for all cancers.
[01:29:49.920 --> 01:29:49.920]   I'm not saying keto is right for all cancers.
[01:29:49.920 --> 01:29:49.920]   I'm not saying keto is right for all cancers.
[01:29:49.920 --> 01:29:49.920]   I'm not saying keto is right for all cancers.
[01:29:49.920 --> 01:29:49.920]   I'm not saying keto is right for all cancers.
[01:29:49.920 --> 01:29:49.920]   I'm not saying keto is right for all cancers.
[01:29:49.920 --> 01:30:19.940]   I'm not saying keto is right for all cancers.
[01:30:19.940 --> 01:30:19.940]   I'm not saying keto is right for all cancers.
[01:30:19.940 --> 01:30:19.940]   I'm not saying keto is right for all cancers.
[01:30:19.940 --> 01:30:19.940]   I'm not saying keto is right for all cancers.
[01:30:19.940 --> 01:30:19.940]   I'm not saying keto is right for all cancers.
[01:30:19.940 --> 01:30:19.940]   I'm not saying keto is right for all cancers.
[01:30:19.940 --> 01:30:19.940]   I'm not saying keto is right for all cancers.
[01:30:19.940 --> 01:30:19.940]   I'm not saying keto is right for all cancers. I'm not saying keto is right for all cancers.
[01:30:19.960 --> 01:30:49.960]   I'm not saying keto is right for all cancers.
[01:30:49.960 --> 01:30:49.960]   I'm not saying keto is right for all cancers.
[01:30:49.960 --> 01:30:49.960]   I'm not saying keto is right for all cancers.
[01:30:49.960 --> 01:30:49.960]   I'm not saying keto is right for all cancers.
[01:30:49.960 --> 01:30:49.960]   I'm not saying keto is right for all cancers.
[01:30:49.960 --> 01:30:49.960]   I'm not saying keto is right for all cancers.
[01:30:49.960 --> 01:30:49.960]   I'm not saying keto is right for all cancers.
[01:30:49.960 --> 01:30:49.960]   I'm not saying keto is right for all cancers.
[01:30:49.960 --> 01:30:49.960]   I'm not saying keto is right for all cancers.
[01:30:49.960 --> 01:30:49.960]   I'm not saying keto is right for all cancers.
[01:30:49.960 --> 01:30:49.960]   I'm not saying keto is right for all cancers.
[01:30:49.960 --> 01:30:49.960]   I'm not saying keto is right for all cancers.
[01:30:49.960 --> 01:30:49.960]   I'm not saying keto is right for all cancers.
[01:30:49.960 --> 01:30:49.960]   I'm not saying keto is right for all cancers.
[01:30:49.960 --> 01:30:49.960]   I'm not saying keto is right for all cancers.
[01:30:49.960 --> 01:30:49.960]   I'm not saying keto is right for all cancers.
[01:30:49.960 --> 01:31:19.980]   I'm not saying keto is right for all cancers.
[01:31:19.980 --> 01:31:19.980]   I'm not saying keto is right for all cancers.
[01:31:19.980 --> 01:31:19.980]   I'm not saying keto is right for all cancers.
[01:31:19.980 --> 01:31:19.980]   I'm not saying keto is right for all cancers.
[01:31:19.980 --> 01:31:19.980]   I'm not saying keto is right for all cancers.
[01:31:19.980 --> 01:31:19.980]   I'm not saying keto is right for all cancers.
[01:31:19.980 --> 01:31:19.980]   I'm not saying keto is right for all cancers.
[01:31:19.980 --> 01:31:19.980]   I'm not saying keto is right for all cancers.
[01:31:19.980 --> 01:31:19.980]   I'm not saying keto is right for all cancers.
[01:31:19.980 --> 01:31:19.980]   I'm not saying keto is right for all cancers.
