
[00:00:00.000 --> 00:00:06.120]   All right.
[00:20:06.580 --> 00:20:09.540]   choose a particular label for an ambiguous example,
[00:20:09.540 --> 00:20:13.640]   and then we assess how much agreement they have.
[00:20:13.640 --> 00:20:16.940]   Whereas the human thing is to discuss and debate,
[00:20:16.940 --> 00:20:19.700]   to have a dialogue about what the right label is in
[00:20:19.700 --> 00:20:22.540]   the face of ambiguity and context dependence.
[00:20:22.540 --> 00:20:26.060]   Well, now we could have that kind of evaluation, right?
[00:20:26.060 --> 00:20:28.740]   Maybe we evaluate systems on their ability to
[00:20:28.740 --> 00:20:32.820]   adjudicate in a human-like way on what the label should be.
[00:20:32.820 --> 00:20:35.180]   Hard to imagine before,
[00:20:35.180 --> 00:20:38.900]   but now probably something that you could toy around with a little bit with one of
[00:20:38.900 --> 00:20:42.460]   these large language model APIs right now if you wanted.
[00:20:42.460 --> 00:20:45.700]   I think we could really embrace that.
[00:20:45.700 --> 00:20:50.620]   I have a couple more topics, but let me pause there.
[00:20:50.620 --> 00:20:53.100]   Do people have thoughts, questions,
[00:20:53.100 --> 00:20:58.060]   insights about benchmarks and evaluation?
[00:20:58.060 --> 00:21:05.180]   I hope you're seeing that it's a wide open area for final projects. Yeah.
[00:21:05.180 --> 00:21:09.220]   Is there more of a move to like get like specialists in other fields,
[00:21:09.220 --> 00:21:14.660]   like for example, like linguistics or like related things to like help make benchmarks?
[00:21:14.660 --> 00:21:16.460]   What a wonderful question.
[00:21:16.460 --> 00:21:20.980]   You asked, is there a move to have more experts participate in evaluation?
[00:21:20.980 --> 00:21:22.420]   I hope the answer is yes,
[00:21:22.420 --> 00:21:23.860]   but let's make the answer yes.
[00:21:23.860 --> 00:21:25.020]   That would be the point, right?
[00:21:25.020 --> 00:21:30.380]   Because what we want is to provide the world with tools and concepts that would allow
[00:21:30.380 --> 00:21:34.740]   domain experts people who actually know what's going on in the domain.
[00:21:34.740 --> 00:21:37.340]   We're trying to use this AI technology to make
[00:21:37.340 --> 00:21:41.900]   these decisions and make adjustments and so forth based on what's working and what isn't.
[00:21:41.900 --> 00:21:45.380]   Yeah, that should be our goal.
[00:21:45.380 --> 00:21:49.380]   Then what we as researchers can do is provide things like what Colin provided with
[00:21:49.380 --> 00:21:53.820]   Dynascoring which is the intellectual infrastructure to allow them to do that.
[00:21:53.820 --> 00:22:01.300]   Yeah. Then you all probably have lots of domain expertise that intersects with what we're doing,
[00:22:01.300 --> 00:22:04.060]   but maybe comes from other fields.
[00:22:04.060 --> 00:22:08.220]   You could participate as an NLU researcher and as
[00:22:08.220 --> 00:22:13.100]   domain expert to do a paper that embrace both aspects of this.
[00:22:13.100 --> 00:22:16.700]   Maybe you propose a kind of metric that you think really works well for
[00:22:16.700 --> 00:22:21.820]   your field of economics or sociology or whatever you're studying, right?
[00:22:21.820 --> 00:22:25.740]   Yeah, health, medicine, all these things, incredibly important.
[00:22:25.740 --> 00:22:28.620]   So another hand go up. Yeah.
[00:22:28.620 --> 00:22:31.020]   I think one of the challenges we're going to face is
[00:22:31.020 --> 00:22:35.140]   this really expensive to collect human or more sophisticated labels.
[00:22:35.140 --> 00:22:37.980]   As an example, there's a paper that came out recently in
[00:22:37.980 --> 00:22:46.460]   Med Hall where they trained or actually really just tuned an LLM to respond to
[00:22:46.460 --> 00:22:53.740]   medical questions from USMOE and other medicine related exams.
[00:22:53.740 --> 00:22:57.060]   They also had a section for long-form answers.
[00:22:57.060 --> 00:23:00.340]   The short-form answers, it's a multiple choice, they can figure it out.
[00:23:00.340 --> 00:23:05.100]   The long-form answers, they actually had doctors evaluate them.
[00:23:05.100 --> 00:23:07.900]   That's really expensive. They could only collect so many labels.
[00:23:07.900 --> 00:23:10.100]   Even the large staff of doctors.
[00:23:10.100 --> 00:23:13.700]   So I think the balance between calculating,
[00:23:13.700 --> 00:23:15.620]   put through a super easy, it's just counting.
[00:23:15.620 --> 00:23:19.020]   But evaluating how valuable a search result is,
[00:23:19.020 --> 00:23:21.180]   that requires a human, that's a little more expensive.
[00:23:21.180 --> 00:23:23.940]   I'm curious how we can balance the cost.
[00:23:23.940 --> 00:23:29.260]   Yeah. The issue of cost is going to be unavoidable for us.
[00:23:29.260 --> 00:23:31.300]   I think we should confront it as a group.
[00:23:31.300 --> 00:23:33.780]   This research has just gotten more expensive and that's
[00:23:33.780 --> 00:23:37.180]   obviously distorting who can participate and what we value.
[00:23:37.180 --> 00:23:39.700]   It's another thing I could discuss under this rubric.
[00:23:39.700 --> 00:23:42.540]   For your particular question though,
[00:23:42.540 --> 00:23:47.380]   I remain optimistic because I think we are in an era now in which you could do
[00:23:47.380 --> 00:23:51.900]   a meaningful evaluation of a system with no training data and rather
[00:23:51.900 --> 00:23:57.820]   just a few dozen let's say 100 examples for assessment.
[00:23:57.820 --> 00:23:59.540]   If you're careful about how you use it,
[00:23:59.540 --> 00:24:03.300]   that is if you don't develop your system on it and so forth.
[00:24:03.300 --> 00:24:04.660]   But even if you say, "Okay,
[00:24:04.660 --> 00:24:06.140]   I'm going to have a 100 for development,
[00:24:06.140 --> 00:24:08.940]   a 100 that I keep for a final evaluation to
[00:24:08.940 --> 00:24:12.260]   really get a sense for how my system performs on new data."
[00:24:12.260 --> 00:24:18.100]   That's only 200 examples and I feel like that's manageable,
[00:24:18.100 --> 00:24:20.860]   even if we need experts.
[00:24:20.860 --> 00:24:23.900]   The point would be that that might be money well spent.
[00:24:23.900 --> 00:24:28.180]   It might be that if we can get some experts to provide the 200 cases,
[00:24:28.180 --> 00:24:31.820]   we have a really reliable measurement tool.
[00:24:31.820 --> 00:24:35.740]   I could never have said this 10 years ago because 10 years ago,
[00:24:35.740 --> 00:24:42.220]   the norm was to have 50,000 training instances and 5,000 test instances,
[00:24:42.220 --> 00:24:45.300]   and now your cost concern really kicks in.
[00:24:45.300 --> 00:24:47.180]   But for the present moment,
[00:24:47.180 --> 00:24:50.980]   I feel like a few meaningful cases could be worth a lot.
[00:24:50.980 --> 00:24:53.220]   You all could construct those datasets.
[00:24:53.220 --> 00:24:55.020]   Again, before I used to give the advice,
[00:24:55.020 --> 00:24:56.900]   don't create your own dataset in this class,
[00:24:56.900 --> 00:24:58.220]   you'll run out of time.
[00:24:58.220 --> 00:25:00.020]   But now I can give the advice,
[00:25:00.020 --> 00:25:03.100]   no, if you have some domain expertise in
[00:25:03.100 --> 00:25:06.060]   the life sciences or something and you want a dataset,
[00:25:06.060 --> 00:25:09.060]   create one to use for assessment.
[00:25:09.060 --> 00:25:10.620]   It'll shape your system design,
[00:25:10.620 --> 00:25:12.940]   but that could be healthy as well.
[00:25:12.940 --> 00:25:23.180]   Another big theme, explainability.
[00:25:23.180 --> 00:25:26.300]   This also relates to our increased impact.
[00:25:26.300 --> 00:25:29.380]   If we're going to deploy these models out in the world,
[00:25:29.380 --> 00:25:32.060]   it is really important that we understand them.
[00:25:32.060 --> 00:25:35.260]   Right now, we do a lot of behavioral testing.
[00:25:35.260 --> 00:25:40.180]   That is, we come up with these test cases and we see how well the model does.
[00:25:40.180 --> 00:25:44.220]   But the problem, which is a deep problem of scientific induction,
[00:25:44.220 --> 00:25:46.820]   is that you can never come up with enough cases.
[00:25:46.820 --> 00:25:49.580]   The world is a diverse and complex place,
[00:25:49.580 --> 00:25:53.140]   and no matter how many things you dreamed up when you were doing the research,
[00:25:53.140 --> 00:25:54.580]   if you deploy your system,
[00:25:54.580 --> 00:25:58.420]   it will encounter things that you never anticipated.
[00:25:58.420 --> 00:26:01.100]   If all you've done is behavioral testing,
[00:26:01.100 --> 00:26:03.820]   you might feel very nervous about this because you might have
[00:26:03.820 --> 00:26:07.580]   essentially no idea what it's going to do on new cases.
[00:26:07.580 --> 00:26:11.660]   The mission of explainability research should be to go one layer
[00:26:11.660 --> 00:26:14.620]   deeper and understand what is happening inside
[00:26:14.620 --> 00:26:19.100]   these models so that we have a sense for how they'll generalize to new cases.
[00:26:19.100 --> 00:26:21.980]   It's a very challenging thing because we're thinking about
[00:26:21.980 --> 00:26:26.260]   these enormous and incredibly opaque models.
[00:26:26.260 --> 00:26:29.060]   You can even find people saying in the literature that they're
[00:26:29.060 --> 00:26:32.420]   skeptical that we can ever understand what's happening with these systems,
[00:26:32.420 --> 00:26:34.000]   but I am optimistic.
[00:26:34.000 --> 00:26:37.220]   They are closed, deterministic systems.
[00:26:37.220 --> 00:26:38.840]   They may be complex,
[00:26:38.840 --> 00:26:40.080]   but we're smart.
[00:26:40.080 --> 00:26:42.440]   We can figure out what they have learned.
[00:26:42.440 --> 00:26:44.220]   I really have confidence in this.
[00:26:44.220 --> 00:26:48.460]   The importance of this is really that we have these broader societal goals.
[00:26:48.460 --> 00:26:50.740]   We want systems that are reliable,
[00:26:50.740 --> 00:26:53.020]   and safe, and trustworthy,
[00:26:53.020 --> 00:26:55.040]   and we want to know where we can use them,
[00:26:55.040 --> 00:26:56.860]   and we want them to be free from bias.
[00:26:56.860 --> 00:27:01.300]   It seems to me that all of these questions depend on us
[00:27:01.300 --> 00:27:05.640]   having some true analytic guarantees about model behaviors.
[00:27:05.640 --> 00:27:08.300]   It seems very hard for me to say,
[00:27:08.300 --> 00:27:11.820]   "Trust me, my model is not biased along some dimension,"
[00:27:11.820 --> 00:27:14.600]   if I don't even have any idea how it works.
[00:27:14.600 --> 00:27:18.620]   The best I could say is that it wasn't biased in some evaluations that I ran,
[00:27:18.620 --> 00:27:22.540]   but I just emphasize for you that that's very different from being
[00:27:22.540 --> 00:27:27.700]   evaluated by the world where a lot of things could happen that you didn't anticipate.
[00:27:27.700 --> 00:27:31.860]   We'll talk about a lot of different explanation methods.
[00:27:31.860 --> 00:27:34.920]   I think that these methods should be human interpretable.
[00:27:34.920 --> 00:27:38.780]   That is, we don't want low-level mathematical explanations of how the models work.
[00:27:38.780 --> 00:27:44.980]   We want this expressed in human-level concepts so that we can reason about these systems.
[00:27:44.980 --> 00:27:48.660]   We also want them to be faithful to the underlying model.
[00:27:48.660 --> 00:27:53.780]   We don't want to fabricate human interpretable but inaccurate explanations of the model.
[00:27:53.780 --> 00:27:57.080]   We want them to be true to the underlying systems.
[00:27:57.080 --> 00:28:01.060]   These are two very difficult standards to meet together.
[00:28:01.060 --> 00:28:06.100]   I can make them human interpretable if I offer you no guarantees of faithfulness,
[00:28:06.100 --> 00:28:09.020]   but then I'm just tricking myself and you.
[00:28:09.020 --> 00:28:12.660]   I can make them faithful by making them very technical and low-level.
[00:28:12.660 --> 00:28:15.740]   We could just talk about all the matrix multiplications we want,
[00:28:15.740 --> 00:28:20.640]   but that's not going to provide a human-level insight into how the models are working.
[00:28:20.640 --> 00:28:24.900]   So together though, we need to get methods that are good for both of these, right?
[00:28:24.900 --> 00:28:30.100]   Concept-level understanding of the causal dynamics of these systems.
[00:28:30.100 --> 00:28:33.300]   We'll talk about a lot of different explanation methods.
[00:28:33.300 --> 00:28:34.500]   I'll just do this quickly.
[00:28:34.500 --> 00:28:36.700]   Train tests, that is the behavioral thing,
[00:28:36.700 --> 00:28:39.020]   remains very important for the field.
[00:28:39.020 --> 00:28:40.660]   We'll talk about probing,
[00:28:40.660 --> 00:28:44.380]   which was an early and very influential and very ambitious attempt
[00:28:44.380 --> 00:28:47.940]   to understand the hidden representations of our models.
[00:28:47.940 --> 00:28:50.220]   We'll talk about attribution methods.
[00:28:50.220 --> 00:28:55.700]   These are ways to assign importance to different parts of the representations of these models,
[00:28:55.700 --> 00:28:56.840]   both input and output,
[00:28:56.840 --> 00:28:59.860]   and also their internal representations.
[00:28:59.860 --> 00:29:03.220]   Then we're going to talk about methods that depend on
[00:29:03.220 --> 00:29:06.540]   active manipulations of model internal states.
[00:29:06.540 --> 00:29:09.640]   You'll be able to tell that I strongly favor
[00:29:09.640 --> 00:29:12.940]   the active manipulation approach because I think that that's
[00:29:12.940 --> 00:29:16.140]   the kind of approach that can give us causal insights,
[00:29:16.140 --> 00:29:19.340]   and also richly characterize what the models are doing,
[00:29:19.340 --> 00:29:24.200]   and that's more or less the two desiderata that I just mentioned for these methods.
[00:29:24.200 --> 00:29:26.340]   But there's value to all of these things,
[00:29:26.340 --> 00:29:27.660]   and we'll talk about all of them,
[00:29:27.660 --> 00:29:29.340]   and you'll get hands-on with all of them,
[00:29:29.340 --> 00:29:35.340]   and all of them can be wonderful for your analysis sections of your final papers.
[00:29:35.340 --> 00:29:39.220]   We might even talk about interchange intervention training,
[00:29:39.220 --> 00:29:41.940]   which is when you use explainability methods to actually
[00:29:41.940 --> 00:29:46.020]   push the models to become better, more systematic,
[00:29:46.020 --> 00:29:50.580]   more reliable, maybe less biased along dimensions that you care about.
[00:29:50.580 --> 00:29:56.900]   That's my review of the core things.
[00:29:56.900 --> 00:29:58.380]   Questions or comments?
[00:29:58.380 --> 00:30:03.420]   I have a few more kind of more low-level things about the course to do now. Yeah.
[00:30:03.420 --> 00:30:08.180]   I know we're going to get into all of the explanation methods in a lot of detail later on,
[00:30:08.180 --> 00:30:10.620]   but can you give a quick example just so that we have
[00:30:10.620 --> 00:30:13.460]   any imagination of what they are?
[00:30:13.460 --> 00:30:19.540]   Probing is training supervised classifiers on internal representations.
[00:30:19.540 --> 00:30:21.500]   This was just the cool thing to say, "Hey,
[00:30:21.500 --> 00:30:23.060]   I'll just look at layer three,
[00:30:23.060 --> 00:30:25.460]   column four of my BERT representation.
[00:30:25.460 --> 00:30:30.020]   Does it encode information about animacy or part of speech?"
[00:30:30.020 --> 00:30:33.700]   The answer seems to be yes.
[00:30:33.700 --> 00:30:39.300]   I think that was really eye-opening that even if your task was sentiment analysis,
[00:30:39.300 --> 00:30:42.980]   you might have learned latent structure about animacy.
[00:30:42.980 --> 00:30:46.460]   That's getting closer to the human level concept stuff.
[00:30:46.460 --> 00:30:49.180]   Problem with probing is that you have no guarantee that
[00:30:49.180 --> 00:30:53.860]   that information about animacy here has any causal impact on the model behavior.
[00:30:53.860 --> 00:30:57.860]   It could be just kind of something that the model learned by the by.
[00:30:57.860 --> 00:31:01.060]   Attribution methods have the kind of reverse problem.
[00:31:01.060 --> 00:31:04.420]   They can give you some causal guarantees that this neuron
[00:31:04.420 --> 00:31:08.260]   plays this particular role in the input-output behavior,
[00:31:08.260 --> 00:31:11.140]   but it's usually just a kind of scalar value.
[00:31:11.140 --> 00:31:12.780]   It's like 0.3 and you say, "Well,
[00:31:12.780 --> 00:31:13.820]   what does the 0.3 mean?"
[00:31:13.820 --> 00:31:17.020]   And you say, "It means that it's that much important."
[00:31:17.020 --> 00:31:19.060]   But nothing like, "Oh, is it animent?"
[00:31:19.060 --> 00:31:20.940]   Or none of those human level things.
[00:31:20.940 --> 00:31:23.220]   And then I think the active manipulation thing,
[00:31:23.220 --> 00:31:26.540]   which is like doing lots of brain surgeries on your model,
[00:31:26.540 --> 00:31:30.820]   can provide the benefits of both probing and attribution.
[00:31:30.820 --> 00:31:37.380]   Causal insights, but also a deep understanding of the- what the representations are.
[00:31:37.860 --> 00:31:40.500]   And there's a whole family of those.
[00:31:40.500 --> 00:31:43.620]   It's a very exciting part of the literature. Yeah.
[00:31:43.620 --> 00:31:46.060]   I have a question going back to COGS.
[00:31:46.060 --> 00:31:51.180]   So I guess, why would we want to use the COGS dataset if we're testing for generalization?
[00:31:51.180 --> 00:31:55.380]   Like, why can't we just prompt a language model of a word that we've never seen before,
[00:31:55.380 --> 00:31:59.540]   and kind of like try and induce some format if you see it in the subject position,
[00:31:59.540 --> 00:32:03.020]   get it to position in the object and see how well it does that.
[00:32:03.020 --> 00:32:05.340]   Oh, yeah. No. So for COGS,
[00:32:05.340 --> 00:32:06.980]   for your original system,
[00:32:06.980 --> 00:32:09.860]   it could be that you try to prompt a language model.
[00:32:09.860 --> 00:32:13.100]   Zen did a bunch of that as part of the research.
[00:32:13.100 --> 00:32:14.860]   It was only okay.
[00:32:14.860 --> 00:32:17.460]   But maybe there's a version of that where you
[00:32:17.460 --> 00:32:20.260]   prompt in the right way with the right kind of instructions,
[00:32:20.260 --> 00:32:21.780]   and then it does solve COGS.
[00:32:21.780 --> 00:32:26.340]   That would be wonderful because that would suggest to me that those models,
[00:32:26.340 --> 00:32:27.780]   whatever model you prompted,
[00:32:27.780 --> 00:32:32.060]   has internal representations that are systematic enough to have kind of
[00:32:32.060 --> 00:32:34.860]   a notion of subject and a notion of object and
[00:32:34.860 --> 00:32:37.340]   verb and all of that linguistic stuff,
[00:32:37.340 --> 00:32:39.220]   and that would be very exciting.
[00:32:39.220 --> 00:32:42.140]   Yeah. The cool thing about COGS is that I think it's a pretty
[00:32:42.140 --> 00:32:48.740]   reliable measurement device for making such claims. Yeah.
[00:32:48.740 --> 00:32:54.580]   How transferable is this discussion to languages other than English?
[00:32:54.580 --> 00:32:57.620]   Like, I wonder if there- if we should be concerned about
[00:32:57.620 --> 00:33:02.660]   the very tight coupling between the properties of English as a language,
[00:33:02.660 --> 00:33:06.660]   and all our advancement in NLP?
[00:33:06.660 --> 00:33:12.860]   Well, I mean, I hope that a lot of you do projects on multilingual NLP,
[00:33:12.860 --> 00:33:15.700]   low resource settings, and so forth.
[00:33:15.700 --> 00:33:17.780]   I think in a way,
[00:33:17.780 --> 00:33:20.740]   we live in a golden age for that research as well.
[00:33:20.740 --> 00:33:25.220]   There's more research on more languages than there were 10 years ago,
[00:33:25.220 --> 00:33:27.860]   and that's certainly a positive development.
[00:33:27.860 --> 00:33:32.020]   The downside is that it's all done with multilingual representations,
[00:33:32.020 --> 00:33:33.780]   multilingual BERT, and so forth,
[00:33:33.780 --> 00:33:37.620]   and they tend to do much better on English tasks than every other task.
[00:33:37.620 --> 00:33:41.180]   So that obviously feels like suboptimal.
[00:33:41.180 --> 00:33:44.260]   But again, that's the same story of like
[00:33:44.260 --> 00:33:45.900]   sudden progress with a lot of
[00:33:45.900 --> 00:33:49.940]   mixed feelings that I have about a lot of these topics.
[00:33:49.940 --> 00:33:54.980]   In the interest of time, let's press on a little bit.
[00:33:54.980 --> 00:33:58.420]   I think I just wanted to skip to the course mechanics.
[00:33:58.420 --> 00:34:00.180]   This is at the website, but there it is.
[00:34:00.180 --> 00:34:03.140]   That's the breakdown of required pieces.
[00:34:03.140 --> 00:34:06.100]   You can see that it has a kind of strong emphasis
[00:34:06.100 --> 00:34:09.460]   toward the three parts that are related to the final project.
[00:34:09.460 --> 00:34:13.380]   But the homeworks are also really important and the quizzes less so.
[00:34:13.380 --> 00:34:17.900]   But I think they're important enough that you'll take them seriously.
[00:34:17.900 --> 00:34:20.380]   It's fully asynchronous.
[00:34:20.380 --> 00:34:22.660]   It's wonderful to see so many of you here,
[00:34:22.660 --> 00:34:27.060]   and I am eager to interact with you here if possible,
[00:34:27.060 --> 00:34:29.500]   but also on Zoom for office hours and stuff.
[00:34:29.500 --> 00:34:32.020]   Please attend office hours if you just want to chat.
[00:34:32.020 --> 00:34:35.940]   One of my favorite games to play in office hours is a group comes with
[00:34:35.940 --> 00:34:38.940]   three project ideas and I rank them from
[00:34:38.940 --> 00:34:42.660]   least to most or most to least viable for the course.
[00:34:42.660 --> 00:34:44.060]   It's a fun game for me,
[00:34:44.060 --> 00:34:48.620]   and I think it always illuminates some things about the problems.
[00:34:48.620 --> 00:34:51.220]   Then we have continuous evaluation.
[00:34:51.220 --> 00:34:52.580]   So you have the three assignments,
[00:34:52.580 --> 00:34:55.060]   the quizzes, and then the project work.
[00:34:55.060 --> 00:34:56.340]   There's no final exam.
[00:34:56.340 --> 00:35:00.660]   Just we want you to be focused on the final project at that point.
[00:35:00.660 --> 00:35:02.580]   I think I'll leave this aside.
[00:35:02.580 --> 00:35:06.340]   We can talk about the grading of the original systems a bit later.
[00:35:06.340 --> 00:35:08.780]   Then you have the project work,
[00:35:08.780 --> 00:35:12.860]   some links here, exceptional final projects, and some guidance.
[00:35:12.860 --> 00:35:15.900]   These are the two documents I mentioned before.
[00:35:15.900 --> 00:35:19.180]   I'll just say again that this is the most important part of
[00:35:19.180 --> 00:35:21.140]   the course to me and the thing that's special.
[00:35:21.140 --> 00:35:22.380]   I'll say again also,
[00:35:22.380 --> 00:35:25.540]   we have this incredibly accomplished teaching team this year,
[00:35:25.540 --> 00:35:30.420]   diverse interests, and they all have done incredible research on their own.
[00:35:30.420 --> 00:35:33.140]   I've learned a ton from them and from their work,
[00:35:33.140 --> 00:35:35.220]   and I encourage you to do the same.
[00:35:35.220 --> 00:35:37.740]   So seek them out in office hours and,
[00:35:37.740 --> 00:35:39.180]   um, and you know,
[00:35:39.180 --> 00:35:42.620]   take advantage of their mentorship for the work you do.
[00:35:42.620 --> 00:35:45.260]   Then here are some crucial course links,
[00:35:45.260 --> 00:35:46.940]   kind of covered that before.
[00:35:46.940 --> 00:35:50.980]   The quizzes I think I've covered as well,
[00:35:50.980 --> 00:35:54.700]   and these policies are all at the website.
[00:35:54.700 --> 00:35:57.660]   Um, right.
[00:35:57.660 --> 00:35:58.860]   And so the setup,
[00:35:58.860 --> 00:36:00.780]   do that if you haven't already.
[00:36:00.780 --> 00:36:02.540]   Make sure you're in the discussion forum.
[00:36:02.540 --> 00:36:05.820]   We want you to be connected with the kind of ongoing discourse for the class.
[00:36:05.820 --> 00:36:07.860]   Do quiz zero as soon as you can,
[00:36:07.860 --> 00:36:10.460]   so that you know your rights and responsibilities.
[00:36:10.460 --> 00:36:14.060]   And then I think right now we should check out the homework,
[00:36:14.060 --> 00:36:16.740]   the sentiment homework to make sure you're
[00:36:16.740 --> 00:36:20.580]   oriented around that before we dive into transformers.
[00:36:20.580 --> 00:36:23.780]   Questions about that stuff?
[00:36:23.780 --> 00:36:25.260]   It's all at the website,
[00:36:25.260 --> 00:36:29.540]   but I've kind of evoked it for you in case it raised any issues.
[00:36:29.540 --> 00:36:38.900]   All right. Let's look briefly at the first homework.
[00:36:38.900 --> 00:36:41.140]   I feel like we should kick it off somehow,
[00:36:41.140 --> 00:36:44.500]   and it is maybe an unusual mode for homeworks.
[00:36:44.500 --> 00:36:46.340]   So feel free to ask questions.
[00:36:46.340 --> 00:36:50.340]   This is kind of cool. So this link will take you to the GitHub,
[00:36:50.340 --> 00:36:54.140]   uh, which I think you're probably all set up with on your home computers.
[00:36:54.140 --> 00:36:57.460]   But you might want to work with this in the Cloud.
[00:36:57.460 --> 00:36:58.980]   And though this- so this works well.
[00:36:58.980 --> 00:37:02.340]   So you could just quick click like open in Colab.
[00:37:02.340 --> 00:37:08.900]   And I think I've done a pretty good job of getting you so that it will set
[00:37:08.900 --> 00:37:14.020]   itself up with the installs that you need and the course repo and so forth.
[00:37:14.020 --> 00:37:16.580]   I would actually be curious to know what their bumps along
[00:37:16.580 --> 00:37:19.580]   the road to getting this to just work out of the box in Colab.
[00:37:19.580 --> 00:37:22.140]   I do encourage this because if you're ambitious,
[00:37:22.140 --> 00:37:23.980]   you'll probably want GPUs,
[00:37:23.980 --> 00:37:27.140]   and this is a good inexpensive way to get them.
[00:37:27.140 --> 00:37:32.540]   It's also a pretty nice environment to do the work in. Zoom in here.
[00:37:32.540 --> 00:37:35.540]   Along the left, you can see the outline.
[00:37:35.540 --> 00:37:37.620]   And that's actually kind of a good place to start.
[00:37:37.620 --> 00:37:40.240]   So we're doing multi-domain sentiment.
[00:37:40.240 --> 00:37:42.500]   And what I mean by that is,
[00:37:42.500 --> 00:37:45.820]   you're encouraged to work with three datasets,
[00:37:45.820 --> 00:37:47.700]   Dynascent round one,
[00:37:47.700 --> 00:37:51.140]   Dynascent round two, and the Stanford Sentiment Treebank.
[00:37:51.140 --> 00:37:53.460]   These are all sentiment tasks,
[00:37:53.460 --> 00:37:55.540]   and they all have ternary labels,
[00:37:55.540 --> 00:37:57.500]   positive, negative, and neutral.
[00:37:57.500 --> 00:38:02.860]   But I'm not guaranteeing you that those labels are aligned in the semantic sense.
[00:38:02.860 --> 00:38:09.220]   In fact, I think that the SST labels are a bit different from the Dynascent ones.
[00:38:09.220 --> 00:38:12.980]   But certainly, the underlying data are different because Dynascent is
[00:38:12.980 --> 00:38:18.500]   like product reviews and Stanford Sentiment Treebank is movie reviews.
[00:38:18.500 --> 00:38:19.940]   But there are further things.
[00:38:19.940 --> 00:38:22.920]   So Dynascent round one is hard examples
[00:38:22.920 --> 00:38:25.260]   that we harvested from the world,
[00:38:25.260 --> 00:38:27.460]   from the Yelp academic dataset.
[00:38:27.460 --> 00:38:34.260]   Whereas Dynascent round two is actually annotators working on the Dynabench platform,
[00:38:34.260 --> 00:38:35.980]   which I mentioned just a minute ago,
[00:38:35.980 --> 00:38:39.900]   trying to fool a really good sentiment model.
[00:38:39.900 --> 00:38:43.060]   So the Dynascent round two examples are hard.
[00:38:43.060 --> 00:38:46.620]   They involve like non-literal language use and sarcasm,
[00:38:46.620 --> 00:38:50.300]   and other things that we know challenge current day models.
[00:38:50.300 --> 00:38:52.780]   So you have these three datasets.
[00:38:52.780 --> 00:38:56.100]   Then there are really two main questions.
[00:38:56.100 --> 00:38:57.620]   For the first question,
[00:38:57.620 --> 00:39:04.580]   I'm just pushing you to develop a simple linear model with sparse feature representations.
[00:39:04.580 --> 00:39:08.060]   This is a kind of more traditional mode background.
[00:39:08.060 --> 00:39:09.700]   If you need a refresher on this,
[00:39:09.700 --> 00:39:10.860]   this is a chance to get it.
[00:39:10.860 --> 00:39:12.860]   If you feel stuck on this question,
[00:39:12.860 --> 00:39:17.660]   I think we should talk about how to get you up to speed for the course.
[00:39:17.660 --> 00:39:18.960]   But for a lot of you,
[00:39:18.960 --> 00:39:20.860]   especially if you've been immersed in NLP,
[00:39:20.860 --> 00:39:23.300]   this should be a pretty straightforward question.
[00:39:23.300 --> 00:39:25.060]   It leads to a pretty good system.
[00:39:25.060 --> 00:39:26.820]   So you do a feature function,
[00:39:26.820 --> 00:39:29.380]   you write a function for training models,
[00:39:29.380 --> 00:39:31.900]   and a function for assessing models.
[00:39:31.900 --> 00:39:34.120]   For each one of these questions,
[00:39:34.120 --> 00:39:38.900]   what you do is complete a function that I started.
[00:39:38.900 --> 00:39:40.980]   There is not a lot of coding.
[00:39:40.980 --> 00:39:45.940]   This is mainly about starting to build your own original system.
[00:39:45.940 --> 00:39:48.540]   For every single one of these questions,
[00:39:48.540 --> 00:39:50.900]   there's a test that you can run.
[00:39:50.900 --> 00:39:53.420]   I like unit tests a lot.
[00:39:53.420 --> 00:39:55.540]   I think we should all write more unit tests.
[00:39:55.540 --> 00:39:57.940]   The advantage of the test for me is that if there was
[00:39:57.940 --> 00:40:00.420]   any unclarity about my own instructions,
[00:40:00.420 --> 00:40:02.580]   the test probably clears them up.
[00:40:02.580 --> 00:40:05.940]   You also get a guarantee that if your code passes the test,
[00:40:05.940 --> 00:40:07.220]   you're in good shape.
[00:40:07.220 --> 00:40:10.500]   More or less the same tests run on Gradescope.
[00:40:10.500 --> 00:40:12.300]   So when you upload the notebook,
[00:40:12.300 --> 00:40:14.820]   if you got a clean bill of health at home,
[00:40:14.820 --> 00:40:17.900]   you'll probably do fine on Gradescope.
[00:40:17.900 --> 00:40:19.380]   If you don't, it might be because
[00:40:19.380 --> 00:40:21.580]   the Gradescope autograder has a bug.
[00:40:21.580 --> 00:40:23.100]   Let me know about that.
[00:40:23.100 --> 00:40:26.780]   Those things always feel like they're just barely functioning.
[00:40:26.780 --> 00:40:31.900]   But the idea is that this is really not about me evaluating you.
[00:40:31.900 --> 00:40:34.900]   This is about you exercising
[00:40:34.900 --> 00:40:36.980]   the relevant muscles and building up
[00:40:36.980 --> 00:40:40.620]   concepts that will let you develop your own systems.
[00:40:40.620 --> 00:40:44.340]   I'm just trying to be a trusted guide for you on that.
[00:40:44.340 --> 00:40:47.820]   So you do some coding and you have these three questions here.
[00:40:47.820 --> 00:40:50.780]   The result of doing those three questions is that you
[00:40:50.780 --> 00:40:54.180]   have something that could be the basis for your original system.
